MAT.1.1	Abrahamachea puta Davidachea puta, Krista Jezuche he vonxa-vollichi xivddi. 
1TI.4.4	Devachi dôr-êk rochnna bori, ani Devak dhin’vasun ti gheunchi zait zalear, koslich khavpachi vôst naka mhonnchi nhoi, 
1TI.4.5	kiteak Rochnnar Devachea utran ani amchea dhin’vas-nnechea magnnean sogllem khann Devak somorpil’lem zata.
1TI.4.6	Bhavartachea ani sodam pallun ailai tê rôkh-borê xikovnnechea posonnan tum ghôtt zalai. Tôr hanvem voir sanglam tem sogott bhavam-bhoinnim mukhar ghalun, Jezu Kristacho tum boro sevôk zatoloi. 
1TI.4.7	Devachê bhoktik upkaronant tosleô naka-zal’leô xamaicheô kanniô pois kôr. Devachê khorê bhoktint vaddonk proitn korit rav. 
1TI.4.8	Kuddichê kosrotik thoddo faido asa khoro, punn Devachi bhokti soglleak upkarta, tôr tantum atanchea ani fuddlea jivitak bhasavnni asa. 
1TI.4.9	Sogllê khatrechi ani soglleamnim mandun gheunk favo tosli sangnni hi: 
1TI.4.10	Jivo Dev akhea mon’xakullacho ani vixexponnim Tacher bhavart dovortat tancho Soddvonnar; Tacher dovorlolo asa amcho bhorvanso, ani heach pasot ami koxtt kortanv ani zhuzot asanv. 
1TI.4.11	Heô adnea ghalun tankam xikovnn diit rav.
1TI.4.12	Tum tornnê piraiecho mhonn konnench tuji beporva korum noiê. Punn tum tujeam utramnim toxench tujê chalin, tujea pritimogan, visvaxiponnan ani nirmoll jivitan bhavarteancho nomuno za. 
1TI.4.13	Hanv iein porian, sobhek Povitr Pustok vachunk, updesunk ani xikovnn diunk lokx di. 
1TI.4.14	Provadi tujê vixim uloile ani zannteamnim tujer hat dovorle tedna Devan tuka dil’lem dennem tujê sovem asa; tachi beporva korinaka. 
1TI.4.15	Sangleat team vostum vixim suddsuddit zaun teo pallit rav, ani tuzo vikas sogllea lokak ugtim dixtti poddtolo. 
1TI.4.16	Kitem kortai ani kitem xikoitai tachê vixim chotrai dhôr; hantum thir rav; oxem korun, tuka ani tujem utor aikoteleank Dev soddvônn ditolo.
1TI.5.1	Zanntea dadleak zupatti dinaka, punn tujea bapai sorim kortolo asloi toso taka ulo kôr; tornneam mon’xank te tuje bhav zal’lê porim vagoi; 
1TI.5.2	zannteam bailank avoiô koxeô vagoi, unnê piraiecheam bailam lagim sogllê mannsugen teô tujeô bhoinni zal’lê porim chol. 
1TI.5.3	Konn na team vidvank manan vagoi. 
1TI.5.4	Konn-êkê vidvek bhurgim vô natram astit zalear, hãnnim poilê svater apleam ghorcheam sovem apli zababdari dakhounk xikchem ani apnnank zolma haddleleank zata tê bhaxen aplem rinn farik korunk zanno zaunchem. Hem Devak man’ta toslem kam’. 
1TI.5.5	Punn zôr konn khorich vidva ani tika konnuch na, tinnem Devacher aplo bhorvanso dovorlolo asa ani ti dis-rat vinoti ani magnnem korit asa. 
1TI.5.6	Punn ji vidva fokot kuddichem sukh bhogunk sôdta, ti jivi asun-ui melea mhonn mhonnum ieta. 
1TI.5.7	Guneanva-meklleô teô zaunchê khatir hi xikovnn tankam di. 
1TI.5.8	Konn apleam soiream-dhaireancho, odik korun apleanch ghorcheancho, samball korinant zalear, tãnnim bhavart sôddla ani tim eka onbhavartea poros paxtt.
1TI.5.9	Êkê vidvechem nanv vidvanchê xivdder ghalunk, tika satt tori vorsam aschim ani ti eka poti kodde logn zal’li zaunchi. 
1TI.5.10	Ticheam boream kornneam pasot tinnem apnnak borem nanv zôddlelem aschem; apleam bhurgeam-ballank rit-rovixen vaddoileant, porkeancho apnnager poramôs kela, bhoktanche pãi dhuleat, oddchonnink sampoddleleank adar dila, sogllea jin’sacheô boreô kornneô keleat, tosli ti zaunchi.
1TI.5.11+1TI.5.12	Tea-vôn unnê piraiecheam vidvanchim nanvam xivdder ghalinaka; kiteak Kristak bhasavnni kelea uprant, tancheô kuddicheô vondovnneô vaddtat tedna, teô logn zaunk sôdtat, ani poilim dil’lem utor moddunk pavtat ani oxem guneanvkarnni zatat. 
1TI.5.13	Tea bhair, bekar ravunk ani ghoran’ghor bhonvunk xiktat; ani bekar ravunkuch nhoi, punn chaddiô sangunk, dusreanchea jivitant ghusunk ani naka zal’lem ulounk-ui xiktat. 
1TI.5.14	Hea pasot, tornnê piraiecheam vidvamnim novean logn zaunchem, bhurgim zolma haddchim, aplem ghor-dar korchem, ani amcher vaitt ulovpak dusmanak sondi diunchi nhoi: oxem mhaka zai. 
1TI.5.15	Thoddeô tosleô bhavart soddun Soitanacho pattlav korunk geleô. 
1TI.5.16	Konn-êklê bhavarti bailecheam soiream modem vidva asat zalear, tinnench tancho samball korcho; ani povitr-sobhecher tancho bhar ghalcho nhoi; oxem povitr-sobha konn-nasloleam vidvancho samball korunk pavteli.
1TI.5.17	Aplo odhikar borê bhaxen choloitat team povitr-sobhecheam zannteank dupêtt mozuri diunchi, bhov-korun utor porgottunk ani xikovnn diunk ghas ghetat tankam. 
1TI.5.18	Tôr Povitr Pustok sangta: “Môlltolea paddeachea tonddak muskem ghalchem nhoi”; ani dusrê kodden tem sangta: “Vavraddeak aplo muxaro favo.” 
1TI.5.19	Dogam vô tegam zannanchê govaikê virêt eka fuddarean-cher koslem-i garannem manun ghenaka. 
1TI.5.20	Chovkoxi korun zancho guneanv ruzu zala, tankam soglleam hujir bobatt kôr; oxem herank-ui bhirant lagteli.
1TI.5.21	Deva ani Jezu Krista mukhar, toxench Tacheam vinchleleam devdutam hujir, hanv tuka oso hukum’ ghaltam: konnacheach tonddak pollenastana vô konnakuch favo-naslolo upkar kori-nastana, heam kaideank pallo di. 
1TI.5.22	Doddvoddan konnacher-ui hat dovrinaka, ani dusreanchea patkacho bhagidar zaum naka. Tujem jivit nitoll-nirmoll zaum-di.
1TI.5.23	Tujê jirvonnek ani bhonvun-bhonvun tuka ieta tê piddek lagun hea fuddem udokuch pieun ravum naka, punn thoddo-so soro-i ghe.
1TI.5.24	Thoddeam mon’xanchim patkam, zhôddti zaunchê adinch spoxtt distat; heranchim patkam fokot zhôddtechea disa ugtim zatat. 
1TI.5.25	Têch bhaxen mon’xancheô boreô kornneo spoxtt dixtti poddtat; punn toxem ghoddonam zalear-ui, teô sodanch lipon urum nozo.
1TI.6.1	Jeam mon’xanchê manir gulam’ponnachea bhesachem zum asa, team somestamnim apleam dhoniank sogllo man favo mhonn somzun cholchem; toxem kelear Devachea nanvachi ani amche xikovnnechi konnuch ninda korunk pavchim nant. 
1TI.6.2	Dhoni amchea bhavartacho zalear, to aploch bhav mhonn nib gheun gulamamnim tachi beporva korchi nhoi; ufrattim tãnnim odik vhoddê zotnaien tachi seva korchi, kiteak gulamanchê chakrecho adav kaddtat tim teach bhavartachim ani mogachim bhavbhoinn.
1TI.6.2	Hanvem sanglam tem xikoi ani pallunk lai. 
1TI.6.3	Konn-konn vegllem kitem xikoitat ani Jezu Krista, amchea Somiachi, osôl xikovnn ani Devachê khorê bhoktik pavoita ti xikovnn manun ghenant. 
1TI.6.4	Oslim mon’xam gorvan ful’leant ani sarkim nennar. Tancho sobhav oso ki kitea-i vixim vad-vivad korinastana ani utram dhorun zhogddim korinastana tanchean ravum nozo. Dekhun tankam nattkai bhogta, tim zhogddim manddtat, ekamekak okman kortat, ekamekacho dubhav dhorun bhonvtat, 
1TI.6.5	thambonastanam vad kortat. Osleank budh-ginean na, sotachi ollokh-ui na. Devachi bhokti korun apnnank khub girestkai mellteli mhonn somzotat.
1TI.6.6	Devache bhokte borabor, dadosponn khub adavachem. 
1TI.6.7	Sonvsarant ietana kitem ami gheun aileanv? Kãich nhoi! Sonvsar soddun vetanam kitem tori ami gheun veteleanv? Kãich nhoi! 
1TI.6.8	Mhonn-tôch amkam jevunk-khaunk ani nhesunk-pangrunk aslear, itlean ami dhadoxi zaunchem. 
1TI.6.9	Girest zaunk sôdtat tim tallnnek ani devcharachea fasak sampoddtat, kiteak nirbudhi ani noxttadik vondovnneô tankam oddun vhortat; osleô vondovnneô mon’xank nisonttonak ani ghorttannak pavoitat. 
1TI.6.10	Soglleam vaittanchem mull mhon’llear girestkaiechi axa; osli axa dhorun, kãi zannam bhavarta thaun koddsorun geleant ani oxem sobar koxtt-dogd aplea mathear tãnnim oddun haddleat.
1TI.6.11	Punn tum, Devachea bhokta, osleô vostu soddun di. Apnnak manovlolo Devan tuka kela tea bhesacher jiet rav; Tachi khori bhokti korit rav; bhavarta pormannem chol ani bhavam-bhoinnincho môg kôr; koxttam-dogdank sosnnikaien fuddo kôr; soglleank dulobaien vagoi. 
1TI.6.12	Bhavartachem borem zhuz zhuzot rau, Devan tuka apoila tea pormonnem, sobar govaiam mukhar tunvem bhavartachem ut’tom’ ucharonn korun, sasnnik jivit tuka mell’lam tantunt thir rau. 
1TI.6.13	Soglleak jivprann dita tea Deva mukhar ani Pons Pilata hujir govai diun ut’tom’ ucharonn kelam tea Jezu Krista mukhar hanv tuka oso hukum’ ghaltam: 
1TI.6.14	Jezu Krist, amcho Somi, dobajean dixtti poddo-sôr, chuki virêt ani guneanv nastana tuje kaide pall.
1TI.6.15	Apnnem nemlolea kallar
1TI.6.15	Taka porgôtt kortolo
1TI.6.16	Ekloch omôr asa To,
1TI.6.16	ogom’ uzvaddant ravpi,
1TI.6.16	mon’xan polleunk naslolo,
1TI.6.16	polleunk-ui zainam toslo,
1TI.6.16	Ekloch sogtta-sorvancho
1TI.6.16	Bhagevont Odhikari!
1TI.6.16	Toch to razancho Raza
1TI.6.16	ani dhoniancho Dhoni!
1TI.6.16	Taka man ani podvi
1TI.6.16	sasnnachea sasnnak! Amen!
1TI.6.17	Gorvan fulona zaunk, ani othir gireskaiancher aplo bhorvonso dovrina zaunk punn amcheam gorzank zai titlem amkam Dev bhorpur dita dekhun, Tacher aplo visvas dovrunk, hea sonvsarachi girestkai asleleank xikoi. 
1TI.6.18	Borem tem korunk, boream kornneamnim girest zaunk, udar kallzan ierank vanttun diunk tankam adnea kor. 
1TI.6.19	Oxem korun tim aplea fuddarak omolik bhanddarachi ghôtt buniad ghalun dovortelim, ani hê porim apnnak mell’lam tea sasnnik jivitant thir rautelim. 
1TI.6.20	Timot mhojea pritichea, tujê adhin kela to tthevo rakh; Devachê bhokticher add ani ôrth-naslole vad-vivad vattai; osle vad-vivad konn-konn zannvai mhonn somzotat, punn khorench mhollear tantum zannvai bilkul na. 
1TI.6.21	Osli polki zannvai dhorun kãi zannamnim bhavartuch soddun dilo.
1TI.6.21	Devachi doiallai tumam-somestam sovem asum.
2TI.1.1	Jezu Krista sovem asa tea jivitache bhasavnnek lagun, Devachê khuxê pormannem Jezu Kristacho apostl, Hanv Paulu 
2TI.1.2	Timota, mhojea opurbaiechea putak, hem potr boroitam. Dev amcho Bap ani Jezu Krist, amcho Somi, Apli doiallai, kaklut ani xanti tuka bhogunk dium.
2TI.1.3	Mhojeam magnneamnim thambo-nastana rat-dis tuzo ugddas kortam
2TI.1.3	tedna hanv Devak dhin’vastam; Mhojeam purvozamnim kelam toxench, hanv-ui nitoll ontoskornnan Tachi seva-bhokti kortam. 
2TI.1.4	Tujeam dukancho mhaka boro ugddas asa, ani tuka novean polleun dhadoxi zaunk hanv axetam. 
2TI.1.5	Ddhông-naslolo tuzo bhavart mhojea monant asa. Tujê adim Lois tujê ajiek ani Eunike tujê avoik aslo toch bhavart tuka-i asa mhonn mhaka kosloch dubhav na. 
2TI.1.6	Heach khatir, hanvem tujer hat dovorle tedna zo vorgunn Devan tuka dila, tacho uzo odik peroi mhonn tuka ugddas kortam. 
2TI.1.7	Kiteak Devan amkam dila to Atmo amkam bhezudd korina, punn Devacho Atmo amkam ghottaien bhôrta, bhavam-bhoinnincho môg amcheam kallzamnim vaddoita, ani amcheô vaitt vondovnneo domavunk xokti dita. 
2TI.1.8	Mhonntôch amchea Somiacho govai koso ubo ravunk lojenaka, vô hanv Tachê khatir bondkhonnint poddlam mhonn mhojê-i pasot lojenaka. Portench zalear, Dev dito bollar patieun, xubhvhortomana khatir koxtt ani dhumalle sõsun tuzo bhag ghe, 
2TI.1.9	Amcheam kornneam pasot nhoi, punn xarti pavounche Aple ieuzônnek ani doiallaek lagun, Tannem amchi soddvônn kelea ani Apli khaxea porza zaunk amkam apoileant; soglleam kallam-iugam adim, Jezu Krista sovem amkam Tannem hi doiallai dilea. 
2TI.1.10	punn atam mornnacho bhosm kelo ani xubhvhortomana vorvim omor jivit bhogunk amkam favo kelem to amcho Soddvonnar Jezu Krist sonvsarar dixtti poddlo tedna Devan hi doiallai amkam ugddapi kelea. Mornnacho bhosm kelo ani xubhvhortomana vorvim omor jivit bhogunk amkam favo kelam 
2TI.1.11	Hem xubhvhortoman porgottunk ani xikounk Devan mhaka apostl nemla.
2TI.1.12	Teach pasot hanv he koxtt bhôgtam; tori hanvem kalliz soddunk na, kiteak konnacher hanvem visvas tthevla tem hanv borem zannom, ani mhaka rakhunk dil’lo tthevo to Dis ie porian samballunk Taka tank asa mhonn mhaka dubhavuch na.
2TI.1.13	Jezu Kristacher amcho bhavart asa ani Tachea ekcharant ami ekamekacho môg kortanv mhonn monant dhorun tuka sangtam: mhojê koddsun tum xiklai tench dolleam mukhar dovrun tum-vuim dusreank xikoi. 
2TI.1.14	Tujê adhin kel’lo tthevo amchê sovem jietolea Povitr Atmeachea bollan rakhun dovor.
2TI.1.15	Aziechea prantantle sogllech mhaka soddun geleat mhonn tum zannoi; tanchê modem Fijel ani Hermojen. 
2TI.1.16	Amcho Somi Onexiforachea kuttumbak kaklut dakhoum mhonn magtam, kiteak tannem mhaka zaitê pavtti dhir dila ani mhojeam sankllinchi taka loz disunk na. 
2TI.1.17	Itlench nhoi, punn to Romak pavlo toso, mhaka mellunk tannem zaito bhar ghetlo ani xekim mhaka sodun kaddlo. 
2TI.1.18	Tea Disa Somiachi doia bhogunk toch Somi taka favo korum. Efezant tannem mhaka kitlo adar dilo to tum boro zannoi.
2TI.2.1	Hea pasot, tum, puta mhojea, Jezu Krista sovem mellta tê doiallaientli ghottai ghe. 
2TI.2.2	Ani jem sobar govaiam hujir tunvem mhojê koddlem aikolãi, tem tum herank-ui xikounk purte zauncheam khatrecheam mon’xanchê adhin kôr.
2TI.2.3	Jezu Kristacho bollvont soinik za ani tuka ietat team koxttank dhiran fuddo kôr. 
2TI.2.4	Soinik koso seva korto konnuch, hea jivitacheam ieram rattimnim kednanch ghusollna, apnnak soinikachê sevek ghetla tea senapotik taka manonk zai. 
2TI.2.5	Toxench, pelvan’ke-cheam nemam pormannem tantum vantto ghetlea xivai, khõicheach pelvanak inam’ mellona 
2TI.2.6	Têch porim, pikechem foll soglleam-vôn poilim koxtt korto xetkamteak mellunk zai. 
2TI.2.7	Hanv sangtam tachê vixim boro niall kôr ani Somi soglleachi tuka somzonni ditolo.
2TI.2.8	Hanv porgott kortam tea xubhvor-tomana pormannem, Davidachê kullientlo zolmol’lea, Devan mel’leantlo punorjivont kel’lea Jezu Kristacho ugddas monant dhôr. 
2TI.2.9	Hea xubhvor-tomana pasot hanv koxtt bhôgtam ani guneanvkar zal’lê porim mhaka sankllimnim porian bandlo. Punn Devachem utor konnacheanuch bandun ghalunk zaina. 
2TI.2.10	Hea pasot, Devan vinchlelank sasnnik mhoime soit, Jezu Krista sovem mellta tem taronn tankam mell’che khatir, hanv hem sogllem tankam lagun sosnnikaien bhôgtam.
2TI.2.11	Hem utor khatrechem:
2TI.2.11	Tachea vangdda meleanv zalear,
2TI.2.11	Tachea vangdda jietelenv.
2TI.2.12	Thir-ghott ami ravleanv zalear,
2TI.2.12	Tachea vangdda-i raj kortelenv.
2TI.2.12	Taka ami sôddlo zalear,
2TI.2.12	To-i amkam soddun dit’lo.
2TI.2.13	Ami ovisvaxi zalear,
2TI.2.13	To mat visvas samballtolo:
2TI.2.13	kiteak Apnnench dil’lem utor
2TI.2.13	Tachean kodinch moddum nozo!
2TI.2.14	Aikoteleancho nas zauncho zaun, ani-anink kiteakuch upkaronant team utram vixim, tãnnim vivad korche nhoi mhonn bhavarteank ugddas kôr ani Somiachea nanvan tankam xiddkai. 
2TI.2.15	Sot viskottaun sangun, loz bhògchi poddona toslea vavraddea bhaxen, Devak manovlolo monis zaunk, tujench Devak somorponn korunk zata titlo vhaurun proitn kôr. 
2TI.2.16	Deva thaun mon’xank odik-odik pois vhortat tosleô otmeak faideacheo nhoi teo bekar gozali vattai; 
2TI.2.17	tosli tanchi boddboddnni angant posortolea ghaia sarki. Osleam mon’xam modem Himenêv ani Filet asat; 
2TI.2.18	bhavarteanchem punorjivontponn zaunuch gelam mhonn sangun, te apunnuch sota thaun koddsorche koddsorun, tãnnim oslê xikovnnen kãi zannancho bhavart moddun uddoilo.
2TI.2.19	Punn “Apnnachim konn tim Dev ollkhota”ani “jim konn Somiachem nanv ghetat, tãnnim khotteponn pois korchem.”, oxem ticher boroup asun, Devan ghal’li bunead thir-ghôtt togta.
2TI.2.20	Eka vhoddlea ghorant torê-torechim aidonam astat: thoddim bhangarachim ani rupeachim, ani thoddim lankddachim ani matiechim; thoddim vixex somoiar vaporpachim, ani thoddim sodam vaporpachim. 
2TI.2.21	Oxem, jim konn voir sangloleô khotteô xikovnnô soddun xud’dh ravtat tim, Devak bhettoil’lim ani aplea Dhoniak upegachim aidonam zatat ani Tachea koslea-i borea kamak tim aitim astat tim kherit baxechim aidonnam zaunk pavtelim.
2TI.2.22	Tornnê piraiecheô vaitt vondovnneo domaun dovor; sodam Devak manovlolo zaunk tujem dhean-mon lai; bhavartant thir rav; bhavam-bhoinnincho môg kôr ani soglleam kodde xantin jie. Somiachem Nanv xud’dh-nirmoll kallzan ghetat tanchê borabôr heam soglleam sugunnanchi zotnaien vatt dhôr. 
2TI.2.23	Ôrth-naslele ani xisti-bhaile vivad vattai; tankam lagun tonddak tondd zata mhonn tum zannoi. 
2TI.2.24	Somiacho chakôr zhogddekar zauncho nhoi, punn soglleam thãi thôndd, boreponnan ani sosnnikaien dusreank xikovnn dita toslo. 
2TI.2.25	Apli khuxi pallunk, soitanan dhorun dovorl’leank tachea fasantlim suttche khatir Dev ghoddie tanchem mon bodlun, sotachi ollok gheunk pavunk favo korit mhonn Devacho chakor apleam virôdheank sarkea margar haddta 
2TI.2.26	Tedna tim portun soirannar ietelim ani devcharachea fasantlim tim sutt’telim, kiteak mhon’llear devchar khorench apli khuxi tãnnim pallchi mhonn tankam dhorun asa.
2TI.3.1	Hem mat tuvem zanno zaunchem: nimanneam disamnim êk bhirankull kall ieuncho asa. 
2TI.3.2	Mon’xam zatelim aplem dhean-mon apnnancheruch dovortat toslim, girestkaiechê axechim, gorvi, mosti-modondh, galli marpi avoibapaichem aikonant toslim, onupkari, bhokti naslelim; 
2TI.3.3	tim moipas naslelim, darunn kallzachim, boglantti, kamchari, nixttur, sogllea boreponnacher virudh zatelim; 
2TI.3.4	tim ghatki, bezobabdar, boddaien fuglolim, Deva poros chodd kuddicheam sukhancho môg korpi zatelim. 
2TI.3.5	Tim devbhokticheam mon’xanchem sovong ghetelim, punn tanchea jivitant khore devbhoktichem boll dixtti poddchench na. Osleam mon’xam thaun pois rav.
2TI.3.6	Oslim kãi zannam kuttumbamnim rigun, apleam patkanchea bharan chèpleleam ani veg-veglleam vondov-nneamnim oddon veteleam holkott bailank bhuloun aplea zallant dhôrtat. 
2TI.3.7	Oslim kãi zannam aikun xikunk sôdtat, punn kednanch sot ollkhunk pavonant. 
2TI.3.8	Zoxem Jan’nes ani Jambres Moizesacher uprasle, toxench him mon’xam sotacher uprastat. Tanchim monam kusddim zaleant ani tancho bhavart khotto zala. 
2TI.3.9	Punn chôdd vêll tankam ies mellchona, kiteak zoxem team dogam zannanchi, toxench hanchi-i pisai soglleank ugddapi zatoli.
2TI.3.10	Punn tum, Timota, hanv kitem xikoitam tem tum boro zannoi. Toxench hanv koso choltam, mhojea jivitacho hetu konn, mhozo bhavart koslo, hem sogott tunvem dekhlãi; kitlê sosnnikaien hanvem tras ghetleat, kitlo hanv mhojeam bhavam-bhoinnincho môg kortam, ani kitlo thir hanv ravlam, hem-i tuka tthavem. 
2TI.3.11	Antiokient, Ikoniumant ani Listrent hanvem bhôgleat team koxtt-dumalleanchi khobor tuka asa. Kosle mhonn dhumalle hanvem bhôgleat! Tori team soglleantlo Somian mhaka nivarlo. 
2TI.3.12	Jezu Krista sovem khorea bhoktiponnan jieunk sôdtat tim sogllim dhumallo sõstelinch! 
2TI.3.13	Punn tim khottim ani bhulovnnar mon’xam, dusreank fosoun ani apunnuch fosovon, odik-odik paxtt zaun vetelim.
2TI.3.14	Tum zalear, jem tum xiklai ani jem tunvem mandun ghetlãi, tantum ghôtt rav. Tem konna koddsun tum xiklai tem monant dhôr. 
2TI.3.15	Bhurgeponnar-san tum xiklai tim Povitr Pustokam, Krista Jezucher asa tea bhavarta udexim, soddvonnek pavoum ietat. 
2TI.3.16	Sogllem Povitr Pustok Devachea preronnan boroilam; xikovnn diunk, chuki kaddun dakhounk, lokak nittaier haddunk, tankam Devak man’ta toslea jivitachê vatter fuddem vhorunk, tem upkarta. 
2TI.3.17	Taka lagun, Devachi seva korta to ut’tom zata ani koslea-i borea kamak purto zaunk pavta.
2TI.4.1	Deva mukhar ani jiveanchea ani mel’leanchea Nitidara, Jezu Krista mukhar, Tachem dobajik iennem ani Tachem Raj monant dhorun, hanv tuka ho kukum ghaltam 
2TI.4.2	Tacho sondex porgott kor; lokak to manom vo na manom tum to tanchea kanar ghalit rav; khotteam xikovnnancher vad korun sotacho uzvadd ghal; khoddi kaddun dakhoi; tanchea gineanak ulo mar, punn soglle sosnnikaien xikovnn diunchea monan toxem kor. 
2TI.4.3	Monxam rokh-bori xikovnn mandun gheunchi nant to kall ieuncho asa. Aple kan khorzon dovorto axen, apnnank man’tat tosle ekar-ek guru tim vinchun kaddtelim. 
2TI.4.4	Aple kan sotak bhere korun, gopam-talam aikunk tim bhonvtelim. 
2TI.4.5	Punn tum zalear zagrut rav, ietat title koxtt-dogd dhir gheun sons, bori khobor porgottunk bhar ghe, tuje seveche kaide zotnaien pall. 
2TI.4.6	Mhoje vatten, ek bolidan koxem mozo jiv zalach ani sonvsar soddun vecho mhozo vell pavla 
2TI.4.7	Xevott porian hanv borem zhuz zhuzlam, dhanvchi asli ti vatt hanvem dhanvun kaddlea, bhavartant hanv thir ravlam. 
2TI.4.8	Atam, tea disak mhaka ditolo to , ani fokot nhoich mhaka punn Tachea dobajik ienneak otrektat titleankui ditolo to, Apnnak manovto korta tea jivitachea zoitacho mokutt Devan mhaka dovol’lolo asa.
2TI.4.9+2TI.4.10	Hea sonvsarache axek lagun, Demas mhaka soddun Tesaloniek gelo; Kresens Galasiek ani Tit Dalmasiek gela dekhun, zata title vegim mhoje xim ie. 
