MAT.1.1	I oyo ay listahan ni kaapoapohan ni Hisu Kristo a ginumapo de Debid ta ginumapo eya de Abraham. 
JAS.1.25	Misan i agta a matiyage a getalinga de pesan a surut nun Makedepat, a an gepatalikngoy la a nalipatan ta getalinga pan ay piyon i kapuoyen na de pesan a pagyedi, a an di eya alepin.
JAS.1.26	Nano ay be te duman a agta a gesabi a eya kon ay geabut de Makedepat misan an na pan petimok i surut na a mammalotin ay an te kabuluhan i pag-abut na ta pedeya na la i sadile na. 
JAS.1.27	Ta magioyo a sasabi ko i matud a pag-abut de Makedepat a Ama. Magtabeng kamo de lubusin pati de mahunain a belo de kahedepan de. Pati umelag kamo de mammalotin dio de putok i.
JAS.2.1	Manga kabinsa ko a gepanulusun pa de Panginoon a Hisu Kristo a i Panginoon a te gepakaingap ay wet yu pepetaa i misan ino a agta dehil de ropa na. 
JAS.2.2	Ta halimbewa be ikamo ay gepolong ay dingan nesilong i isin a mayaman a te singsing ni ginto pati nappabedu ni masampat misan ay nesilong pala i isin a mahedep a binelow i bedu na 
JAS.2.3	ta dingan gegelang kamo la de te masampat a bedu a sasabi yu diya, “Ay lumipa kamo tebe dio de piglipaan a masampat,” misan sasabi yu pan de mahedep, “Ay umuddi kad la o lumipa kad la dio de salog i a alane ni lepan ko i,” 
JAS.2.4	ay talage a malot non. Ta pineta yu i agta a magi an kapadepade yu ide. Ta ikamo ay naghatol ni an matud. 
JAS.2.5	Manga kabinsa ko a pebuot, patalikngan yu ta pineta ni Makedepat i mahedepin ide dio de putok i tangani nappa ni mayamanin ide ni pagpanulusun de de Hisus, a gemana pala ide de kataanan ni Makedepat a pinangako na de belang gebuot diya. 
JAS.2.6	Misan ay ikamo pan ay ineyenan yu ni kabuluhan i mahedepin ta i pepodi yu la ay i mayamanin ide a gelolong pati gepabilanggo dikamo. 
JAS.2.7	Ta ide pala i gesurut ni malot de pegelang a ngalan ni Kristo a nginalan dikamo.
JAS.2.8	Piyon i pagyedi yu be getalinga kamo de pagdodul a binoy ni Panginoon a nassolat a, “Buotin mo i kapadepade mo a agta a magi pagbuot mo de sadile mo.” 
JAS.2.9	Misan be pepeta yu i misan ino a agta dehil de ropa na ay nagkasala kamo kanya hahatolan kamo dehil de pagdodul a inon a sinede yu. 
JAS.2.10	Ta be te duman a agta a getalinga de kamakmokan a pagdodul misan pan an eya getalinga de isin a pagdodul ay talage a eya ay magi agta a makikkakasalanan a an getalinga a unabis de pesan a pagdodul. 
JAS.2.11	Kanya i Makedepat i gesabi a, “Wet makialam kamo de bebi ni kakmukan,” pati eya pala i gesabi a, “Wet nomuno.” Misan be ang kamo makialam de bebi ni kakmukan ta namuno kamo pan ay makikkakasalanan kamo di a hinatolan a nagsede de pagdodul ide. 
JAS.2.12	Kanya mag-engat kamo de pagyedi pati de pagsurut yu ta hahatolan kamo a nappaayun de pagdodul a nagpalaya dikamo a magioyo, “Buotin mo i kapadepade mo a agta a magi pagbuot mo de sadile mo.” 
JAS.2.13	Ta de agta a an te kalbi ay hahatolan ni Makedepat a an te kalbi misan pan ay de agta a te kalbi ay gekaduman eya ni kasalegen a an hahatolan.
JAS.2.14	Manga kabinsa ko, ano i pakinabeng ni agta a gesabi a eya ay gepanulusun a am pan te kakoloy a pagyedi a piyon? Talage a an naligtas i agta de maginon a pagpanulusun. 
JAS.2.15	Ta halimbewa be te duman a kabinsa a lalaki o mahuna a an te bedu a sukul pati pápangan 
JAS.2.16	ay an te kabuluhan i pagkalbi tam dide be sasabi tam la a magioyo, “Nappa dikaw tebe i kabeetan a esip ni Makedepat ta magbedu ka a mamangan,” misan ay an tam pan peboy i kaelangen na a unabis. 
JAS.2.17	Kanya pan ay neeyenan ni kabuluhan i pagpanulusun a oyo dehil de lallan la a an te kakoloy a pagyedi a piyon.
JAS.2.18	Nano ay kati te duman a agta a gesabi de ayun na a, “Pesabi mo a te pagpanulusun ka la de Makedepat tangani nalligtas ka misan para deko ay geyedi ok ni piyon tangani nalligtas ok.” Be maginon ay totubeg ko de aduwa i matud, a an nappatud a pepakita tam i pagpanulusun tam a matud be an te kakoloy a piyon a pagyedi pati i piyon a pagyedi tam ay tande ni pagpanulusun tam a matud. 
JAS.2.19	Ay ikamo pan a gepanulusun a i Makedepat ay isin la ay piyon non misan ay am pa sukul i katinggesan yu ta katinggesan pala ni manga libong a i Makedepat ay isin la pati gekinkin ide ni takut de dehil de padusa a nádetong dide. 
JAS.2.20	Talage a kasta kamo ni am pa te katinggesan, mangayun, a neeyenan ni kabuluhan i pagpanulusun yu a an te kakoloy a piyon a pagyedi. 
JAS.2.21	Ta nun hinandug ni Abraham i anak na a Isak de pighandogen ay sinabi ni Makedepat a eya ay piyon de pekita na. 
JAS.2.22	Kanya katinggesan yu ngani a magkakoloy i pagyedi na pati pagpanulusun ta napa ni matud a masakut i pagpanulusun na dehil de te kakoloy a piyon a pagyedi. 
JAS.2.23	Ta minatud di i sinabi ni kasulatan a, “Nagpanulusun i Abraham de Makedepat kanya napa ni malenis eya a an te kasalanan de pekita na.” Ta nginalanan eya a ayun ni Makedepat. 
JAS.2.24	Kanya katinggesan yu ngani a nappa ni malenis a an te kasalanan i agta de pekita ni Makedepat dehil de pagyedi na a geapo de pagpanulusun na misan an dehil de pagpanulusun na la. 
JAS.2.25	Maginon pala a sinabi ni Makedepat a piyon de pekita na i Rehab a migpánlalaki, nun tinumalinga eya de Makedepat. Ta tinanggep na a piyon i magsosobuk ide a tage Israel ta pinasila na ide de kakmukan a bektas. 
JAS.2.26	Kanya ngani an te kabuluhan i pagpanulusun ni agta be an te kakoloy a piyon a pagyedi ta be i pagpanulusun na la ay magi lawes ni agta a an te edup.
JAS.3.1	Manga kabinsa ko, wet nappa ni magtutodu i makmuk dikamo ta katinggesan yu a ikitam a magtutodu ay hahatolan ni mahigpit pa de kakmukan. 
JAS.3.2	Ta ikitam a pesan ay nagkamali a ugnay kanya be te duman a agta a an nagkamali de surut na ay agta eya a an nappatud a pepintasan ta te kaya eya a gepatimok ni malot de pesan a edup na. 
JAS.3.3	Nano ay halimbewa be pepuoy tam i pampatanus de nguso ni kabeyo ide tangani ikitam ay ponulusonan ni kabeyo ay te kaya kitam a getodu de paagowen na. 
JAS.3.4	Maginon pala i hanga a bengka a te layag ta misan eya ay hanga ay pepalid eya ni palos a malagdu dingan te kapangyedihan i untik a timon a gekapagpaperis ni bengka misan deno buot a paagow ni magtitemon. 
JAS.3.5	Maginon pala i dila ay untik a panggemit ni lawes a gepakapagmayabeng ni hangain a bege. Ta i dila ni agta ay magi untik a apoy a gekapagsunug ni malawa a bukod. 
JAS.3.6	Talage i dila ay magi apoy a nansesede. Ay-o, i dila ay panggemit ni lawes tam a gesurut ni attanan a mammalotin, a gepadiplot de innawa tam pati esip. Ay kasta gegetong i dila ni malot hanggen needup kitam ta i dila ay pepadíig ni Satanas. 
JAS.3.7	Nano ay i agta ide ay nakadeog ni pesan a hayup a mailapin, gedeyag de putok, ikan de atab pati manok ide ta te kaya i agta ide a gedeog dide. 
JAS.3.8	Misan pan ay i dila ay an te misan ino a nakádeog diya ta i dila ay an getimok de pesan a mammalotin. Talage a pino ni lasun a gekalibun. 
JAS.3.9	Ta i dila pala i pampodi tam de Makedepat a Ama misan eya pala i pansurut tam ni malot de kapadepade tam a manga agta a yinadi ni Makedepat a tinolad de anino na. 
JAS.3.10	Kanya de isin la a nguso geapo i pagpasalamat pati pagsurut ni malot. Manga kabinsa ko, an yo depat a nangyeyedi dikitam. 
JAS.3.11	Halimbewa ay an te duman a bukal a petangaan ni orat a matab-ang pati maalat. 
JAS.3.12	Manga kabinsa ko, an nappatud a náanak i kew a igos ni anak ni olibo. An nappatud pala a náanak i lanut a obes ni anak ni igos pati an nappatud a náapo i matab-ang a orat de petangaan ni orat a maalat.
JAS.3.13	Nano be te duman dikamo i naketingges a magtutodu ay depat a pakitain na i tungkolin na de padean ni piyon a pagyedi na a te kakoloy a masidong a innawa pati katinggesan. 
JAS.3.14	Misan pan be i naddeinnawa yu ay pagkasinna pati kabuotan ni sadile yu la ay wet kamo magmayabeng a ikamo ay naketingges pati piyon ta kabutelan la. 
JAS.3.15	Ta an geapo de Makedepat i maginon a katinggesan ta geapo de ugeli a malot dio de putok i, de malot a buot ni lawes yu pati de libong ide. 
JAS.3.16	Talage a misan deno te duman a pagkasinna pati kabuotan ni sadili la ay te duman pala a kagulohan pati attanan a pagyedi a mammalotin. 
JAS.3.17	Misan i agta a te katinggesan a geapo de Makedepat ay te malenis a innawa, an gepakipagtalo, te makowe a pag-ewes, mandeli a getalinga de kamatoden, te kalbi, migyedi ni piyon pati am pan gebulubowon i esip na, a am pala migdeinnawa ni malot. 
JAS.3.18	Kanya nano ay dehil de agta a maginon a te kabeetan a esip, a geugeli ni piyon ay nappa de kakmukan pala i piyon a ugeli.
JAS.4.1	Talage a i pagepoan ni pagitinalo yu ay i belang buot a malot ni lawes yu a natulutinaloan de innawa yu kanya ang kamo te kasampatan a innawa. 
JAS.4.2	Ikamo ay te buot misan ay an yu náamit kanya nomuno kamo be nappatud. Pati ikamo ay nagkesinna de an dikamo misan an yu náamit kanya nekipagebuk kamo. Talage a ang kamo gekaduman ni buot yu dehil de ang kamo geaged de Makedepat. 
JAS.4.3	Misan pan be geaged kamo ay ang kamo pala getanggep dehil de malot a belak yu a gegemit yu la de sulusadile yu a kasayahan. 
JAS.4.4	Ang kamo naponulusonan. An yu man katinggesan a i pesan a te pagbuot de malot a ugeli dio de putok i ay i kapagebuk nun Makedepat? Kanya i misan ino a gepeta a te pagbuot de malot a ugeli dio de putok i ay napa ni kapagebuk ngani ni Makedepat. 
JAS.4.5	Talage a matud i sinabi ni kasulatan a magioyo a, “I pagkaagta a binoy dikitam ni Makedepat ay te buot a masakut de sadile na a kabuotan.” 
JAS.4.6	Misan pan namas pa i kosa a tabeng ni Makedepat dikitam kanya pesabi ni kasulatan a magioyo a, “Podusahan ni Makedepat i gemayabeng misan ay hanga i kosa a tabeng na de te masidong a innawa.” 
JAS.4.7	Kanya magpasákup kamo de Makedepat ta sablowin yu i Satanas tangani lumayu dikamo. 
JAS.4.8	Magpakikaisin kamo de Makedepat tangani gepakikaisin pala eya dikamo. Magipinagsosol, ikamo a makikkakasalanan, de malot a pagyedi yu. Ikamo a te aduwa a esip ay bukudin yu i sadile yu para de Makedepat. 
JAS.4.9	Mapa ni malungkut kamo a getangos a tuloy dehil de mammalotin yu. Wet kamo mag-ilok a magsaya ta tumangos kamo a nagkamamos. 
JAS.4.10	Magpakasidong kamo ni innawa yu de pekita ni Panginoon ta deditas na ikamo.
JAS.4.11	Nano, manga kabinsa, wet kamo mapulupintasan de belang isin dikamo ta i belang gehatol a gepintas de kabinsa na ay gehatol pati gepintas de pagdodul ni Panginoon. Kanya be gehatol kamo a gepintas de pagdodul ni Panginoon ay ang kamo pan getalinga de inon a pagdodul na, a nappa ni huwis pan. 
JAS.4.12	Ta i Makedepat la i nagkaddepat a gehatol de agta ide pati geboy ni pagdodul. Eya la i te kapangyedihan a nanleligtas pati nomuksa kanya malot i paghatol yu de kapadepade yu a agta.
JAS.4.13	Patalikngan yu yo a ikamo a gesabi a, “Nano o diyage ay nákang kami dena o de inon a benwaan a nátaan kami ni isin a taon ta gehanap kami ni keedup mi a gepahanga ni pakinabeng mi.” 
JAS.4.14	Misan ay an yu pan katinggesan ti ano i násapit de edup yu diyage. Ta talage a i edup yu ay magi asuk ni orat ta nano ay pekita, kulukanin ay kati an di. 
JAS.4.15	Kanya pan ay i pagsabi yu a depat ay magioyo a, “Be buot ni Panginoon ay yeyedi mi i magioyo o maginon be nàedup kami pa.” 
JAS.4.16	Misan nano ay gemayabeng kamo la pati gepodi de sadile yu. Talage a malot ngani i maginon a pagmayabeng. 
JAS.4.17	Kanya i naketingges ni piyon a depat a yeyedi na, a an na pan yinadi ay te kasalanan pa.
JAS.5.1	Nano ay ikamo a mayamanin ay patalikngan yu yo. Magtangos kamo a humagulhol ta te nádetong dikamo a padusa ni Makedepat. 
JAS.5.2	Ta an di te kabuluhan i yaman yu ta neeyen la, a nokotas pan ni hayup i bedu yu a masampatin. 
JAS.5.3	Aágiw la i ginto yu pati pelak. Ta i agiw ay gepamatud a ikamo ay geasa de yaman yu a an de Makedepat. Talage a gedugeng kamo pati yaman yu a paagow de impiyerno. Ta de nádetong a adow a paghatol ay petanggep yu i depat a bilos dikamo. 
JAS.5.4	Ta pagmasden yu ta an natatagu i panlolong yu de geguto yu ide ta an yu binoy i suwildu de. Kanya i pagsumbong de tungkul dikamo ay dinumatong di de Panginoon a Makapangyedihan de pesan. 
JAS.5.5	Ikamo a mayamanin ay piyon ngani i edup yu dio de putok i a te kasayahan misan ay ikamo ay magi hayup a nagpatabe a bobuno la de adow a pagpadusa ni Makedepat. 
JAS.5.6	Ta hinatolan yu a pinabuno i manga agta a an te kasalanan misan an ide linumaben dikamo.
JAS.5.7	Kanya ikamo a manga kabinsa, magtiyage kamo hanggen an nádetong i Panginoon. Ta pagelawagin yu a tumolad kamo de magpapasok a getiyage a geilat ni mahalage a anak ni pinasok na pati pagtapok a tagibu pati inapóan. 
JAS.5.8	Magtiyage kamo pala a patibongin i innawa yu ta mandeli di i pagdetong ni Panginoon. 
JAS.5.9	Manga kabinsa, wet kamo di matulutampoan de belang isin dikamo tangani ang kamo hahatolan ni Makedepat ta an di naaloy a nádetong di i Hisus a Huwis tam. 
JAS.5.10	Tumolad kamo tebe nunde magsasabi ide a den a nagbereta ni surut nun Makedepat, a nagtiyage de pesan a kahedepan. 
JAS.5.11	Talage ay pesabi tam a i matiyage a getiis ay piyon i kapuoyen na ta inikna yu pan di i tungkul de pagtiyage ni Hob, a binalak ni Panginoon a nappa de Hob i pagbuot pati kalbi na. 
JAS.5.12	Misan pan, manga kabinsa, namas de pesan ay be ikamo ay nangako ay wet yu yedia a gepamatud i langot pati putok pati misan ano. Ta be buot yu a sasabi a, “Oo,” ay “Oo,” dila. Ta be buot yu a sasabi a, “Eyen,” ay “Eyen,” dila tangani wet kamo hahatolan ni Makedepat.
JAS.5.13	Nano be te duman dikamo a te pagtiis ay depat a magpanalangin eya. Pati be te duman pan a nagkasalig ay depat a magkanta eya ni pagpodi de Makedepat. 
JAS.5.14	Be te duman pala dikamo i te orom ay depat a poolangan na i pinakamatande ide de kapolongan tangani panalangin de i te orom a punasan de ni langis de makapangyedihan a ngalan ni Panginoon. 
JAS.5.15	Ta i pagpanalangin a te pagpanulusun a matud ay gepapiyon ni te orom ta pepapiyon eya ni Panginoon pati pakeeyenan di eya ni mammalotin na be nagkasala eya. 
JAS.5.16	Kanya pan magipinagsosol kamo ni mammalotin yu de pasulusinagkaden yu a pesan pati magpanalanginan kamo tangani papiyonin kamo ni Makedepat. Talage a hanga i kapangyedihan ni pagpanalangin ni agta a te piyon a ugeli. 
JAS.5.17	Halimbewa i Elias ay agta pala a magi ikitam misan nun eya ay nagpanalangin a an te aduwa a esip tangani wet nátapok dingan an tinumapok ni tiluwon a taon pati kalahati. 
JAS.5.18	Ta pagkatapos ninon ay nagpanalangin eya a liwet a tumapok di ay dingan tinumapok di ni hanga ta i manga halaman ay inumanak di.
JAS.5.19	Nano manga kabinsa, be te duman dikamo a nagkalagelag de kamatoden ta dingan te duman pala i kabinsa a gepaampulang de nalagelag 
JAS.5.20	ay buot ko tebe a matinggesan ni kabinsa a gepaampulang, a eya ay nakapanleligtas ni nalagelag a makikkakasalanan de pagkalibun na pati dehil diya ay pakeeyenan di i nalagelag ni makmuk a mammalotin na.
1PE.1.1	I oyo a solat ay gepo de Pedro a mag-aatid ni Hisu Kristo a páadde de pineta ide ni Makedepat a nappakálat de manga sakup a Pontus, Galasia, Kapadosia, Asia pati de Bitania. 
1PE.1.2	Ta nun tagibu pa ay nappaayun di de kabuotan ni Makedepat a Ama, a ikamo ay petain na ta ikamo ay binukud ni Ispiritu para de Makedepat tangani nappa ni migtalinga kamo de Hisu Kristo dehil de kapangyedihan ni sagu na a pinanlenis dikamo. Kanya mapadikamo tebe a tuloy tuloy i kosa a tabeng pati kasampatan a innawa a geapo de Makedepat.
1PE.1.3	Nano ay magpodi kitam di de Makedepat a Ama ni Panginoon tam a Hisu Kristo ta dehil de hanga a pagkalbi na dikitam ay pinanganak kitam a bowon a nappaayun de pagkaedup a liwet ni Hisu Kristo ta i bowon a oyo a edup ay namoy dikitam ni pag-asa a matud. 
1PE.1.4	Ta ikitam ngani ay gemana ni an nagkesede, a an te malot pati an nagkapà ni den, ta i mana a oyo ay hinande para dikamo de langot. 
1PE.1.5	Ta gepo de an te kapadepade a kapangyedihan ni Makedepat ay pealagean na ikamo de padean ni pagpanulusun yu hanggen peilat yu i adow a sasalakat na ikamo de langot ta hinande na inon dikamo pagdetong ni kalog ni panahon.
1PE.1.6	Kanya masalig kamo pangani misan ikamo ay getiis ni attanan a pagsubuk ide a an la naaloy 
1PE.1.7	ta depat a subukan i pagpanulusun yu tangani matinggesan ti talage ngani a matud o eyen, ta i ginto pala a nagkeeyenan ni kabuluhan ay pesubukan de padean ni apoy tangani matinggesan ti talage a taal. Nano ay namas pa a te kabuluhan i pagpanulusun yu de Makedepat de ginto kanya depat a sosubukan na i pagpanulusun yu ta be matud ay pepodian kamo a pegelang pati te gepakaingap pala pagdetong ni Panginoon a Hisu Kristo. 
1PE.1.8	Ta misan an yu pa eya kinta ay pebuot yu di, ta misan an yu pangani pekita ay gepanulusun kamo diya kanya gekaduman kamo ni kasalegen a an te kapadepade ta i misan ino ay an te nakapesabi ninon a kasalegen na. 
1PE.1.9	Talage ay nagkasalig kamo ta nalligtas kamo dehil de pagpanulusun yu.
1PE.1.10	I oyo a kaligtasan a hinande dikamo ay inuluesip a masakut ni magsasabi ide a den nun Makedepat ta binuot de tebe a matinggesan ta naghola ide tungkul de kosa a tabeng na a nádetong dikamo. 
1PE.1.11	Nun nanon a panahon i Ispiritu ni Kristo ay nagpatingges dide a tungkul de kahedepan a tetiis ni Kristo de nano a panahon ta pagkatapos na a getiis ay nappa diya i gepakaingap de langot. Linawag ngani ni magsasabi ide a den ti kapide o ti papalano nangyeyedi inon de Kristo. 
1PE.1.12	Nun nanon pala ay pinatingges dide a i paghola de ay para dikamo de nano a panahon ta an para dide ta misan i manga anghel pala ide ay binuot de tebe a matinggesan i oyo a kamatoden. Nano ay i kamatoden a hinola de ay inikna yu nano de pagsabi ni mag-aatid ide ni piyon a bereta ta i Ispiritu a dinodul ni Makedepat gepo de langot ay nagsabi dikamo ni kamatoden de padean ni mag-aatid ide.
1PE.1.13	Kanya nano ay handein yu i esip yu a geyedi ni piyon a ang kamo gepadeog de sadile yu a buot pati umasa kamo a matud de kapiyonan a boboy dikamo pagdetong ni Hisu Kristo. 
1PE.1.14	Ta dehil de ikamo ay mangának di ni Makedepat ay talingaan yu i kabuotan na a wet i malot a buot ni lawes yu a magi yinadi yu nun ang kamo pa te katinggesan a tungkul de kamatoden. 
1PE.1.15	Ta i Makedepat a nameta dikamo ay an te mammalotin kanya depat a ikamo pala ay an geyedi ni mammalotin, ano man i peyedi yu dio. 
1PE.1.16	Te duman de kasulatan a,
1PE.1.16	“I misan ino a gepanulusun deko ay wet di magyedi ni mammalotin ta ako a Makedepat ay an te mammalotin.”
1PE.1.17	I Makedepat ay peolangan yu a, “Ama” de pagpanalangin yu kanya depat pala a magtalinga kamo a masakut diya hanggen ikamo ay gepakitaan la dio de putok i ta an eya te pepeta ta i misan ino a agta ay hahatolan na a nappaayun de pagyedi na. 
