MAT.1.1	Ŋuur-aŋ siŋ ku tamba ta Iisa Masi, roŋ ka Dawuud kaak roŋ ka Ibraayim. 
EPH.3.18	Ansii ko, iŋ gee ku Buŋdi okin̰co, kuu gedire ibinin̰ ele ka Iisa. Ka seener, ŋa elgiite dakina. Ya ku coona kuwa, wal ku ona baata, wal ku ɓaa momo sa, elin̰ji, ŋaar dakin paka. 
EPH.3.19	Ka seener gay, gem gediraaɗo ibinin̰ ele ka Iisa Masi, asaan ŋa pakgig gamin okin̰co kuuk gi ibingiyo. Iŋ taar-an oki, nu indaag Buŋ a ŋaa miinin̰ gelbinko iŋ barkiney taat dakin aale.
EPH.3.20	Gudurre ta Buŋdi nec gine gamin kuuk pak ay maan kaak gi indiyo ho gi pakiriy oki. Gudurre-at gina riy ɗo ɗatikte. 
EPH.3.21	Gee ku *Eglizdi, beroŋ darjin ɗo Buŋdi. Iŋ siŋ ku Iisa Masi, ozilinteŋ siŋji ay wiktine, elgin iŋ elgina. *Aamin !
EPH.4.1	Nun kaak goy ɗo daŋaayner ɗo bi ka riy taat *Rabbin beriidu, nu kaawaako a zeeɗoŋ kuu goye goye kaak kuuniy iŋ kole kaak Buŋ koliŋko. 
EPH.4.2	Ɗo ay maanna, kuuniyoŋ dalullay, icoŋ subirraw ho sosoŋ benanniko iŋ ele. 
EPH.4.3	Ruwwin ta Buŋdi gaayaate, gi goyiy ar zi ka gem rakki iŋ botol ta aapiyer. Ampa-ak, zeeɗoŋ kuu goye iŋ aapiye ar gee kuuk zico rakki ɗo uŋji ka Buŋdi. 
EPH.4.4	Ka seener, zi ka Iisa Masi, ŋaar rakki di, ho Ruwwin ta Buŋdi oki, taar rakki di. Maan kaak Buŋ kolinte a gii ere iŋ imaante oki, ŋaar rakki di. 
EPH.4.5	Rabbinte sa, ŋaar rakki di. Imaante, taar rakki di. *Batemte, ŋaar rakki di. 
EPH.4.6	Buŋ sa, ŋaar rakki di. Ŋa Tacco ka gamin okin̰co, ŋa gina riy iŋ gamin okin̰co ho ŋa goy ɗo ɗatik ta gamin okin̰co. 
EPH.4.7	Kar gay, ay gem di, Buŋ berji bere kaak kuuniy iŋ riy taat Iisa Masi beriiji. 
EPH.4.8	Ampaa ko, ŋu siirtu ɗo Kitamner aman :
EPH.4.8	« Wiktin taat ŋa coontu kuwa,
EPH.4.8	ŋa begiriico ɗo adiney,
EPH.4.8	ho ŋa bertu bere ɗo geemir. »
EPH.4.9	Kaaw taat ŋu siirtu a « ŋa coon kuwa-ak », baati maa ? Ta raka kaawe a ŋa paay ja ko awalle baata min kiɗa. 
EPH.4.10	Gem kaak paay-ak, ŋaar di kaak coon ka Buŋdi a ŋaa miinin̰ werin okin̰co. 
EPH.4.11	Ŋaar di oki kaak ɗeeɗa bere ɗo geemir. Gee daarin̰, ŋa berco bere ka paliinnar, daarin̰, ŋa berco bere ka nabiinnar, daarin̰, ŋa berco bere ka gaare ka Kabarre ta Gala, pey daarin̰, ŋa berco bere ka agindaw ku *Eglizdi, ho daarin̰ gay, ŋa berco bere a ŋuu ɓilde gee iŋ kaaw ta Buŋdi. 
EPH.4.12	Ŋa gintu pa-ak a ŋaa gaayin̰ gee ku Buŋdi ŋuu gine riyoy. Iŋ taar-at kat, gee ku Buŋdi yaa gine dakina. 
EPH.4.13	Ansii di, ɗo bi ka imaante, ginte okinte yaa n̰ume ar zi ka gem rakki di iŋ ibine kaak gi ibinin̰ Roŋ ka Buŋdi. Ya gi gina ampa-ak, gii darse nam gii nece tak iŋ Iisa Masi ar taat Buŋ rakiyo. 
EPH.4.14	Iŋ taar-at kat, gi goyiyɗo pey ar koogina. Paa kat, gee kuuk bariya botol taat ŋuu jagin̰ een̰co iŋ raadin-ak, ŋu gediriyɗo ŋuute rawtinte min botol ta taɓ. Kar ɗo wiktin taar-at, gi kuuniyaaɗo pey ar maan kaak us yaŋgaag anne-anne ɗo amiydi. 
EPH.4.15	Kar gay, wiktin taat gi gaara seen ta Buŋdi iŋ ele, gi maaɗa iŋ ay maanna ɗo Iisa Masi, ŋaar ko kaay ka Eglizdi. 
EPH.4.16	Iŋ Iisa Masi di, zi okin̰ji yaa gine rakki ho kaas okin̰co sa yaa n̰ume ho ŋuu goye bombo. Kar wiktin taat ay maanna gin ko riy taat samaane, zi okin̰ji yaa maaɗe ho ŋaa gase gudurre iŋ ele ka ziŋkar.
EPH.4.17	Yaman cokiyon kaaw taat nu kaawiiko-anta ! Iŋ siŋ ku Buŋdi, nu taaƴaako aman : dakoŋ goyenno pey ar gee kuuk ibanno Buŋ. Gee-ak, ŋuur aaɗaat pikirrico taat ginno baati. 
EPH.4.18	Ŋu pooc ibine taat samaane. Goye kaak Buŋ beriite-ak, ŋuur attanno, asaan ŋu ibanno bat botol ta seener ho kaƴco bombo. 
EPH.4.19	Iŋ gamin kuuk *cawarro kuuk ŋu giniyo, sokan̰ sa daggigɗo. Ŋu gina gamin kuuk jookumo, ho gamin-ak, ŋu ginaag kon di, ŋu rasgigɗo. 
EPH.4.20	Kar kuŋ gay, ŋu balko ɓildiŋko pa ɗo bi ka Iisa Masi. 
EPH.4.21	Nu iban kadar ku dor ko ŋu kaaw biy. Ŋu ɓildiŋko, kuŋ gee ku Buŋdi, maman kuu jaawe iŋ botol ta seen ta Iisa Masi. 
EPH.4.22	Pa-ak gay, illa kuu rasin̰ goyiŋko kaak awalle. Gamin kuuk jookumo kuuk awalle ku gingiy-ak, ŋuur rawtaako. Gamin-ak caaciyaako nam ku idiy ziŋkiko. 
EPH.4.23	Diŋ gay, illa kuu rasin̰ Buŋ kat yaa newsin̰ gelbinko iŋ pikirriko. 
EPH.4.24	Ho ar kaak gem isiy batik taat marbinto, kuŋko oki, kuuniyoŋ gee kuuk marbinto. Icoŋ goye kaak marbinto kaak Buŋ rakiy a kuu goye iŋ botol ho *cawar ɗo uŋji. Goye ŋaar-ak ko iya seen ta Buŋdi.
EPH.4.25	Ampa-ak, rasoŋ raade. Ay gem di yaa kaawe seene ɗo een̰ji, asaan ginte okinte n̰um ar zi ka gem rakki. 
EPH.4.26	Ya kuŋ kat dapin̰e, dakoŋ ginenno zunuubinna. Dakoŋ goyenno iŋ dapin̰kiko nam pat yaa gale. 
EPH.4.27	Dakoŋ rasenno botol ɗo *Seetanne ŋaa goye kaako. 
EPH.4.28	Gem kaak kokan, illa ŋaa rasin kokinuwiy a ŋaa gine riy iŋ soriy ta meen̰ji. Ampaa ko, ŋaa gase maan ka teendi ho ŋaa gine pey maan ŋaa bere ɗo gee kuuk bal gine. 
EPH.4.29	Dakoŋ kaawenno kaawin kuuk ƴuutu. Kar gay, kaawoŋ kaawin kuuk gala, kuuk gaaya gee ho kuuk yaa ɗeŋrin̰ ɗo imaanco. Kaawin-ak yaa gine gala ɗo ŋuur kuuk cokiyaagu. 
EPH.4.30	Dakoŋ kaawenno kaawin kuuk samaanno, asaan kaawin-ak yaa dapin̰in Ruwwin ta Buŋdi. Ruwwin-at, taar maan kaak gaara kadar ku gee ku Buŋdi nam ƴiriy taat Buŋ yaako jiliŋko tak-tak. 
EPH.4.31	Rasoŋ ad ka ƴuutiŋkaw, dapin̰ko, giɗaw, iŋ nige ka biŋkar. Motol-an, rason tak-tak. 
EPH.4.32	Kar gay, kuuniyoŋ sellen̰ ho dalullay ɗo eeŋko. Saamiyoŋ benanniko ar kaak Buŋ saamiyiko iŋ Iisa Masi.
EPH.5.1	Kuŋ koogin ku Buŋdi. Ŋa elgiiko dakina. Ampa-ak, ginoŋ ar taat takko Buŋ giniyo.
EPH.5.2	Ɗo goyiŋko kun kawta, elguwoŋ ziŋkiko. Pakiroŋ maman Iisa Masi elinte ho ginoŋ ar ŋaara. Ŋaar elinte nam ŋa bertu ziy *satkine ɗo Buŋdi ɗo bi kante. Satkin-at aawaaji gala ɗo Buŋdi. 
EPH.5.3	Kuŋ gee ku Buŋdi. Ampa-ak, dakoŋ kaawguwenno bat ɗo bi ka ɓaaƴindi, ɗo bi ka gamin kuuk *cawarro ho ɗo bi ka hasuudinaw. 
EPH.5.4	Dakoŋ kaawguwenno kaawin mun̰jam, kuuk ginno baaco ho kuuk arro. Kar gay, delguwoŋ barkin ɗo Buŋdi. 
EPH.5.5	Ibinoŋ samaane kadar min gee kuuk ɓaaƴa mun̰jam, kuuk *cawarro ho kuuk gaama gamin ku geemir, ginno waan kaak yaa gase haginey ɗo *Meennaw ta Buŋdi iŋ ta Iisa Masi. (Ka seener, gem kaak gaama gamin ku geemir-ak gay, ŋaar ar gem kaak abdiya margina, asaan ŋa elgig gamin ku duniiner pak Buŋ.)
EPH.5.6	Dakoŋ rasenno ziŋkiko a gee yaako ajimiŋko iŋ kaawin kuuk maala. Asaan gamin kuuk jookum-aŋ ko nigaag adiy ka Buŋdi. Ansii ko, Buŋ dapin̰iy iŋ ŋuur kuuk karmiygitɗo kaawoy. 
EPH.5.7	Ŋaar-ak, dakoŋ ginenno ar gee ŋuur-aku. 
EPH.5.8	Asaan awalle, kuŋ goy ɗo gondikor, ho diŋ gay, min ku n̰umtu iŋ *Rabbine, ku goy ɗo portikaw ta Buŋdi. Ampa-ak, jaawguwoŋ ar gee kuuk goy ɗo portikaw-ata. 
EPH.5.9	Gee kuuk jaawa ɗo portikaw-at, ŋuu iye ay maan kaak sellen̰, kaak ɓaa iŋ botol ho kaak iya seene. 
EPH.5.10	Zeeɗoŋ a kuu ibinin̰ maan kaak aawaaji gala ɗo Rabbinte. 
EPH.5.11	Dakoŋ un̰jiguwenno kaƴko iŋ gee kuuk gina gamin ɗo gondikor. Kar gay, imiloŋ kara gamin kuuk jookumo ŋu giniy-aku. 
EPH.5.12	Gamin kuuk ŋu giniy iŋ cigile-ak, gee gina sokan̰ taat ŋuu kaawe bico oki. 
EPH.5.13+EPH.5.14	Ya baaco amile, gee yaa ibinin̰ gamin kuuk ŋu giniy-aku, asaan maan kaak goy ɗo portikaw-ak, ŋaar goy waraŋ. Ɗo bi ŋaar-ak ko, ŋu ɗiytu aman :
EPH.5.13+EPH.5.14	« Kiŋ kaak weƴaw-aŋ, niin kate !
EPH.5.13+EPH.5.14	Niin min ɗatik ta gee ku mat-aŋku
EPH.5.13+EPH.5.14	a Iisa Masi yaa beeŋin portikuwiy kaaci. »
EPH.5.15	Ŋaar-ak, pakiroŋ ɗo goyiŋko. Dakoŋ jaawguwenno ar gee kuuk oliyay, kar gay, jaawoŋ ar gee kuuk gin ilim. 
EPH.5.16	Ɗo wiktin ta diŋka-an, gee gina gamin dakina kuuk jookumo. Ŋaar-ak, ginguwoŋ riy taat samaane. Dakoŋ peyenno. 
EPH.5.17	Ɗo bi ŋaar-ak ko, dakoŋ kuuniyenno ar gee kuuk oliyay. Kar gay, zeeɗoŋ kuu ibinin̰ maan kaak Rabbinte eriy minninko. 
EPH.5.18	Dakoŋ sakriyenno, asaan see kaak aale-ak niga gemo. Kar gay, rasoŋ gelbinko yaa miine iŋ Ruwwin ta Buŋdi. 
EPH.5.19	Ɗeŋroŋ ziŋkiko iŋ riyin ku Buŋdi, riyin kuuk ozila Buŋ iŋ kuuk gaayaako ɗo imaanko. Riyguwoŋ riyin ɗo Rabbinte ho ozilguwoŋ siŋji. Ginguwoŋ iŋ gelbinko okin̰ji. 
EPH.5.20	Ɗo ay wiktine, oziloŋ Tatte Buŋ iŋ siŋ ku Rabbin Iisa Masi ɗo gamin okin̰co.
EPH.5.21	Kuŋ kuuk karmiyaag Iisa Masi, karmiyguwoŋ benanniko oki. 
EPH.5.22	Kuŋ daaɗ, ay geem di yaa karmiyguwe mitti ar taat Rabbin Iisa Masi rakiyo. 
EPH.5.23	Asaan ay mitko, ŋaar tatkaw ka daaciy, ar Iisa Masi tatkaw ka *Eglizdi. Ka seener, Iisa Masi, ŋa Gay Jilindi ka gee ku Eglizdi kuuk ar ziy. 
EPH.5.24	Ampaa ko, ar gee ku Eglizdi karmiyiig Iisa Masi, daaɗ oki yaa karmiye midiyco.
EPH.5.25	Kuŋ miday oki, elguwoŋ daɗitko ar taat Iisa Masi elgig Eglizji. Ŋa elig nam ŋa bertu ziy bi kan̰ji. 
EPH.5.26	Ŋa bertu ziy ɗo Eglizdi a Egliz-ak yaa kuuniye *cawar iŋ amay ho iŋ kaawoy. Ŋa gintu pa-ak a Egliz-ak yaa necin̰ tak maan kaak Buŋ rakiyo. 
EPH.5.27	Ŋa raka a Egliz yaa kuuniye ɗo uŋji ar gemso taat siy ziti ya ta ɓaa ɗo wer ka ɗubilti. Ŋa raka a taa ase iŋ samaanuwti, cawirkuwti ho bal oorne. Taa ase pey ziti salan̰-salan̰, bal dele ho bal maan kaak samaanno ka pey. 
EPH.5.28	Ŋaar-ak, miday oki, illa ŋu elguwin̰ daɗitco ar kaak ŋu elgig ziŋkico ku maaniico. Gem kaak el daaciy-ak ar ŋa el ziy ka meen̰ji. 
EPH.5.29	Ginno gem kaak ello ziy. Kar gay, ŋa beraaji tee ho ŋa tala kaaci, ar taat Iisa Masi giniy ɗo Eglizji. 
EPH.5.30	Asaan Egliz-ak, ŋaar ko zi ka Iisa ho ginte okinte min ɗo zi-aka. 
EPH.5.31	Ar taat ŋu siirtu ɗo Kitamner aman : « Ɗo bi ŋaar-ak ko, gem yaa rasin̰ ger ka tacco iŋ yaaco, ŋa ɓaayiy goye iŋ daaciy ho ŋuu gine ar zi ka gem rakki di. »
EPH.5.32	Kaaw-an gin seen taat cigil atta. Diŋ, nu kaawa ɗo bi ka maan kaak awalle nu kaawiiko ɗo bi ka Iisa Masi iŋ Eglizji. 
EPH.5.33	Kaaw-an kaawa loko oki, illa ay mitko yaa ele daaciy ho ay daatko yaa karmiyin̰ mitti.
EPH.6.1	Ɗo kuŋ koogina, karmiyoŋ aginiyko. *Rabbin raka a kuu gine pa, asaan taar-an ɗo botilti. 
EPH.6.2+EPH.6.3	Ku iban kadar *gaanuun ka Muusa kaawa aman : « Ber horoomin ɗo takko iŋ yaako. » Ho ɗo ŋaar kaak karmiyig gaanuun-ak, ŋu siir ɗo Kitamner aman : « Kii gase goye ka gala ho menuwin̰ kuuk ɗo duniiner sa yaa gine dakina. »
EPH.6.4	Ɗo kuŋ aginay, dakoŋ dapin̰guwin̰coɗo kooginko maala. Kar gay, taaƴguwoŋgu ho ɓildiguwoŋ ɗo botol ta Rabbin Buŋ.
EPH.6.5	Ɗo kuŋ ɓerrina, karmiyoŋ geeŋko kuuk obiŋko. Karmiyoŋgu ho ginin̰co kolaw. Ginin̰co riy iŋ gelbin rakki ar taat ku giniy ɗo Iisa Masi. 
EPH.6.6	Dakoŋ ginenno riy samaane uŋco ar ku raka ŋuuko oziliŋkon di. Kar gay, ar gay riyor ku Iisa Masi, ginguwoŋ riy taat Buŋ rakiy iŋ gelbin rakki. 
EPH.6.7	Ginoŋ riy iŋ gelbin ka portiko ar ku ginaat riy-at ɗo Buŋdi, yampa ɗo geemirro. 
EPH.6.8	Ibinoŋ kadar riy taat samaane ku giniy-at, ya ku ɓerrina wala ku horrina oki, Buŋ meen̰ji yaako kappiye.
EPH.6.9	Ɗo kuŋ geen̰co ku ɓerrinar, ginoŋ paa ɗo ɓerrinko oki. Dakoŋ ginguwin̰coɗo raɗa. Ibinoŋ kadar iŋ ɓerrinko, ku gin tatkaw rakki kaak goy ka samaaner ho tatkaw-ak, ŋaar eerro gee.
EPH.6.10	Cokiyon gaasuw ta kaawor. Zeeɗoŋ a kuu gase gudurre iŋ n̰ume kaak ku n̰umtu iŋ Rabbine ho iŋ gudurrey taat dakin-ata. 
EPH.6.11	Sokoŋ gamin ku taasin̰kar okin̰co kuuk Buŋ beriy ɗo geemir. Ampaa ko, kuu peye bombo ya *Seetanne as a ŋaako geciŋko iŋ neenduwiy. 
EPH.6.12	Asaan taasin̰kite, taar iŋ geenno. Kar gay, taar iŋ gamin kuuk goy kuwa ka samaaner ho kuuk gin gudurre. Gii taasin̰e iŋ kuuk hokumiya kuwa, iŋ kuuk gin gudurre ɗo gondikor ho iŋ agindaw kuuk goy kuwa ka samaaner-aku. 
EPH.6.13	Ɗo bi ŋaar-aŋ, sokoŋ gamin kuuk Buŋ beriy ku taasin̰kar-aku. Paa ko, ya ƴiriy ta jookumo asaako oki, kuu peye bombo kuu taasin̰e iŋ adine. 
EPH.6.14	Ansi-ak, siyoŋ ziŋkiko. Ar kaak gee ɗuuniy karrabin̰ce, ɗuunguwon seen ta Buŋdi bombo ɗo ziŋkiko. Ho ar kaak gee isgiy saapine, isguwon seriin taat iŋ botilti. 
EPH.6.15	Ar kaak gee isgiy n̰ugira, isguwoŋ obe ka tirit ɗo gaare ka Kabarre ta Gala ta aapiyer. 
EPH.6.16	Ar kaak gee sokgiy dargingan, icguwon imaan ɗo ay wiktine, asaan imaan-at nec yaako gooƴiŋko min ɗo garti ku adiner. 
EPH.6.17	Ooyoŋ pey jile ar kaak gee isgiy jakumne ta taasin̰kar ho icoŋ pey *seepin kaak Ruwwin ta Buŋdi beriiko. Seepin-ak, taar ko Kaaw ta Buŋdi. 
EPH.6.18	Ɗo ay maanna, indiguwoŋ Buŋ. Indiguwoŋ ɗo ay wiktine ar taat Ruwwin ta Buŋdi gaariiko ho dakoŋ peyenno. Goyoŋ mento. Indiguwoŋ Buŋ ɗo bi ka geen̰ji okin̰co. 
EPH.6.19	Indiguwoŋ oki ɗo bi kanto a Buŋ yaadu bere kaawin kuuk iŋ botilco ho naa gedire gaarin̰ bal kolaw maan kaak cigile ka Kabarre ta Gala. 
EPH.6.20	Ɗo saan ta Kabarre ta Gala-at ko, Buŋ tabirintu. Ka seener, nun gay tabiriikar ka Buŋdi kaak ŋu ɗooɗig iŋ jinzirre. Ansi-ak, indiguwoŋ Buŋ a naa gaarin Kabarre-at bal kolaw ar taat kuuniy naa kaawe.
EPH.6.21	Nu raka kuu ibine maman nu goyiyo ho riy taat nu giniyo. Ampaa ko, siŋte Tisik kaak gi elgiyo ho gina riy iŋ ginte ɗo *Rabbin Iisa yaako iyin kabarrer okintiti. 
EPH.6.22	Nu n̰aamaaga a ŋaako iyin kabarrini ho ŋaako ɗeŋriŋko. 
EPH.6.23	Tatte Buŋ ho Rabbin Iisa Masi yaako iye aapiye ho yaako bere ele iŋ imaan. 
EPH.6.24	Buŋ yaa barkiyin̰ okin̰co kuuk elgig Rabbinte Iisa Masi iŋ ele ka gaasɗo tak-tak. Nu ooyko dakina.
PHP.1.1	Nun Pool kat siiraakon maktumne-anta iŋ gidu Timote. Nin kuuk gay riyor ku Iisa Masi, ni siiraat loko, kuŋ gee ku Buŋdi kuuk goy ɗo geeger ka Pilip ɗo bi ka Iisa Masi. Nu siiraat ja ɗo aginduwko iŋ ŋuur kuuk gaayaagu, ho ba aar, loko okiŋko. 
PHP.1.2	Tatte Buŋ iŋ *Rabbinte Iisa Masi yaako barkiyiŋko ho yaako iye aapiye.
PHP.1.3	Kun kawta, ya nu pakira loko, nu ozilaag Buŋ ɗo bi kaŋko, 
PHP.1.4	ho ya nu inda Buŋ ɗo bi kaŋko-ak, nu indaag iŋ galal. 
PHP.1.5	Nu indiy pa-ak, asaan ku gaayintu ɗo totire ka Kabarre ta Gala min ku aamintu ɗo Iisa Masi yoo diŋka. 
PHP.1.6	Nu iban tak kadar Buŋ kaak tees gine riy ɗo gelbinko yaa gaasinti oki. Riy-at yaa ɓaa iŋ uŋti di kee nam ƴiriy taat Iisa Masi yaa yeepe ɗo duniiner.
PHP.1.7	Ya nu pakira loko ampa-ak, ta uudinti di, asaan kelmol goy iŋ kuŋ okiŋko. Nu kaawiy pa-ak, asaan ya nu gaara Kabarre ta Gala, wal nu kaawaaco kadar taar di taat ka seener, wala diŋka ya nu goy ɗo daŋaayner sa, Buŋ n̰uminte sawa, kuun gaayindu ɗo riy taat Buŋ beriidu iŋ barkiney. 
PHP.1.8	Buŋ iban kadar nu elgiiko okiŋko iŋ gelbin rakki ar kaak Iisa Masi elgiiko.
PHP.1.9	Aŋ ko maan kaak naa indiguwe Buŋ ɗo bi kaŋko, nu indig a kuu elguwe ziŋkiko gaay iŋ gaayo, paa kat, kuu ibinin̰ pey Buŋ paka ho kuu gedire kuuco girse ɗo gamin kuuk samaane iŋ kuuk samaanno. 
PHP.1.10	Paa kat, kuu ibine maan kaak samaane kuu gine, ho ƴiriy taat Iisa Masi yaa ase, gelbinko yaa gine portik kar, ho waan sa gediraaɗo yaako karmiŋko. 
PHP.1.11	Nu inda pey Buŋ a iŋ barkin ta Iisa Masi, kuu gine riy dakina taat iŋ botilti. Nu indiig pa-ak, asaan ya goy gee ku talaat riyko, ŋuu jaalin̰ siŋ ku Buŋdi kuwa ho ŋuu ozilin̰ji.
PHP.1.12	Gem kol siŋtay, nu raka kuu ibine kadar taaɓin taat nu gastu-an, ber botol ta sin̰je Kabarre ta Gala. 
PHP.1.13	Ampaa kat, askirin okin̰co ku sultan ho iŋ gee okin̰co kuuk goy eɗe-ak ibintu kadar nu goy daŋaayne ɗo bi ka Iisa Masi. 
PHP.1.14	Min siŋta kuuk aamin iŋ Iisa Masi talintu kadar nu goy ɗo daŋaayner-ak, dakina, imaanco taat ɗo Rabbinte Iisa yaa gaaye pak ta awalle. Ansii kat, ŋuu gaare Kabarre ta Gala bal kolaw.
PHP.1.15	Ka seener gay, min gee kuuk gaara kaaw ta Iisa Masi, daarin̰ giniy hasuudinaw, ŋu bariya meel di. Kar daarin̰ gay gaarig Iisa Masi iŋ gelbin rakki. Ɗo tan̰co-at, ŋu raka a kaaw ta Buŋdi yaa totire. 
PHP.1.16	Gee ŋuur-ak gay gaara kaaw ta Buŋdi iŋ ele, asaan ŋu iban kadar ya nu goy ɗo daŋaayner sa, nu gaara ɗo geemir a Kabarre ta Gala taar seene. 
PHP.1.17	Kar ŋuur kuuk gelbin̰co pondik-ak gay, ŋuur gaaraat Kabarre ta Gala ta Iisa Masi iŋ hasuudinaw, asaan ŋu raka a ŋuun pakindu di. Ya ɗo pikirrico-at, ŋu raka pey gaayin taaɓiner taat ɗo daŋaayner-anta.
PHP.1.18	Kar gay, okintit-an ginaaɗo maanna ! Ya ŋu gaara Kabarre ta Gala Iisa Masi iŋ pikirrico taat samaane wal samaanno, Kabarre-at yaa totiren di ho adir yaa gine portiko. Adir yaa gine pey portik-ak, 
PHP.1.19	asaan nu iban kadar ku inda Buŋ ɗo bi kanto ho Ruwwin ta Iisa Masi gaayiinu. Ampaa kat, taaɓiner-an uciyɗo maala ɗo uŋji ka Buŋdi ho ŋaan jilindu. 
PHP.1.20	Gin maan rakki kaak nu rakiyo ho nu ƴokiy iŋ gelbin rakki. Maanna-ak a sokan̰ diyaanno tak-tak. Kar gay, min diŋka ɓaay iŋ uŋti, kin asaadu muutu wala asaaduɗo, nu raka a gelbiner yaa goye bombo. Paa kat, gee yaa ozilin̰ Iisa Masi ɗo bi kanto.
PHP.1.21	Ka seener, ya lotu-ak, ya muut balin icindu sa, naa gine riy ɗo Iisa Masi di. Kar ya nu mat oki, guna ! 
PHP.1.22	Kar gay, ɗo goyindu, ya naa gedire gine riy taat samaane ɗo Iisa Masi, nu ibanno maan kaak naa ice : kin muutu wala pakiya ! 
PHP.1.23	Min gamin kuuk seer-aŋ, doɓin̰co yaadu gine raɗa. Ya lotu-ak, nu raka muutu guna, nu ɓaay gasin̰ Iisa Masi kuwa ka samaaner, naa goye iŋ ŋaara. 
PHP.1.24	Kar gay guna, naa goye anne iŋ kuŋko, naako gaayiŋko. 
PHP.1.25	Asaan nu iban tak kadar taa kuuniye ansi, naa goye iŋ kuŋko, naako gaayiŋko, kuu sin̰je iŋ uŋko, ho kuu gase galal ta pey ɗo bi ka imaanko. 
PHP.1.26	Kar ya nu yeep ko iŋ kuŋkoŋ gay, kuu ozilin̰ Iisa Masi dakina ɗo bi kanto.
PHP.1.27	Ya ar maa oki, goyguwoŋ ar gee kuuk aamin iŋ Kabarre ta Gala ɗo bi ka Iisa Masi. Ya nu yeepe wal ya nu bal yeepe oki, goyguwoŋ pa naa doren di gee yaa kaawe biko kadar ku goy bombo, ku eerro ziŋkiko ho ku gina riy taat raɗa sawa iŋ gelbin rakki. Paa kat, Kabarre-at yaa sin̰je iŋ uŋti. 
PHP.1.28	Dakoŋ ginenno kolaw bat ɗo gee kuuk taaɓiyaako. Kar ya ku gingicoɗo kolaw, ŋaar-ak gaara kadar Buŋ yaako jiliŋko, kuŋko ho ŋuur gay, ŋa asa idin̰co. Okintit-an asa min ɗo Buŋdi. 
PHP.1.29	Nu kaawiy pa-ak, asaan Buŋ berko botol kuu aamine iŋ Iisa Masi ho kuu taaɓiye oki ɗo bi kan̰ji. 
PHP.1.30	Diŋ, ku gina kaawin iŋ gee kuuk poocit Kabarre ta Gala sawa-sawa ar kaawin kuuk nu gintu wiktin taat nu goyiy iŋ kuŋko. Ho ar taat ku ibingiy-at, diŋ oki, ɗo daŋaayner anne, kaawin ŋuur goy di.
PHP.2.1	Ku n̰um ko iŋ Iisa Masi, ansi-ak, gelbinko yaa goye bombo. Ku iban kadar ŋa elgiiko, ansi-ak, gelbinko yaa weƴe. Ku n̰um ko iŋ Ruwwin ta Buŋdi, ku el ziŋkiko ho ku tala amindaw ta benanniko. 
PHP.2.2	Ampa-ak, adir yaa gine portik aale. Ya pikirriko kat gin rakki, kuu elguwe ziŋkiko ho ruwwinko iŋ gelbinko yaa gine sawa. 
PHP.2.3	Dakoŋ ginenno maanna ɗo uŋco ka eeŋko a ŋuuko taliŋko. Ho dakoŋ talenno maan ka maaniikoŋ di. Kar gay, kuuniyoŋ dalullay ho taloŋ eeŋko ar ŋu kaalne pakgiko. 
PHP.2.4	Waan ke bariyenno paydin ta meen̰ji di, kar gay, ŋaa bariye oki paydin ta een̰ji.
PHP.2.5	Ginoŋ samaane ɗo eeŋko ar gee kuuk n̰um iŋ Iisa Masi.
PHP.2.6	Ka seener, Iisa Masi nec iŋ Buŋ.
PHP.2.6	Iŋ taar-an oki, ŋa obgijiɗo tirit,
PHP.2.7	kar gay, ŋa ooy rasin̰ gamin okin̰co ku samaane
PHP.2.7	kuuk goy kuwa ka samaaner
PHP.2.7	ho ŋa astu ɗo duniiner.
PHP.2.7	Ŋa gin ko ar gemo ɗo ɗatik ta geemir,
PHP.2.7	ho gee ibinig ar gemo.
PHP.2.7	Ŋa gintu ziy ar gay riyor di.
PHP.2.8	Ŋa goy dalulle.
PHP.2.8	Ŋa karmiyiig Buŋ ɗo ay maanna.
PHP.2.8	Ŋa rasig ziy nam ŋa ooytu muutu,
PHP.2.8	muut ta eemner taat kuwa ka etor.
PHP.2.9	Ɗo bi ŋaar-ak ko, Buŋ nooyiig min ɗo muuti
PHP.2.9	ho ŋa diyiig gem tatik pakgig gee okin̰co.
PHP.2.9	Ŋa diyiiji siŋ kuuk pakgig siŋ okin̰co.
PHP.2.10	Buŋ gintu pa-ak, asaan ŋa raka a gamin kuuk siikimaw
PHP.2.10	kuuk goy kuwa ka samaaner,
PHP.2.10	kuuk goy keɗer iŋ kuuk goy baata,
PHP.2.10	okin̰co yaa derse ɗo uŋji ka Iisa.
PHP.2.11	Ŋuu ozilin̰ Tatte Buŋ ho ŋuu ɗiye
PHP.2.11	ɗo uŋco ka geemir okin̰co aman :
PHP.2.11	« Iisa Masi, ŋaar *Rabbine ! »
PHP.2.12	Kar gem kol siŋtay, kuŋ sa ar taat ku karmiygiy Buŋ min awalle, zeeɗoŋ kuu gaare iŋ goyiŋko kadar Buŋ jiliŋkoŋ ko. Gaaroŋ iŋ dalullaw ho iŋ karaamin ta Buŋdi. Ginoŋ ɗo wiktin taat nu goyiy iŋ kuŋko ho ginoŋ pak taar-anta ya nu kawwi oki. 
