GEN.1.1	Yama nagkamchakug, Apajuík nayaimpin nugkajai najanauwai. 
COL.2.2	Wika nunak atumin anentaiminish ichichmamjajum tikich aidaujaish pempentunisjumek aneení pujakjum, Apajuí yaunchuk Kristun pachis tiuwa nunú dekaachbau aajakua nunash shiig dekaatnume tusan wakegau asan imaniajai. 
COL.2.3	Imá Kristuig ashí pegkeg, yachamet, shiig dekat aina duka awai.
COL.2.4	Junak wika, chicham pegkeja imanun ujapainak tsanugmag, anentaimin yapagtugmawainum tusan tajime. 
COL.2.5	Wi anuí atumjai ijunja pujachkunush, mina wakanjuig atumjaig ijutkau asan shiig aneajai, atum Kristui kajintsá anentaimkujum niinig emetmamjajum, ashí betek makichkinmag anentaimkujum, imagnisjum shiig batsatu asagmin.
COL.2.6	Atum Apu Jisukristui sujumankau aidautigmek pegkeg takamain ainagme, Apajuí aentsji aidaush wajuk pujumainaita nunisjumek pujakjum. 
COL.2.7	Nuniakjum numí kagkapé initak akaejau asa, kakajus katumainchau wajas aama imanikjum, atum Jisukristui kajintsá anentaimjum nuanuish atajum. Tikich aidau Kristu pachisag jintinjamawagmatai, Apajuí atumiin pegkejan dutikauwa duwi see titajum.
COL.2.8	Aneaku atajum, makichik aentskesh dita unuimagbaujin dekaskea imanun jintinjamainak tsanugmajainum, ditak Kristui kajinas anentaimainak uwemjatnume tusag jintiinatsui, ditak yaunchuk ditá muunji takaajakbauwa nunak jintiinawai.
COL.2.9	Kristuk Apajuiya nujaig shiig betekai, niishkam Apajuik asa. 
COL.2.10	Atumnak ashí ajutjamjume Kristujai ijutkau pujau asagmin. Apajuí Kristunak, nayaimpinmaya senchigtin aina nuna nagkaesau, iwanchi senchijinash, nugkaya apu dekas senchigtin aina nunash, ashí najankamu aina nuna nagkaesau senchimtikauwai. 
COL.2.11	Mina pataag judío aidau pakamajakú aina numamtuk, atumesh Jisukristui kajintsá anentaimkujum, Apajuí aentsji waigkugme. Nuniku asagmin Apajuí, atum pegkegchau takastasajum anentaimtujakuitjum nunak utsanjamkauwai. 
COL.2.12	Atum yamimakjum yuminum yaunchmajum duka, Kristu ukuntsauwa numamtuk wajagme, jinkugmesh Kristu nantakiuwa numamtuk wajagme, Apajuí ni senchijin Jisusan inankiuwa nuanuig kajintsá anentaimu asajum. 
COL.2.13	Atumek yaunchkek Kristui kajintsá anentaimainachu asajum, Apajuí pujutan sukagtina nujaig tupagkiu aajakuitjume, pegkegchau takat aina nu ukuinachu asajum. Tujash yamaik Apajuí pujutan amasajui atum Kristujai ijutkau pujau asagmin, dutijama ashí iina tudaujinak tsagkugtamjauwai. 
COL.2.14	Yaunchuk chicham umiktin aajakua nu, jutii umiashbaunum bakumamain aajakuitag nunak Apajuí juki, Jisukristu numinum achinjauwa nui esakajui. 
COL.2.15	Dutikak ashí wakan pegkegchau senchigtin aina nunash depetuk senchigtuchu emak, ashí wainainamunum iwainakui.
COL.2.16	Makichik aentskesh: “Juka yuwawaipa, jusha uwajaipa, judío jistamtaiji jistamatajum, nantu taa taakui jistamtajum, tsawan ayamtai tsawaakui ayamtajum, tudau weejum”, tujamainakuish antugkaipajum. 
COL.2.17	Ashí ju jista aina junak Kristu taachu asamtai aikajakú ainawai, jujú jutikamunum dekaajakú ainawai, atak tikich minitna nuna. 
COL.2.18	Makichik aentskesh: “Atumek nayaimpinmaya aents segachkugmek uweemaitsugme”, tujamkuish antugkaigpa, nunak wainkachu ainayatak wainak ememak, ememachuchia imanis tu wekaewai. 
COL.2.19	Tujash Kristuk niiní kajinas anentaimaina nuna Apujiyai, nunin asa makí makichik yayawai ni wakega nunisag pujustinme tusa. Nuaduí niina dekaskeapi tuina duka Kristu iyashiya nuninai, tuja Kristuwai ditá buukega numamtinuk.
COL.2.20	Kristu jutiiní mantamdauwa nunisjumek, atumesh niijai betek jakau ainagme, nuaduí atumek aents Jisusai kajinas anentaimchau aidau takaina nunú umiktasagmek wakejumain ainatsjume, 
COL.2.21	nunin asajum: “Juka yuwawaigpa, apasmesh dekapsaigpa, antitash antigkaipa”, tujamainakuish antugkaipajum. 
COL.2.22	Nunú umiktajum tibauwa duka aents jintiaku tibau asag, megkaejatin ainawai. 
COL.2.23	Nu aents jintiamu aina duka, dekas dutsukaitai yaijatmainuk tusa umimain ainawai. Wagki jintiinak: “Wainkauchia nunin anenmamsata takuik, iyash senchi waitkamainai”, tuina duka dekaskechui. Tujash nunú aents aidau jintiina duka, dita anentaimsajag pegkeja nunin, dekaskea nunin diinawai: “Juna aaja umiaknuap aents pegkejam, tudaugtuchu, kakagchau amainaitja”, tuidau asag. Tujash wainak iyashinak waitkainawai. Nunin asa nu jintiamu aina duka iina iyashí pegkegchau wakegamu idaitanmag yaijattsui.
COL.3.1	Atumesh yamaik Kristujai nantakiu asajum, nayaimpinum Kristu Apajuí untsujin inamjatatus eketa nuwiya wají anentaimtustajum. 
COL.3.2	Nayaimpinmaya wají imá senchi anentaimtitajum, nugkanmaya wají aina duka anentaimtú pujuigpajum. 
COL.3.3	Atumek Kristujai jakau asajum, Kristujai pujau asagmin yamajam pujut ajutjamjum nunak, aentsuk wainmain ainatsui. 
COL.3.4	Kristuwa duke iina pujutan sujamsajua duka, nunin asa ataktú juwi minak wantinkatna duwi, iishkam niiya imanuk betek wajasagtinaitji.
COL.3.5	Ju nugka juwiya wakejut atumiin awa duka maa emegkaumaina numamtuk awajkatajum: Tsanijinawaigpajum, pegkegchau aidaush takasaigpa, atum pegkegchau katsunjashmin wakegamush takasaigpa, pegkegchau aidaush wakekaigpa, imá midauk atí tusagmesh wakeyigpa, nuniakjumek nunú apajimá pujumain asamtai. 
COL.3.6	Jujú aidaun takainak, Apajuí chichamenash intimjukiag yujaina nunak, Apajuí senchi suwimkan susatnai. 
COL.3.7	Atumesh yaunchkek ju aina juka takaajakú ainagme. 
COL.3.8	Tujash yamaik ju ashí wají aina duka idaisatajum: Kajegdaika nemasdaika pujut, waamak kajet, pegkegchau takat aidau, pegkegchau chichagkagtut aidau, chicham pegkegchau chichat aina dushakam. 
COL.3.9	Yaunchuk junin pegkegchau takat aidau ukukiu ainayatkujum, pempeentunikjum tsanunijaigpajum. 
COL.3.10	Yamaik yaunchuk pujujakbau betek pujatsjume, dekaskenmag atumek yamajam aents ainagme, nunin asajum Apajuí atumin najapauwa imanuk wegagme, nuniakjum niishkam aan kuashat shiig dekagme. 
COL.3.11	Nuaduí judío, judiuchu akush, pakamaku, nuna dutikachu akushkam yamaik wainkayai, nuigtushkam unuimaju, tuja unuimagchau akush, inatai aidau, inashtai agkan ainakush wainkayai. Kristuk ashí nigki najankau asa, ashí niiní kajinas anentaimaina nuwig awai.
COL.3.12	Mina aentsug pegkejam atinme tusa Apajuí anempas etegtamjau asamtai, dekaskenum wait anenkagtin, shiig anentaimkau, kakagchauch, ememachu, utugchat akuish katsunjajum pujakjum, 
COL.3.13	pempeentunisjumek tsagkugdaijatajum. Tikich aidaujai wake besegdaikamu ajutjamkuish, iina Kristu tsagkugtamjauwa dutiksagmek atumshakam tsagkugdaijatajum. 
COL.3.14	Dekatkau dutikmainaitjum duka anenimainaitjum nuuwai, nunuwai dekas shiig ijuntsa pujutan sukagta duka. 
COL.3.15	Kristu shiig agkan anentaimsa pujutan amaamu atumnash ajutjamtinme, Apajuik nuna aatus dutijamata tau asa, makichik iyashik etamkauwai, nuaduí atumek see titajum.
COL.3.16	Kristu chichame pegkeg shiig kuashat jintintuamuitjum duka, imatiksagmek aneaku atajum, nuniakjum Apajuí wait anenjamjau asamtai see titajum. Pempentunisjumek jintindayakjum, chichagdaikugmesh shiig anentaimsajum dutikatajum. Apajuí chichame agagbau aina nuwiya kantamkujum, ni emematku kantamtai aina nuwiyashkam kantamkujum, Wakaní Pegkeji wakeetan amaa nujaishkam kantamatajum. 
COL.3.17	Ashí atum takaamu chichaamu aina dushakam Apu Jisus wakega dutiksagmek dutikatajum. Nuniakjum Apajuí iina Apajiya nunú see titajum, Jisukristu jutiiní dutikauwa nunú pachisjum.
COL.3.18	Nuwa aishintin aidautigmek imá aishumek umigkatajum, Apu Jisusa nemajin aidau wajukmaina ainawa nunisjumek. 
COL.3.19	Aishmag nuwentin aidautigmeshkam nuwem aneetajum, nuniakjum nuwem kajemainuk chichajigpa.
COL.3.20	Uchi aidautigmeshkam, atumin apa dukujai inapainakuish betek umigkatajum, aatus wakegawai Apu Jisusak. 
COL.3.21	Atum uchigtin aidautigmeshkam uchijum takaamujinkish, jintinkumkesh kajemainuk chichagkaigpa, junik anentaimá pujuinum.
COL.3.22	Inak aidauh, atumin apujum inapakuig shiig umigkatajum, tujash imá apujum wajas diigmakui shiig anenjusti tusa takatsuk. Dekaskenum duka tuke shiig takau atajum. 
COL.3.23	Ashí atum takaamua duka, aentsdau takamainaitjum nunitsuk, Apu Jisusdau anentsajum shiig wakejusjum takastajum. 
COL.3.24	Wagki atumek dekagme Apajuí ni anagtamamujinak amastina duka, Apu Kristua nudau takagsau asagmin. 
COL.3.25	Ni pegkegchau takasuk nu pegkegchauwa nuwiyanak jukitnai. Wagki Apajuik betek susatnai dita takasbaujinig dutiksag.
COL.4.1	Atum inamin aidautigmesh atumi inakem shiig awagmakjum, inamin pegkeg atajum. Wagki nayaimpinum Inamin puja nunú atumnash shiig waipaina nu dekau asajum.
COL.4.2	Apajuí mijattsuk aujkujum aneaku batsamsajum, see tusagmeké atajum. 
COL.4.3	Nuniakjum jutii pachijattsagmeshkam Apajuí aujkagtustajum, Apu Jisusa chichame shiig agkan etsegtuta nuanuí jutiinash yaimpakti. Dutijamamtai shiig dekamtikawagmi, Kristu pachisa yaunchuk dekaachbau yamai etsejuinag dushakam, nuna etseju asan juwi achinkan pujajai, 
COL.4.4	nunak wisha shiig etsegkun paan antumainun dekamtikagtuatjai tusan tajime.
COL.4.5	Apajuí nemagchau aina nujai wekaekugmesh, wainka tsawan megkaetsuk, shiig anentaimsajum ausatajum. 
COL.4.6	Nunika aujkugmesh chicham wakejusa antumain ausatajum, tuja dita inimpainamush wajuk aimainaita dushakam shiig dekau atajum.
COL.4.7	Ashí midaun pachisag iina aneetaiji yatsug Tíquico, dekas imatikas niishkam wijai Jisusa takatjin takagna nu ujapaktatjume. 
COL.4.8	Duwi niina atumiin awemajai, jutii wajuk pujuinaji nuna ujapainak, anentaimnash ichichtamjatnume tusan. 
COL.4.9	Jutii aneetaiji iina yachi Onésimo betek umina nunú niijai minawai, niishkam atumjai betek Jisusan nemagna nu. Dita anuí taawag ii wajukenaji nuna ashí ujapakagtatui.
COL.4.10	Aristarco, wijai achikam puja dushakam kumpamjamainawai, Bernabé iká yachi Marcosa dushakam aikasag kumpamjamainawai, wi niina pachisan tibaijim dutiksagmek atumiin minakuish jukitajum. 
COL.4.11	Nuigtú Josué Justo tuuta awagmataiya dushakam kumpamjamainawai. Imá juke ainawai mina pataag judío aina nuwiya wi Apajuí inama nunú pachisa etsegbaunum yaintuina duka, ditak mina anentaignash shiig ichichtujagmayi. 
COL.4.12	Dutiksag Epafras Kristu Jisusan inakega nu, atumjai ijunajakua dushakam kumpamjamainawai, nuniak Apajuin shiig senchi aujtugmainawai, shiig imagnis emetmamag pujuinak, ashí Apajuí wakegamua nunak takagsatnume tujamaidau asag. 
COL.4.13	Wi niinak atumin puyatjutpaina nuna wainu asan tajai, aantsag Laodicea batsata nunashkam, tuja Hierápolis pujuina nunash uyumawai. 
COL.4.14	Aantsag aneetaig Lucas ampijatna dushakam, Demasjai kumpamjamainawai.
COL.4.15	Tuja yatsug aidau, ubag aidau Laodicea batsata nunú, nuigtú Ninfas niina jeen Apajuin emematuinak ijunaina dushakam, Pablo kumpamjamjume tusajum ujatjuktajum. 
COL.4.16	Ju papiin awemag ju ausagmek, Jisusa nemajin Laodicea batsata dushakam awetitajum ditash ausatnume, tuja dita awetimun atumin awetugmainakuish aikasjumek ausatajum. 
COL.4.17	Arquiposhkam ujaktajum, niish betek umiktí Apu Kristu takat susamua nuna tujamui tusam.
COL.4.18	Ju kumpamkagtamua junak wi mina uwejuí agatjime, Apajuí aujkugmesh wi achinkan pujag ju anenjatajum, Apajuí atumnash wait anenjamjatnume.
COL.4.18	Aatus atí.
1TH.1.1	Witjai Pabloitjai, Silvano, Timoteo aajan ju papiinak agatjime atum Jisus nemagkau aidautijum yaakat Tesalónica batsamin aidautigmin. Ii Apají Apajuiya nunú Apu Jisukristujai wait anenjamag, shiig agkan anentaimsa pujutan amastinme.
1TH.1.2	Apajuí iina Apajiya nu aujkuish atum pachisa see tusaikí ainaji, 
1TH.1.3	nuniaku ashí atumek tuke mijattsuk pachisaikí ainaji. Wagki, atum ii Apuji Jisukristuig kajintsá anentaimaidau asajum pegkeja duke takaajum nuaduí, Jisukristu aneamunum tikich aidau yayakjum, waitiakjumesh katsunjajum ichichmamja pujusjum, ni minakuish wainkatasajum dakaidau asagmin. 
1TH.1.4	Yatsug aidauh, ubag aidauh, Apajuí atumnak anempajume, nunin asa atumnash ni etegtamjawa duka dekaji. 
1TH.1.5	Ii Kristu uwemtikagtawai tusa chichagkagtukbauk, ayatak chichamaik chichagkagtukchamui. Wakaní Pegkejiya nuna senchijin, chichamak dekaske tusa etsegkamui. Jutii atum aneau asaja, atumjaish wajuk batsamsamiaji duka shiig dekagme.
1TH.1.6	Atumek jutii wajuk pujaku iwaintukuitjime, nuigtú Jisusa pujutí diigsagmeshkam nunisjumek pujuinagme. Chicham etsegbaush, tikima senchi waitiamunum pujakjumesh uyumatsuk antukuitjume, Wakaní Pegkeji dakujutan amainau asamtai. 
1TH.1.7	Nu atum nuniakjum ashí Apajuí nemajin Macedonia nugkanum, Acaya nugkanum batsataina dushakam iwaintukugme. 
1TH.1.8	Apajuí chichame etsegbauk atumiin nagkamna, Macedonianmash, Acayanmashkam, nuigtú ashí tikich nugkanmash pampagké. Atum Apajuiyai kajintsá anentaimjum nunak, ashí yantamnum augmatuidau asagmatai, jutii anuí chichagkagtumainaitag duka atsumnatsui. 
1TH.1.9	Jutii atumiin taamtai, atum wajuk jukagtukiuwaitjume, nuigtú dakumkamu apajimá batsatutijum idaikujum, Apajuí iwaaku dekas tuke pujuwa nunú umigkujum, 
1TH.1.10	Jisus Apajuí Uchijí, Apajuí inankim nayaimpinum weuwa nunú taatnuji dakainajum nunash ujaninawai. Jisusai, suwimak ishamain atina nui ayamjutpakua duka.
1TH.2.1	Yatsug aidauh, ubag aidauh atumek dekagme, iik atuminig tikima wainkaik ijaschabiaji. 
1TH.2.2	Yaakat Filiposnum pujusá Jisus pachisa etsegjin kajegtamaidau asag, aentschau chichagtamainakui senchi waittsauwaitag dushakam atumek dekagme. Tujash Apajuí yaimpasmatai ishamkagtutsuk, Jisukristui uwemtikagtauk tusaish, tikich antutan dakituinaigkish atuminchakam chichagkagtukbaiji. 
1TH.2.3	Ii anuí chichagkagtukmayag duka dewakbaukesh atsawai, nuniachkuish pegkegchau anentaiyaikish, tsanumkuikish tichamui. 
1TH.2.4	Apajuí jutii anentainash ashí diigtamas, ni takatjinak Kristu pachis etsegtukti tusa sujamsauwa nu etsegtuinaji. Duka aents shiig awajkatasaikish takaatsji, Apajuí wakegamu takainaji, nigki jutii anentaibaujinash shiig dekawai. 
1TH.2.5	Jutiik pegkejan chichai shiig anenjustinme tusa chichachuitag duka atumek dekagme. Jutiik atum tsanujá kuichik jujuktasaikish chichachuitji. Junak Apajuishkam shiig dekawai. 
1TH.2.6	Atumkesh, nuniachkush tikich aidaukesh eme anenjitnume tusaikish wakegatsji. 
1TH.2.7	Jutii dekas Jisus chicham etsegtugkatajum tusa awemamu asaja, atum yaijatkatajum tumainaitku duka tutsuk, nuwa uchijin kuitamama numamtuk, atumnak shiig anentsan puyatjusan kuitamkabiajime. 
1TH.2.8	Imatika aneedau asaja, yamajam chichama duke ujaktasa wakeetsuk, atum aneamunum bakumatasaish wakegainaji.
1TH.2.9	Yatsug aidauh, ubag aidauwah atumek aneakjume, atum waitkat dakitau asaja wajuk takaayaji duka. Jutiik tsawai kashishkam takai takainakua yawejaish, Apajuí chichameg etsejiaji.
1TH.2.10	Atumetjume jutiinu dekautigmek, Apajuishkam aikasag dekagtamji, atum Apajuí nemagkau aidautigmijai jutii pujubiag duwik, pegkegchau aidauk takaachu asaja, makichik aentskesh tujamainchau shiig imagnisa pujusbaiji. 
1TH.2.11	Jushakam dekagme, uchigtin uchijin utuja numamtuk chichagkun, makí makichkitigmin anentaimnash ichichtuyajime. 
1TH.2.12	Dutikakun, Apajuí nemajin aidaush wajuk pujumainaita, nunisjumek shiig pujustajum, niina inamtaiji dekas pegkeja nui pujustinme tusa untsukbau asajum, tuyajime.
1TH.2.13	Nuaduí jutiishkam Apajuik mijattsuk see taji, atum ii chichagkagtamu aentsdauchuapi Apajuí chichamempapi tusajum, shiig antuku asagmin. Duka dekas Apajuin chichamegai. Nu chicham atumesh dekaskeapi tau asagmin, pujutjumnash kuashat yapagtugmawajui. 
1TH.2.14	Yatsug aidauh, ubag aidauwah, atumshakam jutii waittsauwaitag nunisjumek waitiajume. Judeanmaya aents aidau Jisusa nemajuk Apajuin umijiagtai, ditanbaunak pempeentukiag waitkajakua numamtuk, atumnash atumin pataimik waitkagmainakui waitiagme. 
1TH.2.15	Nunú mina pataag judío aina duke Apu Jisusnash maawajui. Yaunchuk Apajuí etsegtin aajakajua nunashkam ditak maawajui, nunisag jutiinashkam jiigmakiag ajapjamawagmayi. Nunidau asag Apajuinak shiig awagmainatsui, ashí aents aidaunak shiwagmainawai. 
1TH.2.16	Judiuchu aidaush uwemjatnume tusa, Kristu pachisa ujakta tajinish dakituinawai, nunidau asag nuní nagkaemas tudaunak ikauntumainawai, nunidau asagmatai Apajuí shiig senchi suwimkan susatnai.
1TH.2.17	Yatsug aidauh, ubag aidauh, jutiik ujumak tsawantai atumjai wainitsuk pujakuish, tuke pachisaikí pujau asá, atum wainkatasa senchi wakeeyaji. 
1TH.2.18	Nuniau asan wika atumin ijagsatasan dekaskenmag kuashtá wakekabiajai, tujash iwanch utugtamkamtai minichbaijai. 
1TH.2.19	Apu Jisus ataktú juwi minakui, wi niina igkuaknush datsamamuk atsugtitnai, ayatak shiig aneakun emematnaitjai, atum imá Kristuig kajintsá anentaimaidau asagmin. 
1TH.2.20	Atumiin jutiik eme anenmamku shiig aneastinaitji.
1TH.3.1	Nuaduí atumin kajimatmainchau dekapeau asan Atenas wiki juwakun, 
1TH.3.2	iina yachi Timoteon awemabiajai, Apajuí takagku Kristu pachisa etsegbaunum yaimna nuna, atum Kristui kajintsá anentaimjum nunash, ni chichagtamak nuní nagkaemas ichichtamjatnume, 
1TH.3.3	makichkitigmekesh waitiakjum Kristu nemajut idaisaijum tau asan. Atumshakam dekagme jutiik aaja waitmainaitag duka. 
1TH.3.4	Nuigtushkam wi atumjai pujusan emtiksan ujayajime, jutiik waitiamu igkugtin ainaji tusan, duka nunisag nagkaetamjume yamai wainjum nunú. 
1TH.3.5	Nuaduí atumin kajimatmainchau dekapeau asan, ii takasbau wainak megkaekai tusan, Timoteon awetibiajime. Nunak atumin kuashat puyatjakun, Jisukristui kajintsá anentaimtan, iwanch pegkegchau takamtikainam idaisainum tusan dutikabiajai.
1TH.3.6	Tujash Timoteo atumiin pujau jutiiní taa ujapakji chicham shiig pegkejan, atum Kristui kajintsá anentaimkujum aneniamugmin. Nuigtushkam ujapakmae, atumesh jutii shiig anenkagtusjum waijatkatasajum wakegainamunash, jutii atum wainkatasa wakegag nunisjumek, atumesh jutiijai ijunjatasajum anentaimjum nunashkam. 
1TH.3.7	Yatsug aidauh, ubag aidauh, nuna antukan kuashat utugchatnum waitiaku pujamun ichichmamjamjai, atum Kristui kajintsá anentaibauk nunisjumek batsatjum nuaduí. 
1TH.3.8	Atum Kristu nemagkujum shiig emetmamjajum batsatbaun antukan ichichmamjamjai. 
1TH.3.9	Nunikan shiig senchi shiig aneamug ajutui Apajuí emtinish, nuniakun Apajuinashkam imatiksanuk see tajai, atumin pachisan. 
1TH.3.10	Tsawai kashijai Apajuin tuke augjai, atumiin taan wainkata tabaujun pachisan, nunikan atum imanisa kajintsá anentaimainchau dekapeamu ajutjamkujaish shiig jintintuatasan.
1TH.3.11	Ii Apají Apajuiya nu, Apu Jisukristujai jutiinash yaimpakagti atumiin minimaina nunash. 
1TH.3.12	Ii Apujiya nunú sujamsatnume, ashí tikich aidaujaish pempeentuniki aneenita nuna, jutii atum aneajim aikasag. 
1TH.3.13	Apajuiya duke atumi anentaimnash ichichtugmagtinme, aan nagkaemasa kajintsá anentaimkujum, Apu Jisus niina aentsji pegkejam aidaujai minakuish, iina Apají Apajuiya nuna emtinish bakumamainchau wantinkamnujum tusan.
1TH.4.1	Nuigtushkam yatsug aidauh, ubag aidauh, Apu Jisus wakega dutiksanuk segajime: Wi jintintuabiajim nunisjumek, aan nagkaemasjum Apajuí wakega duke takaakjum shiig anemtiksatajum.
1TH.4.2	Atumek Apu Jisus tibauwa nuna jintintuabiajim duka dekagme. 
1TH.4.3	Atumnak Apajuik imá midau pegkeg aina nunak takainak, tsanijintsuk pujustinme tusa wakejutpagme. 
1TH.4.4	Maki makichik nuwentin aidauk niina nuwenak eme anentus diiyak, pegkegchau takagtsuk pujumainai, 
1TH.4.5	aents Apajuin anentaimtuchu aidau ditá iyashí pegkegchaun takastatus wakega nuna takainak nuween waitkaina nunitsuk. 
1TH.4.6	Tuja makichkitigmekesh tikich Kristu nemajuina nuna nuwejaig pegkegchau takasaigpa, nuigtush yatsum tsanujam pegkegchau takagsaipa, atum nunitaik Apu Kristu suwimkan senchi amastatjume, nunak duwikishkam tibaijime. 
1TH.4.7	Apajuik iinak ashí pegkegchau aina nunak takatsuk, pegkee pujustinme tusa etegtamjauwai. 
1TH.4.8	Tuja ju jintinkagtamun dakitauk aentsnakesh dakitak nuniatsui, Apajuin dakitak nuniawai, ni Wakaní Pegkejin sujamsauwa nuna.
1TH.4.9	Tujash Kristu nemagkau yatsut aidauti pempeentuniki aneenita nunak agatjashtatjime. Wagki pempeentuniki aneenitnak Apajuí jintinjamawaju asagmatai. 
1TH.4.10	Duka nunisjumek aneniajume, ashí aents Kristu nemagkau Macedonia batsata nujaishkam. Tujashkam yatsug aidauh, ubag aidauh tajime: Atum aneeniajum nuní nagkaemasjum aneenitajum. 
1TH.4.11	Atumek itugsanuk tikichin waitkatsuk pujusag tusajum kakanmamkujum, makí makichik atumin takatjum takastajum, jutii nuní takastajum tibaijim dutiksagmek. 
