MAT.1.1	Ade Yesu Kristo kĩ ɛnyɛ Dawid ɔwa, kĩ Dawid lɛmɛ nyɛ Abraham ɔwa a bawanyɔ kasinu buĩ nɛ awĩ a.
1TH.5.22	Milo nɛ tɔkpa tidi nyɛ tidi ɔwɛ̃.
1TH.5.23	Bɔwɛ kĩ Baguma kĩ yakpa boe lukudɔ a, ɛkpalɛ mi akũ nɛ osi nyɛ osi akũ, ɛdã mi hũhũ, mi tɛkla mɔ mi sukɛna flee. Ɛnyɛ mi nɛ mfumsu flee kamɛ nɛ boe Ɔlate Yesu Kristo kabuki kaya a kamɛ. 
1TH.5.24	Baguma a kĩ ɛvɛ mi a aakɛna foe, kitonɛkĩ yadi ɔnɔkɔali.
1TH.5.25	Nwaɛ̃ amɛ, mikaabɔa mpaɛ nɛ boe malo lɔlɔ. 
1TH.5.26	Bɔawɔ̃na batɛ badonɛ a flee nɛ ɔdɔ mɔ kawɔlɛ kamɛ. 
1TH.5.27	Mawã mɔ ɔsĩ mɔ ɔsĩ nɛ boe Ɔlate Yesu Kristo kɔbɛ̃ akũ kĩ mikã ovoli kĩĩ mitsa batɛ badonɛ a flee.
1TH.5.28	Boe Ɔlate Yesu Kristo ɛmɔ mi kɔnya.
2TH.1.1	Yĩ, Paulo, Silvano mɔ Timoteo, bɔtsɛlɛ ovoli kĩĩ bɔama mi a kĩ minyɛ Baguma mɔ boe Ɔlate Yesu Kristo bade a nɛ Tesalonika. 
2TH.1.2	Bɔwɛ kĩ Baguma boe Ɔlɛga, mɔ boe Ɔlate Yesu Kristo, bɛmɔ mi kɔnya, bɛkpa mi lukudɔ lɛmɛ.
2TH.1.3	Nwaɛ̃ amɛ, kɛnɛ kĩ bɔanyɛ Baguma kɔlɛ nɛ mi lɔlɔ. Fɔnɛnɛ kĩ bɔanyɛ ye kɔlɛ, kitonɛkĩ mi katɛkado abo anɛ, ade mi bawaɛ̃ akũ kawɛ lɛmɛ lamɛna lɔtɔ kanaa a. 
2TH.1.4	Nɛ fukĩĩ sũ bɔapia nɛ mi akũ katsa Baguma tɛsɔli a. Bɔapia lɛmɛ nɛ ayekĩ midzɛ̃ pintii nɛ mi katɛkado a akũ, titɔ kĩ bitomɔ mi liti ade miamɔ lubo lɛmɛ.
2TH.1.5	Fukĩĩ flee atsa kĩ Baguma kadzɛ kamɛ kpalɛ, nɛ foesũ yaamɔ mi kĩ mikpɔla mikpa kadzikɔ̃ nɛ ye lɛgãkanyakɔ̃ a kĩ de akũ miamɔ lubo a kamɛ. 
2TH.1.6	Baguma aakɛna lɛtsa a kĩ lɛnɛnɛ nɛ de osi akũ, ade yaavɛlɛ lubo kamɔ eko nɛ bikĩ bɛmɔna mi lubo akũ a. 
2TH.1.7	Yaafɔ̃ mi a kĩ mimɔ́ lubo a, mɔ boe a flee bɔna kawɛya. Baguma aakɛna fukĩĩ nɛ lɔkɔ a kĩ boe Ɔlate Yesu mɔ ye ode fɔtɔ banyanɛ anɛ nɛ odetɔ́ kamɛ nɛ fi mɔ kɔbɛ̃ kamɛ. 
2TH.1.8	Yaavɛlɛ bati a kĩ binyína Baguma, mɔ bikĩ bisĩ boe Ɔlate Yesu Kristo Kalɛ Wĩ a sɔtɔ. 
2TH.1.9	Boe Ɔlate aablɔmɛna be nɛ ye anɛ kamɛ mɔ ye awã kĩ ye kukũkpalɛ mɔ ye kɔbɛ̃ deĩ a. Yaawɔla be mɔ odu mɔ odu, 
2TH.1.10	ntɛ ɛya nɛ Luwi kpale a akũ. Yaatɛ obu mɔ kamu etomɛna ye batɛ badonɛ a flee sɛkɛ̃. Mi malo míana nɛ be kamɛ, kitonɛkĩ mitɛ ye fɔlɛtsa wĩ a kĩ bubi mi a mido.
2TH.1.11	Ade fukĩĩ sũ bɔabɔa mpaɛ nɛ mi lɔlɔ lɔkɔ nyɛ lɔkɔ a. Bɔawã Baguma kĩ ɛfɔ̃ mi kadzi kamɛ kiketimɔ kavɛ a kĩ ɛvɛ mi a. Ye kɔbɛ̃ kɔfɔ̃ mi tuwĩ kakɛna flee nɛ mi katɛkado kamɛ a fɔya nɛ foe kamɛ. 
2TH.1.12	Fɔ́atsã fukĩĩ akũ boe Ɔlate Yesu dĩ aade nɛ ode, mi malo mina dĩ kadɛla nɛ ode mitomɛna ye sɛkɛ̃ nɛ Baguma mɔ boe Ɔlate Yesu Kristo kɔnyakamɔ sũ.
2TH.2.1	Nwaɛ̃ amɛ, bɔawɛ kĩ bɔabi mi fɔlɛtsa fudi nɛ boe Ɔlate Yesu Kristo kabuki kaya mɔ boe kakpɔta nɛ ye sɛkɛ̃ a akũ. 
2TH.2.2	Ntɛ minu kĩ boe Ɔlate kaya luwi a ya kɔkɔɛ ni, mitafɔ̃ mi kakɔna litutulu ĩye libe liwo mi. Ɔsa míakɔna kĩ boe lɛlɛ fukĩĩ nɛ lɔkɔ a kĩ bɔnyɛ Baguma onukpɛ̃, ĩye kĩ bɔlɛ Baguma kalɛ a, ĩye kĩ bɔtsɛlɛ ovoli odi bɔma mi. 
2TH.2.3	Mitafɔ̃ oti odima lɛkɛ mi nɛ osi odima akũ, kitonɛkĩ boe Ɔlate luwi a lɛláaya mbɔɛntɛ lɔkɔ a kĩ bati pii aayidza bɛdza nɛ Baguma akũ a ya, ade oti kpa a kĩ Baguma nyɛ eyi kĩ yaawɔla a aanɛ ɛdza a. 
2TH.2.4	Oti Kpa a aayidza ɛdza nɛ Baguma Hũhũ kɔbɛ̃ adi nyɛ adi akũ, ĩye lɛtsa nyɛ lɛtsa kĩ bati asum akũ, lɔkɔa ɛbɔɛ ye akũ kĩ ɛbɛ̃ hũhũ a flee. Malo kɔlaa, yanadzá nɛ Baguma Asɔli Kɔla kamɛ, ɛkɛna ye akũ kĩ ye nyɛ Baguma mɔawɛ a.
2TH.2.5	Miáte anɛ kĩ lɔkɔ a kĩ nna nɛ mi sɛkɛ̃ a mbi mi fukĩĩ bamɛ? 
2TH.2.6	Lɛmɛ kɔbɛ̃ kudi sua foe kaya osi finyaakĩĩ. Mi mɔawɛ a minyina lɛtsa kĩ fɔanɛ. Oti Kpa a aanyɛ ye akũ kanya ntɛ ye lɔkɔ wo ɔtɔ. 
2TH.2.7	Tɔkpa kakɛna kɔbɛ̃ lamɛna adzuma kakɛna nɛ kabɛla kamɛ kɔkɔɛ. Lɛmɛ fɔtsa a kĩ fɔ́aya a ni, fɔláaya nɛ foe kamɛ tɔ̃ kɛnaawo kĩ Baguma nyɛ oti a kĩ yasua foe osi. 
2TH.2.8	Fukĩĩ liti ni, Baguma aanyɛ oti kpa a kanya, lɛmɛ ntɛ boe Ɔlate Yesu ya ni, yaakɔa ye onukpɛ̃ kamɛ otutuo ɛkɔ ye lɔkɔa ɛkɔa ye kukũkpalɛ ɛwɔla ye. 
2TH.2.9	Oti Kpa a na aaya mɔ Abonsam kɔbɛ̃, lɔkɔa ɛkɛna awãwã mɔ fɔvã nsɛntsɛlɛni fɔtsa kumɛkumɛ. 
2TH.2.10	Ade bati a kĩ baya kawɔkɔ̃ a ni, oti kpa a aatsã ablɔ tɛdake tisi nyɛ tisi akũ ɛkɛ be. Baawɔ kitonɛkĩ bɛtátɛ ɔnɔkɔali kalɛ wĩ a kĩ fɔ́afɔ̃ Baguma lɛkpa be nkpã a bido. 
2TH.2.11	Nɛ fukĩĩ sũ, Baguma aakɔa hũhũ kĩ yaafɔ̃ bɛyɛla osi edo nɛ be kamɛ ayekĩ baatɛ fɔvã kama fɔlɛtsa bido. 
2TH.2.12	Foe kawũna aanya kĩ, Baguma aakɔ be flee kɔtɔ, kitonɛkĩ bɛtátɛ ɔnɔkɔali kalɛ a bido, mbom bamɔ kawɔlɛ nɛ tɔkpa kakɛna akũ.
2TH.2.13	Nwaɛ̃ amɛ, kɛfɛta kĩ bɔanyɛ Baguma kɔlɛ daa nɛ mi lɔlɔ, kitonɛkĩ yawɛ mi kalɛ paa. Kito anɛ kayɔkayi a, Baguma nyɛ mi kĩ mina katɛ. Ɛkɔa ye Hũhũ Kpalɛwa ɛkpalɛ mi akũ nɛ ayekĩ mitɛ kalɛ wĩ a mido sũ. 
2TH.2.14	Ade fɔtsã Kalɛ Wĩ a kĩ bubi mi a akũ sũ ni, Baguma vɛ mi kĩ miyaana tsɛfã nɛ boe Ɔlate Kristo kukũkpalɛ a kamɛ. 
2TH.2.15	Nɛ fukĩĩ sũ, nwaɛ̃ amɛ, midza kɔɔba, mipi ɔnɔkɔali fɔlɛtsa a kĩ bɔtsa mi nɛ boe fɔtsa katsa, mɔ boe tuvoli kamɛ a midomɔ akũ.
2TH.2.16	Bɔawã boe Ɔlate Yesu Kristo, mɔ Baguma boe Ɔlɛga kĩ yawɛ boe kalɛ a, kĩ nɛ ye kɔnyakamɔ kamɛ ni, ɛkpa boe ɔwɔlɛ kado mɔ kɔnɛte pii, 
2TH.2.17	ɛkpa mi kɔbɛ̃, edo mi tɔwɔlɛ fi nɛ kɔdzɛla wĩ kalɛ, mɔ tudzuma wĩ kakɛna kamɛ.
2TH.3.1	Yĩ kalɛ kawũnade nyɛ kĩ, nwaɛ̃ amɛ, mibɔa mpaɛ nɛ boe lɔlɔ ayekĩ boe Ɔlate kalɛ a aagba nɛ fɔkɔ kumɛkumɛ, lɔkɔa bɛtɛ ke mɔ obu ndɛ ayekĩ fɔna nɛ mi kamɛ a. 
2TH.3.2	Mibɔa mpaɛ lɛmɛ kĩ Baguma ɛnyɛ boe etomɛna tɔkpa mɔ bati kpa awɛ kamɛ, kitonɛkĩ nnɛ́ bati flee lɛtɛ kalɛ a bido. 
2TH.3.3	Lɛmɛ boe Ɔlate nyɛ ɔnɔkɔalini, ade yaado mi kɔbɛ̃, ɛdã mi akũ ayekĩ okesĩnɛ a lɛláanya mi akũ. 
2TH.3.4	Boe Ɔlate akpa boe katɛkado nɛ mi akũ kĩ míakɛna nɛ fukĩ bɔtsa mi a akũ, ade bɔatɛ kado kĩ míakɛna nɛ foe akũ lɛmɛ a. 
2TH.3.5	Bɔawã Baguma kĩ ɛkpa mi ye ɔdɔ a kayɔkanu baũ, mɔ ɔwɔlɛ kado a kĩ Kristo akpa a.
2TH.3.6	Nwaɛ̃ amɛ, bɔasi mi mbla nɛ boe Ɔlate Yesu Kristo dĩ akũ kĩ mivɛlɛ mi akũ nɛ batɛ badonɛ banyɔnɛpo a kĩ baákɛna nɛ fɔtsa kĩ bɔtsa mi akũ a ɔwɛ̃. 
2TH.3.7	Mi mɔawɛ minyina yededeede kĩ kɛnɛ kĩ miakɛna adzuma ndɛ ayekĩ boe malo bɔkɛna a, kitonɛkĩ bɔtákɛna ɔnyɔnɛ nɛ lɔkɔ a kĩ bɔna nɛ mi sɛkɛ̃ a. 
2TH.3.8	Bɔtákɔa boe kanya bute nɛ odima akũ kĩ bɔtáse kɔtɔ. Mbom bɔkɛna adzuma mɔ ɔsĩ mɔ ɔsĩ lɛnyɛ mɔ suwa ayekĩ odima lɛláabɔa kɔtɔ nɛ boe akũ kadã kamɛ. 
2TH.3.9	Budeĩ osi kufɛ kĩ bɔakɔa boe akũ kadã bute nɛ mi akũ, lɛmɛ bɔkɛna foe kĩ mikɔlɛ mitomɛna boe sɛkɛ̃. 
2TH.3.10	Míate anɛ kĩ lɔkɔ a kĩ bɔna nɛ mi sɛkɛ̃ a, bɔkabi mi kĩ odi nyɛ odi kĩ esĩ kĩ yaakɛna adzuma ni, ɛtanya lɛmɛ.
2TH.3.11	Bɔabi mi fɔtsa kĩĩ bamɛ kitonɛkĩ bɔanu kĩ banyɔnɛpo badi deĩ nɛ mi kamɛ, kĩ baákɛna lɛtsama kɛba bakɔba akũ fɔlɛtsa katsã kalɛ. 
2TH.3.12	Bɔasi bati kĩĩ mbla bɔkpa be kɔdɛ mɔ ɔsĩ mɔ ɔsĩ nɛ boe Ɔlate Yesu Kristo dĩ akũ, kĩ bidzi kadzi wĩ lɔkɔa bɛkɛna adzuma bɛdã be mɔawɛ akũ.
2TH.3.13	Lɛmɛ, nwaɛ̃ amɛ, mitafɔ̃ akpɔ liveli mi nɛ tuwĩ kakɛna kamɛ. 
2TH.3.14	Ade ntɛ odi lákɛna nɛ fɔlɛtsa a kĩ bɔabi mi nɛ ovoli kĩĩ kamɛ akũ ni, miyi ye ɔsũ lɔkɔa mifɔnɛ ye awɛ, kɔnyɔã kuwo ye. 
2TH.3.15	Lɛmɛ mitabɔɛ ye likesĩ, mbom midɛ ye ndɛ ɔwaɛ̃ aye.
2TH.3.16	Bɔawã boe Ɔlate mɔawɛ a kĩ ɛnyɛ lukudɔ oti a, kĩ ɛkpa mi lukudɔ daa nɛ mi kadzi kamɛ. Boe Ɔlate ɛdãmɛna mi flee akũ.
2TH.3.17	Yĩ Paulo mɔawɛ lɛtsɛlɛ fɔlɛtsa kĩĩ makla mi. Ade aye mado awɛ nɛ yĩ tuvoli flee kayɔ a, ade aye lɛmɛ matsɛlɛ fɔtsa a. 
2TH.3.18	Bɔawã kĩ boe Ɔlate Yesu Kristo ɛmɔ mi flee kɔnya.
1TI.1.1	Ovoli kĩĩ to yĩ, Paulo, kĩ ĩnyɛ Yesu Kristo fɔtɔ ɔnyanɛ, kĩ Baguma boe Ɔtɛnɛ a pau, mɔ Kristo Yesu kĩ ye akũ budeĩ kɔnɛte a sɛkɛ̃. 
1TI.1.2	Nkɔa mmɛna nɔ Timoteo, kĩ ɔnyɛ yĩ obi nɛ katɛkado kamɛ. Mawã kĩ Baguma boe Ɔlɛga, mɔ Kristo Yesu boe Ɔlate bɛmɔ mi kɔnya, bɛkɛna mi sɛmɛ kalɛ, bɛkpa mi lukudɔ lɛmɛ.
1TI.1.3	Mawɛ kĩ buki kadzi nɛ Efeso ndɛ ayekĩ nwɛ ntomɛna nɔ sɛkɛ̃ nɛ lɔkɔ a kĩ ndzakũ manaa Makedonia a. Bati badi deĩ nɛ awã kĩ batsa fɔvã fɔtsa nɛ Kristo katɛkado a akũ, ade kɛnɛ kĩ ate awɛ nɛ be akũ a. 
1TI.1.4	Bi be kĩ bɛfɔ̃ lɔkɔ kade kabula nɛ atitifɔ fɔlɛtsa mɔ bawanyɔ bawanyɔ kasinu katokɔ̃ fɔtsa katsa awɛ. Fɔlɛtsa kĩĩ bamɛ katsa ayamɛna fɔlɛtsa kavɛlɛ nɛ bati kayite. Foe bamɛ lɛnyɛ́ Baguma nhihiɛ kĩ ɛkɛna. Katɛkado odi kamɛ bɔatsã kanyi foe. 
1TI.1.5	Lɛtsa a kĩ de sũ makpa nɔ mbla kĩĩ nyɛ kĩ kɛnɛ kĩ bɔanyi ɔdɔ a kĩ eto ɔwɔlɛ kpalɛwa, adzuni kpalɛwa mɔ katɛkado wĩ kamɛ. 
1TI.1.6	Lɛmɛ bati badi muniki nɛ fɔtsa kĩĩ liti, foesũ bɛyɛla osi wĩ a, ade bɛkɔa be lɔkɔ bɛkpa fɔlɛtsa kavɛlɛ mɔ fɔkɔasiatsa kalɛ a. 
1TI.1.7	Bawɛ kĩ banya Mose mbla fɔtsa batsanɛ. Lɛmɛ baánu be mɔawɛ fɔlɛtsa a kĩ balɛ, ĩye fukĩ bɛtɛ bido mɔ ɔsĩ mɔ ɔsĩ a kayɔ malo.
1TI.1.8	Boe flee bunyina kĩ Mose mbla a nɛnɛ, ntɛ bɔakɛna nɛ ye akũ ndɛ ayekĩ fɔfɛta a. 
1TI.1.9	Kɛnɛ kĩ bɔate anɛ kĩ bɛtákɛna mbla bɛkpa bati wĩ, mbom bikĩ bafum Baguma mbla, bikĩ bideĩ atɔ ɔsĩ, bikĩ bɛnyɛ tɔkpa bakɛnanɛ, bikĩ binyína Baguma, mɔ bikĩ tɔkpa yi be kamɛkamɛ. Badi lɛmɛ nyɛ bikĩ bɛláa katɛkado kadima kamɛ, bikĩ bakɔ be balɛga mɔ bama, mɔ awudifɔ. 
1TI.1.10	Bati bɛbã lɛmɛ nyɛ bikĩ bɛkɔa akũ bɛkpa linyolewɛ mɔ litsolewɛ, banyole kĩ bawamɔ akũ, bati kĩ bapili bati kanɔ, bavãlɛvã, bikĩ balɔ fubo kama fɔvã, mɔ be flee a kĩ bitómɔ fɔtsa wĩ a katsa. 
1TI.1.11	Fɔtsa katsa kĩĩ a deĩ nɛ Kalɛ Wĩ a kĩ bɛkɔa bido nɛ yĩ awɛ kĩ nlɛ a kamɛ. Kalɛ Wĩ a to Baguma a kĩ bɔakɔa obu mɔ nhila kakpa a sɛkɛ̃.
1TI.1.12	Nláapuli ĩnyɛ boe Ɔlate Yesu Kristo kɔlɛ nɛ kɔbɛ̃ a kĩ ɛkpa yĩ nnɛɛ makɛna adzuma wĩ kĩĩ akũ. Manyɛ ye kɔlɛ kĩ ɛmɔ́ kĩ nkpɔla sũ ɛpau yĩ kĩ nkɛna ye adzuma, 
1TI.1.13	titɔ kĩ nɛ lɔkɔ lidi kamɛ ni, nsupa ye, ntomɔ ye liti, nvũna ye malo. Lɛmɛ Baguma mɔ́ yĩ kɔnya, kitonɛkĩ nɛ lɔkɔ a na kamɛ ni, ntátɛ ye ndo ade ntányi lɛtsa a kĩ de nkakɛna a. 
1TI.1.14	Ade boe Ɔlate mɔ́ yĩ kɔnya pii, ɛfɔ̃ nna katɛkado mɔ ɔdɔ kĩ fɔnyɛ boe fude nɛ ɔmɔa kakɛna mɔ Kristo Yesu kamɛ.
1TI.1.15	Fɔlɛtsa a kĩ malɛ nɛ awĩ a nyɛ ɔnɔkɔali kalɛ paa, kĩ kɛnɛ kĩ bati bɛtɛ ke bido. Ade foe nyɛ kĩ Kristo Yesu ya nɛ katinya kĩĩ kamɛ kĩ yayaatɛ tɔkpa bakɛnanɛ. Yĩ nyɛ ɔkpade flefle nɛ be kamɛ. 
1TI.1.16	Lɛmɛ Baguma mɔ́ yĩ kɔnya ayekĩ Kristo Yesu aapuli ɛkɔa yĩ a kĩ ĩnyɛ tɔkpa ɔkɛnanɛ flee a, ɛtsa bati bɛmɔ́ ayekĩ edeĩ ɔwɔlɛ bɔɛɛ, lɔkɔa bikĩ bayatɛ ye bido a bɛna nkpã kĩ ɛla kawũna a. 
1TI.1.17	Mifɔ̃ bɔkɔa obu mɔ kamu bɔkpa boe Lɛgã kĩ edzi kito titiiti a, kĩ bɔámɔ mɔ anɛ, kĩ ye odi keĩ nyɛ Baguma a daa daa. Fɔya lɔmɔ.
1TI.1.18	Yĩ obi Timoteo, kɔdɛ a kĩ makpa nɔ nɛ awĩ a tsɛ̃ nɛ katɛ mɔ fɔlɛtsa a kĩ Baguma onukpɛ̃ banyɛnɛ lɛ nɛ nɔ akũ biyi a akũ. Kɔa fɔlɛtsa kĩĩ kakɛna ndɛ kawũkanɔ fɔtsa lɔkɔa kanɔ kawũ a kanɔ wĩ. 
1TI.1.19	Pi nɔ katɛkado nɛ Kristo kamɛ mɔ ɔwɔlɛ kamɛ kakpalɛ kalɛ mɔ ɔsĩ mɔ ɔsĩ. Bati badi tátse be tɔwɔlɛ kamɛ kɔdɛ ade bɛyɛla be katɛkado a. 
1TI.1.20	Be kamɛ badi nyɛ Himenaio mɔ Aleksandro, kĩ nvɛlɛ be sɔtɔ, nkɔa be ndo nɛ Abonsam awɛ. Fukĩĩ aafɔ̃ bɛfɔ̃ fubusuotsa kalɛ nɛ Baguma akũ.
1TI.2.1	Fɔtsa fɔtɔnyade kĩ mawɛ kĩ mikɛna nyɛ kĩ mibɔa mpaɛ nɛ bati flee lɔlɔ. Mikaavia mi fɔtsa sĩwa mɔ be fude flee katomɛna Baguma sɛkɛ̃, mikaanyɛ ye kɔlɛ nɛ be flee lɔlɔ. 
1TI.2.2	Mikaabɔa mpaɛ kakpa fɔgã mɔ bikĩ bɛdzɛ̃ nɛ bati onukpɛ̃, ayekĩ bɔ́adzi kulokulo nɛ lukudɔ kamɛ, lɔkɔa bupuli busum Baguma nɛ obu kamɛ. 
1TI.2.3	Fukĩĩ nɛnɛ, fɔade Baguma boe Ɔtɛnɛ a kawɔlɛ, 
1TI.2.4	kitonɛkĩ yawɛ kĩ odi nyɛ odi ɛna katɛ lɔkɔa enu ɔnɔkɔali a kayɔ. 
1TI.2.5	Nɛ ɔnɔkɔali kamɛ ni, Baguma mɔapɛ deĩ, ade ayea lɛmɛ lɛma ɔkplanɛ mɔapɛ deĩ nɛ Baguma mɔ batidziwa kayite a. Ade ye nyɛ Kristo Yesu a. 
1TI.2.6	Ade ye lɔkɔa ye akũ ɛbɔa afɔliɛ nɛ bati flee lɔlɔ a. Ade fukĩĩ atsa kĩ lɔkɔ wĩ a kĩ Baguma lɛ eyi kĩ yaatɛ katinya kamɛ bati flee a wo ɔtɔ a. 
1TI.2.7	Ade fukĩĩ sũ Baguma do yĩ ndɛ fɔtɔ ɔnyanɛ mɔ fɔtsa ɔtsanɛ nɛ bikĩ bɛnyɛ́ Yudafɔ sɛkɛ̃ kĩ nde lɛtsã nɛ katɛkado mɔ ɔnɔkɔali kalɛ a akũ. Nnɛ́ fɔvã mama, ɔnɔkɔali kalɛ malɛ.
1TI.2.8	Nɛ asɔli adi nyɛ adi kamɛ ni, banyole a bɛnya bikĩ be tɔwɔlɛ kamɛ kpalɛ kĩ baapuli bɛdɛla akpɔ nɛ ode bɛbɔa mpaɛ kĩ kalɔkpa ĩye ɔdzɛ lɛláa be kamɛ. 
1TI.2.9	Mawɛ lɛmɛ kĩ batsole bɛdɔla be akũ, bidzi tilima nɛ osi kĩ fɔláatsɔlɛ anɛ akũ. Fɔnɛ́nɛ kĩ basui tɔlɔ nɛ kahɛhɛ kamɛ, bido sika ngbã mɔ fɔtsa kĩ fɔtɛ kɔya. Bɛtado tɛtadiɛ kĩ tatɛ kɔya lɛmɛ. 
1TI.2.10	Mbom be fɔtsakɛlawa fɔnya fɔtsa wĩ ndɛ batsole kĩ bɛkɔa be akũ bɛkpa Baguma. 
1TI.2.11	Kɛnɛ kĩ batsole bɛdɔla be akũ, bitse kulokulo bɛkɔlɛ fɔtsa. 
1TI.2.12	Ntákpa be osi kĩ batsa banyole fɔtsa ĩye kĩ bɛnya banyole akũ, mbom kɛnɛ kĩ bisua onukpɛ̃ bidzi kulokulo. 
1TI.2.13	Kitonɛkĩ Adam Baguma nya lɔtɔ ɛbɔa fɔmɔ ɛyakɛna Eva. 
1TI.2.14	Ade nnɛ́ Adam Abonsam kɛ, mbom otsole a ɛkɛ ade ɛfɔ̃ efum Baguma mbla a. 
1TI.2.15	Lɛmɛ otsole aana nkpã nɛ ye kɔma kamɛ ntɛ edzi nɛ katɛkado mɔ ɔdɔ kamɛ, ɛkɛna ye akũ yedede nɛ akũ kadɔla kamɛ lɛmɛ.
1TI.3.1	Fɔnyɛ ɔnɔkɔali kĩ ntɛ oti odi awɛ kĩ yanya asɔli lɔtɔ ɔnyanɛ ni, adzuma wĩ liti etomɛna. 
1TI.3.2	Kɛnɛ kĩ asɔli lɔtɔ ɔnyanɛ ɛnya oti kĩ nfumusu lɛláa ye akũ, kĩ ɛkɔã ɔtsɔ̃ mɔapɛ, ye adzuni waa yedede, yapi ye akũ ade bati akpa ye obu a. Kɛnɛ kĩ ɛnya oti kĩ yapuli katɛ banɔvɔɛ̃ ade yapuli katsa fɔtsa a. 
1TI.3.3	Kɛtánɛ kĩ ɛnya bavɛ owuganɛ ĩye oti kĩ ye anɛ kamɛ tádɔ, mbom kɛnɛ kĩ ɛnya oti kĩ ɛdɔ, kĩ yaákɛna ɔdzɛ, ade ɛlá anɛngbã nɛ sika akũ a. 
1TI.3.4	Kɛnɛ kĩ epuli ɛdãmɛna ye tɔtɔ akũ kadãmɛna wĩ, lɔkɔa ye babi bibu fɔkɔ nɛ osi nyɛ osi akũ. 
1TI.3.5	Kitonɛkĩ ntɛ onyole lápuli ɛdãmɛna ye tɔtɔ akũ ni, nde yaapuli ɛkpã Baguma asɔli a? 
1TI.3.6	Kɛnɛ kĩ ɛnya oti kĩ ebuna owi nɛ asɔli a kamɛ, ntɛ nnɛ́ aye ni yaadɛla ye akũ nɛ ode, lɔkɔa fɔtsã lukũta kamɛ ɛyaatɔ ndɛ ayekĩ fɔya fɔkpa okesĩnɛ a. 
1TI.3.7	Kɛnɛ kĩ ɛnya oti kĩ bikĩ bɛnyɛ́ batɛ badonɛ a malo abɔa ye dĩ wĩ, ayekĩ ɛláado ye akũ kɔnyɔã lɔkɔa ewo nɛ okesĩnɛ a awɛ kamɛ.
1TI.3.8	Ade aye lɛmɛ kɛnɛ kĩ asɔli lɔtɔ banyanɛ babumɛnanɛ a malo banya bati kĩ bideĩ ɔbla wĩ mɔ ɔnɔkɔali a. Bɛnya bati kĩ baáwuga bavɛ ade bɛlá anɛngbã nɛ sika lɛmɛ akũ. 
1TI.3.9	Kɛnɛ kĩ bapi katɛkado fɔlɛtsa wĩ a kĩ bɛnyɛ bɛtsa a bidomɔ akũ mɔ ɔsĩ mɔ ɔsĩ, bidzi mɔ tɔwɔlɛ kpalɛwa. 
1TI.3.10	Ade kɛnɛ kĩ basɔ be bɛdã nɛ asɔli tudzuma tidi kakɛna kamɛ. Ntɛ bɛkpɔla ni, baapuli bɛkɛna adzuma ndɛ lɔtɔ banyanɛ babumɛnanɛ aye. 
1TI.3.11	Kɛnɛ kĩ batsɔ̃ malo bɛna tɛbla wĩ, kĩ bɛtanya bati kĩ balɛ bati akũ fɔlɛtsa. Bɛnya batsole kĩ baámɔa bavɛ kawuga, kĩ badi ɔnɔkɔali nɛ lɛtsa nyɛ lɛtsa kakɛna kamɛ. 
1TI.3.12	Dã kĩ babumɛnanɛ kĩĩ be kamɛ odi nyɛ odi deĩ ɔtsɔ̃ mɔapɛ, epuli yadãmɛna ye babi mɔ tɔtɔ kamɛ bati flee akũ kadã wĩ. 
1TI.3.13	Babumɛnanɛ a kĩ bakɛna be adzuma kakɛna wĩ a deĩ kadzakɔ̃ wĩ nɛ bati anɛ, ade baapuli bɛna ɔwɔlɛ kɔbɛ̃ bɛlɛ kɔdzɛla nɛ be Kristo Yesu katɛkado akũ a.
1TI.3.14+1TI.3.15	Titɔ kĩ matsɛlɛ ovoli kĩĩ mma nɔ malo ni, nlamɛna osi kadã kĩ maayasɛla nɔ nɛ lɔkɔ lukũ kamɛ. Lɛmɛ matsɛlɛ ye ayekĩ ntɛ nkpa liti ni, aanyi ayekĩ bati bipi be akũ nɛ Baguma asɔli a kamɛ. Ade asɔli a nyɛ bikĩ bɛtɛ Baguma a kĩ edzi nkpã daa bido, kĩ fɔnyɛ luku kĩ lɛnɔnɛ ɔnɔkɔali a. 
1TI.3.16	Nɛ ɔnɔkɔali kamɛ ni, kalɛ a kĩ bɛkɔa bɛkɔla nɛ Baguma ɔsum kamɛ a nyɛ kalɛ kpale kĩ odima lɛláapuli esĩ ke. Ade foe nyɛ kĩ,
1TI.3.16	“Kristo ya nɛ katinya kamɛ ndɛ otidziwa aye
1TI.3.16	Baguma Hũhũ a nyɛ ɛtsa kĩ oti kpalɛwa yanɛ.
1TI.3.16	Ode fɔtɔ banyanɛ mɔ́ ye,
1TI.3.16	ade bide lɛtsã nɛ ye akũ nɛ fude fude kamɛ a.
1TI.3.16	Bɛtɛ ye bido nɛ katinya kamɛ flee,
1TI.3.16	ade Baguma bɔɛ ye ɛnamɛna ode nɛ kukũkpalɛ kamɛ a.”
1TI.4.1	Hũhũ Kpalɛwa a nyɛ ɛtsa yededeede kĩ, nɛ fuwi nkaɛ a kamɛ ni, bati badi aafɔnɛ ɔnɔkɔali katɛkado kĩĩ awɛ bitse hũhũ kpa a kĩ yakɛ bati, mɔ hũhũ kpa fɔtsa katsa. 
