MAT.1.1	Gɛ́ ŋwɛ mabɔ ukwéne antɛ Jisɔs Kras mpyáne mfwa Dɛvid, Dɛvid mpyáne Abraham. 
JUD.1.7	Wyɛmbɔ ntó ne ɛpyɛ nya ne bɔɔ́ Sodom ne Gomɔra ne baá malɔ ayifɔ ayi álu kwɔ́kwɔ́lé ne áji. Ɛbwɔ́ ábɛ́lege nya ubɛle tametame ne apyɛɛ́ ubobo unó bi akwaá álá bɔɔ́ fɔ́ mampyɛ wɔ́. Getú ɛyigémbɔ, Ɛsɔwɔ alwɛɛ́ áji ne mewɛ ɛwé ɛlá ɛ́nómégé. Ɛsɔwɔ apyɛmbɔ nnó akwélé ɛsé ako mbeé né genó ɛyi gepyɛ nya ne ɛbwɔ́.
JUD.1.8	Wyɛmbɔ ntó ne bɔɔ́ abi álu bíbí né mbwa ɛnyú ájɔ́gé nnó Ɛsɔwɔ alɛrege ɛbwɔ́ unó né amɛ geja. Getú ɛyigémbɔ, ápyɛɛ́ unó bi uchɔɔ́ menyammyɛ bwɔ́. Ánógé fɔ́ bɔɔ́ kpakpa ne ájɔ́gé mejɔɔ́ mebomebo ne uto bi ákpakpa né mfaánebuú. 
JUD.1.9	Yɛ́ gébégé ɛkiɛ́nné Ɛsɔwɔ ɛwé kpaá ɛwé ɛkamege nnó Mikɛl ɛ́wamege ne danchɔmeló gétúgé geŋkwɔ́gé Mosis ɛsɛ fɔ́ utó né amu jií ɛjɔɔ́ mejɔɔ́ mebomebo ne danchɔmeló wɔ́, ɛjɔɔ́ lé nnó Ata anya wɔ́. 
JUD.1.10	Yɛ́mbɔ bɔɔ́ bina ájɔ́gé mejɔɔ́ mebomebo né unó bi ɛbwɔ́ álá ákágé ula. Ne ápyɛɛ́ unó ɛké menya mewaá. Yɛ́ndégenó ɛyi gekwɔme ɛbwɔ́ mekpo apyɛ pyɛ. Ne ɛlé wyɛ unó bina ne uwane ɛbwɔ́. 
JUD.1.11	Ɛbɔɔ́ nyɛ ne ɛbwɔ́ néndé ɛbwɔ́ ákwɔlé gekage nekɛne Ken muú abɔ́ áwáné meŋmo wuú. Ájinte gemɛge bwɔ́ ákwɔlé meti ɛwé ábɔɔ́ nsa ápyɛ ubobo unó wyɛ ndɛre Balam abɔ́ apyɛɛ́. Ɛbwɔ́ áshya manwú ne Ɛsɔwɔ, ndɛre Kora abɔ́ apyɛɛ́. Ne ndɛre Kora ágboó, mbɔntó ne ɛbwɔ́ ágboó nyɛ. 
JUD.1.12	Ɛbwɔ́ álú ɛké upwapwane unó né geluage nyú gébégé déké dényɛɛ́ ɛpaá menyɛɛ́ gejeé. Ɛbwɔ́ ányɛɛ́ menyɛ́ gefɔɔ́ ɛyi gegboó mmyɛ. Alú áteé ɛlé unɛ ɛbi bwɔ́. Alú ntó ɛké geko ɛyigé mbyo akpane geji gela gekwene manaá. Ne ɛké unɔɔ́ ɛbi ula uwɔme umpome gébégé unɔɔ́ uko uke uwɔme. Álu ɛké unɔɔ́ ɛbi ágoó ubi ne makaka. Ágboó negbo ndɔ ɛpea. 
JUD.1.13	Ɛbwɔ́ álu ɛké ŋgbannyi ɛbɛɛ́ mega. Ne gabo ayi ɛbwɔ́ ápyɛ álú ɛké gefwene ɛyi ŋgbannyi metometo atene né mapea mewaá ne mmyɛ ɛgboó fɔ́ bwɔ́. Ɛbwɔ́ álú ɛké bɔ danji abi ályaá malu bwɔ́ ájyɛɛ́ malu ayi cha. Ɛbwɔ́ bina, melu ɛwé Ɛsɔwɔ ábelé ɛbwɔ́ ɛlé ɛmpinya gemua ɛyi gelá gebyɛ tɛ kwyakwya. 
JUD.1.14	Ɛnɔk ayi agbeé upyáne ukeneama mbaá Adam, abɔ́ ajɔɔ́ mɛ nya ató ne bɔɔ́ bina aké, “Wugé Ata achwɔɔ́ nyɛ ne bɔ dɛle bɔ dɛle makiɛ́nné ukpea jií. 
JUD.1.15	Asɔɔ́ nyɛ mpa bɔɔ́ ako. Agare bɔɔ́ abi álá kágé ji nnó ákwe mpa gétúgé gabo ayi ɛbwɔ́ ápyɛɛ́ ne mejɔɔ́ mebomebo ɛwé ɛbwɔ́ ájɔɔ́ ne Ɛsɔwɔ.”
JUD.1.16	Bɔɔ́ bina áshulege bɔɔ́ abifɔ ndo, ne yɛ́ genó ɛyi gekwanege ɛbwɔ́ metɔɔ́ gepɔ́. Ápyɛ lé ubobo unó bi ugɔɔ́ ɛbwɔ́ matɔɔ́, álú bɔɔ́ gempɔge. Ne áké álɔgé gélɔge mejɔɔ́ ne muú ɛbyɛnnó akɛlege nnó asɛ genó ɛta wuú.
JUD.1.17	Yɛ́mbɔ aŋmɛ ba abi gejee, ɛnyú debɔ́ mantégé unó bi nya áŋgbá Ata sé Jisɔs Kras ajɔɔ́. 
JUD.1.18	Ɛbwɔ́ ájɔɔ́ nya áké, “Né kwyakwya gébé, bɔɔ́ abi ájwane nyɛ ɛnyú gétúgé depɔré Ɛsɔwɔ ɛtiré ɛnyú dékwɔlegé áchwɔɔ́ nyɛ. Ne ápyɛ nyɛ lé ubobo unó bi ugɔɔ́ ɛbwɔ́ metɔɔ́, ɛbi Ɛsɔwɔ álá kɛlege.” 
JUD.1.19	Bɔɔ́ bina ne áchwɔɔ́ nyɛ ne aŋgya né geluage nyú, ɛbwɔ́ ápyɛɛ́ lé unó bi bɔɔ́ mme ápyɛ, ɛbi usɛlé utó bwɔ́ néndé Mendóo Ɛsɔwɔ ɛpɔ́ ɛbwɔ́ mmyɛ. 
JUD.1.20	Yɛ́mbɔ, aŋmɛ ba, pyɛgé nnó metɔɔ́ ɛwé ɛnyú defyɛ né unó bi Ɛsɔwɔ jimbɔɔ́ alɛre ɛnyú ɛwéne. Ɛnyú deké denɛnemmyɛ, gɔ́gé Mendoó Ukpea ɛlɛré ɛnyú meti. 
JUD.1.21	Belege geŋwágé nyú gebɛ gefɔɔ́ ɛyigé Ɛsɔwɔ ákágé lɛrege ɛnyú gejeé jií ndɛre dégile galɔ́gálɔ́ ayi Ata sé Jisɔs Kras nnó achwɔge agɛ ɛnyú meshwɛ, ɛnyú debɔ geŋwá ɛyi gélágé byɛ́ fɔ́. Ji apyɛ nyɛ mbɔ gétúgé ji agboó ne ɛnyú.
JUD.1.22	Gɛge meshwɛ ne bɔɔ́ abi álú ne dembyɔ né unó bi ɛbwɔ́ áfyɛɛ́ metɔɔ́ wyɛɛ́. 
JUD.1.23	Poógé abifɔ, défere ɛbwɔ́ átane né mmu mewɛ ɛ́kágé ásɔɔ́. Ne mbaá abifɔ ntó, gɛge ɛbwɔ́ meshwɛ, yɛ́mbɔ sɛgé gébé nnó ɛkágé gabo bwɔ́ áchálé ɛnyú. Págé yɛ́ bɛ́ ɛlé mandeé ayi bɔɔ́ abi ápyɛ yɛ́ndé gabo áfyɛɛ́ néndé gabo ayi ɛbwɔ́ ápyɛ áchɔ mɛ mandeé yimbɔ.
JUD.1.24	Matame mabɛ ne Ɛsɔwɔ muú akage poó ɛnyú nnó ɛ́kágé dékwe né gabo. Ji ákage pyɛ ɛnyú détɛne cho né mbɛ ushu wuú. Deké degɛne gekpɛkpɛ ɛ́nógé wuú matɔɔ́ agɔɔ́ ɛnyú mmu. 
JUD.1.25	Jimbií ne alú Ɛsɔwɔ Menchyɛ́ geŋwá né gétúgé genó ɛyigé Ata sé Jisɔs Kras apyɛɛ́. Nnɛnemmyɛ nnó bɔɔ́ ánógé Ɛsɔwɔ, Ɛsɔwɔ mbií ne abɔɔ́ ɛshyɛ ne uto uko tɛ ula ulɔɔ́, nana, ne tɛ kwyakwya Amɛn.
REV.1.1	Né mmu ŋwɛ yina ne ásamé unó bi Jisɔs Kras alɛré. Ɛsɔwɔ apyɛ Jisɔs akaá unó bina nnó alɛ́ré baá défwɛ bií unó bi uchwɔ pyɛ nana. Jisɔs Kras atɔ́ ɛkiɛ́nné wuú nnó ɛjyɛ ɛpyɛ maá utɔɔ́ wuú Jɔn akaá unó bina. 
REV.1.2	Ne Jɔn agaré unó bina uko wyɛ ndɛre ji agɛné. Genó ɛyigé ji asamé ɛlé meko mejɔɔ́ ayi Ɛsɔwɔ ajɔɔ́ ne wáwálé ayi Jisɔs Kras alɛré né genó ɛyi ji agare. 
REV.1.3	Ɛsɔwɔ ájé muú ayi akuú ŋwɛ yina ayi agaregé unó bi upyɛɛ́ mbɔ nana ne ɛbi upyɛ nyɛ meso gébé, ne ájé ntó yɛ́ndémuú ayi awúu unó bi ásamé wyɛ ne apyɛ́ɛ ubi. Néndé gébé ɛyigé unó bi upyɛ́ɛ nyɛ géla kwɔ́kwɔ́lé.
REV.1.4	Me Jɔn ne nsamé ŋwɛ ayina ntɔme ɛta nyú machomele bɔɔ́ Ɛsɔwɔ akénéama ayi álú né gebagé mewaá Ɛsya.
REV.1.4	Nnɛnemmyɛ nnó Ɛsɔwɔ álɛ́régé ɛnyú galɔ́gálɔ́, ápyɛ ɛnyú débɛ́ né nesɔ. Ɛsɔwɔ muú alu nana, muú abɔ alu mɛ, ne muú achwɔɔ́ nyɛ ne mandoó akeneama ayi álu né mbɛ geluɔge gefwage jií chóncho ne 
REV.1.5	Jisɔs Kras, muú álú toŋese ntɛ́sɛ́ ne maá mbɛ ayi akwilé né negbo, ne muú alú nana, mfwa kpaá mbaá afwa mme, álɛ́régé ɛnyú galɔ́gálɔ́, apyɛ ɛnyú débɛ né nesɔ. Matame mabɛ ne ji muú abɔɔ́ wyɛ gejeé ne ɛsé ne aferé ɛsé né gabo gétúgé manoó mií ami machyɛɛ́ mme. 
REV.1.6	Ne apyɛ ɛsé déla bɔɔ́ abi ágbárege gefwa ne ji ne apyɛ ntó ɛse déla ampyɛ́ɛ upɛ abi ápyɛ́ɛ utɔɔ́ Ntɛ wuú Ɛsɔwɔ. Ŋgɔ́ ne utó úbɛ́ ne ji tɛ kwyakwya ne kwyakwya. Amɛn
REV.1.7	Gɛ́ge, ji achwɔ́ɔ nyɛ né mmu gekógé mfaánebuú ne yɛ́ndémuú agɛne nyɛ ji. Yɛ́ ɛ́bɛ́lé bɔɔ́ abi ájomé ji áwané. Ne bɔɔ́ mme meko álili nyɛ gétúgé ɛfwyale ɛwé ji achyɛge nyɛ ɛbwɔ́ ɛ́bɛ́ mbɔ. Amɛn.
REV.1.8	Ata Ɛsɔwɔ aké, “Me ne nlú muú mbɛ ne ayi kwyákwyá.” Me ne alú, “Muú ayi alú nana, ne ayi abɔ́ alú ne ayi achwɔ́ɔ nyɛ. Ɛsɔwɔ ayi Apwɔɔ́ amu.”
REV.1.9	Me Jɔn, meŋmɛ́ nyú né ɛchomelé bɔɔ́ Jisɔs, gétúgé me ntó nchome mmyɛ ne Jisɔs, ne ngɛne ntó ɛfwyale wyɛ ndɛre ɛnyú. Me nlú ntó muú ama wyɛ ndɛre ɛnyú né gefwa ɛyigé Ɛsɔwɔ ágbárege ne nkógé metɔɔ́ wyɛ ndɛre ɛnyú mpwa fɔ́. Ábɔ́ ábú me mfɛ́ né melɔ metɔɔ́ nnyi ɛwé ákuú nnó Patmɔs gétúgé ngárege mekomejɔɔ́ Ɛsɔwɔ ne wáwálé ayi Jisɔs alɛré né genó ɛyi ji agaré. 
REV.1.10	Né bií uwyaá ɛbi úlú bií Ata, Mendoó Ukpea ɛchwɔ́ me mmyɛ ne nwú gekpɛ́kpɛ́gé meko fɔ ndɛre atané me né meso ɛké meko mbá. 
REV.1.11	Aké, “Sá unó uko ɛbi ɔgɛné nyɛ né mmu ŋwɛ, ɔtɔ́ mbaá machomele bɔɔ́ Ɛsɔwɔ akénéama ayi álú né umɛ́ malɔ yina: Ɛfɛsɔs, Smyna, Pɛgamɔn, Tayatira, Sadis, Filadelfya ne Laodisha.”
REV.1.12	Ne mbwɔ́légé mmyɛ mangɛ́ muú ayi ajɔ́ge me mejɔɔ́ né meso, ngɛ́ uluɔ́ mátúlékáŋ ukénéama ɛbi akwyɛ ne gul. 
REV.1.13	Né metɔɔ́ metɔɔ́ uluɔ́ ɛbimbɔ, ngɛ́ muú fɔ ndɛre atɛné ɛké maá ntɛ mekwaá. Afyɛ́ nku metyɛ́metyɛ́ ayi akwɔné ji uka. Ne ani gebagé ndeé ɛyi gégɛ́nege ɛké gul, génɔ ji né gebómé. 
REV.1.14	Mejwyɛ wuú ɛlú pópó ɛké néwúné ugoó, yɛ́ ɛké makaŋkoma ne amɛ jií agɛ́nege ɛké nénɔ́mé mewɛ. 
REV.1.15	Uka bií ushwánege ɛké afyaákó ayi ásɔɔ́ né mewɛ, atilé ashwánege manémané. Meko wuú awyale ɛké nekɔné nnyi nekwene mbɔ, chuchu. 
REV.1.16	Agbaré ambe akénéama né ɛgbɛ ɛbwɔnyɛ wuú ne aparanja ayi achyaá magbɛ apea atané ji né meno. Ushu bií ugɛnege ɛké ŋmɛɛ́ metɔɔ́ ŋwɔmesé.
REV.1.17	Ngɛge ji, nkwɛ ji né uka ɛké muú ayi agboó. Anyaá ɛbwɔnyɛ wuú anere me mmyɛ aké, “Ɔfɔge, me ne nlú muú mbɛ ne ayi kwyakwya. 
REV.1.18	Me nlú mebɛ, me mbɔ ngbo, ne gɛ menlú mebɛ tɛ kwyakwya ne kwyakwya. Me nwyaá uto mampyɛ bɔɔ́ abi ágboó ákeré né geŋwá wyɛ ndɛre muú ágbárege bɔ agbɔ́gɔ́lɔ́ manené melɔ áwuú bɔɔ́.
REV.1.19	“Sá yɛ́ unó bi wɔ ɔgɛné; ɛbi upyɛ mbɔ nana choncho ne ɛbi upyɛɛ́ nyɛ meso gebé. 
REV.1.20	Gɛ genó ɛyi gebɔ gelu bibií, ɛyi getome ne ambe akénéama ayi ɔgɛne me ngbare né ɛbwɔnyɛ wa ne uluɔ matúlékáŋ ukénéama ɛbi akwyɛɛ́ ne gul. Ambe yimbɔ akénéama atɛne mbaá makiɛ́nné Ɛsɔwɔ akénéama ayi alú né machomele bɔɔ́ Ɛsɔwɔ akénéama. Ne uluɔ matúlékáŋ ɛbimbɔ ukénéama utɛne mbaá machomele bɔɔ́ Ɛsɔwɔ akénéama.”
REV.2.1	Muú ayi me ngɛne né ama gejya aké, “Sá ŋwɛ yina ɔtɔ́ mbaá ɛkiɛ́nné Ɛsɔwɔ ɛwé ɛchomele bɔɔ́ Ɛsɔwɔ né melɔ Ɛfɛsɔs.
REV.2.1	“Garé ɛbwɔ́ ɔké, gɛgé mekomejɔɔ́ ɛyi ɛtane mbaá muú ayi agbaré ambe akénéama né ɛbwɔnyɛ wuú ne akɛne né metɔɔ́ metɔɔ́ uluɔ́ mátúlékáŋ ukenéama ɛbi akwyɛɛ́ ne gul. 
REV.2.2	Me nkaá unó uko ɛbi ɛnyú dépyɛ́ɛ, mengɛ́ utɔɔ́ bi ɛnyú depyɛ ne ɛshyɛ ne metɔɔ́ ɛwé dékogé délá dépwaá, nkaá nnó ɛnyú dékií fɔ́ bɔɔ́ abo, ne ɛnyú démua bɔɔ́ abi áké álú áŋgbá Jisɔs, dégɛ́ nnó ápɔ́, álú bɔɔ́ gebyɔ́. 
REV.2.3	Ɛnyú dekóge matɔɔ́, ne dégɛ́ne ɛfwyale né gétú ya, dépwaá fɔ́. 
REV.2.4	Yɛ́mbɔ gɛ́ge genó ɛyigé nshulege ɛnyú ndo wyɛ na. Ɛnyú débɔɔ́ sé gejeé ne me ndɛre depyɛɛ́ mbɛmbɛ wɔ́. 
REV.2.5	Fɛrege dégɛ́ mati ayi ɛnyú depyɛɛ́ gyɛɛ́. Dékwɔ́ré matɔɔ́ nyú dépyɛɛ́gé unó bi ɛnyú debɔ mbɛ depyɛɛ́ mɛ. Dela depyɛ mbɔ wɔ́, me nchwɔ́ fere nyɛ geluɔ́gé ɛtúlékáŋ nyú né geluɔ́ge machomele bɔɔ́ Jisɔs. 
REV.2.6	Yɛ́mbɔ, gɛ́ge genó gelɔ́gélɔ́ ɛyigé ɛnyú depyɛ na, ɛnyú dekií fɔ́ ubóbó unó bi bɔɔ́ ɛkwɔ Nikolatan ápyɛ wyɛ ndɛre me nla nkií.
REV.2.7	“Muú ayi awya matu awú genó ɛyigé Mendoó Ukpea ɛjɔɔ́ge mbaá machomele bɔɔ́ Jisɔs.
REV.2.7	“Ne yɛ́ndémuú ayi ammyɛ kpaá apwɔ́ɔ gabo, me nchyɛge nyɛ ji ɛbwɔ́nyɛ nnó anyɛ́ umpome genɔɔ́ ɛyi gechyɛge geŋwá ɛyi gélágé byɛ́. Genɔɔ́ ɛyimbɔ gewɛne né melɔ́ Ɛsɔwɔ.”
REV.2.8	Ama ajɔɔ́ aké, “Sa ŋwɛ ayina ɔtɔ́ mbaá ɛkiɛ́nné Ɛsɔwɔ ɛwé ɛchomele bɔɔ́ Ɛsɔwɔ né melɔ́ Simina.
REV.2.8	“Garé ɛbwɔ́ ɔké, gɛ́ge mekomejɔɔ́ ɛyi ɛtane mbaá muú ayi álú ula ulɔɔ́ ne kwyakwya, ji ayi abɔ agboó ne akwilé né negboó. 
REV.2.9	Me nkaá ɛfwyale ɛwé ɛnyú degɛ́ne ne gekpo ɛyi ɛnyú délú yɛ́mbɔ ɛnyú dewyaá gefwa. Nkaá ndɛre bɔɔ́ áchɔɔ́ ɛnyú mabɔ. Ɛbwɔ́ ájɔ́gé ake alú bɔɔ́ Jus ne ápɔ́, álú lé bɔɔ́ danchɔmeló. 
REV.2.10	Ngarége ɛnyú nnó défɔ́gé fɔ́ ɛfwyale ɛwé ɛnyú déchwɔɔ́ dégɛ, danchɔmeló apyɛɛ́ nyɛ áfyɛ ɛnyú abifɔ né denɔ, nnó ammua agɛ ufɔɔ́ bɔɔ́ abi ɛnyú delú ne degɛne nyɛ ɛfwyale né ndɔ ɛfya. Fyɛge wyɛ matɔɔ́ ne me yɛ́ ɛbɛ́ ɛlé negbo ne ɛnyú degbóo. Ne me nchyɛge nyɛ ɛnyú nsa ayi alu geŋwá ɛyi gélágé byɛ́.
REV.2.11	“Muú ayi awyaá matu awú genó ɛyigé Mendoó Ukpea ɛjɔgé né machomele bɔɔ́ Ɛsɔwɔ.
REV.2.11	“Ne yɛ́ndémuú ayi ammyɛ apwɔɔ́ gabo, agboó fɔ́ negboné ndɔ ɛpea.”
REV.2.12	Ama ajɔɔ́ aké, “Sa ŋwɛ ayina ɔtɔ mbaá ɛkiɛ́nné Ɛsɔwɔ ɛwé ɛchomele bɔɔ́ Ɛsɔwɔ né melɔ Pɛgamɔn.
REV.2.12	“Gare ɛbwɔ́ ɔké, gɛge meko mejɔɔ́ ayi atane mbaá muú ayi awyaá aparanja yimbɔ ayi achyaá magbɛ ápeá. 
REV.2.13	Me nkaá nnó ɛnyú dejwɔlege né mbaá ayi danchɔmeló muú álú mfwa ájwɔlege, yɛ́mbɔ dénógé wyɛ mabɔ ma ne déshá fɔ́ mankamé depɔré ɛtiré détomé ne me, yɛ́ gébégé áwáne Antipas né geluage nyú, ji muú agaré mekomejɔɔ́ wa wáwálé kpaá tɛ ji agbóo. 
REV.2.14	Yɛ́mbɔ gɛ́ unó bi me nshulegé ɛnyú ndo wyɛ na; bɔɔ́ fɔ alú né geluage nyú abi akwɔlegé unó bi Balam alɛré. Ji alɛré Balak ndɛre ápyɛ ne ate bɔɔ́ Isrɛli ápyɛ́ɛ gabo. Apyɛ ɛbwɔ́ anyɛɛ́ menyɛɛ́ upɛ ayi áchyɛ mbaá aló uka, ne apyɛ ntó ɛbwɔ́ ánane manane tametame. 
REV.2.15	Ne bɔɔ́ abifɔ ntó álú né geluagé ɛnyú abi akwɔlegé unó bi bɔɔ́ ɛkwɔ Nikolatan álɛrégé. 
REV.2.16	Kwɔ́rege matɔɔ́ nyú, délyaá gabo, délá dépyɛɛ́ mbɔ wɔ́, me nchwɔɔ́ wáwá mamyɛ umyɛ ne bɔɔ́ bimbɔ ne aparanja yimbɔ ayi atanégé me meno.
REV.2.17	“Muú ayi awyaá matu, awú genó ɛyi Mendoó Ukpea ɛjɔ́gé né machomele bɔɔ́ Ɛsɔwɔ.
REV.2.17	“Muú ayi ammyɛ kpaá apwɔɔ́ gabo, me nchyɛge ji menyɛɛ́ mfaánebuú ayi ábelé bíbí. Me nchyɛge ji ntó ntaá ɛniné pópó ne mabo makɛ ami asamé mfaá néní. Ne yɛɛ́ muú ayi akágé mabo ami bɔ apɔ, ɛkose muú ayi asɛle ntaá ɛníné mbɔ ne akaáge.”
REV.2.18	Ama ajɔɔ́ aké, “Sa ŋwɛ yina ɔtɔ mbaá ɛkiɛ́nné Ɛsɔwɔ ɛwé ɛchomele bɔɔ́ Ɛsɔwɔ né melɔ Tayatira.
REV.2.18	“Garé ɛbwɔ́ ɔké, gɛge mekomejɔɔ́ ayi atane mbaá Maá Ɛsɔwɔ, muú amɛ ji agɛnege ɛké nenɔme mewɛ ne uka bií ushwanege ɛké afyaá ako ayi atilé agɛnege mané mané. 
REV.2.19	Me nkaá unó bi ɛnyú dépyɛɛ́, nkaá gejeé ɛyigé ɛnyú debɔɔ́ ne me, ne metɔɔ́ ɛwé ɛnyú défyɛ ne me. Nkaá ndɛre ɛnyú dépoógé atɛ ne ndɛre dékoógé matɔɔ́ déla dépwá fɔ́. Nkaá nnó unó bi ɛnyú dépyɛɛ́ nana upwɔ ɛbi ɛnyú debɔ dépyɛɛ́ mbɛmbɛ gébégé défyɛɛ́ matɔɔ́ ne me fyɛɛ́. 
REV.2.20	Yɛ́mbɔ, gɛgé genó ɛyigé me nshulege ɛnyú ndo wyɛ na: Ɛnyú délyaá Jɛsɛbɛl, maá mendée ayi abyɔge gebyɔ nnó ji alú muú ɛkpávé Ɛsɔwɔ, abwɔlé bɔɔ́ utɔɔ́ ba né unó bi ji alɛrege, ánane manané tametame ne anyɛ́ menyɛɛ́ upɛ ayi áchyɛ́ mbaá aló uka. 
REV.2.21	Me nchyɛ ji gébé nnó akwɔré metɔɔ́ wuú, alyaá ɛno ɛwé ji anyɛɛ́ yɛ́mbɔ ashya manlyaá. 
REV.2.22	Gétú ɛyigémbɔ me mpyɛɛ́ nyɛ ji akwe nemeé, ne bɔɔ́ abi ábɛ́lege ne ji mpyɛɛ́ nyɛ ɛbwɔ́ agɛ́ ɛfwyale dɔɔ́ mbɔgé álá ákwɔré matɔɔ́ bwɔ́ ályaá gabo ayi ɛbwɔ́ ápyɛɛ́ wɔ́. 
REV.2.23	Ne me nwáne nyɛ bɔɔ́ abi ákwɔlege unó bi ji alɛrege, ne bɔɔ́ ɛchomele Jisɔs ako ákage nyɛ nnó me ne nlú muú ayi akágé depɔ́ ɛtire délú akwaá né matɔɔ́ ne ufɛre ɛbi ɛbwɔ́ áfɛrege. Ne ndɛre muú apyɛ gabo, mbɔntó ne nchyɛgé ji ɛfwyale.
REV.2.24	“Yɛ́mbɔ ɛnyú ako abi délú né melɔ Tayatira abi déla kwɔlege unó uboubo bina ɛbi bɔɔ́ abifɔ akuú nnó anɔɔ́ unó danchɔmeló, mpɔ sé ne metuú ɛwé cha ɛwé nnɛrege ɛnyú mekpo, 
REV.2.25	ɛkosé mangaré ɛnyú nnó dégbare unó bi défyɛɛ́ metɔɔ́ wyɛɛ́ chánchá kpaá tɛ me nchwɔɔ́. 
REV.2.26	Ne muú ayi ammyɛ apwɔɔ́ gabo, ne apyɛɛ́ utɔɔ́ ba ndɛre nkɛ́lege kpaá tɛ kwyakwya nchyɛge ji uto nnó abɛ mfwa mbaá malɔ mme mako. 
REV.2.27	Ne ágbarege nyɛ ɛbwɔ́ ne amu matomato wyɛ ndɛre Ntɛ wa áchyɛɛ́ me utó, ne áchɔgerege nyɛ ɛbwɔ́ ubauba ɛké unje mesɛɛ́. 
REV.2.28	Ne nchyɛge nyɛ ji membe ayi agɛnege né gejɛjɛge bií.
REV.2.29	“Muú ayi awyaá matu, awú genó ɛyigé Mendoó Ukpea ɛjɔgé mbaá machomele bɔɔ́ Ɛsɔwɔ.”
REV.3.1	Ama ajɔɔ́ aké, “Sa ŋwɛ yina ɔtɔ mbaá ɛkiɛ́nné Ɛsɔwɔ ɛwé ɛchomele bɔɔ́ Ɛsɔwɔ né melɔ Sadis.
REV.3.1	“Garé ɛbwɔ́ ɔke, gɛge mekomejɔɔ́ ayi atane mbaá muú ayi abɔɔ́ mandoó akénéama ayi ápyɛɛ́ utɔɔ́ Ɛsɔwɔ ne ambe akénéama, nkaá unó bi ɛnyú dépyɛɛ́. Bɔɔ́ ágɛ́gé ɛnyú áké délú abɛ sanji degbo. 
REV.3.2	Kwilege tɛ́né, défyɛ ɛshyɛ mampyɛge unó bi ɛnyú déle délyaá mampyɛge nnó ɛ́kágé dékpɛ délyaá kaŋka, nénde ngɛ nnó utɔɔ́ nyú úlú dantɛne cho né mbɛ ushu Ɛsɔwɔ. 
REV.3.3	Tɛge yɛ́ unó bi alɛre ɛnyú ne ndɛre déwuú, kwɔrege matɔɔ́ nyú dekwɔlege unó bimbɔ cháŋéné. Mbɔgé dékwilé tɛné wɔ́, nchwɔɔ́ nyɛ ɛta nyú ɛké menjo né gébé ɛyigé ɛnyú délá kaágé. 
REV.3.4	Yɛ́mbɔ ukɛke bɔɔ́ abifɔ alú né geluage nyú né melɔ Sadis abi álá ágilé fɔ́ mawule ɛbwɔ́ wɔ́, mmyɛke áchɔ fɔ́ menyammyɛ ɛbwɔ́ ne gabo wɔ́. Ɛbwɔ́ afyɛɛ́ nyɛ mandée pópó akɛne ne me nénde ákwane mambɛ bɔɔ́ ba. 
REV.3.5	Ne muú ayi ammyɛ kpaá ápwɔɔ́ gabo, áfyɛɛ́ nyɛ ji mandeé pópó ɛke ɛbwɔ́. Ne me mferege fɔ mabɔ ɛbwɔ́ né mmu ŋwɛ ayi asamé mabɔ bɔɔ́ abi awyaá geŋwá ɛyi gélágé byɛ́. Ne me ngarége nyɛ gbɔŋɔnɔ né mbɛ ushu Ntɛ wa ne makiɛ́nné jií ntó nnó, ji alú muú wa.
REV.3.6	“Muú ayi awyaá matu awú genó ɛyi Mendoó Ukpea ɛjɔ́ge mbaá machomele bɔɔ́ Ɛsɔwɔ.”
REV.3.7	Ama ajɔɔ́ aké, “Sa ŋwɛ yina ɔtɔ mbaá ɛkiɛ́nné Ɛsɔwɔ ɛwé ɛchomele bɔɔ́ Ɛsɔwɔ né melɔ Filadelfya.
REV.3.7	“Garé ɛbwɔ́ ɔké, gɛgé mekomejɔɔ́ ayi atane mbaá muú ukpea ayi muú akage neré metɔɔ́ ne ji. Ji ne ágbaré agbɔ́gɔ́lɔ́ mfwa Dɛvid ayi achyɛge ji uto mamgbaré gefwa ndɛre mfwa Dɛvid. Ne ánénege menombi yɛ́ muú ayi akáge gbɛ ɛwú apɔ́, agbɛge ntó menombi yɛ́ muú ayi akáge nené ɛwú apɔ́. 
REV.3.8	Me nkáge unó bi ɛnyú dépyɛɛ́. Gɛge me nnɛne mbɔ ɛnyú menombí ne yɛ́ muú ayi ákagé gbɛ ɛwú apɔ́. Nkaá nnó ɛnyú dépɔ fɔ́ né ɛshyɛ, yɛ́mbɔ ɛnyú dékwɔlege wyɛ unó bi me nlɛre délú danshyá nnó dékaágé fɔ́ me. 
REV.3.9	Wúgé! Bɔɔ́ danchɔmeló abi ábyɔge gebyɔ nnó álú bɔɔ́ Jus ne ápɔ́, mpyɛ nyɛ ɛbwɔ́ ato mano né mbɛ ushu nyú, ne ákaá nnó me mbɔ gejeé ne ɛnyú. 
REV.3.10	Ɛnyú dékwɔlege wyɛ unó bi ngaré ɛnyú nnó dékoge metɔɔ́ gétú ɛyigémbɔ, mento mpyɛ nyɛ nnó ɛnyú dékpɛgé fɔ́ ne ɛfwyale ɛwé ɛchwɔɔ́ nyɛ né mme meko. Ɛfwyale ɛwémbɔ ɛlú ɛlé mamua bɔɔ́ mme meko. 
