MAT.1.1	Inan binndi kollooji inɗe maamiraaɓe Iisaa Almasiihu, dimaaɗo ley lenyol Daawda, taan Ibrahiima:
3JN.1.1	Miin mawɗo kawrital goonɗinɓe winndi ɓataaki ki yaade to Gayus sakiike am korsuɗo mo njiɗirmi goonga.
3JN.1.2	Sakiike am korsuɗo, miɗo yeloo faa tawee huunde fuu na wooɗi e maaɗa, aɗa wondi e cellal du hono no hakkillo maa selliri ni. 
3JN.1.3	Mi seyake sanne nde sakiraaɓe woɓɓe ngari kaalani kam no tinnoriɗaa e goonga e no njokkirɗaa ɗum ni. 
3JN.1.4	Seyo fuu ɓuranaa kam ko nanumi ɓiɓɓe am ina njokki goonga.
3JN.1.5	Sakiike am korsuɗo, ko mballataa sakiraaɓe men ɗuum, fay si wo ɓe jananɓe to maaɗa,
3JN.1.6	Ɓe kaalii haala njinngu maaɗa yeeso kawrital goonɗinɓe. A waɗan ko wooɗi si a wallirii ɓe e ko haani e jahaangal maɓɓe, no hawrirta e muuyɗe Laamɗo ni. 
3JN.1.7	Sabo kamɓe, wo saabe Almasiihu ɓe ummorii jahaangal ngaal. Ɓe pilaaki yimɓe ɓe ngoonɗinaay ɓeen mballa ɓe fay huunde. 
3JN.1.8	Ndelle, enen goonɗinɓe Iisaa, eɗen njeyi wallude hono yimɓe ɓeen, faa laatoɗen gollidooɓe e maɓɓe e ley yaajinde goonga.
3JN.1.9	Won ko mbinndanmi kawrital goonɗinɓe, ammaa Diyotoref, jiɗuɗo ardinde hoore muuɗum oon, ina heddii salanaade kam. 
3JN.1.10	Saabe ɗuum, si mi warii fu, mi hollan ko o waɗata ɗuum e no o mbonkortoo min ni. Wanaa ɗum tan: o jaɓɓataako sakiraaɓe jananɓe ɓeen, katin du yiɗuɓe jaɓɓaade ɓe ɓeen, o haɗan ɗum'en, o riiwa ɗum'en e kawrital goonɗinɓe.
3JN.1.11	Sakiike am korsuɗo, taa nyemmbitin ko boni, nyemmbitaa ko wooɗi. Gaɗoowo ko wooɗi fuu wo neɗɗo Laamɗo. Gaɗoowo ko boni anndaa Laamɗo. 
3JN.1.12	Demetirus wo neɗɗo lobbo sabo imo wondi e goonga. Yimɓe fuu ina kaala haala makko lobba. Minen du, miɗen njaɓi ɗum, de aɗa anndi seedaaku amin wo goonga.
3JN.1.13	Ko kaanumi haalande ma ɗuum ina heewi, de mi yiɗaa winndude ɗum fuu e binndirgal. 
3JN.1.14	Miɗo yeloo yiide ma ko ɓadii, kaalden hunnduko e hunnduko.
3JN.1.15	Yigiraaɓe maa wonɓe ɗo ɓeen ina njowte. Njowtanaa kam yigiraaɓe ɓeen fuu gooto gooto. Jam wondu e maaɗa.
JUD.1.1	Ɓataaki ki to am ƴuuri, miin Yahuuda maccuɗo Iisaa Almasiihu. Mi minyoo Yaakuuba. Miɗo jowta on, onon ɓe Laamɗo Baaba meeɗen noddi, horsini, ɓe Iisaa Almasiihu reenata. 
JUD.1.2	Laamɗo hebbin on yurmeende e jam e njinngu.
JUD.1.3	Sakiraaɓe am horsuɓe, miɗo yiɗunoo faa sanne winndande on dow kisindam ɗam kawtuɗen. Ammaa joonin mi yi'ii ina tilsi mi winnda faa mi suusina on ndaranoɗon goonɗinal kalfinaangal seniiɓe nde wootere faa abada. 
JUD.1.4	Sabo bonɓe woɓɓe ina coorii e kawrite goonɗinɓe tawee taykaaka. Jukkungo muɓɓen winndaama gilla ko ɓooyi. Ɓe kulataa Laamɗo. Iɓe oonya moƴƴere Laamɗo faa ɓe keɓa gollude muuyɗe ɓalli cemtiniiɗe. Iɓe njedda Joomiraaɗo men Iisaa Almasiihu Joomii en gooto oon.
JUD.1.5	Joonin, miɗo yiɗi miccintinde on ko annduɗon faa laaɓi: Joomiraaɗo dannii yimɓe muuɗum to leydi Misira toon. De sakitii o halki ɓe ngoonɗinaay e ley maɓɓe ɓeen. 
JUD.1.6	Miccitoɗon du no maleyka'en woɓɓe muurtiri, keddaaki ley keerol baawɗe ɗe Laamɗo darnannoo ɗum'en, de njoppi joonnde muɓɓen. Saabe ɗum, Joomiraaɗo watti ɓe ley nimre faa kiite nyannde darngal, geƴƴirii ɓe geƴƴelle duumiiɗe. 
JUD.1.7	Hono noon du, Sodoma e Gomoora e gure piiliiɗe ɗum'en ngaɗiri jeenu no maleyka'en ɓeen ngaɗiri ni, ɗe mbuurdiino e muuyɗe terɗe ɗe kaanaa waɗeede. De ɗum laatanii yimɓe fuu sappangol jukkungo yiite duumiinge ngeen.
JUD.1.8	Wooɗi, wo hono noon sooriiɓe e mooɗon ngaɗirta. Ko ɓe nji'ata ley koyɗi maɓɓe na nanna ɓe ley tuuninde terɗe maɓɓe. Iɓe kuyfina hoorewaaku
JUD.1.9	Fay Miikaa'iilu, mawɗo maleyka'en oon, jaɓaay mbonkaade Ibiliisa hono noon. Nde kanko e Ibiliisa ngaɗidinnoo jeddi dow mooɓeede ɓanndu Muusaa ndeen, o jaɓaay saraade ɗum, de ko o wi'i ɗum tan wo: «Joomiraaɗo fele.» 
JUD.1.10	De yimɓe ɓeen kaa ina mbonkoo kulle ɗe anndaa. Ɓe ummodake e muuyɗe terɗe maɓɓe, nga'uɗe hono muuyɗe daabaaji ladde ni, de ɗuum woni ko halkata ɓe. 
JUD.1.11	Halkere woodanii ɓe koy! Ɓe njokkii laawol Kayiinu.
JUD.1.12	Iɓe laatii masiiba wakkati kawroton faa nyaamdon ley njinngu, sabo iɓe nanndi hono tefaaje gonɗe ley maayo kalkooje laanaaji. Ɓe cemtataa ko ɓe njeyaaka ley ɗoon. Wooɗi du, ko'e maɓɓe tan ɓe killaa. Wo ɓe duule ɗe ngalaa ndiyam ɗe keni coggata. Wo ɓe leɗɗe ƴaamnde ɗe ngalaa ɓiɓɓe ɓoreteeɓe, ɗoofaaɗe, baatuɗe fey. 
JUD.1.13	Wo ɓe bempeƴƴe maayo manngo nyannguɗe, iɓe ƴuufinira noon nguufo golleeji maɓɓe cemtiniiɗi. Wo ɓe koode jiilotooɗe. Nimre ɓurnde fuu niɓɓude ɓe ndesanaa faa abada.
JUD.1.14	Henok, taaniiyo njeɗɗaɓo ley ƴuwdi Aadama oon, sappakeno kabaaru maɓɓe gilla ko ɓooyi, wi'i:
JUD.1.14	«Ndaaree, Joomiraaɗo ina warda e maleyka'en muuɗum seniiɓe ujunaaje ujunaaje
JUD.1.15	faa saroo yimɓe fuu.
JUD.1.15	O hollitan bonɓe ɓeen golle muɓɓen fuu no foti bonde,
JUD.1.15	o hollitan ɓe haalaaji nyaaɗuɗi ɗi luttooɓe yeddooɓe Laamɗo ɓeen kaali dow muuɗum fuu.»
JUD.1.16	Yimɓe ɓeen wo ŋurŋurtooɓe. Iɓe nji'a boofi woɓɓe e huunde fuu. Iɓe njokka muuyɗe terɗe maɓɓe. Daaɗe maɓɓe na mawnitoroo ƴukkinaare. Iɓe mana woɓɓe faa ɓe keɓa ko ɓe njiɗi.
JUD.1.17	Ammaa onon sakiraaɓe am horsuɓe, miccitee haalaaji ɗi nulaaɓe Joomiraaɗo men Iisaa Almasiihu ɓeen cappinoo ɗiin. 
JUD.1.18	Ɓe mbi'ii on: «E cakitte jamaanu, jalnortooɓe yimɓe, jokkuɓe muuyɗe terɗe muɓɓen bonɗe ngarowan.» 
JUD.1.19	Kamɓe ngoni senndooɓe yimɓe. Wo adunaaru tan ɓe miilotoo. Ruuhu Laamɗo walaa e maɓɓe. 
JUD.1.20	De onon kaa sakiraaɓe am horsuɓe, nyiɓee nguurndam mooɗon dow goonɗinal mooɗon ceniingal faa sanne ngaal. Ngonee e ŋaaraade Laamɗo dow baawɗe Ruuhu Ceniiɗo. 
JUD.1.21	Keddee e njinngu Laamɗo tawa oɗon ndoomi yurmeende Joomiraaɗo meeɗen Iisaa Almasiihu yaaroore on to nguurndam nduumiiɗam. 
JUD.1.22	Njurmee yimɓe wonɓe e ley sikki-sakka. 
JUD.1.23	Ndippitee, mburtinee woɓɓe e yiite, ndannon ɗum'en. Woɓɓe du, njurmee ɗum'en tawee oɗon kulana ko'e mooɗon. Nyiddon fay saayaaji ɗiin, taa muuyɗe ɓalli maɓɓe tuunɗe ɗeen ndaaɓa on.
JUD.1.24	Laamɗo ina waawi reenude on e fergaade, ina waawi waddude on faa ndaroɗon yeeso teddeengal muuɗum, tawee feloore fuu walaa e mooɗon, wo on weltiiɓe. 
JUD.1.25	Teddeengal e manngu e semmbe e laamu ngoodan mo, kanko Laamɗo gooto kisinirɗo en Iisaa Almasiihu Joomiraaɗo meeɗen oon, gilla fuɗɗoode, faa joonin, faa abada abadin! Aamiina.
REV.1.1	Dewtere nde ina hawrunduri kulle ɗe Iisaa Almasiihu ɓangini. Laamɗo ɓanginani mo kulle ɗe faa o holla maccuɓe muuɗum ko ɓadii laataade. Iisaa nuli maleyka muuɗum to maccuɗo muuɗum Yuhanna, de humpiti ɗum kulle ɗe. 
REV.1.2	Yuhanna du seedake konngol Laamɗo, kam e goonga mo Iisaa Almasiihu waddi. O haali ko o yi'i fuu. 
REV.1.3	Barke woodanii neɗɗo fuu jannguɗo dewtere annabaaku nde. Barke du woodanii neɗɗo fuu kettindaniiɗo nde de jokki ko winndaa e mayre ɗuum, sabo wakkati mo kulle ɗeen ngaɗata oon ɓadake.
REV.1.4	Miin Yuhanna, miɗo winndana kawrite goonɗinɓe jeɗɗi gonɗe e leydi Aasiya. Wo on keɓu moƴƴere e jam ƴuuruɗe to Laamɗo gonɗo, gonnooɗo, gonoowo oon, e ƴuuruɗe to ruuhuuji jeɗɗi gonɗi yeeso jooɗorgal laamu makko ɗiin. 
REV.1.5	Wo on keɓu moƴƴere e jam ƴuuruɗe to Iisaa Almasiihu, seedee koolniiɗo, artiiɗo iirtineede hakkunde maayɓe, dawranoowo kaanankooɓe adunaaru ndu.
REV.1.5	Kam yiɗi en de haɓɓiti en e hakkeeji meeɗen saabe ƴiiƴam muuɗum ndufaaɗam. 
REV.1.6	O hokki en laamu, o waɗi en almaami'en faa ngollanen Laamɗo Baabiiko oon! Teddeengal e baawɗe ngoodan Iisaa faa abada! Aamiina.
REV.1.7	Ndaaree, imo wara e duule.
REV.1.7	Yitere fuu yi'an mo,
REV.1.7	fay yuwnooɓe mo ɓeen.
REV.1.7	Lenyi adunaaru fuu mboyran mettorgal saabe makko.
REV.1.7	Wo ɗum laatoro noon! Aamiina.
REV.1.8	Laamɗo Joomiraaɗo, gonɗo, gonnooɗo, gonoowo, Jom baawɗe fuu oon, wi'i:
REV.1.8	—Miin woni arandeejo, miin woni cakitotooɗo.
REV.1.9	Miin Yuhanna, wo mi sakiike mooɗon, kawtuɗo e mooɗon torraaji, kawtuɗo e mooɗon laamu Iisaa Almasiihu, munyidinɗo e mooɗon munyal makko. Mi riiwaama ruunde
REV.1.10	E ley Nyalaande Joomiraaɗo ndeen,
REV.1.11	ina wi'a:
REV.1.11	—Ko nji'ataa ɗuum, waɗu ɗum dewtere, de nuldaa nde kawrite goonɗinɓe jeɗɗi ɗeen: kawrite gonɗe Efeesu e Simirna e Pergamon e Tiyatira e Sardis e Filadelfi e Lawdikiya.
REV.1.12	Njeeƴiimi yalla miɗo yi'a kaaldoowo e am oon. Nde njeeƴinoomi ndeen, mi yi'ii fitillaaji kaŋŋe jeɗɗi. 
REV.1.13	Hakkunde fitillaaji ɗiin ina woodi goɗɗo nannduɗo e ɓii-Aadama, ina ɓornii saaya njuutuka, ina haɓɓi kaɓɓorgol kaŋŋe e becce muuɗum. 
REV.1.14	Leeɓi hoore makko ndawni far hono haabu, naa hono jalbugol daandorgal ni. Gite makko na njayna hono ɗemle yiite. 
REV.1.15	Koyɗe makko ina ɗelkira no njamndi mboɗeeri jalbirta si waɗaama e yiite faa wojji coy ni. Katin du daande makko ina wa'i hono duko ndiyeele keewɗe. 
REV.1.16	Imo jogorii junngo makko nyaamo ngoon koode jeɗɗi. Kaafaahi ki kunnduɗe muuɗum ɗiɗi fuu mbeli ina wurtoo e hunnduko makko. Yeeso makko ina ɗelkira hono naange yayniroowe haddi baawɗe muuɗum fuu.
REV.1.17	Nde nji'unoomi mo ndeen, caamumi yeeso makko hono wo mi maayɗo. Ammaa o yowi junngo makko nyaamo dow am, o wi'i:
REV.1.17	—Taa hulu! Miin woni arandeejo, miin woni cakitotooɗo, 
REV.1.18	miin woni buurɗo oon. Mi maayiino, ammaa inani kam miɗo wuuri faa abada. Miɗo tiigii baawɗe dow maayde e laakara fuu. 
REV.1.19	Ndelle, winndu ko nji'uɗaa ɗuum, ko waɗata joonin ɗuum e ko waroyta yeeso. 
REV.1.20	Inan maanaa sirri koode jeɗɗi ɗe nji'uɗaa e junngo am nyaamo ɗe, kam e fitillaaji kaŋŋe jeɗɗi: koode jeɗɗi ɗeen wo maleyka'en kawrite goonɗinɓe jeɗɗi ɗeen. Fitillaaji kaŋŋe jeɗɗi ɗiin wo kawrite goonɗinɓe jeɗɗi ɗeen.
REV.2.1	—Winndan maleyka kawrital goonɗinɓe gonngal Efeesu, mbi'aa:
REV.2.1	«Inan haalaaji jogiiɗo koode jeɗɗi e junngo muuɗum nyaamo, jahoowo hakkunde fitillaaji kaŋŋe jeɗɗi:
REV.2.2	Miɗo anndi golle maa e no tinnoriɗaa ley tampiri. Miɗo anndi munyal maa. Miɗo anndi a munyantaa bonɓe, a ndaartindake wiitotooɓe wo nulaaɓe ɓeen, de tawuɗaa ɓe fenooɓe. 
REV.2.3	A jom munyal, a ronndake tiiɗallaaji saabe innde am, de ɗum fuu, a selaay jokkude goonga. 
REV.2.4	Ammaa miɗo felire ɗum ɗo: a yoppii njinngu maa ngu njoginoɗaa arande nguun. 
REV.2.5	Ndelle miccita no ngorrunoɗaa gilla a saamaay. Tuubu, ngolliraa no ngollirtaano arande ni! Si wanaa ɗuum, si a tuubaay, mi waran to maa mi itta fitilla maa e nokku muuɗum.
REV.2.6	Ammaa miɗo yardorii maa ɗum ɗo: aɗa wanyi golleeji jokkuɓe Nikolay
REV.2.7	Jom nowru fuu, nana ko Ruuhu haalanta kawrite goonɗinɓe ɗuum! Jaaliiɗo fuu, mi hokkan ɗum nyaamude ɓiɓɓe lekki nguurndam ndariiki ley aljanna Laamɗo kiin.»
REV.2.8	—Winndan maleyka kawrital goonɗinɓe gonngal Simirna, mbi'aa:
REV.2.8	«Inan haalaaji arandeejo e cakitotooɗo, maaynooɗo de iirtii oon:
REV.2.9	Miɗo anndi torra maaɗa e talkaaku maaɗa, tawee le a jom jawdi. Miɗo anndi no wiitotooɓe wo Alhuudiya'en de nganaa ɓeen mbonkortoo on. Wo ɓe kawrital rewooɓe Seyɗaani. 
REV.2.10	Taa hulu torra ɓadiiɗo hewtude ma. Ndaar, Ibiliisa ɓadake faɗɗude woɓɓe maaɗa ley kasu faa filoo jarribaade ma. A torrete balɗe sappo. Laatoɗaa koolniiɗo faa e maayde, de mi hokke nguurndam nduumiiɗam laatane kufune jaalorgal. 
REV.2.11	Jom nowru fuu, nana ko Ruuhu haalanta kawrite goonɗinɓe ɗuum! Jaaliiɗo fuu, maayde ɗiɗaɓerde ndeen meemataa ɗum.»
REV.2.12	—Winndan maleyka kawrital goonɗinɓe gonngal Pergame, mbi'aa:
REV.2.12	«Inan haalaaji jogiiɗo kaafaahi ki kunnduɗe muuɗum ɗiɗi fuu mbeli:
REV.2.13	Miɗo anndi nokku ɗo koɗuɗaa, ɗo Seyɗaani laamii ɗoon. E noon fu, aɗa tinnii e innde am. A yankiraay goonɗinde kam fay wakkati nde Antipas seedee am koolniiɗo oon waranoo ley maaɗa ndeen. Wo ɗo Ibiliisa jooɗii. 
REV.2.14	Ammaa ina woodi pelooje seeɗa ɗe njoganimaami: aɗa munyana yimɓe wonɓe hakkunde maaɗa haɓɓiiɓe e jannde Balaama. Kam janngini Balak ferginde Israa'iilankooɓe, ɓe nyaama teewuuji cakkanaaɗi tooruuji, ɓe njeena du. 
REV.2.15	Woɓɓe maaɗa du na njokka yimɓe Nikolay. Jannde maɓɓe fuu wo fotu bonde. 
REV.2.16	Ndelle tuubu. Si wanaa ɗum, mi waran to maa joonin, mi haɓira e maɓɓe kaafaahi ngonki e hunnduko am ki. 
REV.2.17	Jom nowru fuu, nana ko Ruuhu haalanta kawrite goonɗinɓe ɗuum! Jaaliiɗo fuu, mi hokkan ɗum nyaamdu suuɗiindu wi'eteendu ‹manna›. Mi hokkan ɗum kaaƴel danewel du. Dow kaaƴel ngeel innde heyre ina winndaa nde fay gooto anndaa si wanaa kokkaaɗo ɗum.»
REV.2.18	—Winndan maleyka kawrital goonɗinɓe gonngal Tiyatira, mbi'aa:
REV.2.18	«Inan haalaaji Ɓii Laamɗo mo gite muuɗum njalbirta hono ɗemle yiite, mo koyɗe muuɗum ɗelkirta hono njamndi mboɗeeri ciiwaandi ni:
REV.2.19	Miɗo anndi golleeji maa e njinngu maa e goonɗinal maa e ballal ngal ngaɗanɗaa woɓɓe, kam e munyal maa. Miɗo anndi golleeji maa cakitiiɗi ɓuri arandeeji ɗiin heewude. 
REV.2.20	Ammaa miɗo felire ɗum ɗo: aɗa munyana Yesabel, debbo biitotooɗo wo annabaajo oon. Imo wosina maccuɓe am, imo janngina ɗum'en fijirde e nyaamude teewuuji cakkanaaɗi tooruuji. 
REV.2.21	Mi hokkii mo wakkati no o tuubira, ammaa o yiɗaa tuubude e fijirde makko ndeen. 
REV.2.22	Saabe majjum mi faɗɗan mo dow leeso naawalla. Fijidooɓe e makko ɓeen du, si tuubaay e golle makko, mi torran ɗum'en torraaji mawɗi. 
REV.2.23	Mi halkan ɓiɓɓe makko du. Ndeen kawrite goonɗinɓe ɗeen fuu anndan miin woni ndaartintooɗo hakkillooji e ɓerɗe. Katin du mi yoɓan gooto mooɗon fuu haddi golle muuɗum. 
REV.2.24	Ammaa onon yimɓe Tiyatira heddiiɓe ɓe njokkaay laawol ngol ɓeen, ɓe ngolliraay ko woɓɓe mbi'ata ‹sirriiji Seyɗaani lugguɗi›, miɗo wi'a on: mi yowataa dow mooɗon donngal gonngal 
REV.2.25	si wanaa tinnoɗon e ko njogiɗon ɗuum faa nde ngarumi. 
REV.2.26	Jaaliiɗo – ɗum woni gaɗoowo muuyɗe am faa yehi timmoode oon – mi hokkan ɗum baawɗe dow laamorɗe adunaaru. 
REV.2.27	Jaaliiɓe ɓeen ndurdan ɗe e sawru njamndi, pusiran ɗe hono no looɗe pusirta ni. 
REV.2.28	Mi hokkan ɗum'en baawɗe, hono no Baaba am hokkiri kam miin du. Mi hokkan ɓe hoodere fajiri ndeen du. 
REV.2.29	Jom nowru fuu, nana ko Ruuhu haalanta kawrite goonɗinɓe ɗuum!»
REV.3.1	—Winndan maleyka kawrital goonɗinɓe gonngal Sardis, mbi'aa:
REV.3.1	«Inan haalaaji jogiiɗo ruuhuuji Laamɗo jeɗɗi e koode jeɗɗi:
REV.3.1	Miɗo anndi golle maa. Aɗa wi'ee a buurɗo, tawee le a maayɗo. 
REV.3.2	Hakkil! Cemmbinɗinaa seeɗa mo njogiɗaa oon gilla waataay, sabo mi tawaay golle maa ina kiɓɓi yeeso Laamɗo am. 
REV.3.3	Ndelle, miccita no keɓirɗaa e no nanirɗaa Kabaaru Lobbo oon. Tuubu, de ngolliraa ɗum. Si a hakkilaay, mi wardan hono no gujjo ni, de a anndataa wakkati mo ngarammi maɓɓude ma. 
REV.3.4	Ammaa, aɗa woodi ɗo Sardis ɗoon yimɓe ɓe tuuninaay kaddule muɓɓen. Ɓe ɓornoto kaddule daneeje ɓe njaada e am, sabo iɓe poti e majjum. 
REV.3.5	Hono noon jaaliiɗo fuu ɓornortoo kaddule daneeje. Abada mi tosataa innde muuɗum e dewtere nguurndam ndeen. Mi seedoto imo jeydaa e am yeeso Baaba am e maleyka'en muuɗum. 
REV.3.6	Jom nowru fuu, nana ko Ruuhu haalanta kawrite goonɗinɓe ɗuum!»
REV.3.7	—Winndan maleyka kawrital goonɗinɓe gonngal Filadelfi, mbi'aa:
REV.3.7	«Inan haalaaji ceniiɗo goongante, tiigiiɗo cokitirgal Daawda. Si o omtii, fay gooto ommbataa. Si o ommbii, fay gooto omtataa.
REV.3.8	Miɗo anndi golle maa. Ndaar, mi omtii dammbugal yeeso maa ngal fay gooto waawaa ommbude. Aan e famɗude semmbe fuu, a haybii konngol am, a yankiraay innde am. 
REV.3.9	Haya, mi neldete jeyaaɓe e kawrital rewooɓe Seyɗaani wiitotooɓe wo Alhuudiyankooɓe tawee ɓe fenooɓe, ɓe nganaa. Mi doolɗan ɓe ɓe ngara ɓe cujidowa to koyɗe maa. Ndeen ɓe paaman mi yiɗii ma. 
REV.3.10	A haybii ko njamirmaami ɗuum, a munyii sanne. Saabe ɗum, mi reenete e wakkati nde ɓillaare warata hora adunaaru faa ndaartindoo yimɓe fuu. 
REV.3.11	Mi ɓadake warude. Tinna e ko njogiɗaa ɗuum taa fay gooto teeta kufune maa jaalorgal. 
REV.3.12	Jaaliiɗo fuu, mi waɗan ɗum bimmbeere ley suudu Laamɗo am seniindu. O wurtataako e mayru abada. Mi winndan e dow makko innde Laamɗo am e innde ngalluure muuɗum. Ngalluure ndeen wo Urusaliima keso ƴuuroowo dow kammu to Laamɗo am de jippoo. Mi winndan e dow makko innde am heyre ndeen. 
REV.3.13	Jom nowru fuu, nana ko Ruuhu haalanta kawrite goonɗinɓe ɗuum!»
REV.3.14	—Winndan maleyka kawrital goonɗinɓe gonngal Lawdikiya, mbi'aa:
REV.3.14	«Inan haalaaji bi'eteeɗo Aamiina oon, seedaaku koolniiɗo goongante, mo tageefo oon fuu laatorii saabe muuɗum:
REV.3.15	Miɗo anndi golle maa, a feewaa a wulaa. Wo a laato peewuɗo naa bulɗo! 
REV.3.16	Saabe ko tawaa a feewaa a wulaa ɗuum, hunnduko am tuutete. 
REV.3.17	Aɗa wi'a: ‹Mi jom jawdi, mi hawrundurii jawdi, mi haajaaka fay huunde.› Tawi le, a anndaa wo a mettuɗo hoore, a jurminiiɗo, a talkaajo, a bumɗo, a kolɗo! 
REV.3.18	Miɗo tindine, coodaa to am kaŋŋe laaɓiniraaɗo yiite, faa keɓaa jawdi ngoongalaari. Coodaa to am du kaddule daneeje ɓornoɗaa, faa cuuraa ɓanndu maa ɓoldu nduun e semteende. Katin du, coodaa to am nebbam faa mbujaa gite maa de keɓaa nji'aa. 
REV.3.19	Miin, miɗo fela yimɓe ɓe njiɗumi, miɗo dartina ɗum'en. Ndelle, tinnoɗaa, tuubaa! 
REV.3.20	Inani miɗo darii e dammbugal, miɗo salmina. Neɗɗo fuu nanɗo daande am de omti dammbugal, mi naatan to muuɗum, mi nyaamda e muuɗum, kam du nyaamda e am. 
REV.3.21	Jaaliiɗo fuu, mi hokkan ɗum jooɗodaade e am dow jooɗorgal am laamu, hono no miin du njaaloriimi de njooɗodiimi e Baaba am dow jooɗorgal muuɗum ni. 
REV.3.22	Jom nowru fuu, nana ko Ruuhu haalanta kawrite goonɗinɓe ɗuum!»
REV.4.1	Caggal ɗuum, ƴeewumi, de nji'umi dammbugal ina omtii dow kammu. Daande nde nanunoomi arande wa'unde hono buututal ina haalda e am ndeen, ina wi'a:
REV.4.1	—Ƴeeŋu ngaraa ɗo, faa mi holle ko haani laataade caggal joonin.
REV.4.2	Wakkati gooto Ruuhu heewi kam, de nji'umi jooɗorgal laamu dow kammu. Goɗɗo ina jooɗii dow maggal. 
REV.4.3	Jooɗiiɗo oon, tagaadi muuɗum ina jalbira hono no hayre yaspa, ina wojjitira hono no hayre sardis. Ciiɓociiɓongal ina fiilii jooɗorgal ngaal, ina jalbira hono no hayre emerooda ni. 
REV.4.4	Jooɗorgal ngaal, jooɗorɗe laamu noogay e nay ina piilii ngal. Mawɓe noogayo e nayo ina njooɗii dow majje, ina ɓornii kaddule daneeje, kufuneeje gaɗiraaɗe kaŋŋe ina ngoni e ko'e maɓɓe. 
REV.4.5	Maƴƴe e sawtuuji e diggaali ina njalta e jooɗorgal laamu ngaal. Yeeso maggal ɗoon ina woodi docce jeɗɗi kuɓɓooje. Ɗeen ngoni ruuhuuji Laamɗo jeɗɗi ɗiin. 
REV.4.6	Ko wa'i hono maayo laaɓungo tal nanndungo e daandorgal ina weertii yeeso maggal.
REV.4.6	Ɗakkol jooɗorgal laamu ngaal ina woodi kulle nay buurɗe. Iɗe piilii ngal, iɗe keewi gite yeeso e caggal fuu. 
REV.4.7	Huunde wuurnde arandeere ndeen ina wa'i hono laddeeru. Ɗiɗaɓerde ndeen ina wa'i hono ngaari. Tataɓerde ndeen, yeeso muuɗum ina wa'i hono yeeso ɓii-Aadama. Nayaɓerde ndeen ina wa'i hono ciilal piiroowal. 
REV.4.8	Kulle buurɗe nay ɗeen, gootel fuu ina woodi bippeele jeegom. Bippeele ɗeen ina keewi gite ley e dow fuu. Jemma e nyalooma fuu ɗe celataa yimude, iɗe mbi'a:
REV.4.8	«Ceniiɗo, Ceniiɗo, Ceniiɗo,
REV.4.8	wo Laamɗo Joomiraaɗo jom baawɗe fuu,
REV.4.8	gonnooɗo, gonɗo, gonoowo oon!»
REV.4.9	Kulle buurɗe nay ɗeen ina ndarjina, ina teddina, ina njetta jooɗiiɗo dow jooɗorgal laamu, buurɗo faa abada oon. 
REV.4.10	Nde ɓe ngaɗata ɗum fuu, mawɓe noogayo e nayo ɓeen kippoto e leydi yeeso jooɗiiɗo e jooɗorgal oon, cujidana buurɗo faa abada oon. Iɓe njoƴƴina kufuneeje maɓɓe yeeso jooɗorgal ngaal, iɓe mbi'a:
REV.4.11	«Joomiraaɗo amin, Laamɗo amin,
REV.4.11	aɗa foti heɓude darja e teddeengal e baawɗe,
REV.4.11	sabo aan tagi huunde fuu.
REV.4.11	Wo saabe muuyɗe maa ɗum laatorii,
REV.4.11	wo saabe muuyɗe maa tagirɗaa ɗum.»
REV.5.1	Caggal ɗuum, nji'umi e junngo nyaamo jooɗiiɗo dow jooɗorgal laamu oon dewtere taggaande. Gereeji mayre ɗiɗi fuu ina mbinndaa. Inde ommbiraa takkanɗe maandinaaɗe jeɗɗi. 
REV.5.2	Ndeen nji'umi maleyka jom semmbe ina ƴeewnoo daande toownde, ina wi'a:
REV.5.2	—Moy foti e takkitinde takkanɗe takkaaɗe ɗeen, de omta dewtere taggaande nde?
REV.5.3	Ammaa fay gooto walaa dow kammu, walaa dow leydi, walaa ley leydi baawɗo omtude dewtere taggaande ndeen naa ndaarude ley mayre. 
REV.5.4	Mboyumi bojji cattuɗi, sabo heɓaaka potuɗo omtude dewtere ndeen naa ndaarude ko woni e mayre. 
REV.5.5	Ndeen gooto e mawɓe ɓeen wi'i kam:
REV.5.5	—Taa woy! Inan, laddeeru jeyaandu e lenyol Yahuuda, ƴuurndu e Daawda nduun, jaalake. Kayru waawi omtude takkanɗe takkaaɗe jeɗɗi ɗeen, de omta dewtere ndeen.
REV.5.6	Ndeen nji'umi Jawgel ina darii hakkunde jooɗorgal ngaal. Kulle nay buurɗe ɗeen e mawɓe ɓeen ina piilii ngel. Ingel nanndi e kirsanoongel. Ingel woodi luwe jeɗɗi e gite jeɗɗi. Ɗeen ngoni ruuhuuji Laamɗo jeɗɗi nuleteeɗi e adunaaru ndu fuu. 
REV.5.7	Jawgel ngeel yehi, jaɓowi dewtere taggaande ndeen e junngo nyaamo jooɗiiɗo dow jooɗorgal oon. 
REV.5.8	Ko ngel jaɓi dewtere ndeen ɗuum, kulle nay buurɗe ɗeen e mawɓe noogayo e nayo ɓeen kippii e leydi yeeso maggel. Mono fuu ina woodi hoddu e urdude kaŋŋeere heewnde uurdi, ɗum woni du'aawuuji seniiɓe ɓeen. 
REV.5.9	Heddii iɓe njima jimol kesol, iɓe mbi'a:
REV.5.9	«Aɗa foti e jaɓude dewtere ndeen
REV.5.9	de takkitaa takkanɗe uddiraaɗe nde,
