GEN.1.1	Ekuqalekeni uThixo wadala amazulu nehlabathi.
ROM.6.22	Kaloku ke, nikhululwe nje kuso isono, naza nakhonziswa kuThixo, nìnaso isiqhamo senu sokuba ningcwaliseke; isiphelo ke sibe bubomi obungunaphakade. 
ROM.6.23	Kuba umvuzo wesono kukufa; ke sona isibabalo sikaThixo bubomi obungunaphakade, kuKristu Yesu iNkosi yethu.
ROM.7.1	Anazi na, bazalwana (kuba ndithetha kwabawaziyo umthetho), ukuba umthetho umphatha ngobukhosi umntu ngexesha lonke adla ubomi ngalo? 
ROM.7.2	Kuba umfazi owendileyo, ubotshiwe ngumthetho kwindoda yakhe, lo gama idla ubomi; ukuba ke ithe yafa indoda, ukhululekile kuwo umthetho 
ROM.7.3	Ngoko ke, ukuba úthe waba kuyimbi indoda, yakubon' ukuba indoda yakhe isadla ubomi, kothiwa ngumkrexezikazi. Ke ukuba ithe yafa indoda 
ROM.7.4	Ngoko ke, bazalwana bam, nani n'abulawa nafa kuwo umthetho ngawo umzimba kaKristu, ukuba nibe kuwumbi, kulowo ke wavuswa kwabafileyo, ukuze sixakathe isiqhamo kuThixo thina. 
ROM.7.5	Kuba oko besikwinyama, ukuthabatheka zizono, okube kuxhokonxwa ngawo umthetho, kwakusebenza emalungwini ethu ekuxakatha isiqhamo esisa ekufeni. 
ROM.7.6	Ke ngoku sikhululwe thina kuwo umthetho, safayo nje kwesasibanjwe kuko, ngokokude sikhonze sinobutsha bomoya, singakhonzi sinobudala 
ROM.7.7	Síthini na ke? Umthetho usisono na? Nakanye! Ke ngendingasazanga isono, ukuba bekungengamthetho; kuba nenkanuko ngendingayazanga, ukuba umthetho ubungatshongo ukuthi, Uze ungakhanuki. 
ROM.7.8	Isono ke sizuze ithuba ngawo umthetho, sasebenza ngaphakathi kwam yonke inkanuko; kuba, kungekho mthetho, isono sifile. 
ROM.7.9	Mna ke bendifudula ndiphilile, ungekho umthetho; uthe ke wakufika umthetho, sabuya saphila isono, 
ROM.7.10	ndafa ke mna; waza umthetho obumiselwe ubomi, wafumaneka kum inguwona usingisa ekufeni. 
ROM.7.11	Kuba isono sithe, sizuzé ithuba ngawo umthetho, sandilukuhla, saza ngawo sandibulala. 
ROM.7.12	Ngoko ke umyalelo okunene ungcwele; nomthetho ungcwele, unobulungisa, ulungile.
ROM.7.13	Oko ke kulungileyo kwaba kukufa na ke kum? Nakanye! Saye sisisono; ukuze sibonakale sisisono, sisebenza ukufa kum ngoko kulungileyo; ukuze isono ngawo umthetho sibe sisono ngokuncamisileyo.
ROM.7.14	Kuba siyazi ukuba umthetho ungowomoya; ke mna ndingowenyama; kuthengiswe ngam, ndaba phantsi kwesono. 
ROM.7.15	Kuba oko ndikwenzayo andikwazi mna; kuba endikuthandayo, oko andikwenzi; endikuthiyayo, oko ndiyakwenza; 
ROM.7.16	ukuba ke endingakuthandiyo ndenza khona oko, ndivumelana nomthetho ukuba mhle. 
ROM.7.17	Ngoko ke ayisendim osebenza oko, seyisisono esi simiyo ngaphakathi kwam.
ROM.7.18	Kuba ndiyazi ukuba ngaphakathi kwam, oko kukuthi enyameni yam, akumi okulungileyo; kuba ukuthanda kukhó ukubakho oku kum; ke kona ukukusebenza okuhle andikufumani. 
ROM.7.19	Kuba okulungileyo endikuthandayo, andikwenzi; khona okubi, endingakuthandiyo, oko ndiyakwenza. 
ROM.7.20	Ukuba ke endingakuthandiyo mna, ndenza khona oko, ayisendim okusebenzayo oko, seyisisono esi simiyo ngaphakathi kwam.
ROM.7.21	Ndifumana ngoko lo mthetho kum, ukuba kuthi, ndífuna ukukwenza okuhle, kusuke kubekho okubi kum. 
ROM.7.22	Kuba ndikholene nomthetho kaThixo ngokomntu ongaphakathi; 
ROM.7.23	kodwa ndibona mthetho wumbi, emalungwini am, usilwa nomthetho wengqiqo yam, undithimbela emthethweni wesono, lowo usemalungwini am. 
ROM.7.24	Athi ke mna, mntu uludwayi! Azi, ngubani na oya kundihlangula kuló mzimba woku kufa? 
ROM.7.25	Ndiyabulela kuThixo ngoYesu Kristu, iNkosi yethu. Ngoko ke mna ngokwam ngayo ingqiqo okunene ndikhonza umthetho kaThixo; kodwa ngayo inyama 
ROM.8.1	Ngoko ke, ngoku akukho kugwetywa kwabakuKristu Yesu; abangahambiyo ngokwenyama, abahamba ngokoMoya. 
ROM.8.2	Kuba umthetho woMoya wobomi, ndakuba kuKristu Yesu, wandikhulula emthethweni wesono nokufa. 
ROM.8.3	Kuba ekukhohlweni komthetho, ekubeni uswele amandla ngayo inyama, uthe uThixo, ethume owakhe uNyana, efana nenyama 
ROM.8.4	ukuze ibango lomthetho lizaliseke kuthi, thina singahambiyo ngokwenyama; sihambayo ngokoMoya.
ROM.8.5	Kuba abo bangokwenyama banyamekela izinto zasenyameni; abo ke bangokoMoya 
ROM.8.6	Kuba ukunyameka kwenyama ikukufa; ukunyameka ke koMoya bubomi noxolo. 
ROM.8.7	Ngokokuba ukunyameka kwenyama kububutshaba kuThixo; kuba umthetho kaThixo kungawululameli, kuba kungenako nokuba nako 
ROM.8.8	Abo ke bakwinyama, abanakumkholisa uThixo.
ROM.8.9	Ke nina anikwinyama; nikuMoya, ukuba kumi okunene uMoya kaThixo ngaphakathi kwenu. Ukuba ke umntu akanaye uMoya kaKristu, akangowakhe lowo. 
ROM.8.10	Ukuba ke uKristu ungaphakathi kwenu, umzimba okunene ufile ngenxa yesono; kodwa uMoya ububomi ngenxa yobulungisa. 
ROM.8.11	Ukuba ke uMoya walowo wamvusayo uYesu kwabafileyo, umi ngaphakathi kwenu, yena owamvusayo uKristu kwabafileyo uya kuyenza iphile nemizimba yenu enokufa, ngaye uMoya wakhe omiyo ngaphakathi kwenu.
ROM.8.12	Ngoko ke, bazalwana, singabanetyala; kodwa kungekuyo inyama ukuze siphile ngokwenyama. 
ROM.8.13	Kuba xa niphila ngokwenyama, niza kufa; ke ukuba niyazibulala ngoMoya, zife iintlondi zomzimba, nophila. 
ROM.8.14	Kuba bonke abakhokelwa nguMoya kaThixo, bangoonyana bakaThixo abo.
ROM.8.15	Kuba anamkelanga moya wabukhoboka, ukuba nibuye noyike; namkéle umoya wokwenziwa oonyana, esidanduluka ngawo sithi, Abha,* Bawo. 
ROM.8.16	UMoya ngokwakhe ungqinelana nomoya wethu, ukuba singabantwana bakaThixo. 
ROM.8.17	Ukuba ke singabantwana, sikwaziindlalifa; iindlalifa zikaThixo, iindlalifa ke kunye noKristu; ukuba okunene siva ubunzima kunye naye, ukuze sizukiswe nokuzukiswa kunye naye.
ROM.8.18	Kuba ndigqiba kwelithi, iintlungu zeli xesha lakalokunje azinakulinganiswa nobuqaqawuli obu buza kutyhilwa kuthi. 
ROM.8.19	Kuba ukulangazelela kwendalo kulinde ukutyhileka koonyana bakaThixo. 
ROM.8.20	Kuba indalo yalulanyiselwa kokungelutho, kungengakuvuma kwayo, kungenxa yowayilulamisayo, 
ROM.8.21	inethemba lokuba nendalo ngokwayo iya kukhululwa ebukhobokeni bokonakala, isingiswe enkululekweni yozuko lwabantwana bakaThixo. 
ROM.8.22	Kuba siyazi ukuba yonke indalo iyancwina, inenimba kunye, unangoku.
ROM.8.23	Asiyiyo ke yodwa; sisuka nathi, banayo intlahlela yoMoya, thina aba ke ngokwethu, sincwine ngaphakathi kwethu, silinde ukwenziwa oonyana; inkululeko yomzimba wethu ke leyo. 
ROM.8.24	Kuba sasindiselwa ethembeni; ke ithemba elise libonwa asithemba; kuba oko akubonayo umntu, angaba usakuthembeleni na? 
ROM.8.25	Ukuba ke sithembe ukuzuza oko singakuboniyo, sikulinda kakhulu, sinomonde.
ROM.8.26	Ngokukwanjalo ke noMoya uncedisana nokuswela kwethu amandla; kuba esingákuthandazelayo ngokoko simelwe kukuthandaza ngako, asikwazi; uthi ke uMoya ngokwakhe asithethelele ngezincwino ezingathethekiyo. 
ROM.8.27	Ke oziphengululayo iintliziyo uyakwazi into okuyiyo ukunyameka koMoya; ngokuba ubathethelela abangcwele ngokukaThixo.
ROM.8.28	Siyazi ke ukuba zonke izinto zisebenziselana okulungileyo kwabo bamthandayo uThixo, kwababiziweyo ngokwengqibo yakhe. 
ROM.8.29	Ngokuba abo wabazíyo ngenxa engaphambili, wabamisela ngenxa engaphambili ukuba bafane nomfanekiselo woNyana wakhe, ukuze abe ngowamazibulo kubazalwana abaninzi. 
ROM.8.30	Abo ke wabamisayo ngenxa engaphambili, wabuya wababiza bona; waza abo wababizayo, wabuya wabagwebela bona; abo ke wabagwebelayo, wabuya wabazukisa nokubazukisa bona.
ROM.8.31	Síthini na ke ngoko kwezi zinto? Ukuba uThixo ungakuthi, ngubani na ongasichasayo? 
ROM.8.32	Lowo, gxebe, ungamconganga owakhe uNyana, wesuka wamnikela ngenxa yethu sonke, angáthini na ukuba angasibabali ngazo zonke ezo zinto, ndawonye naye? 
ROM.8.33	Ngubani na oya kumangalela abanyulwa bakaThixo, inguThixo nje obagwebelayo? 
ROM.8.34	Ngubani na ogwebayo, inguKristu nje owafayo? ngaphezu koko ke, wabuya wavuka; ongasekunene kukaThixo, osithethelelayo? 
ROM.8.35	Ngubani na oya kusahlula eluthandweni lukaKristu? Yimbandezelo na, luxinaniso na, yintshutshiso na, yindlala na, bubuze na, yingozi na, likrele na? 
ROM.8.36	Njengokuba kubhaliwe 
ROM.8.36	Ngenxa yakho sibulawa imini yonke;
ROM.8.36	Sibalelwe ekuthini sizizimvu zokuxhelwa.
ROM.8.36	(INdum. 44:22)
ROM.8.37	Kanti ke kwezo zinto zonke, sisuka soyise sigqithisele, ngaye owasithandayo. 
ROM.8.38	Kuba ndeyisekile kukuba nakufa, nabomi, nazithunywa zezulu, nazilawuli, naziphathamandla, nanto zikhoyo, nanto zizayo, nabuphakamo, 
ROM.8.39	nabunzulu, nasinye isidalwa esisimbi, asiyi kuba nako ukusahlula 
ROM.9.1	Ndithetha inyaniso ndikuKristu, andixoki, sibe nesazela sam sindingqinela ndiseMoyeni oyiNgcwele, 
ROM.9.2	ukuba ndineentlungu kakhulu, nentuthumbo enkulu engapheliyo, entliziyweni yam. 
ROM.9.3	Kuba bendingáde ndinqwenele ukusingelwa phantsi mna ngokwam, ndahlukaniswe naye uKristu, ngenxa yabazalwana bam, abayimizalwane yam ngokwenyama, abangamaSirayeli bona; 
ROM.9.4	ekukokwabo ukwenziwa oonyana, nokuzukiswa, nokuphiwa iminqoqhiso, nokuwiswa komthetho, nenkonzo kaThixo, namadinga; 
ROM.9.5	abangababo ooyise; awaphuma kubo uKristu ngokwenyama, uThixo ongophezu konke, engowokubongwa kude kube ngunaphakade. Amen.
ROM.9.6	Ke, xa nditshoyo, andithethi nto nje, ngokungathi ilizwi likaThixo liphalele. Kuba asingabo bonke abaphuma kuSirayeli abangamaSirayeli; 
ROM.9.7	kananjalo àbathe, ngakuba beyimbewu ka-Abraham, baba ngabantwana bonke; kusuke kwathiwa, Imbewu yakho iya kubizwa ngoIsake; 
ROM.9.8	oko kukuthi, àsingabantwana benyama abangabantwana bakaThixo; ngabantwana bedinga ababalelwa ekuthini bayimbewu. 
ROM.9.9	Kuba lilo eli ilizwi ledinga, Ngeli xesha nyakenye ndiya kuza, waye uSara eya kuba nonyana.
ROM.9.10	Alipheli apho ke; kwathi nakuRebheka, akubon' ukuba ukhawule ngamnye, ngoIsake ubawo wethu, 
ROM.9.11	nakuba 
ROM.9.12	kwathiwa kuye, Omkhulu uya kukhonza komnci; 
ROM.9.13	njengokuba kubhaliwe 
ROM.9.13	UYakobi ndamthanda, ke uEsawu ndamthiya.
ROM.9.13	(UMal. 1:2,3)
ROM.9.14	Síthini na ke ngoko? Kukho ukuswela kulungisa kusini na kuye uThixo? 
ROM.9.15	Nakanye! Kuba esithi kuMoses, Ndiya kuba nenceba kosukuba ndinenceba kuye, ndibe netarhu kosukuba ndinetarhu kuye. 
ROM.9.16	Ngoko ke asikokothandayo, kanjalo asikokobalekayo; kokukaThixo onenceba. 
ROM.9.17	Kuba isibhalo sithi kuFaro, Ndakúvelisela yona le nto, yokuba ndiwabonakalalisele kuwe amandla am, nokuthi laziswe igama lam kulo lonke ihlabathi. 
ROM.9.18	Ngoko ke únenceba kwathanda ukumenzela inceba, athi ke athandayo amenze lukhuni.
ROM.9.19	Ùya kuthi kum ngoko, Úsasolelani na ke? Kuba ngubani na omelana necebo lakhe? 
ROM.9.20	Ehla ke, mntundini! Ùngubani na wena, ukuba uphendulane noThixo? Into exonxiweyo ingátsho na kumxonxi 
ROM.9.21	Khona akanagunya na umbumbi wodongwe ukwenza, ngadongwe lwambumba-nye, esinye isitya sibe sesembeko, nesinye sibe sesingesambeko?
ROM.9.22	Hi, ukuba ke uThixo, ethanda ukubonakalalisa ingqumbo yakhe, nokwazisa amandla akhe, wathwala enokuzeka kade okukhulu izitya zengqumbo, zilungiselwe intshabalalo; 
ROM.9.23	ukuze abazise ubutyebi bozuko lwakhe ezityeni zenceba, abezilungisele uzuko ngenxa engaphambili; 
ROM.9.24	ezi wazibizayo, kwathina aba, kungekuwo amaYuda odwa, kukwiintlanga nazo? 
ROM.9.25	Njengokuba esithi nakwekaHoseya,
ROM.9.25	Ndiya kubabiza abangebantu bam ngokuba ngabantu bam;
ROM.9.25	Nongathandiweyo, ngokuba ngothandiweyo.
ROM.9.25	(UHos. 2:23)
ROM.9.26	Kwakuya kuthi, apho kwabe kusithiwa kubo,
ROM.9.26	Aningabantu bam nina,
ROM.9.26	Babizwe apho ngokuthi, Ningoonyana bakaThixo ophilileyo.
ROM.9.26	(UHos. 1:10)
ROM.9.27	Ke uIsaya udanduluka ngoSirayeli, esithi, Nangona inani loonyana bakaSirayeli lingangentlabathi yaselwandle, ngamasalela 
ROM.9.28	kuba elifeza ilizwi, aligqibe ngobulungisa; ngokuba iNkosi iya kwenza ilizwi 
ROM.9.29	Kwanjengokuba uIsaya ebetshilo ngenxa engaphambili ukuthi,
ROM.9.29	Ukuba iNkosi yemikhosi ibingasishiyelanga mbewu,
ROM.9.29	Ngesibe saba njengeSodom, ngesibe senziwa safana neGomora.
ROM.9.29	(UIsaya 1:9)
ROM.9.30	Síthini na ke ngoko? Sìthi, iintlanga ebezingasukeli bulungisa, zabubamba ubulungisa, ubulungisa ke baselukholweni; 
ROM.9.31	kodwa yena uSirayeli, obesukela umthetho wobulungisa, akafikelelanga emthethweni wobulungisa. 
ROM.9.32	Ngani na? Ngokuba 
ROM.9.33	njengokuba kubhaliwe 
ROM.9.33	Yabona, ndibeka eZiyon ilitye lokubetheka,
ROM.9.33	Iliwa lesikhubekiso; bonke abakholwayo kuye abayi kudaniswa.
ROM.9.33	(UIsaya 28:16)
ROM.10.1	Bazalwana, inkolelo yeyam intliziyo, nesikhungo sam kuye uThixo, ngenxa yamaSirayeli, sesokuba asindiswe. 
ROM.10.2	Kuba ndiyabangqinela ukuba banokumzondelela uThixo, koko bengamzondeleli ngokokwazi okukuko. 
ROM.10.3	Kuba bathe, bengàbazi ubulungisa bukaThixo, befuna nokumisa obabo ubulungisa, ababululamela ubulungisa bukaThixo. 
ROM.10.4	Kuba intsingiselo yomthetho nguKristu, ukuze abe bubulungisa kubo bonke abakholwayo.
ROM.10.5	Kuba uMoses ubulungisa basemthethweni uthi ukububhala, Umntu ozenzileyo ezi zinto uya kuphila zizo.
ROM.10.6	Ke bona obaselukholweni ubulungisa buthetha ngolu hlobo, Musa ukuthi entliziyweni yakho, Ngubani na oya kunyuka aye emazulwini ukuba ahlise uKristu? nokuthi, 
ROM.10.7	Ngubani na oya kuhla aye enzonzobileni, ukuba anyuse uKristu kwabafileyo? 
ROM.10.8	Buthini na ke? Buthi, Ilizwi eli likufuphi kuwe, emlonyeni wakho nasentliziyweni yakho: elo ke lilizwi lokholo, eli sivakalisa lona. 
ROM.10.9	Ngokuba, xa uthe wamvuma ngomlomo wakho ukuba uyiNkosi uYesu, wakholwa ngentliziyo yakho ukuba uThixo wamvusa kwabafileyo, wosindiswa. 
ROM.10.10	Kuba umntu ukholwa ngentliziyo, ukuze abe nobulungisa; avume ke ngomlomo, ukuze asindiswe.
ROM.10.11	Kuba isibhalo sithi, Bonke abakholwayo kuye abayi kudaniswa. 
ROM.10.12	Kuba akukho kwahluka kwamYuda namGrike; kuba ikwayiloo Nkosi 
ROM.10.13	Kuba bonke abasukuba belinqula igama leNkosi bosindiswa.
ROM.10.14	Bothini na ke ukumnqula lowo bangakholwanga kuye? Bothini na ke ukukholwa kulowo bangamvanga? Bothini na ke ukuva, kungekho mshumayeli? 
ROM.10.15	Bothini na ke ukushumayela, bengathunywanga? Njengokuba kubhaliwe 
ROM.10.15	(UIsaya 52:7)
ROM.10.16	Àbazilulamelanga ke bonke iindaba ezilungileyo, kuba uIsaya uthi, Nkosi, ngubani na owakholwayo ludaba lwethu? 
ROM.10.17	Ngoko ke ukholo luphuma eludabeni, udaba ke lukho ngelizwi likaThixo.
ROM.10.18	Ingaba kodwa, abevanga na? Ehla wena!
ROM.10.18	Intlokoma yabo yaphuma, yaya kulo lonke ihlabathi,
ROM.10.18	Namazwi abo aya eziphelweni zelimiweyo.
ROM.10.18	(INdum. 19:4)
ROM.10.19	Ndithi, Kodwa ubengazi na uSirayeli? Ukuqala, uMoses uthi,
ROM.10.19	Mna ndiya kunikhweletisa ngabangeluhlanga,
ROM.10.19	Ndiya kunicaphukisa ngohlanga olungenangqondo.
ROM.10.19	(IDut. 32:21)
ROM.10.20	Ke yena uIsaya akanqwanqwi; uthi,
ROM.10.20	Ndifunyenwe ngababengandifuni,
ROM.10.20	Ndaba nokubonakala kwababengandibuzi.
ROM.10.20	(UIsaya 65:1)
ROM.10.21	Ke ngokubhekisele kuSirayeli uthi,
ROM.10.21	Imini yonke izandla zam ndizolulele kubantu abangevayo, abaphikayo.
ROM.10.21	(UIsaya 65:2)
ROM.11.1	Ngoko ke ndithi, UThixo ubagibile na abantu bakhe? Nakanye! Kuba nam lo ndingumSirayeli wasembewini ka-Abraham, wesizwe sikaBhenjamin. 
ROM.11.2	UThixo akabagibanga bona abantu bakhe, abebazi ngenxa engaphambili. Okanye aniyazi na indawo ethetha ngoEliya esibhalweni, ukumangalela kwakhe amaSirayeli kuThixo, esithi, 
ROM.11.3	Nkosi, abaprofeti bakho ábabulele, nezibingelelo zakho ázichithile; mna ndisele ndedwa; afuna ke ubomi bam? 
ROM.11.4	Sisuka 
ROM.11.5	Ngokunjalo ke ngoko, nakweli xesha lakalokunje, kukho amasalela ngokonyulo lobabalo. 
ROM.11.6	Ukuba ke kungobabalo, akusengamisebenzi; okanye ubabalo alungebi saba lubabalo.
ROM.11.7	Kuthiweni na ngoko? Kuthiwe, Khona oko akungxameleyo amaSirayeli akakufumananga; ke abanyuliweyo bakufumana, bathi ke abanye baqaqadekiswa; 
ROM.11.8	njengokuba kubhaliwe 
ROM.11.9	Kanjalo uDavide uthi,
ROM.11.9	Isithebe sabo masibe sisibatha, nesihogo 
ROM.11.9	Nesikhubekiso, nesiphindezelo kubo:
ROM.11.10	Makenziwe abe mnyama amehlo abo, ukuba bangàboni;
ROM.11.10	Nomhlana wabo wugobe amaxa onke.
ROM.11.10	(INdum. 69:22,23)
ROM.11.11	Ndithi ngoko, Bakhubeka ukuze bawe na? Nakanye! Kuthe ngesiphoso sabo, usindiso 
ROM.11.12	Ukuba ke isiphoso sabo siba bubutyebi behlabathi, nokuncipha kwabo kuba bubutyebi beentlanga, yobeka phi na inzaliseko yabo?
ROM.11.13	Kuba ndithetha kuni, zintlanga. Ekubeni okunene mna ndingumpostile* weentlanga, ndiyaluzukisa ulungiselelo lwam; 
ROM.11.14	ukuba ndingáde ndibakhweletise abenyama yam, ndisindise inxenye yabo. 
ROM.11.15	Kuba xa ukulahlwa kwabo kuluxolelaniso lwehlabathi, koba yintoni na ukwamkelwa 
ROM.11.16	Ukuba ke intlahlela ingcwele, ikwanjalo nentlama; ukuba ke ingcambu ingcwele, akwanjalo namasebe.
ROM.11.17	Ke ukuba inxenye yamasebe yaxhuzulwa, wathi ke wena, úngumnquma wasendle nje, wamiliselwa phakathi kwawo, waba lidlelane nengcambu nokutyeba komnquma: 
ROM.11.18	musa ukuwaqhayisela amasebe; ke ukuba ùya
ROM.11.19	Ùya kuthi ngoko, Áxhuzulwa amasebe, ukuze mna ndimiliselwe. 
ROM.11.20	Utyaphile; áxhuzulwa ngokungakholwa, ke wena umi ngokholo; musa ukukratsha, yoyika. 
ROM.11.21	Kuba, xa uThixo angawaconganga awasemvelweni amasebe, lumka hleze angakucongi nawe lo.
ROM.11.22	Khawububone ke ububele nobukhali bukaThixo; ubukhali okunene kwabo bawayo; kodwa kuwe, ububele, ukuba uthe wahlala kobo bubele; okanye wogawulwa nawe lo. 
ROM.11.23	Nabo ke, ukuba abathanga bahlale ekungakholweni, bomiliselwa; kuba uThixo unako ukubuya abamilisele. 
ROM.11.24	Kuba wena, xa wagawulwa kumnquma ongowasendle ngokwemvelo, waza wamiliselwa ngokunxamnye nemvelo komhle umnquma: bobeka phi na aba banga
ROM.11.25	Kuba andithandi, bazalwana, ukuba ningayazi le mfihlelo, ukuze ningabi ziingqondi ngokwenu: le yokuba ukuqaqadeka kuwahlele amaSirayeli ngenxenye, ide ingene inzaliseko yazo iintlanga; 
ROM.11.26	aze ngokunjalo ke wonke uSirayeli asindiswe, njengokuba kubhaliwe 
ROM.11.26	Úya kuvela eZiyon uMhlanguli,
ROM.11.26	Akusonge kumke kwaYakobi ukungahloneli Thixo.
ROM.11.27	Nguwo ke lo umnqophiso wam nabo,
ROM.11.27	Xa ndithe ndazisusa izono zabo.
ROM.11.27	(UIsaya 59:20)
ROM.11.28	Okunene ngokweendaba ezilungileyo, baziintshaba ngenxa yenu; kodwa ngokonyulo, ngabaziintanda ngenxa yoobawo. 
ROM.11.29	Kuba azinabuyambo izibabalo ezi, nobizo olu lukaThixo. 
ROM.11.30	Kuba, njengokuba nani benifudula ningamvi uThixo, ngoku ke nenzelwe inceba kukungeva kwabo abo; 
ROM.11.31	kwangokunjalo, nabo ababanga namvo ngoku, ukuze ngokwenzelwa kwenu inceba, benzelwe nabo inceba. 
ROM.11.32	Kuba uThixo ubavalele ndawonye entsweleni-kuva bonke, ukuze abenzele inceba bonke.
ROM.11.33	Hayi, ubunzulu bobutyebi nobobulumko nobokwazi kukaThixo! Asikuko nokuba ayiphengululeki imigwebo yakhe, azilandeki iindlela zakhe! 
ROM.11.34	Kuba ngubani na oyazileyo ingqiqo yeNkosi? Ngubani na khona othe waba ngumcebisi wayo? 
ROM.11.35	Ngubani na khona owayinikayo ngenxa engaphambili, kwaza kwabuyekezwa kuye? 
ROM.11.36	Ngokuba ziphuma kuyo ke, zikho ngayo, zikholo yona, zonke ezo zinto. Malube kuyo uzuko, kude kube ngunaphakade. Amen.
ROM.12.1	Ndiyanivuselela ngoko, bazalwana, ngeemfefe zikaThixo, ukuba niyinikele imizimba yenu ibe lidini eliphilileyo, elingcwele, elikholekileyo kuThixo: inkonzo yenu ke leyo yasengqondweni. 
ROM.12.2	Kanjalo ningamilisi okweli phakade; manibe kumila kumbi ngokuhlaziyeka kwengqiqo yenu, ukuze nikucikide into okuyiyo ukuthanda kukaThixo okulungileyo, okukholekileyo, okuzalisekileyo.
ROM.12.3	Kuba ngalo ubabalo endababalwa ngalo, ndithi kubo bonke abaphakathi kwenu, mabangazicingeli ngaphezu koko bamelwe kukuzicingela ngako; mabazicingele ingcinga ephilileyo, njengoko uThixo abelé ulowo nalowo umlinganiso wokholo. 
ROM.12.4	Kuba, kwanjengokuba sinamalungu amaninzi mzimbeni mnye, abe ke onke amalungu la engenamsebenzi mnye, 
ROM.12.5	ngokunjalo thina aba, sibaninzi nje, simzimba mnye kuKristu, sonke ke ngabanye singamalungu omnye elomnye.
ROM.12.6	Sinezibabalo nje ke ezahlukahlukileyo, ngokobabalo esababalwa ngalo, nokuba sinokuprofeta, 
ROM.12.7	nokuba sinobulungiseleli, 
ROM.12.8	nokuba ngovuselelayo, 
ROM.12.9	Uthando malungabi naluhanahaniso; kuthiyeni okungendawo, namathelani kokulungileyo. 
ROM.12.10	Mayela nothando olu lobuzalwana, ndithi, yenzelanani ububele; mayela nembeko leyo, phangelanani; 
ROM.12.11	mayela nokunyameka oko, musani ukunqena; mayela nomoya lo, vuthani; 
ROM.12.12	mayela neNkosi le, khonzani; mayela nethemba, vuyani; mayela nembandezelo, nyamezelani; mayela nomthandazo, zingisani; 
ROM.12.13	mayela neentswelo zabangcwele, yibani nobudlelane; ukubuka iindwendwe kusukeleni.
ROM.12.14	Basikeleleni abanitshutshisayo; sikelelani, ningaqalekisi. 
ROM.12.15	Vuyani nabavuyayo, nilile nabalilayo. 
ROM.12.16	Cingelanani nto-nye; musani ukucinga izinto eziphakamileyo, tsalelani kwezithobekileyo. Musani ukuba ziingqondi ngokwenu. 
ROM.12.17	Ningabuyekezi ububi ngobubi nakubani. Khathalelani okùhle emehlweni abantu bonke.
ROM.12.18	Ukuba kunokwenzeka, okukokwenu nina, hlalani ninoxolo nabantu bonke. 
ROM.12.19	Musani ukuziphindezelela, zint'anda; yikhweleleni ingqumbo; kuba kubhaliwe 
ROM.12.20	Ngoko ke, ukuba utshaba lwakho lulambile, luphe ludle; ukuba lunxaniwe, luseze; kuba ngokwenjenjalo ke, woba ufumba amalahle omlilo phezu kwentloko yalo. 
ROM.12.21	Musa ukweyiswa bububi; boyise ububi ngokulungileyo.
ROM.13.1	Yonke imiphefumlo mayiwalulamele amagunya awongamileyo. Kuba akukho gunya lingelilo elivela kuThixo; amagunya ke akhoyo amiswe nguThixo. 
ROM.13.2	Ngoko ke olichasayo igunya, umelene nommiselo kaThixo; abo ke bameleneyo nawo, baya kuziguqulela ukugwetywa. 
ROM.13.3	Kuba abaphathi aba asingabokoyikwa kwimisebenzi elungileyo, 
ROM.13.4	kuba lingumlungiseleli kaThixo, wokuba kulungele wena. Ke, ukuba usuka wenze okubi, yoyika; kuba alifumane laliphatha ikrele, kuba lingumlungiseleli kaThixo, umphindezeli ngengqumbo kowenza okubi. 
ROM.13.5	Kungoko ndithi, kufuneka uku
ROM.13.6	Kuba kukwangenxa yoko eninikela irhafu; kuba ngababusi bakaThixo, bezingisa ukusebenza loo nto. 
ROM.13.7	Ngoko bonke banikeni okubafaneleyo; 
ROM.13.8	Musani ukuba natyala lanto mntwini, lingelilo elokuthandana; kuba omthandayo omnye uzalise umthetho. 
ROM.13.9	Kuba oku kuthi, Uze ungakrexezi, uze ungabulali, uze ungebi, uze ungangqini buxoki, uze ungakhanuki, nokuba kukho wumbi umthetho, uhlanganiselwe kweli lizwi lokuthi, Uze umthande ummelwane wakho ngoko uzithanda ngako. 
ROM.13.10	Uthando alusebenzi bubi kuye ummelwane; ngoko uthando luyinzaliseko yomthetho.
