MAT.1.1	Kɛse ɓo mɛtjil Isa al‑Masige. Naan̰ *goon Daud ɔɔ goon *Abraam.
PHP.1.19	Do taar tɔɔlin̰ ki se ute Ꞌtɔnd mɛtn Raa kɛn naase Ꞌtɔndki taa maama ɔɔ ute Nirl gɛn Isa al‑Masi kɛn lee noogum se, maam mꞋjeele maam mꞋutu mꞋkɔŋ kaaja.
PHP.1.20	Taa naan̰ se ɓo maam mꞋiŋg mꞋaak kaama ɔɔ mꞋɔnd dom ro ki, ɔɔ mꞋjeele mꞋkɔŋ kɛnd maakŋ sɔkɔn̰ ki eyo. Num gaŋ maam se kɛn ɓɔrse lɔ naan ki kic ɓo mꞋɓeer ɗim ki eyo ɔɔ mꞋje jeege se kɛn maam ɓo mꞋutu zɛɛrɛ lɔ maam mꞋaki kooyo, do nakge tun Ꞌdeel do maam ki paac se, daayum naaɗe Ꞌkaakŋ *nookŋ al‑Masi. 
PHP.1.21	Taa maam se kɛn mꞋutu zɛɛrɛ lɛ mꞋiŋg gɛn al‑Masi. Kɛn mꞋooyga lɛ kɛse ɓo mꞋɓaa kɔŋ bɛɛn̰ cir paac. 
PHP.1.22	Kɛn maam jaay mꞋutu mꞋiŋg zɛɛrɛ gɛn tɛɗn naabm jiga se, kɛn maam mꞋaki kooyo, lɔ mꞋaki kiŋg lɛ, gɔtn se maam mꞋjeel bɛɛr kuun kaam kalaŋ eyo. 
PHP.1.23	Gɔtn se maak‑saapum ɓaa tɛɗga kaam dio: gɛn maam ki se mꞋje mꞋɓaa kiŋg te al‑Masi. Kɛse ɓo nakŋ kɛn maam mꞋaakin̰ am tɛɗn jiga dɛn cir paac paac. 
PHP.1.24	Naɓo taa mꞋasen noogŋ naase se, kɛn bɛɛn̰ki se, maam mꞋkɔɔpm mꞋkiŋg ute naase se ɓo, jiga cir daala. 
PHP.1.25	Taa naan̰ se ɓo maam mꞋjeele maakum ki, maam se ɓɔrse kic mꞋutu mꞋkiŋg te naase paac. Taa mꞋasen noogo naase aki kɔkŋ taar Raa se tɔɔgɔ ɔɔ anki ɓaa ute naan se ute maak‑raapo. 
PHP.1.26	Taa naan̰ se ɓo ɓii kɛn jaay maam mꞋutu mꞋasen tɛrl ɓaa kɔŋ se, aan gɔɔ naase ute Isa al‑Masi kalaŋ ki se maakse raapm dɛn aak eyo taa maama.
PHP.1.27	Kɛn bɛɛki se, iŋgki aan gɔɔ kɛn Labar Jiga gɛn al‑Masi kꞋdɛjseno ro ki. Taa naan̰ se ɓo kɛn mꞋasen ɓaa kaaka lɔ kɛn mꞋkɔŋ ɓaa eyo kic ɓo, maam mꞋbooy labarse jꞋɔɔ naase se utu iŋgki tɔɔgɔ ɔɔ Ꞌdɔɔkki taarse kic kalaŋ ɔɔ aayki kaamse iŋgki ute maakŋ kalaŋ ɔɔ aalki maakse do Labar Jiga gɛn Isa al‑Masi kɛn kꞋlee kꞋdooy jeege se. 
PHP.1.28	Paac paac ɓo ɔn̰te Ꞌɓeerki jeege tun kɛn iŋg lee dabarse se. Kɛse se je taaɗn ɔɔ naaɗe se utu kutu ɔɔ naase lɛ utu aki kaaja, kɛse Raa mala ɓo tɛɗin̰a. 
PHP.1.29	Maam mꞋtaaɗsen naan̰ ese se taa Raa se naan̰ tɛɗsenga bɛɛn̰a taa naase aki kaal maakse ɓo do al‑Masi ki sum eyo num aki dabar taa naan̰ kici. 
PHP.1.30	Ɗo kɛn naase lee Ꞌɗoki se kɛse ɓo kɛn naase aakumkiro maam ɗoɗo ɔɔ ɓɔrse kic Ꞌjeelki maam mꞋutu mꞋɗo ɗo rɔk.
PHP.2.1	Kiŋgsen Ꞌdɔɔkki ute *al‑Masi se, ɛɗsen kaay kaama ɗey la? Ɔɔ maakjen̰ dose ki se sɛlsen maakse ɗey la? Naase ute *Nirl Salal se Ꞌtum Ꞌtɛɗkiga kalaŋ ɗey la? Naase tap ɓo iŋgki se Ꞌjeki naapa ɔɔ Ꞌtɛɗki bɛɛ ute naapa ɗey la? 
PHP.2.2	Kɛn bin num naase iŋg dɔɔkki taarse kalaŋ ɔɔ Ꞌtɛɗumki maakum‑raap te maraadin̰a. ꞋJeki naapa, iŋgki ute maakŋ kalaŋ ɔɔ ɔn̰ki maak‑saapse kic ɓo Ꞌtɛɗn kalaŋ. 
PHP.2.3	Ɔn̰te Ꞌniki ute naapa ɔɔ ɔn̰te Ꞌmagalki rosege taa jeege asen kaaka, num gaŋ ɔɔpki rosege baata ɔɔ aakki jee kuuy se aan gɔɔ naaɗe se magal cirse naase. 
PHP.2.4	Naŋa naŋa kic ɓo ɔn̰te kaakŋ do nakŋ naan̰ ki sum, num gaŋ n̰Ꞌkaakŋ do nakŋ jeege tun kuuy kici.
PHP.2.5	Naase utu naapa se ɔn̰ki maak‑saap se tecn̰ aan gɔɔ gɛn Isa *al‑Masi:
PHP.2.6	Naan̰ kɛn Raa mala mala se,
PHP.2.6	ute naan̰ se kic ɓo naan̰ tɔnd te mɛt eyo
PHP.2.6	ɔɔ tɛɗ te ron̰ gɛn kaasn te Raa eyo.
PHP.2.7	Gaŋ naan̰ ɔɔp ron̰ baata
PHP.2.7	ɔɔ ɓaaɗo tɛɗ ron̰ aan gɔɔ debm tɛɗn naaba
PHP.2.7	ɔɔ ɓaaɗo tɛɗ ron̰ debkilimi
PHP.2.7	ɔɔ taaɗ jeege tu ɔɔ naan̰ se goon debkilim mala mala.
PHP.2.8	Naan̰ ɔɔp ron̰ baata ɔɔ took taara bini
PHP.2.8	ɔɔ ɔn̰ ron̰ kꞋtɔɔlin̰a, naan̰ se kꞋtup kꞋtɔɔlin̰ ro kaag ki.
PHP.2.9	Taa naan̰ se ɓo Raa se durin̰oga daan yoge tu
PHP.2.9	ɔɔ uun ɔndin̰ga raan do jeege tu paac
PHP.2.9	ɔɔ ɛɗin̰ga ro kɛn cir ro jeege paac.
PHP.2.10	Raa tɛɗin̰ bin se taa jeegen maakŋ raa ki,
PHP.2.10	jeegen do naaŋ ki ɔɔ jeegen ooyga kooy se kic,
PHP.2.10	paac, utu Ꞌkɛrgŋ naan Isa ki.
PHP.2.11	Ɔn̰ jeege paac ute taar naaŋɗege se
PHP.2.11	*nookŋ Raa Bubu ɔɔ ɗeekŋ ɔɔ: Isa al‑Masi se Mɛlɗe.
PHP.2.12	Bin se, jee maak‑jemge, aan gɔɔ daayum naase lee Ꞌtookki taar Raa se, aayki kaamse Ꞌtɛɗki nakgen taaɗn jeege tu ɔɔ naase se ɔŋkiga kaaja, Ꞌtɛɗki rosege baata ɔɔ Ꞌɓeerki Raa ki. Ɔn̰te Ꞌtɛɗin̰ki kɛn maam mꞋutu sum, num kɛn maam gɔtɔ kic ɓo lee Ꞌtɛɗ Ꞌɓaan̰ki ute naanin̰a. 
PHP.2.13	Taa Raa mala, naan̰ ɓo kɛn lee tɛɗ naabin̰a maakse ki, naan̰ ɛɗsen maak‑jea kɛn tɛɗsen naase aaskiga gɛn tɛɗn nakŋ kɛn naan̰ uuno doa do dɔkin̰a gɔɔ kɛn naan̰ maakin̰ jen ro ki.
PHP.2.14	Nakŋ naase aki tɛɗn paac se ɔn̰te Ꞌnaajki ute naapa ɔɔ ɔn̰te Ꞌmooyki naaŋ ki. 
PHP.2.15	Taa bin se ɓo naase aki tɛɗn jee ɔk taar ɗim roɗe ki eyo, jee *salal, ɔɔ aki tɛɗn gaan Raagen ɔk tuju roɗe ki eyo daan jeege tun ɓɔrse baate Raa. Naaɗe se jee tɔɔj eyo ɔɔ tɛɗn nakŋ mɛt ki eyo. Daan naaɗe ki se ɓo, naase aki kiŋg wɔɔr gɔtɔ aan gɔɔ pooɗn kɛn lee ɓaa wɔɔr maakŋ gɔt kɛn ɔɔɗ se. 
PHP.2.16	Naase ɓo kɛn lee Ꞌtaaɗɗeki taar kɛn ɛɗ kaaja se: kɛn naase jaay lee Ꞌtɛɗki naan̰ se num, ɓii kɛn *al‑Masi aɗe tɛrl se am tɛɗn jiga aak eyo, bin se ɓo taa nakŋ maam mꞋtiŋg mꞋlee mꞋdabar mꞋtɛɗ se Ꞌtɛɗn nakŋ cɛr eyo. 
PHP.2.17	Kɛn maam ɓo mꞋkɔn̰ rom *sɛrkɛ taa mꞋtɛɗn kaasn sɛrkŋ kɛn naase lee Ꞌtɛɗki Raa ki se, maam maakum‑raapo. Sɛrkŋ ese se ɓo mꞋje taaɗn te kaal maaksen do Isa al‑Masi ki jaay ɔlse naase Ꞌtɛɗin̰ki naaba se. Taa naan̰ se ɓo maam maakum‑raapo ute naase paac. 
PHP.2.18	Ɔɔ naase kic Ꞌtɛɗki maak‑raapo do naapse kɛn naase Ꞌtɛɗki ɔɔ Ꞌtɛɗki maak‑raapo ute maam kici!
PHP.2.19	Tɛɗga num ute Mɛljege Isa se, maam mꞋsaapm mꞋutu mꞋasen kɔl Timote gɔtse ki taa amo ɓaa te labarse ɔɔ kɛn jaay mꞋɔŋga labarse se, am kɛɗn kaay kaama. 
PHP.2.20	Naan̰ ey se maam mꞋɔk nam kuuy eyo kɛn Ꞌkiŋg te maam jaay Ꞌsaapm taa naase ɔɔ saapm do nakge tun an dose ki se. 
PHP.2.21	Taa jeegen kuuy paac se saap do naabm naaɗe ki kalɗe ki salal ɔɔ naaɗe se ɔlɗen te naabm gɛn Isa *al‑Masi eyo. 
PHP.2.22	Num nakŋ Timote tɛɗ se, naase kic Ꞌjeelin̰ki. Naan̰ se debm mɛc ɔɔ tuj ɔrmin̰ eyo ɔɔ naan̰ se tɛɗ naaba ute maama aan gɔɔ goon kɛn lee noog bubin̰a gɛn taaɗn Labar Jiga gɛn Isa al‑Masi jeege tu. 
PHP.2.23	Kɛn maam mꞋaak mꞋɔkga nakgen utu kaan dom ki se jaay ɓo, kaaɗ kɛn se maam mꞋsaapm mꞋɔɔ mꞋutu mꞋasesin̰ kɔlɔ. 
PHP.2.24	Maam mꞋjeele ute Mɛljege Isa se tɛɗga sum ɓo, naan̰ utu am kɔn̰um maam kic mꞋutu mꞋasen ɓaa kaaka.
PHP.2.25	Kɛn bɛɛki se, maam je mꞋasen kɔl Epaprodit. Naan̰ se gɛnaajege ɔɔ tɛɗn naaba ute maam tɛlɛ ɔɔ naan̰ se aan gɔɔ asgar cɛɛm ki gɛn kuɗn bɔɔrɔ. Naase ɔlin̰kiro gɔtum ki se naan̰ ɓaamo ute nakŋ kɛn am noogo kɛn am kaasn kiŋguma. 
PHP.2.26	Taa maakin̰ ki se naan̰ je asen ɓaa kaakŋ naase paac ute kaamin̰a. Ey num naan̰ se maakin̰a ɗaar eyo kɛn naan̰ jaay booy ɔɔ naase Ꞌbooykiga kaaɗ kɛn naan̰ oocno kɔɔn̰ɔ se. 
PHP.2.27	Ey num kɛn naan̰ ooco kɔɔn̰ɔ se ɔɔpɔ cɔkɔ sum ɓo Ꞌkooyo, gaŋ Raa se tɛɗin̰ga bɛɛn̰a ɔɔ ɛɗin̰ga lapia. Raa se tɛɗ bɛɛn̰ naan̰ ki sum eyo, num gaŋ tɛɗumga maam ki kici taa mꞋkiŋg ɓo maakŋ maak‑tuj ki kalin̰ ki sum eyo. 
PHP.2.28	Maam naar mꞋje mꞋasesin̰ kɔlɔ taa kɛn naan̰ jaay aan ɔŋsega ɔɔ naase jaay aakin̰kiga te kaamse se, bin se asen kɛɗn maak‑raapo ɔɔ maam kic ɓo maakum Ꞌtooɗn kaam kalaŋ. 
PHP.2.29	Kɛn naan̰ jaay aan ɔŋsega se dɔɔɗ ɔkin̰ki ute maak‑raapo taa naan̰ se gɛnaajege ɗoobm Mɛljege tu. Jee aan gɔɔ naan̰ se ɔkɗeki ɔɔn̰ɔ. 
PHP.2.30	Taa naabm Isa al‑Masi se, ɔɔpga cɔkɔ sum ɓo naan̰ aɗe kooyo. Ey num naan̰ aɗe Ꞌkutn kon̰a ɔɔ naan̰ ɓaaɗo se taa am tɛɗn naaba gɔɔ naase ki.
PHP.3.1	Ɔɔ ɓɔrse se gɛnaamge, iŋgki te maak‑raapo taa naase Ꞌtɛɗkiga gɛn Mɛljege! Taar kɛn maam mꞋtaaɗsen se kɛn maam mꞋtaaɗn mꞋɗɔɔlin̰ kic ɓo aal ɔɔɗum eyo, taa taargen se asen kɔŋ bɔɔbɔ.
PHP.3.2	Ɔndki kɔndɔ ute jeegen aan gɔɔ bɛsge se
PHP.3.3	Jeegen ɔjga pɔndɔ mala mala se kɛse naajegen kꞋlee kꞋjꞋeemki *Raa ute Nirlin̰a ɔɔ naajege se kꞋjeki ɗoobm tɔɔm rojege eyo, num gaŋ naajege se kꞋtɔɔmki rojege ute Isa *al‑Masi.
PHP.3.4	Gɛn daa ro sum num, maam kic mꞋɔk nakge dɛna gɛn tɔɔm roma. Kɛn nam kuuy jaay ɔɔ ɔk nakŋ kɛn naan̰ an tɔɔm ron̰ se, maam se mꞋɔk nakŋ cir kɛn naan̰ an tɔɔm ron̰ se. 
PHP.3.5	Gɛn kɔjn̰ pɔndɔ lɛ jꞋɔjum se mꞋɔk ɓii marta sum ɔɔ maam mꞋkɔɗ *Israɛl mala mala ɔɔ teeco taa ɓee Benjamin ki. Maam se mꞋkɔɗ *Ɛbre kɛn mala mala. Do *Ko Taar kɛn Raa ɛɗo Musa ki se lɛ maam kɔɗ *Parizi. 
PHP.3.6	Maam se mꞋdɔɔko maakum gɛn dabar *egliz ɔɔ do Ko Taar kɛn Raa ɛɗo Musa ki se lɛ, nam jaay Ꞌkɔŋ nakŋ aak kus rom ki se, gɔtɔ.
PHP.3.7	Nakgen do dɔkin̰ maam mꞋɔŋin̰ mꞋɔɔ bɛɛ se, ɓɔrse taa Isa al‑Masi se nakgen se paac ɔs aay eyo. 
PHP.3.8	Gaŋ nakgen se paac maam mꞋaakin̰ se ɔs aay eyo, ɗeere jeel kɛn maam mꞋjeel Mɛlum al‑Masi se ɓo ɔs aay cir paac paac. Gɔtn al‑Masi ki se nakgen maam mꞋaakin̰o mꞋɔɔ bɛɛ se ɓɔrse ɔs aay ey sum. Taa nakgen se maam mꞋaakin̰o aan gɔɔ nakgen do danos ki, taa mꞋtɛɗn gɛn al‑Masi mala mala. 
PHP.3.9	Taa naan̰ se maam mꞋiŋg do Ko Taar kɛn Raa ɛɗo Musa ki se ɓo tɛɗum mꞋaak bɛɛ naan Raa ki eyo, gaŋ kaal maakŋ kɛn maam mꞋaal do al‑Masi ki se ɓo tɛɗum mꞋaakga bɛɛ naan Raa ki. Ute kaal maakŋ ese ɓo Raa tɛɗ jeege aak bɛɛ naanin̰ ki. 
PHP.3.10	Maam se mꞋje naka kalaŋ sum nakŋ maam mꞋje se mꞋjeel kɔkŋ Isa al‑Masi mala ɔɔ tɔɔgŋ kɛn durin̰ daan yoge tu ɔɔ mꞋdabar ute naan̰a, bini mꞋkooy aan gɔɔ kɛn naan̰ ooy se kici. 
PHP.3.11	Taa naan̰ se ɓo maam mꞋiŋg mꞋɔnd dom ro ki taa ɓii kalaŋ maam mꞋutu mꞋdur daan yoge tu.
PHP.3.12	Maam mꞋkɔŋ taaɗn mꞋɔɔ gɔtn maam mꞋɓaan mꞋɓaa se mꞋaan te ey ɓɔrtɔ, ey lɛ mꞋkɔŋ taaɗn mꞋɔɔ maam se mꞋtɛɗ te aak bɛɛ naan Raa ki ey ɓɔrtɔ. Gaŋ ɓɔrse kic maam mꞋutu mꞋaan̰ kaan̰ rɔk, gɛn kaan gɔtn Isa *al‑Masi ki naan̰ kɛn tɛɗum mꞋtɛɗga gɛn naan̰ se. 
PHP.3.13	Gɔtɔ, gɛnaamge, maam mꞋaan̰ mꞋaan te gɔtn ese ey ɓɔrtɔ kɛn maakŋ maak‑saapum ki se gɔtn mꞋaan̰o paac se mꞋdirigin̰ga naata, kɛn mꞋuun kaamum jaay mꞋaak kɛn naan ki se. 
PHP.3.14	Maam mꞋaay kaamum mꞋaan̰ gɛn kaan gɔtn kaan ki, Raa daŋjeki raan se, bin ɓo naajege jꞋaki kɔŋ nakgen se te Isa al‑Masi. 
PHP.3.15	Naajegen paacn̰ kɛn kꞋtɛɗkiga jee Raage mala mala se, bɛɛki se, maak‑saapm naajege se Ꞌtɛɗn aan gɔɔ kɛn ese. Kɛn maak‑saapse ɓo utu kuuy lɛ, Raa utu asen taaɗn maakse ki aki jeel mɛtin̰a. 
PHP.3.16	Naɓo ɓɔrse se kꞋɓaaki te ɗoobjegen kɛn jꞋuunkiro tɛl se ute naanjege.
PHP.3.17	Gɛnaamge, Ꞌpaacki, Ꞌtɛɗki aan gɔɔ maama, uunki ɗoobm jee kɛn uun ɗoobm naaje se. 
PHP.3.18	Ey num daayum maam taaɗsenoga ɔɔ ɓɔrse kic maakŋ kaa‑maan ki se mꞋje mꞋasen taaɗn daala, taa jeege dɛna maakŋ nakɗe kɛn naaɗe lee tɛɗ se, naaɗe je taaɗn jeege tu ɔɔ naaɗe se je eyo kɛn kꞋtaaɗ taa kooy Isa al‑Masi ro kaag ki se. 
PHP.3.19	Naaɗe se utu kutn roɗe, nakŋ naaɗe maakɗe je se ɓo tɛɗɗenga raaɗe ɔɔ nakŋ sɔkɔn̰gen naaɗe lee tɛɗ se maakɗe raap do ki sakan̰. Naaɗe iŋg gɛn saapm do nakge tun do *duni ki sum. 
PHP.3.20	Gaŋ naajege se naaŋjege mala se maakŋ raa ki ɔɔ ɓɔrse do naaŋ ki ara se naajege jꞋiŋg jꞋaakki kaam Mɛl Kaajjege Isa al‑Masi. 
PHP.3.21	Naan̰ ɓo, ro naajege ɔk tɔɔg ey se naan̰ an̰ deelin̰ utu Ꞌtecn̰ aan gɔɔ ro naan̰ aak bɛɛ kɛn durno daan yoge tu se, ute tɔɔgin̰ se naan̰ utu Ꞌtɛɗn nakge paac Ꞌtɛɗn kaam jin̰a.
PHP.4.1	Bin ɓo gɛnaa maak‑jemgen ɗoobm *al‑Masi ki, maam se mꞋje mꞋasen mꞋɓaa kaakŋ ute kaamuma. Taa naase se ɓo jee Ꞌtɛɗumki jaay maakum‑raapo ɔɔ maam mꞋtɔɔm rom ute naase. Bin se gɛnaamge, ute Mɛljege se Ꞌɗaarki tɔɔgɔ!
PHP.4.2	Maam dɛj Ebodi ute Syntis kɛn taarɗe ɓaa ey se, mꞋɔɔ jꞋaay kaamɗe jꞋɔk taarɗe kalaŋ taa naaɗe Ꞌtɛɗga kalaŋ te Mɛljege se. 
PHP.4.3	Naai debum kɛn kꞋtɛɗn naaba kalaŋ ɔɔ debm mɛc se, maam mꞋtɔnd mɛti mɛndgen se Ꞌɓaa noogɗe. Taa naaɗe kic ɗoɗoga gɛn taaɗn Labar Jiga gɛn Isa *al‑Masi ute maama ɔɔ ute Klema ɔɔ jeegen kuuy kɛn kꞋtɛɗo naaba kalaŋ. Jee se ɓo kɛn roɗe kꞋraaŋin̰ga raaŋ maakŋ Kitapm Kaaj ki.
PHP.4.4	Aan gɔɔ Ꞌtɛɗkiga kalaŋ ute Mɛljege se daayum iŋgki ute maak‑raapo! Taar se mꞋasesin̰ taaɗn ɗɔɔl daala, iŋgki ute maak‑raapo! 
PHP.4.5	Ɔn̰ki jeege paac asen jeele naase se jee bɛɛ. Taa Mɛljege se ɔɔpga gɔɔrɔ utu Ꞌɓaaɗo. 
PHP.4.6	Ɔn̰te Ꞌkuunki nirlse do ɗim ki, gaŋ daayum nakŋ kɛn jaay aan dose ki se Ꞌtɔndki mɛtn *Raa taa nakgen naase Ꞌjeki. Kɛn naase jaay Ꞌɓaaki ɓaa tɔnd mɛtn Raa num, Ꞌtɔɔmin̰ki ute maakse. 
PHP.4.7	Ɔɔ tɔɔsn gɛn Raa kɛn cir maak‑saapm naajege se, ute Isa al‑Masi se asen bɔɔbɔ ɔɔ maakse Ꞌtooɗn kaam kalaŋ.
PHP.4.8	Gɛnaamge, kɛn ɔɔp mꞋasen taaɗ se ɔn̰ nakŋ kɛn mɛt ki, kɛn jeege jeelin̰ aak bɛɛ, kɛn te ɗoobin̰a, kɛn *salal, kɛn jeege aak jen̰a, kɛn jeege dɔŋin̰a, kɛn ɔŋin̰ aak jiga ɔɔ kɛn jeege aakin̰ kic ɓo tɔɔmin̰ se, kɛse ɓo nakgen naase aki saapm do ki. 
PHP.4.9	Taar kɛn naase Ꞌbooykiro maam mꞋdooyseno ute nakgen naase aakkiro gɔtn maam ki, kɛn maam tɛɗɗeno se, naase kic Ꞌlee Ꞌtɛɗin̰ki bin kici. Ɔɔ Raa debm kɛn ɛɗ lapi se utu kiŋg te naase.
PHP.4.10	Maam se maakum‑raapo aak eyo ɔɔ mꞋtɔɔm Mɛljege taa naase Ꞌtɛrl saapkiga do maam ki daala. MꞋjeele naase se daayum Ꞌsaapki dom ki, naɓo naase ɔŋki te ɗoobm kɛn amki noog eyo. 
PHP.4.11	Kɛn ɔlum jaay mꞋtaaɗ bin se taa mꞋɔk ɗim ey ɓo mꞋtaaɗ eyo, taa maam se lɛ mꞋdeelga deel roma nakŋ maam mꞋɔk se ɓo aas kiŋgum sum. 
PHP.4.12	Kɛn maakŋ daay ki lɔ maakŋ dɛrɛŋ ki kic ɓo, maam se mꞋdeelga rom ro ki. Kɛn mꞋɔk nakŋ kɔsɔ kɛn mꞋɔk eyo, kɛn maakŋ dɛrɛŋ ki lɔ maakŋ ɓo ki, maam se kɛn aanum ɗi ɗi kic lɛ, daayum mꞋtookŋ do naan̰ kɛn ese. 
PHP.4.13	Maam se mꞋaasin̰ do nakge tun ɓaa se paac ute Debm kɛn lee tɔɔgum maakum se. 
PHP.4.14	Gaŋ naase se Ꞌtɛɗkiga bɛɛ kɛn naase jaay Ꞌɓaaɗo Ꞌnoogumki do nakge tun ɔɔn̰ aan dom ki se.
PHP.4.15	Gɛnaamgen Pilip ki, naase mala Ꞌjeelki kaaɗ kɛn deet deet jaay mꞋtaaɗseno Labar Jiga gɛn Isa *al‑Masi se ɔɔ kɛn jaay mꞋiin̰ mꞋɔn̰o Masedoan sum se, maakŋ *eglizge tu se, eglizn naase kalin̰ ki sum ɓo Ꞌɓaamoga ute nakŋ noogo. Ey num eglizn kuuy se ɔŋ ɔlum te ne ɗim eyo. 
PHP.4.16	Kɛn maam jaay mꞋutu Tɛsalonik ki se, naan̰ kɛn se naase ɔl ɗɔɔlumkiroga ɗɔɔlɔ nakŋ kɛn am kaasn kiŋguma. 
PHP.4.17	Kɛn ɔlum jaay mꞋtaaɗ bin se, mꞋje je ɗim ɓo gɔtse ki eyo. Nakŋ maam mꞋje se bɛɛ kɛn naase Ꞌtɛɗkiro se Ꞌziiɗn ɓaa ute naanin̰a. 
PHP.4.18	Maam taaɗsen nakŋ naase jaay ɔlumkiro paac se, maam mꞋɔŋin̰ga nakgen se aasum cir ciri. Aan gɔɔ Epaprodit ɛɗumsin̰ga nakŋ naase ɔlumkiro se, ɓɔrse maam mꞋɔk nakge dɛna ute maraadin̰a nakgen se tec aan gɔɔ *sɛrkŋ jiga ɔɔ oot nijimi kɛn jꞋɛɗ Raa ki jaay tɔɔlin̰ se. 
PHP.4.19	Ute Isa al‑Masi se, Mɛlum Raa se nakŋ jaay naase ɔkki ey paac se naan̰ asesin̰ kɛɗa, taa naan̰ se ɗim tap ɓo daayin̰ eyo maakŋ gaarin̰ ki. 
PHP.4.20	Daayum Raa kɛn Bubjege se kꞋlee kꞋtɔɔmin̰ki. *Amin.
PHP.4.21	Jee Raagen naase Ꞌtɛɗkiga kalaŋ ute Isa *al‑Masi se, Ꞌtɛɗɗeki tɔɔsɛ ɔɔ gɛnaagen ɗoobm al‑Masi ki kɛn utu te maam gɔtn ara se, tɛɗsen tɔɔsɛ kici. 
PHP.4.22	Jee Raagen gɔtn ara paac se tɛɗsen tɔɔsɛ ɔɔ kɛn tɛɗsen tɔɔsɛ tap tap se jee maakŋ ɓee Gaar magal *Rɔm ki. 
PHP.4.23	Ɔn̰ Mɛljege Isa al‑Masi asen tɛɗn bɛɛn̰a.
COL.1.1	Kɛn ara maam Pɔl, *mꞋdebm kaan̰ naabm Isa al‑Masi aan gɔɔ kɛn *Raa maakin̰ jen ro ki ɔɔ ute gɛnaajege Timote ɓo, 
COL.1.2	kꞋraaŋsen maktubm ara se, naase jee Raage tun maakŋ gɛgɛr kɛn Kɔlɔs ki ɔɔ naase ɓo gɛnaajegen tuj ɔrmɗe eyo ɔɔ kɛn iŋg dɔɔk kalaŋ te *al‑Masi. Ɔn̰ Bubjege Raa asen tɛɗn bɛɛn̰a ɔɔ asen kɛɗn lapia.
COL.1.3	Daayum, kɛn naaje jaay kꞋɓaa ɓaa tɔnd mɛtn Raa Bubm Mɛljege Isa *al‑Masi taa naase se, naaje kꞋlee kꞋtɔɔmin̰a, 
COL.1.4	taa naaje se kꞋbooyga jꞋɔɔsjege maana taa kaal maaksen aalki do Isa al‑Masi ki ɔɔ ute maak‑je kɛn naase ɔkki do jee Raage tu paac se. 
COL.1.5	Bin ɓo deet deetn kɛn naase Ꞌbooykiro Labar Jigan kɛn mɛt ki se, naase Ꞌbooy ɔkkiga Raa se Ꞌbɔɔbsenga nakŋ bɛɛ maakŋ raa ki ɔɔ do taar kɛn se ɓo, naase iŋg ɔndki dose do ki. 
COL.1.6	Ɔɔ Labar Jigan ese se wɔɔkga do naaŋ ki paac bini aanga gɔtse ki. Naan̰ se tec aan gɔɔ ko kaaggen kɛn teepe ɔɔ ooj dɛn se ɔɔ Labar Jiga se kic ɓo tɛɗn naabin̰ gɔtn jeege tu ɓaa ute naanin̰a. Bin ɓo naan̰ tɛɗn naaba daan naase ki kici, baago deet deet ɓii kɛn naase Ꞌbooykiro ɔɔ Ꞌjeelin̰ki bɛɛ Raa se mɛt ki, jaay naase Ꞌtook ɔkin̰ki jiga se. 
COL.1.7+COL.1.8	Epapras ɓo debm kɛn dooyseno mɛtn taargen ese se ɔɔ naan̰ se taaɗjenga tɔɔgŋ kɛn *Nirl Salal ɛɗsen gɛn je jeege se. Naan̰ se mɛɗn kɔɔn̰ maakje kꞋtɛɗn naaba kalaŋ ɔɔ naan̰ se debm tɛɗn naabm tuj ɔrmin̰ eyo gɛn al‑Masi gɔɔ naaje ki.
COL.1.9	Taa naan̰ se ɓo, ɓii kɛn naaje jaay kꞋbooy labarse sum se, naaje kꞋtɔnd mɛtn Raa jꞋɔn̰ eyo taa naase. Naaje kꞋtɔnd mɛtin̰ jꞋɔɔ asen kɛɗn jeel mala mala kɛn naase anki jeel nakŋ kɛn Raa maakin̰ jen ro ki ɔɔ ɔn̰ Nirlin̰ se asen kɛɗn jeel‑taar mala mala ute mɛtɛkɛ. 
COL.1.10	Bin jaay ɓo kiŋgse Ꞌtɛɗn aak bɛɛ naan Mɛljege tu gɛn je nakŋ paacn̰ tɔɔlin̰ naan̰ ki. Ɔɔ naase aki tɛɗn napar nakgen jiga jiga ɔɔ Raa se naase an̰ Ꞌjeel kɔkŋ ɓaa ute naan se. 
COL.1.11	Ɔɔ naaje kꞋtɔnd mɛtin̰ asen tɛɗn jee tɔɔgŋ mala mala ute tɔɔgŋ naan̰ kɛn cir nakge paac se, bin ɓo kɛn dubar jaay aanga dose ki kic ɓo, naase aki kaay kaamse, an̰ki sɛrkɛ. 
COL.1.12	Ɔɔ ute maak‑raapo Ꞌtɔɔmki Raa Bubm kɛn tɛɗseno ɔŋkiga ɗoobo gɛn kɔŋ bɛɗse maakŋ nakge tun bɛɛ kɛn naan̰ bɔɔbin̰ jeen̰ge tu maakŋ‑gɔt kɛn wɔɔr se. 
COL.1.13	Taa Raa se ɔɔɗjekiga dojege maakŋ‑gɔt kɛn ɔɔɗɔ kɛn ɔk tɔɔgɔ dojege tu ɔɔ uun ɓaanjekiga maakŋ gaar gɛn Goon maak‑jen̰ ki. 
COL.1.14	Ute ɗoobm Goonin̰ se ɓo Raa dugjekiga dojege ɔɔ tɔɔljekiga *kusin̰jege se naatn.
