MAT.1.1	Abraham chapa Devid, ava Chapa Jisu Khrista ki charuwl Laaika. 
1PE.5.2	Ktlo nuwm kma lu kma pdainu ktlo nuwm rek rekki, ningkja na ngi mman lei kma, pdainu ning kakraalli plung klutti, naan arlakki Isowr Jao lop ava mhai seel pi chaan. 
1PE.5.3	Naan ado tsil na tun kpaal na kma pdainu Jao rek lop tummi mkurchu chaak naan kurthuwk in. 
1PE.5.4	Ungta Jao krung mkinreel ava mkandan mpha thu, naanni laarnee ki kchuwl kro kma laar luwkhum pha chnaan di. 
1PE.5.5	Anto lulu ngi kmo bet va kvir bet tingi ma amra. Naan akheng nga khat leh khat plung kparneem tu kilṭhi ngi adaksaan na kparnaak in, mleija Isowr va kpohokka mdo mat pdainu plung kdowng hin plung kparneem mdo piik.
1PE.5.6	Ava leiji, mpha kcha deekki Isowr ri ado tikhiin chaak nraan, ruktang langlang Isowr khut ava tingi adaksaan na plung kdowng ngi am in. 
1PE.5.7	Naanki ajat naan mkheng nga Mma hin avar deen chaan, mleija Mma ngi naanna tuk ado tu sut pik in. 
1PE.5.8	Plung apnet chaan, mik khut ahar in. Naan akipteng in dijabowlli, humpii smang kruwn lulu ku mii khat mdo chaak nra thlaamda pang tlowng ngi ktlowng nga. 
1PE.5.9	Krin cha thu knet merri mma ava amat in, tditta anto hep daat kja kakham kparteel ava dultipaam thu ka am a u anao in hin rukva kthuwk dok tdit ado dee in. 
1PE.5.10	Ungta kṭuw knai kma laarnee ki tummi, Khrista thu mdo own dok naan ava, plungnee mkheng ki Isowr Mma daksaa katti, kja kakham mruk aphaak dil thaanni tipnet don akapṭhan pik craan, ungu ru aju kaptan pik raan. 
1PE.5.11	Kṭuw knai liit kma Mma ngi kpaal kurthuwk so. Amen.
1PE.5.12	Trin chaak kurhuiji kdo bin chaak, neiki ku u knao Silvanas leiji neiji ktoi tekki kikjit chaakka, aksop chaan, ungu hava Isowr plungnee kindit pi dinu neiji kthe thut chaakka, ava thu knetti am chaan. 
1PE.5.13	Bebylon tha ka am, anto heppi mdo kchol, mma rukva aturvui chaak inna; ungu anto lulu ngi kchapa Mak ruk va aturvui chaak inna. 
1PE.5.14	Wonsat tu kilṭhi ngi khat leh khat kurput inra kurvui chaan.
1PE.5.14	Khrista thu ka am naan akheng hin kdaai amso.
2PE.1.1	Jisu Khrista ki sra owr khat ungu kenyee khat kurthuwk Simon Pitor ri nenki Isowr ungta kaktlan pik Jisu Khrista ki rinkindit rek nen tu kinṭim sappi krin cha kpha rek hintha:
2PE.1.2	Isowr leh nenki Mukpu kdei chaki lousing thu plungnee leh kdaai ava naan thung ngi knemmi kurjou kurthuwk so.
2PE.1.3	Nen mi ku own kchaan Mma kdei chaki lousing thu Mma mdak kat ki laarnee leh kinreel ki rinkhu ungu Isowr ktongki do mkheng nga Isowr rutanni mi rot pik inda. 
2PE.1.4	Ava thu Mma ngi mman klu langlang ki leh klin langlang paureel nen nhin inni mihai pii chaanda, tditta kngei leiji dultipaam thungki ktobor knaam thungki ado tiṭen thuw chaak nraan, ungta Isowr ktongki rungchen kpha sap akurthut nraanki. 
2PE.1.5	Mleija hava lei katti naanva ado rin chaak in kṭha ava tu kilṭhi da, ungu kṭha kdei chaki lousing tu kilṭhi da, 
2PE.1.6	ungta kdei cha lousing nga daksaa kurjowng tu kilṭhi da, daksaa kurjowng ava kdiil dei tu kilṭhi da, kdiil dei ava Isowr ktongki tu kilṭhi da, 
2PE.1.7	ungu Isowr ktongki ava unao ki karman tu kilṭhida, ungta unao ki karman ava wonsat tu kilṭhida, hanto ktopom kurthuwk. 
2PE.1.8	Mleija havalea naan ado ungu mnembi, nenki Mukpu Jisu Khrista kdei cha ki lousing thu kurchuwl kma mdit mata mthei ktaak kurthuwk ni maan ti. 
2PE.1.9	Mleija havale kthloi kma ku mii khat ava, mma ki pnu pliw ava mdo partleu pik dok kparngiil mii ava mik ktot ungta mbe ki tek daat mdo dee. 
2PE.1.10	Ava leiji, ku u knao rek, ado tu own chaak in naan leh ado tuk kchol chaak naan ava knetti ado thiik nraan changtlaak athloi in, mleija naanni hava atlot inbi, tluw liit nimaan ti. 
2PE.1.11	Ava leiji nenki Mukpu ungu kaktlan pik Jisu Khrista ki kṭuw knai kma Kruwngpaam alu chaak nraanki kekleemmi akpurdon pik chraan.
2PE.1.12	Ava leiji hava ado bin phaak nraan, naanni dei dokda, ungu naan dothloi kindit thu kapṭhang dok kurthuwk daat jownti, mpha ktai thu neiji ak pbin phaak chaak inna. 
2PE.1.13	Hava daksaa ngi ka am khim khai thu, naan dobin phaak nangi, ado kukso in ava mkindit kurthuwk mo kdingi neiva kbin chaakka. 
2PE.1.14	Mleija nenki Mukpu Jisu Khrista do tdet dil kṭoiji, neiji kdaksaa kdo maak pthii nrangki mpha ava knai tekka tdit neiji kdee chaakka. 
2PE.1.15	Ungta neiji ksun chaak dok diltha mpha ktai thu naanni hava ado bin phaak chaak nraan neiji suw chdaat nik di.
2PE.1.16	Mleija neenni nenki Mukpu Jisu Khrista ki rutan leh kurjung rangki ava aktidet in mpha thu nopa ki paumin ava ksing rek rekki pṭoi chmaan ring, pdainu Mma kullaar ava neen kmik kat inni sakhi in ping. 
2PE.1.17	Mleija Mma ngi Mpah Isowr hinki kak kjat leh laarnee marlaan chaak mpha thu, laarnee ki kullaar ri Mhin krowl khatti theda, “Hava Nei kwonsat lo Kchapa, Mma hin kdung ngi kning kthlung nga.” 
2PE.1.18	Parwaan ki krowl kurju ava neenni aryaa chaannu, mleija Mma tu kilṭhi ngi Kchiir lown tuwn ka am sap in ping. 
2PE.1.19	Ungta nenni tu thloi in khulpu rek pauna ava ngi kheel setti mihai pindit pik inda. Khuw mtlei du khim khai ungta plung thu vaarpa bursi marhan thuw du khim khai mmun kjiing thung ngi meila mlen lulu ngi, plung aplu chaak inbi, kṭha deekki tlo naandi. 
2PE.1.20	Ru kri verri hava ado dee pandit raan, tditta Kchiir Laaika ki pau kphuwng ku mii khat lee ngi mthina daat ki pau kpurluppa ava pme. 
2PE.1.21	Mleija pau kphuwng nga tden thung preva miilai do binni kthleng ava pme, pdainu Pthla Kchiir do thown mii rekki Isowr hinki pau mdo the.
2PE.2.1	Naan arlakki kindit kma chukpu rek kthuwk heppi, mii rek arlakki kindit kma khulpu rek kthuwk lamra, ke eakrep rang leiji kindit kma tup prut pau ksin lamra, mma kṭenthuw Isowr kat daat rap klua mat lamda, mmaan mdaksaan tuwnni kbei sekki mmawn chaak nraan pthuwk lamda. 
2PE.2.2	Ungta mii maknemmi kṭha kma ktlo ava dil kṭoi chlamra, ungu mmaan leiji kindit lam ava krai chlamra. 
2PE.2.3	Ungta makraam reen lei inni kindit kma pauvi pang the akthe psuk raan; mmaan nikar mak nong mdo tlot inna alraangki howngva liit lamme, ungu mmawn chaak nraan ava iip liitme.
2PE.2.4	Mleija Waan tamsii rekki pnu mtlaak in mpha thungva Isowr ri ṭheek liit lamme, pdainu sim thu mvar pthiin, ungu mdo kṭewl nlam rangki nit mphaak du khim khai kjiingnu khur thu ktuh da mdo thiik pthii lam. 
2PE.2.5	Mma ngi alraangki dultipaam ava kṭheek kma pdainu Isowr kbin kma rek dultipaam ava tun diipa mdo pinlet, rinkindit ki pau ksaam Noha ava mii murson tikheu rek tu kilṭhi ngi mdo ṭheek. 
2PE.2.6	Sodom leh Gomorah hava khuwpii knii ava purvut kjuwng daatti mraal piida, ungta Isowr kbin kma rek ki mkurchu chaak naan. 
2PE.2.7	Ungta kṭha kma ava ngi kṭha kma nong tuptlot lamda kdung ngi mkinthlet naan kurthuwk, rinkindit Lot ava Mma ngi mdo ṭenthuw pik. 
2PE.2.8	Mleija rinkindit miilai ava ngi mmaan arlakki ma am thu mdo dee ungu mdo aryaak, mmaan ki nowlam ktaakki nong mdo tlot in ava mnii ktaiji rinkindit ki raothla mdo owr chaak. 
2PE.2.9	Audilli mdo kṭewl nrangki nit ava mphaak du khim khai Isowr kbin cha rek mii ava ṭenthuw da, ungu rinkindit kma rek ava mraal kpii tingi arkhii da mdo thiik ava Mukpu ngi mdo dee. 
2PE.2.10	Ungta kheelli kanthle ktardou ki nong kbinni kbuwr ungu rutan pum ning kpu ui kma mii ava Mma ngi mdo dee.
2PE.2.10	Mmaan ava plung ktaak, ungu kpohok, mmaanni mlaar knei langlang khat ava kṭi kma mdo rai chaak in. 
2PE.2.11	Waan tamsii rap klua kheel sii ngi ktang ungu mru tang daat joso Mukpu maiṭhuwm mi kṭewlda ungu krai kcha tlo me. 
2PE.2.12	Pdainu hava lea mdoi pummi mdo seem saa rek heppi, mdo pman ra ungu mdo eayo rang ngi kṭou, mlei kdei pandi kma krai mmaan ava mmaan tu kilṭhi ngi kinṭim chakki mmawn chaak nraan, ke eakrep lamra. 
2PE.2.13	Kar mak nong mdo tlot lei inni kar makki kja chlamra. Kanthle ktardou rekki suwn kanpat loi lamda, mmaanna achaak aneek ṭhiin mpha thu mnopa inni kanthle tardou lamda kbii pum ungu kar mak kcha lam. 
2PE.2.14	Mmik inna losang kṭhi ngi kdim kcha a, pnu tummi pneel liit lamme. Mmaanni knet kma raothla ava pman lamda. Muplung ril inna kakraam kurchu ndok lamda. Mmaanna pauhur ki naole lam. 
2PE.2.15	Mmaanni kar mak nong ktlo thu mdo kat nraan ngei lamda, Boer chapa Balam lamṭoi ṭoi lamda, kindit pthlei lamda leledung ngi kchet chlamma. 
2PE.2.16	Pdainu dultimii pauvi arkowk da; ki ewng kcha skowlraam mi dultimii krowl khatti khulpu ava pkhaan da.
2PE.2.17	Hava lea dii ktaak diitlaang ungu tirthli khuw dorei pthii armei rek lam; mleija mmaan tumra kjiingnu khur ava mdo ṭheek daat. 
2PE.2.18	Mleija mmaanni ka aak napal pau the lamda, kindit kma thungki raanṭhul li karthlet kcha mii rek ava daksaa ktongki kar mak ktlo thu archil lamda. 
2PE.2.19	Mmaanni kintekki ma am nraan pau preel lamda, pdainu mmaan mdaksaan na ktobor naam ki sowk rek lam; mleija miilai khat do pchaan ku mii khatta ava ki suwk. 
2PE.2.20	Mleija mmaanni nenki Mukpu ungu mi kaktlan pik in Jisu Khrista kdei cha thu dultipaam ki kbuwr nong thungki mkarthle chaak dok in dil tha, mmaanna kbuwr nong thu kman nowl lamda, ungu kpar chaan chaak lamda, mṭut na thangva ru kri ki hinva kheel sii. 
2PE.2.21	Mleija mmaan hinni mdo parlaan Kchiir paureen kdei kdeiji mdil thaanni mdo kinlet daak in hinva, rinkindit lam ava mdo dee liit maanni kṭha sii. 
2PE.2.22	Kindit pauril dil kṭoiji mmaan hin thuwk kat da, uiji mkunso chaa nowlda ungta tulṭhut dok vaksuwn ni bul thu kukbul nowl.
2PE.3.1	Kwonsat lorek, neiji naan hin kdo kjit chaak ava tunva hava ngi mvei knit naki chethi, ungu naan do bin phaak naan thu, naanki plung kchiir kuk ksop kcha ping. 
2PE.3.2	Tditta Kchiir khulpu rek pauphuwn dok, ungta naan akenyee thuwn ni akaktlan pik in Mukpu paureen abin phaak in. 
2PE.3.3	Ru kri verri hava ado dee pandit raan, tditta kipnii chaak rekka mṭut na nit thu mdo pnii chaak tu kilṭhi ngi mdo ngei in kanthle ktardou ava dil kṭoi chlamra 
2PE.3.4	ungu kthe lamra, “Tu ungda Mma arjun nrangki paureel la? Mleija mpah le mi ii dokki kupṭhunni, do mkheng nga mapṭhan daat ki kupṭhun lulu ngi mmaanna kurnowl thlit daat lam.” 
2PE.3.5	Kdei kdeiji mmaanni ning mdo pu ui in pme, tditta alraang ngi Isowr pauna ngi parwaan leh dii ngi mlei kurthuwk da, dii thungki dultia ka am, 
2PE.3.6	ava thu ka am dultipaam ava dii ngi jiil dokda kmawng kcha dok. 
2PE.3.7	Pdainu kekṭewl nit ungu Isowr kbin kma rek kro chaak nrang ki nit mphaak du khim khai, tun tunni ka am daat pauna ava katti parwaan leh dultia mei tumra purtuwl da mdo arkhiik daat.
2PE.3.8	Pdainu kwonsat lo rek, hava khat pang nga ning kpu ui kmalu tlo maan, tditta Mukpu hin thangva nii khatta kum punkhat lulu, ungta kum pun khatta nii khdaat lulu. 
2PE.3.9	Mukpu pauna ava mii angṭheva naam naammi mdo bin lulu ngi naam naamma kurthuwk pme, pdainu ku khat lee mdo pmawn nuwm ma leiji kdung ngi mdo diil chaak, ungta mkheng kheng ngi plung ren kuhur ra ava mdo ngei. 
2PE.3.10	Pdainu Mukpu nit ava kup pru thlen lulu ngi kthlengra, ungta au dilli parwaan ava krowl kparjaa ngi kmawng chra, ungu kinreel do ava mei thu kbung donle kjot chraungta dulti leh mtuwn ki nong rek ava kakaa chra.
2PE.3.11	Do mkheng nga hanto mjot chaak rang leiji, Isowr nit kbeiji kurjungra ava karda slii ngi, kchiir deek ungu Isowr kbinni tak hep kdulu mii kurthuwk nikaan di kdingi am in! 
2PE.3.12	Ava nitti mlei kurthuwk don parwaan ava meiji ṭuwng donle kukbung chra, ungu kinreel do ava meiji sat donle kjot chra. 
2PE.3.13	Pdainu Mma paureel dil kṭoiji nenna rinkindit rek amna ren parwaan leh ren dulti tardat chaak in.
2PE.3.14	Ava leiji, kwonsat lorek, naanni havale ado ardat lei inni, kbii ktaak mdit mata mii do psul nma liitti, kdaaiji Mma ngi ado tphaak chaak nraan ru alou in. 
2PE.3.15	Ungta nenki Isowr do diil ava kirliin chaak nangi alou in. Ava leiji nenki nwonsat lo in, nu u nnao in Poul rukva, mma hin mdo piik chaak lousing ava dil kṭoiji naan hin hava theda mchethi rek mkheng thu mdo kjit chaak. 
2PE.3.16	Havale thu tdee pandit liit ma pau angṭhe ka am, kdei pandi kma rek leh plung krip kma miirek mmawn chaak nraan, ktlok laaika mdo tlot lulu ngi, mmaan poibin ni purjuk parhai lamda, mdo tlot in.
2PE.3.17	Ava ngi mlei kurthuwk da, kwonsat lo rek, naanni hava ru kri ngi dei dok da, nowlam ktaak miirekki kar mak tu kilṭhi ngi aṭhii in da ungta naanki plung knet ava mmaan chaak ma nra cheek karsin chaan. 
2PE.3.18	Pdainu plungnee leh nenki Mukpu ungu mi kaktlan pik in Jisu Khrista kdei cha thu klin ksaang kurthuwk in. Mma hin tha tun ruk ungta karvang ra kṭuw knai kma nit thu mlaarnei. Amen.
1JN.1.1	Mupṭhun daat ki ka am, nenni taryaak dok in, nmik inni tdee dok in, nenni suw in minnu nkhut inni tikmei dok in rinkhu ki pauna mlei thu. 
1JN.1.2	Rinkhu ava seem da kandang, ungu nenni ndee in, ava sakhi kdo hur in, ungta Mpah tu kilṭhi ngi kṭuw knai kma ki rinkhu ava naan hin kparyaam ava rinpaumin hur chaannu ungta neen ki hinni mhai pandan pik inda. 
1JN.1.3	Tditta neenni kdo dee in, ungu kdo aryaak chaak in ava naan hin ruk va kparyaam chaak inna; ungu neenni plap kdo kurthuw ṭhiin ava Mpah leh Mchapa Jisu Khrista. 
1JN.1.4	Ungta neen kakanpat
1JN.1.4	in mkurkhum nra neenni hava kikjit chaak inna.
1JN.1.5	Neenni Mma hinki aryaan nu, naan hinni kdo paryaam chaak in paumin ava hava, tditta mar awng nga Isowr ungu Mma hin thangva kjiingnu ame. 
1JN.1.6	Nenni kjiing thu nche slii daat chun inni Mma ava plap kukurthuw ṭhi dida nthe inbi, nenni plei knei tkurthut in, ungu kindit dil kṭoiji am maan min. 
1JN.1.7	Pdainu Mma ngi kleng thu ma am lulu ngi, nenni mar awng thu nche inbi, nenna khat leh khat plap tkurthuw in, ungta Mma Chapa Jisu hii ngi nen pnu ton mkheng mpartleu dokka. 
1JN.1.8	Nenni pnu arvei maang ngi dida nthe inbi, nenni ndaksaa nthina ngi tkurhuwn chaak in, ungu kindit ava nen nthu ame. 
1JN.1.9	Nenni nenki pnu rek nthe thut chaak inbi, Mma ava trin chaak kurhui ungta kindit kurthuwk, ungu rinkindit kma mkheng thungki nen pnu rek ava mi kuptlot pik chra ungta mi kpartleu chraan. 
1JN.1.10	Nenni pnu tla maang dida nthe inbi, nenni Mma ava plei tnei psuk inna, ungu Mma pauna ava nen nthung ngi ame.
1JN.2.1	Nei knaole sisi rek, naanni pnu atlaak ma nraan, neiji naan hinni hava kikjit chaakka; pdainu ku mii khatti pnu mtlaak bi, nenki Npah ava tu kilṭhi ngi nenna mi ksan chraan, rinkindit ki Jisu Khrista ka am. 
1JN.2.2	Ungta nenki pnu rek tummi Mma ngi nakchang in midon pik inda, nen ntum daat kma pdainu dultipaam ki pnu rek mkheng tum kurthuwk. 
1JN.2.3	Nenni Mma paureen rek nar khiik chaak inbi, hava ngi nenna anto kat tdit ndee chaak raan. 
1JN.2.4	“Mma ava neiji kdee,” dida kthe pdainu mpaureen rek kleek miilai ava plei knei, ungta kindit ava mma thu ame. 
1JN.2.5	Pdainu Mma pauna kar khii cha mii ava hin tha mkindit kat ki Isowr wonsat kinreel ka am. Hava ngi nenni Mma thu ka am ping tdit tdee kat chaak raan. 
1JN.2.6	Mma hintha kakbaang thlit daat ping dida kthe mii ava va Mma che heppi mma rukva mche ra.
1JN.2.7	Kwonsat lorek, neiji naan hin ren paureen khat kikjit ava pmaang, pdainu mupṭhun daat ki naan dothloi pliw paureen ava; naan do aryaak dok pauna pliw ki paureen. 
1JN.2.8	Anto daat joso neiji naan hinni ren paureen khat kikjit chaakka, ava Mma leh naan thung ngi kindit kurthuwk, mleija kjiingnu ava kvei dokka ungta kindit mar awng ava kleng nga. 
1JN.2.9	Mii ava ngi mar awng thungki ping dida karthe thida mu u mnao mipder chaakbi, mma ava kjiingnu thu ka am thlit daatta. 
1JN.2.10	Mu u mnao wonsat klo mii ava mar awng thu kakbaang thlit daat, ungta ava thu khusiir mdo parthit nra ame. 
1JN.2.11	Pdainu mu u mnao kipder cha mii ava kjiing thungki ungu kjiingnu thu kchet, ungu mma ngi tva tha kchet imping tdit kardei me, mleija kjiingnu ngi mmik mupto pthiia. 
1JN.2.12	Kmo sisi rek, neiji naan hin kikjit chaakka, mleija Mma tummi naanki pnu rek ava atuptlot pik dok inna. 
1JN.2.13	Kpahle naan hinni neiji kikjit chaakka, mleija mupṭhun daat ki Mma ava naanni ado dee dok in. Ksenao rek, neiji naan hin kikjit chaakka, mleija naanni kṭha kma khat ava ado pchaan dok in. Kmo rek, neiji naan hin kikjit chaakka, mleija naanni Apah in ava ado dee dok in. 
1JN.2.14	Kpahle, neiji naan hin kikjit chaakka, mleija mupṭhun daat ki Mma ava ado dee chaak dok in. Ksenao rek, neiji naan hin kikjit chaakka, mleija naanna aru in ktang ungu Isowr pauna naan thu kbaang thlit da ka am, ungta kṭha kma khat naanni ado pchaan dok in.
1JN.2.15	Naanni dultipaam mdit mata dultipaam thungki do ava wonsat lo maan. Ku mii khatti dultipaam wonsat mlobi, Mpah wonsat klo ava mma thu ame. 
1JN.2.16	Mleija dultipaam thu ka am do mkheng, daksaa do ngei, ungu rinkhu napal, ava Mpah hinki pme pdainu dultipaam thungki. 
1JN.2.17	Ungta dultipaam ma kvei kcha lu, ungu mthungki tngei do ava ruk kvei kcha lu; pdainu Isowr plungbin ktlo mii ava kṭuw knai liit kma kakbaang thlit daat.
1JN.2.18	Kmo rek, mṭut na ṭhang kurthuwkka! Ungta khrista kma kthleng naanni ado aryaak in lulu ngi, tun rukva khrista kma knempok kthleng nga; ava ngi mlei kurthuwk da, mṭut na ṭhang tdit nenni ndee in. 
1JN.2.19	Mmaan ava nen nthungki ksun kcha lam, pdainu mmaanna nen nthungki lam pme, mleija mmaanni nen nthungki mkurthut inbi, nen tu kilṭhi ngi ta am slii daat raan, pdainu mmaan mkheng nga nen nthungki pme tdit mkandan nra ksun kcha lamma. 
1JN.2.20	Pdainu naanna Kchiir khat ava ngi thao ado tupbul dok in ava naan akheng inni ado dee dok in. 
1JN.2.21	Naanni kindit ado dee maan leiji neiva kikjit cha ava pmaang, pdainu naan do dee dok, ungu plei kneija kindit mlei pme tdit ado dee dok in. 
1JN.2.22	Jisua Khrista tdit kmat miilai ava kma donle plei knei ku ka am da? Mpah leh Mchapa kma khrista kma ava hava. 
1JN.2.23	Mchapa kmat ku mii khat lee ngi Mpah thloi me, Mchapa kthethuw mii ava ngi Mpah ruk mdo the thut chaak. 
1JN.2.24	Naan thung ngi mupṭhun daat ki ado aryaak in ava kbaang thlit daat so. Mupṭhun daat ki ado aryaak in ava ngi makbaan thlit daat bi, audilli naanni Mchapa leh Mpah thu kakbaang thlit naan di. 
1JN.2.25	Mma paureel pik dok kṭuw knai kma ki rinkhu ava hava. 
1JN.2.26	Naan aku huwng kchraan mii rek mlei thu neiji akikjit pik inna, 
1JN.2.27	pdainu naanni Mma hinki ado arlaan chaak in thao kpubul ava naan thung ngi kakbaang thlit daat, ungta naanna ktlok mii khatti ado tpurchu nraanki arleek set do ame; Mma thao pbul li do khim khai thu aju purchuk inda, ungu ava kindit, ungta naan hin ado tpurchu in ava heppi, plei knei kma, Mma thung ngi kbaang thlit chaan. 
1JN.2.28	Ungta tunva, kmo sisi rek, Mma mkandan mpha thu plung krippi nenni hurda, Mma murjun mpha thu ning kakjak ki ndil thaanni tkursown ma nraan, Mma thu kbaang thlit chaan che. 
1JN.2.29	Mma ava rinkindit tdit naanni ado dee in, kindit ktlo mii pum ktai ava Mma ngi mdo pṭou pik tdit ado dee kat chaak in.
1JN.3.1	Asuw in, Isowr naole kdingi mido tu own nraan, Npah inva tak hep kdu pang thu wonsat mi tpiik chaak daat inna; ungta naanna anto kat in pti. Dulti- paam mi nen mido tdee ma naanki mlei ava dultipaam ava ngi Mma dei chme. 
1JN.3.2	Kwonsat lorek, tunva nenna Isowr naole in pmin; nenna talu tdut raan tdit kandang mlai, pdainu Mma ngi mkandan mpha thu nenna Mma rungcheng tdut jik raan tdit nenni ndee in, mleija nenni Mma ava mhep mheppi tdee chaak raan. 
1JN.3.3	Ungta Mma kbin kcha mii pum ktaiji Mma Chiir heppi Tchiir chaak raan. 
1JN.3.4	Pnu ktla mii pum ktaiji Nowlam mdo leek daak; pnu va Nowlam mdo leek. 
1JN.3.5	Pnu rek klou pthii ra Mma ava kandang tdit naanni ado dee in, ungu Mma thungva pnu ame. 
1JN.3.6	Mma thung ngi kakbaang thlit daat ku mii khat lee ngi pnu arvei me, pnu kirvei ku khat lee ngi Mma ava dei chme mdit mata kdei tdee ruk dei chme. 
1JN.3.7	Kmo sisi rek, ku mii khat lee ngi ahuwn chaak maan so. Kindit ktlo mii ava Mma ngi rinkindit mkurthut lulu ngi rinkindit kurthuwk ra. 
1JN.3.8	Pnu ktla mii ava dijabowl hinki; mleija mupṭhun daat ki dijabowl ava pnu thu ktla. Dijabowl nong rek ke eakrep rang leiji Isowr Chapa kandang. 
1JN.3.9	Isowr hinki kṭou ku khat lee ngi pnu arveime; mleija Isowr nopa ava mma thung ngi kakbaang thlit daat. Ungta Isowr hinki kṭou mkurthut leiji mma ngi pnu tla pchaang me. 
1JN.3.10	Isowr naole, ungu dijabowl naole ava hava ngi tdee ra: kindit ktlo kma mii, mdit mata mu u mnao wonsat klo kma mii ava Isowr hinki pme.
1JN.3.11	Mleija mupṭhun daat ki naan do aryaak pauminna hava, tditta nenni khat leh khat wonsat tkurlo raan. 
1JN.3.12	Ungta mnaopa ke eayou kṭha kma khat Kein hep daat rang pme. Ungu talu leiji mma va mnaopa mdo eayo da? Mleija mma mdak kat nong tlot ava kṭha pme ungta mnaopa ava rinkindit miilai. 
1JN.3.13	Ku u knao rek, dultipaam miingi ado tipder chaak lei inni ngak maan.
1JN.3.14	Nenni kdiyou thungki ra rinkhu kpha thu taklaan chaak dok in, mleija nenni nu u nnao in wonsat talo in. Wonsat ktaak mii ava kdiyou thung ngi kakbaang thlit daat. 
1JN.3.15	Mu u mnao kipder kcha ku mii khat ava mi ke eayou, ungu mike eayou ku mii khat lee hinni kṭuw knai kma ki rinkhu kbaang liit me, tdit naanni ado dee in. 
