GEN.1.1	La început Dumnezeu a creat cerul și pământul.
DAN.5.16	Și am auzit despre tine, că poți face interpretări și să dezlegi îndoieli; acum dacă poți să citești scrisul și să îmi faci cunoscută interpretarea lui, vei fi îmbrăcat în stacojiu și vei avea un lanț din aur la gâtul tău și vei fi al treilea domnitor în împărăție.
DAN.5.17	Atunci Daniel a răspuns și a zis înaintea împăratului: Să îți rămână ție darurile și dă răsplățile tale altuia; totuși voi citi scrierea împăratului și îi voi face cunoscută interpretarea.
DAN.5.18	Împărate, Dumnezeul cel preaînalt i-a dat lui Nebucadnețar tatăl tău o împărăție și maiestate și glorie și onoare;
DAN.5.19	Și pentru maiestatea pe care i-a dat-o, toate popoarele, națiunile și limbile, au tremurat și s-au temut înaintea lui; pe cine voia, ucidea; și pe cine voia, ținea în viață; și pe cine voia, înălța; și pe cine voia, umilea.
DAN.5.20	Dar când i s-a înălțat inima și i s-a împietrit mintea în mândrie, a fost deposedat de tronul lui împărătesc și i-au luat gloria;
DAN.5.21	Și a fost alungat dintre fiii oamenilor; și inima lui a fost făcută ca a fiarelor și locuința lui 
DAN.5.22	Și tu, Belșațar, fiul lui, nu ți-ai umilit inima, cu toate că ai cunoscut toate acestea;
DAN.5.23	Ci te-ai ridicat împotriva Domnului cerului; iar ei au adus vasele casei lui înaintea ta și tu și domnii tăi, soțiile tale și concubinele tale, ați băut vin din ele; și ai lăudat dumnezeii din argint și aur, din aramă, fier, lemn și piatră, care nu văd, nici nu aud, nici nu cunosc; și pe Dumnezeul în a cărui mână 
DAN.5.24	Atunci a fost trimisă partea de mână de la el; și această scriere a fost scrisă.
DAN.5.25	Și aceasta 
DAN.5.26	Aceasta 
DAN.5.27	TEKEL: Ești cântărit în balanțe și ești în lipsă.
DAN.5.28	PERES: Împărăția ta este divizată și dată mezilor și perșilor.
DAN.5.29	Atunci Belșațar a poruncit și l-au îmbrăcat pe Daniel în stacojiu și 
DAN.5.30	În acea noapte a fost ucis Belșațar, împăratul caldeenilor.
DAN.5.31	Și Darius, medul, a luat împărăția, 
DAN.6.1	I-a plăcut lui Darius să pună peste împărăție o sută douăzeci de prinți, care să fie peste întreaga împărăție;
DAN.6.2	Și peste aceștia, trei președinți, dintre care Daniel 
DAN.6.3	Atunci acest Daniel a fost preferat peste președinți și prinți, deoarece un duh ales 
DAN.6.4	Atunci președinții și prinții au căutat să găsească ocazie împotriva lui Daniel referitor la împărăție; dar nu au putut afla nici ocazie, nici vină; întrucât 
DAN.6.5	Atunci acești oameni au spus: Nu vom găsi vreo ocazie împotriva acestui Daniel, decât dacă 
DAN.6.6	Atunci acești președinți și prinți s-au adunat la împărat și i-au spus astfel: Împărate Darius, să trăiești veșnic.
DAN.6.7	Toți președinții împărăției, guvernatorii și prinții, sfătuitorii și căpeteniile, s-au sfătuit împreună pentru a întemeia un edict împărătesc și pentru a face o hotărâre fermă, ca oricine va face o cerere vreunui Dumnezeu sau om, pentru treizeci de zile, altuia decât ție, împărate, să fie aruncat în groapa leilor.
DAN.6.8	Acum împărate, întemeiază hotărârea și semnează înscrisul, ca să nu fie schimbat, conform legii mezilor și perșilor, care nu se schimbă.
DAN.6.9	Astfel împăratul Darius a semnat scrierea și hotărârea.
DAN.6.10	Și când Daniel a cunoscut că înscrisul a fost semnat, a intrat în casa lui; și ferestrele lui fiind deschise în camera lui spre Ierusalim, a îngenuncheat pe genunchii săi de trei ori pe zi și s-a rugat și a adus mulțumiri înaintea Dumnezeului său, cum a făcut mai înainte.
DAN.6.11	Atunci acești bărbați s-au adunat și l-au găsit pe Daniel rugându-se și făcând cerere înaintea Dumnezeului său.
DAN.6.12	Atunci s-au apropiat și au vorbit înaintea împăratului referitor la hotărârea împăratului: Nu ai semnat o hotărâre, ca fiecare om care va face 
DAN.6.13	Iar ei au răspuns și au zis înaintea împăratului: Acel Daniel, 
DAN.6.14	Atunci împăratul, când a auzit 
DAN.6.15	Atunci acești oameni s-au adunat la împărat și au spus împăratului: Să știi, împărate, că legea mezilor și perșilor 
DAN.6.16	Atunci împăratul a poruncit și l-au adus pe Daniel și 
DAN.6.17	Și o piatră a fost adusă și așezată pe gura gropii; și împăratul a sigilat-o cu propriul sigiliu și cu sigiliul domnilor lui; ca hotărârea, referitoare la Daniel, să nu fie schimbată.
DAN.6.18	Atunci împăratul s-a întors la palatul său și a petrecut noaptea postind, nici nu au fost aduse instrumente de muzică înaintea lui și somnul i-a fugit.
DAN.6.19	Atunci împăratul s-a sculat dimineața foarte devreme și a mers în grabă la groapa leilor.
DAN.6.20	Și când s-a apropiat de groapă, a strigat la Daniel cu voce plângătoare 
DAN.6.21	Atunci Daniel a spus împăratului: Împărate, să trăiești veșnic.
DAN.6.22	Dumnezeul meu a trimis pe îngerul său și a închis gurile leilor ca să nu mă vatăme, întrucât s-a găsit nevinovăție în mine înaintea lui; și de asemenea înaintea ta, împărate, nu am făcut vătămare.
DAN.6.23	Atunci împăratul s-a bucurat peste măsură pentru el și le-a poruncit să îl scoată pe Daniel din groapă. Astfel Daniel a fost scos din groapă și niciun fel de vătămare nu s-a găsit asupra lui, deoarece el a crezut în Dumnezeul său.
DAN.6.24	Și împăratul a poruncit și au adus pe acei oameni care l-au acuzat pe Daniel și 
DAN.6.25	Atunci împăratul Darius a scris tuturor popoarelor, națiunilor și limbilor care locuiesc pe tot pământul: Pacea sa vă fie înmulțită.
DAN.6.26	Eu dau o hotărâre: Ca în fiecare domnie a împărăției mele oamenii să tremure și să se teamă înaintea Dumnezeului lui Daniel; căci el 
DAN.6.27	El eliberează și salvează și lucrează semne și minuni în cer și pe pământ, el care a eliberat pe Daniel din puterea leilor.
DAN.6.28	Și acest Daniel a prosperat sub domnia lui Darius și sub domnia lui Cirus persanul.
DAN.7.1	În anul întâi al lui Belșațar împărat al Babilonului Daniel a avut un vis și viziuni ale capului său pe patul său; atunci a scris visul 
DAN.7.2	Daniel a vorbit și a spus: Am văzut în viziunea mea în noapte și, iată, cele patru vânturi ale cerului s-au luptat pe marea cea mare.
DAN.7.3	Și patru fiare mari au ieșit din mare, diferite una de alta.
DAN.7.4	Prima 
DAN.7.5	Și, iată, o altă fiară, a doua, asemănătoare unui urs, și s-a ridicat pe o parte și 
DAN.7.6	După aceasta am privit și, iată, o alta, ca un leopard, care avea pe spatele ei patru aripi ale unei păsări; fiara avea de asemenea patru capete; și i s-a dat dominație.
DAN.7.7	După aceasta am văzut în viziunile nopții și, iată, o a patra fiară, înspăimântătoare și vânjoasă și peste măsură de tare; și avea dinți mari de fier; mânca și rupea în bucăți și călca rămășița în picioare; și 
DAN.7.8	Am privit cu atenție coarnele și, iată, a ieșit printre ele un alt corn mic, înaintea căruia erau trei dintre primele coarne smulse de la rădăcini; și, iată, în acest corn 
DAN.7.9	Am privit până când tronurile au fost dărâmate și Bătrânul de zile a șezut, îmbrăcămintea lui 
DAN.7.10	Un pârâu încins a curs și a ieșit dinaintea lui; o mie de mii i-au servit și de zece mii de ori zece mii au stat în picioare înaintea lui; judecata a fost ținută și cărțile au fost deschise.
DAN.7.11	Am privit atunci din cauza vocii marilor cuvinte pe care cornul le vorbea; am privit până când fiara a fost ucisă și trupul ei nimicit și dat flăcării arzânde.
DAN.7.12	Cât despre restul fiarelor, li s-a luat domnia; totuși viețile lor au fost prelungite pentru un anotimp și un timp.
DAN.7.13	Am văzut în viziunile nopții și, iată, 
DAN.7.14	Și i s-a dat domnie și glorie și o împărăție, ca toate popoarele, națiunile și limbile să îl servească; domnia lui 
DAN.7.15	Eu, Daniel, am fost întristat în duhul meu în mijlocul trupului 
DAN.7.16	M-am apropiat de unul dintre cei care stăteau acolo și l-am întrebat adevărul despre toate acestea. Astfel mi-a spus și m-a făcut să cunosc interpretarea lucrurilor.
DAN.7.17	Aceste fiare mari, care sunt patru, 
DAN.7.18	Dar sfinții celui Preaînalt vor lua împărăția și vor stăpâni împărăția pentru totdeauna, chiar pentru totdeauna și întotdeauna.
DAN.7.19	Atunci am voit să cunosc adevărul despre cea de-a patra fiară, care era diferită de toate celelalte, peste măsură de înspăimântătoare, a cărei dinți 
DAN.7.20	Și despre cele zece coarne care 
DAN.7.21	Am privit și același corn a făcut război cu sfinții și i-a învins;
DAN.7.22	Până când Bătrânul de zile a venit și le-a fost dată judecata sfinților celui Preaînalt; și a venit timpul că sfinții au stăpânit împărăția.
DAN.7.23	Astfel a spus el: Cea de-a patra fiară va fi a patra împărăție pe pământ, care va fi diferită de toate împărățiile și va mânca întregul pământ și îl va călca și îl va sparge în bucăți.
DAN.7.24	Și cele zece coarne din această împărăție 
DAN.7.25	Și el va vorbi cuvinte 
DAN.7.26	Dar judecata se va așeza și ei îi vor lua domnia, pentru a o mistui și a 
DAN.7.27	Și împărăția și domnia și măreția împărăției sub întregul cer vor fi date poporului sfinților celui Preaînalt, a cărui împărăție 
DAN.7.28	Aici 
DAN.8.1	În anul al treilea al domniei împăratului Belșațar o viziune mi-a apărut mie, Daniel, după cea care mi-a apărut la început.
DAN.8.2	Și am văzut în viziune; și s-a întâmplat, când am văzut, că eu 
DAN.8.3	Atunci mi-am ridicat ochii și am văzut și, iată, un berbece, care avea 
DAN.8.4	Am văzut berbecele împungând spre vest și spre nord și spre sud; încât nicio fiară nu putea sta înaintea lui, nici 
DAN.8.5	Și pe când priveam cu atenție, iată, un țap a ieșit dinspre vest peste fața întregului pământ și nu a atins pământul; și țapul 
DAN.8.6	Și a venit la berbecele care avea 
DAN.8.7	Și l-am văzut apropriindu-se de berbece și a fost împins de amărăciune împotriva lui și a lovit berbecele și i-a rupt cele două coarne ale lui; și nu era putere în berbece să stea în picioare înaintea lui, ci l-a trântit la pământ și l-a călcat în picioare; și nu era nimeni să scape berbecele din mâna lui.
DAN.8.8	De aceea țapul a crescut foarte mare; și când a fost puternic, marele corn a fost rupt; și în locul lui au ieșit patru 
DAN.8.9	Și din unul dintre ele a ieșit un corn mic, care a crescut foarte mare, spre sud și spre est și spre 
DAN.8.10	Și a crescut mare până la oștirea cerului; și a aruncat 
DAN.8.11	Da, s-a preamărit chiar până la prințul oștirii și prin el 
DAN.8.12	Și o oaste 
DAN.8.13	Atunci am auzit un sfânt vorbind și un alt sfânt a spus acelui 
DAN.8.14	Și mi-a spus: Până la două mii trei sute de zile; atunci sanctuarul va fi curățat.
DAN.8.15	Și s-a întâmplat, când eu, Daniel, am văzut viziunea și am căutat înțelesul că iată, 
DAN.8.16	Și am auzit vocea unui om între 
DAN.8.17	Astfel el s-a apropiat de 
DAN.8.18	Și în timp ce vorbea cu mine, eram într-un somn adânc cu fața mea spre pământ; dar el m-a atins și m-a ridicat să stau drept în picioare.
DAN.8.19	Și a spus: Iată, te voi face să cunoști ce va fi la sfârșitul indignării, căci la timpul rânduit 
DAN.8.20	Berbecele pe care l-ai văzut având 
DAN.8.21	Și țapul păros 
DAN.8.22	Și acesta fiind rupt, patru s-au ridicat în locul lui, patru împărății se vor ridica din națiune, dar nu în puterea lui.
DAN.8.23	Și în timpul de pe urmă al împărăției lor, după ce călcătorii 
DAN.8.24	Și puterea lui va fi mare, dar nu prin propria lui putere; și va distruge 
DAN.8.25	Și prin politica sa de asemenea va face viclenia să prospere în mâna sa; și 
DAN.8.26	Și viziunea serii și dimineții ce s-a spus 
DAN.8.27	Și eu, Daniel, am leșinat și am fost bolnav 
DAN.9.1	În anul întâi al lui Darius fiul lui Ahașveroș, din sămânța mezilor, care a fost făcut împărat peste domeniul caldeenilor;
DAN.9.2	În anul întâi al domniei lui, eu, Daniel, am înțeles din cărți că numărul anilor pentru care fusese cuvântul DOMNULUI către profetul Ieremia, pentru împlinirea pustiirilor Ierusalimului, era șaptezeci de ani.
DAN.9.3	Și mi-am îndreptat fața către Domnul Dumnezeu, să caut prin rugăciune și cerere, cu postire și pânză de sac și cenușă.
DAN.9.4	Și m-am rugat DOMNULUI Dumnezeul meu și am mărturisit și am spus: Doamne, marele și înfricoșătorul Dumnezeu, ce ține legământul și mila pentru cei ce îl iubesc și pentru cei ce țin poruncile lui;
DAN.9.5	Noi am păcătuit și am făcut nelegiuire și ne-am purtat cu stricăciune și ne-am răzvrătit, prin îndepărtarea de preceptele tale și de judecățile tale;
DAN.9.6	Și nu am dat ascultare servitorilor tăi profeții, care au vorbit în numele tău împăraților noștri, prinților noștri și părinților noștri și întregului popor al țării.
DAN.9.7	A ta, Doamne, 
DAN.9.8	Doamne, a noastră 
DAN.9.9	La Domnul Dumnezeul nostru 
DAN.9.10	Și nu am ascultat de vocea DOMNULUI Dumnezeul nostru, să umblăm în legile lui, pe care le-a pus înaintea servitorilor lui, profeții.
DAN.9.11	Da, tot Israelul a încălcat legea ta, prin îndepărtare, ca să nu asculte de vocea ta; de aceea blestemul este turnat peste noi și jurământul care 
DAN.9.12	Și el a întărit cuvintele lui, pe care le-a vorbit împotriva noastră și împotriva judecătorilor noștri care ne-au judecat, aducând asupra noastră un mare rău, căci sub întreg cerul nu s-a făcut cum s-a făcut asupra Ierusalimului.
DAN.9.13	Precum 
DAN.9.14	De aceea DOMNUL a vegheat asupra răului și l-a adus asupra noastră, fiindcă DOMNUL Dumnezeul nostru 
DAN.9.15	Și acum, Doamne Dumnezeul nostru, care ai scos poporul tău afară din țara Egiptului cu o mână puternică și ți-ai făcut renume, ca în această zi; noi am păcătuit, am lucrat cu stricăciune.
DAN.9.16	Doamne, conform tuturor dreptăților tale, te implor, să fie mânia și furia ta întoarse de la cetatea ta Ierusalim, muntele tău sfânt, deoarece pentru păcatele noastre și pentru nelegiuirile părinților noștri, Ierusalimul și poporul tău 
DAN.9.17	Acum, de aceea, Dumnezeul nostru, ascultă rugăciunea servitorului tău și cererile lui, și pentru Domnul fă să strălucească fața ta peste sanctuarul tău pustiu.
DAN.9.18	Dumnezeul meu, apleacă-ți urechea și ascultă; deschide-ți ochii și privește pustiirile noastre și cetatea chemată după numele tău, fiindcă noi nu prezentăm cererile noastre înaintea ta din cauza faptelor noastre drepte, ci din cauza îndurărilor tale mari.
DAN.9.19	Doamne, ascultă; Doamne, iartă; Doamne, dă ascultare și lucrează; nu întârzia, pentru tine, Dumnezeul meu, fiindcă cetatea ta și poporul tău sunt chemați după numele tău.
DAN.9.20	Și în timp ce vorbeam și mă rugam și mărturiseam păcatul meu și păcatul poporului meu Israel și prezentam cererea mea înaintea DOMNULUI Dumnezeul meu pentru muntele sfânt al Dumnezeului meu;
DAN.9.21	Da, în timp ce încă vorbeam în rugăciune, bărbatul Gabriel, pe care l-am văzut în viziunea de la început, fiindu-i 
