GEN.1.1	La început
JER.9.21	Căci moartea s-a suit pe ferestrele noastre, a pătruns în casele noastre împărătești; a nimicit pe copii
JER.9.22	„Spune: ‘Așa vorbește Domnul: «Trupurile moarte ale oamenilor vor cădea ca gunoiul
JER.9.23	Așa vorbește Domnul: „Înţeleptul
JER.9.24	Ci
JER.9.25	„Iată, vin zilele”, zice Domnul, „când
JER.9.26	pe egipteni, pe iudei, pe edomiţi, pe amoniţi, pe moabiţi, pe toţi cei ce își rad
JER.10.1	Ascultaţi Cuvântul pe care vi-l vorbește Domnul, casa lui Israel! 
JER.10.2	Așa vorbește Domnul: „Nu
JER.10.3	Căci obiceiurile popoarelor sunt deșarte. Taie
JER.10.4	îl împodobește cu argint și aur, și ei îl ţintuiesc
JER.10.5	Dumnezeii aceștia sunt ca o sperietoare de păsări într-un ogor de castraveţi
JER.10.6	Niciunul nu este ca Tine
JER.10.7	Cine
JER.10.8	Toţi, laolaltă, sunt proști
JER.10.9	Ei aduc din Tarsis foiţe de argint și aur
JER.10.10	Dar Domnul este Dumnezeu cu adevărat, este un Dumnezeu
JER.10.11	Așa să le vorbiţi: „Dumnezeii
JER.10.12	Dar El a făcut
JER.10.13	La tunetul
JER.10.14	Atunci
JER.10.15	sunt un lucru de nimic, o lucrare înșelătoare, și vor pieri
JER.10.16	Dar Cel ce este partea
JER.10.17	Ia din ţară legătura
JER.10.18	Căci așa vorbește Domnul: „Iată, de data aceasta voi arunca
JER.10.19	„Vai de
JER.10.20	Cortul
JER.10.21	Păstorii s-au prostit, n-au căutat pe Domnul; pentru aceea n-au propășit și li se risipesc toate turmele. 
JER.10.22	Iată, se aude un vuiet! O mare zarvă vine de la miazănoapte
JER.10.23	Știu, Doamne, că soarta omului
JER.10.24	Pedepsește-mă, Doamne
JER.10.25	Varsă-Ţi
JER.11.1	Iată Cuvântul Domnului care a vorbit lui Ieremia din partea Domnului astfel: 
JER.11.2	„Ascultaţi cuvintele acestui legământ și spuneţi-le oamenilor lui Iuda și locuitorilor Ierusalimului! 
JER.11.3	Zi-le: ‘Așa vorbește Domnul Dumnezeul lui Israel: «Blestemat
JER.11.4	pe care l-am poruncit părinţilor voștri în ziua când i-am scos din ţara Egiptului, din
JER.11.5	atunci voi împlini jurământul
JER.11.6	Domnul mi-a zis iarăși: „Vestește toate cuvintele acestea în cetăţile lui Iuda și pe uliţele Ierusalimului și zi: ‘Ascultaţi cuvintele legământului acestuia și
JER.11.7	Căci am înștiinţat pe părinţii voștri din ziua când i-am scos din ţara Egiptului și până în ziua de azi; i-am înștiinţat în toate
JER.11.8	Dar ei n-au
JER.11.9	Domnul mi-a zis: „Este o uneltire
JER.11.10	S-au întors la
JER.11.11	De aceea, așa vorbește Domnul: „Iată, voi aduce peste ei niște nenorociri din care nu vor putea să scape. Vor striga
JER.11.12	Cetăţile lui Iuda și locuitorii Ierusalimului se vor duce să cheme
JER.11.13	Căci câte cetăţi
JER.11.14	Tu însă nu mijloci
JER.11.15	Ce ar putea
JER.11.16	‘Măslin
JER.11.17	Căci Domnul oștirilor, care te-a sădit
JER.11.18	Domnul mi-a dat de știre și am știut; atunci Tu mi-ai arătat faptele lor. 
JER.11.19	Dar eu eram ca un miel blând pe care-l duci la măcelărie și nu știam planurile rele
JER.11.20	O, Doamne, Dumnezeul oștirilor, Tu, care ești un judecător drept, care cercetezi
JER.11.21	De aceea, așa vorbește Domnul împotriva oamenilor din Anatot, care vor să-ţi ia viaţa
JER.11.22	De aceea, așa vorbește Domnul oștirilor: „Iată, îi voi pedepsi; tinerii vor muri uciși de sabie, iar fiii și fiicele lor vor muri de foamete. 
JER.11.23	Și niciunul din ei nu va scăpa, căci voi aduce nenorocirea peste oamenii din Anatot în anul când îi voi
JER.12.1	Tu ești prea drept
JER.12.2	I-ai sădit, au prins rădăcină, cresc, fac rod. Ce-i drept, ești aproape
JER.12.3	Totuși Tu, Doamne, mă
JER.12.4	Până când să se jelească
JER.12.5	„Dacă, alergând cu cei ce aleargă pe picioare, ei te obosesc, cum vei putea să te iei la întrecere cu niște cai? Și dacă nu te crezi la adăpost decât într-o ţară liniștită, ce vei face pe malurile îngâmfate ale
JER.12.6	Căci chiar fraţii
JER.12.7	Mi-am părăsit casa și Mi-am lăsat moștenirea, am dat pe iubita Mea în mâinile vrăjmașilor ei. 
JER.12.8	Moștenirea Mea a ajuns pentru Mine ca un leu în pădure, a mugit împotriva Mea, și de aceea o urăsc. 
JER.12.9	A ajuns oare moștenirea Mea pentru Mine o pasăre de pradă pestriţă, în jurul căreia se strâng păsările de pradă? Duceţi-vă
JER.12.10	Un mare
JER.12.11	Îl pustiesc, și el stă
JER.12.12	Peste toate înălţimile pustiei vin pustiitori, căci sabia Domnului mănâncă ţara de la un capăt la altul, și nimeni nu-i lăsat în pace. 
JER.12.13	Au semănat
JER.12.14	„Așa vorbește Domnul despre toţi vecinii Mei cei răi, care se ating
JER.12.15	Dar
JER.12.16	Și, dacă vor învăţa căile poporului Meu, dacă vor jura
JER.12.17	Dar, dacă nu vor asculta
JER.13.1	Așa mi-a vorbit Domnul: „Du-te de cumpără-ţi un brâu de in și pune-l în jurul coapselor tale, dar să nu-l înmoi în apă!” 
JER.13.2	Am cumpărat brâul, după porunca Domnului, și l-am pus în jurul coapselor mele. 
JER.13.3	Apoi Cuvântul Domnului mi-a vorbit a doua oară astfel: 
JER.13.4	„Ia brâul pe care l-ai cumpărat și pe care l-ai pus în jurul coapselor tale, scoală-te, du-te la Eufrat și ascunde-l acolo în crăpătura unei stânci.” 
JER.13.5	M-am dus și l-am ascuns la Eufrat, cum îmi poruncise Domnul. 
JER.13.6	După mai multe zile, Domnul mi-a zis: „Scoală-te, du-te la Eufrat și ia de acolo brâul pe care-ţi poruncisem să-l ascunzi acolo!” 
JER.13.7	M-am dus la Eufrat, am săpat și am luat brâul din locul în care-l ascunsesem, dar iată că brâul era stricat și nu mai era bun de nimic. 
JER.13.8	Cuvântul Domnului mi-a vorbit astfel: 
JER.13.9	„Așa vorbește Domnul: ‘Așa voi
JER.13.10	Poporul acesta este un popor rău, nu vrea să asculte cuvintele Mele, urmează
JER.13.11	Căci, cum se lipește brâul de coapsele unui om, așa Îmi lipisem Eu toată casa lui Israel și toată casa lui Iuda’, zice Domnul, ‘ca să fie
JER.13.12	De aceea spune-le cuvintele acestea: ‘Așa vorbește Domnul Dumnezeul lui Israel: «Toate vasele se vor umple cu vin!»’ Și ei îţi vor zice: ‘Crezi că noi nu știm că toate vasele se vor umple cu vin?’ 
JER.13.13	Atunci spune-le: ‘Așa vorbește Domnul: «Iată, voi umple pe toţi locuitorii ţării acesteia, pe împăraţii care stau pe scaunul de domnie al lui David, pe preoţi, pe proroci și pe toţi locuitorii Ierusalimului, îi voi umple de
JER.13.14	Îi voi sfărâma
JER.13.15	Ascultaţi și luaţi aminte! Nu fiţi mândri, căci Domnul vorbește! 
JER.13.16	Daţi slavă
JER.13.17	Iar dacă nu vreţi să ascultaţi, voi plânge în ascuns pentru mândria voastră; mi se vor topi ochii în
JER.13.18	Spune împăratului
JER.13.19	Cetăţile de la miazăzi sunt închise, și nu-i cine să deschidă. Tot Iuda este dus în robie, da, în întregime este dus în robie. 
JER.13.20	Ridică-ţi ochii și privește pe cei ce vin
JER.13.21	Ce vei zice când va pune mai-mari peste tine pe străinii aceia pe care i-ai obișnuit să-ţi fie prieteni de aproape? Nu te vor apuca durerile
JER.13.22	Și, dacă vei zice în inima ta: „Pentru ce
JER.13.23	Poate un etiopian să-și schimbe pielea sau un pardos să-și schimbe petele? Tot așa, aţi putea voi să faceţi binele, voi, care sunteţi deprinși să faceţi răul? 
JER.13.24	„De aceea, îi voi risipi ca pleava
JER.13.25	Iată-ţi soarta
JER.13.26	De aceea îţi voi ridica
JER.13.27	Am văzut preacurviile și nechezăturile
JER.14.1	Cuvântul Domnului spus lui Ieremia cu prilejul secetei: 
JER.14.2	„Iuda jelește, cetăţile
JER.14.3	Cei mari trimit pe cei mici să aducă apă, dar cei mici, când se duc la fântâni, nu găsesc apă și se întorc cu vasele goale: rușinaţi
JER.14.4	Pământul crapă, pentru că nu cade ploaie în ţară, și plugarii, înșelaţi în nădejdea lor, își acoperă capul. 
JER.14.5	Chiar și cerboaica de pe câmp naște și își părăsește puii, pentru că nu găsește verdeaţă. 
JER.14.6	Măgarii sălbatici
JER.14.7	Dacă nelegiuirile noastre mărturisesc împotriva noastră, lucrează pentru
JER.14.8	Tu, care ești nădejdea
JER.14.9	De ce să fii ca un om încremenit, ca un viteaz care
JER.14.10	Iată ce spune Domnul despre poporul acesta: „Le place
JER.14.11	Și Domnul mi-a zis: „Nu mijloci
JER.14.12	Căci, chiar dacă vor
JER.14.13	Eu am
JER.14.14	Dar Domnul mi-a răspuns: „Prorocii lor prorocesc
JER.14.15	De aceea așa vorbește Domnul despre prorocii care, măcar că nu i-am trimis Eu, prorocesc totuși în Numele Meu și
JER.14.16	Iar aceia cărora le prorocesc ei vor fi întinși pe uliţele Ierusalimului de foamete și sabie; nu va avea cine să-i îngroape
JER.14.17	Spune-le lucrul acesta: ‘Îmi varsă lacrimi
JER.14.18	Dacă ies la câmp
JER.14.19	Ai lepădat
JER.14.20	Doamne, ne recunoaștem răutatea noastră și nelegiuirea părinţilor noștri, căci am păcătuit
JER.14.21	Pentru Numele Tău, nu nesocoti, nu necinsti scaunul de domnie al slavei Tale! Nu uita
JER.14.22	Este
JER.15.1	Domnul mi-a zis: „Chiar
JER.15.2	Și dacă-ţi vor zice: ‘Unde să ne ducem?’ să le răspunzi: ‘Așa vorbește Domnul: «La moarte
JER.15.3	Căci voi trimite
JER.15.4	Îi voi face de pomină
JER.15.5	Căci cine
JER.15.6	M-ai
JER.15.7	Îi vântur cu lopata la porţile ţării; îi lipsesc de copii, pierd pe poporul Meu, căci nu s-au
JER.15.8	Văduvele lor sunt mai multe decât boabele de nisip din mare; peste mama tânărului, aduc un pustiitor ziua-n amiaza mare; fac să cadă deodată peste ea necazul și groaza. 
JER.15.9	Cea
JER.15.10	Vai de mine
JER.15.11	Domnul a răspuns: „Da, vei avea un viitor fericit; da, voi sili pe vrăjmaș
JER.15.12	Poate fierul să frângă fierul de la miazănoapte și arama? 
JER.15.13	Averile și comorile tale le voi da pradă fără despăgubire
JER.15.14	Te voi duce rob la vrăjmașul tău, într-o ţară
JER.15.15	Tu știi tot
JER.15.16	Când am primit cuvintele Tale, le-am
JER.15.17	N-am șezut în adunarea
JER.15.18	Pentru ce nu mai contenește suferinţa
JER.15.19	De aceea așa vorbește Domnul: „Dacă te vei lipi
JER.15.20	Te voi face pentru poporul acesta ca un zid tare
JER.15.21	„Te voi izbăvi din mâna celor răi și te voi scăpa din mâna asupritorilor.”
JER.16.1	Cuvântul Domnului mi-a vorbit astfel: 
JER.16.2	„Să nu-ţi iei nevastă și să n-ai în locul acesta nici fii, nici fiice!” 
JER.16.3	Căci așa vorbește Domnul despre fiii și fiicele care se vor naște în locul acesta, despre mamele care-i vor naște și despre taţii lor care le vor da naștere în ţara aceasta: 
JER.16.4	„Vor muri doborâţi de boală
JER.16.5	Căci așa vorbește Domnul: „Să nu intri în nicio casă
JER.16.6	Și mari, și mici, toţi vor muri în ţara aceasta și nu vor fi îngropaţi: nimeni nu-i va plânge
JER.16.7	Nimeni nu le va pune masa în timpul jelirii ca să-i mângâie pentru cel mort și nimeni nu le va întinde paharul
JER.16.8	Să nu intri nici într-o casă de petrecere, ca să te așezi cu ei, să mănânci și să bei.” 
JER.16.9	Căci așa vorbește Domnul oștirilor, Dumnezeul lui Israel: „Iată, voi face să înceteze
JER.16.10	Când vei vesti poporului acestuia toate aceste lucruri, ei îţi vor zice: ‘Pentru ce
JER.16.11	Atunci să le răspunzi: ‘Părinţii voștri
JER.16.12	Și voi aţi făcut și mai rău
JER.16.13	De aceea
JER.16.14	De aceea, iată, vin
JER.16.15	Ci se va zice: ‘Viu este Domnul, care a scos pe copiii lui Israel din ţara de la miazănoapte și din toate ţările unde-i izgonise!’ Căci
JER.16.16	Iată, trimit o mulţime
JER.16.17	Căci ochii
JER.16.18	De aceea le voi răsplăti mai întâi îndoit nelegiuirea
JER.16.19	Doamne, tăria
JER.16.20	Cum poate omul să-și facă dumnezei care nu sunt
JER.16.21	„De aceea iată că le arăt de data aceasta și-i fac să știe puterea și tăria Mea, și vor cunoaște că Numele Meu
JER.17.1	Păcatul lui Iuda este scris cu un priboi
JER.17.2	Cum se gândesc la copiii lor, așa se gândesc la altarele lor și la idolii și astarteele
JER.17.3	Eu dau la pradă
JER.17.4	Din vina ta vei pierde moștenirea pe care ţi-o dădusem; te voi face să slujești vrăjmașului tău într-o ţară
JER.17.5	Așa vorbește Domnul: „Blestemat
JER.17.6	Căci este ca un nenorocit
JER.17.7	Binecuvântat
JER.17.8	Căci el este ca un pom
JER.17.9	Inima este nespus de înșelătoare și deznădăjduit de rea. Cine poate s-o cunoască? 
JER.17.10	Eu, Domnul, cercetez
JER.17.11	Ca o potârniche care clocește niște ouă pe care nu le-a ouat ea, așa este cel ce agonisește bogăţii pe nedrept; trebuie să le părăsească
JER.17.12	Scaun de domnie plin de slavă, înălţat de la început, loc al Sfântului nostru Locaș, 
JER.17.13	Doamne, nădejdea
JER.17.14	Vindecă-mă Tu, Doamne, și voi fi vindecat; mântuiește-mă Tu și voi fi mântuit, căci Tu
JER.17.15	Iată, ei îmi zic: „Unde
JER.17.16	Și eu, ca să Te ascult, n-am
JER.17.17	De aceea, nu fi o pricină de groază pentru mine, căci Tu ești scăparea
JER.17.18	Prigonitorii mei să fie acoperiţi de rușine
JER.17.19	Așa mi-a vorbit Domnul: „Du-te și stai la poarta copiilor poporului, pe care intră și ies împăraţii lui Iuda, și la toate porţile Ierusalimului 
JER.17.20	și spune-le: ‘Ascultaţi
JER.17.21	Așa vorbește Domnul: «Luaţi seama
JER.17.22	Să nu scoateţi din casele voastre nicio povară în ziua Sabatului și să nu faceţi nicio lucrare, ci sfinţiţi ziua Sabatului, cum am poruncit
JER.17.23	Dar
JER.17.24	„Dacă Mă veţi asculta în adevăr”, zice Domnul, „și nu veţi aduce nicio sarcină înăuntru, pe porţile acestei cetăţi, în ziua Sabatului, ci veţi sfinţi ziua Sabatului și nu veţi face nicio lucrare în ziua aceasta, 
JER.17.25	atunci pe porţile acestei cetăţi vor
JER.17.26	Vor veni din cetăţile lui Iuda și din împrejurimile
JER.17.27	Dar, dacă nu veţi asculta când vă poruncesc să sfinţiţi ziua Sabatului, să nu duceţi nicio povară și să n-o aduceţi înăuntru pe porţile Ierusalimului, în ziua Sabatului, atunci voi aprinde
JER.18.1	Cuvântul vorbit lui Ieremia din partea Domnului și care sună astfel: 
JER.18.2	„Scoală-te și coboară-te în casa olarului; acolo te voi face să auzi cuvintele Mele!” 
JER.18.3	Când m-am coborât în casa olarului, iată că el lucra pe roată. 
JER.18.4	Vasul pe care-l făcea n-a izbutit – cum se întâmplă cu lutul în mâna olarului. Atunci, el a făcut un alt vas, cum i-a plăcut lui să-l facă. 
JER.18.5	Și Cuvântul Domnului mi-a vorbit astfel: 
JER.18.6	„Nu pot Eu să fac cu voi ca olarul acesta, casă
JER.18.7	Deodată zic despre un neam, despre o împărăţie, că-l voi smulge
JER.18.8	dar, dacă neamul acesta
JER.18.9	Tot așa însă, deodată zic despre un neam sau despre o împărăţie că-l voi zidi sau că-l voi sădi, 
JER.18.10	dar, dacă neamul acesta face ce este rău înaintea Mea și n-ascultă glasul Meu, atunci Îmi pare rău și de binele pe care aveam de gând să i-l fac. 
JER.18.11	De aceea, vorbește acum oamenilor lui Iuda și locuitorilor Ierusalimului și zi: ‘Așa vorbește Domnul: «Iată, pregătesc o nenorocire împotriva voastră și fac un plan împotriva voastră. De aceea, întoarceţi-vă
JER.18.12	Dar ei zic: „Degeaba
JER.18.13	De aceea, așa vorbește Domnul: „Întrebaţi
JER.18.14	Părăsește zăpada Libanului stânca ogoarelor? Sau se văd secând apele care vin de departe proaspete și curgătoare? 
JER.18.15	Totuși poporul Meu M-a uitat
JER.18.16	făcând astfel din ţara lor o pustietate
JER.18.17	Ca
JER.18.18	Atunci ei au zis: „Veniţi
JER.18.19	Ascultă-mă, Doamne, și auzi glasul potrivnicilor mei! 
JER.18.20	Cu rău
JER.18.21	De aceea, dă
JER.18.22	Să se audă strigăte ieșind din casele lor când cetele aduse de Tine vor cădea deodată peste ei! Căci au săpat
JER.18.23	Dar Tu, Doamne, cunoști toate uneltirile lor făcute ca să mă omoare. Nu le ierta
JER.19.1	Așa a vorbit Domnul: „Du-te de cumpără de la un olar un vas de pământ și ia cu tine pe câţiva din bătrânii poporului și din bătrânii preoţilor. 
JER.19.2	Du-te în valea
JER.19.3	Să spui
JER.19.3	Așa vorbește Domnul oștirilor, Dumnezeul lui Israel: «Iată, voi aduce peste locul acesta o nenorocire care va face să ţiuie urechile
JER.19.4	Pentru că M-au părăsit
JER.19.5	Au zidit
JER.19.6	De aceea, iată, vin zile», zice Domnul, «când locul acesta nu se va mai numi Tofet, nici
JER.19.7	În locul acesta voi zădărnici sfatul lui Iuda și al Ierusalimului, îi voi face
JER.19.8	Voi face din cetatea aceasta o groază și o batjocură
JER.19.9	Îi voi face să mănânce carnea
JER.19.10	Să spargi
JER.19.11	Și să le spui: ‘Așa vorbește Domnul oștirilor: «Tocmai așa voi zdrobi
JER.19.12	Așa voi face locului acestuia», zice Domnul, «și locuitorilor lui și voi face cetatea aceasta ca Tofetul. 
JER.19.13	Casele Ierusalimului și casele împăraţilor lui Iuda vor fi necurate ca
JER.19.14	Ieremia s-a întors din Tofet, unde-l trimisese Domnul să prorocească. Apoi a stat în curtea
JER.19.15	„Așa vorbește Domnul oștirilor, Dumnezeul lui Israel: ‘Iată, voi aduce peste cetatea aceasta și peste toate cetăţile care ţin de ea toate nenorocirile pe care i le-am vestit mai dinainte, pentru că și-au înţepenit gâtul
JER.20.1	Pașhur, fiul lui Imer
JER.20.2	Și Pașhur a lovit pe prorocul Ieremia și l-a aruncat în temniţa cu butuci, care era la poarta de sus a lui Beniamin, în Casa Domnului. 
JER.20.3	Dar a doua zi, Pașhur a scos pe Ieremia din temniţă. Și Ieremia i-a zis: „Domnul nu te mai numește Pașhur 
JER.20.4	Căci așa vorbește Domnul: ‘Iată, te voi face de groază, pe tine și pe toţi prietenii tăi; ei vor cădea uciși de sabia vrăjmașilor lor, și ochii tăi vor vedea lucrul acesta. Voi da, de asemenea, pe tot Iuda în mâinile împăratului Babilonului, care-i va duce robi la Babilon și-i va ucide cu sabia. 
JER.20.5	Toate bogăţiile cetăţii acesteia, tot rodul muncii ei, tot ce are ea mai scump și toate vistieriile împăraţilor lui Iuda le voi da
JER.20.6	Chiar și tu, Pașhur, și toţi cei ce locuiesc în casa ta veţi merge la Babilon în robie; acolo vei muri și acolo vei fi îngropat, tu și toţi prietenii tăi cărora le-ai prorocit
JER.20.7	M-ai înduplecat, Doamne, și m-am lăsat înduplecat; ai
JER.20.8	Căci ori de câte ori vorbesc, trebuie să
JER.20.9	Dacă zic: „Nu voi mai pomeni de El și nu voi mai vorbi în Numele Lui”, iată că în inima mea este ca un foc
JER.20.10	Căci aud
