GEN.1.1	Ла ынчепут
MRK.5.32	Ел Се уйта де жур ымпрежур сэ вадэ пе чя каре фэкусе лукрул ачеста. 
MRK.5.33	Фемея, ынфрикошатэ ши тремурынд, кэч штия че се петрекусе ын еа, а венит де с-а арункат ла пичоареле Луй ши Й-а спус тот адевэрул. 
MRK.5.34	Дар Исус й-а зис: 
MRK.5.35	Пе кынд ворбя Ел ынкэ
MRK.5.36	Дар Исус, фэрэ сэ цинэ сямэ де кувинтеле ачестя, а зис фрунташулуй синагоӂий: 
MRK.5.37	Ши н-а ынгэдуит нимэнуй сэ-Л ынсоцяскэ, афарэ де Петру, Иаков ши Иоан, фрателе луй Иаков. 
MRK.5.38	Ау ажунс ла каса фрунташулуй синагоӂий. Аколо, Исус а вэзут о зарвэ ши пе уний каре плынӂяу ши се тынгуяу мулт. 
MRK.5.39	А интрат ынэунтру ши ле-а зис: 
MRK.5.40	Ей ышь бэтяу жок де Ел. Атунч
MRK.5.41	А апукат-о де мынэ ши й-а зис: 
MRK.5.42	Ындатэ, фетица с-а скулат ши а ынчепут сэ умбле, кэч ера де дойспрезече ань. Ей ау рэмас ынкремениць. 
MRK.5.43	Исус ле-а
MRK.6.1	Исус а
MRK.6.2	Кынд а венит зиуа Сабатулуй, а ынчепут сэ ынвеце пе нород ын синагогэ. Мулць, кынд Ыл аузяу, се мирау ши зичяу: „Де
MRK.6.3	Ну есте Ачеста тымпларул, фечорул Марией, фрателе
MRK.6.4	Дар Исус ле-а зис: 
MRK.6.5	Н-а
MRK.6.6	Ши Се
MRK.6.6	Исус стрэбэтя
MRK.6.7	Атунч
MRK.6.8	Ле-а порунчит сэ ну я нимик ку ей пе друм, декыт ун тояг; сэ н-айбэ нич пыне, нич трайстэ, нич бань де арамэ ла брыу; 
MRK.6.9	сэ
MRK.6.10	Апой ле-а зис: 
MRK.6.12	Ученичий ау плекат ши ау проповэдуит покэинца. 
MRK.6.13	Скотяу мулць драчь ши
MRK.6.14	Ымпэратул Ирод а аузит
MRK.6.15	Алций
MRK.6.16	Дар
MRK.6.17	Кэч Ирод ынсушь тримисесе сэ приндэ пе Иоан ши-л легасе ын темницэ дин причина Иродиадей, неваста фрателуй сэу Филип, пентру кэ о луасе де невастэ. 
MRK.6.18	Ши Иоан зичя луй Ирод: „Ну-ць
MRK.6.19	Иродиада авя неказ пе Иоан ши воя сэ-л омоаре. Дар ну путя, 
MRK.6.20	кэч Ирод се темя
MRK.6.21	Тотушь
MRK.6.22	Фата Иродиадей а интрат ла оспэц, а жукат ши а плэкут луй Ирод ши оаспецилор луй. Ымпэратул а зис фетей: „Чере-мь орьче врей, ши-ць вой да.” 
MRK.6.23	Апой а адэугат ку журэмынт: „Орьче-мь
MRK.6.24	Фата а ешит афарэ ши а зис мамей сале: „Че сэ чер?” Ши мама са й-а рэспунс: „Капул луй Иоан Ботезэторул.” 
MRK.6.25	Еа с-а грэбит сэ винэ ындатэ ла ымпэрат ши й-а фэкут урмэтоаря черере: „Вряу сэ-мь дай ындатэ, ынтр-о фарфурие, капул луй Иоан Ботезэторул.” 
MRK.6.26	Ымпэратул
MRK.6.27	А тримис ындатэ ун осташ де пазэ, ку порунка де а адуче капул луй Иоан Ботезэторул. Осташул де пазэ с-а дус ши а тэят капул луй Иоан ын темницэ, 
MRK.6.28	л-а адус пе о фарфурие, л-а дат фетей, ши фата л-а дат мамей сале. 
MRK.6.29	Ученичий луй Иоан, кынд ау аузит ачест лукру, ау венит де й-ау ридикат трупул ши л-ау пус ынтр-ун мормынт.
MRK.6.30	Апостолий
MRK.6.31	Исус
MRK.6.32	Ау
MRK.6.33	Оамений й-ау вэзут плекынд ши й-ау куноскут; ау алергат пе жос дин тоате четэциле ши ау венит ынаинтя лор ын локул ын каре се дучяу ей. 
MRK.6.34	Кынд
MRK.6.35	Фииндкэ
MRK.6.36	Дэ-ле друмул сэ се дукэ ын кэтунеле ши сателе де примпрежур ка сэ-шь кумпере пыне, фииндкэ н-ау че мынка.” 
MRK.6.37	, ле-а рэспунс Исус. Дар ей Й-ау зис: „Оаре
MRK.6.38	Ши Ел й-а ынтребат: 
MRK.6.39	Атунч ле-а порунчит сэ-й ашезе пе тоць, чете-чете, пе ярба верде. 
MRK.6.40	Ши ау шезут жос ын чете де кыте о сутэ ши де кыте чинчзечь. 
MRK.6.41	Ел а луат челе чинч пынь ши чей дой пешть. Шь-а ридикат окий спре чер ши а ростит бинекувынтаря
MRK.6.42	Ау мынкат тоць ши с-ау сэтурат; 
MRK.6.43	ши ау ридикат доуэспрезече кошурь плине ку фиримитурь де пыне ши ку че май рэмэсесе дин пешть. 
MRK.6.44	Чей че мынкасерэ пыниле ерау чинч мий де бэрбаць.
MRK.6.45	Ындатэ
MRK.6.46	Дупэ че Шь-а луат рэмас-бун де ла нород, С-а дус ын мунте ка сэ Се роаӂе. 
MRK.6.47	Кынд
MRK.6.48	А вэзут пе ученичь кэ се некэжеск ку выслиря, кэч вынтул ле ера ымпотривэ. Ши, ынтр-а патра стражэ дин ноапте, а мерс ла ей умблынд пе маре ши воя
MRK.6.49	Кынд Л-ау вэзут ей умблынд пе маре, ли с-а пэрут кэ есте о нэлукэ ши ау ципат, 
MRK.6.50	пентру кэ тоць Л-ау вэзут ши с-ау ынспэймынтат. Исус а ворбит ындатэ ку ей ши ле-а зис: 
MRK.6.51	Апой С-а суит ла ей ын корабие ши а стат вынтул. Ей ау рэмас уймиць ши ынмэрмуриць, 
MRK.6.52	кэч ну
MRK.6.53	Дупэ
MRK.6.54	Кынд ау ешит дин корабие, оамений ау куноскут ындатэ пе Исус, 
MRK.6.55	ау алергат прин тоате ымпрежуримиле ши ау ынчепут сэ адукэ пе болнавь ын патурь претутиндень пе унде се аузя кэ ера Ел. 
MRK.6.56	Орьунде интра Ел, ын сате, ын четэць сау ын кэтуне, пуняу пе болнавь ын пеце ши-Л ругау сэ ле дя вое доар
MRK.7.1	Фарисеий ши кыцьва кэртурарь, вениць дин Иерусалим, с-ау
MRK.7.2	Ей ау вэзут пе уний дин ученичий Луй прынзинд ку мыниле некурате, адикэ неспэлате. 
MRK.7.3	Фарисеий ынсэ ши тоць иудеий ну мэнынкэ фэрэ сэ-шь спеле ку маре бэгаре де сямэ мыниле, дупэ датина бэтрынилор. 
MRK.7.4	Ши, кынд се ынторк дин пяцэ, ну мэнынкэ декыт дупэ че с-ау скэлдат. Сунт мулте алте обичеюрь пе каре ау апукат ей сэ ле цинэ, прекум спэларя пахарелор, а улчоарелор, а кэлдэрилор ши а патурилор. 
MRK.7.5	Ши
MRK.7.6	Исус ле-а рэспунс: 
MRK.7.9	Ел ле-а май зис: 
MRK.7.14	Ын урмэ
MRK.7.17	Дупэ че
MRK.7.18	Ел ле-а зис: 
MRK.7.19	 А зис астфел, фэкынд тоате букателе курате. 
MRK.7.20	Ел ле-а май зис: 
MRK.7.24	Исус
MRK.7.25	Кэч, ындатэ, о фемее а кэрей фетицэ ера стэпынитэ де ун дух некурат а аузит ворбинду-се деспре Ел ши а венит де с-а арункат ла пичоареле Луй. 
MRK.7.26	Фемея ачаста ера о грекоайкэ, де обыршие сиро-феничианэ. Еа Ыл руга сэ скоатэ пе дракул дин фийка ей. 
MRK.7.27	Исус й-а зис: 
MRK.7.28	„Да, Доамне”, Й-а рэспунс еа, „дар ши кэцеий де суб масэ мэнынкэ дин фиримитуриле копиилор.” 
MRK.7.29	Атунч, Исус й-а зис: 
MRK.7.30	Ши кынд а интрат фемея ын каса ей, а гэсит пе копилэ кулкатэ ын пат ши ешисе дракул дин еа.
MRK.7.31	Исус
MRK.7.32	Й-ау
MRK.7.33	Ел л-а луат ла о парте дин нород, й-а пус деӂетеле ын урекь ши й-а атинс лимба ку скуйпатул
MRK.7.34	Апой Шь-а ридикат
MRK.7.35	Ындатэ
MRK.7.36	Исус ле-а
MRK.7.37	Ей ерау уймиць песте мэсурэ де мулт ши зичяу: „Тоате ле фаче де минуне; кяр ши пе сурзь ый фаче сэ аудэ, ши пе муць сэ ворбяскэ.”
MRK.8.1	Ын зилеле ачеля, фииндкэ
MRK.8.4	Ученичий Й-ау рэспунс: „Кум ар путя чинева сэ сатуре ку пыне пе оамений ачештя аич, ынтр-ун лок пустиу?” 
MRK.8.5	, й-а ынтребат
MRK.8.6	Атунч а порунчит нородулуй сэ шадэ пе пэмынт, а луат челе шапте пынь ши, дупэ че а мулцумит луй Думнезеу, ле-а фрынт ши ле-а дат ученичилор Сэй ка сэ ле ымпартэ, ши ей ле-ау ымпэрцит нородулуй. 
MRK.8.7	Май авяу ши кыцьва пештишорь, ши Исус, дупэ че й-а бинекувынтат
MRK.8.8	Ау мынкат ши с-ау сэтурат; ши ау ридикат шапте кошнице плине ку рэмэшицеле де фиримитурь. 
MRK.8.9	Ерау апроапе патру мий де иншь. Ын урмэ, Исус ле-а дат друмул.
MRK.8.10	Исус а интрат ындатэ
MRK.8.11	Фарисеий ау венит деодатэ
MRK.8.12	Исус а суспинат адынк ын духул Сэу ши а зис: 
MRK.8.13	Апой й-а лэсат ши а интрат ярэшь ын корабие, ка сэ трякэ де чялалтэ парте. 
