GEN.1.1	La
ACT.28.10	Aceștia ne‐au și cinstit
ACT.28.11	Și după trei luni am plecat într‐o corabie din Alexandria cu semnul Cei Doi Gemeni, care iernase în ostrov. 
ACT.28.12	Și ajungând la Siracusa, am zăbovit acolo trei zile. 
ACT.28.13	De‐acolo am ocolit și am sosit la Regio; și după o zi s‐a stârnit un vânt de miazăzi, a doua zi am venit la Puzole, 
ACT.28.14	unde am găsit pe frați și am fost îndemnați să zăbovim la ei șapte zile; și astfel am venit la Roma. 
ACT.28.15	Și frații de acolo, când au auzit cele despre noi, au venit spre întâmpinarea noastră până la Forul lui Apiu și la Trei Cârciumi, pe care, când i‐a văzut Pavel, a mulțumit lui Dumnezeu și a prins curaj. 
ACT.28.16	Iar când am intrat în Roma, sutașul a dat căpeteniei gărzii pretoriului pe cei legați iar lui
ACT.28.17	Și a fost 
ACT.28.18	care când m‐au cercetat
ACT.28.19	Dar când iudeii au vorbit împotrivă, am
ACT.28.20	Deci pentru această pricină
ACT.28.21	Iar ei i‐au zis: Noi nici n‐am primit din Iudeea scrisori despre tine, nici n‐a venit vreunul dintre frați și a dat de știre sau a vorbit ceva rău de tine. 
ACT.28.22	Dar socotim vrednic să auzim de la tine cele ce gândești; căci despre secta aceasta ne este cunoscut, că pretutindeni se vorbește
ACT.28.23	Și hotărându‐i o zi, au venit mai mulți la el în casa de poposire, cărora le‐a istorisit
ACT.28.24	Și unii
ACT.28.25	Și neînvoindu‐se între ei, au plecat, după ce Pavel a zis o vorbă: Bine a vorbit Duhul Sfânt prin Isaia prorocul către părinții voștri 
ACT.28.26	zicând: Du‐te
ACT.28.27	Căci inima acestui popor s‐a îngroșat și au auzit greu cu urechile și și‐au închis ochii ca nu cumva să vadă cu ochii și să audă cu urechile și să înțeleagă cu inima și să se întoarcă și să‐i vindec. 
ACT.28.28	Deci să vă fie cunoscut că această mântuire a lui Dumnezeu a fost trimisă Neamurilor
ACT.28.29	Și după ce a zis aceste cuvinte, iudeii au plecat având mare neînțelegere între ei.
ACT.28.30	Și Pavel a rămas doi ani întregi într‐o casă închiriată de el însuși și primea pe toți care veneau la el, 
ACT.28.31	propovăduind
ROM.1.1	Pavel, rob al lui Isus Hristos, chemat
ROM.1.2	pe care a făgăduit‐o
ROM.1.3	despre Fiul său (născut
ROM.1.4	hotărât
ROM.1.5	prin care
ROM.1.6	între care sunteți și voi chemați, 
ROM.1.7	tuturor care sunteți în Roma, iubiți de Dumnezeu, chemați
ROM.1.8	Mai întâi mulțumesc
ROM.1.9	Căci martor îmi este Dumnezeu
ROM.1.10	cerând totdeauna
ROM.1.11	Căci doresc să vă văd ca să
ROM.1.12	Și ca adică să fim mângâiați împreună între voi, fiecare prin credința
ROM.1.13	Dar nu voiesc să nu știți, fraților, că de
ROM.1.14	 Sunt un datornic atât grecilor cât și barbarilor, atât înțelepților cât și proștilor. 
ROM.1.15	Astfel, întru cât mă privește pe mine, sunt gata să vă vestesc evanghelia și vouă care sunteți în Roma.
ROM.1.16	Căci
ROM.1.17	Pentru că în
ROM.1.18	Căci mânia
ROM.1.19	Pentru că
ROM.1.20	Căci de la facerea lumii ce nu se poate vedea
ROM.1.21	Pentru că, deși au cunoscut pe Dumnezeu, nu l‐au proslăvit ca pe Dumnezeu, nici nu i‐au mulțumit, ci au ajuns deșerți
ROM.1.22	Zicând
ROM.1.23	și au schimbat slava Dumnezeului
ROM.1.24	De aceea
ROM.1.25	ca unii care au schimbat adevărul
ROM.1.26	Pentru aceasta Dumnezeu i‐a dat prinși în patimi
ROM.1.27	Asemenea și cei de parte bărbătească, lăsând întrebuințarea firească a părții femeiești, au fost aprinși în pofta lor între ei, săvârșind rușinea, parte bărbătească în parte bărbătească și primind în ei înșiși răsplata cuvenită a rătăcirii lor. 
ROM.1.28	Și după cum n‐au socotit că e bine să aibă pe Dumnezeu în deplină cunoștință, și Dumnezeu i‐a dat la o gândire netrebnică, pentru ca să facă cele ce nu se cuvin
ROM.1.29	fiind plini de orice nedreptate, de răutate, de lăcomie de bani, de înrăire; umpluți de pizmă, de omor, de ceartă, de înșelăciune, de viclenie, șoptitori, 
ROM.1.30	vorbitori de rău, urâtori de Dumnezeu, semeți, îngâmfați, lăudăroși, născocitori de rele, nesupuși părinților, 
ROM.1.31	fără pricepere, călcători de cuvânt, fără iubire firească, fără milă; 
ROM.1.32	ca unii care cunoscând
ROM.2.1	De aceea ești fără cuvânt de apărare, omule, oricine ai fi tu care judeci; căci în ceea ce judeci pe altul, te osândești
ROM.2.2	Dar știm că judecata lui Dumnezeu este după adevăr împotriva celor ce făptuiesc unele ca acestea. 
ROM.2.3	Și socotești tu aceasta, omule, care judeci pe cei ce făptuiesc unele ca acestea și care faci aceleași, că vei scăpa de judecata lui Dumnezeu? 
ROM.2.4	Sau disprețuești tu bogățiile
ROM.2.5	Dar după învârtoșarea ta și după inima ta nepocăită îți
ROM.2.6	care
ROM.2.7	Celor ce prin stăruința în lucrarea bună caută slavă și cinste și neputrezire: viața veșnică; 
ROM.2.8	iar celor ce fac dezbinări și nu se supun
ROM.2.9	necaz și strâmtorare peste orice suflet de om care lucrează cu desăvârșire răul, atât peste al iudeului mai întâi
ROM.2.10	Dar slavă
ROM.2.11	Căci
ROM.2.12	Câți dar au păcătuit fără lege, vor și pieri fără lege; și câți au păcătuit sub lege, vor fi judecați prin lege. 
ROM.2.13	Căci nu
ROM.2.14	Căci când Neamuri care n‐au legea fac din fire cele ale legii, aceștia neavând legea, își sunt lor înșiși legea, 
ROM.2.15	ca unii care dovedesc lucrarea legii scrisă în inimile lor, mărturisindu‐le împreună cugetul lor și gândirile lor unul cu altul învinuind sau apărându‐i: 
ROM.2.16	în
ROM.2.17	Dacă tu
ROM.2.18	și cunoști
ROM.2.19	și ai încredere
ROM.2.20	îndreptător al proștilor, învățător al pruncilor, având
ROM.2.21	deci tu care înveți pe altul, pe tine însuți nu te înveți? Tu care propovăduești: Nu fura! furi? 
ROM.2.22	Tu
ROM.2.23	Tu
ROM.2.24	Căci numele lui Dumnezeu este hulit din pricina voastră între Neamuri, după cum este
ROM.2.25	Căci tăierea împrejur
ROM.2.26	Deci dacă
ROM.2.27	Și cea care din fire este netăiere împrejur și împlinește legea oare nu te
ROM.2.28	Căci iudeu nu
ROM.2.29	ci iudeu este cel ce
ROM.3.1	Deci care este prisosul iudeului, sau care este folosul tăierii împrejur? 
ROM.3.2	Mult în orice chip: mai întâi de toate
ROM.3.3	Căci ce? Dacă unii
ROM.3.4	Să nu fie
ROM.3.5	Dar dacă nedreptatea noastră învederează dreptatea lui Dumnezeu, ce vom zice? Nu cumva este nedrept Dumnezeu care cercetează cu mânie? (Vorbesc
ROM.3.6	Să nu fie așa; căci cum
ROM.3.7	Iar dacă adevărul lui Dumnezeu prin minciuna mea a prisosit spre slava lui, de ce mai sunt și eu judecat ca păcătos? 
ROM.3.8	Și de ce să
ROM.3.9	Ce deci? Suntem noi mai buni decât ei? Nicidecum; pentru că am învinuit mai înainte atât
ROM.3.10	după cum este scris: Nu este niciun drept, nu, niciunul măcar; 
ROM.3.11	nu
ROM.3.12	Toți s‐au abătut, s‐au făcut împreună nefolositori; nu este nimeni care face bunătate, nu este nici măcar unul. 
ROM.3.13	Gâtlejul
ROM.3.14	Gura
ROM.3.15	Picioarele lor sunt iuți
ROM.3.16	dărăpănare și asuprire este în căile lor 
ROM.3.17	și n‐au cunoscut calea păcii. 
ROM.3.18	Nu
ROM.3.19	Știm însă că tot ce
ROM.3.20	pentru că din
ROM.3.21	Dar acum, fără lege s‐a arătat o dreptate
ROM.3.22	o dreptate a lui Dumnezeu prin
ROM.3.23	Căci toți
ROM.3.24	fiind îndreptățiți în dar cu
ROM.3.25	pe care Dumnezeu l‐a pus
ROM.3.26	spre arătarea dreptății lui în vremea de acum, pentru ca el să fie drept și să îndreptățească pe cel ce este din credința lui Isus. 
ROM.3.27	Unde este deci
ROM.3.28	Căci noi socotim că omul este îndreptățit prin
ROM.3.29	Sau Dumnezeu este numai 
ROM.3.30	deoarece este un
ROM.3.31	Deci desființăm noi legea prin credință? Să nu fie 
ROM.4.1	Deci ce vom zice că a aflat după carne Avraam
ROM.4.2	Căci dacă Avraam a fost îndreptățit
ROM.4.3	Căci ce zice scriptura? Și Avraam
ROM.4.4	Însă celui ce
ROM.4.5	Iar celui ce nu face fapte dar crede în cel ce îndreptățește
ROM.4.6	După cum și David rostește fericirea omului, căruia Dumnezeu îi socotește dreptate fără fapte: 
ROM.4.7	: Fericiți
ROM.4.8	Fericit este bărbatul al cărui păcat nu‐l va socoti Domnul. 
ROM.4.9	Fericirea aceasta deci este rostită oare peste tăierea împrejur sau și peste netăierea împrejur? Căci zicem: Lui Avraam credința i s‐a socotit ca dreptate. 
ROM.4.10	Deci cum s‐a socotit? Când era el în tăiere împrejur sau în netăiere împrejur? Nu în tăiere împrejur, ci în netăiere împrejur. 
ROM.4.11	Și a
ROM.4.12	și ca să fie tată al tăierii împrejur pentru aceia care nu numai sunt din tăierea împrejur, dar și umblă pe urmele credinței tatălui nostru Avraam pe care o avea când era în netăiere împrejur.
ROM.4.13	Căci nu prin lege a fost făgăduința către Avraam sau către sămânța lui, că va fi moștenitor
ROM.4.14	Căci
ROM.4.15	Căci legea
ROM.4.16	De aceea 
ROM.4.17	(după cum este scris: Te‐am
ROM.4.18	El, împotriva nădejdii, a crezut cu nădejde, ca să ajungă tată al multor neamuri după zicerea: Așa
ROM.4.19	Și nefiind slab în credință, nu s‐a
ROM.4.20	și uitându‐se la făgăduința lui Dumnezeu, n‐a șovăit prin necredință, ci a fost întărit prin credință, dând slavă lui Dumnezeu, 
ROM.4.21	și deplin încredințat că, ceea ce a făgăduit este puternic
ROM.4.22	De aceea i s‐a și socotit ca dreptate. 
ROM.4.23	Și nu
ROM.4.24	ci și pentru noi cărora ni se va socoti, noi care credem în acela
ROM.4.25	care
ROM.5.1	Deci fiind îndreptățiți din credință
ROM.5.2	prin care am avut și intrare prin credință la acest har, în
ROM.5.3	Și nu numai așa, ci ne
ROM.5.4	iar răbdarea
ROM.5.5	iar nădejdea
ROM.5.6	Căci pe când eram noi încă neputincioși, Hristos la vremea cuvenită a
ROM.5.7	Căci abia dacă va muri cineva pentru un drept; căci pentru cel bun poate ar îndrăzni cineva chiar să moară. 
ROM.5.8	Dar Dumnezeu
ROM.5.9	Cu mult mai mult deci, fiind îndreptățiți acum în
ROM.5.10	Căci dacă
ROM.5.11	Dar nu numai așa, ci ne
ROM.5.12	De aceea după cum printr‐un
ROM.5.13	(căci până la lege era păcat în lume, dar păcatul
ROM.5.14	Totuși moartea a domnit de la Adam până la Moise și peste cei ce nu păcătuiseră după asemănarea călcării lui Adam, care
ROM.5.15	Însă darul slobod nu este ca greșeala. Căci dacă prin greșeala unuia singur cei mulți au murit, cu mult mai mult harul lui Dumnezeu și darul slobod a prisosit față de cei
ROM.5.16	Și darul nu este ca printr‐unul singur care a păcătuit: căci judecata a venit de la unul singur spre osândă, iar darul slobod a venit din multe greșeli spre o faptă de îndreptățire. 
ROM.5.17	Căci dacă prin greșeala unuia singur moartea a domnit printr‐unul singur, cu mult mai mult cei ce primesc prisosirea harului și a darului dreptății vor domni în viață printr‐unul singur, Isus Hristos). 
ROM.5.18	Așadar, după cum printr‐o singură greșeală judecata a fost pentru
ROM.5.19	Căci după cum prin neascultarea unui singur om cei mulți au fost făcuți păcătoși, tot așa și prin neascultarea unuia singur, cei mulți vor fi făcuți drepți. 
ROM.5.20	Dar legea
ROM.5.21	pentru ca, după cum păcatul a domnit prin moarte, tot așa și harul să domnească prin dreptate spre viață veșnică prin Isus Hristos, Domnul nostru.
ROM.6.1	Ce vom zice dar? Să rămânem în păcat
ROM.6.2	Să nu fie 
ROM.6.3	Sau nu știți că noi toți care
ROM.6.4	Deci am fost înmormântați
ROM.6.5	Căci dacă
ROM.6.6	cunoscând aceasta că omul
ROM.6.7	Căci cine
ROM.6.8	Și dacă
ROM.6.9	știind că Hristos
ROM.6.10	Căci în ceea ce a
ROM.6.11	Așa și voi, socotiți‐vă pe voi înșivă că sunteți morți
ROM.6.12	Deci
ROM.6.13	nici nu înfățișați păcatului mădularele
ROM.6.14	Căci
ROM.6.15	Ce deci? Să păcătuim pentru că
ROM.6.16	Nu știți că voi cui
ROM.6.17	Dar mulțumită fie lui Dumnezeu că erați robi ai păcatului, dar ați ascultat din inimă de izvodul
ROM.6.18	Și fiind făcuți slobozi
ROM.6.19	Vorbesc omenește din pricina neputinței cărnii voastre: căci după cum ați înfățișat mădularele voastre roabe necurățeniei și nelegiuirii pentru nelegiuire, tot așa acum înfățișați mădularele voastre roabe dreptății pentru sfințire. 
ROM.6.20	Căci când erați robi
ROM.6.21	Deci ce
ROM.6.22	Dar acum, fiind făcuți slobozi
ROM.6.23	Căci plata
ROM.7.1	Sau nu știți, fraților, (căci vorbesc unor cunoscători ai legii), că legea are stăpânire asupra omului câtă vreme trăiește el? 
ROM.7.2	Căci femeia
ROM.7.3	Deci dar, câtă vreme trăiește bărbatul, ea se va numi preacurvă dacă va fi a altui bărbat: dar dacă va muri bărbatul, este slobodă de lege, așa că nu este preacurvă, chiar dacă este a altui bărbat. 
ROM.7.4	Astfel, frații mei, și voi ați
ROM.7.5	Căci, când eram în carne, patimile păcatelor care sunt prin lege lucrau
ROM.7.6	Dar acum am fost desfăcuți de lege, căci am murit față de aceea în care eram ținuți cu silă, astfel că noi slujim ca robi în
ROM.7.7	Ce vom zice dar? Este legea păcat? Să nu fie 
ROM.7.8	Păcatul
ROM.7.9	Și eu odinioară eram viu fără
ROM.7.10	și porunca, cea care
ROM.7.11	Căci păcatul, luând pornire prin poruncă, m‐a amăgit de tot și prin ea m‐a omorât. 
ROM.7.12	Așa că legea
ROM.7.13	Deci ce era bun mi‐a ajuns moarte? Să nu fie 
ROM.7.14	Căci știm că legea este duhovnicească: iar eu sunt de carne, vândut
ROM.7.15	Căci ce săvârșesc nu
ROM.7.16	Iar dacă nu fac ceea ce voiesc, mă învoiesc cu legea că ea este bună. 
ROM.7.17	Acum dar nu mai săvârșesc eu aceasta, ci păcatul care locuiește în mine. 
ROM.7.18	Căci știu că în
ROM.7.19	Căci binele pe care‐l voiesc nu‐l fac, ci răul pe care nu‐l voiesc îl făptuiesc. 
ROM.7.20	Iar dacă fac ceea ce nu voiesc, nu mai săvârșesc eu aceasta, ci păcatul care locuiește în mine. 
ROM.7.21	Găsesc deci legea că pentru mine care voiesc să fac binele, răul stă lângă mine. 
ROM.7.22	Căci mă
ROM.7.23	dar văd o altfel
ROM.7.24	O, ticălos om ce sunt! Cine mă va scăpa de trupul morții acesteia? 
ROM.7.25	Mulțumesc
ROM.8.1	Nu
ROM.8.2	Căci legea
ROM.8.3	Căci ceea ce
ROM.8.4	pentru ca cerința legii să fie împlinită în noi, care
ROM.8.5	Căci cei ce
ROM.8.6	Căci gândirea
ROM.8.7	deoarece gândirea
ROM.8.8	Iar cei ce sunt în carne nu pot să placă lui Dumnezeu. 
ROM.8.9	Voi însă nu sunteți în carne, ci în Duhul, dacă într‐adevăr Duhul
ROM.8.10	Și dacă Hristos este în voi, trupul este mort din pricina păcatului, dar duhul este viață din pricina dreptății. 
ROM.8.11	Dacă dar Duhul celui ce
ROM.8.12	Deci dar
ROM.8.13	căci dacă trăiți
ROM.8.14	Căci toți câți sunt mânați
ROM.8.15	Căci n‐ați
ROM.8.16	Duhul însuși
ROM.8.17	Iar dacă suntem copii, suntem și moștenitori
ROM.8.18	Căci eu socotesc că suferințele
ROM.8.19	Căci dorul stăruitor al zidirii
ROM.8.20	Căci zidirea
ROM.8.21	că însăși zidirea va fi izbăvită de robia putrezirii pentru slobozenia slavei copiilor lui Dumnezeu. 
ROM.8.22	Căci știm că toată zidirea suspină
ROM.8.23	Dar nu numai ea, ci și noi care avem pârga
ROM.8.24	Căci am fost mântuiți în nădejde
ROM.8.25	Iar dacă nădăjduim ce nu vedem, îl așteptăm cu stăruință. 
ROM.8.26	Și tot astfel și Duhul vine în ajutor slăbiciunii noastre: căci nu știm
ROM.8.27	Iar Cel
ROM.8.28	Și știm că pentru cei ce iubesc pe Dumnezeu toate lucrează împreună spre bine, pentru cei ce
ROM.8.29	Căci pe aceia pe care i‐a cunoscut mai
ROM.8.30	Iar pe aceia pe care i‐a rânduit mai dinainte, i‐a și chemat
ROM.8.31	Ce vom zice dar față de acestea? Dacă
ROM.8.32	El
ROM.8.33	Cine va ridica vreo învinuire împotriva aleșilor lui Dumnezeu; Dumnezeu
ROM.8.34	Cine
ROM.8.35	Cine ne va despărți de iubirea lui Hristos? Necaz sau strâmtorare sau prigonire sau foamete sau goliciune sau primejdie sau sabie? 
ROM.8.36	După cum este scris: Pentru
ROM.8.37	Ci
ROM.8.38	Căci sunt încredințat că nici moarte, nici viață, nici îngeri, nici stăpâniri
ROM.8.39	nici înălțime, nici adâncime, nici vreo altă făptură nu va putea să ne despartă de iubirea lui Dumnezeu care este în Hristos Isus, Domnul nostru.
ROM.9.1	Spun
ROM.9.2	că
ROM.9.3	Căci aș putea dori să
