GEN.1.1	La început, Dumnezeu
LUK.3.5	Orice vale va fi umplută
LUK.3.5	și orice munte și deal va fi smerit;
LUK.3.5	căile strâmbe vor fi îndreptate,
LUK.3.5	iar locurile denivelate vor fi netezite.
LUK.3.6	Și orice om va vedea mântuirea lui Dumnezeu!»“
LUK.3.7	Atunci Ioan a spus mulțimilor care veneau să fie botezate de el:
LUK.3.7	– Pui de vipere, cine v‑a avertizat să fugiți de mânia care vine?! 
LUK.3.8	Faceți deci roade vrednice de pocăință! Și să nu începeți să spuneți în voi înșivă: „Îl avem ca tată pe Avraam!“, căci vă spun că Dumnezeu poate să‑i ridice copii lui Avraam chiar din pietrele acestea! 
LUK.3.9	Securea este pusă deja la rădăcina pomilor! Prin urmare, orice pom care nu face rod bun este tăiat și aruncat în foc.
LUK.3.10	Mulțimile îl întrebau, zicând:
LUK.3.10	– Dar atunci ce să facem?
LUK.3.11	El, răspunzând, le zicea:
LUK.3.11	– Cel ce are două cămăși
LUK.3.12	Au venit și niște vameși
LUK.3.12	– Învățătorule, noi ce să facem?
LUK.3.13	El le‑a răspuns:
LUK.3.13	– Să nu colectați mai mult decât vi s‑au dat îndrumări!
LUK.3.14	Niște soldați l‑au întrebat și ei:
LUK.3.14	– Dar noi ce să facem?
LUK.3.14	El le‑a răspuns:
LUK.3.14	– Să nu stoarceți nimic de la nimeni cu forța, nici să nu aduceți acuzații false împotriva nimănui;
LUK.3.15	Pentru că poporul era în așteptare și toți se întrebau în inimile lor, cu privire la Ioan, dacă nu cumva este el Cristosul, 
LUK.3.16	Ioan le‑a răspuns tuturor, zicând:
LUK.3.16	– Eu, într-adevăr, vă botez cu
LUK.3.17	El Își are în mână furca de treierat ca să‑Și curețe aria și să‑Și adune grâul în hambar. Pleava însă o va arde într‑un foc care nu se stinge.
LUK.3.18	Și, prin multe alte îndemnuri, el vestea poporului Evanghelia
LUK.3.19	Însă tetrarhul Irod, care era mustrat
LUK.3.20	a mai adăugat la ele și pe acela că l‑a închis pe Ioan în închisoare.
LUK.3.21	După ce a fost botezat întregul popor, a fost botezat și Isus. Și, pe când Se ruga, cerul a fost deschis 
LUK.3.22	și Duhul Sfânt S‑a coborât peste El
LUK.3.23	Isus avea în jur de treizeci de ani
LUK.4.1	Plin de Duhul Sfânt, Isus S‑a întors de la Iordan și a fost dus de
LUK.4.2	fiind ispitit
LUK.4.3	Atunci diavolul I‑a zis:
LUK.4.3	– Dacă
LUK.4.4	Însă Isus i‑a răspuns:
LUK.4.4	– Este scris:
LUK.4.4	„Omul nu trăiește doar cu pâine,
LUK.4.4	ci cu orice cuvânt de la Dumnezeu!“
LUK.4.5	Atunci diavolul L‑a dus sus, 
LUK.4.6	Diavolul I‑a zis:
LUK.4.6	– Ție Îți voi da toată această autoritate și slava lor, căci mie mi‑a fost încredințată, iar eu o dau cui vreau. 
LUK.4.7	Deci, dacă Te vei închina înaintea mea, toată va fi a Ta!
LUK.4.8	Isus, răspunzând, i‑a zis:
LUK.4.8	– Este scris:
LUK.4.8	„Domnului, Dumnezeul tău, să te închini
LUK.4.8	și numai Lui să‑I slujești!“
LUK.4.9	Apoi L‑a dus la Ierusalim, L‑a pus să stea pe streașina Templului și I‑a zis:
LUK.4.9	– Dacă ești Fiul lui Dumnezeu, aruncă‑Te jos de aici, 
LUK.4.10	căci este scris:
LUK.4.10	„El le va porunci îngerilor Săi cu privire la Tine,
LUK.4.10	ca să Te păzească“
LUK.4.11	și
LUK.4.11	„Ei Te vor purta pe brațe,
LUK.4.11	ca nu cumva să‑Ți lovești piciorul de vreo piatră.“
LUK.4.12	Isus, răspunzând, i‑a spus:
LUK.4.12	– S‑a zis:
LUK.4.12	„Să nu‑L ispitești pe Domnul, Dumnezeul tău!“
LUK.4.13	După ce a sfârșit orice ispită, diavolul s‑a îndepărtat de la El până la o 
LUK.4.14	Isus S‑a întors în Galileea, în puterea Duhului, și vestea cu privire la El s‑a răspândit prin toată vecinătatea. 
LUK.4.15	El dădea învățătură în sinagogile
LUK.4.16	A venit în Nazaret, unde fusese crescut, și, după obiceiul Său, a intrat în sinagogă în ziua de Sabat și S‑a ridicat să citească. 
LUK.4.17	I s‑a dat sulul profetului Isaia. Când a desfășurat sulul, a găsit locul unde era scris:
LUK.4.18	„Duhul Domnului este peste Mine,
LUK.4.18	căci El M‑a uns
LUK.4.18	ca să aduc celor sărmani vestea bună.
LUK.4.18	El M‑a trimis să proclam celor captivi eliberarea
LUK.4.18	și orbilor – căpătarea vederii,
LUK.4.18	să‑i eliberez pe cei asupriți,
LUK.4.19	să proclam anul de îndurare al Domnului.“
LUK.4.20	Apoi a înfășurat sulul la loc, i l‑a dat înapoi slujitorului și S‑a așezat. Ochii tuturor celor din sinagogă erau ațintiți asupra Lui.
LUK.4.21	El a început să le vorbească astfel:
LUK.4.21	– Astăzi a fost împlinit acest 
LUK.4.22	Toți Îl vorbeau de bine, erau uimiți de cuvintele 
LUK.4.22	– Oare nu este Acesta fiul lui Iosif?
LUK.4.23	El le‑a zis:
LUK.4.23	– Cu siguranță că Îmi veți spune proverbul acesta: „Doctore, vindecă‑te pe tine însuți!
LUK.4.23	Apoi a zis:
LUK.4.24	– Adevărat vă spun că niciun profet nu este acceptat
LUK.4.25	Vă spun adevărul: în zilele lui Ilie, atunci când a fost încuiat cerul timp de trei ani și șase luni, când a fost o mare foamete în toată țara, erau multe văduve în Israel. 
LUK.4.26	Totuși, Ilie n‑a fost trimis la niciuna dintre ele, ci doar la o văduvă din Sarepta Sidonului. 
LUK.4.27	Și pe vremea profetului Elisei erau mulți leproși
LUK.4.28	Auzind acestea, toți cei din sinagogă s‑au umplut de furie. 
LUK.4.29	Ei s‑au ridicat, L‑au scos în afara cetății și L‑au dus până pe sprânceana muntelui, pe care era construită cetatea lor, ca să‑L arunce jos. 
LUK.4.30	Însă El a trecut prin mijlocul lor și a plecat.
LUK.4.31	Apoi a coborât în Capernaum, o cetate din Galileea, și, în ziua de Sabat, a început să dea învățătură. 
LUK.4.32	Ei erau uimiți de învățătura Lui, întrucât cuvântul Lui avea autoritate. 
LUK.4.33	În sinagogă era un om care avea 
LUK.4.33	El a strigat cu glas tare:
LUK.4.34	– Ha! Ce avem noi de‑a face cu Tine, Isuse din Nazaret? Ai venit să ne distrugi? Știu Cine ești: Sfântul lui Dumnezeu!
LUK.4.35	Isus l‑a mustrat, zicând:
LUK.4.35	– Taci și ieși afară din el!
LUK.4.35	Atunci demonul l‑a aruncat la pământ în mijlocul lor și a ieșit din el fără să‑i facă niciun rău.
LUK.4.36	Toți au fost cuprinși de uimire și se întrebau unii pe alții, zicând:
LUK.4.36	– Ce 
LUK.4.37	Și I s‑a dus vestea în orice loc din vecinătate.
LUK.4.38	S‑a ridicat și, după ce 
LUK.4.39	El S‑a aplecat asupra ei, a mustrat febra, și 
LUK.4.40	După apusul soarelui, toți cei care aveau bolnavi de diferite boli i‑au adus la Isus, iar El Și‑a pus mâinile peste fiecare dintre ei și i‑a vindecat. 
LUK.4.41	De asemenea, din mulți ieșeau demoni, care strigau și ziceau: „Tu ești Cristosul, Fiul lui Dumnezeu!“
LUK.4.42	Când se crăpa de ziuă, Isus a ieșit și S‑a dus într‑un loc pustiu. Mulțimile au început să‑L caute și au ajuns până la El. Ei încercau să‑L oprească, pentru ca să nu plece de la ei, 
LUK.4.43	însă El le‑a zis: „Trebuie să vestesc și în alte cetăți Evanghelia Împărăției lui Dumnezeu
LUK.4.44	Și a continuat să predice în sinagogile din Iudeea
LUK.5.1	În timp ce Se afla lângă lacul Ghenezaret
LUK.5.2	 a văzut două bărci trase la marginea lacului. Pescarii coborâseră din ele și‑și spălau năvoadele. 
LUK.5.3	S‑a urcat într‑una din bărci, care era a lui Simon, și l‑a rugat s‑o depărteze puțin de la țărm. Apoi S‑a așezat și, din barcă, a început să dea învățătură mulțimilor.
LUK.5.4	Când a terminat de vorbit, i‑a zis lui Simon:
LUK.5.4	– Depărtează barca la apă adâncă și aruncați‑vă năvoadele pentru pescuit!
LUK.5.5	Simon, răspunzând, a zis:
LUK.5.5	– Stăpâne, toată noaptea ne‑am ostenit, dar n‑am prins nimic. Totuși, la cuvântul Tău, voi arunca năvoadele.
LUK.5.6	Au făcut așa și au prins atât de mulți pești, încât începuse să li se rupă năvoadele. 
LUK.5.7	Le‑au făcut semn confraților lor din cealaltă barcă, să vină să‑i ajute. Aceștia au venit și au umplut amândouă bărcile 
LUK.5.8	Când Simon Petru a văzut 
LUK.5.8	– Doamne, pleacă de la mine, pentru că sunt un om păcătos!
LUK.5.9	Căci atât el, cât și cei ce erau împreună cu el fuseseră cuprinși de uimire datorită capturii de pește pe care o reușiseră. 
LUK.5.10	La fel erau și Iacov și Ioan, fiii lui Zebedei, confrații lui Simon.
LUK.5.10	Isus i‑a răspuns lui Simon:
LUK.5.10	– Nu te teme! De acum înainte vei fi pescar de oameni!
LUK.5.11	După ce au adus bărcile la țărm, au lăsat totul și L‑au urmat.
LUK.5.12	În timp ce El era într‑una dintre cetăți, iată că un om plin de lepră
LUK.5.12	– Doamne, dacă vrei, poți să mă curățești
LUK.5.13	–  
LUK.5.13	Și imediat lepra s‑a depărtat de la el.
LUK.5.14	– Să nu spui nimănui, ci du‑te, arată‑te preotului și adu 
LUK.5.15	Dar vestea cu privire la El se răspândea tot mai mult, astfel că mulțimi mari 
LUK.5.16	El însă Se retrăgea în locuri pustii și Se ruga.
LUK.5.17	Într‑una din zile, în timp ce El dădea învățătură, erau acolo și niște farisei
LUK.5.18	Și iată că niște oameni aduceau pe pat
LUK.5.19	Dar fiindcă n‑au găsit cum să‑l aducă înăuntru din cauza mulțimii, s‑au urcat pe acoperișul
LUK.5.20	Văzând 
LUK.5.21	Cărturarii
LUK.5.22	Însă Isus, cunoscând gândurile lor, a răspuns, zicându‑le: „De ce gândiți 
LUK.5.23	Ce este mai ușor, a spune: «Păcatele îți sunt iertate!» sau a spune: «Ridică‑te și umblă!»? 
LUK.5.24	Dar, ca să știți că Fiul Omului
LUK.5.25	Și deodată el s‑a ridicat înaintea lor, și‑a luat patul pe care zăcuse și s‑a dus acasă, slăvindu‑L pe Dumnezeu. 
LUK.5.26	Pe toți i‑a cuprins uimirea și Îl slăveau pe Dumnezeu. S‑au umplut de teamă și au zis: „Astăzi am văzut lucruri nemaiîntâlnite!“
LUK.5.27	După 
LUK.5.28	El a lăsat totul, s‑a ridicat și L‑a urmat. 
LUK.5.29	Apoi Levi a dat un mare ospăț la el acasă pentru 
LUK.5.30	Fariseii și cărturarii murmurau împotriva ucenicilor Lui, zicând:
LUK.5.30	– De ce mâncați și beți împreună cu vameșii și cu păcătoșii
LUK.5.31	Însă Isus, răspunzând, le‑a zis:
LUK.5.31	– Nu cei sănătoși au nevoie de doctor, ci bolnavii. 
LUK.5.32	Eu n‑am venit să‑i chem la pocăință pe cei drepți, ci pe cei păcătoși.
LUK.5.33	Ei I‑au zis:
LUK.5.33	– Ucenicii
LUK.5.34	Isus le‑a răspuns:
LUK.5.34	– Puteți să‑i faceți pe nuntași să postească în timp ce mirele este cu ei? 
LUK.5.35	Însă vor veni zile când mirele va fi luat de la ei și atunci, în zilele acelea, vor posti.
LUK.5.36	Le‑a spus apoi și o pildă
LUK.5.36	– Nimeni nu rupe un petic dintr‑o haină nouă ca să‑l aplice la o haină veche. Altfel, o va rupe și pe cea nouă, iar peticul de la cea nouă nu se va potrivi la cea veche. 
LUK.5.37	Și nimeni nu toarnă vin nou în burdufuri vechi. Altfel, vinul cel nou va crăpa burdufurile, iar el se va vărsa și burdufurile vor fi distruse. 
LUK.5.38	Ci vinul nou trebuie turnat în burdufuri noi. 
LUK.5.39	Și nimeni nu vrea 
LUK.6.1	Într‑o zi de Sabat, 
LUK.6.2	Unii dintre farisei le‑au zis:
LUK.6.2	– De ce faceți ce nu este voie în ziua de Sabat?
LUK.6.3	Isus, răspunzându‑le, a zis:
LUK.6.3	– N‑ați citit ce a făcut David atunci când i s‑a făcut foame, atât lui, cât și celor ce 
LUK.6.4	Cum a intrat în Casa lui Dumnezeu și a luat și a mâncat pâinile prezentării,
LUK.6.5	Apoi le‑a zis:
LUK.6.5	– Fiul Omului este Domn al Sabatului.
LUK.6.6	Într‑o altă zi de Sabat, a intrat în sinagogă și dădea învățătură. Acolo se afla un om a cărui mână dreaptă era uscată
LUK.6.7	Cărturarii și fariseii Îl urmăreau 
LUK.6.8	Însă El le știa gândurile, așa că i‑a zis omului care avea mâna uscată: „Ridică‑te și stai în mijloc!“ El s‑a ridicat și a stat 
LUK.6.9	Apoi Isus le‑a zis: „Vă întreb: este voie în ziua de Sabat să faci bine sau să faci rău, să salvezi o viață sau s‑o distrugi?“
LUK.6.10	Și rotindu‑Și privirea peste toți, i‑a zis omului: „Întinde‑ți mâna!“ El a făcut întocmai și mâna lui a fost făcută sănătoasă. 
LUK.6.11	Atunci ei s‑au umplut de mânie
LUK.6.12	Într‑una din zilele acelea, 
LUK.6.13	Când s‑a făcut ziuă, i‑a chemat pe ucenicii Săi și a ales doisprezece dintre ei, pe care i‑a numit apostoli
LUK.6.14	 Simon, pe care l‑a numit Petru, și Andrei, fratele lui; Iacov; Ioan; Filip; Bartolomeu
LUK.6.15	Matei; Toma; Iacov, fiul lui Alfeu; Simon, numit Zelotul
LUK.6.16	Iuda
LUK.6.17	A coborât împreună cu ei și S‑a oprit pe un loc neted, alături de o mare mulțime de ucenici de‑ai Săi și de o mare mulțime de oameni din toată Iudeea, din Ierusalim și din regiunea de coastă a Tyrului și a Sidonului, 
LUK.6.18	care veniseră să‑L asculte și să fie vindecați de bolile lor. Cei chinuiți de duhuri necurate erau vindecați și ei. 
LUK.6.19	Toată mulțimea încerca să‑L atingă, pentru că din El ieșea o putere care‑i vindeca pe toți.
LUK.6.20	„Fericiți 
LUK.6.20	căci a voastră este Împărăția lui Dumnezeu!
LUK.6.21	Fericiți 
LUK.6.21	căci voi veți fi săturați!
LUK.6.21	Fericiți 
LUK.6.21	căci voi veți râde!
LUK.6.22	Fericiți sunteți voi când oamenii vă urăsc,
LUK.6.22	când vă resping, vă insultă
LUK.6.22	și alungă numele vostru ca pe ceva rău,
LUK.6.22	din cauza Fiului Omului.
LUK.6.23	Bucurați‑vă, în ziua aceea, și săltați de veselie, pentru că iată, răsplata voastră este mare în cer! Căci tot așa făceau și strămoșii
LUK.6.24	Dar vai de voi, cei bogați,
LUK.6.24	căci voi v‑ați primit mângâierea!
LUK.6.25	Vai de voi, cei care acum sunteți sătui,
LUK.6.25	căci voi veți flămânzi!
LUK.6.25	Vai de voi, cei care râdeți acum,
LUK.6.25	căci voi veți jeli și veți plânge!
LUK.6.26	Vai de voi, când toți oamenii vă vor vorbi de bine,
LUK.6.26	căci tot așa au făcut și strămoșii voștri cu falșii profeți!
LUK.6.27	Eu însă vă spun vouă, celor ce ascultați: iubiți‑vă dușmanii, faceți‑le bine celor ce vă urăsc, 
LUK.6.28	binecuvântați‑i pe cei ce vă blestemă și rugați‑vă pentru cei ce se poartă urât cu voi! 
LUK.6.29	Celui ce te lovește peste un obraz, întoarce‑i‑l și pe celălalt! Pe cel ce‑ți ia haina, nu‑l împiedica să‑ți ia și cămașa! 
LUK.6.30	Oricui îți cere, dă‑i, iar de la cel ce‑ți ia bunurile, să nu mai ceri înapoi! 
LUK.6.31	Așa cum doriți să vă facă vouă oamenii, faceți‑le și voi la fel!
LUK.6.32	Dacă‑i iubiți pe cei ce vă iubesc, ce fel de recompensă vi se cuvine? Căci și păcătoșii
LUK.6.33	Și dacă le faceți bine celor ce vă fac bine, ce fel de recompensă vi se cuvine? Și păcătoșii fac la fel. 
LUK.6.34	Iar dacă‑i împrumutați pe cei de la care sperați să primiți înapoi, ce fel de recompensă vi se cuvine? Și păcătoșii îi împrumută pe păcătoși, ca să primească înapoi la fel. 
LUK.6.35	Voi însă iubiți‑vă dușmanii, faceți bine și împrumutați, fără să mai așteptați nimic în schimb! Astfel, răsplata voastră va fi mare și veți fi fii ai Celui Preaînalt, fiindcă El este bun și cu cei nerecunoscători și răi. 
LUK.6.36	Fiți milostivi, tot așa cum și Tatăl vostru este milostiv.
LUK.6.37	Nu judecați și nu veți fi judecați! Nu condamnați și nu veți fi condamnați! Iertați și veți fi iertați! 
LUK.6.38	Dați și vi se va da! O măsură plină, îndesată, clătinată și care se revarsă, va fi pusă în poala voastră. Căci cu ce măsură măsurați, vi se va măsura.“
LUK.6.39	Le‑a spus apoi și o pildă:
LUK.6.39	„Poate oare un orb să călăuzească un alt orb? Nu vor cădea ei amândoi în groapă? 
LUK.6.40	Ucenicul nu este mai presus de învățătorul său, dar orice ucenic pe deplin pregătit va fi ca învățătorul lui. 
LUK.6.41	De ce vezi tu așchia
LUK.6.42	Cum îi poți spune fratelui tău: «Frate, lasă‑mă să‑ți scot așchia din ochi!», când tu însuți nu vezi bârna din ochiul tău? Ipocritule! Scoate mai întâi bârna din ochiul tău, și atunci vei vedea clar să scoți așchia din ochiul fratelui tău.
LUK.6.43	Căci nu este niciun pom bun care să facă rod stricat și, iarăși, niciun pom stricat care să facă rod bun. 
LUK.6.44	Căci fiecare pom este cunoscut după propriul său rod. Fiindcă 
LUK.6.45	Omul bun scoate ce este bun din vistieria bună a inimii lui, dar cel rău scoate ce este rău din 
LUK.6.46	De ce‑Mi ziceți: «Doamne, Doamne!» și nu faceți ce spun Eu? 
LUK.6.47	Vă voi arăta cu cine se aseamănă orice om care vine la Mine, aude cuvintele Mele și le face: 
LUK.6.48	este asemenea unui om care, atunci când a construit o casă, a săpat adânc și i‑a pus temelia pe stâncă. Când a venit șuvoiul de apă, râul a izbit în casa aceea și n‑a putut s‑o clatine, pentru că fusese construită bine
LUK.6.49	Însă cel ce aude și nu face, este asemenea unui om care a construit o casă pe pământ, fără temelie. Când râul a izbit în ea, 
LUK.7.1	După ce 
LUK.7.2	Un sclav al unui centurion
LUK.7.3	Când 
LUK.7.4	Ei au venit la Isus și L‑au rugat stăruitor, zicând: „Este vrednic să‑i îndeplinești această 
LUK.7.5	căci iubește neamul nostru și el ne‑a construit sinagoga.“
LUK.7.6	Isus a plecat împreună cu ei, dar n‑ajunsese prea departe de casă când centurionul i‑a trimis pe prietenii lui ca să‑I spună: „Doamne, nu Te mai deranja, căci nu sunt vrednic să intri sub acoperișul meu! 
