MAT.1.1	Mukanda wa kibuti kia Yesu Klisto, muana wa Davidi, muana wa Abalahama.
JAS.3.5	Ubu­bo lulami nulo luli kiganza kikeke, tondo lukuikakaga ku bitondo binene. Tuizi ubuli keiya nuko keli kakeke, kakombolaga nkuzi ningi nunse! 
JAS.3.6	Nu lulami nulo luli keiya kanene nunse: nu kisina kia misako mibi mu biganza bietu, lukubigia mubili unsania, nu lukubangia bumba bua buagi, nu kugulumizibua na Gehena. 
JAS.3.7	Kubuno na lukita na lukita lua nyama, u nu lua tuzoni, u nu lua bikugelegeta, u nu lua bili mu kitatenge, u nu lua bikutugagua, nu bibio biasilile kutugua na bantu: 
JAS.3.8	tondo lulami talunavuama kutu­gua; luli lubi talunavuama kutugua, luli luiyala na buganga nunse. 
JAS.3.9	Tukuganunaga Mukota nu Tateisue nalo; nu tukusuililaga bantu nalo, bakitilue ku kisusania kia Kalaga: 
JAS.3.10	mu kanua kamozi muku­tukaga busoga nu kisuililo. Mibuto zane, bubuno tabuatunganana. 
JAS.3.11	Ndi mu kanuabalongo kamozi munabasa mazi meli nse nu mazi meli lubaba? 
JAS.3.12	mibuto zane, ndi muti wa figi unakolama kiguma kia oleve, aba muzigi kukolama figi? Kasi mazi meli anga ma munkange tamanaba nse. 
JAS.3.13	Nazi wa kumuli uli na menge nu bumenyinino? Nu alolesie makitilo mage ku misako zage misoga nu menge mabota. 
JAS.3.14	Tondo ndi muli na lugi nunse, nu miango mu mitima zeinyu, tamuikake aba tamutende buteligo. 
JAS.3.15	Menge mamano tamamo matukile kuigulu, tondo meli ma kisi, nu ma lukita lua bantu, nu Satana. 
JAS.3.16	Kubuno ndi kuli lugi nu miango, nti ukukusakua nu nti ukuli misako mingi mibi. 
JAS.3.17	Tondo menge makutukaga kuigulu meli masoga, nu meli ma bubobelelo, nu mabota, nu mekusasia kungua bitondo bia bantu, nu meli na kiombo nu misako misoga, tamekukutia, nu tameli na buengelezi. 
JAS.3.18	Nu misako za kuisanana zikukitua mu bubobelelo ku babo babobelela.
JAS.4.1	Kuni kukutuka bita nu nsake gamusamba? Ndi ta ntundo zeinyu uzikumusakia? 
JAS.4.2	Mukutunda, tondo tamuli na kena; muli beiti, nu muli na lugi, nu tamuli na kena; mukusaka nu mukuitana; ububo tamuli na kena kubuno tamukusega. 
JAS.4.3	Muku­segaga nu tamukukasagua, kubuno mukusegaga bubi, kubuno mukuidangia mu ntundo zeinyu. 
JAS.4.4	Inyue beiti ba meiga ndi tamuizi buno wozo uli kilemba kia kisi nti asomba Kalaga? Nu unsania ukutunda kuba kilemba kia kisi nti ekutunda kuba musombi wa Kalaga. 
JAS.4.5	Aba ndi mukukengela buno masanzo makutenda bulia? Wozo Muuza wa lugi ukuikalaga mumuli. 
JAS.4.6	Tondo eku­tukita mponga ningi nunse. Umpanga masanzo mekutenda bune, Kalaga ekutobagia beli na luikotio, tondo ekukitaga babo bekuibotia mponga.
JAS.4.7	Umpanga anzazi Kalaga; tobiazi Liabo, u Satana, nuwe nti amutine. 
JAS.4.8	Kundazi ku Kalaga, nuwe amukunde. Ogazi ku maboko, inyue bagi; engiazi mitima zeinyu, inyue beli na mitima ibili. 
JAS.4.9	Ibabaziazi, mube na kabebe, nu lilazi: kuseka kueinyu kugaluke kabebe, nu mbogimbogi zeinyu zibe kabebe. 
JAS.4.10	Ibotiazi ku Mukota, nuwe amusakike.
JAS.4.11	Mibuto zane, tamukandisanie. Wozo wakandisia mubuto wage, aba ekusungia mubuto wage, akandisia mulembe, nu asungia mulembe, uwe ntuli mukiti wa mulembe, tondo uli ngatu. 
JAS.4.12	Mu­biki wa mulembe u ngatu eli umozi tugu, uwozo unavuama konia nu kubigia; tondo uwe uli nazi ukusungia munyobe?
JAS.4.13	Unguililazi, inyue bekutendaga buno, lelo aba lubi tuende kungo muino nu tuikale kuko muaka umozi, nu kukunza, nu ku­kunzia, nu kuba na mutali: 
JAS.4.14	nuinyue tamuizi buabe lubi. Buni buli kalamo keinyu? Kubuno inyue muli anga muki ukumonekako nkungu imozi, nu kusila nti wabomba. 
JAS.4.15	Tondo buli busoga kutenda buno, ndi Mukota atunda, tualame, nu tunakita bubuno aba bubo. 
JAS.4.16	Tondo kano kaluma mukuikaka mu luikotio lueinyu: kuikaka kunsania kua lukita luluno kuli kubi. 
JAS.4.17	Bubo wozo wizi kukita busoga, nu ntakubukita, nti bubo buli buagi kueli.
JAS.5.1	Unguililazi, inyue bagumi, lilazi nu lalukazi kubuno tubebe tukumuvuila. 
JAS.5.2	Bikulo bieinyu biabola, nu nsulu zeinyu zali­bua na kagembe. 
JAS.5.3	Olo zeinyu nu feza zeinyu zakua na nkisa; nu nkisa zabio zikamulongekela, nuzo zikalia mibili zeinyu anga keiya. Muasila kubika bikulo bieinyu bisoga ku bindi bizinda. 
JAS.5.4	Unguili­lazi, lukalilo lua batubuzi batubulaga masoa meinyu, lumuabananinaga nalo ku kubengelela, lukulila; nu idilo lia batubuzi lionguilue na Mukota weiyombo. 
JAS.5.5	Mukuitananizia mu kisi, nu kuibogia­bogia ku lutundo lueinyu; muekutia mitima zeinyu ku busi bua kusesua. 
JAS.5.6	Muasungizie, nu muitile wozo wisanana; nuwe nta­suninue neinyu.
JAS.5.7	Kububo mibuto zane, mube na nkiki, aba nu ku kuvua kua Mukota. Unguililazi, mulimi ekulindila biyikanua biayikile, ekubi­lindila aba nu galoke mbula ntangi nu nzinda. 
JAS.5.8	Mube na nkiki nunse; nu lindiazi mitima zeinyu: kubuno kuvua kua Mukota kuse buigi. 
JAS.5.9	Mibuto zane, tamugambane, munavua kusungibua: unguililazi, ngatu zimine ku nibi. 
JAS.5.10	Mibuto zane, kengelazi bua­babedue balengania nu nkiki zibabezaga nazo babo basambalaga muizina lia Mukota. 
JAS.5.11	Unguililazi, tukumana babo babezaga na nkiki, buno beli na mbogimbogi; mungule musagu wa nkiki za Yobo, nu muamonine buamuitabizizie Mukota, kubuno mukota eli na kiombo, nu eli na mponga.
JAS.5.12	Tondo kutinga tanga, mibuto zane, tamulumbile kuigulu aba ku kisi, aba kingo kilumbilo kinsania; tondo itabiziazi buno, e nti e, nu tobo nti tobo, buno munavua kusungibua.
JAS.5.13	Ndi umozi wa kumuli ekubabalua? asege. Ndi umozi eku­bogaboga? nti eimba nimbo. 
JAS.5.14	Ndi umozi wa kumuli ekusamba? Amane bakulu ba ekelezia: bamusegele, nu nti bamubongie mua­mbo muizina lia Mukota: 
JAS.5.15	nu kusega kua bukatizio kunonia musambi, nu Mukota amuzanzukie; nu ndi akitile misako za buagi nti zasigililue. 
JAS.5.16	Na muntu na muntu eigonge misako zage za buagi ku munyage, nu kusegelana, buno monibue. Kusega kua wisanana kuli kusoga nunse, ndi ekusega na komanizia. 
JAS.5.17	Eliya abezaga muntu anga isue, nu asegile na komanizia buno mbula taziloke; nu mbula tazalokile mu kisi miaka isatu nu miezi mutuba. 
JAS.5.18	Asegile lingo; nu mbula zalokile, nu kisi kiasizie biyikanua.
JAS.5.19	Mibuto zane, ndi umozi wa kumuli asiga bulili, nu ungo nti amusubie kubo; 
JAS.5.20	menyazi buno, wozo ukusubia muagi buno atuke kuazimine, nti amonia ku lukuo, nu misako mingi zage za buagi nti zakukilua.
1PE.1.1	Petelo, musingua wa Yesu Klisto, ku basombolua bandabene nu babalanganizibue ku Ponto, ku Galatia, ku Kapadokia, ku Asia, nu ku Bitinia, 
1PE.1.2	kukumenya kua Kalaga Tateisue kuamen­yine wakalazi, kukusuagibua kua Muuza, aba kuanza nu kuku­bulilua mikila za Yesu Klisto: Mponga nu bubobelelo bitalikilue kumuli.
1PE.1.3	Lutanuno ku Kalaga Isi wa Mukota weitu Yesu Klisto, kubuno ku kiombo kiage kinene atubutile lingo, buno tube na kilemanizio kia kalamo ku kuyukibua kuage Yesu Klisto ku bakuzi, 
1PE.1.4	buno tube na bupieni butanakubiga, nu buteli na nsese, nu butanakusila, bumu­abisidue muigulu, 
1PE.1.5	mukulangua na magala ma Kalaga mu buka­tizio mube na lonio luli kayikayika kumoneka ku nkungu nzinda. 
1PE.1.6	Mukubogaboga nunse, aba ndi ku bindi bimozi muli na tubebe ku malindiko mengukana, 
1PE.1.7	buno idindiko lia bukatizio bueinyu, lili na bukunza bubibu kutinga olo zikuziminaga aba ndi zalindikua na keiya, limonekeko ku luganuno nu lutanuno nu luanzo, gakamoneka Yesu Klisto: 
1PE.1.8	u wozo tamuamumonineko tondo mukumutunda; nu wozo umukukatizia tamukumumonako, nu mukubogaboga nunse na mbogimbogi zitakumenyua kutendua nu uzili na lutanuno: 
1PE.1.9	muka­kasua lukalilo lusoga lua bukatizio bueinyu, u lonio lueinyu. 
1PE.1.10	Ku musagu wa lonio luluno balengania balondile na komanizia, basa­mbede musagu wa mponga zimukakitua: 
1PE.1.11	batundaga kumenyi­nina nkungu nkizi zalolesizibue na Muuza wa Klisto wabezaga mubeli alingile kulongekela kubabalua kua Klisto, nu lutanuno lukaba kusila kua bubo. 
1PE.1.12	Balolesezibue, kubuno ta ku kabamba kabo bobenyene, tondo ku kabamba keinyu, bakitile mu bitondo bibino, nu muasambaliduebio na babo bamusambalilaga musagu musoga mu Muuza Wasililila asingilue nu atukile muigulu; ku malagi mamo migenzi batundaga kumamenyinina.
1PE.1.13	Kubuno kokomeziazi menge meinyu, mube na nkiki, nu mulemanine nunse ku mponga zimukalusizibua mu kumoneka kua Yesu Klisto; 
1PE.1.14	anga bana bekuanza, tamuidingimanie na ntundo zeinyu zimualingaga kukita mu bukongolo bueinyu: 
1PE.1.15	tondo anga bubo buli wozo wamumanine eli wasililila, nuinyue musililile mu makitilo mansania ma kalamo keinyu; 
1PE.1.16	kubuno buasanzilue bune, Mukaba basililila; kubuno nne nili wasililila. 
1PE.1.17	Ndi mukumu­managa buno Tateisue, wozo ukusungagia muntu na muntu anga buakukita, nu ntekukutagia wampa, kuazi boba mu nkungu zimukili muzo kuko kumuandabene: 
1PE.1.18	muizi buno tamuakuluidue na bikubigaga; aba ku feza aba olo, ku lukita lutasuaga luatukile ku basoinyue; 
1PE.1.19	tondo ku mikila za bukunza bubibu za Klisto, anga muana wa mukoko uteli neitondoki aba biulu, 
1PE.1.20	amenyinue kutu­kila wakalazi, nti kisi takiba, tondo alolesizibue kuzinda kua nkiko ku kabamba keinyu, 
1PE.1.21	kubuno mueli muse muakatizia Kalaga, wamu­yukizie ku bakuzi, nu amukasile lutanuno; buno bukatizio bueinyu nu kilemanizio kienyu bibe ku Kalaga. 
1PE.1.22	Muiyengezie ku kuanza kua bulili kielamo kia mibuto kiteli na kangonongono, tundanazi nunse: 
1PE.1.23	kubuno muabutilue lingo, takukubutua ku kubigaga, tondo kutakubigaga, kuidagi lia Kalaga lili na kalamo nu litana­kuzinda. 
1PE.1.24	Kubuno,
1PE.1.24	Mubili na mubili uli anga bisugu,
1PE.1.24	Nu malebo mago mansania meli anga maluba ma bisugu,
1PE.1.24	Bisugu bioma, nu maluba mabio nti makoloka;
1PE.1.25	Tondo idagi lia Mukota talinakuzinda. Nu muidagi lilino lili musagu musoga umuasambalilagua.
1PE.2.1	Umpanga sigazi bubi bunsania, nu sigazi luikotio lunsania, nu buengelezi, nu lugi, kukandikia kunsania kubi, 
1PE.2.2	anga bana bato, tundazi mabele masoga ma bulili meteli na buengelezi, kububo mukule mu lonio; 
1PE.2.3	ndi muamenyine buno, Mukota eli na mponga: 
1PE.2.4	nu mukumuvuila, we ikozi lia kalamo, liasombilue na bantu, tondo liasombuedue ku Kalaga, nu lili lia bukunza bubibu, 
1PE.2.5	nuinyue, muli anga makozi ma kalamo, mobakilue buno mube numba za Muuza, nu busankoga buasililila; kasanazi bisansa bia mutima musoga, biatananina ku Kalaga mu Yesu Klisto. 
1PE.2.6	Kubuno bubo buli mu masanzo,
1PE.2.6	Unguililazi, nabika mu Siona ikozi inene lia kapindapinda,
1PE.2.6	liasombuedue, nu lia bukunza bubibu:
1PE.2.6	Nu walikatizia ntakakua na nsoni.
1PE.2.7	Tondo bukunza bubuno buli kumuli bamukatizia, tondo ku bata­katizia eli
1PE.2.7	Ikozi liasombagua na bobaki,
1PE.2.7	Lilio liabezaga ikozi inene lia kapindapinda; 
1PE.2.8	nu,
1PE.2.8	Lili ikozi liakuikukako na magulu, nu luanda lua kugua galo; kubuno bakuikuka kuidagi lilio, kubuno bananine: nu babikilue bubo.
1PE.2.9	Tondo inyue muli kikanga kiasombuedue, basankoga ba bukota, kilongo kiasuagibua, bantu babikilue kua Kalaga, buno musambale magala ma wozo wamumanine buno mutuke ku kapilo, nu muingide ku kiengi kiage kia kuangamia: 
1PE.2.10	wakalazi tamu­abezaga bantu bage, tondo kano kaluma museli bantu ba Kalaga: tamuakuilidue kiombo, tondo kano kaluma muse muakubua kiombo.
1PE.2.11	Batundua bane, nkumusengezia anga batingi nu beinzi, sigazi ntundo za bumba bua buagi, zimukuluana nazo; 
1PE.2.12	kitazi misako misoga ku baBilongo; aba ndi bekumubula buno muli bakiti ba bubi, tondo ndi bekumona ku misako zeinyu misoga, baganune Kalaga busi bua kumonekako.
1PE.2.13	Anzazi kio kinsania kimukukakizibua na bantu ku kabamba ka Mukota: aba ndi eli mukota munene; 
1PE.2.14	aba ndi bakota beku­singua nage kusungia babo babi nu kuganunua na babo basoga. 
1PE.2.15	Kubuno ukusombola kua Kalaga, ku kukita busoga bikongolo tabinatenda bungo: 
1PE.2.16	anga bakandulua, tondo tabukuanga buka­ndulua ku kubisa buagi, tondo mube anga bakobe ba Kalaga. 
1PE.2.17	Anzazi bantu bansania. Tundazi mibuto zeinyu. Kuazi Kalaga boba. Anzazi mukota munene.
1PE.2.18	Bakiti, anzazi bakota beinyu nu bakuazi boba; ta babo beli basoga nu babo babota kankanka, tondo nu babo bakali nubo.
1PE.2.19	Kubuno bubuno ubusoga nunsania, muntu kusigilila kabebe, kukukengela Kalaga, gakusungibua kubuteisa. 
1PE.2.20	Kubuno luli luganuno lukizi kuikalila, gamukuaga nu kulibulua ngizi? tondo gamukukita busoga nu kuikalila lusungio, bubo buli busoga nunse ku Kalaga. 
1PE.2.21	Kububo, ukinsa muamaninue; kubuno Klisto nuwe ababazizibue ku kabamba keinyu, atusigide kalolesio, buno muyange mu masomoneno mage: 
1PE.2.22	we ntakitile buagi, nu mu kanua kage tamuatukile nunse kitondo kibi: 
1PE.2.23	we alingilue, tondo ntasubizie bilingano; asungizibue, ntasalimizie muntu; tondo eikasene ku wozo musungia weisanana: 
1PE.2.24	ku mubili wage wenyene, ekile misako zeitu za buagi ku muti, buno tulekane ku misako za buagi, nu kulamaga ku kuisanana; nu ku kulibulua kuage monezibue. 
1PE.2.25	Kubuno muabezaga anga mikoko zazimina; tondo kano kaluma muasubia ku Mulangi nu Mukulu wa tulamo tueinyu.
1PE.3.1	Bubo, nuinyue bakikulu, anzazi beiba beinyu; kubuno, ndi bamozi tabekuanza idagi babo banalutua kutekuidagi na misako za bakikulu babo; 
1PE.3.2	gabamone ku misako zeinyu misoga nu luanzo. 
1PE.3.3	Malebo meinyu, tamabe ma gantata, anga kusuika nzuili; nu kukuivualikia bia malebo bia olo, nu kuvuala nsulu; 
1PE.3.4	tondo mabe mu kalamo keinyu katakumonekako mu malebo matanakubiga; u mutima wola nu bubobelelo, buli bukunza bubibu ku Kalaga. 
1PE.3.5	Kubuno bubo ubualebaga bakikulu basuagibua ba wakalazi, balemaninaga Kalaga, nu kuanza beiba babo: 
1PE.3.6	anga buno Sela anzaga Abalahama, amumanine buno mukota: nuinyue muabe bana bage ba bulili, ndi mukukita busoga, aba kukuitibua na boba.
1PE.3.7	Bubo nuinyue beiba babo, ikalazi na bakikulu beinyu ku menge, nu anzazi bakikulu beinyu, kubuno tabeli babibu, nu beli bapieni neinyue ba mponga za kalamo; nu bubo masego meinyu tamabi­ganue.
1PE.3.8	Umpanga, mube na makengelo mamozi, kuilanazi kiombo, tundanazi anga babutua, mube na mponga nu mole: 
1PE.3.9	tamusubie bubi ku bungo, nu kilingano ku kingo, tondo kitazi mponga; kubuno ubumuamaninue, buno mupiene busoga. 
1PE.3.10	Kubuno,
1PE.3.10	Wozo ukutunda kulama,
1PE.3.10	Nu kumona ku bindi bisoga,
1PE.3.10	Azugile lulami luage talutende bubi,
1PE.3.10	Nu kanua kage takengelele;
1PE.3.11	Nu asige bubi, nu akite busoga;
1PE.3.11	Alonde bubobelelo, abuyange nunse.
1PE.3.12	Kubuno meiso ma Mukota meli ku beisanana,
1PE.3.12	Nu matuzi mage makunguaga masego mabo;
1PE.3.12	Tondo malanga ma Mukota tameli ku bakiti ba bubi.
1PE.3.13	Nu nazi ukamukita bubi, ndi muli bakiti ba busoga? 
1PE.3.14	Tondo ndi mukusungibua ku kabamba ka kuisanana, nti muabogaboga; nu tamukue babo bekumuitia boba, aba tamuzangezange; 
1PE.3.15	tondo muganune Klisto, buno eli Mukota mu mitima zeinyu; mube kayi­kayika bindi binsania kuakula ku muntu na muntu ukumubuzia musagu wa kilemanizio kimuli nakio, tondo kukubota, nu boba: 
1PE.3.16	mube na kalenganio kasoga, bubo ku kitondo kikio kimuku­kandikua, babe na nsoni, babo bekunyega bumukukita mu Klisto. 
1PE.3.17	Kubuno buli busoga nunse kusungibua ku kukita busoga, ndi ukusombola kua Kalaga, kuteli ku kukita bubi. 
1PE.3.18	Kubuno Klisto nuwe asungizibue limbizi limozi tugu ku kabamba ka buagi, wono wisanana, ku kabamba ka bateisanana, buno atulusie ku Kalaga; mubili wage weitilue, tondo wozo wenyene alamizibue na Muuza; 
1PE.3.19	kububo endile kuigisia ku miuza zabezaga mu kikando, 
1PE.3.20	asa­mbalide bantu batanzaga wakalazi kusigilila kua Kalaga kua lindilaga busi bua Noa; gangagua buato, mubo tamuabezaga bantu beingi, babo bantu kinana, ubonine na mazi: 
1PE.3.21	mazi mamo mabezaga kalolesio ka bubatizio bukumonia mu bindi bibino; tabukutikagia nsese za bumba bua buagi; tondo kuakula kua kalenganio kasoga ku Kalaga, ku kuyuka kuage Yesu Klisto; 
1PE.3.22	nuwe eli ku kuboko kua seidume kua Kalaga, eyendide muigulu, migenzi nu buangato, nu magala abiangatile.
1PE.4.1	Umpanga kubuno Klisto ababazizibue ku mubili, nuinyue agatazi ngabo za makengelo mamo, kubuno we wababazizibue ku mubili, alekanukile na buagi; 
1PE.4.2	bubo tamulame kalamo kansania keinyu ku ntundo za bumba bua buagi aba ku ntundo mbi za bantu, tondo ku kusombola kua Kalaga. 
1PE.4.3	Kubuno zezo nkungu zaiingile kalazi zinasuagile kukita bukutunda baBilongo, ku kukita butazi, nu ntundo mbi, nu kukatua na maku, nu kisagulo kia bulia­gundu, nu kunua maku, nu kukumbamina nkisi zitasuaga: 
1PE.4.4	nu bangamine buno tamukuenda nabo mu misako zabo zitasuaga, nu kumulinga nunse: 
1PE.4.5	nubo bakasambala bunsania ku wozo uli kayi­kayika kusungia balami nu bakuzi. 
1PE.4.6	Kubuno bakuzi nubo basa­mbalidue musagu musoga, buno nubo basungibue mu bumba bua mubili, anga bukusungibua bantu, buno balame mu Muuza anga bukulamaga Kalaga.
1PE.4.7	Tondo binsania bisavua kuzinda; umpanga mube na menge, nu kukokomena mu masego; 
1PE.4.8	kuitila nunse mutundane nunsania; kubuno kutundana ku kukukila misako mingi za buagi: 
1PE.4.9	sekelanazi tondo tamugambane: 
1PE.4.10	bubo nawe nawe nagukitila bango anga buakasilue anga bakiti basoga ba mponga ningi zili kua Kalaga; 
1PE.4.11	ndi muntu ekusambala, nti asambale meigisia ma Kalaga; nu ndi muntu ekuigisia, nti eigisia na magala makasua na Kalaga; bubo mu bitondo binsania Kalaga aganunue mu Yesu Klisto, kueli kuli lutanuno nu magala matanakuzinda. Amena.
1PE.4.12	Batundua bane, tamuitangale kuidindiko anga lia keiya liku­mubasila, nu likumugeleka, nu likumuangamia: 
1PE.4.13	tondo ndi mukusungibua anga buasungizibue Klisto, bogazibogazi; buno gakalolesibua lutanuno luage, mukabogaboga na mbogimbogi nunse. 
1PE.4.14	Ndi muasungibua ku kabamba keizina lia Klisto, nti muli na mbogimbogi; kubuno Muuza wa lutanuno u Muuza wa Kalaga amuikalila, 
1PE.4.15	Tondo umozi wa kumuli ntasungibue anga muiti, aba anga muibi, aba anga mukiti wa bubi, aba anga ukuiyingizia mu nsake za bango bantu: 
1PE.4.16	tondo ndi muntu ekusungibua buno eli muKlisto, ntabe na nsoni; tondo aganune Kalaga muizina lilino. 
1PE.4.17	Kubuno nkungu za kusungibua zakuka, tondo lusungio lualinga ku kikanga kia Kalaga; nu ndi lualinga kutuli, kuni kukazindila babo batanza nu batakatizia musagu wa Kalaga? 
1PE.4.18	Nu ndi wozo wisanana onibua gasongo ku lusungio wozo utakatizia Kalaga nu muagi buni buakonibua? 
1PE.4.19	tondo babo bekusungibua ku kuso­mbola kua Kalaga bakukita busoga ndi babika tulamo tuabo mu maboko ma Mubumbi mukatizia.
1PE.5.1	Kubuno ukusengezia kunkusengezia bakulu ba kumuli, nne mukulu munyabo, nu mulongeki wa nsungio za Klisto, nu wagomia na lutanuno lukalolesibua: 
1PE.5.2	Langazi kibombo kia Kalaga kili kumuli, nu kukiemanina, takukusindikua, tondo ku kutunda, nu ku kusombola kua Kalaga, taku kuelama bikulo bia nsese, tondo ku kuisengezia; 
1PE.5.3	tondo tamuangate babo bamuakasilue, tondo mube kisusania kia Klisto ku kikio kibombo. 
1PE.5.4	Nu gakamoneka Mulangi munene, mukakasua nkumbu za bukota za lutanuno zitanakubiga. 
1PE.5.5	Bubo, nuinyue basikila, anzazi bakulu, nuinyue bansania ibotiazi, mukitilane; kubuno Kalaga ekutobagia beli na luikotio, tondo ekuki­taga babo bekuibotia mponga. 
1PE.5.6	Tondo ibotiazi ku kuboko kua Kalaga kua gugumana, buno amusakike mu nkungu zage; 
1PE.5.7	bikazi tubebe tueinyu tunsania kueli, kubuno ekumulanga mu bitondo bieinyu nunse. 
1PE.5.8	Idangazi, kesiazi ntende: kubuno muiti weinyu Liabo u Satana, eli anga kimbue kikuzuga, nu kikutimba, nu eku­londa bantu babigia: 
1PE.5.9	nuinyue mutobiazi, mube na magala mu bukatizio bueinyu menyazi buno lusungio lulo lukuzindilizibua ku mibuto zeinyu zili mu kisi. 
1PE.5.10	Nu Kalaga wa mponga insania, wamumanine kuingila mu lutanuno luage lutanakuzinda mu Klisto, ndi muasungibua ku bindi bimozi, wozo wenyene amusililizie, nu amukokomezie, nu amulindie. 
1PE.5.11	Magala meli kueli ku nkiko zitanakuzinda. Amena.
1PE.5.12	Ku kusanza kua Siluano, mubuto weitu mukatizia, anga bunizi, namusanzide bitondo bimozi, nanaga, nu kulongeka buno zeno umponga za bulili bua Kalaga; lindazi nunse muzo. 
1PE.5.13	Eke­lezia lia Babelona liamusambizia; nu Malako muana wane. 
1PE.5.14	Sambizaniazi na mbogimbogi, bubobelelo bube kumuli inyue bansania beli mu Klisto.
