MAT.1.1	Niján jíri linébaanfaangu Jesucrístu le jádaangiñebei meja ladǘgawagun Davíd lúma Abrahám.
GAL.1.23	agáambarügütiña laríñawagún. “Wügǘri lé meja eíbaajabaliwa, lapúrichijañein ugánu le lánina afíñeni luágu Crístu queísi Wasálbaragüle guetó, áni ligía lé meja busénbei lagǘnrinchaguni wafíñen luágu Crístu.” 
GAL.1.24	Ába jíchugun uweíriguni lun Búngiu luágu lasáansiraguni nigáburi ítara.
GAL.2.1	Catoúrusu irúmu lárigiñe, ábaya nídin Jerusalén úara lúma Bernabé, barǘ numuti gíñe Títo númagua. 
GAL.2.2	Nídinbei ñi ladǘga arúfuda láali lan Búngiu nun luágu lúnti lan nídin. Ñi Jerusalén, ába nadámuridagun jáma ábutigu afíñetiña, ába nabájüdaguni joun ída líña lan narúfudajan joun ja mámabaña juríu luágu wasálbarun, nadǘgünbalin líra lun gayára lan jánjarun lun le narúfudajabei, lueí leréderun le adǘga náalibei lúma le nadǘgübei quei ni cáta. 
GAL.2.3	Resíbi jamúti, áni ni Títo, le noúbabei, mafósurun jamúti lun lerésibirun circuncisión, láu sun máma lan juríu. 
GAL.2.4	Inárüni luágu añájein lan eyéejatiña luágu idújeñu jamá lueígiñe Jesucrístu, ádaragutiña joúngua wagánaguoún arámudaguarügü, buséntiña lun líchugúniwa gumádi luágu lúnti lan lerésibiruni Títo circuncisión ánjein busén lubeí lun láni lan Búngiu. Belútiña yéetiña jagía quei aríaajatiña lun jaríjini ída líña lan wagáburi boúgudi lueí lilúrudun Moisés lídan woúndaragun lúma Jesucrístu, buséntiña jamúga lúnya wayábin lun idámunime lun lúrudu ligía. 
GAL.2.5	Mígiraguagüdüntiwa woúngua joun ladǘga busén wamá lun ñi méme lan inárüni le lánina ugánu luáguti asálbaruni júma, jugúya le mámabei juríu, meméterunga ámu buri cátei lánwoun le lúnbei jadǘgüni lun jasálbarun lueídügüya lun jafíñerun luágu Jesucrístu.
GAL.2.6	Ja asúbudirúabaña queísi ábutigu—láu sun, mebérese nan láu cátañañanu lan ladǘga magúseragüdünti Búngiu luágu cátei le genégerügüti—míchuguntiña ábutigu jagía ni ában iséri luwúyeri arúfudajani nun lun níchuguni jun lánwoun le napúrichijabei. 
GAL.2.7	Lubáragiñe líra, ábarüga jasúbudiruni luágu Búngiu lan íchugubalin wadágimanu le lánina lapúrichijoún ugánu luáguti asálbaruni joun ja mámabaña juríu nun, ítara queí buga líchuguni wadágimanu lun Pédro lun lapúrichijani ugánu méme ligía joun juríu. 
GAL.2.8	Aríja jamáali luágu le méme lan Búngiu le ñadágimeinbei lídaangiñe Pédro quei apóstolu jádan juríu, ligía méme lan gíñe ñadágimeinbei nídaangiñe quei apóstolu jádan ja mámabaña juríu.
GAL.2.9	Queísi subúdi jamáni Jacóbo, Pédro lúma Juan, ja anügǘbaña quei weírigutimaatiña, luágu Búngiu lan fuleíseibalina lun líchuguni ubáfu le nun, ába jíchuguni jájabu woun, áu lúma Bernabé, quei jánigu lídan luwádigimari Crístu, luágu gíñe gúnda jamá lun woúdin ñadágimein lídan jageíra ja mámabaña juríu, sun añája lan jagía ñadágimein lídan jageíra juríu. 
GAL.2.10	Amúriajarügütiña wáma lun warítagun jawágu gudémetiña, áni nijánti cátei le noúchubei nadǘgün láu sarágu goúnigi.
GAL.2.11	Dan le lídinbei Pédro ubúrugu Antioquía, ába nadeínjan lun ligíbuagun, lugúndun mabuídun lan le ladǘgübei. 
GAL.2.12	Furúmiñe meja, joúti meja jáma afíñetiña luágu Crístu ja mámabaña juríu (ja mebéresenbaña láu circuncisión lúma buri ámu gumádi lídan lilúrudun Moisés). Ánjeinti lárigiñe jachǘlürün gürígia loúnajan Jacóbo, ligía lagúmeserun Pédro adíseda jaweí ja mámabaña juríu, ába meíginjali lan jáma ladǘga lanúfude lueí le gayáraabei jaríñagun ja afiñebaña luágu lúnti lan jerésibiruni wügǘriña circuncisión lun jasálbarun, lun gíñe meígin jamá juríu lídan ában jáma ja mámabaña juríu. 
GAL.2.13	Játi jíbiri juríu ja afíñebaña luágu Crístu, ába júaradun lúma Pédro lídan cátei mabuídunti le ladǘgübei, ába gíñe lúaradun Bernabé jáma lídan cátei ligía. 
GAL.2.14	Dan le naríjinbei luágu meíbugun jamá úara lúma inárüni le larúfudajabei ugánu luáguti asálbaruni (luágu man lan asálbaruni ni cátei lúma lilúrudun Moisés), ába naríñagun lun Pédro ligíbugiñe sun adámurini. “Amǘrü le juríu, berédera abágarida quei ja mámabaña juríu, mabágariduntibu quei juríu. ¿ída liñáti babúseerúnbei bafósuruniña ja mámabaña juríu lun jabágaridun quei juríu?”
GAL.2.15	Ába nasígirun aríñaga joun.
GAL.2.15	—Juríu wagía lúmagiñe wagǘriajoún, aríñagatiwa luágu mafígoun wamá, luágu mítaran wamá quei ja mámabaña juríu ja agǘriajoúbaña boúgudi lueí lilúrudun Búngiu. 
GAL.2.16	Láu sun líra, subúdi wamúti luágu úabei lan ni ában eréderuti richágu ligíbugiñe Búngiu luágu ladǘgüni le lubeíbei lilúrudun Moisés, láurügübei lafíñerun luágu Jesucrístu lerédera richágu ligíbugiñe Búngiu. Ligía gíñe lébubei wafíñerun luágu Jesucrístu, wagía le juríubei, lun gayáraabei lan weréderun richágu ligíbugiñe Búngiu lídaangiñe afíñeni le, máma lídaangiñe wadǘgüni le lubeíbei lilúrudun Moisés, lugúndun úabei ni ában eréderuti richágu ligíbugiñe Búngiu lueígiñe ladǘgüni le lubeíbei lilúrudun Moisés.
GAL.2.17	Ítara líña lubeíti, quei wáluajan weréderun richágu ligíbugiñe Búngiu lídaangiñerügü Jesucrístu, ába waríjin luágu gafígoun méme wamá queísi ja mámabaña juríu ladǘga wabágariduña lan gíñe guetó boúgudi lueí lilúrudun Moisés, ¿gayáraati waríñagun lueígiñe líra luágu Crístu lan gafígoungüdübaliwa? ¡Ni cátei líbe líra! 
GAL.2.18	Lubáragiñe líra, lun jamúga wagíribudun lun weménigidun luágu wagúnfulirun lúma lilúrudun Moisés lun wasálbarun lárigiñe weménigidun luágurügü wafíñerun luágu Crístu, warúfuduñein luágu magúnfulirun wamá lúma linárün laníchigu lúrudu ligía, áni gafígountiwa. 
GAL.2.19	Áu, queígubeirügü jiláadina lan lun lilúrudun Moisés, lúrudu méme ligía oúwedagüdübadina lun, lun gayára lan nabágaridun lun Búngiu. 
GAL.2.20	Rúguatina núngua quei jiláadina lun figoú, dáwaguañu luágu gurúwa lúma Crístu. Mámaadina lubeíti áu méme abágaridubei nídaangua, Crístu abágaridubei nídan. Ibágari le nabágaridubei lídan núgubu, nabágariduñein láu sun nafíñen luágu Liraǘ Búngiu le jínsiñejabúbei nun, ába ledéregeragun lúngua lun loúnwen nuágu. 
GAL.2.21	Mabúseerúntina lubeí namájarun lun lareíni Búngiu láu nagíribudun lún buri igáburi lánina lilúrudun Moisés, lugúndun lun jamúga gayára lan leréderun gürígia richágu ligíbugiñe Búngiu láu lagúnfulirun lúma lúrudu ligía, úati jamúga ju lan loúnwen Crístu.
GAL.3.1	¡Jugúya Galáciana, magáambaditün gíñe! ¿Ca abíñaragubadün lun magáambun jubeí lan ugánu le inárünibei libǘgürü wasálbarun? Lídan meja wapúrichijan jun, arúfuda wamúti laníchigu loúnwen Crístu luágu lugúruwan jun, furáangu. 
GAL.3.2	Aríñaga jumeí cátei le nun. ¿Lueígiñe jagúnfulirun lúma lilúrudun Moisés jerésibirei Sífiri Sándu ódi lueígiñe jafíñerun luágu le jagáambubei luágu Crístu? 
GAL.3.3	¿Ída líña ítara lubeí jumágaambadi? Gumésetün eíbuga lúma Crístu láu lubáfu Sífiri Sándu, ¿guetó jarítaguatün funági luágu buítimaabei lan jeíbugun lun jígiruni Sífiri Sándu lun jagúnfulirun lúma jagáburi juríu? 
GAL.3.4	¿Marúfudajaangili sun le jasúfurirubei jun? ¡Arúfudajaali lámuga jun! 
GAL.3.5	Dan le líchuguni Búngiu láni Espíritu jun, adǘga ligía miláguru jagánagua, ¿cásan uágu ladǘgei líra? Máma lugúndun adǘga jumáni le lubeíbei lilúrudun Moisés ladǘgei, ladǘgünbalin lugúndun afíñe jumá luágu le jagáambubei luágu Liraǘ.
GAL.3.6	Jarítagua jumá luágu Abrahám. Rúlumuti meja sun lafíñen luágu Búngiu, luágu lafíñen, ába lerésibiruni Búngiu queísi ában wügǘri richáguati. 
GAL.3.7	Ligía lubeíti jugúya, lúnti jasúbudiruni luágu ja lan afíñebaña, jagía lan linébaanfaanbaña Abrahám tímatimaatiña. 
GAL.3.8	Queísi subúdi láni Búngiu lubáramegiwa luágu ñíbaña lan jádaangiñe ja mámabaña juríu lun jayábiba lan lun jeréderun richágu ligíbugiñe láu jafíñerun luágu Jesucrístu, ába laríñaguni ugánu buíti lun Abrahám lubáramegiwa, queísi bürǘwañu lan tídan lilíburun. “Jabínirúaba sun gürígia uboúagu bídaangiñe.” 
GAL.3.9	Ítara líña lubeíti, ja afíñebaña, biníwatiña úara lúma Abrahám le afíñerubei luágu Búngiu.
GAL.3.10	Ja afíñerubaña luágu jasálbaruba lan láu jagúnfulirun lúma lilúrudun Moisés, bulíeiguatiña, lábugiñeñanu líñaragun Búngiu, lugúndun taríñajare Lerérun Búngiu. “Sun ja magúnfulirunbalin sun le bürǘwañubei tídan lilíburun nilúrudun le níchugubei lídaangiñe Moisés, lábugiñeñanu níñaragun.” 
GAL.3.11	Furáanguti lubeíti luágu úa lan ni ában eréderuti richágu ligíbugiñe Búngiu luágu ladǘgüni le laríñagubei lilúrudun Moisés, lugúndun taríñajare Lerérun Búngiu. “Láu lafíñerun gürígia luágu Búngiu lerédera richágu ligíbugiñe, ibíjaleíme ibágari magúmuchaditi.” 
GAL.3.12	Ánjein lilúrudun Moisés máma cátei lánina afíñeni, lánina cátei le adügǘwarügüti ladǘga laríñajare lúrudu ligía. “Láu rügǘñein jamúga lagúnfulirun gürígia láu sun igáburi lánina lúrudu le, libíjei ibágari magúmuchaditi.”
GAL.3.13	Wagía queísi gürígia garaǘwarügütiña, mabáfutiwa lun wagúnfuliruni sun lúrudu ligía. Ába laséfuruníwa Crístu lídaangiñe líñaragun Búngiu lé lúnbei yebe láburujan wawágun lueígiñe magúnfulirun wamáni sun lilúrudun Búngiu le líchugubei woun lídaangiñe Moisés. Barǘ lumuti Crístu líñaragun Búngiu luoúgua wewéñagua lídan le loúnwenbei luágu gurúwa, lugúndun taríñajare Lerérun Búngiu. “Íñarawagúati sun le ádarawagúti luágu gurúwa.” 
GAL.3.14	Adǘga lumúti loúnwen Crístu lun liábinba lan abíniruni le uágubei laríñaga Búngiu lun Abrahám, lídaangiñe Jesucrístu joun gíñe ja mámabaña juríu, lúma lun werésibiruni, sun wagía, Sífiri Sándu le uágubei laríñaga Búngiu, láu wafíñen.
GAL.3.15	Nidújeñu, níchiga ában jémpulu jun lídaangiñeti jabágari gürígia. Dan le ladǘgün wügǘri ában darádu, ába laseíniruni, úati ni ában lun gayára lan lagúluuduni ni lun líchugun ni cátei lánwoun. 
GAL.3.16	Ítara líña gíñe, rúlumuti meja Búngiu lerérun lun Abrahám lúma lun linébaanfan. Maríñaguntu Lerérun Búngiu “binébaanfaangu”, camá jamuga jawáguti sarágu gürígia, taríñajare “lun binébaanfan”. Laníchigu líra, “ábanrügü gürígia”, le Crístu. 
GAL.3.17	Niján le naríñagubei. Adǘgati Búngiu ában darádu lúma Abrahám, ába lachoúruruni, gádürü-san darándi irúmu lárigiñe, ába líchuguni lilúrudun lun Moisés lun lafúnraanguagüdüni joun gürígia. Ligía darádu lubeí lé meja ladǘgübei Búngiu lúma Abrahám siñáti lagúluudúniwa láu ában lúrudu le ñǘbinbei gádürü-san darándi irúmu lárigiñe, lun lígiruni lerérun Búngiu lun Abrahám mebégiga. 
GAL.3.18	Lun jamúga lídaangiñeti lan agúnfuliruni lúma lilúrudun Moisés cátei le líchugubei Búngiu, mámaali jamúga ában cátei le líchugubei lun lagúnfulirún láu lerérun. Ánjeinti le laríñagubei Búngiu lun Abrahám, luágu líchugubei lan lun, míni lan líra, libíjibei cátei ligía madǘgünga ni cátei lun lagáñeiruni.
GAL.3.19	¿Cáti un ju lan lilúrudun Moisés ánjein siñá lubei lasálbaruníwa? Ñǘbinti lúrudu ligía sarágu irúmu lárigiñe lidáradun Búngiu lúma Abrahám lun larúfuduni jafígoun gürígia joun, lúntirügü ladúrarun darí liábin linébaanfan Abrahám, le Crístu, le gíñe úmabei ladügǘwa darádu ligía. Rúlumuti Búngiu lilúrudun joun ánjeligu lun jíchuguni lun Moisés, liábin Moisés, ába lafúnraanguagüdüni lúrudu ligía joun gürígia. 
GAL.3.20	Ánjeinti dán meja le ladǘgübalin Búngiu lidáradun lúma Abrahám lun labíniruniña sun gürígia lídan, mayúsurunti ánjeligu, mayúsurun ligía gürígia, ligía adǘgübalin sun cátei.
GAL.3.21	¿Laríñaguña funági le luágu múaradun lan lerérun Búngiu lúma lilúrudun le líchugubei lídaangiñe Moisés? Máma líña. Lun jamúga rúa lan ában lúrudu le íchugubei ubáfu woun lun wagúnfulirun láu, gayáraati jamúga jayábin gürígia lun jeréderun richágu ligíbugiñe Búngiu láu jagúnfuliruni le lubeíbei lúrudu ligía. 
GAL.3.22	Lídan linárün cátei, mabáfutiwa lun wagúnfulirun lúma lilúrudun Búngiu, le líchugubei lídaangiñe Moisés, queísi laríñagun Búngiu tídan Lerérun. “Sun gürígia lábugiñeñanu lubáfu figoú.” Ítara líña lun lídaangiñerügü lan afíñeni luágu Jesucrístu gayára lan jáfuridun gürígia lábugiñegiñe lubáfu figoú lun jeréderun richágu ligíbugiñe Búngiu láu jafíñen luágu Jesucrístu, queísi meja laríñagun Búngiu lun Abrahám.
GAL.3.23	Lubáragiñebei liábin Crístu lun gayáraabei lan wafíñerun luágu lun wasálbarun, lábugiñeñadiwa buga lubáfu lúrudu agúrabaja liábin. 
GAL.3.24	Ába lubeíti lanǘgüníwa lilúrudun Moisés lánime camá jamuga irájüñü wagía lun latoúnigiruníwa lueí wuríbani darí liábin Crístu lun dánme lan wafíñerun luágu, gayáraajalíme weréderun richágu ligíbugiñe Búngiu. 
GAL.3.25	Guetóti, quei chülǘjali lubeí Crístu, mámaadiwa lábugiñe loúnigirun lilúrudun Moisés.
GAL.3.26	Guetóti lirájüñü Búngiu sun jugúya luágu jafíñen luágu Crístu, lídaañadün ában lúma. 
GAL.3.27	Sun jugúya le belújalibei lídoun ában lúma Crístu láu jabásterun, ibíjaadün ában igáburi líbe ligáburi Crístu. 
GAL.3.28	Mámaali cátei lánina lun juríu jumá o máma jumá juríu, o idámuni o máma idámuni, wügǘri o wǘri, ladǘga láu lídaañadün lan ában lúma Crístu Jesúsu, sun jugúya ábanrügüñadün. 
GAL.3.29	Ánjein lánigu jubeí Crístu, linébaanfaangu Abrahám jugúya, jerésibirubei le uágubei laríñaga Búngiu lun Abrahám queí jalágaante.
GAL.4.1	Niján cátei le nabúseerúbei naríñagun. Dan le loúnwen ában úguchili áni ñǘraügili liraǘ le lúnbei lerésibiruni alágan, mabuíduntimaati dan lun irájü ligía sügǘ jáu lumúsuniña lúguchi, láu sun ligía lan labúremebei alágan, ladǘga siñágili lan layúsuruni. 
GAL.4.2	Añájein gürígia oúnigiruti, aríja jagía láu lalágaante darí lachǘlürün dan le líridubei lúguchi lun lerésibiruni. 
GAL.4.3	Ítara líña lasúseredun wáma. Lubáragiñebei liábin Crístu uboúagun, lábugiñeñadiwa meja lúrudu lúma buri igáburi le mámabei lúnti ladúrarun lun sun dan. 
GAL.4.4	Dan le lagúnfulirunbei dan, ába loúnajani Búngiu Liraǘ, le agǘriajoúbei tídaangiñe ában wǘri, ába liábin quei juríu lábugiñe lilúrudun Moisés. 
GAL.4.5	Liábinbei ítara lun laságaruníwa lábugiñegiñe lúrudu ligía, lun lerésibiruníwa Búngiu queísi lirájüñü.
GAL.4.6	Lúnti larúfuduni Búngiu luágu lirájüñüjadíwa lan, ába loúnajani láni Liraǘ Espíritu, le méme Sífiri Sándu, tídoun wanígi, áni agúajati Espíritu ligía wádaangiñe lun Búngiu. “¡Núguchi!” 
GAL.4.7	Lirájüñü lubeíti Búngiu wagía, mámaadiwa idámuni, áni ladǘga lirájüñü wamá Búngiu, líchugubei alágan woun lídaangiñe Crístu.
GAL.4.8	Dán meja le ibídiñegili Búngiu jun, jadámuñadǘn meja “búngiugu” ja mámabaña búngiugu lídan linárün cátei. 
GAL.4.9	Ánjein guetó, láu subúdi jumáali lan Búngiu, —lídan lirícha cátei, láu subúdi láadün lan Búngiu —¿ída lubáyasan gayára lan jarítagun lúnya jíchaagun júngua queísi idámuni lábugiñoun lúrudu lúma buri igáburi le mabáfubei lun ladǘgün ni cáta jun? 
GAL.4.10	Adáaguatün buri fédu ítaga wéyu, ítaga játi, ítaga dan, ítaga irúmu queísi laríñaguni lilúrudun Moisés lun jeréderun richágu ligíbugiñe Búngiu, lídan jarítagun. 
GAL.4.11	Janúfudetina lueí masériwidun lan wadágimanu le nadǘgübei jagánagua lun ni cáta.
GAL.4.12	Nidújeñu, ayúmuraguatina jun lun jarítagun queísi áu luágu buri cátei le, ladǘga furíjadina lun mámaadina lan lábugiñe lilúrudun Moisés queísi meja mámañadün lan lábugiñe lúrudu ligía. Madǘgüntün ni ában wuríbani nun lídan meja júma nan, 
GAL.4.13	quei subúdi jumáni, ladǘga meja ában sándi le nuágubei gayára lubeí neréderun júma furúmiñeti dan lun napúrichijani ugánu lánina asálbaruni jun. 
GAL.4.14	Sándi ligía lé meja nuágubei, ában meja ouchúni nun, mǘnabunti janǘgünina luágu líra. Lubáragiñe líra, ába jerésibirunina queísi ában láni Búngiu ánjeli, camá jamuga Jesucrístu guánarügü áu. 
GAL.4.15	¿Ca susérebei lun ugúndani lé meja jasándirubei náu? Gayáraati naríñagun luágu jáni fuleísei luágu ánjein lan jamúga meja lúnti, jaságaruñein lan jamúga jágu lun jíchuguni nun. 
GAL.4.16	Guetó, ¿jáganijadina funági lueígiñerügü naríñaguni inárüni jun?
GAL.4.17	Weíriti juwámaan joun mútu ja, mabuídunti jarítagun jubá. Le jabúseerubei, lun jadísedagüdünün waweí lun ában lánme jawámaadun jun. 
GAL.4.18	Buíti lun juwámadirun joun ámu, ñi áu yebe júma o úaadina lan júma, ánjein láu lubeí lubuídun arítaguni ladügǘwa. 
GAL.4.19	Nirájüñü, nasúfuriruñaya igárigu juágu quei ában úguchuru dan le tagáridun, áni ítara méme núba asúfurira daríme lun jarúfuduni luágu níjein lan Crístu jídan. 
GAL.4.20	¡Buséntina jamúga lun anájein lan júma guetó lun gayára lan nadímurejan jun láu ámu luwúyeri, ibídiñeti nun cába lan narítagua juágu!
GAL.4.21	Jugúya le busénbei jíchaagun júngua lábugiñoun lilúrudun Moisés, aríñaga jumeí cátei le nun. ¿magáambun jumágili le laríñagubei lilúrudun Moisés? 
