MAT.1.1	Bɨ səŋ bɨ̂tà bɨ atsə bɨ Yesu Kristo, yìi mə à lɛ mfɛ̀'ɛ̀ a atsə David, mu Abraham aa mə:
HEB.12.5	“Mû ghà tsuu kɨ tsa'a ajàŋ mə Mmà'àmbi a mɨ̀rɨ̀sə̀ nɨ̂ gho aa bə̂.
HEB.12.5	Tsuu lǒ kɨ swùŋtə akòrə̂ yo ɨ bɨ̀ɨ̀ nɨ̂ ǹjɨ̀m mə m̀bə a ka ntsisə nɨ̂ ghô.
HEB.12.6	Ǹloŋ mə Nwìŋgɔ̀ŋ a tsisə aa bə̀ bìi mə à kɔ̀ŋə̀ aa,
HEB.12.6	ŋ̀kɨɨ nnɨ̀ŋə nɨ̂ ŋ̀gɨ'ɨ aa a nu bə̀ bìi mə à lɔ̀gə mə à nɨ bɔɔ̀ bi aà.”
HEB.12.7	Nɨ̀ tswa ntɨɨ̀ ghuu a nɨ̂ àjàŋ yìi mə Nwì a mɨ̀rɨ̀sə̀ ghuu aà, a lèntə̀ nɨ̂ ghuu aa tsi'ì tsǒ bɔɔ̀ bi. Ŋ̀gɨ'ɨ yìi mə nɨ yə aa ɨ dɨ̀'ɨ̀ aa mə Nwìŋgɔ̀ŋ a mɨ̀rɨ̀sə̀ ghuu aa tsi'ì tsǒ bɔɔ̀ bi. Kə̀ mu yì tsù à tswe ghu yìi mə taà yì à sɨ mɨ̀rɨ̀sə̀ aa ɛ? 
HEB.12.8	M̀bə bɨ tsuu ghuu kɨ mɨ̀rɨ̀sə̀ tsi'ì tsô àjàŋ mə bɨ ŋkɨɨ mmɨ̀rɨsə bɔɔ bǐ mɔ'ɔ aa, bəə boŋ kaa nɨ̀ sɨ̌ bɔɔ̀ bi naŋsə mbə; boŋ nɨ̀ bə aa bɔɔ bɨ tɨ̂ tà. 
HEB.12.9	M̀bə bɨ̀tà bìi mə bɨ jwe yi'inə̀ fàa mbi aa, mbə bɨ ka mɨrɨsə yi'inə̀, bì'inə̀ kɨɨ mbɔ'ɔtə nɨ̂ waa, bəə boŋ kaa mbə bì'inə̀ wa'ǎ ɨbɨɨ nû yi'inə̀ sɨgɨ̀sə̀ a mbo Taà yì'inə̀ a mûm Àzwì ta ɨ tswe ntɨ̀ɨ̀ aa ɛ? 
HEB.12.10	Bɨ̀tà bî fàa nsyɛ bɨ mɨ̀rɨ̀sə̀ yì'inə̀ a nɨ mû àtɨɨ noò aa nɨ̂ ŋ̀kɔ̀ŋə̂ yàà, lâ Nwîŋgɔ̀ŋ a mɨ̀rɨ̀sə̀ nɨ̂ yi'inə̀ ŋ̀ghɨrə aa ɨbɔ̀ŋ a nu bì'inə̀, mə tâ bì'inə̀ kɨ nlaa maŋsə tsi'ì tsǒ yu. 
HEB.12.11	A nɨ̂ ŋ̀gɔ̌ŋ ɨnnǔ tsɨ̀m jìi mə Nwǐ a tsisə nɨ̂ yi'inə̀ aa, bì'inə̀ lɔ̀gə̀ maa noò tsi'ì tsǒ ànnù yî bɨ ŋka njəŋnə, kaa wa'à bàŋnə̀ ŋ̀ka ndorɨtə, lâ a tɨ bə a njɨ̀m bə̀ bìi mə bɨ mɨ̀rɨ̀sə̀ waa aa, bɨ koonə̀ mɨ̂ntà mìi mə mɨ zì nɨ̂ mbɔɔnə̀ ŋghɨ̀rə̀ bo ghɨrə̀ nɨ̂ ɨ̀nnù jìi ɨ tsinə aà.
HEB.12.12	Ka ŋɛntə̂ nɨ̀ m̀bô muu mìi mə mɨ kàà mə̂ aa a ndəŋə, ŋkɨ ntɨ̀nsə̂ nɨ̀ nɨ mɨ̀kù'ùtə̂ muu mìi mə mɨ tsɨ̀gɨ̀nə̀ aà. 
HEB.12.13	Nɨ̀ ghɨrə tâ mânjì yìi mə nɨ təə ghu aa tâ à tsìnə̀, tâ ɨ̀dɨ̀gə̀ jìi mə ɨ kwokə̀ a mɨka'a bù aa tâ ɨ tsuu lǒ fààkə̀, tâ ɨ̀ baŋnə ntɨɨ tɨ̀ɨ̀. 
HEB.12.14	Nɨ̀ ywe'etə a ka ntswe nɨ̀ m̀bɔɔnə bu bɨ̀ bə̀ bɨ̀tsɨ̀mə̀; ŋ̀kɨɨ ntəə nɨ̂ àkòrə̀ nɨzì yuu tâ à laa maŋsə nloŋ mə ŋù yìi mə àkòrə̀ nɨzì yi a sɨ̀ laa màŋsə̀ aa kaa à ka yǐ wa'ǎ Mmà'àmbi yə̂. 
HEB.12.15	Nɨ̀ ka ntsyɛsə ghuu, nyə mə tâ ŋù tsù à tsuu lǒ tswe tɨ kwɛrə̀ ɨ̀bɔ̀ŋ Nwî wâ. Tâ ŋù nɨ bù à tsuu lǒ bə tsi'ì tsǒ àtì nɨlwì tsegə yìi mə a fa ŋgɨ'ɨ, ŋ̀ghɨrə ɨ bəŋ ntɨgə nlɨ'ɨ yìi mbə lɨ'ɨ bə̀ bî ghà'àtə̀ aà. 
HEB.12.16	Tâ ŋù nɨ̀ bù ghùù yî mɔ̀'ɔ tâ tsuu lǒ bə ŋû àtsùùrə̀ kə̀ tsǒ ŋù yìi mə à sɨ Nwî bɔ'ɔ aa tsi'ì tsǒ Esau yìi mə à lɛ fèe abwarè yi tsǒ ǹdɨ̀ɨ̂ mu, ŋ̀kwɛrə mɨjɨ mɨ ŋgaà mɔ'ɔ ghu aà. 
HEB.12.17	Nɨ̀ zi mə à lɛ mbə a njɨ̀m aa a bû ŋ̀ka nlɔɔ mə yu tswe nɨ̂ m̀bɔɔnə̂ taà yì, lâ bɨ lɛ mfurə yi nloŋ mə kaa mânjì yìi mə mbə a kwensə̀ ànnù yìi mə à lɛ ŋghɨ̀rə̀ aa kaa à lɛ kɨ'ɨ̀ bə̂ ka mə à lɛ sɨ yə̀'ə̀ nɨ mɨ̀làà a mi'i yu aà.
HEB.12.18	Kaa nɨ̀ sɨ̀ zî aa tsi'ì tsǒ baIsrael lɛ nzì, a mbɛ̀ɛ nta'a yìi mə mbə bɨ wa'a mɔ̀ɔ̀ntə̀, ɨ khɨ̂ nɨ nɨ mɔ'ɔ; a mûm m̀fii ɨ̀dɨ̀gə̀, bo bɨ̀ ɨ̀dɨ̀gə̀ buurə̀ bùùrə̀, nɨ̂ àfìsə̀ yî tɨ̀ɨ̀, 
HEB.12.19	bo bɨ̀ ǹjì ǹtàŋ, nɨ̂ ǹjì ŋù. Nòò yìi mə bə̀ bya lɛ nyu'u njì ya aa, bo lɛ mbɔ'ɔ ntɨgə mbu'u nɨ̂ m̀bo nswoŋ nɨ mə kaa bo sɨ bù ŋ̀kɔŋ a nyu'u tâ bɨ̀ swoŋ ntoo yì mɔ̀'ɔ a mbo bo. 
HEB.12.20	Ǹloŋ mə ǹdɨ'ɨ jìi mə bɨ lɛ mfa a mbo bo ɨ swoŋə̀ nɨ mə, “M̀bə a tɛ'ɛ mbə tsi'ì nàà mə ɨ̀ mɔ̀ɔ̀ntə nta'a wa aa, bɨ tumntə̀ ǹzwitə!”
HEB.12.21	Ɨ̀dɨ̀gə̀ ɨ lɛ nswèrə̀ si'i si'i, Moses a tɨgə̀ ǹswoŋ mə, “Mə tsɨ̀gɨ̀nə̀ nɨ nɨ̀bɔ'ɔ̀.”
HEB.12.22	Lâ nɨ̀ baŋnə nzì aa a Nta'a Sion, bo bɨ̀ a njɔ̀'ɔ̂ àla'a Nwìŋgɔ̀ŋ yìi mə à tswe ntɨ̀ɨ̀ aa, Yerusalem yìi mə à tswe a aburə aa, nɨ bɨ̀angel a ŋkam nɨ̀ ŋ̀kàmə̀ bìi bɨ ghotə ntswe nluu nɨ nɨ̀dorə aà. 
HEB.12.23	Nɨ̀ zi aa a nɨ̂ ŋ̀ghòtə̂ yìi mə à nɨ yî bɔɔ bɨ Nwî bi ntsàmbìì bìi mə bɨ ŋwa'anə mɨkûm myaa a aburə aà. Nɨ̀ zì aa mbo Nwìŋgɔ̀ŋ yìi mə a sa'a ŋù ǹtsɨ̀m aa, bo bɨ̀ a mbô ɨ̀zwì bə̂ bìi mə bɨ ghɨ̀rə ɨnnù jìi ɨ tsinə, m̀bə bə̂ bìi bɨ kwi ŋkɔ'ɔ nluu aà. 
HEB.12.24	Nɨ̀ zì aa mbo Yesu yìi mə à zi nɨ̂ àkàà yî fii ya aa, a nɨ̂ àləə yìi mə bɨ mitə a ghaà ǹzi nɨ̂ ɨ̀bɔ̀ŋ yìi ɨ tsyatə yi aləə Abel aà.
HEB.12.25	Tâ nɨ̀ ka ntsyɛsə ghuu ǹtsuu lǒ tuu njì ŋù wa mə a ghàà aa bə̂. Bə̀ bìi mə bɨ lɛ ntuu njì ŋù wa mə à lɛ sɨ ghàà ŋ̀wa'asə nɨ̂ waa fàa nsyɛ aa kaa bɨ lɛ kɨ'ɨ̀ àjàŋ yìi mə mbə bɨ khə̂ zî. M̀bə bi'inə̀ yî ǹtɨgə ŋkhə aa mə akə mə mbə bi'inə̀ tuu njì ŋù wa yìi mə a ghàà ǹlo a aburə aa ɛ? 
HEB.12.26	Ǹjì Nwì ya, ɨ̀ lɛ ntsɨ̀gə nsyɛ̂ ǹtsɨ̀m maa noò. La tsɨ̂tsɔ̀ŋ à kà'à mə̂ mə, “Mə̀ ka kù'ùsə bǔ tsɨ̀gə mbî, kaa wa'a tsi'ì ǹsyɛ yuyu tsɨgə̀, mə̀ ka kɨɨ tsɨ̀gə aburə ghu bɔ̀'ɔ̀.”
HEB.12.27	Nɨ̀ghàà nya mə à swoŋ mə, “Mə̀ ka kù'ùsə bǔ tsɨ̀gə̀ aa,” nɨ naŋsə ndɨ'ɨ nɨ mə ǹjoo jìi mə bɨ lɛ nnaŋsə aa, bɨ ka tsɨ̀gə lɔ̀'ɔ̀sə tâ jìi mə mbə bɨ wa'à bù ntsɨgə aa tâ ɨ̀ tɨgə ntswe. 
HEB.12.28	Tâ bì'inə̀ ka mfa mbɨ'ikə a mbo Nwì ǹloŋ mə ànnù nɨfɔ̀ ya yìi mə bì'inə̀ kwɛrə aa, kaa mbə bɨ wa'à bù ǹtsɨgətə. Tâ bì'inə̀ ka mfa mbɨ'ɨkə ŋkɨɨ ŋgha'asə Nwî nɨ mânjì yìi mə à bɔŋ ghu mbo aa, ŋghu'usə nii ŋkɨɨ mbɔ'ɔ, 
HEB.12.29	ǹloŋ mə Nwìŋgɔ̀ŋ yi'inə̀ à laa mbə mɔ'ɔ yìi mə ɨ tɔ̀ɔ njoo aà.
HEB.13.1	Nɨ̀ ghɨrə tâ àkɔ̀ŋnə̌ yuu tsǒ bɔɔ bɨ ma tâ à ka ŋghɛɛ nɨ̂ m̀bìì. 
HEB.13.2	Nɨ̀ kɨɨ ŋka ŋwa'atə a ŋkwɛrə bɨ̀gɨ̀ɨ̀ a mɨla'a bù, ǹloŋ mə bə̀ bî mɔ'ɔ bɨ lɛɛ̀ ŋ̀kwɛrə baaŋgəl a mɨla'a bo tɨ zî. 
HEB.13.3	Nɨ̀ ka ŋwa'atə bə̂ bìi mə bɨ tswe a atsaŋ aa, tsǒ a tswě bǒ bo ghu; ŋ̀kɨɨ ŋwa'atə nɨ̂ bə̂ bìi mə bɨ dɨ̌ ŋgɨ'ɨ a nu bo aa ǹloŋ mə mbə a kɨ̂ m̀bə bu.
HEB.13.4	Tâ bə̀ bɨ̀ tsɨ̀m tswa annù nɨ̀yɔ'ɔ nɨ̀ àghu'usə̀, ǹtsuu nɨ̂ ǹsɨ̀ŋ a kuu nɨyɔ'ɔ kɨ zì; ǹloŋ mə Nwì à ka yǐ nɨŋ ɨsa'a a nu ŋ̀gàŋatsùùrə̀ bo bɨ̀ ŋ̀gàŋajɨrə̀.
HEB.13.5	Nɨ̀ tsuu annǔ ŋkabə ɨ lɔ̀gə tɛ'ɛ a mbìì, nɨ̀ ka mbii nɨ mə njoo jìi mə nɨ̀ tswe nɨ ju aa ɨ ku'unə a mbo bù; ǹloŋ mə Nwì à laa nswoŋ mə, “Kaa mbə mə̀ wa'à ghuu mè'è kaa ŋwa'à ghuu kɨ̂ ǹləə tâ nɨ̀ tswe tsi'ì tɨ̀ àyoò” 
HEB.13.6	M̀bə yìi mə a bə myaa ajàŋ aa, m̀bə bì'inə tɨgə̀ nswoŋ nɨ̂ àtàŋəntɨɨ mə,
HEB.13.6	“Mmà'àmbi à nɨ̂ ŋ̀gàŋkwɛtə̂ ghà,
HEB.13.6	kaa mə̀ ka wa'à kà mbɔ'ɔ;
HEB.13.6	mbə ŋù mɨsɔ̀ŋ a ghɨrə̀ àkə a nu mə̀ aa ɛ?”
HEB.13.7	Nɨ̀ ka ŋwa'atə bɨ̂tsyàsə̀ buu, bya bìi mə bɨ lɛ swoŋ nɨghàà nɨ Nwì a mbo bù a mbìi mbìì aà; nɨ̀ wa'atə a ajàŋ mə ntswê ntɨ̀ɨ̀ yàà ɨ̀ lɛ mbə aa, ŋka ŋŋe'esə nɨ̂ àbii ntɨɨ̂ yaa. 
HEB.13.8	Kaa Yesu Kristo à sɨ kwensə, aâ tsi'ì ŋ̀gɨ̀ŋ a ajàŋ mə à kɨ̀ bə a yɔɔ aa mə à bə sii, ɨ lǒ kɨɨ bə a yɔɔ, ɨ lwì'ì nɨ̂ŋkoŋə̀.
HEB.13.9	Nɨ̀ tsee mà'àtə tâ bə̀ ka mbwe'esə ghu nɨ̂ ɨ̀nnǔ mbuu mbuu jî fii jìi mə ɨ sɨ̀ ku'ùnə̀ aà. A baŋnə̀ ŋkù'ùnə̀ aa mə tâ mɨ̀ntɨɨ̀ muu ka ŋkwɛrə mɨtɨ̀ɨ̀ a nɨ̂ ɨ̀bɔ̀ŋ Nwî kaa kɨ'ɨ̀ bə a nɨ mɨ̀jɨ bə̂. Ǹloŋ mə ajàŋə mə bə̌ yòŋə bɨ̂nɔ̀ŋsə nloŋ mɨjɨ aa kaa a burə tɨ̀ waa nɨ̂ ànnû tsu kwɛtə̀ bə̂. 
HEB.13.10	Bì'inə̀ tswe nɨ̀ m̀buu nɨ̀kèntə̀ nɨ mɔ'ɔ nɨ mà'a Nwì yî mɔ'ɔ; ŋ̀gǎŋmà'a Nwì jìi mə ɨ fà'à wa mûm ǹtàŋ yî lwèn wa yìi nɨ tswe ghu aa kaa ɨ sɨ̀ nɨ̂ àdà'à tswê a njɨ̂ àyoo yìi mə bɨ tɔɔ ghu aà. 
HEB.13.11	Ŋ̀gàŋmà'a Nwì yî ŋ̀wè wa a kuu aa tsi'ì nɨ̀ àləə naà ya mə bɨ wa mma'a nɨ̂ Nwì ghu nloŋ ɨbɨ bə̀ aa wa adɨgə yî Nàŋsə̀ Nlaa, m̀baŋnə̀ mbè'è nɨ̂ m̀bà ya mfɛ̀'ɛ̀ wa balɨgə ǹtɔɔ nɨ a abɛɛ. 
HEB.13.12	À kɨ mbə ŋgɨ̀ŋ ŋgɨ̀ŋ a ajàŋ yìi mə bɨ lɛ nlɔ̀gə̀ Yesu m̀fɛ'ɛ nɨ ghu a mûm balɨgə a yə̂ ŋ̀gɨ'ɨ bɨ zwitə̀ yi mə tâ à ghɨrə bə̂ bi laa maŋsə ntsya a njɨ̌m àləə̀ yi. 
HEB.13.13	Maa ajàŋ a ku'unə mə tâ bì'inə̀ fɛ'ɛ a mûm balɨgə ŋghɛɛ ntsi'i yi tǎ kɨɨ kwɛrə mbə̀gɨ̀tə̂ ya yìi mə bɨ lɛ mbə̀gɨ̀tə̀ yi ghu aà. 
HEB.13.14	Nloŋ mə kaa bì'inə̀ sɨ̀ nɨ̂ ǹjɔ̀'ɔ̀ àla'a yìi mə a lwi'i nɨ̂ŋkoŋ aa faà tswê, m̀baŋnə nlɔ̀ɔ̀ aa ya mə a ka yǐ zì aà.
HEB.13.15	A ku'unə mə tâ bì'inə̀ tɨgə ntsya aa a nu Kristo, mfa nɨ̂ àyoo mmà'a Nwì yìi mə à nɨ agha'asə̀ aa, a ŋgɔ̀ŋ bɨ̀nòò bɨ̂tsɨ̀m, a mbo Nwì, m̀bə agha'asə yìi mə a fɛ̀'ɛ a ghoŋ ntsǔ bə̀ bìi mə bɨ swoŋ nî annǔ Ɨkûm yi aà. 
HEB.13.16	Nɨ tsuu lì'inə a ŋka ŋghɨ̀rə ɨ̀bɔ̀ŋ bo bɨ̀ a ŋka nyàtə ǹjoo jìi mə nɨ̀ tswe nɨ ju aa, ǹloŋ mə njoo mmà'a Nwì ma jû ɨ bɔ̀ŋə̀ nɨ̂ Nwî.
HEB.13.17	Nɨ̀ ka nyu'unə bɨ̂tsàsə̀ buu ŋkɨ ŋkaa nyoŋə nɨ̂ ɨ̀nnù jìi mə bo swoŋ aà; nloŋ mə bɨ bɛ nɨ annǔ ntɨɨ̀ yuu, ŋkɨ ntswe nɨ̂ àjàŋ yìi mə bɨ ka yǐ fa akwi'i a nsi mi'i Nwì nloŋ ŋgaa yùù aà. A bə̂ ǹji'ì ànnù yìi mə a ku'unə mə boŋ nɨ ghɨ̀rə̀ bo fa'à nɨ̀ àfà'â yaa nɨ nɨ̀dorə, nloŋ mə bo bə kɨ fà'à bə nɨ̂ àjəŋnə̀ boŋ kaa a ka wa'à ghuu kwɛtə̀.
HEB.13.18	Nɨ̀ ka ntsa'atə nɨ̂ Nwî ŋ̀wa'atə nɨ̂ yi'i, ǹloŋ mə bì'ì zi mə ntɨɨ̀ yi'i ɨ laa a nɨ̂ ànnù yìi mə bì'i fà'a aà. Bì'i lɔ̀ɔ̀ mə bi'i kɨ ghɨ̀rə ɨnnù tsɨ̀m jìi mə ɨ tsinə bə̀ bɔ'ɔtə̀ aà. 
HEB.13.19	Mə bu'u mbo a mbo bù tsi'ì nɨ̀tɨ̀ɨ̀ mə nɨ̀ bə kɨ naŋsə tsà'àtə̀ Nwî boŋ à ka ghɨ̀rə mə̀ waŋsə mbù m̀bɨɨ fu a mbo bù.
HEB.13.20	Tâ Nwìŋgɔ̀ŋ m̀bɔɔnə yìi mə à lɛ ŋghɨ̀rə̀ M̀mà'àmbî yi'inə̀ Yeso a bû m̀bɨɨnə a nɨwo aa, yu wa mə à nɨ ŋgàŋmbɛ̂mbi yì ŋ̀wè aa, nɨ̂ àləə̀ yi yìi mə bɨ lɛ ŋwàrə àkàà yìi mə a lwi'i nɨ̂ŋkoŋ ghu aa, 
HEB.13.21	tâ à fa njoo jì sɨgɨ̀nə tsɨ̀m jìi mə nɨ lɔ̀ɔ̀ aa, ta tâ nɨ̀ ka ŋghɨ̀rə ɨ̀nnǔ jìi mə Nwì a lɔ̀ɔ̀ aà. Tâ à ghɛɛ nɨ̂ m̀bìì ǹtɨgə fà'à nɨ̂ ɨ̀nnù jìi mə a kɔ̀ŋə̀ aa a nu bù ǹtsya aa a njɨ̌m Yesu Kristo, yìi mə nɨ̀gha'a nɨ̀tsɨ̀m ka tɨgə zì ghu mbo ɨ lwì'ì nɨ̂ŋkoŋə̀ aà. Amen.
HEB.13.22	Mə bu'u nɨ̂ m̀bo a mbo bù mbâ bɨlɨ̂m bâ, mə tâ nɨ̀ kwɛrə nɨghàà nɨ adɨ'ɨtə̀ nû sɨgɨ̀nə̀, ka mə mə̀ ŋwà'ànə nɨ ghu'utə̀ aà. 
HEB.13.23	Mə lɔ̀ɔ mə tâ nɨ̀ zi mə bɨ fì'ìsə̀ mə̂ mumaà yi'ìnə̀ Timoti a ndâtsaŋ. Mə yu'utə aà yi, à bə wàŋsə zì boŋ bì'iyu ka tɨgə zì bɨtsɨ̀m a mbɛ̀ɛ bù. 
HEB.13.24	Nɨ̀ tsa'atə bɨtsyàsə̀ buu bɨtsɨ̀m bo bə̀ bɨ Nwî bɨtsɨ̀mə̀. Bɨ̀lɨ̂m bi'inə̀ bìi mə bɨ tswe a Italy aa bɨ toò àtsà'àtə̀ a mbo bù bɨtsɨ̀mə̀. 
HEB.13.25	Tâ ɨ̀bɔ̀ŋ Nwî tâ à tswe a mbo bù bɨ tsɨ̀mə̀. Amen.
JAS.1.1	À nɨ mə̀ Jɛms, ŋ̀gàŋàfà'a Nwì nɨ yì Taà Yesu Kristo, mə tsà'àtə̀ ŋ̀gwƐ̀'Ɛ̀ baIsrael nɨghûm ǹtsòbaà yìi mə ɨ̀ ja'anə ntswetə a ɨdɨgə tsɨ̀m faa mbi aà.
JAS.1.2	Bɨ̀lɨ̂m bâ, nɨ̀ ka naŋsə ndorətə a nòò yìi mə mbuu ɨkwà'ànə tsɨm ɨ tsi'i ghuu aà; 
JAS.1.3	ǹloŋ mə nɨ bə tswa ntɨɨ̀ ghu ɨ tsyǎ àkwà'ànə̀ yìi mə a ywe'etə nɨ̂ àbìintɨɨ̀ yuu aa, boŋ nɨ̀ ka tɨgə tswe nɨ̂ àtàŋəntɨɨ̀. 
JAS.1.4	Nɨ̀ yə mə àtàŋəntɨɨ yuu a ghɛɛ nɨ̂ m̀bìì a mûm ŋ̀gɨ'ɨ tâ nɨ̀ tsuu lǒ kaa, tâ nɨ̀ kwi ŋkɔ'ɔ ntəə ŋku'unə, kaa wa'à nɨ àlɔ̀'ɔ̀ tswê. 
JAS.1.5	Lâ m̀bə ŋù nɨ̀bù a tɨ boŋ mɨtsyɛ̀, a ku'ùnə̀ mə tâ à tsa'atə Nwî ǹlɔɔ ghu mbô, boŋ à ka fa ghu mbô, ǹloŋ mə Nwì a fa njoo a mbo bə̀ bɨ̀tsɨ̀m nɨ̂ àbɔ̀ŋəntɨɨ̀, kaa wa'à lɨŋə̀ bə̂. 
JAS.1.6	Lâ bɛɛ a tɨ tsà'àtə̀ Nwî a nɨ̌ŋ ǹtɨɨ̀ yì ghu nû, ǹtsee kɨ jɨ̀ŋkə̀ bə̂. Ŋù ntsɨ̀m yìi mə a jɨ̀ŋkə̀ aa, à bə aa tsǒ akàŋə ŋkì mɨyaa yìi mə fɨ̀fə̀rə̀ a tii ŋghɛɛ mbù mbɨɨ nɨ yu aà. 
JAS.1.7+JAS.1.8	Àjàŋə̀ ŋû ma ya mə a lɔɔ nɨ mɨ̀ntɨɨ mi mbaa, ǹjɨ̀ŋkə̀ nɨ̂ jɨ̀ŋkə̀ nɨ̂ ɨ̀nnǔ ji tsɨ̀m aa, tâ à tsuu lǒ wa'atə mə mbə yu kwɛrə̂ àyoò tsu a mbo mmà'àmbî Nwì.
JAS.1.9	Ǹdɨm yi'inə̀ yìi mə à nɨ ŋù tɨ̀kùm aa à tswe nɨ̀ ŋ̀ka ndorətə a ajàŋ yìi mə Nwì à ŋɛ̀ntə yi a ndəŋ aà; 
JAS.1.10	tâ ǹdɨm yì'inə̀ yìi mə à nɨ ŋgàŋkabə aa tâ kɨɨ ŋka ndorətə a noò yìi mə Nwì à sɨ̀gɨ̀sə yi a nsyɛ aà, ǹloŋ mə ŋ̀gǎŋkabə ɨ ka yǐ wàŋsə̀ tsyà waa aa tsi'ì tsǒ ɨ̀bwì'i ŋgɛ̀ɛ̀ aà. 
JAS.1.11	Nòò a kɨ nta ntɨɨ aa, a tɔɔ̀ ŋ̀gɛ̀ɛ̀ ɨ yɔrə̀; ɨ̀bwì'i ji ɨ wôkə̀ a nsyɛ, nɨ̀bɔ̀ŋ ni nɨ mɛ̂. À kɨ mbə ŋgɨ̀ŋgɨ̀ŋ ajàŋ yìi mə ŋgàŋkabə à ka yǐ tsyà yi, a noò yìi mə a karə mfa'a nɨ̂ mɨ̀fà'â mi aà.
JAS.1.12	Nɨ̀dorə nɨ tswe a mbo ŋù yìi mə à lwì'i nɨ̂ àbìintɨɨ̀ a noò yìi mə ɨ̀kwà'ànə̀ ɨ zì ghu mbo aà ǹloŋ mə à bə tsyà m̀boo ɨ̀kwà'ànə̀ ma jû bəə boŋ à ka kwɛrə mɨyàrə̀nə̀ mɨ ŋgù'ù mi, tâ à bə ntswentɨ̀ɨ̀ ya yìi mə Nwì à kà'a a mbo bə̀ bìi mə bɨ kɔ̀ŋə̀ yi aà. 
JAS.1.13	M̀bə mbuu ɨ̀kwà'ànə̀ ma jû ɨ yi tɨ zǐ a mbo ŋù a tsuu lǒ swoŋ mə, “Ɨ̀kwà'ànə̀ jû ɨ lo aa a mbo Nwì.” Nloŋ mə kaa mbə bɨ wa'à Nwî nɨ̂ ɨ̀nnù jî bɨ kwa'ànə̀. Kaa yumbɔŋ a wa'à nii ŋû kɨɨ ŋkwa'anə nɨ̂ ànnù yî bɨ̂. 
JAS.1.14	Lâ bɨ kwà'ànə̀ ŋû aa wâ noò mə ɨ̀nnù jìi mə a yə̀'ə̀tə aa ɨ swùŋtə̀ mə̂ yi ŋko yi tsǒ mâtaà. 
JAS.1.15	Ɨ̀nnù jya mə a yə̀'ə̀tə̀ aa ɨ tɨgə̀ ghɨrə a tswê nɨ ju tsǒ mu ntɨgə njwe ɨfansənnù. Bɛɛ mə ɨ̀fansənnù jya ɨ yi ŋkɔ'ɔ nluu, ɨ jwe nɨ̀wô.
JAS.1.16	Tâ bɨ̀ tsuu ghuu lǒ bwe'esə mbâ bɔɔ bɨ maà bâ. 
JAS.1.17	Mɨ̀tə̀ŋnə̀ mî sɨgɨ̀nə̀ mɨtsɨ̀m bo bɨ̀ njoò jìi mə ɨ bɔŋ màŋsə̀ aa, tsi'ì tsɨ̀m ɨ lò aa aburə nsɨgə. Ɨ lò aa a mbo Nwìŋgɔ̀ŋ yìi mə à nàŋsə mɨ̂ŋkà'à mìi mə mɨ tswe a aburə aa, m̀bə yu yìi mə kaa à sɨ kwensə, kə̀ mbəŋkə tso alɨləŋ aà. 
JAS.1.18	A nɨ̂ ŋ̀kɔ̀ŋə̂ yì, à lɛ nnaŋsə yi'inə̀, ǹtsya aa a njɨ̌m nɨ̀ghàà nìi à nɨ nɨ̂ ànnù nɨ̂ŋkoŋ aà, mə tâ bì'inə̀ bə bɨ̂tsyà bɨ mbìì a tɨtɨ̀ɨ ŋ̀gɔ̀ŋ njoò tsɨ̀m jìi mə à lɛ nnaŋsə aà.
JAS.1.19	Bɔɔ bɨ maà bâ nɨ̀ ka ŋwa'atə annù yuà! A ku'unə mə tâ ŋù ǹtsɨ̀m tâ à ka ŋwaŋsə nyu'u ànnù, ǹtsee kɨ wàŋsə ghàa, ŋ̀kɨ tsee kɨ wàŋsə lwìsə̀ nɨ̂ ǹtɔ̀ŋə̀. 
JAS.1.20	Ŋù yìi mə a lwìsə ntɔŋ aa kaa a sɨ annù yî tsìnə̀ yìi mə Nwì a lɔ̀ɔ̀ aa ghɨ̀rə̀. 
JAS.1.21	Mamùu ajàŋ a ku'ùnə̀ mə nɨ̀ me'e ŋgɔ̀ŋ ɨ̀nnǔ nsɨŋ tsɨ̀m bo bɨ̀ àbɨ̀'ɨntɨɨ̀ tsɨ̀mə̀. M̀fa ɨbɨɨnnû ghuu a mbo Nwì, m̀bii nɨghàà nìi mə a bè a mûm ǹtɨɨ bù aà, à nɨ nɨ̀nghàà ma nû nìi mbə nɨ nyweensə ghuu aà.
JAS.1.22	Nɨ̀ tsuu atu ɨbɨ̀ɨ nû ghuu kɨ bwe'esə a ŋka nyu'utə nɨ̀ghàà nɨ Nwî tsi'ì yù'ùtə̀. A ku'unə mə tâ nɨ̀ ka mfa'a nɨ nu. 
JAS.1.23	Ŋù yìi a yu'utə nɨghàà nɨ Nwî tsi'ì yù'ùtə̀ kaa ŋkɨ'ɨ̀ nɨ nu fa'à aa, à bə aa tsi'ì tsǒ ŋù yìi mə à lèntə nsî yi nɨ̂ ŋ̀kè'è, ǹyə ɨ̀bɨ̀ɨ nû yi. 
JAS.1.24	A naŋsə nlii ɨbɨ̀ɨ nû yi wa aa, a lô ŋ̀ghɛɛ yi. Fɨ̀bàŋtə̀ tɨ tsyǎ a li'ìnə̀ ŋ̀kɨrə̀ yì yâ. 
