GEN.1.1	Lo yaþoodat Luwah ndah dørãg kï døning.
JHN.19.11	Jeju tura an: I ndï kï tøg dømt al bat, na îla adïn ko dõ tã. Kïtø 'nten de kïngelam jiit ða majal kïbo tøi.
JHN.19.12	Dø tat'n non Pilat sah kï n'ørra, na Juipg kon mbiting, anan: Îla ørr de'n ðan a ne i nam Sejar al. Ke dekïðen tel ron ngart a ne, ndï ndoor Sejar.
JHN.19.13	Lon Pilat oo dø ta 'nten ye, ðe kï Jeju tïga ndï ber dø pong gangtat kam lot mad kï a kunïna Dingïrlo, na kï ta Juip i Gabata. 
JHN.19.14	I ndø ðago nyag kïta Pakï. Nãi nderrbe kad kàd ða dan þet. Pilat el juipg an: Oon ngar losï.
JHN.19.15	Na kon mbiting anan: I tøla, i tøla. I gaa kagdosït.
JHN.19.15	Pilat eld an: Kï m'ga ngar losï kagdosït e?
JHN.19.15	Ngéjamosïkadkari kïbog turïn anan: Ngar loj mad goto, na Sejar tã.
JHN.19.16	Kamla Pilat la Jeju jidt kad gana kagdosït. Kïtø 'nten ørrïn Jeju awïn sia.
JHN.19.17	Jeju un kagdosï lon tee awïn lot mad kï tøa i lo kadø, na a kunïna Golgota kï ta Hebre. 
JHN.19.18	Nu la gana kagdosït kï deg madg joo. Kïða ko mad, kïða ko mad, na Jeju i dandt. 
JHN.19.19	Pilat ndang maktub ad lan dõ dø kagdosït. Ta kï ndang la ten: Jeju kï Najaret ngar lo Juipg. 
JHN.19.20	Juipg ngãibe dan ta kïndang'n non kïta lon gan Jeju kagdosït ye i nderrbe kad þet. Ta kïndang'n non i kï ta Hebre, kï ta Latin, kï ta Grek tø. 
JHN.19.21	Ngéjamosïkadkari kïbog lo Juipg elïn Pilat anan: Ot ndang, ngar lo juipg, na maj kad i ndang titbe: El an: Mî ngar lo juipg. 
JHN.19.22	Pilat tur an: Nya kï m'ndang woi, m'ndang, a to titbe.
JHN.19.23	Lon ngéðøøg gan Jeju kagdosït woi ye, øin kubg loa kegïn girr søø, girr kïða kïta asïgar kïðen. Na nãi kubji loa, kubji'n non i kïkanj kur, i kï jo ta jo kïtaagbe køat mbã ü kïber. 
JHN.19.24	Kïtø 'nten elïn na anan: Ot kad kï tilïna, na ad kï yan yuk døt kad j'oon de'n a un.
JHN.19.24	Nya 'nten ða nya kïtakad tølïn ne ta ta kï kam Maktubt: Kegïn na kubg lom kïnadt yan yuk dø kubjit lom tø.
JHN.19.24	Asïgarg ðan nyag'non titbe. 
JHN.19.25	Na kad kagdosït lo Jeju kõa, kï ngonkõ kõa kïdë, Maði kï në Kleopasï, kï Maði Madelen tø ðant. 
JHN.19.26	Lon Jeju oo kon kï ngendoo lon'n tara ða lot'n non ye, el kon an: Dekïdë oo Ngoni.
JHN.19.27	Kamla el ngendoo lon an: Oo kõi.
JHN.19.27	Kaglot'n non ngendoo'n non una kïþe lon.
JHN.19.28	Go nyagt 'nten Jeju ger kad nyag tube tïgan woi ye, el an: Kïnda õm.
JHN.19.28	El titbe kïtakad tølïn ne ta ta kïkam Maktubt. 
JHN.19.29	Lot'n non ndan þir mad kï kasïnduu kï masï ðoosa tit. Asïgarg lan ndøkørø kam kasïnduut unïn ne. Kamla lan ndøkørø'n non ta kon kadnyat lan ta Jejut kad ãi. 
JHN.19.30	Lon Jeju ød man kï masï tant ye, el an: Nyag tube tïgan woi.
JHN.19.30	Kamla ga døn kïber, na nya ndilïn ad tee.
JHN.19.31	Juipg køn Pilat kad tetïn njad kï ørrïnd kø. Ðan titbe kïta i ndø ðago nyag kïta Pakï na ndigïn kad dãro deg ðan kïdõ kagdosït ndø taakòt al, kïta ndø taakò'n non i ndø kïbo. 
JHN.19.32	Asïgarg ðen kï ro degt'n gand nat kï Jeju kagdosït, tetïn nja kïdasa kï kïmad. 
JHN.19.33	Na lon ten dø Jejut ye oon oi kete ad tetïn njaa al. 
JHN.19.34	Na kïkïða ku ngéðøøgt øsï kada kï ninga; tentenbe mosï kï man ãint. 
JHN.19.35	De'n oo ye ma naja, najkïma loa i rota tø. Kïtøkad în tø adïn ne kamsï. 
JHN.19.36	Kïtø nyag 'nten ðan nya kïtakad tølïn ne ta ta kïkam Maktubt: A tetïn kïngaa kïða al bat. 
JHN.19.37	Ta mad kïðang kïkam maktub tø el an: A oon în hã øsïna kï ninga.
JHN.19.38	Go nyagt 'nten Jojep kï þe loa i Arimatet kï i ngendoo lo Jeju, na ya døn kïta þool juipg ye, ndïje Pilat kad n'un dãro Jeju. Pilat nya ada. Taa ne Jojep ðe un dãro Jeju. 
JHN.19.39	Nikodem'n maði aw ro Jejut ndø ye, ðe kï myrrh, kï aloes kï burnat. Køid i nderrbe kad asï kïlo dømïta. 
JHN.19.40	Unïn dãro Jeju dulona kï kub kïnda kï nyag kï kootmbî, kïgo nyabelþe dub nint lo juipg. 
JHN.19.41	Ndøø mad i lot'n gan Jeju tit kagdosït. Bulo kïkij i kam ndøøt'n non. Nin de tot nja kïða al. 
JHN.19.42	Lot'n non la lan Jejut, kïta i ndø ðago nyag kïta Pakï lo Juipg, na bulo mbal'n non i nderrbe kïtit.
JHN.20.1	Go ndøt kïdasabang lo ndøg kïtanãimïta kïsî ritit, Mari Madelen aw døþadt lon lo ar al þaitø. Oo unïn mbal kø ta bulombalt. 
JHN.20.2	Kïtø 'nten la ørr kï ngød, ðe ro Simõ Pierrt, kï ngendoon Jeju tara; eld an: Unïn Bïraþe kø kam bulo mbalt na kï ger lon lanat al. 
JHN.20.3	Pierr kï ngendoo'n non tee awïn døþadt. 
JHN.20.4	Øsïn ngød ørrïn nat na ngendoo kïmad ãi ngød tøi Pierr tee døþadt kete. 
JHN.20.5	Ned kïber oo lo kïkamt, na oo kub nin to kïber, na and kamt al. 
JHN.20.6	Kamla Simõ Pierr'n ðe ko goat and bulombalt, oo kub nin to kïber. 
JHN.20.7	Kï mindil tø în to dø Jejut, to nat kï kub nin al, na i kï tet kam nat to kïdang. 
JHN.20.8	Kamla ngendoo kïmad'n non în tee døþadt kete ye, and oo, na ad kamïn. 
JHN.20.9	Kïtø gerïn ta kïkam Maktubt al þaitø'n an: Kari na Jeju a þai ku ngékoit. 
JHN.20.10	Kïtø 'nten ngéndoog tel awïn ne þe lod gog.
JHN.20.11	Mari ða tïga ta bulombalt ða nõ. Lon ða nõ ye ned kï noo lo kïkam bulombalt. 
JHN.20.12	Oo malaikag joo kï kubg kïndà ngung rodt ndïn lot'n dãro Jeju tot, kïkïða i ko døt, kïða i ko njat. 
JHN.20.13	Ndïjena anan: Dekïdë, kïtøði i ða i nõ a?
JHN.20.13	Turd an: Kïta kunïn unïn Bïraþe lom awïn sia, na m'ger lon lanat al.
JHN.20.14	Lon elta 'nten woi ye, mbel gidïn oo Jeju ða dõ, na ger ta kîa Jeju al. 
JHN.20.15	Jeju ndïjea an: Dekïdë, i ða i nõ kïtøði a? I ða i sah nõ a?
JHN.20.15	Mari oo an i ngendøø ad ndïjea ta an: Dekïdïngã îla una i laa lot mad a ne, i øjïm lon i laat nõ, kad m'aw m'una.
JHN.20.16	Jeju ela an: Mari,
JHN.20.16	Mari mbel ela ta kïta Hebre an: Raboni. (Girra i titbe Ngendoo deg). 
JHN.20.17	Jeju ela an: Ot høm, kïta m'aw dõ ro Bøwmt al þaitø na aw ro ngankomt. Eld an: m'ndï m'aw dõ ro Bøwmt kï Bøwsï, m'aw dõ ro Luwaht lom kï Luwah losï. 
JHN.20.18	Taa ne Mari Madelen aw ørr hoia ngéndoog an: M'oo Bïraþe elïm tag 'nten tø.
JHN.20.19	Go ndøt kï dasabang lo ndø tanãimïta, ngéndoog utïn tabit lot'n kawïna kïtit kïta þool kï þoolïn Juipg. Jeju de lokïsøle ða dandt, eld an: Lapia kï døsït.
JHN.20.20	Lon elta 'nten woi ye, øjd jin kï kadïn, ngéndoog ðan ronel dø koot'n oon Bïraþe. 
JHN.20.21	Jeju tel eld gog tø an: Lapia kïdøsït. Tit'n Bøw lamïn ye, titbe tø m'ndï m'lasïn. 
JHN.20.22	Lon eld ta 'nten woi ye, to ko kamdt, na eld an: I taan Ndil kïkunjðang. 
JHN.20.23	Îgïn i nyan go majalg lod kø a ne, în kï nyàgo kø, na îgïn adïn majalg lod hød sem a ne, a hønd sem tø ho.
JHN.20.24	Na lon Jeju ðe ye, kïkïða ku ngéndoogt kï kïla gidaijoo ad i Tomas'n a kunïna ndïngag i nat sed al. 
JHN.20.25	Kïtø 'nten ndeg ngéndoo madg elïna anan.
JHN.20.25	J'oo Bïraþe. Tomas eld an: Îla m'oo got doo ngawg kï kam jiat, m'la ngon jim got doo ngawgt al a ne, m'am m'ad kamm al bat. 
JHN.20.26	Go ndøgt kïjijoo ngéndoog lo Jeju kawïna kam kujt kïkïða nõ gog tø, na tabitg în kï kut. Tomas i nat sed, kamla Jeju ðe ða dandt el an: Lapia kïdøsït.
JHN.20.27	Kamla el Tomas an: I la ngon jii ne, oo jim. I la jii ne ta bulo døt kïkadmt. Ot þad, na ad kami. 
JHN.20.28	Tomas tura an: Bïraþe lom kï Luwah lom. 
JHN.20.29	Jeju ela an: Kïta koo kï oom la adïn kami ye. Ngéronelg la i îgïn oon al na adïn kamd ye.
JHN.20.30	Jeju ða nyakøj madg kï yaya ngãibe nõ ngéndoogt lon, na în kï ndang kam maktubt 'nten al. 
JHN.20.31	Nyakøjg kï yaya 'nten în kïndang kïtakad adïn ne kamsï Jeju i Krist kï Ngon Luwah, na kam kad kamt'n ndï adïn ye kï i ngahn ne kumkajir kam tøat.
JHN.21.1	Got gog Jeju tee høi kïro ngéndoogt lon ta bahbot kï tøa i Teberiad. Tee høi kï rodt kï ðob kï titbe: 
JHN.21.2	Simõ Pierr kï Tomas'n a kunïna ndingãg, kï Natanael de kï þet kï Kana kam døningt kï Galile, kï ngan Jebede, kï ngéndoo madg joo, ndïn nat lo kïða. 
JHN.21.3	Simõ Pierr eld an: M'a m'aw kanj, elïna anan: Jî tø, j'a kï j'aw sei. Teen andïn kam toot, kam ndøt'n non høn nya mad al. 
JHN.21.4	Lon lo ndï tïja ye, Jeju ða ta bahbot, na ngéndoog gerïn takîa Jeju al. 
JHN.21.5	Jeju eld an: Ngang i høn kanj ale? Turïna anan: ãã. 
JHN.21.6	Eld an: I lan bandbïra kokõ toot, na a i ngahn.
JHN.21.6	Lan band na kanj kï høn nõ i ngãi dum korr kï gog. 
JHN.21.7	Kamla ngendoon Jeju tara, el Pierr an: I Bïraþe.
JHN.21.7	Lon Simõ Pierr oo dø kad i Bïraþe ye la kub ront, kïta roa i kari. Kïla so kam bahbot. 
JHN.21.8	Na ndeg ngéndoog ðen kam toot kïta i sãi al kï døning, na i nderrbe asï metïr þu, ða ndørïn bandbïra'n kanj ðoosa. 
JHN.21.9	Lon ðe udïn døningt ye oon horr muî kanj to døt kï bïnã tø. 
JHN.21.10	Kamla Jeju eld an: øin kanj madg'n i hønd nõ i ðen ne. 
JHN.21.11	Simõ Pierr þai kam toot ndør bandbïra kï døningt. Kanj kïbobo ðoosïn bandbïra kord asï þu kï dømi gidaimïta, na ke în ngãi kaa bandbïra gang al. 
JHN.21.12	Jeju eld an: I ðe i san nya.
JHN.21.12	Ku ngéndoogt'n non kïmad kï asï kad ndïjea kan i nõ a? Goto, kïta gerïn i Bïraþe. 
JHN.21.13	Jeju ndøt kïrodt, un bïnã kïkanj ad'd. 
JHN.21.14	In non i tee kïkõmïta'n Jeju tee høi kïro ngéndoogt lon, go þaia ku ngékoit.
JHN.21.15	Lon san nya ye, Jeju ndïje Simõ Pierr an: Simõ ngon Jonas i tarïm tøi îgïn non e? Tura an: Ã Bïraþe, i ger m'tari.
JHN.21.15	Jeju ela an: Ul ngan batg lom.
JHN.21.16	Jeju tel ndïje kïkõjoo an: Simõ ngon Jonas i tarïm a? Pierr tura an: Ã Bïraþe, i ger m'tari. Jeju ela an: I ngom batg lom.
JHN.21.17	Jeju ndïjea ndïje kïkõmïta an: Simõ ngon Jonas i ndigïm a?
JHN.21.17	Pierr ða kamkil kïta kel'n ela kïkõmïta an: Ke i ndigïn a?
JHN.21.17	Tura an: Bïraþe i ger nyag tube, i ger m'ndigi.
JHN.21.17	Jeju ela an: Ul batg lom.
JHN.21.18	Rota rota la m'ndï m'elï ye lon i basa ye, î kïþe i døboi na aw lot kï kami ndig, na lon i tel bïga a ne, a i sïra ji ad dekïðang døboi, na aw sei lot kï i ndigal. 
JHN.21.19	Jeju elta 'nten dan dø koi'n Pierr a oi kad tø Luwah kon. Lon elta 'nten woi ye ela an: I ndulo gom.
JHN.21.20	Pierr mbel kïgog oo ngendoo'n Jeju tara a ndulo god, în tag maði ndïna ron kad Jejut lo nyasat, na ndïje Bïraþe ke nõ a laa ji madngétaagt a? 
JHN.21.21	Lon Pierr ooa ye ndïje Jeju an: Bïraþe de'n ðan ði a ðaa?
JHN.21.22	Jeju tura an: Îla m'ndig kï ndï mbã m'ðe a ne ði a to roi tit a? Î i ndulo gom.
JHN.21.23	Kïtø 'nten ta'n non aw ku ngankõgt, kï kan ngendoo'n non a oi al. Na Jeju el Pierr an a oi al, na an: îla m'ndig kï ndï mbã m'ðe a ne, ði a to roi tit a? 
JHN.21.24	Îla i ngendoo'n manaj dõ nyagt 'nten ye, ndang nyag 'nten tø. Kï ger najkïma loa i rota tø.
JHN.21.25	Jeju ða nya madg ngãibe tø. Îla ndangïnd kïða kïða kam maktubgt a ne, m'gah dømt, m'oo maktubg'n a ndangïn ke døning kïtaagbe kaa asï kund al.
ACT.1.1	Î Teopil, kam maktubt lom kïdasa ye, m'ørri hoi nyag tube'n Jeju mba girr ða ho ndoo degt ho, 
ACT.1.2	mbã ndøt'n hã awïn dørãt. Deg'n køtd kad în ngombangkïlag ye, ndad mber kïgo tøg Ndil kïkunjðang kamtã la aw dørãt ye. 
ACT.1.3	Go koiat, Jeju øj ron kï kumkajir kï tïga wakïsï ad ngombangkïlag lon kïgo ðob kïdangdang oona, ndø døsøø, tee høi kï rodt, eld ta kï øj dø kõþe lo Luwah. 
ACT.1.4	Ndø mad lon Jeju ndï san nya sed lo kïða, ndad mber an: Ot nyan þebo Jerusalem, na i ngoon nya'n Bøw unïn køn ad m'elsï ta døt woi.
ACT.1.5	El tø an: Jã taa ne, ða deg baptem kam mant, na în taa ne, kam ndøgt kï tëbe a ðasïn baptem kam Ndil kïkunjðangt.
ACT.1.6	Lon ngombangkïlag kawïn na kïnat ro Jejut ye, ndïjena anan: Bïraþe kaglot 'nten la þet a i tel kï kõþe ad Israel gog yo?
ACT.1.7	Jeju turd an: I ta losï al kad i gerïn kaglo'n non, ke dønah'n nyag'n non a ðan nya tit. Kïtø Bøwm la øj ye, î kïkïðanbe tø la asï kad øj kagloa ho, dønaha ho ye. 
ACT.1.8	Na, þet a i ngahn tøg, lon Ndil kïkunjðang a ðe døsït, ad a în ngémanaj lom kam þebo Jerusalemt, kï kam døning Judet kïtaagbe, kï kam døning Samarit, mbã døngoi døning tø.
ACT.1.9	Got'n Jeju eld ta'n non ye, aw dõ dørãt, lon ngéndoog loa ða ndan kumd goat þaitø a ne, kil ndii ðe tube døa ad nyimir takumdt.
ACT.1.10	Lon ða ndan kumd ndã kï dørãt ye, tentenbe deg joo kï lan kub kï ndangung ðe ðan kadt. 
ACT.1.11	Elïn ngéndoog anan: În deg kï Galilet kïtøði i ða i ndan ne kumsï kï dõ dørãt a? Jeju'n aw dørãt ye, tit'n awïn, ad i ða oon ye, titbe tø la a tel ðen tø ho ye.
ACT.1.12	Kamla ngombangkïlag lo Jeju þain dø mbal kag birgt'n i nderrbe kï þebo Jerusalem, asï kïlometïr kïða. 
ACT.1.13	Lon aw teen Jerusalemt ye, awïn kam kujt kï dõ, i lo kawna lod. Pierr, Jã, Jak, Andre, Pilip, Tomas, Bartelemi, kï Matie, Jak kï ngon Alpe, Simõ Jelotes kï Jud kï ngon Jak. 
ACT.1.14	Deg'n non tube høn bá kam keltat kï Luwah, kï kam kïkïða nat kï dekïdë madg, kï Mari kï kõ Jeju kï ngankõ Jeju.
ACT.1.15	Ndø madt, ngétaata lo Krist kawïn na asïn þu kï døjoo. Pierr þai ða dandt kamla eld an: 
ACT.1.16	Ngankom, nya'n Ndil kïkunjðang eltaa kete kam maktubt kïkunjðang kïtakul Dabid dan dø Judas ye, nya'n non ða nya. Judas tel ngekørrta ðob deg kï ngéhø Jeju. 
ACT.1.17	Judas i de'n maði i nat sej, î kï mbed kad ða kïla titj tø kaa ne, 
ACT.1.18	de'n non, lon ndugo ndøø kï nyabaji majal lon ye, so dõ ad kama ndu, tia tube ørr rundung kï ber. 
ACT.1.19	Nya 'nten deg kï Jerusalemt tube gerïn køikøi, kïta 'nten la kunïn ndøøn non kï ta þe lod anan: Hakeldama, ad i ndøø mosï.
ACT.1.20	Kam maktub pagt ndangïn anan: Kad kam kuj loa todïla, kï de mad ndït al bat.
ACT.1.20	Ndangïn taa 'nten tø anan: Kï de mad ga goota kam kïlat.
ACT.1.21	Kïtø 'nten, ku degt'n în nat sej dø kïlat, kaglot tube'n Bïraþe în kï døn dõ nat sej þaitø, 
ACT.1.22	mbagirr baptemt lo Jã nu, mbã teen ndøt'n Jeju aw dørãt ye, maj kad kïkïða ku degt'n non tel ngemanaj sej dø þai Jeju lo koit.
ACT.1.23	Taa ne, mbedïn deg joo, ad i Jojep'n a kunïna Barnabas, tøa mad i Justus, kï Matias ho. 
ACT.1.24	Kamla ngétaata lo Krist elïn ta kï Luwah anan: Bïraþe, i ger ngarkam deg tube, ku degt kï joo'n ðan ðan, ye i øj'j de'n i køta nõ.
ACT.1.25	Kad ga koot Judas kam kïlaþert kï kïla ngombangkïla'n Judas nya kø kad n'aw lot lon kï køsïdøn.
ACT.1.26	Kamla yan yuk dødt, kad'n gerïn ne de'n Bïraþe køta nõ; yuk so dø Matiast; ad tïdan Matias nat kï ngombangkïlag kïkïlah gidaikïða.
ACT.2.1	Lon ndø Pentekøt asï woi ye, ngétaata lo Krist kawïn na tube ndïn lo kïða. 
ACT.2.2	Tentenbe kah nya mad kï tit nel kï la kï tøg ðe ko dõ dørãt þa busï, kah nya'n non, asï kam kuj tube'n ndïnt nõ nakï. 
ACT.2.3	Taa ne, oon ndõ madg tit ndõ horrg be teen kï rodt, ndõg'n non tøn na, ad ndõ horr kïðen ndï dø det kïðen kudt. 
ACT.2.4	Deg tube ðoosïn kï Ndil kïkunjðang ad mbã girr kelta kïtaþe lo deg madg kïðang kïgo kadt'n Ndil ad'd kad elïn.
ACT.2.5	Juip madg kï ngéþool Luwah ðen kï døþe døþe kam þet kï Jerusalem. 
ACT.2.6	Lon koosïdeg oon dø kah ndï nya'n ko ye, kawïn na kï nat, ta yad biw kïta dekïðen oo dø ta'n ngetaata lo Krist ða elïn kï taþe lon kï køsï døn. 
ACT.2.7	Ta yad, død tel wãri ad elïn anan: Hai. Deg tube'n ða elïn ta ye în deg kï døning Galilet ale? 
ACT.2.8	Ye ða titbãi hã dekïðen kujt ndï oo dø taþe lon kï køsïdøn n'oojïna ne a? 
ACT.2.9	Jî kï þai døning Partet kï Mede kï Elam, kï Mesopotami, kï døning Jude kï Kapadosï, kï døning Pont, kï døning Asi, 
ACT.2.10	kï døning Pyrji, kï Panpylit. Kï þai døning Ejipt't, kï log kï Libyat, kï nderrbe kï þebo Sirent, kï deg kï þain ko Romt, în Juipg kï kooj, kï deg kï telïn Juipg tø. 
ACT.2.11	Deg kï Kret kï Arabg, dekïðen kujt oo dø ta kï taþe lon dø nyagt kïbobo'n Luwah ða. 
ACT.2.12	În tube ta yad biw, gerïn nya kï kad ðan al, ad elïn na anan: Nya 'nten ye girra i ði a?
ACT.2.13	Na deg madg ða gon ngétaata lo Krist ad elïn anan: Deg'n ðan ãin kasïnduu ad ðad.
ACT.2.14	Taa ne, Pierr þai ða dõ nat kï ngombangkïlag kïkïlah gidaikïða elta kï ndin kïbo an: În deg kï døning Galilet, kï ngendï þebo Jerusalemt, i nelïn mbïsï oon ne dø ta'n m'a m'elsï nõ maj.
ACT.2.15	Deg'n ðan, kasïnduu ðad tit'n i ða elïn ne nõ al, kïta lo i kï nõkàdnda þaitø. 
ACT.2.16	Na ta'n ngekelta kï ta Luwaht Joel el ye, nya'n non tøl konïn þone. Oon tag'n el la ten: 
ACT.2.17	Luwah el an: Kam ndøg kï døboit nya'n a ða nya la ten, m'a m'ad Ndilïm i dø degt tube, ngansïg kïdïngãg, kï kïðëg a ndøn Ndil kam tømt, m'a m'ad basag losï a oon nya kam Ndilt, na m'a m'da nya bïgag losï kam niit. 
ACT.2.18	Ã, kam ndøgt'n non, m'a m'ad Ndilïm i dø þergt kïdïngãg kï kïdëgt, a ndøn Ndil kam tømt ho. 
ACT.2.19	M'a m'ad nyag kï yaya teen kam dørãt dõ, kï nyag kïtootþool a ðan nya kam døningt ne, mosï a ãi, horr kï sahorr a þain; 
ACT.2.20	kàd a tel til, nah a tel tit mosï ho, kamla ndø lo Bïraþe a ðe ye, ndø'n non a i ndø kïbo kïmaj tøitøi. 
ACT.2.21	Ad deg tube'n a kunïn tø Bïraþe a ne, a ngahn kaj.
ACT.2.22	Deg kï Israelt oon dø ta'n þet m'a m'elsï nõ maj. Jeju kï Najaret i de'n kïtakula Luwah øj'jïn kïlaðag kï tøg, kï nyag kï yaya'n ða dansït. I gerïn nya 'nten þet.
ACT.2.23	De'n non i lana ji degt, kïgo køjtat kï ger kete lo Luwah, ad deg kï ngétøidøta tølïna, na gana dø kagdosït. 
ACT.2.24	Na Luwah ada þai lo koit, ta nyàa dõ ta kõt kï koit, kïta i root al kad koi hø Jeju girr tøgïnt.
ACT.2.25	Kïtø Dabid elta dan dø Jeju an:
ACT.2.25	M'oo Bïraþe nõmt kïndøgndøg.
ACT.2.25	I dø ji komt m'a so al bat.
ACT.2.26	Kïtø 'nten la m'ðan ronel kammt ad tam øsï pa ronel,
ACT.2.26	titbe dãrom a taakò kï nda kam døt.
ACT.2.27	Luwah a nya dãrom lot kï koo al bat,
ACT.2.27	a i nya de lon kïjaþat ad ndum kam hoolþe koit al ho tø.
ACT.2.28	I adïm m'ger ðobg kï ndï teen kï de kumkajirt,
ACT.2.28	i ad ngarkamm ðoosï kï roneltakumit.
ACT.2.29	Pierr el tø an: Ngankõ adïn m'elsï ta lo Bøwj Dabid kï tïga wakïsï m'ad oon: Dabid kï kaaj oi, duwïna, døþada to ne þaitø.
ACT.2.30	Na Dabid i ngekelta kï ta Luwaht, ger þet kad Luwah un køn kï yokïnda ada an: M'a m'ndah kïkïða ku nganit dø komber ngart.
ACT.2.31	Dabid oo nya'n þet a ða nya ye kete woi, ad elta dø þai Krist lo koit an: Luwah a nya dãron lot kï koo al bat, a nya dãron ad ndum kam hoolþe koit al ho.
ACT.2.32	Jeju'n non taa ne, Luwah ada þai lo koit, jî tube jî ngémanaj dø tat 'nten. 
ACT.2.33	Luwah tøia kï dõ, ndaa dø ji kont. Jeju ta Ndil kïkunjðang kokïro bøwt'n un køn ada, kamla Luwah ü ndilïn dødt, nya'n 'nten la i ða oon kï kumsï ho, i ða oon kï mbisï tajigla ho ye. 
ACT.2.34	Kïtø Dabid aw dõ dørãt al, na î kïþe kï døn el an: Bïraþe el Bïraþe lom an: I ðe i ndï dø ji komt.
ACT.2.35	Mbã kad m'tel madngétaig m'ad în girr tøgit.
ACT.2.36	Kïtø 'nten, girrdeg kï Israelt tube, maj kad i gerïn køikøi. Jeju'n non, în i gana kagdosït ye, Luwah tela Bïraþet kï Krist tø ho.
ACT.2.37	Lon deg oon dø ta'n non ye, ta so kamdt lam ad ndïjen Pierr kï ndeg ngombangkïlag anan: Ngankõ ka kï ða ði?
ACT.2.38	Pierrr turd an: I tørrïn ndisï, kï dekïðen ða baptem kam tø Krist't. Kad kï Luwah nyàgo majalg losï kø, na a adsï Ndil kïkunjðang. 
ACT.2.39	Kïtø kunkø lo Luwah i kïtatøsï ho, i kïta ngansïg ho. I kïta deg'n hã ndïn sãi ho, kïta ndeg deg tube'n hã Bïraþe Luwah loj a kund kï ront ho.
ACT.2.40	Pierr eld ta madg ngãibe, manaj loa hø deg kï ta, ða øj deg an: Ajïn rosï kø ku degt kïmajal kï dø kaglot'n ðan.
ACT.2.41	Deg'n taan ta loa ye, ðand baptem. Kam ndøt'n non ngahn deg dub mïta ad son dø ngéndoogt lo Jeju.
ACT.2.42	Deg kï ngétaata lo Krist høn go nyandoo lo ngombangkïlag, kï ða namna kï ngankõ, kï tet bïnã nat, kï kelta kï Luwah. 
ACT.2.43	Ngombangkïlag ðan nyag kï yaya kï nyakøjg ngãibe ad þool ða deg. 
ACT.2.44	Ngétaata lo Krist tube kawïn na kï nat lo kïða, na gan na dø nyagt kï kam jidt tube. 
ACT.2.45	Ðawïn nyangahg lod ad i ndøøg, kï kujg kï nyamajg lod ho, na kegïn na nara kudt kïgo nyageet lo dekïðen kudt. 
ACT.2.46	Kï ndøg tube, nyan ta kawna kam kuj ndub Luwaht al, na ndï tetïn bïnã kam kujgt. Kamla ndï san nyasa lod kï ronel ho kamnda ho. 
ACT.2.47	Øsïn pa ndubïn ne Luwah, ngahn manaj kïmaj nõ degt tube. Ad kï ndøg tube Bïraþe ndi la kør deg'n ajïn dø ngékawnat, ad þai kï døt døt.
ACT.3.1	Ndø mad, Pierr kï Jã ndï awïn kam kuj ndub Luwaht kï kàd kïmïta kï losøle kïta kelta kï Luwah. 
ACT.3.2	Nderrbe kï tabit kuj ndub Luwaht'n a kunïna Tabit kïmaj dum, de mad i moot kï teen kam kont, ndït nõ kï ndøg tube. A unïn na awïn sia ndana tabit kuj ndub Luwaht kad kø nya deg'n a ðen kï n'andïn kam kuj ndub Luwaht. 
ACT.3.3	Lon de kï moot oo Pierr kï Jã ndï ða kï n'andïn kam kuj ndub Luwaht ye, ndïjed nar. 
ACT.3.4	Pierr kï Jã ndan kumd kï døat, Pierr ela an: Ooj so.
ACT.3.5	De'n non nda kumïn dødt ndã. 
ACT.3.6	Pierr ela an: Mî kï nar, ke l'ør kad m'adi al, na nya'n mîn kam jimt kad m'adi laten: Kam tø Jeju Krist kï Najaret't i þai dõ, i þaning.
ACT.3.7	Pierr hø jia ko kõa, una kï dõ. Tajigt njaa kï popo njaa ngangïn kongkong. De kï moot þai rat, ða dõ, yaþood ndia. 
ACT.3.8	And nat kï Pierr kï Jã kam kuj ndub Luwaht, a ndia ho, a ud kïditalg ho, kamla øsï pa ndubïn Luwah ye. 
