GEN.1.1	Maawac tahsh kihci niikaan, Kishemanitoo okii oshihtoon kiishik, ahkiini kaye. 
1TI.1.6	Aanint i'imaa awiyak kii'oncipahkewak ekii'ishiwanihshinowaatc, anihshaa ehkakweshaakoosontiwaatc. 
1TI.1.7	Wii'noonte kihkino'amaakewak Kishemanitoon otInaahkonikewinini, aanawiin ehtashikihkentansikwaa wiinawaa ko otihkitowiniwaan kaye wekonen i'i kaatashintamowaatc ehkwayahkwenimowaatc.
1TI.1.8	Kiinawint itahsh kikihkentaamin e'onishihshik Inaahkonikewin, awenen iko kwayahk keaapacihtootc. 
1TI.1.9	Kikihkentaamin kaawiin wiin onci kaaminoishiwepisiwaatc kii'oncioshipii'ikaatehsinoon Inaahkonikewin, iki hsa wiin kaanihtaa⁠mamaashiiwaatc, kaakakwetipenintisowaatc kaye, iki kaye kaakihtenimaahsikwaa Kishemanitoon, omacitootamook kaye, kaapehkipimaatisihsikwaa, kaamaanentamowaatc kaye anami'aawin, iki kaye kaanihsaawaatc oniiki'ikowaa', awenen hsa piko kaanihshiwetc, 
1TI.1.10	shikwa kaapihshikwaatisiwaatc, kaamacimihsawenimaawaatc kaye wiicininiimiwaa', iki kaye kaakiimooci⁠kimootiwaatc awiya' ciataawaakewaatc, iki kaanihtaa kakiinawishkiwaatc, kaakakiinawishkaacimowaatc kaye, awiya ko kaye kaakakwenakaashkank minokihkino'amaakewin. 
1TI.1.11	Mii o'o kihkino'amaakewin kaainahtenik ominwaacimowin kaakihci‑inentaakositc kaye kaananaahkomintc Kishemanitoo; mii 'owe minwaacimowin niin iko kaapaminamo'ikooyaan ciwiintamaakeyaan.
1TI.1.12	Nimiikwehciwenimaa tahsh Christ Ciisahs Tepeniminank kaamiishitc mashkawisiiwin, otayaankwaamisii kaakii'inakimitc, kaa'anooshitc cianohkawak, 
1TI.1.13	 niin kayahte kaakii'maci‑inak. Ninkiihkakwaataki'aa, ninkiihpaahpinotawaa kaye. Ninkiihkoohpaatenimik itahsh 'iwe onci ekiihkihkentansiwaan kaa'ishihcikeyaan mekwaa ehtepwehtansiwaampaan. 
1TI.1.14	Kayehsh kiihpaahtiinatinini oshawencikewin kaa'miishitc kaaTipeniminank, ahshic i'iweni tepweyentamowin, saaki'iwewin kaye, kaaonciihtamaakoyank Christ Ciisahs e'wiiciiwank. 
1TI.1.15	Tepwemakan ihsa 'i ihkitowin, teahpiihtentaakwan kaye kahkina awiya ciotaahpinamowaatc: a'a hsa Christ Ciisahs ekiihpiishaatc o'omaa ahkiink omacitootamoo' cipimaaci'aatc, entahshiwaatc niin itahsh nimaamawentaakos ehtinowiyaan. 
1TI.1.16	Mii mayaa 'owe kaakii'oncishawenimitc Kishemanitoo, ekii'inentank Christ Ciisahs wawiinke ciwaapanta'iwetc eshishashiipenimitc, niin aana maamawentaakosiyaan maci‑ishiwepisiwinink. Mii 'iwe keoncikihkinawaapantamowaatc kahkina iki naake ketepweyenimaawaatc cimiinintwaa pimaatisiwin wiihkaa keishkwaahsehsinok. 
1TI.1.17	Maano tahsh pishihshik ahpane takihci‑inenimaa, tananaahkomaa a'a Kihciokimaa pishihshik kaapimaatisitc, wiihkaa kenipohsik, wiyaapamaahsiwintc, mii ehta 'awe kaaKishemanitoowitc. Emen.
1TI.1.18	Timahti 
1TI.1.19	Minciminan i'i kitepweyentamowin, i'i kaye minoinenintisowin. Iki aanint e'wepinamowaatc okii'nihshiwanaacihtoonaawaa otepweyentamowiniwaan, 
1TI.1.20	o'o eshiwepisiwaatc Haaiminiiyahs 
1TI.2.1	Niikaan itahsh ninkakaansontaan cianami'ehtamawintwaa kahkina awiya ehpakohsenimonk, e'nanaahkomonk, e'nantotamaakenk kaye. 
1TI.2.2	Iki kaye ta/⁠anami'ehtamawaawak kihciokimaak, kahkina kaye awiyak kaakihtentaakosiwaatc, pisaan cionci⁠pimaatisiyank, misiwe kaye ci‑ishianami'ewaatisiyankipan kaye ciayaankwaamisiyank. 
1TI.2.3	Amiitahsh o'oweni kaaonishihshininik kaaminonank Kishemanitoo kaapimaaci'inank, 
1TI.2.4	e'antawenimaatc kahkina awiyan cipimaaci'imintc, cianikihkentaminitc kaye i'i tepwewin. 
1TI.2.5	Aaniihsh peshik ayaa Kishemanitoo, shikwa peshik ayaa kepeshiko'iwetc keonciwiiciintinitc Kishemanitoon, ininiwa' kaye. Mii 'awe Ciisahs kaaininiiwitc, 
1TI.2.6	kaakiihpakitinitisotc ekiiwiih⁠tipa'ikehtamawaatc kahkina awiyan, mayaa ekii'ocihcihsek cioncikihkencikaatek e'antawenimaatc Kishemanitoo kahkina awiyan cipimaatisinitc. 
1TI.2.7	 Mii 'owe onci ninkii'inanoonik ciotishinisha'waakanimitc Kishemanitoo, ciawikihkino'amawakwaa iki kaaCoowiwihsikwaa, owiintamaake kaye citinowiyaan, cipapaatashintamaan tepwehtamowin, tepwewin kaye. Kaawiin ninkiiwanimohsii, nintepwe hsa ko.
1TI.2.8	Misiwehkamik ninantawenimaak ininiwak cianami'aawaatc, wawiinke hsa ko kaatipenimikowaatc Kishemanitoon, kaakashkihtoowaatc ci‑ishiompinihkeniwaatc e'anami'aawaatc, aaniihsh kaawiin nishkaatisihsiiwak, kaawiin kaye kakweshaakoosontihsiiwak. 
1TI.2.9	 Ninantawenimaak itahsh ihkwewak kwayahk iko cikakwe⁠ishi'owaatc, nipwaahkaawinink ci‑ishi⁠kakwe⁠minohkonayewaatc. Kaawiin kaye onsaam oka⁠kakwe⁠minwaahkwa'ansiinaawaan wiinisihsiwaan, kaawiin kaye osaawi shooniyaan ciwaweshi'owaakewaatc, kaawiin kaye kaa/⁠aahkwakinsonitc naapihkaakanimina', ini kaye e'aahkwakintenikin kikishkikanan okakakwe⁠kikishkansiinaawaan. 
1TI.2.10	Nawac itahsh ishinaakwanini 'a ihkwe ci‑ishiwaweshi'owaaketc minohcikewinan, kaainentaakosinitc ini tino ihkwewan ninkohtaanenimaa Kishemanitoo kaaihkitonitc. 
1TI.2.11	Taka hsa noohkaatisiwinink okashikakwe kihkentaanaawaa kekoonan, awaac iko pankii cikakwetipeninkehsikwaa. 
1TI.2.12	Kaawiin nimpakitinaahsii ihkwe cikihkino'amaakehpan kiimaawaci'itinitc otanami'aa'. Kaawiin oka‑⁠kakwe‑⁠kapihkawaahsii' ininiwa' cikakwetipenimaatc. Pisaan tapisintam. 
1TI.2.13	 Aaniihsh niikaan kii'oshi'aakaniwi a'a Aatam 
1TI.2.14	 Kaawiin wiin mayaa kii'wayeshimaakaniwihsii inini, 'awe hsa nihtam ihkwe kii'wayeshimaakaniwi. Mii 'awe nihtam ekiihpiikonank Kishemanitoon otinaahkonikewinini. 
1TI.2.15	Iki tahsh ihkwewak tapimaaci'aawak aniokaakaamaawiwaatc
1TI.3.1	Tepwemakan o'owe ihkitowin: kiishpin inini antawentank ciniikaanisitc anami'aawinink, onishihshinini o'oweni anohkiiwin kaa/⁠antawentank. 
1TI.3.2	 Antawentaakosi tahsh ekaa kekoon ci‑inaatisihsik oniikaanisi. Tapeshikowan ehta wiiwan. Shikwa kaawiin inikaanc okatootansiin opimaatisiwin, tanipwaahkaa tahsh cisakahkamaatisitc. Okanekaami⁠piintikanaa' awiya' otaawinink, okakashkihtoon kaye cikihkino'amaaketc. 
1TI.3.3	Kaawiin itahsh tanihtaa kiiwashkwepiihsii, kaawiin kaye ta/⁠aahkwaatisihsii. Tanoohkaatisi tahsh, weweni kaye tatootaake. Kaawiin kaye okasaaki'aahsiin shooniyaan. 
1TI.3.4	Shikwa kwayahk okatipenimaa' otaawinink kaatahshinitc, ehkashki'aatc oniicaanihsa' cipisintaakotc, ehkihci‑inenimikotc. 
1TI.3.5	Kiishpin aaniihsh a'a inini kihkentansik keshitipenimaatc otaawinink kaa/⁠ayaanitc, aaniihsh ina keshikanawenimaahpan i'i Kishemanitoon kaa/⁠anami'ehtawaanitc? 
1TI.3.6	Shikwa kaawiin awiya kaaoshki⁠kwehkaatisitc ta‑aawihsii, maakishaa wiipa ko mii aasha e'ishpenintisotc, mii peshikwan keinaahkonintc ini kaakii'inaahkonimintc maciaya'aan ekiihkihtenimonitc. 
1TI.3.7	Taonaapamaa tahsh awiya aasha kaaminwakimikotc i'i ekaa kaaotepwehtamowinihsinik, ekaa cipankihshinsik cimenihshentami'itisohsik, ekaa kaye cinakwaanikohsik ini maciaya'aan.
1TI.3.8	Iki tahsh kaye kaawiicihtwaawaatc, peshikwan iko taishiminwaatisiwak, ekaa cinihtaa minihkwehsikwaa shoominaapo, ekaa kaye ciaaskonaatisihsikwaa, 
1TI.3.9	e'minciminamowaatc itahsh tepweyentamowin kaakihkentaakohtootc Kishemanitoo, ehkihkenintisowaatc ekaa kekoon e'ishiayaahsikwaa. 
1TI.3.10	Pinamaa tahsh tamihcikoci'aawak. Paanimaa tahsh naake wawiinke hsa ko ehkwayahkwencikaasowaatc tainanohkiiwak. 
1TI.3.11	Mii hsa tahsh peshikwan ini wiiwiwaa' keinaatisinihpan, misiwe ko ciminwaatisinihpan. Kaawiin macikekoon tanihtaa aanihko/⁠aacimohsiiwa'. Weweni okakanawentamini opimaatisiwinini, misiwe kaye citepwewiniwinitc. 
1TI.3.12	A'a tahsh owiicihtwaa tapeshikowan ehta wiiwan, kwayahk iko ehtipenimaatc oniicaanihsa', otaawinink kaye minihk awiya' kaawiicitaamikotc. 
1TI.3.13	Iki aaniihsh kaaminoanohkiiwaatc ishikashkihtamaasowak minwakimikoowin. Kaawiin kaye tashaakwenimohsiiwak ewii'mohshe wiintamaakewaatc aaniin i'i kaaishitepwehtawaawaatc Christ Ciisahsoon.
1TI.3.14	O'owe tahsh kitooshipii'amawin aanawiin wiipa ewiihkakwe⁠otihsinaan. 
1TI.3.15	Kiishpin tahsh kinwesh ontentiyaan, kikaoncikihkentaan aaniin keishihcikewatc i'imaa Kishemanitoo kaaishitipenimaatc otepwehtamoo'. Mii 'owe otanami'aawin kaaPimaatisitc Kishemanitoo, miiwan ini kaamaamawitipenimaatc, kaa‑aahswaahkwa'ikaakaaniwank i'i tepwewin, mii 'imaa wenciaayiicihsek i'i tepwewin. 
1TI.3.16	Wawiinke hsa tepwemakan, aahpici kihci‑inentaakwan kitanami'aawininaan Kishemanitoo kaakiikihkentaakohtootc:
1TI.3.16	Tepwe kii'naako'itiso e'ininiiwitc,
1TI.3.16	Kii'oncikwayahkwakimaa e'wiiciiwikotc Kishemanitoo otAhcaahkwan,
1TI.3.16	Okii'waapamikoo' encala',
1TI.3.16	Kiihtipaacimaa kaatahswewaanakisinitc ekii'wiintamawimintc,
1TI.3.16	Kiihtepweyenimaa ahkiink,
1TI.3.16	Kii'ishiompishkaa kihcikiishikonk.
1TI.4.1	Kehcinaac aaniihsh ihkitowan Kishemanitoo otAhcaahkwan aaniin keishiwepaninik ishkwaac anikakiishikahk, aanint ewii'oncipahkewaatc otepwehtamowiniwaank, iniweniwa' kaawiihpisintawaawaatc maciaya'aank kaaonciinitc ahcaahkwa', ehkakiinawishkinitc eshikihkino'amaakenitc. 
1TI.4.2	Mii 'imaa wenciimakaninikin ono kihkino'amaakewinan kaaishikakiinawishkiwaatc kaawayeshinkeshkiwaatc. Taapishkoo awiya e'nihsitosihsik e'onsaamaahkisotc, amii 'i eshiayaanik onaakatawentamowiniwaa, ekaa keyaapi e'nihsitaawentansikwaa minoishiwepisiwin. 
1TI.4.3	Oko tino ishikihkino'amaakewak ekaa ciwiitikehsink, shikwa aanint kekoon cimanaamiicinaakaatek. Okii'oshihtoon itahsh Kishemanitoo kahkina kekoon miicim ciaapacihtoonitc i'i otepwehtamoo' kaakihkentaminitc i'i tepwewin. Paanimaa kiinanaahkomonitc miihsh i'i cimiicinitc. 
1TI.4.4	Aaniihsh kahkina kekoon kaakii'oshihtootc Kishemanitoo kii'onishihshininiwan, kaawiin kekoon awiyak ciaanawentamowaatc, kahkina tahsh ciontinamowaatc e'nanaahkomowaatc. 
1TI.4.5	Aaniihsh kiishpin awiya aapacihtootc Kishemanitoon otihkitowinini, nanaahkomotc kaye, mii 'i eshionishihshentaminitc pisaan i'i nahke ci‑inaapataninik i'i miicim.
1TI.4.6	Miiwan ono kihkino'amaw kiwiiciotepwehtamoomak, miitahsh i'i kwayahk Christ Ciisahs otanohkii'aakanan citinowiyan, e'ahshantisoyan ini ihkitowinan kaaishitepwemakahkin, 'iwe kaye kwayahk kihkino'amaakewin kaapipiminisha'aman. 
1TI.4.7	Kaawiin kikapimentansiinan ini pahkaan tipaacimowinan kaamaciaya'aawiwankin. Aaniihsh kaawiin tepakentaakwahsinoon ciwiintamaakenk. Mooshak itahsh ishikakwenakaciin anami'ewaatisiwinink. 
1TI.4.8	Awiya wiiyawink ishinanamaa'itisotc tepwe acina ominoshkaakon. Kaawiin tahsh acina ehta ominoshkaakohsiin anami'aawin, aaniihsh pishihshik okawiici'ikon, o'o noonkom e'onciminopimaatisitc, i'iwehsh kaye niikaanaya'ii keniayaanik pimaatisiwinink okawiici'ikon. 
1TI.4.9	Tepwemakan o'o ihkitowin, kahkina awiya citepwehtank. 
1TI.4.10	Mii 'owe kaaoncikakwaatakiiyaank ehkihcianohkiiyaank ekii'ahpenimonotawankitc kaaPimaatisitc Kishemanitoo kaapimaaci'aatc kahkina, memintake ko otepwehtamoo'.
1TI.4.11	Mii hsa ono inaahkoniken, mii 'iwe ishikihkino'amaaken. 
1TI.4.12	Keko awiya kikamacitootaakohsii ehteahpiihtaatisihsiwan. Kiin itahsh kakweminoishiwepisin minokakitowinink, ishihcikewinink, saaki'iwewinink, tepweyentamowinink, peyahtakaatisiwinink, ci‑ishikihkinawaapamihkwaa kaaotepwehtamowiniwaatc. 
1TI.4.13	Kiin iko ayaankwaamisiihkantan cianamihtamaakehtamawatwaa Kihcimasina'ikan, cikakiihkweyan, cikihkino'amaakeyan, piinihsh iko citakohshinaan. 
1TI.4.14	I'iwe ahpii kaakii'onaapamikooyan kikiihkanoonikook iki kaakanootamawaawaatc Kishemanitoon, kikii'ohkosaaminikook kaye oniikaanisiik ekii'oncimiinikoowisiyan kekoon Kishemanitoonaank. Keko mihciwaniihkenotanken o'o kimiinikoowisiwin. 
1TI.4.15	Ayaankwaamisiihkantan onoweniwan mooshak iko citashiihkaman; kahkina awiya cinikanawaapamihk e'ani‑ishinakaciiyan. 
1TI.4.16	Keko awaac pankii pakiciihken. Ayaankwaamentan tahsh aaniin eshipimaatisiyan, aaniin kaye eshikihkino'amaakeyan. Aaniihsh kiishpin kahkina ono enitootaman kikapimaaci'itis, iki kaye kaapisintawihkwaa kikapimaaci'aak.
1TI.5.1	Keko wiihkaa kishiikanoonaahken okihtaatisiik, pekihkaac itahsh kikaishikanoonaak taapishkoo e'oyoohsiyan. Iki tahsh kaaoshkaatisiwaatc taapishkoo kiicihkiweyak kikainenimaak. 
1TI.5.2	Ikihsh kaye nawac kaakihtaatisiwaatc ihkwewak taapishkoo e'omaamaamatwaa kikainenimaak. Iki kaye kaaoshkaatisiwaatc ihkwewak taapishkoo e'otawemaamatwaa; mii ehta ko pehkaya'ii nahke keshinaanaakatawenimatwaa.
1TI.5.3	Kikakihci‑inenimaak iki kaakii'niponitc onaapemiwaa' tepwe kaakiiwahshihsewaatc. 
1TI.5.4	Kiishpin itahsh e'oniicaanihsitc a'a tino ihkwe, komaa kaye e'oyooshihsitc, wiinihtamawaa iki apinoonciishak okanikihkentaanaawaa keshipami'aawaatc ini okiiwaatisiihkwen, otanami'aawiniwaank cioncitootamowaatc. Okasakentaanaawaa otinawentiwiniwaa cinikiiwe‑⁠pami'aawaatc oniiki'ikowaa' kaye okihciaya'aamiwaa'. Mii aaniihsh 'iweni kaaminwaapantank Kishemanitoo ehtoocikaatenik. 
1TI.5.5	A'a tahsh tepwe kaakiiwaatisiihkwewitc, awiyan ehpami'ikohsik, Kishemanitoon ehta otahpenimonotawaan, e'ahpisomaatc ciwiici'ikotc, ehtipihkaninik kayehsh e'anikiishikaninik e'anami'aatc. 
1TI.5.6	A'a tahsh kiiwaacihkwe anoociko kaainaatisitc keonciminwentami'itisotc wiinehta, aanawiin ehpimaatisitc e'inintc, wakicaya'ii ehta ishipimaatisi. Aasha tahsh e'nipotc inentaakosi. 
1TI.5.7	Miiwan ono ishiwiintamaw, kwayahk iko citootamowaatc, ekaa cimacaacimaahsiwintwaa. 
1TI.5.8	Inashke kiishpin kwayahk kanawenimaahsik awiya otinawemaakana', memintake 'imaa otaawinink eyaanitc, kaawiin otaapacihtoohsiin otepweyentamowin, omihciwepinaan inentaakwanini. Awahshime ko ani‑inaatisi taapishkoo awiyan kaaotepwehtamowinihsinik.
1TI.5.9	Awiya tahsh kiiwaacihkwe kaawiihpami'ikotc otepwehtamoo', kaa mahshi tatakwakinsohsii ehteahpiihtaatisihsik, ninkotwaahsimitana ehtahsopipoonwehsik. Miitahsh o'oweni keonci ahshitakimintc, kiishpin weweni kaahtootawaakwen kaakii'onaapemitc. 
1TI.5.10	Taminwaacimaa kaye e'nihtaa minohciketc, ekii'mino‑ompiki'aatc apinoonciisha', ekii'minopiintikanaatc piiwite', e'nihtaa kisiipiikisitenaatc ehpimiayaanitc Kishemanitoon otipenimaakanini, ekiihpi⁠minowiici'aatc kaye ini kaamacihsenitc, ci‑inintipan kaye kahkina minohcikewin ekiihkakwekashkihtootc. Mii hsa 'awe ketakwakimintc.
1TI.5.11	Nawac itahsh kaaoshkiaya'aawitc ihkwe kaawiin taoshipii'waahsii. Aaniihsh e'ishimihsawentank ewii'onaapemitc, mii hsa 'i keonciasheyiitc kaawii'ishianohkawaahpan Christan. 
1TI.5.12	Miihsh i'i keshipiikonank nihtam kaakii'ishiahshotamawaahpan. Mii'i ehkashkihtamaasotc cionahshowaasotc. 
1TI.5.13	Shikwa ishinanamaasi anihshaa ko cimihcikakiishikanihshitc, ehpapaa mihci⁠mawatihshiwetc. Miitahsh awahshime e'naakohtootc kekii'inaapatisihsikipan, anihshaa ehpapaa⁠ontamisiihkaasotc, ehpapaa mihci⁠aakineyaacimotc, ehpapaatashintank kekoon cipapaamintansikipan. 
1TI.5.14	Nawac itahsh ninantawentaan ciwiitikehpan kaaoshkaatisitc kiiwaacihkwe, ciotapinoonciishimitc, cipamihtootc kaye otaawin. Mii 'iwe citootank ekaa cionci macaacimihsinowank awiya kaashiinkentank anami'aawin. 
1TI.5.15	Aaninta tahsh kiiwaacihkwek aasha kii'oncipahkeshkaawak 'iwe kekii'inaatisiwaahpan. Miihsh kaaoncipiminisha'waawaatc ini 
1TI.5.16	Kiishpin ayaatc ihkwe kaaotepwehtamowinitc, e'okiiwaatisiihkwewinitc otinawemaakanan, wiin iko okakanawenimaan ini otinawemaakanihkwen. Kaawiin i'imaa taonciwiici'imaahsiiwan kaaishimaawaci'itinitc otepwehtamoo'. Mii iitok i'imaa keonciwiici'intwaapan iki tepwe kaakiiwahshihsewaatc.
1TI.5.17	Iki kaaniikaanisiwaatc ehkihkenimintwaa weweni ekiihkakwetootamowaatc otanohkiiwiniwaan kaaishi⁠niikaanisiihkantaakewaatc tainakimaawak niishink (2) awahshime citipa'amawintwaa, memintake ikiweniwak niipiwa' e'anohkaatamowaatc kakiihkwewin, kihkino'amaakewin kaye. 
1TI.5.18	 Aaniihsh ishipii'ikaate Kihcimasina'ikan: “Keko takipitoonehpisohsii kipishihkiim mekwaa ehpaawishkawaatc pahkweshikanimanoominan; pisaan iko oka‑amwaan.” Shikwa, “Otanohkii oncikashkihtamaaso citipa'amawintc,” ishipii'ikaate.
1TI.5.20	Kahkina awiya kaamaashihciketc, mohsheaya'ii taonci'aa, kotak awiyak cikohtamowaatc ekaa ci‑ishihcikehsikwaa.
1TI.5.21	Kitayaankwaamimin ehkanawaapamitc Kishemanitoo kaye Christ Ciisahs kaye 
1TI.5.22	Keko wiin papaashiihken cisaaminatc awiya cionakimatipan cianami'ewanohkiitc. Kiishpin maashihciketc kaasaaminatc, kekiin i'imaa kikatakwentaakos. Kanawenintison itahsh cipehkaatisiyan.
1TI.5.23	Piko kaye kiwiintamawin e'maamihkawiyaan: kaawiin ehta nipi kitaa/⁠aapacihtoohsiin. Pankii otaahpinan shoominaapo ciminohsink kiwiihsiniwin, ciantawi'owaakeyan eshinihtaa/⁠aahkosiyan.
1TI.5.24	Aanint awiya omacihcikewinan mohsheaya'ii e'naakwaninikin oniikaanipii'ikonan citipaahkonikaniwitc. Aanint itahsh kaye pitashi/ayaaniwan otishihcikewinan 'iweti otaanaank, inkotink keatimikotc. 
1TI.5.25	Mii 'i peshikwan iki kaaminohcikewaatc, noonkom iko payahtenaakwaniniwan otishihcikewiniwaan. Ampooshke ini mahshi kaanaakwahsinokin piciinak cinaakwaninikin.
1TI.6.1	Kahkina awiya kaaotanohkii'aakaniwitc wiinke okakihtakimaan ini otookimaaman kaatipenimikotc, ekaa awiyan cimacikiishwaatansinik owiinsowinini Kishemanitoon, i'iweni kaye kaaishikihkino'amaakeyank. 
1TI.6.2	Awiya tahsh kaaotanohkii'aakanimikotc otepwehtamoon, mii 'i e'ishiwiicihkiweyenimaatc, kaawiin itahsh okaonci⁠macakimaahsiin otookimaaman. Taka awahshime 'i takakweminoanohkii, aaniihsh otepwehtamoon ini kaawiici'aatc, ehsaaki'aatc.
1TI.6.2	Miiwan ono ishikihkino'amaaken, ishikakaansonken. 
1TI.6.3	Maakishaa awiya wiihpahkaani‑⁠kihkino'amaaketc peshikwan kaaishihsitoohsik i'i kaamayaawihsininik kihkino'ikewin. Wiin itahsh iko nintoontinaamin tipinawe e'otihkitowinitc kaaTipeniminank Ciisahs Christ. Mii 'iwe kihkino'amaakewin kaaishikihkino'amaakemakahk aaniin kwayahk keshianami'ewaatisink. 
1TI.6.4	Awiya tahsh pahkaan kaaishihsitootc okihkino'amaakewin, ishpenintiso, ekaa tepwe kekoon ehkihkentansik. Onsaam onantamihkwentaanan kaasanakaninikin citashintenikin, e'oshihtootc kaye cioncikakwe‑⁠shaakosontinaaniwaninik aaniin keshinihsitohtaakwaninikin ihkitowinan. Mii 'omaa ono wencihsekin ontenintiwin, pahkaanenintiwin, paahpinotaakewin, macikekoonan kaaishianaamenintink. 
1TI.6.5	Mooshak itahsh kaye maashiwiiciintiwak. Miiwak oko kaanihshiwanaaci⁠naanaakatawentamowaatc. Kaawiin keyaapi owiiciiwikohsiinaawaa i'i tepwewin. Inentamook itahsh cionciontisiwaahpan otanami'aawiniwaank.
1TI.6.6	Tepwe hsa awiya okawenootisiinotaan i'i otanami'aawin, kiishpin tepihsewakentank 'iwe minihk kaa‑ayaatc. 
1TI.6.7	Wekonen i'i kaahpikikisiyank o'omaa ahkiink? Kaawiin kekoon! Wekonehsh kaye i'i kenimaaciitooyank? Kaawiin kekoon. 
1TI.6.8	Mii 'iwe, kiishpin iniweniwan ayaayank, miicim, kikishkikan, mii 'i keshina'entamankipan. 
1TI.6.9	Iki tahsh kaawii'aahkowenootisiwaatc, ahpan iko okapatakoshkaakonaawaa cikashki'ikowaatc i'i macihcikewin, ewiihtahsoonikowaatc macikekoonan kaaishimihsawentamowaatc ehkakiipaatentaakwaninikin. Mii ko 'i piinihsh ewii'ishi⁠niihsipinikowaatc keshipanaatisiwaatc ewii'nihshiwanaatisiwaatc. 
1TI.6.10	Ina, e'onsaamenimintc shooniyaa mii 'iwe enentaakwahk e'ociipihkaawank kahkina wencisaakikinkin macikekoonan. Aaninta tahsh awiyak e'ahpiihci mihsawenimaawaatc shooniyaan okii'wawaanaayentami'ikowaan, ekii'onci⁠aanawentamowaatc otepweyentamowiniwaa, mii piinihsh ehpiikwentami'itisowaatc niipiwa' kekoon e'mincinawesiwaatc.
1TI.6.11	Kiin itahsh kaa‑anohkawatc Kishemanitoo, kahkina oshimonotan ono macikekoonan. Kakwe nakaciinotan minoishiwepisiwin, kwayahk anami'ewaatisiwin, tepweyentamowin, saaki'itiwin, mashkawentamowin, noohkaac ci‑inaatisiyan kaye. 
1TI.6.12	Minokakwecihkanitiwin hsa inentaakwan i'i kitepwehtamowin. Mii 'imaa ishikakwe⁠pahkinaaken pimaatisiwin cimiinikooyan keishkwaahsehsinok. Mii 'owe pimaatisiwin kaakii'ishiantomihk Kishemanitoo ciontinamowatc, 'iwe ahpii kaakii'minowiintaman kaaishitepwehtaman, niipiwa' awiyak ekii'noontawihkwaa. 
1TI.6.13	 'Owe tahsh kaaishikanooninaan kikanawaapamikonaan Kishemanitoo, mii 'awe kahkina kekoon kaapimaatisiishkank, a'a kaye Ciisahs Christ kaakii'minotipaacintisotc 'iwe ahpii ekii'inaahsamikaapawiihtawaatc ini Paantiyahs Paailatoon 
1TI.6.14	Mii 'owe eshiayaankwaamiminaan, citipaatotaman kahkina 'iwe kaa'ishikanoonikooyan. Misiwe kakwe kwayahkohciken, ekaa kekoon cipana'ansiwan, misiwe cianiminwaapancikaatek, piinihsh iko cipinaako'itisotc 'awe kaaTipeniminank Ciisahs Christ. 
1TI.6.15	Opinaakosiwin okaishihsehtooni Kishemanitoon mayaa kaakii'inentaminitc ci‑ishihsenik. Mii hsa 'awe Kishemanitoo kaamisiweayaatc shawentaakosiwin, kaye kaamihcipeshikoayaatc tipencikewin. Wiin otookimaamimikoo' ini kahkina kihciokimaa'. Otipenimaa' ini tipencikewin eyaanitc. 
1TI.6.16	Wiin ehta kaawiin otayaahsiin nipowin. Waahseyaank ishitaa. Kaawiin awiyan otaakashkihtoohsiini cinaasihkaminihpan. Kaawiin wiihkaa awiyan okii'waapamikohsiin, kaawiin kaye wiihkaa awiyan otaakiihkashkihtoohsiini cikiiwaapamikotc. Kahkina otayaan kihtentaakosiwin, mashkawisiiwin! Emen.
1TI.6.17	Oko tahsh kaatashi⁠wenootisiwaatc o'omaa ahkiink ishikihkino'amaw ekaa ciahpenimonotansikwaa otipinawewisiwiniwaan. Kaawiin aaniihsh kwayahkwentaakwahsininiwan. Meshkwac itahsh oka/⁠ahpenimonotawaawaan Kishemanitoon kaawenoocimiiniminank kahkina kekoon keonciminwentamowank. 
1TI.6.18	Ishiwiintamaw itahsh ciminotootaakewaatc, minohcikewin citashi⁠wenootisiinotamowaatc. Tanihtaa‑⁠miikiwewak itahsh, 'imaa otipinawewisiwiniwaank cionciwiici'aawaatc kotak awiya'. 
1TI.6.19	Mii 'imaa keishimaawacihtamaasowaatc i'iweni kaaonishihshininik, keshiaapacihtoowaatc niikaanaya'ii cinionci⁠minopimaatisiwaatc. Miihsh i'imaa keni‑ishi otihtinamowaatc tepwe 'i pimaatisiwin.
1TI.6.20	Haw, Timahti 
1TI.6.21	Aanawiin ninkihkentaahsomin e'ihkitowaatc, waahsa opanihsitoonaawaa i'i tepwehtamowinink kaainamoninik.
1TI.6.21	Kishemanitoo okishewaatisiwin kikawiiciiwikom.
2TI.1.1	Niin Pwaal 
2TI.1.3	Miiwan ini peshikwan Kishemanitoon ninkihciaya'aaminaapaniik kaakii'anohkiihtawaawaatc, kaye wiin itahsh niin iko enohkiihtawak. Ninkwayahkwentaan itahsh kaye ehkwayahkohcikeyaan e'anohkiihtawak. Nimiikwehciwi'aa Kishemanitoo, mooshak e'mihkweniminaan e'anami'aayaan ehkiishikahk, ehtipihkahk kaye. 
2TI.1.4	Nimaamihkaw ekii'oncikawaapiyan kiipahkewinitiyank. Kinoontewii'waapamin ihsa, miitahsh iko cikihci⁠ciihkentamaan. 
2TI.1.5	 Mooshak nimaamihkaw tepwe eshitepweyentaman, mayaa 'awe koohkom Loowihs 
2TI.1.6	Onci 'o kitepweyentamowin kitooncimaamihkawaamin ciompisiyan o'o kaakii'ishimiinihk Kishemanitoo i'iwe ahpii kaahsaamininaan ekii'onakiminaan cianami'ewanohkiiyan. 
