MAT.1.1	Amo ini an mga kalulululuhi ni Jesu-Cristo na kalahi ni David kag kalahi man ni Abraham.
REV.14.11	Nagapahitaas hasta na lang an aso san kalayo na nagapasakit sa inda. Wara sin pahuway adlaw o gab-i an mga nagsamba sa hayop kag sa imahin sani kag amo man an mga nagbaton san tanda san ngaran sani.”
REV.14.12	Kaya, dapat magmatiniuson an katawuhan san Dios na nagasunod san iya mga sugo kag may pagsarig kan Jesus.
REV.14.13	Pakatapos, nakabati ako sin boses hali sa langit na nagasabi, “Isurat ini: ‘Tuna yana malipay an mga nagkamaratay sa pagsirbe sa Ginoo!’,”
REV.14.13	An sabat man san Espirito Santo, “Malipay gayod kay tapos na an inda trabaho kag makapahuway sinda kay kaupod ninda an bunga san inda pagsirbe.”
REV.14.14	Pakatapos, naglantaw naman ako kag didto may nakita ako na usad na puti na dampog na may nakaingkod na an hitsura pareho sa tawo. Nagsul-ot siya sin korona na oro kag may huyot na matarom na garab. 
REV.14.15	Tapos, may usad pa na anghel na nagluwas sa templo kag nagsiyak sa nakaingkod sa dampog, “Gamita an imo garab kag pag-ani kay tig-anihan na kag hinog na gayod an aranihon sa kinab-an.” 
REV.14.16	Kaya, ginarab san nakaingkod sa dampog an mga aranihon kag naanihan an kinab-an.
REV.14.17	Pakatapos, usad naman na anghel an nagluwas sa templo sa langit. May dara man siyaʼn matarom na garab. 
REV.14.18	Usad man gihapon na anghel an hali sa may altar. Amo siya an may gahom sa kalayo didto. Nagsiyak siya sa anghel na may matarom na garab, “Hinog na an mga ubas sa bilog na kinab-an, kaya garaba kag aniha na!” 
REV.14.19	Kaya, ginarab san anghel an mga ubas sa kinab-an, tinipon an mga inani kag pinilak sa dako na pugaan san grabe na kaurit san Dios. 
REV.14.20	Didto sa luwas san lungsod ginpuga an mga ubas kag hali sani na dako na pugaan nagbaha sin dugo. Mga 300 kilometro an kahalaba kag maduha ka metro an kahadalom.
REV.15.1	Niyan, may nakita akoʼn usad pa na dako kag makangangawa na pangitaon sa langit. Ini an pito na anghel na may dara na pito na patios na amo an pinakaurhi kay didi matatapos an grabe na kaurit san Dios.
REV.15.2	May nakita ako na bagaʼn dagat na kristal na may kasakot na kalayo. Nakita ko man idtoʼn mga nakadaog sa hayop kay wara sinda nagsamba sa imahin sani o nag-ako san bilang na simbulo san ngaran sani. Nagatindog sinda sa higad san bagaʼn kristal na dagat kag nagahuyot sin mga arpa na ginhatag san Dios. 
REV.15.3	Ginakanta ninda an kanta san Kordero kag an kanta ni Moises na kasadto suruguon san Dios, na amo ini,
REV.15.3	“Makagagahom na Dios na Ginoo, pinakalabaw kag makangangalas an mga himo mo!
REV.15.3	Sa tanan na nasyon ikaw an hadi. Matanos kag matuod gayod an imo mga paagi!
REV.15.4	Sin-o an dili mahadlok sa imo, Ginoo?
REV.15.4	Sin-o an mahabo pag-umaw san ngaran mo? Ikaw lang an banalon!
REV.15.4	Mga katawuhan san tanan na nasyon magahalapit sa imo agod ikaw pagasambahon kay nakita san tanan an mga matanos mo na hinimuan.”
REV.15.5	Pakatapos sani nalantawan ko na gin-abrihan didto sa langit an templo na may ginatawag na tulda na ginaistaran san Dios. 
REV.15.6	Hali sani na templo nagluwas an pito na anghel. May dara sindaʼn pito na patios. Nakabisti man sinda sin masinggat na puti na bado kag an inda dughan may bigkis na oro. 
REV.15.7	Niyan, ginhatag sa inda san usad sa upat na buhay na ginlalangan pito na oro na mga mangko puno sin grabe na kaurit san Diosna nabubuhay hasta na lang. 
REV.15.8	Kaya, an templo napuno sin aso hali sa glorya kag gahom san Dios, kag waraʼn makasulod sa templo hasta na dili matapos an pito na kasakitan na dara san pito na anghel.
REV.16.1	Tapos may nabati naman akoʼn makusog na boses hali sa templo na nagsugo sa pito na anghel, “Kadto kamo kag ibu-bo sa kinab-an an grabe na kaurit san Dios na amo an sulod san pito na mangko!”
REV.16.2	Kaya, nagkadto kag ginbu-bo san una na anghel an sulod san iya mangko sa kinab-an. Grabe kag masakit na mga kamahong an nangharataw sa lawas san mga tawo na nagpatanda sadtoʼn hayop kag nagsamba san imahin sani.
REV.16.3	Pakatapos ginbu-bo san ikaduha na anghel an sulod san iya mangko sa dagat. An tubig sani nahimo na pareho sa dugo sin patay na tawo kag nagkaparatay an tanan na buhay na ada sa dagat.
REV.16.4	Ginbu-bo naman san ikatulo na anghel an sulod san iya mangko sa mga suba kag mga burabod, tapos, nahimo ini na dugo. 
REV.16.5	Nabati ko an ginsabi san anghel na parabantay san mga tubig, “O Banal, ikaw an nabubuhay niyan kag kasadto pa! Matanos ka sani na mga paghusgar mo, 
REV.16.6	kay ginpabuhos san mga tawo an dugo san katawuhan san Dios kag mga propeta, kaya ginhatagan mo sinda sin dugo agod inumon. Amo ina an angay sa inda!” 
REV.16.7	Nakabati man akoʼn boses sa may altar na nagasabi, “Ginoo Dios na makagagahom sa tanan, matuod kag matanos gayod an mga paghusgar mo!”
REV.16.8	Niyan, nagkadto na an ikaupat na anghel kag ginbu-bo an sulod san iya mangko sa adlaw. Ginhatagan ini sin gahom na pasuon san kalayo an mga tawo. 
REV.16.9	Nahil-os sinda san nagakalayo na kainit, pero ginmuda pa gayod ninda an Dios na may gahom pagpugol san mga patios, imbes na magbaya san inda mga kasal-an agod umawon siya.
REV.16.10	Tapos, ginbu-bo san ikalima na anghel an sulod san iya mangko sa trono sadtoʼn hayop kag nagdulom an kahadian sani. Ginparakagat san mga tawo an inda mga dila sa grabe gayod na kasakit, 
REV.16.11	pero ginmuda pa gayod an Dios tungod sa sakit kag mga kamahong. Pero wara gihapon sinda magbaya sa inda mga nahimuan.
REV.16.12	Sugad man ginbu-bo san ikaunom na anghel an sulod san iya mangko sa dako na suba san Eufrates. Nahubsan ini agod ihanda sa aagihan san mga hadi hali sa sirangan. 
REV.16.13	Pakatapos may nakita akoʼn tulo na mga maraot na espirito bagaʼn mga paka na lumuwas hali sa kada ba-ba san dragon, san primero na hayop kag sa buwaon na propeta. 
REV.16.14	Ini an mga espirito san mga demonyo na nagahimo sin milagro. Ginlibot ninda an mga hadi sa bilog na kinab-an agod tipunon sinda para sa dako na gyera kontra sa Dios sa pag-abot san dako na adlaw san paghusgar niya na pinakagamhanan!
REV.16.15	“Pamati kamo! Magaabot ako na waraʼn paaram pareho san makawat,” sabi san Dios. “Malipay an pirme mata kag nakahanda san iya ibarado agod dili siya magalakat na huba kag dili maaluhan!”
REV.16.16	Pakatapos, gintiripon san mga espirito an mga hadi sa lugar na ginatawag Armagedon sa Hebreo.
REV.16.17	Ginbu-bo san ikapito na anghel an sulod san huyot niya na mangko sa kahanginan. Tapos, may nabatian ako na makusog na boses hali sa may trono sa templo, “Natapos na!” 
REV.16.18	Tapos, nagparakilat, nagparalipak, nagparadalugdog kag naglinog gayod sin makusog. Wara pa sin pinakamakusog na linog na makapareho sani tuna pa san ginlalang an tawo. Ini an pinakagrabe sa tanan na linog! 
REV.16.19	Nagkasirira an mga syudad san tanan na nasyon kag an bantog na syudad naggurutak sa tulo na parte. Nadumduman san Dios an bantog na syudad san Babilonia para ipaubos an sulod sa kupa na puno sin bino san iya grabe na kaurit. 
REV.16.20	Nagkawarara an tanan na mga isla kag an mga kabukidan patag na. 
REV.16.21	Nag-uran sin daragko na bagaʼn bola na yelo na nagatimbang sin haros 50 kilos an kada usad kag tumama sa mga tawo. Kaya naman ginmuda ninda an Dios tungod sani kay makangingirhat gayod idto na pasakit.
REV.17.1	Pakatapos, naghalapit sa akon an usad sa pito na anghel na may dara na pito na mangko kag nagsabi, “Kadi kay ipapakita ko sa imo kun pan-o pagakastiguhon an bantog na malaw-ay na nagapabayad na babayi na amo idtoʼn bantog na syudad na gintindog halapit sa mga kasubaan. 
REV.17.2	Nakigsambay sani na babayi an mga hadi sa kinab-an. An tanan na tawo sa kinab-an nagkahurubog san bino na amo an iya kalaw-ayan.”
REV.17.3	San nasa gahom ako san Espirito, gindara ako san anghel sa disyerto. Didto may nakita akoʼn babayi na nakasakay sa pula na hayop na lukop sin mga ngaran na pakaraot sa Dios. Ini na hayop may pito na ulo kag napulo na sungay. 
REV.17.4	Nakabisti naman an babayi sin kolor ubi kag subido na pula. Nakasul-ot siya sin oro, alahas kag perlas. Nagahuyot ini sin tasa na oro na puno sin kalaw-ayan kag mga maati na mga bagay na amo an bunga san iya mga pagapasambay. 
REV.17.5	Sa iya agtang may nakasurat na ngaran na may sikreto na an gusto sabihon:
REV.17.5	“BANTOG NA BABILONIA
REV.17.5	AN ILOY SAN TANAN NA MGA MALAW-AY NA BABAYI,
REV.17.5	KAG SAN TANAN NA MGA KLASIʼN KARAUTAN SA KINAB-AN.”
REV.17.6	Nakita ko man na nahubog an babayi sa dugo san katawuhan san Dios kag sa dugo san mga ginpatay tungod kay nagpamatuod sinda kan Jesus.
REV.17.6	San nakita ko siya nangarat gayod ako. 
REV.17.7	Pero naghunga sa akon an anghel, “Nano kay nangarat ka? Sasabihon ko sa imo an sikreto na gusto sabihon san babayi kag san hayop na may pito na ulo kag napulo na sungay na nasasakyan niya. 
REV.17.8	Buhay kasadto an nakita mo na hayop pero patay na niyan. Magasaka gihapon ini hali sa waraʼn katapusan na buho kag pagasiraon siya. Mangangarat an mga tawo na nabubuhay sa kinab-an na wara ikasurat an mga ngaran sa libro san buhay san katuna-tunai pa san kinab-an kun makita ninda an hayop, kay ini buhay sadto, tapos, ginpatay na, pero mabalik gihapon.
REV.17.9	“Kinahanglan didi an isip na antigo. An pito na ulo sani na hayop amo an pito na bukid na ginaingkudan san babayi. Ini sinda pito man na hadi. 
REV.17.10	Nagkawarara na an lima sa inda, nabibilin pa an usad kag an pinakaurhi wara pa maghadi. Pag-abot niya, dapat maghadi siya sin kadali lang. 
REV.17.11	An hayop na buhay kasadto pero wara na niyan, ikawalo na na magahadi pero usad siya sa dati na pito kag pagasiraon.
REV.17.12	“An napulo na sungay na nakita mo amo an napulo na hadi na wara pa maghadi, pero pagahatagan sin gahom bilang mga hadi sa sulod san usad ka oras kaupod sadtoʼn primero na hayop. 
REV.17.13	Igwa sinda sin parareho na katuyuan kag pagahatagan ninda san inda gahom kag otoridad an hayop. 
REV.17.14	Makig-away sinda sa Kordero pero dadaugon sinda sani kay siya an Ginoo na labaw sa tanan na mga ginoo kag Hadi labaw sa tanan na mga hadi. Makibahin sa iya pagkagana an mga pinalabi, mga pinili kag mga matinumanon na parasunod sa iya.”
REV.17.15	Ginsabi pa sa akon san anghel: “An nakita mo na mga tubig na ginaingkudan san malaw-ay na babayi amo an mga katawuhan san mga rasa, mga nasyon, mga lahi kag mga lenggwahi. 
REV.17.16	Mababadlian ini na malaw-ay na babayi san nakita mo na hayop kag san napulo na mga sungay na amo an mga hadi. Kukuhaon ninda an tanan niya na mga sadiri kag babayaan na huba. Kakaunon ninda an iya unod kag susunugon an mga mabibilin. 
REV.17.17	Mangyayari ini agod matuman an katuyuan san Dios. Kaya hasta na matuman an iya surmaton, ginpaisip niya sa inda na magkauruyon kag ihatag sa hayop an inda gahom bilang hadi. 
REV.17.18	An babayi na nakita mo amo an bantog na syudad na nagasakop sa mga hadi san kinab-an.”
REV.18.1	Pakatapos, may nakita naman akoʼn iba na anghel na nagalusad hali sa langit na may grabe gayod na otoridad. Nagpawa an bilog na duta tungod sa iya kasinggat. 
REV.18.2	Nagsiyak siya sin kusog,
REV.18.2	“Ruba na! Ruba na an bantog na Babilonia!
REV.18.2	Nagin istaran na lang ini san mga dyablo, kag san mga maraot na espirito, kag hugdunan san mga maati kag makabaradli na mga sapat.
REV.18.3	Kay an tanan na nasyon nagkahurubog san bino san iya malaw-ay na kaila.
REV.18.3	Nakisambay sa iya an mga hadi san kinab-an kag nagyaraman an mga negosyante sa iya namas na kaila sa maluho na pagkabuhay.”
REV.18.4	Pakatapos, nabati ko hali sa langit an usad pa na boses na nagasabi,
REV.18.4	“Mga katawuhan ko, magpaharayo kamo sa iya agod dili kamo makabahin san iya mga kasal-an kag madamay san kastigo sa iya!
REV.18.5	Hasta na sa langit an iya kasal-an kag nadumduman na san Dios an iya mga ginhimo na karautan.
REV.18.6	Himua sa iya an ginhimo niya sa iba, balusi siya sin doble pa san ginhimo niya.
REV.18.6	Sakuti an tasa niya sin doble pa kaisog san irimnon na ginpainom niya.
REV.18.7	Pasakiti siya kag patiusa pareho sa sukol san kayamanan kag kabuganaan na ginpuslan na niya,
REV.18.7	kay ginasabi niya sa iya sadiri, ‘Adi reyna ako! Dili ako biyuda. Dili gayod ako mamumundo.’
REV.18.8	Tungod sani pagatiuson niya sa usad lang ka adlaw an mga patios sugad baga san kamatayon,
REV.18.8	grabe na kamunduan, kagutom kag pagkaugdaw, kay gamhanan an Ginooʼn Dios na nagahusgar sa iya.”
REV.18.9	Kun makita san mga hadi sa kinab-an an aso san pagkasunog sani, magatarangis kag magabarakho sinda na nakibahin san iya kalaw-ayan kag namas gayod na pagkaluho. 
REV.18.10	Magapakaharayo sinda kay nahadlok sa ginatios niya kag magasabi, “Kamakaluluoy mo gayod, bantog kag gamhanan na syudad san Babilonia! Sa usad lang ka oras ginkastigo ka!”
REV.18.11	Maganguruyngoy kag magabarakho man sa iya an mga negosyante sa kinab-an kay wara na sin nagabakal san inda mga baligya 
REV.18.12	na oro, plata, alahas, kag perlas, lino, seda, kolor asul kag subido na pula na tela, tanan na klase san mahumot na kahoy, tanan na hinimo hali sa marfil, mga mahalon na kahoy, bronse, bakal kag marmol; 
REV.18.13	kanela, mga pangtimpla, insenso, pahumot na ginatawag mira, frankensen, bino, lana, pino na arina kag trigo, mga baka kag karnero, mga kabayo kag karuwahe, mga uripon bisan ngani an buhay mismo san mga tawo.
REV.18.14	Sasabihon sa iya san mga negosyante: “Nagkaparara an tanan na mga maayo na bagay na ginamaw-ot mo masadiri kag an tanan mo na kayamanan kag katahuman nagkawarara man. Dili ka na gayod magkaigwa sani hasta na lang!” 
REV.18.15	An mga negosyante na nagyaraman tungod sa pagbaligya sa mga tawo sana na syudad, magapaharayo dahilan sa kahadlok ninda sa iya pagtios. Magatangis kag magabakho sinda, 
REV.18.16	kag magasabi, “Kamakaluluoy gayod san bantog na syudad san Babilonia! Dati nababaduan na sin lino na asul kag subido na pula, nasusul-utan sin mga oro, alahas kag mga perlas! 
REV.18.17	Pero, sa sulod san usad lang ka oras napara an kayamanan!”
REV.18.17	Sugad man an tanan na mga kapitan, mga biyahero kag mga tripulante san sarakyan sa dagat kag an tanan na nangangabuhay sa dagat nagralantaw hali sa harayo, 
REV.18.18	kag nagsiriyak sinda myintras ginamasdan ninda an aso san nasusunog na syudad, “Wara na sin makapareho sani na dako na syudad!” 
REV.18.19	Ginsaburakan ninda sin alpog an inda mga ulo sa paglutoh myintras nagatarangis kag nagabarakho na nagasabi, “Kamakaluluoy gayod san dako na syudad! Paagi san iya kayamanan nagyaraman an tanan na may mga daragko na sarakyan sa dagat! Pero sa sulod san usad lang ka oras naruba ini.”
REV.18.20	Kamo sa kalangitan, maglipay tungod sa nangyari sa iya! Kamo na mga katawuhan san Dios, apostoles kag mga propeta, maglipay! Ginhusgaran na san Dios an Babilonia tungod sa ginhimo niya sa iyo!
REV.18.21	Pakatapos sani may gamhanan na anghel na nagpurot sin usad na bato pareho sa dako na gilingan na bato kag ginpilak niya sa dagat kag nagsabi, “Pareho sani kagrabe na kusog an pagpilak sa bantog na syudad san Babilonia, kag dili na ini makikita pa! 
REV.18.22	Dili na mababati didi an mga tunog san mga paratugtog san arpa, plawta, trumpita kag mga parakanta! Wara na sin makikita pa didi na mga trabahador sin nano man na klase san trabaho. Dili na mababati pa an ribok san gilingan! 
REV.18.23	Dili naman ini maiilawan sin bisan usad na ilawan. Dili na mababati an malipayon na boses san mga ginakasal. Kay amo an mga negosyante sani an may pinakagahom sa bilog na kinab-an pero paagi sa mga patiaw didi, gindaya man an tanan na mga nasyon.
REV.18.24	“Nakita sa syudad an dugo san mga propeta kag mga katawuhan san Dios kag bisan san tanan na mga ginpatay sa kinab-an. Kaya, ginkastigo an Babilonia.”
REV.19.1	Pakatapos sani nabati ko an bagaʼn ginbiriyo na pagkanta san damu-damo na mga tawo sa langit,
REV.19.1	“Aleluya! Umawon an Dios! Paagi sa iya an aton pagkasalbar. Galangan siya kay makagagahom gayod an Dios naton!
REV.19.2	Matuod kag matanos an iya mga paghukom! Ginhusgaran niya an gamhanan na malaw-ay na babayi na nagapakaraot san mga tagakinab-an tungod san iya pagapasambay.
REV.19.2	Nagbalos sa iya an Dios para sa dugo san iya mga suruguon.”
REV.19.3	Nagsiriyak gihapon sinda, “Aleluya! Nagapahitaason hasta na lang an aso hali sa nasusunog na dako na syudad!” 
REV.19.4	An 24 na mga kagurangan na opisyales sa pagtuod kag upat na buhay na ginlalang nagharapa kag nagsaramba sa Dios na nakaingkod sa trono kag nagsarabat, “Amen! Aleluya!”
REV.19.5	Tapos, may boses hali sa trono na nagasabi,
REV.19.5	“Kamo tanan na mga suruguon san Dios, kamo tanan na tawo kilala kag dili kilala,
REV.19.5	kamo na may paggalang sa iya, umawa siya!”
REV.19.6	Pakatapos, may nabati akoʼn tunog pareho sa boses san damoʼn katawuhan na pareho san haganas san nagabuhos na tubig kag bagaʼn tunog san mga dalugdog na nagasiyak,
REV.19.6	“Aleluya! Kay nagahadi na an Ginoo na aton makagagahom na Dios.
REV.19.7	Magkalipay kita, magsadya kag umawon ta siya! Kay ikakasal na an Kordero kag an iya arasawahon naghanda na sa iya sadiri para sani.
REV.19.8	Ginpasul-ot siya sin pinakamaayo, masinggat kag malinis na lino!”
REV.19.8	(An gusto sabihon sani na lino amo an matanos na mga hinimuan san mga katawuhan san Dios.)
REV.19.9	Tapos, nagsabi sa akon an anghel, “Isurat mo ini: Ipalabi an gin-agda sa ponsya san kasal san Kordero.” Nagsabi pa siya, “Amo ini an matuod na mga surmaton san Dios.”
REV.19.10	Pakatapos, naghapa ako sa tiilan niya agod magsamba sa iya pero sabi niya, “Dili mo dapat paghimuon ina! Pareho mo ako suruguon kag san imo mga igmanghod sa pagtuod na nagasunod sa kamatuudan san ginpahayag ni Jesus. An Dios an sambahon mo!” An pagpamatuod na ginhayag ni Jesus amo an naggiya sa mga propeta.
REV.19.11	Pakatapos sani, nakita ko na naabrihan an langit kag igwa didto sin puti na kabayo. An nakasakay sani ginatawag na Matinumanon kag Matuod. Matanos man siya maghusgar kag makiggyera. 
REV.19.12	Pareho sa mga laad san kalayo an iya mga mata kag damo an mga korona sa iya ulo. May nakasurat sa iya na ngaran pero wara sin nakaaram kundi siya lang. 
REV.19.13	Nakabado siyaʼn halaba na gintuslob sa dugo. Ginangaran sa iya An Surmaton san Dios. 
REV.19.14	Nagsunod sa iya an mga suldados san langit na nakabado sin pinakamaayo, malinis kag maputi na lino kag nakasakay sa mga puti man na mga kabayo. 
