MAT.1.1	Coa co cuatia Jesu Cristo moñemoñajaré ypycue guare. Jaé Davidrejegua, ja Abraamrejegua avei.
1TI.1.6	Co âmbae pôrâ gui oime oyaby vaecue ja opia vaecue ñeê tabŷ apytepe. 
1TI.1.7	Umiva oyeyapose poromboejára, ndojechacuaai ramo yepe iñeêngue jaecuera voi jei vaecue, terâ umi mbae jaecuera voi omoañetéva. 
1TI.1.8	Ñande yaicuaa voi pe ñeê ñande reco rejeguarâ ipôrâjá, ñande yaico ramo ipype jecópe yaico jaguâicha. 
1TI.1.9	Yaicuaa pôrâ voi pe ñeê jecopegua ndoicoijá pe jeco pôrâva reje, umi jecoŷmegua rejente, ja umi iyuru âtâva reje, ja umi oñemboeseŷva reje, ja umi angaipavóra reje, ja umi iñañáva reje, ja umi itayasúva reje, umi isŷ ja itúva nûpâjaré reje, ja umi oporo yucajaré reje, 
1TI.1.10	ja umi oñembotieŷva reje, ja umi oyopyjŷva cuimbaepe reje, ja umi omondava cuimbaepe reje, ja umi iyapúva reje, ja umi oporomoî vaíva reje, ja oime ramo mbae na ore remimboecue imarangatu jecopegua rejeguaichaguai, pe ñeê jecopegua oico umi mbae reje, 
1TI.1.11	ja oime ramo mbae na Tûpâ Ñandeyára pe imbuetepyrâ ja imarangatúetéva Evangelio rejeguaichaguai co Evangelio oyeyeroviáucá vaecue cheve.
1TI.1.12	Arojory upe che mombaraetéjára, Cristo Jesús voî Ñandeyárape, Jae che rereco jague reje yeroviajá ramo, ja Jae che moingo jague reje co tembiapo rerecuá ramo, 
1TI.1.13	aico rire yepe yma voi aporomoî vaívo ja aporo moñávo ja aporoaóvo. Opaichavévonte Tûpâ Ñandeyára che poriajuvereco vaecue che ayapo jague reje umi mbae aicuaa-ŷ-reje ja ayeroviá-ŷ-me, 
1TI.1.14	ja Ñandeyára pya pôrângue che atôi yoa yoa cheve ogueroviáucávo ja ojayjúucávo cheve Cristo Jesús rejeguájarâ. 
1TI.1.15	Cova ñeê yeroviapyrâ ja iyáva opavave oyopyjy jaguâ Cristo Jesús ou jague yby ári ombojeco marangatu jaguâ umi angaipavórape. Umiva cuérava che voi pe tenondéva, che voí che pojyieté vaecue. 
1TI.1.16	Ja coa reje voí che poriajuverecó cheve Tûpâ Ñandeyára icatu jaguâ che pype raê ojechaucá Cristo Jesús tuvicha jague oguerokîrîrî cheve ojechacuaáucá jaguâ umi ambuecue oyerovia vaerâme Jesé pe Tecove iyapyra-ŷ-va rejeguarâ. 
1TI.1.17	Coanga toñembueté ja toñembotuvichaité tapia guârâ pe Mburuvicha Guasu, Tapiagua, Omano-ŷ-vaerâ, ja Yajecha-ŷ-va, Jaeñónteva Tûpâ Ñandeyáraite. Amen.
1TI.1.18	Coambae voi che romomandua vaerâ ndeve, che raŷ Timoteo, oñemombeu jagueicha cheve ndejegui yma icatu jaguâ coicha rerayrô pe ñorayrô pôrâjáme, 
1TI.1.19	reicopype nde yerovia jápe ja pya pôtíme. Oime ambuecue ogueroyrô vaecue umimbae ja upeicha ocañŷ iyerovia jague gui. 
1TI.1.20	Umiva rejegua voi oime pe Himeneo ja Alejandro, che ameê vaecue Satanas mbaepochŷpope jaecuera oñembo aracuaa jaguâ na ipôrâijá oporoaó.
1TI.2.1	Upeicharamo, che romomanduáucá iñypyrúrâite, toyeyerure, ja toñeñemboe ja toñemonyrôucá ja toyejechacuaa jecópe opavave cuimbae rejejápe. 
1TI.2.2	Toñeñemboe umi mburuvicha guasu reje, ja opa jicuaiva tuvichajá rupi reje, icatu jaguâ yaicove pyaguapŷ ja ñane anguecói ŷ me, ñambuetévo ja ñambuayévo jecoitépe imarangatu vaicha. 
1TI.2.3	Cova ipôrâ ja oguerojorŷ Tûpâ Ñandeyára pe ñane mbo jecomarangatújára ypype. 
1TI.2.4	Upéva voí oipota opa cuimbae cuera oñembo jecomarangatu, ja opavave ojupitŷ jaguâ oicuaa jaguâ jecópe pe Ñeê añetegua. 
1TI.2.5	Oime voí peteî Tûpâ Ñandeyára añónte ja peteî oipaûndŷva Tûpâ Ñandeyára ja umi cuimbaecuera paûme Cristo Jesús Upeva. 
1TI.2.6	Jae voí cuimbaéva oñemeê vaecue oyupe voí opavave repŷrâ; ja upe mbae oyecuaáucápyré voí upeyave. 
1TI.2.7	Co vaerâ avei cheve che moingo vaecue mojerâcuâjarâ ja Apostol ramo -- Che añeê añetetéva, nda che yapui, -- ja che apó poromboejárâ ramo umi pytaguape aroviáucá jaguâ ichupecuera jeco porâ jaguâ.
1TI.2.8	Upeicharamo, che aipota umi cuimbae oñemboe oparupi ojupívo ipo imarangatúvaicha pyavaí ja yuaby-ŷ-reje. 
1TI.2.9	Upeicha avei, che aipota umi cuña oñemonde jecópe oyeguávo kîrîrîjáme ja tâcâteŷme, anichene oico jiáva ñeñopê rejeve óro rejeve terâ perla rejeve terâ ao jepŷ etéva rejeve: 
1TI.2.10	toñemyatyrônte tembiapo porâme iya jaicha umi cuña oyecuaáucáséva pe Tûpâ Ñandeyára ombuetévajá. 
1TI.2.11	Pe cuña toyapysacá kîrîrîjáme pe temimboe oyeyocópáitépe. 
1TI.2.12	Na jiâi cheve iyajá pe cuñáme oporomboe, terâ oguereco jaguâ cuimbaepe ipo guype, topytante kîrîrîjáme. 
1TI.2.13	Pe Adan oñemoña ypy vaecue, ja uperire pe Eva. 
1TI.2.14	Adan voi noñembotabyi, pe jembireconte oñembotabyete vaecue opia oyeyabyjápe. 
1TI.2.15	Upeicharamo yepe pe cuña na imârâi chene imemby cuévo, jaecuera oico tapia ramo oyoyeroviajápe, ja oyojayjujape, ja imarangatujápe ja âcâ pôrâ rejeve.
1TI.3.1	Cova ñeê jaeteva yayerovia jaguâ: oime ramo oñemoingóucáséva obispo, Iglesia rejegua rerecua ramo, tembiapo pôrâite upéva oicoséjápe jae. 
1TI.3.2	Upearâ tecôtevê pe Iglesia rejegua rerecua jae carai yojeipyré, peteî jembirecóvante año, ja jeco kîrîrîva ja jeco pôrâva, ja oporo mbopujáva ja oporomboecuaáva, 
1TI.3.3	ja nda icaúva rejeguávai, ja nda poronûpâsévai ja nda jaeséntevai, ja no oñorayrô catuvai ja na mbaerepŷrecájárai: 
1TI.3.4	oicocuaa vaerâ jogapegua ruvicha ramo, toguereco tayra cuerape ipo guype oñembuetéucávo ichupe cuera. 
1TI.3.5	(Oime ramo oñembo tuvicha cuaa ŷ va jogateépe, ¿mbaeichapa icatune oñangareco Tûpâ Ñandeyára Iglesia rejegua reje?) 
1TI.3.6	Ndaiyai jae ipyaju etereiva yeroviajápe, anichene jaguâ joa pytûnguype, ja joa vaí pe mbaepochy joa jagueicha. 
1TI.3.7	Tecôtevê voi jerâcuâ pôrâ umi ñande rejegua-ŷ-vape avei, anichene jaguâ jae oñemoî vaí, ja ani jaguâ joa mbaepochy ñûjâme. 
1TI.3.8	Umi diacono avei, tûpâo rembiyocuai, tecôtevê upeicha avei imbuetepyrâichagua, ani jova mocoîva, ani oyepocuaava ocaúvo, ja ani itayasú mbaerepy rei reje: 
1TI.3.9	toñangareco tacateŷjaicha co ñeê ñemingue yaroviáva pyapy yojeipyre rejeve. 
1TI.3.10	Coâva tecôtevê oñejaâ raê, ja oyejuma ramo iyojeipyre, toyeyapo tûpâo rembiyocuai, diacono. 
1TI.3.11	Jembireco cuera tecôtevê avei, imbuetépyrâichagua, ani poromoî vaíjaré, toñembovevui, ja ta yeroviajá opambaepe. 
1TI.3.12	Umi tûpâo rembiyocuai peteî jembirecóvante año vaerâ, ja toico jecópe tayra ja jogapeguacuera ruvicha ramo. 
1TI.3.13	Umi oico vaecue jecope co tûpaô rembiyocuaijápe, ojupity jicuai iyupecueraguarâ voi jenda pôrâve jaguâme, ja oñembo catupyrŷma jicuai oñemoñeêjápe ñande yeroviajá Cristo Jesu reje gui.
1TI.3.14	Opa âmbae jaeuca ndeve co cuatia ñeême, ja ajaârô yepe avei aja jaguâ voi nerendape. 
1TI.3.15	Sapya che are eterei ramo aja jaguâ, taeucánte ndeve co cuatia ñeême reicuaa jaguâ nde mbaeichapa reyerereco vaerâ Tûpâ Ñandeyára rogaygua apytepe. Cova voi jae Tûpâ Ñandeyára oicovéva Iglesia, Tûpâ Ñandeyára añetegua iyocojarâ ja japo upéva avei. 
1TI.3.16	Ndipori oyuaby vaerâ yae ramo mbae ñemingue ñongatúpyréetévajá co ñambuetéjá Ñandeyárape: Jae oyejechauca jague cuimbaeicha, ja iñeê oñemoañetété pe Espiritu rupi, Jae oyejecha umi yvapegua rupi, ja jerâcuângue oñemombeu umi tetâ ambue rupiguape, oyererovia co ybyari ja uperire oyererojory oñembo tuvichajápe yvape.
1TI.4.1	Coanga pe Espiritu oicuaaucá pôrâite voi umi ára pajape, oime jaguâ opiava iyeroviajá gui, oyepysacávo umi mbaepochy oporo mbotabŷvareje ja umi mbaepochy remimboéreje. 
1TI.4.2	Cova voi oyapo jóva mocoîjá reje umi oporomboéva mbotabyjápe, ipyapy oyejapy âtâvaicha. 
1TI.4.3	Umiva voi oyoco omenda jaguâ gui, ja oyoco anichene jaguâ jou pe tembiu cuera Tûpâ Ñandeyára oyapo vaecue voi jiupyrâ torypape umi ogueroviávape guârâ ja umi oicuaa pôrâva Tûpâ Ñandeyára Ñeê añeteguápe guârâ. 
1TI.4.4	Opambae Tûpâ Ñandeyára omoñemoña vaecue ipôrâ, ja ndipori mbae iroyrômbyrâ, yaipyjyma guive yarojoryjápe Ñandeyárape jese. 
1TI.4.5	Oñemo marangatu voi pe tembiu Tûpâ Ñandeyára ñeê rupi ja ñane ñemboe rupi.
1TI.4.6	Ja nde, remomandua pôrâ ramo ñande reŷicuerape âmbae reje, nde peteî Cristo Jesus rembiyocuai jecopetegua ja yeroviajá, recacuaa rejovo pe ñeê ñande yaroviava rupi, ja pe ore remimboe ipôrâva co nde reico pôrâjápe voi. 
1TI.4.7	Umi mbae guaujapegua itabŷva rupi gua ja nguaimiguigua, emombo. Eñejaâ eyepocuaa nembaraete jaguâ teco marangatujápe guârâ. 
1TI.4.8	Pe teco ñañejaâjá ñamombaraetevo ñande rete ipôrâ michi nungá ñandéve. Pe teco marangatu voi ipôrâ ñandeve opaichavevo meme, pe oñecuameêjá voi ñandeve Tecové jaeteva coanga guârâ ja pe Tecove oyeico voi vaerâ guârâ avei. 
1TI.4.9	Co ñeê yarovia vaerâ voi, ja iya oyererojory jaguâ opava rupi. 
1TI.4.10	Co vaerâ voi ore rombaapo ja roñejaâ rojaârôjá reje opambae pôrâ Tûpâ Ñandeyára oicovéva ñande yeroviajá gui, upeva opa cuimbae cuera repŷjára, ja umi ogueroviava repŷjára catuetei. 
1TI.4.11	Cova emomanduá ja emboe. 
1TI.4.12	Ani avave nereroyrô nde cariaŷjá reje pe ne ñemongueta pôrâ rupi, ja nde reco pôrâ rupi, ja nde porayjú rupi ja nde yerovia rupi ja nde yojeipyré rupi nemarangatujápe, tecôtevê rejecomboe umi ambue oyeroviavape oico jaguâ ndeicha. 
1TI.4.13	Che aja ramo guârâ nerendape, tecôtevê remoñeê meme Santa Escritura umi ambuecue cuerape remokyreŷvo, ja reporo mboevo ichupecuera. 
1TI.4.14	Ani reroyrô pe mbae ipôrâva nde pyapypegua oñemeêmbyre ndeve Tûpâ Ñandeyára ñeê rupi umi carai ituyáva omoî yave ipo nde reje. 
1TI.4.15	Emandua meme coambae reje, ja epyta jâtâ upe teco rupi oyecuaapa jaguâ opavavépe nde reñembojeco pôrâ pôrâvéja rejovo. 
1TI.4.16	Eñeñangareco ndeyejegui voi, ja eñangareco pe neremimboecue reje. Eico memete upeicha jecope, nde reyapo pype coicha reñembo jeco marangatúne nde yupe voi ja umi nerendujarape avei rembo jecomarangatúne.
1TI.5.1	Umi ituyavévape ani reñeê pojyi, eyerurente ichupecuera nde rúpe guaicha. Eñeê umi cariaŷvape nde ryby cuerape guaicha, 
1TI.5.2	ja umi inguaimívape nde sŷpe guaicha, ja umi cuña taíme ne reindy pe guaicha pya pôtí rejeve. 
1TI.5.3	Embuete umi cuña imena omano vaecuepe, cuña ityreŷmbaetéva guive. 
1TI.5.4	Oime ramo cuña imena omano vaecue oguerecova imemby terâ jemiarirô, tecôtevê umiva oicuaa rae ombuete jaguâ umi jogaŷguape ja ojechauca jaguâ ombuetejá umi imongacuaajarépe. Cova voi oyererojory Tûpâ Ñandeyára ypype. 
1TI.5.5	Pe cuña imena omano vaecue jaeñóva ja ityreŷva ojaârô mbae ipôrâva Tûpâ Ñandeyára iyeroviajágui ja oico tapia ára ja pyjare oñemboévo ja oyerurevo Ñandeyárape. 
1TI.5.6	Pe cuña imena omano vaecue jecovaíva oyeyoco cuaa-ŷ-va oicové ramo yepe omano vaicha oico. 
1TI.5.7	Emomanduá ichupecuera umimbae reje jeco pôtí jaguâ. 
1TI.5.8	Oime ramo oñangareco cuaa-ŷ-va jesecueragua reje, ja umi jogaiteŷgua reje catuetei jae omomârâma rae iyerovia jague ymaguare ja jeco vaíve pe oguerovia-ŷ-va mbaevepe gui. 
1TI.5.9	Umi cuña yma imena omano vaecue ombotŷ vaerâ rae sesenta años oñemoî jaguâ jéra pe cuatiápe, ja tecôtevê jae peteî cuimbae añónte rembireco racae, 
1TI.5.10	ja jerâcuâ pôrâ jembiapo pôrâvajá ja omongacuaa pôrâ jague imemby cuera ja oporombojupájá, ja oyojei vaecue jague ipy umi imarangatuvape, ja oipytyvô vaecue jague umi oyeyopŷvape ja oico jague jecope opa tembiapo ipôrâvape. 
1TI.5.11	Umi cuña taí imena omano vaecuepe ejeyá reinte, umiva voi jiâ vove ichupecuera ipojyijá co Cristo reco, omendasema jicuai, 
1TI.5.12	ja upeicha oñemoî vaí oyupecuera opoí jague gui iyeroviajá ñepyrumbyrégui. 
1TI.5.13	Upeichavo oyepocuaa jeco rei reivo omojembŷ-ŷ-vo oga, ja nda jeco reívante añoi, iñeêngatúva ja imbae porandu eterei avei oñeêvo mbae oñeê ŷ vaerâ gui. 
1TI.5.14	Aipota upeicharamo umichagua cuña taí omenda yeby, taimembŷ, ja toñangarecócuaa jogaŷgua reje voi, ani jaguâ omboiyá pe omañávape jesecuera omoî vaí jaguâ ichupecuera. 
1TI.5.15	Oimema voi ambuecue cuña oñemboyeré yeby vaecue oico jaguâ mbaepochy Satanás rapycueri. 
1TI.5.16	Oime ramo peteî cuña caraí oyeroviava, oguerecova ipoguŷpe cuña iména omano vaecuepe toipytyvô jemicôtevême, anichene jaguâ ipojyi umi Iglesia rejegua reje, icatu jaguâ umi Iglesia rejegua oipytyvô jaguâ umi cuña imena omano vaecue oicôtevêvape añete.
1TI.5.17	Umi carai ituyáva oporo guerecova jecope pôrâ, toñemombeu guasu yoa yoa, ja toñemombeu guasu guasuve catuetei umi jaecuerava oñejaâiteva oñemoñeêvo ja oporomboevo. 
1TI.5.18	Pe Santa Escriturape voi oyee: Pe mymba ombaapóva oyekyijape na ña tînguajá vaerâi, upeichaite avei iya pe cuimbae ombaapóvape ojupity jembiapo repycue. 
1TI.5.19	Ani reyapysaca, oime ramo ouva omoî vaívo peteî carai ituyávape, oime ŷ ramo jendive mocoî terâ mbojapy jechajare. 
1TI.5.20	Umi oñemo angaipavape meme eyao opavave renondepe umi ambuecue okyjŷyé jaguâ avei. 
1TI.5.21	Ayerure ndeve Tûpâ Ñandeyára ypype guaicha, ja Jesu Cristo ypype guaicha, ja umi iyeporavopyré yvapegua ypype guaicha, ta nemandua reyapo jaguâ jecopete âmbae nde pya remboyoa ŷ reje, ja ani reyapo mbaeve rereco ŷ reje peteîcha opavavepe. 
1TI.5.22	Ani ne jange remoîvo nde po cuera avave reje, ja ani reyejea angaipavora rembiapo reje. Eñangarecó ndeyeje voi co nde reco pôtí jaguâ avei. 
1TI.5.23	Coanga rire anive reŷu ŷ rei: ipôrâvéne reu mîchîmi vinonte nde pya rejejápe ja nembaasy tapia rejejápe. 
1TI.5.24	Oime cuimbae iñangaipa cuera oyejechava opavave rupi, ja upéva rupi voi nune ñamoî vaí rae jecópe: oime ambuecue iñangaipa rapycuere avei opytava. 
1TI.5.25	Upeicha avei oime peteîva jembiapo ipôrâ oyecuaava voi ja oime ramo oyecuaa ŷ va ndicatui oñemi jaguâ tapia guârâ.
1TI.6.1	Opa tembiguai jicuaiva ambue poguŷpe toguereco iyára ete umi oñembuete vaerâicha jecoitépe, anichene jaguâ oyeyao Tûpâ Ñandeyára réra, ja pe ore remimboe. 
1TI.6.2	Ja umi oguerecova iyára ogueroviávape, ani ogueroŷrô ichupecuera ñande rejeguajá reje, toyeyocuáiucánte jecopévé yepe ichupecuera ogueroviaja reje, ja oyejaŷjúva já reje umi ojupitŷva jembiapocue jecopegua. Coicha eporomboé ja emomanduá.
1TI.6.3	Oime ramo oporomboe ambuétéva, ja ndoyoyáiva umi ñeê jecopegua reje Ñandeyára Jesu Cristo ñeê reje voi, ja ndo yoyáiva pe ore remimboe ñanemombuete vaerá jecope reje, 
1TI.6.4	upeva oñembobúva reí, ja ndoicuaai mbaeve jecoitepe, ja oico itabŷvaicha oyuaby ja oñoraŷrôvo ñeê rei reje. Umimbae voi ñañomaêvaíucá, ja ñañembo yuabŷucá, ja ñañembo yoyaóucá, ja ñañembo pyapy ñañáucá, 
1TI.6.5	ja omboyererovia tapia umi tecove iñâcâ taby raívape oicova pe pytûnguype pe Tûpâ Ñandeyára Ñeê añetegua gui, ja oimoâva Tûpâ Ñandeyárape ñambuetejá ñane mombaeguasuucajaraja. 
1TI.6.6	Anetejape pe ñambuete Tûpâ Ñandeyárape upéva ñanemo mbaeguasúcá jarâ ñandéve yabŷájápe ramo. 
1TI.6.7	Ñande nda yarui vaecue voi mbaeve voi co ybype, ja ndicatui yaraja jaguâ mbaeve co ybyari gui yajávo. 
1TI.6.8	Ja yareco ramo icatu jaguâ yacaru ja ña ñemonde, ta yabyá coa rejeve. 
1TI.6.9	Umi oñemo mbae rerecójaséva, icatu joa mbaepochŷ oñatôijápe ja ñujâme, ja jetambae itaby raívape, ja itieŷvape imârâ jaguâme. Umimbae omondo umi ybypóra cuerape pe oñemo cañŷ ja oñembuaipájápe. 
1TI.6.10	Pe imbae repy rerecosejá voí, upéva opaichagua mbae vaí rapóicha, ja oime voí peteîva oyepyso etereiva pe mbaerepŷ reje opia vaecue pe iyeroviajá gui, ja upeichape oyecutu vaecue jetaite pya mbyasype.
1TI.6.11	Nde, cuimbae, Tûpâ Ñandeyára rejegua, eñeguajê umi mbae gui, ja eñejaâ reñembo jecopôrâ pôrâve jaguâ, rembuete jaguâ jecoitepe Tûpâ Nandeyárape, ja reyeroviápá pôrâ jaguâ, rejaŷjú jaguâ jecope, ja nde reco kîrîrî jaguâ, ja nde reco pochy cuaa ŷ jaguâ. 
1TI.6.12	Eñejaâ icatu jagueicha co ñoraŷrô pôrâme yayeroviaja rejejápe, eyapocói pe tecove iyapyra-ŷ-vareje pe reñejenôi jaguepe reñemombeu pôrâ yave guare co teco marangatu rejeguajá jeta nde rechajaré renondepe. 
1TI.6.13	Che romomandua Tûpâ Ñandeyára ypype guaicha pe omoingovéva opambaepe, ja Cristo Jesús ypype guaicha upe oñemombeú pôrâ vaecue Poncio Pilato ypype Jae co teco marangatu rejeguajá. 
1TI.6.14	Ayerure ndeve, upeicharamo, rembuaye jaguâ jecope pe Tûpâ Ñandeyára rembiapoucapy nde reco mârâ ŷ reje oime ŷ reje nemoî vaíjárâ Ñandeyára Jesu Cristo oyejechauca yeby jaguâ ára peve. 
1TI.6.15	Upe jiarape voi oyejúucáne upéva pe imarangatúetéetévéva pe jaeñova tuvichá vichavéva, pe mburuvicha guasu Ruvicha guasu yebŷva, pe carai guasu Carai guasu yebŷva. 
1TI.6.16	Upéva voi jaeño oico omano-ŷ-vaerâ, oicova jendyva apytepe icatu-ŷ-jápe yaya, pe avave cuimbae ndojecha vaecuei, ja icatu ŷ vaerâ ojecha, toñembuete Jae ja toñembotuvicha icatu jagueicha tapia guârâ. Amen.
1TI.6.17	Emomanduá umi mbae rerecojá angaguápe, ani oñembotuvicha reí, ja ani oyerovia pe imbae rerecojá reje, icatu jaguâ ojaârô -- mbae opyta-ŷ-va upeva -- toyeroviánte pe Tûpâ Ñandeyára oicoveva reje omeêva ñandeve opambae jemby jaguâicha yabya jaguâ: 
1TI.6.18	ta imbaepôrâ, ta jembiapo pôrâ jeta meme, ta oporo ñomboyaóva, ta oporo ñombaéva, 
1TI.6.19	ombyatyvo iyupe guârâ cuera ombojapó pôrâ jaguâ pe omopuâ vaerâme, icatu jaguâ ojupity pe tecove jaeteva peve.
1TI.6.20	Nde Timoteo eñangareco pôrâ umimbae oyeyerovia jague ndereje. Eyere catu umi oñeê reí reíva guaujápe gui, ani jaguâ reñejaâ umi imbaecuaáva ndive umi guaujápe guarénteva. 
1TI.6.21	Oime vaecue voi peteîva umiva rejeguava oñemombeu guasu ramo yepe co ñande yayeroviajá reje, upeicha rejeve oyaby. Ñandeyára ta pene mbopyapôrâ peême. Amen.
2TI.1.1	Che Pablo, Cristo Jesús rembiyocuai Apostol, Tûpâ Ñandeyára rembipota rupi guare, pe Tecové jaetéva icuameêmbyré Cristo Jesu rupi guare mojerâcuâjarâ. 
2TI.1.2	Amondo co cuatia ñeê ndeve Timoteo, che ray rojaŷjúva. Tûpâ Ñandeyára pe Túva, ja Jesu Cristo Ñandeyára ta nembopyapôrâ, ta nde poriajuverecó, ja ta nembopya guapy ndeve.
2TI.1.3	Che pya rorŷ Tûpâ Ñandeyára ndive, che ambuetéva che pya pôtí rejeve, oyapo jagueicha che ru ypycue, che manduajá reje aina apytuu ŷ reje nde reje ára ja pyjare ndereje añemboe jápe, 
2TI.1.4	ja che manduajá reje aina nde resaŷcue reje, che pya yerurete rojecha jaguâ che abyaite jaguâ pende pyri. 
2TI.1.5	Ou che âcâme che manduávo reyeroviáetéjá nda guaujapei. Co yerovia voi oico vaecue nde yaryi Loida pyape, ja upeicha avei nde sy Eunice pyape, ja che aroviaite voi oicojá avei nde pyapype. 
2TI.1.6	Upévareje ta romomandua reñejaâ jaguâ reñatôi pe Tûpâ Ñandeyára remimeêngue amoî yave guare che po ndereje. 
2TI.1.7	Pe Espiritu Tûpâ Ñandeyára omeê vaecue ñandeve ndajaei ipya mîrîva rejegua umi ipuacáva rejeguánte, umi oporo jaŷjúetéva rejegua, ja umi iñâcâ pôrâva rejegua. 
2TI.1.8	Upevareje ani retî moa reicuaáucá jaguâ Ñandeyára guivo, ja chejegui avei ñapytîmbyré Jesejápe. Chemoîrûnte cheve co ajasa asyjá rupi co Evangelio rejejape gua icatu jaicha Tûpâ Ñandeyára nembo puaca ndeve. 
2TI.1.9	Jae voi ñande repŷma vaecue ja ñane renôi co teco marangatu rejeguarâ, nda iya guiri ñandeve ñane rembiapocue gui, upe jembisacoí voí, ja ipya pôrâ rupinte, upe Jae omeê rei voi vaecue ñandeve Cristo Jesus pypegua voí oñypyrú mboyve voi pe iñypyrumby, 
2TI.1.10	ja coanga oyecuaauca pôrâma vaecue Cristo Jesus ñande repŷjára oyejechauca jague rupi. Jae voí omombáma vaecue pe ñemanojá, ja ogueru jesâcâjáme pe tecovéeté, ja pe tôsâeté co Evangelio rupi. 
2TI.1.11	Covaerâ voi cheve che moingo vaecue ñemoñeêjára ramo ja tembiyocuai Apostol ramo, ja poromboejára ramo umi pytagua peguârâ. 
2TI.1.12	Coâva reje voi ajasa asy aicovo. Upeicharamo yepe na ñemotîri, aicuaajá reje pe che yeroviajápe, ja che aroviaite voi Jae icatujá oñongatu upe che râcâteŷjá upe jaára pajápevé. 
2TI.1.13	Ereco jâtâ jecoitépe umi ñeê ipôrâva jecoitepegua ore remimboecue guare, rejendu vaecue che yuru rupi, reicovo yeroviajápe ja taŷjupápe Cristo Jesus recope guaicha. 
2TI.1.14	Co ne râcâteŷjá nde rerecuajá eñongatu pe Espiritu Santo oicova pende pyape rupi.
2TI.1.15	Nde reicuaa pôrâ opa umi ñande rejegua jicuaiva Asiape oñemboyere jague chejegui, umi Figelo ja Hermogenes umivarejegua. 
2TI.1.16	Tûpâ Ñandeyára toiporiajuvereco pe Onesiforo roga-ŷ-guape, jeta yeby jae chemoangapyjy ja jae notîri che añeñapytî járeje. 
2TI.1.17	Oime yepe Romape, ja che reca vaecue icatu catuve jagueicha che yuju peve. 
2TI.1.18	Ñandeyára tomeê ichupe oyeporiajuvereco jaguâ Ñandeyára guivo upe jaárape. Nde voi reicuaa pôrâve opavagui jeta jague che pytyvô Efesope.
