MAT.1.1	BONKANDA wa lioci ja Yesu Masiya, bona owa Dawidi, bona owa Abalayama. 
REV.7.10	ko baobeleza la lofoso j’onene, bakela, Loiko ele Nzakomba ekiso, okit’ase nda ngwende eko, ko l’ele Bona owa mpate. 
REV.7.11	Ko bikima biuma bakemi baosamanya ngwende eko, la bingambe la nyama ik’inei iyoike; ko iyo baokwa nda bilongi bikiyo nda joso ja ngwende eko, ko baomemya Nzakomba, 
REV.7.12	bakela, O ngoko, Imemya la jilangi la wanya, la losimo j’oya, la lokumo, la bofilo, ko la mpamba ele Nzakomba ekiso bikeke la bikeke, O ngoko. 
REV.7.13	Ko omo owa bingambe aolamba, aonkela, Bant’ane balotsama l’enkoto bia fe bale na? Ko baoya lima nko? 
REV.7.14	Ko ndokelaki, Nkolo, wea. Ko aonkela, Bane wete iyaya lim’elo eko e’enene, ko basolaki benkoto’ekiyo; ko bakelak’eko fe nd’alongo ba Bona owa mpate. 
REV.7.15	Nd’ewel’eko, iyo bale nda joso ja ngwende ea Nzakomba; ko basael’ende nd’ilombe ikae la mbile l’otso: ko ende okit’ase nda ngwende ifakuka l’ilombe ikae y’esele. 
REV.7.16	Iyo bafut’ooka lenkina nzala la mposa e’asi nye: ko jefa lifut’oalangan’el’iyo; ko nko wane o ngoko: 
REV.7.17	ele Bona owa mpate ole nd’etei ea ngwende eko ifoyalema wesanyi’okiyo, ko ifasamboza nda mboka ya bitoko bi’asi ba loiko: ko Nzakomba ifoluola wengi lofisali lim’aiso’akiyo o nduola.
REV.8.1	KOKO aki’nd’oakolaka lotaza ja nsambo, loola loki wai mongo ng’etei ea heure. 
REV.8.2	Ko ndenaki bikima nsambo bandemala nda joso ja Nzakomba; ko belola nsambo beokaema el’iyo.
REV.8.3	Ko ekima emo aoy’oemala ntutam’a nkinda ea mbeka, aki l’ijwa ea wolo; ko bouke wa baimi bokaem’el’ende, wae asangany’ako la beondo bia ba-boeko bauma nda nkinda ea mbeka ea wolo eki nda joso ja ngwende eko. 
REV.8.4	Ko bolinga wa baimi’ako, ko la beondo bia ba-boeko baolulela nda joso ja Nzakomba lima likata j’ekima eko. 
REV.8.5	Ko ekima aokola ijwa ea wolo; ko ayoz’eko la tsa ta nkinda ea mbeka, ko aolus’eko nd’okili: ko bakungola, la mposo, la bakalili, l’efukelo e’okili baoliela.
REV.8.6	Koko bikima nsambo baki la belola nsambo baolez’iyo mongo wete bule beko.
REV.8.7	Owa joso ulaki bolola; ko mboko la tsa, basangana l’alongo baoliela, ko baolusama nd’okili: ko likafo limoko j’akafo b’okili basato jotumbama, ko likafo limoko j’akafo b’etamba basato jotumbama, ko bisobe biuma biotumbama.
REV.8.8	Ko ekima ea bife ulaki bolola, ko yomba nga ngongo e’enene eyofete la tsa iolusama nda lieke j’okwa; ko likafo limoko j’akafo ba lieke j’okwa basato jofaningwa balongo: 
REV.8.9	ko likafo limoko j’akafo basato ba belemo bele nda lieke j’okwa beki la loiko jowa; ko likafo limoko j’akafo basato ba basua jofitana.
REV.8.10	Ko ekima ea bisato ulaki bolola, ko ioci y’inene iyofete ng’onoi, ikweki lima loola ko iokwela likafo limoko j’akafo ba ntando basato la nda bitoko bi’asi; 
REV.8.11	ko lina j’ioci iko lile wae Absinthe: ko likafo limoko j’akafo b’asi basato joyalema Absinthe, ko bouke w’anto bawaki la basi’ako, eki basi okelamaka bololo.
REV.8.12	Ko ekima ea binei ulaki bolola, ko likafo limoko j’akafo ba jefa la nsonge la tooci basato jofitana; wete likafo limoko j’akafo basato ba belem’eko liinde yo, ko likafo limoko j’akafo ba mbile basato lisamba fole, ko la botso o ngoko.
REV.8.13	Ko njenaki, ko ndokaki nkombe e’enene eyofekwa nd’etei ea loola, eobeleza la lofoso j’onene, jokela, Elo, elo, elo el’iy’afetsa nd’okili, ewela ea mposo ya belola bia bikima bisato bitafula.
REV.9.1	KO ekima ea bitano ulaki bolola, ko ndenaki ioci ikweki nd’okili lima loola: ko nsete ea lifoku ja Abuso eokaema el’ende. 
REV.9.2	Ko akombolaki lifoku j’Abuso; ko bolinga bolola lima lifoku nga bolinga w’etumbelo e’enene; ko jefa l’efofoe baolinda yo ewela ea bolinga wa lifoku. 
REV.9.3	Ko basalankata bolaki lim’olinga o nd’okili; ko mpamba eokaem’el’ako, elenge eata cakoli t’okili mpamba. 
REV.9.4	Ko joi josangem’ele bako wae bafofite bisobe bi’okili la njunda la betamba o nye; lolonde bafit’anto bafa la lotaza ja Nzakomba nda bilongi bikiyo. 
REV.9.5	Ko ntakaem’el’ako wete baom’anto, lolo basisoz’iyo l’elo nsanz’itano; ko nsisoza ekiyo eki eleng’ele eefe endokya yakoli banto. 
REV.9.6	Nd’embile beko banto bifas’iwa, lolo bafaotan’iko nye: bifolanga wae bawe, lolo iwa iolota lim’el’iyo. 
REV.9.7	Ko baonge ba basalankata baki ngole mpunda indezama l’etumba; ko nd’etsa’ekiyo bakuka o nga bakuka ba wolo, ko bilongi bikiyo biki nga bilongi bi’anto. 
REV.9.8	Baki la babwo nga babwo b’amato, ko baino bakiyo baki nga baino ba nkosi. 
REV.9.9	Baki la ngua nda ntolo nga ngua ya loolo; ko lolingo j’afafu’akiyo loki nga lolingo ja bitombelo, o nga lolingo ja mpunda iuke indikumwa nd’etumba. 
REV.9.10	Ko bale la nsolongo eleng’ele cakoli, ko la ngenge; ko mpamba ekot’iyo banto nsanz’itano ele nda nsolongo ikiyo. 
REV.9.11	Ekima ea lifoku j’abuso aolilama nda mpifo e’okulaka el’iyo: lina likae nda lofoso ja Ba-Ebele wete Abadona, ko nda lofoso ja Ba-Elene ale la lina Apolona.
REV.9.12	Elo ea joso eolekana; bala, Bielo bimo bife biela nd’afeka.
REV.9.13	Ko ekima ea botoa ulaki bolola, ko ndokaki lofoso lima bekolo bia nkinda ea mbeka ea wolo, ele nda joso ja Nzakomba, 
REV.9.14	omo aokela ekima ea botoa, oki la bolola, Tungola bikima binei bitungama nda ntando e’enene ea Pelata. 
REV.9.15	Ko bikima binei biotungwa, biko bezamaki o la ncina ea heure eko, la mbil’eko la nsanz’eko, la année eko, wae baome likafo limoko j’akafo b’anto basato. 
REV.9.16	Ko boanji w’eloi bi’anto bandafemaki nda mpunda boki bekoka nkot’ife; emi ndokaki boanji’okiyo. 
REV.9.17	Ene wete elenge eki’m’oenaka mpunda nd’enelo; ko iy’andafemaki nd’iko baki la ngua ya ntolo, nga ngua ya tsa, nga ya hyacinthe la soufre; ko betsa bia mpunda iko beki nga betsa bia nkosi, ko tsa la bolinga la soufre baolola lim’emwa’ekiyo. 
REV.9.18	La bielo biko bisato, wae tsa la bolinga la soufre bandolaki lim’emwa bekiyo, likafo limoko j’akafo b’anto basato baoomama; 
REV.9.19	ele mpamba ea mpunda iko ele nd’emwa’ekiyo la nd’engongo’ekiyo; ele bengongo’ekiyo bele ngole njwa, ko bele l’etsa ko bayokote banto la beko. 
REV.9.20	Ko bant’amo baciki bataomamaki la bielo bine, ntabaututalaki belemo bi’akata’akiyo wae bafomemya bademona, la baidola ba wolo la ba argent la ba konga la b’ekenje, ko la ba nsasenga, bafeneya, ko bafokeya, ko bafokendeya: 
REV.9.21	ko ntabaututalaki mbaoma ik’iy’oomak’anto ko la baloka’akiyo, ko la bansamba’akiyo, ko la ciya tokiyo.
REV.10.1	KO njenaki ekima emo ea mpamba, ekitela lima loola, aolotsama la litute; ko ngolo eki nd’otsa’okande, ko elongi ekae eki nga jefa, ko bakaka’akae nga bakonji ba tsa; 
REV.10.2	ko aki l’onkanda w’isisi boumbwa nda likata likae, ko amatelaki lieke j’okwa la likaka likae j’elome, ko amatelaki bokili la likaka likae ja waji; 
REV.10.3	ko aobeleza la lofoso j’onene nga lofoso ja nkosi efangwa: ko aki’nd’obelezaka, bakungola bako nsambo batefelaki. 
REV.10.4	Ko aki bakungola nsambo otefelaka, nkelaki wae nkote: ko ndokaki lofoso lima loola, lokela, Bomba baoyi baki bakungola otefelaka; tokotake bako. 
REV.10.5	Ko ekima eki’m’oenaka njemala nda lieke j’okwa la nd’okili asangyaki likata likae j’elome o nda wiji wa loola, 
REV.10.6	ko asimbaki l’ende oyoike bikeke la bikeke, ondemaki loola la toma touma tol’eko, ko l’okili la toma touma tol’eko, ko la lieke j’okwa la toma touma tol’eko wae ekeke efaoyalema lenkina, 
REV.10.7	lolonde nda bembile bia lofoso j’ekima ea nsambo, akel’ende wae ule bolola, nkako wisisa wa Nzakomba bosila, eleng’eki bosako w’olotsi boki’nd’osangelaka bakwala’akae, bateli. 
REV.10.8	Ko lofoso loki’m’ookaka lima loola lotefelaki l’emi lenkina, ko lokela, Kenda, yokole bonkanda boumbwa bole nda likata j’ekima ondemi nda lieke j’okwa la nd’okili. 
REV.10.9	Ko ncwak’ele ekima, ndokelaki wae anka bonkanda w’isisi. Ende aonkela, Kola, ko leka boko bouma; ko boko wifokela botema’oke bololo, lolo nd’omwa’oke wifoyalem’eteletela nga mpako. 
REV.10.10	Ko nkolaki bonkand’oko w’isisi lima likata j’ekima, ko ndeki boko bouma, ko boko boki nd’omwa’okami eteletela nga mpako; ko aki’m’oleka boko, botema’okami boyalemaki bololo. 
REV.10.11	Ko baonsangela, We wifotela lenkina baoyi nd’ewela ea bant’auke, ko la bise, ko la mposo, ko la bakulaka ba Rois bauke.
REV.11.1	KO bokombe bokaemak’el’emi ngole bonkando: ko omo aokela, Emala, eza ilombe ya Nzakomba, ko la nkinda ea mbeka, ko l’iy’amemya imemya eko. 
REV.11.2	Lolo itenela ile nd’anza b’ilombe cik’iko, tawezake; el’iko iokaemak’ele Bafaya: ko bifomatela bonanga wa boeko nsanza ntuk’inei l’ife. 
REV.11.3	Ko njifokaya temoins bakami bale elekelo, ko bifotel’aoyi bembile nkoto la benkam’efe l’embile ntuk’otoa, bifolotsama l’enyuku. 
REV.11.4	Bane wae betamba bia bilaya befe ko la biilelo bia totswa bite bindemi nda joso ja Nkolo e’okili. 
REV.11.5	Ko nkin’onto alanga wete afit’iyo, tsa toyole lim’emwa’ekiyo, ko toko tosiza baini’akiyo; ko nkin’onto alanga wae afit’iyo, ende ifoomama l’eleng’ene. 
REV.11.6	Bane bale la mpamba wete bafaningol’asi balongo, ko bafit’okili la wengi bieto, nd’ekeke nko loswele elang’iyo. 
REV.11.7	Ko a iy’osiza nsango ekiyo, nyama eko endola lima lifoku j’abuso ifauny’etumba, ko ifaoma ci. 
REV.11.8	Ko biembe bikiyo bifoyalema nda mboka e’onanga w’onene, botangema eleng’ele bolimo Sodomo la Ejipeto, wiji boki Nkolo oakemaka nd’ekulusu. 
REV.11.9	Ko banto ba wengi baoci la ba wengi beloi, la ba wengi mposo, la ba wengi bise baala biembe bikiyo bembile besato l’etei, ko bafeka wae bafokunde biembe bikiyo nd’oomba. 
REV.11.10	Ko iy’afetsa nd’okili basalangana nd’ewela ekiyo, ko bok’ekemo, ko bifosokozana nganji ya mpato; eki bateli’ak’afe otumolak’anto bafetsa nd’okili. 
REV.11.11	Nd’afeka ba bembile besato l’etei, loi ja loiko lim’ele Nzakomba jolotswel’iyo, ko baolemala nd’akaka’akiyo; ko booma w’onene bokwela banto bandaalaki. 
REV.11.12	Ko bokaki lofoso j’onene lima loola, londakela, Lound’endo. Ko bulelaki nda loola nda litute; ko baini’akiyo baalaki. 
REV.11.13	Ko nda heure eko efukelo e’enene e’okili eoliela, ko likafo limoko j’akafo b’onanga’oko jom jofitana; ko banto nkoto nsambo baomamaki nd’efukelo eko e’okili: ko iy’auma bakociki baoanga l’oangi, ko baomemya Nzakomba ea loola.
REV.11.14	Elo ea bife eolekana: bala, ea bisato eotutama.
REV.11.15	Ko ekima ea nsambo ulaki bolola; ko mposo y’inene iolokana nda loola, ko iko ikelaki, Likulaka j’okili joyalema likulaka ja Nkolo ekiso, ko ja Masiya ekande; ko ifoyalema nda mpifo eko bikeke la bikeke. 
REV.11.16	Ko bingambe ntuk’ife la binei bakit’ase nda ngwende ikiyo nda joso ja Nzakomba, baokwa nda bilongi bikiyo, ko baomemya Nzakomba, 
REV.11.17	bakela, Tokosima we boya, O Yawe Nzakomba, Owa mpamba euma, ol’eko, ko oki eko, ele we osila okola mpamba ekawe e’enene, ko oyala nda mpifo e’okulaka. 
REV.11.18	Koko ba-bise bokaki nkele, ko nkele ekawe eoya, ko l’ekeke e’etenelo e’akambo ea bawei eoliela, ko l’ekeke ee w’oka bakwala’ake, bateli, ndako ikiyo, ko la ba-boeko, ko l’iy’aanga lina like, ba tosisi ko la banene o ngoko; ko l’ekeke ee w’ofita banto bafit’okili.
REV.11.19	Ko ilombe ya Nzakomba ile nda loola iokombwa, ko sanduku ea elembelo e’okolo ekae eolenya nd’ilombe ikande iko; ko bakalili la mposo l’akungola, l’efukelo e’okili la mboko y’inene bielaki.
REV.12.1	KO lotaza j’onene jolenya nda loola; bomoto olotsama la jefa, ko nsonge eki nd’ase b’akaka’akae, ko aki la likuka ja tooci jom la tofe nd’otsa’okande; 
REV.12.2	aki la jemi, ko alelaki, el’ende aolomatswa, ko aolok’eefe wae aote bona. 
REV.12.3	Ko lotaza lomo jolenya nda loola; ko bala, dragon e’enene ea rouge, aki la betsa nsambo, ko l’ekolo jom, ko nd’etsa’ekae diadèmes nsambo, 
REV.12.4	koko losolongo lokande lobela likafo limoko j’akafo ba tooci ta loola basato, ko usaki toko nd’okili: ko dragon emalaki nda joso ja bomoto otutama loota wete a end’oota, amele bona okae. 
REV.12.5	Ko aotaki bona owa jende, oyalema nda mpifo ele benanga’euma la bonkando wa loolo: ko bona okae aokolama ele Nzakomba la nda ngwende ekae. 
REV.12.6	Ko bomoto alotaki nd’etekeleke eki Nzakomba oelezak’ende itenela, wae afongam’eko bembile nkoto la benkam’efe la bembile ntuk’otoa.
REV.12.7	Ko etumba eoliela nda loola: Mikaele la bikima bikae baunyaki dragon etumba: ko dragon la bikima bikae baunaki; 
REV.12.8	lolonde ntabalonga. Ko boyalo’okiyo ntabotanema lenkina nda loola nye. 
REV.12.9	Ko dragon e’enene, wae njwa ea kalakala, ende otangema Diabolo la Satana, wete bofombi ow’enanga’euma, usamaki nd’okili, ko la bikima bikae busamaki iyo l’ende. 
REV.12.10	Ko ndokaki lofoso j’onene nda loola, lokela, Aeyoko loiko la mpamba la likulaka ja Nzakomba ekiso la mpifo ea Masiya ekande baoya: ele bofaci ow’alongo’akiso ondafata mpafata nda joso ja Nzakomba ekiso la mbile l’otso, aolusama nd’ase. 
REV.12.11	Ko iyo boumbaki nd’ewela ea balongo ba Bona owa mpate, ko nd’ewela ea nsango ek’iy’osangaka; ko ntabalanga loiko lokiyo elaka nk’iwa. 
REV.12.12	Nd’ewel’ene we, loola, l’iny’ayala nda loola, losalangana. Elo ele bokili, ko l’ele lieke j’okwa: ele Diabolo aokitela el’inyo, oka nkele e’enene, el’ende aolea wete ale l’ililingi kika.
REV.12.13	Aki Dragon oenaka wae aolusama nd’okili anyokolaki bomot’oko ootaki bona owa jende. 
REV.12.14	Ko bafafu bak’afe ba nkombe eko e’enene baokaem’ele bomot’oko, wete afekwa nd’etekeleke nd’itenela ikande ifongam’ende ekeke la bikeke ko l’etei ea ekeke lim’elongi ea njwa eko. 
REV.12.15	Ko njwa aozak’asi lim’omwa’okande ele bomoto ngole ntando eko. 
REV.12.16	Ko bokili bokambyaki bomoto, ko boumbolaki bomwa’okande, ko bomelaki ntando eki dragon oozaka lim’omwa’okae. 
REV.12.17	Ko dragon aolokel’omot’oko nkele mongo, ko aocw’ounya bana’akae baciki etumba, wae iy’afonga besise bia Nzakomba, ko bakatemela nsango ea Yesu.
REV.13.1	KO ende aolemala nd’ekongo bia lieke j’okwa. Ko njenaki nyama emo eyosafwa lima lieke j’okwa, eki la bekolo jom la betsa nsambo, ko eki la diadèmes jom nd’ekolo’ekae, ko la baina ba nsaola ea tosaola nd’etsa’ekande. 
REV.13.2	Ko nyama eko eki’m’oenaka eki nga nkoi, bakaka’akae baki nga bakaka ba ours, ko bomwa’okae boki nga bomwa wa nkosi: ko dragon okaaki mpamba ekae, ko la ngwende ekae, ko la mpifo e’enene. 
REV.13.3	Ko njenaki botsa’okae’omo nga bolotala mpota e’iwa; lolo mpota ekae e’iwa eoika: ko benanga beuma bakamwaki la ncina ea nyama eko, 
REV.13.4	ko bamemyaki dragon eki’nde okaaka mpifo ekae ele nyama eko; ko bamemyaki nyama eko, bakela, Osongi la nyama ene na? ko okuseya ouny’ende etumba na? 
REV.13.5	Ko bomwa bokaema el’ende botefela baoyi b’anene la tosaola; ko mpifo eokaem’el’ende wete ayaleme nsanza ntuk’inei l’ife. 
REV.13.6	Ko aumbol’omwa’okande wae asaole Nzakomba ko asaole lina likae ko l’ilombe ikae, o l’iy’ayala nda loola. 
REV.13.7	Elekelo eokaem’el’ende wae aunya ba-boeko etumba, ko aumb’iyo: ko mpifo eokaem’el’ende ele wengi baoci la wengi banto la wengi lofoso la wengi ese. 
REV.13.8	Ko bant’auma bafetsa nd’okili bifomemy’ende, wete wengi’onto otakotama lina nd’onkanda wa loiko wa Bona owa mpate, oomama lim’iango y’okili. 
REV.13.9	Nkin’onto ale la litoi, kel’end’okoza. 
REV.13.10	Nkin’onto ale owa jombo, ende ifocwa nda jombo: nkin’omo aom’onto l’ifaka y’etumba, ende ifoomama l’ifaka y’etumba. Ane wae ikelo e’otema ko l’imeezo ea ba-boeko.
REV.13.11	Ko njenaki nyama enkina ayole lim’okili; aki l’ekolo befe nga bona owa mpate, ko atefelaki nga dragon. 
REV.13.12	Ko ende akelaki baoyi ba mpifo ea nyama ea joso nd’aiso’akae: ko aotoma bokili l’iy’afetsa nd’okili lotomo wete bamemya nyama ea joso, eki mpota e’iwa oikaka, 
REV.13.13	ko aokela ntaza y’inene, wae akiteza tsa nd’okili lima loola nd’aiso b’anto. 
REV.13.14	Ko aofomb’iy’afetsa nd’okili la ncina ea ntaza ikaem’el’ende wete akel’iko nd’aiso ba nyama eko; asangela banto bafetsa nd’okili, wae bakele efoya ea nyama eki la mpota e’ifaka y’etumba, ko eoika. 
REV.13.15	Ko mpifo ekaem’el’ende wae aka eko loi, wete efoya ea nyama eko, wae efoya ea nyama etefele, ko akele wete iy’auma bafomemy’efoya ea nyama eko baomame. 
REV.13.16	Ko akela wae bant’auma ba tosisi la b’anene, baaci la beola, ba nsomi l’akwala, bambe lotaza nda likata likiyo j’elome, nkina nd’elongi ekiyo; 
REV.13.17	ko nk’onto okuseya losomba nkina lotekya toma, imola nk’ende ole la lotaza loko, wete lina ja nyama eko, nkina boanji wa lina likande. 
REV.13.18	Ane wae wanya. Ende ole la nkotola, kel’ende aande boanji wa nyama eko: ele boko bole boanji w’onto: ko boanji’okande bole wae benkam’otoa la ntuk’otoa l’otoa.
REV.14.1	KO njenaki ko bala, Bona owa mpate emi nda ngongo ea Ziona, ko baki l’ende banto bokoko bomoko la kese inei la nkot’inei, baki lina likae ko la lina j’Ise ekae okotamaka nda bilongi bikiyo. 
REV.14.2	Ko ndokaki lofoso lima loola, nga lofoso j’asi’auke, ko nga lofoso ja likungola j’onene; ko lofoso loki’m’ookaka loki nga mposo ya bafomi b’engele, bayofome bengele’ekiyo, 
REV.14.3	ko bemba nsau nga nsau e’aeyoko nda joso ja ngwende eko, la nda joso ja nyama ik’inei iyoike, la nda joso ja bingambe biko: ko nk’onto okuseya jekela nsau eko, imola nko banto bokoko bomoko la kese inei la nkot’inei wete iy’asombamaki lim’okili. 
REV.14.4	Bane wae iy’ataalana l’amato: el’iyo bale benjemba mongo. Bane wete iy’akima Bona owa mpate wiji wa nko loswele bocw’ende. Bane basombamaki lim’ek’anto wae bayale bamuka ba joso ele Nzakomba, ko l’ele Bona owa mpate. 
REV.14.5	Ko nk’ampulu batanema nd’omwa’okiyo nye: iyo bafa la bolema.
REV.14.6	Ko njenaki ekima emo ayofekwa nd’etei ea loola, aki la nsango e’olotsi ea seko wae aongoz’ele banto bafetsa nd’okili, ko l’ele wengi ese la wengi booci la wengi lofoso la wengi’anto: 
REV.14.7	ko atefelaki la lofoso j’onene, akela, Loanga Nzakomba, ko lomemy’ende l’imemya ya jilangi, ele ekeke e’etenelo ekande e’akambo eoya; ko lomemy’ende ondemaki loola l’okili la lieke j’okwa la bitoko bi’asi.
REV.14.8	Ko ekima emo ea bife aoliela, akela, Aokwa! aokwa! Babela w’onene, omezaki baoci bauma vina ea nkele ea linsamba.
REV.14.9	Ko ekima enkina ea bisato aokima biko, akela la lofoso j’onene, Nkin’onto nko loswele amemya nyama eko l’efoya ekae, ko aolamba lotaza nd’elongi ekae nkina nda likata likae, 
REV.14.10	ende ifomela vina ea nkele ea Nzakomba endezama nko nsanganya nd’ekala ea nkele ekae; ko ifen’elo la tsa ko la soufre nda joso ja bikima bi’oeko, ko nda joso ja Bona owa mpate: 
REV.14.11	ko bolinga w’elo ekiyo bolulela bikeke la bikeke; ko iy’amemya nyama eko l’efoya ekande, ko l’ende ondamba lotaza ja lina likae bafoate jomo la mbile l’otso nye. 
REV.14.12	Ane wae ikelo e’otema ea ba-boeko, wete iy’afonga besise bia Nzakomba ko l’imeezo eko ea Yesu.
REV.14.13	Ko ndokaki lofoso lima loola, lokela, Kotaka, Lim’aeyoko bawei bawa ele Nkolo baosakema l’okako wa swa. Bolimo akela, Onde, wae bome lim’elemo’ekiyo; ele beketo’ekiyo beolakima.
REV.14.14	Ko njenaki, ko bala, litute ja fe; ko omo akit’ase nda litute nga Bona ow’onto, aki la likuka ja wolo nd’otsa’okae, ko aokita bongwango wa mpia nda likata likae. 
REV.14.15	Ko ekima emo aolola lim’ilombe ya Nzakomba aobeleza, aokel’ende okit’ase nda litute la lofoso j’onene, Tomba bongwango’oke ko muka: ele heure ea mamuka eokita, ele emukelo e’okili eolelama. 
REV.14.16	Ko ende okitak’ase nda litute usaki bongwango’okae nd’okili; ko bokili bomukama.
REV.14.17	Ko ekima emo olaki lim’ilombe ya Nzakomba ile nda loola, ko ende aki l’ongwango wa mpia ngoko. 
