GEN.1.1	Nutem etellrani Agayutem ellarpak nuna-llu piliaqellruak. 
MAL.2.6	Elitnaurilallruut piciulrianek, piciunrilngurnek pivkenateng. Yuullruut-llu maligtaqulluteng wangnun; ellait-llu kiimeng piciulria aturluku pivkenateng, tau͡gaam amlleret ikayullruit assiilngurmek calinrirtelluki. 
MAL.2.7	Agayulirtet caliarkaqaat elitnaurutkarkauluku yugnun piciulria nallunritlerkaa Agayutem. Yuut ellaitnun ullaulluteng elicungcarnarqaat pisqutka, tua-i-wa qanertekngaki 
MAL.2.8	“Tau͡gaam maa-i elpeci agayulirten̄i avtuci piciulriamek tumyaramek. Elitnaurutevci amlleret alarcet'larait. Navgarci akqun pillgutekluci taqelqa. 
MAL.2.9	Taumek wiinga, caunrilkevkarciqamci Israel-aam yuinun tua-i-wa elpeci pisqutka atunrilavciu, elitnauraqavciki-llu yuunka, tamalkuita ayuqluki piksailavciki.”
MAL.2.10	Tamamta-qaa ataucimek atangqenritukut? Tamamta-llu-qaa ataucim Agayutem piliaqellrunritaakut? Ciin-mi tua-i ilamten̄un akqutelput atuqsaitelarceta, ciin-llu caunrilkeceta akqun ciuliaput pillgutekluki Agayutem taqellra? 
MAL.2.11	Judah-m yuin navellruat akqutseng Agayutmun taqulluteng-llu cakneq assiitellriamek Jerusalem-aami nunami-llu tamiini. Menuurtellruat Agayuvigpak 
MAL.2.12	Kitaki 
MAL.2.13	Wani-wa-llu cali alla pilallerci. Patulararci 
MAL.2.14	Aptuci ciin ciuniurinanriucianek tamakunek. Tuaten piuq nallunrilamiu atunrilavgu akqutkellren nuliarpenun kassuutellerpetegni ayagyuarlutek. Aipaq'ngerpegu, akquten elliinun navellruan, akqillrung'e'rpet ciuqerrani Agayutem piciuluten piciqniluten elliinun. 
MAL.2.15	Agayutem-qaa atauciurcetellrunritaatek kemegkun anernerkun-llu? Ca-mi pitekluku tuaten pillrua? Tua-i tuaten pillruuq irniangesqellutek piciuluteng Agayutem yugkainek. Taumek pinritevkenaku ilavci navenrilkiliu akqutkellni nuliaminun. 
MAL.2.16	 Agayutii Israel-aam qanertuq, “Avvucaraq uumikaqa. Eq'urtelartua ilasi akngirnarqellriamek piaqan nuliaminun. Pinritevkenak navegyaqunaku akqillren piciugarkauniluten nuliarpenun.”
MAL.2.17	Taqsuqevkararci 
MAL.3.2	Kia-kiq cavkenani tauna erneq aturyugnganiartau ellii taikan? Kina-llu nangerngayugngaciqa ellii alaiqan? Tuani ernermi taikuni ayuqeciquq miilatun tuknilriatun, kenertun carririlriatun assircarilriatun cavigmek. 
MAL.3.3	Ellii taiciquq cuqciyarturluni assircarilriatun avurrluirilriatun-llu qerrirlimek cavigmek. Cavignek calistetun assircarilauciatun qerrirlimek cavigmek suulutaamek-llu, tuaten 
MAL.3.4	Nutaan elliitet Judah-m Jerusalem-aam-llu yuin taitellrit 
MAL.3.6	“Wiinga 
MAL.3.7	Elpeci, ciuliarpecicetun, avtellruuci alerquutemnek aturpek'naki-llu. Uterci wangnun, wiinga-llu uterrniartua elpecen̄un. Tau͡gaam elpeci aptuci, ‘Qaillun-mi piluta uterciiqseta elpenun?’ 
MAL.3.8	Wiinga aptamci, canrituq-qaa yuum teglegikuniu Agayun? Watqapik tuaten pingaituq, tau͡gken elpeci teglegiaqlua. Elpeci-llu qanertuci, ‘Qaillun teglegceta elpenek?’ Qulngurutevciuggun-wa elliitevciuggun-llu. 
MAL.3.9	Aniqlaamauci tamarpeci, tua-i-wa atanruviim yuin tamarmeng teglegiatnga. 
MAL.3.10	Qulngurutet ilakuivkenaki taiciki Agayuvigpagmun, neqkat nurnaitnaurtut enemni. Naspaacia pitassiarluku ikirusngailucirci qiliim egalrinek, kuvevikluci-llu uryulriamek atawaqautmek. 
MAL.3.11	Naucetaaci ciissiarnun piunrirtessngaitanka, wine-arkat-llu atsat naucetaaci nauluaqerciqut. 
MAL.3.12	Nutaan-llu atanruvilget tamarmeng yuita atawaqercecimalriaruniciqaiceci, tua-i-wa nunasi nunaksuuminarqelriaruciqngan.”
MAL.3.14	Elpeci waten qanellruuci, ‘Catngunrituq kevgiullra Agayutem. Cakanirciqseta qanellranek atuqumta wall'u wangkuta nasvakumteggu umyuarniullerput 
MAL.3.15	Tangllemten̄i, ucuryagtellriit tau͡gaam yuut angnilartut. Assiitellriit yuut tukuurteqainarpek'nateng, tau͡gaam naspaalaraat-llu Agayutem pektayiilucia assiilngurnek calillermegteggun, tau͡gken qimagaqluku picurlallmeng nunuliutii.’”
MAL.3.16	Tua-llu yuut 
MAL.3.17	-llu Artuqailnguq qanerluni, “Taukut wiinga yuk'eciqanka. Tuani ernermi piarkaqa pikumku, nakmiillaqsaguciiqanka. Naklekciqanka-llu angayuqaulriim naklekilauciatun irniaminek kevgiurtem̄inek. 
MAL.3.18	Ataam yum'a tangenqigciiqaat niisngalriit ellualriakun-llu yuulriit ayuqenritellrat assiilngurmek calilriatun, kevgiulriit-llu wangnun ayuqenritellrat kevgiunrilngurtun.”
MAL.4.2	Tau͡gaam elpecen̄un niisngastemnun, anirturillma pinia piciiquq akertetun elpecen̄un tailluni-llu mamcimallerkamek akertem ciqinqallratun. Camek nagutaiciiquci angnirciquci-llu kuluvayagartun casguminek anevkaumalriatun. 
MAL.4.3	Ernermi tuani piarkaqa pikumku, cirlakciqaci yurrluut, ayuqeciqut-llu urr'artun tutmauskevcetun.
MAL.4.4	“Neq'akiciki elitnaurutai pistem̄a Moses-aam, alerquutet picirkiutet-llu cikiutekellrenka elliinun Ingrimi Sinai-ami niisngasqelluki tamalkuitnun Israel-aam yuinun.
MAL.4.5	“Tau͡gaam tekipailgan angelria alingnarqelria-llu erenra 
MAL.4.6	Elliin ciuliqagciiqai ataulriit irniarulriit-llu ataam atunem kenkuyutellerkaatnun; tuaten pinrilkan taiyartua piunrirluku-llu nunasi.”
MAT.1.1	Wani-wa Jesus Christ-am, David-aam qetunraan, Abraham-aam-llu qetunraan kalikartaa. 
MAT.1.2	Abraham-aaq qetunrangqellruuq Isaac-aamek; Isaac-llu qetunrangqellruuq Jacob-aamek; Jacob-aaq-llu qetunrangqellruuq Judah-mek anelgutainek-llu; 
MAT.1.3	Judah-llu Tamar-amek nuliarluni qetunrangqellruuq Perez-amek, Zerah-mek-llu; Perez-llu qetunrangqellruuq Hezron-aamek; Hezron-llu qetunrangqellruuq Ram-amek; 
MAT.1.4	Ram-aq-llu qetunrangqellruuq Amminadab-aamek; Amminadab-aaq-llu qetunrangqellruuq Nahshon-aamek; Nahshon-llu qetunrangqellruuq Salmon-aamek; 
MAT.1.5	Salmon-llu Rahab-amek nuliarluni qetunrangqellruuq Boaz-amek; Boaz-llu Ruth-amek nuliarluni qetunrangqellruuq Obed-aamek; Obed-llu qetunrangqellruuq Jesse-mek; 
MAT.1.6	Jesse-llu qetunrangqellruuq David-aamek, Atanermek.
MAT.1.6	David-llu nuliarluni Uriah-m nuliallranek qetunrangqellruuq Solomon-aamek; 
MAT.1.7	Solomon-llu qetunrangqellruuq Rehoboam-aamek; Rehoboam-aaq-llu qetunrangqellruuq Abijah-mek; Abijah-llu qetunrangqellruuq Asa-mek; 
MAT.1.8	Asa-llu qetunrangqellruuq Jehoshaphat-amek; Jehoshaphat-llu qetunrangqellruuq Jehoram-aamek; Jehoram-aaq-llu qetunrangqellruuq Uzziah-mek; 
MAT.1.9	Uzziah-llu qetunrangqellruuq Jotham-aamek; Jotham-aaq-llu qetunrangqellruuq Ahaz-amek; Ahaz-llu qetunrangqellruuq Hezekiah-mek; 
MAT.1.10	Hezekiah-llu qetunrangqellruuq Manasseh-mek; Manasseh-llu qetunrangqellruuq Amon-aamek; Amon-llu qetunrangqellruuq Josiah-mek; 
MAT.1.11	Josiah-llu qetunrangqellruuq Jechoiachin-aamek, anelgutainek-llu, tamatum nalliini ayaucimallrata Babylon-aarmiut nuniitnun.
MAT.1.12	Babylon-aarmiunun-llu ayaucimallrata kinguani Jehoiachin qetunrangqellruuq Shealtiel-aamek; Shealtiel-llu qetunrangqellruuq Zerubbabel-aamek; 
MAT.1.13	Zerubbabel-llu qetunrangqellruuq Abiud-amek; Abiud-aq-llu qetunrangqellruuq Eliakim-aamek; Eliakim-llu qetunrangqellruuq Azor-amek; 
MAT.1.14	Azor-llu qetunrangqellruuq Zadok-aamek; Zadok-llu qetunrangqellruuq Achim-amek; Achim-llu qetunrangqellruuq Eliud-aamek; 
MAT.1.15	Eliud-llu qetunrangqellruuq Eleazar-aamek; Eleazar-llu qetunrangqellruuq Matthan-aamek; Matthan-llu qetunrangqellruuq Jacob-aamek; 
MAT.1.16	Jacob-aaq-llu qetunrangqellruuq Joseph-aamek, Mary-m uinganek. Tauna-llu Mary qetunrangqellruuq Jesus-aamek, Christ-amek aprumalriamek.
MAT.1.17	Tua-i waniwa Abraham-aamek ayagluteng David-aaq engelkarrluku, kinguveqelriit akimiarunritaraugut; David-aam-llu kinguani, Babylon-aamun ayaucimallerteng engelkarrluku kinguveqelriit akimiarunritaraugut; Babylon-aamun-llu ayaucimallrata kinguani Christ-aq engelkarrluku kinguveqelriit cali akimiarunritaraugut.
MAT.1.18	Jesus-aam Christ-am yuurtellra waten piuguq. Aanii, Mary, Joseph-aamun anglleq, nuliqsagupailegmek qingartuq Anernermek Tanqilriamek. 
MAT.1.19	Uikautiin-llu Joseph-aam, ellualriaruami kiaresngiacetnavkenaku, yuut aciatgun ellminek taq'icugyaaqaa. 
MAT.1.20	Man'a umyuaqnginanrani Atanrem an'gilaa qavangurtullrakun elliinun tangercetuq qanrulluku, “Joseph-aaq, David-aam qetunraa, alingevkenak teguu nulirkan Mary, wani-wa Anernermek Tanqilriamek qingartuq. 
MAT.1.21	Irniarkauguq-llu qetunrangluni, acirarkaugarci-llu Jesus-aamek, yun'i anirturarkaungaki assiilnguitnek.” 
MAT.1.22	Man'a tuaten piuq piciurrluku Atanrem qaneryaraa prophet-aakun qanrutkumalria waten: 
MAT.1.23	“Tangerrluku, neviarcar agtuumaksailnguq qingarciquq, irniciquq-llu qetunrangluni, aterpagciiqaat-llu Immanuel-aamek,” (mumiggluku waten ayuquq: “Agayutem nayuraakut”). 
MAT.1.24	Tua-i Joseph-aaq tupiimi Atanrem an'gilaan pisquciatun piuq, nulirkautni teguluku, 
MAT.1.25	tau͡gaam agturpek'naku irnivailgan; irnian-llu mikelnguq aciraat Jesus-aamek.
MAT.2.1	Jesus-aaq yuurcan Bethlehem-aami, Judea-mi, Herod-aaq atanrullrani, tangerrluku yuut umyuartulriit Jerusalem-aamun tekitut Calaram tungiinek, qanerluteng, 
MAT.2.2	“Nauwa-mi tauna yuurrnerraq Jews-aat atanerkaat? Wani-wa agyaa tangrramteggu Calaram nuniini, taigukut ciktaarviknaluku.” 
MAT.2.3	Herod-aaq tau͡gaam mat'umek niicami nuniituq, Jerusalem-aarmiut-llu tamarmeng tuaten. 
MAT.2.4	Tua-i-llu agayulirten͞gunret igatulit-llu quyurcetai, apluki-llu nani Christ-am yuurtarkaucianek. 
MAT.2.5	Kiugaat, “Bethlehem-aami Judea-melngurmi, waten igausngiin prophet-aatgun: 
MAT.2.6	‘Elpet, Bethlehem-aaq, Judah-melngurmi, mikellrunrituten Judah-m nunaini, elpenek tekitarkaungan Angayuqaq yuunka Israel-aat atanirarkauluki.’” 
MAT.2.7	Tua-i Herod-aam taukut umyuartulriit kelegcetai aassaqluni apluki-llu ilungluni qangvaq agyam alairucianek. 
MAT.2.8	Bethlehem-aamun-llu ayagcetai qanerluni: “Ayagci mikelnguq tauna yuarluku cumiggluci, nataqekuvciu-llu qanruskicia, wiinga-llu tuaten ciktaarviksarturniarqa.” 
MAT.2.9	Tua-i-llu atanrem qanellra niicamegteggu ayagtut; ataam-llu agyaq Calarami alailleq ciungatgun pektuq, mikelnguum-llu uitallra tekilluku quliini arulairtuq. 
MAT.2.10	Agyaq tangrramegteggu angniqapigtut cakneq. 
MAT.2.11	Enemun-llu itrameng tangrraat mikelnguq aanii-llu Mary; ciuqerranun-llu ciisqumiggluteng ciktaarvikaat, tukuutmeggnek-llu payugtaat cikiutnek, wani-wa suulutaamek, aruvagkamek, tepkegcilriamek-llu uqumek. 
MAT.2.12	Qavangurtullratgun Agayutem inerquateng Herod-aamun utertesqevkenaki, nunameggnun utertut Jerusalem-aarmiut tumkevkenaki.
MAT.2.13	Ayaumariata-llu Atanrem an'gilaa Joseph-aamun tangercetuq qavangurtullrakun qanrulluku, “Makluten, qimausgu mikelnguq aanii-llu Egypt-aamun, tuanetniartuci elpengcallerkama engeliinun; wani-wa mikelnguq tauna Herod-aam yuaqataraa piunrirnaluku.” 
MAT.2.14	Tua-i unugmi makluni mikelnguyagaq aanii-llu ayautak Egypt-aamun. 
MAT.2.15	Tuani-llu uitaluteng Herod-aam tuqullran engeliinun, piciurrluku Agayutem qaneryaraa prophet-aakun waten, “Qetunraqa kelgaqa Egypt-aamek.”
MAT.2.16	Tau͡gaam Herod-aam, elpekngamiki imkut umyuartulriit elliinun cakaarilriit, eq'uqertuq cakneq, Bethlehem-aarmiunun-llu avataitnun-llu ayagceciuq tuquqluki tamalkuita mikelnguut tan'gaurluut malrugnek allrakungeksailnguut; wani-wa taukut umyuartulriit apqaunqegcaarallruamiki qangvaq yuurucianek. 
MAT.2.17	Tua-i Jeremiah-m prophet-aam qanellra cali piciurtuq man'a: 
MAT.2.18	“Ramah-rmiut erinamek niitut qialriamek yuunialriamek, Rachel-aam yuuniarutekngaki irniani, qarucunaunani-llu piunriata.”
MAT.2.19	Herod-aaq tuqumarian, Atanrem an'gilaa cali Joseph-aamun tangercetuq Egypt-aami qavangurtullrakun qanrulluku, 
MAT.2.20	“Makluten ayauskek mikelnguq aanii-llu Israel-aat nuniitnun, waniwa yuunrirtut mikelnguum tuqutengnaqestai.” 
MAT.2.21	Tupiimi-llu tuaten piuq, aanakelriik ayautak, Israel-aat-llu nuniitnun tekilluni. 
MAT.2.22	Tau͡gaam niicami Herod-aam cimiucia qetunraanek Archelaus-aamek, Judea-mi atanrurtellriamek, alinguq tuavet ullautellerkamegnek, Agayutem-llu qanrutenqigcani qavanguakun, qimakanirtut Galilee-amun. 
MAT.2.23	Nunaliluteng-llu Nazareth-aarmiuni. Piciurrluku qaneryaraq: Ellii pitekluku qanrutkumalria prophet-aatgun, “Nazarene-armiumek” aprumaarkauniluku.
MAT.3.1	Tamatum nalliini John-aaq Angllurcecista tekituq, Judea-m-llu yuilqurtaani qaneryariurluni, qanerluni, 
MAT.3.2	“Umyualinqigci, qiliim angayuqauvia ukaqsigian.” 
MAT.3.3	Wani-wa tauna qanrutkumauq Isaiah-kun prophet-aakun waten, “Yuilqumi qayagalriim erinii; Ataneq tumkaanek upyuciu, pekcararkai-llu elluaqcarciki nalqigcarluki.” 
MAT.3.4	John-aaq una aturangqertuq ungungssim qulugtellriim melqurrinek naqugutengqerrluni-llu amimek, ner'aqluni-llu petgertayulirpagnek, evegtaat-llu neqkautaitnek. 
MAT.3.5	Yugugaat-llu ullagaat, Jerusalem-aarmiut, Judea-m-llu tamarmi yuin, Jordan-aam-llu tamarmi yuin. 
MAT.3.6	Angllurcetevkartut-llu elliinun Jordan-aami assiilnguteng apervikuatekluki.
MAT.3.7	Tau͡gaam Pharisee-aat amllellriit Sadducee-aat-llu tangrramiki anglluryulriit qalarutai, “Elpeci ciissirpiit piyagaitni, kia apertuutaci Agayutem eq'ukutii qimaasqelluku? 
MAT.3.8	Taumek yuucirpeciuggun umyualinqigtellerci nasvagciu. 
MAT.3.9	Umyuarpeciuggun-llu qankunavkenaci: ‘Abraham-aam kinguveqaakut.’ Waniwa qanrutamci Agayun makunek teggalqunek kinguverkiuryugngauq Abraham-aamun. 
MAT.3.10	Cali-llu napat aciat ellivikumauq piqertuutarmek, napat atsangenrilnguut assilrianek, kepumaarkauluteng kenermun-llu muriulluki. 
MAT.3.11	Wiinga merkun angllurcetamci umyualinqigtellerkarpecen̄un, tau͡gaam cimirkaqa tauna, tukninrulria wangni, aluilitagkenek tegumiallerkaqa tunriukutnarquq; elliin angllurceciiqaaci Anernerkun Tanqilriakun, kenerkun-llu. 
MAT.3.12	Aqlayutminek avalingqertuq, mukaarkat-llu kaimvviat imairciqaa, mukaarkat-llu quyurrluki qemaggviminun, tau͡gaam carangllugkuat ekuavkararkaugai kenermek nipsuilngurmek.”
MAT.3.13	Taum nalliini Jesus-aaq Jordan-aamun tekituq Galilee-amek, John-aamun-llu angllurcesqumaluni. 
MAT.3.14	John-aam pisqumanricaaqaa qanrulluku, “Elpet tau͡gaam angllurcetnaqsaaqerpenga, amta-llu-qaa wangnun pisqumaluten?” 
MAT.3.15	Jesus-aam kiugaa, “Watua tuaten pivkarnga, tuaten pinaqngakuk elluam pisqutii aturluku.” Tua-i tuaten pivkaraa. 
MAT.3.16	Anglluumariami-llu Jesus-aaq egmian tag'uq mermek; taguciatun-llu qilak ikirtuq, Agayutem-llu Anernera tangrraa atralria yaqulegtun, elliinun-llu mill'uni. 
MAT.3.17	Erinatanguq-llu qilagmek qanerluni, “Wani-wa una Qetunraqa kenkek'ngaqa, ilukegcitkaqa.”
MAT.4.1	Jesus-aaq tua-i Anernerem yuilqumun ayautaa, tuunrangayagmun naspaamasqelluku. 
MAT.4.2	Neraituq-llu ernerni yuinaagni malrugni unugtuumaita, nutaan-llu kaingluni. 
MAT.4.3	Picetaarilriim-llu ullagaa qanrulluku, “Agayutem Qetunraqkaten teggalqut ukut kelipaurteski.” 
MAT.4.4	Tau͡gaam kiugaa, “Igausngauq, ‘Keliparrlainaq yuum yuutekenritaa, tau͡gaam qaneryaraq tamalkuan Agayutem qanranek anlleq.’” 
MAT.4.5	Tua-i tuunrangayiim ayautaa nunarpagnun kenciknarqelrianun, agayuviim-llu kangranun nangerngavkarluku. 
MAT.4.6	Qanrutaa-llu, “Agayutem Qetunraqkaten unavet igten; igausngiin, ‘An'gilani ellimerciqai elpet pitekluten; taukut-llu tegumiaqeciqaatgen, it'gaten teggalqunun kalgucetevkenaki.’” 
MAT.4.7	Jesus-aam qanrutaa, “Igausngauq cali, ‘Ataneq Agayuten naspaayunaitan.’” 
MAT.4.8	Cali tuunrangayiim ayautaa ingrirpiim qertuqapigtellriim kangranun, ellamiut-llu angayuqauviit tamalkuita kenegnartaciat elliinun tangercetai qanrulluku-llu, 
MAT.4.9	“Makut tamalkuita elpenun cikiutekciqanka ciisqumiggluten ciuqamnun ciktaarvikekuvnga.” 
MAT.4.10	Jesus-aam qanrutaa, “Au͡g'a, tuunrangayaak, igausngiin, ‘Atanrem Agayutvet ciuqerrani ciktaararkauguten, kevgiurluku-llu tauna kiingan.’” 
MAT.4.11	Nutaan tuunrangayiim unitaa; tangerrluku-llu, an'gilat ullagluku kevgiuraat.
MAT.4.12	Jesus-aaq-llu niicami John-aam itercimacianek, tuaken ayagtuq Galilee-amun. 
MAT.4.13	Nazareth-aarmiunek-llu upagtuq Capernaum-aamun, nanvarpiim cen̄iinun, Zebulun-aam Naphtali-m-llu yaaqsinrilkiignun, 
MAT.4.14	tua-i piciurtuq cali Isaiah-kun prophet-aakun qanrutkumalria waten, 
MAT.4.15	“Zebulun-aam nunii, Naphtali-m-llu nunii, nanvarpiim cen̄iini, Jordan-aam-llu akilirnera, Agayumanrilnguut-llu nuniit, Galilee-am ilii, 
MAT.4.16	tan'germi uitalriit yuut tanqigpagmek tangertut, cali-llu tuqum talinrani uitalriit tanqiim erutai.”
MAT.4.17	Tamana engelekluku Jesus-aaq qaneryariungellruuq qanraqluni, “Umyualinqigci, Agayutem angayuqauvia ukaqsigian.”
MAT.4.18	Nanvarpiim-llu cen̄iini piyuallermini amaqliqelriik tangrrak, Simon-aaq (Peter-aamek at'lek) anelgutii-llu Andrew, kuvyamek civcilriik nanvamun, neqsulriaruamek. 
MAT.4.19	Qanrutak-llu, “Maligtegnga, yugnek cangyaurceciiqamtek.” 
MAT.4.20	Kuvyasek-llu egmian unitaak maliggluku-llu. 
MAT.4.21	Tuaken-llu ayakaniami allagnek amaqliqelriignek tangertuq, James-aamek Zebedee-am qetunraanek, anelgutiinek-llu John-aamek; taukuk angyamtuk atasek ilakluku, kuvyamegnek-llu ilaarturilutek. Tua-i cali taisqak. 
MAT.4.22	Egmian-llu angyaq unitaak atasek-llu, maliggluku-llu.
MAT.4.23	Jesus-aaq-llu Galilee-ami tamiini ullagtaarutuq, agayuviitni qaneryariurluni, Angayuqauviim-llu qaneryarartaa qalarutekluku, anirturiluni-llu naulluulrianek apqucilegnek-llu yugnek. 
MAT.4.24	Elliin-llu caliara Syria-mi niitnauguq. Taumek elliinun ullautait naulluulriit, ayuqenrilngurnek apqucilget, akngialriit anernerrlulget-llu, qistetulit-llu, pektesciigalnguut-llu; elliin-llu anirturai. 
MAT.4.25	Yugugaat-llu maligtaat, Galilee-amek Decapolis-aamek-llu, Jerusalem-aarmiut-llu Judea-m-llu yuin, Jordan-aam-llu akianek.
MAT.5.1	Yugugaat tangrramiki ingrimun mayurtuq, aqumngan-llu elitnaurain ullagaat. 
MAT.5.2	Elicungcarai-llu qanerluni:
MAT.5.3	“Atawaqertut ellmeggnek picalqukenrilnguut, pikngamegteggu qiliim angayuqauvia.
MAT.5.4	“Atawaqertut angniilnguut, qarutaarumaarkaungameng.
MAT.5.5	“Atawaqertut ellmikutuulriit, piutengqerrarkaungameng nunami.
MAT.5.6	“Atawaqertut kailriit meqsulriit-llu elluamek, camirtarkaungameng.
MAT.5.7	“Atawaqertut takumcukitulit, takumcukumaarkaungameng.
MAT.5.8	“Atawaqertut ircaqumegteggun menuilnguut, tangrrarkaungamegteggu Agayun.
MAT.5.9	“Atawaqertut uitanqegcivkarilriit, Agayutem yuinek aprumaarkaungameng.
MAT.5.10	“Atawaqertut nangcimalriit elluangnaqucirteng pitekluku, qiliim angayuqauvia pikngamegteggu.
MAT.5.11	“Atawaqertuci qumlikekaceci nanglluci-llu assiitellrianek-llu ayuqenrilngurnek piciliraqluci wii piteklua. 
MAT.5.12	Nunaniryugci angnirpagluci-llu, akiliutekarci angengan qilagmi. Tuaten nangtellruitki ciuvcen̄i qaneryariulriit.
MAT.5.13	“Nunamun taryuuguci. Tau͡gaam taryuq taryurninairuskan, ca taryirciqau? Catngunriciiquq tau͡gaam egcimaciquq yugnun tutmartelluku.
MAT.5.14	“Elpeci tanqiuguci ellamun, ingrim qainganelnguut nunat iirumangaitut. 
MAT.5.15	Tuaten-llu kenurraq kumalria puckam acianun ellimangaituq, tau͡gaam kenurrarvigmun, nutaan tanqigiarkauluki enemelnguut tamalkuita. 
MAT.5.16	Tuaten tanqigci yugnun tamaitnun, tangerrnaurait caliaci assilriit, nanrarnauraat-llu Atasi qilagmelnguq.
MAT.5.17	“Umyuarteqenrici tekicuklua caunrirnaluki alerquutet, prophet-aat-llu igait. Tekitenritua caunrircarturluki, tau͡gaam qaqicarturluki. 
MAT.5.18	Ilumun qanrutamci, alerquutet iliit carraungermi qaqimarivailgan, piunrirngaituq qiliim nunam-llu iquklitlerkaagnun. 
MAT.5.19	Kina imna alerquutmek carraungraan narurcilria, ilaminek-llu iqlutmun eguaquriluni, Agayutem takuani catngunrituq. Tau͡gaam kia imum atuquniki ayuqucirtuutekluki-llu ang'arkauguq Agayutem angayuqauviani. 
MAT.5.20	Qanrutnaamci, Agayumacirci elluanrunrilkan igatulit Pharisee-aat-llu agayumaciatni, tua-i qiliim angayuqauvia iterngaitarci.
MAT.5.21	“Niitelararci ak'a tamaani inerquun: ‘Tuquciyaqunak, kina-llu imna tuqucilria, qanercetaarumaciquq.’ 
MAT.5.22	Wiinga tau͡gaam qanrutamci, kina imna ilaminun paggluirucunrilnguq qanercetaarumaarkauguq; kina-llu ilaminek caunrilkilria angtuamek qanercetaarumaarkauguq; kina-llu imna ilaminek aniqlaayulria kenermun nipsuilngurmun piarkauguq. 
MAT.5.23	Agayutmun cikiqengqatallerpeni ekuagarkanek neq'ak'ngangqerquvet assiilngillerpenek ilavnun, 
MAT.5.24	cikiutekan tuavet ekuavigmun unilluku, ilan ullagluku kenegyaguqaarlutek, nutaan cikiutekan cikiuteksarturru. 
MAT.5.25	Inglun-llu kenegyagutengnaqiu qanercetaarvigmun ullautellerpetegni, cuqcistem̄un tunyuaraaten ingluvet, cuqcistem-llu tunluten anguyagtem̄un, taum-llu itercivigmun iterrluten. 
MAT.5.26	Ilumun qanrutamken, tuaken anngaituten anucimirqecetaarutvet akilitlerkaan engeliinun.
MAT.5.27	“Niitelararci ak'a tamaani inerquun: ‘Akusrarutekiyaqunak.’ 
MAT.5.28	Wiinga tau͡gaam qanrutamci, kia imum umyuamikun arnamek aglumakikuni, ak'a akusrarutekumaria ircaqumikun. 
MAT.5.29	Iivet tallirpian picurlagceskaten, ikugluku egesgu, atawaunruciquten iingqeng'e'rpet inglupiamek tamalkirrluni temen nangteqnamun egcimanrilkuni. 
MAT.5.30	Unatvet-llu tallirpian picurlagceskatgen, kepiki eggluki-llu, atawaunruciquten inglupiamek unatengqeng'e'rpet, tamalkirrluni temen nangteqnamun egcimanrilkuni.
MAT.5.31	“Cali igausngauq: ‘Angutem nuliani unicukuniu kalikamek avvucaramek cikiisqelluku.’ 
MAT.5.32	Wiinga tau͡gaam qanertua: Kia imum nuliani avvuskuniu caruyallrunrilnguq akusrarutekevkaraa, kia-llu imum avvucimalria nuliqsaguskuniu cali akusrarutekaa.
MAT.5.33	“Cali ciuqvani qanrutkumalleq niitarci man'a, ‘Iqluluci ukvernarcarviksaqunaciu Agayun, tau͡gaam Agayun qigcikluku ukvernarcarillren aturarkaugan.’ 
MAT.5.34	Tau͡gaam qanrutamci, ukvernarcariyaqunaci watqapik, wall'u qilagmun, wani-wa Agayutem angayuqauvikngaku. 
MAT.5.35	Wall'u nunamun, wani-wa it'gain tusngavikngatgu, wall'u Jerusalem-aamun, wani-wa Atanerpiim nunakngaku. 
MAT.5.36	Tuaten-llu cali qamiquvgun ukvernarcarviksaqunaku, wani-wa elpenek nuyan atauciungraan qat'risciigatan tungurisciiganaku-llu. 
MAT.5.37	Tau͡gaam qanraqavci ‘angllerci’ wall'u ‘qangaallerci’ camek ilavkenaku, allamek qanquvci assiilnguuguq.
MAT.5.38	“Cali-llu niitelararci man'a, ‘Yuk iingirkengkan, iingircesqelluku, wall'u keggutairkengkan keggutairesqelluku.’ 
MAT.5.39	Tau͡gaam qanrutamci: akinauryaqunaci, tau͡gaam yuum qacareskaten tallirpiakun ulluvavet, inglua cali manikiu. 
MAT.5.40	Cali-llu yuum piksugiikaten paltuugpenek qaillukuarten̄un-llu ayaulluten, tua-i qallirraan-llu cali pikevkarru. 
MAT.5.41	Cali-llu yuum maliksukaten mile-aurtellranun, maligesgu malruurtellranun. 
MAT.5.42	Cikiisqellria-llu cikirru cikiisqutiinek, navraryulria-llu qunukutevkenaku.
MAT.5.43	“Cali niitelartuci mat'umek, ‘Ilan kenkarkaugan inglun-llu uumikluku.’ 
MAT.5.44	Tau͡gaam qanrutamci: Kenkiciki ingluci, piicauciki-llu tangerrnakesceci nangtesceci-llu. 
MAT.5.45	Atavci qilagmelnguum yuknauraaci. Wani-wa akerta pic'et'laraa assiilngurnun assilrianun-llu, cali-llu ellallircetaqluku ellualrianun elluanrilngurnun-llu. 
