MAT.1.1	Gittaabooda rooproobanga Yeesu Gristo, balleanda Dawdi, balleanda Abrahaamu. 
1PE.1.25	ak ng'asheanda Ng'uttamiida gayghwashng'u ea ghoaw damanda manda muudeanooda.”
1PE.1.25	Ak ng'asheanji ea Giijasta Miy surukuneegwa gil.
1PE.2.1	Asi ageandeawana geat munyinda sean ea milmilanda sean ea nyootta doobiiwnatta ea shidoodeaba ghaang' ea beeshta sean. 
1PE.2.2	Gawuurji diibiga manang'i siji ghamneawa, agassa eanooga miyaas bea gurorooda, ak abeeda goohissiini heeda lealeanooda; 
1PE.2.3	ak ea noosamu gideaba Ng'uttamiida gwandeawa alooheeda. 
1PE.2.4	Beenni headaannyi, ninyeeda was lagheaneeda mideawa eaweega, ghayi heawa buuneeda ak aba heeda Aseetta ea siloat ak gaba sheayeeda haw; 
1PE.2.5	ak goowuurjeewi lagheanga mideawa eaweega, ak geadeaseagwa awosa gheeda gurorooda, ak ghoaw ashoohoochcheandumeeda ghaydit, jea ghoadayda haleanjeeda gurorooda sisappa geadi bea ghadoweeda was gea jea ghamwas Aseetta aba naweeda Yeesu Gristo. 
1PE.2.6	Geang'waar aba jeeda ng'ooruutka gideaba:
1PE.2.6	“Ng'ulla, ghayiinyi uhuuda Sayuuni lagheaneeda, lagheaneeda washiini, siloat, haw sheayeat,
1PE.2.6	ak gilinyoo ghamwas niny ea mwajeapwaaspwaas.”
1PE.2.7	Asi agoogeeda mideawa masawaweega, gaba sheayeeda haw, nea aba heeda fuga mwamwasaan,
1PE.2.7	“Lagheaneeda fool fuga deekshi
1PE.2.7	aniiw lagheaneeda haw washiini.”
1PE.2.8	Nea
1PE.2.8	“Lagheaneeda jea gwaruusa buuneeda,
1PE.2.8	lagheaneeda jea ghwanung' goobeedeayi;”
1PE.2.8	ak goobeedeayi aba gideaba masissiina mureeda ng'asheanda, was gissunung' gaweay gwasin.
1PE.2.9	Nea agooga goowoschi emeeda siloat, ashoohoochcheandumeeda ambaliischi, emeeda ghaydidi, was fuga Aseetta, ak abeeda goorukkwiidi sinaweagaaschi deamdeameadi was dea guurneegwa arinnana jeeda misaneeda ak gooweayi jeeda weeshindaannyi haw. 
1PE.2.10	Ammadeeda ghayi moowosi buuneeda ak ghamneawa eanoowoschi fuga Aseetta; ammwadi ghayi miyanyasa baydeayda ak ghamneawa eanoanyaschi baydeayda.
1PE.2.11	Fugabwariinyi, geamuscheegwa nea goowuurjeewi rabasta ea fuga mang'aw mulsa haleanjeeda gasa saseeda ng'uchchi sea guroruunatkeagwa. 
1PE.2.12	Andeawana searoojiga miyaas aba jeeda Emoojiga, aba gideaba iisinapsa badahuukkeang'wa ng'uyyeega gideaba goosinnyi ng'asheega munyas, hean iing'ula sinaweegeagwa miyaas ghoaghaambiit Aseetta eaweeda jea ghwahinna. 
1PE.2.13	Sissiina Ng'uttamiida gadiyeeda aba madeeda buuneeda earea heeda sugoochcheanda haw ambaliischi gil, 
1PE.2.14	ghanea heeda sugoochcheanda haw sichcheagu ak ghwaaga ghoorjooda fuga sina ng'asheega munyasiini ak gwaduumsheesa fukka sina ng'asheega doabiiwiin. 
1PE.2.15	Aba gideaba nii gidagassiida Aseetta gil, gideaba aba sunooda ng'asheega miyaas abeeda geanung' ghwasiinda leendeeda fuga dasheahi. 
1PE.2.16	Oppiideatta fuga abal geat, ak ea mogadiyeattani gibaldeaba geat aba funyooda ng'asheega munyas, asi oppiideatta soomjooga Aseetta. 
1PE.2.17	Asissiina mureeda buuneessean. Abwariinnya fugeagwa. Owwala gheang'da Aseetta. Ottawa sugoochcheanda haw mureeda.
1PE.2.18	Soomjooga, asissiina fugeagwa hees mureeda aba mureeda sean, ea gea miyaas eara heeda fuga jooriischi, 
1PE.2.19	Aba gideaba iissa siida geesikteawa iyapkaat Aseetta, nea ghamilikghta sawanadeeda nea geesawan nea mwadoabiiwa. 
1PE.2.20	Aba gideaba gajea alooheemba naaha iyoosinnyi gidamuy nea geabwar nea ghoajeang'di, abeeda noanyaschi alooheeda aba madeeda Aseetta? 
1PE.2.21	Nea aba nii easuguurnaneegwa, aba gideaba eara Gristo gwasawana appadahuukkeang'wa, ak gagooneegwa gichchea agalana, gideaba gajayaada geeshtaannyi. 
1PE.2.22	Niny mii gwasin ring'eeda; ak eara ng'asheanda milmilanda ea miiyeeyiing'sa ghuuytaannyi. 
1PE.2.23	Niny ghayi iisiing'ng'eawi ea miighoodeelda ging'weakka; nea eara iisawana ea miigoomuuw sih; ghaghus ninyeeda laja girgweageeda nea ghoadoabiiw. 
1PE.2.24	Niny ghwasar ring'eagaasa aba saseadaannyi aba uhuuda geetta, ak abeeda geemeewayi aba ring'eeda, ak geewoschi majeekcheewi aba doabiiwnatta, aba deanneaduutkaaschi ea siihabeasa. 
1PE.2.25	Aba gideaba ghayi nooroottidi gisilga, ak ghamneawa ea noobiiksi Jeagiischoochcheanda was dea fur guroruunatkeagwa.
1PE.3.1	Asi eara agooga gadeemga, asissiina siyeendingeagwa mureeda, aba gideaba, iimiida gea masissiina mureeda ng'asheega, geeksu nea manda ng'asheanda geaghus searoojiga gadeemga nyaawa, 
1PE.3.2	iing'ula mureedeang'wa ea searoojiga miyaas. 
1PE.3.3	Suulgeagwa adagabeachchi suulgeapwadaw bea giireetta buudeega ea giishuupta haleanjeeda meang'meang'i ea giishuupta hang'weakka miyaas, 
1PE.3.4	gammiisa gawos siida funyaat aba gurorooda bea suulga mayghwadattasa ak gabiissa ea ng'eeni nea siindeawoot guroaru, nea aba madeeda Aseetta ea haw sheayeat. 
1PE.3.5	Nii gidasinniida gadeemga rar Aseetta gil ak gwasin suulga nyaawa nea gwasissa siyeendiga nyaawa mureeda, 
1PE.3.6	ak gawuurji gidaghayi sissiinda Saara mureeda Abrahaamu, ak gaguura niny ng'uttamiida. Ak ghamneawa goowoschi diibigaaschi iyoosinnyi ng'asheega doabiiw nea moanung' ghoabealeagwa gil. 
1PE.3.7	Ak gwasnu eara agooga siyeendiga, anala gichchea andeayeena sea gadeemgeagwa aba fughareeda, nea ghoottawji gatmooda mureeda, aba gideaba niny siida mandeawana uurda gil, aba gideaba saawa ea agooga gajahearana dagheerjeandumeeda eaweega, ak abeeda ameateala mooshteang'wa bea Asseetta.
1PE.3.8	Ng'asheanda huydean nii gil, awoosa gilagi, ak goobayiidi geat nea ghoabwariiydi geat oorjoospwa ghaamwadagi, nea goowoschi ng'eeni ak gooyeadayi geat ng'eanyi. 
1PE.3.9	Adowalliideawi ng'asheanda muy dea muy ghana ging'weakka ea ging'weakka; ghang'wana gidawi ghawooda, aba gideaba geeguurneey appadaydeaba ng'asheanji, ak abeeda ginyasi ghawooda. 
1PE.3.10	Aba gideaba
1PE.3.10	“Gili was sih bwariiy eaweega
1PE.3.10	ak gwadaa askwearjoojiga miyaas,
1PE.3.10	dadeala ng'ushaptaannyi adagwargu ng'asheanda muy
1PE.3.10	ak eara ghuuttaannyi adagwargu milmilanda;
1PE.3.11	ak ea danung'waada ng'asheega munyas ak gwasin gea doabiiw;
1PE.3.11	ak ea dagassa weayda, ak ghwaat geeshta muuchchi,
1PE.3.12	aba gideaba gheanyanga Ng'uttamiida gang'ula fuga doabiiweadi,
1PE.3.12	nea iidigaaschi ea jaadaat ghwayiiy mooshta Aseetta.
1PE.3.12	Ak gheamamda Ng'uttamiida gwanda badayda fuga sina ng'asheega munyas.”
1PE.3.13	Ak ghamneawa gaygwasawaneegwa ng'eaha iyoomilmiliidayi aba sinooda ng'asheega doobiiweadi? 
1PE.3.14	Eara gwasa asawanana appadayda doabiiwnatta, gajeegooneegwa ghawooda. Adoawalli saawa, nea adaghang'udeegwa muuwda, 
1PE.3.15	aba jeesinga guroruunatkeagwa asissiina Gristo mureeda gawuurji Ng'uttamiida. Nea galagasean gowoschi hideadi nea goofurji giliwas sih guurneegwa aba rarooda mida jeedeagwean, ak goosinnyi aba garbabanda ea mureeda; 
1PE.3.16	nea ghoanung' gamiyeasiidi fughareengeagwa, ak abeeda isippwaspwaseagwa, abeeda fukka ang'eawwi alooheedeang'wa aba jeeda Gristoohiin abeeda geanung' ghabwaspwas, 
1PE.3.17	aba gideaba ghang'wana sawanadeeda inyasi aba sinooda ng'asheega miyaas iigidagassiida Aseetta gil, mwasamwa sinooda ng'asheega munyas. 
1PE.3.18	Aba gideaba Gristo eara niny ghami nibwagi appadayda ring'eeda, ninnyeeda doabiiwaat appadayda gea mii doobiiweadi, aba gideaba gweanneassa heeda Aseetta ak geenuus saseadaannyi nea guroroodaannyi geettuudu; 
1PE.3.19	Ak iiduw gawa ak gwaruksa giijasta fukka mida ghealoonigean, 
1PE.3.20	suu ammwadi masna mureeda, aba damanda milikghtaawa Aseetta ak gafurda aba damanda Nuuhu, damanda sisna bearakcheanda, nea abeeda fuga ng'ay assis gwaleala aba jeeda beega. 
1PE.3.21	Gibattiisanda deaschi sea ng'asheesu ghamneawa gwalealneegwa, nea mii gideaba gageandeawa saseeda ririnnyeanda gil geemus Aseetta aba fughareeda miy, aba duunnooda Yeesu Gristo, 
1PE.3.22	nea niny eanuwa humng'eeda ak gwanda meatkweeda geattinda dugwa bea Aseetta, sea malaykajeega, ea gheambalmeeda, ea uurda ak gagadiyeesa niny.
1PE.4.1	Asi aba gideaba Gristo ghwanyas sawanadeeda saseadaannyi, eara agooga oang'ng'waanya dabitta ng'uchcheeda bea gassoodida, aba gideaba ninnyeeda sisawan saseeda niny ninung'waada ring'eeda, 
1PE.4.2	nea heessunung' abiideewa siida badayda ng'eanyiida aba ng'asheega gasa saseeda nea mii gidagassiida Aseetta gil. 
1PE.4.3	Anung'waada damanda heeda ning'atta ghwahit aba sinooda ng'asheega gaseadayyi fuga Emoojiga, giibinda sihiseada, geawunda gheangda, booktuumeeda, sinooda ghweelmeeda, ghweelmeeda difaayeeda, ea baditta gidamawosa Aseetta, 
1PE.4.4	ak ghahamng'eanyi saawa iidaa gideaba moguyeesiini jeedeaba ng'asheesu bea roodaweegean, amang'atta ghoabwaaspwaseagwa; 
1PE.4.5	ak gayghoadayda iitta gidaniibideatta aba madeeda siitta jea goorgweaksa giikka duugwandachchiin ea giikka nimeewean. 
1PE.4.6	Nii gissurukkwiideaysa giijasta miy gil earaba heeda fuga nimeewa, eappeadi sirgweaksa aba saseedean gawuurji buuneeda, abeeda gaygoobiideewa gurorooda gawuurji Aseetta.
1PE.4.7	Ak muudeanooda haleanjeessean ea nineekiit, asi amilmiliitta ak ghoang'wearu aba baditta Aseetta. 
1PE.4.8	Appadaydeaba suu seaniin asna badiida muuchchi ak ghoabwariinyi geat, aba gideaba bariinyeega gwadukta ring'eega saang'a. 
1PE.4.9	Adeepiida geat nea ghoanung'waadi sichcheeda aba jeedeang'wa. 
1PE.4.10	Aba gideaba niba siisi nyasta gissiittaw mwadaagha daba siisi gadiyeatta sea nuut, nea goowuurjeewi fuga miyaas sitteaga gadiyeeda healli bea dagheerjeandumeeda Aseetta: 
1PE.4.11	siida wassean balool, gawuurji dea rukku ng'asheega Aseetta; nea dea wassean sin gadiyeeda, dawuurji dea sin gadiyeeda aba uurda adaw Aseetta; ak abeeda aba haleanjeessean geakghaambiit Aseetta aba naweeda Yeesu Gristo. Gigheambiitta gammiisa niny ea gheambalmeeda ea ghoaw damanda manda muudeanooda. Amin.
1PE.4.12	Fuga abwariinnyi, adaghahameagwa ng'eanyi aba habeawooda ea sawanadeeda jea ghwahidu badahuukkeagwa ak goomajeegeegwean, ak gawuurji gili busseegwa ng'asheandeesh. 
1PE.4.13	Asi ahoosana aba gideaba nooppareanyi sawanaduutka Gristo, ak abeeda earagooga gohoosannyi nea goong'weelayi damanda jea eattahaaja gigheambiittaannyi. 
1PE.4.14	Iisiyeattaneagwa ghuut aba gheawunga Gristo ea ng'wanaweegeagwa gil aba gideaba gurorooda gigheambiitta bea Aseetta gwanda badaydeang'wa. 
1PE.4.15	Nea aba jeedeang'wa ea adagwasawaneatta siida dea nuusa buuneeda, ghana mareanghweanda, ghana dea sina ng'asheega munyas, ghana dea ng'waanjih; 
1PE.4.16	ama deeppa gwasawana sih aba gideaba siida Gristo gil, asi adaghabwaspwas, nea aba jeedeaba gheawungiga bea Gristohiin ea daghambiida Aseetta. 
1PE.4.17	Asi nihitta damanda jea eang'eada girgweaksiinda fuga gheeda Aseetta, ak iisiing'eada heedeanya, abeeda huydeanda nyaawa gaygawuurjiin deaba fukka mwamwasa giijasta miy bea Aseettean? 
1PE.4.18	Nea
1PE.4.18	“Siida doabiiwaat iiramwagaan aba nyasooda lealeanooda,
1PE.4.18	abeeda fuga meawalla gheang'da Aseetta ea fuga ring'eega gajeedeaksa yeenu?”
1PE.4.19	Asi fukka sawana aba gidagassiida Aseettean ghoadoabiiw aba giidaydeayda jeesinga nyaawa heeda Deabwat haleanjeessean biissea doabiiwaat.
1PE.5.1	Geamuschi gweargwa mida ng'eang'deang'wa, eara aniini geawoschi gweargweeda geawujeeweegwa, ak geawoschi muuwshoochcheanda sawanadeeda Gristo, ak geendeayeesi giigheambiitta jea iiduw eattaajiit. 
1PE.5.2	Oahaaghwana mughusheanda fuga Aseetta ghayi siiteaganeegwa, nea goomiineadaysi, nea meediingseegwa, asna aba gidoogassiidi nea adoosinnyi aba gideaba googasayi lappiyeeda baspaseega, asi asna nea goommajeekchi, 
1PE.5.3	nea adoowuurjeewi fuga ambaliischi aba heedeaba fukka mida hiing'eadaydeang'wean gidabal ghoahuunyi gichchea eegala aba mughusheandida. 
1PE.5.4	Iiduw nea geattajiit Jeagiischoochcheanda haw, gajanyasa shiipka giikka mayghaghajaamiit bea gigheambiittean. 
1PE.5.5	Gwasnu earagooga gheareemanga asissiina gweargwa mureeda. Okkweala geat, oagassean, nea gaba siisi sissa nuut mureeda, aba gideaba, “Aseetta iissa ghaheawa fuga ghwarjeeda, ak ghoadaw dagheerjeandumeeda fuga eada geat ng'eanyi.” 
1PE.5.6	Asi ayiina geat hiing'eadayda geattinda Aseetta hoauur, ak iihitta damanda abeeda goodiing'neegwa. 
1PE.5.7	Ak ghoattawji niny sawanaduutkeagwa sean, aba gideaba niny gwadeawiissa muuchchi ng'asheegeagwa. 
1PE.5.8	Andeawana gheadeenda nea ghoang'ng'wearu. Aba gideaba weajoochcheandeang'wa was meang'nyeandeenda gawuurji ng'adiida ak gwanyeara daghatta, nea gwaneay gagasa siida jea ghwanukghuta. 
1PE.5.9	Ak ghoaheawi niny, awasa majeek aba masaweega, nea ghoonalli gideaba sawanadeeda ghwanyas fukghaheanya mida muunda ng'eanyiida. 
1PE.5.10	Iiduw nea ghang'atta sawanadeedida gilimwanang', hean Aseetta mideawa dagheerjeandumeeda sean, ghayi guurneegwa apkaani jeeda gigheambiiittaannyi manda muudeanooda aba jeeda Gristo, gaygoodeelu niny, ak goomajeegideegwa. 
1PE.5.11	Headaannyi gagasa gwanda gheambalmeeda damanda manda muudeanooda. Amin.
1PE.5.12	Geang'oorneegwa barawajeanji nea ghaweadan Silwaano, niny ghaadaayi oorjeediyya doabiiwaat gil, ak geang'ayiichchi ng'asheesu bea reekusiindean nea geargu gideaba nii dagheerjeandumeeda huumwa gil bea Aseetta; amiinaada appadaydeaba nii nea gowoschi majeekcheewi. 
1PE.5.13	Ganiiseeda mida Babelooni, ghayi siloat eara ninyiin, ghoaghadeagwa; ak gwasnu eara balleandeanyu was Marko. 
1PE.5.14	Ookkatta geat nea goosamayi geat aba bariinyeega.
1PE.5.14	Gagasa anyasa weayda oagassean mida jeeda Gristoohiin.
2PE.1.1	Simon Betro gil, soomjeanda ea giijasoochcheanda Yeesu Gristo, heeda fukka ninyas masaweega uurjeewaneasean, aba doobiiwnata Aseetteanya, ea lealnoochcheanda was Yeesu Gristo.
2PE.1.2	Gagasa anyasa dagheerjeandumeeda nea gehheaseegwa weayda jea anala Aseetta ea Yeesu Ng'uttamiideanya.
2PE.1.3	Aba gidawaseetta Aseetta ea uurdaannyi gagooneasa easassean haleanjeeda miisa eaweega ea gea maduuppa aseetta, aba naweetta bea fughareadaannyiin ghayi guurneasa jeeda gheambalmeadaannyi miy, 
2PE.1.4	nea niny ea nigooneasa heelleedaannyi haw biissa gaba sheayeeda haw ak abeeda aba nii ghoammuuschi amng'awana munyinda mida jeeda ng'eanyiida aba gitta gasa saseedean, ak ghoahuuyi fuga sin ng'asheega Aseetta. 
2PE.1.5	Aba sareani asna badiida ak ghoahhaadi masaweegeagwa aloheeda, ak ghoabwadi aloheeda fughareeda, 
2PE.1.6	ea fughareeda ak ghoayiinnyi ging'ng'ooydeaba geat, ging'ng'ooydeaba geat, abwadana doobiiwnatta, ghoabwadi doobiiwnatta aloheeda, 
2PE.1.7	nea aloheeda ghoabwadi bariinyeega oorjooga giyeang'wa, ghoabwadi bariinyeega oorjooga giyeang'wa bariinyeega. 
2PE.1.8	Aba gideaba ng'asheesu iyoondeawi sean, gayghwanung' ea moobeahi ghaleehu, nea moawa fuga mandeawana haghweega, aba nalooda Ng'uttamiideanya was Yeesu Gristo. 
2PE.1.9	Aba gideaba siida mandeawana ng'asheesu ang'oaw, aba gideaba mayghwadaah haleanjeeda mida hoosheagiin, ak ea niroosa gidaghayi simiteayda ring'eegaaschi bea garayi. 
2PE.1.10	Asi fuga eaduupcheewi, ahoosana nea goomilmiliidayi aba guurnoodeang'wa ea gisiloattaneagwa, aba gideaba iyoosinnyi ng'asheesu ea majoappeeda; 
2PE.1.11	ak gajanyasa muuchchi beatta jeeda sugoochcheandumeeda manda muudeanooda bea Ng'uttamiideanya ea lealnoochcheandeanya was Yeesu Gristo. 
2PE.1.12	Nea iissa geagasayi galeagasean deapkeanneegwa ng'asheesu, earappeadi oanalli ak geemajeek jeeda huumeanda ondeawiin. 
2PE.1.13	Iyeang'ulayi ghwadeabiiw, aba hiji duudandean, daheadeagwa agooga iyeapkeanneegwa, 
2PE.1.14	hean ghaanalli gideaba nineekkiit damanda jea dameawa, aba gidahiimdeayda Ng'uttamiideanya was Yeesu Gristo. 
2PE.1.15	Ak gaydasikteawa gideaba iihidu beatteanyu abeeda gajoammuusa gipkeatteaba ng'asheesu damanda wassean.
2PE.1.16	Aba gideaba meayaadi geeshta ghwasiildeanga sisna milmilinda damanda sinung' anala uurda ea hinnooda Ng'uttamiideanya was Yeesu Gristo, geewoschi muushoodiga daa aba gheanyanga uurdaannyi. 
2PE.1.17	Nea aba damanda nyasa mureeda ea gigheambiitta aba heeda Aseetta was Bwaabwa ak ghwanya ghuutta leabu heeda dea mideawa uurda gigheambiitta, “Nii Balleandeanyu abwariinnyi, ahoosanana muuchchi,” 
2PE.1.18	Geayiinyi ghuutta leabu humng'eeda, aba gideaba geendeawi niny aba uhuuda giijeeda ghaydit. 
2PE.1.19	Ak geendeawi muuchchi ng'asheanda siramoaran ak ghoaw huumwa. Ak gisni muuchchi nea gisikteawi ng'asheesu nea gawuurji gheaboonyaneeda yeat aba heeda misana, ea ghaghar gayeew ea gorearu ming'weanda muchchuunooda aba jeesinga guroruunatkeagwa. 
2PE.1.20	Gidamadeeda anyooghanyi anala ng'asheanji, gideaba manda ramooraneeda aba jeeda ng'ooruutka gidaroopteayda siida aba uhuudaannyi, 
2PE.1.21	aba gideaba manda ramooraneeda oang'ng'wa gwaleabu uurda siida, buuneeda ghwaat Gurorooda Ghaydit ak gwargu ng'asheega leabu heeda Aseetta.
2PE.2.1	Ng'atta gwarina jeeda buuneeda sibanga ng'uyyeega earappeadi jea gwanda giinealshoodiga ng'uyyeega aba jeedeang'wa, fuga jea gweadu ginealshooda nyariida aba makcheameeda, ak ghwashaang' Siida haw ghayi shaang' saawa, ak gweassa geat nyariida. 
2PE.2.2	Nea fuga saang'a gayghwaat geeshta hiseadayeandumeeda nyaawa, nea appadahuukka nyaawa gayghwadaajiit naweeda huumeanda. 
2PE.2.3	Nea aba shidooda nyaawa bea ghaang' gaygoheadeesa haleanjeeda appadahuukkeagwa aba ng'asheega ng'uyyeega; ghang'eada garayi girgweageeda nyaawa ghanyea maygafuuf, nea nyariida nyaawa ghanyea maygwalil. 
2PE.2.4	Aseetta ghayi iimwanung'waada malaykajeega adiiy, hean gwahisa jeeda maloonghajeega ak ghwayiin jeesinga shoomeanga misana earassa ea ghwahitta eaweeda girgweaksiinda; 
2PE.2.5	niny ghayi iimwanung'waada ng'eanyiida ghayi bea garayi ak ghoaghu Nuuhu, was siida doabiiwaatt, sea fii iispwa, damanda eanna roopta gittunuwaas badayda ng'eanyiida fuga mabatta Aseetta; 
2PE.2.6	nea iiyam mujiinajeega Sodooma ea Gomoora, ak ghwanung' ghoaw deareeda ak ghwaaga ghorjooda saawa ak gwanuseada nea ghwanung' ghoaw gichchea eegala aba heeda fuga mabatta Aseettean; 
2PE.2.7	iing'atta nea gwalealu Luttuyda doabiiwaat, gagiisan muuchchi aba hiseadayeandumeeda fuga munyas. 
2PE.2.8	Hean ghwadaa naaha siitta doabiiwaadiin ak ghwayiiy naaha damanda mideewa jeannyaawa, iissa geannyareas aba jeadaannyi doabiiwaat galeaga sean aba sinaweega nyaawa maweeda. 
2PE.2.9	Asi Ng'uttamiida ghwanal gichchea gwalealdeayda fuga awali gheangda Aseetta aba jeeda simsimda, nea ghwayiin fuga mii doabiiweadi ghoammuughu ghealooda ea ghwahitta eaweeda girgweaksiinda, 
2PE.2.10	nea ghwaraanya giikka aat geeshta ng'asheega gasa saseeda aba gassooda ng'asheega munyasiin nea gafool gheambalmeedean. Daruuschi mideawa uurjeenga meawalla ging'weakka haleanjeeda gheambiideadi, 
2PE.2.11	nea eara malaykajeega earappeadi hees ak ea majeekcheewiin, ghanyea mii goong'eawi girgweageeda appadahuukka nyaawa aba madeeda Ng'uttamiida. 
2PE.2.12	Nea suu, gawuurji diyeanga manda fughareenga, diyeanga nal haleanjeessean, ghayi sijiilsa gideaba gajeang ng'waay ak genuus, ang'eawi haleanjeeda mwanala, ak gajealas uhuuda aba nyariida sea saawa, 
2PE.2.13	ak gwasawana aba gidiinyeanda aba gidinyeanda nyaawa. Ak ghwanung' ghoaw miyeenooda leeshooda askwearda. Asi gwandeawa washta ea agitta badayda, gwaleeshi nea gwareengani geat, aba jeeda ghweelmeeda nyaawa bea leeshooda sea agooga. 
2PE.2.14	gheanyanga nyaawa ghwannyiit hiseadayeandumeeda, ak ea malang'uutta aba ring'eeda. Iissa gwareengani jeesinga ng'arng'ari. Ak gwandeawa gurooruunatka sinnaal shidoodeaba ghaang'. Diibiga sumwaashta! 
2PE.2.15	Gwanung'usa heeda naweeda doabiiwaat, ak gwarooda; ak ghwaat naweeda Balaamu was balleanda Beori, ghayi bwariiy nyasooda gidageattinda muy aba naweeda mwadoabiiwa, 
2PE.2.16	ak niny geewoowsa aba giidiinyeandaannyi; digeeda manda ghuutta baloolda siida ak ghoadeal geeska sibaneeda.
2PE.2.17	Fiisu gawuurji gheanyanga eenda manda beega, ak gawuurji gichcha dung'usta ghuutta jeameeda, ak giibinda nyaawa ea siyiin heeda misana muuchchi. 
2PE.2.18	Aba gideaba iissa gwargu ng'asheega hees bea ghwarjeeda, aba haleanjeeda gasa saseeda aba munyinda iissa gwareengani buuneeda mang'awa heeda fuga abiida jeeda ramaseanda. 
2PE.2.19	inyeesa gwaheelleesa sea buuneeda gideaba gay ghwanyas giibaldeaba geat, nea ghana saawa ea ging'ng'oonyanga sina ng'asheega munyas gil; aba gideaba gidajoar siida, abeeda gayghoaw ging'ng'oonyaneedeaba gidida. 
2PE.2.20	Aba gideaba, fukka iniibuut ririnnyeanda muunda ng'eanyiida, aba gideaba ninal N'guttamiideanya ea lealnoochcheanda was Yeesu Gristo, iighas gichcha ng'asheega ak geajoar, abeeda huydeanda eaweega nyaawa gaygamunyiit ea ghwanaawa diitta bea madeedean. 
2PE.2.21	Aba gideaba ghang'wana gwachi ea mwanala naweetta doabiiwaatiin mwasamwa gideaba ghwanal ak iiduw ghwanung'wa heeda diigheandida ghaydit siitawiin sawaan. 
2PE.2.22	Ak saawa gawuurji sea ng'asheanda surukuta aba ghwasiildeanga ghayi bea huumwa, bea gideaba, “Gudeeda nibiiksa geeseegaaschi, ak nuut gichcha geeyeeshsha, ukkurmeeda sihhuun nibiikta goobeerbeershi aba jeeda sheang'ng'weeda.”
2PE.3.1	Nii ghamneawa barawajeandeaba iyyeenya gil eang'oorneegwean oorjooga abwariinyi, nea aba jeedeaba suu duwaawiin ea neapkeanneegwa ak gagatkat fughareengeagwa miyaas; 
2PE.3.2	ak ghoopkaachi ng'asheega ghayi rugu sibanga ghaydidi ea diigheandida bea Ng'uttamiida ea lealnoochcheanda aba naweeda giijasoodigeagwa. 
2PE.3.3	Gidamadeeda geagasayi anala ng'asheanji bea gideaba damanda huydean gay ghapka fuga bwariiy shikkooda nea gay gwashikeagwa, nea ghwaat geeshta gidagasa sasanuukka nyaawa 
2PE.3.4	nea gwayi, “Gwandeanu gissiheelleatta ghayi bea hinnoadaanyi? Aba gideaba ghang'eada damandida iimeewa gheambaghwaanigaasa, goobiideatta haleanjeessean gideawoojusu ghang'eada deaghayi subwada ng'eanyiida.” 
2PE.3.5	Nea iissa gafool mwadaagha ng'asheanji bea huumwaan bea gideaba aba ng'asheanda Aseetta, ghayi geesin humng'eeda, ak gwardu ng'eanyiida aba jeeda beega aba naweeda beega, 
2PE.3.6	nea abada ng'eanyiida ghayi mida geanung' ghwaak beega ak goosha. 
2PE.3.7	Nea aba ng'asheandida ea sunung' ghoamuughu humng'eeda ghamneawa mida ea ng'eanyiida beasta, geattiiw ea ghwahitta eaweeda girgweaksiinda ea dea nyariida fuga munyas. 
2PE.3.8	Asi adofoolli ng'asheanji assagi bea huumwaan, oorjoogeasu abwariinyi, bea gideaba aba heeda Ng'uttamiida eaweechchanjagi gawuurji sea gweannyeew sagalama, nea gweannyeew sagalama gawuurji eaweechchanjagi. 
