MAT.1.1	Ибрагьимил наслуялъул Давудил кьибилалъул вас Гӏиса Масихӏил умумузул цӏаразул рахас гьадинаб буго:
1CO.9.22	Загӏипазе дун загӏипавлъун лъугьана, загӏипалги дихъ гӏенеккизе бокьун. Киназдаго гьоркьов дун гьезда релълъун лъугьана, щиб сабаб-гӏамал батунги гьезул цо-цоялгӏаги хвасар гьаризе бокьун. 
1CO.9.23	Гьеб кинабго дица гьабулеб буго Рохалил хабаралъе гӏоло, гьелъул баркаталъул бутӏа насиблъизе бокьун.
1CO.9.24	Нужеда лъаларищ: къецазда киналго рекерухъаби рекерула, амма бергьенлъиялъул шапакъат цоясе гурони щоларо. Нужги рекере гьеб шапакъат щвезе бокьун. 
1CO.9.25	Къецазул киналго гӏахьалчагӏаз гӏемераб жоялдаса жалго махӏрум гьарула, речӏалел тӏугьдузул гор щвезе бокьун. Нилъецани гьеб гьабула речӏаларел тӏугьдузул гор щвезе бокьун. 
1CO.9.26	Гьедин дунги векерулев вугев ватани, мурадалде щвезе бокьун векерулев вуго. Зарул рагъулъ дунги гӏахьаллъулев вугев ватани, зарал гьаваялде хьвагӏизе гуро. 
1CO.9.27	Кьабулеб-тункулебги хӏехьон, квегъулеб буго дица черх, гьелда тӏад кверщелги гьабулеб буго, цогидалги къецазде ахӏун, дунго гъоркь хутӏилевилан хӏинкъун.
1CO.10.1	Дие бокьун буго, вацал, нужеда ракӏалде щвезабизе: Мисриялдаса нахъе унеб мехалда нилъер киналго умумул накӏкӏул рагӏдукь ккун рукӏана, киназго ралъадги бахана. 
1CO.10.2	Киналго гьел Мусада нахърилълъун накӏкӏуцаги ралъдацаги чурана. 
1CO.10.3	Гьез киназго кванана цого-цо илагьияб квен, 
1CO.10.4	цого-цо илагьияб гьекъелги гьекъана гьез. Илагьияб кьурулъан чвахун бачӏараб лъим гьекъана гьез. Гьеб кьуру гьезда цадахъ букӏана. Масихӏ ккола гьеб. 
1CO.10.5	Амма гьезул гӏемерисез Аллагь рази гьавичӏо – гьезул жаназаби авлахъалда щущана. 
1CO.10.6	Гьеб буго нилъее мисал – гьел гӏадин нилъ квешлъиялда нахърилълъинчӏого рукӏине. 
1CO.10.7	Гьезул цо-цояз гӏадин аллагьалилан тарал жалазе лагълъи гьабуге нужеца. Тӏухьдузда хъван бугелъулха: «Гӏодор чӏун кваназе-гьекъезе лъугьана халкъ, цинги аллагьилан тараб жоялъул хӏурматалда пасатабщинабги хъубабщинабги гьабизе лъугьана». 
1CO.10.8	Гьезул цо-цояз гӏадин хъахӏбалъи гьабиларин нилъеца. Гьез хъахӏбалъи гьабуна – ва цохӏо къоялъ гьезул къоло лъабазарго чи хвана. 
1CO.10.9	Гьезул цо-цоял гӏадин, Бетӏергьанасул хӏалбихьизе лъугьинарин нилъ. Гьел хвана борхьаз хӏанчӏун. 
1CO.10.10	Гьезул цо-цоял гӏадин, Аллагьасде дандечӏун, гъулгъудизе бегьуларо нилъ. Гьеб сабаблъун хвалил малаикас хвезаруна гьел. 
1CO.10.11	Гьеб киналъулго хӏакъалъулъ Тӏухьдузда хъван буго нилъее гӏакълу щвеялъе гӏоло. Ахирзаманаялде гӏагарлъулел ругелъулха нилъ.
1CO.10.12	Гьединлъидал, вахъун чӏун вугилан ккарав гӏодов ккезе гурин. 
1CO.10.13	Гӏадамазда гьоркьоб букӏунеб гурони гӏазаб-балагь рещтӏинчӏо нужеде. Аллагьас жиндирго къотӏи хвезабуларо – хӏехьезе кӏолареб гӏазаб-балагь биччаларо гьес нужеде. Гӏазаб-балагьалда цадахъго гьес нужее бихьизабила гьеб хӏехьезе ресги.
1CO.10.14	Гьединлъидал, дир хириял, гьересиаллагьзабазе лагълъи гьабиялдаса рикӏкӏалъе. 
1CO.10.15	Гӏакъилал гӏадамазда гӏадин бицунеб буго дица нужеда. Нужецаго пикру гьабе дица бицаралъул. 
1CO.10.16	Тӏадегӏанасул хӏурматалда нилъ гӏодор чӏун сардилъ кванала ва, гьари-дугӏа гьабун, щурминиса чагъирги гьекъола, – гьелъул магӏна ккола Масихӏица тӏураб бидулъ нилъерги бутӏа букӏин. Кваналаго нилъеца чед бекиялъул магӏна ккола Масихӏил чорхолъги нилъер бутӏа букӏин. 
1CO.10.17	Гьеб чед цо бугелъул, нилъ гӏемер ругониги, цохӏо черх лъугьуна. Нилъеца кинацаго цохӏо чед цоцазе бикьун кваналелъулха! 
1CO.10.18	Исраилил халкъалъухъ балагье: къурбаналъе хъураб жо кваналелщиназ жидерго бутӏа лъолагури гьез гьабулеб тӏагӏаталъулъ. 
1CO.10.19	Щиб абизе дие бокьун бугеб: гьересиаллагьзабазе гьабулеб къурбан магӏнаяб жо бугиланищ? яги гьересиаллагь магӏнаяб жо бугиланищ? 
1CO.10.20	Гуро! Дие абизе бокьун буго: мажусиязул къурбан гьез Аллагьасе гуро гьабулеб, жундузе гьабула. Дие бокьун гьечӏо нужеца жундузулгун гьоркьоблъи гьабизе. 
1CO.10.21	Цин Тӏадегӏанасул щурминисан, цин жундузул щурминисан гьекъезе бажариларо нужехъа. Цин Тӏадегӏанасул столалдасан, цин жундузул столалдасан кваназеги бажариларо. 
1CO.10.22	Бетӏергьанасул ццин бахъинейищ нужее бокьун бугеб? Гьесдаса къуваталищ нилъ ругел?
