GEN.1.1	Pakutaŋga Mŋari wakasika ɗeŋga nenyika. 
MAT.22.4	Akatuma ɀe ʋamŋe ʋaranda, akati: Ʋudzai ʋakakokerwa, muti: Tarirai, ndagadzira ciȿuȿuro caŋgu; nzombe dzaŋgu neɀakakora ɀaŋgu ɀaɓayiwa, ɀinhu ɀose ɀagadzirwa; ʋuyai kumutambo wokuwana. 
MAT.22.5	Asi haʋana‐kuraŋgarira, ʋakaenda, mumŋe kumunda wake, mumŋe kukuteŋgesa kwake; 
MAT.22.6	ʋamŋe ʋakaɓata ʋaranda ʋake, ʋakaʋaitira ɀakaipa, ʋakaʋaʋuraya. 
MAT.22.7	Ɀino mambo wakatsamŋa, akatuma hondo dzake, akaparadza ʋaya ʋakaʋaʋuraya, akapisa guta raʋo. 
MAT.22.8	Ɀino akati kuʋaranda ʋake: Mutambo wokuwana wakagadzirwa, asi ʋakaŋga ʋakokerwa ʋakaŋga ʋasina‐kufanirwa. 
MAT.22.9	Naiɀoɀo, endai kumharadzano dzenzira, mukokere kumutambo ʋose ʋamunowana. 
MAT.22.10	Ʋaranda iʋaʋo ʋakaɓuɗira kunzira, ʋakaʋuŋganidza ʋose ʋaʋakawana, ʋakaipa naʋakanaka; imba yokuwana ikazara naʋagere pakudya. 
MAT.22.11	Ɀino mambo wakati acipinda kuzoʋona ʋagere pakudya, akaʋona munhu usina‐kupfeka ŋguʋo yomutambo wokuwana; 
MAT.22.12	akati kwaari: Shamŋari, wapinda pano seiko, usineŋguʋo yomutambo wokuwana? Akanyarara. 
MAT.22.13	Ɀino mambo akati kuʋaranda: Mumusuŋgei makumbo namaʋoko, mumukandirei kunze murima; apo pacaʋa nokucema nokugeɗa‐geɗa kwameno. 
MAT.22.14	Nokuti ʋazhinji ʋakaɗanwa, asi ʋakasanaŋgurwa ʋashoma.
MAT.22.15	Ɀino ʋaFarise ʋakaenda kundoraŋgana kuti ʋaŋgamuɓata sei pakutaura kwake. 
MAT.22.16	Ʋakatuma kwaari ʋadzidzi ʋaʋo naʋaHerode, ʋaciti: Mudzidzisi, tinoziʋa kuti ndimi waɀokwaɗi, munodzidzisa nzira yaMŋari neɀokwaɗi, musiŋgaraŋgariri ɀinoʋonekwa ɀomunhu; nokuti hamutariri ɀiri kunze kwomunhu. 
MAT.22.17	Ɀino tiʋudzei, munofuŋgeiko? Munhu unotenderwa kuripira Kesari mutero here, kana kwete? 
MAT.22.18	Asi Jesu wakaziʋa kuipa kwaʋo, akati: Munondiidzireiko, imi ʋanyeŋgeri? 
MAT.22.19	Ndiratidzei mari yomutero. Ʋakaʋuya kwaari nedenari.
MAT.22.20	Ɀino akati kwaʋari: Mufananidzo uyu norunyoro urwu ndeɀani? 
MAT.22.21	Ʋakati kwaari: ⱿaKesari. Akati kwaʋari: Naiɀoɀo, ipai Kesari ɀaKesari, naMŋari ɀaMŋari. 
MAT.22.22	Ʋakati ʋacinzwa iɀoɀo, ʋakashamiswa, ʋakamusiya, ʋakaenda.
MAT.22.23	Nezuʋa iro ʋaSaduse ʋakaȿika kwaari, iʋo ʋanoti hakuna‐kumuka kwaʋakafa, ʋakamubvunza, 
MAT.22.24	ʋaciti: Mudzidzisi, Mosesi wakati, kana munhu akafa asinaʋana, munuŋuna wake ŋgaawane mukadzi wake, agomutsira mukoma wake ʋana. 
MAT.22.25	Kwatiri kwakaŋga kunaʋanakomana ʋomunhu mumŋe ʋanomŋe; weɗaŋgwe akawana mukadzi, akafa asinaʋana, akasiyira munuŋuna wake mukadzi wake; 
MAT.22.26	nokuɗaro ʋo wecipiri, nowecitatu, kuȿikira kunowecinomŋe. 
MAT.22.27	Shure kwaʋose mukadzi akafa ʋo. 
MAT.22.28	Ɀino pakumuka kwaʋakafa, ucaʋa mukadzi waniko waʋanomŋe 
MAT.22.29	Jesu akapindura, akati kwaʋari: Marashika, nokusaziʋa Magwaro, kana simba raMŋari. 
MAT.22.30	Nokuti pakumuka 
MAT.22.31	Asi kana kuri kumuka kwaʋakafa, hamuna‐kuraʋa here ɀamakaʋudzwa naMŋari, paakati: 
MAT.22.32	Ini ndiri Mŋari waAbrahama, naMŋari waIsaka, naMŋari waJakobo? Haazi Mŋari waʋakafa, asi waʋapenyu. 
MAT.22.33	Ʋanhu ʋazhinji ʋacinzwa iɀoɀo, ʋakashamiswa nokudzidzisa kwake.
MAT.22.34	ƲaFarise ʋakati ʋacinzwa kuti wapxisa ʋaSaduse, ʋakaʋuŋgana pamŋe cete. 
MAT.22.35	Mumŋe waʋo, muɗudziri womurairo, akamubvunza, acimuidza, 
MAT.22.36	Mudzidzisi, murairo mukuru pamirairo ndoupiko? 
MAT.22.37	Akati kwaari: Iɗa Ishe, Mŋari wako, nomŋoyo wako wose, nomŋeya wako wose, nokufuŋga kwako kwose. 
MAT.22.38	Ndiwo murairo mukuru nowokutaŋga. 
MAT.22.39	Wecipiri unofanana nawo, ndiwoyu: Iɗa wokwako, seɀaunoɀiɗa iwe. 
MAT.22.40	Murairo wose naʋaprofita ɀakaɓatanidzwa pamirairo iyi miʋiri.
MAT.22.41	Ɀino ʋaFarise ʋacakaʋuŋgana, Jesu akaʋabvunza, 
MAT.22.42	akati: Munofuŋgeiko pamsoro paKristu? Mŋanakomana waniko? Ʋakati kwaari: WaDavidi. 
MAT.22.43	Akati kwaʋari: Davidi wakagomutumidza seiko noMŋeya, Ishe wake, aciti:
MAT.22.44	Ishe wakati kunaShe waŋgu:
MAT.22.44	Gara kurudyi rwaŋgu,
MAT.22.44	Kuȿikira ndaisa ʋaʋeŋgi ʋako pasi petsoka dzako?
MAT.22.45	Ɀino, kana Davidi acimutumidza Ishe, uŋgagoʋa mŋanakomana wake seiko? 
MAT.22.46	Kwakaŋga kusinomunhu wakagona kumupindura shoko, ʋuye kwakaŋga kusinomunhu wakatsuŋga kumubvunza cinhu pazuʋa iro.
MAT.23.1	Ɀino Jesu wakataura kuʋanhu ʋazhinji naʋadzidzi ʋake, 
MAT.23.2	akati: Ʋanyori naʋaFarise ʋagere pacigaro caMosesi; 
MAT.23.3	saka ɀose ɀaʋanokuʋudzai, muɀiite nokuɀiceŋgeta, asi musateʋera maɓasa aʋo; nokuti ʋanotaura, asi haʋaiti. 
MAT.23.4	Ʋanosuŋga mitoro inorema, inotambudza kutakura, ʋaciiisa pamafudzi aʋanhu, asi iʋo ʋamene haʋaɗi kuiɓata nomunwe waʋo. 
MAT.23.5	Asi maɓasa aʋo ose ʋanoaita kuti ʋaʋonekwe naʋanhu; nokuti ʋanofarisa mafirakitera aʋo, ʋanokurisa mipeto 
MAT.23.6	ʋanofarira ɀigaro ɀapamberi pamitambo, neɀigaro ɀapamberi mumasingagoge, 
MAT.23.7	nokukwaziswa paɗare, nokuidzwa Rabi naʋanhu. 
MAT.23.8	Asi imi musaidzwa Rabi; nokuti mudzidzisi wenyu ndomumŋe, imi mose muri hama. 
MAT.23.9	Musaidza munhu uri panyika ɓaɓa ʋenyu, nokuti mumŋe cete ndiƂaɓa ʋenyu, iʋo ʋari kuɗeŋga. 
MAT.23.10	Musaidzwa ʋo ʋatenzi, nokuti mumŋe cete ndiTenzi wenyu, 
MAT.23.11	Asi mukuru pakati penyu ŋgaaʋe muranda wenyu. 
MAT.23.12	Aninani unoɀikudza ucaninipiswa, naaninani unoɀininipisa, ucakudzwa.
MAT.23.13	Munenhamo, imi ʋanyori naʋaFarise, ʋanyeŋgeri! Nokuti munopfigira ʋanhu ʋushe bgokuɗeŋga; nokuti imi hamupindi mumene, naiʋo, ʋopinda, hamuʋatenderi kupinda. 
MAT.23.14	[Munenhamo, imi ʋanyori naʋaFarise, ʋanyeŋgeri! Nokuti munoparadza dzimba dzecirikadzi muciita mano‐mano eminyeŋgetero mirefu; naiɀoɀo mucatoŋgerwa ɀakaipa nokupfuʋurisa.]
MAT.23.15	Munenhamo, imi ʋanyori naʋaFarise, ʋanyeŋgeri! Nokuti munofamba paguŋgwa napanyika kuzotapa mudzidzi mumŋe; kana awanikwa, munomuita mŋanakomana weGehena kukunda imi kaʋiri.
MAT.23.16	Munenhamo, imi ʋatuŋgamiriri ʋakapofumara, munoti: Aninani unopika netembere, haɀina haɀo; asi aninani unopika nendarama yetembere, ndiye unemhoȿa. 
MAT.23.17	Imi mapenzi namapofu! Cikuru ndecipiko, ndarama kana tembere, inoita ndarama iʋe tȿene? 
MAT.23.18	 ɀe: Aninani unopika neartari, haɀina haɀo; asi aninani unopika necipo ciri pamsoro payo, ndiye unemhoȿa. 
MAT.23.19	Imi mapenzi namapofu! Cikuru ndecipiko, cipo kana artari, inoita cipo ciʋe citȿene? 
MAT.23.20	Naiɀoɀo, unopika neartari, unopika nayo, neɀose ɀiri pamsoro payo. 
MAT.23.21	Nounopika netembere, unopika nayo, nounogara mairi. 
MAT.23.22	Nounopika nokuɗeŋga, unopika necigaro coʋushe caMŋari, nounogara pamsoro paco.
MAT.23.23	Munenhamo, imi ʋanyori naʋaFarise, ʋanyeŋgeri! Nokuti munopa cegumi ceminte, neanise, nekumini, mucirega ɀinhu ɀikuru ɀomurairo, 
MAT.23.24	 ʋatuŋgamiri ʋakapofumara, munomimina runyunyu, mucimedza kamera.
MAT.23.25	Munenhamo, imi ʋanyori naʋaFarise, ʋanyeŋgeri! Nokuti munonatsa kunze kwomukombe nendiro, asi mukati muzere nokukara nokusaɀidzora. 
MAT.23.26	 muFarise wakapofumara, taŋga kunatsa mukati momukombe, nendiro, kuti kunze kwaɀo kugocena ʋo.
MAT.23.27	Munenhamo, imi ʋanyori naʋaFarise, ʋanyeŋgeri! Nokuti makafanana namarinda akaceneswa, anoʋonekwa saakanaka kunze kwawo, asi mukati muzere namafupa aʋakafa netȿina yose. 
MAT.23.28	Saiɀoɀo nemi ʋo munoʋonekwa naʋanhu kunze kwenyu makaita samakarurama, asi mukati muzere nokunyeŋgera nokuipa.
MAT.23.29	Munenhamo, imi ʋanyori naʋaFarise ʋanyeŋgeri! Nokuti munoʋaka marinda aʋaprofita, nokushoŋgedza marinda aʋakarurama, 
MAT.23.30	muciti: Ƌai taiʋa’po pamazuʋa amateteguru eɗu, tiŋgaɗai tisina‐kuʋaɓatsira kuʋuraya ʋaprofita. 
MAT.23.31	Saka munoɀipupurira kuti muri ʋanakomana ʋaʋakaʋuraya ʋaprofita. 
MAT.23.32	Ɀino cizadzisai ciyero camateteguru enyu. 
MAT.23.33	Imi nyoka, imi ʋana ʋenyoka! Mucatiza seiko kutoŋga kweGehena? 
MAT.23.34	Saka, tarirai, ndinotumira kwamuri ʋaprofita, naʋakacenjera, naʋanyori; mucaʋuraya ʋamŋe ʋaʋo, nokuʋaroʋer cinjikwa; mucaroʋesa ʋamŋe ʋaʋo mumasinagoge enyu, nokuʋadziŋgirira mumaguta ose. 
MAT.23.35	Kuti ropa rose raʋakarurama, rakateʋurirwa panyika, riʋuye pamsoro penyu, kubva paropa raAberi wakaŋga akarurama, kuȿikira paropa raZakaria, mŋanakomana waBarakia, wamakaʋuraya pakati petembere neartari. 
MAT.23.36	Ɀirokwaɀo ndinoti kwamuri Iɀi ɀose ɀicaʋuya pamsoro porudzi urwu.
MAT.23.37	Jerusarema! Jerusarema! iwe unoʋuraya ʋaprofita, nokutaka namabge aʋo ʋakatumŋa kwauri! Ndakaŋga ndiciɗa kazhinji sei kuʋuŋganidza ʋana ʋako, semhambo inoʋuŋganidza hukwana dzayo munyasi mamapapiro ayo, mukaramba! 
MAT.23.38	Tarirai, masiyirwa imba yenyu raʋa ɗoŋgo. 
MAT.23.39	Nokuti ndinoti kwamuri: Kubva ɀino hamucazondiʋoni, kuȿikira muciti: Ŋgaarumbidzwe iye unoʋuya nezita raShe.
MAT.24.1	Ɀino Jesu wakaɓuɗa patembere, akati oenda, ʋadzidzi ʋake ʋakaʋuya kwaari kuzomuratidza dzimba dzetembere. 
MAT.24.2	Akapindura, akati kwaʋari: Munoʋona ɀinhu iɀi ɀose here? Ɀirokwaɀo ndinoti kwamuri: Hakuŋgaregwi ibge pamsoro pebge, risiŋgazowisirwi pasi.
MAT.24.3	Wakati agara pagomo reMiorivi, ʋadzidzi ʋake ʋakaʋuya kwaari, ʋari ʋoga, ʋakati: Tiʋudzei, kuti iɀoɀi ɀicagoʋa riniko? Neciratidzo cokuʋuya kwenyu necokuguma kwenyika cicaʋa cipiko? 
MAT.24.4	Jesu akapindura, akati kwaʋari: Cenjerai kuti murege kutsauswa nomunhu. 
MAT.24.5	Nokuti ʋazhinji ʋacaʋuya nezita raŋgu, ʋaciti: Ndini Kristu; ʋacitsausa ʋazhinji. 
MAT.24.6	Mucanzwa ɀokurwa neguhu rokurwa; cenjerai, musavunduka, nokuti iɀoɀi ɀose ɀinofanira kumboitwa, asi kuguma kucigere kuȿika. 
MAT.24.7	Nokuti rudzi rucamukira rudzi, noʋushe 
MAT.24.8	Asi ɀinhu iɀoɀi ɀicaʋa kutaŋga kwenhamo. 
MAT.24.9	Ɀino ʋacakuisai kumaɗambudziko, ʋacakuʋurayai, mucaʋeŋgwa namarudzi ose nokuɗa kwezita raŋgu. 
MAT.24.10	Ʋazhinji ʋacagumburwa, ʋacaisana 
MAT.24.11	Ʋaprofita ʋazhinji ʋenhema ʋacamuka, ʋacitsausa ʋazhinji. 
MAT.24.12	Ruɗo rwaʋazhinji rucatonhora, nokuti kusarurama kucawanda. 
MAT.24.13	Asi unotsuŋgirira kuȿikira pakuguma, ucaponeswa. 
MAT.24.14	Evaŋgeri iyi yoʋushe icaparidzirwa munyika dzose, ciʋe capupu kumarudzi ose; ipapo kuguma kucaȿika.
MAT.24.15	Naiɀoɀo kana muciʋona nyaŋgadzi yokuparadza, yakarebga nomuprofita Daniere, imire panɀimbo tȿene (unoraʋa ŋgaacerekedze); 
MAT.24.16	ɀino ʋari muJudea ŋgaʋatizire kumakomo; 
MAT.24.17	uri pamsoro peɗeŋga reimba, ŋgaarege kuɓuruka kuzotora ɀiri mumba make; 
MAT.24.18	nouri mumunda, ŋgaarege kudzokera shure kuzotora ŋguʋo yake. 
MAT.24.19	Ʋacaʋa nenhamo ʋanemimba naʋanomŋisa namazuʋa iwayo; 
MAT.24.20	nyeŋgeterai kuti kutiza kwenyu kurege kuʋa pacando kana nesaɓata. 
MAT.24.21	Nokuti neŋguʋa iyo kucaʋa’po kutambudzika kukuru, kusati kwakamboʋa’po kwakaɗaro, kubva pakutaŋga kwenyika kuȿikira ɀino, ʋuye hakucazoʋi’po. 
MAT.24.22	Ƌai mazuʋa iwayo asaitapudzwa, hakunenyama yairarama; asi nokuɗa kwaʋakasanaŋgurwa mazuʋa iwayo acatapudzwa. 
MAT.24.23	Ɀino kana munhu akati kwamuri: Tarirai, Kristu uri pano, kana apo; regai kutenda. 
MAT.24.24	Nokuti ʋacamuka ʋanaKristu ʋenhema, naʋaprofita ʋenhema, ʋacaratidza ɀiratidzo ɀikuru neɀinoshamisa, kuti kana ɀicibvira, ʋatsause naʋakasanaŋgurwa ʋo. 
MAT.24.25	Tarirai, ndagara ndakuʋudzai. 
MAT.24.26	Ɀino, kana ʋakati kwamuri: Tarirai, uri kurenje, regai kuɓuɗa; Tarirai, uri mudzimba dzomukati, regai kutenda. 
MAT.24.27	Nokuti semheni inobva mabvazuʋa, icipenyera kumaʋirira, ndiɀo ɀicaita kuʋuya kwoMŋanakomana womunhu. 
MAT.24.28	Apo panomutumbu, ndi’po pacaʋuŋganira magora.
MAT.24.29	Pakarepo, shure kwokutambudzika kwamazuʋa iwayo, zuʋa ricaȿiɓa, mŋedzi haucazobginyi, nyeredzi dzicawa kuɗeŋga, namasimba okuɗeŋga acazunuŋguswa. 
MAT.24.30	Ipapo ciratidzo coMŋanakomana womunhu cicaʋonekwa kuɗeŋga; ɀino marudzi ose enyika acacema, aciʋona Mŋanakomana womunhu aciʋuya pamsoro pamakore okuɗeŋga nesimba nokubginya kukuru. 
MAT.24.31	Ucatuma ʋatumŋa ʋake nehwamanda huru, ʋacaʋuŋganidza ʋasanaŋgurwa ʋake 
MAT.24.32	Dzidzai pamuʋonde mufananidzo wawo: Kana ɗaʋi rawo raʋa nyoro, mashizha acituŋga, munoziʋa kuti zhezha raʋa pedyo. 
MAT.24.33	Saiɀoɀo, nemi ʋo, kana moʋona iɀoɀo ɀose, ziʋai kuti waʋa pedyo pamukoʋa. 
MAT.24.34	Ɀirokwaɀo ndinoti kwamuri: Rudzi urwu haruŋgatoŋgopfuʋuri kuȿikira iɀoɀi ɀose ɀaitika. 
MAT.24.35	Ƌeŋga nenyika ɀicapfuʋura, asi mashoko aŋgu haaŋgatoŋgopfuʋuri. 
MAT.24.36	Asi kana riri zuʋa iro neŋguʋa iyo, hakuna‐unoɀiziʋa, kunyaŋge ʋatumŋa ʋokuɗeŋga, kunyaŋge Mŋanakomana, asi Ƃaɓa ʋoga. 
MAT.24.37	Sapamazuʋa aNoa, ndiɀo ɀicaita kuʋuya kwoMŋanakomana womunhu. 
MAT.24.38	Nokuti sapamazuʋa iwayo, mvura zhinji isati yaȿika, ʋaidya nokunwa, nokuwana, nokuwaniswa, kuȿikira zuʋa Noa raakapinda naro muareka, 
MAT.24.39	ʋasiŋgaziʋi kuȿikira mvura zhinji yaʋuya, ikaʋabvisa ʋose; ndiɀo ɀicaita kuʋuya kwoMŋanakomana womunhu. 
MAT.24.40	Neŋguʋa iyo ʋaʋiri ʋacaʋa mumunda, mumŋe ucatorwa, mumŋe akasiyiwa. 
MAT.24.41	 ʋaʋiri ʋacakuya paguyo rimŋe, mumŋe ucatorwa, mumŋe akasiyiwa. 
MAT.24.42	Rindai naiɀoɀo, nokuti hamuziʋi zuʋa, Ishe wenyu raanoʋuya naro. 
MAT.24.43	Asi ziʋai iɀi, kuti mŋene weimba, ɗai aiziʋa ŋguʋa yokuȿika kwembava, uŋgaɗai airinda, akasatendera kuti imba yake ipazwe. 
MAT.24.44	Naiɀoɀo nemi ʋo, garai makaɀigadzira; nokuti Mŋanakomana womunhu ucaʋuya neŋguʋa yomusiŋgamutariri. 
MAT.24.45	Ndianiko muranda wakatendeka, wakaŋgwara, wakagadzwa nashe wake aʋe mutariri weimba yake, kuti aʋape ɀokudya neŋguʋa yakafanira? 
MAT.24.46	Wakaropafadzwa muranda uyo, unoti kana ishe wake aciȿika, akamuwana aciita saiɀoɀo. 
MAT.24.47	Ɀirokwaɀo ndinoti kwamuri, ucamugadza aʋe mutariri weɀose ɀaanaɀo. 
MAT.24.48	Asi kana muranda uyo wakaipa akataura mumŋoyo make, 
MAT.24.49	akataŋga kuroʋa ʋamŋe ʋaranda ʋanoɓata pamŋe cete naye, akadya, akanwa pamŋe cete naʋakaɓatwa; 
MAT.24.50	ishe womuranda uyo ucaȿika nezuʋa raasiŋgamutariri, neŋguʋa yaasiŋgaziʋi; 
MAT.24.51	akamuroʋesa kwaɀo, akamupa mugoʋe wake pamŋe cete naʋanyeŋgeri; apo pacaʋa nokucema nokugeɗa‐geɗa kwameno.
MAT.25.1	Ɀino ʋushe bgokuɗeŋga bguŋgafananidzwa naʋasikana ʋanegumi, ʋakatora mŋenje yaʋo, ʋakaɓuɗa kundociŋgamidza cikomba. 
MAT.25.2	Ʋashanu ʋaʋo akaŋga ari mapenzi, ʋashanu ʋakaŋga ʋakacenjera. 
MAT.25.3	Nokuti mapenzi akatora mŋenje yawo, akasatora mafuta. 
MAT.25.4	Asi ʋakacenjera ʋakatora mafuta mumidziyo yaʋo nemŋenje yaʋo. 
MAT.25.5	Ɀino, cikomba cakati cicinonoka, ʋakakotsira ʋose, ʋakaʋata. 
MAT.25.6	Pakati poʋusiku ʋakanzwa mhere‐mhere: Cikomba coʋuya! Ƃuɗai mumuciŋgamidzei! 
MAT.25.7	Ɀino ʋasikana ʋose ʋakamuka, ʋakagadzira mŋenje yaʋo. 
MAT.25.8	Mapenzi akati kunaʋakacenjera: Tipeiʋo mamŋe mafuta enyu, nokuti mŋenje yeɗu yodzima. 
MAT.25.9	Asi ʋakacenjera ʋakapindura, ʋakati: Kwete, ɀimŋe haaŋgakwaniri isu nemi tose; endai henyu kunaʋanoteŋgesa, muɀiteŋgere. 
MAT.25.10	Ʋakati ʋacienda kundoteŋga, cikomba ndokuȿika; ɀino, ʋakaŋga ʋakaɀigadzira ʋakapinda naco pamutambo wokuwana, mukoʋa ukapfigwa. 
MAT.25.11	Pashure ʋamŋe ʋasikana ʋakaȿika, ʋakati: Ishe, Ishe, tizarurirei! 
MAT.25.12	Akapindura, akati: Ɀirokwaɀo, ndinoti kwamuri: Handikuziʋiyi imi. 
MAT.25.13	Naiɀoɀo rindai, nokuti hamuziʋi zuʋa kana ŋguʋa.
MAT.25.14	Nokuti ɀakafanana nomunhu wakaenda kuneimŋe nyika, akaɗana ʋaranda ʋake, akaʋapa fuma yake. 
MAT.25.15	Akapa mumŋe matarenta mashanu, mumŋe maʋiri, mumŋe rimŋe, mumŋe nomumŋe ɀakakwanira simba rake; akaenda kuneimŋe nyika. 
MAT.25.16	Pakarepo iye, wakapiwa matarenta mashanu, akaenda akaita mhindu nawo, akawana mamŋe mashanu. 
MAT.25.17	Saiɀoɀo ʋo, 
MAT.25.18	Asi wakapiwa rimŋe, wakaenda, akacera pasi, akaʋiga mari yashe wake. 
MAT.25.19	Ŋguʋa huru yakati yapfuʋura, ishe waʋaranda iʋaʋo akaȿika, akagadzira mashoko naʋo. 
MAT.25.20	Wakaŋga apiwa matarenta mashanu, akaʋuya namamŋe matarenta mashanu, akati: Ishe, makandipa matarenta mashanu, tarirai, ndawana mamŋe matarenta mashanu. 
MAT.25.21	Ishe wake akati kwaari: Ɀakanaka, muranda wakanaka, wakatendeka; wakaŋga wakatendeka paɀinhu ɀishoma, ndicakuisa pamsoro peɀinhu ɀizhinji; pinda pamufaro washe wako. 
MAT.25.22	 matarenta maʋiri akaʋuya ʋo, akati. Ishe, makandipa matarenta maʋiri; tarirai, ndawana mamŋe matarenta maʋiri. 
MAT.25.23	Ishe wake akati kwaari: Ɀakanaka, muranda wakanaka, wakatendeka; wakaŋga wakatendeka paɀinhu ɀishoma, ndicakuisa pamsoro peɀinhu ɀizhinji; pinda pamufaro washe wako. 
MAT.25.24	Wakaŋga apiwa tarenta rimŋe, naiye akaʋuya ʋo, akati: Ishe, ndakaŋga ndicikuziʋai imi, kuti muri munhu unehasha, munoceka pamusati makadɀara, munoʋuŋganidza pamusati makakusha; 
MAT.25.25	ɀino ndakatya, ndikandoʋiga tarenta renyu pasi; heco, cinhu cenyu! 
MAT.25.26	Ishe wake akapindura, akati kwaari: Iwe, muranda wakaipa, unoʋusimbe, wakaŋga uciziʋa kuti ndinoceka pandisina‐kudɀara, ndiciʋuŋganidza pandisina‐kukusha; 
MAT.25.27	saka waifanira kuisa mari yaŋgu kunaʋebaŋga, kuti pakuȿika kwaŋgu ndiŋgaɗai ndapiwa ɀaŋgu ɀawanda. 
MAT.25.28	Naiɀoɀo mutorerei tarenta rake, mupe unamatarenta anegumi. 
MAT.25.29	Nokuti mumŋe nomumŋe unaɀo, ucapiwa, aʋe neɀizhinji; asi usina, ucatorerwa neɀaanaɀo. 
MAT.25.30	Ƃuɗisirai muranda pasina, murima rokunze; ipapo pacaʋa nokucema nokugeɗa‐geɗa kwameno.
MAT.25.31	Ɀino kana Mŋanakomana womunhu aciʋuya nokubginya kwake, naʋatumŋa ʋose ʋanaye, ucagara pacigaro cake coʋushe cinobginya; 
MAT.25.32	namarudzi ose acaʋuŋganidzwa pamberi pake; ucaʋaraʋura somufudzi unoraʋura makwai nembudzi. 
MAT.25.33	Ucaisa makwai kurudyi rwake, mbudzi kuruɓoshwe. 
MAT.25.34	Ɀino Ishe ucati kunaʋari kurudyi: Ʋuyai imi, makaropafadzwa naƂaɓa, mugare nhaka yoʋushe bgakagadzirirwemi kubva pakuʋamba kwenyika. 
MAT.25.35	Nokuti ndakaŋga ndinenzara, mukandipa cokudya; ndakaŋga ndinenyota, mukandipa cokunwa; ndakaŋga ndiri mŋeni, mukandigamucira; 
MAT.25.36	ndakaŋga ndisineŋguʋo, mukandipfekedza; ndakaŋga ndicirwara, mukandifambira; ndakaŋga ndiri mutoroŋgo, mukaʋuya kwandiri. 
MAT.25.37	Ɀino ʋakarurama ʋacamupindura, ʋaciti: Ishe, takakuʋonai riniko munenzara, tikakupai cokudya? kana munenyota, tikakupai cokunwa? 
MAT.25.38	Takakuʋonai riniko muri mŋeni, tikakugamucirai? kana musineŋguʋo, tikakupfekedzai? 
MAT.25.39	Takakuʋonai riniko mucirwara, kana muri mutoroŋgo, tikaʋuya kwamuri? 
MAT.25.40	Ishe ucapindura, aciti kwaʋari: Ɀirokwaɀo, ndinoti kwamuri: Pamakaɀiitira mumŋe waʋaɗuku ʋehama dzaŋgu idzi, makaɀiitireni. 
MAT.25.41	Ɀino ucati kunaʋari kuruɓoshwe: Ibvai kwandiri, imi makatukwa, muende kumŋoto usiŋgaperi, wakagadzirirwa Diaborosi naʋatumŋa ʋake. 
MAT.25.42	Nokuti ndakaŋga ndinenzara, mukasandipa cokudya; ndakaŋga ndinenyota, mukasandipa cokunwa; 
MAT.25.43	ndakaŋga ndiri mŋeni, mukasandigamucira; ndisineŋguʋo, mukasandipfekedza; ndicirwara, nomutoroŋgo, mukasandifambira. 
MAT.25.44	Ɀino naiʋaʋa ʋacapindura, ʋaciti: Ishe, takakuʋonai riniko munenzara, kana munenyota, kana muri mŋeni, kana musineŋguʋo, kana mucirwara, kana muri mutoroŋgo, tikasakushumirai? 
MAT.25.45	Ɀino ucaʋapindura, aciti: Ɀirokwaɀo, ndinoti kwamuri, pamusati makaɀiitira mumŋe waʋaɗuku aʋa, hamuzakaɀiitireni. 
MAT.25.46	Aʋa ʋacaenda kukurobga kusiŋgaperi; asi ʋakarurama kuʋupenyu bgusiŋgaperi.
MAT.26.1	Jesu wakati apedza mashoko iwayo ose, akati kuʋadzidzi ʋake: 
MAT.26.2	Munoziʋa kuti kana mazuʋa maʋiri apfuʋura paseka inoȿika, Mŋanakomana womunhu ucaiswa 
MAT.26.3	Ɀino ʋaprista ʋakuru, naʋakuru ʋaʋanhu ʋakaʋuŋgana muruʋazhe rwomuprista mukuru, wainzi Kayafasi. 
MAT.26.4	Ʋakaraŋgana kuti ʋaɓate Jesu namano, ʋagomuʋuraya. 
MAT.26.5	Asi ʋakati: Ɀirege kuitwa pamutambo, kuti kurege kuʋa neɓope pakati paʋanhu.
MAT.26.6	Ɀino Jesu wakati ari paBetania, mumba maSimoni wamaperembudzi, 
MAT.26.7	mumŋe mukadzi akaʋuya kwaari anecinu cearbastera caiʋa necizoro cinomuteŋgo mukuru, akaciɗurura pamusoro wake, agere pakudya. 
MAT.26.8	Asi ʋadzidzi ʋake ʋaciɀiʋona, ʋakafa neshuŋgu, ʋakati: Kuparadzwa kwakaɗaro kwaitirweiko? 
MAT.26.9	Nokuti cizoro ici ciŋgaɗai cateŋgeswa nemari zhinji, ikapiwa ʋarombo. 
MAT.26.10	Asi Jesu, aciɀinzwa, akati kwaʋari: Munotambudzireiko mukadzi 
MAT.26.11	Nokuti ʋarombo munaʋo ŋguʋa dzose, asi ini hamuneni ŋguʋa dzose. 
MAT.26.12	Nokuti ɀaakaɗira cizoro ici pamuʋiri waŋgu, wakaɀiitira kuʋigwa kwaŋgu. 
MAT.26.13	Ɀirokwaɀo, ndinoti kwamuri: Kwose kunozoparidzirwa Evaŋgeri iyi panyika dzose, iɀi ɀakaitwa naye ɀicarebga ʋo, ʋamuraŋgarire naɀo.
MAT.26.14	Ɀino mumŋe waʋanegumi naʋaʋiri, wainzi Judasi Iskarioti, wakaenda kuʋaprista ʋakuru, 
MAT.26.15	akati: Mucandipeiko, kana ndikamuisa kwamuri? Ʋakamuyerera masirveri anamakumi matatu.
