MAT.1.1	Abraham tuti Devit tanii ing Jesu Khrista ahungsuwhnii thiimziihbur. 
REV.2.2	“Nanongtu vakhae ipirpak ing nahentu nahenri amanche ijachaam nabadaar vakhae kamanghuwsa. Isamah nongtu aechu nabadaar chehmah, chongthang mah ae barukna chongthang pung achii aechu nang ing chaang en ae chiika chummahsae ichii natuwhkha kamanghuwsa. 
REV.2.3	Nang ing nakhaangcheh, kakhaena nabarungriir tiirudehing ijachaam aajaeh nabadaarsa vokhehekho jamahchii. 
REV.2.4	Changvakonchu ataklina kamanraarniichii omna amachuve, nang ing amaensa raennii ningsiih kha nabathenpa. 
REV.2.5	Aajaehmeh ipha ing nang itiivachii ichii kharla! Ajae abasenpeh raennii namanden vaangkhe ithupak ing nabarungriir huungla, changmahnave naningna thengningka jaemi ynrengniikha amin peenva kata. 
REV.2.6	Changlaenche Nikolitans aeng entu enrichaap kabatir vaang, nenuw ingkho enuw ae i nenbatirsa.”
REV.2.9	Ijachaam inempak napha ing vokhehkho sara naeriing ing omnachii-atatak chuve nang savang nachii ichii kamanghuwsa! Nataklina Jehudi mah aenche Jehudi pung ta aeka engabu aenche isamah ing ichong aechu kamanghuwsa; enuw aekha umlae mee ynsuwh ruwrpae. 
REV.2.10	Ijachaam aajaeh henphava nachii khaenache nabarungriir manjamahra. Rungaera! Ichamah umlae ingkhe nabarungriirchu ennii khaena nisuummeh sungna achuw yngkheh chuve kaeshum ting ithin naka jaavanenta. Amachu ithiinii vakhangnare khaangther nana imandenteehra, amana chembe ki ing iringnii phurchii pivakachii.”
REV.2.12	Pargamum ruwrthiing rukuum itu vaarmee ningna baziih: “Havi yngeepak chem asaeniimeh adeen tanii chongthenva. 
REV.2.13	Nang una paarnachii ichii kamanghuwsa, amana-khe Seitaan iruwngpham ongnii omna; amanche nang ing karuming icheep ing nabachuwther vokhehkho Seitaan apaarnii nakhe nengkuurna kasaarkhii ynsuwh thachafhuw om Antipas athehrae nang ing kaningna ynthacha chiikha bathenmahchii. 
REV.2.14	Changvakonchu nataklina topoh chuve kamanraar nahchii: Balaam ing Balak manchuwka Isrel siti aechu lae ting empeeh isahfhuwchu isahnii khaena, ichuwhmah naamak itunii lamting amansiae. 
REV.2.15	Amavaang ichii ing nengkaarna Nikolitans ae enu ynjii mee omnachuw. 
REV.2.16	Atarae nang nabarungriir ithupak ing huungla! Changmahnave entaklina thengningka kabaetanii chem inge laar tukvakata.”
REV.2.17	“Achuw yngkheh isii laarchu acheh mee ningnache ynthuurjaehka om isahfhuw mannachu pivakata vokheh-kho achuw ingkho amanghuwmah aaraang mee chupang ing manghuw vachii ivaar rung taklina itharpeh ruming ynziihchu pivakata.”
REV.2.18	Thiatira ruwrthiing rukuum itu vaarmee ningna baziih:
REV.2.18	“Thangnang sapa amikna mi ichuwh pingeng ichii amanche akhi ynleenpak siir pingeng ichii Thangnang sapa tanii chongthenva. 
REV.2.19	Nanongtu, naningsiih, nong natu, thacha, ikhaang nacheh, natu chaapkha kamanghuwsa. Abasenpeh raenniikha ithi ing atarae natu nari chaapkha kamanghuwsa. 
REV.2.20	Changvakonchu nataklina kaman-raar nahchii amachuve: Jezebel ing jaephar ping taka Isrel siti chaap aechu ichuwhmah itunii vokhehkho lae ruthaksii ting empeeh sha isahnii ting abatheem aanuwzii aechu ataraen phana na enjaehnah. 
REV.2.21	Ama rupanuw kha abarungriir ihuung kahahva changvakonchu ama ing ynthiing mahchu ynthen adapa. 
REV.2.22	Rungaera, ama rupanuw i ajaarnii manak vakata amanche amathoh naamak entutanii barungriir huungmah aenave, enuw chukho manak vakata; 
REV.2.23	amanche aanuwzii chaap vakhae thehva katae. Amanache ki i vakhar chaap vokhehkho barungriir chaap aatoh yngkhehva ichii ruwrthiing chaap ing imanghuw vaata, vokhehkho nentu nenri nong ing iphaphamchu pivakachuw.”
REV.2.24	Changvakonchu Thiatira na ong isii tuning achiimah changchii nuchu manjii ningka achiimah, umlae barungriir avakharmah nenuw vakhae taklina chembe ija peehrikchu mandermah ningchuw. 
REV.2.25	Changvakonchu kajuwngmahri raentaang, neningna omkha icheep ing bachuwtherruw. 
REV.2.26	Isii laar acheh vokhehkho achimahri raentaang kanongruw atujaeh ningna, “Paam ipuhnii ruwrengchu pivakata; 
REV.2.27	ama ing siir rumor chinaka paam puhvaata vokhehkho pir bukam vaang bakhiicheh vaata. 
REV.2.28	Kapa ningtanii ruwreng kapha vaang, ki ingkho aningna ziing aesii tangbangchu pivakata.”
REV.2.29	“Ynthiing laetha ing ruwrthiing-na ariir i aana ipaar chaap ing siirasiing!”
REV.3.1	Sardis ruwrthiing rukuum itu vaarmee ningna baziih:
REV.3.1	“Thangnang tanii ynthiing laetha amanche aesii sarii adeen ningtanii chongsaeva. Nang ing natu nongkha kamanghuwsa amachuve, naruming i iring ruming reenkhang taniikho ithii vachii! 
REV.3.2	Nang ynternana vokhehkho thikvachii ing om aekha manpirla, akhaechuve Thangnang maana nanongkha mapung aphava ichii ing tuwhmahsing. 
REV.3.3	Ajae abasempehrae isa chongsae naraang vokhehkho nasii vakhaekha yndenla; amanche nabarungriirna thinjaeh nana athar barungriir huungla. Hane athar hungantermah taniive ynruwvaang thengva kata, changlaenche naningna thengva kachii aphachu nang ing manghuwmah tanii. 
REV.3.4	Sardis ne nenuw topoh chuve ataraenpha barungriir itiimah omnachuw. Enuw mee ae chuve kithoh ivaarjaeh peen singhakva kenta, akhaechuve ynteer aruchupae. 
REV.3.5	Isii laar acheh meechu ivaar peen mansing vakata, amanche ringkum thiimbuwrna ynthin arumingchu manpur mahning. Kapa vokhehkho vaarmee ae maana kameepae taningka yndang ing riirva kata. 
REV.3.6	Ynthiing Laetha ing ruwrthiingna ariir i aana ipaar chaap ing siisaruw.”
REV.3.7	Philadelphia ruwrthiing rukuum itu vaarmee ningna baziih:
REV.3.7	“Devit tuti tanii ing longting chika aamongchu achuwngkho akamchehmah amanche ama ing akamchu achuw ingkho aamong chehmah ynthiing vokhehkho ichum ningtanii chongsaeva. 
REV.3.8	Natu nari vakhaekha kamanghuwsa. Enla, Achuw ingkho imong chehmah vachii eenkhaar barang ingka kasiihsa. Nang naruwreng topoh omna, amanche kachong nangahsa vokhehkho karuming i siidamahchii. 
REV.3.9	Enla, umlae ruwrkheh ae entakcha Jehudimah aeka Jehudi pung enchii mee emare om changchii aechu henruw ae ningka nakhi bakhongna irum vaatae amanche ki ing kaning kamansiihsachii ichiichu enuw ing manghuw vaatae. 
REV.3.10	Kajaera i isajaeh ing nangah khaena laaruw mee vakhaechu chaang ennii aphanache ki ing nangchu badaarpeehva kachii. 
REV.3.11	Ki ithupak ing juwngva kata. Achuw ingkho naphurchiichu ariniimah ing icheepther ing bachuw jaehra. 
REV.3.12	Isii laar acheh meechu kapa Thangnang sejaam uchu mansuwh vakata. Amatanii utaraenkho suwhmahnii akhaechuve ataklina kapa Thangnang ruming re kapa Thangnang paam ruming baziih vakata amachuve, thangbaen paam kapa Thangnang tanii ijungtheng ithar Jerusalem re ithar karuming chuva. 
REV.3.13	Ynthiing laetha ing ruwrthiingna ariir i aana ipaar chaap ing siisaruw.”
REV.3.14	Lodisia ruwrthiing rukuum itu vaarmee ningna baziih:
REV.3.14	“Thachafhuw om, ichum saarkhii, Thangnang ing aseem aren chongsaeva. 
REV.3.15	Nanong vakhae kamanghuwsa. Nang idaekho daemahchii, amanche ynsakho basak mahchii. Ajaenkho natak i changchen jaehtah siingnata. 
REV.3.16	Amatah nache natak i idaekho idaemah, ynsakho ynsamah vachii khaka natak i bathen vakachii. 
REV.3.17	Savang ning, kadeen chirsa, kataklina ivaeh omah ing nachiinah changvakonchu laethana chembe natak i ijachaam vokhehkho ningchuwhnii, sara, mikchu vokhehkho asae ing omnachii. 
REV.3.18	Amatah nache naningna kariirpeeh nahchii amachuve, kaningna ynthiingjaeh sana iriira amanache savang fhuwraang suwhvaanta, peenkho iriinana ningjaknii asae ing omchiikha mangkhumla vokhehkho richii barim isa iriinana namik aekha inuwrla amanache ynthiingkiir ing muvaanta. 
REV.3.19	Kaning kamansiih chuve kaasaenah. Kariirpeehchii i manernana isii tanii hunganrisara. 
REV.3.20	Enruw, ki ing eenkhaar kungna ngiir ingka kaachumnah, achuw yngkheh ing kasenruwr i siinaka eenkhaarchu barang nave, aningna varuwh ningka amathoh sahakva kata amanche ama ing kithoh isahhak phavaata. 
REV.3.21	Isii laar acheh meechu kaaruwngpham ongnii nache kabuumna mangongva kata. Yngkhaena ynchii imbe katak kho isii laarchu cheh ingka kapa ongnii iruwngpham ongniina ongning.”
REV.3.22	“Ynthiing laetha ing ruwrthiingna ariir i aana ipaar chaap ing siisaruw.”
REV.4.1	Havi aanuwna paamkhuw kathiir-tahnache thangbaen eenkhaar ynrang kamupa. Changlaen siimche kichu yngeen tumpeeh iruur yngkheh kasii, “Hanganseenra! Havi aanuwna suwhrem vachii yngkheh mansii kachii.” 
REV.4.2	Changlaen siimche laetha ing ynruwpa. Amanache thangbaen iruwngpaam nache mee yngkheh heongsa. 
REV.4.3	Amachu isapak ing ynreen amanche iruwngpham ongniichu tungnusapa ing aruwkuwr. 
REV.4.4	Amana iruwngpham ongniichu, iruwngpham ongnii somnii ariimanrii ing aahir. Ama iruwngpham ae nache upa yngkhehter ing ivaarjaeh ing ynthong aeka sana phurchiichu engkhum. 
REV.4.5	Ariktanii iruwngpham ongniichu tenlungpa ruwsa vokhehkho mi vaang inempak ireng, amanche iruwngpham maensok nache Thangnang laetha sarii, mi asae sarii ichuwh. 
REV.4.6	Iruwngpham ongnii maensokchu chifhuw ynreen vaang, rudaechii ynthiingkiir vaang ichii ing om.
REV.4.6	Iruwngpham arakiing manriina iring laetha manriimeh ae ing emaensok re entuknung nache mik inempak ipaar ing ruwkuwrka ingiir ae. 
REV.4.7	Iring laetha ahaarpachu nongsha pingeng ichii, avomaniiniichu siirchar pingeng ichii, avomanthumnii amaechu mee pingeng taka amanche avomanriinii inche ynjaap mamuw pingeng ichii. 
REV.4.8	Amana iring laetha manrii aechu embatha isuwm vokhehkho entakchu emik sung taang om ipaar aenche siim jaen naeruung hava la i entu:
REV.4.8	“Ynthiingpak, ynthiingpak, ynthiingpak,
REV.4.8	ajaenkho, ataraenkho amanche hungvivachii nakho,
REV.4.8	aacheh Aafhuw Thangnang va.”
REV.4.9	Iring laetha manrii aenche iruwng-pham ongnii nache ong ynjasuwhpak vokhehkho alaar isa ichen naemah ing ipaarchu la tuaeka emanpah. 
REV.4.10	Upa somnii ariimanrii aenche iruwngpham ongnii taklina ong amaensok nache vakhup aeka arum ae vokhehkho emphurchiichu iruwngpham ongnii maanache vesii aeka jinge ichii ing la ing emanpahsah ae,
REV.4.11	“Kengaafhuw vokhehkho Thangnang!
REV.4.11	Laaruw paamna om vakhae i nang ing naseemva,
REV.4.11	namanden inche ynseempeeh tahnachii ympahfhuw rarap nachii.”
REV.5.1	Iruwngpham ongniina ong akik tachang nache ynjuwr thiim-buwrchu ynziih ing ruwkuwrka vokhehkho ahak sarii ing ahakchu kamu. 
REV.5.2	Amana ipirpak vaarmee ing uungka amanthangchu kasii, “Ynjuwr thiimbuwrchu achuw ing barangcheh vaata amanche ahak aechu achuw ing bakhiicheh vaata?” 
REV.5.3	Thangbaen tanii, laaruw paam tanii amanche kuurdong tanii achuwti ingkho ynjuwr thiimbuwrchu barangcheh mahnii vokhehkho paacheh mahnii. 
REV.5.4	Ynjuwr thiimbuwrchu abarangcheh vokhehkho aapacheh omah khaena ichap ing. 
REV.5.5	Amana upa kaarna yngkheh ing kaningna ariir, “Chapmah! Enla, Juda sungkhur tanii nongsha Devit tuti tanii yngkheh ing achehpa amachuve ynjuwr thiimbuwr re ahak sarii aechu aamongpa.”
REV.5.6	Iring laetha aere upa ae ongnii ruwrak nache ithii tanii hangring Jaotichu ingiir kamu. Atakchu Thangnang tanii laetha sarii ae, mik sarii vokhehkho rakii sarii paarna. Atakchu laaruw paamna ajenchiir vasahva. 
REV.5.7	Ama ing vakka iruwngpham ongniina ong akik tachang tanii ynjuwr thiimbuwrchu averi. 
REV.5.8	Amana ynjuwr thiimbuwrchu ama ing averiraenche iring laetha manrii aere upa somnii ariimanrii aechu Jao tingche vatiih pohsae. Amana enuw ing seemruwr re ynthiing aeng Thangnang enthamrae enchichak richii barim isa ynthufhuwchu yngkhehter achiae. 
REV.5.9	Amana enuw ing ithar la entu,
REV.5.9	“Ynjuwr thiimbuwr re ahak nabarangcheh i matik icharap vachii.
REV.5.9	Natak itheh aeka Thangnang khaena nasii ynta inche laaruw paam mee vakhaechu naatenpa.
REV.5.11	Amana athar vokheh paamkhuw kathiirtah nache vaarmee inempak ae ing iruwngpham ongniina iring laetha manrii amanche upa aechu ihir aeka ingiir ae, 
REV.5.12	amana uung aeka la entu:
REV.5.12	“Ithii vasah hangring Jaoti inempak aanrusa,
REV.5.12	ama ing hae, lerchii, iveernii, vokhehkho ruwreng,
REV.5.12	ympahsahnii aaraang i atatak ing aanrufhuwsa.”
REV.5.13	Amana thangbaen tanii, laaruw paam tanii, kuurdong tanii, chifhuw tanii vokhehkho reentaang aajaeh tanii laetha aeng la entuchu kasii,
REV.5.13	“Iruwngpham ongniina ongre Jaotichu ympahfhuwva,
REV.5.13	vokhehkho ynjasuwh, alaar isa vokhehkho achehchir inche,
REV.5.13	ichen naemah ing ynruwfhuw rasiing.”
REV.5.14	Amana iring laetha manriimeh aeng “Amen!” ta aeka abasang ae, vokheh-kho upa aenche khup aeka arum ae.
REV.6.1	Jaoti inche ahak sarii kaarna yngkheh abarangchu kamupa amanche iring laetha manriimeh aeng khuw ynrii iruur vaang huungla enchiichu kasii. 
REV.6.2	Amana paamkhuw kathiirtah nache sakuur ivaar yngkheh kamu. Ataklina ong mee yngkheh inche thar rupher chika vokhehhkho phurchii khumka laar chehnii khaena ituk isi.
REV.6.3	Amana avomaniinii ahakchu abaranglae avomaniinii iring laetha ing huung achiichu kasii. 
REV.6.4	Changlaenche reentaang isen sakuur yngkhehchu hungsuwh kamu. Ataklina ongchu laaruw paamna laar ajenbasuwnii amanche mee aeng yngkheh re yngkheh engaanthehnii ruwrengchu aningna apeehpa. Ama khaena iruungpak laarchem yngkhehchu apeehreehpa. 
REV.6.5	Avomanthumnii ahakchu abaranglae avomanthumnii iring laetha ing huung achiichu kasiipa. Enruw, amana yndup sakuur yngkheh taklina ong inche akikna meil uurnii achi kamu. 
REV.6.6	Iring laetha manrii enruvae nache senruwr pingeng ichii ing ariir kasii. “Nikheh ruthamen gehu topoh, amana nikheh ruthamen khaena chimuw bajaang vaata. Changvakonchu richii barim khare vomrip chiikha mamaang mahra.”
REV.6.7	Amana Jaoti inche avomanriinii ahakchu abarangpa; vokhehkho avomanriinii iring laetha inche huung achii senruwrchu kasii. 
REV.6.8	Amana idaangsip sakuur yngkheh kamu. Ama sakuur aveongnii arumingchu ithiiva amanche kuurdong aeng aanuw enghenjii; Eningnache laaruw paam mee aechu chem thar ing, venchaam ing, ina ing vokhehkho saklaang aenche enthehnii khaena ruwrengchu apeehpae.
REV.6.9	Amana avorunganii ahakchu abaranglae Thangnang chongsae ijeerna vokhehkho asaarkhii ipeehna entheh laetha aechu thiimkung derna kamu ae. 
REV.6.10	Enuw inche senruwr ipirpak ing enriir, “Aacheh Aafhuw! Ynthiing vokhehkho Ichum! Kenuwchu yntheh ae laaruw mee taklina vajeer tuvanachii aasen ivaehva?” 
REV.6.11	Enuwchu peen ivaar pika topoh ihah phehruw achiipa. Laaruw paamna iring engarang aechu ichiirdeh ing entheh suwmahri raentang ihahruw taka abasang ae.
REV.6.13	Khuwsii vaanlehka apaam aapum aanuh raenche thachang aanla iminmah ibuw vaangkhe, minvaen aesii aechu laruwna jungbuksae. 
REV.6.14	Minvaenchu ynjuwr thiimbuwr vaangkhe ynjuwrka yngkhum pangsa amana bung re chiirikpaam aenche ama ama apham tingche ympeensae. 
REV.6.15	Laaruw paam iruwng ae, aruming isi mee ae, laarchang aaruung ae, savang ae, ruwreng ipir ae vokhehkho mee aangkheng amanche suwh ae, ruwkuwrjoh mee ae, bung tingche taen aeka rungkuw nache ynthuursae. 
REV.6.16	Enuw ing bung chaapna vokhehkho rungkuw chaapna, “keningting jungbuk nuwna iruwngpham ongniina ong re Jaoti barungsii mik bareng tanii ithuursaruw enchii! 
REV.6.17	Changchii iruungpak barungsii inii nache achuw ing diinaka ngiircheh vaate?”
REV.7.1	Havi aanuwna vaarmee manrii ae ing laaruw paam arakiingna ingiir aechu kamupa. Amatah nache laaruw paam ariikiing manrii tanii khuwsii vaanlehchu embadaar tahnache siiraang ing laaruw paam chifhuw, amanche saangthing ae taklina yntanga sukcheh mahsa. 
REV.7.2	Amana inii hangsuwh tanii reentaang vaarmee yngkheh ing iring Thangnang ahakchu chika hangkar kamu. Ama vaarmee inche laaruw paam re chifhuw amamaangcheh ruwreng ideen vaarmee manrii aechu iruur ipirpak ing a-een. 
REV.7.3	Amana ariir, “Embachirna apa Thangnang meenaepae ichii anghakmahri raentaang laaruw paam, chifhuw vokhehkho saangthing aekha mamaang mahra. 
REV.7.4	Amana Isrel siti ae sungkhur vakhae tanii ahakchu amasing 144,000 (laak yngkheh lising somanrii ariimanrii) chaknae taka ariirchu kasiipa.”
REV.7.5	Amachuve Juda sungkhur tanii lising suum ariinii, Ruben jaat tanii lising suum ariinii, Gad sungkhur tanii lising suum ariinii,
REV.7.6	Asher sungkhur tanii lising suum ariinii, Naptali sungkhur tanii lising suum ariinii, Manaseh sungkhur tanii lising suum ariinii,
REV.7.7	Simion sungkhur tanii lising suum ariinii, Levi sungkhur tanii lising suum ariinii, Isakar sungkhur tanii lising suum ariinii,
REV.7.8	Zebulun sungkhur tanii lising suum ariinii, Josep sungkhur tanii lising suum ariinii, Benjamin sungkhur tanii lising suum ariinii ae ipae.
REV.7.9	Enla, havi aanuwna apaam siirtanii, jaati siirtanii, chong yntinmah siisii tanii mee inempak aenche ivaarjaeh peen ing ynthong aeka engkik nache inubur bah chiaeka iruwngpham ongnii re Jaoti maanache ingiir ae. 
REV.7.10	Amanache enuw ing iruur ipirpak ing uung aeka, “Iruwngpham ongniina ong apa Thangnang re Jaoti inche yngkarsahpa enchii.” 
REV.7.11	Iruwngpham ongniichu vaarmee vakhae ing, upa vakhae ing, vokhehkho iring laetha manrii thoh aenche vaangkuwr ing ngiirsae. Amana iruwngpham ongnii tingche vakhup aeka Thangnang chu rumsa aeka enriir, 
REV.7.12	“Amen! ympah, alaar isa, ising, ympahfhuw, ynjasuwh, ruwreng, vokhehkho aachehchu ichen naemah ing Thangnang ningna omchu ynsuwhrasiing! Amen!” 
REV.7.13	Upa ae kaarna yngkheh inche kaningna ynsii, “Peen ivaarjaeh ing ynthong ae i achuw aepae vokhehkho utanii ithengpae?”
REV.7.15	Amatah nache Thangnang iruwngpham ongniina ong aeka siim jaen naeru ing rumniieen nache rukuum atupae. Iruwngpham ongniina ong inche enuwchu ajaar inche badaarpeeh vaatae. 
REV.7.16	Enuwchu utaraenkho venchaam chiilaar phamahnii ae, inii ynsa ingkho deengmahnii ae, 
REV.7.17	yngkhaena ynchii imbe iruwngpham ongnii kuurna ong Jaoti inche cheer vaatae, amana iringnii chiitaang ifhuwr tingche ruwvaatae vokhehkho Thangnang ing emik rachii yntachu nuwrpeeh vaatae.”
REV.8.1	Jaoti inche avosariinii ahakchu abaranglae thangbaen nache apha chimbang vakhae daerengsa. 
REV.8.2	Aanuwnache vaarmee sarii aeng Thangnang maana ingiir aechu kamu amana tumpeeh sariichu eningnache apeehpae.
REV.8.3	Amana reentaang vaarmee yngkheh ing barim ningsiihnii ynthunii sana kam yngkhehchu chika thiimkung nache ngiirsa. Aningna-che iruwngpham ongnii maana om thiimkung ting ynthiing aeng enthamchu ipirniiseh khaenache aningna richii barim isachu ajepeehpa. 
REV.8.4	Thangnang maana ingiir vaarmee kiktanii richii barim isa mikhuwhchu ynthiing ae ing enthamsah thohche hungsuwhsa. 
REV.8.5	Amana vaarmee inche sana kamchu thiimkung tanii mi ing mansipka laaruw paam ting ajerenpa; amana khuw ynrii ruwsa iruur, tenlungpa chem ynleh vokhehkho linglaang itheng suwhsa.
REV.8.6	Amana vaarmee sarii aenche tumpeeh sarii itumnii khaena ynthongsae.
REV.8.7	Ahaarpa vaarmee inche atumpeehchu atumpa, amana sii ynvae iriir re michu jungbukka laaruw paam ynthummeh nache yngkhehchu kaangsa, saangthing chaap ynthum nache yngkhehchu kaangsa, vokhehkho fhuwr chaap kaangchirsa.
REV.8.8	Avomaniinii vaarmee inche atumpeehchu atumpa, amana mi ichuwh ing iruungpak bung yngkhehchu chifhuw ting ajedeengpa. 
REV.8.9	Amana chifhuw ynthummehchu yngkheh chuve sii auurpa. Chifhuw sungna ynthin iring laetha aechu ynthum sungna yngkheh ithii ae, amana ruwkuwng ynthum sungna yngkhehchu ikii.
REV.8.10	Avomanthumnii vaarmee inche atumpeehchu atumpa. Amana ipirpak ing aenjor aesii yngkheh thangbaen tanii jungbukka iva re chiitaang ynthummeh nache yngkheh taklina buksa. 
REV.8.11	Ama aesii aruming chuve ikha va. Chii chaapchu ynthum sungna yngkheh chuve khaksa, ama ikha chii ain mee aechu inempak ithii ae.
REV.8.12	Avomanriinii vaarmee inche atumpeehchu atumpa. Amana inii, tha, amanche aesii aechu maangsae. Amatah nache ynthum sungna yngkheh inche aencheh mahsa. Siimna inii ing ynthum sungna yngkheh inche basak mahsa, vokhehkho jaen nache aesii aere thachu ynthum sungna yngkheh inche rengmahsa.
REV.8.13	Amana kahengen tahnache mamuw vaati yngkheh ing thangbaen rikna ynjaapka ipirpak senruwr ing ariir, “Ijaniisapa, ijaniisapa, laaruw paamna ipaar mee ae khaena ijaniisapa, akhaechuve reentaang vaarmee ynthum ae tanii tumpeeh abaring raenche ynchii tasa vaatae!”
REV.9.1	Avorunganii vaarmee inche atumpeehchu atumpa. Amana thangbaen tanii aesii yngkheh laaruw paamna jungbukka idong naemah khur longtingchu aningna apeehpa. 
REV.9.2	Idong naemah khurchu abarang tahnache mi ichuwhtanii mikhuwh hangthengka amikhuwh inche inii vokhehhko paam aangkhengchu amanthim dehpa. 
