RUT.1.1	Senagi senagi, mirona ituari ourefeidena vene tora amegamadiri,
REV.5.6	Kamini ourefeidena amena fata, vegu amededi vibani 4 ma tora vene di tobori, Mamoe mida umuyeyadi kana, are reyo ma veyaka. Bi gaigai 7 ma nemoko 7 nufa, kaere bi Sei di vima 7 kono tora noibanuri nifeideyo.
REV.5.7	Ma bosi ourefeidena amena fata ameyo amiye di vana ramari firo riyo buka moiyo. 
REV.5.8	Moiyori, vegu amededi vibani 4 ma tora vene 24 yaku mamoe mida di budari efuka imi odeyadi. Ina yokoi yokoi gita asini kana ma goro dodoku ori sisika buni vata baeyadi moi gira reyadi; mina ori sisika buni bi Sei di vene di usa usa nina.
REV.5.9	Ye yauta ruaka niyadi:
REV.5.9	“Ya bi buni, ye ya yaku firo rina buka moisi
REV.5.9	ini vava bura kake rina sogona okugiya,
REV.5.9	adina ya umuyeyo ma Sei rofu yi dava dudu,
REV.5.9	rubu, ago idana idana vene, amiye idana idana ma gagani gagani vene tau vanuri amiye voi reyo.
REV.5.10	Ya uni Sei rofu ini ourefeidena amena sana vene ma Sei ma amiye utari naivo vene
REV.5.10	ye konori ourefeidegedi.”
REV.5.11	Kamini naivo naivo vima tau gade, vegu amededi vibani ma tora vene ourefeidena amena fata buru rigamadi ma vegasa naivo naivo vima ini goroka neideyaka; ina tau bi tau gade gade ma tausini tausini.
REV.5.12	Ye goroka tora dudu yauta niyadi:
REV.5.12	“Umuyeyo Mamoe mida bi buni bi
REV.5.12	vava, gugura tau, mokena tora, yeiva,
REV.5.12	kikifa rena, vabara ma roka moi odoro rina moigo!”
REV.5.13	Ma omari, kono fafau, kono gabireri, davara fafau ma ini ideri riyo ma vegu ameyadi tau gade yaku yauta niyadi ma neideyaka:
REV.5.13	“Moi odoro rina, kikifa rena, vabara ma ourefeidena vava
REV.5.13	bi ourefeidena amena fata ameinu redo amiye ma Mamoe mida rofu
REV.5.13	toga toga ameibobiyaganedi!”
REV.5.14	Kamini vegu amededi vibani 4 nigamadi, “Rama yo!” Ma tora vene
REV.6.1	Kamini Mamoe mida yaku vava bura kake rina sogona 7 ri yokoi maka okuyo ma veyaka. Ma vegu amededi vibani 4 ri, yokoi maka goroka ofu di kukuroka kana dudu niyo, “Bae!” ma neideyaka. 
REV.6.2	Ye hosi feyo yokoi nai budari veyaka. Ma ini keu rina amiye bi iya rena feva moi gira reyo; ma kini kana ada bou maro, ye iya resi ebu regika digamo.
REV.6.3	Ye usi ere vava bura kake rina sogona okuyori, vegu amedo vibani usi ere yaku niyo ma neideyaka, “Bae!”
REV.6.4	Ma hosi yokoi ogau niyo; bi kaka ita kana. Ini keu rina amiye bi kono vene di uka amuta moi taga rigi vava maro, ye amiye iniye iniye umuyeyaganedi. Bi bainasi tora mina amiye maro.
REV.6.5	Ma vava bura kake rina sogona regode ere okuyori, vegu amedo vibani regode ere niyo ma neideyaka, “Bae!” Ma hosi gabu nai nemokori ameyo ma veyaka. Ini keu rina amiye toe ma aita vena gugura vanau moi gira regamo.
REV.6.6	Ma vegu amededi vibani di fogori, beika yokoi goroka kana niyo ma neideyaka, “Amiye bi meda yokoi makari, moimai rena di davana fore dudu, kilogramme afona kana witi, ba kilogramme yokoi ini afonasa kana 
REV.6.7	Ma vava bura kake rina sogona 4 ere okuyori, vegu amedo vibani di goroka niyo ma neideyaka, “Bae!” 
REV.6.8	Ma hosi gauka ne uruma kana nai nemokori ameyo ma veyaka. Ini keu rina amiye di roka bi Muyena ma Muyena vene di amena sana bi usi digamo. Kono eta berou berou 4 ri yokoi maka bainasi, adabo, muyena gauka ma kono di vibani gadeva dudu amiye umuyeyagane di vava maro.
REV.6.9	Ma vava bura kake rina sogona 5 ere okuyori, ori sisika rena fore fata gabireri amiye di vima, kaere Sei di ago ma ini niokuna ago mokena gira dudu, niokugamadi dada umuyeyadi, mina vene veyaka. 
REV.6.10	Ye goroka tora dudu raka niyadi, “Ourefeidena Varika amiye, kikifa ma rama, goivaka ramari kumo ya yaku mina kono vene, kaere una umuyeyadi ini kota resi ini obini magiya?” 
REV.6.11	Ma varuka doba feyo ina yokoi yokoi masi ina rofu niyo bi doba deri tua reyagane kumo moimai rei tavoi rededi vene ma usika ourena vene, ina vene kana, bi umuyeyadi kana, ka gokaisanu umuye vau regedi mamo kota resi ini obini magida.
REV.6.12	Ma vava bura kake rina sogona 6 ere okuyo ma veyakari, bi kono yagayaga tora reyo ma meda bi varuka gabu iniye kana, gabu niyo ma eyo noibanu dava kana kaka niyo.
REV.6.13	Aura tora resi fuka yabo di meko karu moi kuokuo redo ma yarededi kana, iya omari gutuna konori yarei deyadi.
REV.6.14	Oma bi firo rina buka kana reyori, omuna ma motumotu tau gade ini amededi sana gutuna moi etagae riyo.
REV.6.15	Ma kono di kini, tora vene, iya rena ourefeidena vene, gugura tau nufa vene ma vava nufa vene, moimai rededi vene ma moimai rei tavoi rededi vene tau gade, avanari ma omuna fore fogori iniye iniye sui nisi
REV.6.16	omuna ma fore rofu niyadi, “Una fafau yaresi ourefeidena amena fata odoro amedo amiye di seira ma Mamoe mida di gubuyo tora iniye rofu una moi sui ri,
REV.6.17	adina ini gubuyo tora iniye di meda bi okiyo mini, ma kaere bi are rei gira rego?”
REV.7.1	Mina usi kono di eta berou berou 4 ri, naivo naivo vima 4 are reyadi ma veyaka. Ina yaku mina kono di eta berou berou 4 di aura kebi riyadi, ye konori, davara fafau o yabo yokoi odoro aura ga fu reyaganedi.
REV.7.2	Ma meda dadido eta rofu naivo naivo vima yokoi bae uveyo ma veyaka. Ina yaku vegu amedo Sei di vava di bera moi gira resi naivo vima 4, kaere bi kono ma davara moi no reyagane di vava maro, ina rofu goroka tora dudu raka niyo, 
REV.7.3	“Davara, kono ma yabo moi no ga refo mamo uni Sei di moimai rei tavoi rededi vene di naori vava di bera aegifa kumo.”
REV.7.4	Ma kaere vava di bera aeyo ina gokaisanu vene neideyaka: Israel vene di rubu noibanuri kaere vava di bera aeyo bi 144,000. 
REV.7.5	Judah di ruburi bi vava di bera aeyo vene 12,000, Reuben di ruburi bi 12,000, Gad di ruburi bi 12,000, 
REV.7.6	Asher di ruburi bi 12,000, Naphtali di ruburi bi 12,000, Manasseh di ruburi bi 12,000, 
REV.7.7	Simeon di ruburi bi 12,000, Levi di ruburi bi 12,000, Issachar di ruburi bi 12,000, 
REV.7.8	Zebulun di ruburi bi 12,000, Joseph di ruburi bi 12,000, ma Benjamin di ruburi bi vava di bera aeyo vene bi 12,000.
REV.7.9	Mina usi amiye tau gade gade iniye veyaka; amiye yokoi yaku de nigo gokaisanu bi. Bi gagani gagani vene, rubu, amiye idana idana ma ago idana idana vene tau vanu gutuna, ye ourefeidena amena fata ma Mamoe mida di budari, are regasa varuka doba feyo akugasa vatoru iye moi gira resi 
REV.7.10	goroka tora dudu raka niyadi: “Uni Sei maka bi Moi vegu rina mado amiye, kaere bi ourefeidena amena fata odoro ameinu redo ma Mamoe mida ka!” 
REV.7.11	Ye naivo naivo vima tau gade yaku are regasa ourefeidena amena fata, tora vene ma vegu amededi vibani 4 buru riyadi. Ina yaku ourefeidena amena fata budari, ini ne rofu raudai resi Sei nivakegasa 
REV.7.12	nigamadi: “Rama yo! Roka moi odoro rina, vabara, mokena tora, buni tora gade mana, kikifa rena, vava ma yeiva bi toga toga iniye uni Sei di! Rama!”
REV.7.13	Kamini amiye tora yokoi yaku na nikaiteyo, “Mina varuka doba feyo akudedi vene bi kaere ma bi goidu gutuna bae deyadi?”
REV.7.14	Ma nikabai reyaka, “Amiye tora, ya ya diba.”
REV.7.14	Ye na rofu niyo, “Mina vene bi kaere esika esika gira gutuna bae desi Mamoe mida di dava dudu, ini varuka doba koitesi moi feyo riyadi. 
REV.7.15	Mina dada Sei di ourefeidena amena fata budari, are resi Sei nivakena yavari, urusa ariu ina naivo rededi; ye ourefeidena amena fata ameinu redo amiye yaku ini yeiva dudu mina vene bou rigo. 
REV.7.16	Dudusa rauna de resi koru de vaigedi; meda o vava iniye yaku de vaigo,
REV.7.17	adina Mamoe mida, kaere bi ourefeidena amena fata tobori ameinu redo, bi mamoe dogo redo amiye kana, ina vene nari resi furu furu rena vegu ameibobina koru rofu ourefeidego ma Sei yaku ini nemokori ne koru noibanu moi ugago.”
REV.8.1	Kake rina sogona 7 ere okuyori, meda nemoko yokoi di afona kana omari bere niyo. 
REV.8.2	Ma Sei di budari are reyadi naivo naivo vima 7 veyaka ma kibi 7 bi maro.
REV.8.3	Kamini naivo naivo vima yokoi ori sisika rena fore fata atafu baesi are reyo. Ina bi ori sisika buni rena urena goro nufa, ma orina sisika buni tau maro, ye ourefeidena amena fata budari ori sisika rena fore fata gorori Sei di vene tau gade di usa usa ninasa tanu reyainedi.
REV.8.4	Ma mina ori sisika buni orina iroka ma Sei di vene di usa usa ninasa vakoi bi naivo naivo vima di vanari gutuna odoro Sei rofu boyo. 
REV.8.5	Ye naivo naivo vima yaku ori sisika rena urena moisi ori sisika rena fore fatari, vaido ita iko yaku moi vata baesi kono odoro youyo; minari ofu, kukuroka ma ayena niyo ma kono yagayaga reyo.
REV.8.6	Kamini naivo naivo vima 7 kibi 7 nufa yaku kibi ugika kora reyadi.
REV.8.7	Ma ouresi naivo naivo vima yaku ini kibi fu reyori, aisi fore kana ma ita davasa moi fui resi konori youneyo. Kono eta berou berou regodenuri, yokoi maka bi vai vau reyo ma
REV.8.8	Ma remanu ere naivo naivo vima yaku ini kibi fu reyori, ita vaigamo omuna tora yokoi kana, bi davarari youneyo ma davara eta berou berou regodenuri, yokoi maka bi kero resi dava niyo, 
REV.8.9	ye davara ideri vegu amededi vibani berou berou regodenuri, yokoi maka bi muyei vau reyadi ma berou regodenuri, yokoi di sisima bi moi no reyo.
REV.8.10	Ma naivo naivo vima regodenu ere yaku kibi fu reyori, iya tora ini vabara bi vai mona reyo keroko kana, oma gutuna koru tora tora ma koru buruka berou berou regodenuri, yokoi maka fafau yareyo.
REV.8.11	(Mina iya di roka bi “Ru”.) Ye koru berou berou regodenuri, yokoi maka kero resi ru niyadi ma amiye tau muyeyadi mina ru niyadi koru dada.
REV.8.12	Ma naivo naivo vima 4 ere yaku kibi fu reyori, meda, eyo ma iya ini berou berou regodenuri, yokoi maka uyo, ye mukuna gube gube niyagane ma meda berou regodenuri, yokoi ini vabara de niyaine ma urusa ka makai reyaine.
REV.8.13	Kamini dumo
REV.9.1	Ma naivo naivo vima 5 ere yaku ini kibi fu reyori, iya omari gutuna konori yarei deyo ma veyaka; bi kono ruba moka tora di ida vena di ki maro. 
REV.9.2	Ye mina kono ruba moka tora di ida vena ekeyori, iroka ita yama yama tora redo kana, mina ruba ideri gutuna yakusi meda ma oma moi mukuna gube gube niyo.
REV.9.3	Kaufa mina irokari gutuna konori deyadi; bi kono di kaikai di vava kana vava masi
REV.9.4	bi Sei di vava di bera ini naori aena de vene maka moi no resi konori fatededi, ini oruma ma yabo yabo yokoi moi no ga reyagane nioteimaro.
REV.9.5	Bi eyo 5 rofu esika no iniye magedi di vava maro, idu umuyeyaganedi bi de. Mina esika esika bi kaikai yaku amiye aki redo di esika kana. 
REV.9.6	Ye mina medari amiye bi muyena maina regedi, idu de baku regedi; ini ura bi muyegedi, idu muyena yaku ina rofu ori digo.
REV.9.7	Mina kaufa ini veve bi hosi iya regika dogo dogo reyadi kana. Ina adari kini kana ada bou goro ma ini ne uruma bi amiye di ne uruma kana.
REV.9.8	Ini ada iye rema vene di ada iye kana ma ini gade bi lion di gade kana.
REV.9.9	Ini kokoba fafa riyadi bi auri dudu kokoba fafa ridedi kana, ma ini eta di kukuroka bi 
REV.9.10	Kaikai kana ini vi dudu aki rededi, ye makai eyo 5 ri, amiye esika esika magedi di vava nufa. 
REV.9.11	Ini ourefeidena kini bi kono ruba moka tora di naivo naivo vima. Ini roka Hebrew agori bi Abaddon, ma Greek agori bi Apollyon.
REV.9.12	Ouresi no iniye iniye bi sena koina niyo; no iniye iniye remanu bi dena kode.
REV.9.13	Ma naivo naivo vima 6 ere yaku ini kibi fu reyori, Sei di budari ori sisika rena fore fata goro di gaigai 4 ri, goroka yokoi nigamo ma neideyaka.
REV.9.14	Ye naivo naivo vima 6 ere, kaere bi kibi nufa, ina rofu nigamo, “Euphrates koru torari, naivo vima 4 miyo bi eyoune!” 
REV.9.15	Ye mina naivo naivo vima 4 bi mina meda nemoko, mina meda, mina eyo ma mina lagani rofu sena dogo reyo amiye berou berou regodenuri, yokoi maka umuyeyaganedi eyouneyo. 
REV.9.16	Hosi keu risi iya rena vene ini gokaisanu bi neideyaka; bi 200,000,000. 
REV.9.17	Nai niokuna sina ideri hosi ma ini keu rina vene veyaka; bi kokoba fafa rina kaka ita kana, 
REV.9.18	Ye mina no iniye regodenu yaku ita, iroka ma fore ita ini venari gutuna yakuyadi, mina dudu amiye berou berou regodenuri, yokoi maka umuyeyadi. 
REV.9.19	Adina hosi di yeiva bi ini venari ma ini viri, ye ini vi bi aruma kana ini ada nufa amiye moi esika regi.
REV.9.20	Mina vene, kaere mina no iniye yaku de umuyeyadi, bi beika iniye ini vana yaku riyadi rofu nivakegi de feresi moi etagae riyadi. Mina bi vima no, ofa sei goro, siriva, auri roka 
REV.9.21	Ina vene ka amiye umuyena, yaumana rena, koa rena ma duma duma rena de feresi moi etagae riyadi.
REV.10.1	Kamini naivo naivo vima yeiva yokoi omari gutuna degamo ma veyaka. Seuya dudu fafa riyo ma daiduari ini ada fafau; ini ne uruma bi meda kana ma ini yuka bi ita vaido gado kana. 
REV.10.2	Firo rina buka keika eboka reyo, mina ini vanari moi gira resi ini yuka rama davara fafau ma ini yuka enana kono fafau aesi 
REV.10.3	goroka tora lion kana raka niyo. Raka niyori, ofu 7 ini imuna dudu nikabai reyadi. 
REV.10.4	Ofu 7 ago niyadiri, na bi kora resi bura regika reyaka, idu omari gutuna goroka yokoi yaku
REV.10.5	Ye davara ma konori fafau are regamo naivo naivo vima, kaere veyaka, ina yaku ini vana rama
REV.10.6	toga toga vegu amedo amiye, kaere oma, kono, davara ma beika baika tau gade iderisa riyo, ini roka dudu ago nitore reyo, bi dudusa tua de rego. 
REV.10.7	Idu naivo naivo vima 7 ere yaku ini kibi fu regika regori medari, Sei ini ago buni rei vau rego, ini moimai rei tavoi rededi vene, kaere bi ini ago nidedi vene, ina rofu niogau reyo kana.
REV.10.8	Ma omari gutuna goroka sena neideyaka, dudusa na ago nigasa niyo, “Naivo naivo vima, kaere bi konori ma davarari, are redo di vanari moi gira reyo ma eboka reyo firo rina buka keika mina bosi moi.”
REV.10.9	Ye naivo naivo vima rofu bosi firo rina buka keika na marainedi nikaiteyaka. Ina yaku na rofu niyo, “Moisi iri moude; bi safi, kaoro di ona kana yi venari, idu yi uka ideri bi ru rego.”
REV.10.10	Ma naivo naivo vima di vanari mina firo rina buka keika moisi iriyaka. Nai venari bi safi, kaoro di ona kana, idu iri moudeyakari, bi nai uka ideri bi ru reyo. 
REV.10.11	Ye na nioteimaro,
REV.11.1	Kamini doba bi gokaisanu moigika yukana kana kodu yokoi na masi
REV.11.2	idu Sei nivakena yava di ida nefau feresi ini doba ga moi, adina bi gagani gagani vene rofu maro ma mina taoni kikifa bi eyo 42 ri ini yuka dudu dagu magedi.
REV.11.3	Resi nai niokuna amiye remanu vava magida, ye meda 1,260 ri guruo amena kana, varuka akugasa Sei di ago nigedi.”
REV.11.4	Mina amiye remanu bi 
REV.11.5	Ye amiye yokoi yaku ugika ura rego vonisi, ita ini venari gutuna yakusi ini tuma vene moi no rego; makai bi buni bi umuyeyaganedi. 
REV.11.6	Sei di ago nigedi di medari, mina amiye ini vava nufa oma kebi rigedi ma miya de rego; ka ini vava nufa koru moi dava risi ma kono vene rofu, deda esika esika tau gade magedi, uru gokaisanu ura regedi.
REV.11.7	Resi ini niokuna ni vau regediri, kono ruba moka torari, bae dedo tuma dona nadina yaku mina amiye remanu rofu ruda resi ebu resi umuyego.
REV.11.8	Ye ini roaita taoni tora di ida tobori varebigedi; mina taoni, Sei di ago nina dada, ini roka nidedi bi Sodom ma Egypt, mirona sanari ka ini
REV.11.9	Ye amiye, rubu, ago idana idana vene ma gagani gagani vene bedakai yaku meda regodenu ma ini afonari, amiye ini roaita ne rei vesi guri aegi kebi regedi. 
REV.11.10	Kono amededi vene ada resi pati resi gugura buni buni iniye iniye nifeidegedi, mina Sei di ago nidedi amiye remanu kono amededi vene esika esika maradi dada. 
REV.11.11	Idu meda regodenu ma ini afona koina niyo usi, Sei di vegu asa yaku ina vene rofu dui reyo, ma dadi are reyadi ma kaere veyadi vene bi ori yaku no iniye iniye niyadi.
REV.11.12	Ye omari gutuna goroka tora yokoi yaku ina vene rofu niyo ma neideyadi,
REV.11.13	Ye mina meda nemokori maka kono yagayaga tora reyo, ma taoni berou berou 10 ri, yokoi maka bi moi no reyo. Mina kono yagayaga reyori, amiye 7,000 bi muyeyadi, ma kaere vegu niyadi vene bi ori no iniye nisi oma di Sei di roka moi odoro riyadi.
REV.11.14	No iniye iniye remanu ere bi baesi koina niyo mini; idu regode ere bi evade okigika redo mini!
REV.11.15	Kamini naivo naivo vima 7 ere yaku ini kibi fu reyori, omari goroka tora dudu raka niyadi, “Gua mina kono di ourefeidena amena sana bi uni Varika amiye ma ini Keriso di, ma ina yaku toga toga ourefeidebobigedi!”
REV.11.16	Ma amiye tora 24, kaere bi Sei di budari ini ourefeidena amena fata odorori ameinu rededi, ini ne rofu raudai resi Sei rofu nivakesi 
REV.11.17	nigamadi:
REV.11.17	“Varika amiye Sei yeiva iniye, ya rofu buni tora gade masifa,
REV.11.17	ya kaere gua ameisa ma sena ameyo,
REV.11.17	adina yi vava tora moisi ourefeidegi kora reyo!
REV.11.18	Ma gagani gagani vene gubuyo reyadi,
REV.11.18	yi gubuyo iniye di ari okiyo dada,
REV.11.18	muyena vene kota rena di ari.
REV.11.18	Yi moimai rei tavoi rededi vene rofu, kaere bi Sei di ago nidedi vene
REV.11.18	ma yi vene tau noibanu, kaere yi roka ori rededi vene rofu,
REV.11.18	kaere bi keika ma kaere bi tora, ini obini mana di ari bi okiyo.
REV.11.18	Kono moi no rigamadi vene moi no rina di ari ka bi okiyo mini!”
REV.11.19	Kamini Sei nivakena yava omari bi eboka reyo ma ini nivakena yava ideri, ini uka ago maua vegamadi. Minari ayena kamanika reyo ma goroka
REV.12.1	Kamini rebe tora bi omari vata niyo: rema yokoi amedo ini varuka bi meda ma eyo, bi ini yuka rafo gabireri ma ini ada fafau, bi iya 12 kini kana ada bou. 
REV.12.2	Rivo nisi mida odigika esika guraugasa isaka nigamo.
REV.12.3	Kamini rebe idana yokoi omari vata niyo: siya kaka tora gade ada 7 ma gaigai 10 nufa, kini kana ada bou ini ada yokoi yokoiri fafau ameyadi.
REV.12.4	Ini vi dudu iya berou berou regodenuri, yokoi maka omari erokoko resi konori makusi rema mida odigika di budari, are reyo ma ini mida odigori bi irigo.
REV.12.5	Rumana mida odiyo, kaere bi vana gira dudu, gagani gagani vene tau gade ourefeide vau rego. Ma Sei yaku ini mida moisi ini ourefeidena amena fata fafau aeyo.
REV.12.6	Ma rema gagani autu sana rofu ori diyo; Sei yaku mironari, ini sana dogo reyo ma ari 1,260 ri nari rego.
REV.12.7	Kamini iya omari urafo reyo; Michael ma ini naivo naivo vima asiyaka venesa siya rofu ruda reyadi. Ye siya ini naivo naivo vima asiyaka venesa ruda reyadi,
REV.12.8	idu ini yeiva tora de dada, ini naivo naivo vima asiyaka venesa amena sana omari bi koina. 
REV.12.9	Ma siya tora gade, biyetete aruma, ini roka bi Bodaka ma Satani, bi ini naivo naivo vima asiyaka venesa konori makuyo. Ina bi kono tora noibanu di vene tau rofu ofa nido amiye.
REV.12.10	Kamini na bi goroka tora oma ideri neideyaka niyo, “Gua uni Sei di moi vegu rina, vava, ourefeidena amena sana ma ini Keriso di vava baeyadi, adina uni usika ourena uni Sei di budari, ari ma urusari di emana amiye bi makuyo.
REV.12.11	Kamini Mamoe mida di dava dudu ma ini niokuna ago dudu ebu reyadi, adina ini vegu muyena rofu uka de maradi. 
REV.12.12	Mina dada, ya omari vegu amededi vene tau noibanu ada refa. No iniye iniye konori ma davarari vegu amena beika baika noibanu rofu neyaine, adina Bodaka gubuyo tora gade nufa, ya adinari desi ini meda bi atafu koina nigedi, bi diba niyo.”
REV.12.13	Siya bi konori makuyadi, mina amutesi vei mama reyori, bi rema kaere rumana mida odiyo esika esika maro. 
REV.12.14	Dumo tora di eta remanu rema maro, gagani autu sana maikeri fururu reyaine dada, ye mirona sanari lagani regode ma lagani yokoi di afona
REV.12.15	Kamini aruma ini venari koru tora rema ini fufuta rofu erausi reyo, ye koru abata dudu uakaiyaine dada. 
REV.12.16	Idu kono yaku rema aedesi ini vena aka risi koru siya di vena erausi reyo, mina iri moudeyo. 
