MAT.1.1	Ибрагьимни наслусундан тувгъан Давутну наслусундан болгъан Исаны тайпа тухуму.
EPH.4.1	Мен, Раббибизге къуллукъ этегеним саялы туснакъгъа тюшген Павел, тилеймен сизге: Аллагь сизге этген чакъырывгъа лайыкълы яшав булан яшагъыз. 
EPH.4.2	Гьар заман саламат, юваш хасиятлы, чыдамлы, бир биригизге сабурлу болугъуз, сююв булан янашыгъыз. 
EPH.4.3	Сизин бирлешдиреген парахатлыкъдан таба Ругь бирликни сакълама къасткъылыгъыз. 
EPH.4.4	Аллагь сизин оьзюне багъып чакъыргъан умут бир болгъаны йимик, Ону Ругьу бир, къаркъара бир, 
EPH.4.5	Раббибиз бир, иман бир, сувгъа чомдуруп, Аллагьгъа багъышлатыв бир 
EPH.4.6	ва бютюн инсанланы Атасы болгъан Аллагь бир. О барыбыздан да оьрде, барыбызны да ичибизде ва барыбыздан да таба иш гёре.
EPH.4.7	Бизин гьарибизге Месигьни чомартлыгъына къыйышывлу болуп савгъат берилди. 
EPH.4.8	Муна шо саялы Сыйлы Язывларда булай язылгъан:
EPH.4.8	О оьрлюклеге гётерилди, есирлени Оьзю булан алып юрюдю ва
EPH.4.8	инсанлагъа савгъатлар берди.
EPH.4.9	«Гётерилди» демек О дюньягъа тюшген болгъан демекни де англата. 
EPH.4.10	Тёбен тюшген ва Оьзю булан бары да затланы толу этмек учун, кёклерден оьрге гётерилген Биревдюр. 
EPH.4.11	О бирлерине элчилер, бирлерине пайхаммарлар, башгъаларына Сююнч Хабарны билдиривчюлер, бирдагъыларына Оьзюню халкъыны гьайын этивчюлер, оьзгелерине устазлар болмакъны савгъат этди. 
EPH.4.12+EPH.4.13	Аллагь оланы барын да Оьзюню халкъы Месигьни къаркъарасын беклешдиривге къуллукъ этсин учун берди. Олар бизге иманда, Аллагьны Уланын танымакъда барыбыз да бир йимик даражагъа етишгинче, барыбыз да токъташгъан адамлар болгъунча ва бютюн яшавубуз Месигьни толу камиллигине етгенче кёмек эте.
EPH.4.14	Шо заман, гьар тюрлю уьйретивлени толкъунлары, еллери, инсанланы гьиллачылыгъы ва ялгъанлары алып, ари де, бери де ташлайгъан гиччи яшлар йимик болмасбыз. 
EPH.4.15	Терсине, сююв булан гьакъ гертиликге гёре юрюй туруп, къаркъараны Башы болгъан Месигьге ювукълаша туруп, гьар бир якъдан оьсюп къалайыкъ. 
EPH.4.16	О бютюн къаркъара бир ерде бирлешеген, ону бары да санлары гьариси оьзюню айры айры къуллукъларын кютеген кюйню этди. Гьар айры сан тийишли кюйде къуллукъларын кютегенде, бютюн къаркъара сююв булан оьсе ва беклеше.
EPH.4.17	Шо саялы Раббибизни аты булан сизге бувараман: ят халкълар йимик яшайгъан кююгюзню къоюгъуз. Оланы бары да ойлары бошдур. 
EPH.4.18	Оланы англаву тунукълашгъан, олар Аллагьны яшавундан магьрюм этилген ва оьзлени авамлыгъы саялы олар хырча болгъан. 
EPH.4.19	Олар уят деп айтагъан затын тас этип, напсына шо даражада берилип къалгъан чы, гьеч бир де уялмайлы, къанмайлы, къайдагъы пасатлыкълар булан машгъул болалар.
