GEN.1.1	Ma mwena handru badeh Kindrei mwesekei munyak ma kandrah. 
HEB.5.12	Aha akohok tanan badeh, luluwen labai, eme ma Kindrei aso-ok aha kaleheya iri rayah ja ta sahou tan. Arile aha winiyan bwe, aha aso-ok ari ndramak kudu ndra hawe aha kaleheya aha ta sahou handru ta Kindrei mara-ei kili hamon ja. Akohok kon ta nyamon boto-on, aha aso-ok ta a-un sur kahis. 
HEB.5.13	Are lau ere ndra ta sur badeh, iy ma nyandren kahis. Eme ma iy winiyan baseleyani iri kandriyen mwasin ma ndra-in bwe. 
HEB.5.14	Nyamon boto-on badeh, tiri lau ndra tinan ndra-en. Iri lau doh badeh, iri ndranone ma iri ndratanan mwasin labai ta seleya iri kandriyen mwasin ma ndra-in, iri ndratanan ma budon tiri mara-ei ndraleu.
HEB.6.1	Ta idoh, taha sasehek ja ta iri leheya mwasin taha ndrakohok ma bwena mene ta nyala Krais. Arile, na dah taha kala ta leheya tiri lau-en le ai. Taha sala hamon ja tiri lakou mene taha ndrakohok tanan tiri. Iri lakou doh: ta mani kandriyen ndra-in ili san ta imek; ma ta atehei budon in ta Kindrei; 
HEB.6.2	ta leheya san ta anyu; ma ta adeu mine ndramak ili bwele-en; ta amak ame awas ja ta imek; ma len ta sahou winiyan bano bwe. Iri lakou marakon doh mwasin, ta lau kakohok tanan ta aliy op. Arile, tanan doh i buku ndru ta asiu taha ahiy bwena udu aliy. Na idah ja, taha atah asiu handru ili bwele-e iri ndru nane udu aliy bwena, eme ma taha kala le ta tanan tiri lau-en ai. Taha sala hamon ja. 
HEB.6.3	Taha kala le bwena. Taha winiyan, i buku Kindrei aso-ok.
HEB.6.4	Iri lau mwan ma badih rayah mene ndrandrei tanan handru ta sahou ta Jises Krais. Eme ma iri ndratehei Jises le ari badeh, udu budon tiri, ma iri ndranone ndramas ta Malawin Ndrabun badu kandrah. 
HEB.6.5	Iri ndratanan sahou ta Kindrei mwasin ma boto-on labai, ma iri ndratona ta boto-on ta Kindrei kameh asahan tiri mwan ma badih. 
HEB.6.6	Buku oro taku, ma atehei kona oro ili ta Kindrei, ari madasan ta akohok oro ame hamon ame len ta iri kandriyen ndra-in ja bwe. Ta kandriyen toro le doh, oro tatahi Nadu Kindrei ja ili bada kei tondreh, ma oro abolei iy udu mada iri lau marakon.
HEB.6.7	Ur undruk eme bwele-e munyak ma edeu gwa i ta munyak, ma munyak doh ato-ou nyamon mwasin ta aseben iri lau nane atah bilin ili aliy. Eme ma munyak akohok nyosowan mwasin ta Kindrei. 
HEB.6.8	Arile, i buku bada malou bobodon ma bwidiu ndra-in ateh, idoh leheya munyak ndra-in. Mirihik kameh Kindrei asehek sahou boto-on ili ta munyak, ano, ma jih kameh sulumwi marakon andrakak ano iu.
HEB.6.9	Aha kawas tek handru, ahi asehek sahou boto-on dah ewek taha. Arile, ahi ndratanan aha kameh winiyan bakohok ndra-in bwe. Tasah, Kindrei aseben aha ma iy andrei aha ame hamon. 
HEB.6.10	Aha tanan, Kindrei mwasin labai, iy ndra-in bwe. Iy kameh winiyan bamani gok aha amekes bwe. Aha suri aha ta aseben iri lau mwan ma badih tan, ma aha bamunyau se bwe. Idoh leheya, aha aso-ok Kindrei labai, eme ma iy winiyan bamani kandriyen doh bwe. 
HEB.6.11	Budon tahi tinan labai ta aso-ok aha marakon kamekes gok boto-on ki buku le doh, winiya le len hamon. Buku aha amekes iri lakou i buku doh, saba lakou aha nane abe-en, kameh asahan handru. 
HEB.6.12	Ahi baso-ok aha asahan gwaman bwe, arile ahi aso-ok aha ka buku le iri lau atehei budon tiri in tan, ma atondrok iy. Iy are lau iy amekes i buku doh, iy kameh akohok lakou Kindrei ndratandrakan ta aliy.
HEB.6.13	Bwena mene Kindrei tandrakan, iy anya kedeu lakou kili ta Abraham. Iy eme amekes sahou handru in hamon ta tandrakan tan. Iy tandrakan ta nyaran amwenen, tasah nyara ari kindrei ja bare bwele-e nyaran ja bwe. 
HEB.6.14	Iy eme tandrakan Abraham i buku doh:
HEB.6.14	“Jo kameh nyosowani ou, ma amekes lundriyem oro kameh asahan nyaran bwe.” 
HEB.6.15	Abraham tondrokei udu le, ano iy andrei iri lakou nane Kindrei tandrakan ta edeu ili tan. 
HEB.6.16	Buku ari ndramak asehek sahou kili handru, iy kameh aloh nyara ari tubun oro lau-en. Sahou tandrakan tan nane winiyan bwidi sahou tan abadok, ma iri lau winiyan basehek ja bwe. 
HEB.6.17	Bwena mene Kindrei amekes tandrakan ta iy kameh amekes mwasin eme tataha nadu tubu Abraham. Iy eme leheyani taha amwenen labai, ta iy winiyan batubuni budon tan bwe, eme ma iy tandrakan ili loken handru labai ta amekes sahou tan abadok ma ili handru. 
HEB.6.18	Sahou ma tandrakan, lakou ma la-uh doh winiyan batubuniy bwe, ma Kindrei ale winiyan bawendreya bwe. Ya, lakou ma la-uh doh bwidi ndrine taha abadok ta sakaliye ala hawe Kindrei ta aton are bahandra tondrok tan. Eme ma taha katawiy kihis kudu budon tataha, iri lakou nane iy ndratandrakan ta edeu eme tataha. 
HEB.6.19	Taha ndratanan, iri lakou nane taha atondrok doh, handru, i buku le hanai ta koha taha. Hanai o sahou tandrakan ta ateu taha ahis hawe Kindrei, i buku le bwena mene tinan tiri pris le ili kona kolau laba tinan,
HEB.6.20	Ta akohok kon tataha, Jises ndrala mwena tataha ndrala bolo asiu ndrok doh. Eme ma iy ndrasahan tinan tiri pris ta udu le buku doh, in hamon ta gok ta pris ari mene nyaran Melkisedek.
HEB.7.1	Melkisedek doh iy kabin badu Salem, ma iy ale badeh, pris ta Kindrei in loken labai. Abraham idi oro kabin rayah, eme ma bahun ano, iy eme edek anya keme hamon keme kon, Melkisedek edek eme ndruni iy in san, eme ma iy nyosowani Abraham. 
HEB.7.2	Eme ma, Abraham apwai iri lakou nane iy akohok ta bahun i ronoh, ronoh, ano iy edeu ari, ari badu bolo ronoh doh i ta Melkisedek. (Moson ta nyara Melkisedek badeh, “Kabin mwasin labai.” Iri aloh iy ale “Kabin badu Salem.” Moson ta nyaran doh, “Kabin ta mondrei.”) 
HEB.7.3	Melkisedek iy ari taman ma tinen bwe, iy ari tubun bwe ale, ari len ta tinen edeu iy bwe, o ari len ta iy imek bwe le. Iy ari saren bwe. Eme ma gok tan ta pris kameh ta udu le buku doh, i buku Nadu Kindrei.
HEB.7.4	Taha kanyolom Melkisedek se, nyaran kabin labai. Nyaran ja udu bwele-en ta tubu taha Abraham. Tasah, tubu taha Abraham ndrapwai iri lakou tan ta bahun i ronoh, ronoh, ano iy edeu ari, ari badu bolo ronoh doh ndrala ta Melkisedek. 
HEB.7.5	Lundriye Libai iri le badeh, winiyan amekes iri gok ta pris. Kandriyen malen ta Moses asehek i buku doh, lundriye Libai iri badeh, kakohok ari, ari badu bolo ronoh ta lakou tiri lau badu Isra-el. Handru, iri Libai badu hawe iri Isra-el, ma iri mari badeh lundriye Abraham. Arile Kindrei anya, iri Libai kede-eh kakohok lakou nane ta nadu tine iri rayah ja. 
HEB.7.6	Melkisedek badeh, badu boho kamen ta Libai iri bwe. Arile iy ndrakohok lakou rayah ta Abraham. Eme Melkisedek nyosowani Abraham, iy ndramak nane tandrakan ta Kindrei udu bwele-en. 
HEB.7.7	Taha ndratanan ndramwenen, i buku ndramak boto-on ta edeu nyosowan ili ta ndramak ari ja, iy doh iy kabin. Ndramak nane akohok nyosowan, iy doh udu bahandran ja. 
HEB.7.8	Iri Libai badeh, akohok lakou ranah tiri Isra-el, arile udu, iri Libai amak. Arile Melkisedek doh iy akohok lakou, arile iy bamak bwe. Iy udu le buku doh, i buku le buk ndrabun asehek. 
HEB.7.9	Taha winiyan asehek i buku doh: Lundriye Libai iri adeu lakou ili ta Melkisedek in bwele-e tubu iri Abraham. 
HEB.7.10	Libai basahan bwe le badeh, Melkisedek ndruni Abraham udu san, arile iy udu ndra bolo oda tubun Abraham kahis, udu bada len Abraham edeu iri lakou rayah ili ta Melkisedek. Eme ma idoh leheya taha ta Melkisedek badeh, pris randrah labai ja, ma iy udu bwele-en labai ja tiri pris badu boho kamen ta Libai.
HEB.7.11	Mwena mene iri lau mwan ma badih badu Isra-el akohok kandriyen malen ta Moses. Kandriyen malen nane asehek i buku doh: Iri lau badu boho kamen ta Libai le badeh, kamekes gok ta pris. Arile, i buku gok tiri pris badu boho kamen ta Libai winiyan bwidi iri lau mwan ma badih asahan mwasin labai, i buku sah handru Kindrei asehek ta pris ari ja kameh asahan hamon? I buku sah handru pris doh kameh i buku le Melkisedek? I buku sah iy winiyan bala buku Aron
HEB.7.12	Arile kandriyen malen ta Moses nane doh winiyan basebenei iri mwan ma badih asahan mwasin ta budon ta Kindrei bwe. Eme ma Kindrei atehei pris ari ja, iy i randrah labai, ta akohok kon ta pris bwena. I buku Kindrei akohok pris ari ja, kandriyen malen ta Moses nane doh ale kameh i randrah labai ja. 
HEB.7.13	Iy ndramak nane Kindrei asehek iy kameh asahan pris, badeh, badu boho kamen ari ja. Oro ari badu boho kamen nane doh bamekes se gok ta mada koto-ok bwena i buku pris bwe. 
HEB.7.14	Taha ndratanan ai, Laban tataha badeh, iy asahan boho kamen ta Juda. Eme Moses mene basehek se sare boho kamen nane doh kameh iri asahan pris bo-oh. 
HEB.7.15	Handru, iri pris badu boho kamen ta Libai winiyan basebenei mwan ma badih asahan mwasin ta mada Kindrei bwe. Kati sahou dah aleu mara-ei labai, buku taha abudon ta pris ari nane doh kameh asahan i buku le Melkisedek. 
HEB.7.16	Iri Libai asahan pris, tasah kandriyen tiri malen asehek i buku aliy. Arile, ndramak asahan pris i buku le Melkisedek, nyamu kohan badeh, boto-on labai udu le buku doh, eme bwidi iy asahan pris. 
HEB.7.17	Kindrei asehek i tan i buku doh:
HEB.7.17	“Ou kameh asahan pris ta udu le buku doh, in hamon ta gok ta pris ari mene nyaran Melkisedek.” 
HEB.7.18	Sahou dah leheya taha i buku doh: Kindrei ndrakahei kandriyen malen ta Moses bwena mene ndra-au, tasah kandriyen malen doh winiyan basebenei taha bwe. 
HEB.7.19	Iy babwidi ari lakou basahan bala mwasin bwe. Eme ma Kindrei sihi madasan rasan ja, idoh udu mwasin ja ta kandriyen malen. Taha atondrok madasan doh, eme ta madasan le doh, taha kameh winiyan ala mirihik ta Kindrei.
HEB.7.20	Na len Kindrei atehei ndramak nane asahan pris i buku le Melkisedek, iy batehei iy bala laleyah bwe. Iy asehek sahou badu loken handru ano iy atehei iy ili aliy. Iri pris bwena bala buku aliy bwe. 
HEB.7.21	Eme Kindrei le tandrakan, ano iy atehei Jises asahan pris. Udu bolo buk ndrabun ta Kindrei asehek i buku doh:
HEB.7.21	“Laban ndratandrakan, ‘Ou kameh asahan pris ta udu le buku doh,’ eme iy winiyan batubuni budon tan ja bwe.” 
HEB.7.22	Tasah ta idoh, taha winiyan atanan, sahou randra le Jises ndratawiy ndrahis, idoh mwasin labai. Iy udu bwele-en ja ta sahou randra le ta Moses bwena mene. Tasah, Jises amwenen kameh atondrok sahou randra le ha-un nane doh.
HEB.7.23	Mwena mene iri lau solo-an asahan pris, tasah iri amak, eme ma pris rayah ja akohok kon tiri nane ndramak. 
HEB.7.24	Arile Jises iy ta udu le buku doh, eme gok tan i buku pris, ari ndramak ja winiyan bakohok ndrahunen bwe. 
HEB.7.25	Eme ma, are lau iri ndrala mirihik ta Kindrei badeh, an le bwele-e boto-on ta nyara Jises, iy winiyan sebenei koha iri ta udu le buku doh. Tasah kohan badeh, ta udu le buku doh, ma bolo len mari iy asolom i ta Kindrei ta aseben iri.
HEB.7.26	Jises doh, iy tinan tiri pris. Iy le ari winiyan sebenei taha. Iy ndrabun labai; iy ari budon ndra-in bwe; ma iy ndra nyikilikin labai ta mada Kindrei. Eme Kindrei atehei iy udu len labai ja tiri lau ta amekes iri kandriyen ndra-in. Ma iy andrei iy iu ili loken ili kandrah, ma atehei nyaran ndra tinan labai. 
HEB.7.27	Len ari buku ari, gok tiri pris rayah ta adi iri lakou buku bulumakau i ta salom. Ma bwena badeh, iri amekes salom ta ruwani kandriyen ndra-in tiri amwenen iu. Ano ja, iri amekes salom ta ruwani kandriyen ndra-in tiri lau mwan ma iri badih marakon. Arile Jises bamekes bala buku iri amekes doh bwe. Iy amekes salom badeh, san rasan le, iy atehei kohan le amwenen ili ta Kindrei. 
HEB.7.28	Kandriyen malen ta Moses ta akohok ndramak asahan tinan tiri pris, iri akohok ndramak nyamun bwe, ma iy ta amekes kandriyen ndra-in. Arile sahou ma tandrakan ta Kindrei badeh, asahan hamon labai ta kandriyen malen ta Moses. Eme ma sahou nane doh, atehei nadun asahan tinan tiri pris handru. Iri gok mari Kindrei aso-ok iy kamekes, iy bwidi marakon ndrano, ma ndra mwasin le ai.
HEB.8.1	Eme ta kati sahou nane dah, taha ndrasehek i buku doh: Tinan tiri pris tataha udu aliy, eme iy ndrala ndramanyah udu loboho limen salin ta koyeu ta kabin badu kandrah. 
HEB.8.2	Iy amekes gok i buku tinan tiri pris udu bolo asiu ndrok ta Kindrei udu kandrah, asiu handru ta Kindrei. Asiu doh, iri lau batutuniy bwe, Laban le ari tutuniy.
HEB.8.3	Iri tinan tiri pris marakon badeh, gok tiri ta atiye ndramas, ma ta adi iri lakou buku bulumakau i ta salom ili ta Kindrei. Eme ma Jises kamekes iri lakou doh ale. 
HEB.8.4	Buku iy kudu kon munyak dah, iy winiyan basahan pris bwe. Tasah iri pris ado aliy bwena, iri ndradeu ndramas solo-an labai ndrala ta Kindrei, i buku le kandriyen malen ndrasehek. 
HEB.8.5	Gok tiri pris mene iri amekes in hamon ta koroha malawin le; lakou handru udu kandrah. Idoh i buku le bwena mene Moses alokou ta atah asiu balei le badeh, Kindrei batanau iy i buku doh:
HEB.8.5	“Ou an hamon le ta koroha malawi tarou mene jo leheya i tam udu bwele-e mandrei.” 
HEB.8.6	Arile idah, Jises ndrateu gok i buku pris udu bwele-en labai tiri rayah ja. Tasah, iy ndrala buku ndramak ta ere le alih ta sahou randra le ha-un, nane Kindrei amekes hawe iri lau. Sahou randra le ha-un ja doh ere bwele-en labai ja ta sahou randra le bwena mene Kindrei edeu i ta Moses. Tasah, iri lakou mwasin asahan ta sahou tandrakan ha-un badeh, udu bwele-en labai ja tiri lakou mene asahan ta sahou tandrakan malen.
HEB.8.7	I buku sahou randra le mwena kudu mwasin, idah nane Kindrei winiyan bamekes ari ja bwe. 
HEB.8.8	Arile Kindrei ndrasilahei ndra-in tiri lau tan amwenen, eme ma iy asehek:
HEB.8.8	“Jo Laban asehek, len eme kameh, jo amekes sahou randra le ha-un hawe iri lau badu Isra-el ma iri Juda.
HEB.8.9	Idah kameh winiyan bala buku sahou randra le mene jo amekes hawe tubu iri mwena mene bwe. Eme jo tawi mine iri, ma sirini iri ado bolo kon Ijip ame len, arile iri ba-en hamon ta sahou randra le jo mene asehek hawe iri bwe, eme ma jo winiyan banuhun iri ja bwai.
HEB.8.10	Jo Laban, jo kameh asehek sahou randra le dah hawe iri lau badu Isra-el na len eme:
HEB.8.10	Jo kameh atehei kandriyen tek ili bolo budon tiri, ano kameh jo torowenei iri sahou tek udu bwele-e ade iri.
HEB.8.10	Jo kameh asahan Kindrei tiri, eme iri kameh asahan iri lau mwan ma badih tek.
HEB.8.11	Udu bolo len doh kameh ari ndramak winiyan baleheya ari nadu tinen bwe, o ari ndramak winiyan basehek sahou hawe lowan bwe, anya, ‘Aha katanan Laban.’
HEB.8.11	Tasah, bolo len doh kameh lau marakon atanan jo, udu ndra bada iri nadu bwisik ili ano tiri lau alon.
HEB.8.12	Jo kameh mani kandriyen ndra-in tiri, ma jo winiyan babudon kandriyen ndra-in tiri ja bwe.” 
HEB.8.13	Kindrei tiye ta sahou randra le “ha-un.” Eme ma, ta sahou doh, iy bwidi sahou randra le ari mene, eme ndra malen. Ma lakou asahan malen ma amu-uk, kameh udu sese, ano ma iu mara-ei.
HEB.9.1	Sahou randra le ma bwena mene badeh, iri kandriyen ta atudun nyaran udu aliy, eme ma iri bwidi ndrahune lau ta atudun nyaran, na mine iri amwenen. 
HEB.9.2	Iri tutuni asiu balei i loken, iri apwai bolon ili la-uh na kolau tinan. No-on ranah ili manan doh iri aloh kon ndrabun. Udu bolon badeh, lakou ari ta ndrahune sun ere aliy,
HEB.9.3	Bolon udu alih hamon ta kolau tinan nane doh iri aloh ndrok ndrabun ndrabun labai
HEB.9.4	Udu bolo asiu hamon nane doh iri atehei mada koto-ok ta asun lakou manahu buburen, hawe bwisi sahou randra le
HEB.9.5	Udu bwele-e bwisi lakou nane doh, iri bwidi lakou la-uh, kone uru buku angelo.
HEB.9.6	Iri bwidi lakou marakon udu ndrahune iri ano. Len marakon, iri pris ala bolo asiu ranah ili manan, iri aloh kon ndrabun, ta amekes gok ta atudun Kindrei. 
HEB.9.7	Arile, tinan tiri pris le winiyan ili bolo asiu ndrok ndrabun ndrabun labai nane doh. Buku iy babwese ndraye bulumakau o sipsip bwe, iy winiyan bala bolo asiu ndrabun doh bwe. Iy ili bolon san rasan le ta bolo jaha ari, ma ndra udu minen ta salom tan amwenen, ma ta salom tiri lau nane amekes kandriyen ndra-in, arile iri bala tanan ta idoh kandriyen ndra-in bwe. 
HEB.9.8	Ta kandriyen doh, eme ma Malawin Ndrabun leheya taha i buku doh: Buku asiu balei bwena mene ales kahis, ma amekes gok udu aliy kahis le, san nane ta ala mada Kindrei ta ala bolo asiu ndrabun handru doh badeh, basak bwe le. 
HEB.9.9	Lakou mene asahan bolo asiu ndrok ndrabun ndrabun labai, idoh leheya sahou sokek, na idah eme tataha. Udu bolo asiu ta Kindrei doh, iri pris adeu iri ndramas solo-an ili ta Kindrei, ma iri ale adeu salom solo-an ili tan. Arile, iri lakou doh winiyan babwidi ndrine iri o budon tiri lau ta atudun Kindrei bwe. Eme ma iri winiyan baruwani maha-an mene iri atona ta iri kandriyen ndra-in iri amekes bwena bwe. 
HEB.9.10	Tasah iri ndramas ma salom solo-an doh, ta nyamon, ta gwa ta a-un, ma iri lakou solo-an ta anyu. Iri kandriyen doh ta bada lau le, ta iri ka-en hamon ta aliy, winiya le len ta Kindrei kameh baramekes iri lakou marakon amwenen ma i ha-un ja.
HEB.9.11	Arile Krais ndrame ndrasahan tinan tiri pris ta iri lakou mwasin nane ndrame tataha. Iy ili bolo asiu balei handru ta Kindrei udu kandrah. Asiu balei doh ja, mwasin labai ta asiu balei tiri mwena. Asiu balei badu kandrah nane doh, iri lau bamekes na mine iri bwe, tasah iy badu kon munyak dah bwe. 
HEB.9.12	Iy ili bolon alih nane ndrabun ndrabun labai en, iy bakohok ndraye ari me ma bulumakau ta adeu salom i ta Kindrei, bwe. Iy amekes salom badeh, san rasan le, iy atehei kohan ma ndrayen amwenen ili ta Kindrei. Kohan ma ndrayen doh winiyan bano bwe, eme ma, iy winiyan sebenei taha ta udu le buku doh. 
HEB.9.13	Ndraye iri me ma bulumakau mwan, ma hawe koloweh ta nadu bulumakau badih nane iri ndrasulumwiy ndrandrakak, iri ame toboroya koloweh hawe ndra doh ili bwele-e iri lau nane basikine ndraka-an tiri ba-au bwe. Iri amekes i buku doh ta bada iri le kameh asahan ndrabun, ma ari ndraka-an bwe. 
HEB.9.14	Arile, ndraye Krais doh udu bwele-en labai ja, ta ndraye me ma bulumakau. Iy atehei kohan mara-ei amwenen ili ta Kindrei i nyara salom. Eme ma ndrayen doh basikine ndraka-an ta bada taha le bwe, iy sikine taha mara-ei handru, ma ndrine taha batona maha-an ja ta iri ndra-in mwena mene taha amekes, bwe. Ma iy tolowei iri kandriyen solo-an, taha amekes laleyah, ari kohan handru amwenen bwe. Eme ma taha katawiy kihis gok ta Kindrei doh, kohan handru udu aliy. Tasah, Krais ari ndra-in bare tan bwe. Bwe labai. Ma na boto-on ta Malawin Mwasin, iy amekes gok doh kameh ta udu le buku doh. 
HEB.9.15	Ta katin le doh, Jises ere le alih ta amekes sahou randra le ha-un doh abadok. Iy ndramak ta akunoh taha lau ame hamon ja, ma tolowei iri ndra-in marakon iri mene amekes mwena udu ndra bada sahou randra le ma bwena mene udu aliy kahis. Iy amekes tiri le lau nane Kindrei aloh iri, ta iri winiyan an hamon tan, ma ta iri winiyan akohok kohan doh mwena mene Kindrei tiye ta edeu ili ta nadun iri, ma ta iri kameh are mwasin ta udu le buku doh.
HEB.9.16	Buku ari ndramak iy tanan iy kameh imek, ma iy tiye ta are lau le winiyan akohok iri lokowan, iy luhi o torowenei nyara iri ma saba lakou handru iri akohok. Idoh i buku sahou randra le. Udu hamon ja, buku nadun anya ki-in hamon ta sahou randra le, ta akohok iri lakou ta taman, iri lau badeh katana iri mwena ta taman ndramak. Ano iy barakohok. 
HEB.9.17	Tasah, sahou randra le taman asehek doh, iy udu ndra loken iy bamak bwe le, idoh sahou handru, arile lau ba-en hamon ta aliy bwe le. Udu winiya ndramak imek labai, iri bara-en hamon ta aliy ai. 
HEB.9.18	Eme ta idoh le, kandriyen malen ta Moses mwena mene iri adai me o bulumakau, ano asolou ndrayen ta amekes sahou randra le tiri kabadok. 
HEB.9.19	Moses asehek iri sahou batanau, ma kandriyen malen ili tiri lau, ano iy andrei ndraye nadu bulumakau ma me, hawe gwa, ma lami sipsip saraman bawei i bada andra kei ari iri aloh hisop. Iy eme tahiy ili bolo ndra, ano iy toboroya ili bwele-e buk ndrabun ta kandriyen malen, ma ili bwele-e iri lau. 
HEB.9.20	Iy asehek i buku doh,
HEB.9.20	“Ndra dah ta sahou tandrakan randra le ta Kindrei, iy batanau ta aha ka-en hamon ta aliy.” 
HEB.9.21	I buku le ma mwena mene, Moses toboroya ndra ili bwele-e asiu balei ta Kindrei, ma ili bwele-e iri lakou marakon nane iri akohok ta atudun nyara Kindrei na aliy. 
HEB.9.22	Lakou marakon doh handru. Udu bahandra kandriyen malen tiri bwena, mirihik iri lakou marakon badeh, ndra le sikine iri. Eme ma kandriyen ndra-in tataha kameh Kindrei maniy. Buku ndraye iri bulumakau o me bamou bwe, Kindrei winiyan batalou kandriyen ndra-in tiri lau iu bwe.
HEB.9.23	Iri lakou marakon udu bolo asiu balei ta Kindrei, idoh malawi le iri lakou marakon in kandrah, ma taha tanan, ndraye bulumakau ma me le sikine iri lakou doh. Arile iri lakou badu kandrah ja sakalawi iri lakou marakon badu munyak. Eme ma, kandriyen ta sikine lakou badu kandrah, udu bwele-en labai ja ta kon munyak. 
HEB.9.24	Krais bala bolo asiu ndrabun nane lau atah na mine iri amwenen bwe, idoh malawi le asiu ndrabun handru ta Kindrei udu kandrah. Iy iu ili bolo kandrah amwenen. Iy ndrala mirihik hawe Kindrei, iy asehek taha i tan ma iy amekes gok ta aseben taha ale. 
