MAT.1.1	Vitsa katar o Jesus Kristo, šiav katar o David, šiav katar o Abraham. 
2PE.3.16	So vo kerdias ande sa peske lila, kai vo del duma pa kadala dieli, ande save si plenturi trudno te hatiaras, kai le žene kai či žianen ambolden le sar si, sar le kaver Ramomata, te peren von tele.
2PE.3.17	Tume kadia, muře kuč, kai si tumenge phendo, thon tume te len tume sama, daratar ke te na ningeren tume le žiungale rigate, ai te na aresen tumete peren tele katar tumaro zuralimos. 
2PE.3.18	Numa barion ande o mištimos ai ande o žianglimos katar ande amaro Baro ai Skipitori o Jesus Kristo. Leske t'avel o vestimos, akana ai pe sogodi avela! Amen!
1JN.1.1	So si de anda o gor, so ame ašundiam, so ame dikhliam amare jakhensa, so ame liam sama ai so amare vast asbade, hadia si o divano le traiosko, 
1JN.1.2	ke o traio si sikado, ai ame dikhliam les ai ame sam leske martururi, ai ame phenas tumenge o traio pe sakda, kai sas paša o Dad ai kai sikadilias amenge. 
1JN.1.3	So ame dikhliam ai ašundiam, ame phenas les tumenge, eta ke vi tume t'aven ande jekh than amensa. Eta, ame sam ande jekh than le Dadesa ai leske Šiavesa o Jesus Kristo. 
1JN.1.4	Ai ame ramosaras kadala dieli, eta ke amari veselia t'avel laši.
1JN.1.5	E nevestia kai ame ašundiam tumendar, ai kai ame phenas la tumenge, si ke o Del si vedaria, ai ke nai ande leste tuniariko. 
1JN.1.6	Te phenasa ame ke ame traisaras lesa, ai ke ame phiras ande o tuniariko, ame xoxavas, ai ame či keras o čačimos. 
1JN.1.7	Numa te phirasa ame ande e vedaria, sar si vo ande e vedaria, ame sam jekh avresa ande jekh than, ai o rat katar o Jesus lesko Šiav vužarel ame anda sako bezex.
1JN.1.8	Te phenasa ame ke nai ame bezexa, ame diliaras ame korkořo, ai o čačimos nai ande amende. 
1JN.1.9	Te puřisaras ame amare bezexa, vo si čačo ai vorta te jertil amenge, ai te vužarel ame anda sako žiungalimos. 
1JN.1.10	Te phenasa ame ke nai ame bezexa, ame keras anda leste xoxamno, ai leski vorba nai ande amende.
1JN.2.1	Muře glati, me ramov tumenge kadala dieli, eta te na keren tume bezexa. Ai te si varekon ke kerdias bezex, amen si ame jekh advokato paša o Dad, o Jesus Kristo o vorta. 
1JN.2.2	Vo inke si kai pokjinel amare bezexa, na ferdi pala amende, numa pala sa la lumiake.
1JN.2.3	Te garavasa ame leske poronki, kothar ame žianas ke prinžiaras les. 
1JN.2.4	Kudo kai phenel: Me prinžiarav les, ai kai či garavel leske poronki, si jekh xoxamno, ai o čačimos nai ande leste. 
1JN.2.5	Numa kudo kai garavel leski vorba, o kamimos le Devlesko si čačes vorta ande leste; kothar ame žianasa ke sam ande leste. 
1JN.2.6	Kudo kai phenel ke vo bešel ande leste vi trubul te phirel sar phirel vo.
1JN.2.7	Muře kuč, nai jekh poronka nevi ke me ramov tumenge, numa jekh poronka purani kai si tume de anda o gor; kudia poronka purani, si e vorba kai tume ašundian. 
1JN.2.8	Numa, si jekh poronka nevi kai me ramov tumenge, so si čačimos ande leste ai ande tumende, ke o tuniariko bilal ai e vedaria e čači inke avel.
1JN.2.9	Kudo kai phenel ke si ande e vedaria, ai kai vuřitsil peske phrales, mai si ande o tuniariko. 
1JN.2.10	Kudo kai kamel peske phrales bešel ande e vedaria, ai nai khanči ande leste kai peravel kavres. 
1JN.2.11	Numa kudo kai vuřitsil peske phrales si ande o tuniariko, vo phirel ande o tuniariko, ai vo či žianel kai žial, ke o tuniariko kořardias leske jakha.
1JN.2.12	Me ramov tumenge, muře glati, ke tumare bezexa si jertime pala lesko anav. 
1JN.2.13	Me ramov tumenge, dada, ke tume prinžiardian kudales kai si de anda o gor. Me ramov tumenge, terne murš, ke tume nirisardian le xitros.
1JN.2.14	Me ramosardem tumenge, muře glati, ke tume žianglian le Daden. Me ramosardem tumenge, dada, ke tume žianglian kudales kai si de anda o gor. Me ramosardem tumenge, ke tume san zurale, ai e vorba le Devleski bešel ande tumende, ai ke tume nirisardian le xitros.
1JN.2.15	Te na avel tumenge drago e lumia, či le dieli kai si ande e lumia. Te si varekon ke kamel e lumia, o kamimos le Devlesko nai ande leste; 
1JN.2.16	Ke sogodi si ande e lumia, so kamel o mas, so kamen le jakha, ai le barimata le traioske, či avel katar o Dad, numa avel katar e lumia. 
1JN.2.17	Ai e lumia nakhel, ai vi so kamel voi; numa kudo kai kamel te kerel sar kamel o Del bešel pe sakda.
1JN.2.18	Tsinoře glati, si o mai paluno časo, ai sar ke tume ašundian ke o dušmano le kristasko avel, si akana but dušmanuri Kristoske: kathar ame žianas ke si o mai paluno časo. 
1JN.2.19	Von ankliste avri amendar, numa von nas anda amare; ke t'avelino anda amare, von sas te bešen amensa, numa kudia areslias eta te sikavel ke von nai anda amare.
1JN.2.20	Numa tume lian o svintsimos katar kudo kai si svinto, ai tumen žianen o čačimos. 
1JN.2.21	Me ramosardem tumenge, na ke tume či žianen o čačimos, numa ke tume žianen les, ai ke či jekh xoxaimos či avel katar o čačimos.
1JN.2.22	Kon si xoxamno, Kudo kai del palpale ke o Jesus si o Kristo. Vo si o dušmanu le Kristosko kai del palpale le Devles ai le Šiaves. 
1JN.2.23	Kon del palpale le Šiaves nai les či o Dad; kon-godi del pe ka o Šiav si les vi o Dad.
1JN.2.24	Eta so tume ašundian de anda o gor te bešel ande tumende. Te si ke so tume ašundian de anda o gor beše ande tumende, tume bešen vi ande jekh than le šiavesa ai le Dadesa. 
1JN.2.25	Ai so vo phendias ke si t'avel amenge, si o traio pe sakda.
1JN.2.26	Me ramosardem tumenge kadala dieli pala kudala kai roden te den tume rigate. 
1JN.2.27	Tumenge, o svintsimos kai tume lian lestar bešel ande tumende, ai tumen či mai trubul te sikiaren tume; numa sar lesko svintsimos sikiarel tumen ande sa le dieli, ai ke kudo si o čačimos ai ke nai jekh xoxaimos. Bešen ande leste sar sas o sikiarimos kai sas tumenge dino.
1JN.2.28	Ai akana, tsinoře glati, bešen ande leste, eta ke, kana vo sikadiola, amen t'avel amen patiamos, ai kana vo avela te na avel amenge lažiav ai te garavas amen lestar. 
1JN.2.29	Te tume žianen ke vo si vorta, prinžiaren ke kon-godi kerel e kris arakhadilo lestar.
1JN.3.1	Dikhen ke kamimos o Dad sikadias amenge, t'avas ame akharde glati le Devleske! Ai ame sam. Te si ke e lumia či prinžiarel ame, si ke voi či prinžiarel les. 
1JN.3.2	Muře kuč, ame sam akana glati le Devleske, ai so ame avasa inke či dikhiol; numa ame žianas ke, kana vo sikavela pe, ame avasa sa jekh fialo sar leste, ke ame dikhasa les sar vo si. 
1JN.3.3	Kon-godi si les kudo ažiukerimos ande leste vužiol, sar vo si vužio.
1JN.3.4	Kon-godi kerel bezex šinel e kris, ai e bezex si te šines e kris 
1JN.3.5	Eta, tume žianen, o Jesus sikadilo te lel amendar e bezex, ai nai ande leste bezex. 
1JN.3.6	Kon-godi bešel ande leste či kerel bezex; kon-godi kerel bezex či dikhel les, ai či prinžiarel les.
1JN.3.7	Tsinoře glati, ke khonik te na diliarel tumen. Kudo kai kerel e kris si vorta, sar vo si vorta. 
1JN.3.8	Kudo kai kerel bezex si anda o beng, ke o beng kerdias bezex de anda o gor. O Šiav le Devlesko sikadilo te rimol le butia le bengeske.
1JN.3.9	Kon-godi arakhadilo katar o Del či kerel e bezex, ke e simintsa le Devleski bešel ande leste; ai vo naštil te kerel bezex, ke vo arakhadilo katar o Del. 
1JN.3.10	Kothar prinžiaren kudalen kai si le glati le Devleske ai le glati le bengeske. Kon-godi či kerel e kris nai ande o Del, či kudo kai nai leske drago lesko phral.
1JN.3.11	Ke so sas tumenge phendo ai ke so tume ašundian de anda o gor, si ke trubul t'avas drago jekh avreske, 
1JN.3.12	ai te na miaziuvas sar o Kain, kai avilo katar o beng, ai kai mudardias peske phrales. Ai sostar mudardias les vo? Ke leske butia sas nasul ai ke kudala leske phraleske sas vorta.
1JN.3.13	Te na avel tumenge šodo, phralale, te si ke e lumia vuřitsil tumen. 
1JN.3.14	Ame žianas ke ame nakhliam katar e martia ka o traio, ke ame kamas le phralen. Kudo kai či kamel bešel ande o merimos. 
1JN.3.15	Kon-godi vuřitsil peske phrales si jekh kai mudarel, ai tume žianen ke či jekh kai mudarel nai les o traio pe sakda ande leste. 
1JN.3.16	Ame žiangliam o kamimos, ke vo dias pesko traio pala amende; vi ame, trubul te das amaro traio pala le phral. 
1JN.3.17	Te si varekon kai si les sa le mištimata la lumiake, ai kai dikhel peske phrales ke trubul les vareso, numa vo phandavel angla leste pesko ilo, sar šai bešel o kamimos le Devlesko ande leste? 
1JN.3.18	Tsinoře glati, na kamen ferdi le vorbensa ai la šibasa, numa vi le kerimasa ai le čačimasa.
1JN.3.19	Kothar ame žianas ke ame sam anda o čačimos, ai ame lašiaras amare ile angla leste; 
1JN.3.20	ke te si amaro ilo ke del ame strafo, o Del si mai baro sar amaro ilo, ai vo žianel sa le dieli. 
1JN.3.21	Muře draži, te si ke amaro ilo či del ame strafo, amen si ame te ninkeras angla o Del. 
1JN.3.22	So avela ke ame mangas, ame lasa lestar, ke ame arakhas leske poronki ai ame keras so si leske drago. 
1JN.3.23	Ai kathe si leski poronka: ke ame patias ande o anav leske Šiavesko o Jesus Kristo, ai ke ame kamas ame jekh kavres, sar e poronka kai vo dias amen. 
1JN.3.24	Kudo kai arakhel leske poronki bešel ande o Del, ai o Del ande leste; ai ame žianas ke vo bešel ande amende katar o Duxo kai vo dias amen.
1JN.4.1	Muře dragi, na patian ka sako duxo; numa zumaven le duxon, te len sama te si katar o Del, ke but falši profeturi avile ande e lumia. 
1JN.4.2	Prinžiaren pe kadia o Duxo le Devlesko: sako duxo kai phenel pa o Jesus Kristo ke avilo ande pesko stato si anda o Del; 
1JN.4.3	ai sako duxo kai či prinžiarel le Jesus nai katar o Del, si katar o dušmano le Kristosko, kai tume ašundias ke si t'avel, ai ke akana avilo inke ande e lumia.
1JN.4.4	Tume, tsinoře glati, tume san anda o Del, ai tume nirisardian le xoxamne profeton, ke kudo kai si ande tumende si mai baro sar kudo kai si ande e lumia. 
1JN.4.5	Von, si anda e lumia; sa anda kudia von den duma sar si e lumia, ai e lumia ašunel lende. 
1JN.4.6	Ame, ame sam anda o Del; kudo kai žianel le Devles ašunel amende; kudo kai nai anda o Del či ašunel amende: kothar si ke tume prinžiaren o duxo le čačimasko ai o duxo le šibimasko.
1JN.4.7	Muře dragi, kamen jekh kavres; ke o kamimos si katar o Del, ai ke varekon kai kamel arakhadilo katar o Del ai žianel le Devles. 
1JN.4.8	Kudo kai či kamel či prinžiarel le Devles, ke o Del si o Kamimos. 
1JN.4.9	O kamimos le Devlesko sikadilo karing amende sar o Del tradias peske jekhe Šiaves ande e lumia, eta ke ame te traisaras lestar. 
1JN.4.10	Ai kudo kamimos si, na ke si ke ame kamliam le Devles, numa ke vo kamlias amen ai tradias peske Šiaves te pokjinel anda amende pala amare bezexa.
1JN.4.11	Muře dragi, te si ke o Del kamlias amen kadia, vi ame trubusaras te kamas ame jekh avres. 
1JN.4.12	Khonik šoha či dikhlias le Devles; numa te kamas ame jekh avres, o Del trail ande jekh than amensa ai lesko kamimos sikadiol ande amende.
1JN.4.13	Ame prinžiaras ke ame bešas ande leste, ai ke vo bešel ande amende, si ke vo dias amen pesko Duxo. 
1JN.4.14	Ai ame, ame dikhliam ai ame phenas ke o Dad tradias le Šiaves sar Skipitori la lumiako. 
1JN.4.15	Kudo kai puřil pe ke o Kristo si o Šiav le Devlesko, o Del bešel ande leste, ai vo ande o Del. 
1JN.4.16	Ai ame, ame prinžiaras o kamimos kai o Del si les amenge, ai ame patias.
1JN.4.16	O Del si kamimos; ai kudo kai bešel ande o kamimos bešel ande o Del, ai o Del bešel ande leste. 
1JN.4.17	Sar si vo, kadia sam ame vi ande e lumia: anda kadia si o kamimos lašio ande amende, eta t'avas siguro ka o dies la krisako. 
1JN.4.18	E dar nai ande o kamimos, numa o kamimos lašio del rigate e dar; ke katar e dar šai t'avel jekh strafo, ai kudo kai daral nai leske mišto ande o kamimos.
1JN.4.19	Ame kamas les, ke vo kamlias amen o mai angluno. 
1JN.4.20	Ke si varekon ke phenel: Drago mange o Del, ai ke vo vuřitsil peske phrales, si jekh xoxamno; ke kudo kai či kamel peske phrales kai vo dikhel, sar kamela vo le Devles kai či dikhel les? 
1JN.4.21	Ai amen si ame lestar kadia poronka: ke kudo kai kamel le Devles kamel vi peske phrales.
1JN.5.1	Kon-godi patial ke o Jesus si o Kristo, vo si šiav Devlesko, ai kon-godi kamel le dades kamel vi le šiaves. 
1JN.5.2	Ame prinžiaras ke ame kamas le glaten le Devleske, ai ame las sama leske poronki. 
1JN.5.3	Ke o kamimos ka o Del si te garaves leske poronki. Ai leske poronki nai trudno, 
1JN.5.4	ke sogodi arakhadilo katar o Del niril e lumia; ai o nirimos kai si pe e lumia, si amaro patiamos. 
1JN.5.5	Kon si kudo kai niril e lumia, te na avela kudo kai patial ke o Jesus si o Šiav le Devlesko?
1JN.5.6	Vo si, o Jesus Kristo, kai avilo le paiesa ai le ratesa; na ferdi le paiesa, numa le paiesa ai le ratesa; ai si o Duxo kai del marturia, ke o Duxo si o čačimos. 
1JN.5.7	Ke si trin kai den marturia: 
1JN.5.8	O Duxo, o pai ai o rat, ai le trin si ande jekh than. 
1JN.5.9	Te lasa ame e marturia le manušengi, e marturia le Devleski si mai bari; ke e marturia le Devleski si ke vo dias marturia pa pesko Šiav. 
1JN.5.10	Kudo kai patial ande o Šiav le Devlesko si les kudia marturia ande leste; kudo kai či patial ande o Del kerel anda leste xoxamno, ke vo či patial e marturia kai o Del phendias pa o Šiav. 
1JN.5.11	Ai eta kadia marturia, si ke o Del dias amen o traio pe sakda, ai ke kudo traio si ande lesko Šiav. 
1JN.5.12	Kudo kai si les o Šiav si les o traio; kudo kai nai les o Šiav le Devlesko nai les o traio.
1JN.5.13	Me ramosardem tumenge kadala dieli, eta ke tume te žianen ke tumen si tume o traio pe sakda, tume kai patian ande o anav le Šiavesko le Devlesko. 
1JN.5.14	Amen si ame paša leste kudo patiamos, ke te mangasa ame vareso sar vo kamel, vo ašunel amende. 
1JN.5.15	Ai te žianasa ame ke vo ašunel amende, sogodi ame mangasa, ame žianas ke amen si ame e diela kai ame mangas lestar.
1JN.5.16	Te dikhes tjire phrales ke kerel jekh bezex kai či ningerel les ka e martia, ke te řudjis, ai o Del dela traio ka kudo phral, vo dela les ka kudala kai či keren bezex kai ningerel len ka e martia. Si jekh bezex kai ningerel ka e martia; nai pala kudia bezex ke me mangav te řudjis. 
1JN.5.17	Sako žiungalimos si jekh bezex, ai si kasavi bezex kai či ningerel ka e martia.
1JN.5.18	Ame žianas ke kon-godi si anda o Del či kerel bezex; numa kudo kai arakhadilo anda o Del lel pe sama vo, ai o Beng či asbal les.
1JN.5.19	Ame žianas ke ame sam anda o Del, ai ke sa e lumia si tela e zor le bengoski.
1JN.5.20	Ame vi žianas ke o Šiav le Devlesko avilo, ai ke vo dias ame godji te žianas le čače Devles ai ame bešas ande jekh than leske siavesa o Jesus Kristo. Vo si o Del o čačo, ai o traio pe sakda.
1JN.5.21	Tsinoře glati, len tume sama katar le xoxamne dela.
2JN.1.1	Katar o phuro,
2JN.1.1	ka e Rani e alome katar o Devel ai ka lake glati, kai si mange drago ande o čačimos, — ai nai ke ferdi me kamav le, numa vi sa kudala kai si lenge drago o čačimos, 
2JN.1.2	pala o čačimos kai bešel ande amende, ai kai avela amensa pe sogodi avela e lumia;
2JN.1.3	ke o mištimos, e mila ai e patia t'aven tumensa katar o Del ai katar o Jesus Kristos, o Šiav le Dadesko, ande o čačimos ai e mila.
2JN.1.4	Me but sim veselime ke arakhlem anda tjire glati uni kai phiren ande o čačimos, sar si le poronki kai ame liam katar o Dad. 
2JN.1.5	Ai akana, so me mangav tutar, kamli Rani, na ke te dav tu jekh poronka nevi, numa kudia kai si ame de anda o gor; si ke t'avas drago jekh avreske. 
2JN.1.6	Ai o kamimos si te phires sar si le poronki. Kathe si e poronka ande savi tume trubun te phiren, sar tume sikilian de anda o gor.
2JN.1.7	Ke but kai athaven dine andre e lumia, kai či puřin ke o Jesus Kristo avilo ande pesko mas. Kudo kai si kadia, si o athavari ai o dušmano le Kristosko. 
2JN.1.8	Len tume sama tume, eta te na xasaren e fruta tumaria butiaki, numa tume te len jekh pherdo pokjimos.
2JN.1.9	Kon-godi žial mai angle ai či bešel ande o zakono le Kristosko nai les o Del; kudo kai bešel ande kudo zakono si les o Dad ai o Šiav 
2JN.1.10	Te si varekon ke avel tumende ai či anel kudo zakono, na ninkeren les ande tumaro kher, ai na phenen leske: Impači! 
2JN.1.11	ke kudo kai phenel leske: Impači! žial pala leske nasul butia.
2JN.1.12	Makar ke si but dieli te ramov tumenge, me či kamlem te kerav kudia la xartiasa ai le černilasa; numa me gindiv ma ke si te žiav tumende, ai te dav duma tumensa mui moste, eta ke amari veselia t'avel laši.
2JN.1.13	Le glati katar tjiri phei e alome den tumen pozdraimos.
3JN.1.1	Katar o Phuro,
3JN.1.1	ka o Gaius, o mai drago, kai si mange drago ande o čačimos.
3JN.1.2	Muřo drago, me mangav ke tu te barios ande sako diela ai t'aves sasto vesto, sar butiol tjiro duxo. 
3JN.1.3	Me simas but veselime, kana le phral aresle ai dine marturia pa o čačimos kai si ande tute, ai sar tu phires ande o čačimos. 
3JN.1.4	Nai ma mai bari veselia ke sar t'ašunav ke muře glati phiren ande o čačimos.
3JN.1.5	Muřo drago, tu keres sar trubul ande so tu keres le phralenge, ai inke le phralenge streia, 
3JN.1.6	save si martururi anda tjiro mištimos, angla e Khangeri. Tu keres mišto te des len so trubul pe o drom sar kamel o Del. 
3JN.1.7	Ke si pala o anav le Jesus Kristosko ke von geletar, bi te len khanči katar kudala kai či patian. 
3JN.1.8	Ame trubusaras te las sama katar kasave manuš, eta t'avas butiaria lensa pe o čačimos.
3JN.1.9	Me ramosardem uni vorbi ka e khangeri; numa o Diotref, kai si leske drago t'avel o mai angluno maškar lende, či primil amen. 
3JN.1.10	Sa anda kudia, te si te žiav te dikhav tumen, me phenava tumenge so vo kerdias, sar phenel pe amende nasul divanuri; na ke ferdi mišto leske kadia, vo či primil le phralen, ai kudala kai kamen te primin len, vo či mukel len ai gonil le anda e khangeri.
3JN.1.11	Muřo drago, na ker sar o nasulimos, numa ker sar o mištimos. Kudo kai kerel o mištimos si katar o Del; kudo kai či kerel o mištimos nai katar o Del.
3JN.1.12	Savoře, ai vi o čačimos inke, den jekh laši marturia ka o Demetrius; vi ame das les marturia ai tu žianes ke amari marturia si čači.
