MAT.1.1	Abraham nu David, David nuo Jisu Khrista shühye lüsida; 
1JN.4.2	Neko hi kümha de Jihova Ropüo seyite, ropü kühopührei Jisu Khrista yisü püthipümo thipü de vo zo leküti phrayo küzho khwü Jihova celü vozo. 
1JN.4.3	Mu ropü kühopührei Jisu phrayo kümo khwü Jihova celü vo mo zo, musüosü Khrista ngomuo ropü zo, süo vo zoto leküti neko püdzu seyitazo, mu pu tsürei vo cejüo lütate. 
1JN.4.4	Neko Jihova celü vo zo, A nune kütsüko, mu süko mho kuyite. Kükrelamole neko lü baküta-oe cejü lü bakütao ce zhokuküti la. 
1JN.4.5	Ukoe cejüo mi zo, süla uko cejüo mi kümha dzüpoyo, mu cejüoe ukokhwü rünyiyo. 
1JN.4.6	U Jihova ceyotazo, thüma kühopührei Jihova seyoküzhomi u khwürünyiyo, Jihova ceyo kümomi u khwü rünyiyo mo. Süyo sülü, u kütho ropü-omu kükriküta ropü se kükreyiyo.
1JN.4.7	Kükhrüko, uko hunehu khrüyi khe, kükrelamole kükhrüe Jihova celü pazoküti la, silizo mikhrüyoküzho khwü Jihova yolü u münuyita zo; mu Jihova seyo. 
1JN.4.8	Mi khrüyokümomi Jihova seyo mo, kükrelamole Jihova kükhrüyo zo kütila. 
1JN.4.9	U po püla rhüyito de Jihova pünu puleyo kütsüpü cejü lü süküti süyolü Jihova celü küpa kükhrüyo pü u lülü u müse müngo süvata zo. 
1JN.4.10	U Jihova khrüyi mole pütho u khrüküta zo, side u küphomako la u rütho thiva tole nnhannhalü kütsüsü zo, süo kükhrüyo zo. 
1JN.4.11	Kükhrüko, mhanuü Jihova u khrüpü hithüdü thisü lizo, u rei hunehu khrüyizü. 
1JN.4.12	Mipührei mhapücerei Jihova ngo mo, u hunehu khrüyo lizo, Jihova u lü bayo mu pu celü küpa kükhrüyo u lülü tsüyiyo. 
1JN.4.13	U pü lülü bayoküzho mu pürei u lülü bayoküzho seküyi kükrelamole pü pü ropü kha u tsüvaküta la zo. 
1JN.4.14	Mu cejüo Külaküyio thito le Jihova pünu kütsüsü küti ukoe ngori zomu süo zhopo thi tayo zo. 
1JN.4.15	Thüma kühopürei Jisue Jihova Nuo zoleküti phrayo küzhomi Jihova süo lü bayo, mu süo rei Jihova lübayo. 
1JN.4.16	Mu Jihova u Khrüyoküti u se bata zo, mu mülü ri batazo; Jihova kükhrüyo zo mu thüma kühopührei kükhrüyo lü bayoküzhomi Jihova lübayo, mu Jihova rei pü lü bayo. 
1JN.4.17	Kütsoküti nha u po thüpuyiküto la süyo lü kükhrüo u cheyotsüte; Kükrelamole pü kümha u rei hio lü ba zo toküti la. 
1JN.4.18	Kükhrüo lü u kümüprüh pührei di, sikütio mole kükhrü tsüküyio pütho kümüprüh whuvayo; kükrelamole kümüprüh-e pü sazho baküti la. Silizo thüma küpührei müprühyoküzhomi kükhrüyo lü tsüyiyo mo. 
1JN.4.19	U rei pü khrüyo kükrelamole pü u khrüraküti la. 
1JN.4.20	Mhanuü mipüh-e “I Jihova Khrüyo” isi de pü sazüdzürami rütsüyo lizo, thüma süo kücejümi zo. Kütho zo thüma kühopühri püe ngoküba pü sazüdzürami khrüyokümomi püe ngokümo Jihova khrüküyi di zo. 
1JN.4.21	Mu thüma kühopühri Jihova khrüyo küzhoo pü sazüdzürami rei khrüyimoo süküti dzü hio u Poo celü ngoite.
1JN.5.1	Thüma kühopührei Jisu-e Khristao zoleküti mülüküzhomi Jihova yolü pü münuyita zo; silizo thüma kühopührei mi münusüyoküzho-o khrüyoküzhomi pü lülü münu pakütio rei khrüyo. 
1JN.5.2	U Jihova Khrü mu pü dzü khaküsüko thi mu züyo lizo, süyolüsü u Jihova nuneko khrüyoküti u seyiyo. 
1JN.5.3	Silizo u Jihova khrüyoküti püco, u pü dzü khaküsüko züyo küzhoo zo, mu pü dzü kha küsüko rüh mo zo. 
1JN.5.4	Silizo mhakühopührei Jihova yolü münu parikütao cejüo ce kuyiyo; mu Jihova cejüo ce kuyikütao süo u kümülü zo. 
1JN.5.5	Tsoo Jisu Jihova Nuo zoküti mülüküzhoo sa cejüo ce kuyiyo küzhomi somi ra?
1JN.5.6	Dzü mu thüza zü küvoo Jisu Khristae süyosü zo; dzü lübi zo mole dzü rei sa mu thüza rei sa. 
1JN.5.7	Süo tüyolü zhopo süh hiko thopüh bayo, Poo, Dzüo mu Kümüsa Ropü süh hiko püh zo. 
1JN.5.8	Mu cejü lü rei zhopo süh hiko thiyo Ropü mu Dzüo mu thüza-o mu süh hiko külürhü püh thiyo. 
1JN.5.9	Mhanuü u thüma zhopo tho züyo lizo, Jihova zhopoe süo ce zhoku; Jihova zhopo sü hiohi zo pü lü zhopo thiküsüyo zo küti. 
1JN.5.10	Thüma kühopührei Jihova Nuo mülüküzhomi zhopo süo pülü bata zo. Thüma kühopührei Jihova mülüyokümomi Jihova püsü kümüdao thivate. Kükrelamole thüma süo Jihova pü Nu dzü zhopo thiküsüyo mülü moküta la. 
1JN.5.11	Mu zhopo süo Jihova küchothe kürhüro khapü u tsüvate. Mu kürhüro süosü pu Nuo lü bayokütio zo. 
1JN.5.12	Thüma kühopührei Nu süo ngoikütami kürhüro süo nete, thüma kühopühri Jihova Nuo ngoikümomi kürhüro süo ba mo. 
1JN.5.13	Mhahiko la I thopüh neko ce süzü ho, Nepo Jihova Nu Jisu mülüyikütola, süo küchothe kürhü ngoyiküta, mu Nepo Jihova Nu Jisu zalü mülütayi kütola. 
1JN.5.14	Mu u püyolü u küthüpu ba kütayo, sü hiohi zo. U pünü pü müdo kümhade mhakühopühri choyo lizo pü u khwü rünyiyo. 
1JN.5.15	Mu mhanuü pü u khwü rünyiyo küti seyolizo, U pücelü choküsüko ngoitaküti seyitayo. 
1JN.5.16	Mhanuü thüma kühopühri pü sazüdzürami sataküsü küphoma kümopüh thivaküta ngo lizo, püpo choyi, silizo Jihova sata küsü küphoma zokümo thiküvako la kürhüro khapü pütsüto, sata küsü küphomari nezo; I mi po chonokütio süo po bamo. 
1JN.5.17	Mathokümo kühopührei küphoma zo; 
1JN.5.18	Mu sataküsü zokümo küphoma kühopührei Jihova yolü münuyi kütami phoma yomo. Sirei Jihova yolü münuyi kütao münuyi tatayo. Süla kürüzhüo pü dzü yilho. 
1JN.5.19	U Jihova cechoyo zoküti se bate mu cejü mütüe kürüzhüo khreikhrotayo. 
1JN.5.20	Mu Jihova Nuo vo de u po kütho zo kütio seyiküto la mhaküse kha utsü vaküti u se bate, Süo sü kütho zoküti pü pü Nu Jisu Khrista lü bate, Hiokütho Jihova zoküti Jihova Nuo mu küchothe kürhüroo süo zo. 
1JN.5.21	A nune kütsüko neko thürümarhe rüsüyoküzhoko thürai zote. Amen.
2JN.1.1	Pethi-o no khapüh küdaküyi thünopü mu pü mu neko ce I küthoo lü nieko khrüyo mu alübi mo. Siri küthoo sheyo küzho mütü risa. 
2JN.1.2	Kükrelamori küthoo ulüba mu küchothe uzütato. 
2JN.1.3	Ukümünupü u poo celü mu Jisu Khrista Upo-o nu celü ngo kümüzhie, thülü kümünü mu küzüküveyo po küthoo mu kükhrüo po uzü bayite. 
2JN.1.4	Upo-o celü dzü ngoküyi bino I n nuneko humi küthoo lü ba küti ngono anüriba. 
2JN.1.5	Mu tsü I nce choyo thünopü, I dzü küsa thopüh ntsü totiyomo siri u süculü ngoyi küta bino hunehu khrüzo yi khe si küti-ozo. 
2JN.1.6	Mu hibino kükhrü u pu dzü khaküsüo müdzuyi moyoküshü, u süculü sheyiküta mu müdzu vo küto kükhrü-ozo. 
2JN.1.7	Siyo kütsimüshüyo küzho kükro cezülü vorite, süko Jisu Khrista uthi upholü hüvoriti po phrayomo. Süo no mi kütsimüshüyo küzho Khrista ngomu-ozo. 
2JN.1.8	Nie mhathothi küyiko müdi va tiyo mori zhokhro ngotsühyi kütola nie tho nie pe süte. 
2JN.1.9	Kühopühri Khrista kümüthadzü yolü bamono süchü pa tayo, süo ukümünupü pu zhümo, siri sopühno pu kümüthadzü lü bayi süri Poo mu Nuo unie thüma süo zhü thite. 
2JN.1.10	Humi kümüthadzü süo püh mono mce vori zori pupo n celü lühi sitiyo mori külü ri hite. 
2JN.1.11	Sopühno hibi tiko züyi süri puri süo zü mhatho küshü küthi hilü unie kümhazo. 
2JN.1.12	Mhakükro thopüh niekotsü kütoba siri I lesi mu lesidzü nie süh ti cieri I a tho mhotsu no vori nieko zü kürüthi tayo unü tsüh zo küto lü bate. 
2JN.1.13	Küdaküyi n sazüpü nuneko ri n külü süho.
3JN.1.1	Mehimi thopü pükhrümi Gaius cekesü, I pükhrü ketho kethio. 
3JN.1.2	Kekhrüo, A kemenyü mha metü pi pra meve keba mu sürho keba, mu nkerhüro sheri kepra kemeve thi kebala. 
3JN.1.3	Kekrelamori I nüde rechü phiba, Usazüjürako kevori ce uko kepolü ketho n yo ba, mu no ketho lüta kebala. 
3JN.1.4	I anuneko ketholü ketace anüku tiba samo, I süo se kesüce. 
3JN.1.5	Akhrüo no kemelü mhakehopü lü sheri thipü usazüjürako yo kesü, mu sekemo koyo sheri. 
3JN.1.6	Kehuce mhüjülü nzhokeve zhopo kethi kola, uko revülü no mhace kemesazho thipü ukoyo sü lize no vezo tole. 
3JN.1.7	Kekrelamori uko püzao lano Gentile (judakemoko) mice mhapüri pümo zode uko tavo zü ketala. 
3JN.1.8	Uko süla sübi tiko zü keyi mesüzo, mu ketholü kekhrühi keta ukromiko tila. 
3JN.1.9	I lesi thopü kehulü süte, vele Diotrephes uko dolü kemetho thinyüsa tade hako züyi mote. 
3JN.1.10	Süla mhace I tavori lize I pü dipü thisü sheri I pü mhatho rekra süto, pü jüpo pü hako merha (cethisü), jükesu pü hako metsu; püzü ketü mozori, mori pü usazüjürako sheri mesomu te, mu süko züyi, mesoyi ketoko sheri kha (vakha) side uko kehucelü hu meta ve. 
3JN.1.11	Kekhrümiko, mhakesu kethiko sameji hite, vele mhakeve mejite; pü mha keve kethi sü Jihova celü vori, vele pü mhakesu kethio sü Jihova ngomo. 
3JN.1.12	Demetrius thüma metü pü kevezhopo thiba, mu süo kethozo, ile, hako sheri süo kepo theju se bate, mu neko seba vele hako zhopo kethozo. I mhakekro thosü ketoba, 
3JN.1.13	vele I Pen (lesi kethosü) mu Ink (püjü) lü thopü neko ce sümo tato. 
3JN.1.14	Vele akelüce mecho bamode nekozü kengo tato, mu uko kezüngo de mha kepo tato, kezükeve (krokrü) tipo neko züba keyi thite, uzüko neko kelü süho, ukhrethomiko zacü zode kelü süte.
JUD.1.1	Jisu Khrista cieta-o mü Jakob sazüwo Judah no khapüh kumünupü u Po-u tho thimu shieyiküta mu Jisu Khrista zalü khapü müta küta ciyikütako cie küshü. 
JUD.1.2	Ngokümüzhie nieko kütsü, vetho kükhrü samükro shüte. 
JUD.1.3	A kükhrüko, müthi kulaküyi dzüh a künü mütü süh die thopüh nieko cie küshü mü süo nieko cie thoshünyi bou kücü süo nie tarhopüh kümülü lü ba-i küto thadzü vapüh kümüsako cie shü küvao zo. 
JUD.1.4	Kükrelamoli thüma humi mükhre guh udolü lü küta la; süko sazho dzüh thadzü thopüh müta ta. Süko kütho küthi mamo, kümünupü ngokümüzhie küdiepüh kürüyolü shüküvako: Nyiepoo u kümünupü püh zo mü Nyiepoo Jisu Khrista pha kümoko zo.
JUD.1.5	I süna thadzü nieko shievoküta dibin Nyepoo Egypt mi tüjülü thüma kropüh külayi, mu mülükümoko müka küshü nieko po rükralayi nyite. 
JUD.1.6	Süsa tülü choyimi kropüh thadzü u tho u küzho süh bayi mota die uko tho u batü-o kha küvako püe süko khapüh küzü khrikhrolü küchothe phapüh kütsokücü tüso küzho-u khü bata. 
JUD.1.7	Sodom mü Gomorrah ni bin rüna lüco kübako uzho u rüle kümha utho u khapüh kükhrüküzu cülü shü, süsa thüma zhokümo kürüzhüko thi ta tie. Süna küchothe meza lü sazho ngoi die thakapuh thipüh batazo. 
JUD.1.8	Süsü bin müsakümo u mhokümako uthi upho va mürho umhü küzhomi mütü mü zapozalie küthimishie krenyi ta yo.
JUD.1.9	Thadzü Michael tülü choyi küzhoo thonu thürüküshüo zü no Moses mo küso die küpali kücülü püh müjo mpe ta die “Niepoo tho n müjo to” shita. 
JUD.1.10	Dei hiko mhapühyi shiekümo zo shie-yi krenyita o, hikoe u lulu shieküba lüshie u zho küshü khonu bi die sükola utho katao. 
JUD.1.11	Süko cie-i kükrelamoli pühnieko Kain cholü vo mu zhokhro ngoi kütana tashü Balaam kükriküta dzü shie-i zei mu Korah nuko punieko mhuküzhomi dzü zimo küsülü katsota. 
JUD.1.12	Thüma hikohi nieko kükhrü tühü küthicie nieko zü hikücülü kürhodapü küta kropüh tüku kükhüko mpie modie u tho u va phuti-o kücükro, tükhra po hüshüküta kümhüko dzüshie ta kümo, tüsicie sü püshie küdi küsa sai sa kücü pü mieko chieluzo küva sübo kropüh. 
JUD.1.13	Utho ula mulula zoküto dzüküzho raphü zokuzhü kropüh küchothe tüzü bu kücü khapüh uko muri taküta rühu sei ta küzhü thünyie kropüh zo
JUD.1.14	Adam zolü hüküpa pho thünao Enoch sadzü küshie dzü po die Heyi! Nyepoo pu kümüsako nyie küri züh vo. 
JUD.1.15	Shishie-i püh thüma mütüko kütsoto mu uko kütholükümo mhatho thiküvako, uko kütholükumo thümako, süsa kütholükümo küphomako pu zo dzüküre poküva mütü küjo thashü kato. 
JUD.1.16	Thüma hiko unümosüdie pacü pano mü künotao küzüko zo. Uko ta lü dzüpo khobou ta cüzo. Uko uko küpa ngoküyi lüdie mirho ta-o cüzo. 
JUD.1.17	Dei a kükhrüko nieko Nyepo Jisu Khrista Apostelko thadzü po küshü dzüko rükrashüte. 
JUD.1.18	Süko nieko cie po küzü pütü thülatso thüma kütholükümo u münyi utho u müdo thikütami küthükrezo kücü kropüh süto. 
JUD.1.19	Thüma süko mi püphoküta kropüh zo, uko thümo mhashie sa ropü di. 
JUD.1.20	Dei a kükhrüko nieko Kümüsa Ropüo lü choba die nieko kümülü kümüsa thoo zalü ve kühü ma ma zo yi te. 
JUD.1.21	Nietho niekhapüh u Jihova kükhrülü bayi mü küchothe kürhero ngoyi küto la u Nyepo Jisu cielü küpa ngo kümüzhie khüba zote. 
JUD.1.22	Nieko humi ula kre ba ma? Süko ngo müzhie yite. 
JUD.1.23	Soo kükreko meza lü tüshüpayi die külayi, u thi u pho la ukhü unie rütsonyieko va murho küvako rutsi-i zo yi te.
JUD.1.24	Cüsa niephie müsükütolü niepo thayi kütola mü niepo jota modie püh tho zalie thikütolü u nüthori küto na no. 
JUD.1.25	U kümünupü uko külakiyi-o püh lübi mhashie, Pühpo cü mü küchothie zapo zalie küdie mü kukuo thiyi te. Amen.
REV.1.1	Jisu Khrista jü kehalapü mese mengo kesü Jihova pü pütsü kesü, mhathi vori ze ta ketoko pü yithomiko meka kesü; pü tüyochoyimi ketsü pü zasi thipü pü choyi kethio John cesü. 
REV.1.2	Pü Jihova jüko züketako, Jisu Khrista zhopo m pü kehüko mu mhathoko ri se m ngo. 
REV.1.3	Pütü tso ba ketala somi no sajü jü hiko phri mu thi m zü yo sheli thejo kepütho.
REV.1.4	John Asia lü kehu thünako ce kesü; ngokemezhe po neyo ba keyi thite, thelü kemenü (kereyi) khakesüo thajüri ketao, tsüdori ketao, mu hisa ri vori ketoo; Rüpü thünako pü kedeba mhüjü lü tha; 
REV.1.5	Jisu Khrista khakesü kemelü kene zhopo, kesami dolü rhüla kesü kerathoo, cejülü kedemiko nuo, pü uko khrüde püzapü ukephomako khrü kemesa kesüo. 
REV.1.6	Mu uko thipü kedemi, m pethi kezho (thevo) thi pü püpo Jihova tsü; püpo zapozale kede thikeyi thite. Amen. 
REV.1.7	Hihe, pü kemhüyo vori; themhü metüko pü ngoto, mu zerenyü pü pürhü kesüko ri pü ngoto; kede kekre ketsü cejülü nu metüko pü ngoto, m püla uko lü shü phito. Sizoto, Amen. 
REV.1.8	I Thüra-o mu thülao (Alpha mu Omega) Niepoo side poyo-voketa-o, tsü kebao mu vori ketoo zo, kepfüthoo.
REV.1.9	I, John neko sazüjürao, kemezhe ketsü kroko, Jisu Khrista kedela kemezhe tsü hü keyiko, I, Patmos cejü rethitso kemolü ba, Jihova jü la mu Jisu Khrista zhopola. 
REV.1.10	Niepoo zhonha Rüpü a yo vorita de a saco füphra thecü fü meto kesübi tsü se tsü. 
REV.1.11	Pode, I Alpha mu Omega kerao mu kekhao No mha kedipü ngo sheli thopü kehu thünako ce süte Asia lü; Ephesus, Smyrha, Pergamum, Thyatira, Sardis, Philadelphia, mu Lodicea koce. 
REV.1.12	I regü sü pfüphra süo pe süri, süna meto sü thüna bode ngoyi. 
REV.1.13	M suna meto thünako dolü thüma ru bi mipü ba, füne püpheziketso, suna chepha pü püvapha. 
REV.1.14	Püpi m püpitha thümakemega bi, kropü makre kekro bi; pümhü ni meto keba meli bi; 
REV.1.15	M püphezi pitol kemeva bi, süko melü thü keba meva bi; m pü füphra jükekro fü bi. 
REV.1.16	M pübe lü uzaco thenyü thüna ba; pü talü zecho lucohico uyi keve bi ta pa ta: pü pepü meshümedü nace pü pü rütso thi. 
REV.1.17	M I püngo kesüce kesami bi retu tsüta pü phece. M pübe uzaco pü a jüde ace poti, meprü he; I therao mu kekhao: 
REV.1.18	I rhüketao, save; m hihe, I rhüsüta ketao kechothe, Amen; meza m kesa cabi I pü ba.
REV.1.19	N kengoko thoyite, tsü mha kebako, m hisa mha vori ketoko. 
REV.1.20	Ketekhri ketsü thenyü thena abe azaco ba no ngo ketsüko m suna meto sü thüna. Thenyü thünako tüyochoyimi kehu thünako: suna meto thünako no ngo süko kehu thünako.
REV.2.1	Ephesus lü keba tüyochoyio ce jütho kesü: thenyü thüna ube uzaco pü kebao mhahiko poyo, pü suna meto thüna dolü ta kebao 
REV.2.2	I n mhathoko m thikebako ngo, sügüsühe ketsüko, no mikemedako zü yo kemo; mu somi apostle mi le po veli kemedami; 
REV.2.3	M sügüsühe de azala mhathothi de n nyü ta yo kemo. 
REV.2.4	Sizo sheri n yo a nü kemo huba, kekrelamori no n kekhrü kerao kha kevala. 
REV.2.5	Süla nsa lü sü de no dipüce retu ta sheli de nlü kedeyi de mhatho kerao thiyite; molize n ce mhai voritato, suna meto n yo kebao pü vato n thilü, nlü rüde mota lize. 
REV.2.6	Veli no ri Nicolaitanes kemetha n nümo I ri tsüo ngometsü. 
REV.2.7	Uni kebao po jü Rüpü kehako ce kepo reniyite; Somi thatosheli I kerhüsü pü püpo tito, süo paradise metsu lü ba. (Jihova rüna).
REV.2.8	Tho pü Smyrna kehu tüo choyio ce kesü; Mha hiko kepo Thüra-o m kekhao, sakeva-o m rhüta ketao. 
REV.2.9	I se n mhatho, n mezhe, ntsakhu (veli no mhane) I se kemeda (niepoo zho shü latsü) uko Jewmi le si veli mo, veli Satan kehu lü ta yo. 
REV.2.10	Mice pohi, no kemezhe ketoko; Therükeshü-o neko humi tü pü Thejücelü süto, side n ne ketito; side zho kerü kemezhe ta to; kesa ketso sheri kemelü thazote, size I kehü kedepira pü ntsü to. 
REV.2.11	U ni kenemipo Rüpü kehuce kepofü reni yite; somi thayisheli kesa kenao po pü methi saho. 
REV.2.12	Pergamos kehu tüyo choyio cetho kesü; zecho uyi licohivo kebao po kesü; 
REV.2.13	I n mhathoko se, m n kehüthi, Satan kebathi: no aza khi metükeba, a kemelü melakemo, Antipas a kemelü la dokhri kevao balü mi po püdokhrive, Satan Thethi lü. 
REV.2.14	Veli mhahulü a nütso kemoba, n celü Balaam no Balak methapü Israel mi nuneko chokha kethiko züba, marhe kereshü coko ti nozi, de uko po regürezhü tsü thi keto la. 
REV.2.15	Süla no Nicolaitans dorhüko I ngometsü kebako ri züba. 
REV.2.16	Thelü rüdeta te, molize I mhai nce vori tato, m I talü zecho khi sükho merha ta to. 
REV.2.17	Uni kenemi Rüpü kehukoce kepo reni yite; pfü keyiko I kevapü meta ketsü manna pü püpotito, side ketsü kemega pü pütsü süto, ketsüyo theza kesa tho kesü, mi püri sekemo, ngokeyio thozo kemosa.
REV.2.18	Thyatira kehulü keba tüyochoyi cetho kesü: Jihova Nu hiko po sü, pü mhüni meli bi, püphezi ni pitol kemeva bi; 
REV.2.19	I se n mhatho, n kekhrühi, nyitho, n kemelü, n sügüsühe ketsü, n mhathoko; thelako kerako ce thipfü ketsü. 
REV.2.20	Sizosheri I mhahu nyo anü tso kemoba, no Jezebel choyithi, pü saju kepopü le poyo, a choyi mi swu ketsepü uko po keregü kerezhü thiyo, marhe kereshüzhüko tino zi yo. 
REV.2.21	Mu I pütü pü pütsü sü thelü rüde ketola; veli pü rüde mute. 
REV.2.22	Hihe, I pü kehüpü thezilü sü vato, m püzü regürezhü ketako po kemezhe shu süto, uko thelü rüde ta kemosa, uko mhatho kolü. 
REV.2.23	M I kesa pü pünuneko mesa vato; m kehu metüko I uko mhathoko, uko melüko phu kega keta seyito; m neko mipüpü ketsü mhatho khü cezüde zhokhro I kha süto. 
REV.2.24	Veli I neko Thyatira lü kebako ce po yo, neko thezhokesü zü kemoko, m Satan do kemesüko seyo kemoko; I thepü kemeshi kekre kha neko tsü sa ho. 
REV.2.25	Veli no melü ketayo pü metü ba zo te I vori kemothe. 
REV.2.26	M sopü tha sheli mu a mhathoko thi ba pütü thela tso sheli I kepfü rünako pi pü tsü süto. 
REV.2.27	M pü thegi kepfü khi shuyeko kekha to; mhabüko le kethio jüphro kesü bi I Apo celü ngo keyi bi. 
REV.2.28	M I keshuo thenyü pü pütsü süto. 
REV.2.29	Uni keba mi Rüpü kehukoce kepo fü reni yite.
REV.3.1	Tülü choyimi Sardis lü kebao ce tha kesü; Hiko pokesü Jihova Rüpü thüna kebao po; thenyü thüna; I nmhathoko se, no rhü ta zo leno thüza pü ba m sa ta te. 
REV.3.2	Fü menu bate, mesho kebako thi kemetü yi te, sata too kebako; n mhathoko vetsütso mo keta ngo bate Jihova mhüjülü. 
