MAT.1.1	Lungolo lwa Yesu Kilisto, kibelei cha Daudi, ngi kibelei chu Ulaimu.
1PE.1.15	Andi Nnoongo ojwankemangite pabi chwapi na mangweto mpaligwa kube chwapi mumajendo ginu goa. 
1PE.1.16	Gambu Majandiko ga chwapi galenga, “Mmaganga machwapi gambu nenga nachwapi.”
1PE.1.17	Pamannyopa Nnoongo, munkema Awawa. Yene mmanyanga kutenda jwenio anhwukumula kila mundu kengama itendwa yakwe wala kubaguje. Yene ntamanga padunia andi makageni kukunnyali Nnoongo. 
1PE.1.18	Gambu mmanyi kutenda makomboligwa mumajendo ginu gangambone agaboke kakahokobinu nambu makomboligwa kuilebe yanga alabika, andi ela andaje jaabu, 
1PE.1.19	nambu kwa myai jambone muno ja Kilisto, ojwakiba andi Mwana Limbelele jwangalemala andaje lilelalela. 
1PE.1.20	Jwenio akiba apambuligwe na Nnoongo tango dunia nu kupanganigwaje, nambu ngaekuligwa machoba gukupela gano kwa magambu ginu mangweto. 
1PE.1.21	Kundela jakwe, mangweto muhyobale Nnoongo ojwanhyoya kuboka kwa abawile nu kumpe kibumo, yene kuhyobalela kwinu nu kuamini kubi ku Nnoongo.
1PE.1.22	Magambu ngoe nnyeguigwe ihuke inu kukujijali kweli kupala mapale akajinu panga undendemundu, mpalane kwa mwojo chwapi. 
1PE.1.23	Gambu mmelwikinge kabele ku lilobe lya Nnoongo lina bwomi elilama machoba goa pangapela, ngiti ku mbeju eialabikaje nambu ku mbeju eilama. 
1PE.1.24	Andi Majandiko Gachwapi pagalenga,
1PE.1.24	“Kila mundu andi maamba,
1PE.1.24	ni kibumo chabe andi liloba likamanyai
1PE.1.24	Maamba kuniala na maloba kupuluta,
1PE.1.25	nambu lilobe lya Ngwana kulama machoba goa pangapela.”
1PE.1.25	Lilobe lyenie ngu Nhwalo Gwambone oguntangachigwe kwinu.
1PE.2.1	Kuyene mulekange ubaja gwoa nuwangi na kukitenda mambone na bwiu nukopekeana. 
1PE.2.2	Andi pibi ilemba apipala mabele, na mangwetomwe uyo mpaligwa kube nachuna chukunywe mabele ganga lomboligwa agabi lilobe lya Nnoongo, kupala nkolange nu komboligwa. 
1PE.2.3	Andi Majandiko pagalenga, “Nng'anyaminge kutenda Angwana nga bambone.”
1PE.2.4	Majendele Angwana! Benia ngi liganga limmomi elikanigwe na bandu, nambu ngilipambuligwa na Nnoongo kube liganga lyambone kwakwe. 
1PE.2.5	Mangweto uyo, munnyendelele jwenio andi machamaganga gabwomi makachengigwe nu kube nyumba ji uhuke mumpakutumika andi akakung'i ba bachwapi, kupangi malumbo gi kihuke agagunhwalali Nnoongo kwa ndela ja Yesu Kilisto. 
1PE.2.6	Gambu Majandiko ga Chwapi galenga,
1PE.2.6	“Nnola! Meka liganga kukilambo cha Kusayuni,
1PE.2.6	liganga elipambuligwe likijemo pikimbetuli na lina ichima.
1PE.2.6	Mundu ojwapakunhwamini jwenio akolaje oni.”
1PE.2.7	Kwinu mangweto mamunhwamini liganga lyenie nga lyambone muno, nambu kwa banganhwamini, andi Majandiko Gachwapi pagalenga,
1PE.2.7	“Liganga elibilikana akachengi,
1PE.2.7	ngoe lyenie ngi liganga lina ichima muno.”
1PE.2.8	Kabe Majandiko galenga,
1PE.2.8	“Liganga lyenie ngi liganga lyukobala,
1PE.2.8	libwe lyakagwia bandu.”
1PE.2.8	Bandu kobala magambu gwanga liamini lilobe lya Nnoongo, yene babekalinge genia kuboke kalakala.
1PE.2.9	Nambu mangweto nga lungolo olupambuligwe na Nnoongo nu Ukung'i Gukingwana na kilambo cha Chwapi, bandu ba Nnoongo mwene, mampambuligwe kutangacha itendwa ikolongwa ya Nnoongo ojwankemangite kuboka kulubendu, ngannyingiyanga mulumuli lwakwe lukuomongwa. 
1PE.2.10	Kalakala mangwetomwe makibanga mabandu ba Nnoongoje, nambu ngoe mangweto nga bandu bakwe. Kalakala mangwetomwe mapatangiteje kia ja Nnoongo, nambu ngoe mpatangite kia.
1PE.2.11	Makalongo bango, nanyopanga mangweto andi makageni na mangakitamo padunia pano, nnekange tama mbaja ejikanana nu uhuke gwinu. 
1PE.2.12	Majendo ginu panakati ja bandu banga nhyobale Nnoongo gaba gambone muno, kupala bandu apabapa kunkopakeanga kutenda ntendanga mabaja, pabapakibona itendwa inu yambone bannumbali Nnoongo lichoba elibapakuika Angwana. 
1PE.2.13	Majali bandu bina kinala magambu ga Angwana. Mannyali nngwana jwabi ntawala nkolongwa, 
1PE.2.14	andaje akakolongwa abapambuligwe na jwenio kahukumu abatenda mabaja na kalumbali bandu abatenda gambone. 
1PE.2.15	Gambu Nnoongo apala nhwoto kagakotoya malobe matokamau ga bandu akatokamau kuitendwa yambone. 
1PE.2.16	Ntamanga andi bandu ba agabwa, nambu makatumiaje agabwa jinu kube kijobelo cha mabaja, nambu ntamanga andi akabanda ba Nnoongo. 
1PE.2.17	Maichimu bandu boa. Mapalange akaamini ajinu. Manng'ongale Nnoongo. Mapegange ichima angwana.
1PE.2.18	Mangweto makapakachi, majoe na kaechimu akangwana binu, ngiti ababi bambone na banuu tuje, nambu na akaongwajagi. 
1PE.2.19	Gambu anda nhwimbali kupotekigwa kwanga paligwa kwinu, makamanya kube Nnoongo apala yenie mmanya Nnoongo apakumpe kindimba. 
1PE.2.20	Mpakupata hupo nike kukuimbali kuputigwa kwa malemwa ganteile? Nambu anda mpotekigwe kukutenda gambone na mmi kuimbalila genia, mmanya Nnoongo apakumpe kindimba. 
1PE.2.21	Genia nga gabankemilinge, gambu mwene Kilisto ngapotekigwa kwa magambu ginu, ngannekelanga kilandanakio kupala nkengame ndela jakwe. 
1PE.2.22	Jwombe ateije mabaja, wala alongije kilebe chachoa chuwangi. 
1PE.2.23	Patukanigwa, jwombe atukineje, apapotekigwa, jwombe bayengije, nambu ngaunhyobale Nnoongo ojwahukumu andi pipaligwa. 
1PE.2.24	Yesu mwene ngapoto mabaja gito mummele gwakwe panchalaba, kupala takatenda mabajaje, nu kutama kukunhwalali Nnoongo. Kukuputigwa kwakwe mangweto nnamite. 
1PE.2.25	Magambu mangweto makiba andi mambelele agaobite, nambu ngoe mummuji Nchungi na Nnendei jwa bwomi gwinu.
1PE.3.1	Uyo na makajumbo majoe akangwanabinu, kupala anda babi akinalome baboa bangaamini lilobe lya Nnoongo, baamini pabapakugabona majendo ginu. Pangapaligwa kulenga lilobe, 
1PE.3.2	gambu mabagabona majendo ginu kube chwapi na gi ichima. 
1PE.3.3	Kukilembeleke kwinu kukabe kunjatuje, andi kuchuka kukulekaleka muno nu kwinda jaabu na ngobo ya bei ngolongwa. 
1PE.3.4	Nambu kukilembeleke kwinu kube kuboke nkati ja mwojo jinu, ukonji gwangaalabika, yene nga uhuke gu kunnyenyepa na nuu genia nga kilebe chambone muno nnongi ja Nnoongo. 
1PE.3.5	Yene nga pibikilembelekea akikege ba kalakala abunhyobalela Nnoongo, bikilembelekea kukajoa akangwanamundu. 
1PE.3.6	Andi Sala pabajoa angwanamundu ana Ulaimu bakema angwanamundu. Namangweto ngoe nga makinangota mundu anda ntei gambone pangajogopa kilebe.
1PE.3.7	Uyo na makinalome, ntamanga nakaanabinu kongo makamanya kutenda angweto akalegalau, yene makakanaje, majali gambu mipokelanga pamwe na angweto hupo ja bwomi gwa Nnoongo. Anda ntei yene kibeje kilebe chukuibaliki kujopa kwinu.
1PE.3.8	Kukujomole nonge yene, mma mwojo gumwe, mmonelane kia, mpalane andi makalongo, mmaganga manuu nu kunyenyepa. 
1PE.3.9	Makabuyangaje bandu ubaja ku ubaja andaje matukano kwa matukano, nambu majopelange kindimba, magambu mangweto nkemigwa na Nnoongo kupala mpatange kindimba. 
1PE.3.10	Andi Majandiko Gachwapi pagalenga,
1PE.3.10	“Mundu jwajoa jola ojwaupala bwomi,
1PE.3.10	nu kugabona machoba gambone,
1PE.3.10	kano jakwe jakalongeje ubaja nu lulimi lwakwe lukalonge uwangije
1PE.3.11	Ajepe ubaja atendi gambone, apalepale tengela nu kujiagabala.
1PE.3.12	Gambu mio ga Angwana kalolake kwa mbone abajeketeligwe,
1PE.3.12	na machikilo gabe kupenekia kugongale kwabe,
1PE.3.12	nambu Angwana kalayanga kiyogo bandu abatendanga mabaja.”
1PE.3.13	Beneke abapakumpoteka, anda nkachine kutenda gambone? 
1PE.3.14	Nambu ataikabi mpaligwa kupotekigwa kwa magambu gukutenda agapala Nnoongo, mbaya mangweto. Makannyogopaje mundu jwajoa, wala makabe nambweleje. 
1PE.3.15	Nambu munkoyanga Kilisto andi Nngwana mu myojo jinu. Machoba goa mmaganga tayali kunnyanga kila mundu ojwapakunkonya nhwalo gu lihyobalelo linu elibi mumyojo jinu. 
1PE.3.16	Nambu ntendanga genia kwa nuu ni ichima. Mmaganga na mwojo gwanga nnaya kube na malemwa, kupala abantukana majendo ginu gambone andi bandu babunhwamini Kilisto, babe na oni. 
1PE.3.17	Gambu mbaya kupotekigwa kukamu gambone, anda apai Nnoongo, kuliko kupotekigwa kukamu mabaja. 
1PE.3.18	Gambu Kilisto ngapotekigwa nu kuwe pakamwe tu magambu ga malemwa ga bandu boa, mundu jwa mbone ngawe kwa bandu akabaja, kupala kumpeleka mangweto ku Nnoongo. Ngakomigwa mmele nambu ngabekigwa kube mmomi kuwecho gu Uhuke jwa Chwapi, 
1PE.3.19	na ngajenda kuitangachila ihuke eikiba mukipungo, 
1PE.3.20	benia nga abakanangita kunnyali Nnoongo apabalenda kwa kaimbalila kingobu Nuhu apatendekea safina. Musafina jenie bakiba bandu achokotu yani bandu nane tu abakomboligwe mumache, 
1PE.3.21	mache genie galaya ubaticho ogunkombo mangweto ngoe. Ngiti ubaticho gukuboya uchapu gwa mmeleje, nambu lilagano elitendigwa ku mwojo gwanga hukumuligwa kube tutei malemwa nnongi ja Nnoongo ku ndela jikuyoka kwa Yesu Kilisto, 
1PE.3.22	ojwajabwi kumbengu na ngoe atamite kingono cha kalelo cha Nnoongo, atawala akapakachi bu kumbengu na bina kinala na bina makakala.
1PE.4.1	Magambu Kilisto apotekigwe kwa mmele na mangweto uyo mpaligwa kengama majendo gakwe, gambu mundu anda apotekigwe kwa mmele alekine na mabaja. 
1PE.4.2	Kutumbu ngoe bwomi oguigile kutama padunia pano mpaligwa kulongoleigwa na Nnoongo, ngiti ku tama mbaja ya mmeleje. 
1PE.4.3	Kingobu kijingi kipetite penia makibanga na kingobu chukamu ilebe andi ibakamulanga bandu bangammanya Nnoongo. Matamanga kupala ngongola na tama mbaja nu kulobela ni mipapala ju kulye nu kulobela muno kutenda ilebe ya oni nu kugongale inyago yenie ngi ilebe ikuchimwa, 
1PE.4.4	ngoe bandu benia bangummanya Nnoongo batenda kuomwangwa pabammonanga mmije pamwe nabo mukutenda mabaja muno nga magambu bantukananga. 
1PE.4.5	Nambu bapaligwa kola chukujanga ku Nnoongo, apapakahukumu ababi mmomi na abawile. 
1PE.4.6	Magambu Nhwalo Gwambone ngutangachigwa ati ikabi kubandu abawile, bahukumigwe mubwomi gwabe kimmele andi pabahukumigwa bange, kupala batamange mu Uhuke andi Nnoongo apabi mmomi.
1PE.4.7	Kupela kuilebe yoa kubandakile, yene mma maha nkelukiange kunnyopa Nnoongo. 
1PE.4.8	Kupeta genia goa mpalanange mangweto kwa mangweto ku mwojo gwoa, gambu mapalano gaibiliki mabaja majingi. 
1PE.4.9	Nnendekeane kachinu mangweto kwa mangweto panga kokaleka. 
1PE.4.10	Kila mundu apaligwa kutumia itoi yampi Nnoongo kajangata bandu bange. Andi makalolei bambone ba hupo nduu yampaganga Nnoongo. 
1PE.4.11	Mundu jwatangacha kubandu atangacha andi malobe ga Nnoongo. Anda apala kubegelela abegelela kwa makakala agapatite kuboka ku Nnoongo, kuilebe yoa kupala alumbigwe Nnoongo kundela ja Yesu Kilisto. Gambu kibumo na makakala nga ga Nnoongo machoba goa pangapela. Unhyo.
1PE.4.12	Makaganja bango, makaomongwaje kupotekigwa kukubinia kumpata magambu mankita kilebe echikimpata kigeni. 
1PE.4.13	Nambu nhwalalalile gambu mpotekigwa andi papotekigwe Kilisto kupala papakubuja kabe mukibumo chakwe nhwalalilange muno. 
1PE.4.14	Mbaya mangweto mantukanigwa magambu gukunhwamini Kilisto, kilebe chenie kibi namana kutenda Uhuke jwa kibumo jwenio ngu Uhuke jwa Nnoongo atama namangweto. 
1PE.4.15	Akabeje mundu jwajoa panakati jinu ojwapakupotekigwa kwa magambu nkomi andaje mmwi andaje mmabaja andaje mundu nndumbakani. 
1PE.4.16	Nambu anda mpotekigwa magambu gukunhwamini Kilisto, makalola onije nambu mankoleye Nnoongo magambu mwenga mamundu ba Kilisto.
1PE.4.17	Kingobu cha hukumu kiike, hukumu jenie jitumbu na bandu bakwe mwene Nnoongo. Anda ibi hukumu jenie jitumbu kwito jibakujomolebo, ku bandu bangajali Nhwalo Gwambone gwa Nnoongo? 
1PE.4.18	Andi pagalenga Majandiko Gachwapi,
1PE.4.18	“Komboka ku mundu jwatenda agunhwalali Nnoongo kujundupa,
1PE.4.18	ibakubebo ku mundu jwanga nnyogopa Nnoongo na mmabaja?”
1PE.4.19	Kuyene bandu abapotekigwa kwa magambu ga Nnoongo bapaligwa, kuitendwa yabe yambone, kukibeka nhwina ja Mpangani jwabe junakuaminika muno.
1PE.5.1	Nenga nananhota kati ja akilongoi bi kikuta cha bandu abunhwamini Kilisto, nachaili kupotekigwa kwa Kilisto. Nane mbakube pamwe mukibumo echikipakuekuligwa. Ndenda nnyopanga muno mangweto makiilongoi majango, 
1PE.5.2	mikichunge kikuta cha Nnoongo chibankamuinge, mikichunge ngiti kukunnachimichaje, nambu kukupala andi papala Nnoongo. Nkamulanga liengo lyene ngiti kukupala kunnepaje, nambu ku mwojo gwinu gwoa. 
1PE.5.3	Makatawalanga kwa makakalaje benia ababekigwe kwinu, nambu mmaganga kilandanakio kukikuta chenie. 
1PE.5.4	Na Nchungi Nkolongwa papakuika, mangweto mpatanga luchengo lu kibumo lwanga chujuka.
1PE.5.5	Uyo machikakombo mpaligwa kajoa akinanhota. Mangweto mmoa mpaligwa kubegelelana kukunyenyepa, gambu Majandiko ga Chwapi galenga, “Nnoongo kakananga bandu bina kulokaloka, nambu kapeganga upeele bina kunyenyepa.” 
1PE.5.6	Nnyenyepange nnongi ju luboko lwa Nnoongo juna makakala, kupala anyinulange kingobu chekipaligwa. 
1PE.5.7	Mannekele Nnoongo malola ginu goa, gambu jwenio nga ojwang'oyanga.
1PE.5.8	Mma maha na nkelukiyange! Nngondwa jwinu, Mmaja, atenda kutinditindila andi liimba elikoloma limpala mundu annie mbyuu. 
1PE.5.9	Ntamanga maha mankanange na ntamanga ndii muimani, kiti mmanyangite kutenda akaamini ajinu padunia joa bapotekigwa uyo. 
1PE.5.10	Nambu anda mpotekigwe kukingobu tu, Nnoongo ojwabi kindumbutumbu chu upeele gwoa na ojwankeme kujingila mukibumo chakwe cha machoba goa pangapela kukulondana na Kilisto Yesu, jwombe mwene ampa apakunnimbia nu kumpe makakala ni kijemo chambone. 
1PE.5.11	Jwenio nga Nnoongo junuwecho machoba goa unhyo.
1PE.5.12	Nunhwandikilinge balua jenje nyipi anyangita Silwano, nnongo ojunummanyi jukuaminika. Mbala kunnimbianga mwojo nuchalakicha kutenda gongo nga upele gwa kweli ja Nnoongo. Ntamanga maha mu upeele gwenio.
1PE.5.13	Bandu abunhwamini Kilisto akajinu ba pamba panapakema pa Babiloni abapambuligwe pamwe na mangweto bampatanga abali. Na Maluko manango mukihuke ampatanga abali. 
1PE.5.14	Mpatana abali ku kiingi chu kulaya mapalano ku Kilisto.
1PE.5.14	Nannyopelanga tengela mangweto mammi mu Kilisto.
2PE.1.1	Ne, Simoni Petulo napakachi na nandundame ba Kilisto, nunhwandikilanga mangweto mampatite imani jambone muno andi ejitupatite twenga kundela ja gwambone gwa Nnoongo na Nkomboi Yesu Kilisto.
2PE.1.2	Nannumbilanga upeele na tengela ndu mukummanya Nnoongo na Yesu Nngwana jwito.
2PE.1.3	Kuwecho gwakwe Nnoongo, atupi ilebe yoa itipala kupala tutame kukunhwamini jwombe kukummanya jwenio nga ojwatukemite tube pamwe mukibumo nagwambone gwakwe mwene. 
2PE.1.4	Kwa ndela jenie atupi lilagano likolongwa na lyambone, kupala ku hupo yenie tukilonde mumakakala ga Nnoongo, kupala tutame kutali nubaja gwa padunia oguletigwa na tama mbaja nu kupoke lipungu ku Unnongo gwakwe. 
2PE.1.5	Magambu gwa genia, nkachanange kujonjake gambone muimani jinu na mwagambone nnyonjake malango, 
2PE.1.6	mumalango ginu nnyonjake nuu, munuu nnyonjake kuimbalila mukuimbalila nnyonjake bwoomi ogunhwalali Nnoongo, 
2PE.1.7	kukutenda ilebe einhwalali Nnoongo nnyonjake kutenda gambone kwa akajinu abunhwamini Kilisto, na nnyonjake mapalano ku bandu boa. 
2PE.1.8	Anda ntwelalinge chipa ndu andi yene mmagangaje makakata, nambu bukuoto kamu gambone kwakamanya Angwana bito ana Yesu Kilisto. 
2PE.1.9	Nambu mundu anda nukubeje na chipa yenie mmanya nga andi mundu kinjwilili kuotoje kulola gwicho, na alibalile kutenda ajeguigwe mabaja gakwe ga kalakala.
2PE.1.10	Ku yene makalongo nkachanange muno kubeka lukemo lwinu olunkemigwe na Nnoongo lube kilebe chu kujendeke kube nalwo mubwomi gwinu, anda ntamangite yenie ng'wegangaje ngu mubaja. 
2PE.1.11	Kukutenda yene mannyeketeligwa kujingila mukingwana cha machoba goa pangapela cha Angwana na Nkomboi jwito Yesu Kilisto.
2PE.1.12	Na yene manyendekeya kunkombakea machoba goa ilebe yene, iganukube miimanyi na mmilingite mukulimba mukweli ejimpokilinge. 
2PE.1.13	Ne mbemele chenie kilebe cha mbone kwango kunnyimuya kukunkombakea ganga kiti mbi tango nakalama. 
2PE.1.14	Manyi kutenda mandakile kuwe nu kuleka mmele gongo, andi Angwana bito ana Yesu Kilisto apabanaite kipola. 
2PE.1.15	Yene mbakachana kunnaya ndela kupala nkombakelange genia kila kingobu anda nyomwike.
2PE.1.16	Kingobu putummola nhwalo gwa makakala gukuika kwabe Angwana bito ana Yesu Kilisto, takengimeje omo eitendakigwe na bandu akakalamui nambu twenga tubene ngitikibona kibumo chakwe kwa mio gito tubene. 
2PE.1.17	Gambu twenga tukiba upo kingobu Awawa ana Nnoongo apabampa ichima ni kibumo. Lilobe ngilijoanika kuboka kwakwe jwombe jwabi Kibumo Kikolongwa, ngalenga, “Jwenio nga manango ojunumpaile, ojwanhalalila.” 
2PE.1.18	Kabe twe tubene ngutujoa lilobe lyenie kuboka kumbengu kingobu apatakiba pamwe na jwenio panani pikitombi cha Chwapi.
2PE.1.19	Kabe uchaili gwa Akalondoli ba Nnoongo gutuchalakicha kilebe chenie, na mangweto mpakutenda gambone anda miagabala ilebe yenie, gambu yene ilandana andi lumuli olumulika pulubendu mpaka pipakuche nu lutondwa lu kindabi pulupakung'ala mumyojo jinu. 
2PE.1.20	Kupeta genia mpaligwa kutumbu kumanya ganga, ataikabibole, abije mundu jwajoa ojwaotwi kupia ulondoli ogubi Mumajandiko ga Chwapi andi papala mwene. 
2PE.1.21	Gambu ulondoi kupiigwaje andi papala mundu, nambu bandu ngabapia ulondoli guboka ku Nnoongo kukulongeleigwa nu Uhuke jwa Chwapi.
2PE.2.1	Pakapiti na akalondoli buwangi panakati ja bandu, nu uyo akaboli bu uwangi mabapitila panakati jinu. Benia bileta kwa chili maboulo guwangi gukualabiya mpaka kunkana Ngwana ojubakombwile, yene babakikijambuki chokwe kujomoka bene akangweto. 
2PE.2.2	Kabe bandu akajingi bapakengamanga ndela yabe ya oni, nu kutenda yene ndela ja kweli jipakutukanigwa. 
2PE.2.3	Kwa tama yabe mbaja i kipato, bapakupatanga nyonjakea kuboke kwinu kukunhwome omo yuwangi. Nambu kuboka kalakala hukumu jabe jitangachigwe nu komigwa kwabe kubi mio!
2PE.2.4	Gambu akapakachi bu kumbengu apabalemwaga, Nnoongo bakolije kia, nambu ngabaleke paali pukupotekigwa kwenio batabangite mitondolo pulubendu totolo balende lichoba lya hukumu. 
2PE.2.5	Nnoongo ajikolije kia dunia ja kalakala paleta mapuliko ga mache kikilambo cha bandu bangannyali Nnoongo, nambu Nuhu ojwatangacha ku bandu kupala batende ilebe yukunhwalila Nnoongo, ngankombola pamwe na bandu bange saba. 
2PE.2.6	Uyo Nnoongo ngahukumu kilambo chuku Sodoma ni kilambo chuku Gomola, ngaitinia mwoto mpaka ngibe tikitiki nga maliu, abeka ibe kilandanakio chikipakapata bandu bangannyali Nnoongo. 
2PE.2.7	Nnoongo ngankombo Lutu mundu jwanhwalalila Nnoongo ojwaechuka muno magambu ga ngongola ya bandu bangannyali Nnoongo, 
2PE.2.8	gambu mundu jwanhwalalila Nnoongo jwenio atama pamwe na bandu benia, machoba goa mwojo gwakwe nguechuka kukulola nu kujoa itendwa yabe ibaja. 
2PE.2.9	Yene ngipibile Angwana bamanyi pabapakakombo bandu bakwe bambone kuboke mukulondoigwa, na kabekanga bandu bangannyali Nnoongo mpaka lichoba lya hukumu. 
2PE.2.10	Muno bandu baba abakengama tama mbaja ya mmele nukubembu kinala cha Nnoongo.
2PE.2.10	Akaboli buwangi benia mitau na bina kulokaloka kujogopa kitukana ipanganigwa ina kibumo yu kumbengu. 
2PE.2.11	Nambu akapakachi bu kumbengu abakweti makakala kapeta akaboli buwangi, babi kitakiyanaje ipanganigwa yenie nnongi ja Angwana wala kitukanaje. 
2PE.2.12	Bandu benia kikitukana kila kilebe changa kimanya balandine ni inyama yangamawacho, ibelekwa kuboka penia kupukaligwa nu kuchinjigwa. Yenie ipakomigwa andi inyama ya mpongoti, 
2PE.2.13	malepigwa kulaga ku kulaga ukwako kubajambukie. Angweto kunhalalila kutenda yayoa ibaja kengama tela na tama yimibele jabe, kabe mui nalumu. Bandu benia bankoyanga oni nu kuwechuka panakati jinu pammeganga pamwe muyakulya ni mipapala kongo bakanhalalila ndela yabe yubaja. 
2PE.2.14	Mio gabe gatweli ngongola nu kotokaje kutenda mabaja. Balongaleya bandu akalegalau mukutegigwa mumabaja. Myojo jabe jiyobali tama ji kipato, Nnoongo babekite nhwilo. 
2PE.2.15	Bijilekite ndela ji kipola, baobangite ni bijikengama ndela ja Balaamu, mwana jwa Beoli jwenio apala kupata malepo kukutenda mabaja. 
2PE.2.16	Nambu Balaamu ngakalapigwa ku ubaja gwakwe, liponda ngililongela andi mundu ngilinhwibila, machonjo ga nnondoli jwenio.
2PE.2.17	Akaboli buwangi benia nga andi chembwe chikijomite, andi maunde agajoligwa nu upepo. Bandu benia Nnoongo babeki kutama paali pina lubendu totolo. 
2PE.2.18	Balonge malobe gu gukulokaloka na gamboneje, ku tama yabe mbaja ya mmele kautanga bandu abatumbu katila bandu abatama kubaja. 
2PE.2.19	Balagana na bandu kita baba tengela nakongo bene akangweto akabanda bu ubaja gambu mundu nga mmanda ju kilebe chachoa chikintawala. 
2PE.2.20	Bandu abapokonywikwe kuboke mu ilebe ya dunia jenje ejileta kualabika, Angwana na Nkomboi jwito Yesu Kilisto, anda bapukaligwe kabele nu kulongoleigwa na angweto mmanya ubaja gwabe upakube nkolongwa muno kupeta pitumbulaga. 
2PE.2.21	Ikabi mbaya bikijimanyije ndela jukunhwalali Nnoongo, kuliko kujimanya kuboka penia kujileka nu kujioya amuli ja chwapi jibapatite. 
2PE.2.22	Kubi kichobo chenje, “Jimbwa agabuji matapii gakwe mwene,” ni kichobo chenge, “Ligolobe elibilijoite ligalabuka kabele pamandope.”
2PE.3.1	Makalongo bango, balua jenje nga jipabele kunhwandikilanga mangweto. Mubalua ibele yenie nyigite kugakalamuya malango ginu gaacha kwambone kukunkombake ilebe yenje. 
