MAT.1.1	Jesus Kristo, Dawi panaa, Abaraãm panaa. Hahỹ ta wahë makũ sa häd heen n'aa kerih doo:
EPH.1.22	Sahõnh hã Kristo mejũũ P'op Hagä Do an'oo bä, sa hã taj'aa ketsëë däk do hyb n'aa. Sahõnh hẽ ta hã h'yy ka'eeh do sa nu gabóg Kristo, P'op Hagä Do an'oo bä. 
EPH.1.23	Kristo hã h'yy ka'eeh doo, Kristo hub hadoo, ta tsyym hadoo, ta moo hadoo. Sa hyb n'aa baad sahõnh hẽ takaja däk Kristo wë, ta hã rakata däk hyb n'aa. Kristo né hẽ ti sahõnh hẽ baad takaja däk hanoo doo.
EPH.2.1	Bëëh, dejëp do hadoo bë h'yyb tym p'ooj ub P'op Hagä Do hã, tamejũũ do bë ky nadaheeh do hyb n'aa, baad nadoo do bë moo bok do hyb n'aa na-ããj hẽ. 
EPH.2.2	Nesaa do bë moo heb'ooh paah, badäk hahỹỹ hã habong do P'op Hagä Do hã h'yy kana'eeh do rabahed'oo doo da né hẽ. Ti noo gó bë paa ky daheeh Nesaa Do Yb, karap'aar h'yyb nesaa do wë hã habong do sa wahë n'aa, P'op Hagä Do hã ky nadah'eeh do sa h'yyb mejũũ doo. 
EPH.2.3	Ãã na-ããj hẽ, ãã sahõnh hẽ, ky nadah'eeh do sa da h'yyb hadoo paa ããh, Jesus hã ãã h'yy kana'eeh nä bä. Nesaa do ãã hub karẽn do jawén, ãã h'yyb säg karẽn do jawén na-ããj hẽ ãã babok paah. Nesaa hyb n'aa ji h'yyb ji henäng noo gó naa, ãã na-ããj hẽ P'op Hagä Do rejãã paawä, sahõnh hẽ ta wób sa nemuun.
EPH.2.4	Ti hado né paawä, P'op Hagä Do tak'ëp ji tat'yyd mehĩĩn doo, tak'ëp ër takamahä̃n do hyb n'aa 
EPH.2.5	ër tabedëëb wät hadoo Kristo sii ër dejëp do hadoo noo gó. Dajëp hadoo paa ëër, P'op Hagä Do mejũũ do ër ky nadaheeh do hyb n'aa. (Jããm hẽ bë hã taky enyym do hyb n'aa bë tawén edëëb wät nesaa do mahä̃nh. Dooh bë hanaa tado bä tii.) 
EPH.2.6	Kristo sii ër ganä wät hadoo tan'oo bä, Kristo Jesus sii hỹ pong jé ër bat'oonh hadoo tan'oo bä na-ããj hẽ,
EPH.2.7	Tii d' tawén d'oo, tak'ëp, sahõnh hẽ bahä̃nh hadoo do taky enyym do hỹ jawén sahõnh hã takametëëh hyb n'aa. Ër hã Kristo Jesus bad'oo do hã kametä däk tak'ëp ji wë taky enyym doo. 
EPH.2.8	Jããm hẽ bë hã taky enyym do hyb n'aa bë tedëëb wät nesaa do mahä̃nh, bë h'yy ka'eeh do hyb n'aa ta hã. Dooh bë hanaa tado bä tii. P'op Hagä Do anoo tii, ji matym n'aa hadoo. 
EPH.2.9	Dooh baad hadoo do ji moo wät do hyb n'aa ji tawén ed'ëëp, ji daaj hẽ ji hã hẽ ji h'yy kasabé mahä̃nh. 
EPH.2.10	P'op Hagä Do mo haj'aa ëër. Papuuj ër tapehuunh Kristo Jesus hyb n'aa, baad hadoo do ër moo bok hyb n'aa hỹỹ kä. P'op Hagä Do enyyw däk paa ër pooj jé ta ti baad hadoo do ër moo bok do pan'aa.
EPH.2.11	Ti hyb n'aa, bëëh, Judah buuj nadoo doo, “Masuuj noo byyh kanehõk do” bë ramaneëënh do Judah buuj hã, sa daaj hẽ “Masuuj noo byyh kehõk do” rakamaneëënh do hã, bë hyb n'aa newë nyy da pooj jé bë babok do paah. (Ta ti Judah buuj bad'oo doo, sa daaj hẽ sa hã hẽ ramoo bok do tii.) 
EPH.2.12	Ti noo gó, dooh Kristo bë hapëë bä. Dooh Isaraéw buuj, P'op Hagä Do karapee uuh bë do bä. Dooh bë gado bä ti noo gó Isaraéw buuj sa hã P'op Hagä Do ky n'aa enooh doo, sa uuh bë nadoo do hyb n'aa. Badäk hahỹỹ bä bë baboo né paawä, dooh baad hadoo do bë gada pé ti noo gó, daap bë babok, dooh P'op Hagä Do bë hapëë bä ti noo gó. 
EPH.2.13	Hỹỹ kä, Kristo Jesus hã bë h'yy kata däk do hyb n'aa, bëëh, pooj jé dawëë P'op Hagä Do mahä̃nh habong doo, p'eets hẽ, ta wë bë tamana kän, Kristo ji hyb n'aa tadajëp do hyb n'aa.
EPH.2.14	Kristo né ti hanoo, Judah buuj, Judah buuj nadoo do rakamanajẽ bong hyb n'aa. Séd uuh hẽ ër bahado däk tan'oo bä kä. Pooj jé ti anäng ta baa besuu n'aa hadoo, sa h'yyb gó Judah buuj dooh ragado bä Judah buuj nadoo do hanoo doo. Dooh séd rah'yyb hedo bä pooj jé, rakamaj'ĩĩ paah. Hỹỹ kä Jesus ado hõm ta baa besuu n'aa hadoo doo. 
EPH.2.15	Hahỹỹ d' tabad'oo tii: Ji hyb n'aa tadajëp do hyb n'aa, dooh Mosees ky n'aa jaw'yyk doo, hajõng hedoo do hã ji tamejũũ do hyb n'aa tado wäd bä P'op Hagä Do ji tagadoo, Kristo an'oo bä. Tii d' tawén d'oo papuuj hadoo do takarẽn. Takarẽn sét rabahado padëëk Judah buuj Judah buuj nadoo doo, ta hã rah'yy kata däk do hyb n'aa. Tii d' tabad'oo do hyb n'aa, tado hõm rakamaj'ĩĩ doo. 
EPH.2.16	B'aa kajatsëk do hã tadajëp do hyb n'aa, tado hõm kän rakamaj'ĩĩ doo. P'op Hagä Do najiis rabahado padëëk tan'oo bä, b'aa kajatsëk do hã tadajëp do hyb n'aa. Dooh ta majĩĩ rahado boo bä tan'oo bä, ta hã h'yy ka'eeh doo. 
EPH.2.17	Kristo ewäd hyng, ta ky n'aa hanäm do ji tamaher'oot hyb n'aa. Ta ky n'aa hanäm do an'oo bä h'yyb nyyw gó ji bawät P'op Hagä Do wë, ta wób sa wë na-ããj hẽ. Bë hã, dawëë P'op Hagä Do mahä̃nh habong do paa hã, ãã Judah buuj hã, P'op Hagä Do ky n'aa napäh do hã na-ããj hẽ tamaher'ood wät ta ti ky n'aa. 
EPH.2.18	Hỹỹ kä Kristo hyb n'aa, sahõnh hẽ ëër, Judah buuj, Judah buuj nadoo do na-ããj hẽ, ër hajaa ër ana bä ër Yb hỹ pong jé hawät do matym gó,
EPH.2.19	Ti hyb n'aa kä, bëëh, Judah buuj nadoo doo, dooh ta wób buuj bë do wäd bä. P'op Hagä Do karapee uuh né hẽ bë hỹỹ kä. P'op Hagä Do taah né hẽ bëëh, ta wób sa nemuun. 
EPH.2.20	Tsäng s'ëëb, tób pan'aa ta hejój n'aa jó ji at'ëëg häng do hadoo bëëh. Jesus mejũũ doo, Jesus ky n'aa rod na-ããj hẽ, ta ti tób hejój n'aa hadoo. Pä yb, sahõnh hẽ tób mesoo doo, Kristo Jesus né hẽ tii. 
EPH.2.21	Sahõnh hẽ ëër, ër h'yy kata däk Kristo hã. Kristo hyb n'aa, p'op gadat'ëë sëëk do hadoo tób pan'aa hadoo do ëër, P'op Hagä Do tób n'aa hadoo ër bahadoo hyb n'aa, tsyt hẽ Tak'ëp Hyb N'aa Jawyk Do wë kasëëw däk doo. 
EPH.2.22	Kristo hã bë h'yy kata däk do hyb n'aa, bëëh, Judah buuj nadoo doo, bë na-ããj hẽ séd hã bë h'yy kata däk sahõnh hẽ Jesus hã h'yy ka'eeh do wób sa sii, P'op Hagä Do tób n'aa hadoo ër bahadoo hyb n'aa kä. Ta Sahee ër mahang tabawäd kän.
EPH.3.1	Ti hyb n'aa kä, ỹỹh, Paw-Ro, Judah buuj nadoo do hã Kristo Jesus ky n'aa ỹ ma metëëk do hyb n'aa ỹ radawäts gëët doo, ỹ ky n'aa etsẽẽ bë hyb n'aa.
EPH.3.2	Hã ỹ P'op Hagä Do anoo, bëëh, Judah buuj nadoo do ỹ ma metëëk hyb n'aa ji wë taky enyym do ky n'aa. Hã ỹỹ, bë ky n'aa napäh hã ỹ tan'oo däk doo. 
EPH.3.3	Ta h'yyb däng doo, pooj jé ji nahapäh nä do P'op Hagä Do metä wät hã ỹỹ. Ganapog is doo me bë ỹ ma erii däk ta ti ky n'aa hã nag'aap hẽ. 
EPH.3.4	Bë ner'ood bä, bë hyb n'aa matakä bä, bë hapäh da, baad ỹ bahapäh Kristo ky n'aa pooj jé ji nahapäh doo. 
EPH.3.5	P'ooj ub, ji wahë makũũ hã dooh P'op Hagä Do metä bä paa nyy da tah'yyb däng tabad'oo doo, da hẽ ta Sahee me Jesus mejũũ do sa hã, ta ky n'aa rod sa hã na-ããj hẽ tametëëh do pénh. Tsyt hẽ ta wë tasëëw hõm do sa hã tametä kän. 
EPH.3.6	Hahỹ ti da hẽ tametëëh doo: Jesus ky n'aa hanäm do ragado bä, séd hã rah'yy kata däk Kristo Jesus hã. Ti hyb n'aa kä, Judah buuj nadoo do ragadoo da Judah buuj sii P'op Hagä Do sa hã taky n'aa edëng doo. Sét hẽ Jesus hub hadoo rabahado padëëk Judah buuj sa sii. Sét né hẽ P'op Hagä Do karapee rabahado padëëk. Judah buuj sa sii ragadoo da hỹỹ kä P'op Hagä Do ky n'aa enooh doo.
EPH.3.7	P'op Hagä Do ky enyym do hyb n'aa wë ỹỹ, ta hejój hã ỹ tabanoo do hyb n'aa, hã ỹ taban'oo däk ta ti ky n'aa hanäm do panäg n'aa ỹ bahadoo hyb n'aa. 
EPH.3.8	Sahõnh hẽ P'op Hagä Do karapee sa yd jé had'os do né paawä ỹỹh, P'op Hagä Do anoo hã ỹỹ, Judah buuj nadoo do sa hã ỹ maher'oot hyb n'aa Kristo tak'ëp ky enyym doo, tak'ëp kabaj'aa do ky n'aa. Dooh ji haja bä baad ji h'yy kadawuung bä Kristo wë hanäng do hã. Jããm hẽ ta uuh hã ji h'yy kadaw'uuh, tak'ëp ta bahä̃nh baad tabahadoo do hyb n'aa. 
EPH.3.9	P'op Hagä Doo, sahõnh hẽ mo haj'aa näng doo, hã ỹ tabanoo ta wób ỹ maher'oot hyb n'aa nyy d' tabad'oo tah'yyb däng doo, p'ooj ub sahõnh hẽ badäk hahỹỹ bä habong do paa hã tamanetëëh doo, ta h'yyb gó tenäm doo. 
EPH.3.10	Tii d' P'op Hagä Do wén d'oo, hỹỹ kä, Jesus hã h'yy ka'eeh do sa hyb n'aa kametä däk hyb n'aa wë hã habong do kabaj'aa do sa hã, wë hã bag'ããs do sa hã na-ããj hẽ, P'op Hagä Do h'yy ganäng sahõnh hẽ hã. 
EPH.3.11	P'ooj ub, sahõnh hẽ tadu dahäng do pooj jé P'op Hagä Do h'yyb gó tabanyy däk doo da né hẽ tabadoo kän ta tii, Kristo Jesus, Ër Wahë N'aa bad'oo do hã. 
EPH.3.12	Kristo hã ër h'yy kata däk do hyb n'aa, ta hã ër h'yy ka'eeh do hyb n'aa na-ããj hẽ, h'yyb neỹỹm doo me ër hajaa ër ana bä P'op Hagä Do matym gó ër ky n'aa ets'ẽẽ bä, ër ma ejäm bä. Dooh ge'ỹỹm pé ji. 
EPH.3.13	Ti hyb n'aa ỹ etsẽẽ bë hã, bë h'yy gejë hõm manäh, nesaa do ỹ radawäts gëët doo bä bë hyb n'aa ỹ ahoop do hyb n'aa, baad tabahadoo hyb n'aa bë hã ta ti ỹ ahoop doo. Taw'ããts hẽ bë tsebee ta ti hyb n'aa.
EPH.3.14	Ti hyb n'aa kä, taron ỹ nu paa me ỹ bahyy häng ër Yb hỹ pong jé hawät do wë, bë hyb n'aa ỹ ky n'aa etsẽẽ hyb n'aa. 
EPH.3.15	Ta ti ër Yb an'oo bä hỹ pong jé habong doo, sahõnh hẽ badäk hahỹỹ hã habong do na-ããj hẽ rababok hyb n'aa. 
EPH.3.16	Tak'ëp ër Yb kabaj'aa, tak'ëp baad ub. Ti hyb n'aa ỹ ky n'aa etsẽẽ ta Sahee me bë tah'yyb hej'oonh hyb n'aa. 
EPH.3.17	Ãã ky n'aa etsẽẽ na-ããj hẽ bë h'yyb gó Kristo bawäd had'yyt hẽ hyb n'aa, ta hã bë h'yy ka'eeh do hyb n'aa. Ãã ky n'aa etsẽẽ bëëh, baad had'yyt hẽ bë kamahä̃n hyb n'aa, kamahä̃n gó sahõnh hẽ bë moo bok hyb n'aa, 
EPH.3.18	sahõnh hẽ P'op Hagä Do karapee wób sa sii baad bë h'yy kadaw'uuh hyb n'aa tak'ëp baad had'op ji Kristo kamahä̃n do hã. 
EPH.3.19	Ãã karẽn paawä bë bahapäh ta ti ji Kristo kamahä̃n doo, dooh né paawä ji haja bä sahõnh hẽ ji hapëë bä, ta bahä̃nh baad ub tabahadoo do hyb n'aa. Ji hã takamahä̃n do bë bahapäh ỹ wén karẽn, baad bë h'yyb gó P'op Hagä Do bawät hyb n'aa, P'op Hagä Do bawät doo da né hẽ bë baboo däk hyb n'aa kä.
EPH.3.20	Ta hã ër hajaa ër ky n'aa etsẽẽ do bahä̃nh, ër hajaa ër hyb n'aa newëë do bahä̃nh tak'ëp P'op Hagä Do hajaa tamoo wät ër mahang, ta hejój me ër h'yyb gó hawät doo me. 
EPH.3.21	Ãã karẽn Jesus hã h'yy ka'eeh do sa hyb n'aa, Kristo Jesus hyb n'aa na-ããj hẽ P'op Hagä Do kawehëë däg had'yyt hẽ. Ỹỹ. Tii d' né hẽ. Taw'ããts hẽ.
EPH.4.1	Ti hyb n'aa, ỹỹh, Tak'ëp Hyb N'aa Jawyk Do ky n'aa ỹ ma metëëk do hyb n'aa ỹ radawäts gëët doo, tak'ëp ỹ betsẽẽ bë hã P'op Hagä Do ta wë tats'yyt do sa hã takarẽn doo da né hẽ bë babok. 
EPH.4.2	Taw'ããts hẽ dooh né hẽ bë h'yy kasabé bä. Taw'ããts hẽ kaja hẽ denaa hẽ bë h'yyb bë mahũũm ta wób sa wë. Nayyw hẽ bë kawaj'ããn manäh. Taw'ããts hẽ kamahä̃n gó bë gadoo, ta wób bë ganen'aak do ramoo boo né paawä bë hã. 
EPH.4.3	Séd ër h'yyb hedo däk P'op Hagä Do Sahee an'oo bä. Ti hyb n'aa taw'ããts hẽ bë hyb n'aa tam'aah, h'yyb nyyw gó had'yyt hẽ bë babok ta wób sa wë, tanahänh hyb n'aa séd bë h'yyb hedoo doo. 
EPH.4.4	Sét né hẽ Jesus hub hadoo ëër, ta hã h'yy ka'eeh doo. Sét né hẽ P'op Hagä Do Sahee ër gadoo doo. Ti hadoo na-ããj hẽ, sét né hẽ baad hadoo do bë gada do ta jawén bë gadoo do pan'aa, bë P'op Hagä Do wén naëëj wät. 
EPH.4.5	Sét né hẽ ër Wahë N'aa, Jesus, Tak'ëp Hyb N'aa Jawyk Doo. Sét né ër h'yy ka'eeh doo. Sét né hẽ ër nu gahem'uun doo. 
EPH.4.6	Sét né hẽ P'op Hagä Doo, sahõnh hẽ ta hã h'yy ka'eeh do sa Yb, sahõnh hẽ tabag'ããs doo, sahõnh hã moo wät doo, sahõnh hẽ ër h'yyb gó hawät doo.
EPH.4.7	Tii d' tahado né paawä, sét nado ër hã tanoo do ër hajaa doo. Kristo h'yyb däng doo da, sahõnh hẽ sa hã tabanoo ji hajaa do P'op Hagä Do Sahee anoo doo. 
EPH.4.8	Ti hyb n'aa né hẽ hahỹỹ da P'op Hagä Do kyy kerih do her'oot paah:
EPH.4.8	“P'op tabasëëk noo gó,
EPH.4.8	duu hẽnh rabana ta majĩĩ wób tameso padëëk do tan'oo bä.
EPH.4.8	Tii bä sa matym n'aa taban'oo däg kän ta karapee hã.”
EPH.4.9	(Hahỹỹ d' tahanäng pé ti p'op tabasëëk doo: Tabasëëk do pooj jé badäk hahỹỹ bä Kristo bewäd hyng. 
EPH.4.10	Ti né hẽ ti hỹ pong jé hasëëk do sahõnh hẽ sa bahä̃nh tabahado däk hyb n'aa, sahõnh hẽ tabag'ããs hyb n'aa kä.) 
EPH.4.11	Ti né hẽ ti ta wób hã tabanoo ta mejũũ do rabahadoo hyb n'aa. Ta wób hã tabanoo P'op Hagä Do Sahee sa hã metëëh do her'oot doo. Ta wób hã tabanoo ta panyyg hanäm do jé pad'yyt hẽ rabaher'ood hõm hyb n'aa. Ta wób hã tabanoo Jesus hã h'yy ka'eeh do sa hagã n'aa, sa ma matëg rabahadoo hyb n'aa. 
EPH.4.12	Ti hadoo pé tawén noo sa hã, P'op Hagä Do karapee ramasa hyb n'aa, takarẽn do ta karapee rahajaa ramoo bok hyb n'aa. Tii d' tawén d'oo na-ããj hẽ, Kristo hã h'yy ka'eeh do rah'yy kahej'oonh hyb n'aa, baad rah'yy ka'eeh, baad raky dahé magyys hẽ hyb n'aa, 
EPH.4.13	sahõnh hẽ ëër, séd hã ër h'yyb hedo däg kän hyb n'aa ër h'yy kaha'eeh do hyb n'aa, P'op Hagä Do T'aah ër hapäh do hyb n'aa. Aj'yy h'yyb mapëë däk do hadoo ër bahado däk tii bä, Kristo hado däk né hẽ ër bahadoo hyb n'aa kä. 
EPH.4.14	Tii bä, dooh karepé ër hado boo bä kä. Dooh h'oo t'aah hadoo ër hado boo bä, jé pad'yyt hẽ maadaka maeh do mahũũm doo, jé pad'yyt hẽ bah'ood ahëm hõm doo. Dooh ajyy ji hã wad'ii doo, h'yy kamep'ëëh doo me panyyg hahup nadoo do rama mehet'ëëk do ër ky dahé wäd bä, ỹ hanäng péh. 
EPH.4.15	Hỹỹ kä, taw'ããts hẽ kamahä̃n gó ër ber'oot ër maa newëë baad hadoo do ky n'aa, sahõnh hẽ ta tii hã ër h'yyb mepëë däk hyb n'aa, Kristo hadoo ër bahado däk hyb n'aa kä. Ta hã h'yy ka'eeh do sa nu gabóg né ti Kristo. 
EPH.4.16	Ta hub hadoo ëër. Sahõnh hẽ ji hã hanäng doo, ji tsyym hedoo doo, ji moo hedoo doo, ji jarãã masoo baad tabahadoo hyb n'aa. Sahõnh hẽ ji hã hanäng do baad rado bä, baad ub tii bä ji, ji hejoonh. Ti hadoo ër hã, Jesus hã h'yy ka'eeh do hã: Kamahä̃n gó ër sahõnh hẽ ër moo boo bä Kristo, ër nu gabóg, sét ken'yyh ër hã tanoo doo, tii bä ër da h'yy kahej'oonh, baad ër h'yy kae magyys hẽ, baad ër ky dahé magyys hẽ.
EPH.4.17	Ti hyb n'aa, Tak'ëp Hyb N'aa Jawyk Do kyy gó tak'ëp péj bë ỹ mejũũ, P'op Hagä Do sa h'yyb gó nahapäh do rababok doo da bë aboo boo manä wäd! Daap hadoo do rahyb n'aa newëë do jawén rababok tii. 
EPH.4.18	H'yy gatemah baad hadoo do hã. Nabuj keh'ũũm do hyb n'aa, dooh rah'yy kadawuung bä, dooh rah'yy gah'ood bä P'op Hagä Do hã. Ti hyb n'aa dooh rahapëë bä na-ããj hẽ papuuj gó ji awät doo, ji hã P'op Hagä Do anoo doo. 
EPH.4.19	Rawao däk nesaa do ramoo bok do hã. Ti hyb n'aa dooh ranu mebyy wäd bä nesaa do ramoo bok do hã. Sa h'yyb karẽn do jawén rababoo had'yyt hẽ. Hajõng hedoo pé nu meby n'aa näng do ramoo boo had'yyt hẽ. Dooh rah'yy keba bä ta ti hedoo do hã. Kah'ũũm ta ti nesaa do rakarẽn doo. 
EPH.4.20	Bëë kä, dooh ta ti rababok doo da bë aboo boo bä do hyb n'aa Kristo bë wén hapëë däk bë h'yyb gó. 
EPH.4.21	Bë ky n'aa napäh né hẽ Kristo ky n'aa. Bë ãã ma met'ëëg wät nyy da takarẽn bë babok, ta hã bë h'yy kata däk do hyb n'aa. Baad hadoo do ky n'aa Jesus hanaa bë ãã ma met'ëëg wät doo. 
EPH.4.22	Bë ãã ma met'ëëg wät, bë beréd hõm hyb n'aa pooj jé bë babok do paah, ji h'yyb karẽn do ji tawadii do hyb n'aa baad nado wäd doo. 
EPH.4.23	Bë ãã ma met'ëëg wät, bë an'oo bë P'op Hagä Do h'yyb wareem. 
EPH.4.24	Bë ãã ma met'ëëg wät, bë gadoo hyb n'aa kä bë h'yyb tym papuuj, P'op Hagä Do mo haj'aa ta da hadoo tabahadoo hyb n'aa. Baad had'op ji bawät, P'op Hagä Do karẽn doo da ji bawät ta ti an'oo bä. Baad hadoo do hanaa ta tii da ji bawät doo.
EPH.4.25	Ti hyb n'aa bë noo kanesa manäh. Taw'ããts hẽ bë noo gehub bë da hadoo do sii bë er'ood bä, séd uuh ër sahõnh hẽ ër bahadoo do hyb n'aa. 
EPH.4.26	Bë kawaj'ããn bä, bë an'oo manä baad nadoo do bë moo boo ta ti hyb n'aa. Kawaj'ããn bë hyb n'aa hũũm manäh. Bë h'yyb ehód manä bë kawajããn doo. 
EPH.4.27	Bë an'oo manä ta tyw n'aa Dijab
EPH.4.28	Pooj jé hets'ëëk doo, taw'ããts hẽ dooh tetsëëg wäd bä. Taw'ããts hẽ tamoo wät hỹỹ kä, ta wë tabanäng hyb n'aa, wë bedoh do tamasa hyb n'aa kä.
EPH.4.29	Bë esog manä nesaa do ta wób h'yyb rejãã doo. Jããm hẽ baad hadoo doo, ta wób masa do bë her'ood. Ji da hadoo do h'yy katón bä, ji h'yyb en'yym ji her'oot doo me. Tatsebee bä, tsebé doo me ji ber'oot. Ti hõm do had'yyt hẽ. Tii d' bë bad'oo baad tanu däng hyb n'aa maa new'ëë do sa hã. 
EPH.4.30	Bë er'ood manäh, bë moo boo manä na-ããj hẽ P'op Hagä Do Sahee h'yy katón hanoo doo. Ta Sahee P'op Hagä Do anoo dó ër hã, ër ta karapee tametëëh hyb n'aa. Tanoo dó ër hã baad ër tabed'ëëp bä kä. 
EPH.4.31	Taw'ããts hẽ bë eréd hõm sahõnh hẽ bë manabaan doo, h'yy ganapũũ doo, ji kawajããn doo, ky ked'aak doo, ta see ji ky n'aa rejãã do na-ããj hẽ. Taw'ããts hẽ bë eréd hõm né hẽ bë da hadoo do bë pan'aa takyyk doo. 
EPH.4.32	Taw'ããts hẽ h'yyb nyyw gó bë gadoo ta wób. Taw'ããts hẽ bë t'yyd mehĩĩn bë da hadoo doo. Taw'ããts hẽ bë mabaan hõm baad nadoo do ta wób bë hã rabad'oo doo, nesaa do bë moo bok do paah Kristo hyb n'aa P'op Hagä Do mabaan hõm doo da né hẽ.
EPH.5.1	Ti hyb n'aa, taw'ããts hẽ P'op Hagä Do bad'oo doo da né hẽ bë bad'oo, ta taah tak'ëp takamahä̃n do bë bahadoo do hyb n'aa. 
EPH.5.2	Taw'ããts hẽ kamahä̃n gó bë babok, Kristo ër takamahä̃n doo da né hẽ, ta daaj hẽ takan'oo däk doo, ër hyb n'aa tadajëp hyb n'aa. P'op Hagä Do h'yy gadajang Jesus hã, ta daaj hẽ takan'oo däk do hyb n'aa ër hyb n'aa tadajëp noo gó.
EPH.5.3	Bë aä̃ manä bë ỹỹm nadoo do sii, bë patug nadoo do sii. Bë moo boo manä nesaa do nu meby n'aa näng do bë hã hanäng doo me. Bë hyb n'aa hũũm manä bë ma. Tabad'op hẽ ti hedoo do bë moo boo manäh. Dooh bë er'ood bë da hadoo do sii ta ti hedoo do ky n'aa. Dooh tii da P'op Hagä Do karapee tsyt hẽ ta wë tasëëw hõm do raboo bä. 
EPH.5.4	Bë er'ood manä nesaa do nu meby n'aa näng doo. Daap hadoo do na-ããj hẽ, taw'ããts hẽ dooh bë her'ood. Taw'ããts hẽ dooh bë ky masuuj bä nu meby n'aa näng doo me ta wób rakawew'aam hyb n'aa. Dooh tii da rer'ood bä Jesus hã h'yy ka'eeh doo. Taw'ããts hẽ hahỹỹ da bë bad'oo: P'op Hagä Do wë ër tsebé baad hadoo do ër hã tanoo do hyb n'aa. 
EPH.5.5	Baad ỹ karẽn bë bahapäh hahỹỹh: Sa ỹỹm nadoo do sii, sa patug nadoo do sii he'ỹỹh doo, nesaa do nu meby n'aa näng do sa hã hanäng doo me ramoo bong doo, sa ma rahyb n'aa h'ũũm do na-ããj hẽ, dooh ragado bä Kristo P'op Hagä Do daheeh rabag'ããs doo bä. Sa ma rahyb n'aa h'ũũm doo, kabarii hã h'yy kaha'eeh do hadoo, sa ma hã rah'yyb padëëk do hyb n'aa. Dooh P'op Hagä Do hã rah'yy kae heh'äät ta tii. 
EPH.5.6	Bë gado manä ky kamep'ëëh doo me bë rakarẽn bä bë rawad'ii bä, ji hajaa nanäng nesaa do ji moo wäd bä raher'ood bä. Ta ti hedoo do hyb n'aa né hẽ P'op Hagä Do rejãã da nabuj keh'ũũm doo. 
EPH.5.7	Ti hyb n'aa sa da bë h'yyb hedo manäh.
EPH.5.8	Badagyp do hadoo doo gó bë babok paah. Hỹỹ kä ta bag hadoo doo gó bë baboo däk Tak'ëp Hyb N'aa Jawyk Do hã bë h'yy kata däk do hyb n'aa. Ti hyb n'aa taw'ããts hẽ ta bag hadoo doo gó né hẽ bë babok. 
EPH.5.9	Ta bag gó ji awäd bä, baad ji ky enyym, baad hadoo do P'op Hagä Do karẽn do ji moo wät, dooh ji noo kanesa bä, dooh ji wad'ii bä. 
EPH.5.10	Baad bë hyb n'aa newë, Tak'ëp Hyb N'aa Jawyk Do karẽn do hã bë h'yy kadaw'uuh hyb n'aa. 
EPH.5.11	Bë moo boo manä badagyp do hadoo doo gó habok do ramoo heb'ooh doo. Dooh baad hadoo do ta ti hanaa. Bë maher'ood sa hã, bë metäh sa hã, baad nado rabahapäh hyb n'aa ta ti badagyp hadoo doo gó moo kahew'ëët doo. 
EPH.5.12	(Nu meby n'aa näng kejën doo gó ramoo heb'ooh do ky n'aa ji her'ood bä.) 
EPH.5.13+EPH.5.14	Ti hadoo né hẽ, sa hã ji maher'ood bä, ji metä bä sa hã nyy da P'op Hagä Do karẽn ji hã, nesaa do né hẽ ti ramoo bok doo, rabahapäh da tii bä. Ta bag banäng bä ji manyyh do badagyp doo gó kejën do hadoo tii. Ta bag metëëh, ji bahapäh da ny hadoo ta tii. Ti hyb n'aa hahỹỹ da ta wób sa kyyh:
EPH.5.13+EPH.5.14	“Ty gawëëj däg haỹỹh do õm.
EPH.5.13+EPH.5.14	Ganä da dejëp do mahang hawät do õm.
EPH.5.13+EPH.5.14	Tii bä Kristo bag adäng da a hã.”
EPH.5.15	Ti hyb n'aa, taw'ããts hẽ baad bë hyb n'aa matakä nyy da bë babok. H'yy gatemah do rababok doo da bë aboo manäh. Taw'ããts hẽ P'op Hagä Do karẽn do hã h'yy genäh do rababok doo da bë babok. 
EPH.5.16	Ta tyw n'aa nyy bä baad hadoo ji moo wät hyb n'aa, taw'ããts hẽ bë moo boo né hẽ baad hadoo doo, nesaa do jé pad'yyt hẽ takah'ũũm kän do hyb n'aa da hẽ. 
EPH.5.17	Ti hyb n'aa bë h'yy gatema manäh. Taw'ããts hẽ bë h'yy kadaw'uuh Tak'ëp Hyb N'aa Jawyk Do karẽn do hã. 
EPH.5.18	Bë eëg manä hejoonh do bë ba'oom hyb n'aa. Ji baoom do ji tah'yyb mahũũm nesa do ji her'oot, nesaa do ji moo wät hyb n'aa, ji tarejãã na-ããj hẽ. Taw'ããts hẽ P'op Hagä Do Sahee tii, bë an'oo baad bë tah'yyb mahũũm hyb n'aa. 
EPH.5.19	Tii bä, Saaw-Mo hã hanäng do kejäm do ky n'aa me, ta see pé P'op Hagä Do ji ma ejäm do ky n'aa me na-ããj hẽ bë maher'ood ta wób.
EPH.5.20	Tii bä, P'op Hagä Do Sahee bë tah'yyb mahũũm do hyb n'aa, taw'ããts hẽ ër Wahë N'aa Jesus Kristo häd gó had'yyt hẽ bë h'yy gadeja P'op Hagä Do ër Yb wë. Taw'ããts hẽ sahõnh hẽ hyb n'aa bë h'yy gadeja ta wë. 
EPH.5.21	Kristo bë weh'ëëh do hyb n'aa taw'ããts hẽ bë da hadoo do bë ky daheeh. Taw'ããts hẽ kawanajããn doo gó bë gadoo bë ramaher'ood bä.
