MAT.1.1	Disi na den afo fu Yesus Kristus. Yesus ben de wan bakapikin fu David, nanga fu Abraham.
2PE.1.6	Makandra nanga a sabi, un mus man hori unsrefi. Te un man hori unsrefi, dan dati mus go makandra nanga tan hori doro. Te un man tan hori doro, dan dati mus go makandra nanga du Gado wani. 
2PE.1.7	Te un e du san Gado wani, dan un mus libi bun nanga makandra leki bribisma. Te un e libi bun nanga makandra leki bribisma, dan un mus lobi makandra. 
2PE.1.8	Bika te den sani disi de ini unu èn te den e gro kon furu, dan den o meki un du wan sani nanga a sabi di un abi fu wi Masra Yesus Kristus, èn a o tyari froktu. 
2PE.1.9	Ma a sma di no abi den san disi, no e si fara. A breni. Bika a fergiti tak' Gado krin en fu den sondu san a ben du fosi.
2PE.1.10	Brada nanga sisa, un mus du moro muiti fu meki a de fu si tak' Gado kari unu èn tak' A teki unu gi Ensrefi. Efu un e du dati, dan noiti un no o fadon. 
2PE.1.11	Bika disi o meki tak' a doro opo bradi gi unu fu kon ondro a tiri fu Masra Yesus Kristus, wi Ferlusuman. A tiri disi e tan fu têgo.
2PE.1.12	Fu dat'ede mi o tan memre unu na den sani disi, awinsi mi sabi tak' un sabi den kba èn tak' un e bribi nanga un heri ati tak' na wan tru boskopu. 
2PE.1.13	Mi e si en leki mi plekti fu tan memre unu na den sani disi solanga mi e libi ini a skin disi ete. 
2PE.1.14	Bika mi sabi tak' her'esi mi o dede libi a skin disi. Disi na san wi Masra Yesus Kristus ben sori mi. 
2PE.1.15	Ma mi o du muiti tak' awinsi mi no de moro, un o man tan memre den sani disi ala leisi.
2PE.1.16	Bika a no anansitori wi ben ferteri unu di wi ben e taki fu a krakti fu wi Masra Yesus Kristus, èn tak' A o kon baka. Ma nanga un eigi ai wi si a glori fu En. 
2PE.1.17	Gado a P'pa ben gi En grani nanga glori di a sten fu a Heiwan di abi Ala Glori taki: “Disi na Mi Manpikin di Mi lobi. Mi abi prisiri nanga En.” 
2PE.1.18	Wi srefi yere a sten disi di kmoto fu heimel, di wi ben de nanga En na tapu a santa bergi.
2PE.1.19	Fu dat'ede wi e bribi a boskopu fu den profeiti moro tranga. Èn a sa bun efu un tan prakseri en. A de leki wan lampu di e tyari leti kon ini dungru presi te leki a dei broko èn a mamanten-stari opo ini un ati. 
2PE.1.20	Disi na wan sani san un mus fu sabi: Noti san den profeiti skrifi ini a Santa Buku, un mus brokobroko tapu un eigi fasi.
2PE.1.21	Bika noiti a boskopu fu wan profeiti ben kmopo fu en srefi leki libisma. Ma na a Santa Yeye ben meki sma taki san Gado wani.
2PE.2.1	Ma kruktu profeiti ben de na mindri a pipel tu, leki fa kruktu leriman o kon na un mindri. Saf'safri den o panya falsi leri na un mindri di kan meki un go lasi. Den o taki srefi tak' den no sabi a Basi di pai fu den kon fri. Tapu sowan fasi her'esi den o go lasi. 
2PE.2.2	Someni sma o go libi a yayolibi san den e libi. Den o meki tak' sma taki ogri fu a tru leri. 
2PE.2.3	Gridi o meki tak' den e ferteri un soso lei fu kan puru moni na un skin. Ma someni langa a strafu fu den de klar'klari kba. A no langa moro fosi den go lasi.
2PE.2.4	Bika Gado no ben meki den engel di ben sondu, tan sondro strafu. Ma A trowe den ini wan dipi olo,
2PE.2.5	Gado no meki den sma fu fosi tan sondro strafu tu. A meki a bigi frudu sungu ala den sma di no ben e dini En. Ma A kibri Noa, di ben e preiki gi den sma tak' den mus libi bun ini Gado ai. A kibri en nanga seibi tra sma moro. 
2PE.2.6	A strafu den foto Sodom nanga Gomora tu. Noti fu den no tan abra, A bron den te na gron. Na so A meki den tron wan eksempre gi den sma di no wani dini En. 
2PE.2.7	Ma Gado kibri Lot, di ben e libi bun ini En ai. A man disi ben e sari fu a yayolibi fu den sma di no ben wani hori no wan enkri wèt. 
2PE.2.8	Lot ben e libi na den mindri leki wan sma di bun ini Gado ai, èn ala dei a ben e hati en fu yere èn fu si a takru fasi fa den ben e libi. 
2PE.2.9	Ma Masra sabi fa fu puru sma di e du En wani, na ini tesi. Èn A sabi fa fu hori den sma di no bun ini En ai te leki A strafu den tapu a krutudei.
2PE.2.10	A e strafu spesrutu den sma di e du den takru lostu fu a skin nomo, èn di no wani saka densrefi gi Masra.
2PE.2.10	Den kruktu leriman disi abi sowan don dek'ati èn den e si densrefi so hei, tak' den no e frede fu kosi den moro heiwan. 
2PE.2.11	Den engel srefi, di tranga moro den èn di abi makti moro den, no e taki takru fu den heiwan fesi Masra. 
2PE.2.12	Ma den sma disi de leki meti sondro ferstan, di meki soso fu yu fanga èn kiri den. Den e taki takru fu sani di den no sabi. Dat' meki den srefi o dede ini a ogri san den e du. 
2PE.2.13	A srefi ogri san den ben du nanga trawan, o miti den baka. Den e si en leki wan prisiri sani fu e nyan dringi psa marki bigibigi dei. Fu di den lobi den bedrigi sani fu den, den de leki wan doti flaka nanga wan syen na un mindri te den e nyan makandra nanga unu. 
2PE.2.14	Den e luku lontu nomo fu feni wan uma di wani huru nanga den. Den no e weri fu du sondu. Den e kori den swakiwan. Den sabi ala sani kba fu gridifasi. Wan fluku de na den tapu. 
2PE.2.15	Den lasi pasi fu di den libi a bun pasi. Den e waka a srefi pasi now fu Bileam, a manpikin fu Beor,
2PE.2.16	Ma Gado ben warskow en fu a kruktu libi fu en. A meki wan babaw buriki taki nanga en nanga wan libisma sten, fu tapu a profeiti fu a no du wan don sani.
2PE.2.17	Den sma disi na peti di no e gi watra moro. Den na wolku di a winti e wai gwe. A moro dipi dungru presi san de, de klar'klari e wakti den. 
2PE.2.18	Den e taki bigitaki di no abi no wan warti. Nanga a takru lostu nanga yayolibi fu den, den e kori sma di no so langa ete ben hari densrefi puru na mindri fu den sma di e libi wan kruktu libi. 
2PE.2.19	Den e pramisi den sma tak' den o meki den kon fri, ma den srefi na srafu fu a pori libi di o meki den go lasi. Bika a de so tak' yu na a srafu fu a sani di e basi yu. 
2PE.2.20	Efu den sma kmoto ini a morsu libi fu grontapu fu di den kon sabi wi Masra èn Ferlusuman Yesus Kristus, ma dan den go libi a srefi libi baka tak' den no man tapu moro nanga en, dan a kon moro takru gi den leki na a bigin. 
2PE.2.21	A bo moro betre gi den efu den no ben kon sabi san den ben mus du fu kon bun ini Gado ai, dan fu sabi disi, ma dan den drai den baka gi a santa wèt san den kisi. 
2PE.2.22	San miti den na leki fa a odo e taki: “Dagu drai go nyan san a ben puru kon na doro,” noso, “Agu wasi krin, dan a drai go lolo baka ini tokotoko.” 
2PE.3.1	Lobiwan, disi na a di fu tu brifi di mi skrifi unu. Na ini ala tu mi tyari sani kon ini un prakseri fu yepi unu fu tan prakseri wan krin fasi. 
2PE.3.2	Mi wani fu un memre den sani di den santa profeiti ben taki na fesi kba, nanga den komanderi fu wi Masra èn Ferlusuman, di den boskopuman fu En ben gi unu. 
2PE.3.3	San un no mus fergiti na tak' ini den laste dei sma o kon di o teki unu leki spot'popki. Den o du nomo san den takru lostu fu den e taigi den fu du. 
2PE.3.4	Den o taki: “A ben pramisi tak' A o kon. Fa dan? Sensi den afo fu wi dede, ala sani tan a srefi fasi leki fa den ben de sensi a bigin fu grontapu.” 
2PE.3.5	Espresi den e du leki den no sabi tak' langa ten kba Gado ben meki heimel nanga grontapu nanga a wortu san A taki. A ben meki grontapu nanga watra èn A puru en fu a watra. 
2PE.3.6	Nanga watra Gado ben sungu a heri fosten grontapu, meki noti fu en no tan abra. 
2PE.3.7	Ma nanga a srefi wortu Gado e kibri a heimel nanga a grontapu san de now, fu bron den nanga faya tapu a krutudei. Na a dei dati den sma di no wani dini Gado o go lasi.
2PE.3.8	Lobiwan, a sani disi un no mus fergiti, tak' wan dei de leki dusun yari gi Masra, èn tak' dusun yari de leki wan dei. 
2PE.3.9	Masra no e draidrai fu du san A pramisi, ma son sma de di e prakseri dati. Ma A abi langa pasensi nanga unu, fu di A no wani tak' son sma go lasi. A wani tak' ala sma drai den libi.
2PE.3.10	Ma a dei fu Masra o kon leki fa wan fufuruman e kon. Tapu a dei dati ala sani di de na loktu o wai gwe nanga bigi babari. Den difrenti sani di de na loktu o bron gwe. Grontapu nanga ala den sani di e psa na en tapu, o kon na krin na fesi Gado.
2PE.3.11	Efu ala den sani disi o bron gwe tapu sowan fasi, dan un mus fu libi wan santa fasi leki fa Gado wani. 
2PE.3.12	Un mus ferwakti a dei fu Gado èn meki muiti fu a dei dati kon esi. Tapu a dei dati den sani di de na loktu o bron èn a faya o meki den smèlter gwe. 
2PE.3.13	Ma wi e ferwakti a sani san Gado ben pramisi: wan nyun heimel nanga wan nyun grontapu o kon pe ala sma o du san bun ini Gado ai. 
2PE.3.14	Lobiwan, fu di wi e ferwakti dati, un mus du ala muiti fu libi wan krin libi sondro fowtu ini Gado ai. Un mus libi ini freide nanga En tu. 
2PE.3.15	Sabi tak' a ferlusu di wi ferlusu, na fu di Masra abi langa pasensi nanga wi. Wi lobi brada Paulus ben skrifi fu a sani disi tu nanga a koni di Gado gi en. 
2PE.3.16	A skrifi fu en ini ala den brifi te a e taki fu a sani disi. Wantu sani de ini den brifi disi di tranga fu ferstan. Den sma di no kisi leri ini den sani disi, nanga den wan di swaki ete, e drai den sani disi neleki den e du nanga tra pisi fu a Santa Buku. Ma disi o meki den go lasi.
2PE.3.17	Lobiwan, now di un sabi disi na fesi, un mus luku bun tak' un no drai un baka gi san un ben e bribi so tranga, dan un meki den sma di no e hori no wan wèt hari unu kon ini den sani san no tru. 
2PE.3.18	Ma meki wi Masra Yesus Kristus, wi Ferlusuman, sori unu En bun-ati moro nanga moro, èn un mus kon leri sabi En moro bun. Na En mus kisi ala grani now èn fu têgo.
1JN.1.1	Na fu a Wortu di e libi wi e ferteri unu. A Wortu ben de na a bigin. Wi ben yere En èn wi ben si En nanga wi eigi ai. Wi ben man luku En èn wi ben fasi En nanga wi anu. 
1JN.1.2	A Libi kon sori Ensrefi. Wi ben si En èn wi e kotoigi fu En. Wi e ferteri unu fu a libi fu têgo di ben de nanga a P'pa èn di sori Ensrefi na wi. 
1JN.1.3	San wi si èn san wi yere, na dati wi e ferteri unu fu un kan libi leki wan nanga wi. Èn wi e libi leki wan nanga a P'pa èn nanga En Manpikin Yesus Kristus. 
1JN.1.4	Wi e skrifi un den sani disi fu wi kan breiti trutru.
1JN.1.5	Disi na a boskopu san wi yere fu En èn san wi e ferteri unu: Gado de leki wan faya èn no wan dungru no de ini En. 
1JN.1.6	Efu wi e taki tak' wi e libi leki wan nanga En, ma wi e waka ini a dungru, dan na lei wi e lei èn wi no e du san na tru. 
1JN.1.7	Ma efu wi e waka ini a leti leki fa En de ini a leti, dan wi e libi leki wan nanga makandra, èn a brudu fu Yesus, En Manpikin, e krin wi fu ala sondu.
1JN.1.8	Efu wi e taki tak' wi no abi sondu, dan wi e kori wisrefi èn a tru leri no de ini wi. 
1JN.1.9	Ma efu wi taigi Gado den sondu san wi du, dan wi kan fertrow Gado tak' A e du sani nanga leti. A o gi wi pardon fu wi sondu, èn A o krin wi fu ala den ogri di wi ben du. 
1JN.1.10	Efu wi e taki tak' wi no sondu, dan wi e kari Gado wan leiman èn a wortu fu En no de ini wi.
1JN.2.1	Mi pikin, mi e skrifi unu den sani disi fu un no sondu. Ma efu wan sma sondu, dan wi abi wan sma di e taki gi wi na a P'pa. Dati na Yesus Kristus, di bun ini Gado ai. 
1JN.2.2	Na fu di A dede meki Gado gi wi pardon fu wi sondu. Ma a no di fu wi wawan, ma di fu heri grontapu tu.
1JN.2.3	Disi na fa wi kan sabi tak' wi sabi En: te wi e du den sani san A taigi wi tak' wi mus fu du. 
1JN.2.4	Efu wan sma e taki tak' a sabi Gado, ma a no e hori ensrefi na den komanderi fu Gado, dan na lei a e lei èn a tru leri no de ini en. 
1JN.2.5	Ma a sma di e hori ensrefi na san Gado taki, abi a trutru dipi lobi fu Gado ini en. Na so wi kan sabi tak' wi de wan nanga En: 
1JN.2.6	Ibri sma di e taki tak' a e tan wan nanga Gado, mus libi leki fa Yesus ben e libi.
1JN.2.7	Lobiwan, a no wan nyun sani mi e komanderi unu, ma mi e skrifi unu wan owru sani san un ben kisi sensi na a bigin. Dati na a boskopu san un ben yere kba. 
1JN.2.8	Ma na a tra sei, a de wan nyun sani san mi e komanderi unu, bika a dungru e psa gwe èn a trutru faya de fu si kba. A kon tru ini a libi fu Yesus nanga a di fu unu.
1JN.2.9	A sma di e taki tak' a de ini a leti, ma a no man si en brada na ai, de ini a dungru te nanga now. 
1JN.2.10	A sma di lobi en brada, e tan ini a leti èn noti no de ini en san o meki a fadon. 
1JN.2.11	Ma a sma di no man si en brada na ai, de ini a dungru èn a e waka ini a dungru. A no sabi pe a e go, bika a dungru tak' a no man si.
1JN.2.12	Mi pikin, mi skrifi unu,
1JN.2.12	bika un kisi pardon fu un sondu
1JN.2.12	fu En nen ede.
1JN.2.13	P'pa, mi e skrifi unu,
1JN.2.13	bika un sabi a Wan
1JN.2.13	di ben de sensi na a bigin.
1JN.2.13	Yonguwan, mi e skrifi unu,
1JN.2.13	bika un wini a ogriwan.
1JN.2.14	Pikin, mi e skrifi unu,
1JN.2.14	bika un sabi Gado a P'pa.
1JN.2.14	P'pa, mi skrifi unu,
1JN.2.14	bika un sabi a Wan
1JN.2.14	di ben de sensi na a bigin.
1JN.2.14	Yonguwan, mi skrifi unu,
1JN.2.14	bika un tranga.
1JN.2.14	A wortu fu Gado e tan ini unu,
1JN.2.14	èn un wini a ogriwan.
1JN.2.15	Un no mus lobi grontapu nanga den sani fu grontapu. Efu wan sma lobi grontapu, dan a no lobi a P'pa. 
1JN.2.16	Bika ala den sani fu grontapu, soleki a lostu fu a skin, bigi-ai nanga heimemre, no e kmoto fu a P'pa, ma fu grontapu. 
1JN.2.17	Wan dei grontapu nanga den sani fu en di e hari sma, no o de moro. Ma a sma di e du san Gado wani, o libi fu têgo.
1JN.2.18	Mi pikin, un de na den kriboi dei. Un ben yere tak' a bigi-feyanti fu Kristus o kon. Nownow kba furu feyanti fu Kristus de. Na so wi sabi tak' wi de na den kriboi dei. 
1JN.2.19	Den sma disi ben de na wi mindri, ma den no ben de wan nanga wi. Efu trutru den ben de wan nanga wi, dan den bo tan na wi. Ma a gwe di den gwe, e sori wi tak' no wan fu den ben de wan nanga wi.
1JN.2.20	Ma a Santa Wan poti a Santa Yeye na un tapu èn un sabi ala sani.
1JN.2.21	Mi no skrifi unu fu di un no sabi a tru leri, ma fu di un sabi en, èn fu di un sabi tak' lei no de ini a tru leri. 
1JN.2.22	A sma di e taki tak' Yesus no de a Mesias, na wan leiman. Na en na a bigi-feyanti fu Kristus di no e bribi ini a P'pa nanga a Manpikin. 
1JN.2.23	A sma di no e bribi ini a Manpikin, no sabi a P'pa. Ma a sma di e taki tak' a e bribi ini a Manpikin, sabi a P'pa tu. 
1JN.2.24	Ma unu fu un sei, mus hori unsrefi na san un yere na a bigin. Efu un tan du dati, dan un o tan wan nanga a Manpikin nanga a P'pa. 
1JN.2.25	Èn san A pramisi wi na a libi fu têgo.
1JN.2.26	Mi skrifi unu den sani disi abra den sma di e kori unu. 
1JN.2.27	Ma unu, a Santa Yeye di A ben poti na un tapu, e tan na un tapu. So a no de fanowdu tak' sma e gi un leri, bika a Santa Yeye e leri unu ala sani. Na tru sani A e leri unu, A no e lei. Un mus tan ini Kristus, soleki fa A leri unu.
1JN.2.28	Mi pikin, un mus tan wan nanga En. Dan wi no sa abi fu frede te A o sori Ensrefi, èn wi no o firi syen fu miti En te A o drai kon baka. 
1JN.2.29	Un sabi tak' Kristus bun ini Gado ai. Dat' meki un kan sabi tu tak' ala sma di e du san bun ini Gado ai, na pikin fu Gado.
1JN.3.1	Luku o bigi a lobi de di a P'pa abi gi wi, tak' A kari wi pikin fu Gado. Èn na so a de. Dat' meki den sma fu grontapu no sabi unu, bika den no sabi En. 
1JN.3.2	Lobiwan, nownow kba wi na pikin fu Gado, ma a no de fu si ete san wi o de bakaten. Ma wi sabi tak' te Kristus sa sori Ensrefi, wi sa de leki En, bika wi o si En leki fa A de. 
1JN.3.3	Dat' meki ibri sma di poti en fertrow na En tapu fu di a e ferwakti a sani disi, mus libi sondro fu du sondu, soleki fa Kristus no abi sondu.
1JN.3.4	A sma di e sondu, no e hori ensrefi na san a wèt fu Gado e taki, bika sondu na te yu no e hori yusrefi na san a wèt fu Gado e taki. 
1JN.3.5	Un sabi tak' Yesus ben kon na grontapu fu puru ala sondu, èn En no abi no wan sondu. 
1JN.3.6	A sma di de wan nanga En, no e tan du sondu, ma a sma di e tan du sondu, noiti no si En èn a no sabi En.
1JN.3.7	Mi pikin, no meki no wan sma kori unu. A sma di e du san bun ini Gado ai, de leki fa Kristus de. 
1JN.3.8	Ma a sma di e tan du sondu, na fu didibri, bika sensi na a bigin didibri sondu. Ma a Manpikin fu Gado ben kon na grontapu fu wai den wroko fu didibri puru. 
1JN.3.9	Ibri sma di kon tron wan pikin fu Gado, no e tan du sondu, bika a krakti fu Gado di e gi libi, de ini en. A no man tan du sondu bika a de wan pikin fu Gado. 
1JN.3.10	Na so yu kan sabi suma na den pikin fu Gado èn suma na den pikin fu didibri. A sma di no e du san bun ini Gado ai, ma owktu a sma di no lobi en brada, no de fu Gado.
1JN.3.11	Disi na a boskopu san un ben yere sensi na a bigin, tak' wi mus lobi makandra. 
1JN.3.12	Un no mus de leki Kain, di ben de fu didibri èn a kiri en brada. Fu sanede a kiri en brada dan? Na fu di a ben e du kruktu sani, ma en brada ben e du san bun ini Gado ai. 
1JN.3.13	Brada nanga sisa, un no mus ferwondru efu sma fu grontapu no man si un na ai. 
1JN.3.14	Wi sabi tak' wi kmoto fu dede kon ini a libi, fu di wi lobi tra bribisma. A sma di no abi lobi, e tan dede. 
1JN.3.15	A sma di no man si wan tra bribisma na ai, na wan kiriman. Èn un sabi tak' no wan kiriman abi a libi fu têgo ini en. 
1JN.3.16	A dede di Kristus dede gi wi, meki wi kon sabi san na lobi. Dat' meki wi srefi mus de klar'klari fu dede gi tra bribisma. 
1JN.3.17	Efu wan sma si tak' wan tra bribisma e pina, ma a no abi sari-ati nanga en aladi a abi nofo fu libi, dan fa a lobi fu Gado e tan ini en?
1JN.3.18	Mi pikin, wi no mus taki nanga mofo wawan tak' wi lobi trawan, ma wi mus du sani tu di e sori dati trutru. 
1JN.3.19	Na so wi o sabi tak' wi sabi a tru leri, èn wi o man tnapu sondro frede na Gado fesi, 
1JN.3.20	awinsi wi konsensi e krutu wi. Bika Gado bigi moro wi konsensi, èn A sabi ala sani.
1JN.3.21	Lobiwan, efu wi konsensi no e krutu wi, dan wi o abi dek'ati te wi tnapu na Gado fesi. 
1JN.3.22	Wi o kisi ala sani san wi e aksi fu En, fu di wi e hori wisrefi na den komanderi fu En, èn fu di wi e du san A lobi. 
1JN.3.23	Disi na san Gado wani tak' wi mus fu du: Wi mus bribi ini a nen fu En Manpikin Yesus Kristus, èn wi mus lobi makandra leki fa A taigi wi tak' wi mus fu du. 
1JN.3.24	A sma di e hori ensrefi na den komanderi fu Gado, e tan wan nanga Gado èn Gado e tan wan nanga en. Èn wi sabi tak' A e tan wan nanga wi, bika A gi wi a Santa Yeye.
1JN.4.1	Lobiwan, un no mus bribi ala sma di e taki tak' na a Santa Yeye e tiri den. Ma un mus ondrosuku fu si efu a yeye kmoto fu Gado. Bika furu sma e waka lontu na grontapu di e du leki den na profeiti. 
1JN.4.2	Na so wi sabi a Yeye fu Gado: Ibri yeye di e taki tak' a tru tak' Yesus Kristus kon na grontapu leki libisma, na fu Gado. 
1JN.4.3	Ma ibri yeye di no e taki dati fu Yesus, no de fu Gado. A de a yeye fu a bigi-feyanti fu Kristus. Un ben yere tak' a bo kon, ma a de na grontapu kba.
1JN.4.4	Mi pikin, unu na fu Gado èn un wini den sma dati kba. Bika a Wan di de ini unu, tranga moro a wan di de na grontapu. 
1JN.4.5	Den na fu grontapu, dat' meki den e taki sani fu grontapu èn den sma fu grontapu e arki den. 
1JN.4.6	Ma wi na fu Gado. Den sma di sabi Gado e arki wi, ma den sma di no sabi Gado no e arki wi. Na so wi kan sabi suma abi a Yeye di e sori san na tru, nanga suma abi wan yeye di e bedrigi.
1JN.4.7	Lobiwan, meki wi lobi makandra, bika lobi e kmoto fu Gado. Ibri sma di abi lobi, na wan pikin fu Gado èn a sabi Gado. 
1JN.4.8	A sma di no abi lobi, no sabi Gado, bika Gado na lobi. 
1JN.4.9	Disi na a fasi fa Gado sori wi tak' A lobi wi: A seni En wan enkri Manpikin kon na grontapu, èn san Yesus du meki tak' wi kisi a trutru libi. 
1JN.4.10	Lobi no wani taki tak' na wi ben lobi Gado, ma na Gado ben lobi wi, èn A seni En Manpikin kon fu dede gi wi fu wi kan kisi pardon fu wi sondu.
1JN.4.11	Lobiwan, efu Gado lobi wi so tranga, dan wi mus fu lobi makandra tu. 
1JN.4.12	Noiti wan sma no si Gado. Ma efu wi lobi makandra, dan Gado e tan wan nanga wi, èn a lobi fu En kon tron ini wi san a mus de. 
