MAT.1.1	Diꞌoraz kuwai idaꞌa kakuwaapa-karu Jesus Christ dokozu-daunnao sakadinan ikiꞌo dauꞌanaꞌo.
REV.12.4	Padyuo idi utoꞌotan doko iki 1/3 wizinao, udaunaꞌan ukabootan ĩdyaun imiꞌi baara ati. Dragon kadishitan zun kanaapuꞌu, unikaꞌazon odani, ushakatan dono.
REV.12.5	Uruꞌu naa okaudanipaꞌakan naa daonaiora odani nii, uruu wuruꞌu kazowautapaꞌo niꞌoraz ipai pidannao daꞌaꞌa imiꞌi baaraꞌa, pamaꞌozakan idaꞌan. Mazan koraidaonaa naꞌaka-kao mashaꞌapakiaka Tominkaru naꞌiki utaba diꞌiti. 
REV.12.6	Naꞌiki wuruꞌu zunaz, okidoopaꞌakan naa munapo pidan mashaapa-kizi ai, amazada iti, Tominkaru minziiwatanii diꞌiti, naꞌii kaimanaꞌo nii otaapa-kao 1,260 kamoo kawanaꞌati.
REV.12.7	Uruu daunaꞌan mizaataaka-karu aokazi ii. Michael, paꞌangelinnao tuma mizaapan Dragon, naꞌiki Dragon paꞌangelinnao tuma mizaapan powaa iti Michael. 
REV.12.8	Mazan winii-kao Dragon paꞌangelinnao tuma, naꞌiki aonaa turuu ĩmashaapan naa powaꞌa aokazi ii. 
REV.12.9	Uruu idi udaruꞌoraz Dragon naꞌiki uangelinnao kaboota-kaoaꞌa naa aokazi iki imiꞌi baara ati, uruu wuruꞌu dakota-kariwaiz kowazaz nii kotuaꞌa naa, naꞌiki Devil oo Satan kii, uruu wuruꞌu shaꞌapata-kidaꞌoraz oiaꞌo pidannao ati umariidapan idaꞌan ĩdyaun.
REV.12.10	Sariapa õabatan aokazi ii parada-karu kian diiwaꞌo idaꞌan kaikapaꞌa: “Aizii waTominkarun kazannaatan papidanannao kamoon kaawan naa! Aizii uaidan pamanawunun pakazowautapan idaꞌan king kawan, naꞌiki Christ, uzaamataniaz naobanai nii aidan pamanawunun kapam utuma. Ushaꞌapanum kauꞌan aonaꞌo niꞌi naa powaꞌa Satan kadishitan Tominkaru kanaapu ii, ukaboota-kao idiꞌi naa aokazi iki imiꞌi baara ati. Uruu wuruꞌu kowaadapauzoz daꞌi kiwiin Tominkaru ati kanom waꞌinawuzunao naꞌiki wadadakoonao shaꞌapatanii oii kidaꞌoraz aimaakan ipai kamoo naꞌiki marutaꞌo Tominkaru ati. 
REV.12.11	Mazan waꞌinawuzunao naꞌiki wadadakoonao winii Satan, Kaznizo-dani izain idaꞌan naꞌiki ĩkakuwaapan idaꞌan kaimanaꞌo kuwai dauꞌu udauaꞌoraz, naꞌiki aonaa ĩtarian pazowiaꞌazoo-kao ai. 
REV.12.12	Ukonaukii, unao mashaapainaouz aokazi ii, mazan unao mashaapainao imiꞌi baaraꞌa naꞌiki paran baoko ii, ubaiaapan nii kashaꞌora-karu tuukii, Satan kaawan idiꞌi naa unao idaꞌati. Toꞌora uruu, uaitapan idi aonaꞌa naa amazada turuuan ushaꞌapata-kida-kinaa nii oiaꞌo.”
REV.12.13	Dragon aitapan idiꞌi naa pakaboota-kao imiꞌi baara ati, uruꞌu naa udawatan zun shakata-kidaꞌoraz daꞌi daonaiora. 
REV.12.14	Mazan dyaꞌutam udaruꞌo kokoi kutuba kawan kidaꞌo taa-kao oꞌati, ozuuta-kinaa nii pawiizi iti amazada iti munapoꞌo pidan mashaapa-kizi ai. Naꞌii kaimanaꞌo nii otaapa-kao Dragon ai 3 1/2 wunu kawanaꞌati.
REV.12.15	Uruu daunaꞌan Dragon kodita-kidan wunu padako iki, kadimanaꞌo ushootan waꞌozi kawan zun dawuꞌati uaipan wunu naꞌakan oroo munapo. 
REV.12.16	Mazan imiꞌi kaminkaꞌuta wuruꞌu zunaz, udaꞌatinan idaꞌan utoman kaꞌunaru, uruu idi ipai wunu morotan ushaawata. 
REV.12.17	Uruu idi Dragon toꞌoran zun ati naꞌiki umakon umizaataakaꞌanan baꞌoran odainao tuma mishidainaouz Tominkaru paradan naꞌiki taapainaouz Jesus kuwaa.
REV.12.18	Udaunaꞌan Dragon kadishitan paran danoma ii.
REV.13.1	Udaunaꞌan õtukapa baudaꞌapa kichanaꞌiki-kiaꞌo panaꞌaokazi koditan paran baoko iki. Kainaꞌa 10 uꞌozoo naꞌiki 7 uzowau; ipai uꞌozoo kida kawanaꞌati kainaꞌa king kowam kaduz kida, naꞌiki ipai uzowau kida kawanaꞌati kainaꞌa uuai saadinpan dakoopaꞌo Tominkaru. 
REV.13.2	Wuruꞌu kichanaꞌiki-kiaꞌoraz panaꞌaokazi aidinpan naꞌapa baudokoru kitannaaru kawan, ukidiba kida udaru naꞌapa bear
REV.13.3	Baudaꞌapa kichanaꞌiki-kiaꞌo panaꞌaokazi zowau, tuukiaꞌo uzowiauzo-kao, mazan manakaꞌa naa powaa itiz. Uruu idi ipai pidannao imiꞌi baara ainaouz tuukii ĩdiꞌitinpan, naꞌiki ĩdaꞌanan naa wuruꞌu kichanaꞌiki-kiaꞌoraz panaꞌaokazi. 
REV.13.4	Ipai pidannao taapan umanawunuꞌo nii wuruꞌu Dragon, utaan idi pamaꞌozakan kichanaꞌiki-kiaꞌo panaꞌaokazi ati. Naꞌiki umanawun nii kapam ĩtaapan kichanaꞌiki-kiaꞌo panaꞌaokazi. Ĩkian, “Aonaa kanom maꞌozakaꞌo nii uruu kawan. Kanom kaꞌiita pawiniinuz, pamizaataakan idaꞌan utuma?”
REV.13.5	Uruu daunaꞌan wuruꞌu kichanaꞌiki-kiaꞌoraz panaꞌaokazi maꞌozakan taa-kao uꞌatadinapa-kinaa nii naꞌiki naꞌapaꞌo kida idaꞌan udakoopan Tominkaru. Ukazowautapan taa-kao 42 kauzu. 
REV.13.6	Udakoopan Tominkaru, uꞌuu, umashaapa-kizi naꞌiki ipai mashaapainao aokazi ii. 
REV.13.7	Taapada-kao umizaapan Tominkaru pidanannao naꞌiki uwinii ĩdyaun pamaꞌozakan idaꞌan. Naꞌiki taapada-kao ukazowautapan ipai pidannao, ipai bakadun kidaz ĩdokozu-daunnao kida, ĩwiizi, ĩparadan naꞌiki ĩmada. 
REV.13.8	Ipai pidannao taapan umanawunuꞌo nii wuruꞌu kichanaꞌiki-kiaꞌo panaꞌaokazi. Ĩnao wuruꞌu pidannao aonaꞌoraz ĩꞌuu kida saadinpan kakupa-karu kaaritannaa
REV.13.9	Puabatan an naꞌapam õkian, ukauꞌan puabataꞌa naa kaiwuruꞌu parada-karuz. 
REV.13.10	Naꞌiaꞌoram pidan aiapa-kariwai utaraa-kao, mishiꞌo nii utaraa-kao; naꞌiaꞌoram pidan aiapa-kariwai uzowii-kao marii idi, mishiꞌo nii uzowii-kao marii idi. Ukauꞌan marii kizi Tominkaru pidanannao tuudan papatakaꞌuta-kao naꞌiki marii kizi pakawan ĩmishidapan uruu.
REV.13.11	Uruu daunaꞌan õtukapa baꞌoran kichanaꞌiki-kiaꞌo panaꞌaokazi koditan imiꞌi kaꞌazo iki. Kainaꞌa dyaꞌutam uꞌozoo kaznizo dani kawan, naꞌiki uparadan naꞌapa Dragon paradauzon kawan. 
REV.13.12	Naꞌiki naꞌapa koshan umaꞌozakan kiwiitapaꞌo kichanaꞌiki-kiaꞌo panaꞌaokazi kawan naꞌiki naꞌapa ushaꞌapatan aimaakan kida uaipan kawanaꞌati. Uruu idi udyuudan ipai imiꞌi baara anainao pidannao taapan umanawunuꞌo nii wuruꞌu kiwiitapaꞌoraz kichanaꞌiki-kiaꞌo panaꞌaokazi, kakudaꞌoraz naa pazowii-kao daunaꞌan tuukii. 
REV.13.13	Naꞌiki uaidan umanawun kidaꞌo aimaakan diꞌitinapa-kidaꞌo pidannao atii uwaota-kida zii tikazi aokazi iki imiꞌi baara ati ipai ĩawunuutapan puꞌu. 
REV.13.14	Naꞌiki ipai upozawata-kidan pidannao mashaapainaouz imiꞌi baaraꞌa uaidan idaꞌan wuruꞌu umanawun kidaꞌoraz aimaakan, kiwiitapaꞌoraz kichanaꞌiki-kiaꞌo panaꞌaokazi awunuutapan puꞌu. Naꞌiki udyuudan ĩtoman aimaakan naꞌapaꞌo kiwiitapaꞌoraz kichanaꞌiki-kiaꞌo panaꞌaokazi kawan uaidinpan, uruu tawuruꞌu zowiauzo-kariwaiz tuukii, naꞌiki kakudaꞌoraz naa powaa iti. 
REV.13.15	Udaunaꞌan umaꞌozakan taa-kao unizoin-kidan wuruꞌu toma-kariwaiz aimaakan, naꞌiki turuu kizi uparadan kapam. Uruu idi udyuudan ipai pidannao aonaꞌoraz ĩdawukan paꞌati zowii-kao.
REV.13.16	Tuukii kichanaꞌiki-kiaꞌo panaꞌaokazi
REV.13.17	Naꞌiki aonaa turuu pidan toriinan oo selliipan shaꞌapauzii, kainaaribai aonaan an uꞌidaꞌa, uruu wuruꞌu kiwiiniꞌoraz kichanaꞌiki-kiaꞌo panaꞌaokazi uuaz, naꞌiki uruu wuruꞌu uꞌuu aitaapa-kinaoaz.
REV.13.18	Daꞌaꞌa uaiapa aitapaaba-karu, kanom aitapaabaꞌo marii kizi uaitapan kichanaꞌiki-kiaꞌo panaꞌaokazi uu aitaaribanaa, ushaꞌapanum kauꞌan uruu kainaabataꞌoraz pidan uu kapam, wuruꞌu 666 kiaꞌoraz.
REV.14.1	Uruu daunaꞌan õawunuupan koshan õtukapa Kaznizo-dani kadishitapan Zion naawaꞌa, naꞌiki kainaꞌa utuma 144,000 pidannao, ĩnao wuruꞌu kainaꞌaꞌoraz uꞌuu naꞌiki udaru uu saadinpan ĩtawu kida idaꞌa. 
REV.14.2	Naꞌiki õabata parada-karu aokazi ikiꞌo naꞌapa tozowan shaokodappan kawanuꞌo, naꞌiki toroanaru turuinan kawanuꞌo. Wuruꞌu õabataniaz tauapatinainao kawanuꞌo shamoro
REV.14.3	Uruu 144,000 pidannao kunuuan naa paꞌinaꞌo kunui umanawunuꞌoraz manawun tabai kanaapuꞌu, naꞌiki 4 kakupaꞌo aimaakannao kanaapuꞌu, naꞌiki 24 kazowautapainao kanaapuꞌu. Aonaa turuu baꞌoran pidannao kunuuan wuruꞌu kunuiz, soo wuruꞌu 144,000 pidannao paꞌan, ĩnao wuruꞌu Tominkaru kazannaataniinaouz. 
REV.14.4	Ĩnao wuruꞌu aonaꞌoraz naꞌapainim ĩkiitauzon zun, uruu idi kaiman ĩtaapan pananaa. Ĩnao wuruꞌu daꞌanaꞌoraz Kaznizo-dani umakon dono naꞌitim karikaonan. Ĩnao wuruꞌu kiwiitapaꞌoraz ĩkazannaata-kao imiꞌi baaraꞌa, ĩnao taa-kariwaiz Tominkaru naꞌiki Kaznizo-dani ati. 
REV.14.5	Aonaa naꞌapainim ĩmariidinauzon, naꞌiki aonaa ĩshaꞌapatauzon oiaꞌo.
REV.14.6	Uruu daunaꞌan õtukapan baudaꞌapa angel zuutapan doko ii, ukowaadaꞌazon Kaimanaꞌo Kuwai karikaonanuꞌoraz umishiin Tominkaru diꞌikiꞌo ipai pidannao ati, mashaapainaouz ipai amazada kawanaꞌati kida daꞌaꞌa imiꞌi baaraꞌa, bakadun kidaz ĩwiizi, ĩdokozunnao, ĩparadan, naꞌiki ĩmada. 
REV.14.7	Ukian diiwaꞌo idaꞌan, “Utaapaꞌa naa Tominkaru umanawunuꞌo nii naꞌiki ukonaukii-kidaꞌa naa uruu.” Kaawaꞌa naa kamoo aita-kariwaiz, ubuuapa-kinaa nii ipai pidannao daꞌaꞌa imiꞌi baaraꞌa. Utaapaꞌa naa Tominkaru umanawunuꞌo nii, uruu wuruꞌu tomaꞌoraz aokazi, imiꞌi baara, paran naꞌiki wunu nunudapa kidaꞌoraz.
REV.14.8	Udaunaꞌan 2nd angel aidinan kiwiitapaꞌoraz angel dawuꞌati. Ukian, “Mainaabata-kaoaꞌa naa! Mainaabata-kaoaꞌa naa Babylon umanawunuꞌoraz donoi. Babylon shaꞌapatanii madoronaa-daun kidaꞌoraz oiaꞌo, ipai owaota-kidan baꞌoran wizainao kida daꞌaꞌa imiꞌi baaraꞌa, otaan kawanuꞌo wine ĩtuzan nii, uruu wuruꞌu maꞌozakaꞌoraz wine okiaapa-kidinanuz madoronaa-daun. Onaꞌapan idiꞌo Tominkaru patakaꞌutan oroo.”
REV.14.9	Uruu daunaꞌan õtukapa 3rd angel aidinan kiwiitapainao dawuꞌati. Ukian diiwaꞌo idaꞌan, “Ipai pidannao taapainao kichanaꞌiki-kiaꞌo panaꞌaokazi patominkarun nii, naꞌiki toma-kariwai uruu kawanuꞌoraz, naꞌiki ipai kainaꞌaꞌo ukainaariba kida ĩtawu kida idaꞌa oo ĩdiwaꞌora antanpuꞌo ĩkaꞌu kida idaꞌa, 
REV.14.10	ipaiꞌo nii kapam ĩtuzan wine wuruꞌu Tominkaru toꞌoranuz. Uruu maꞌozakaꞌoraz manawun wine Tominkaru shootan niꞌoraz patoꞌoran kooponnaa nazo iti ĩtuzan nii. Diꞌoraꞌa pidannao patakaꞌuta-kaouꞌo nii ĩdyaun, kaꞌawapaꞌo sulfur
REV.14.11	Wuruꞌu tikaziz patakaꞌutaꞌo niꞌoraz ĩdyaun, ushan bodoꞌokapan nii karikaonan naꞌiki karikaonan, aonaa naꞌapainim nii ĩbaiatinan shaabatan. Ĩnao wuruꞌu taapainaouz kichanaꞌiki-kiaꞌo panaꞌaokazi patominkarun nii naꞌiki toma-kariwai uruu kawan, naꞌiki kainaꞌaꞌoraz ukainaaribanaa uꞌuuaz ĩꞌidaꞌa.”
REV.14.12	Ukauꞌan marii kizi Tominkaru pidanannao maꞌozakadinan ĩtuuda kizi papatakaꞌuta-kao. Pakawan kizi ĩizoꞌatin Tominkaru kakinaori kida naꞌiki ĩdaꞌanan Jesus pamishidan tuma.
REV.14.13	Uruu daunaꞌan õabatan aokazi ikiꞌo parada-karu kian, “Pusaada diꞌoraꞌa: Wunaouꞌu mishidainaouz Naobanai Jesus, konaukiaꞌo nii ĩdyaun ĩmawakan an diꞌoraꞌa daunaꞌanaꞌa.” Udaunaꞌan Kaimanaꞌo Doronaa kian, “Mishiꞌo wuruꞌu. Ĩsookapan niꞌi naa dadara kidaꞌo pakaudin-kizi ai, ipai aimaakan kaiman kidaꞌoraz ĩshaꞌapatan aitapa-kida-kao nii.”
REV.14.14	Udaunaꞌan õawunuupan õtukapa barakaꞌo ishaꞌiz. Kainaꞌa pidan kawanuꞌo sakanatapan ishaꞌiz paawaꞌa. Kainaꞌa king kowam kaduz gold idiꞌo utoma-kao uzowau paawaꞌa, naꞌiki kainaꞌa uzaamatapan dimanaꞌo soopara pakaꞌu idaꞌa.
REV.14.15	Uruu daunaꞌan baꞌoran angel koditan Tominkaru Dapu aokazi iaꞌo diꞌiki. Diiwaꞌo idaꞌan ukian wuru atiꞌi sakanatapaꞌoraz ishaꞌiz paawa iaꞌo ati, “Aizii pusaꞌukaꞌa naa paoribai kadunaa kida pusooparan idi, ipai paoribai aka kida daꞌaꞌa imiꞌi baaraꞌaꞌoraz dyuuaꞌa naa kidaz, kaawaꞌa naa kamoo turuu kiziꞌi naa ĩkasabaꞌuu-kao!” 
REV.14.16	Udaunaꞌan wuruꞌu sakanatapaꞌoraz ishaꞌiz paawaꞌa kaudinaꞌakan naa pasooparan idaꞌan. Ipai ubaokopatan paoribai aka daꞌaꞌa imiꞌi baaraꞌa.
REV.14.17	Uruu daunaꞌan õtukapa baꞌoran angel koditan Tominkaru Dapu aokazi iaꞌoraz diꞌiki, kainaꞌa uꞌidaꞌa dimanaꞌo soopara kapam.
REV.14.18	Naꞌaꞌo baꞌoran angel, ukoditan altar dazaba iki, uruu wuruꞌu taapaꞌoraz tikazi. Ukian diiwaꞌo idaꞌan angel zaamatapaꞌoraz dimanaꞌo soopara ati, “Pukaiwaꞌa naa pusooparan, pudukutaꞌa naa grape kida pakadunaa kida diꞌiki daꞌaꞌa imiꞌi baaraꞌa, ushaꞌapanum kauꞌan ozokaꞌa naa grape kida.” 
REV.14.19	Uruꞌu naa ukaudinaꞌakan naa pasooparan idaꞌan imiꞌi baaraꞌa, ipai udukutan grape kida pakadunaa kida diꞌiki. Udaunaꞌan umuudan naa kidaz grape dakazaa-kizinao nazo iti,
REV.14.20	Grape kida dakazaa-kao naꞌiki uꞌuu sararoo-kaoaz paniba iaꞌo wiizai ai. Grape uu sararoo-kao donoꞌo naa, izai kodita naꞌiki, ushootan waꞌozi kawan, umakon munapo 200 miles mani, naꞌiki bakaꞌiaudaꞌu feet mani ukaanan.
REV.15.1	Uruu daunaꞌan õtukapa baꞌoran umanawunuꞌo diꞌitinapa-kinai aimaakan aokazi ii. 7 angelnao zaamatapan 7 patakaꞌutin-kinai kida, uruu ĩkaduzunnaa. Ĩkaiwainan daunaꞌan kida aonaꞌo niꞌi naa Tominkaru toꞌoran powaꞌa.
REV.15.2	Udaunaꞌan õtukapa paran, glass taidada tikazi tumaꞌo kawanuꞌo. Naꞌiki naꞌa udazabaꞌa õtukapa kapam taonawuꞌu winiainaouz daꞌi kichanaꞌiki-kii kidaꞌo panaꞌaokazi, ĩmadawukaꞌazookan idaꞌan toma-kariwai uruu kawanuꞌo ati naꞌiki aonaꞌo ĩtaapadan pakainaabata-kao ukainaariba idi uruu wuruꞌu uꞌuu aitaaribanaaz kapam. Naꞌiki ĩzaamatapanii shamoro
REV.15.3	Naꞌiki ĩkunuuan naa Moses kunu, Tominkaru poitoruz, naꞌiki Kaznizo-dani kunu kapam wuruꞌu. Kaikapaꞌa ĩkunuuanzuꞌu:
REV.15.3	“Naobanai Tominkaru pugaru umanawunuꞌo,
REV.15.3	pushaꞌapata umanawun kidaꞌo
REV.15.3	Pugaru King nii ipai wiizai kida ati,
REV.15.3	ipai wuru kidaꞌa pushaꞌapatanii kidaz
REV.15.4	Kanom aonaꞌo nii utarian puꞌai, Naobanai.
REV.15.4	Ipai pidannao kowaadan nii pugaru umanawunuꞌo.
REV.15.4	Pugaru pubaꞌoran kaimanaꞌo.
REV.15.4	Ipai pidannao ipai wiizai kida diꞌiki
REV.15.4	ĩdawukaꞌanan puꞌati.
REV.15.4	Ushaꞌapanum kauꞌan ipai kanom pushaꞌapatanii kida,
REV.15.4	ipai usakitapan naꞌiki umishiin.”
REV.15.5	Uruu daunaꞌan õtukapa Tominkaru Dapu aokazi iaꞌo, Tabernacle
REV.15.6	Wuruꞌu 7 angelnao zaamatapainaouz 7 patakaꞌutin-kinai kida koditan Tominkaru Dapu nazo iki, ĩkaiwadapanii maniribaꞌo kamicha wiziꞌi kidaꞌo, naꞌiki ĩkaiwadapanii zadawii kawanuꞌo gold idiꞌo utoma-kao, didimai kaiwada-kao kawanuꞌo padokoriꞌi kida paawa an. 
REV.15.7	Uruu daunaꞌan baudaꞌapa, 4 kakupaꞌo aimaakannao bii ikiꞌo, taan 7 angelnao ati, 7 boon kida gold idiꞌo ĩtoma-kao paida kidaꞌo Tominkaru toꞌoran idi, uruu mashaapaꞌoraz karikaonan naꞌiki karikaonan. 
REV.15.8	Sariapa Tominkaru Dapu nazoo kashanaꞌakan tuukii, Tominkaru umanawunun naꞌiki umaꞌozakan naꞌan idiꞌi naa, aonaa turuu pidan morotan unazo iti, atii 7 patakaꞌutin-kinai kida ipain, wuruꞌu 7 angelnao zaamatapaniaz kida.
REV.16.1	Uruu daunaꞌan õabatan diiwaꞌo parada-karu Tominkaru Dapuꞌu ikiꞌo kian 7 angelnao ati, “Umako ushootaꞌanaꞌa naa wuruꞌu 7 boon zoꞌo kidaꞌoraz Tominkaru toꞌoranuz, imiꞌi baara iti.”
REV.16.2	Kiwiitapaꞌo angel makon ushootan naa paboonan wazoo imiꞌi baara iti. Sariapa kachamaꞌidiikiaꞌo kaziwaꞌo kabisho-karu kaawan wunao idaꞌatiꞌi, kainaꞌoraz kichanaꞌiki-kiaꞌo panaꞌaokazi, kainaariba kida ĩꞌidaꞌa, naꞌiki dawukainaouz toma-kariwai uruu kawanuꞌo ati.
REV.16.3	Udaunaꞌan 2nd Angel shootan paboonan wazoo paran baoko iti. Sariapa wunu tanawatinan mawakaꞌo pidan izain kawan uaidinpan, naꞌiki ipai aimaakannao mashaapaꞌo paran baokoꞌo mawakan.
REV.16.4	Udaunaꞌan 3rd Angel shootan paboonan wazoo waꞌozinao naꞌiki wunu nunudapainao kida diꞌiti, ipai ĩtanawatinan izai nii. 
REV.16.5	Õabata Angel taapaꞌoraz wunu kian,
REV.16.5	“Pugaru kaimanaꞌo Tominkaru,
REV.16.5	pugaru naꞌauzoz amazada toma-kao uaꞌii,
REV.16.5	naꞌiki karikaonanuꞌo nii punaꞌan.
REV.16.5	Sakitapaꞌo mishi wuruꞌu
REV.16.5	pupatakaꞌutanuz pidannao kaikapaꞌa.
REV.16.6	Ĩnao wuruꞌu zowiaꞌoraz pupidanannao
REV.16.6	uruu idiꞌo ukauꞌan putuza-kidan izai ĩꞌati ĩwinipinaa nii.”
REV.16.7	Uruu daunaꞌan õabata parada-karu altar diꞌikiꞌo kian.
REV.16.7	“Oo Naobanai Tominkaru,
REV.16.7	sakitapa naꞌiki kaiman pushaꞌapatan aimaakan
REV.16.8	Udaunaꞌan 4th angel shootan paboonan wazoo kamoo diꞌiti, kamoo wiichan, wiicha manawun uwiichauzon ai, ukawaodan ipai pidannao pawiichan idi. 
REV.16.9	Ipai pidannao kawaoda-kariwainao uwiichan idi, oiaiman kida ĩparadan Tominkaru ati, utaapadan idi wuru kida shaꞌapanuꞌu patakaꞌutin-kinai kidaz. Upuꞌu mazan aonaa ĩtanawatinan paꞌoian ai, naꞌiki aonaa ĩdakotan Tominkaru umanawunuꞌo nii.
REV.16.10	Udaunaꞌan 5th angel shootan paboonan wazoo kichanaꞌiki-kiaꞌo panaꞌaokazi taba paawa iti, ipai amazada marutan ukazowautapa-kizi ii, naꞌiki ipai upidanannao kuzowan paninoba kida, ĩbaiaapan idi kaziwaꞌo kabisho-karu. 
REV.16.11	Oiaiman kida ĩparadan Tominkaru aokazi iaꞌo dauꞌan, pamada kida kabishon naꞌiki ukaziwan idi tuukii manawun. Upuꞌu aonaa ĩkashaꞌoran naꞌiki aonaa ĩtanawatinan Tominkaru diꞌiti paꞌoian kida ai.
REV.16.12	Udaunaꞌan 6th angel shootan paboonan wazoo udaruꞌo waꞌozi Euphrates iti, sariapa waꞌozi maaran arada, kingnao pasoldyaannao tuma, waꞌati-kizi nii waoko iki. 
REV.16.13	Udaunaꞌan õtukapa idikinaudaꞌu oiaꞌo doronainao, kibaronao kawanuꞌo ĩaidinpan kida, baudaꞌapa koditan Dragon dako iki, baꞌoran koditan kichanaꞌiki-kiaꞌo panaꞌaokazi dako iki, naꞌiki baꞌoran koditan mariidinauzo prophet dako iki. 
REV.16.14	Wuruꞌu oiaꞌo doronainaouz kainaꞌaꞌo ĩmaꞌozakan taa-kao ĩshaꞌapata-kinaa nii umanawun kidaꞌo aimaakan. Ĩmakon nii ipai kingnao kawanaꞌati imiꞌi baara ainaouz ĩbaokopataꞌazon ĩdyaun mizaataakaꞌo nii Tominkaru umanawunuꞌo tuma, ukamoon kaawan dono. Naꞌapainiꞌo nii Tominkaru winian ĩdyaun tuukii.
REV.16.15	Jesus kian, “Puabata! Õwaꞌatin nii koidimiki kaawan kawan, konaukiaꞌo nii pidan mashaapaꞌoraz pokodapa naꞌiki taapaꞌoraz pakamichan minziiwapaꞌa naa, aonaa kizi uchiꞌikaꞌanpan makamichan-daun, udaunaꞌan ubaꞌazootinan pidannao ati.”
REV.16.16	Udaunaꞌan oiaꞌo doronainao baokopatan ipai kingnao amazada idaꞌati dakota-kariwaiz Hebrew idaꞌan Armageddon kii.
REV.16.17	Udaunaꞌan 7th angel shootan paboonan wazoo doko iti. Diiwaꞌo idaꞌan parada-karu koditan umanawunuꞌoraz manawun tabai diꞌiki, Tominkaru Dapuꞌu iaꞌo diꞌiki. Ukian, “Aizii ipaiꞌi naazu.” 
REV.16.18	Sariapa kan-kan-kiaꞌo naꞌiki toroanaru turuinan, naꞌiki imiꞌi baara nakainan maꞌozakaꞌo idaꞌan manawun. Aonaa naꞌapainim imiꞌi baara nakainauzon maꞌozakaꞌa naa manawun diꞌoraꞌa kawanuꞌu, kiwiiniꞌo pidannao toma-kao diꞌikiꞌo ai. 
REV.16.19	Imiꞌi nakainan idi umanawunuꞌoraz donoi Babylon tadaꞌokan idikinaudaꞌu, naꞌiki uruu idi kapam ipai baꞌoran donoinao imiꞌi baaraꞌaꞌoraz mainaabatinan. Aonaa Tominkaru manyukunuutan Babylon, uruu idi utuza-kidan naa ipai wine wuruꞌu patoꞌoranuz pakoopon zoꞌiki oꞌati. 
REV.16.20	Ipai imiꞌi baara paran ii kidaꞌo mainaabatinan, naꞌiki ipai midukuo kida mainaabatinan kapam. 
REV.16.21	Dadara tuꞌuz kidaꞌo wunu kuba kawan, waotan imiꞌi baara ati pidannao paawa ati kida, ĩkimishan kida 100 pounds. Tominkaru patakaꞌutan idi pidannao tuukii, wuru idiꞌi uwaota-kidanuz dadara tuuꞌuz kidaꞌoraz wunu ĩpaawa ati, tuukii ĩdakoautapan uruu.
REV.17.1	Udaunaꞌan baudaꞌapa angel, 7 angelnao bii ikiꞌo kaawan õꞌidaꞌati, ĩnao tawuruꞌu zaamatapauzonaouz 7 boon kida paidaꞌoraz daꞌi patakaꞌutin-kinai kida idi, naꞌiki ukian õꞌati, “Daꞌatiꞌi, õaida-kida kizi puꞌati naꞌapam nii Tominkaru patakaꞌutan wuruꞌu umanawun-tinpaꞌoraz zun ikodaꞌoraz puraata pananaa idaꞌan. Oroo wuruꞌu umanawunuꞌoraz donoi mashaapaꞌoraz maonapa iribaꞌo waꞌozinao dazabaꞌa. 
REV.17.2	Ipai kingnao, imiꞌi baara ainao, iriba ĩshaꞌapatan oiaꞌo ĩkiaapan idaꞌan oroo, naꞌiki ipai pidannao imiꞌi baara ainao poꞌidin otaanii wine idi, uruu wuru kawanuꞌorazuꞌu okiaapa-kidinan madoronaa-daun ĩꞌati.”
REV.17.3	Tominkaru Doronaa kazowautan idi õgaru, angel naꞌakaꞌakan naa õgaru amazada mapidantakaꞌo diꞌiti. Naꞌii õtukapan zun sakanatapan wuzaꞌo kichanaꞌiki-kiaꞌo panaꞌaokazi paawaꞌa, naꞌiki kainaꞌa saadinpaꞌo uuai kida ipai umada idaꞌan dakoopaꞌo Tominkaru. Wuruꞌu kichanaꞌiki-kiaꞌoraz panaꞌaokazi kainaꞌa 7 uzowau naꞌiki 10 uꞌozoo. 
REV.17.4	Wuruꞌu zunaz okaiwaadapanii kamicha kida wuza zaꞌo naꞌiki wuzaꞌo, naꞌiki okonaunamadan pakamichan, naꞌiki pamada gold idiꞌo utoma-kao kida idi, kawinipinaꞌo kuba kida pabiꞌinaakaꞌo ĩtaan kida idi, naꞌiki pearls
REV.17.5	Kainaꞌa otawu idaꞌa uuai saadinpan aonaꞌo uaitapa-kao. Kaikapaꞌoraꞌa: “Manawunuꞌo donoi Babylon, pugaru selliipauzonao pananaa, naꞌiki shaꞌapaapainao oiaꞌo tuukii manawun daro, daꞌaꞌa imiꞌi baaraꞌa.” 
REV.17.6	Naꞌiki õtukapa opoꞌidin Tominkaru pidannao izain idi, naꞌiki wunao izain idiꞌi zowiauzo-kariwainaouz pamishidan idi Jesus.
REV.17.6	Õtukapan idi oshaꞌapatan aimaakan kaikapaꞌa, tuukii õdiꞌitinpan. 
REV.17.7	Angel kian õꞌati, “Kanom nii pudiꞌitinpan tuukii? Õkowaadan nii puꞌati aonaꞌoraz uaitapauzo-kao wuru dauꞌaꞌa zunaz naꞌiki wuruꞌu kichanaꞌiki-kiaꞌoraz panaꞌaokazi ozaidapaniaz, uruu wuruꞌu kainaꞌoraz 7 uzowau naꞌiki 10 uꞌozoo. 
