MAT.1.1	Ɗèlèwèr nzlembaƋ ndohi te verzi Yèsu Kristi, kra David, kra Abraham.
EPH.6.8	Vasuna: Skwi man amba staƌ staƌ tèlèba, man ndo a gia'a, a ngècè a deɓa a sam Bi Zhiklè, ko ɓèlè, ko kra ngwai. 
EPH.6.9	Kinè, bihai, vagu lèmèlèmè, kin guv ndo ɓai! Kin suna, Bi kinè a tenga'a ba a zhè te zhiklè tegèƋè'a. Nenga"aa pèr ndo mpèrè azɓai. 
EPH.6.10	Te deɓa'a: Vanzala va kinè te Bi Zhiklè, awuƋi n'njèl na!
EPH.6.11	Vafedaskwi var Zhiklè tèlèba a va, aman kin slaha a kin zlècè a sam man bi madzagai a pe kinè a wai a maya na. 
EPH.6.12	Nga gi var a ndohi azɓai; aman a wuƋihai, a bihi ruva t'herkeda haha, a mèzhèɓhi ambaɓihia'a t'hwaƋ giƋfèk. 
EPH.6.13	Gar haha voco skwi var Zhiklè tèlèba, aman kin slaha a kin gi slagama a pats man ambaɓai, akin ɓirdal var kinè.
EPH.6.14	Ani haha vazlatsahai, vadzawa va kinè a ma nzura'a! Slarba ngizura'a a ndav kinè! 
EPH.6.15	Kotokoroh te sak kinè, nasa ndè a ma mbela'a te gumai. 
EPH.6.16	A géƌ skwi tèlèba, voco gambar, nenga'a ncè-a-ndav. A nenga'a kin slaha a kin gedassa sulom, man vogwa te pa, tèlèba te ri ndo man ambaɓai. 
EPH.6.17	Vafeda dzokwom a gèƋ, nenga'a skwi m'mbel kinè; voco ma Zhiklè, nenga'a kafahi gwèsh, man Mèzhèɓ a va kinè.
EPH.6.18	Vatsu ri pèc pècèk a gèƋ skwi tèlèba, a ntsi ri mbuhmbuha"a te Mèzhèɓ. Vozhoro a vna, vanza a dai! Vatsu rai a gèƋ ndohi Zhiklè nkezla"a tèlèba, 
EPH.6.19	a gèƋ ga ba, aman i slaha a i winè ma ga a mwuffè, a i njè skwi n'ngheda'a te ma mbela'a. 
EPH.6.20	I ndo sak nenga'a, i dzawa a géƌ nenga'a. Vatsu rai, aman i gèƋè ma'a a mwuffè, ara man sèi i gèƋè ndèzl!
EPH.6.21	A gèƋ man kinè ba kin suna, ara man i nza, a skwi man i gia"a, Tychique, kramam ga man i woya a ndav ga, ndo ntakahaye nlèɓèslè'a te Bi Zhiklè, a di a ngreda kinè tèlèba. 
EPH.6.22	l zlinda a sam kinè, aman kin cinè te ri nenga'a ara man i nza, a bidè kinè. 
EPH.6.23	Gumai a sam kramamhai, a mwoy-ndo, a ncè-a-ndav, man shkè te Bab Zhiklè, a Yèsu Kristi, Bi nga. 
EPH.6.24	Pombai a nda ndohi tèlèba, man ta woy Yèsu Kristi, Bi nga, a ndav ta a mèdèp.
PHP.1.1	Paul a Timothée, ɓèlèlihi Kristi Yèsu, a sam ndohi Zhiklè tèlèba man ta kezla a nzlembaƌ Kristi Yèsu tèlèba, te kokwar Philippes; a sam ndohi mɓer mizlinè Zhiklè a ndohi ntakaha ta ba. 
PHP.1.2	Pombai a gumai da zhè a nda kinè, te Zhiklè, Bab nga, te Bai Yèsu Kristi!
PHP.1.3	l shid gèƋ a Bi Zhiklè pèc pècèk, aman i hér kine, 
PHP.1.4	a i gi arsa pèc pècèk te ntsi ri ga tèlèba a géƋ kinè, a i tsi rai a mwuffè, 
PHP.1.5	te man kin humda te ma mbela'a, te pats nshèlèkura'a, ba patsna. 
PHP.1.6	A i fi gèƋ a vna: nenga'a man a hüno mizlinè mbela'a te ndav kinè, a dè a ma ma a nrufa'a, ba pats Yèsu Kristi. 
PHP.1.7	Amba aman i hérè arsa a géƋ kin tèlèba, a géƋ man kinè te ndav ga. Ko i ndo dangai, ko i te kita man i tsoko na gèƌ ma mbela'a auda. Kinè, man kin ngècè pombi ara ga.
PHP.1.8	Bi Zhiklè a suna, mpataka kinè a keƋyè a vata, te mwoy-ndo Yèsu Kristi. 
PHP.1.9	A i tsi rai aman mwoy-ndo a ndav kinè a grè a ma ma te nshin skwai, a kin shin Yèsu te ndav kinè, 
PHP.1.10	aman kin Ƌèlè ar haha skwi man amba a skwi man ambaɓai. Te deɓa'a a pats Kristi kin ga'a a ndohi nzura'a, mali az a sam kinè ɓai; 
PHP.1.11	a nyiè kinè ngutsuɓa'a te ngizura'a man a shkè te Yèsu Kristi, a da zhè a nslébèrdè a nshid gèƌ a Bi Zhiklè a vna.
PHP.1.12	Aman i gaƋa kinè, dalahimam ga, skwi man agua sam ga, a gu aman ma mbela'a a zlèzlèmè a ma ma. 
PHP.1.13	Aman antanta ta sun te gi bi tèlèba, a sam ngiƋè tèlèba, i ndo dangai agéƋ Kristi; 
PHP.1.14	a kramamhi kumba te Bi Zhiklè ta ngots wuƋi te man iyè te dangai, a ta gu a ndohi slagama, a ta njè ma Zhiklè a zlau ka ɓai.
PHP.1.15	Matrhia'a a vava, ta njè Yèsu a srak a ndzoan. Matrhia'a te nhér skwi man amba, 
PHP.1.16	te man ta woya a ndav ta. Ta suna, i nzi a haha, aman i tsoko gèƋ ma mbela'a auda. 
PHP.1.17	Tengahi ngiƋè ta njè ma Kristi, zura'a ka ɓai, a ta woy ma te pa, a ta woy a ta gay matakwan te gi dangai a va'a.
PHP.1.18	A ga ga pa mè? Ko man ta njè Kristi a maya tsaƋ tsaƋ tèlèba, ko a maya ambaɓia'a, ko a ndav nzura'a, i wuffè a géƋè'a genè, a i woya man i wuffè a ma ma dai. 
PHP.1.19	Aman i suna, ndikèma skwi haha, i da mbél ga, a géƋ ntsi ri kinè, a géƋ Mèzhèɓ Yèsu Kristi man a takahayè.
PHP.1.20	A i zhèrè te ndav, a i hérè'a, i woy a i ngècè hori a di azɓai, ko te skwi staƋ. Pèc pècèk, ko antanta ba, i slébèrdè Kristi te va ga, a i fi gèƋ a vna, ko man i zhè a nshèffè, ko i metsi ga. 
PHP.1.21	A nshèffè ga, i te Kristi, te m'metsai i da ngècè skwi nfena'a. 
PHP.1.22	Aman i zhè a nshèffè a takahayè, aman i gi mizlinè a ma ma dai, i sun skwi man i woya te va ɓai:
PHP.1.23	Cèw cèw ambahayè: i woya man i dè ga, a i nzi a sam Kristi, skwi man amba holhola'a. 
PHP.1.24	Aman sèi i nzi a nshèffè dai a gèƋ kinè. 
PHP.1.25	I fi gèƋ a vna: i suna, i da nzi dai, a i da zhè a sam kin tèlèba, aman kin grè a ma ma, a kin wuffè te ncè-a-ndav, 
PHP.1.26	a kin da jégèr va kumba te Yèsu Kristi a géƋ ga, a pats man i dè a sam kinè za'a.
PHP.1.27	Vanza a maya te nshèffè kinè, aman kin nzala ma mbela'a te Kristi! Ko i dè a i rka kinè, ko i az a sam kinè ɓai, i da tsena ma kinè, kin nzi tara'a te Mèzhèɓ nstaƌ, a kin gi var a nda nga a ndav staƌ, a gèƌ ncè ma mbela'a a ndav. 
PHP.1.28	A kin gi aman ndohi mayamhi kinè ta slaha ta pra kinè zlau a va azɓai, ko te skwi staƌ. A skwi ar haha a ngreda ta, ta za; aman a sam kinè a ngreda kinè, kinè mbela, skwi haha a shkè te Bi Zhiklè.
PHP.1.29	Aman kin ngots pomɓai te Kristi, a kin cè nenga'a a ndav, a kin si matakwan a géƌ Kristi ba. 
PHP.1.30	Kin gi var lèmèlèmè ara man kin rka a sam ga, a kin tsena antanta te ma ga.
PHP.2.1	Aman antanta ma, ncè-a-ndav kinè te Kristi a va kine wuƋi Ƌè? Mwoy-ndo a ndav nenga'a a bid kinè Ƌè? Kin humda a Mèzhèɓ nkezla'a Ƌè? Kin woy va kinè ƌè? Ndo a se kinè te va ƌè? 
PHP.2.2	Man arsa, vagau aman i wuffè holhola'a, vahur te ndav lèmèlèmè, a ndav staƌ, vawoy va kinè lèmèlèmè a ndav staƌ a mèzhèɓ staƌ. 
PHP.2.3	Kin büzh va, a géƌ nfi va mbalai ɓai; aman vamanda gèƌ a hai, a kin rka ndo ngiƌè ara man a fen kinè. 
PHP.2.4	Staƌ staƌ tèlèba da hur skwi na genè ka ɓai, aman a géƌ ndo ngiƌè ba.
PHP.2.5	Gar haha vahuro, ara man Yèsu Kristi a huro. 
PHP.2.6	Nenga'a, ko a n'ngots va Zhiklè, a ngu a géƌ ngi nenga'a a srak ka ɓai, aman a gi lèmèlèmè ara Zhiklè; 
PHP.2.7	aman a ndeda va na a ɓèlè. A ngu lèmèlèmè ara ndo, a n'nza ara ndo. 
PHP.2.8	Te skwi man a gau ara ndo, a m'manda gèƋna a hai, a nfu gèƋ a Zhiklè, ba a nco m'metsai, m'metsai a wof ngèzlèlè'a.
PHP.2.9	Gar haha Zhiklè a n'nzala'a a vata, a mva na nzlembaƋ a gèƋ nzlembaƋ tèlèba, 
PHP.2.10	aman a nzlembaƋ Yèsu, gurmbèzh tèlè ta da gurɓè a hai, ko te zhiklè, ko a géƋ herkeda, ko t'hwaƋ herkeda. 
PHP.2.11	A nè'èn tèlè ta ngrédè'a, Yèsu Kristi Bai, a n'njèl Zhiklè, Bab na.
PHP.2.12	Gar haha kinè dalahimam ga, ara man kin fi gèƋ a ma ga pèc pècèk, vagu arsa man i zhè a sam kinè genè ka ɓai, aman ko antanta ba, man iyè az a sam kinè ɓai. Vagu a zlau a ngudzai, aman kin mbél kinè. 
PHP.2.13	Aman Zhikle, nenga'a a gi te ndav kinè, aman kin woya'a, a kin gia'a, ara man ambaba.
PHP.2.14	Vagu skwi tèlèba a nkuƋi a va ka ɓai, a mpi gèƋ cèw ka ɓai. 
PHP.2.15	Aman kinè, vanza, ma az a gèƋ kinè ɓai, zura"a, wudahi Zhiklè, mali az a sam kinè ɓai, te ndev ndohi herkeda man ta gedas ta, a ta ngwode ta a ndohi ambaɓihia"a, te ndev tenga"a kin hèl sam ara skwi nhèl sam t"herkeda, 
PHP.2.16	a ma nshèffè te rai. Aranta kinè ara skwi njégèr va ga. A pats Kristi, man a ngrédè auda, i hau ambali ka ɓai, 
PHP.2.17	i ga mizlinè ambali ɓai. Ko ta giyè a skwi man ta va na Zhiklè, nshèffè ga skwi man ta vi a Zhiklè a gèƋ ncè-a-ndav kinè, i wuffè genè, a i wuffè a nda kinè tèlèba.
PHP.2.18	Kinè ba, sèi kin wuffè lèmèlèmè, a kin gi langlanga"a a nda iyè! 
PHP.2.19	Aman i zhèrè te ndav te Bai Yèsu, i da zlinda kinè Timothèe ndul ndul, a nda mendkoy ma kinè a deɓa, a ndav ga a gi langlanga'a. 
PHP.2.20	Aman i ngatsa ndo ngiƋè ɓai, man a hérèa ara ga ga, a ndzaraha kinè a ndav tèlèba, sèi nenga'a. 
PHP.2.21	Aman ta tèlèba ta woy skwi ta, skwi Yèsu Kristi ka ɓai.
PHP.2.22	Aman kin sun Timothée, nenga'a njkudo ma, a n'nza a sam ga, a ntakahayè a géƋ ma mbela'a, ara kra man a takaha bab na. 
PHP.2.23	l zhèrè te ndav, te deɓa'a man i tsena skwi man ta da gi a sam ga a ma ma, i war i zlinda kinè Timothée. 
PHP.2.24	Aman i fì gèƌ a vna, te Bi Yesu, aman iyè a ri ga, a di i dè a sam kinè ndul ndul.
PHP.2.25	Aman i huro amba aman i zlinda kinè Epaphrodite ba, kramam nga. Nenga'a ndo mizlinè ga, ndo man nga gi var a vna, ndo sak kinè, ndo ntakaha kinè te di man a ga. 
PHP.2.26	Mpataka kinè tèlèba a keƌa'a, a ndav nenga'a m'mbeƌa, a géƌ man kin tsena'a, ara man nenga'a mbelakaɓai. 
PHP.2.27	A patsakai skwa a ndza na man a vèvèd a vava. Aman a nsau Bi Zhiklè te va, nenga'a genè ka ɓai, aman iyè ba, a woy a mbedamay ndav pèc pècèk azɓai.
PHP.2.28	A i zlindè ani tsam tsam, aman kin da rka'a, a kin wuffè za'a, a iyè ba, i kuƋi a vata azɓai. 
PHP.2.29	Voco nenga'a te Bi Yèsu a mwuffè tèlèba, vaslebarde ta ndohi haha! 
PHP.2.30	Aman a géƋ mizlinè Kristi a m'mbel na pshetühtüh, a nrka nshèffè na ara skwi ambalai, a géƋ man a slaha a ntakahayè te di man a kinè.
PHP.3.1	A va'a, dalahimam ga, vawuffa te Bi Yèsu! I ngézhè azɓai, aman i windè kinè ma lèmèlèmè pèc pècèk, a kin da ngècè wuƋi a vna. 
PHP.3.2	Vagu maya a kdadihai, vagu maya a ndohi mizlinè ambaɓihia'a, vagu maya a ma n'ngél ngwon ncèkèlma. 
PHP.3.3	Aman nga ngots n'ngél ngwon nzura'a, nga man nga gi mizlinè Zhiklè te Mèzhèɓ nenga'a, a njégèr va nga a zhè, nenga'a Yèsu Kristi; nga fi gèƌ a ndo ara nyakaƌ na ka ɓai. 
PHP.3.4	I ba i slaha i fi gèƌ a va ga ara nyakaƌ ga, man i woya'a.
PHP.3.4	Aman ndo ngiƌè a huro, a slaha a nfi gèƌ ara nyakaƌ na, iyè i slaha holhola'a: 
PHP.3.5	Ta ngelay ngwon te m'mèn matsamakaƌa'a; i ndo Israel, te gwoli Benjamin, ndo Hébreu te verzi Hébreu; te njèjèr ma kita Zhiklè i ndo pharisie; 
PHP.3.6	a géƌ srak i ndo mparaha mpi ndohi Zhiklè; a géƌ ngizura'a ara ma kita Zhiklè, i ndo man ma az a gèƌ na ɓai.
PHP.3.7	Aman skwi man hala'a skwi mbia'a a sam di ga, i rka ara skwi man i kal ga a iyam, a géƌ Kristi. 
PHP.3.8	A vava, ko anai i rka tèlèba ara skwi man i kal ga a iyam, a gèƌ i shin Yèsu Kristi Bi ga a i rka ara zai, a i woya a i ngècè Kristi, 
PHP.3.9	a ta da ngatsyè te nenga'a. I ga a ndo nzura'a ga a géƌ man i fu gèƌ a ma kita Zhiklè ka ɓai; aman ngizura'a man a shkè te ncè Yèsu Kristi a ndav, ngizura'a man a shkè te Bi Zhiklè a géƌ ncè-a-ndav.
PHP.3.10	I war a i shin wuƌi nslambaƌkaƌauda nenga'a, a nsi matakwan a nda nenga'a, a i lèmdè va ga a m'metsi nenga a, 
PHP.3.11	aman i ngècè nslambaƌkaƌauda te ndev ndohi m'metsa'a, aman i slaha.
PHP.3.12	Anai ara man i ngatsa di ɓai, a i ga njèlèlè'a di ɓai. Aman i hi a verzia'a, man i slaha a i gshè'a, te man Yèsu a ngsyè ma. 
PHP.3.13	Dalahimam ga, i rka va ga, ara man i ngatsa skwi haha di ɓai. Aman i gi skwi staƌ: Skwi nte deɓa a pcokoy a gèƋ, a i kokür va, 
PHP.3.14	a i hi a sam skwi man a zhè a ma, a sam n'ndikèma, a sam skwi ntulè, a sam man Zhiklè a baba nga a pa te Yèsu Kristi.
PHP.3.15	Tèlèba te ndev kinè, man ta gra ma, sèi ngohurokoy arsa. Aman a sam ngiƋè kin hér skwi tsaƋ, a di Zhiklè a ngreda kinè. 
PHP.3.16	Te skwi man nga ngots ma, ngogsokoy va a vna! 
PHP.3.17	Vagu lèmèlèmè ara ga, dalahimam ga, vapu di a tenga'a man ta gi arsa! Valèmda va kinè a nga! 
PHP.3.18	Aman ta kumba ta ga a mayamhi wof ngézlèl Kristi. AgéƋ tenga'a i gaƌa kinè sak kumba ma; aman anai i gaƋa kinè a kuƋa a dai.
PHP.3.19	Ndikèma tenga'a, sam ngéƌèsh ta. Zhiklè tenga'a, hwaƋ ta. N'njèl tenga'a, hori ta, ta hér skwi herkeda. 
PHP.3.20	Aman nga ndohi kokwar Zhiklè te géƋè'a, te nenga'a nga zhèr ndo m'mbel ndo, Bi Yèsu Kristi, 
PHP.3.21	nenga'a man a di a ngwèdè va nga ambali haha, a va n'njèl na, te wuƋi nenga'a, man a slaha a feda skwi tèlèba a hwaƋ sak na.
PHP.4.1	Gar haha, kramamhi ga, man i woy kinè, man i zhèr kinè, man i wuffè a géƋ kinè, man i jégèr va a géƋ kinè! Vazlatsa tara'a te Bai Yèsu, a kin gidè azɓai, dalahimam ga! 
PHP.4.2	I bidè Evodie a i bidè Syntyche, man ta hérè te ndav lèmèlèmè te Bai Yèsu. 
PHP.4.3	A vava ka ba, ndo ntakahayè nlèɓèslèa, sèi ka takaha ta ngwozi haha. Ta takahayè a ngi gèjau a géƋ ma mbela'a, a nda Clément, a ndohi ntakahayè ngiƋè, man nzlembaƋ ta a zhè te Ƌèlèwèr nshèffè.
PHP.4.4	Vawuffa te Bai Yèsu pèc pècèk, a i gaƋa kinè za'a: Vawuffa! 
PHP.4.5	Vangreda ta maya nshèffè kinè man amba a ndohi tèlèba! Bai Yèsu a shkè ndul ndul. 
PHP.4.6	Kin hur gèƋ zlau ɓai! Aman te skwi tèlèba, vatsu rai mbuhmbuha'a, a nshid gèƋ a sam Bi Zhiklè. 
PHP.4.7	A gumi Bi Zhiklè man a fena maya te gèƋ nga tèlèba, da ɓür ndav kinè, a nhér gèƋ kinè te Yèsu Kristi!
PHP.4.8	A va'a, dalahimam ga, skwi man nzura'a, man a maya nlèɓèslèa, man a vava, man nkezla'a, man amba, man mbela'a, a maya te gèƋ, a nshid gèƋ, vahur nenga'a! 
PHP.4.9	Skwi tèlèba man kin sundo, kin ngotso, kin tsena'a a kin rka'a a sam ga, vagu arsa! Te deɓa'a Zhiklè gumai a di a zhè a nda kinè.
PHP.4.10	I wuffè holhola'a te Bai Yèsu, te man kin ngots wuƋi za'a, a kin waray dai. Kin waray di nshèièkura'a ma, aman te deɓa'a kin ngatsa ria ɓai. 
PHP.4.11	l gèƋ ma haha azɓai, te man i woy skwai. I slebau, aman skwi man i ngotso, dè'ayè. 
PHP.4.12	I sla ba a i nzi ara ndo ntawassa, i slaha a i nzi ara ndo mwala'a; skwi tèlèba i slebau. I slaha tèlèba, ko man dè'ay ma, ko man mi a keƌyè, ko i ngotso, a njèkèƌia'a a zhè, ko i tèkwèn skwai.
PHP.4.13	I slaha skwi tèlèba a nda nenga'a, man a vay wuƌai. 
PHP.4.14	Aman kin gu amba, aman kin takahayè te matakwan ga. 
PHP.4.15	Kinè ndohi Philippes, kin suna, aman te nhinkaƋ ma mbela'a, man i do a kokwar Macédoine, mpi ndohi Zhiklè ngiƌè ta geday skwi man ta ngotso a skwi man ta gu a vna ɓai, sèi kinè staƌgenè. 
PHP.4.16	Aman i te kokwar Thessalonique dai, kin zlündo skwi a sam ga, a gi sak cèw.
PHP.4.17	I zhèr skwi te ri kinè ka ɓai, aman i woya aman skwi mbela'a a shkè auda te nshèffe kinè. 
PHP.4.18	Aman antanta i ngreda kinè, ara man i ngots skwi tèlèba, kumɓa, a njèkèƌia'a a zhè. I tèkwèn skwi asaɓai, a gèƌ skwi kinè man amba, man i ngots te ri Epaphrodite: ara skwi man kin va na Zhiklè man a wuffe a gèƌè'a, ambaba, man a cè'a. 
PHP.4.19	A skwi man kin tèkwènè'a, Zhiklè ga a di a va kinè, ara n'njèl nenga'a mbia'a te Yèsu Kristi.
PHP.4.20	Aman a Zhiklè, Bab nga, nslébèrdè pèc pècèk, a mèdèp ba. Amen. 
PHP.4.21	Vaga ta mbalai a ndohi Zhiklè nkezla'a tèlèba te Yèsu Kristi! Kramamhi man ta zhè a sam ga ta ga kine mbalai. 
PHP.4.22	Ndohi Zhiklè nkezla'a tèlèba, holhola'a golahi César ta ga kinè mbalai. 
PHP.4.23	Pombai Bi Yèsu Kristi da zhè a nda mèzhèɓ kinè!
COL.1.1	Paul, ndo sak Kristi Yèsu, ara Zhiklè man a woya'a, a Timothée, kramam nga, 
COL.1.2	a sam ndohi Zhiklè nkezla'a te Colosses, a sam kramamhi nga nlèɓèslè'a te Kristi: Pombai a gumai a nda kinè, te Zhiklè, Bab nga! 
COL.1.3	Nga shid gèƋ a Zhiklè, Bab Bi nga Yèsu Kristi, pèc pècèk, aman nga tsi ri a géƋ kinè,
COL.1.4	te man nga tsena'a, ara man kin co Yèsu Kristi a ndav, ara man kin woy ta ndohi Zhiklè tèlèba, 
COL.1.5	a géƋ skwi man kin zhèrè te ndav, man ntila t'hai te zhiklè te géƋè'a, man kin tsena nshèlèkura'a te ma nzura'a, ma mbela'a. 
COL.1.6	Na zhè a sam kinè, na zhè t'herkeda tèlèba, a yi wuda ngutsuɓa'a, a grè a ma ma lèmèlèmè ara man a sam kinè, a hüno a pats man kin tsena nshèlèkura'a, akin sun pombi Zhiklè te ma nzura ma.
COL.1.7	Kin sundo arsa a sam Epaphras, man nga woya a ndav nga, man nga mbi a mizlinè a vna. Nenga'a ndo mizlinè Kristi nlèɓèslè'a a sam nga, 
COL.1.8	man a ngra nga mwoy-ndo a ndav kinè te Mèzhèɓ Zhiklè. 
COL.1.9	Gar haha nga ba, a pats man nga tsena'a, nga jèka ɓai, aman nga tsi ri a Zhiklè pèc pècèk a géƋ kinè: ndav kinè da ndha te nshin skwi man Zhiklè a woya'a, a maya, a nshin skwi te Mèzhèɓ Zhiklè tsaƋ tsaƋ,
COL.1.10	a kin nzi ara man Bai Yèsu a woya'a, ara man ambaba, pèc pècèk, a skwi man amba staƋ staƋ tèlèba, a shkè auda te mizlinè kine, a kin grè a ma ma te nshin Zhiklè; 
COL.1.11	kin nzala, a wuƌai, ara wuƋi n'njèl nenga'a tèlèba, aman kin dè a ma ma te nzhèr skwi a dai, a mwuffè. 
COL.1.12	Gar haha va shüd gèƌ a Bab nga, man a til kinè, aman kin slaha a kin ngècè skwi Zhiklè a nda ndohi Zhiklè a sam nhela'a.
COL.1.13	A mpreka nga auda te ri wuƌi ruva, a mpe nga a kokwar-Bi kra nenga'a, man a woya a ndav na, 
COL.1.14	te nenga'a gèƋ nga mpela, mali nga mpra'a. 
COL.1.15	Nenga'a lèmèlèmè ara Zhiklè man ndo a nrka a di ɓai, tsuvom skwi tèlèba man Zhiklè a gau. 
COL.1.16	Aman skwi tèlèba n'nga a nenga'a, skwi te giƌfèk, skwi a géƋ herkeda, skwi man di ndo a rka'a, skwi man ndo a nrka di ɓai, sam n'nzi bihai, bihai, kokwar-Bihai, a wuƋihai. Skwi tèlèba n'nga te nenga'a, a gèƌ nenga'a. 
COL.1.17	Nenga'a a zhè nshèlèkura'a, a gshè skwi tèlèba, aman a nzi dai.
COL.1.18	Nenga'a gèƋ va, gèƋ mpi ndohi Zhiklè; nenga'a nhinkaƌ skwi tèlèba, nshèlèkura'a man a slambaƌkaƌauda te ndev ndohi m'metsa'a. Te skwi tèlèba tsuvoma'a. 
COL.1.19	Ambaba Zhiklè, aman skwi na tèlèba a zhè te nenga'a. 
COL.1.20	Te nenga'a Zhiklè a m'menda gumai a hai a gèƌ skwi tèlèba, ko a gèƌ herkeda, ko te zhiklè te géƌé'a, te man a tsu gumi a pombaz nenga'a a deɓ wof ngézlèl na. 
COL.1.21	Kinè ba, man kin hala'a dra a sam na, mayamhi na te skwi man kin hérè'a, a kin gia'a man ambaɓai,
COL.1.22	Zhiklè a m'menda gumi a hai a nda kinè te kra nenga'a man a vau va nenga'a a m'metsai. A nda zlatsede kinè ndohi nkezla'a, mali az a sam kinè ɓai, ma az a gèƌ kinè ɓai a sam di na. 
COL.1.23	Aman sèi kin nzi tara'a te ncè-a-ndav, a kin dè a ma ma, a kin gidè va azɓai, a kin jèkeda nzhèr ma mbela'a te ndav azɓai, man kin tsena'a, a ta njè'a a gèƌ herkeda tèlèba. Iyè Paul, i ga'a a ndo mizlinè nenga'a.
COL.1.24	Anai i wuffè te matakwan man i si a géƋ kinè. A matakwan Kristi, man az telè di ɓai, i rufa te va ga, a géƋ mpi ndohi Zhiklè, va nenga'a. 
COL.1.25	I ga'a a ndo mizlinè tenga'a, ara Zhiklè man a huro, a mvay a rai, a géƋ kinè, aman i ngreda ma Zhiklè tèlèba. 
COL.1.26	Nasa man n'ngheda daga hala'a a sam gerzi ndohi tèlèba, aman antanta n'ngreda auda asam ndohi nenga'a;
COL.1.27	tenga'a man Zhiklè a woya a ngreda ta skwi mèshèlè a n'njèlè te skwi man n'ngheda a sam ndohi nte deɓa: nasa Kristi te kinè, n'njèlè man nga zhèrè te ndav. 
COL.1.28	Nga njè nenga'a, a nga bid ta ndohi telèba, a nga senda ta ndohi tèîèba, a maya tèlèba, aman nga slaha nga zlatseda ndo staƋ staƋ jèlèlè'a te Kristi. 
COL.1.29	A i gi mizlinè a géƌè'a, a i gi mizlinè sa a vazaza a va, a wuƌi Kristi man a zhè te ndav ga.
COL.2.1	l woya aman kin sun var ga man i gi a géƌ kinè, a géƌ ndohi Laodicée tèlèba, a géƌ ndohi ngiƋè kumba man ta rkayè adi di ɓai. 
COL.2.2	A va tawuƋi a ndav ta, a ta hümdè te mwoy-ndo a ta shin skwi mbela'a tèlèba te Kristi. 
COL.2.3	A ta shin skwi Zhiklè, Bab Kristi, n'ngheda'a. Skwi mèshèlè te nshin maya, te nshin skwi tèlèba, n'ngheda te nenga'a. 
COL.2.4	I gaƋa kinè ma haha, aman ndo da pe kinè a wi ɓai, da slafaƌ kinè hi a ma ɓai.
COL.2.5	Ko iyè a sam kinè ɓai, nga humda a nda kinè te Mezhèɓ. A i wuffè aman i rka maya kinè, a ncè-a-ndav kinè te Kristi, man a nza tara'a. 
COL.2.6	Ara man kin co Bai Yèsu Kristi, vodo a ma ma te nenga'a! 
COL.2.7	Ncè-a-ndav kinè da ga ara zluzlor gedenggedenga'a, a kin dè a ma ma, a kin nzi dai te pa, ara man ta njè kinè. Vashüd gèƋ a géƋ nenga'a kumba!
COL.2.8	Vagu maya, aman ndo ngiƌè a ngwode kinè azɓai a nshindè maya nenga'a, man a pe kinè awia ncèkèlma ambalai, a maya nzakaƌ ndohai. Verzi nenga'a njèma ndohai, a gèƌ skwi herkeda, Kristi ka ɓai. 
COL.2.9	Aman te Kristi skwi Zhiklè tèlèba a zhè a vava. 
COL.2.10	Te nenga'a kin ngots skwi tèlèba. Nenga'a a géƌ kokwar-Bihi, a géƌ wuƌihi tèlèba.
COL.2.11	Te nenga'a kinè ndohai man ndav kinè ntila, ntétékè az a sam kinè asaɓai. Kin co Kristi te di man a ngél ngwon. 
COL.2.12	Ta re kinè a nda nenga'a te baptême, kin slambaƌkaƌauda a nda nenga'a te ncè-a-ndav, man Zhiklè a gia'a, nenga'a man a slambaƌda te ndev ndohi m'metsa'a.
COL.2.13	A va kinè nshèffè a nda nenga'a, kinè man hala'a kinè ndohi m'metsa te ri malai, man ndav kinè ntil ɓai, a mpra nga malai te pombi na. 
COL.2.14	A ngedassa Ƌèlèwèr kita man a pin nga, man a fa nga ma a gèƋ. A nco auda te ndev nga, a ndizlda wof ngézlèl na. 
COL.2.15	A nsuƋama ta wuƋi auda a va kokwar-Bihai, a wuƋihai, a n'ngreda ta a sam di ndo tèlè, a ntsa ta sabai a gèƋ.
COL.2.16	Gar haha ndo ngiƋè da bazla kinè mali a gèƋ ɓai, a géƋ skwi n'ndai, a géƋ skwi nsai, a géƋ pats ngolala, mvèng kia, pats nshèk va. 
COL.2.17	Skwi haha tèlèba sèi mèzhèɓ skwi man a ma, te Kristi. 
COL.2.18	Vagu maya, ndo da bezlamda kinè skwi ntul kinè ɓai, ndo man a ga va ara man a manda gèƋ na a hai, a slébèrdè golahi Zhiklè, a jégèr va ambalai te nhér ntétékè va na, a fi va a géƋskwi man a rka na dai.
COL.2.19	Nenga'a a gsa va a Kristi, man gèƌ, ka ɓai. A géƌ Kristi, va ngsa zura'a, a nderzlè gèƌ vatasl a marhi ba, avaa ngrè amba amba, ara man Zhiklè a woya'a. 
COL.2.20	Aman antanta kin mets kinè a sam skwi herkeda ma, te Kristi, a kin va ta civèƋ, aman ta fa kinè ma kita a gèƋ, ara man kinè a herkeda dai: 
COL.2.21	Ka lama na skwi haha ɓai ka tor skwi haha ɓai ka geda ri a pa ɓai ar ta.
COL.2.22	Skwi haha tèlèba a di a géƌ èsh na ara ma nkwèr ndohai, a njèma ndohai man ta gaƋa. 
