MAT.1.1	ابراهیم و داوود اُغلی بُلان عیسی مسیحینگ نِسلی اینه، شِیلِدیر:‏
ACT.15.32	یهودا بیلِن سیلاس نِبیدیلِر.‏ اُلار دُغانلارا کَن ناصیحات اِدیپ، اُلارینگ ایمانینی قاییملادیلار.‏ 
ACT.15.33	بیرنَچه واقت اُل یِرده بُلانلاریندان سُنگرا، دُغانلار اُلاری رِسول‍لارینگ یانینا ساغ-سالامات اوغرادیپ گُیبِردیلِر.‏ 
ACT.15.34	پولس و بارنابا هِم انطاکیه‌ده قالدیلار.‏ 
ACT.15.35	اُلار باشغالار بیلِن بیرلیکده تَعلیم بِریپ، خوش خاباری اِعلان اِتدیلِر.‏
ACT.15.36	بیرنَچه گوندِن سُنگ پولس بارنابا:‏ ‏«‏ایندی خوش خاباری اِعلان اِدِن شَهرلِریمیزه دُلانیپ بارایلی، اُل یِردَکی دُغانلاریمیزی گُروپ، یاغدایلارینی سُرایلی»‏ دییدی.‏ 
ACT.15.37	یوحنا دییلیپ آدلاندیریلیان مَرقُس-دا بارنابا اُزلِری بیلِن اَکیتمِک ایسلِیَردی.‏ 
ACT.15.38	اِمّا پولس اُزلِرینی پامفیلیه‌ده تِرک اِدیپ، خودایینگ خیدماتینی آخیرینا چِنلی بیله دُوام اِتمِدیک مَرقُسی اَکیتمِگی دُغری بیلمِدی.‏ 
ACT.15.39	شِیلِلیکده، آرالاریندا اُنگوشماسیزلیق دُرَپ، اُلار بیری-بیرلِریندِن آیریلدیلار.‏ بارنابا یانینا مَرقُسی آلیپ، کِشتی بیلِن قِپرِسه گیتدی.‏ 
ACT.15.40	پولس بُلسا سیلاسی سایلادی، ایماندارلار اُلاری خودایینگ مِرحِمِتینه تابشیرانلاریندان سُنگرا، اُلار یُلا دوشدولِر.‏ 
ACT.15.41	اُلار سوریه و کیلیکیه آیلانیپ، کِلیسالاری قاییملادیلار.‏
ACT.16.1	پولس دِربه و لِستره شَهرلِرینه گِلدی.‏ لِستره‌ده تیموتاوس آدلی عیسانینگ بیر شَگیردی باردی.‏ اُنونگ اِنه‌سی ایمانلی یَهودیدی، آتاسی بُلسا یونانیدی.‏ 
ACT.16.2	لِستره‌دَکی و قونیه‌دَکی دُغانلار اُل بارادا قاوی سُزلِر آیدیاردیلار.‏ 
ACT.16.3	پولس تیموتاوسی اُزی بیلِن اَکیتمِک ایسلِیَردی.‏ شُنونگ اوچین اُنی سونِّت اِتدیردی، سِبَبی اُل یِرده یاشایان یَهودیلِرینگ هِمِّسی تیموتاوس‌ینگ آتاسینینگ یونانیدیغینی بیلیَردیلِر.‏
ACT.16.4	اُلار شَهرلِرینگ ایچیندِن گِچیپ، اُل یِردَکی ایماندارلارا اورشلیمدَکی رِسول‍لار و یاشولیلار طارافیندان قابول اِدیلِن قارارلارا ایزینا دوشمِکلیگی تابشیریاردیلار.‏ 
ACT.16.5	شِیلِلیکده، دُغانلارینگ ایمانی خاص-دا قاییملانیپ، اُلارینگ سانی هِر گون آرتیاردی.‏
ACT.16.6	مُقادِّس روح طارافیندان خودایینگ سُزونی آسیا وِلایاتینا واغیظ اِتمِکلیگی ساقلانان سُنگ، پولس شُندا فریجیه و غَلاطیه اولکه‌سیندِن گِچدیلِر.‏ 
ACT.16.7	اُلار میسیه سِرحِدینه گِلیپ، بیطینیه وِلایاتینا گیرمِکچی بُلدولار.‏ اِمّا عیسانینگ روحی اُلارا اِجازا بِرمِدی.‏ 
ACT.16.8	اُنسُنگ میسیه‌نینگ اوستو بیلِن تروآسا گیتدیلِر.‏
ACT.16.9	شُل گیجه پولس بیر رویا گُردی.‏ مَقدونیه‌لی بیر آدام اُنونگ قارشیسیندا دوروپ:‏ ‏«‏مَقدونیه گِل، بیزه کُمِک اِت!‏»‏ دییّپ یالباردی.‏ 
ACT.16.10	پولس بو رویانی گُرِنسُنگ، خودای بیزی اُلارا خوش خاباری واغیظ اِتمَگه چاغیریار دییِن نِتیجَه یِتیپ، بیز دِرِّو مَقدونیه طاراف یُلا دوشدوک.‏
ACT.16.11	شِیلِلیکده، تروآسدان کِشتی بیلِن دُغری ساموتراکیا، اِرتیسی هِم نیاپولیسه گیتدیک.‏ 
ACT.16.12	اُل یِردِن-ده مَقدونیه‌نینگ مُهوم وِلایاتیندا یِرلِشیَن فیلیپی شَهرینه گِلدیک.‏ بو شَهر روما باغلیدی.‏ بیز نَچه گونلَپ اُل یِرده قالدیق.‏
ACT.16.13	سَبَّت گونی بیز شَهردِن آرنا کِنارینا چیقدیق.‏ اُل یِرده عیبادات اِدیلیَن یِرینگ باردیغینی بیلیَردیک.‏ اُنسُنگ اُل یِرده ییغنانان آیال‍لار بیلِن اُتوریپ، اُلارا گورّونگ بِرمَگه باشلادیق.‏ 
ACT.16.14	بیزی دینگلَپ اُتورانلارینگ آراسیندا لیدییه آدلی بیر سُوداگَر آیال هِم باردی.‏ اُل تیاتیرا شَهریندِن بُلوپ، آرغاوان پارچالار ساتیاردی.‏ بو آیال خودایا عیبادات اِدیَردی.‏ پولسینگ سُزلِرینه قولاق آسماق اوچین، خودای اُنونگ یورِگینی آچدی.‏ 
ACT.16.15	لیدییه هِمّه اُی-ایچِرسی بیلِن تَعمیدلِنِندِن سُنگرا بیزی اُیونه چاغیریپ:‏ ‏«‏مِنی خودایا صادیق ساییان بُلسانگیز، گِلینگ-ده، اُیومده قالینگ»‏ دییّپ یالباریپ، بیزی راضیلادی.‏
ACT.16.16	بیر گون عیبادات اِدیلیَن یِره باریارقاق، فال آغتاریانچیلیق روحی اِیِلَن بیر قیرناقا دوش گِلدیک.‏ بو قیز فال آتماقلیق بیلِن آقالارینا کَن پول قازانیپ بِریَردی.‏ 
ACT.16.17	اُل پولسینگ و بیزینگ ایزیمیزا دوشوپ:‏ ‏«‏بو آداملار اینگ بِییک خودایینگ بِنده‌لِریدیر.‏ اُلار سیزه نِجات تاپماغینگ یُلونی واغیظ اِدیَرلِر»‏ دییّپ قیغیریاردی.‏ 
ACT.16.18	اُل بیرنَچه گونلَپ شِیله دییّپ قیغیرماغینی دُوام اِتدی.‏ آخیری پولس بیزار بُلوپ، ایزینا اُورولیپ، جینا:‏ ‏«‏عیسی مسیحینگ آدیندان اِمر اِدیَرین:‏ بو قیزینگ ایچیندِن چیق!‏»‏ دییدی.‏ جین شُل واقتینگ اُزونده قیزدان چیقدی.‏
ACT.16.19	اُنونگ آقالاری قازانچ اومیدلارینینگ اِلدِن گیدِنینی گُروپ، پولس بیلِن سیلاسی توتوپ، بازارا چِنلی سویرَپ گِتیردیلِر.‏ 
ACT.16.20	اُلاری حاکیملِرینگ اُوونه گِتیریپ:‏ ‏«‏بو آداملار شَهریمیزده قالماغال توروزیارلار.‏ اُزلِری هِم بُلسا یَهودی، 
ACT.16.21	بیز بُلسا رومی، اُلار بیزینگ قانونیمیزا تِرس گِلیَن عاداتلاری واغیظ اِدیَرلِر.‏ بیزه اُلارینگ عاداتلارینی قابول اِتمِک یا-دا بِرجای اِتمِک قاداغاندیر»‏ دییدیلِر.‏ 
ACT.16.22	خالق هِم پولس بیلِن سیلاسا قارشی آیاغا قالدیلار.‏ شِیلِلیکده، حاکیملِر سِربازلارا اُلارینگ لِباسلارینی چیقاریپ، تایاقلاپ اورماغی دِستور بِردیلِر.‏ 
ACT.16.23	کَن تایاقلانلاریندان سُنگ، زیندانا سالدیلار-دا، زیندانبانا اُلاری قاییم ساقلاماغی تابشیردیلار.‏ 
ACT.16.24	اُل هِم شِیله تابشیریق آلانسُنگ، اُلاری زیندانینگ ایچکی بُلومینه سالیپ، آیاقلارینا یُغین تاختا باغلادیلار.‏
ACT.16.25	یاریگیجَنگ تُوِرِگی پولس بیلِن سیلاس دُغا اِدیپ، خودایا اُوگولی آیدیملار آیدیاردیلار، زیندانیلار هِم اُلاری دینگلِیَردی.‏ 
ACT.16.26	بیردِن گویچلی یِرتیترِمه بُلدی، زیندانینگ دویبی سارسیپ، هِمّه قاپیلار بیردِن آچیلدی، هِمِّلِرینگ زینجیرلاری اوزولدی.‏ 
ACT.16.27	اوقودان اُیانان زیندانبان زیندانینگ قاپیلارینینگ آچیقدیغینی گُردی.‏ اُل زیندانیلار قاچاندیر گومَن اِدیپ، اُزونی اُلدورجِک بُلوپ، قیلیجینی چیقاردی.‏ 
ACT.16.28	اِمّا پولس قاتی سِس بیلِن:‏ ‏«‏ساقلان!‏ جانینگا قاصت اِتمه، بیزینگ هِمَّمیز شو یِرده!‏»‏ دییّپ قیغیردی.‏
ACT.16.29	باش گُزِگچی چیراغ گِتیردیپ، ایچِری تیز گیردی.‏ اُل تیترَپ باریپ، پولس بیلِن سیلاسینگ آیاغینا ییقیلدی.‏ 
ACT.16.30	اُلاری داشاری چیقاریپ:‏ ‏«‏آقالار!‏ مِن نِجات تاپماق اوچین نَمه اِتمِلی؟»‏ دییّپ سُرادی.‏ 
ACT.16.31	اُلار هِم:‏ ‏«‏تانگریمیز عیسی ایمان گِتیر، اُزونگ-ده، هِمّه اُی-ایچِرینگ-ده نِجات تاپارلار»‏ دییدیلِر.‏ 
ACT.16.32	سُنگرا اُلار زیندانبانا و اُنونگ اُی-ایچِرسینه خوش خاباری اِعلان اِتدیلِر.‏ 
ACT.16.33	شُل گیجَه‌نینگ اُزونده زیندانبان اُلاری بیر چِته چیقاریپ، یارالارینی یوودی.‏ سُنگرا شو واقت اُل اُی-ایچِرسیندَکیلِر بیلِن بیله تَعمیدلِندی.‏ 
ACT.16.34	اُنسُنگ اُلاری اُیونه سالیپ، اُولِرینه ساچاق یازدی.‏ اُل تامام اُی-ایچِرسی بیلِن بیرلیکده خودایا ایمان گِتیرِندیگینه بِگِندی.‏
ACT.16.35	اِرتیسی دانگ آتاندا، حاکیملِر اُز قولّوقچیلارینی ایبِریپ:‏ ‏«‏شُل آداملاری بُشات»‏ دییدیلِر.‏ 
ACT.16.36	زیندانبان هِم بو خاباری پولسه یِتیریپ:‏ ‏«‏حاکیملِر سیزه گیدیبِرینگ دییّپ خابار یُلّاپدیرلار.‏ ایندی سیز گیدیپ بیلِرسینگیز.‏ ساغامان بارینگ»‏ دییدی.‏ 
ACT.16.37	اِمّا پولس اُلارا:‏ ‏«‏روم میلّیِتیمیزَه باقمازدان، بیزی خالقینگ اُوونده دِلیلسیز یِنچدیلِر، زیندانا زینگدیلار.‏ نَمه اوچین ایندی بیزی اُغرینچا بُشادیپ گُیبِرجِک بُلیارلار؟ بو بُلماز!‏ قُی، بیزی زینداندان اُزلِری گِلیپ چیقارسینلار»‏ دییدی.‏
ACT.16.38	قولّوقچیلار هِم بو سُزلِری حاکیملِره یِتیردیلِر.‏ حاکیملِر پولس بیلِن سیلاسینگ روم میلّیِتلیدیگینی اِشیدیپ، قاتی قُرقا دوشدولِر.‏ 
ACT.16.39	حاکیملِر گِلیپ، اُلاردان باغیشلامالارینی ایسلِدیلِر و زینداندان آلیپ چیقدیلار.‏ سُنگرا اُلارا شَهردِن گیتمِکلِرینی خاییش اِتدیلِر.‏
ACT.16.40	پولس بیلِن سیلاس زینداندان چیقیپ، لیدییِنینگ اُیونه باردیلار.‏ اُلار بو یِرده ایماندارلار بیلِن دوشوشیپ، اُلاری قوواتلاندیردیلار، سُنگرا اُل یِردِن گیتدیلِر.‏
ACT.17.1	پولس بیلِن سیلاس آمفیپولیس و آپولونیا شَهرلِرینینگ ایچیندِن گِچیپ، تِسالونیکیَه گِلدیلِر.‏ اُل یِرده یَهودیلِرینگ بیر کِنیسه‌سی باردی.‏ 
ACT.17.2	پولس عاداتینا گُرَه کِنیسه گیتدی و اوچ سَبَّت گونی اُلار بیلِن مُقادِّس یازغیلارا گُرَه گورّونگ اِتدی.‏ 
ACT.17.3	اُل مسیحینگ زَحمِت گُرمِگینینگ و سُنگرا اُلومدِن دیرِلمِگینینگ گِرِک بُلاندیغینی دوشوندیریپ بِلّی اِتدی.‏ اُل:‏ ‏«‏مِنینگ سیزه واغیظ اِدیَن عیسام، اُل مسیحدیر»‏ دییدی.‏ 
ACT.17.4	اُلاردان کَبیری پولس بیلِن سیلاسا اینانیپ، اُلارا قُشولدیلار.‏ شِیله هِم خودایا عیبادات اِدیَن کَن سانلی یونانیلار و اولی مِرتِبه‌لی اِنچِمه آیال‍لار اُلارا قُشولدیلار.‏
ACT.17.5	اِمّا یَهودیلِر باخیلچیلیق اِتدیلِر، اُلار بازاردا بیکَر گِزیپ یُرِن یامان آداملارینگ بیرنَچه‌سینی یانلارینا جِملَپ، شَهرده قالماغال توروزدیلار.‏ پولس بیلِن سیلاسی تاپیپ، جِماغاتینگ اُوونه چیقارماق اوچین، یاسونینگ اُیونه دُکولدیلِر.‏ 
