MAT.1.1	Ini ne ban tepuʹun tepun Yesus Keristus cen mela Daut, iaʹ ina mela Ibrahim.
2CO.8.7	Moʹ ikem diaʹ lento neng kadoʹ naʹan puyan, koʹ baʹan puyan pengelan ncem, puyan tiraʹ, puyan penisen, ngan puyan sanget ke mepo kelunan, ngan puyan ncem malaʹ ameʹ. Moʹ ban ne pekina, ameʹ ubaʹ ikem tai nuyan lento dalem gayeng pengemalaʹ ini lete.
2CO.8.8	Isiu heʹ ini, abeʹ e koʹ baʹan ca adet de. Un sepuʹo dau heʹ badaʹ kumpin puyan lepoʹ Makedunia un sanget ke mepo kelunan, seʹ keʹ ten kimet cem mele kumpin sin neng pengelesau hem. 
2CO.8.9	Moʹ ikem tisen puyan pengelesau Tuhan le Yesus Keristus, naʹ pe leto pengudip pe, ia nengangan tai kasip tuman ikem, apan ikem ke tai nuyan kelunan iaʹ mudip lento kuʹun pengekasip pe.
2CO.8.10	Neng puyan ini akeʹ badaʹ kimet ceʹ, ikem iaʹ nading pemuyan ini uman ca are, tiga hem pelepa ha naʹkini. Lan te neng puyan ini, ikem iaʹ ading uyan ne. Ikem iaʹ ading un kimet iaʹ ke pekimet uyan ne pe. 
2CO.8.11	Tuman ina, tiga hem menco ho pa ha lepa. Tiga hem alaʹ penyanget iaʹ ke nguʹo ho kuaʹ baʹan penyanget cem iaʹ nyedep pe cen kena are, ngan kanan inu iaʹ un neng ata hem. 
2CO.8.12	Buk ke sanget tekaʹ tawai hem ubaʹ ke mencai inu hem, Allah iaʹ tisen inu iaʹ ikem sukat mencai. Tuman ina ia ubaʹ alaʹ pencai hem, abeʹ e tuman inu iaʹ abeʹ un neng ikem.
2CO.8.13+2CO.8.14	Abeʹ keʹ ubaʹ ngenyiʹan mpin dulu man puyan ngebahat mpin ncem. Di lareʹ moʹ ikem diaʹ beso dalau ini, tekep lete ikem mepo ida diaʹ lien. Buk kem ketai lien uʹo, ngan ida iaʹ beso, ida iaʹ ke mepo ikem. Buk ke pekina, mung le ketai kuaʹ. 
2CO.8.15	Koʹ baʹan dau Kitap iaʹ kuma ha:
2CO.8.15	“Kelunan iaʹ un bioʹ ajau,
2CO.8.15	abeʹ e un kadoʹ aleʹ.
2CO.8.15	Ngan kelunan iaʹ un iʹut ajau,
2CO.8.15	abeʹ e un tepet anun ne.”
2CO.8.16	Ameʹ nyuaʹ tiga saheʹ palaʹ Allah moʹ o naʹ me Titus tawai iaʹ sanget ubaʹ ke mepo ikem kuaʹ baʹan ameʹ lete. 
2CO.8.17	Abeʹ e bang selama dau mayo pengenyat meʹ le, atek sanget pe ia ke mepo ikem, ina ne ukoʹ o metek ke nai palaʹ ikem neng pengubaʹ a tengen. 
2CO.8.18	Un ca usa laʹa iaʹ ameʹ cuk tai serengan Titus. Singket Mpun un bioʹ tekaʹ selama neng laki ini, tuman gayeng nge pedenga Denga Injil. 
2CO.8.19	Pit pelaʹa diaʹ Mpun lemileʹ ia ngan cuk ia masat serengan ameʹ telu diaʹ mejo gayeng pengelesau ini tuman serema peniga Tuhan, mentung badaʹ seʹ meʹ ubaʹ pepo ngan ncem.
2CO.8.20	Ameʹ pekimet tiga tiga neng puyan kumpin meʹ ke petubo pencai bioʹ ini, malap dulu mele aheʹ pe ke pesalaʹ ameʹ. 
2CO.8.21	Ameʹ nengangan ban uyan iaʹ teneng neng juma Tuhan, mentung neng juma kelunan lete.
2CO.8.22	Pekina ban puyan meʹ cuk iaʹ cenganak meʹ idai tai serengan ida telu. Kudaʹ liwai pe ameʹ lepa ten puyan ne, ngan tisen ban lemuto ho sanget tekaʹ ubaʹ pepo ngan le. Naʹkini ban ne bioʹ kuʹo ne tapi ie neng ikem, seʹ e sanget kuʹo ke tekaʹ a ubaʹ pepo ngan le. 
2CO.8.23	Koʹ baʹan Titus ne, ia iaʹ pemung pegayeng ngan nceʹ tuman meʹ mepo ikem. Koʹ baʹan ida telu cenganak meʹ diaʹ ca tai serengan Titus ne, ida seleket saliu Mpun nte. Seʹ de nyerema peniga Keristus lete. 
2CO.8.24	Tuman ina, tiga hem peluhaʹ seʹ puyan pengemalaʹ kem palaʹ ida, apan singket Mpun ke tisen kidi lan, mentung nte ke tisen ban tekep puyan meʹ selum tekaʹ kuʹun ncem.
2CO.9.1	Iaʹ lan ne, abeʹ titin nceʹ nyurat mikem neng puyan le ngatu inu man le mepo kelunan diaʹ anun Allah kaʹ tanaʹ Yudia. 
2CO.9.2	Akeʹ tisen ban ikem iaʹ ubaʹ pepo ngan le. Lepa heʹ badaʹ me kelunan kaʹ tanaʹ Makedunia kumpin ngkeʹ selum tuman ikem. Pekini dau heʹ neng ida: “Cenganak le kaʹ tanaʹ Gerika lepa ca uman un tenup ke pepo ngan le.” Kadoʹ de tai sanget kuʹun denga penyanget cem. 
2CO.9.3	Naʹkini akeʹ cuk diaʹ cenganak le dini tai palaʹ ikem apan dau meʹ selum kuʹun ncem abeʹ tai nuyan isiu pelo-lo, di lareʹ ketai ie nuyan koʹ baʹan dau heʹ are, ngan tenup ne pencai hem iaʹ ke mepo kelunan ina. 
2CO.9.4	Buk ke abeʹ un pekina, masaʹ kenai kudaʹ usa kelunan Makedunia serengan akeʹ uʹo, sulo re taʹan seʹ kem abeʹ un petenup lepe, atek saʹe tekaʹ meʹ ʹo, moʹ bioʹ penina meʹ neng ikem cen kena are. Nco pe ikem un saʹe lete. 
2CO.9.5	Ina ukoʹ keʹ kuma tiga buk keʹ cuk diaʹ cenganak le dini tai tahaʹ tena neng akeʹ, ngan petenup pencai iaʹ ikem lepa petuket ke mencai are. Idi tegoʹ kenai heʹ abeʹ ʹo, un luhaʹ ban tenup ne kuʹun pengubaʹ kem, abeʹ e kuʹun iaʹ ke lemejen.
2CO.9.6	Nawai tiga neng isiu ini: kelunan iaʹ ke mula kediʹut le luang, ia ke majau kediʹut le. Un sepuʹo kelunan iaʹ mula kadoʹ luang, ia ke majau bioʹ. 
2CO.9.7	Tuman ina, tekep ne singket usa metep kimet te tengen, sulo naʹ tuaʹ le, ayen ne ngan tekaʹ nesen buk ke abeʹ un tekaʹ sihoʹ pejen, moʹ Allah iaʹ malaʹ kelunan iaʹ naʹ tuaʹ ngan bangen. 
2CO.9.8	Allah iaʹ senteng naʹ suheʹ neng iaʹ ikem ke kanan, apan ncem lemuto ke un iaʹ sukat me usa hem tengen, ngan man iaʹ suheʹ ina ikem senteng mejo singket naʹan gayeng iaʹ tiga ne. 
2CO.9.9	Koʹ baʹan dau Kitap iaʹ kuma ha:
2CO.9.9	“Ngan lebang puyan ne ia naʹ me kelunan kasip,
2CO.9.9	ngan puyan peniga ha un pa majan ʹo.”
2CO.9.10	Allah iaʹ naʹ luang padai senteng le nugan, ngan kanen sukat le uman. Allah ina lete iaʹ ke naʹ mikem luang padai iaʹ tekep ikem ke un. Ngan ia iaʹ ke pudip pe, apan ncem un ajau iaʹ lento tuman puyan ncem lebang nugan are. 
2CO.9.11	Allah iaʹ lemuto naʹ pengudip kem sukat sukat lento, apan ncem sukat lemuto naʹ tuaʹ ngan lebang puyan ncem, idi kadoʹ kelunan ke nyuaʹ tiga saheʹ palaʹ Allah tuman pencai hem iaʹ ameʹ ngkin palaʹ ida. 
2CO.9.12	Moʹ puyan sebayang ngkem iaʹ pekini un mepo kelunan diaʹ anun Tuhan diaʹ tepet dina. Pit laʹa puyan ina ke meteʹ puyan iaʹ nyuaʹ tiga saheʹ palaʹ Allah ngan lusut lusut seʹ puyan ne. 
2CO.9.13	Laʹa puyan sebayang ngkem ini iaʹ badaʹ ban isiu hem un sin. Tuman ina kadoʹ kelunan ke nyerema peniga Allah kuʹun puyan ncem semamet neng Denga Injil Keristus iaʹ ikem pedenga, ngan kuʹun puyan ncem pawat bang ngan lebang seʹ puyan ncem palaʹ ida, pekina pe palaʹ mung kelunan diaʹ ca pe. 
2CO.9.14	Pekina pe ida ke lemameʹ Tuhan mikem ngan bioʹ saheʹ neng ikem, moʹ tekinco bioʹ puyan pengelesau Allah iaʹ ia lebang naʹ mikem. 
2CO.9.15	Tiga le mung nyuaʹ tiga saheʹ palaʹ Allah tuman pencai ie iaʹ lapa bioʹ neng ʹo iaʹ ilu senteng pisiu.
2CO.10.1	Akeʹ, Paulus tengen iaʹ naten nyat neng ikem, naʹ pe dulu kuma akeʹ iaʹ lemaʹ saheʹ dalau heʹ un ngan ncem are, ngan makang dalau usa heʹ coʹ cen ikem. Akeʹ nyat ikem, kuaʹ puyan Keristus iaʹ un lemaʹ saheʹ ngan lesau. 
2CO.10.2	Ayen lemejen akeʹ nai ngkin akang palaʹ ikem. Man akang ngkeʹ senteng pisiu kelunan diaʹ badaʹ ban ameʹ kanan penyaheʹ usun tanaʹ dalem gayeng meʹ. 
2CO.10.3	Lan te ameʹ mudip kusun tanaʹ, un sepuʹo abeʹ meʹ ti ngan bunoʹ meʹ man puyan penyaheʹ usun tanaʹ. 
2CO.10.4	Ameʹ ti ngan ca naʹan senganan, abeʹ e senganan iaʹ man kelunan ke pepatai kusun tanaʹ ini, di lareʹ senganan iaʹ bioʹ penyukat cen Allah, iaʹ sukat nasaʹ kerahan bunoʹ le. Ameʹ nasaʹ tiraʹ panyi. 
2CO.10.5	Ameʹ ngasing puyan balang iaʹ dulu medeng man nte ke mempeng kelunan ke ngetisen Allah. Ameʹ meput singket sedep kimet kelunan apan ne semamet bayaʹ Keristus. 
2CO.10.6	Dalau hem lepa pedaʹam puyan ncem semamet are, ameʹ ke un tenup tekaʹ ke mukum inu puyan iaʹ muau ʹo.
2CO.10.7	Ikem iaʹ naʹat seʹ puyan tahaʹ awang. Koʹ baʹan kelunan mele aheʹ pe iaʹ kuma neng ata ha tengen, Keristus iaʹ un ia, tiga ha numpak pekimet puyan usa ha tengen laʹa, moʹ kuaʹ baʹan ameʹ diaʹ anun Keristus, pekina pe ia nuyan anun Keristus lete. 
2CO.10.8	Lan te akeʹ badaʹ kaʹ keʹ selum kuʹun puyan penyukat iaʹ Tuhan naʹ mameʹ telu. Naʹ pe dau heʹ selum ina un pelapa kediʹut, abeʹ keʹ saʹe, moʹ penyukat ina ne puyan iaʹ sukat medeng ikem salet, abeʹ e puyan iaʹ ke ngasing ikem. 
2CO.10.9	Abeʹ keʹ ubaʹ seʹ puyan surat ceʹ ke pebisau ikem. 
2CO.10.10	Dau palai kuma ha: “Surat Paulus un nyarem ngan pali dau, un sepuʹo tegoʹ usa ha un ngan le, lemaʹ seʹ e ne, ngan tiraʹ a pe abeʹ un ateng nte.” 
2CO.10.11	Kelunan iaʹ pekina dau tekep pe tai tisen, ban puyan isiu iaʹ ameʹ nyurat cen coʹ, abeʹ e tekajaʹ cen puyan meʹ ke uyan dalau meʹ ke ngelineʹ ngan ncem.
2CO.10.12	Abeʹ meʹ makang ke kahum cap ngan kelunan diaʹ pempau ngadan nte tengen. Abeʹ senteng pata pekimet ameʹ ngan nte. Puyan nte puyan mapaʹ. Ida nup uyan kuaʹ man pekuaʹ ngadan nte tengen. Ida metep kimet de neng puyan usa re tengen man kuaʹ iaʹ ida tengen uyan lete. 
2CO.10.13	Un sepuʹo puyan meʹ badaʹ selum tekaʹ meʹ, abeʹ e pelapa iaʹ tekep. Moʹ tekep meʹ selum tekaʹ dalem tulat gayeng iaʹ Allah lepa petulat mameʹ, kahum pe ikem kidi. 
2CO.10.14	Moʹ ban ikem iaʹ kahum kidi, abeʹ meʹ pelapa neng iaʹ tekep dalau meʹ nai ngkin Denga Injil neng Keristus palaʹ ikem cen naʹaʹ are. 
2CO.10.15	Ban ne pekina, abeʹ meʹ selum tekaʹ kuʹun gayeng kelunan diaʹ ca iaʹ lapa neng tulat iaʹ Allah petulat mameʹ. Di lareʹ ameʹ nebelum pengelan ncem kenai un pit un pit pa ketai puyan gayeng meʹ neng ahang ikem kenai un bioʹ kuʹo ne. Un sepuʹo lemuto gayeng meʹ un tahaʹ dalem sahang iaʹ Allah badaʹ ban iaʹ tekep. 
2CO.10.16	Tuman ina, ameʹ senteng pedenga Denga Injil dalem tanaʹ iaʹ ca iaʹ coʹ cen ikem. Abeʹ titin meʹ selum kuʹun gayeng ca naʹan kelunan uyan dalem tulat te.
2CO.10.17	Un sepuʹo kuaʹ baʹan dau Kitap iaʹ kuma ha: “Aheʹ iaʹ ubaʹ tekaʹ ke selum, tekep pe selum kuʹun puyan iaʹ Tuhan lepa uyan.” 
2CO.10.18	Moʹ tegoʹ Tuhan ke pada ca kelunan, luhaʹ ban Tuhan iaʹ ubaʹ neng ia. Abeʹ e pekina tegoʹ ca kelunan ke pada usa ha tengen.
2CO.11.1	Awaʹ pe ikem dadoʹ denaʹ neng akeʹ. Naʹ pe mapaʹ kediʹut ne dau heʹ, dadoʹ denaʹ ading. 
2CO.11.2	Akeʹ miʹet neng ikem kuaʹ baʹan Allah iaʹ miʹet neng ikem. Akeʹ pekata ikem man ca usa dekiʹit leto iaʹ buheʹ iaʹ akeʹ lepa petulat ke naʹ me ca usa laki, iaʹ ina seleket Keristus. 
2CO.11.3	Akeʹ malap kimet cem tai pejugau ngan iaʹ jaʹat, malap ikem pe lepo kimet cem iaʹ luʹung luʹung tekaʹ ke malaʹ Keristus are, koʹ baʹan seʹ Hawa sihoʹ panyi bali ncung ulai iaʹ tudi palo ia are. 
2CO.11.4	Adeʹ kem selama alaʹ kelunan iaʹ pedenga ca naʹan Yesus, abeʹ e kuaʹ baʹan Yesus iaʹ ameʹ pedenga mikem are. Seʹ kem alaʹ ca naʹan berua ngan ca naʹan denga injil, atek ca naʹan ne berua buheʹ ngan denga injil iaʹ ikem lepa alaʹ cen ameʹ are.
2CO.11.5	Naʹ pe lawa Injil hem dina un ngadan bioʹ, abeʹ un tepa tekaʹ keʹ neng ida. 
2CO.11.6	Naʹ pe akeʹ mabi pisiu, abeʹ e kuʹun penisen nceʹ tepa. Puyan ini lepa luhaʹ kata ikem dalem singket naʹan puyan ngan singket liwai pe.
2CO.11.7	Dalau heʹ pedenga Denga Injil Allah palaʹ ikem are, abeʹ keʹ cuk ikem nyuaʹ akeʹ man ligit cem. Akeʹ iaʹ alaʹ libaʹ tawai apan ikem iaʹ tai pejung. Kumpin baʹan ncem kidi, salaʹ puyan nceʹ tupe? 
2CO.11.8	Ngajan nceʹ pegayeng neng ahang ikem, un ligit nai palaʹ akeʹ cen Mpun diaʹ ca, seleket ceʹ ngelau neng ida apan nceʹ mepo ikem. 
2CO.11.9	Ngajan nceʹ ngelineʹ ngan ncem are, buk keʹ tepet neng ligit, abeʹ keʹ ngesiat ikem. Moʹ diaʹ cenganak le cen Makedunia diaʹ ngkin inu iaʹ akeʹ tekep ke un. Kuaʹ baʹan puyan nceʹ dalau idai are, pekina lete puyan nceʹ bayaʹ laʹa. Nyahut ceʹ ke ngebahat mpin ncem ne. 
2CO.11.10	Moʹ katuk Keristus iaʹ telit un dalem akeʹ, ina ukoʹ keʹ selum tekaʹ, abeʹ keʹ dayo ho tai penceng mele kempi kempi pa tipo tanaʹ Gerika pe. 
2CO.11.11	Inu tuman nceʹ pekina dau tupe? Tuman ban nceʹ abeʹ un malaʹ ikem taʹin? Allah iaʹ atek tisen lan.
2CO.11.12	Moʹ kumpin layen nceʹ pegayeng naʹkini, pekina lete akeʹ ke penco pegayeng laʹa, apan ida diaʹ “lawa injil” diaʹ ca dina abeʹ senteng uyan ukan ukoʹ de selum kuma ha ban ida diaʹ pegayeng pekuaʹ layen ameʹ pegayeng. 
2CO.11.13	Moʹ ida dina, abeʹ de lawa injil lan. Atek lawa injil palo re, moʹ de palo neng puyan gayeng nte mentung pekaliu seʹ puyan nte, pa re un seʹ de koʹ baʹan lawa Injil Keristus lan. 
2CO.11.14	Sematu un puyan pekina ne moʹ bali Sitan tengen iaʹ mencam pekaliu layen ne pa ha un seʹ kuaʹ layen melikat dema. 
2CO.11.15	Ban ne pekina, abeʹ e puyan bioʹ buk diaʹ ulaʹ bali Sitan mencam pekaliu layen nte, pa re un seʹ kuaʹ layen ulaʹ iaʹ teneng. Ketai kuʹo puyan nte un suaʹ iaʹ marung neng pemuyan nte iaʹ ke nantaʹ ida ʹo.
2CO.11.16	Akeʹ numpak pisiu ikem laʹa. Abeʹ e tekep dulu, mele aheʹ pe, ke kuma akeʹ iaʹ apaʹ. Di lareʹ buk lan ncem kuma akeʹ apaʹ, talan akeʹ ca kelunan apaʹ, sukun ncem alaʹ akeʹ, idi heʹ un kediʹut ukoʹ keʹ selum tekaʹ ʹo. 
2CO.11.17	Isiu heʹ naʹkini, abeʹ e isiu iaʹ Tuhan ubaʹ akeʹ pisiu. Moʹ isiu heʹ neng puyan selum are, lan te koʹ baʹan puyan isiu kelunan apaʹ are. 
2CO.11.18	Moʹ ban kadoʹ kelunan diaʹ selum dau tuman penyaheʹ usa re, akeʹ ubaʹ badaʹ selum dau heʹ lete. 
2CO.11.19	Masaʹ ikem iaʹ tudi pekimet, ina ukoʹ kem nyelama alaʹ kelunan apaʹ. 
2CO.11.20	Lan taʹin, ikem diaʹ tai payo neng kelunan diaʹ petunuk ikem, ngan ngelunyeʹ ikem, ngan ngelabak ikem, ngan penceng ikem, ngan nepap pinga hem. 
2CO.11.21	Abeʹ meʹ senteng pekina puyan, moʹ pelapa lemaʹ saheʹ meʹ. Saʹe tekaʹ keʹ ngahaʹ ina.
2CO.11.21	Un sepuʹo buk ca kelunan, mele aheʹ pe iaʹ makang selum dau puyan ne, akeʹ senteng kuaʹ makang lete. Ahaʹ akeʹ pisiu koʹ baʹan kelunan apaʹ lete. 
2CO.11.22	Idaʹ diaʹ kelunan Iberani mo? Akeʹ lete kelunan Iberani. Ida diaʹ lepoʹ Israil mo? Akeʹ lete lepoʹ Israil. Ida diaʹ mela cen Ibrahim mo? Akeʹ lete mela cen Ibrahim. 
2CO.11.23	Ida diaʹ ulaʹ Keristus mo? Naʹ pe akeʹ koʹ baʹan dau kelunan buling are, di lareʹ akeʹ ini pe ulaʹ iaʹ tiga neng ʹo ida. Buk le pekimet gayeng, akeʹ iaʹ pelapa sanget pegayeng. Ngan puyan le sihoʹ sepin, akeʹ iaʹ kadoʹ liwai sihoʹ o. Ngan puyan dulu lemeta ilu, akeʹ iaʹ kadoʹ liwai sihoʹ o, ngan akeʹ iaʹ kadoʹ liwai nyeng nyeng ke matai. 
2CO.11.24	Lema liwai kelunan Yahudi naʹ ukum peta makeʹ. Neng singket liwai un telu puloʹ piʹen liwai ida lemeta usa heʹ. 
2CO.11.25	Telu liwai kelunan Rum lemeta akeʹ. Ca liwai dulu lemulo batu neng akeʹ. Telu liwai heʹ kahum tegoʹ kapen kaham. Ca liwai ie un dua puloʹ pat jam ngkeʹ dalam banget. 
2CO.11.26	Dalem pengaset ceʹ un kudaʹ liwai heʹ taru kuʹun sungai lempam, pekina pe taru kuʹun kejamun, pekina pe taru kuʹun kelunan, kuaʹ Yahudi pekina pe kuʹun dulu diaʹ ca lete. Un pe taru kaʹ lepoʹ bioʹ, un pe taru kaʹ dalau baʹi, un pe taru kaʹ banget, un pe taru kuʹun cenganak palo lete. 
2CO.11.27	Ameʹ pegayeng ngan nyara. Puto liwai heʹ maga utung alem. Tajen pe akeʹ laʹu ngan muhang. Tajen pe akeʹ tepet neng penguman, ngan neng sengau, ngan neng gelam pe. 
2CO.11.28	Puyan diaʹ ca abeʹ keʹ pisiu pit puyan iaʹ mincaʹ akeʹ singket tau ne, iaʹ ina puyan pubo singket Mpun diaʹ ngelan Tuhan. 
2CO.11.29	Tegoʹ ca usa un lemaʹ, akeʹ un tekaʹ lemaʹ lete. Tegoʹ ca usa tai pihit kaʹ dalem penyalaʹ, un jutaʹ kaʹ penawai heʹ.
2CO.11.30	Buk keʹ tekep ke selum tekaʹ, akeʹ ubaʹ ke selum neng puyan iaʹ ke peluhaʹ pengelemaʹ keʹ. 
2CO.11.31	Moʹ ia iaʹ Allah ngan iaʹ Amai neng Tuhan Yesus, tekep le nyuaʹ tiga saheʹ palaʹ ia pa pa majan. Ia iaʹ tisen ban nyahut ceʹ palo. 
2CO.11.32	Dalau heʹ un kaʹ lepoʹ Damsik are, un laki gebenur iaʹ ngaren dulu kentaʹ Laja Aretas, kun ne cuk sedadu diaʹ mengau pamen lepoʹ ina ke meput akeʹ. 
2CO.11.33	Un sepuʹo diaʹ cenganak le naʹ akeʹ dalem ca gai, sulo muno akeʹ cen ca lubang dalem kerahan batu ina, pekidi heʹ takau cen laki gebenur idai are.
2CO.12.1	Moʹ keʹ sihoʹ pejen, ina ukoʹ keʹ selum dau. Naʹ pe pekina, abeʹ e uyan ca peniga. Un sepuʹo naʹkini kimet ceʹ ubaʹ pisiu neng puyan iaʹ Tuhan lepa naʹ makeʹ, iaʹ ina puyan penaʹat ngan puyan iaʹ Tuhan peluhaʹ makeʹ. 
2CO.12.2	Un ca laki iaʹ mudip dalem Keristus, ban puloʹ pat uman lepa, akeʹ tisen ia tai pejung kaʹ surga iaʹ atek mpau. (Abeʹ keʹ tisen puyan ini nuyan neng usa ha lan buk ke abeʹ un puyan penaʹat tuaʹ le. Bang Allah iaʹ tisen kidi.) 
2CO.12.3	Dau heʹ numpak laʹa, akeʹ tisen laki ina tai pejung kaʹ Lasan Selawan kaʹ surga. (Laʹa abeʹ keʹ tisen puyan ini nuyan neng usa ha lan buk ke abeʹ un puyan penaʹat tuaʹ le. Bang Allah iaʹ tisen kidi.) 
2CO.12.4	Kina ha kenahan dau iaʹ abeʹ un senteng pungkaʹ neng isiu. Un puyan iaʹ abeʹ un tekep paʹ kelunan ke badaʹ. 
2CO.12.5	Tuman ina senteng ngkeʹ selum tekaʹ kuʹun laki ina, di lareʹ abeʹ keʹ ubaʹ ke selum tekaʹ kuʹun usa heʹ tengen buk ke abeʹ un puyan iaʹ badaʹ kumpin seʹ ban pengelemaʹ keʹ. 
2CO.12.6	Buk keʹ un kimet iaʹ ubaʹ selum dau, abeʹ e uyan akeʹ ca kelunan apaʹ, moʹ mung isiu heʹ atek telit lan. Un sepuʹo abeʹ keʹ ubaʹ ke selum dau, uban abeʹ keʹ ubaʹ ca kelunan mele aheʹ pe ke ngempau ngadan nceʹ lapa neng puyan iaʹ ia lepa tisen akeʹ uyan, ngan isiu heʹ iaʹ ia lepa kenahan pe.
2CO.12.7	Malap mpau tekaʹ penawai heʹ kuʹun puyan penaʹat iaʹ tiga laleʹ are, Tuhan naʹ ca puyan iaʹ petuyen akeʹ, seleket ca teman suhaʹ iaʹ kalen dalem sin usa heʹ, seʹ e nuyan ca puyan man petawai akeʹ neng Sitan, ngan nyakit akeʹ malap tai mpau penawai heʹ. 
2CO.12.8	Ngan telu liwai heʹ lemameʹ nyat Tuhan mesau puyan ini. 
2CO.12.9	Un dau ue mipa akeʹ kuma ha: “Bang pengelesau heʹ iaʹ sukat mikoʹ, moʹ penyukat ceʹ muat ke luhaʹ tegoʹ kelunan lemaʹ tekaʹ.” Tuman ina un bangen ngan selum tekaʹ keʹ kuʹun pengelemaʹ puyan nceʹ, idi heʹ tisen penyukat Keristus nyelempau akeʹ. 
2CO.12.10	Ina ukoʹ denaʹ saheʹ keʹ dalau un puyan lemaʹ, pekina pe dalau dulu pejaʹat akeʹ, pekina pe dalau keta, ngan dalau dulu nyakit akeʹ, ngan dalau taru tuman Keristus. Moʹ dalau heʹ lemaʹ, dalau ina lete akeʹ un pali.
2CO.12.11	Puyan nceʹ koʹ baʹan kelunan apaʹ re, moʹ pejen tekaʹ keʹ kuʹun ncem. Di lareʹ tekep lete ikem diaʹ ke nyebelang akeʹ. Naʹ pe akeʹ abeʹ un inu inu, abeʹ keʹ tepa neng diaʹ lawa Injil diaʹ ca naʹan seʹ idai are. 
2CO.12.12	Puyan iaʹ badaʹ ban akeʹ ca lawa Injil lepa luhaʹ neng ahang ikem, peging ngan puyan denaʹ tawai pe. Lepa un puyan tedanaʹ, un pe puyan bulen, un pe puyan nyingan. 
2CO.12.13	Neng puyan kumpin ne ameʹ piʹut ikem nuyan selepeʹ ngan Mpun diaʹ ca tupe? Selu un pe ca puyan, iaʹ ina abeʹ keʹ nyat inu me usa heʹ tengen, malap pebahat mpin ncem. Moʹ puyan nceʹ un selepeʹ pekina, akeʹ nyat ikem lesau akeʹ neng puyan ina.
2CO.12.14	Naʹkini un tenup tekaʹ keʹ nai menoʹ ikem. Ini iaʹ ketelu liwai ie, ngan abeʹ keʹ ubaʹ nyat ca inu neng ikem. Akeʹ mita ikem. Abeʹ keʹ mita inu hem. Abeʹ e tekep diaʹ anak ke peremun inu man pubo diaʹ tuʹa re, di lareʹ tekep diaʹ tuʹa ke peremun inu man pubo anak de. 
2CO.12.15	Telit akeʹ, bangen tekaʹ buk keʹ ke naʹ mung inu heʹ pit usa heʹ pelaʹa tuman nceʹ ke mepo ikem. Kumpin taʹin, abeʹ un bioʹ kaʹ kimet cem malaʹ akeʹ uban bioʹ kaʹ kimet ceʹ malaʹ ikem tupe?
2CO.12.16	Ikem iaʹ tisen ban lan te abeʹ keʹ ngebahat mpin ncem. Un sepuʹo masaʹ un dau ca kelunan kuma ha ban akeʹ tudi palo ngan pejauʹ ikem. 
2CO.12.17	Kumpin taʹin? Dalau heʹ cuk lawa heʹ tai palaʹ ikem are, un meʹ panyi ikem tupe? 
2CO.12.18	Akeʹ iaʹ naten nyat Titus tai palaʹ ikem tau idai, pekina pe cenganak le diaʹ ca are. Un Titus iaʹ panyi ikem taʹin? Kumpin taʹin, abeʹ meʹ dua kuaʹ ayo moʹ kuaʹ lete jo kimet meʹ, ngan kuaʹ lete puyan pemuyan meʹ dua are mo?
2CO.12.19	Masaʹ ikem kuma ameʹ bang pekimet ke menting ngadan meʹ tengen kata ikem. Abeʹ e pekina. Ameʹ pisiu pekuaʹ iaʹ Keristus ubaʹ ameʹ pisiu neng juma Allah lete. Ahaʹ cenganak cenganak diaʹ akeʹ malaʹ, mung pemuyan meʹ, ameʹ uyan man pedengkep ikem. 
2CO.12.20	Tekaʹ keʹ takut malap tegoʹ keʹ nai taʹan ikem, un puyan ncem ca naʹan neng ʹo puyan iaʹ akeʹ ubaʹ taʹan ʹo, ngan ikem ke taʹan puyan nceʹ ca naʹan neng ʹo puyan iaʹ ikem ubaʹ ke taʹan ʹo. Takut kaʹ keʹ nai taʹan puyan iaʹ punan tiraʹ, ngan puyan petiʹet, ngan puyan buseʹ, ngan puyan maʹam, ngan puyan isiu iaʹ pejaʹat kelunan, ngan puhan nyelem patu tiraʹ, ngan puyan kancau, ngan puyan paseʹ pe. 
2CO.12.21	Akeʹ malap tekaʹ selu tegoʹ kenai heʹ ca liwai laʹa masaʹ Tuhan Allah heʹ ke ngelibaʹ akeʹ neng juma ikem, pa heʹ ke nange tuman kelunan kadoʹ diaʹ uyan penyalaʹ cen kena, ngan abeʹ lepe ida nyepuleʹ kimet de cen puyan jameng nte, ngan puyan pemung nyelem, ngan puyan selabu iaʹ ida malai uyan are.
2CO.13.1	Ini ne iaʹ ketelu liwai kenai heʹ menoʹ ikem. Koʹ baʹan dau Kitap: “Buk un dau iaʹ pesalaʹ kelunan, tekep un dua buk are telu usa iaʹ ke badaʹ tugen neng puyan ina.” 
2CO.13.2	Dau heʹ neng ikem diaʹ uyan penyalaʹ cen kena, peging ikem diaʹ ca lete, kuaʹ dau heʹ ading nte, dalau heʹ nai menoʹ ikem iaʹ kedua liwai are. Un sepuʹo tiga lete akeʹ ke numpak badaʹ a laʹa naʹkini dalau heʹ coʹ kaʹ ikem. Tegoʹ kenai heʹ laʹa, abeʹ keʹ ke petakau kelunan cen ukum. 
2CO.13.3	Atek kenai luhaʹ puyan ban Keristus iaʹ pisiu cen akeʹ. Abeʹ e Keristus iaʹ ngkang ikem ngan puyan lemaʹ, di lareʹ ia peluhaʹ puyan penyukat te neng ahang ikem. 
