GEN.1.1	Koluw koluw mamu kinna, Ngindrai imangsani kol pwan pe hu kol yang. 
MRK.12.10	‘Pat mepo hu ndramat humwisinaniy,
MRK.12.10	ara kinsarayah pat sih hiyan imu para sotina seu.
MRK.12.11	Yapan imbusi melit aro,
MRK.12.11	pe isarayah hiyan iya mbulmara tou.’ ”
MRK.12.12	Pe hu ndramat ara huten sai para kambultuwe yiy, paratesah, hupahasaniy tehe yiy iro wong nongan pwandritiye ara, ara iyingani hu imwonen. Hapeko hunohowani hu iya mbulmara hu yau, pwen pe hutali Yesus pe huyau.
MRK.12.13	Porosih aro hu pohon para Yutah hu pwandrisa hu Parisiy tiken pe hu ndramira Herot tiken, para hukaya kili Yesus pe hu kapakarawani yiy pe karatuni yiy kiya nongnan. 
MRK.12.14	Pwen huyarayah huya kili yiy pe hupa, “Ndramat Para Hinonou, yowu pahasaniy tehe wou ndramat para nongan ndrokonan. Pe wou ara anhonoh ta hamou ndramat pwi, hapeko kultuwayim ara ihisoule iya kili hu ndramat masih. Pe wou ngara ahanuwani kultuwayi Ngindrai masih ndrokonan opu. Kiya; alohonganiy tappeh? Alohonganiy hiyan para yowu kayuk 
MRK.12.15	Tehen tappeh, yowu kayukyuk ndre konan?”
MRK.12.15	Hapeko Yesus ara kinpahasaniy tehe yihu ara ndramat para pwandrandraman. Pwen isok hu ipa, “Paratappeh wawu pakaratuni yo? Akawiri hambut sombulepat kisa pe kunimei na.” 
MRK.12.16	Pwen huwiri sombulepat hambut iya kili Yesus, pe ipwai iya tahu ipa, “Kiya, iye, ara sumwoiwa hiyeh pe ngala hiyeh iripo aliy?”
MRK.12.16	Pwen husomwi yiy hupa, “Ara sumwoiwa Sisa.”
MRK.12.17	Pwen Yesus ipwai iya tahu ipa, “Kiya, akaiki sehe melit ata Sisa kiya kili Sisa, pe ata Ngindrai kiya kili Ngindrai.”
MRK.12.17	Pwen pe yihu hilingi isomwi hu, pe huteleh mwomwan iya nongnan.
MRK.12.18	Pwen hu Satyusiy tiken husa kili Yesus. Yihu Satyusiy ara, ngara hu kapa tehe ndramat kanmat ara kanlahiy para hu katine paiwe pwi. 
MRK.12.19	Pwen yihu pwai iya ta Yesus hupa, “Ndramat Para Hinonou, Mose iratuluwi nongan sahin isa kili yorou toro: kapa ndramat hamou yesowai kimat pe norun pwi, pwen nalin andre kiwiri pihinau tan pe kipo mbunah kiya soiwin. 
MRK.12.20	Pwen titiye iye ara tahu kamai manandrtimou hu nalihu. Ndrohan tahu iyesou, pwen norun pwi pe imat. 
MRK.12.21	Pwen parahara ndrohan iwiri pihinau ta nalin, hapeko imat pe norun pwi yi. Pe parahara hilu iho mulan tehen aliy yi. 
MRK.12.22	Pwen tehen tora ko hu manandrtimou kene ara huwiri pihin hamou opu, hapeko hu masih noruhu pwi pe humat topwei. Iyamulan pwen, pihinau ara imat i. 
MRK.12.23	Pe kapa yihu kasa tine kamulan, pihin ara andre kirayah pihine hiyeh ndrokonan? Animei! Yiy nambuyu hu manandrtimou kene!”
MRK.12.24	Pwen Yesus ipwai imui iya kili hu ipa, “Akanimei, wawu kanpwotisi nongan, paratesah, wawu ara kanpahasani nongna Ngindrai pe pwoke tan para kimbusi hu ndramat kasa tine pwi. 
MRK.12.25	Pe kamulan hu ndramat masih kanmat andre hu kasa tine paiwe pe hu kamai pe pihin kene ara andre hu kanyesou pwi, hapeko andre hu koro ko tehe hu angelo hu tora kol paingan. 
MRK.12.26	Hapeko iya lohonge para kamat pe katine, wawu kannime nongan mepo Mose iratuluwiy pwi, ndre? Akalohongani titiye para kei hakou mwan iyat aliy, ara Ngindrai ipwai iya kili Mose ipa, ‘Yo kopu ara urupo Ngindrai ta Aparaham, ta Yisak, pe ta Yakop.’ 
MRK.12.27	Akanimei; hu ndramat kanmat, ara yiy Ngindrai tahu pwi. Hapeko yiy ara Ngindrai tahu hiyeh mepo hu topo mwalen, tehe yihu matimou para koluw. Wawu kanpwotisi nongan.”
MRK.12.28	Pwen ndramat hamou para hinuwani nongan para pwahanou isa kili hu, pe ihilingi hu Satyusiy huro takekei mwalinga hu. Ihilingi Yesus isomwi hu hiyan masih, pwen pe isike Yesus ipa, “Sehe nongan para pwahanou ihohin masih iya nongna Ngindrai masih?”
MRK.12.29	Pe Yesus isomwi ndramat para hinuwani nongan para pwahanou ara ipa, “Nongan sahin iyamu iya nongna pwahanou masih ara iye, ‘Akahalingiy, wawu Yisrayel! Yapan Ngindrai torou, yiy hamou opu ara Yapan. 
MRK.12.30	Pe ndriyam kimbulihi Yapan Ngindrai atam kiro ndriyam masih, mwoiwam masih, lohongam masih pe pwoke tam masih.’ 
MRK.12.31	Pe pwahanou luhin paraliy ara iye, ‘Ndriyam kimbulihi yowem hu tehe wou ngara ambulihi wou mbukenam.’ Sahin pwahanou namandran ara kinho ramwaitini pwahanou malhin iye pwi.”
MRK.12.32	Pwen ndramat para hinuwani nongan para pwahanou ipwai iya ta Yesus ipa, “Nongnam ara imwonen masih. Ngindrai ara yiy hamou opu, pe hamou tehe yiy pwi. 
MRK.12.33	Pe tukambulihi Ngindrai kiya ndriyarou masih, lohongarou masih, pe pwoke torou masih; pe ndriyarou kimbulihi yowerou hu tehe yorou imwonen – kapa tukoro ndruwa pwahanou malhin iye, ara iramwaitini yukyuk masih worou ngara katimwi hu pe worou ngara katotohun kiyaliy.”
MRK.12.34	Pwen Yesus ihingorowei tehe lohonga ndramat ara waison masih. Pwen ipwai iya tan ipa, “Wou ara anto mwanan kili kolo King Ngindrai pwi.” Pwen hu ndramat masih hunnim o huro, pe hunoh pe humasi para kasike yiy kiya hapesah.
MRK.12.35	Pwen Yesus iro hinuwani hu ndramat nondriya kalsuwa numwa totohun. Pwen yiy ipwai ipa, “Tehen tappeh ndrokonan pe hu ndramat para hinuwani nongan para pwahanou hupa Kristus ara noru Ndrepit kamai? 
MRK.12.36	Mwoiwan Haiyan iyki lohongai iya kili Ndrepit pe yiy mbukenan ipa,
MRK.12.36	‘Yapan ipwai iya kili Yapan to ipa,
MRK.12.36	“Ampwan kiya pwen te nimo mot
MRK.12.36	kipoo kuiki hu ndram tam hu kasa
MRK.12.36	pahandra pwekam.” ’
MRK.12.37	Pwen Ndrepit mbukenan iyoh yiy ‘Yapan to’. Pwen tehen tappeh pe yiy irayah noru Ndrepit?”
MRK.12.37	Hu ndramat soyon iya huhilingi nongna Yesus pe hupwes.
MRK.12.38	Yesus iro hinuwani hu pe ipwai iya kili hu ipa, “Mara wawu kiro tahu ndramat para hinuwani nongan para pwahanou. Hu ngara kanamiliy para kasuluye hu kiya koyau niwen iro koliuliu pwan pe huro tokai. Pe hu ngara kanamiliy para hu ndramat kahaiyani hu kiro ndrohopah. 
MRK.12.39	Tehen aliy opu hu ngara kanamiliy para kampwan ndroho mipwan hiyan nondriya hu numwa totohun, pe pwapwai hiyan hu ndramat ngara hu kahaiyaniy ita nondriya lang para yon. 
MRK.12.40	Hu ngara kapakarawani hu pihinau pe hu kapahanowe suwehu, pe hu ngara kasikiye hu kiya totohun niwen. Kiro lang para tamwaniye hu ndramat tehen tora, ara andre hu kakuni nopwaran namandran iya.”
MRK.12.41	Pwen Yesus iya pe impwan nondriya numwa totohun namandran pakeh kokou para yukuya sombulepat, pe iro nime hu ndramat huro piye sombulepat iya nondriyan. Pe hu ndramat hitun menmena hu soyon iya, ngara hu kapiye singayai soyon kiya nondriya kokou. 
MRK.12.42	Pwen pihinau hamou menmenan pwi masih ara isa pe iwiri singayai malpai, isarayah tehe sombulepat hambut, pe iyaikiy iya nondriya kokou.
MRK.12.43	Pwen Yesus iyoh hu ndramiran husa kili yiy pe ipwai iya tahu ipa, “Yo upwai ndrokonan isata wawu tehe pihinau iye ara iyki sombulepat iya nondriya kokou ara, ara iho hin iya kili hu ndramat masih. 
MRK.12.44	Hu ndramat masih ara huiki tahape-tahape iyau menmena hu soyon pe husaikiy tehe yukyuk; hapeko pihinau ara, sohoyan masih imi kili yiy, ara iykiy topwei.”
MRK.13.1	Iro mwonen Yesus itali numwa totohun namandran pe isa mawen, ndramiran hamou ipwai iya tan ipa, “Ndramat Para Hinonou! Animei! Hu pat namandra-namandran iya! Pe hu seu nonowan iya!”
MRK.13.2	Pwen Yesus isomwi yiy ipa toro: “Anime hu seu namandran masih, ndre? Andre hu ndramat tiken hu kasa, pe hu kataluwe hu pat namandran ara pe andre pat sih kinro ndrita sih pwi; andre hu katipiyani masih kiya pwan, pe kimasumbuwe topwei.”
MRK.13.3	Pwen Yesus iyampwan iya Pahayi Holip, pe maran iya haroh pe inime numwa totohun namandran. Pwen pe Petrus, Yakopus, Yohanes, pe Andruw ara huya kili yiy nokulaniy, pe husok yiy kokohe hupa: 
MRK.13.4	“Apwai satowu, kahale ndrokonan andre hu memelit masih mepo anpwai ara andre kasarayah? Pe sehe kaipisa melit ndrokonan andre kisa kimu, pe kipwainganiy tehe hu melit ara, ara pakeh hu nakasarayah?”
MRK.13.5	Pwen Yesus isomwi hu pe ipwai ipa, “Mara wawu kiro. Matisan hamou ndramat kipakarawani wawu. 
MRK.13.6	Hu ndramat soyon iya andre hu kasa kiya ngolo, pe hu kapa ‘Yo ko ara ndramat ara.’ Pwen andre hu kapwasike hu ndramat soyo-soyon iya. 
MRK.13.7	Pe kapa kamulan wawu kahalong nongan para pahun pe pandrandraman para pahun kiropo kisa, nere wawu mbuna kihilim. Memelit masih ara andre kisarayah, hapeko lang para kihipwen ara mapu. 
MRK.13.8	Kol hakol andre kipopahun kiya kili kol hakol, pe king hamou andre kipo pahun kiya kili king hamou. Pe nunuw andre kirayah kili hu kol tiken, pe song andre kirayah i. Hu melit masih aro, ara andre kisarayah kimu, tehe hamou pihin ihingorowe ngandran para nakimwalahiy.
MRK.13.9	Iro tandrohongan ara akoro hinehes. Andre hu kambultuwe tarahani wawu pe hu kaiki wawu kiya kili hu pohon para tamwaniye. Pe andre hu kamwiriyani wawu kiro numwa totohun, pe hu kaluwi wawu kiya mbulmara hu pohon para hu kol namandran pe hu king, paratesah, wawu pwotisingi yo. Pwen andre akatiyani ngolo kiya ngawan kili hu. 
MRK.13.10	Pe nongan hiyan ta Ngindrai andre hu kapohowei pe kisilihi kol pwan masih namu. 
MRK.13.11	Kapa hu kambultuwe wawu pe kawiri wawu kiya nongan, wawu mbuna kanoh pe kalolohonge soyon kiya sehe nongan wawu nakapwai. Kirahihini lang ara imwonen, sehe nongan Ngindrai kiykiy kisa kili wawu ara wawu kapohowei. Paratesah, nongan wawu nakapwai, ara nongna wawu pwi, hapeko Mwoiwan Haiyan andre kiyki nongan kisa kili wawu para akapwai.
MRK.13.12	Pe hu ndramat hu nalihu andre hamou kiratuni hamou kiya nongan para hu katingundrun kimat. Pe tehen aliy o, taman andre kimbusiy kata norun. Pe hu mbunah andre hu karasisingat ana tamahu pe tinahu, pe andre hu karatuni hu para hu ndramat hayah katingudruhu kamat. 
MRK.13.13	Iya ngolo ko hu ndramat masih andre kahamwisinani wawu. Hapeko hu hiyeh mepo hu kapwokeyani hu kipoo lang kapwomwiriy, ara andre Ngindrai kisopwat hu kiya lang mulan.”
MRK.13.14	Pwen Yesus iro wong manau ipa toro: Pe tandrohongan ara ko, melit mwomwan-mwomwan masih andre kisarayah kiro hapeleheh mepo nonombun (wou hiyeh mepo anime nongan ara, ara alohonganiy kahiyan)
MRK.13.15	Pe wawu hiyeh koro payandroha seu, ara mbuna kaya pwan nondriya seu para kayawiri melit kiya ngawan. 
MRK.13.16	Pe wawu hiyeh mepo wawu ro ndron pinge wawu, ara mbuna kaya suwe wawu para kawiri koiwe wawu. 
MRK.13.17	Pe hu pihin mepo mapwindriyahu, pe hu hiyeh huhusuwe noruhu malaman, ara andre hu kaiki koisari tandrohonga lang ara nakisarayah. 
MRK.13.18	Akatotohun tehe melit masih ara mbuna kisarayah kiro mwonen lenge nowou. 
MRK.13.19	Nondriya lang ara, nopwaran namandran iya andre kirayah. Pe nopwaran ara, ara andre kiramwaitini hu nopwaran masikene kinsarayah, iro ndroiyi lang Ngindrai imangsani melit masikene isarayah, isa manne mahapo. Pe nopwaran tehen tora andre kinsarayah paiwe pwi. 
MRK.13.20	Kapa Yapan kiniyki nowen kinna mulai pwi, ara andre kinlahi hamou ndramat kiyen pwi. Hapeko ilohongani hu hiyeh mepo kinpiranihu pe kinrakinimahu pwen, pwen pe iyki nowen ara iya mulai. 
MRK.13.21	Pe kiro mwonen lang ara kapa hamou ndramat kipwai kisa ta wawu kipa, ‘Akanimei, iye ara Kristus,’ ndre ‘Akanimei, yoro ara Kristus,’ pwen wawu mbuna kalohongani tisingi nongnahu. 
MRK.13.22	Pe hu Kristus para pwandrandraman pe hu poropet para pwandrandraman andre hukasarayah, pe andre hukapwaingani kaipisahu pe ndraikiya pwoke tahu. Ndrokonan masih, kapa hu kalahiy, pwen andre hu kapakarawani hu hiyeh mepo Ngindrai kinrakinimahu pwen. 
MRK.13.23	Pwen pe mara wawu koro hinehes. Yo kunpwai mamu kinsa kili wawu, tehe melit masih ara, andre kisarayah kamulan.
MRK.13.24	Pwen Yesus iro wong manau ipa toro:
MRK.13.24	“Kiyamulan para nopwaran namandran ara,
MRK.13.24	‘pwen iho nondriya lang ara andre paramwandrai kilokuh,
MRK.13.24	pe walah andre kiniyki nganan pwi.
MRK.13.25	Pe andre hu piriy hora yang hu kayos,
MRK.13.25	pe andre nunuw kinunuwani hu pwoke pwokeyan para yang.’
MRK.13.26	Pwen tandrohonga lang ara, hu ndramat andre kanime Noru Ndramat kituh komkom kisa kol pwan, kiyapolo pwoke tan namandran pe nonowan ngannganan iya. 
MRK.13.27	Pwen andre Ngindrai kipwandrisa hu angelo tan hu kaya, pe hu kambultani hu ndramiran mepo kinrakinimahu nondriya kol pwan mahaasai, kiro sahin para kol pwan kiya ndrek kiya sahin para kol paingan.”
MRK.13.28	Pwen Yesus iro wong manau ipa toro: “Kiya, wawu kawiri lohongai sahin iye ita pwandritiye para kei pik. Iro mwonen ndrandran isinot pe iyki kaimbuwen, ara kaipisan aro ipwainganiy tehe mwandrai namandran pakeh nakising. 
MRK.13.29	Pe, wawu yi, tandrohonga akanime hu kaipisa melit kisarayah tehen tora, pwen akapahasani tehe lang kinsa pakeh pohokaram. 
MRK.13.30	Yo upwai ndrokonan isata wawu tehe hu ndraye hasap para mahapo, ara andre hu koro ndron toro, pe andre hu kanime hu melit masih aro andre kasarayah. 
MRK.13.31	Kol pwan pe yang ara andre kihipwen, hapeko nongno ara andre kinihipwen pwi.”
MRK.13.32	Pe Yesus iro wong manau ipa toro: “Ndramat hamou kinpahasani sehe lang ndre sehe paramwandrai melit masih nakisarayah, ara pwi. Pe hu angelo tora yang tanahu pwi yi. Pe Norun i ara tehen aliy yi. Taman opu ipahasaniy. 
MRK.13.33	Mara wawu kiro, pe akoro hinehes, paratesah, wawu kanpahasani sehe lang hu melit aro andre kisarayah pwi. 
MRK.13.34	Lohongai iye ara pakirayah tehe ndramat hamou pakitali suwen, pe kiyau kiya mwanan. Pe kiyki hu ndramat para poya mbulyan ara para mara hu koro meltan. Pe kiteingani mbulen kiya kili hu hamou-hamou tahu, pe kipwandrandrahani hiyeh mepo kiro pohokaram para yiy kiro hinehes.
MRK.13.35	Pwen tehen tora ko, wawu koro hinehes, paratesah tana wawu pwi sehe lang ndrokonan mbukena seu andre kisa. Andre kisa kipiyah, ndre ndrokolo ping, ndre tutut kirang, ndre ndroulang – ara tana wawu pwi. 
MRK.13.36	Matisan kisa kileh pe kinimei tehe wawu tora matin manau. 
MRK.13.37	Sehe nongan kunpwai kinsa kili wawu iye, ara ngara kutiyaniy tehen tora ko kiya kili hu ndramat masih: ‘Wawu koro hinehes!’ ”
MRK.14.1	Lang malwoh iho ndron para kirahihini mbultere tahu Yisrayel para Pasopa kiyapolo lang para hu kalohongani Yon Para Ndrina Nohun Mepo Yis Aliy Pwi. Pe hu namandran tahu pris pe hu ndramat para hinuwani nongan para pwahanou ara, huramburi nongan para hu kakorip kokohe para kambultuwe Yesus pe katingundrun kimat. 
MRK.14.2	Hapeko hupa, “Mbuna tukambus hapesah kiro nondriya lang para mbultere, paratesah, kapa tukambusiy, matisan hu ndramat karambumbuwat.”
MRK.14.3	Pwen Yesus iya iro suwe Simon iro kol Petani. Simon ara yiy ndramat hamou mepo mwamwa lepara iro kili yiy mamu. Pwen humpwan hurakaiyani keyau, pe pihin hamou isa isap pwisi ndraikei sih, ndraikei ngonohon layin iro nondriyan mepo kenen ara namandran iya. Ndraikei ara ngalan 
MRK.14.4	Pe hu ndramat tiken huro ara, hunimei pe ndrinahu ara ilokuh. Pe huro pwanguluwaniy mwalinga hu hupa, “Tehen tappeh pe itilingi ndraikei mangonohon layin ara mwaihei opu? 
MRK.14.5	Kapa yiy kinpwalngani ndraikei mangonohon layin ara pwi, pwen hiyan para tukawiriy kiya pehei, pe andre yihu kasowaniy kiya sombulepat silwa matingat (300).
MRK.14.6	Hapeko Yesus ipwai iya tahu ipa, “Akatali yiy kiro. Paratesah wawu pomatte yiy? Yiy ara imbusi kultuw hiyan isa kili yo. 
MRK.14.7	Hu ndramat menmena hu pwi ara andre hu koro sura wawu lang masih. Pe ita weleso ta wawu ko, sehe lang apakasopwat hu, akasopwat. Hapeko yo ara kunlahiy kunto sura wawu lang masih pwi. 
MRK.14.8	Pihin ara imbusi sehe melit ilahiy para kimbusiy. Yiy itilingi ndraikei mangonohon ara isa mondro para kirahihini tonton to. 
MRK.14.9	Yo upwai ndrokonan isa ta wawu, hape aleheh nondriya kol pwan masih mepo hukaya pe hu kapohowe nongan hiyan kiyaliy, pwen andre hu katiyani sehe melit pihin iye imbusiy i, pe andre hu kalohongani yiy.”
MRK.14.10	Pwen Yutas NdraYiskariyot, yiy hamou tahu songui pe lumou ara, ara iya kili hu namandran tahu pris pe iya mburi lohongai para yiy kiratuni Yesus kiya nimahu. 
MRK.14.11	Pe huhilingi nongna Yutas pe hupwes namandran iya; pe hurandrangan para hu kasowani yiy kiya sombulepat. Pwen yiy ara iro ten sehe sai hiyan para kiratuni Yesus kiya nimahu.
MRK.14.12	Pwen lang sih imu iya lenge Yon Para Ndrina Nohun Mepo Yis Aliy Pwi ara isarayah. Lang ara ngara hu katingundru noru sipsip para Pasopa. Pwen hu ndramira Yesus husike yiy hupa, “Hape aleheh welem iso para yowu kaya ponokulaniy para aya pe ayan Pasopa kaliy?”
MRK.14.13	Pwen ipwandrisa hilu ndramiran malmou pe ipa, “Walu kaya nondriya kol namandran pe ndramat hamou mepo ikuni kohoyenga ndran ara andre kipuhunani walu; pwen walu koho ndruwan. 
MRK.14.14	Pwen sehe seu ndramat ara nakisong kaliy, pwen walu kasok ndramira seu ara, alkapa, ‘Ndramat Para Hinonou ipwai ipa, “Ndrohonoku mbultere ara ita hapeleheh, mepo andre yo kuyan Pasopa kiyapolo hu ndramiro?’ ” 
MRK.14.15	Pwen andre yiy kipwaingani nondriya seu sahin, hongan namandran, ita paingan. Hu kanmwaniyani melit masih tehe keyau pe ndroho pwanpwan pwen, ita mweimwei para mbulya Pasopa.”
MRK.14.16	Pwen hilu ndramiran hilya nondriya kol namandran pe hilu nime memelit masih ara kinmwonen tehe Yesus ipwai. Pwen pe hilu ramwaniyani mbulen para Pasopa.
MRK.14.17	Pwen ipiyah, Yesus iyapolo hu ndramiran songui pe lumou huya seu ara. 
MRK.14.18	Pwen huya hurakaiyani keyau pe humi namnam, pe Yesus ipwai iya kili hu ipa, “Yo upwai ndrokonan sata wawu, hamou ta wawu, hamou hiyeh mepo impo namnam sura yo mahapo, ara andre kiratuni yo kiya nima hu ndramat para mwisinani yo.”
MRK.14.19	Yihu ndramiran ara huhilingi nongan aro pe ndriyahu ara ipworu. Pe hamou-hamou tahu husok yiy, hupa, “Andre yo, ndre?”
MRK.14.20	Pwen pe ipa, “Yiy ara hamou tawawu songui pe lumou mepo iripo taimani ndrina nohun iya nondriya pwelekei polo yo. 
MRK.14.21	Noru Ndramat ara andre kiho ndruwa sehe nongan hu kanratuluwiy pwen. Hapeko sehe ndramat mepo nakiratuni Noru Ndramat kiya nima hu ndram, ara hiyan masih kapa tinan kinmwalahiy kinna tan koluw pwi.”
MRK.14.22	Iro mwonen huro namnam, pe Yesus iwiri ndrina nohun, itoholiy pe iramburingiy. Pwen iykiy iya kili hu pe ipwai ipa, “Iye ara nombuwe; akawiriy.”
MRK.14.23	Pwen iwiri pweniu wain sih, itoholiy, pe iyki iya kili hu. Pe hu masih ara huyin yaliy.
MRK.14.24	Pwen Yesus ipwai iya kili hu ipa, “Iye ara ndreye para tapaniu, mepo urupo tilingiy para kusopwat hu ndramat soyon. 
MRK.14.25	Upwai ndrokonan isa kili wawu, yo andre kunyin ndrunu maskei wain aro paiwe pwi, kipoo kiya lang para kuyin wain howen kiro mwonen yo kuya nondriya kolo King Ngindrai.”
MRK.14.26	Pwen hupowaliy sahin ihipwen, pe huyau huya Ngondron Holip.
MRK.14.27	Pe Yesus ipwai iya tahu ipa, “Wawu masih andre katali yo topwei. Paratappeh Nongna Ngindrai ipwai ipa,
MRK.14.27	‘Andre kutingundru ndramat para pokere hu sipsip,
MRK.14.27	pe andre hu sipsip ara hu kamasumbuwe topwei.’
MRK.14.28	Hapeko kamulan kutine, andre kuro mu kili wawu kuya Kaliliy.”
MRK.14.29	Pwen Petrus ipwai iya tan ipa, “Konan, kapa hu masih kakose pe katali wou, hapeko yo ara pwi.”
MRK.14.30	Pwen Yesus ipwai iya tan ipa, “Upwai ndrokonan satam, mepo kiping tutut kinrang maporolusap mapu hapeko andre apa akowu to maporotisap.”
MRK.14.31	Hapeko Petrus irakekei pwokeyan ipa, “Konan kapa kumat kasura wou, hapeko yo andre kunpiyani wou pwi yoh!” Pwen hu ndramira Yesus masih, hupwai iyawule tehen aliy.
MRK.14.32	Pwen husarayah huya piyang ngalan Ketsemani pe Yesus ipwai iya kili ndramiran hu ipa, “Akamine, kipoo kutotohun kihipwen.” 
MRK.14.33	Pwen iwiri Petrus, Yakopus, pe Yohanes huya sura yiy. Pwen ihingorowe nopwaran mwomwan namandran iya, pe ndriyan ipworu iyaliy. 
MRK.14.34	Pwen Yesus ipwai iya tahu ipa, “Hingorowo ara ipworu masih tehe pakeh nakumat. Wawu koro iye pe akoro hinehes.”
MRK.14.35	Pwen iya hangoh hapeko mendreheh, pe itumbuwe ngundrun pe itukuruhu iya ndrita pwan. Iro totohun pe isikei kapa hape meresai kihou para kihindrisani lang para nopwaran ara. 
MRK.14.36	Pe iro totohun ipa, “O, Tomo! Alahiy para ambusi melit masih. Pwen pe awiri pweniu iye kiya mawen kili yo. Hapeko mbuna kisarayah kiya namiliwo; pwi yoh. Kirayah namiliwam.”
MRK.14.37	Pwen imui iya kili hu ndramiran matimou pe inime huro matin. Pwen ipwai iya kili Petrus ipa, “Simon, wawu tora matin, ndre? Wawu lahiy para koro poyoi kiho nondriya paramwandrai sih o? 
MRK.14.38	Wawu koro hinehes pe katotohun. Matisan nopwaran kirayah kili wawu pe akayos. Namiliwai ita mwoiwa wawu, hapeko nombuwe wawu ara imbuyei.”
MRK.14.39	Pwen iya mawen paiwe yi, pe iya totohun. Pe iro ndruwa totohun tan para mamu ko. 
MRK.14.40	Pwen imui isa kili hu paiwe, pe inimei tehe huro matin ndron, paratesah, mara hu imwanunun. Pe hu kanpahasani sehe nongan para hu kapwai kiya kili yiy pwi.
MRK.14.41	Pwen imui maporotoyoh, pe ipwai iya kili hu ipa, “Wawu tora matin manau, pe tora ngoh, ndre? Hiyan; pwen ara. Lengen kinsarayah. Akanimei, mahapo hu toraiki Noru Ndramat kiya nima hu ndramat para kultuw mwomwan. 
MRK.14.42	Kiya, akatine pe tukayau! Akanimei! Ndramat hiyeh nakiratuni yo kiya nima hu ndram ara kinsa iripo.”
MRK.14.43	Yesus iro wong manau o, indrou pwi ko Yutas, hamou tahu songui pe lumou, ara isa rayah. Yiy iyapolo hu ndramat soyon iya husa iyasura semen pe kei. Hu namandran tahu pris pe hu ndramat para hinuwani pwahanou pe hu yapane kol ara hupwandrisa hu.
