MAT.1.1	Lunu niirwo olulyo lwa Yesu Kurisito omwizukulu wa Dawudi, iye eyabbaire omwizukulu wa Ibbulaimu:
HEB.12.21	Mazima ebibaboine byabbaire byʼentiisya ino, oMusa nʼatuuka nʼokukoba ati, “Ndi kutya ino era ntukuta!”
HEB.12.22	Neye inywe okubitira omu kwikirirya mwizire ku Lusozi oSayuuni, era mu kibuga kya Kibbumba onyere obwomi, era mwizire mu Yerusaalemi ekyʼomwigulu, abamalaika enkumi nʼenkumi egibakumbaaniire omwisangaalo. 
HEB.12.23	Mwizire mu lukumbaana lwʼabaikirirya olunene olwʼabo, abali nʼomugabo ooti baana ababere, abebawandiikire omwigulu. Mwizire giri Kibbumba omulamuzi wa bonabona, nʼeeri emyoyo gyʼabantu abatuukiriire, oKibbumba abaasuucirye abeeru. 
HEB.12.24	Mwizire giri Yesu oMutabagania omu ndagaano empyaka. Mwizire giri isaaye lyʼokuswankira, eritumula ebisa okukiraku eryʼAbberi omwana wʼAdamu.
HEB.12.25	Mwekuume, timwagaana okuteekayo omwoyo okuwulisisya oKibbumba ebyabakoba. ABaisirairi eira bagaine okuwulisisya oMusa oweyabalabwire ngʼali oku kyalo, era oKibbumba tiyalekere okubabonereza. Nʼolwekyo iswe owetugaana okuwulisisya iye onyere atulabula ngʼali omwigulu, mpaawo wetwaliramira okutubonereza.
HEB.12.26	Ku ludi oweyatumuliire oku Lusozi oSinaayi eigonolye lyatengeeterye ekyalo, neye atyanu yasuubizire ati, “Njiza kwiramu okutengeetya ekyalo, era ku lunu tikyalo kyonkani, neye nʼomwigulu.” 
HEB.12.27	Okukoba ati, “Njiza kwiramu,” kitegeeza kiti ebibbumbe ebibatengeetya balibitoolawo, oolwo ebyo ebiteezya kutengeeta kaisi awo bisigalewo.
HEB.12.28	Kale ngʼowetwaingiire omu bwakabaka obubateezya kutengeetya, twebalyenge oKibbumba, era tumusinzenge ngʼoweyasiimire, nga tumuwa ekitiisya era nga tumutya, 
HEB.12.29	olwakubba oKibbumba waiswe, iye musyo ogwoca ni gujigirica!
HEB.13.1	Mwongere okutakangananga ngʼaboluganda omu Kurisito. 
HEB.13.2	Timwerabiranga okusangaalira abageni, olwakubba omu kukola ekyo, eeriyo abasangaaliire abamalaika nga tibakimaite bati niibo.
HEB.13.3	Mwewukiryenge okubbeera abali omu mabbuusu olwʼokubba baikirirya ba Yesu, nga muli ngʼabebasibiire aamo nabo. Era mwewukiryenge abo abebagadya olwakubba abaikirirya ba Yesu, olwakubba nywena muli oku kyalo kunu, era ekinyere ekyo kyezya okubatuukaku.
HEB.13.4	Obufumbo abantu bonabona babuteekengemu ekitiisya, era babukuumenge nga butukulye, olwakubba abalendi, oKibbumba yalibasingisya omusango. 
HEB.13.5	Mulekenge okubba abalulunkanira empiiya, era mukitwalenge muti ebintu ebimuli nabyo bimala, olwakubba oKibbumba yakobere ati:
HEB.13.5	“Tinalyaba okubazwaku,
HEB.13.5	era tinalibalekawo kadi katyayi kati.”
HEB.13.6	Niikyo ekigira ni tutumula nʼobugumu tuti,
HEB.13.6	“OMusengwa niiye omubbeeri wange, tinaatyenge.
HEB.13.6	Omuntu-obuntu ayezya kunkola niki?”
HEB.13.7	Museegenge oku beekubbemberi baanywe, abo ababakobeire ekibono kya Kibbumba. Mwetegereze ebyo ebibabitiremu omu bwomi bwabwe, era musengererye okwikirirya kwabwe omu Yesu Kurisito. 
HEB.13.8	OYesu Kurisito tacuuka, ngʼoweyabbaire eizo, waali nʼatyanu, era atyo weyalibba emirembe nʼemirembe.
HEB.13.9	Timwaganyanga ni babagotesyagotesya nʼenjegesya egitali gimo endiibi, egitaabirana nʼamazima ga Kibbumba. Kisa obugumu bwa kwikirirya, omu myoyo gyaiswe, ni bwemerera ku kumanya kisa oKibbumba ekiyatulagire, neye tikubulombolombo bwa byakulya, obutagasa nʼokugasa abo ababusengererya. 
HEB.13.10	Abaikirirya ba Yesu tuli nʼekika kyʼekyoto nga niiye abo abaweererya omu nkola enkaire eyʼekiyudaaya, ekolera oku Mateeka ga Musa, egibabula obwezye okuliiraku.
HEB.13.11	Okabona akira obukulu atwala eisaaye lyʼebisolo omu Kifo eKyeru, nʼaliwaayo olwʼebibbibibbi, neye ibyo ebinanyere ni babyocerya nza wʼekigo abantu egibagonangamu.
HEB.13.12	Era nʼoYesu yagadiire e nza wʼolukita lwʼekibuga, kaisi atukulye obwomi bwʼabantu nʼeisaayerye. 
HEB.13.13	Kale tuzwe omu manzira agandi gonagona agʼokuweererya oKibbumba, twabe eeri oYesu e nza wʼekigo, era twikirirye okubita omu kuswalira eeyo okululwe. 
HEB.13.14	Ekyo kityo olwakubba oku kyalo kunu tubulaku kibuga kyʼemirembe nʼemirembe, wazira tunoonia kiikyo ekyaba okwiza ekyʼomwigulu.
HEB.13.15	Kale tuwengeyo eeri oKibbumba esadaaka eyʼokumuwuuja, nga tugibitya mu Yesu, nga buliijo tubbutula tuti oKibbumba niiye oMusengwa. 
HEB.13.16	Era timwerabiranga okukola ebintu ebisa, nʼokubbeerangana ngʼabaikirirya ba Yesu. Ebyo niibyo esadaaka egisangaalya oKibbumba.
HEB.13.17	Muwulisisyenge abeekubbemberi baanywe, era mubagonderenge, olwakubba niibo abalabirira emyoyo gyanywe, ngʼabantu oKibbumba ababuulya ebifa oku myoyo egyo. Mubeezyesye okukikolanga nʼeisangaalo, neye tina mwoyo wa nakolantya, olwakubba ekyo mpaawo kyʼekibagasa inywe.
HEB.13.18	Mutusabirenge, olwakubba tumaite tuti tituwulira musango omu myoyo gyaiswe era buliijo tutaka okukola kusani mu buli kimo. 
HEB.13.19	Era mbegairira okunsabiranga eino, kaisi njezye okwira mangu egimuli.
HEB.13.20	Kale nsaba nti oKibbumba oyo atuwa eidembe, eyazuukizire oMusengwa waiswe oYesu, oMuliisya wʼentaama omukulu, nʼakakasa endagaano eyʼemirembe nʼemirembe, nʼeisaayerye, 
HEB.13.21	abawe buli kisa kyonakyona ekimwetaaga okukolanga ebyataka. OKibbumba oyo akolere mwiswe byonabyona ebyasiima, ngʼabitira omu Yesu Kurisito, awomeire okumuwanga ekitiisya emirembe nʼemirembe. Amiina.
HEB.13.22	Boluganda, mbasaba muguminkirize ebimbalaabbiire, olwakubba ebbaluwa eenu ngibawandikiire mu bumpi.
HEB.13.23	Mbakobera nti owoluganda oTemuseewo bamuteereire okuzwa omu mabbuusu. Era oweyaliiza mangu, twaliiza swenaswena okubabona.
HEB.13.24	Munsugirirye abeekubbemberi baanywe bonabona, nʼabatuukirirye bonabona. Aboluganda abazwa omu kyalo kyʼe Itale babasugiirye.
HEB.13.25	OKibbumba abakwatirenge ekisa inywe nywenanywena. Amiina.
JAS.1.1	Nze oYaakobbo omuweererya wa Kibbumba, era nʼowa Musengwa oYesu Kurisito, mbawandiikira inywe aBayudaaya abaikiririrya omu Yesu Kurisito abairukiire omu byalo ebitali bimo.
JAS.1.2	Aboluganda omu Kurisito, owemugwanga omu bikemo ebya buli ngeri, mubbenge nʼeisangaalo, 
JAS.1.3	nga mumaite muti okugezesya kwʼokwikirirya kwanywe, kubazweramu okuguminkiriza. 
JAS.1.4	Okuguminkiriza owekukakatira nakimo mwinywe, musuuka bantu abatuukiriire nakimo era mpaawo ekimubulwaku. 
JAS.1.5	Abba nga mwinywe mulimu adamba amalabuki, asabe oKibbumba agabira buli moiza nʼekisa anambula bukenge, yagamuwa. 
JAS.1.6	Asabe ngʼali nʼokwikirirya, nga tabuusabuusa naire. Oyo abuusabuusa nga tagumira oku kyaikirirya tumufaananiaku nʼeiyengo lyʼomu nyanza, ompunga eryatwala, nʼaliirya eenu nʼeedi. 
JAS.1.7	Omuntu owʼengeri eyo tiyaseega ati aliku nʼekiyalisuna okuzwa e wa Musengwa, 
JAS.1.8	olwakubba wʼemyoyo mibiri, yonayona egyabba tatyamikica.
JAS.1.9	Owoluganda omudoobi asaaniire okwesiima, olwakubba oKibbumba iye amubonera kwidaala lyʼangulu. 
JAS.1.10	Nʼomwikirirya omusuni, yena asaaniire yeesiime owebamwicaica olwakubba mwikirirya wa Kurisito, olwakubba omuntu omusuni owʼoku kyalo kunu azwa kuwaawo ngʼekimuli kyʼokwisubi. 
JAS.1.11	Eisana oweryaka ni lyoca nʼeibbugumu lyalyo eringi, likalya eisubi, nʼekimuli kyalyo ni kigwa, nʼobusa bwʼemboneka yaakyo ni buwaawo. Nʼomusuni atyo yalirikira lumo, ngʼali mwebyo ebyayayaanira okukola.
JAS.1.12	Yeesiimire ino omuntu oyo aguminkiriza omu kiseera kyʼokumukema, olwakubba oweyalimala okuwangula, balimuwa obwomi oKibbumba obuyasuubizire abamutaka ngʼengule yʼobuwanguli. 
JAS.1.13	Omuntu owebamukemanga takobanga ati, “OKibbumba niiye ankema.” Ekyo kityo olwakubba oKibbumba takema nʼekibbikibbi, era iye onyere takema muntu yenayena nʼekibbikibbi. 
JAS.1.14	Wazira omuntu asuna ekikemo, ngʼokwegomba okubbikubbi kuzwa omu mwoyogwe, ni kumubbeyabbeya. 
JAS.1.15	Kaisi okwegomba okwo owekwizulira nakimo, ni kubyala ekibbikibbi. Nʼekibbikibbi ekyo owekikula, ni kibyala okufa. 
JAS.1.16	Kale boluganda abatake eino, tibababbeyabbeyanga oku bya kukema.
JAS.1.17	Aate buli kirabo ekisa era ekituukiriire kizwa omwigulu, ni kiika okuzwa egiri oKibbumba eyabbumbire ebyakira angulu omwibbanga, oyo atacuukacuuka ngʼebiiriirye owebikola. 
JAS.1.18	Yateesere okululwe, nʼatuwa obwomi obuyaaka obwʼomu mwoyo, ngʼabita mu kutwezyesya kwikirirya kibonokye ekyʼamazima. OKibbumba yakolere ekyo, kaisi iswe tubbe nʼekifo ekisooka omu bibbumbebye.
JAS.1.19	Boluganda abatake eino, mumanye kinu muti: Buli muntu abbenge mwangu okuwulira ekibono kya Kibbumba, neye tiyaabbanga muntu abbubbukira okutumula. Era tiyaabbanga muntu anyiiga mangu; 
JAS.1.20	olwakubba obusungu bwʼomuntu tibuleetawo bwomi obutuukiriire oKibbumba obwasiima. 
JAS.1.21	Mulekewo emize gyonagyona nʼempisa embiibbi ebiizwire omu bantu. Mwikiriryenge nʼobugondi bwonabwona ekibono kya Kibbumba ekibabasigiremu ngʼabeezyesya okukiwulira, era ekyezya okulokola obwomi bwanywe.
JAS.1.22	Ekibono ekyo timwakomanga kukiwulira-buwuliri neye mukikolerengeku, olwakubba owemutakola ekyo, okwo kubba kwebbeya-bwebbeyi. 
JAS.1.23	Ekyo kityo olwakubba awulira-obuwuliri ekibono nʼatakikoleraku, tumufaananiaku nʼomuntu eyeebona omu ndabirwamu. 
JAS.1.24	Owaamala okwebona azwawo nʼayaba, neye amangu ago ni yeerabira ngʼowaafaanana. 
JAS.1.25	Neye oyo eyekeenenya ekibono kya Kibbumba, ekituukiriire era ekitusuuca abʼeidembe okukola ebyataka, ni yeekalangulira mwikyo, ngʼakola ebikikoba amanteerabira, oyo yasunanga enkabi omu byakola.
JAS.1.26	Buli eyeetwala okubba omunadiini neye nʼatafuga olulumirwe, oyo abba yeebbeya-bwebbeyi, era ediiniye ebba mpaawo kyemugasa. 
JAS.1.27	Ediini entuuce era ebulaku kyokuginenya omu maiso ga Kibbumba oItewaiswe, niiyo eenu: Okulabiriranga abafuubbi nʼabanamwandu omu budoobi bwabwe, nʼokwekuumanga ebyʼekyalo okutatwonoona.
JAS.2.1	Aboluganda, inywe abaikirirya oMusengwa waiswe oYesu Kurisito owʼekitiisya, timwamomolanga abantu. 
JAS.2.2	Singa omuntu oyo azwaire ebizwalo ebisa nʼempeta eyʼezaabbu aingira omwikumbaaniro lyanywe, nʼomudoobi oyo azwaire ebitimbo yena nʼaingira, 
JAS.2.3	owemwanirizaku oyo azwaire ebizwalo ebisa, ni mumukoba muti, “Iwe otyame aanu awasa.” Kaisi omudoobi iye ni mumukoba muti, “Iwe oyemerere-bwemereri,” ooba muti, “Otyame ansi aawo.” 
JAS.2.4	Aale awo timubba mumomoire era ni mwesuuca balamuzi abali nʼenseega embiibbi?
JAS.2.5	Muwulire, boluganda abatake eino! Abadoobi omu byʼomu kyalo kinu oKibbumba tiniibo abeyalondere okubba abasuni omu kwikirirya, era nʼokusuna obwakabaka obuyasuubizire abamutaka? 
JAS.2.6	Neye inywe mujerega abadoobi, kaisi ni muwa abasuni ekitiisya. Abasuni tiniibo ababamigirirya, ni babakulukuusa okubatwala omu mbuga gyʼabʼamateeka? 
JAS.2.7	Tiniibo abazumirira eriina lyʼekitiisya erya Yesu oMusengwa waanywe?
JAS.2.8	Owemutuukirirya eiteeka erikirira nakimo obukulu eriri omu Biwandiike, erikoba liti, “Otakenge omuntu omwinawo, ngʼoweweetaka iwe onyere,”
JAS.2.9	Neye owemumomola abantu, mubba mukolere kibbikibbi, era eiteeka libasingisya omusango ogwʼokuvuna aMateeka gonagona. 
JAS.2.10	Nabuli akwata amateeka agasigaire, neye nʼavunaku erimo abba nʼomusango gwʼokuvuna aMateeka gonagona. 
JAS.2.11	Ekyo kityo olwakubba eyakobere ati, “Tiwayendanga,” era niiye eyakobere ati, “Tiwaitanga omuntu.” Kale owootayenda, neye nʼoita omuntu, obba ovunire amateeka.
JAS.2.12	Nʼolwekyo mutumulenge era mukolenge ngʼabantu abebalisalira omusango kusinzirira ku Mateeka gadi agatusuuca abʼeidembe. 
JAS.2.13	Ekyo kityo olwakubba omuntu atasaasira, balimusalira omusango omu maiso ga Kibbumba nga tibamukwatira kisa naire. Neye era, omu kusala omusango, oKibbumba abba nʼekisa.
JAS.2.14	Boluganda, kigasa niki omuntu okukoba ati ali nʼokwikirirya neye nʼatabba nʼebikole ebyabira oku kwikirirya? Okwikirirya okwo dala kwezya okumulokola? 
JAS.2.15	Owewabbaawo owoluganda omusaiza ooba omukali adamba ekyazwala, era atasuna ekyokulya ekimumala buli lunaku, 
JAS.2.16	neye omoiza kwinywe nʼamukoba-bukobi ati, “Otuuke mirembe; nkutakirya obwomi obusa, era olye kusani weeyagale,” neye nga tamuwaire ebiyeetaaga, ekyo kimugasa niki? 
JAS.2.17	Omu ngeri enanyere eyo nʼokukwikirirya kutyo wekuli; owekubba kwonkani, nga mpaaku bikole ebiraga okwikirirya okwo, kubba kufu. 
JAS.2.18	Neye oodi ayezya okukoba ati, “Iwe oli nʼokwikirirya, neye nze ndi na bikole.” Aale kaade ondage engeri omuntu egyayezya okubbaamu nʼokwikirirya anambula ebikole ebikulaga, zena nʼakulaga okwikirirya okwange nga nsinzirira ku bikole ebiraga okwikirirya okwo. 
JAS.2.19	Kaisi toikirirya oti oKibbumba ali moiza? Kisa. Neye mbona nʼemizimu gyona gikiikirirya ekyo, era ni gidegeizera olwʼokumutya.
JAS.2.20	Musirusiru iwe ataikirirya ekinkoba, dala otaka okumanya oti okwikirirya okubulaku ebikole mpaawo ekikukugasa? 
JAS.2.21	Iwe tomaite ngʼoIbbulaimu, ozeiza waiswe omu kwikirirya, oKibbumba yamusiimire lwʼekikole ekiyakolere, oweyawaireyo omwanawe oIsaka oku kyoto?
JAS.2.22	Tobona ngʼokwikiriryakwe kwayabiraine nʼekikolekye, kaisi okwikiriryakwe ni kutuukirira olwʼekikole? 
JAS.2.23	Olwo eKiwandiike ni kituukirira ekikoba kiti, “OIbbulaimu yaikiririirye mwebyo oKibbumba ebiyamusuubizire, nʼolwʼekikole ekyo nʼamubala okubba atuukiriire.”
JAS.2.24	Aale timubona muti omuntu oKibbumba amusiima lwʼebikole ebyakola, neye tirwokwikirirya kwonkani. 
JAS.2.25	Era nʼoku Lakabbu omalaaya tiniiye owekyabbaire? OKibbumba tiyamusiimire lwʼebikole ebiyakolere; olwakubba yayanirizire abaizire okukeeta omu kyalokye, era nʼababbeera okusodoka ngʼababitya mu nzira gendi?
JAS.2.26	Kale ngʼomubiri ogunambulamu omwigu owegubba mufu, nʼokwikirirya kutyo wekuli; owekutabbaaku ebikole ebyabiraku, kubba kufu.
JAS.3.1	Boluganda, muleke okuweera mu kubba beegesi bʼekibono kya Kibbumba, olwakubba mumaite muti iswe abeegesi balitusalira omusango nʼobukambwe okukiraku abandi. 
JAS.3.2	Swenaswena emirundi mingi tusobya omu ntumula, neye tuli nʼokwefuda okubona tuti tutumula kusani. Ekyo kityo olwakubba omuntu oyo atasobya omu byatumula abba atuukiriire, ngʼayegere okwefuga, era ayezya okufuga omubirigwe gwonagwona.
JAS.3.3	Abantu bateeka ebyoma omu minwa gyʼembalaasi kaisi gibawulire, era ni bagitwala yonayona egibataka. 
JAS.3.4	Nʼamaato amanene agatambulira oku maani ga mpunga gona, newankubbaire nga manene, odudumo omutono ati niiye agavuga, ni gaaba yonayona omuvugi egyabba ataka. 
JAS.3.5	Nʼolulumi lwona lutyo weruli. Newankubbaire nga katundu katyayi kati akʼomubiri, neye abantu balukolesya okwewaanira omu bintu bingi. Tobona ngʼekibira ekinene owekyezya okuya ni kiwaawo nga kizwa ku kasyo akatyayi kati? 
JAS.3.6	Nʼolulumi lwona luli ooti musyo, kitundu ekiizwire obubbibubbi obwʼenkola nʼenkola, ekiri omu mubiri gwaiswe. Olulumi lwezya okubebenya obwomi bwʼomuntu obulambirira, era ni lukuma omusyo ogubebenya ebintu ebyʼomu biseera byʼobwomibwe bwonabwona, kaisi irwo olunyere ni balukumaku omusyo oguzwera nakimo omu geyeena ogutalikira.
JAS.3.7	Ebika ebyʼebisolo nʼebyʼenyonyi, nʼebyʼebintu ebyekuusira ansi, nʼebyʼomu nyanza, bifugika, era abantu bazwire ira nga babifuga. 
JAS.3.8	Neye irwo olulumi mpaawo muntu ayezya okulufuga. Olulumi niikyo ekintu ekibbikibbi, ekitafugika, era ekiizwire obutwa obwita owundi obwomi bwa muntu ooti saagwa wa mpiri.
JAS.3.9	Olulumi niirwo olutukolesya okuwuuja oMusengwa oItewaiswe, aate olunyere oolwo ni tulukolesya okulaama abantu abebabbumbire omu kifaananyi kya Kibbumba.
JAS.3.10	Omunwa ogunyere ogwo dala gwezya okuzwamu okuwuuja, era tete ni guzwamu nʼokulaama? Boluganda, ekyo tikisaaniire okubba kityo. 
JAS.3.11	Ddala onsulo wʼamaizi omoiza, ayezya atya okuleeta amaizi agawooma nʼamaizi amalulu? 
JAS.3.12	Aboluganda, omusaale omucungwa gwezya okwamaku emiyembe, ooba omukooge okwamaku amapeera? Kityo nʼamaizi agalimu omuunyu tigeezya okuzwera aamo nʼamasa.
JAS.3.13	Boluganda omu Kurisito, mwinywe mulimu eyewulira ati ali nʼamalabuki? Aale agalagirenge mu mpisagye ensa, mu bikolebye ebisa ebyakola, nʼomu bugondi obuzwa omu malabuki. 
JAS.3.14	Neye owemubba nʼenge egyʼakabbikabbi omu myoyo gyanywe, era nga buli moiza nga yeetakirya niiye yenkani ebintu ebisa, timwabbeyesyanga. Era timwewaana muti muli balabuki, mutyo ni mwakanisya amazima ga Kibbumba agalaga engeri omwikirirya egyateekwa okwebityamu. 
JAS.3.15	Ekyo kityo olwakubba amalabuki agʼengeri eyo tigazwa omwigulu, wazira gazwa ku kyalo; gʼabantu-buntu, era ga Sitaani. 
JAS.3.16	Awabba engongi, era nʼabuli moiza nga yeetakirya niiye yenkani ebisa, niiwo awabba nʼokutabuka era nʼebikole ebibbibibbi ebya buli ngeri.
JAS.3.17	Neye amalabuki agazwa omwigulu, okusookera nakimo, gabba makenene, ganoonia idembe, era galeeta okulumirwa abandi, nʼobuwombeeki, nʼokusaasira abandi. Era, gaizwire ebikole ebisa, tigabbaamu kadi kwekubbira, waire obubbeyi. 
JAS.3.18	Abantu abaleetawo eidembe olwʼokwebitya okusani omwidembe, ekineneka ekibaneneka bwomi obutuukiriire.
JAS.4.1	Aboluganda omu Kurisito, mutaka okumanya entalo nʼoyombo ebibba mwinywe egibizwa? Bizwa ku kwegomba okwʼengeri egitali gimo okumubba nakwo, okutaabirana nʼebyo oKibbumba ebyataka. Okwo niikwo okulumba ebiseego byanywe. 
JAS.4.2	Mutaka okubba nʼekitiisya era nʼebintu byʼomu kyalo neye nga timubisuna. Ekizwamu ni mutaka okwita abantu abo ababakaisya okubisuna, neye era ni musigala nga timubisunire. Omu ngeri eyo musuna oyombo, era ni mulwana. Ebimutaka timubisuna olwakubba timusaba oKibbumba. 
JAS.4.3	Waire wona musaba oKibbumba, timubisuna olwakubba musaba na bigendererwa ebibbibibbi; musaba byʼokwesangaalya-bwesangaali.
JAS.4.4	Inywe abantu abazwire oku bweyamo bwanywe obwʼokuweereryanga Kibbumba yenkani, timumaite muti okusala omukago nʼekyalo kinu kubba kucaawa Kibbumba? Omuntu yenayena owaasalawo okubba omukaagwa wʼekyalo kinu, asuuka mulabe wa Kibbumba. 
JAS.4.5	Amo timumaite muti eKiwandiike tikya bwereere ekikoba kiti: “OMwoyo oKibbumba oguyateekere mwiswe wʼeiyali libitiriri?” 
JAS.4.6	Neye era, oKibbumba atuwa enkabi mpitiriri egitwezyesya okuwangula okwegomba okubbikubbi. Ekyo kityo olwakubba eKiwandiike kikoba kiti:
JAS.4.6	“OKibbumba ayakanisya abʼamalala,
JAS.4.6	wazira akwatira ekisa ibo abo abawombeeki.”
JAS.4.7	Kale mugonderenge oKibbumba. Mulwanisye oSitaani, yena yabairuka. 
JAS.4.8	Mwigerere eeri oKibbumba nga muteeka okwesiga kwanywe mu niiye, yena yaigerera egimuli. Mutukulye obwomi bwanywe inywe abakola ebibbibibbi, mutereerye emyoyo gyanywe inywe ababbeyi. 
JAS.4.9	Muyungubale, muwuugulye, era mukuukulye olwʼebibbibibbi ebimukolere. Enseko gyanywe gisuuke nduulu, nʼeisangaalo lyanywe lisuuke kwekondamira. 
JAS.4.10	Mwenenye omu maiso ga Musengwa, era owemwakola mutyo, iye yabasetula nʼabawa ekitiisya.
JAS.4.11	Boluganda, timwatumulanganangaku obundi. Oyo atumula obubbibubbi oku muntu omwinaye, ooba oyo asalira omwinaye omusango, abba abitiryemu amaiso eiteeka lya Kibbumba eryʼokutakangana. Obityamu amaiso eiteeka lya Kibbumba obba otalire eiteeka nago, era ni weesuuca mulamuzi. 
JAS.4.12	Neye, eyateekerewo aMateeka era omulamuzi ali moiza, niiye oKibbumba, oyo ayezya okulokola era nʼokujigirica. Aale iwe asalira omwinawo omusango niiwe naani?
JAS.4.13	Atyanu inywe abakoba muti, “Olwatyanu ooba eizo twaba omu kibuga kirebe tumaleyo omwanka gumo nga tusuubuula, tusune amagoba,” 
JAS.4.14	aate nga timumaite ebyabbaawo eizo. Mumaite kadi obwomi bwanywe ngʼowebuli waire ekyezya okubutuukaku ekiseera kyonakyona? Muli ooti kisu ekibbaawo akaseera katyayi kati ni kiwaawo.
JAS.4.15	Mwankakoberenge muti, “OMusengwa oweyaabba atakire, twabba boomi ni twezya okukola kinu ooba kidi.” 
JAS.4.16	Neye inywe mwekudumbalya, era ni mwewaana oku bimwezya okukola. Okwewaanawaana okwʼengeri eyo kwonakwona kubbikubbi. 
JAS.4.17	Nʼolwekyo, oyo amaite ekisa ekiyankakolere neye nʼatakikola, abba abbengere musango.
JAS.5.1	Atyanu, kunu kulabula eeri abasuni abataikirirya oYesu. Muwuugulye era mukuukulye olwʼenyinya eyaba okubagwaku oKibbumba ngʼabavunaana. 
JAS.5.2	Obusuni bwanywe budambamu amakulu ooti kintu ekivundire. Nʼebizwalo byanywe ebyʼebbeeyi biri ooti biidi ebyʼebituli ebiwuuka ebigiriire. 
JAS.5.3	Ebyobusuni byanywe byʼobukukumpanya, era obukukumpanya obwo bwabalumiriza, ni bulya obwomi bwanywe, ngʼomusyo owegwoca ekisaka. Era oku nkomerero oKibbumba nʼabukolesya oku basingisya omusango. Mukumbaanirye obusuni, ni mwerabira muti enkomerero yʼekyalo nʼokubasalira omusango biri kumpi okutuuka.
JAS.5.4	Ala empeera yʼabapakasi abakolere omu misiri gyanywe egimwalyakire ngeyo ebbookooka, era enduulu gyʼabo abakolere gigwire omu matwi ga Musengwa oWabwezye bwonabwona.
JAS.5.5	Musangaaliire omu byʼoku kyalo nga mwejalabya era ni bibawoomera. Atyanu ngoyo mweyagala amantamanya muti olunaku oKibbumba oluyababonereza lutuukiriire. 
JAS.5.6	Mugira omusango ni gusinga oyo atabbaire nagwo, era ni mumwita nga tabalwanisya.
JAS.5.7	Aale inywe boluganda, newankubbaire nga bali kubagadya, muguminkirizenge paka oMusengwa oweyaliirira. Timubonera oku mulimi ngʼowaakola? Akuumirira paka oweyalisuna oikendi asooka nʼoyo omusambya, ngʼaguminkiriza omusirigwe okuneneka ebineneka ebyʼomugaso. 
JAS.5.8	Nywena muguminkirizenge, mugume emyoyo, olwakubba oMusengwa ali kumpi okwira. 
JAS.5.9	Boluganda, timwezulugumiranganiranga, kaisi baleke okubasalira omusango. Ekyo kityo olwakubba omulamuzi ali aawo kumpi.
JAS.5.10	Boluganda, mubonere oku banaabbi abatumulanga omu liina lya Musengwa, abagadire, neye ni baguminkiriza. 
JAS.5.11	Era abo abaguminkirizire tubeeta bʼenkabi. Mwawuliire ngʼoYobbu, omwikirirya owʼeira, oweyaguminkirizire. Era mumaite oMusengwa ekiyamukoleire oluzwanyuma, olwakubba oMusengwa wʼekisa era asaasira.
