MAT.1.1	Buk towen waseg delen Yeisuw Kelis, tabun kweiboug Deibid, kweiboug tonen tabun Ebelam.
1TH.3.1+1TH.3.2	Singaya nuwaneimiy, kawna̱mat waseg, kalana, “Kadiloka Timotiy takayabes binekes. Bweina aditeiy bitases Atens.” Mtowen Timotiy neiw, bwadads mtowen; simey kakanow aygan Yowbad, kageiguy bwanabwein liva̱nen Kelis. Nakakayeb Timotiy neiw va̱gan bikimtuweimiy bukutawtouns o bukusimounids beibwein Kelis waseg.
1TH.3.3	Deisina gamag bo iyagageimiy, tage Timotiy beiw biguyeimiy; mata ge bukukwalouws. Kukwakinsa tut towen bo bigeg a̱bads.
1TH.3.4	Kweiboug wamiven nitasesus simayas yakamiy, nakalivan kalana, “Igaw abamiy bigeg.” Nagein kukines bo ikamat anagin.
1TH.3.5	Akakina abamiy igeg, singaya nuwaneimiy waseg yey nises. Ta-ma̱wan beitout nanoug o bakaptuleig; nag. Mapuna mo akayeb Timotiy, beiw ilakwaneimiy, va̱gan bulagan misimounid bimey bidibakeig. Peinan agupwa̱yat waseg mtowen takatsilakay; adoki bikatsilakeimiy mo biyageg gunawotet wasigeis yakamiy.
1TH.3.6	Misiya̱mun Timotiy neiw, neiyum gog neim, mo imey bulgamiy ilana, “Min-Tesalonik tasiwa̱youbs, isimounids bwein waseg daGuyaws, tut babaw ininuweids-wan, sivines kid bukunekes bukulakwanes.” Yakamey-vak ninom bo ma̱wan-wan, sivinem bakawekeimiy bakalakwaneimiy.
1TH.3.7	Kaligen bulgamiy yakamiy, mo itout ninom. Tage abem bo igeg, tage deisa kamwa̱saw-wan, peinan nukusimounids daGuyaws waseg.
1TH.3.8	Kukin bukutoukums waseg mo beimwan wom.
1TH.3.9	Ta-ma̱wan bakavkek bakaya̱kawn Yowbad waseg, mamwa̱saw singay avakaein wamatan Yowbad pinamiy yakamiy.
1TH.3.10	Yam babaw o boug babaw singaya kaninitoug pinamiy yakamiy, kalana, “O Guyaw, sivinem bakakin migis tasiyas. Kukin nag isimounids bwein, bakakimtuwes mo bitawtouns.”
1TH.3.11	Sivinag Tamads Yowbad son daGuyaws Yeisuw bikaliyow gunaked mo baw.
1TH.3.12	Anitoug waseg, alana, “Kwatimweis sisiwa̱youb bivakaein wasigeis sisiyas, o wasigeis gamag meivek-wan, ma̱wana yakamey masiwa̱youb wasigeis tasiyas.
1TH.3.13	“Igaw maGuyaw Yeisuw beiyum beim siney tasiyas angamag min-liba̱lab, mo tasiyas bitamanaws wamatam ya̱koum, Yowbad Timem, sona ates gimagim-nen, asisinap tawtoun, kamnat.” Gunanitoug pinamiy yakamiy ma̱wan.
1TH.4.1	Sigwey, kweitan livan-vak nises, waseg baguyeimiy daGuyaws Yeisuw peinan. Kweiboug nakakatimlakeimiy mo kukwakins amisinap bwanabwein, waseg Yowbad ikalin nuwan. Nagein amisinap ma̱wan, tage kadiloka kwatimweisis amisinap bwanabwein bivakaein.
1TH.4.2+1TH.4.3	Kukwakins-wan daGuyaws Yeisuw nakaleiwag bo nakasekeimiy. Peinan Yowbad sivinan bikayuseimiy silma̱nin veivay mounid. Awoum kwaninavaysa mav; awoum.
1TH.4.4	Tatanok tatanok yakamiy kadiloka bukuninuways veivay mounid, amisinap kamnat waseg mo bukuvays.
1TH.4.5	Vikeiy awoum bikalawageimiy mo bukugeinawls ma̱wana tasiyas tadadubs, peinan nag ikakins Yowbad.
1TH.4.6	Awoum teitan yakamiy bigeinawl mo biyageg son nakaveivay. DaGuyaws mo bimop asisinap tasiyas takalbalebs. Kweiboug bo kakatiboug nuwamiy, mageiguy tawtoun waseg.
1TH.4.7	Yowbad nag ikatigikeids makava kanavay silma̱nin, nag; tage silma̱nin sinap kamnat.
1TH.4.8	Kaleiwag towen nag teitan gamag nakaleiwag, tage Yowbad nakaleiwag. Mata ge bukusiplaves, peinan tavganein Kululuwan Bwanabwein.
1TH.4.9	Awoum liva̱nen siwa̱youb balel va̱gan bukusiwyoubus simiyas, peinan Yowbad bo ikatimlakeimiy. Nanawana bo kukwakins.
1TH.4.10	Nukusiwyoubus tasiyas tayekelesiys babaw ven avakaein Masidoniy waseg. Kaguyeimiy va̱gan kwatimweisis misiwa̱youb bivakaein.
1TH.4.11	Kadiloka bukuyokons va̱gan bukusesus niwal waseg. Amisinap tatineimiy kuninuways. Awoum kwatpunugis simiyas, va̱gan miwotet tatineimiy bukuwteles. Kweiboug nadibakeimiy ma̱wan.
1TH.4.12	Awoum bukumlavags ma̱wana tabgumat yakamiy; igaw mo bukunekes simiyas bukusibukways kaeis bisekeimiy bukukwams kid. Bukuva̱ges ma̱wan, tasiyas nag iyekelesiys bikineimiy mo bikayuweimiy. Awoum!
1TH.4.13	Sigwey, awoum bukutagouwaws silma̱nin tasiyas takanka̱nigs. Babaw gamag nag isimounids beikits vayuwein, mapuna ninous singaya moumouvit kanig waseg. Tage yakamiy awoum beivag ninoumiy ma̱wan.
1TH.4.14	Tasimounids peinan Yeisuw ikanig mo ikit vayuwein. Tasiyas-vak Yeisuw angamag nikanka̱nigs, Yowbad mo biyakitus, bitokes bimeyes sisiy Yeisuw.
1TH.4.15	Mounid daGuyaws anilivan kadibakeimiy, kukin son mwamovads bitasesus, igaw daGuyaws beiyum beim, tasiyas kweiboug nikanka̱nigs mo bimgwayeids. Ya̱kids nag bitamgwayes tasiyas; nag.
1TH.4.16+1TH.4.17	DaGuyaws gog beiwak, tasiyas anelos sitovek-vak beiwak, bwa̱gig-nen liba̱lab biyikis, daGuyaws beibus beim, mo tasiyas nikanigs Yeisuw waseg wanmugwana beikits, wankuyeim mo ya̱kids tamwamovs ya̱kids. Sidayas tasiyas mo bikaweids bitaneis wanakaew, mo bitanekes daGuyaws lov wanuwan, sods mtowen mo bitasesus bitasigagas.
1TH.4.18	Sinap towen waseg kugeiguys simiyas wasigeis va̱gan amnamiy beibwein.
1TH.5.1	Sigwey, nag kadilok balel sinap va̱gan bukukwakins avei-tut nakabiyokous ven watinow, peinan nanawana bo kukwakins.
1TH.5.2	Bo kukwakins bwein tutan daGuyaws beiyum beim mo bilabuboleids ma̱wana tavveinaw watapwan boug bisap.
1TH.5.3	Gamag bilivans, bilansa, “Tut towen tasesusa bwein,” simouvit gog waseg nuwanaw mo bisiblutes biyagages, ma̱wana gidaged bisiblutes vinay igaw bitapouy nimes. Ta-ma̱wan bivkakes.
1TH.5.4	Sigwey, nag mamagina tadadubs yakamiy, yam towen nag bilabuboleimiy ma̱wana tavveinaw; nag.
1TH.5.5	Yakamiy kamnat gimgeilin yakamiy; peinan nag dadub gimgeilin ya̱kids. Wuda̱yam waseg bitanoun.
1TH.5.6	Awoum bitammasis ma̱wana gamag mwasanin; tage kadiloka bitala̱lals va̱gan nanouds bidumwal.
1TH.5.7	Tasiyas gog tammasis boug waseg immasis, o tasiyas tamwamoums boug waseg imwamoums, ikabala̱weins.
1TH.5.8	Tage ya̱kids tanounas wuda̱yam waseg, kadiloka nanouds bidumwal, mo bitasimounids o bitasiwa̱youbs beibwein, kululuwads ankawlawal silma̱nin; o bitanmises Yowbad va̱gan bikatinabweids, nanouds ankawlawal silma̱nin.
1TH.5.9	Peinan Yowbad nakaleiwag, awoum bikamta̱nids; tage Yowbad nikatigikeids va̱gan bikatinabweids daGuyaws Yeisuw Kelis waseg.
1TH.5.10	Yeisuw bo ikanig peinads ya̱kids, sivinan kid siney ya̱kids bitamwamovs, takinew bitasesus ven watinow, o takinew bitakanigs.
1TH.5.11	Mapuna kuguyes va̱gan bukwatimweisis simiyas sinap bwein waseg, ma̱wana tut towen nukuvva̱ges.
1TH.5.12	Sigwey, kadiloka bukuvna̱ses tasiyas mitamumugwas, peinan igeiguys wasigeis yakamiy, daGuyaws inawotet silma̱nin.
1TH.5.13	Kadiloka bukugoulus tasiyas, siwa̱youb waseg, peinan siwotet bwanabwein. Kadiloka niwal waninoumiy bises.
1TH.5.14	Sigwey, kadiloka bukuguyes tasiyas tabgumats. Kukimtuwes tasiyas tawnayuws mo bitawtouns. Kulabes tasiyas kalisiy nag isimounids bwein. Kwaptuleimiy babaw gamag wasigeis.
1TH.5.15	Kukin kal biyagageim, awoum kumop ansinap. Bweina tut babaw bukusiwa̱youbs simsimiyas wasigeis, o babaw gamag wasigeis.
1TH.5.16	Tut babaw kummwa̱saws-wan.
1TH.5.17	Awoum kuyeiwas nitoug waseg Yowbad.
1TH.5.18	Bikalin nuwamiy youd babaw silma̱nin. Yowbad nanon ma̱wan, peinan Yeisuw Kelis angamag ya̱kids.
1TH.5.19	Awoum kusiwmates Yowbad Kululuwan.
1TH.5.20+1TH.5.21+1TH.5.22	Awoum kupiyaves sigeiguy tasiyas palopits, tage kuninuways beibwein, mo kwatukins, sinap kalbaleb kulavewas, sinap bwanabwein kuyousis beibwein.
1TH.5.23	Sivinag Yowbad tonena bikatimweis kululuwamiy mo beitaw nuwamiy, peinan ikayus kululuwamiy, mwamovamiy, woumiy meivek-wan, va̱gan bukusesus bwein, amisinap kamnat-wan, tutan daGuyaws Yeisuw Kelis mo bisap vayuwein.
1TH.5.24	Mtowen nikatigikeids angamag ya̱kids bitikum, bivag wasigeis yakamiy ma̱wana nilivan.
1TH.5.25	Sigwey, kadiloka bukunitougs pinem yakamey.
1TH.5.26	Bikalin nuwamiy, bukumulouls simiyas, peinan meivek yakamiy tayekelesiys yakamiy.
1TH.5.27	DaGuyaws yagan waseg adibakeimiy, kadiloka bukuvinis let towen, tayekelesiys babaw biliganes.
1TH.5.28	DaGuyaws Yeisuw Kelis bisiwyoubumiy.
1TH.5.28	Yey Pawl.
2TH.1.1	Yey Pawl sigwey Saylos son Timotiy malet neiw kuvinis min-Tesalonik yakamiy nukuyekelesiys Tamads Yowbad son daGuyaws Yeisuw wasigeis.
2TH.1.2	Tamads Yowbad son daGuyaws Yeisuw Kelis bisiwyoubumiy mo beitaw nuwamiy.
2TH.1.3	Sigwey, kadiloka tut babaw bikalin nuwem Yowbad waseg, peinan misimounid bo ikatimweis ivakaein. Misiwa̱youb-vak simiyas wasigeis bo ikatimweis ivakaein.
2TH.1.4	Mapuna kakamumwa̱neimiy wasigeis tayekelesiys vena babaw, kalana, “Tasiyas min-Tesalonik singaya takapatuls. Deisina gamag iyagages, abes igeg, tage ikappatuls-wan, peinan isimounids Yowbad waseg.”
2TH.1.5	O abamiy kalbaleb tut towen kulivatus peinan nukukwawes Yowbad nawotet. Tage abamiy kalbaleb waseg, Yowbad mo bikatimweis amisinap bwanabwein mo bukutawtouns bukusiws nakabkaleiwag wanuwan. Mapuna takakins-wan Yowbad nakaleiwag didumwal.
2TH.1.6	Yowbad nakaleiwag didumwal, peinan idoki bweina bimop asisinap tasiyas niyagageimiy.
2TH.1.7	Tage yakamiy niyagageimiy igaw mo bisekeids dakabiyeiwas simayas yakamiy. E, igaw tutan daGuyaws Yeisuw bikamat walba̱lab, bimeis siney nataka̱yobs tasiyas tawtous mo bisekeids dakabiyeiwas.
2TH.1.8	Kov kaka̱yeil waseg mo bimop asisinap tasiyas nag ikakins Yowbad, o takapidabs tasiyas nag iliganes liva̱nen daGuyaws Yeisuw.
2TH.1.9	Mapuna biyagages tut nag beikous, ven dadub waseg. Ven towen nag bikines daGuyaws magin, o natawtoun, o nakamnat; nag.
2TH.1.10	E, igaw tutan bisap, mo bikayabes bineis watoulan; angamag ven watinow mo biya̱kawns waseg, o tasiyas tasimounids beisom ninous waseg; o sigwey yakamiy mo bitayakawanes Yeisuw, peinan nukusimounids liva̱nen Yeisuw to nakasekeimiy.
2TH.1.11+2TH.1.12	Kweiboug Yowbad nikatigikeimiy angamag yakamiy. Sivinem kid Yowbad bivkakeimiy angamag yakamiy ma̱wana nikatigik kweiboug. Yakamiy-vak sivinamiy amisinap beibwein sona misimounid silma̱nin wotet bwein. Yakamey gog makanitoug va̱gan Yowbad natawtoun waseg mo bikimtuweimiy silma̱nin sinap towen bwanabwein. Gamag mwasanin bikineimiy amisinap ma̱wan, mo bikavasis yagan daGuyaws Yeisuw Kelis, o bikavasimiy yakamiy, daGuyaws silma̱nin. Peinan daYowbads son daGuyaws Yeisuw Kelis singaya bisiwyoubumiy.
2TH.2.1	Sigwey, ivag sivinem bukukwakins daGuyaws nakabsunap. Mtowen Yeisuw Kelis beiyum beim, mo bitakatuyouns bitanekes.
2TH.2.2	Igaw bukuliganes gamag mwasanin askamikon, o asilivan mamagina, “DaGuyaws nakabsunap tut towen waseg.” Awoum ge bikubukub nuwamiy, o beiyow nuwamiy; awoum.
2TH.2.2	O kukin gamag mwasanin bilivans, bilansa, “Pawl nalet waseg ilel, idoki daGuyaws nakabsunap tut towen waseg,” awoum bikubukub nuwamiy, peinan tayyaweids tasiyas.
2TH.2.3+2TH.2.4	Awoum teitan gamag bikatidavimiy. Kadiloka bukukwakins gamag babaw wanmugwana bipiyaves Yowbad nakaleiwag, wankuyeim mo bisap Yeisuw.
2TH.2.3+2TH.2.4	Towen tasiplavein Yowbad nakaleiwag bisap wanamug; tage Yeisuw wankuyeim. Dadub gimgeilin towen, peinan takamna̱mwan towen, biyyagay yowbad babaw o Geileiw babaw, bikamumwan tatonen mo bisin Yowbad wanbunatum, bilana, ‘Yey Yowbad yey.’
2TH.2.5	Kweiboug sigwey yakamiy nitasesus mo adibakeimiy ma̱wan. Tabta kunuwes?
2TH.2.6	Kadiloka kunuways aveiyag waseg isilbwed towen takamna̱mwan, peinan tutan bikadilok mo bisap.
2TH.2.7+2TH.2.8	Nakawotet kalbaleb nagein nises ven watinow, o nag bitakakins silawun. Tayuwein gog, isilbwed takamna̱mwan towen, bisilbwadena oko igaw mo bein tana̱ban, tasiplavein gog kaleiwag mo bisap, o gamag babaw bikines; tage daGuyaws Yeisuw bisap son nakamnat avakaein, mo beiweiy taw towen wadon muymuyan waseg.
2TH.2.9+2TH.2.10	Seitan nileb mtowen takamna̱mwan, tayyaweid towen, im iwtel naman mulin babaw-wan tawtoun, va̱gan bikatidavis gamag mwasanin, mo bimta̱mats; peinan nag sivines sinap mounid, mata ge Yowbad bikatinabwes.
2TH.2.11+2TH.2.12	Mapuna Yowbad niyabol ninous va̱gan kid bisimounids sinap yaweid waseg, mo bimop asisinap tasiyas babaw tapiyaveins sinap mounid, peinan sivines kid sinap kalbaleb.
2TH.2.13	Sigwey, daGuyaws angamag yakamiy, yakamey tut babaw ikadilokena bikalin nuwem Yowbad waseg, peinan tut nakabsilamaw waseg nikatigikeimiy va̱gan kid bikatinabweimiy. Kululuwan gog waseg nikayuseimiy va̱gan kid bukuliganes anilivan mounid.
2TH.2.14	Livan towen, liva̱nen Yeisuw Kelis, nakadibakeimiy mo kuliganes va̱gan daGuyaws Yeisuw Kelis nakamnat waseg bimteilimiy; peinan Yowbad nanon ma̱wan.
2TH.2.15	E sigwey, kadiloka bukutamanaws sona mitawtoun, bukuyousis beibwein livan towen nakasekeimiy, wudom waseg nakadibakeimiy, o malet-vak niwekeimiy.
2TH.2.16+2TH.2.17	Tamads Yowbad singay isiwyoubuds, ikimtuweids va̱gan tut babaw nanouds beibwein peinan taninuways aveiyag bwanabwein bisekeids tut wanakougwaw. Tamads towen son daGuyaws Yeisuw Kelis bikimtuweimiy va̱gan bukuninatouts, bukuwotets wotet babaw bwanabwein son amilivan bwanabwein.
2TH.3.1	Sigwey, kweitan youd-vak balel. Sivinag bukunitougs Yowbad waseg pinem yakamey, va̱gan kid bakageiguy daGuyaws liva̱nen, tawtoun waseg; livan towen mo bitakayway wasigeis gamag babaw, ma̱wana kweiboug wasigeis yakamiy.
2TH.3.2	Kunitougs-vak va̱gan Yowbad bikatinabwem wasigeis tasiyas takalbalebs. Peinan mwasinis gamag nag isimounids Yowbad waseg.
2TH.3.3	Tage daGuyaws Tatoukum bo bikimtuweimiy, bisilbwed kalbaleb wasigeis yakamiy.
2TH.3.4	O daGuyaws waseg, kakakina yakamiy nukuliganes amalivan, mo bukukwanawes.
2TH.3.5	DaGuyaws bikatimweis amisinap, nasiwa̱youb tatonen waseg, o Kelis nakapatul waseg, mo bukusiwa̱youbs, o bukwaptules yakamiy.
2TH.3.6	Sigwey, kadibakeimiy daGuyaws Yeisuw Kelis yagan waseg, kadiloka bukusina̱les budidayas tasiyas tabgumats, peinan tapiyaveins agem tasiyas.
2TH.3.7+2TH.3.8	Kukwakins-wan kadiloka bukwabwa̱kuns imaked waseg. Kweiboug simiyas yakamey nitasesus nag kapiyev wotet, nag; tage yam katanok katanok o boug katanok katanok wasigeis nakawwotet-wan, mo naka̱kam kaem tatinem. Mata ge kakamiyev kaemiy.
2TH.3.9	Bweina bukuvakamumas, tage nag bakalivan kan liva̱nen. Kadiloka bukukinbunikemas tawwotet yakamey mo bukwaylasis ked towen.
2TH.3.10	Kweiboug simiyas yakamey, makaleiwag mamagina, “Kukin kal bipiyev wotet, awoum beikam kan.”
2TH.3.11	Nakaligen gog mwasanin yakamiy tabgumats, mwasanin yakamiy tabugumatuws.
2TH.3.12	DaGuyaws Yeisuw Kelis yagan waseg, kadibakes gamag tasiyas, kalana, “Awoum bukubugumatuws. Bweina bukuwwotets, mo bukukwams kan.”
2TH.3.13	Sigwey yakamiy, awoum ge bikawegweis woumiy wotet bwanabwein waseg.
2TH.3.14+2TH.3.15	Malet towen neiw kuvinis. Kukin kal bisiplev amalivan, kusina̱les gamag towen mo beivag anmwasin. Awoum kwamliwes gamag towen, peinan buda̱miy. Bweina bukuguyes va̱gan bikakin.
2TH.3.16	DaGuyaws tonen ansinap mamagina niwal. Mtowen bisiwyoubumiy va̱gan beitaw nuwamiy tut babaw, o mikabsis katanok katanok waseg, peinan mtowen simiy bukusesus.
2TH.3.17	Kalin nuwag yakamiy. Namag mulin tatoneig nalel gunaleta babaw nakabiyokous waseg.
2TH.3.17	Yey Pawl.
2TH.3.18	DaGuyaws Yeisuw Kelis bikalin nuwan wasigeis yakamiy.
1TI.1.1+1TI.1.2	Kalin nuwag ya̱koum Timotiy. Nukusimounid daGuyaws waseg, mapuna natug mounid ya̱koum. Yey Pawl alel mulet neiw. Mtowen takatinabweids Yowbad nisekeig gunawotet va̱gan bakokew liva̱nen Yeisuw Kelis. Kelis-vak nisekeig gunawotet towen. Mtowen Kelis waseg tanmises va̱gan bilabeids:
1TI.1.1+1TI.1.2	Tamads Yowbad son daGuyaws Yeisuw Kelis bisiwyoubum, asteiy son Taman binok nuwes ya̱koum, mo beitaw nuwam.
1TI.1.3+1TI.1.4	Kweiboug gunakaleiwag bo asekeim, mo a̱noy an Masidoniy, alana, “Kusesun ven towen Epesos va̱gan bukuguyes gamag mwasanin kugidamis sikatimlakay kalbaleb; kudibakes, kulana, ‘Awoum bukutaleiliws o bukuta̱kuds sona mikamniman; awoum. Makava taleiliw nag bikatimweisimiy sinapun Yowbad waseg, nag.’”
1TI.1.5	Tage makaleiwag wasigeis yakamiy va̱gan bigimagim ateimiy, o ninoumiy bikamnat, o bukusimounids beibwein, mo sinap yagan siwa̱youb biton wasigeis yakamiy.
1TI.1.6	Gamag mwasanin bo iyamkwanes sinap towen, inoyes kweitan ked, livan makaw illivans.
1TI.1.7	Idokes takatimlakeins Yowbad nakaleiwag tasiyas tatineis, mapuna tawtoun waseg illivans; tage nag ikakins silawun asilivan, o na-ikakins kaleiwag towen.
1TI.1.8	Takakins Yowbad nakaleiwag bwanabwein, magat bitavna̱ses nakaleiwag towen.
1TI.1.9+1TI.1.10	Tage nag isen nakaleiwag toubweins pines, nag; nakaleiwag towen pines tasiyas tapiyaveins kaleiwag, o takapidabs, tapiyaveins tapwa̱loul, takalbalebs, takallokays, tawayins timsiyas o insiyas, o takatimateins gamag, tassubwans, o tayablebeins pwa̱daw, o tabakeweins gamag, o tayyaweids, o tasiyas itabudabods mav, o aveiyag waseg bibwabwes sinap bwanabwein, o bibwabwes liva̱nen bwanabwein daYowbads.
1TI.1.11	E, daYowbads waseg kamnat son mwa̱saw, mtowen nikayabeig va̱gan liva̱nen bakokew gamag babaw wasigeis.
1TI.1.12	Kalin nuwag daGuyaws Yeisuw Kelis waseg, peinan guntawtoun nisekeig silma̱nin nawotet towen, o peinan idokeig tatoukum yey mo isekeig gunawotet.
1TI.1.13	Kweiboug agusinap kweitan bo ayeg Yeisuw yagan, mo akamliwes inagamag, ayagages. Tage deisina inok nuwan yey, peinan tatagouwaw yey, nag asimounid waseg.
1TI.1.14	Nasiwa̱youb-vak mo isiwyoubug singay, va̱gan basimounid mo basiwa̱youb Yeisuw Kelis waseg.
1TI.1.15+1TI.1.16	Livan towen mounid; kadiloka tasimounids waseg. Peinan Yeisuw Kelis neim wadaban pwepway va̱gan kid bikatinabweids takalbalebs ya̱kids. Yey gog bo amug takalbalebs babaw wasigeis; tage bo inok nuwan yey, va̱gan Yeisuw Kelis bikatimlakay nakapatul avakaein waseg singay takalbaleb yey, takalbalebs babaw mo bikakins, o bisimounids Yeisuw waseg, mo biba̱nes mwamoves nag beikous.
1TI.1.17	Tut nag beikous bikalin nuwads Yowbad, bitayakawanes, nakaleiwag tonen isigeg, Yowbad Towen nag takines, tage isigeg-wan, Yowbad anmwa̱net-wan. Eimen.
1TI.1.18	Natug yak Timotiy, kweiboug tasiyas palopits nilivnakes muwotet, nagein akalawageim, kadiloka bukuwteles asilivan ma̱wan, mo bukutawtouns wotet towen waseg.
1TI.1.19+1TI.1.20	Kadiloka kusimounid bwein, o kununuway sinap bwein waseg. Gamag mwasanin bo ipiyaves sinap bwanabwein mo ikalouws kid; asteiy tasiyas Aymenay son Alekisan, bo asekes Seitan waseg va̱gan bika̱kin mites; awoum ge biyages Yeisuw.
1TI.2.1	Nakabsilamaw sinap bwanabwein, nitoug. Kadiloka tut babaw kuninitougs pines sidayas; kadiloka kugilagels Yowbad waseg va̱gan mo bilabes gamag babaw; nitoug waseg kadiloka bikalin nuwamiy peinan Yowbad ilabes tasiyas.
1TI.2.2	Kadiloka tanitougs pines tasiyas king sisiyas takaleiwags babaw, va̱gan bimtakavateids mo bitasesus bwein, mamagina niwal waseg, o bitavna̱ses Yowbad nakaleiwag beibwein, adsinaps bwanabwein waseg.
1TI.2.3+1TI.2.4	Yowbad sivinan adsinaps ma̱wan. Mtowen ikatinabweids, o sivinan kid bikatinabwes gamag babaw, o sivinan gamag babaw bikakins sinap mounid.
1TI.2.5+1TI.2.6	Sivinan bitakakins kid Yowbad anmwa̱net. Tayuwein-vak anmwa̱net bilabeids va̱gan Yowbad bikalin nuwan wasigeis ya̱kids; mtowen gimgilitoun Yeisuw Kelis, won tatonen itam ikanig va̱gan biymiyiseids ya̱kids. Tutan bo ikadilok mo ikamtel Yowbad nakaleiwag towen, klos waseg nikanig.
1TI.2.7	Mapuna bo isekeig gunwotet va̱gan bakokew liva̱nen Kelis, bakatimlakes tobwag ven gimgilis sinap mounid va̱gan bisimounids waseg. Nag bayaweid, nag. Mounid Yowbad nisekeig gunawotet towen.
1TI.2.8	Sivinag tawaw ven babaw bininitougs Yowbad waseg. Awoum bikameiliws o bikamnimans; awoum. Bweina bitamnawes nimes mo binitougs sinap bwanabwein waseg.
1TI.2.9+1TI.2.10	Vinay kadiloka bisikams dibes bwanabwein, awoum bunadog bibasis bibabaw; awoum ta̱kas singay bitoumis bibabaw; awoum botobot babaw bisenas wakayous; awoum dob bitoumis bein wanakaew. Deisa bisiwa̱youbs son siwotet bwanabwein biwteles. Sinap towen bwanabwein tapwa̱loul silma̱nin.
1TI.2.11	Tapwa̱loul waseg kadiloka vinay bikka̱pays-wan, biliganes livan.
1TI.2.12	Nag ba̱tam vinay bikatimlakes tawaw o bikaleiwags wasigeis; awoum. Kadiloka bika̱pays-wan.
1TI.2.13	Peinan Yowbad wanmugwana ibun Adam; Iv wankuyeim.
1TI.2.14	O Seitan nag ikatidev Adam; nag. Ikatidev gog kuda̱vin; ansinap mo ivag kalbaleb.
1TI.2.15	Tage vin kavel bisimounid Yeisuw waseg, o bisiwa̱youb, nag bikalimwa̱saw, tage ansinap kamnat, Yowbad mo bikatinob vin mana̱wen, inakopway waseg.
1TI.3.1	Livan towen mounid: Kukin kal beitam nanon va̱gan bimlavag tayekelesiys sitovek teitan, bwein-wan, peinan wotet towen bwanabwein.
1TI.3.2	Tage kadiloka beivag ansinap kamnat; nakwav anmwa̱net; takkapatul; tavvnasein kaleiwag; awoum biwliy Yowbad nawotet waseg; kadiloka bivna̱ses anbwabwal beibwein; o bikatimlakay sinapun Yowbad.
1TI.3.3	Awoum bimwamoum bikabala̱wein; awoum bikammeiliw, tage biyama̱num wasigeis gamag; awoum bikamniman; awoum bikaya̱pam youd babaw silma̱nin.
1TI.3.4+1TI.3.5	Kadiloka nakaleiwag bivag beibwein inagamag wasigeis; kadiloka nitun bivna̱ses times, bigoulus o bibkunis anilivan. (Kukin nag bikaleiwag beibwein inagamag wasigeis, ta-ma̱wan bimtakavates Yowbad natayekelesiys, nag.)
1TI.3.6	Awoum teitan taw teivaw niyekelesiy kuyamwenes, va̱gan nuwanaw mo bitovek tayekelesiys wasigeis; awoum. Adok mo bikaypom sinap, bikalouw; ma̱wan Seitan nikaypom kweiboug mo ikalouw.
1TI.3.7	Kadiloka tayekelesiys sitovek beivag ansinap bwanabwein wamtes tasiyas watoulan; awoum tasiyas bivtokes livan mamagin beikon Seitan inasik waseg mo bikalouw.
1TI.3.8	Kadilok tasiyas tulals beivag asisinap bwanabwein; awoum biwliyes Yowbad nawotet waseg; awoum binuwanaw wudous; awoum kutukut bimwamoums bikabala̱weins; awoum bikaypamwes youd babaw.
1TI.3.9	Kadiloka biyyousis sinapun Yeisuw, ninous kamnat waseg.
1TI.3.10	Wanmugwana kuyakwanes mitulals; magat asisinap beibwein mo kuyamwenes bimlavags tulals.
1TI.3.11	Kadiloka sikwavas beivag asisinap kamnat, bwanabwein; awoum bika̱kat wudous; awoum bimwamoums mananan; kadiloka bitoukums wotet babaw waseg.
