MAT.1.1	Yisas Karaisi maen Abaraamun nú Kin Devitin núi anan pintéi afoká ukhan mi ma ven anafuyan aví ino.
1JN.2.28	Téi ma sinunu ukheruna iyampon kayo oe, saréa vá Yisas Karaisin má manafin túpá ukheya mumunan iyaré esin ná béi ma ovaránen erin nain damú ída ayave van ina mantaan ákona ono. 
1JN.2.29	Tiyarafenui funtákein avúavá ma afová ukhante mae mai ma funtákein avúavá ma variyain kayo van afová eya ven akhafana inon tin nono.
1JN.3.2	Téi ma sinunu ukheruna sirona kéka soe, inka setí ankan Tiyarafenu akhafanaí ukhé tiféuno. Yisas Karaisi ma erin nain damú inté ukhein bukhafa vasá bá tifante rafu mai ída afová ukhé tifé umpo véi ma erin nain damúi fura sé ben an davé tifékun mi mai ma vaintá béi fara vantí oná tifanté uno. 
1JN.3.3	Mai van ma mumunan in nain kéká anon Yisas Karaisi ma avusese ukhein an den avusese ukhen banten mino.
1JN.3.4	Umeí ma iyain nanin banta anon Tiyarafenui man baya yurafuriyan mino. Mai fara vara seyo, ume avúavá ma variyain mai Tiyarafenui man bayan durafuriyan mino. 
1JN.3.5	Yisas Karaisimpin ída ume vákan mi setisi ume yo arútintano van béi erikhayai siretí ankan afová ukha ono. 
1JN.3.6	Máan tukhantin béin má ma van nain nanin banta ano ída umeí iyan banten mino. Inká ume avúavá ma varen oriyan bain kayo ano véin ída afová en onten mino.
1JN.3.7	Téi ma sinunu ukheruna iyampon kayo oe, ída vá áesin manáa kéká ano siretin mákáden tavifá aviren orino. Yisas Karaisi funtákein bantan bákan ben an ma yákein nanin banta anon puntákein avúavá ana varé iyan mino. 
1JN.3.8	Máan tiyan mifo vanasi ano ma fara umeíen oriyan banten mai ma araíintá umeí ukhein bantan Ban Anon bákan mi veni kékái vá uno sen aní iyan mino. Máan tiyan mifo Ban Anoni yoran ma varé ein morun asuse ono van mi Tiyarafenu Anin mano eren mino. 
1JN.3.9	Tiyarafenui kékápin ma afoká ukhein nanin banta ano veni avúavá bái váken ída umeíen oriyan bá é iyan mino. Tiyarafenun pintéi afoká ukhen pasen betí ankan ída umeíen oriyan banten mino. 
1JN.3.10	Máan tukhanti inte kékasá Tiyarafenu ina van ná inká inte kékasá Ban Anon nina van nafi mai saréan afová ó tifanté uno. Tiyarafenui man baya ánain ma ída vákuren ma inká afá aváen nan ma ída anunu iyain kéká mai ída Tiyarafenu akhafana ino.
1JN.3.12	Keni ma Ban Anoni kékasí uven ma ve afá aruan purein an ída vá dá tifano. Mai fará béin aruan puren nafino. Mai fara va ino. Keni namu avúavá bariyan maen be afá ano funtákein avúavá bariyaréin pasen mi máan ten mino. 
1JN.3.13	Máan tukhein nará mumunan tiyofi sifá tiváeyan noe, varará nanin banta ano ma siretin namu uantantiya mai van ída vá anú duman duman ono.
1JN.3.15	Mana vanta ano ma monó nanin banta ma namuroí uanté iyain mai vetin mi aruan puriyan mino. Banta ma aruan puriyain kékápin mi ayun ma fara van aunan ída váka siretí ankan afová ukha ono. 
1JN.3.16	Yisas Karaisi ma ve aunan tetin timikhein mai fura avábái vá tetí ankan afová ukhé tiféuno. Máan ma ukhein nará teti siyofi sifá tiváen naro siré tetisi saunan má dere vá ampiádá tifano. 
1JN.3.17	Máan tukhen mifo mana vanta ano ma kokhon danasinta kaúdáken ma amusin iyantin ma ve afá aváe ano manáa yana san ma o afasí ukhantin ma ída aya inten mai inté uren ná Tiyarafenui avábá ano mai vantafin banten nafino.
1JN.3.19	Pura sikhein avúavá ánain mi vákuriyan mino sen tetisi sivútivá anon aní intíi afová iyáké ída feranton kasaé Bafan avorá o mantá tifanté uno. 
1JN.3.20	Máan tiyákun maen tetin tú bá inin má ano ma ume nanin banta ono sen tisimiyantí maé ída feran kasaé ben avorá o mantanté uno. Mai fara vara seyo, Tiyarafenu ano setin tú bá inin má esantakhen pasen pefái minó afová ukhen mino.
1JN.3.22	Mantakhé oo yaiyiyáké béi ma amusin ukhein danasinta anan bariyá tifékun pasen mi inan ma senuna yaná kasaen timinten mino. 
1JN.3.23	Béi ma sikheiní esá ben anin Yisas Karaisin avíká mumunan iyá ena nanin banta vasá avábá in maran ó tifano. Máan ma in avúavái veni man baya van mino. 
1JN.3.24	Tiyarafenui man baya ánain ma vákuriyain kayo anon béin má manafin bákan inká béi vetin má ban mino. Kantá Aunan ma setin timikhein manon aní íkái Tiyarafenu ano setin má ban mino sé afová ukhé tiféuno.
1JN.4.2	Yisas Karaisin nan ma sian amá iyáken barará bantaí uven mi afoká ukhan mino ma sin nain sakhanampa vanta van mi Tiyarafenui Aunan mái van mino seya afová in nono. 
1JN.4.3	Máan tin nompo Yisas Karaisin nan ma ída máan baya sin nain banta mai véi ída Tiyarafenu vaípáké erikhen mino. Máan banta van mi Yisas Karaisin ma namuroí uantan aunan má ma varará afoká inten ne sen pefá tiami inikharé en nan mai vanta inka e van mino.
1JN.4.5	Mai ma Tiyarafenui fura vayan tiamiyá uno ma siyain nanin banta mai ma vara rákena kékái váken ma vara rákena afova fói vanasi siamíkan iniren mai vaya ánain bákuriyan mino. 
1JN.4.6	Máan tiyan mifo setí ankan Tiyarafenu inan báken mi véin ma afová ukhein kéká anon tetinti vaya iniyan mino. Inká Tiyarafenu ina ma ída vanten mai seti ma siamenuna vaya ída ininten mino. Máan ma in nain avúavákái ma fura Aunan mái van mino sé inká ma kampun aunan mái van mino sé uré afová ó tifanté uno.
1JN.4.7	Téi ma sinunu ukheruna sirona kéka soe, ena vá ma anunu in maran in avúavá mai Tiyarafenu finté erikhein mifo erí máan avúavá ana vá baré oriyá bá tifano. Ena van ma anunu in nain mano mai véi Tiyarafenu fintéi afoká ukhen inka véin afová ukhen mino. 
1JN.4.8	Máan tukhen mifo mana ano ma ena van ída anunu inten mai véi ída Tiyarafenu afová inten mino. Mai fara vara seyo, anunu ma in avúavái anan Tiyarafenu van mino.
1JN.4.10	Teti ankan ma Tiyarafenu van tinunu iyá tiferuna vara siya raumpo mai ma véi ano seti nan anunu iyan ma ve Anini furimpó ma setisi ume ampisintákein nan mi siyá uno.
1JN.4.11	Téi ma sinunu ukheruna sirona kéka soe, Tiyarafenu ano ma setí ankan nan máan anunu ma iyantisá máan mana erá ena van anunu in maran ná ó tifano. 
1JN.4.12	Mana ano ída Tiyarafenu onté iyan mifo setí ankan ma ven anunu in maran ma é tifékun maen mi Tiyarafenu ano setin má e váken tetin pinté uaren ena ma anunuin avábá maman kákaní inten mino.
1JN.4.14	Barará nanin banta aya uren evaránen avirano van ma ve Afóe ano ve Anin tiantan ma erakhá ein mai seti suufó ontaréi sian amá iyá uno. 
1JN.4.15	Yisas Karaisin nan ma Tiyarafenu Anin mino ma siren tian dákó inain nanin banta vái Tiyarafenu ano manafin bantin mai kayo ano veni avúavá ánain bákurinten mino. 
1JN.4.16	Tiyarafenu ano ma setin nan moéken anunu ukhein mai afová ukhé tiféi véimpin ákona inin kaiyá tiféuno.
1JN.4.16	Avábá in avúavá anan Tiyarafenufin bákan mi avábá aúpin ma vain kéká anon Tiyarafenufin bákan inká betimpin béi van mino. 
1JN.4.17	Tiyarafenui avúavá ánain ma vákuriyá tiferuna anon ena ma avábá uantan avúavápin moéké ákona iyá tiféuno. Máan tukhein nan mi vanasi ma yaimin nain damú ida feran kasaé ben avorá o mantá tifanté uno. Mai fara vara seyo, ma varará ma váké maé Yisas Karaisini avúavá ánain mi vákuriyá tiféuno.
1JN.4.18	Máan anunu ma in manon ída feran bantin inká puntákein avúaváká ma anunun in manon minó peran avúavá do maman karúdanten mino. Mai ma yaimin nain damu san ma iniré tikhokho van é tifékun maen mai anon aníen tetimpin beni anunu ano ída ákona ukhen nen tinten mino. 
1JN.4.19	Tiyarafenu ma esé araíintá tetí ankan nan anunu ukhein nan mi setí ankan ena vá anunu in maran iyá tiféuno. 
1JN.4.20	Mana vanta ano ma ve ayofi afá aváen nan ma ída anunu iyáken ma Tiyarafenu van tinunu iyá uno ma sinten maen mai véi kampun banta ino. Mai fara vara seyo, setí ankan ma oniyá tiferuna siyofi sifá tiváen ma ída sununu ó tifanté mai ma ída oniyá tiferuna Tiyarafenun inté uresá tinunu ó tifante rafuno. 
1JN.4.21	Tiyarafenu ano ma man bayan timikhen mino. Tiyarafenun nan ma anunu inain mano vei ayofi afá aváeyan masá anunu ino.
1JN.5.2	Tiyarafenu van ma sinunu ó tifanté mai veni man baya ánain mi yakhafiyá ben akhafana vá inan tinunu iyáké afová iyá tiféuno. 
1JN.5.3	Tiyarafenu van ma anunu in nan ma siyain mai veni man baya ánain ma funtáden bákurin avúava san mi siyákan mai ída uman dakhen mino. 
1JN.5.4	Mai fara vara seyo, Tiyarafenu akhafana ano ma Yisas Karaisintá mumunan intin maen betin ákona amintin ma vara ráke namu avúavá maman bararasí uren mantaan ákona inten mino. 
1JN.5.5	Yisas Karaisin nan ma Tiyarafenu Anin mino siren mumunan ein kéká anon bara ráke avúavá bá ma aruviyaré ein maman bararasí uren mantaan ákona iyan mino.
1JN.5.7	Kanú manaú daná anon Yisasin nan puran tino sen aní ukhen mino. 
1JN.5.8	Mai yaná ma vain mai Aunan ban non ban nare van ukhen mino. 
1JN.5.9	Tetí ankan ma vara ráke vantai vayará mumunan iyá tifé umpo Tiyarafenui vaya ano moéken kákaní ukhen mino. Para vara seyo, Tiyarafenu ano ve Anin nan mi sian amá uran ban mino. 
1JN.5.10	Mai vaya van mi Tiyarafenu Anintá ma mumunan iyain kayo ano mai furan tikhen ne sen afová iyan mino. Mai fara vara seyo, ída ma mumunan iyain kayo ano Tiyarafenu van kampun banta inon tiyáken ben Anini vaya ma sian amá iyain nan ída mumunan iyan mino.
1JN.5.11	Máan tiyan mi Tiyarafenu ano mai van tian amá ukhen mino. Be Anini avúavá ánain ma vákuriyá tiferuna kékái ayun ma fara van oriyan ban aunan Tiyarafenu ano simikhen mino. 
1JN.5.12	Máan tukhan maen iye anó Tiyarafenu Anin maman aúpin dan ban nafi mai véi fara van aunan manten mifo Tiyarafenu Anin ma ída mantein mano mai aunan ída manten mino.
1JN.5.14	Tetí ankan ma ákonaé mumunan iyáké ma veni anunurá mana yana san inantékun maen béi setinti vaya ininten mino. 
1JN.5.15	Inká béi inikhái inan tiyá uno ma siré afová iyáké ma inantenuna yaná mai véi kanaíen timinten mino sé afová ukhéi inanté tifanté uno.
1JN.5.17	Minó namu avúavá ma vain mai ume ifo manáa ume kayo ano ída furimpin aviren oré iyan mino.
1JN.5.19	Tetí ankan Tiyarafenu akhafanan bá afová ukhé tifékun mi ma vara ma eúkukhein mai Ban Anoni ákona aránaópái vákan beni inintái minó daná bariyan mino. 
1JN.5.20	Tetí ankan nan pura sikhein Tiyarafenu afová ino van mi ve Anin mano setin morun afova simikhá afová iyá tiféuno. Máan tukhái setí ankan ma ven Anin Yisas Karaisimpin baruna van mi Tiyarafenu fin bá tifere siyá uno. Beyáká anan pura sikhein Tiyarafenu váken ayun ma fara van oriyan ban aunan mi van mino.
1JN.5.21	Téi ma sinunu ukheruna iyampon kayo oe, kampun ayarafenu kayo ano Tiyarafenui varu varen tiretí aúpin kumanin nafo yafían ná ákona ono.
2JN.1.1	Téi Yisasinintá ma mumunan iyain bantai monó doran bantan báké
2JN.1.1	Tiyarafenu ma veina e siren aní ukhein nanin má be akhafana vá báká ma séi sinunu ukheruna kéká baonafái ma vompon uvaman amé uno. Ída seyáká ano ana siretin nan purasé tinunu iyá umpo Tiyarafenui fura sikhein avúavá ánain ma vákuriyain kéká bá ano yeren anunu ukhen mino.
2JN.1.2	Tetin túpin ma fura sikhein avúavá bain nan mi siretin nan tinunu iyaruna mai ano fara oriyan banten mino.
2JN.1.3	Pura vaya vá avábá en tarisari in avúavá bá ma vain banta mai seti Sifóe Tiyarafenu vá be Anin Yisas Karaisin pinté basá arunaná bá ará kusin má ano setin túpin bano.
2JN.1.6	Tetí ankan ma Tiyarafenui man baya ánain ma vákuriyá tiferuna van mi avába se siyan mino. Pefá araíintá ma iné tifékun mai man baya anon ena vasá anunuin maran ono sikharen mino.
2JN.1.8	Máan tukhen mifo mai ma varano van ákona e yoriyá eona yaná pa savifá dóan afein nampo yafían ákona ukhare vá tiretíi miyan puntáde varano. 
2JN.1.9	Mai fara vara seyo, Yisas Karaisini vaya ma ída funtáden banasi afova aminton ma vetíi inin ánain dakhafen ma vanasi siaminten maen mai véi ída Tiyarafenu vá túpá ukhen mino. Máan tukhen mifo Yisas Karaisini vaya ma funtáden banasi afova amen nonten mai ve Anin má be Afóen mái véi súpá ukhen mino. 
2JN.1.10	Mana vanta ano ma ída funtákein aa sáké Yisas Karaisini vaya varen erinti vá ída vá e amá o avían kaúde véin avábá uantano. 
2JN.1.11	Mai ma véin o avían kaúden kama in nain banta ano véi ma namu yorarí iyain mi aya inten mino.
2JN.1.12	Téimpin kokhon baya vá tiretin tiameno van inikhé umpo fa savifá ída vompon uvaré afe iyá bano van muno. Máan tono van inikhé umpo áde anantá tiretin o onano van iyaruna séi ma oréku soniyasí ma siretin má baya sékun mai anon timusin ma iyá é tiferuna mo fura yanasí inten mino.
2JN.1.13	Mai ma Tiyarafenu ano aní ukhein ayofin akhafana
3JN.1.1	éi sesi kama sirona uron mi Khaiusi van ná éin nan purasé tinunu iyákéi ma vompon uvaman amé uno.
3JN.1.2	Téi ma sinunu ukheruna sirona oe, éin aú iyampon mano kama ukhái eni yante vukhafa vá ano yere ákona ukhantiya amusin iyáke minó daná kama e varano van mi simúkuantiyá uno. 
3JN.1.3	Éi inte avúavá kasá bákeyá pura vaya ánain dakhafiyafo mai manáa sifá tiváeyan mano séin me sisimí iniréi kákan timusin é uno. 
3JN.1.4	Te sikhafana ano ma fura sikhein baya ánain ma vákuriyain baya ma séi iniyáké mai ena yanáká ma simusin iyaruna simusin esantaréi moeké timusin uantiyá uno.
3JN.1.5	Téi ma sinunu ukheruna sirona oe, mireníe ena fáké monó doran banta kéká ano ma esanten oriya ma e amápin avían kaúde yafisiyaona avúavá mai Tiyarafenui kama yoraríi iya ono. 
3JN.1.6	Éi ma vetin avábá ure kama avúavá aní iyaona vaya van mará ma vain monó nanin banta siamíkan inen mino. Betí ankan ma éin me ampiren orono van iyantiya vá Tiyarafenu ano ma amusin ukhan nain aa sákesá manáa yanasinta aya esin ná mamaren orino. 
3JN.1.7	Mai fara vara seyo, vetí ankan Bafani yoraríi en nóken pasen afokhampin ma vain nanin banta finte ída mana ayain daná baré iyan mino. 
3JN.1.8	Mai vará máan banta kéká kama avúavá aní erá mai kéká aya iyáké inká manafiní uverá Tiyarafenui fura avúavá tian banasi amé tifano.
3JN.1.9	Monó nanin bantafin ma afova vompon uvamádékun orikhan mifo mai ma veyan ánon bantai ono van iyain banta Diotrefesi ano ída mana yanasí inten mino. 
3JN.1.10	Téi ma oronté béi ma setin nan namu yorarí iyan mino sen ma soyampá baya siren namu vaya kayo siyain nan éin mo siamenté uno. Ena fáke monó doran banta kéká ma ída ve amápin o avían kaúden ída kama iyáken inká betin ída aya ino van ma monó nanin banta siamiyain nan deren tiamenté uno. Máan banta kéká ma aya iyain nanin banta mai monó namun pinte véi ano yo sianté iyan mino.
3JN.1.12	Máan té iyan mifo minó ano Demetriusini kama avúavá bá inká béi ma fura vaya siamiyain mái sian dákó iyan mino. Tetí ankan má dere ma veni kama avúava san tian dákó iyaruna mai siretí ankan afová ukhen nái fura vayan tiyá uno.
3JN.1.14	Mai fara vara seyo, seyantá tiretin o oniyáku sen má baya seno van mi inikhé uno.
3JN.1.15	Tiyarafenui ará kusin mano éin masá bano.
3JN.1.15	Mará ma vain arona kayo ano vetíi amusin baya siádan éi vaonafá oren mino. Tenti simusin baya yere maifá ma vain tirona kayo vá mana mana arariya siameno.
JUD.1.1	Tifóe Tiyarafenui avábápin basin ma Yisas Karaisi yafíkanti vano van ma arakhein nanin bantafin mi ma vompon uvamádékun oren mino.
JUD.1.2	Tiyarafenui arunaná bá ará kusin má avábá in avúavá bá ano vá tiretimpin moéken bano.
JUD.1.3	Téi ma sinunu ukheruna sirona kéka soe, Tiyarafenu ano ma setin tiya uren evaránen tivíkeí pákena van mi vompompin uvádé tiameno van inikharé umpo mai ma fura vaya ma namuroí uantiyain kékáká dafiseno van mi uimpin ma vompon uvaman amé uno. Pura vayará ma mumunan in avúavá ano minó damú para oriyan bano van mi Tiyarafenu ano manádái vei kantasí ukhein nanin banta amikhantin ída kanaíen mana vanta ano yo arúden ena vaya khainten mino. 
JUD.1.4	Máan tukhan mi Tiyarafenu oo ma ída yaiyiyain kéká ano aúpáké inka siretin aúbaná o féken namu avúavá kasae varano van mi Tiyarafenu ano ume ampiantiyan mino sen tiretin tiamiyan mino. Máan banta kayo van mi setisi mana Ayafa ma vain Bafan Yisas Karaisini vaya namuroí inten ne sen mi inká mai kayon Tiyarafenu ano yaíden uman aminten ne sen sakhanampa vanta kayo ano fefái siádan baren mino.
JUD.1.6	Inká Tiyarafenu ano ma enisori kayo yoran amiran ma veni vaya átakharé uren ma vetin amein doran me ampikhein nan afová ono van muno. Tiyarafenu ano vetin ayanan kuren títípa ukhein barufin karavusií uran báken banasi ma yaimin nain damu san mi ave ukhen mino. 
JUD.1.7	Inká máan mana en Sodomú baru vá Komorá baru vá maí kan baru ádé ma varé ein baru kayofin má ma famúku avúavá bá ída funtákein avúava sinta vá ano mo kákani suron ukhá ein tiretí ankan afová ono van muno. Mai varu kayo ma ira saman kaurein manon namu avúavá ma variyáin nain nanin banta ma ínaimpáké para van oriyan ban ira fóké ma vetin taman kaurin nain mi aní ukhen mino. 
JUD.1.8	Máan mana en mai ma nóken kain ódarákéi ma avúavá kasaé bariyá uno siyain kéká anon pamúku avúavá bariyáken baya inin avúavá me oyan amiren kakhan má ma vain enisori kayoi ákona van dere siren intiyan mino.
JUD.1.9	Máan té iyan mifo Ban Anon mano ma Mosesin au varano van ma aví bain enisori Maikorin má aruve aruve iyan maen béin ída oyampá baya sen mifo Tiyarafenu ano ana vá éin daíden uman aminon tein mino. 
JUD.1.10	Máan tein mifo ma vanta kayo van ma siyaruna mai vetí ankan manon ída afová ukhein danasinta van oyampá baya siren betíi anunurá namu avúava sinta variyan mino. Máan ma iyain manon iyan má pon mái aasá oriyáken mi uman o maman be amaniná kaiyan mino. 
