MAT.1.1	Jeacuu tiene aay ke bang Deabid kedea Deabid tiene aay ke bang Abraahm.
GAL.5.24	 Nea yihr yaa ayiih Jeacuu Kriihjto, e giih reje ge nhyaar kuohm dhaane ge anahg ungaab gen rih yaadh maa ariihw ke Jeacuu tiehd. Kwaad giih nu ge beehda giih bal kedea kwaad giih mooge me reje ge yuohd cwihnye bang gen. 
GAL.5.25	 Wa ka nahge Wahy Juog e ne cub kuowo yihro, kea noono nahge Wahy Juog e ne kwaag won. 
GAL.5.26	 Giih nhyaam ge keá yugo ke rogo kedea giih me raany cwihny wale tiel ge keá yugo ke rogo.
GAL.6.2	 Nea dhaano gihr nyepiny apahdh wiihe e kea dhiilu ngo ke konyo. Ke dhe yoohn nu e naa ka utiihyu ke loohng arob Jeacuue yihru. 
GAL.6.3	 Ngaa kang ree kejea e beehda dhaano me teeg abea ka beehda adooro now, e ngaan nu kang ree now. 
GAL.6.4	Ngaa daahd ree ke leeyo, kea kuonge gihn aleehwe ke tiihyo ke maanyo umodho, noono uleeye ree arumo. E thiow yi leej gihn nu, e ree keá rome ke ngaa moogo, abea leeye ke tiihy mare e be rome rih mar ngaa moogo. 
GAL.6.5	 Bang gihn kwaad dhaano cang ke teehre nyum Juog.
GAL.6.7	Rogu keá kangu kejea Juog rom dwaahngo yihru. Kwaad gihn raaj e ayug dhaane wiih piny kan, wiihe uduu Juoge keehd gihn moogo me room ke maano ne tog. 
GAL.6.8	 Ngaa log cwihnye yihdh giih bal kedea giih lonyo upiny kan, e wiih tiihye noono uduog Juog yihre kaa thon wahy. Abea ngaa low cwihnye bang Wahy Juog, e ngaa nu kuow wahy me be gug yoade yoado. 
GAL.6.9	 Wa maano, jo wan, wo keá dhaahr ke yug gihn me beer. Nea wo caahdh wa maano e wo be dhaahr, e ne cahng muu ubeehn me dhiil Juoge gihn me beer ke cubo yihro. 
GAL.6.10	 Nea maano kea kwaayo gihn me beer ke yugo cog yihr nyoge nea dhe yooh ayoado. Yugo gihn nu cog, adoohnge yihr yaa amahd rog gen bango uyiih gene Juog wa maro wo yaa ayiih Jeacuu Kriihjto.
GAL.6.13	Be niidu ne? Keehd yaa athoam, e ge be tiihyo ke loohng Juog cang. Abea ge daahd ngo uthoam wun beere ge ubeel kejea ngo ayiihu uthoam wun. 
GAL.6.14	 Abea ke kur mara jo wan, a beel cog kaa nying Jeacuu ge athow ngahy yaadh maa ariihw. Ke yi thon Jeacuu ngahy yaadh maa ariihw, e wiih piny uneehn yihra wa gihn maa athow, kedea a uneehn yihr giih reje wiih piny wa gihn maa athow. 
GAL.6.15	 Gihn me nii thoam dhaano wale dhaano kuu athoam ngo tooro. Gihn wiihe ne maalo beehda tiihy Juog e loge dhaano ne ngade udoohng dhaane wa ngaa maa acag nyaahn. 
GAL.6.16	Juog akwaya ucube doohr kedea duu cwihny caahn yihr yaa ayiih Ciig Beer gihn ni apuohnya kedea yihr kwaad yaa akwany Juoge cang.
GAL.6.18	Jo paar wan, beehn muuny Jeacuu Kriihjto Ruohdh beehde ke wun. E noono.
EPH.1.2	Beehn Juog wuro kedea Jeacuu Kriihjto Ruohdho cub gene muuny kedea doohr yihru.
EPH.1.4	 Bang gihn wo akwany Juoge unahgo anweehd keehd Ngad Boadh nyoge e piny poohd keá caa beere wo niide niido ne nyoge maa adhemuohm wale kihd gihn me raaj me ne rogo tooro. Ke nying nhyaahro gihr Juog 
EPH.1.5	 e Juog wo akwanye kuu umodho coon ne yaae beere wo udoohng ne nyethene ke dhe yoohn Jeacuu Ngad Boadh nyoge. Ne yug won ne yaaye e naa gihn nhyaare kedea e naa gihn nahg cwihnye tiihy ngo. 
EPH.1.6	 Puojo Juog ke nying muuny gihre naa acube yihro e cinge be rode ke nying waahde e nhyaare keraahyo. 
EPH.1.7	 Rem Jeacuu adhemuohme giiho aluoge oogo uduoge won bang Juog. Diih muuny gihr boadh wahy 
EPH.1.8	acub Juoge yihro e cinge be rode ke dhe yoohn ngahy luube kedea dead yihdh nyepinye. 
EPH.1.9	 Juog gihre naa agweehge ngo ayuge kedea urobe yi lum gihn agweehge coon yihro. Gihn nu agweehge e naa gihn uthaahbe ke dhe yoohn Ngad Boadh wahy. Gihn agweehge keá naa anyoadho yihr dhaano utaahngo abea ngo anyoadhe awaahn ni. 
EPH.1.10	Gihn agweehg Juoge upahdh kare wong cahng arob. Gihn agweehge beehda ubeehn giih maalo kedea giih wiih piny unweehd gene naa acielo tien ruohdh Jeacuu.
EPH.1.12	Wo akwanye beere tee Juog puojo puojo. 
EPH.1.13	 Awaahn ni, wu thiow wu adoohng ne nyoge maa yaa Juog naa alihngu adiehj Ciig Beer ge rubo ke nying boadh wahyu. Naa ayiihu Jeacuu e Juog alaamo agiide rogu. Alaam ngo beehda Wahy Juog, e ateed naa ubeehn. 
EPH.1.14	 Noono e Wahy Juog e naa acub ne mieg won ne nyoadh ngo kejea gihn agwiir Juoge ke nying joe dhiilo kaa yoado. Cahng uyoad giih nu e naa cahng uyoado laahw wihj me ne cohg. Nea wa gihn nu e kea leeyo kaa amoar wiih Juog kii ngo.
EPH.1.17	 Thiow Juog Wuur, gihn e ne wuor Jeacuu Kriihjto Ruohdho, kedea e ge wiihe moar, ngo akwaya beere wahy Juog cube cubo yihru ne yab wudhu ungahyu Juog ne cohg. 
EPH.1.18	 Juog akwaya thiow uyabe wudhu kedea umeenye aduunu ne gaahno e cwihny be diiw ke nying gihn acuohn Juoge wun ke nyinge, kedea amahr muuny giihe ge akobe kejea ge ucube yihr yaa adoohng ne joe. 
EPH.1.19	 Thiow Juog ukwaya uyabe wudhu ne ngey tee gihre ge tiihy rogo wo yaa ayiiho. Tee nu room kaa tee 
EPH.1.20	 gihn ameehg Juoge Ngad Boadh nyoge cahro yi thoo ucube ngo ukwiihye yi Dhaahr Maalo. 
EPH.1.21	 Kar Ngad Boadh nyoge en ne duohng wudh jaahe, kedea ruohdhe, maa dhaahre cang utoor ruohdh moogo me kaal wiihe. En ne duohng rog ruohdh wiih piny giih nud awaahn ni kedea uduohnge thiow rog ruohdh wiih piny giih udog tuohl. 
EPH.1.22	 Giih ukuom cang ge acub Juoge yi cing Ngad Boadh nyoge kedea uyuge ngo ne ngaa me duohng akuud yaa yiiho. 
EPH.1.23	 Akuud yaa ayiiho e naa kuohm Jeacuu kedea e naa goan gihn thaahb, maa Jeacuu en ne thaahb giih nyepinye ke bang wiih ngoom. Ge anweehd udoohng gene ne kuohm acielo.
EPH.2.2	 ge na beehdu yihdh gen. Yihdh nihn nu cwihnyu anaa alogu ne yug kwaad giih reje yug yaa beed wiih piny kane kedea upiihu ne yiih giih ruohdh atiihb reje ge beehda ruohdh yaa adhahl lum Juog. 
EPH.2.3	 Wo cang, wo anaa ke roomo ke yaa nu dhahl Juog ge na beehdo ke dhe yoohn giih adhemuohm ge yuohd cwihnyo rog gen. Noono upiiho ne log cwihnyo ne tiihy giih daahd guohbo maa giih mooge me paro ke cwihnyo. Caahn e ke nying cahd dhaano utaahngo ge yuohd yi tiihy giih me reje, e kare anudo urahny cwihny Juoge rogo wa kaa arahny cwihnye rog nyoge mooge. 
EPH.2.4	 Abea Juog beehda ngaa me duu cwihny caahn duohng yihre kedea nhyaahro gihn anhyaare won ngo duohng ne cohg. 
EPH.2.5	 Noono e Juog e naa acub kuowo yihro ke dhe yoohn Jeacuu keehd maa anahgo yaa anyoohne maa athow yi wong Juog me Juog anaa adhahlo. Beehda muuny Juog en naa boadh wun. 
EPH.2.6	 Yi nweehd gihn anweehdo keehd Jeacuu Kriihjto e wo ameehg Juoge cahro keehd Jeacuu beere wo nii ruohdh keehde Paar Maalo. 
EPH.2.7	 Gihn nu atiihy Juoge beere deeh muuny anaa acube yihro ke beey mare ke nying Jeacuu Kriihjto ngo nyoadhe nyoadho yihdh nihn poohd ne wong maalo. 
EPH.2.8	 Bang gihn muuny Juog e naa aboadh wun naa ayiihu, gihn moogo tooro maa aboadh wun. Padh gihn maa a'aay ke bangu e naa aboadh wun abea beehda muuny Juog cog en naa aboadh wun. 
EPH.2.9	 Caahn e keá ngaa beel kejea yihre ne gihre maa ayuge ne boadh wahye. 
EPH.2.10	 Juog Aciehg en naa acag won kedea uyuge won wa gihn kedea unweehdo keehd Jeacuu Kriihjto beere giih me beeye ge ne tiihyo. Giih beeye beehda Juog e naa agwiir gen yihro coon ne tiihyo.
EPH.2.12	 Coon ngo anaa akwihyu kejea Jeacuu beehda ngaa. Wu kuu anahg nyoge maa akwany Juoge ne joe, e naa gihn anahgu aleye noono. Gihr nyingu anaa atooro yi gihn ayug Juoge yihr joe wa kaa anaa acege ngo piny yihr gen. Wu abeehdo wiih piny e gihn me beer me gaahnu tooro kedea e Juog kwihyu. 
EPH.2.13	 Abea awaahn ni ke dhe yoohn Jeacuu Kriihjto, e wu ge anaa abaahro ke Juog wu ameehg rem Jeacuu naa awuoj pinye nweehd ke Juog udoohngu ne nyoge maa akahl bang Juog.
EPH.2.16	 Ke dhe yoohn thon Jeacuu ngahy yaadh maa ariihw e naa araanye mahn gihn anaa keew gen kedea ke dhe yoohn thone thiow e naa ayuge gen wa dhaano acielo me nyaahn kedea uduue gen bang Juog. 
EPH.2.17	 Noono upuohny Jeacuue nyoge cang ke Ciig Beer, ge rubo ke nying doohr. Ngo apuohnye yihru wu yaa padh Judea ge abaahro ke Juog kedea yihr Judea ge acahngo ke Juog. 
EPH.2.18	 Kedea beehda ke nying gihn atiihy Jeacuue e ne meehg won cang, Ujudea kedea ngaa me padh Ujudea, beehn nyum Juog Wuur ke dhe yoohn Wahy Juog gihn acielo.
EPH.2.20	 Wu thiow, wu neehn kaaw amag wiih wod keehd gen kedea Jeacuu Kriihjto e naa meehn kaaw. Wod ngo anahg jo oohr maa yaa agamloohngjuog ge naa kaawe giih athob mag wiih wod keehd gen. 
EPH.2.21	 Kaano arumo e Jeacuu e ne mag wiih wod ne geero udoohnge ne gihn maa acub yihr Juog. 
EPH.2.22	 Wu thiow ke dhe yoohn anweehd gihru ke Jeacuu wu uroomo ke kaaw amag wiih wod ka beed Wahy Juoge.
EPH.3.2	Ngahya kedea ngo ngahyu kejea Juog ke dhe yoohn muuny gihre tiihj ne ngad oohr acube yihra beere gihn me beer tiihya tiihyo yihru. 
EPH.3.3	 Juog gihn atiihye naa agweehge e keá nyoadho yihr dhaano utaahngo, ngo anyoadhe yihra kedea luube me noog ge anaa agweeda ke nying gihn anyoadh Juoge. 
EPH.3.4	 Nea gihn agweeda kwaanu kwaano, e naa ka ungeyu kaa adeada yi gihn agweehg Juoge ke nying Ngad Boadh nyoge e keá nyoadho. 
EPH.3.5	 Tiihy Juog naa agweehge e keá naa anyoadho yihr yaa umodho ngo anyoadhe awaahn ni ke dhe yoohn Wahy Juog yihr jo oohr kedea yihr yaa agamloohngjuog ge beehda abiohgrwaale. 
EPH.3.6	 Gihn kuu anyoadh Juoge beehda gihn ubeehn yaa padh Judea utiihy Juoge gihn me beer yihr gen ke dhe yoohn Ciig Beer ge meehg gen doohng naa acielo keehd yaa Judea bang unywaag gene gihn akob Juoge kea ngo utiihye. Jeacuu Kriihjto e naa ngaa ameehg gihn akob Juoge pahdh kare.
EPH.3.7	Juog e naa ayug an ne ubaahng puohny Ciig Beer naa acube yihra. Ngo acube yihra kaa dhe yoohn tee gihre naa ameehge beehd riha. 
EPH.3.8	 Juog abeero ke an ucube muuny yihra keehd ma nahga dhaano maa now me wiiha ne caahn kiin yaa yiiho cang ne raj. Ngo acube ne rob ke nying Ciig Beer yihr yaa padh Judea. Ciig Beer beehda giih beeye be thum ge yoad bang Ngad Boadh nyoge. 
EPH.3.11	Gihn nu atiihy Juoge wa ka kwaaye ngo ke gweehgo kedea gihn agweehge apahdh kare ke dhe yoohn Jeacuu Kriihjto. 
EPH.3.12	 Nweehd keehd Ngad Boadh nyoge kedea yiih lume ge ne meehg nyingo teehngo ne ci ne rob ke Juog ke gaahno yi cwihnyo. 
EPH.3.13	 Wa maano, e nyingu akwaya kejea cwihnyu keá baadh ke nying ajohr gihn nu ayug riha bang gihn ajohr gihn nu kahl gihn me beer yihru ne moar wudhu.
EPH.3.15	Juog ge e ne meehg joe ne yi maalo kedea wiih piny nudo. 
EPH.3.16	 Juog ke nying giih beeye ge nud yihre Paar Maalo akwaya udeede aduuno ke dhe yoohn tee Wahy Juog. 
EPH.3.17	 Juog akwaya thiow umeehge Ngad Boadh nyoge beehdo yaa aduunu ke dhe yoohn ayiihu kedea a ukwahyo beere nhyaahro bieye nieng piny. 
EPH.3.18	 Kaano arumo e wun kedea jo ayiih Juoge ne joe yihru ne tee me ngahyu deeh nhyaahro me kwaade tooro gihn beehdo keehd Ngad Boadh nyoge. 
EPH.3.19	 Ne ngey nhyaahro gihr Jeacuu e duohng keraahyo ge be rom ree ke ngeyo cang, nyoadh ngo kejea koohmu ayaahng Wahy Juoge.
EPH.3.21	Juog uke puoyo ke run ke run yihdh akuud yaa ayiiho e tiihyo ke dhe yoohn Jeacuu Kriihjto. E noono.
EPH.4.3	 Kwaad gihr nyepiny cang tiihyu ngo ke nying utoor gihn me raany beehdo gihru naa anweehdu. Anahg Wahy Juog e naa ameehg wun nweehd ke dhe yoohn beehdo gihru e gihn me gied wun tooro. 
EPH.4.4	 Kuohm beehda acielo cog kedea Wahy Juog beehda acielo thiow wa ka nahge gihr nyepiny acielo cog e ne gaahno. Kedea gihn nu gaahno e naa acuohn Juoge wun bange ke nyinge. 
EPH.4.5	 Ruohdho beehda acielo kedea yiiho beehda acielo, maa luogwahy beehda acielo. 
EPH.4.6	 Juog beehda acielo kedea e naa wuro yihr kwaad cang. En naa ruohdh nyepinye cang, Juog nud ke nyoge cang tiihj gihre yuge kaa dhe yoohn dhaano utaahngo.
EPH.4.8	Ngo agweed yi kitaab Juog naa,
EPH.4.8	“Naa acea maalo kun ca e ngo akaahn nyoge maa amage ne maabuuye
EPH.4.8	kedea muuny ge acube yihr dhaano utaahngo.”
EPH.4.10	 Caahn e ngaan amon yi ngoom ka me thuudh e noono acielo e naa aci ka me baahr ukaale maalo kun ca ke nying ubeehn kwaad giih nyepinye cang utoor gihn me daag rog gen kuohn gen noono beed gene. 
EPH.4.11	 Noono maa acube muunye yihr nyoge udoohng nyoge mooge ne jo oohr, kedea nyoge mooge ge adoohng ne yaa agamloohngjuog, e mooge ge yaa rob lum Juog kedea mooge ge kony yaa ayiiho kedea mooge ge puohny yaa ayiiho. 
EPH.4.12	 Giih nu ge acube beere yaa ayiih lum Juog rog gen gwiir gene gwiiro ne kony nyoge mooge maa ayiiho kedea ne meehg akuud yaa yiiho teehngo e beehda kuohm Jeacuu. 
EPH.4.13	 Kaano arumo, e won tiehd ke karo cang wo wahdh ka doohngo ne dhaano acielo ke dhe yoohn ayiiho Jeacuu Kriihjto kedea ke dhe yoohn ungahyo beehdo ke Waahd Juog. Wo udoohng ne nyoge me wudhu ayahbo neehn mar Jeacuu Kriihjto kedea wo uroom ke Jeacuu yihdh giih ukuom cang.
EPH.4.16	 Jeacuu en ne nweehd kuohm ni utiihye tiehd ke dhe yooh me ne cohg kaano doong kuohm uteehnge ke dhe yoohn nhyaahro.
EPH.4.18	Kwaad yaa nu gihn me rom gene ke ngahyo tooro. Ge nyoge me gihn me ngahy gene tooro kedea ge be daahd ungahy gene nyepinye e naa gihn ubahnge dhe yoohn beehdo me nyaahn ge anyoadh Juoge buu uyoad gene. 
EPH.4.19	 Koohm gen ayaahr ne waany abea ngo kwihy gene kedea ge angeehr ne yug giih anyoohne kedea giih cwaahne e ayuohd cwihny gene yihdh gen.
EPH.4.20	Caahn e wun, Jeacuu kuu anaa ngeyo kaa dhe yooh me wa gihn nu. 
EPH.4.21	Ngahya kejea bange anaa alihngu, kedea naa anahgu joe, e adiehj yi Ciig Beer ge rub ke nying Jeacuu ngo apuohny yihru. 
EPH.4.22	Ngo anaa arob yihru kejea wiiu dhe yoohn beehdo gihru naa coon, dhe yoohn anahgu nyoge me koag kaa giih ucahb me rwaahny wun. 
EPH.4.23	 Doohngu ne nyoge me nyaahn yi dhe yoohn par gihru. 
EPH.4.24	 Dhiilu doohng ne nyoge maa ayoad dhe yoohn beehdo me nyaahn gihn acub Juoge yihru ubeehdu neehn en ke dhe yoohn beehd abiohgrwaal maa adiehr kedea beehdo me ne cohg me yea tooro anyoohne. 
EPH.4.25	 Jo wan, keá ngaa cahg toohd ke tahro keehdo. Wo beehda yaa akuud acielo tiehd keehd Jeacuu Kriihjto, caahn e robo kaa ather ke rogo. 
EPH.4.26	 Nea dhaano angeeny kea roame cwihnye ubahnge adhemuohm be yuge kedea waare cwihnye ubahnge cahng be kwaar piny e ngeenyo poohd ne yi cwihnye, 
EPH.4.27	kedea beehd dhaane e dhaano ree agwiire utoor dhe yooh me yoad atiihb ukeehge ree. 
EPH.4.28	 Kwaad ngaa na kwahdo, keá wiie kahw, uthube ke tiihj me beer me yaahr kuohm tooro yea, beere uyihdo ke gihn me konye ree ukonye yaa angoohng thiow.
EPH.4.30	 Wu keá tiihyo keehd gihn me weehg cwihny Wahy Juog rahnyo. Wahy Juog en naa alaamo gihr Juog ne nyoadh ngo kejea wo udog bang Juog ne joe. 
EPH.4.31	Wiiu giih yug cwihny ne ngwedh, giih rahny cwihny ne kudhraa, giih ngeenyo, giih liny, giih raany nying nyoge. 
EPH.4.32	 Abea beehdu beer ke rogu kedea yuog cwihnyu nea nyepiny ayug ree kedea wiiu luube piny ke keewu wa kaa awii Juoge ge piny yihru ke nying Ngad Boadh nyoge.
EPH.5.2	 Kedea cubu cwihnyu yi nhyaahro wa kaa anhyaar Jeacuue won, uwiie ree yi thoo ke nyingo. Wahye acube yi thoo ne gihr remo yihr Juog ke dhe yooh me nhyaar Juoge. Juog gihn atiihy Jeacuue ngo anhyaare.
EPH.5.4	 E thiow, keá ne ngaa thoohr lubo ne cud rih dhaano, wale keá ne ngaa yahdo kaa ayaany bal, abea nahge ke Juog cog e ne koohre muohju. 
EPH.5.5	 Dhiilu ngo ke ngahyo kejea kwaad ngaa yug giih bal, wale giih cwaahne wale giih lahj cwihny, Dhaahr Jeacuu kedea Juog be kuonge ke yoado ne weey weey. Ngad lahj cwihny room ka ngaa me wuor giih tieng ne wuor Juog. 
EPH.5.6	 Rogu keá weehgu dwaahngo yihr nyoge ke luub tooy cwihny, bang gihn kwaad luub nu ge ne weehg cwihny Juog rahnyo rog yaa be wuor lume. 
EPH.5.7	Caahn e wu keá mahd tiehd keehd kwaad yaa rob luub nu.
EPH.5.9	 naa abiohgrwaale kedea ke tiihy gihn me beer kedea rob adiehr. Kaano wu niid ne nyoge me beed yi daahr Juog. 
EPH.5.10	 Ceju gihn meehg cwihny Juog mihno. 
EPH.5.11	Cwihnyu keá thoohru ne yug kwaad giih cwaahne e yug yi muudho, abea dhiilu ngo ke cier piny kejea kwaad giih nu ge reje. 
EPH.5.12	(Keehd rob now ke nying giih tiihy gene ke piny kahl yaahr kuohm me duohng.) 
EPH.5.13	 Abea nea kwaad giih nu tiihy gene ke piny, ge beehn wong daahr e kihd gen ke ngahyo thiow. 
EPH.5.14	 Bang gihn, gihn nii daahr ngo uneehno ne dahr. Ke nying gihn nu e ngo arob naa, “Yih ngaa aneno ni, tahngi uduu wahyi rihi keehdo kedea Kriihjto daahre yih umeenye.”
EPH.5.15	Wa maano, cubu wudhu piny rih dhe yoohn ka beehdu kii ngo. Wu keá beehdo ke beehd nyoge me gihn me ngahy gene tooro, abea beehdu ke beehd nyoge me ngahy luube. 
EPH.5.16	 Nea dhe yoohn tiihy gihn me beer nud e kea tiihyu ngo bang gihn awaahn ni piny anyoan ke giih anyoohne. 
EPH.5.17	 Rogu keá yugu ne nyoge me wudh gen tooro, abea dhiilu cwihnyu ke deedo ne ngey gihn daahd Juoge bangu. 
EPH.5.18	 Rogu keá wiiu yi koongo bang gihn ngo yihny wun now, abea tiihyu ke gihn me weehg Wahy Juog yaahng koohmu. 
EPH.5.19	 Ge mahd wudhu kea rubu e wu puoj Juog e wu wahr wahy apoong Juog ke gen yi kitaab Juog kedea wahy poong Juog mooge. Kiidu wahr giih nu kiido e aduunu athoohru ne puoj Juog ne cohg. 
EPH.5.20	Leeyu Juog Wuur yi kwaad gihr ukuom cang ke nying Jeacuu Kriihjto Ruohdho.
EPH.5.23	 Dhecuow en ne wiihe ne lubo paajo, wa ka nahge Jeacuu en ne wiihe ne lubo ke nying akuud yaa ayiiho e beehda kuohme. Jeacuu e beehda ruohdh akuud yaa yiiho e ne boadh nyoge. 
EPH.5.24	Wa maano e luub cuow cang ne teed gene dhiil maahne kaa lihngo, wa ka dhiil akuud yaa yiihoe lum Jeacuu ke lihngo.
EPH.5.26	 Ree acube yi thoo beere akuud yaa yiiho yuge yugo utoor adhemuohme batien kaa aluoge yaa ayiiho ke piih ke dhe yoohn puohny Ciig Beer. 
EPH.5.27	 Ree acube thiow beere akuud yaa yiiho mahd bange e ne cal cal, kihd awuohj, adhemuohm wale gihn me raaj me thiin tooro ree. 
EPH.5.28	Cuow thiow dhiil gene maahn gen ke nhyaaro wa ka nhyaar gene koohm gen ke ngude, bang nhyaar dhaago nyoadh ngo kejea dhaano ree anhyaare. 
EPH.5.29	Kihd ngaa me kwaahdh kuohme tooro, wa ka buohj dhaane ke cej cam me came kedea ubuohje ke koar kuohme utoor gihn me yoad ngo. Jeacuu thiow ubuohj ke nying akuud yaa yiiho wa maano. 
EPH.5.30	 Buohj Jeacuu ngahyo bang gihn wo beehda akuud yaa yiiho, ge beehda kuohme. 
EPH.5.31	Agweed yi kitaab Juog naa,
EPH.5.31	“Dhecuow wahn ge ke men,
EPH.5.31	ge wiie ke piny umade ree bang ciihe
EPH.5.31	beere ge udoohng ne kuohm acielo.”
EPH.5.33	E thiow, lum ni be rubo kaa nying Jeacuu kedea yaa yiiho keed gen. Ngo teed ngo kejea kwaad dhecuow cang nhyaare ciihe wa kuohme, kedea kwaad dhaago cang wuore cuore.
EPH.6.2+EPH.6.3	Wuor wuru ke miihu e naa loohng wiihe ne maalo bang gihn, e naa loohng aceg piny kejea giih me beeye ke yoado ke nyinge. Noono e giihi rog gen tiihy gene tiihyo beeye mee kedea ubuur wiihi ke lwaar wiih piny kan.
EPH.6.6	 Rogu keá yugo ne kod kode ke nyum gen keede ne wuor gen beere wu leey gene leeyo ge niid ge wun, abea yugu rogu ne kod kode ke cwihnyu me tar wa ka daahd Juoge, bang gihn wu beehda baahng Jeacuu Kriihjto. 
EPH.6.7	Tiihyu tiihj gihru kaa aduulo me cang udoohnge wa wu tiihyu ke yihr Juog abea padh yihr dhaano utaahngo. 
EPH.6.8	 Bang gihn ngo ngahyu kejea Juog akweehn ucube yihr kwaad ngaa tiihy gihn me beer, e kiin ngaa maa baahng ke ngaa me padh baahng be paahnge.
EPH.6.12	 Liny gihro be keehlo kaa nyoge me yihr gen ne kuohm wa mar dhaano utaahngo. Abea wo kag kaa jaahe kedea ruohdhe me kihd ge be neehn. Ge beehda atiihbe me yihr gen ne ruohdh me duohng me maang yaa beed yi muudho. Wo kag thiow kaa atiihb reje ge yihr gen ne ruohdh yi maalo. 
EPH.6.13	 Ke nying gihn nu, kaabu giih acub Juoge yihru ne kony rogu. Nea gihn nu atiihyu e wu rom cuungo nyum ngad mahnu cahng ubeehn gihn raaje. Noono keehd me kagu uwahdhe guge e tienu be riidu ugoohdu. 
EPH.6.14	Caahn e magu adiehj lum Juog ke nyinge wa gihr thoon badho kedea beehdu naa abiohgrwaale wa gihr ngaa maa amag kuohd ne koar wiihe. 
EPH.6.15	 Beehdu e wu ne wudh tieno ne puohny Ciig Beer e rubo ke nying doohr udoohnge wa e naa wuoy tiel yihru. 
EPH.6.16	Magu yiiho gihru beer mee bang gihn e naa kuohd gihru me nahgu maay utheehre giih atiihb ukeehg ge nyaahm ge bahne wun keehd gen. 
EPH.6.17	 Yiihu boadh wahy gihn cub Juoge bang gihn gihn me raaj koare ke oogo wudhu. Yiihu lum Juog ge cub Wahy Juoge bang ngo beehda tong e naa acube yihru. 
EPH.6.18	 Wu keá dhaahr ke kwaj yihr Juog ukonye wun wa kaa acub Wahy Juoge ngo yi cwihnyu. Ke nying nihn e wu keá gwaahg kedea e wu be dhaahr ke kwaj. Dhiilu kwaj ke nying yaa Juog.
EPH.6.19	Kwahyu ke nyinga thiow, beere Juog lum roba cube cubo yihra yi yab dhiia uthuba ke rob beere giih Ciig Beer e kuu anyoadh ge puohnya puohnyo e lwahr tooro riha. 
EPH.6.20	 Keehd maa anaa yi thijin awaahn ni, a beehda ngaa maa akwany ne rob Ciig Beer gihr Dhaahr Juog. Caahn e kwahyu ke nyinga beere Ciig Beer roma kaa puohnyo e gihn me diera ke nyinge tooro.
EPH.6.22	Ke nying gihn nu e naa aoohra ngo bangu ne ciihm cwihnyu kedea ne kwaan dhe yoohn ka beehd wane kii ngo yihru.
EPH.6.24	Kedea beehn Juoge cube muunye yihru cang, wu yaa anhyaar Jeacuu Kriihjto Ruohdho ke nhyaahro me be gug.
PHP.1.2	Beehn Juog Wuur kedea Jeacuu Kriihjto Ruohdh cub gene muuny kedea doohr.
PHP.1.4	Thiow ge kwaaya kwaj ke nyingu cang, e a kwahy kaa med cwihny, 
PHP.1.5	bang gihn akonyu an keehd tiihj ke nying Ciig Beer. Kuny gihru noono ngo athubo ke wong cahng ayiihu Ciig Beer uwahnhe cahng tihn. 
PHP.1.6	 Cwihnya med thiow bang gihn ngo ngahya kejea Juog ngaa athubo ke tiihj yi koohmu ke dhe yooh me beer wa kwaad man ubar maalo ke tiihj kiinu ukeehle ngo guge uwahdhe cahng uduu Jeacuu Kriihjto.
PHP.1.8	 Beehda gihn me keehd Juog e ngo ngahye kejea cwihnya ayuohd bangu cang ke dhe yoohn nhyaahro gihr Jeacuu Kriihjto.
PHP.1.10	 Dhog yiehdh nu ge nuu ukony wun ungeyu gihn maa adiehr beere cahng duu Ngad Boadh nyoge e awuohj me thiin me yoade rogu tooro. 
PHP.1.11	 Awuohj utooro rogu bang gihn wu ayug Jeacuu Kriihjte, naa abiohgrwaale beere e nying Juog ke leeyo kedea upoonge.
PHP.1.13	Noono, e yaa koar paar jaah kedea nyoge mooge thiow ngo ngahy gene kejea a beehdo ne maabuuj kan kaa nying gihn nahga ngad Jeacuu Kriihjto. 
PHP.1.14	Beehdo gihra yi thijin thiow cwihny yaa yiiho me thoohdh aweehge ngahmo ubahnge cwihny gen be diiw rih Jeacuu, kedea upuohny gene Ciig Beer e lwahr tooro rog gen.
PHP.1.16	Kwaad yaa ni tiihyo beer ngo yug gene wa maano bang gihn nhyaahro nud yi cwihny gen kedea ngo ngahy gene thiow kejea Juog e naa ayug an ne ngaa me rubo ke nying Ciig Beer. 
PHP.1.17	Abea kwaad yaa yihdh gen pahng ke tiel, Ciig Beer be puohny gene kaa cwihny gen me cang bang gihn ngo par gene paro kejea gihn nu a athoohre yi gihn me raaj kara ge beeda yi thijin. 
