MAT.1.1	Dool asaame hana juduud Isa al-Masiih ibn Dawuud ibn Ibraahiim. 
1JN.5.19	Wa na’arfu kadar aniina bas naas hana Allah wa kulla naas hana l-dunya gaa’idiin fi iideen Ibliis. 
1JN.5.20	Wa na’arfu kadar Ibn Allah ja wa fattah leena guluubna achaan na’arfu Allah al-Hagg wa khalaas aniina bigiina naas Allah al-hagiigi be Ibnah Isa al-Masiih. Hu bas Allah al-sahiih wa l-haya al-abadiiye. 
1JN.5.21	Ya iyaali, angar’u min al-kunuus.
2JN.1.1	Jawaab minni ana al-cheekh leeki inti al-sayyida al-Allah ikhtaaraaki wa le iyaalki
2JN.1.2	Wa nihibbuku be sabab al-hagg al-gaa’id saabit foogna wa l-yagood ma’aana ila l-abad. 
2JN.1.3	Akiid al-ni’ma wa l-rahma wa l-salaam al-jaayiin min Abuuna Allah wa min Ibn Abuuna, Isa al-Masiih, yagoodu ma’aana be l-hagg wa be l-mahabba.
2JN.1.4	Ana bigiit farhaan marra waahid wakit lammeet ma’a waahidiin min iyaalki wa chiftuhum maachiin fi l-hagg misil Abuuna amaraana beyah. 
2JN.1.5	Ya l-sayyida, nidoor natlub minki cheyy waahid. Ma naktib leeki wasiiye jadiide. Al-wasiiye di simi’naaha min al-bidaaya wa hi waajib nirraayado ambeenaatna. 
2JN.1.6	Kan nitaabu’u wasaaya Rabbina, khalaas da bas al-mahabba. Wa hi bas al-wasiiye wa hi nafs al-kalaam al-simi’tuuh min al-awwal wa waajib titaabu’uuha.
2JN.1.7	Khachchaachiin katiiriin gammo yuruukhu fi l-dunya. Humman yaabo ma yachhado kadar Isa al-Masiih bigi insaani wakit ja fi l-dunya. Al-naadum al-yuguul kalaam misil da, hu khachchaach wa adu al-Masiih. 
2JN.1.8	Angar’u achaan al-ajur al-yaji be sabab amalku ma yiwaddir. Chiddu heelku achaan talgo ajurku al-kaamil. 
2JN.1.9	Ayyi naadum al-ma yagood saabit fi ta’liim al-Masiih wa laakin yiziid fi ta’liim al-Masiih kalaam jadiid, Allah ma ma’aayah. Al-naadum al-gaa’id saabit fi l-ta’liim, hu bas al-naadum al-Abuuna Allah gaa’id ma’aayah wa Ibn Allah kula gaa’id ma’aayah. 
2JN.1.10	Kan naadum buguul hu Masiihi wa yaji leeku wa kalaamah ma yiwaafig le l-ta’liim da, ma tidayyufuuh wa ma tisallumuuh kula. 
2JN.1.11	Achaan al-naadum al-yisallimah bigi misil al-naadum al-yi’aawinah fi amalah al-fasil.
2JN.1.12	Fiyah kalaam katiir nidoor ni’ooriiku beyah wa laakin ma nidoor ni’ooriiku be jawaab. Akheer leyi kan namchi leeku wa hinaak nihajji ma’aaku achaan nafraho sawa wa farahna yabga tamaam. 
2JN.1.13	Iyaal akhutki al-Allah ikhtaaraaha yisallumuuki.
3JN.1.1	Jawaab min al-cheekh le habiibna Khaayus al-nihibbak fi l-hagg.
3JN.1.2	Ya habiibi, nas’al Allah achaan kulla cheyy yabga leek adiil wa achaan sihhatak tukuun taybe misil na’arif galbak daayman tayyib.
3JN.1.3	Ana firiht be ziyaada wakit al-akhwaan jo min bakaanak wa ooroona inta gaa’id saabit fi l-hagg wa inta daayman titaabi’ al-hagg adiil. 
3JN.1.4	Ma fi cheyy yifarrihni ziyaada min al-khabar al-buguul iyaali gaa’idiin yitaabu’u al-hagg.
3JN.1.5	Ya habiibi, akiid inta akhu saadikh achaan wakit al-akhwaan jo leek, inta ma iriftuhum kula wa laakin saa’adtuhum. 
3JN.1.6	Humman gabbalo wa chahado be mahabbatak giddaam jamaa’at al-mu’miniin. Wa kan tantiihum battaan zaad le safarhum misil Allah yarda beyah, da yukuun sameh bilheen. 
3JN.1.7	Humman gammo min hini achaan yakhdumu be usum al-Masiih wa humman ma yidooru cheyy min al-naas al-ma mu’miniin. 
3JN.1.8	Waajib aniina nidayyufu naas misil dool wa be misil da, nakhdumu ma’aahum fi chaan al-hagg.
3JN.1.9	Ana rassalt jawaab le jamaa’atak laakin Ditriifi yiriid yistakbar wa sawwa nafsah kabiirhum wa hu ma yidoor yasma’ kalaamna. 
3JN.1.10	Wa wakit najiik, niwaddih le l-akhwaan al-cheyy al-hu gaa’id yuguul foogna. Hu gaa’id yagta’na be kalaam fasil. Wa da kula ma tammah. Hu zaatah aba ma dayyaf al-akhwaan al-rassalnaahum. Wa l-naas al-dawwaro yidayyufuuhum, hu daharaahum kula wa taradaahum min jamaa’at al-mu’miniin.
3JN.1.11	Ya habiibi, ma titaabi’ masal hana l-naas al-bisawwu al-charr. Taabi’ masal hana l-naas al-bisawwu al-kheer. Al-naadum al-yisawwi al-kheer, hu bas naadum hana Allah. Wa l-naadum al-yisawwi al-charr ma irif Allah.
3JN.1.12	Wa kulla l-akhwaan yachhado le Dimitri
3JN.1.13	Fi kalaam katiir nidoor ni’ooriiku beyah wa laakin ma nidoor ni’ooriik be jawaab. 
3JN.1.14	Ana gariib nidoor namchi leek wa nulummu wa nihajju ambeenaatna.
3JN.1.15	Aleekum al-salaam. Al-rufgaan al-ma’aayi yisallumuuk. Wa sallim al-rufgaan al-ma’aak kulluhum ke waahid waahid.
JUD.1.1	Al-jawaab minni ana Yahuuza abid Isa al-Masiih wa akhu Yaakhuub. Wa naktib leeku intu al-naas al-Allah Abuuna naadaaku fi mahabbitah wa gaa’id yahfadku le Isa al-Masiih. 
JUD.1.2	Aleekum al-salaam wa l-rahma wa l-mahabba be katara.
JUD.1.3	Ya akhwaani al-nihibbuku, min awwal itmanneet naktib leeku fi l-naja al-kullina nichaaruku foogha. Wa hassa’ anjabart naktib leeku be sur’a wa nigawwimku achaan tahmu al-iimaan al-Allah kallaf beyah al-saalihiin marra waahide wa nihaa’iiye. 
JUD.1.4	Fi naas waahidiin fasliin andasso ambeenaatku be achiir. Wa humman gaa’idiin yifassuru kalaam hana rahmat Allah be tariiga al-yihallulu beeha al-muharramaat wa yankuru Isa al-Masiih al-hu bas Siidna wa Rabbina. Wa min zamaan, al-Kitaab hajja be l-azaab al-yarjaahum.
JUD.1.5	Wa nidoor nizakkirku be l-kalaam al-intu zaatku ta’arfuuh tamaam. Allah najja cha’abah wa maragaahum min balad Masir wa ba’adeen hu halak minhum al-naas al-ma mu’miniin. 
JUD.1.6	Wa fakkuru fi l-malaa’ika al-abo ma ga’ado saabtiin fi sufuufhum wa khallo al-bakaan al-waajib leehum. Allah rabataahum be janaaziir al-abadan ma yingat’u wa khattaahum fi l-dalaam achaan yarjo yoom al-Hisaab al-aziim. 
JUD.1.7	Wa battaan, fakkuru fi l-mudun Saduum wa Gamuura
JUD.1.8	Wa l-naas al-andasso ambeenaatku dool misilhum. Humman yitaabu’u ahlaamhum wa yinajjusu jisimhum wa yaabo ma yasma’o kalaam al-sulta wa yuguulu kalaam fasil foog sukkaan al-majd. 
JUD.1.9	Wa fakkuru fi Mikaayiil. Hu kabiir al-malaa’ika wa laakin wakit hu gaa’id yikhaalif Ibliis wa yikhaalitah fi janaazit Muusa, hu ma dawwar yukhutt foog Ibliis tuhma hana kalaam fasil. Fi badalah, hu kallam leyah bas wa gaal «Allah yakhdab aleek». 
JUD.1.10	Laakin al-naas dool yuguul kalaam fasil foog ayyi cheyy al-ma fihmooh. Wa ma induhum agul misil al-haywaanaat. Yitaabu’u ayyi cheyy al-yaji leehum fi fikirhum wa achaan da, akiid yahlako. 
JUD.1.11	Al-azaab yarjaahum. Humman chaalo derib hana Gaabiil. Humman chaalo ajala derib al-kidib hana Bal’aam achaan yalgo beyah ribah wa iso Allah misil Khuurah. Wa kan bigo misil Khuurah, akiid yahlako
JUD.1.12	Wakit tulummu fi awaaziim al-acha al-akhuwi achaan tafraho fi mahabbat Allah, al-naas dool yitallufu al-ukhuuwa misil al-hujaar al-fi lubb al-bahar yitallufu al-markaba. Humman akkaaliin yaakulu ma’aaku bala khijile wa yifakkuru le nufuushum bas. Humman misil al-sahaab al-tusuugah al-riih al-chadiide laakin ma yusubb almi. Wa humman misil al-chadar al-abadan ma yalda iyaal, wa battaan mumallat, mayyit marra waahid. 
JUD.1.13	Uyuub al-naas dool waadihiin misil al-wasakh al-bichiilah al-mooj al-chadiid fi raas al-bahar. Humman misil nujuum raaykhiin wa Allah jahhaz leehum al-dalaam al-azrag al-ma indah hadd abadan.
JUD.1.14	Wa battaan Akhnuukh al-min al-zurriiye al-saab’a hana Adam hajja be l-naas dool kalaam naazil min Allah. Wa hu gaal : Chiifu, Rabbina baji fi usut khaddaamiinah al-saalihiin al-ma binhasubu min al-katara 
JUD.1.15	achaan yihaasib kulla l-naas wa yi’aakhib kulla l-fasliin fi ayyi fasaala al-sawwooha. Wa hu yi’aakhib al-muznibiin al-fasliin fi ayyi kalaam al-fasil al-hajjooh fi Allah.
JUD.1.16	Wa l-naas dool chakkaayiin wa lawwaamiin. Humman yitaabu’u chahwaathum bas. Wa yikallumu be kibriya wa yachkuru al-naas be kidib achaan yalgo minhum faayde.
JUD.1.17	Ya akhwaani al-nihibbuku, fakkuru fi l-kalaam al-rusul hana Rabbina Isa al-Masiih gaalooh min awwal. 
JUD.1.18	Oorooku kadar fi l-zaman al-akhiir, fiyah chammaatiin al-yitaabu’u chahwaathum al-fasliin. 
JUD.1.19	Humman bas al-naas al-yisabbubu ambeenaatku al-furga. Humman yitaabu’u fikir insaani bas wa ma induhum al-Ruuh al-Khudduus. 
JUD.1.20	Wa laakin leeku intu ya akhwaani al-nihibbuku, sawwu nufuusku gawiiyiin fi iimaanku be Allah al-Khudduus. Khallu al-Ruuh al-Khudduus daayman yuguud salaawaatku. 
JUD.1.21	Agoodu saabtiin fi mahabbat Allah. Khuttu baalku fi l-rahma al-jaaye be Rabbina Isa al-Masiih al-tiwaddiina fi l-haya al-abadiiye. 
JUD.1.22	Hinnu fi l-naas al-induhum chukuuk. 
JUD.1.23	Wa l-naas al-garrabo fi khachum al-naar, akurbuuhum wa afza’oohum. Hinnu le l-naas al-najjaso nufuushum be l-zina laakin angar’u marra waahid wa akraho ayyi cheyy al-yidoor yinajjisku intu kula.
JUD.1.24	Akiid Allah gaadir wa yagdar yahfadku achaan ma tamurgu min al-derib. Hu bas yiwaddiiku fi hadaratah al-majiide bala ayyi eeb, farhaaniin farha chadiide. 
JUD.1.25	Wa l-hamdulillah al-waahid al-yinajjiina be Isa al-Masiih Rabbina. Kulla l-majd wa l-jalaal wa l-muluk wa l-sulta waajib leyah hu bas, min gabul kulla al-wakit wa fi l-wakit al-haadir wa ila l-abad. Aamiin.
REV.1.1	Diihi ru’ya hana Isa al-Masiih al-Allah antaaha leyah achaan yiwassif le abiidah al-cheyy al-laabudda yabga gariib. Wa hu rassal malakah achaan yi’arrif al-ru’ya di le abdah Yuuhanna. 
REV.1.2	Wa Yuuhanna chahad be kulla cheyy al-chaafah al-bukhuss kalaam Allah wa chahaadat Isa al-Masiih wa katabah fi l-kitaab da. 
REV.1.3	Wa l-kalaam al-maktuub da nazal min Allah. Wa mabruuk le l-naadum al-yagriih wa mabruuk le l-naas al-yasma’ooh wa yitaabu’u kulla l-kalaam al-maktuub foogah. Akiid waktah garrab.
REV.1.4	Wa daahu ana Yuuhanna naktib wa nirassil al-kalaam da le jamaa’aat al-mu’miniin al-sab’a al-fi balad Aasiya. Al-salaam wa l-ni’ma aleekum min Allah al-gaa’id fi l-wakit al-haadir wa fi l-wakit al-faat wa fi l-wakit al-jaayi wa min al-Arwaah al-Sab’a
REV.1.5	wa min Isa al-Masiih al-chaahid al-saadikh wa hu awwal naadum al-ba’as min ust al-maytiin wa hu malik foog kulla muluuk al-ard. Wa daahu al-gaa’id yihibbina wa fadaana min zunuubna be dammah al-daffag fi chaanna. 
REV.1.6	Wa hu kawwanaana mamlaka wa sawwaana kullina rujaal diin achaan na’abudu Allah Abuuh. Wa waajib le Isa al-Masiih al-majd wa l-muluk daayman wa ila l-abad. Aamiin.
REV.1.7	Wa chiifu hu jaayi raakib fi l-sahaab wa ayyi naadum yichiifah. Aywa, kulla l-naas al-ta’anooh yichiifuuh wa kulla gabaayil hana l-ard yabku be sababah. Aywa, misil da bas yabga. Aamiin. 
REV.1.8	Wa daahu kalaam Allah Rabbina, ana al-Awwal wa l-Akhiir. Ana al-gaa’id fi wakit al-haali wa fi l-wakit al-faat wa fi l-wakit al-jaayi. Ana Allah al-Gaadir.
REV.1.9	Wa ana Yuuhanna akhuuku al-gaa’id nitaabi’ Isa misilku. Ana kula muchaarik ma’aaku fi l-ta’ab wa fi Mamlakat Allah wa nahmal al-ta’ab be sabur misilku. Wa karabooni achaan ballakht le l-naas kalaam Allah wa chahaadat Isa al-Masiih. Wa hassa’ ana masjuun fi l-jaziira al-usumha Batmus. 
REV.1.10	Wa fi yoom al-Rabb
REV.1.11	Wa hu gaal : Aktib fi kitaab al-cheyy al-tichiifah wa rassilah le jamaa’aat al-mu’miniin al-sab’a al-gaa’idiin fi l-hillaal Afasus wa Izmiir wa Barkhaamus wa Siyaatiira wa Saardis wa Filadalfiya wa Laawdikiiya.
REV.1.12	Wa ana anlafatt achaan nichiif yaatu al-gaa’id yikallim leyi wa chift sab’a faanuus hana dahab. 
REV.1.13	Wa ambeenaat al-sab’a faanuus dool, chift naadum misil Ibn al-insaan laabis khalag tawiil wa indah fi sadrah hizaam hana dahab. 
REV.1.14	Wa suuf raasah abyad karr wa cheyy abyad ziyaada minnah ma fiih wa uyuunah misil al-naar al-mugargire. 
REV.1.15	Wa rijileenah yiraaru misil al-nahaas al-mujammar wa misil al-nahaas al-nadiif marra waahid. Wa hissah chadiid misil al-matara al-tagiile. 
REV.1.16	Wa fi iidah al-zeene hu chaayil sab’a nujuum. Wa seef mutarrag jaayi wa jaayi maarig min khachmah. Wa wijhah yidaawi deyy chadiid misil harraayat al-duhur. 
REV.1.17	Wa wakit ana chiftah, waga’t giddaamah misil naadum mayyit. Wa hu khatta iidah al-zeene foogi wa gaal : Ma takhaaf. Ana al-Awwal wa l-Akhiir. 
REV.1.18	Ana al-Hayy. Awwal ana mutt wa khalaas hassa’ ana hiyiit wa abadan ma numuut battaan. Wa indi gudra foog al-moot wa mamlakatah. 
REV.1.19	Wa khalaas, aktib al-cheyy al-tichiifah al-bukhuss al-cheyy al-gaa’id yabga hassa’ wa l-cheyy al-yabga ba’adeen. 
REV.1.20	Wa l-sab’a nujuum al-chiftuhum fi iidi al-zeene wa l-sab’a faanuus hana dahab nifassir leek ma’anaathum. Al-sab’a nujuum humman al-malaa’ika al-yimassulu jamaa’aat al-mu’miniin al-sab’a wa l-sab’a faanuus humman al-sab’a jamaa’aat zaathum.
REV.2.1	Aktib kalaami le jamaa’at al-mu’miniin
REV.2.1	Daahu kalaami ana, al-chaayil al-sab’a nujuum fi iidi al-zeene wa raayikh ambeenaat al-sab’a faanuus hana dahab. 
REV.2.2	Ana na’arif kulla cheyy al-sawweetuuh. Akiid, intu ti’ibtu wa ga’adtu saabtiin. Wa intu ma khassadtu be l-naas al-bisawwu al-charr. Wa intu jarrabtu al-naas al-bakdubu wa buguulu humman rusul al-Masiih wa intu akkadtu kadar humman kaddaabiin. 
REV.2.3	Wa ana na’arif kadar al-ta’ab ja foogku be sabab usmi wa intu gaa’idiin tahmalooh be sabur wa na’arif intu ma kisiltu. 
REV.2.4	Laakin ligiit foogku cheyy waahid ma adiil. Intu khalleetu minku mahabbitku al-gawiiye al-awwal induku. 
REV.2.5	Hassa’ fakkuru fi l-kalaam da wa a’arfu akiid kadar intu maragtu ba’iid min al-derib. Wa khalaas, tuubu min zunuubku wa khalli haalku tabga misil awwal. Wa kan ma tutuubu, ana najiiku wa narfa’ al-faanuus min bakaanku. 
REV.2.6	Wa laakin ligiit foogku cheyy adiil kula. Intu takraho al-cheyy al-talaamiiz hana Niiguula gaa’idiin yisawwuuh misil ana kula nakrahah.
REV.2.7	Ayyi naadum al-indah adaan, khalli yasma’ al-kalaam al-gaa’id yuguulah al-Ruuh al-Khudduus le l-mu’miniin. Wa ayyi naadum al-yinnasir, ana nantiih izin achaan yaakul min Chadarat al-Haya al-gaa’ide fi Jannat Allah.
REV.2.8	Wa aktib kalaami le jamaa’at al-mu’miniin al-fi hillit Izmiir.
REV.2.8	Daahu kalaami ana, wa ana al-Awwal wa l-Akhiir wa ana mutt wa hiyiit. 
REV.2.9	Wa ana na’arif al-ta’ab al-ligaaku wa na’arif intu bigiitu masaakiin wa laakin induku baraka katiire. Wa na’arif kalaam al-kaddaabiin al-buguulu humman Yahuud wa yisallu fi beet al-sala laakin yitaabu’u al-Cheetaan.
REV.2.10	Ma takhaafo min al-diige al-gariib tajiiku. Khuttu baalku. Ibliis yakrub waahidiin minku fi l-sijin wa iimaanku yijarrubuuh wa fi muddit achara yoom tidayyugu diige chadiide. Agoodu saabtiin fi iimaanku lahaddi l-moot wa khalaas nantiiku taaj hana l-haya al-abadiiye.
REV.2.11	Ayyi naadum al-indah adaan, khalli yasma’ al-kalaam al-gaa’id yuguulah al-Ruuh al-Khudduus le l-mu’miniin. Wa ayyi naadum al-yinnasir, al-moot al-taani ma yisawwi leyah cheyy.
REV.2.12	Wa aktib kalaami le jamaa’at al-mu’miniin al-fi hillit Barkhaamus.
REV.2.12	Daahu kalaami, ana al-indi al-seef al-mutarrag jaayi wa jaayi. 
REV.2.13	Wa ana na’arif al-bakaan al-intu saakniin foogah wa hu al-bakaan al-Ibliis khatta foogah kursi haggah. Wa intu munkaribiin fi usmi. Wa intu ma nakartu iimaanku beyi wakit katalo Antibaas fi usutku wa hu chahad leyi chahaada saabte fi l-bakaan al-Ibliis saakin foogah.
REV.2.14	Laakin ana ligiit foogku cheyy ma adiil. Naas waahidiin minku yitaabu’u ta’liim misil ta’liim Bal’aam
REV.2.15	Wa battaan fi naas waahidiin minku al-gaa’idiin yitaabu’u ta’liim hana talaamiiz Niiguula. 
REV.2.16	Wa achaan da, nuguul leeku tuubu min zunuubku. Wa kan ma tubtu, ana naji leeku gariib wa nidaawis al-naas dool be l-seef al-maarig min khachmi.
REV.2.17	Ayyi naadum al-indah adaan, khalli yasma’ al-kalaam al-gaa’id yuguulah al-Ruuh al-Khudduus le l-mu’miniin. Wa ayyi naadum al-yinnasir, ana nantiih al-manna al-mulabbada wa battaan nantiih hajar abyad
REV.2.18	Wa aktib kalaami le jamaa’at al-mu’miniin al-fi hillit Siyaatiira.
REV.2.18	Daahu kalaami ana Ibn Allah, al-uyuuni misil al-naar al-mugargire wa rijileeni yiraaru misil al-nahaas al-mujammar. 
REV.2.19	Wa ana na’arif khidmitku. Na’arif mahabbitku wa iimaanku wa saburku fi l-ta’ab. Wa na’arif kadar khidmitku al-hassa’ akheer min khidmitku al-awwal. 
REV.2.20	Laakin ana ligiit cheyy waahid foogku ma adiil. Intu khalleetu al-mara al-misil Izabiil
REV.2.21	Ana anteetha faraga achaan tutuub min zunuubha laakin hi abat ma taabat min al-zina. 
REV.2.22	Khuttu baalku. Narmiiha wa hi tabga mardaane targud fi sariirha. Wa l-naas al-zano ma’aaha narmiihum fi diige chadiide, kan ma yutuubu wa ma yikhallu deribha. 
REV.2.23	Wa nadrub talaamiizha wa yumuutu. Wa be da, kulla l-kanaayis ya’arfu kadar ana nifattich fi galib hana ayyi naadum wa na’arif fikrah. Wa ya’arfu kadar ana nanti le ayyi naadum al-cheyy al-waajib leyah hasab al-cheyy al-sawwaah. 
REV.2.24	Wa akiid, naas gaa’idiin ambeenaatku fi Siyaatiira al-ma taaba’o ta’liimha wa ma allamo minha al-ilim al-naas waahidiin buguulu hu min asraar hana l-Cheetaan. Wa leeku intu, nuguul ana ma nukhutt foogku battaan wasiiye tagiile, 
REV.2.25	illa nuguul agoodu saabtiin fi l-kalaam al-induku lahaddi naji.
REV.2.26	Wa ayyi naadum al-yinnasir wa yitaabi’ muraadaati lahaddi l-yoom al-akhiir, ana nukhuttah yahkim foog al-umam. 
REV.2.27	Wa hu yahkim fooghum be iid gawiiye misil al-hadiid wa ma fi naadum al-yagdar yamna’ah misil buraam hana l-tiine ma yagdaro yamna’o asaay hana hadiid ma tikassirhum ajala. Aywa, hu yalga gudra misil al-gudra al-ana ligiitha min Abuui Allah. 
REV.2.28	Wa battaan nantiih acham gawi misil taluu’ najmat al-Sabaah al-tiwassif al-dalaam gariib yufuut. 
REV.2.29	Ayyi naadum al-indah adaan, khalli yasma’ al-kalaam al-gaa’id yuguulah al-Ruuh al-Khudduus le l-mu’miniin.
REV.3.1	Wa aktib kalaami le jamaa’at al-mu’miniin al-fi hillit Saardis.
REV.3.1	Daahu kalaami ana, al-indi Arwaah Allah al-Sab’a wa l-sab’a nujuum. Wa ana na’arif khidmitku. Buguulu iimaanku hayy wa laakin be l-sahiih iimaanku mayyit. 
REV.3.2	Yalla gummu foog wa sabbutu al-iimaan al-faddal leeku al-yidoor yumuut achaan ana na’arif khidmitku wa hi ma misil Allah al-rassalaani yidoorha achaan al-khidme al-badeetuuha ma kammaltuuha. 
REV.3.3	Wa achaan da, fakkuru fi l-kalaam al-awwal simi’tuuh wa allamooku leyah. Wa taabu’u al-kalaam da wa tuubu min zunuubku. Wa kan intu abeetu ma gammeetu foog, ana najiiku faj’a misil sarraag wa nadrubku fi l-saa’a al-intu ma ta’arfuuha. 
REV.3.4	Laakin fi Saardis, naas waahidiin minku ma najjaso nufuushum. Wa nuguul le l-naas dool, intu turuukhu ma’aayi laabsiin khulgaan buyud achaan al-baraka di waajbe leeku.
REV.3.5	Wa ayyi naadum al-yinnasir, ana nilabbisah misilhum khalag abyad wa ma nuguchch usmah min Kitaab al-Haya. Wa ana nachhad leyah giddaam Abuui wa giddaam malaa’ikatah. 
REV.3.6	Ayyi naadum al-indah adaan, khalli yasma’ al-kalaam al-gaa’id yuguulah al-Ruuh al-Khudduus le l-mu’miniin.
REV.3.7	Wa aktib kalaami le jamaa’at al-mu’miniin al-fi hillit Filadalfiya.
REV.3.7	Daahu kalaami ana, al-Khudduus wa l-Sahiih. Wa indi muftaah hana l-malik Dawuud. Wa kan ana naftah al-baab, ma fi naadum al-yagdar yisiddah wa kan ana nisidd al-baab, ma fi naadum al-yagdar yaftahah.
REV.3.8	Wa ana na’arif kulla cheyy al-sawweetuuh. Wa na’arif induku gudra chiyya bas wa laakin ma fachaltu. Intu taaba’tu kalaami adiil wa ma nakartu usmi. Wa chiifu, ana fataht al-derib giddaamku wa ma fi naadum al-yagdar yisiddah. 
REV.3.9	Chiifu, al-naas al-buguulu be kidib humman Yahuud wa yisallu fi beet al-sala laakin yitaabu’u al-Cheetaan, humman dool ana najburhum yaju leeku. Wa yasjudu giddaamku wa ya’arfu kadar intu al-naas al-ana nihibbuku. 
REV.3.10	Intu taaba’tu kalaami be sabur katiir. Achaan da, nahfadku min al-diige al-taji foog kulla naas al-dunya. Al-diige di tijarribhum le sukkaan al-ard. 
REV.3.11	Ana naji gariib. Akurbu gawi al-iimaan al-induku achaan naadum ma yichiil minku ajurku.
REV.3.12	Wa ayyi naadum al-yinnasir, ana naj’alah misil amuud fi Beet Allah al-rassalaani. Wa hu yagood foogah wa abadan ma yamrug minnah wa ana naktib foogah usum Allah wa usum madiinat Allah wa hi Madiinat al-Khudus al-jadiide al-Allah al-rassalaani yinazzilha min al-samaawaat. Wa naktib foogah usmi al-jadiid. 
REV.3.13	Ayyi naadum al-indah adaan, khalli yasma’ al-kalaam al-gaa’id yuguulah al-Ruuh al-Khudduus le l-mu’miniin.
REV.3.14	Wa aktib kalaami le jamaa’at al-mu’miniin al-fi hillit Laawdikiiya.
REV.3.14	Daahu kalaami ana wa usmi Aamiin wa ana al-Chaahid al-chahaadti daayman sahiihe wa ra’iis foog kulla cheyy al-Allah khalagah. 
REV.3.15	Wa ana na’arif khidmitku wa intu bigiitu misil al-almi al-daafi wa la baarid wa la haami. Akheer leyi kan intu misil al-almi al-baarid walla misil al-almi al-haami. 
REV.3.16	Wa khalaas, ana nidaffigku min khachmi achaan intu misil al-almi al-daafi wa ma misil al-almi al-haami wa ma misil al-almi al-baarid. 
REV.3.17	Wa intu gaa’idiin tuguulu «Ana khani wa bigi leyi adiil wa ma nidoor battaan cheyy». Wa intu ma ta’arfu kadar be l-sahiih, intu chagyaaniin wa fagraaniin wa masaakiin wa amyaaniin wa aryaaniin. 
REV.3.18	Wa achaan da, niwassiiku achaan tachru minni dahab saafi wa beyah tabgo khaniyiin. Wa achru minni al-lubaas al-abyad achaan talbasooh wa tisiddu beyah ireeku. Wa achru minni gatra achaan tusubbuuha fi uyuunku wa be da battaan tichiifu. 
REV.3.19	Ana nahrij al-naas al-nihibbuhum wa ni’addibhum. Wa achaan da, inkarubu fi kalaami wa tuubu min zunuubku. 
REV.3.20	Chiifu, ana misil naadum waagif fi l-derib wa yudugg fi l-baab. Kan ayyi naadum yasma’ni wa yaftah leyi al-baab, ana nadkhul fi beetah wa naakul ma’aayah wa hu yaakul ma’aayi.
REV.3.21	Wa ayyi naadum al-yinnasir, ana nantiih izin achaan yagood ma’aayi fi archi. Aywa, hu yisawwi misil ana zaati sawweetah. Ana annasart wa ga’adt ma’a Abuui Allah fi archah. 
