GEN.1.1	Diad gapoy gapo nen pinalsa na Dios iray katawenan tan say dalin,
NUM.25.11	“Lapud samay ginawa nen Finees, ag ak la mamapasnuk ed saray totood Israel. Ag to inyabuloy so pangigalang ed dinan man a dios likud ed siak, kanyan ag ko ra dineral ya amin ed pasnuk ko. 
NUM.25.12	Ibagam sirin ed sikato a misipanan ak ya anggad angga ed sikato. 
NUM.25.13	Sikato tan saray kabyangay boleg to et mansiansia ran pari, lapud ag to inabuloyan so siopaman a manamsam na kipapasen ko tan ginawa toy pakapirdonaan na kasalanan na saray totoo.”
NUM.25.14	Say ngaran na samay Israelitan pinatey a kaiba toy sakey a biin Madianita et Zimri a lakin anak nen Salu, pangulo na sakey a pamilya ed tribu nen Simeon. 
NUM.25.15	Say ngaran na samay bii et Cozbi. Say ama to et si Zur a pangulo na sakey a grupo na saray boleg na Madianita.
NUM.25.16	Say 
NUM.25.17	“Dogpaan yo ray Madianita tan kabil yo ra, 
NUM.25.18	lapud maoges a ginawa rad sikayo nen pinalikdo da kayo dimad Peor, tan lapud kinen Cozbi a pinatey nen panaon na salot dimad Peor.”
NUM.26.1	Kayari na samay salot inkuan na 
NUM.26.2	“Ala yo onung ed pamilya na balang sakey ed sikara, so bilang na amin da ray lalakin mantaon na duamplo a mampaatagey a nayarin mansondalo.” 
NUM.26.3+NUM.26.4	Inmonur ira di Moises tan Eleazar kanyan impantitipon da ray amin a lalakin mantaon na duamplo a mampaatagey. Nantitipon ira diad saray patar na Moab diad nibaliw na Ilog na Jordan manlapud Jerico.
NUM.26.3+NUM.26.4	Sikara yay Israelitan pinmaway manlapud Egipto:
NUM.26.5	Say tribu nen Ruben (si Ruben so sankapangulowanan ya anak nen Israel): saray boleg di Hanoc, Fallu, 
NUM.26.6	Hezron, tan Carmi. 
NUM.26.7	Say bilang da ray lalaki ed sarayan boleg et apataplo tan talon libo, piton lasus tan talomplo. 
NUM.26.8	Saray kabyangay boleg nen Fallu et si Eliab 
NUM.26.9	tan saray lalakin anak to a di Nemuel, Datan, tan Abiram. (Sikara ya may Datan tan Abiram a pinili na karaklan. Sinumpa ray Moises tan Aaron tan akigampi ra ed kinen Core nen sinumlang day 
NUM.26.10	Sinmangi so dalin tan inakmon to ra, et inatey iran kaiba nen Core tan saray mananombuk to nen dineral na apoy so duanlasus tan limamplon lalaki; sikaray sakey a pasakbay ed saray totoo. 
NUM.26.11	Balet ag inatey iray lalakin anak nen Core.)
NUM.26.12	Say tribu nen Simeon: saray boleg di Nemuel, Jamin, Jakin, 
NUM.26.13	Zera, tan Saul. 
NUM.26.14	Say bilang da ray lalaki ed sarayan boleg et duamplo tan duan libo tan duanlasus.
NUM.26.15	Say tribu nen Gad: saray boleg di Zefon, Hagi, Suni, 
NUM.26.16	Ozni, Eri, 
NUM.26.17	Arod, tan Areli. 
NUM.26.18	Say bilang da ray lalaki ed sarayan boleg et apataplon libo tan limanlasus.
NUM.26.19+NUM.26.20+NUM.26.21	Say tribu nen Juda: saray boleg di Sela, Fares, Zera, Hezron, tan Hamul. (Saray duaran lalakin anak nen Juda a di Er tan Onan et inatey ira ed dalin na Canaan.) 
NUM.26.22	Say bilang da ray lalaki ed sarayan boleg et pitomplo tan anem a libo tan limanlasus.
NUM.26.23	Say tribu nen Isacar: saray boleg di Tola, Pua, 
NUM.26.24	Jasub, tan Simron. 
NUM.26.25	Say bilang da ray lalaki ed sarayan boleg et anemaplo tan apat a libo tan talon lasus.
NUM.26.26	Say tribu nen Zabulon: saray boleg di Sered, Elon, tan Jaleel. 
NUM.26.27	Say bilang da ray lalaki ed sarayan boleg et anemaplon libo tan limanlasus.
NUM.26.28	Saray tribu nen Jose ya ama na duaran lalaki a di Manases tan Efraim.
NUM.26.29	Say tribu nen Manases. Si Makir a lakin anak nen Manases so ama nen Galaad, tan saray onggendan a boleg a si Galaad so sengeg da: 
NUM.26.30	saray boleg di Jezer, Helek, 
NUM.26.31	Asriel, Sekem, 
NUM.26.32	Semida, tan Hefer. 
NUM.26.33	Si Zelofehad a lakin anak nen Hefer et anggapoy anak ton laki, balet wala ray bibiin anak to; Mala, Noa, Hogla, Milca, tan Tirza so kangaranan da. 
NUM.26.34	Say bilang da ray lalaki ed sarayan boleg et limamplo tan duan libo tan piton-lasus.
NUM.26.35	Say tribu nen Efraim: saray boleg di Sutela, Beker, tan Tahan. 
NUM.26.36	Si Sutela so sengeg na boleg nen Eran. 
NUM.26.37	Say bilang da ray lalaki ed sarayan boleg et talomplo tan duan libo tan limanlasus.
NUM.26.37	Si Jose so sengeg na sarayan boleg.
NUM.26.38	Say tribu nen Benjamin: saray boleg di Bela, Asbel, Ahiram, 
NUM.26.39	Sefufam, tan Hufam. 
NUM.26.40	Si Bela so sengeg na saray boleg di Arid tan Naaman. 
NUM.26.41	Say bilang da ray lalaki ed sarayan boleg et apataplo tan liman libo tan anem a lasus.
NUM.26.42	Say tribu nen Dan: say boleg nen Husim, 
NUM.26.43	a say bilang da ray lalaki et anemamplo tan apat a libo tan apat a lasus.
NUM.26.44	Say tribu nen Aser: saray boleg di Imna, Isvi, tan Beria. 
NUM.26.45	Si Beria so sengeg na saray boleg di Heber tan Malkiel. 
NUM.26.46	Si Aser et walay biin anak to a manngaran na Sera. 
NUM.26.47	Say bilang da ray lalaki ed sarayan boleg et limamplo tan talon libo tan apat a lasus.
NUM.26.48	Say tribu nen Neftali: saray boleg di Jahzeel, Guni, 
NUM.26.49	Jezer, tan Sillem. 
NUM.26.50	Say bilang da ray lalaki ed sarayan boleg et apataplo tan liman libo tan apat a lasus.
NUM.26.51	Say bilang na amin da ray Israelitan lalaki et anem a lasus tan sakey a libo, piton lasus tan talomplo.
NUM.26.52	Say 
NUM.26.53	“Apag-apag mo so dalin ed saray tribu onung ed kabaleg da. 
NUM.26.54+NUM.26.55+NUM.26.56	Apag-apag mo so dalin diad panamegley na pampapalaranan; ipabetang mod baleg a tribu so baleg ya apag tan ipabetang mod melag a tribu so melag ya apag.”
NUM.26.57	Saray kabyangay tribu nen Levi et saray boleg di Gerson, Coat, tan Merari. 
NUM.26.58	Saray kabyangay boleg da et saray pamilya di Libni, Hebron, Mahli, Musi, tan Core. Si Coat et ama nen Amram 
NUM.26.59	ya asawa toy anak nen Levi a si Jacobed a nianak ed Egipto. Walay anak tod kinen Amram a duaran lalaki a di Aaron tan Moises tan sakey a bii a si Miriam. 
NUM.26.60	Apatiray lalakin anak nen Aaron a di Nadab, Abiu, Eleazar, tan Itamar. 
NUM.26.61	Inatey ira di Nadab tan Abiu nen angyapay irad 
NUM.26.62	Say bilang da ray lalakin Levita a mantaon na sakey bulan a mampaatagey et duamplo tan talon libo. Nibiig ed saray arum ya Israelita so angilistaan ed sikara, lapud ag ira naitdan na antokaman a kayaryan ed Israel.
NUM.26.63	Amin da ra yan boleg et inlista di Moises tan Eleazar nen inala ray bilang na saray Israelita diad saray patar na Moab diad nibaliw na Ilog na Jordan manlapud Jerico. 
NUM.26.64	Anggapoy anggan sakey a lakin akeraan ed saramay inlista di Moises tan Aaron diad samay inmonan impanbilang da diad Kalawakan na Sinai. 
NUM.26.65	Imbaga la na 
NUM.27.1	Di Mala, Noa, Hogla, Milca, tan Tirza so bibiin anak nen Zelofehad a lakin anak nen Hefer a lakin anak nen Galaad a lakin anak nen Makir a lakin anak nen Manases a lakin anak nen Jose. 
NUM.27.2	Linma ran nanalagey ed arap di Moises, Eleazar a pari, saray pangulo, tan amin ya Israelita diad lolooban na Tuldan Ayamay 
NUM.27.3	“Inatey ed kalawakan si ama mi tan anggapoy anak ton laki. Aliwa ran kabyangan na saray mananumbok nen Core a sinmumpa ed 
NUM.27.4	Akin et naandid Israel so ngaran di ama mi lapu labat ya anggapoy anak dan laki? Patawir yo kami pa met a singa saray lalakin kakanayon di ama mi.”
NUM.27.5	Sayan kerew da et inyapireng nen Moises ed 
NUM.27.6	et say 
NUM.27.7	“Manepeg ya iter so kerew na saray bibiin anak nen Zelofehad; patawir mo met ira a singa saray lalakin kakanayon nen ama ra. Say tawir to et nepeg a niiter ed sikara. 
NUM.27.8	Ibagam ed saray Israelita a no ompatey so sakey a laki ya anggapoy anak ton laki, say anak ton bii so manawir na kayaryan to. 
NUM.27.9	No anggapoy anak to bii, saray agagi ton lalaki so manawir na kayaryan to. 
NUM.27.10	No anggapoy agi ton laki, saray lalakin agagi nen ama to so manawir na kayaryan to. 
NUM.27.11	No anggapoy agi ton laki odino pangamaen to, say sankaasinggeran a kanayon to so manawir na kayaryan to tan ipasen ton kayaryan to la. Saray totood et nepeg a sumpalen da ya, onung na ingganggan ko, siak a 
NUM.27.12	Say 
NUM.27.13	Kayarim a nabantagan, ompatey ka a singa impatey nen agim ya Aaron, 
NUM.27.14	lapud sinumlang yon dua so ganggan ko diad kalawakan na Zin. Nen nanriklamon amin iray Israelita sumpad siak diad Meriba, ag yo binirbir so masanton pakayarik ed arap da.” (Say Meriba et sikatoy sobul dimad Cades diad kalawakan na Zin).
NUM.27.15	Nampikasi si Moises, 
NUM.27.16	“
NUM.27.17	tan nayarian ton ipangulo rad bakal, pian say olup na totoom et ag ira magmaliw a singa saray karniron anggapoy pastol da.”
NUM.27.18	Say 
NUM.27.19	Paalagey mo ed arap nen Eleazar a pari tan saray amin ya Israelita, insan mo ibawag ed arap dan amin a sikatoy onsalat ed sika. 
NUM.27.20	Iter mod sikato so arum a pakaoley mo, et onuren na amin a totood Israel. 
NUM.27.21	Diad kinen Eleazar a pari, diad pangikana to na Urim tan Tummim
NUM.27.22	Ginawa nen Moises so ingganggan ed sikato na 
NUM.27.23	Onung na ingganggan na 
NUM.28.1	Say 
NUM.28.2	a bilinen to ray Israelita a mangyapay irad Dios diad saray niganan panaon na saray bagat a popoolan a makapaliket ed sikato.
NUM.28.3	Saraya so bagat a popoolan ya iyapay yod 
NUM.28.4	Iyapay yod kabwasan so ononan kordiro tan diad labi say kumadwan kordiro. 
NUM.28.5	Kapag sakey ed sikara katekep to so sakey kilon arina a nikames ed sakey litron sankaabigan a larak na oliba. 
NUM.28.6	Sikatoy inagew-agew a bagat a poolan, inmonan nibagat a popoolan diad Palandey na Sinai, tan makapaliket ed 
NUM.28.7	Singa inkisaklang na bagat ya alak a katekep na onaan a kordiro, mangikalbo kayod altar na sakey a litron alak. 
NUM.28.8	Diad labi iyapay yoy kumadwan kordiro a singa say bagat ed kabwasan a katekep toy bagat ya alak. Sikato met so bagat a popoolan a makapaliket ed 
NUM.28.9	Diad Agew na Panagpainawa mangyapay kayo na duaran sakey taon a kordiron kalakyan ya anggapoy deral na laman da, duaran kilon arina a nikames ed larak na oliba a sikatoy bagat a trigo, tan say bagat ya alak. 
NUM.28.10	Sayan bagat a popoolan et isaklang kapag Agew na Panagpainawa tan kaaruman na bagat ya inagew-agew a katekep toy bagat ya alak.
NUM.28.11	Iyapay yod 
NUM.28.12	Mangyapay kayoy arinan nikames ed larak na oliba a sikatoy bagat a trigo: kapag sakey a bakan kalakyan tekepan yo na taloran kilon arina; samay karniron kalakyan, duaran kilon arina; 
NUM.28.13	tan kapag sakey a kordiro, sakey a kilon arina. Bagat ira yan popoolan a makapaliket ed 
NUM.28.14	Say manepeg a bagat ya alak et duaran litron alak ya itekep ed kapag sakey a bakan kalakyan, sakey tan kapalduan litro ed kapag sakey a karniron kalakyan, tan sakey a litro ed kapag sakey a kordiro. Sikato ya so totontonen a para bagat a popoolan ya isaklang ed ononan agew na kapag bulan ed intiron taon. 
NUM.28.15	Mangisaklang kayo na sakey a kanding a kalakyan ya ibagat a para kasalanan a sikatoy kaaruman na inagew-agew a bagat a popoolan a katekep toy bagat ya alak.
NUM.28.16	Say Pista na Paskua a pamagalang ed 
NUM.28.17	Diad kumalabinliman agew onggapo so pitoran agew a pista tan legan to ya say tinapay ya anggapoy libadura labat so nayarin kanen. 
NUM.28.18	Diad ononan agew na pista nepeg a mantitipon kayon mangigalang, tan nepeg ya anggapoy kimey a gawaen. 
NUM.28.19	Mangyapay kayod 
NUM.28.20	Mangyapay kayo na manepeg a bagat a trigo, say arinan nikames ed larak na oliba; kapag sakey a bakan kalakyan tekepan yo na taloran kilon arina, kapag sakey a karniron kalakyan duaran kilon arina, 
NUM.28.21	tan kapag sakey a kordiro, sakey kilon arina. 
NUM.28.22	Mangyapay kayo met na sakey a kanding a kalakyan a sikatoy bagat a para kasalanan, et diad onya nagawa so sirimonyan panlinis ed saray totoo. 
NUM.28.23	Isaklang yo ra ya a kaaruman na kinabwasan a bagat a popoolan. 
NUM.28.24	Onya met so pangisaklang yon pitoy agew ed 
NUM.28.25	Mantitipon kayon mangigalang ed Dios diad kumapiton agew tan ag kayo mankikimey.
NUM.28.26	Diad ononan agew na Pistay Panagani, no mangyapay kayod 
NUM.28.27	Mangisaklang kayo na bagat a popoolan a say balingit to et makapaliket ed 
NUM.28.28	Mangyapay kayo na manepeg a bagat a trigo, say arinan nikames ed larak na oliba: kapag sakey a bakan kalakyan tekepan yo na taloran kilon arina, samay karniron kalakyan duaran kilon arina, 
NUM.28.29	tan kapag sakey a kordiro sakey kilon arina. 
NUM.28.30	Mangyapay kayo met na sakey a kanding a kalakyan a sikatoy bagat a para kasalanan, et diad onya nagawa so sirimonyan panlinis ed saray totoo. 
NUM.28.31	Isaklang yo ra ya tan saray bagat ya alak a kaaruman na inagew-agew a bagat a popoolan tan say bagat a trigo.
NUM.29.1	Diad ononan agew na kumapiton bulan, nepeg a mantitipon kayon mangigalang ed Dios tan ag kayo mankikimey. Diad satan ya agew paknulen iray trumpita. 
NUM.29.2	Mangisaklang kayod 
NUM.29.3	Mangyapay kayo na manepeg a bagat a trigo, say arinan nikames ed larak na oliba; kapag sakey a bakan kalakyan tekepan yo na taloran kilon arina, samay karniron kalakyan duaran kilon arina, 
NUM.29.4	tan kapag sakey a kordiro sakey kilon arina. 
NUM.29.5	Mangyapay kayo met na sakey a kanding a kalakyan a sikatoy bagat a para kasalanan, et diad onya nagawa so sirimonya a panlinis ed saray totoo. 
NUM.29.6	Isaklang yo ra ya a kaaruman na bagat a popoolan para ononan agew na bulan a katekep toy bagat a trigo tan say inagew-agew a bagat a popoolan a katekep toy bagat a trigo tan say bagat ya alak. Sarayan bagat a popoolan et makapaliket ed 
NUM.29.7	Diad kumaplon agew na kumapiton bulan mantitipon kayon mangigalang ed Dios; ag kayo mamangan odino mankikimey. 
NUM.29.8	Mangisaklang kayod 
NUM.29.9	Mangyapay kayo na manepeg a bagat a trigo, say arinan nikames ed larak na oliba: say sakey a bakan kalakyan tekepan yo na taloran kilon arina, saray karniron kalakyan duaran kilon arina, 
NUM.29.10	tan kapag sakey a kordiro sakey kilon arina. 
NUM.29.11	Mangyapay kayo met na sakey a kanding a kalakyan a sikatoy bagat a para kasalanan, a kaaruman na kanding a nibagat diad panggawa na sirimonyan panlinis ed saray totoo, tan say inagew-agew a bagat a popoolan a katekep toy bagat a trigo tan say bagat ya alak.
NUM.29.12	Diad kumalabinliman agew na kumapiton bulan mantitipon kayon mangigalang ed Dios. Silibraan yon pitoy agew yan pista a pamagalang yod 
NUM.29.13	Diad ononan agew na sayan pista mangyapay kayod 
NUM.29.14	Mangyapay kayo na manepeg a bagat a trigo, say arinan nikames ed larak na oliba: kapag sakey a bakan kalakyan tekepan yo na taloran kilon arina, samay karniron kalakyan duaran kilon arina, 
NUM.29.15	tan kapag sakey a kordiro sakey kilon arina. 
NUM.29.16	Mangyapay kayo met na sakey a kanding a kalakyan a sikatoy ibagat a para kasalanan. Iyapay yo ra ya a kaaruman na inagew-agew a bagat a popoolan a katekep toy bagat a trigo tan say bagat ya alak.
NUM.29.17	Diad kumadwan agew mangibagat kayo na labinduan kilaw a bakan kalakyan, duaran karniron kalakyan, tan labinapat a sakey taon a kordiron kalakyan; nepeg ya anggapoy deral na laman da. 
NUM.29.18+NUM.29.19	Ibagat yo ra ya a katekep da ray arum nin bagat a kinaukolan ed ononan agew na pista.
NUM.29.20	Diad kumatlon agew mangibagat kayo na labinsakey a malangwer a bakan kalakyan, duaran karniron kalakyan, tan labinapat a sakey taon a karniron kalakyan; nepeg ya anggapoy deral na laman da. 
NUM.29.21+NUM.29.22	Ibagat yo ra ya a katekep da ray arum nin bagat a kinaukolan ed ononan agew.
NUM.29.23	Diad kumapat ya agew mangibagat kayo na samploran kilaw a bakan kalakyan, duaran karniron kalakyan, tan labinapat a sakey taon a kordiron kalakyan; nepeg ya anggapoy deral na laman da. 
NUM.29.24+NUM.29.25	Ibagat yo ra ya a katekep da ray arum nin bagat a kinaukolan ed ononan agew.
NUM.29.26	Diad kumaliman agew mangibagat kayo na siamiran kilaw a bakan kalakyan, duaran karniron kalakyan, tan labinapat a sakey taon a kordiron kalakyan; nepeg ya anggapoy deral na laman da. 
NUM.29.27+NUM.29.28	Ibagat yo ra ya a katekep da ray arum nin bagat a kinaukolan ed ononan agew.
NUM.29.29	Diad kumanem ya agew mangibagat kayo na waloran kilaw a bakan kalakyan, duaran karniron kalakyan, tan labinapat a sakey taon a kordiron kalakyan; nepeg ya anggapoy deral na laman da. 
NUM.29.30+NUM.29.31	Ibagat yo ra ya a katekep da ray arum nin bagat a kinaukolan ed ononan agew.
NUM.29.32	Diad kumapiton agew mangibagat kayo na pitoran kilaw a bakan kalakyan, duaran karniron kalakyan, tan labinapat a sakey taon a kordiron kalakyan; nepeg ya anggapoy deral na laman da. 
NUM.29.33+NUM.29.34	Ibagat yo ra ya a katekep da ray arum nin bagat a kinaukolan ed ononan agew.
NUM.29.35	Diad kumawalon agew mantitipon kayon mangigalang ed Dios tan ag kayo mankikimey. 
NUM.29.36	Mangyapay kayod 
NUM.29.37+NUM.29.38	Ibagat yo ra ya a katekep da ray arum nin bagat a kinaukolan ed ononan agew.
NUM.29.39	Sikara ya so totontonen a nipaakar ed saray bagat a popoolan, saray bagat a trigo, saray bagat ya alak, tan saray bagat a para kareenan ya iyapay yo rad 
NUM.29.40	Kanyan si Moises imbaga tod saray totood Israel iray amin ya ingganggan ed sikato na 
NUM.30.1	Si Moises inter to ray onggendan a bilin ed saray pangulo da ray tribu na Israel. 
NUM.30.2	No manggaway sinambaan a sipan so sakey a too a mangiter na bengatla ed 
NUM.30.3	No say sakey a biin tobun-balo a manaayam nid abung na ama to et manggawa na sinambaan a sipan a mangiter na bengatla ed 
NUM.30.4	nepeg a sumpalen ton amin so sinambaan to odino insipan to anggaman a naamtaan na ama to et anggapoy ibaga to. 
NUM.30.5	Balet no naamtaan na ama to tan sebelan tod panumpal to ag la nakaukolan a sumpalen to. Sikatoy pirdonaen na 
NUM.30.6	No say sakey a marikit et manggaway sinambaan a sipan a ginagala to odino andi-nunotan, odino isipan ton walay ag to gawaen, insan akiasawa, 
NUM.30.7	nepeg a sumpalen ton amin so sinambaan to odino insipan to anggaman a naamtaan na asawa to et anggapoy ibaga to. 
NUM.30.8	Balet no naamtaan na asawa to tan sebelan tod panumpal to, ag la nakaukolan a sumpalen to. Sikatoy pirdonaen na 
NUM.30.9	Say biin balo odino insian nepeg a sumpalen ton amin iray gawaen ton sinambaan a sipan odino saray sipan a walay ag to gawaen.
NUM.30.10	No say sakey a biin walay asawa et manggaway sinambaan a sipan odino insipan ton walay ag to gawaen, 
NUM.30.11	nepeg a sumpalen ton amin so sinambaan to odino say insipan to anggaman a naamtaan nen asawa to et anggapoy ibaga to. 
NUM.30.12	Balet no naamtaan na asawa to tan sebelan tod panumpal to, ag la nakaukolan a sumpalen to. Sikatoy pirdonaen na 
NUM.30.13	Say asawa to et walay kanepegan ton mangyabuloy odino manebel ed asawa to diad panumpal tod sinambaan ton sipan odino sipan to. 
NUM.30.14	Balet no diad agew na pakaamta tod sinambaan na asawa to et ag to sebelan, say asawan bii et nepeg a sumpalen ton amin so sinambaan to odino insipan to. Inabuloyan to may sinambaan a sipan na asawa to diad ag to impanebel ed samay agew na impakaamta to. 
NUM.30.15	Balet no diad arapen et sebelan to lamlamang, nepeg a nadusa lapud ag impakasumpal na sinambaan a sipan.
NUM.30.16	Sikara yay totontonen ya inter na 
NUM.31.1	Say 
NUM.31.2	“Dusam iray taga Madian lapud ginawa ra ed saray totood Israel. Kasumpal mon gawaen itan, ompatey ka la.”
NUM.31.3	Kanyan inkuanen Moises ed saray totoo, “Mamparaan kayon mibakal, pian nayarian yon dogpaan iray taga Madian et nadusa yo ra lapud ginawa ra ed 
