GEN.1.1	Indeeŋe ta matapopoten kat na, Anutu iur saamba mi toono mi koroŋ ta boozomen.
GAL.6.10	Tana sombe iti tarao be tu'uulu tomtom sa, na loŋa mi tu'uuli. Mi so zin wal urlaŋan, to matanda iŋgal kat be tu'uulu zin. Pa ina, zin kembei ta iti toŋmatiziŋ kiti i. 
GAL.6.11	Kere bude tio bibip ti ta ituŋ aŋbeede i. 
GAL.6.12	Zin wal ta timaŋmaŋ yom pa reeteŋana na, iŋgi be aŋso yom pa mbulu kizin ka uunu ŋonoono. Zin tikamam men be tomtom tiwit urun. Mi timototo tomini: Kokena timender mbolŋana pa ke pambaaraŋana ki Yesu Krisi, to zin wal ta tiurla ki Krisi som na tikam pataŋana pizin. 
GAL.6.13	Mi kere. Zin wal ta timbol pa reeteŋana na, zitun titoto kat tutu som. Mi iŋgi timaŋmaŋ yom pa reeteŋana paso, lelen be tikam yom ma kagaaba zin. Naso nin se pa mbulu ta tiso tikam pa kuliyom na.
GAL.6.14	Mi nio na, Yesu Krisi itutamen ta imeete sala ke pambaaraŋana, ta ikam yo ma niŋ se. Koroŋ toro sa som. Pa meeteŋana kini ta ikam yo ma aŋmap pa mbulu mi ŋgar ki toono. Pa aŋre ituŋ kembei aŋmeete raami sala ke pambaaraŋana, tanata iŋgi aŋmap kat pa koroŋ toono kan ta munŋaana men. 
GAL.6.15	Mi sombe tomtom sa tireeti, som tireeti som, ina koroŋ sorok. Pa koroŋ tamen ta koroŋ ŋonoono. Ina uraata ki Anutu ta ikam ti ma tewe popoŋanda. 
GAL.6.16	Wal boozomen ta so tipa pai kizin ma titoto zaala ta kembei, na Anutu ko imboro zin ma timbot ambai mi imuŋai zin. Pa ina zin ta Israel ŋonoono.
GAL.6.17	Iŋgi be aŋpemet sua tio. Leleŋ be tomtom sa ikam pataŋana pio mini pepe. Pa zaaba kwoono murinmurin ta imbotmbot la kuliŋ i, ina aŋkam pa Yesu Krisi zaana tau. 
GAL.6.18	O niom toŋmatiziŋ tio, kampeŋana ki Merere kiti Yesu Krisi ko ise tiom. Ŋonoono.
EPH.1.1	Nio Paulus. Nio, Anutu itunu leleene mi iur yo ma aŋwe ŋgoŋana ki Yesu Krisi. Aŋbeede ro ti ima piom Epesus ta kewe Anutu wal kini potomŋan kek, mi kuurla ki Yesu Krisi, mi kesekap la kini i.
EPH.1.2	Tamanda Anutu mi Merere kiti Yesu Krisi ko tikampe yom, mi timboro yom ma kombot ambai. Ŋonoono.
EPH.1.3	Iti tapakur Anutu! Ni Merere kiti Yesu Krisi Tamaana. Pa iti ta tesekap la ki Krisi i, na Anutu ikampe iti pa kampeŋana saamba kana matakiŋa boozomen ta ki Bubuŋana i.
EPH.1.4	Kere. Muŋgu kat, indeeŋe ni iur saamba mi toono zen na, ipeikat iti tomtom ta tesekap la ki Krisi i be ikam ti ma tewe potomŋanda, mibe mbulu kiti iŋgeeze men ma lende uunu sa pa ni mataana som.
EPH.1.5	Tana indeeŋe ta muŋgu kat na, ni iur leleene piti, mi leleene iur be iŋgo Yesu Krisi ma isu iwe zaala piti, mibe ikam ti ma tewe lutuunu bizin. Ina ni itunu leleene mi muŋaiŋana kini tau.
EPH.1.6	Pa ni isombe zaana iwe biibi pa muŋaiŋana mi kampeŋana kini ndabokŋana. Tanata ikampe iti, mi ipomoozo kat iti pa itunu Lutuunu ta ni leleene pini ilip kat na.
EPH.1.7+EPH.1.8	To kaimer ma Krisi siŋiini ireere na, iwe zaala piti tomtom ta tesekap la ki Krisi i ma Anutu itatke iti pa sanaana mburaana, mi ireege sanaana kiti. Pa Anutu ŋgar kini mi kampeŋana kini na, biibi ma ilip kat. Tanata ni ipomoozo iti ta kembei.
EPH.1.9+EPH.1.10	Mi ŋgar kini turkeŋana ta imbot la itunu leleene, ta iswe piti kek. Ŋgar kini tana ta kembei: Ni ko ikamam peeze, mi ila ila ma indeeŋe ka nol, to ilup koroŋ boozomen ta timbot saamba mi toono na ma tiwe tamen, mi iur Krisi ma iwe uteene pizin be imboro zin.
EPH.1.11	Tana Anutu, ni ikam koroŋ ta boozomen irao itunu leleene mi ŋgar kini. Mi ni leleene iur piti tomtom ta tesekap la ki Krisi i ta muŋgu kek, be ikam ti ma tewe itunu wal kini. Naso zanda be takam matamur kini.
EPH.1.12	Mi ni isombe niam wal mataana koyam ta amur motoyam pa Krisi mi amzza i, na niam ko amwe zaala pizin wal pakan be tipakur ni zaana pa mbulu kini ndabokŋana.
EPH.1.13	Mi niom tomini. Indeeŋe tau keleŋ sua ŋonoono ki uruunu ambaiŋana mi kuurla na, niomŋan Krisi kaparlup yom ma kewe tamen, mi kewe lene. Pa sua tana iso yom pa zaala ta Anutu ikamke iti pa i. Mi Krisi ikam ma Bubuŋana ta muŋgu Anutu imbuk sua pa na, ise tiom tomini. Bubuŋana tana, ina iwe kilalan piti kembei iti ki Anutu.
EPH.1.14	Mi ina iwe mataana pa matamur ta boozomen ki Anutu, mi ipombol ti be tuurla kembei zanda pa matamur kini tana. Tana iti tuute: Kaimer ni kola imar, mi ikam ti ma tala tombot su kereene uunu ta kar saamba a. Iŋgi kembei tabe iti tapakur zaana pa mbulu kini ndabokŋana.
EPH.1.15	Indeeŋe ta aŋleŋ uruyom kembei kuurla ki Merere Yesu, mi ku'urur kat leleyom pa Anutu wal kini potomŋan ta boozomen na, mazwaana tana mi imar na,
EPH.1.16+EPH.1.17	nio aŋzemzem suŋŋana piom som. Aŋnoknok ma imar indeeŋe koozi. Mi leleŋ ambai pa Anutu ta Merere kiti Yesu Krisi Tamaana zaanaŋana na, mi aŋpakurkur zaana pa uraata ta ikamam la mazwoyom. Nio leleŋ be kuute kat Anutu, tana aŋzuŋzuŋi be ipombol yom pa Bubuŋana ta ipeyei ŋgar ambaiŋana mi izzwe Anutu ŋgar kini piti i.
EPH.1.18	Mi aŋzuŋzuŋi tomini be ikam mat kini ma iyaara la leleyom. Naso kikilaala matamur kini ndabokŋana ta wal kini potomŋan zan pa be tikam. Pa ni iboobo yom be kuur motoyom pa koroŋ ta tana.
EPH.1.19	Mi aŋzuŋzuŋi be ikam yom ma kikilaala mbura keskeezeŋana ta ikamam uraata piti tomtom ta tuurla kini i.
EPH.1.20	Mburaana tana, tere ka kin se ki mburaana biibi ta ipei Krisi ma imaŋga la zin meeteŋan lelen, mi iuri ma mbuleene su Anutu namaana woono ta saamba a.
EPH.1.21	Kere. Koozi, Krisi imbotmbot ta kor a, mi ikamam peeze pa koroŋ ta boozomen. Tana wal peeze kan, mi koroŋ bibip mi mburanŋan mi zanŋan ta ki saamba mi toono na, Krisi zaana mi mburaana ilip kat pizin. Ta koozi, kaimer, mi iseeŋge iseeŋge ma ila.
EPH.1.22+EPH.1.23	Pa Anutu iur koroŋ ta boozomen ma imap imbot la Krisi kopo mbarmaana be ni iwe uteene pizin mi ikamam peeze pizin. Mi peeze ta ni ikamam, ina be iuulu zin wal kini. Pa zin tiwe kembei ni kwoono, kumbuunu, namaana, mi koroŋŋana ta boozomen ta tilup ma tiwe kembei ni itunu. Mi ni izeebe zin kembei ni imbot pa lele ta boozomen, mi izeebe koroŋ ta boozomen.
EPH.2.1	Muŋgu niom tina kembei wal meeteŋan. Pa komololo tutu, mi kakamam mbulu tiom sa ma irao som.
EPH.2.2	Pai tiom na, kototo mbulu ki toono men, mi keleŋleŋ la Sadan kalŋaana. Ni ta biibi kizin bubuŋana sananŋan tau timbotmbot la maŋaanaŋana na, mi ipeyei ŋgar sananŋana pizin wal tau tizorzooro Anutu i.
EPH.2.3	Mi niom men som. Niam tomini. Pa muŋgu iti ta boozomen raraate men. Takamam mbulu sananŋana ta nindi izze pa i, mi tototo ŋgar sananŋana ki lelende muŋguŋana. Pa iti tomtom toono kanda na, ta kembeiŋanda. Tusu raama sanaana. Tabe ikam ma Anutu kete malmalŋana kini imbotmbot se kiti.
EPH.2.4+EPH.2.5	Tana muŋgu mbulu kiti ta tomololo tutu, ina ikam ti ma kembei temeete kek. Tamen Anutu, ni muŋaiŋana katuunu, mi leleene piti ilip kat. Tanata ipei iti raama Krisi ma tamaŋga tewe popoŋanda. Ina ni itunu kampeŋana kini ta ikamke iti.
EPH.2.6	Mi iŋgi kembei ni ikam iti ta tesekap la ki Krisi i, ma itiŋan Krisi tasala ma mbulende su kar saamba kek.
EPH.2.7	Tana kampeŋana mi muŋaiŋana ki Anutu, ina biibi ma ilip kat. Mi ni leleene be kampeŋana mi muŋaiŋana kini imbot kat mat ta koozi, kaimer, mi iseeŋge iseeŋge ma ila. Tanata imuŋai iti, mi iŋgo Yesu ma isu piti. 
EPH.2.8	Tana kampeŋana mi muŋaiŋana ki Anutu ta ikamke iti. Mi ulaaŋa tana ipet pa itundu uraata kiti, som mbulu kiti ambaiŋana sa som. Ina Anutu ipomoozo iti pa. Mi urlaŋana ta iwe zaala pa.
EPH.2.9	Tana iti lende uunu sa tabe tapakur itundu pa i na som. Pa ulaaŋa tana ipet pa iti uraata kiti, som mbulu kiti sa som. Som kat.
EPH.2.10	Tana iti ta tesekap la ki Krisi i, na Anutu itunu ta ikam ti ma tewe popoŋanda. Pa ni leleene be takamam uraata ambaimbaiŋan ta ni iparaŋraŋ piti pataaŋa kek be takam.
EPH.2.11	Niom wal ta Yuda som na, motoyom ila pa ta muŋgu na. Zin Yuda nin zze pa reeteŋana kizin ta tomtom tikam pa naman na, mi tirepilpiili yom ma tizzo ta kembei: “Niom tina reeteŋoyom som.” 
EPH.2.12	Mazwaana tana, niom kombotmbot molo pa Krisi, mi niom wal ki Anutu kembei ta zin Israel i som. Pa niom wal ndelŋoyom. Tana sua mbukŋana ki Anutu ikam yom raama zin som. Mi kombotmbot su toono ti, mi kikilaala koroŋ ambaiŋana ta Anutu isombe ikam piom na som. Paso, indeeŋe tana, niom kuute i som.
EPH.2.13	Mi koozi, niom wal ta muŋgu kombotmbot molo pa Anutu na, kesekap la ki Yesu Krisi i, tabe ikam yom ma kamar kolouŋana pa Anutu kek. Pa Krisi siŋiini ta iwe zaala piom.
EPH.2.14	Tana Krisi ta ikam ti ma itiŋan Anutu taparlup ti ma tewe tamen. Kere. Zin Yuda mi zin wal ta Yuda somŋan i, muŋgu tiparluplup zin som. Pa tiparwe kan koi ma kembei ta siiri biibi imbot la mazwan. Tamen Krisi, ni ireege siiri tana, mi ilup zin ma tiwe wal tamen kek.
EPH.2.15+EPH.2.16	Ka zaala ta kembei: Indeeŋe kuliini ire yoyouŋana sala ke pambaaraŋana na, ikam ma tutu boozomen ta muŋgu iwe mbukuunu pa wal uunu ru tana na, len uraata sa mini som. Pa ni isombe ikam mbulu popoŋana, mi ilup zin ma tiwe wal tamen ŋonoono. Tana indeeŋe Krisi imeete sala ke pambaaraŋana na, ipunmeete mbulu kizin ta tiparwe kan koi na, mi ikam zin ma timiili mini ki Anutu, be ziŋan Anutu tiparlup zin ma tiwe tamen.
EPH.2.17	Mi imar mi isoyaara uruunu ambaiŋana ta kembei: “Leleyom ambai. Pa niomŋan Anutu kaparlup yom ma kewe tamen kek.” Sua tana ima piom wal ta muŋgu kombotmbot molo pa Anutu na, mi zin wal tau kembei timbotmbot kolouŋana pini na tomini.
EPH.2.18	Tana iti wal uunu ru, ta Krisi iwe zaala piti, mi Bubuŋana tamen ta iuluulu iti be tala kolouŋana pa Tamanda Anutu mi toso sua kiti ila kini.
EPH.2.19	Tana koozi niom wal ndelŋoyom mini som. Iŋgi kewe Anutu wal kini potomŋan, mi niomŋan wal kini pakan kewe kartu pa kar saamba kek.
EPH.2.20+EPH.2.21	Niom kewe kembei ta Urum Merere ka uraata pakan. Urum tana imender se uraata ki Anutu kwoono bizin ta muŋgu tibeede sua kini na mi zin ŋgoŋana ki Krisi. Mi pat mataana kana ta ikis urum ka koroŋŋanŋan ta boozomen ma timbot murinmurin na, Krisi itunu. Naso urum izze ma iwe biibi, mi iwe Merere muriini potomŋana be imbot pa.
EPH.2.22	Tana niom tomini, niomŋan wal boozomen ta tisekap la ki Krisi i, na Krisi ikamam uraata piom bekena ilup yom. Naso ipo Anutu le muriini be Bubuŋana imbot pa.
EPH.3.1	Nio Paulus. Iŋgi tiur yo ma aŋbotmbot lela ruumu sanaana ti paso, aŋbesmbeeze pa Yesu Krisi mi aŋkamam uraata bekena aŋuulu yom wal ta Yuda som na. 
EPH.3.2	Anutu, ni ikampe yo mi iur uraata imar nomoŋ be aŋso yom pa muŋaiŋana mi kampeŋana kini. Uruŋ na, niom ko keleŋ risa kek. 
EPH.3.3	Niom kuute: Anutu iswe ŋgar kini turkeŋana pio. Ka sua pakan, ta iŋgi aŋbeede ma ima i. 
EPH.3.4	Mi so kapaata, nako kikilaala kembei nio aŋbot mat pa ŋgar kini turkeŋana. Ŋgar tana iso pa Krisi tau. 
EPH.3.5	Ta muŋgu mi imar na, Anutu iswe kat ŋgar tana pizin tomtom som. Mi koozi na, Bubuŋana iswe piam ŋgoŋana potomŋoyam ki Anutu mi Anutu kwoono bizin pakan ma imbot mat kek. 
EPH.3.6	Ŋgar tana iso ta kembei: Zin wal ta Yuda somŋan i, sombe tisekap la ki Krisi, na uruunu ambaiŋana ko iwe zaala pizin be ziŋan zin Yuda zan pa matamur ki Anutu, mibe tiparlup zin ma tiwe wal tamen, mi tikam koroŋ ambaiŋana ta muŋgu Anutu imbuk sua pa na. 
EPH.3.7	Mi nio na, Anutu itunu mburaana ta ikam uraata pio, mi ikampe yo biibi, mi iur uruunu ambaiŋana tana imar nomoŋ be aŋwe mbesooŋo pa. 
EPH.3.8	Ŋonoono, nio ti sorokŋoŋ ŋonoono. Aŋbot kaimer kat pa Anutu wal kini ta boozomen. Tamen Anutu ikampe yo biibi, mi iur uraata ti imar nomoŋ be aŋso zin wal ta Yuda somŋan i pa Krisi mbulu kini ndabokbokŋan ta boozomen. Mbulu kini tana, iti tarao be takam ŋgar pa ma imap na som. 
EPH.3.9	Mi Anutu iur yo be aŋpaute zin tomtom pa zaala tau ni ikam ma ŋgar kini turkeŋana iur ŋonoono. Pa ta muŋgu mi imar indeeŋe koozi na, Anutu ta iur koroŋ ta boozomen ma tipet na, iswe zaala tana som. Mi koozi, ni iswe ma ipet mat kek. 
EPH.3.10	Ni ikam ta kembei paso, ni leleene be zin aŋela zanŋan mi zin bubuŋana mburanŋan ta timbotmbot sala maŋaanaŋana na, tire mar piti tomtom tau tombot lela lupŋana ki Krisi i. Naso ŋgar kizin ipet, mi tikilaala Anutu ŋgar kini matakiŋa boozomen ta ndabokbokŋan ma ilip na. 
EPH.3.11	Tana mbulu ta boozomen ti, ina ito Anutu itunu ŋgar kini ta leleene iur pa ta muŋgu kek, indeeŋe saamba mi toono ipet zen na. Mi Merere kiti Yesu Krisi iwe zaala pa, ta iŋgi iur ŋonoono kek. 
EPH.3.12	Tana iti sombe tesekap la ki Krisi mi tuurla kini, inako tomoto be tagarau Anutu mi toso sua kiti ila kini som. Pa kosa sa ipakaala iti pini mini som. 
EPH.3.13	Tana ŋonoono, pataŋana ta ikamam yo i, iŋgi aŋbaada piom tau. Mi aŋso aŋpombol yom ta kembei: Leleyom ipata pa pepe. Kemender mbolŋana, mi niyom se pa. 
EPH.3.14	Nio aŋkam ŋgar pa koroŋ ta boozomen tana, tabe aŋlek kumbuŋ pa Tamanda Anutu mi aŋso aŋsuŋ piom. 
EPH.3.15	Pa ni zaana ta ise ki wal kini ta boozomen. Zin ta timbotmbot saamba a, mi zin ta timbotmbot toono na tomini. 
EPH.3.16	Mi ni irao kat pa koroŋ matakiŋa boozomen ta ndabokbokŋan mi zanŋan. Tana itunu ko ikam mburaana piom, mi izeebe yom pa Bubuŋana. Naso ipombol kat leleyom. 
EPH.3.17	Mi ni ko ikam yom ma kuurla kat. Naso Krisi itu sula leleyom. Mi ko ikam yom ma kikiskis kat mbulu ki kuur leleyom pizin tomtom mi Anutu, kembei ta ke uraana irokiskis toono na. Nio leleŋ be kombol se mbulu tana, kembei ruumu imbol se kitiimbi. 
EPH.3.18	Naso niomŋan Anutu wal kini potomŋan ta boozomen karao be kakam kat ŋgar pa muŋaiŋana ki Krisi, mi kikilaala babaŋana kini ta kembei: Ina ila ma ila, mi isala ma isala, mi isula ma isula kat ta meleeba na. 
EPH.3.19	Mi so kembei, nako kikilaala kat muŋaiŋana kini. Tamen ko som. Pa ina ilip kat pa iti tomtom ŋgar kiti. Mi ina zaala tabe Anutu itunu izeebe iti mi lelende bok kat pa mbulu kini ndabokbokŋan ta boozomen. 
EPH.3.20	Tana iti tapakuri. Pa mburaana ta ikamam uraata la lelende i, na biibi ma biibi kat. Tana koroŋ pareiŋana ta so tiwi i pa, som takam ŋgar pa men, na ni irao be ikam. Mi ni irao be ikam koroŋ pakan isala ki ma ilip kat. Pa ni itat pa kosa sa na som. 
EPH.3.21	Tana iti ta tombot lela lupŋana ki Krisi i, itiŋan Krisi itunu ko tezzwe Anutu zaana ma mbulu kini ndabokŋana, mi iseeŋge iseeŋge ma ila. Ŋonoono. 
EPH.4.1	Tana nio ta aŋbotmbot lela ruumu sanaana ti pa Merere zaana na, aŋso aŋpombol yom be kapa pai tiom ma ambai men. Kakam ta kembei, to indeeŋe. Pa Anutu iboobo yom ma kewe lene kek.
EPH.4.2	Tana kokoto kat ituyom, mi kakam mbulu luumuŋana men pa waeyom bizin ta ki Krisi i. Mi sombe tikam ŋoobo yom, som tikam pataŋana piom, na keteyom malmal pizin pepe. Kabaada men, mi ku'urur leleyom pizin.
EPH.4.3	Pa Bubuŋana, ni ilup ti ma tewe wal tamen kek. Tana kakam kinkiini be kopombolmbol lupŋana ki Krisi ma imbot ambai.
EPH.4.4+EPH.4.5+EPH.4.6	Kere. Krisi, lupŋana kini tamen ta imbotmbot. Ina iti tomtom ta tuurla kini na. Mi Bubuŋana ta kembena. Tamen ta imbotmbot. Mi indeeŋe Anutu iboobo iti ma tewe lene na, iboobo iti be tuur matanda pa koroŋ tamen. Ina mbotŋana ki kar saamba. Mi Merere tamen imbotmbot, urlaŋana tamen imbotmbot, mi takam yok be tewe Merere tamen lene. Mi Tamanda Anutu tamen ta imbotmbot. Ni koroŋ imap katuunu. Mi izeebe koroŋ ta boozomen, mi koroŋ ta boozomen tiwe zaala pini be ikamam uraata kini.
EPH.4.7	Krisi, ni ikampe iti tomtom tataŋa, mi ikam lende uraata matakiŋa ma ikot ti be topombol lupŋana kini. Ito itunu leleene tau.
EPH.4.8	Ka sua imbot pataaŋa kek ta kembei. Iso:
EPH.4.8	Ni iporou ma ilip, ta ikam ka koi bizin ma tisala, mi ipamaala zin ila iwal biibi matan.
EPH.4.8	Mi ipomoozo zin tomtom, mi ikam len koroŋ ambaimbaiŋan.
EPH.4.9	Sua ta iso ni isala kor na, ina ka uunu parei? Ka uunu ta kembei: Ni isala men som. Muŋgu ikoto itunu, mi isu toono, mi imeete ma isula kat ta toono.
EPH.4.10	Tana ni ta isu, mi ni tana ta imiili ma isala pa saamba, mi izem ma isala ta kor a. Naso izeebe koroŋ ta munŋaana men, mi koroŋ ta boozomen timap timbot la ni kopo mbarmaana.
EPH.4.11	Mi ni ipomoozo lupŋana kini pa koroŋ ambaimbaiŋan matakiŋa. Pa iur tomtom pakan ma tiwe ŋgoŋana kini, mi pakan tiwe kwoono bizin, mi pakan tizzoyaryaara uruunu ambaiŋana pizin wal tau tiurla som na. Mi pakan na, len uraata be timboro zin tomtom mi tipaute zin pa sua ki Anutu.
EPH.4.12	Ni iur zin wal ta kembei, bekena tiurpe Anutu wal kini ta boozomen. Naso tirao be tikam uraata ambaimbaiŋan, mi timbeeze pini, mi tipombol lupŋana ki Krisi.
EPH.4.13	Mi ko ila ila ma irao iti ta boozomen ŋgar kiti iwe tamen, mi tuurla raraate, mi tuute Anutu Lutuunu raraate. Pa urlaŋana kiti ko izze ma tewe kolman pa, mi ila ila ma mbulu kiti raraate pa mbulu ki Yesu Krisi.
EPH.4.14	Tana iti takam mbulu kembei ta zin naŋgaŋ munmun mini pepe. Kokena takan la sorok sua ma ŋgar kizin wal pakamkaamŋan ta tipandelndel zin tomtom mi tikurru lelen pa mbulu kizin bozboozo. To tewe kembei wooŋgo ta miiri ma duubu tipambiŋbiŋ mataana ma ila kena, ila kena.
EPH.4.15	Tana takam kembena pepe. Bela toto sua ŋonoono men, mi tuur kat lelende pizin tomtom. Naso mbulu ta boozomen ki Krisi itum la lelende, mi tewe kembei ta ni.
EPH.4.16	Pa iti tomtom ta tewe kembei Krisi namaana ma kumbuunu ma koroŋŋana ta boozomen. Mi ni ta iwe uteene piti, mi ikamam peeze piti, mi ikis ti ma tombot la murindi murindi. Mi sombe mbukunbukun ta boozomen tiparkis zin, mi itundu takamam uraata kiti kiti, mi tuur lelende par piti, inako lupŋana ki Krisi ipet ma iwe biibi mi imbol.
EPH.4.17+EPH.4.18	Tana nio aŋso sua mbolŋana piom pa Merere zaana ta kembei: Kapa pai tiom kembei zin wal ta matan munŋan mi tiute Anutu som na pepe. Pa ŋgar kizin na, ŋono somŋana. Mi mbotŋana ta ki Anutu i na, zin tiute risa som. Pa zitun tizeeze talŋan,
EPH.4.19	tanata tiyamaana sanaana kizin mini som, mi tikankaana. Mi tirao be tiyaraama zitun som, mi nin zze pa mbulu soroksorok ta boozomen.
EPH.4.20	Kere. Indeeŋe tipaute yom pa Krisi na, tiso yom pa ka mbulu ta kembei? Som. 
EPH.4.21	Niom keleŋ Krisi kalŋaana kek. Mi sua ŋonoono ta Yesu iswe piti na, tipaute yom pa kek. 
EPH.4.22	Mi tiso piom ta kembei: Mbulu tiom muŋguŋana ramaki leleyom muŋguŋana ta ipakamkaam yom, mi ikamam ma niyom izze pa mbulu bozboozo, mi ipasansaana yom na, kikinke ma tila len kembei ta mburu sananŋana.
EPH.4.23	Bela Anutu itooro leleyom mi ŋgar tiom ma iwe popoŋana kat.
EPH.4.24	Naso Anutu ikam yom ma kewe kembei tomtom popoŋana, mi kakam mbulu ta ndeeŋeŋana mi potomŋana men kembei ni itunu.
EPH.4.25	Tana, niom ta boozomen kezem mbulu ki pakaamŋana ma imborene, mi kaparzzo sua ŋonoono men piom. Pa iti ta boozomen taparlup ti ma tewe wal tamen kek.
EPH.4.26	Mi sombe keteyom malmal, na kikiskis pepe. Kokena kakam sanaana. Tana loŋa mi kuurpe leleyom, mana zoŋ isula.
EPH.4.27	Kokena keteyom malmal ma kombotmbot, to iwe zaala pa Tomtom Sanaana.
EPH.4.28	Mi zin wal ta so tikemem, na timap pa kuumbu kamŋana, mi timaŋga ma naman ikam uraata. Naso zitun len koroŋ, mi tirao be tikam pizin wal ta timbot ŋoobo na tomini.
EPH.4.29	Mi sua sananŋana sa ipet pa kwoyom pepe. Koso sua ambaiŋana men ta irao iuulu zin tomtom, mi ipei ŋgar kizin, mi ikam ma lelen ambai.
EPH.4.30	Mi kapasaana Anutu Bubuŋana Potomŋana leleene pepe. Pa ni ta iwe kilalan piom kembei niom wal ki Anutu. Mi sombe izeebe yom, na niom kuute: Sombe ka nol ipet, tona Krisi ko imar mi iyo yom ma kala kombot su kar kini.
EPH.4.31	Tana mbulu ki lelende iŋgis, mi ketende malmal, mi ketende ibeleu, mi kalŋanda izalla, mi taŋgalŋgal sorok sua, ramaki mbulu matakiŋa ki tuur koi na, kiziiri ma ila ne. 
EPH.4.32	Mi kaparkampewe yom, mi leleyom zanzaana par piom, mi kaparurpewe leleyom, mi motoyom mbiriizikaala sanaana ki waeyom bizin, kembei Anutu ireege sanaana tiom paso, Yesu Krisi ta ndomoono piom.
EPH.5.1+EPH.5.2	Niom kewe Anutu lutuunu bizin kek, mi ni leleene piom ilip kat. Tana kapa ki Tomoyom Anutu, mi kuur leleyom pa tomtom ta boozomen, kembei Krisi iur leleene piti, mi izem itunu ma imeete piti. Mbulu kini tana, Anutu ire kembei patoronŋana kuziiniŋana ta ni leleene pa ilip.
EPH.5.3	Niom kewe Anutu wal kini potomŋan kek. Tana mbulu ki urŋanol, mi mbulu kizin me ma ŋge, mi mbulu ki matanda koroŋŋanda na, kakam pepe. Mi sombe mbulu sa irao be ipei wal pakan ŋgar kizin ma tiso ko niom kakam mbulu ta kembei, ina tomini, kakam pepe. Kombot molo pa.
EPH.5.4	Mi sua sananŋana sa ipet pa kwoyom pepe. Tana kekel kombol pepe, koso sua soroksorok pepe, mi kakam kombol ma iwe ŋeu pepe. Pa mbulu ta kembei, ina indeeŋe som. Mi leleyom ambai pa Anutu, mi kwoyom ipakurkuri pa kampeŋana kini.
EPH.5.5	Kere. Sombe tomtom sa iurur nol, som ikamam mbulu kizin me ma ŋge, som mataana koroŋŋana, ina ni imbot lela peeze ki Krisi ziru Anutu som, mi zaana be ikam matamur kizin som. Pa mbulu tana, sombe ŋgar kiti ilala pa, ina kembei tembeeze pa merere pakaamŋana.
EPH.5.6	Tana motoyom iŋgalŋgal ituyom. Kokena wal pakan tipakaam yom pa sua soroksorok pakan, mi tiyaaru yom ma kakam mbulu sananŋan tana. Pa zin wal ta so tizorzooro Anutu, mi tinoknok mbulu ta kembei, ta Anutu kete malmalŋana kini izze kizin.
EPH.5.7	Tana wal ta kembena, kagaaba zin pa mbulu kizin risa pepe. Kombot molo pizin.
EPH.5.8	Muŋgu na, niom tomini kombotmbot la zugut leleene. Mi iŋgi Merere ikam yom ma kombot la mat leleene kek. Tana motoyom iŋgal be kapa pai tiom ma keswe mat tana ka mbulu.
EPH.5.9	Mat ipiyotyooto ka ŋonoono ta kembei: mbulu ambaimbaiŋan ta boozomen, mbulu ndeeŋeŋan, mi sua ŋonoono.
EPH.5.10	Kakam kinkiini be kuute kat mbulu ta Anutu leleene pa i.
EPH.5.11+EPH.5.12	Mi zin wal ta tikamam zugut ka mbulu ta ŋono somŋana na, kagaaba zin pa mbulu kizin pepe. Keswe mbulu kizin tana ma ipet mat, bekena tikilaala mi tizem. Pa mbulu sananŋana tau tikamam ki keŋana na, ipamiaŋ zin kat. Mi sombe toso ka sua, na itundu kanda miaŋ pa tomini.
EPH.5.13	Tamen mat ikam koroŋ ta boozomen ma timbot mat. Pa mat iswe koroŋ ta boozomen.
