MAT.1.1	Uvva ukua aglaŋich sivulliaŋiñ Jesus Christ-ŋum, kiŋuviaŋupluni David-miñ Abraham-miñḷu.
TIT.3.1	Itqaaqtuutilugich iñugikkatin maliġutchił̣iksraŋatigun aŋalatinik suli qaukłiġñik, tupiksrił̣ikun iliŋitñik, itqanairrutitqulugu savaallautapayaaq. 
TIT.3.2	Uqautilugich pigiiḷakun uqautiksritqunġiḷḷugich, aglaan qiñuiyusrimaaġlugich, iḷauraaqnaġlugich, suli ataramik aggaŋairrutrił̣ikun irrutriqulugich iñupayaanik. 
TIT.3.3	Uvvaptuuqtakku qaaŋikkaptikni kinniqipluta, tupiktaitḷuta, nalaunŋaisimarugut, savaksiqsimaplugu kimiksrił̣iq quvianaġikkaŋigun killuum qanusripayaatigun, iñuuniaqhuta uumiktakun suli siqñaktakun uumikkutipluta avatmun. 
TIT.3.4	Aglaan Agaayyutim Anniqsuqtipta aggiqami piqpaksrił̣iġmigun suli iłuaqqutrił̣iġmigun anniqsuġaatigut. 
TIT.3.5	Uvagut savaaqallautałłaptiguunġitchuaq aglaan ilaan nagliksrił̣iġmigun anitqiksitkaatigut salummakkaukapta imiġmik aasriiñ Ipqitchuakun Irrutchikun qaitchipḷuta nutaamik iñuułiġmik. 
TIT.3.6	Uvvatakku Agaayyutim aglipḷugu qaitchigaatigut Ipqitchuamik Irrutchimik, uumuuna Jesus Christ-kun Anniqsuqtiptigun, 
TIT.3.7	taavrumuuna iłuaqqutaagun uvagut nalaunŋasripkaqhuta Agaayyutmi, suli piññaktaaġilugu isruitchuaq iñuułiq niġiugaġikkakput.
TIT.3.8	Tarra taamna iḷumutuuruaq nipliun. Uvaŋa ataramik uqaqugikpiñ tamarrumuuna nalupqisruutaiġutin, iñuiḷḷi ukpiqsriruat Agaayyutmik ataramik kipiġiyumuut piviqaqtiłiksraŋagun savaallautam. Taatnatchich savaallautat nalaunŋarut suli ikayuutiksraurut iñuŋni. 
TIT.3.9	Aglaan piisimaaġvigilugu isiḷġaił̣ikun uqaksraqtułiq, immakŋaqtatigun atiqtigun kaŋŋiułiq, aivvatrałiq, suli akimaniutrałiġmiñ maliġuksratigun qaisauruatigun Moses-kun. Tamatkua ikayuutaunġitchut unniiñ pitḷuktuaŋunġitchut. 
TIT.3.10	Malġuġuġluguunniiñ alġaqsruutiqaġumigiñ iñuk akatchiruaq avgumałiġmik iḷamiñi, suqutigitqisruŋaqnagu maliŋŋuġutillanġitpan. 
TIT.3.11	Uvvatakku iḷisimagiñ taatnasriq iñuk iłuaqsruutaunġitchuq suli killuqsautaiñ kaŋiqsimapkaġaġigaat nalaunġił̣hagun.
TIT.3.12	Qakugu tuyuġiyupku Artemas naagaqaa Tychicus ilipnun, utlallaksapiaġumigikma Nikopolis-mun, takku sivuniqaqtuŋa ukiisukłuŋa tarani. 
TIT.3.13	Ikayuġniallapiaġumiikkiñ Zenas, maliġutaksraliqirilu suli Apollos aullaġniałhakni iglaułiksraġmiknun, suli supayaamik inuŋaiyallapiaġlugik. 
TIT.3.14	Iḷisautilugich iñugikkavut piviqaqtitchił̣iksraŋatigun savaallautamik, aasiiñ piqaqtitchiḷutiŋ atlat inuġikkaŋitñik iqaisruktuasruŋaqatiŋ.
TIT.3.15	Iluqaġmiŋ piqasriqsuqtima nayaaŋŋaġaatin. Nayaaŋŋaqmigivut ukpiqtuaqatiuvut. Agaayyutim iłuaqqutaan iluqasri nayuġumigaasri.
PHM.1.1	Uvaŋa Paul tigutaaŋuruaŋa piqutigiplugu Jesus Christ, aasriiñ Timothy aniqatigikkaqput uvamniittuqtuuq. Aglaktuŋa uumiŋa tuyuutmik Philemon-mun piqpagikkamnun savaqatigikkamnun, 
PHM.1.2	suli Apphia-munlu piqpagikkaptiknun Archippus-munlu aŋuyyiuqtauqatiptiknun, ukpiqtuaŋuruanunlu katisruuruanun tupipnun. 
PHM.1.3	Uvvatuq Agaayyutim Aapagikkapta Atanġuruamlu Jesus Christ-ŋum iłuaqqutiqpaglisi tutqiutiqaqtillusiḷu.
PHM.1.4	Quyagiga Agaayyutiga itqaġiplutin iŋiqsruqama, 
PHM.1.5	tusraapluŋa piqpaksrisilaapnik iluqaitñik Agaayyutim iñuiñik suli ukpiqsrisilaapnik Ataniġikkaptiknik Jesus. 
PHM.1.6	Piqatigiił̣iqput ilipsitñi ukpiqsriruaŋuruani piġuqtuksrauruq iḷitchuġitlasriḷusri ikayuutipayaanik pigikkapsitñik Christ Jesus-mi. 
PHM.1.7	Aniqatmaaŋ, quviatchaigikma arautiqaqłuŋalu piqpakkutiłłapku, atakkii iḷisimagiga quviatchaił̣hiñ iluqaitñik Agaayyutim iñuiñik.
PHM.1.8	Taatnamik iŋiġvigillagukkikpiñ sumik piraksrapnik tilił̣hiñaugaluaqhutin, aniqatigiplutin Christ-mi. 
PHM.1.9	Uvvasuli Christ-ŋum piqpaksrił̣hagun tilisunġitchikpiñ, aglaan uvaŋa aŋayuqaaqtuami, isiqtaupluŋa pisigiplugu Jesus Christ iŋiġvigisrukkikpiñ. 
PHM.1.10	Tarra iŋiqsruġikpiñ pigiplugu Onesimus iġñiġiliutikkaġa ukpiqsriḷiqman Christ-mik qiḷiqsimałłamni pituutani. 
PHM.1.11	Taimma qaaglaanimña ikayuutaunġitchaluaqtuq ilipnun. Aglaan pakma ikayuqtiġuqtuq ilipnunlu uvaŋnunlu. 
PHM.1.12	Utiġmun tuyuġisraaqsigiga. Akuqtullaŋniaġumagiñ irrusriñigutilugu uvamnik liilaa pipmatun. 
PHM.1.13	Nayuqtigisrukkaluaġiga uvaŋni illugu. Savautinayaġaaŋa iniksraġaluapni qiḷiqsimałłamni piqutigiplugu tusraayugaaġiksuaq. 
PHM.1.14	Aglaan suyumiñaipiaqtuŋa apiqsrullakkaluaqnak. Nakuurualiqiiñ piyummatigillapiaġlugu nunuripkasruŋaqnak uvaŋnun.
PHM.1.15	Taatnaqhuni aullaummiuraallaguknaġniqsuq ilipniñ, ilipnun utitlasripḷuni iñiġlugu. 
PHM.1.16	Uvakŋaniñaglaan savaktaaġruułhiñaunġiqsuq ilipnun aglaan nakuqsitḷuktuq savaktaaġruŋmiñ. Onesimus ukpiqsriaqsikami Christ-mik piqpaknaqsiruq aniqatigiliutipluni uvaŋnun aglaan pitḷukługuunniiñ ilipnun, takku Agaayyutim pigiliutipmigaa iliptuntuuq. 
PHM.1.17	Isrummatigigupŋa piqatnaaġipiaġluŋa, paġlayumagiñ utiqpan uvaktun iḷiḷugu. 
PHM.1.18	Suli qitkutiksriñiqpan suurapnik taimani qimakami suli niġġiuqsrumaqaqpatin akiiḷḷiutiyumagiñ uvamnun. 
PHM.1.19	Uvva aglaktuŋa argamnik itna, Uvaŋa Paul akiḷiġñiapiaġikpiñ. Itqaaqtuutinġitchikpiñ qanutun niġġiuqsruutiqaqtilaaqnik uvamnun. 
PHM.1.20	Aniqatmaaŋ, quyalisallaŋniaŋŋa pisigilugu Ataniq, quviatchaksaġluŋa aniqatigipluŋa Atanġuruakun.
PHM.1.21	Aglaktuŋa uumiŋa ilipnun nalupqigiñġitḷugu tupiksrisuułhiñ iḷisimagaluaŋŋaan savaaqatḷuŋniałhiñ iŋiqsruaġikkamniñ. 
PHM.1.22	Aasriipsuuq niġiugaqaqtuŋa qiñitlasiḷgił̣imnik ilipsitñik iŋiqsrułłapsigun. Taatnaqhutin itqanaiyaġumuutin iniksramnik.
PHM.1.23	Epaphras-ŋum tigutaaŋuqatigikkaġma pisigiplugu Christ Jesus tuyuġaatin nayaaŋŋaġmiñik. 
PHM.1.24	Mark-ŋumlu, Aristarchus-ŋumlu, Demas-ŋumlu, Luke-ŋumlu savaqatiuma tuyuqmigaatin nayaaŋŋanik. 
PHM.1.25	Uvvatuq iłuaqqutrisaan Atannapta Jesus Christ-ŋum irvigiliuŋ irrusriqsi.
HEB.1.1	Iŋiḷġaanimma Agaayyun uqaqtuq sivulliaptiknun sivuniksriqiritigun akulaiqł̣ugu atlakaaġiikł̣ugich. 
HEB.1.2	Aglaanpakma makunani aqulliġñi uvluni Agaayyutim uqautigaatigut Iġñiġmigun, nalunaiqsaġmigun paitchaktaaquplugu supayaanik, aasriiñ ilaagun iñiġnikkani nuna. 
HEB.1.3	Agaayyutim kamanautaa qiñiġnaitchuq. Aglaanpakma kamanaun qausaiñaqtuq Iġñiġuruakun Agaayyutillapiatun itluni. Iġñiġuruam tigummiugaġaa supayaaq uqałiġmigun saŋŋiqaqtuatigun. Piiŋanikamigich iñuich killuqsautaat, aquvinniqsuq taliqpianun kamanaġniqsram pakmani.
HEB.1.4	Taatnaqhuni kamanatluksipḷuni israġuliŋniñ Agaayyutim atchiġñiġaa kamanatluktuamik atiġmik iliŋisa atiŋitñiñ. 
HEB.1.5	Atakkii Agaayyutim nalliatunniiñ israġulgich nipliutisrimaitchaa, itna,
HEB.1.5	“Ilvich Iġñiġigikpiñ.
HEB.1.5	Uvlupak nalupqinaiġikpiñ iġñiġiplutin takkuatni iñupayaat.” 
HEB.1.5	Naagasuli itnaqsimaitchuq israġuliŋmun,
HEB.1.5	“Aapaugisiruŋa ilaanun aasrii uvaŋa Iġñiġilugu.” 
HEB.1.6	Aasriipsuuq, tuyuġiyasripmagu Iġñiġuruaq aŋalatiqatini iñuŋnun marrumani nunami nipliġñiqsuq, itna,
HEB.1.6	“Iluqatiŋ Agaayyutim israġulgiñ purvigilitruŋ.” 
HEB.1.7	Suli uqautigigai israġulgich, itna,
HEB.1.7	“Israġulgich anuġiġuqtinniġai,
HEB.1.7	savaktiniasriiñ ikualaruaġuqtitlugich.” 
HEB.1.8	Aglaan Iġñiġuruamun uqaqtuq,
HEB.1.8	“Agaayyuun, aŋalatchiraugisirutin taimuŋa.
HEB.1.8	Aŋalatkisigiñ aŋaayuqautiiñ nalaunŋałikun.
HEB.1.9	Quviagigiñ nalaunŋaruałiq aasrii uumigiplugu nalaunŋaitchuałiq.
HEB.1.9	Taatnaqhuni Atanġum, Agaayyutvich, piksraqtaaġigaatin qaitchipḷutin pitḷuktuamik kamakkutmiglu quvianamiglu tamatkunakŋapayaaq piqatipniñ.” 
HEB.1.10	Itnasuli uqaqtuq ilaagun,
HEB.1.10	“Ataniiq, aullaġniisaqqaaġatałiġmi iñiġiñ nunalu qiḷaglu argapnik.
HEB.1.11	Tamatkua piunġiġñiaqtut, aglaan ilvich itchaġataqtutin.
HEB.1.11	Iluqatiŋ tamatkua utuqqaġuġniaqtut
HEB.1.11	aasriiñ atnuġaaluktun suunġiġutiŋ.
HEB.1.12	Uligaatun imuniaġitin
HEB.1.12	aasrii simmiġutiŋ atnuġaaluktun.
HEB.1.12	Aglaan ilvich atlaŋŋuġumiñaitchutin
HEB.1.12	suli ukiutin isrukłitchumiñaitchut.” 
HEB.1.13	Aasrii nalliatnun israġulgich uqautriḷḷaksimaitchuq itna,
HEB.1.13	“Aquvittin taliqpiŋma tuŋaani aŋalatchiqasiutilutinaasrii uvamnik
HEB.1.13	akiiḷiḷḷapiaġniałhatnunaglaan iluqaitñik uumigirivich.” 
HEB.1.14	Israġulgich savaktaułhiñaqtut irrusriuplutiŋ. Tiliraurut ikayuquplugich tamatkua annautrauniaqtuanik.
HEB.2.1	Qiñiġikput Iġñiġuruam kamanatlułha israġuliŋniñ. Taatnaġuta piḷiqipiaqtuksraurugut qaunatqiaġigḷugich tusraakkavut. Tupigiguptigik tamatkua taggivaktaġumiñaitchugut iḷumutuuruamiñ. 
HEB.2.2	Uqałipayaaq israġulgich uqautigikkaŋat payaŋaitchuaŋuruq. Aasriiñ kiñapayaaq navguiruaq maliġutaksramik tupiksriñġitḷuniḷu nalliusriaqaġisiruq anasriñŋuqsautmik. 
HEB.2.3	Taatniitpan qanuġuta annaŋniaqpisa anasiñŋuqsaġviksraptikniñ suksraġinġitchuptigu anniqsuġiaq? Atanġum Jesus uqautigiqqaaġaa taamna anniqsuġiaq. Aasriiñ tamatkua tusraaqqaaqtuat uqałiġmik qaaŋiqsitkaat nalupqinaiqł̣ugu uvaptiknun iḷumutuunipḷugu. 
HEB.2.4	Agaayyutimtuuq iḷisimapkaġniġai atlakaaġiisigun quviqnaqhutiŋ savaatigun, suli Ipqitchuam Irrutchim aatchuutaigun pisułiġmigun.
HEB.2.5	Aasriiñ Agaayyutim piksraqtaaġiñġitchai israġulgich aŋalatiksraulugich nunami tikitchaġumaruami. Taamna uqautigigikput. 
HEB.2.6	Aglaan Agaayyutim uqałhani aglausimaruq, itna,
HEB.2.6	“Agaayyuun, suvaata isrummatigitlaniqpiuŋ iñułhiñaq?
HEB.2.6	Naagaunniiñ suvaata qaunagitlaniqpiuŋ iñuum iġñiŋa?
HEB.2.7	Sivikitchuami kamanaitḷuktitauraallakkaluaqługu israġuliŋniñ,
HEB.2.7	niaquusriġñiġiñ kamanautmik kamakkutmiglu,
HEB.2.8	suli inillakkiñ aŋalataġitlasripḷugu supayaaq.” 
HEB.2.8	Taamna uqałiq uqautigigaluaqtitlugu Agaayyutmun inillaŋnipḷugu iñuk aŋalatchirauplugu supayaamik, pakma qiñinġitchikputsuli iñuum aŋalatchitḷapiaqtilaaŋa supayaamik. 
HEB.2.9	Aglaali qiñiġikput Jesus “sivikitchuami kamanaitḷullakługu israġuliŋniñ.” Agaayyutim iłuaqqutmigun tuqupkaġniġaa pisigiplugich iñupayaat nanipayaaq. Taatnaqługu niaquusriġñiġaa kamanautmik kamakkutmiglu.
HEB.2.10	Agaayyutim aŋalanniġai supayaat, suli supayaat sagviġñiġaat kamanautaa. Aasriiñ nalauttuq Agaayyutmun naamasipkaqamiuŋ iġñi nagliksaałikun tikiutitquplugich iñugiaktuat iġñiġich qiḷaŋmun. Taamna iġñiq aullaġniiriġuġniġaa anniqsuġiaŋatnun. 
HEB.2.11	Taamna ipqiqsitchiruaq iñuŋnik Agaayyutmun suli tamatkua ipqiqsitauruat iluqatiŋ aapaqaġniqsut atautchiiñamik. Taamna pisigiplugu Jesus-ŋum kanŋuginġitchaa taiyułiksraŋat ukpiqsriruat aniqatiumiñik. 
HEB.2.12	Nipliqhuni Agaayyutmun, itna,
HEB.2.12	“Iḷitchuġipkautigigisigikpiñ aniqatiumnun;
HEB.2.12	nanġaġisigikpiñ akunġatni ukpiqtuaŋuruat.” 
HEB.2.13	Itnaqhunisuli,
HEB.2.13	“Tunŋavigigisigiga Ataniq.” 
HEB.2.13	Sulipsuuq,
HEB.2.13	“Uvaniittuŋa iḷiḷgaani Agaayyutim qaisaŋiñi uvamnun.” 
HEB.2.14	Taapkua iḷiḷgaat timiqaqtut auqaqhutiŋlu. Taatnatun ilaa iñuguqtuq timiqaqhuni iliŋisitun. Tuqukami sanniġutami timimigun piyaqqutlasriñiġaa tuqupkaitḷaruaq iñuŋnik, taamna tuunġaq. 
HEB.2.15	Jesus-ŋum annautisraġniġai tamatkua iñuich tigutaaŋuruat iñuuniqtutilaaġmikni iqsił̣hatigun tuqułiġmik. 
HEB.2.16	Atakkii Jesus-ŋum isrumaaluutiginġitchai israġulgich, aglaan ikayuġugai iñuich kiñuviaġikkaŋi Abraham-ŋum. 
HEB.2.17	Taatnamik Jesus iḷiruksrauruq aniqatiuŋisun supayaakun. Taamna pisigiplugu iḷunŋuksripḷuni tuniqsimaruaŋupluniḷu agaayuliqsiqpaguqtuq iliŋitñun. Jesus-ŋum tuqułiġmigun piiġñiġai iñuich killuqsautiŋich qiñuiqsitlugu Agaayyun. 
HEB.2.18	Jesus ilaaptuuq nagliksaaqtuq uuktuaqsiukami. Taatnamik ikayulguniġai tamatkua ukpiqsriruat uuktuaqsiupmata ilaatun.
HEB.3.1	Aniqatiumaaŋ, pigigaasri Agaayyutim. Qiḷaŋmuqugaasri. Taatnamik isrummatigiraksraġigiksi Jesus tilirauruaq Agaayyutmiñ, ilaaptuuq agaayuliqsiqpauruq ukpiġikkaqput payaŋaitḷugu. 
HEB.3.2	Jesus tuniqsimmatriruq Agaayyutmun piksraqtaaġirimiñun atripḷugu Moses-tuuq tuniqsimmatriruaq Agaayyutim iluqaani tupqani savautrikami Agaayyutim iñuiñik. 
HEB.3.3	Taamna iñuk nappairuaq tupiġmik kamakkusriaqatluktuq tupiġmiñ. Taatnatuntuuq Jesus kamakkusriaqatluktuq Moses-miñ. Moses savautriḷḷautaġaluaqtuq Agaayyutim iñuiñik Jesus savautriḷḷautatluktuq. 
HEB.3.4	Tupipayaaq nappairiqaqtuq, aglaali Agaayyutim sua iluqaan nappakkaġigaa. 
HEB.3.5	Moses-guuq tuniqsimaruq iluqaani tupqani Agaayyutim, aglaan savaktaułhiñaqhuni. Moses nipliqsimaruq sunik uqautauniaqtuanik sivuniksrami, [amiami Christ-mik]. 
HEB.3.6	Aglaan Christ tuniqsimaruq iġñiġupluni aŋalatchiruaq iluqaanik tupiġmik. Iluqata ukpiqsriruani Agaayyutmik, uvagut tupiġigaatigut Agaayyutim ukpiqsrisiqaġupta niġiugaqaġuptalu isruanunaglaan.
HEB.3.7	Tarraasriiñ Ipqitchuaq Irrusriq uqaqtuq,
HEB.3.7	“Uvluvak tusraayupsiuŋ Agaayyutim nipaa,
HEB.3.8	siqquqsiḷaaġniaqasigik isrummatigikkasri,
HEB.3.8	taipchunatitun akiḷḷiḷiqsuiruatun Agaayyutmik
HEB.3.8	uvlumi taivrumani suviksraiḷaami.
HEB.3.9	Aapaapsi uuktuapiaġataġaatŋa arguaġipluŋa qiñiġaluaqługich savaatka.
HEB.3.10	Taatnaqłuŋa malġukipiani ukiuni uumitchautriruŋa taipchuniŋa iñuqatigiiñik,
HEB.3.10	aasriiñ uqaqłuŋa, ‘Pigisupayaakkaŋat killuuruq.
HEB.3.10	Kaŋiqsimaitchaat ilitqusriġa.’
HEB.3.11	Tarra akiqsruqtuŋa uvaŋnun uumitchałłamni, itna,
HEB.3.11	‘Isiqtitchumiñaitchitka nunamun akiqsruutigikkamnun iliŋitñun minġuiqsiaġvigitqukkamnun.’ ” 
HEB.3.12	Taamna Ipqitchuam Irrutchim uqaġikkaŋa. Taatnamik qaunatqiaġiutisitchi avatmun. Avallanġitchumuusriḷi iñuuruamiñ Agaayyutmiñ pisigilugu killuqsaun ukpiqqutaił̣iġlu uummatipsitñi. 
HEB.3.13	Aglaan pitchuksaaġutisritchi avatmun taiyuġnaŋŋaansuli “Uvluvaŋmik” suli tusraatlaŋŋapsi Agaayyutim nipaanik tupiksritḷaŋŋapsiḷu. Tupiksriñġitchupsi nalliqsi siqquqsiviaqtuq iḷaatni killuqsautmun sagluqipkaġuni. 
HEB.3.14	Takku iluqata pigigaatigut Christ-ŋum ukpiqsimauraġniaġupta ukpiqsrił̣ł̣aptiktun aullaġniił̣haniñaglaan tuniqsimalutalu payaŋaiġuta isruanunaglaan. 
HEB.3.15	Itnaqsimaruq,
HEB.3.15	“Uvluvak tusraayupsiuŋ Agaayyutim nipaa
HEB.3.15	siqquqsiḷaaġniaqasigik isrummatigikkasi
HEB.3.15	taipchunatitun akiḷḷiḷiqsuiruatun uvlumi taivrumani suviksraiḷaami.” 
HEB.3.16	Kisut tusraaniqpatruŋ Agaayyutim nipaa akiḷḷiḷiqsuipmata ilaanik? Aa, iluqatiŋ taipchuaŋurut iñuich Moses-ŋum annisikkaŋi Egypt-miñ. 
HEB.3.17	Kisutmi Agaayyutim uumitchautiniqpagich malġukipiani ukiuni? Aa, iluqatiŋ taipchuaŋuniqsut killuqsaqtaqtuat tuquplutiŋaasriiñ suviksraiḷaami. 
HEB.3.18	Agaayyun akiqsruġniqsuq iŋmiñun, “Isiqtitchumiñaitchitka nunamun akiqsruutigikkamnun iliŋitñun minġuiqsiaġvigitqukkamnun.” Kisut Agaayyutim uqautigivagich taatna? Aa, iluqatiŋ taipchuaŋurut tupiksriñġitchuat Agaayyutmik. 
HEB.3.19	Tarra iḷitchuġigikput ukpiqsriñġisilaaŋat, taatnaqhutiŋaasriiñ tikitchumiñaiññiqsut kinilirviksraġmiknun, taavrumuŋa nunamun Agaayyutim akiqsruutigikkaŋanun iliŋitñun.
HEB.4.1	Taatnamik Agaayyutim akiqsruutaa minġuiqsiaġviksrakun itchugaaqtuq. Anayasuktuaqta nalliqsi tikiñġitpiaqtuq taavrumuŋa minġuiqsiaġviŋmun. 
HEB.4.2	Takku iñuktitun suviksraiḷaami iŋiḷġaallapiaq uvaguttuuq tusraapmigikput ilaan nipaa tusraayugaaġiksuakun. Aglaan tusraakkaŋata anniqsunġiññiġai, takku Agaayyun ukpiġinġitḷugu. 
HEB.4.3	Uvagut ukpiqsriruani minġuiqsiaqataurugut Agaayyutmi nipliutaatun,
HEB.4.3	“Akiqsruqtuŋa uvamnun uumitchałłamni,
HEB.4.3	‘Isiqtitchumiñaitchitka nunamun akiqsruutigikkamnun iliŋitñun minġuiqsiaġvigitqukkamnun.’ ” 
HEB.4.3	Itnaġniqsuq taamna savaani naasrimagaluaqtitlugich iñiġatałhaniñaglaan nunam. 
HEB.4.4	Aglausimaruq samma taavrumuuna tallimat malġuġuutaatigun uvlut itna, “Agaayyun minġuiqsiaqtuq savaaġmiñiñ tallimat malġuġuutaatni uvlut.” 
HEB.4.5	Tusraakkaptitun sivuani itnalgitchuq, “Isiqtitchumiñaitchitka nunamun akiqsruutigikkamnun iliŋitñun minġuiqsiaġvigitqukkamnun.” 
HEB.4.6	Tarraasriiñ taipchua tusraaqqaaqtuat tusraayugaaġiksuamik isinġitchut Agaayyutim minġuiqsiaġvianun ukpiqsriñġił̣iġmiktigun. Taatnamik isitlasrugaaqtugut minġuiqsiaqataułiksraptiknun Agaayyutmi. 
HEB.4.7	Agaayyun inillaitqiksuq atlamik uvlumik taipḷugu “Uvluvaŋmik.” Iñugiaktuat ukiut pianikmata uqautigitqikkaa tumigiplugu David, uqałiqtigun tusraakkaptigun itna,
HEB.4.7	“Uvluvak tusraagupsiuŋ Agaayyutim nipaa
HEB.4.7	siqquqsiḷaaġniaqasigik isrummatigikkasi.” 
HEB.4.8	Tarra Joshua-mtuuq iñui Agaayyutim minġuiqsiaqtinniqpagich, Agaayyutim uqaġitqikkayaitchaa atla uvluq David-kun. 
HEB.4.9	Taatnamik iñui Agaayyutim isitlasrugaaqtut akiqsruutauruamun minġuiqsiaġviŋmun. 
HEB.4.10	Atakkii kiñapayaaq isiqtuaq Agaayyutim minġuiqsiaġvianun, nutqaqmiuq savaaġmiñiñ Agaayyun nutqaqmatun savaaġmiñiñtuuq. 
HEB.4.11	Ki, sakuukta isiġuguta minġuiqsiaġvianun Agaayyutim. Tupiksriñġitchuksraunġitchugut atriḷugich sivulliavut suviksraiḷaami isinġitchuat taavrumuŋa minġuiqsiaġviŋmun ukpiqqutaił̣iġmiktigun. 
HEB.4.12	Uvvatakku uqałha Agaayyutim uumaruq saŋŋiḷḷapiaqhuni. Qamuŋaaġatlaruq iñuum iñuusrianunlu irrusrianunlu suli isivġiuqługu isrummataalu kimmutaalu, atripḷugu ipillapiaqtuaq avatmulik avguiraqtuq saunġiñik sagviqł̣ugu patqa. 
HEB.4.13	Suli Agaayyutim sivuġaani qanusripayauraq uumaruaq iriqsimanġitchuq, aglaan supayaaq sagviruq qiñiqnaqhuni irraknun ilaan isivġiuġiyumaaqtuam uvaptiknik savaaptikniglu.
HEB.4.14	Taatnamik, ki ukpiġilakput payaŋaiġuta Jesus, Agaayyutim Iġñiŋa, kamanaqtuaq agaayuliqsiqpagikkaqput. Ilaa apqusaaŋaniŋniqsuq qiḷaktigun sivuġaanun Agaayyutim. 
HEB.4.15	Takku agaayuliqsiqpakput isumaaluqatautlaruq iḷisimapluni qanutun sayaisilaaptiknik. Ilaa aŋiqusaaqsiupmiuq uvaptiktitun supayaatigun, aglaan killuqsanġitḷuni. 
HEB.4.16	Taatnamik sivuġaŋiutisa iłuaqqutriqaqtuamun Agaayyutmun nalupqisrunġiġuta, iḷisimalugu Agaayyun iḷunŋuktaqaqtuaq iłuaqqutriginiakkaqput ikayuġnaqsiraġigupta.
HEB.5.1	Iḷisimałłapsisun Agaayyutim aglausimaruamiñ uqałhaniñ, qaukłipayaaŋat agaayuliqsit piksraqtaaŋuraġniqsuq akunġatniñ iñuich savautitquplugu Agaayyun pisigiplugich iñuich. Ilaa qaitchiruksrauruq aatchuutinik tuniḷḷautiniglu killuqsautiŋitñun Israel-aaġmiut.
HEB.5.2	Ilaa iñułhiñaupluni iŋmiñik iḷisimaruq sayaisilaaġmiñik. Taatnaqhuni aggaŋairrutitlagai tamatkua killuqsaqtuat pisaġaluaqatiŋ. 
HEB.5.3	Iḷumun aatchuqtuksraupmiraqtuq tuniḷḷautinik killuqsautmiñun pitrigaluallaġmi killuqsautiŋitñun Israel-aaġmiuŋuqatmi. 
HEB.5.4	Agaayuliqsiqpaułiq kamakkutiqaqtuq. Aasriiñ kiñaunniiñ iñuk agaayuliqsiqpautlaitchuq iŋmigun; piksraqtaaŋuruksrauruq Agaayyutmiñ Aaron piksraqtaaŋupmatun.
HEB.5.5	Taatnatuntuuq Christ kamanaġniaqsanġitmiuq iŋmiñik agaayuliqsiqpaŋnun qaukłiġuqsaġuni. Aglaan Agaayyutim piksraqtaaġigaa nipliutiplugu,
HEB.5.5	“Ilvich Iġñiġigikpiñ.
HEB.5.5	Uvluvak nalupqinaiġikpiñ iġñiġiplutin takkuatni iñupayaat.” 
HEB.5.6	Uqaġipmigaaptuuq atlamiimma,
HEB.5.6	“Ilvich agaayuliqsigigikpiñ Melchizedek-tun iḷipḷugu,
HEB.5.6	aasriiñ agaayuliqsaugisirutin isruitchuamun.” 
HEB.5.7	Jesus nunamiitnami agaayuniqsuq nipitusripḷuni qulvisigun Agaayyutmun annautitqupluni tuqułiġmiñ. Kiggusriaqaġniqsuq taluqsripḷunikii Agaayyutmik. 
HEB.5.8	Iġñiġugaluaŋŋaġmi nagliksaaqtuq atripḷugich iñuich nagliksaaqmatun. Taatna nagliksaaqami iḷiññiqsuq tupiksrił̣iġmik. 
HEB.5.9	Pakma tuquanikami Jesus naamasiruq, aasriiñ anniqsuitḷasiruq iñuŋnik taimuŋa tupiksriruapayaanik ilaanik. 
HEB.5.10	Agaayyutim taiyuutchiqł̣ugu agaayuliqsiqpaŋmik Melchizedek-tun iḷipḷugu.
HEB.5.11	Uqautiksraukkaġaluaqtugut taavrumuuna Melchizedek-kun. Aglaan sakiqnaqtuq kaŋiqsipkautigiłiksraŋa taamna ilipsitñun, takku tusraasrunġitchusri alapisaaqpaitḷusri. 
HEB.5.12	Pakma iḷisautriġuġumiñaqsigaluaqtusri aglaan iḷisautriqaqtuksraurusrisuli iḷisautripsaaqtuksrauruamik ilipsitñik sivulliqsigun iḷisauttutauruatigun Agaayyutim uqałhiñi. Aniqammiuratun miluktuqtuksrausrugaaġniqsusri niqipiatutlaitḷusri. 
HEB.5.13	Kisupayaaq miluktuqtuaq aniqammiuratun ittuq. Taatnatun iñuk ukpiqsriaqsikami Jesus-mik iḷitchuġinġitchaasuli atlakaaġiiksilaaŋak nalaunŋaruamlu killuuruamlu. 
HEB.5.14	Aglaan niqipiaq pigigaat iñuguaniksimaruat. Taatnatun iñuum iḷisaġuullapiaqtuam uqałhanik Agaayyutim kaŋiqsitḷasisaiñaġaġigai sakiqnaqtuat suli puttuqsritḷasriraġigaa sum nalaunŋatilaaŋa killuqsautautilaaŋalu.
HEB.6.1	Taatnaġuta uqautiginġiġḷavut sivulliich qaġanaqtuat iḷisauttutauruat Christ-kun. Iñuguġnaqsigaatigut. Iḷisautriñġiqsa sivulliuplutiŋ iḷisauttutauruanik, itnautauruat mumiguni savaaŋiñiñ tuqułhum suli mumiguni Agaayyutmun ukpiqsrił̣ikun, 
