MRK.1.1	Dhaŋum ŋuwakurrun yana dhäwu. Ga dhäwum dhaŋu God-Waŋarrwuruy Gäthuꞌmiŋuwuruy,
MRK.14.45	Ga banha dhanal waythuwanam bala nhan Djudatjma ŋarranan Djesuwuḻin bala garruwanan bitjanan, “Marŋgikunhami,” bitjanan, bala wälkuwanan nhanany, mä bayiŋuyam maŋutji-wuŋanan dhanaliŋguḻ banha yolnha dhanal ŋarru bitjuwayŋ ŋayathan. 
MRK.14.46	Bala banha waripum yolŋu warra djalkiri-dhatharꞌyuwanan bala ŋayathanan nhanany Djesunham.
MRK.14.47	Bala banha waŋganydhum Djesuwuru ḻunduꞌmiŋuyu yikin dhawaṯthuman bala yana buthurun gulkthuwan, ḻiya-ŋärramiwun yolŋuwu djämaminy. 
MRK.14.48	Bala nhan Djesum garruwan bayikuya yolŋuwum warrawu bitjanan, “Nhäwu nhuma rälim ŋaykan malkarrma? Ŋangawul ŋaya dhaŋu maḏakarritj yolŋu. 
MRK.14.49	Ŋayam gayŋan bitjan ḻinygu walu-ŋupan marŋgikuwan yolŋunham warrany ŋunhalam God-Waŋarrwuram Dharrpalŋam Buṉbuŋa, ga ŋangawultji nhumam nhänany bilanyamiyuyam ŋayatharra... ŋarru dhaŋun nhumaliŋgu walum. Yo, bitjan mu nhan gayŋa ŋunha wukirriwuyma dhäya ŋätjiliŋuwuyma God-Waŋarrwuram Djorraꞌŋa,” bitjanan nhan Djesu garruwanam.
MRK.14.50	Bala banha Djesuwum ḻunduꞌmiŋu warra biyaṉiyinan bala dhanal gätthuwanan, guŋnharrumanan nhanany banhambalayan.
MRK.14.51	Ga banhalaya gayŋan gurrmulyu ḏirramuyu ŋapa-munguyuwan Djesuny, ga ŋäkirriyumanminam nhan banha manydjarrkaꞌyu. Ga bitjanya ḻinygu dhanal banha nhananham ŋayathan. 
MRK.14.52	Ŋarru dhanal nhanany baḏatjuwanan ga ŋayathanam dhanal nhangu banha manydjarrkanꞌ. Ga nhanbayim gayŋan gätthuwan waŋgalaḻim djolarranꞌ, girriꞌnharran ḻinygu nhan banha biyaṉiyinan mariminan.
MRK.14.53	Bala dhanal banha Djesunham gutjparruwanan balan ḻiya-ŋärraꞌmiwuḻin ŋirrimaḻim. Ga balayan ŋarran banha ŋaḻapaḻmim ḻuŋꞌthuwan bukmak yana, ŋurruŋu-ḏalkarrami warra ga Rom-marŋgikunhami warra ga Djuwwu ŋurru-warrundayŋu warra.
MRK.14.54	Ga banha dhanal Djesuny gutjparruwanam, ga nhanmam gayŋan Betam malthuwan bala, balaya ḻiya-ŋärraꞌmiwuḻ ŋirrimaḻi, ŋarru djuḻuꞌdjuḻuḻyuwan ŋarran bala. Ga gulŋiyan dhanal rrambaŋi yana balayam, bala nhan mala-manapanan nyenan biḻitjumanguḻin warrawuḻ banha ŋarran ḏäpthuwan ratjuwan ŋorrtjaŋa.
MRK.14.55	Ga ŋunhalam banha djinawamꞌ buṉbuŋam dhanalim banha ŋurruŋu-ḏalkarramiyum warrayu gayŋan dhäwunꞌ maḻŋꞌthuman Djesuwuruynha, mä dhanal ŋarru dhä-girꞌyuna nhanany barrakinybuynha warkthunda. Ŋarru ŋangawul dhanal banha maḻŋꞌṯhunmaran ŋunhuŋ nhäm barrakinyma nhangura. 
MRK.14.56	Yo, guḻkuny dhanal yolŋuny warrany warraṯthuwan maŋutji-marŋgiminy mä dhanal ŋarru djänguman dhäwu nhanguruy rakaram, ga dhäwum mala dhanaliŋguŋ gayŋan bärrkuwaḻyinan.
MRK.14.57	Yo, waripu yolŋu warra bitjuwayiŋ maŋutji-marŋgimi ṉakaꞌ-ṉakaman bala gayŋan djänguwanan dhäwu rakaran 
MRK.14.58	bitjanan, “Dhaŋum ŋanapu yolŋuny ŋäma nhan bitjan garrun, ‘Dhaŋum ŋaya ŋarru ganitjumana God-Waŋarrwum Dharrpalma Buṉbu yolŋuwuŋum goŋbuy dhuḻꞌyunda. Ga ḻurrkunꞌthum waluyu waripun buṉbu ŋarru ŋarray ŋalthu, ga banhayam ŋangawulnha yolŋuwuŋ goŋbuy.’ ”
MRK.14.59	Ga dhäwum dhanal gayŋan banha rakaranam ŋangawulnha bitjuwayiŋ dhuṉḏayma.
MRK.14.60	Bala nhan banha ḻiya-ŋärraꞌmim yolŋu ṉakamanan gumurrŋan yolŋuwuran warrawuḻ bala garruwan Djesuwum bitjanan, “Dhaŋu gayŋa yolŋuyum warrayu rakaram be warri nhunu barrakiny djäma. Ŋäma mu nhunu gayŋa dhanaliny? Nhäwu nhunu gayŋa dhaŋu mukthunma yana nyena?”
MRK.14.61	Ŋarru nhanmam Djesum ŋangawulnha ḏämbu-ganitjuman. Mukthuwanan nhan gayŋan nyenan. Bala nhan banha ḻiya-ŋärraꞌmim garruwan bitjanan, “Maꞌ, rakaraŋan ŋanapiliŋgu. Nhunu dhaŋu banha Maŋutji-yunupayumandam yolŋu ŋatja... God-Waŋarrwum gäthuꞌmiŋu?’
MRK.14.62	Ga nhanmam Djesum garruwan bitjanan, “Yo, ŋaya mu dhaŋu. Ga yalalam nhuma ŋarru nhänanham Gulitjŋunham Walꞌŋu Yolŋuny nhäman, ŋaya ŋarru gayŋa nyenam ganydjarrmin, dhunupaꞌŋuŋan God-Waŋarrwuran galiꞌŋam ŋunhalan djiwarrꞌŋan. Ga ḏirru ŋaya barkthu räli djiwarrꞌŋurum waŋupiniꞌyu. Bilanyawuynha nhuma ŋarru nhänany nhäŋum.”
MRK.14.63+MRK.14.64	Bala nhanmam banha ḻiya-ŋärraꞌmim yolŋu mariminan maḏakarritjin, bala ŋarran girrinꞌ nhanguway barruꞌwarrunmaran, ga garruwan nhan yatjuwanan bitjanan, “Ḻinygun ŋalma dhaŋu ŋäkulan nhanany yänma bukmakthun garrundam, banha nhan dhä-waripuŋuyinan garruwan nhangun God-Waŋarrwun. Ŋangawul ŋalma ŋarru biyapulma maŋutji-marŋgimiwuŋum dhäwu ŋäma. Nhalpiyana nhumam gayŋa guyaŋi way?” bitjan.
MRK.14.63+MRK.14.64	Ga dhanalim banha bukmakma yolŋum warra yoranan yana bitjanan, “Yo, guwatharanharaŋun nhanany murrkayꞌkuŋan.”
MRK.14.65	Bala ŋarran banha waripuyum yolŋuyu warrayu Djesunham dhupthuwanan. Ga garrwiꞌyuwan dhanal nhanany maŋutji manydjarrkaꞌyu bala gayŋan bartjunmaranan, ga garruwan dhanal bitjan, “Maꞌ rakaraŋ wilak, yolthu nhuna ḻiyuwan?” Bala banha biḻitjumandhum warrayu Djesunham djakawarruwanan, bala gayŋan guwatharanan nhanany.
MRK.14.66+MRK.14.67	Ga bilanyamiyuyam nhanmam gayŋan banha Betam baḏak yana nyenan ratjumanmin. Ga banhalaya ḻiya-ŋärraꞌmiwuḻ buṉbuŋa djämamiyu baṯamiyu nhäŋal Betany banhambalaya, bala bitjanan, “Nhunum dhaŋu Djesuwu ḻunduꞌmiŋu ŋatja?... bayikuya yolŋuwu ŋirrima Nätjiritjpuywu?”
MRK.14.68	Ga nhanmam Betam ḏämbu-ganitjuman bitjan, “Yaka dhuwanma dhunupa. Ŋangawul dhaŋu ŋaya marŋgi nhäwuy nhunu gayŋa dhaŋu garrun.” Bala yana nhan Betam walmanan galiꞌḻin [ga dhuṉḏaynha yana banha gurrwawum ŋätjinan.]
MRK.14.69	Ga biyapul nhan bayiŋuya djämamiyu baṯamiyu Betany nhäŋal, ga garruwan nhan yolŋuwuḻ warrawuḻ banha ŋarran dhäyaꞌ-dhayan bitjan, “Dhaŋum yolŋu Djesuwu yana ḻunduꞌmiŋu.”
MRK.14.70	Ga nhanmam Betam garruwan, “Ŋangawul! ... yaka ŋayam!”
MRK.14.70	Ga yaka mu wikarra ga waripuŋuyum yolŋuyu nhanany garruwan bitjan, “Nhunupi yana dhaŋum, dhaŋum nhunu ŋirrima Galaliwuy.”
MRK.14.71	Bala nhanmam banha Betam mariminan galŋa-barrakinydjin bala nhan garruwanam bitjanan, “Ŋangawul, yaka ŋayam dhaŋu marŋgi. God-Waŋarr dhaŋu nyäkum marŋgi, ga banha ŋaya gayŋa djängumam, nhanmam ŋarru nhänany God-Waŋarryum dhä-girꞌyuna.”
MRK.14.72	Ga dhuṉḏaynha yana banha gurrwawum ŋätjinan, banhayam ḏämbu-burrparyinan. Bala nhan Betayum guyaŋinan banha nhalpiyan nhanguḻ Djesu garruwan bitjan, “Ŋärrun nhan ŋarru banha gurrwawum ŋätji ḏämbu-burrparmim, nhunum ŋatjil nyäku ŋarru mä-wambum ḏämbu-ḻurrkunꞌmi.”
MRK.14.72	Bala yana nhan Betam ŋätjinan mariminan dhika murruyꞌ-murruyyuwanan.
MRK.15.1	Ga munhamurrun bala dhanal banha Djuwwu ŋaḻapaḻmim ḻuŋꞌthuwanan bala yoranan Djesuwum guwatharanharawun rakunygunhawun. Bala dhanal mataꞌyumanan nhanany Djesunham ŋarambiyam bala gutjparruwanan bayiŋuya ŋaḻapaḻmiyum balan nhanguḻin Bäylitkuḻin banha nhan Rawumbuywu gapmangu buŋgawa. Ga garruwan dhanal Bäylitnha nhan ŋarru nhanany mala-djarrꞌyuna. 
MRK.15.2	Bala nhan Bäylitthum dhä-wirrkaꞌyuwanan nhanany, “Nhunu dhaŋu buŋgawa Djuwwum yolŋuwu bäpurruwu?”
MRK.15.2	Ga nhanmam Djesum ḏämbu-ganitjuman bitjan, “Dhuwaniyan ḻinygu yana yänma.”
MRK.15.3	Ga dhanalim banha ŋurruŋu-ḏalkarramiyum warrayu rakaranam gayŋan Bäylitkuḻim bitjanan, “Djinaŋum yolŋuyu gayŋan warkthuwan guḻkun marimin barrakinyma rom malany.”
MRK.15.4	Bala nhan Bäylitma bitjanan nhangu garruwan, “Ŋäma mu nhunu gayŋa? Ŋunham dhanal ŋarra nhunany rakaramam be barrakinybuynha warkthunda. Ŋangawulnha nhunu ŋarru dhaŋu ŋunhuŋ garrunma?”
MRK.15.5	Ŋarru nhanmam Djesum ŋangawulnha garruwan, bala gayŋan banha Bäylitma mä-maŋmaŋdhuwanan nhangu.
MRK.15.6	Yo, bitjarra ḻinygu dhuŋgarra-ŋuparra dhanal bayiŋ gayŋa Djuw bäpurru yolŋu warra ḏämbu-manapanmi waŋganygu rom yäkuwu Räy-djuḻkthumandamiwu Waluwu. Ga bitjarra ḻinygu nhan bayiŋ Rawumanbuyyu Gapmandhu dhawaṯthumarra waŋganynha yolŋuny dharruŋguŋuru, yolku dhanal bayiŋ Djuwyu bäpurruyu ŋäŋꞌthuwarra. 
MRK.15.7	Yo, ga bilanyamiyuyam gayŋan yolŋu yäku Barabatjnha gulŋiyan ga mala nhangu ḻinygu dhanal gayŋan mari-waythuwan Rawumbuywu gapmangu malaŋuwu. Ga waripunham warrany dhanal guwatharan waŋayumanan yana. 
MRK.15.8	Manymak, dhanalim banha Djuw malam yolŋu warra ŋarranan bala ŋäŋꞌthuwanam Bäylitnham waŋganygun ḏapthumandawuywum yolŋuwu dhawaṯthumandawu, bitjuwayiŋ nhan bayiŋ gayŋarra ŋätjil bitjarra warkthuwarra.
MRK.15.9	Bala nhan Bäylitthum garruwanan bitjanan, “Yolnha ŋaya ŋarru dhawaṯthumanma? Nhämi dhaŋu banha Djuw-malawum yindinham buŋgawany?”. 
MRK.15.10	Ŋarru nhan banha Bäylitma ŋätjil yana marŋgiyin banha dhanal ŋurruŋu-ḏalkarramiyum warrayu gutjparruwanam nhanany Djesunham balayam nhanguḻim, ḻinygu dhanal gayŋan banha marimin yana maŋutji-ḏiyꞌyuwan nhanany.
MRK.15.11	Ŋarru dhanalim banha ŋurruŋu-ḏalkarramiyum warrayu gayŋan dharꞌthar-wuŋanan yolŋunham warrany dhanal ŋarru Bäylitnham ŋäŋꞌthun Barabatjkun yana dhawaṯthundawum.
MRK.15.12	Ga biyapul nhan Bäylitthu dhä-wirrkaꞌyuwan banha yolŋunham warrany, “Nhalpiyana ŋaya ŋarru dhaŋum gayꞌ yolŋuny, banha nhuma bayiŋ gayŋa rakaram be nhan yindi-buŋgawa Djuwwu yolŋuwu warrawu?”.
MRK.15.13	Ga dhanalim bukmaknha yana garruwan yatjuwanan bitjanan, “Guwatharaŋan nhanany! Dhuḻꞌyuwan nhanany mälakthumandawuyḻin ḏarpaḻi!”
MRK.15.14	Ga nhanmam Bäylitma garruwan, “Nhä yulŋum? Nhä nhan nhumaliŋgu barrakinyma warkthuwan?”
MRK.15.14	Ŋarru dhanalim banha mariminan yana yatjunminan garruwan, “Guwatharaŋan yana nhanany, dhuḻꞌyuwan ḏarpaḻin!”
MRK.15.15	Bala nhanmam Bäylitma yoranan dhanaliŋgu, djäl-ŋuwatjumanan dhanaliny. Bala yana nhan Barabatjnham dhawaṯthumanan. Ga garruwan nhan Rawumbuywuḻim mariŋuwuḻ warrawuḻ bartjumandawun nhangu Djesuwum.
MRK.15.16	Dhurrwaraŋuru bewaḻiyam bala banha mariŋuyum warrayu ŋarran maŋutji-warruwanan Djesunham dhawaṯthumanan balan waripuḻin goḏuḻi.
MRK.15.17	Ga ŋalthuman dhanal nhanguḻ djakaꞌ wikarra mikuꞌmi girriꞌ nhawun yindiwun buŋgawawu girriꞌ. Ga maḻŋꞌthuman dhanal ḏirriṯirri bala dhoṯkuwanan, djoŋguꞌkuwanan djäma, bala yana ṉiṉꞌthuman nhanguḻ muḻkurrḻin.
MRK.15.18	Bala dhanal gayŋan nhanany warkuꞌyuwanan bitjanan, “Dhaŋun nhan yindim buŋgawa, Djuwwu malawum!” bitjanan. 
MRK.15.19	Bala dhanal gayŋan muḻkurrnha nhanany guwatharan ḏarpayun, ga dhupthuwan dhanal nhanany bala gayŋan warkuꞌyuwanan, bunꞌkumu-djipthuwanan nhanguḻ buku-ŋalꞌthuwanan manapan. 
MRK.15.20	Ga banha dhanal warkuꞌyundaŋurum dhawarꞌyuwan, bala dhanal yapthumanan nhanguḻ minyꞌtjimim girriꞌ bala nhinathuŋgan nhanguwaynha girriꞌ. Bala nhanany mariŋuyum warrayu gutjparruwanan dhawaṯthumanan, dhuḻyundawun mälakthumandaḻin ḏarpaḻi.
MRK.15.21	Ga banha dhanal ŋarran gumurr-yawaṯthuwanam bewaḻim Djurutjalamŋurum bala dhanal gandarrŋam maḻŋꞌthuman yolŋunhan yäkuny Djäymannhan ŋirrima Djäriniwuynhan. Ga moriꞌmiŋum nhan banha dhupaliŋgu Yaliktjandawu ga Ropatjku. Bala yana dhanal nhanany barkan warruwan bala dharꞌthar-wuŋanan nhanany bayikuyan Djesuwurun ḏarpawun gutjparrundawu.
MRK.15.22	Bala dhanal waythuwanan banhalayam ŋirrimaŋa yäkuŋa Gulgatham, mayaliꞌ, ‘Muḻkurr Ŋaraka Ŋirrima’. 
MRK.15.23	Ga banhalayan dhanal Djesunham bitjuwayiŋ guŋan wiyikanꞌ borumnha maŋutji-manapanda mirritjinꞌ yäku merr, mä ŋarru bayiŋuyam ŋayamuṉuŋꞌkuman nhanany rumbalnha. Ŋarru nhanbayim banha Djesuyum ŋangawulnha wurkthuwan banhayam borum wiyikaꞌ. 
MRK.15.24+MRK.15.25	Bala dhanal nhanany Djesunham dhuḻꞌyuwanan mälakthumandaḻin ḏarpaḻi. Bala ṉakanharamiŋganan banha ḏarpam, bala nhinathuŋganan. Ga walum banha goḏarrꞌmi yana, räyyu-waluyu. Bala gayŋan banha mariŋum warra wakalŋinan dopulunꞌ girriꞌwun nhanguru warraṯthundawu.
MRK.15.26	Bala dhanal dhäruknha wukirri banha nhäwuy dhanal nhanany bitjuwayiŋ dhä-girꞌyuwan, bala dhuḻꞌyuwanan banhayam ḏämbuḻin ḏarpaḻi, banha Djesu gayŋan goyuwan. Ga bitjan gayŋan banha barraŋgaꞌyuwanam,
MRK.15.26	“Dhaŋun Yindim Buŋgawa Djuwwum malawu yolŋuwu”
MRK.15.27	Ga bitjanya ḻinygu dhanal banha manaŋgannham ḏirramuny wulanynha ŋalthumanya, waŋganynham dhanal dhuḻꞌyuwan dhunupaꞌŋuḻ galiḻi nhanguḻ Djesuwuḻ, ga waŋganyma ga wiṉꞌkuŋuŋan galiꞌŋa. 
MRK.15.28	[Dhaŋum yän biliŋuwuynha wukirriwuynha God-Waŋarrwuran Dhuyuŋan Djorraꞌŋa bilanya gamꞌ, “Banham dhanal bitjanam nhanany rakaran, yana warri nhanmam barrakinynha, romnharran yolŋu.”]
MRK.15.29	Ga banha gayŋan yolŋu warra ŋaykan djuḻkthuman nhanany, ga ḏawaḏawaꞌyuwan dhanal gayŋan, warkuꞌyuwan manapan nhanany. Ga bitjan nhangu garruwan, “Wäy, be mu nhunum ŋarru dhaŋu ganitjumun ŋunham banha God-Waŋarrwum Dharrpalma Buṉbu, ga biyapul nhunu barkthu be dhuḻꞌyu ḻurrkunꞌthum waluyu?
MRK.15.30	Gu, wilak birrkaꞌyuwan yupthumanmiyan dhawuruya ḏarpaŋurum, mä ŋanapu ŋarru nhäma bala mä-wulitjin nhuŋgu, banha nhunu God-Waŋarrwum be gäthuꞌmiŋu?”
MRK.15.31	Ga bitjanya ḻinygu dhanalim gayŋan banha ŋurruŋu-ḏalkarramiyum ga rom-marŋgikunhamiyum yolŋuyu warrayu warkuꞌyuwan nhanany Djesuny. Ga bitjan dhanal gayŋan garruwan gamꞌ, “Way, dhaŋu nhan gayŋan ŋunha waripuny yolŋuny warrany wälŋakuwan... ga ŋangawulnha nhan ŋarru dhaŋu nhanapinyaynham wälŋakunharami? 
MRK.15.32	Dhaŋu nhan gayŋan ‘Maŋutji-yunupayumanda’ rakaranhamin, be God-Waŋarrwuŋ yängunhara ŋätjiliŋuwuy. Ga waripuyum yolŋuyu warrayu gayŋan rakaran be warri nhan dhaŋu Yindi Buŋgawa Djuwwu malawu. Ga banha gulitjma, nhan ŋarru yapthuna ḏarpaŋurum mä ŋalma ŋarru nhäma bala mä-wulitjtjin.”
MRK.15.32	Ga burrpar ḏirramu wulay gayŋan banhalaya bitjuwayiŋ goyuwan rrambaŋi dhanal Djesu. Ga bitjanya ḻinygu dhupal gayŋan nhanany bitjuwayiŋ warkuꞌyuwan.
MRK.15.33	Ga walum banha ḏämbuyun waluyu, ga munhayum banha bulukthuwanan warrpamꞌthuwanan banhayam ŋarakany waŋgalany, bitjuwayiŋ munhakun. Ga goyuwan gayŋan banha munham yanatj ḻinygu-u-u ga räy-wiluwan. 
MRK.15.34	Bala nhan ŋunhalam Djesum yatjuwanan yänmurrun nhangurumurru Aram-murrun bitjanan, 
MRK.15.35	Ga banhalaya gayŋan yolŋu warra djingaꞌdjingaryuwan, ga ŋäkul dhanal banha Djesuny yatjunda. Bala dhanal bitjanan garruwan, “Way ŋäka warra! Ŋunham nhan gayŋa Yilaydjawun guykuyyun.” 
MRK.15.36	Bala nhan waŋganyma yolŋu gätthuwanan bala yalŋgi gadharra warraṯthuwan bala borumḻin wiyikaꞌḻin ḻupthuman. Ga mamꞌthuman nhan ḏarpaḻi bala ŋarran garrwarkuwanan Djesuwuḻin, mä nhan ŋarru wurkthun banhaya wiyikaꞌ borum. Bala nhan bitjanan garruwan, “Bulnha ŋatjil ŋalma gäḻkuḻam ŋay, nhan bayan bayiŋ Yilaydja yarrupthu guŋgaꞌyundawu nhangu.”
MRK.15.37	Bala nhan Djesum mariminan yatjuwan, bala yana waŋayinan.
MRK.15.38	Ga bilanyamiyu ḻinygu ŋunhalam Djurutjalamma nhanmam banha manydjarrkamꞌ God-Waŋarrwuram Dharrpalŋam Buṉbuŋa banha gayŋan galmuwan ŋunha dharrpalnhan goḏuny yolŋuwurun, banhayam bitjuwayiŋ yarrarꞌyuwanan, bewaḻi ḻinygu ḏämbuŋuru ga ḏupthuwan ŋunha ŋoyḻi, bala yana bärrkuwaḻyinan.
MRK.15.39	Ga ŋunhalaya Gulgathaŋa gayŋan yolŋu dhäyan, ŋurru-warrundayŋu mariŋuwu warrawu, ga nhäŋal nhan gayŋan nhanany Djesuny bewaḻi ŋoyŋuru ḏarpaŋuru banha nhan milma bitjuwayiŋ waŋayinam. Bala nhan garruwanan, “Nhän way! Gulitj yana dhaŋum yolŋu God-Waŋarrwu Gäthuꞌmiŋu, ŋatja?” bitjanan.
MRK.15.40+MRK.15.41	Ga banhalaya gayŋan baṯami warra dhäya-dhayan, ŋarru mä bärrku. Ga banhayam baṯami warra bayiŋ gayŋarra Djesuwu malthuwarra, ga guŋgaꞌyuwarra nhanany ŋunhal Galali. Ga dhaŋuy warra banha yulŋum gamꞌ: Meri Magdalawuy, Djalumi, ga waripu Meri, ŋäṉḏiꞌmiŋu dhupaliŋgu gurrmulwu wulayku Djayimgu ga Djawutjipku,
MRK.15.42+MRK.15.43	Yo, ga waŋayinam nhan banha Djesum waluyum Biraydin räy-wilundayun. Ga dhurrwaraŋuru bewaḻiyam bala nhan Djawutjipthum guyaŋinan nhan ŋarru Djesunham rumbal yapthumana bewaḻi mälakthumandaŋurum ḏarpaŋuru. Ga yolŋum nhan banha ŋirrima Yaramithiyawuy, ga ŋurrukŋurum nhan Djuwwuru ŋaḻapaḻmiwuru ŋärraꞌŋuru. Ga ŋuwakurru nhan banha yolŋum. Ga batjiwarr-nhäŋal nhan gayŋan banha God-Waŋarrwuru romgu-ŋarranharamiŋgandawun. Ga ŋärrun banha ŋarru waripum bitjuwayiŋ walu djaḏawꞌyun banhayam Djuwwun bäpurruwu Nyenanharamin Walu, nhanmam Djawtjipma ṉakaman, bala yana ŋarranan ŋayaŋu-mulkaꞌyinan Bäylitkuḻin bala garruwanan, “Nhalpiyan ŋaya ŋarru Djesunham rumbal warraṯthuna?”
MRK.15.44	Bala nhan banha Bäylitthum ganyimꞌthuwanan ŋäkul, bala bitjanan garruwan, “Nhä, ḻinygun nhan waŋayinan?”
MRK.15.44	Bala nhan yän-wuŋanminan bayikuya mariŋuwurun buŋgawawu guwatjmandawu nhangu, ga dhä-wirrkaꞌyuwan nhan bitjan, “Nhän, gulitjnha nhan waŋayinam?”
MRK.15.45	Bala nhan banha mariŋuwurum buŋgawayu rakaran bitjanan, “Yuw, gulitjnha yana!” Bala nhan Bäylitthum dhayuŋganan Djesuwum rumbal Djawutjipkuḻin.
MRK.15.46	Ga nhanmam Djawutjipthum wuŋiḻiꞌyuwan manydjarrkanꞌ rrupiya yindimin, ga balaya nhan ḏirruwan Gulgathaḻi Djesuwun rumbalwun warraṯthundawu beŋurun ḏarpaŋurun. Ga bayiŋuyan nhan manydjarrkaꞌyu nhanany garrpiyanam, bala dhanal gunhanan nhanany mathirraḻin, banhambalayan banha dhanal ŋätjilmiŋgan ŋangiꞌyuwan banhaya ṉutjurruny. Bala dhanal gaḻꞌkaḻumanan murrukaynha marimin ṉutjurrum, dhurrwarawum dhaḻꞌyundawu.
MRK.15.47	Ga dhupalim banha Meri Magdalawuyma ga Meri Djawutjipkum ŋäṉḏiꞌmiŋu maŋutji-marŋgin wulay ŋalambal dhanal Djesuny bitjuwayiŋ märrkitjkuwan.
MRK.16.1	Ga banha Djuwwu Nyenanharami Walu bitjuwayiŋ dhawarꞌyuwanam banham ŋunhuŋun yuṯuŋgurr-munhamiyun. Ga bewaḻiyam bala dhanalim Meri Magdalawuyma ga Djalumim ga Merim banha Djayimgum ŋäṉḏiꞌmiŋu ŋarranan buŋgan-bäwgun wuŋiḻiꞌyundawu mä dhanal ŋarru ŋuwatjuman yana goŋ-ŋuwatji nhangu rumbalma. 
MRK.16.2	Ga Djandin ŋarran djadawꞌyuwan, bala banha muṉgam ŋaykanan balayan mathirraḻin. 
MRK.16.3+MRK.16.4	Ga banha dhanal ŋarran ŋaykanam bala batjiwarr-ŋupanam, bala dhanal garrunminan, “Yolthu ŋalmaliŋgu ŋarru ŋunha ṉutjurrum giṯthuman dhurrwaraŋurum? Murrukaynha ŋunha marimin yulŋum.”
MRK.16.3+MRK.16.4	Ga banha dhanal waythuwanam ŋunhalayam bala nhäŋalan banha ṉutjurrum, galiꞌŋan gayŋan djingaryuwan. 
MRK.16.5	Ga gulŋiyan dhanal banhambalaya mathirraḻ bala nhäŋalam gurrmulnhan ḏirramuny girriꞌ lanyiŋminhan dhika, nyenan gayŋan. Ga mariminan dhanal banha ganyimꞌthuwanam. 
MRK.16.6	Ga bitjan nhan dhanaliŋgu garruwan, “Ŋangawul warra biyaṉiyiya. Dhaŋum nhuma gayŋa Djesuwu rumbalwum rangam ŋirrima-Nätjiritjpuywu banha dhanal nhanany guwatharan rakunyguwan. Ḻinygun nhanany banha God-Waŋarryum wälŋakuwanan rakunyŋurum, ŋangawulnha nhan dhaŋum. Nhäŋan warra, dhaŋun dharapulma banha dhanal märrkitjkum nhangu rumbal. 
MRK.16.7	Maꞌ ḏirrun nhuma ŋarru balaya ga rakaraŋ nhanguru guyurrꞌmiŋuwum warrawu mä dhanal ŋarru ḏirruna Galaliḻin makaḻi. Ga bitja rakaraŋ banha nhanmam ŋarru ŋätjilin ŋarra, ga banha dhanal ŋarru waythum, ŋunhalayan dhanal ŋarru nhanany maḻŋꞌthumum. Ga rakaraŋ yana Betawuḻim. Yo, ḻinygu mu nhan Djesuyum banha ŋätjil dhanaliŋguḻ bitjanyam rakaran,” bitjan nhan gurrmulma garruwan.
MRK.16.8	Ga nhäŋal dhanal banha muṉgayum dharapulma bala yana yän-mukthuwanan bala walmanan mathirraŋurum, bala yana gätthuwanan. Ga ŋangawulnha dhanal banha ŋunhuŋ yolkum dhäwum bitjuwayiŋ rakaran ḻinygu dhanal banha mariminan biyaṉiyinam.
MRK.16.9	Ga Djandi goḏarr, djaḏawꞌyundamiyu waluyu nhan Djesum maŋutji-wuŋanminan Meri Magdalawuywuḻin. Djinakuḻiyan banha baṯamiwuḻ nhan Djesuyum walmanharamiŋgan djabinma barrakiny mala birrimbirr ŋätjilim. 
MRK.16.10	Bala yana nhan Merim ŋarranan guyurrꞌmiŋuwun waythuwan, dhanal ŋarran ŋätjinyaramin. 
MRK.16.11	Bala nhan Meriyum dhanaliŋguḻ rakaranan bitjanan, “Waraparra, Garrayma dhaŋu biyapul yawungu wälŋayi, ga ḻinygun dhaŋu ŋayam nhanany nhäŋalan.”
MRK.16.11	Ga dhanalim bitjan garruwan ḻinygu dhanal mä-yulkthuwan nhanany, “Nhä nyin dhaŋu djinaŋum rakaram way!”
MRK.16.12	Ga biyapulma nhan Djesu maŋutji-wuŋanmin burrparwuḻin guyurrꞌmiŋuwuḻ wulaykuḻ, banha dhupal ŋarran bala gätthuwan ḏiltjimurru. Ga waripuŋiyinan nhan banha rumbalma dhupaliŋguram maŋutjiŋa. Ga ŋärrun, dhupal nhanany banha dharaŋganam. 
MRK.16.13	Bala dhupal ḏirruwanya balaya Djurutjalamḻi ga rakaran guyurrꞌmiŋuwuḻ warrawuḻ bitjanan, “Way, ŋäka warra! Ḻinygun dhaŋu ŋalinyum nhäŋalan nhanany Djesunham ŋunhalan batjiwarrŋan!”
MRK.16.13	Ŋarru dhanalim banha ḻunduꞌmiŋum warra bitjan barraŋgaꞌyuwan, “Ŋangawul wulay djänguŋ.”
