MAT.1.1	Bwen, aj ntzanije' kye tijajil Jesukrist aj tijajil Dawid aj tijajil Abran:
REV.10.5	Ntons te ángel aj oxik wen wa'lk tuj te nim a' b'ix twitz tx'o'tx', ojaw tin te tb'anq'ab' jawnaq twitz ka'j 
REV.10.6	b'ix oxik tsi' tjurament ti'j [Qtata Dios] aj itz'oj te jun-ele'x, aj oqet k'ulun te twitz ka'j b'ix kyaqil aj at tzi b'ix te twitz tx'o'tx' b'ix kyaqil aj at tzi b'ix te nim a' b'ix kyaqil aj at tzi; oxik tsi' tjurament tzan tponkix naj luwew kyaqil aj presis tuq tzan tky'ik. 
REV.10.7	B'ix yatzun oj tok oq'sa' te junky trompet tzan te twuqi' ángel, opoyonkix naj luwew te aj b'isu' tzan te Qtata Dios, iktza'x oxik tq'uma' kye aj yolil tyol.
REV.10.8	Yaji, te aj oxik nchan tuj ka'j intzaj tq'olb'e' junky'el ikxjani: «Pax eq'il te u'j aj jaqo' tuj tq'ab' te ángel aj wa'lqet tuj te nim a' b'ix twitz te tx'o'tx'ni.» 
REV.10.9	Inxwa'q tuky'i te ángel, oxik nq'uma' tzan stzaj tsi' tuq te tal u'j. Yatzun tetz otzaj tq'uma' wetz ikxjani: «Ntzani, b'ix intxik awa'a'. Owokel b'an k'ay tuj ak'u'j titza', per tuj atzi' owokel b'an kyi' iktza' ta'l tze'.» 
REV.10.10	Ntons owel win te tal u'j tuj tq'ab' b'ix oxik nwa'a'; owok b'an kyi' tuj ntzi' naqe ta'l tze' per ya ma kyaqon tuj nk'u'j owok b'an k'ay.
REV.10.11	Yaji tetz otzaj tq'uma'ky wetz ikxjani: «Presis tzan txik ayoli' nyol junky'el kyi'j ky'ila'j amaq', b'ix kyi'j ky'ila'j nasyon, b'ix kyi'j xjal aj nkyeyolin tuj ky'ila'j txq'anky yol, b'ix kyi'j ky'ila'j k'ulul mandad twitz tx'o'tx'.»
REV.11.1	Yaji otzaj si' wetz jun tal tze' malb'il,
REV.11.2	Per k'on qet amalo' te tzijay aj ti'jx te jay aj te nab'il Qtata Dios; k'on xik asi' tkwentil tzan tpaj te nini oje xik q'apo' kye aj k'onti'l nkye'okslan, b'ix te amaq' aj pawa' te Qtata Dios nlay qet kxjani', oqtelb'aj kywab'e' oxe aq'b'i tuky'i mey.
REV.11.3	B'ix okyexe'l nlajo' kab'e' yolil nyol, b'ix oxe aq'b'i tuky'i mey
REV.11.4	Kye ja yolil nyol, kyetz iktza' kye kab'e' wi' olib b'ix kye kab'e' tqatel kandel aj akyeqet twitz te Qajawil aj tajaw kyaqil twitz tx'o'tx'.
REV.11.5	Qatzun at ab'l tgan k'ulun jun nya'tx galan kyi'j, [kyetz oxe'l kyq'uma' kyyol]
REV.11.6	Kyetz at kyajwalil tzan kylamon twitz ka'j tzan k'on stzaj jab' tuj kyaqil q'ij aj nkyeyolin nyol,
REV.11.7	Per ya oj tmankun kypakb'an kyaqil, yaji jun naqe txkup
REV.11.8	B'ix ya kye kxlimal okyekajel tanlet tuj tkayul te aj amaq'ji, aj chman amaq' aj ja' oqet kansa' te Kyajawil twitz krus, b'ix tzan tpajji n'ok q'uma' iktza' Sodom
REV.11.9	B'ix kye kyaqil xjal tuj kyaqil amaq' b'ix kyaqil kyijajil xjal b'ix tuj kyaqil yol b'ix ja'chq tzajnaqe' tuj kyaqil nasyon, oxe'l kye'e' te kxlimal oxe q'ij tuky'i mey, b'ix nlay ktzoqpij tzan kyqex muqu'. 
REV.11.10	B'ix kyaqil kye aj nkyenajan twitz tx'o'tx' okyechalajel, oqtel kyq'ijla', okyesipayon kyoyej kxolx, okyechalajel tzan tpaj ojetq kyekamik kye yolil nyol aj nkyeyolin tuq te kyk'ulb'en kye xjal twitz tx'o'tx' nya'tx galan.»
REV.11.11	Per yaji, ya ma ky'ik te oxe q'ij tuky'i mey, yaji te Txew Qtata Dios aj ntzaj tsi' qanq'in, ejaw tanq'insa', b'ix kyaqil aj e'ok e'en kyetz eb'ajxob' nim. 
REV.11.12	B'ix kye pakb'on oxik kchan tuj ka'j twi' jun xjal otzaj tq'uma' kongan ikxjani: «Pe'ejatz tzani.» Ntons ejax tuj ka'j tuj muj b'ix kyaqil kye kyajq'oj e'ok e'en tetz. 
REV.11.13	B'eyxnajji otzaj jun kab'junab' b'an jwert,
REV.11.14	A te tkab'i' nim xhcho'nal ma'tx ky'ikni per tzulnaj te toxi'.
REV.11.15	Yaji te twuqi' ángel owok toq'sa' te strompet, b'ix yaji oxik ncha'o' kywi' ky'ila'j xjal nkyeyolin kongan tuj ka'j ikxjani: «Ajna'l a te Qtata Dios b'ix te Koloyon aj Joyomaj titza' ok'uluyon mandad ti'j te twitz tx'o'tx' kyaqil, b'ix ok'uluyon mandad b'eyx te jun-ele'x ti'j kyaqil.»
REV.11.16	Ya kye aj kaj tuj kawnaq (24) tijxjal aj wit'like' tuq tuj kywit'lel twitz Qtata Dios, eb'ajqet mejlet tuky'i tajsik kywitz max twitz tx'o'tx' b'ix ena'on tetz. 
REV.11.17	Nxik tuq kyq'uma' ikxjani: «Pixon te yatz Tata Dios, yatz aj mas nim awajwalil twitz kyaqil, yatz aj [b'eyx] atichqet ajna'l b'ix atichqetkix tuq. Yatz ma'tx kaj kyaqil tuj aq'ab' tuky'i awajwalil b'ix ajna'l ma'tx chk'ulun mandad tuky'i awajwalil ti'j kyaqil. 
REV.11.18	Kye xjal eb'ajjaw q'ojlik awi'j, per ajna'l yatz ma'tx tzaj aq'oj kyi'j, ma'tx pon or tzan aq'uman kyil kye kamnaq. Ajna'l ma'tx pon or tzan txik asi' kykanab' kye aj q'apo' kyib' nkye'aq'unan te yatz, kye aj yolil ayol b'ix kye txq'anky aj pawame' awitza', a'e' aj nchqet tuq kxjani', qa nim kyajwalil qatzun nya'txji.
REV.11.19	B'ix yaji, te jay aj tuj ka'j aj nab'il Qtata Dios ojaqet b'ix tuj te jay eb'ajil tuq te kaxh aj telponx ti'j te yol aj oxik tsi' te Qtata Dios oqtxi'. B'ix ajun xhliky'lika'j tuq, b'ix ajun kywi' xjal txik cha'on tuq, b'ix ajun ray nim tuq, b'ix otzaj jun nim kab'junab', b'ix oqet tz'aqik nim saqsb'aqon.
REV.12.1	Yaji, ojaw kanet twitz ka'j jun seny b'an chuktky ikxjani: Jun xuj ntxaqtxon tuq iktza' q'ij,
REV.12.2	Te xuj ch'inky tuq tky'ix b'ix b'an nqawun tuq tzan xhcho'nal te ala'mj tzan tpaj ma'tx pon styemp tuq tzan tky'ix.
REV.12.3	Yaji ojaw kanet twitz ka'j junky seny b'an chuktky, jun nim txkup per naqe jun matij semejante kan, kyaqti'j, b'ix ate' tuq wuq twi' b'ix lajuj tkach,
REV.12.4	B'ix tuky'i tje' e'el tky'isu' te toxi' part kye che'w twitz ka'j b'ix etzaj txo'o' twitz tx'o'tx'.
REV.12.5	Te xuj otalaj jun tal ichan aj ok'uluyon kwent kyaqil xjal twitz tx'o'tx' tuky'i nim tajwalil.
REV.12.6	Yatzun te xuj owoqik max tuj te ky'ixk'oj tx'o'tx' aj ja' k'onti'l najayon, aj ja' at tuq jun tewb'il k'ulumaj tzan Qtata Dios tzan tuq tqet k'ulu' kwent txini oxe aq'b'i tuky'i mey.
REV.12.7	Ntons yaji owaq'ik jun q'oj tuj ka'j. Te Migel
REV.12.8	per k'onti'l okyipaj, b'ix k'onti'l tuq jun luwar te kyetz tuj ka'j. 
REV.12.9	Owetz in te aj matij semejante kan kyaqti'j, aj kan b'an oqtxi' tijky,
REV.12.10	Ntons oxik nchan tuj ka'j twi' jun xjal nyolin tuq kongan ikxjani: «Ajna'l ma'tx tzul te Koloyon tuky'i nim tajwalil, b'ix ikxji tzan tk'ulun mandad te Qtata Dios ti'j kyaqil, ma'tx tzul te Koloyon aj Q'umankaj Oqtxi' tzan te Qtata Dios b'ix at toklen tzan tk'ulun mandad. Komo ma'tx tz'ex xon te aj npoqon tuq kye qerman, aj nxik tuq poqon te kyetz b'ajq'ij b'ix b'ajaq'b'il twitz Qtata Dios.
REV.12.11	Per ma'tx qet kyitza' tzan tpaj toklen wit'let kyk'u'j ti'j xhchiky'el Te Tal Moch aj owel aj tkamik, b'ix ax tzan tpaj nxik tuq kyq'uma' kye txq'anky te b'an'ax aj kyeb'en tuq ti'j tetz, b'ix k'onti'l eb'ajxob' tzan kykamik [tzan tpaj kyokslb'en ti'j Te Tal Moch]. 
REV.12.12	Tzan tpaj nini, pe'echalaj waq etetz aj tuj ka'j. Yatzun etetz aj nkxnajan twitz tx'o'tx' qatzun tuj te nim a', last a'ix tzan tpaj te Tajaw Choj ma'tx qex exol tuky'i tq'oj, komo teb'enky nya'tx nimky tuj tq'ij.»
REV.12.13	Ntons, ya ma tz'ok ten te matij semejante kan ojetq tzaj xon twitz tx'o'tx', ntons owok lapet ti'j te xuj aj ojetq tuq talan te tal ichan, owok lapet ti'j tzan tjaw tlajo'. 
REV.12.14	Per yatzun te xuj, etzaj si' kab'e' txiky' iktza' txiky' jun chman yoq'on, tzan tuq txik lipan tuj te ky'ixk'oj tx'o'tx' aj ja' k'onti'l najayon aj ja' tuq oqtel k'ulu' kwent oxe aq'b'i tuky'i mey,
REV.12.15	Per tuj stzi' te matij semejante kan owetz jun chman a' tzan tuq tkanon ti'j te xuj, tzan txik iqa' tuq tzan te a'. 
REV.12.16	Per te tx'o'tx' owonen ti'j te xuj, te tx'o'tx' oxikb'aj tuk'a' te a' aj owetz tuj stzi' te matij semejante kan. 
REV.12.17	Ntons te matij semejante kan masky ojakul tq'oj ti'j te xuj, astilji tzan tjatz tq'oj oxwa'q q'ojiyon kyi'j kye txq'anky tijajil te xuj, a'e' aj nqet kyoksla' te Qtata Dios b'ix nxik tuq kyq'uma' kye txq'anky te b'an'ax aj kyeb'en tuq ti'j Jesukrist. 
REV.12.18	B'ix yaji te matij semejante kan okaj wa'let stzi' te nim a'.
REV.13.1	Ntons yaji oxik wen jun naqe jun matij txkup tuj te nim a' ikja'n tuq tjatz. Ate' tuq lajuj tkach b'ix wuq twi', b'ix tuj junjunchaq kye lajuj tkach atjax jun tal tkoron, b'ix tz'ib'a' kyi'j kye twi' pur tuq yol b'an nya'tx galan nyolin ti'j te Qtata Dios.
REV.13.2	Te aj txkupni aj oxik wen, mer iktza' jun [nim txkup aj tuj k'ul] leopardo tb'i, anke kye toq [b'an nim] naqe toq jun os b'ix te stzi' [ax b'an nim] iktza' stzi' jun leon.
REV.13.3	Jun twi' te txkup at tuq jun ok'ol ti'j b'ix okamel tuq, per yaji te ok'ol ob'antikky. Astilji kyaqil kye xjal twitz tx'o'tx' eb'ajlab'an ti'j, e'okslan ti'j. 
REV.13.4	Ntons ena'on ti'j te matij semejante kan tzan tpaj oxik tsi' tajwalil te aj junky naqe txkup, b'ix ax ena'on ti'j te aj naqe txkup ikxjani: «¿Ab'l opoyon iktza' ja ntzani? ¿Ab'l otnimsa'tz tk'u'j tzan tq'ojin tuky'i'l?» 
REV.13.5	B'ix ax oxik tzoqpi' tzan tjiq'b'an tib' b'ix tzan tyolin yol b'an nya'tx galan ti'j Qtata Dios, b'ix otzoqpjik tzan tk'ulun iktza'x tgan oxe aq'b'i tuky'i mey.
REV.13.6	Ntons owaq'ik tzan tyolin yol b'an nya'tx galan ti'j Qtata Dios b'ix ti'chq yol b'an nya'tx galan ti'j te tjay Qtata Dios b'ix kyi'j kyaqil aj akyejax tuj ka'j.
REV.13.7	B'ix ax oxik tzoqpi' tzan tq'ojin kyi'j kyaqil kye aj pawame' a'ox te Qtata Dios, b'ix oxik tzoqpi' tzan kyqet titza',
REV.13.8	Kyaqil xjal twitz tx'o'tx' okyena'oyon ti'j te aj naqe matij txkup. A'e' kyetz kye aj k'onti'l tz'ib'anqex kyb'i tuj te u'j aj nyolin ab'le' kye aj at jun kyanq'in tzan tpaj Te Tal Moch, te Tal Moch aj atx aj tqet k'ulu' te twitz tx'o'tx' [q'umankaj tuq] tzan tkamik [tzan kyanq'in kye aj nkye'okslan ti'j].
REV.13.9	Qa at jun ab'l aj ate'ok txkyin, instzaj xhcha'o' kyaqil ntzani: 
REV.13.10	Ab'lchaq aj okyexe'l pres [tzan tpaj te Qtata Dios ostzoqpi'tz tzan tky'ik ikxji], kyetz okyexe'l in pres. Yatzun kye aj kansal xjal tuky'i machit kansb'il, ax kyetz okyekamelkix tuky'i machit kansb'il.
REV.13.11	Ntons, yaji oxik wen junky naqe txkup ikja'n tuq tjatz twitz tx'o'tx', b'ix ate' tuq kab'e' tkach naqe tkach moch. Per nyolin tuq [b'an kaw] iktza' jun matij semejante kan. 
REV.13.12	B'ix at tuq tajwalil tzan tk'ulun twitz te junky matij txkup iktza' te aj junky tgan, b'ix ntk'ulu' tuq tzan tqet xob'le' tzan kyaqil twitz tx'o'tx' b'ix tzan kyqet mejlet kyaqil xjal na'ol te matij txkup aj ob'antik te ok'ol ti'j twi'. 
REV.13.13	B'ix nqet tuq tk'ulu' ti'chq yek'b'il aj b'an nkyelab'an kye xjal ti'j, komo nb'antik tuq tzan tqetz tin q'aq' twitz ka'j kywitz kyaqil xjal. 
REV.13.14	B'ix tzan tpaj kyaqil aj yek'b'ilni aj nb'antik tuq tuky'i nim tajwalil tzan tok ten te junky, ikxji eqet teq'i' kyaqil xjal twitz tx'o'tx' b'ix oxik tk'ulu' mandad kyetz tzan tqet kyk'ulu' jun titzb'alil te aj tb'ay txkup aj oqet ok'onsa'
REV.13.15	Oxik si' tajwalil tzan txik tsi' tanq'in
REV.13.16	B'ix ax otk'uluj tzan tok si' jun techa'l ti'j kyb'anq'ab' qatzun tajsik kywitz kyaqil xjal —kyaqil kye aj at nim kyajwalil b'ix kye aj nya'tx nim kyajwalil,
REV.13.17	b'ix nijunwt tuq b'a'n tzan tk'ayin ni tzan tloq'on qa k'onti'l atok te techa'l aj telponx ti'j tb'i te [tb'ay] matij txkup qatzun te tajlal ti'j tb'iji. 
REV.13.18	Ntons a tgan tzan tqet qb'isu' tuj tume'l ti'j ntzani. Ab'lchaq kye aj b'a'n tzan tqet kyb'isu' ti'j ntzani, intjaw kyajla' alkyetz tajlal te aj matij txkupni, komo te nini tajlal jun xjal, b'ix te ja tajlalni qaq oqal tuky'i qaqlajuj tuj mutx' (666).
REV.14.1	Ntons oxik we'e' Te Tal Moch wa'lqet tuq twi' te witz aj Sión [tb'i], b'ix akyeqet tuq oqal mil tuky'i kaj tuj oxqal mil (144,000) xjal tuky'i'l, b'ix tajsik kywitz nyolin tb'i tetz b'ix tb'i Stat.
REV.14.2	B'ix oxik ncha'o' nkyeyolin tuq tuj ka'j, b'ix kywi' iktza' twi' jun nim a' tib'x nxojin, iktza' jun ray b'an jwert, b'ix iktza' kywi' txq'an aj nkyeb'itzan tuky'i arp. 
REV.14.3	B'ix kye aj nkyexik ncha'o', nxik tuq kyb'itza' jun b'itz ak'a'j twitz te twit'lel aj ja' nk'ulun mandad te [Qtata Dios] b'ix kywitz kye kaj txkup [aj na'oyon te Qtata Dios] b'ix kywitz kye [kaj tuj kawnaq (24)] tijxjal. A'ox kye aj oqal tuky'i kaj tuj oxqal mil (144,000) xjal aj ekolet
REV.14.4	Kye ja ntzanije' a'e' kye aj k'onti'l ejoyon choj tuky'i xuj, kyetz tume'l nkyeb'et, b'ix a'e' kye ja ntzanije' aj lapike' ti'j Te Tal Moch ja'chq aj ja' nky'ik. Kye ja ntzanije' a'e' kye aj b'an tb'ay eb'ajkolet kxol kye xjal, tzan kyok te Qtata Dios b'ix Te Tal Moch. 
REV.14.5	B'ix kyetz, k'onti'l owetz jun nik'b'il tuj ktzi', kyetz k'onti'l jun tidi' nya'tx galan kyi'j.
REV.14.6	Yaji oxik wen junky ángel nlipan twitz ka'j b'ix eq'i' tuq titza' te tpakb'alil galan aj k'onti'l nponaj b'ix tetz tmandad tzan txik tswa' te tpakb'alil kye kyaqil xjal twitz tx'o'tx', kye kyaqil nasyon b'ix kye kyaqil kyijajil xjal b'ix tuj kyaqil kyyolx, b'ix tuj kyaqil amaq'. 
REV.14.7	Nxik tuq tpakb'a' kongan ikxjani: «Intqet exob'le' te Qtata Dios b'ix intqet ejiq'b'a' tzan tpaj ma'tx pon te q'ij tzan txik tsi' xhcho'nal kyi'j kye aj at kyil. Pe'eqet mejlet na'ol tetz, te aj oqet k'ulun te twitz ka'j b'ix te twitz tx'o'tx' b'ix te nim a' b'ix kyaqil kye soch.» 
REV.14.8	Yaji junky ángel owok lapetky ti'j, b'ix oxik tq'uma' ikxjani: «Ma'tx qet, ma'tx qet te nim amaq' Babilony,
REV.14.9	Ntons yaji at tuq junky toxi' ángel, owok lapet kyi'j kye tb'ay, b'ix ntyoli' tuq ikxjani: «Qa at ab'l aj oqtel tna'o' te matij txkup b'ix ti'j titzb'alil, qatzun ma stzoqpij tzan tok si' te techa'l tajsik twitz qatzun ti'j tq'ab'ji, 
REV.14.10	tetz ax owokel te'e' tq'oj Qtata Dios,
REV.14.11	Te jun-ele'x te tsib'al te xhcho'nal ojawel, b'ix nlay kye'ojlan ni chijq'ij ni qonik'an kyaqil kye aj nkyena'on te matij txkup b'ix te titzb'alil, b'ix kyaqil kye aj atok te techa'l kyi'j.»
REV.14.12	Ntons, te ja ntzani a tgan tzan kyipan tuky'i nim kypasens kye aj pawame' te Qtata Dios, kye aj nqet kyoksla' Qtata Dios b'ix k'onti'l nkaj ksi' tzan tok wit'let kyk'u'j ti'j Jesus. 
REV.14.13	B'ix oxik nchan tuj ka'j, ntzaj tuq q'uma' wetz ikxjani: «Intqet atz'ib'a' ntzani: Ajna'l galanx-alo kye aj okyekamel aj nkye'okslan ti'j Qajaw.» B'ix kyi te Txew Dios ikxjani: «B'an'ax ikxji, tzan kyojlan ti'j kyaqil kyaq'umb'en, komo te kyk'ulb'en telponx titza' wit'lik kyk'u'j ti'j Qtata Dios.»
REV.14.14	Ntons, yaji wetz oxik wen jun muj b'an sjapun b'ix tajsik te muj wit'lik tuq jun xjal mer iktza' tijajil xjal
REV.14.15	Ntons owetz junky ángel tuj te jay aj nab'il Qtata Dios b'ix oxik tq'uma' kongan te aj atjax tuq tajsik muj, oxik tq'uma' ikxjani: «Intjaw awin te ajob'il b'ix pajo'on tzan tpaj ma'tx tz'ok ky'ixk'oj te awalj twitz tx'o'tx', b'ix ma'tx pon tyemp tzan tjaw.»
REV.14.16	Ya te aj wit'lik tuq tajsik te muj, ojaw tin te tjob'il b'ix oky'ik tin tajsik te tx'o'tx', b'ix ojaw tk'upu' te awalj.
REV.14.17	Ntons yaji, junky ángel owetz tuj te jay tuj ka'j aj nab'il Qtata Dios, b'ix ax eq'i' tuq titza' jun tk'upb'il ajun te'. 
REV.14.18	B'ix tuj te pomb'il [tuj te jay aj nab'il Qtata Dios], owetz junky ángel aj at tuq tajwalil ti'j te q'aq'. Tetz oxik tq'olb'e' te aj eq'i' tuq te tk'upb'il aj ajun te', oxik tq'uma' tetz ikxjani: «Intky'ik awin te ak'upb'il tuj te awalj, b'ix inkyel ak'upu' kyaqil te resim lob'j ub twitz tx'o'tx' tzan tpaj ma'tx q'anxik.» 
REV.14.19	Ntons te ángel oky'ik tin te tk'upb'il twitz tx'o'tx' b'ix owel tk'upu' kyaqil te resim lob'j ub, b'ix oqex tsi' tuj jun nim tqatel tzan tuq tetz yitz'let. [Te ntzani telponx] owokel kyen xhcho'nal tuj tq'ab' Qtata Dios kye aj k'onti'l nkye'okslan. 
REV.14.20	Te resim lob'j ub owetz yitz'o' tuj te tqatel ti'jx te amaq', b'ix tuj te tqatel owetz pur kyik',
REV.15.1	Ntons owok joto' tuj nwitz junky seny tuj ka'j, b'an nim b'ix chuktky, aj b'an nqolab'an ti'j. Oxik wen wuq ángel, b'ix eq'i' tuq kyitza' wuq txakl xhcho'nal b'an nim, b'ix a'ox kye ja txakl xhcho'nal ntzani aj oky'el masky b'ix tuky'i te ntzani ojawetz tq'oj Qtata Dios. 
REV.15.2	B'ix ax oxik wen jun chq'aj iktza' xtx'otx'al pur kristal samo' tuky'i q'aq', b'ix wa'lke' tuq tzi kye aj oqet kyitza' te matij txkup, a'e' aj k'onti'l ena'on te titzb'alil b'ix k'onti'l okyk'amoj tzan tok si' kyi'j te tajlal te tb'i, b'ix eq'i' tuq kyarp aj ojetq tuq xik si' kyetz tzan Qtata Dios. 
REV.15.3	Kyetz nxik tuq kyb'itza' jun b'itz aj oqet stz'ib'a' Moisés,
REV.15.4	¿Ab'l nlay qet xob'len te yatz? ¿Ab'l nlay qet jiq'b'an te yatz? Komo a'ox yatz a'ich b'an k'onti'l achoj. B'ix kyaqil xjal twitz tx'o'tx' okye'ulel awitz tzan kyqet mejlet na'ol te yatz.
REV.15.5	Ntons, ya ma ky'ik kyaqil nini, yaji oxik wen tuj ka'j b'ix ojaqet te jay tuj ka'j aj nab'il Qtata Dios, te jay tabernaculo [aj telponx tetz atqet kxol txjalil].
REV.15.6	B'ix e'etz tuj te jay wuq ángel aj eq'i' tuq wuq txakl xhcho'nal kyitza', atok tuq kyq'anaq xtx'otx'al lino, b'ix b'an sjapun b'ix b'an xhqitz'un, b'ix atok tuq twitz kypech jun kyk'alel pur xtx'otx'al oro [aj telponx ti'j kyajwalil]. 
REV.15.7	Jun te kykajil aj txkup [aj na'oyon te Qtata Dios] oxik tsi' wuq uk'b'il kye wuq ángel. Per kye uk'b'il nojnaq tuq tuj pur tuky'i xhcho'nal aj oxe'l tsi' te Qtata Dios tzan tq'oj [kyi'j kye aj tajq'oj], te Qtata Dios aj itz'oj te jun-ele'x. 
REV.15.8	B'ix ajun sib' onoj tuj te jay tzan tpaj xhchqitz'unal b'ix b'an nim tajwalil, b'ix nijunwt xjal b'a'n tuq tzan tox txini
REV.16.1	Ntons yaji oxik nchan tuj te jay aj nab'il Qtata Dios tuj ka'j nxik tuq q'uma' kyuky'i kye wuq ángel ikxjani: «Pex waq qo'ol kye wuq uk'b'il kyajsik [kye xjal] twitz tx'o'tx' aj telponx owokel esi' kyi'j kye wuq xhcho'nal b'an nim tzan tpaj tq'oj Qtata Dios.»
REV.16.2	Ntons yaji oxik te tb'ay ángel b'ix oxik tswa' te tb'ay xhcho'nal b'an nim kyajsik [kye xjal] twitz tx'o'tx',
REV.16.3	Ntons yaji te tkab'i' ángel oxik tswa' te tkab'i' xhcho'nal b'an nim tzan tok te nim a' pur kyik', per naqe xhchiky'el jun kamnaq, b'ix eb'ajkamik kyaqil tidi'chq aj nkye'anq'in tzi.
REV.16.4	Ntons yaji te toxi' ángel oxik tswa' te toxi' xhcho'nal b'an nim tzan kyok kye a' b'ix kye soch pur kyik'.
REV.16.5	Yaji oxik nchan te ángel aj [n'e'en] kye a' twitz tx'o'tx', ntyoli' tuq ikxjani: «Yatz aj b'an k'onti'l achoj, yatz aj atichqet kixi' b'ix atichqet tuq, yatz at akawb'il tuj aq'ab' tzan tpaj ma'tx kyexik asi' tuj il [kye aj xjalni]. 
REV.16.6	Komo kyetz eb'ajqet kykansa' kye aj pawame' tuq te yatz b'ix kye aj yolil ayol, per ajna'l ma'tx xik asi' kyik' te kyuk'a', b'ix te nini nkyajo'.» 
REV.16.7	B'ix oxik nchan twi' junky otzaj yolin tuj te pomb'il ikxjani: «B'an'ax ikxji Tat, yatz mas nim awajwalil twitz kyaqil, yatz tuky'i tume'l b'ix tuky'i akawb'il tuj aq'ab' [nkyexik apoqo' kye aj at kchoj].»
REV.16.8	Ntons yaji te tkaji' ángel oxik tswa' twitz te q'ij te tkaji' xhcho'nal b'an nim, b'ix [te Qtata Dios otk'uluj] tzan kyqet tz'e'sa' kye xjal tzan te q'ij.
REV.16.9	B'ix kye xjal eqetb'aj xuli', b'ix eyolin yol b'an nya'tx galan ti'j Qtata Dios aj at tajwalil ti'j kyaqil ja xhcho'nalni, b'ix k'onti'l ojaw kky'ixpu' kynab'lin tzan tqet kyjiq'b'a' te tetz.
REV.16.10	Ntons yaji te tjweb'i' ángel oxik tswa' te tjweb'i' xhcho'nal b'an nim tajsik te aj matij txkup tuj twit'lel aj ja' nk'ulun mandad. Yaji tuj kyaqil tkwentil aj ja' nk'ulun mandad tuq owok b'an qlolj.
REV.16.11	b'ix eyolin yol b'an nya'tx galan ti'j Qtata Dios aj tuj ka'j tzan tpaj te xhcho'nal aj n'ok kyen tuq b'ix tzan tpaj te ktx'a'ak kyi'j, b'ix k'onti'l ojaw kky'ixpu' kynab'lin.
REV.16.12	Ntons yaji te tqaqi' ángel oxik tswa' te tqaqi' xhcho'nal b'an nim tzan tqex ky'ixwik te chman a' aj tb'i Eufrátes,
REV.16.13	Yaji oxik wen e'etz tuj stzi' te matij semejante kan, b'ix tuj stzi' te matij txkup, b'ix tuj stzi' te junky naqe txkup aj nya'tx b'an'ax yolin, e'etz tuj ktzi' kyetz ox malspirit naqe kyeka'yin xtx'o'. 
REV.16.14	Komo kye ntzani malspirit aj b'a'n tuq tzan kyk'ulun seny tuky'i nim kyajwalil, ikja'n kxik chimol kyaqil kye twitzale' k'ulul mandad twitz tx'o'tx' [kyuky'i kye ksoldad] tzan kyq'ojin ti'j Qtata Dios tuj aj q'ij aj okyexe'l tsi' tuj il te Qtata Dios kye xjal aj nya'tx galan, per te Qtata Dios mas nim tajwalil twitz kyaqil.
REV.16.15	(«Tzaj eten» [ntq'uma' te Qajaw]. «Wetz kyinpon iktza' jun eleq'.
REV.16.16	B'ix [kye aj ox malspiritni] e'ok kchimo' kyaqil kye twitzale' k'ulul mandad [kyuky'i kye ksoldad] tuj te luwar aj tb'i tuj te yol ebrey “Armagedon.”
REV.16.17	Ntons yaji te twuqi' ángel oxik tswa' te twuqi' xhcho'nal aj b'an nim tuj kyaq'iq'. B'ix yaji tuj te jay aj nab'il Qtata Dios, mer tuj te twit'lel Qtat aj ja' nk'ulun mandad, oxik nchan twi' [te Qtata Dios] otzaj tyoli' ikxjani: «Ajna'l ma'tx b'antik.»
REV.16.18	Ntons ajun xhliky'lika'j otzaj, b'ix ajun kywi' xjal txik cha'on tuq, b'ix ajun ray tuq, b'ix otzaj jun kab'junab' mas b'an jwert twitz kye txq'anky kab'junab' aj oje ky'ik atx aj kyten kye xjal twitz tx'o'tx'.
REV.16.19	Te nim amaq' oqet pax, owel oxe pedas, b'ix kye amaq' tuj kyaqil twitz tx'o'tx' eb'ajqet xitan. Yatzun te Qtata Dios k'onti'l owajnaj ti'j tk'u'j te nim amaq' aj Babilony, otzaj nim tq'oj ti'j b'ix oxik tsi' jun xhcho'nal b'an nim.
REV.16.20	Kyaqil tx'o'tx' tuj te nim a' b'ix kyaqil witz eb'ajqetnaj,
REV.16.21	b'ix otzaj twitz ka'j kyajsik kye xjal jun saqsb'aqon jun kintalchaq talal. B'ix kye xjal eb'ajyolin yol b'an nya'tx galan ti'j Qtata Dios tzan tpaj te aj saqsb'aqonni jun xhcho'nal b'an nim.
REV.17.1	Ntons jun kxol kye wuq ángel aj eq'i' tuq kyitza' kye wuq uk'b'il,
REV.17.2	Kyaqil kye kywitzale' k'ulul mandad twitz tx'o'tx' oxik ksamo' kyib' tuky'i'l,
REV.17.3	Yaji inxik tin
REV.17.4	Te xuj atok tuq tq'anaq morad teb'l b'ix kyaq, b'ix b'an txaku' tuq tuky'i oro b'ix tuky'i tal ab'j b'an tb'anil b'ix uwj perla b'an tb'anil. B'ix eq'i' tuq tuj tq'ab' jun uk'b'il xtx'otx'al oro b'ix te aj atqex tuq tuj telponx te tk'ajajb'en b'ix kyaqil tk'ulb'en aj ajq'oja' twitz tzan Qtata Dios. 
