GEN.1.1	Kezdetben teremtette Isten az eget és a földet. 
ACT.28.22	Helyesnek tartjuk tehát, hogy tőled halljuk meg, hogyan gondolkozol. Mert erről az irányzatról tudjuk, hogy mindenfelé ellenzik.
ACT.28.23	Kitűztek tehát számára egy napot, és akkor sokan eljöttek hozzá a szállására. Pál bizonyságot tett előttük az Isten országáról, és reggeltől estig igyekezett őket meggyőzni Jézusról Mózes törvénye és a próféták alapján. 
ACT.28.24	Egyesek hittek a beszédének, mások pedig nem hittek. 
ACT.28.25	Mivel nem értettek egyet egymással, szétoszlottak, és ekkor Pál ezt az egy igét mondta nekik: Helyesen szólt a Szentlélek Ézsaiás próféta által atyáitokról: 
ACT.28.26	„Menj el ehhez a néphez, és mondd meg: Hallván halljatok, de ne értsetek, látván lássatok, de ne ismerjetek! 
ACT.28.27	Mert megkövéredett e nép szíve, fülükkel nehezen hallanak, szemüket behunyták, hogy szemükkel ne lássanak, fülükkel ne halljanak, szívükkel ne értsenek, hogy meg ne térjenek, és meg ne gyógyítsam őket.” 
ACT.28.28	Vegyétek tehát tudomásul, hogy a pogányoknak küldetett el Istennek ez az üdvössége! Ők pedig meg is fogják azt hallani.
ACT.28.29	Miután ezt mondta, a zsidók maguk között sokat vitatkozva eltávoztak. 
ACT.28.30	Ő pedig ott maradt két teljes esztendeig saját bérelt szállásán, és fogadta mindazokat, akik felkeresték. 
ACT.28.31	Hirdette az Isten országát, és tanított az Úr Jézus Krisztusról teljes bátorsággal, minden akadályoztatás nélkül.
ROM.1.1	Pál, Krisztus Jézus szolgája, elhívott apostol, akit Isten kiválasztott arra, hogy hirdesse evangéliumát, 
ROM.1.2	amelyet prófétái által a szent iratokban előre megígért, 
ROM.1.3	az ő Fiáról, aki test szerint Dávid utódaitól származott, 
ROM.1.4	a szentség Lelke szerint pedig a halottak közül való feltámadásával Isten hatalmas Fiának bizonyult. Jézus Krisztus a mi Urunk, 
ROM.1.5	általa kegyelmet és apostolságot kaptunk arra, hogy az ő nevéért hitre és engedelmességre hívjunk fel minden népet, 
ROM.1.6	akik közé tartoztok ti is, Jézus Krisztus elhívottai. 
ROM.1.7	Mindazoknak, akik Rómában vagytok, Isten szeretteinek, elhívott szentjeinek: Kegyelem nektek és békesség Istentől, a mi Atyánktól és az Úr Jézus Krisztustól.
ROM.1.8	Először is hálát adok az én Istenemnek Jézus Krisztus által mindnyájatokért, hogy hiteteknek az egész világon híre van. 
ROM.1.9	Mert Isten a tanúm, akit lelkemből szolgálok Fia evangéliumának hirdetésével, hogy szüntelenül megemlékezem rólatok, 
ROM.1.10	mindenkor kérve imádságaimban, hogy Isten akaratából egyszer már el tudjak menni hozzátok. 
ROM.1.11	Mert szeretnélek meglátogatni titeket, hogy megerősítésetekre valamilyen lelki ajándékot adjak át nektek, 
ROM.1.12	azaz hogy együtt nyerjünk vigasztalást nálatok egymás hite által, a tietek és az enyém által. 
ROM.1.13	Tudjátok meg, testvéreim: sokszor elhatároztam már, hogy elmegyek hozzátok, de mindeddig megakadályoztattam abban, hogy munkámnak némi gyümölcse lehessen közöttetek, amint a többi nép között is. 
ROM.1.14	Görögöknek és barbároknak, bölcseknek és tudatlanoknak egyaránt adósa vagyok. 
ROM.1.15	Azért szívem szerint kész vagyok az evangéliumot hirdetni nektek is, akik Rómában vagytok.
ROM.1.16	Mert nem szégyellem az evangéliumot, hiszen Isten hatalma az minden hívőnek üdvösségére, először a zsidóknak, majd pedig a görögöknek. 
ROM.1.17	Mert abban Isten a maga igazságát nyilatkoztatja ki hitből hitbe, amint meg van írva: „Az igaz ember pedig hitből fog élni.” 
ROM.1.18	Isten ugyanis kinyilatkoztatja a maga haragját a mennyből az igazság útját álló gonosz emberek minden hitetlensége és gonoszsága ellen, 
ROM.1.19	mert ami megismerhető Istenből, az nyilvánvaló előttük, mivel Isten nyilvánvalóvá tette számukra. 
ROM.1.20	Láthatatlan valóját, azaz örök hatalmát és istenségét meglátja alkotásain az értelem a világ teremtésétől fogva. Ezért nincs mentségük, 
ROM.1.21	mert bár Istent ismerték, mégsem dicsőítették vagy áldották mint Istent, hanem hiábavalóságokra jutottak gondolkodásukban, és sötétség borult oktalan szívükre. 
ROM.1.22	Akik bölcseknek mondják magukat, bolonddá lettek, 
ROM.1.23	és a halhatatlan Isten dicsőségét felcserélték halandó emberek, sőt madarak, négylábúak és csúszómászók képmásával. 
ROM.1.24	Ezért kiszolgáltatta őket Isten szívük vágyaiban a tisztátalanságnak, hogy meggyalázzák egymás testét.
ROM.1.25	Az ilyenek Isten igazságát hazugsággal cserélték fel, és a teremtményt imádták és szolgálták a Teremtő helyett, aki áldott mindörökké. Ámen. 
ROM.1.26	Ezért kiszolgáltatta őket Isten gyalázatos szenvedélyeiknek: mert asszonyaik felcserélték a természetes érintkezést a természetellenessel, 
ROM.1.27	ugyanúgy a férfiak is elhagyták a női nemmel való természetes érintkezést, és egymás iránt ébredt vágy bennük: férfiak férfiakkal fajtalankodnak, de el is veszik tévelygésük méltó büntetését önmagukban.
ROM.1.28	És mivel nem méltatták Istent arra, hogy megtartsák ismeretükben, Isten kiszolgáltatta őket megbízhatatlan gondolkodásuknak, hogy azt tegyék, ami nem illik. 
ROM.1.29	Tele vannak mindenféle hamissággal, gonoszsággal, kapzsisággal, rosszasággal, tele irigységgel, gyilkos indulattal, viszálykodással, csalással, rosszindulattal; besúgók, 
ROM.1.30	rágalmazók, istengyűlölők, gőgösek, fennhéjázók, dicsekvők, találékonyak a rosszban, szüleiknek engedetlenek, 
ROM.1.31	kíméletlenek, szószegők, szeretetlenek és irgalmatlanok.
ROM.1.32	Ezek ismerik ugyan Isten igazságos rendjét, amely szerint halálra méltók, akik ilyeneket tesznek; mégis nemcsak teszik ezeket a dolgokat, hanem azokkal is egyetértenek, akik ilyeneket tesznek.
ROM.2.1	Ezért nincs mentséged, te ítélkező ember, mert amiben mást megítélsz, abban önmagadat ítéled el, hiszen ugyanazokat teszed, miközben ítélkezel. 
ROM.2.2	Azt pedig tudjuk, hogy Isten ítélete igazságosan sújtja azokat, akik ilyeneket tesznek. 
ROM.2.3	Azt gondolod, te ember, aki ítélkezel azok felett, akik ilyeneket tesznek, holott magad is ugyanazokat cselekszed, hogy te megmenekülhetsz az Isten ítéletétől? 
ROM.2.4	Vagy megveted jóságának, elnézésének és türelmének gazdagságát, és nem veszed tudomásul, hogy téged Isten jósága megtérésre ösztönöz? 
ROM.2.5	Te azonban kemény szívvel és megtérés nélkül haragot gyűjtesz magadnak a harag napjára, amikor Isten kihirdeti igaz ítéletét. 
ROM.2.6	Ő mindenkinek cselekedetei szerint fog megfizetni: 
ROM.2.7	azoknak, akik állhatatosan jót cselekedve törekszenek dicsőségre, megbecsülésre és halhatatlanságra, örök életet ad, 
ROM.2.8	azoknak pedig, akik viszálykodók, akik ellenállnak az igazságnak, és a gonoszságnak engednek, haraggal és bosszúállással fizet majd. 
ROM.2.9	Gyötrelem és szorongattatás vár minden emberi lélekre, aki a rosszat cselekszi, először a zsidókra, majd pedig a görögökre; 
ROM.2.10	viszont dicsőség, tisztelet és békesség jut majd osztályrészül mindazoknak, akik jót tesznek, először a zsidóknak, majd pedig a görögöknek.
ROM.2.11	Mert Isten nem személyválogató. 
ROM.2.12	Akik ugyanis a törvény ismerete nélkül vétkeztek, a törvény nélkül vesznek majd el, és akik a törvény ismeretében vétkeztek, azokat a törvény alapján sújtja majd az ítélet. 
ROM.2.13	Hiszen nem a törvény hallgatói igazak Isten előtt, hanem a törvény megtartói fognak megigazíttatni. 
ROM.2.14	Mert amikor a törvényt nem ismerő népek természetükből fakadóan cselekszik azt, amit a törvény követel, akkor ezek a törvény nélküliek önmagukban hordozzák a törvényt. 
ROM.2.15	Ezzel azt bizonyítják, hogy a törvény cselekedete a szívükbe van írva, bizonysága ennek lelkiismeretük és gondolataik, melyek hol vádolják, hol felmentik őket 
ROM.2.16	azon a napon, amelyen megítéli Isten az emberek titkait az én evangéliumom szerint Krisztus Jézus által. 
ROM.2.17	Ha pedig te zsidónak nevezed magadat, aki a törvényre hagyatkozol, és Istennel dicsekszel, 
ROM.2.18	és ismered az ő akaratát, és el tudod dönteni, mi a helyes, hiszen megtanultad a törvényből; 
ROM.2.19	és meg vagy győződve arról is, hogy te a vakok vezetője vagy, a sötétben járók világossága, 
ROM.2.20	az oktalanok nevelője, a kiskorúak tanítója, mert tied a törvényben megtestesült ismeret és igazság: 
ROM.2.21	ha tehát mást tanítasz, önmagadat nem tanítod? Aki hirdeted: ne lopj, lopsz? 
ROM.2.22	Aki azt mondod: ne paráználkodj, paráználkodsz? Aki utálod a bálványokat, templomrabló vagy? 
ROM.2.23	Aki a törvénnyel dicsekszel, törvényszegéseddel meggyalázod Istent? 
ROM.2.24	Bizony „miattatok gyalázzák Isten nevét a népek között”, amint meg van írva. 
ROM.2.25	A körülmetélkedés valóban használ, ha megtartod a törvényt, de ha törvényszegő vagy, akkor körülmetéltséged körülmetéletlenséggé lett. 
ROM.2.26	Ha pedig a körülmetéletlen megtartja a törvény rendelkezéseit, nem számít-e Isten előtt a körülmetéletlensége körülmetéltségnek? 
ROM.2.27	És a származása szerint körülmetéletlen is, aki betölti a törvényt, megítél majd téged, aki az Írás és a körülmetélés ellenére törvényszegő vagy. 
ROM.2.28	Mert nem az a zsidó, aki külsőleg az, sem nem az a körülmetélkedés, amely a testen, külsőleg látszik; 
ROM.2.29	hanem az a zsidó, aki belsőleg az, és az a körülmetélkedés, amely a szívben van, Lélek szerint és nem betű szerint. Az ilyen dicsérete nem emberektől van, hanem Istentől. 
ROM.3.1	Mi tehát a zsidó előnye? Vagy mi a körülmetélés haszna? 
ROM.3.2	Minden szempontból sok! Elsősorban az, hogy Isten rájuk bízta igéit. 
ROM.3.3	De mi van akkor, ha némelyek hűtlenné váltak? Vajon az ő hűtlenségük hűtlenné tenné Istent? 
ROM.3.4	Szó sincs róla! Sőt azt kell mondanunk: Isten igaz, viszont „minden ember hazug”, amint meg van írva: „Igaz légy beszédeidben, és győzedelmes, amikor vádolnak téged.” 
ROM.3.5	Ha pedig a mi gonoszságunk teszi nyilvánvalóvá Isten igazságát, mit mondjunk? Emberi módon szólok: igazságtalan az Isten, hogy kiönti ránk haragját? 
ROM.3.6	Szó sincs róla! Hiszen akkor hogyan ítélné meg Isten a világot? 
ROM.3.7	Mert ha Isten igazsága az én hazugságom által lett naggyá az ő dicsőségére, akkor miért kell még nekem bűnösként megítéltetnem? 
ROM.3.8	Vagy talán igaz az, amivel rágalmaznak minket, és amit állítanak némelyek, hogy tudniillik ezt mondjuk: Tegyünk rosszat, hogy jó következzék belőle? Az ilyeneket méltán sújtja az ítélet!
ROM.3.9	Hogyan van tehát? Különbek vagyunk? Egyáltalán nem! Hiszen előbb már bebizonyítottuk, hogy zsidók is, görögök is mind bűn alatt vannak, 
ROM.3.10	amint meg van írva:
ROM.3.10	„Nincsen igaz ember egy sem, 
ROM.3.11	nincsen, aki értse, nincsen, aki keresse Istent.
ROM.3.12	Mind elhajlottak, valamennyien megromlottak,
ROM.3.12	és nincsen, aki jót tegyen, nincs egyetlen egy sem.
ROM.3.13	Nyitott sír a torkuk,
ROM.3.13	nyelvükkel ámítanak,
ROM.3.13	kígyóméreg az ajkukon; 
ROM.3.14	szájuk átokkal és keserűséggel van tele. 
ROM.3.15	Lábuk gyors a vérontásra, 
ROM.3.16	romlás és nyomorúság jár a nyomukban,
ROM.3.17	és a békesség útját nem ismerik:
ROM.3.18	Isten félelmével nem törődnek.” 
ROM.3.19	Tudjuk pedig, hogy amit a törvény mond, azt a törvény hatálya alatt élőknek mondja, hogy elnémuljon minden száj, és az egész világ vétkessé legyen Isten előtt. 
ROM.3.20	Mert a törvény cselekedeteiből senki sem fog megigazulni őelőtte. Hiszen a törvényből csak a bűn felismerése adódik. 
ROM.3.21	Most pedig törvény nélkül jelent meg Isten igazsága, amelyről bizonyságot is tesznek a törvény és a próféták, 
ROM.3.22	mégpedig Isten igazsága a Jézus Krisztusban való hit által minden hívőnek. Mert nincs különbség, 
ROM.3.23	mivel mindenki vétkezett, és nélkülözi Isten dicsőségét, 
ROM.3.24	Isten ingyen igazít meg az ő kegyelméből a Krisztus Jézusban lett váltság által. 
ROM.3.25	Őt rendelte Isten engesztelő áldozatul az ő vére által azoknak, akik hisznek. Ebben mutatta meg igazságát. A korábban elkövetett bűnöket ugyanis elengedte 
ROM.3.26	türelmében, hogy e mostani időben megmutassa igazságát: mert ő igaz, és igazzá teszi azt is, aki Jézusban hisz.
ROM.3.27	Hogyan lehetséges akkor a dicsekvés? Lehetetlenné vált. Milyen törvény által? A cselekedeteké által? Nem, hanem a hit törvénye által. 
ROM.3.28	Hiszen azt tartjuk, hogy hit által igazul meg az ember, a törvény cselekvésétől függetlenül. 
ROM.3.29	Vagy Isten kizárólag a zsidóké? Nem a népeké is? Bizony, a népeké is, 
ROM.3.30	mert egy az Isten, aki megigazítja a körülmetéltet hitből, a körülmetéletlent pedig hit által. 
ROM.3.31	Érvénytelenné tesszük tehát a törvényt a hit által? Semmiképpen! Sőt inkább érvényt szerzünk a törvénynek. 
ROM.4.1	Mit mondjunk tehát, mit ért el Ábrahám, a mi ősatyánk a saját erejéből? 
ROM.4.2	Ha ugyanis Ábrahám cselekedetekből igazult volna meg, akkor volna mivel dicsekednie, de nem Isten előtt. 
ROM.4.3	De mit mond az Írás? „Hitt Ábrahám Istennek, és Isten ezt számította be neki igazságul.” 
ROM.4.4	Aki fáradozik, annak a bért nem jutalomként számítják, hanem azért, mert tartoznak azzal. 
ROM.4.5	Aki pedig nem fáradozik, hanem hisz abban, aki megigazítja az istentelent, annak Isten a hitét számítja igazságul. 
ROM.4.6	Ahogyan Dávid is azt az embert mondja boldognak, akinek Isten cselekedetek nélkül tulajdonít igazságot: 
ROM.4.7	„Boldogok, akiknek megbocsáttattak törvényszegéseik, és akiknek elfedeztettek bűneik. 
ROM.4.8	Boldog az az ember, akinek az Úr bűnt nem tulajdonít.”
ROM.4.9	Most tehát ez a boldognak mondás csak a körülmetélteknek szól-e, vagy a körülmetéletleneknek is? Mert azt mondjuk, hogy Ábrahámnak Isten a hitet számította be igazságul. 
ROM.4.10	De milyen állapotában fogadta el őt igaznak: körülmetélten vagy körülmetéletlenül? Nem körülmetélten, hanem körülmetéletlenül. 
ROM.4.11	Sőt a körülmetélkedés jelét is körülmetéletlenül tanúsított hite igazságának pecsétjéül kapta, hogy atyja legyen minden körülmetéletlen hívőnek, és az igazság azoknak is beszámíttassék; 
ROM.4.12	és hogy atyja legyen azoknak a körülmetélteknek is, akik nemcsak körül vannak metélve, hanem nyomába is lépnek atyánk, Ábrahám körülmetéletlenül tanúsított hitének.
ROM.4.13	Mert Ábrahám vagy az utóda nem a törvény, hanem a hitből való igazsága alapján részesült abban az ígéretben, hogy örökölni fogja a világot. 
ROM.4.14	Hiszen ha a törvény alatt élők az örökösök, akkor üressé lett a hit, és hiábavaló az ígéret, 
ROM.4.15	mivel a törvény csak Isten haragjához vezet. Ahol azonban nincs törvény, ott nincs törvényszegés sem. 
ROM.4.16	Azért hitből, hogy kegyelemből legyen, és így bizonyos legyen az ígéret Ábrahám minden utóda számára: nemcsak a törvényből valóknak, hanem az Ábrahám hitét követőknek is. 
ROM.4.17	Ő, ahogyan meg van írva: „sok nép atyjává tettelek téged”, mindnyájunk atyja Isten színe előtt, akiben hitt, aki megeleveníti a holtakat, és létre hívja a nem létezőket. 
ROM.4.18	Reménység ellenére is reménykedve hitte, hogy sok nép atyjává lesz, ahogyan megmondatott: „Ilyen sok lesz a te utódod!” 
ROM.4.19	Mert hitében nem gyengült meg, amikor arra gondolt, hogy százesztendős lévén, elhalt már saját teste, és Sára méhe is elhalt. 
ROM.4.20	Isten ígéretében nem kételkedett hitetlenül, sőt megerősödött a hitben dicsőséget adva Istennek, 
ROM.4.21	és teljesen bizonyos volt afelől, hogy amit Isten ígér, azt meg is tudja tenni. 
ROM.4.22	Ezért Isten ezt „be is számította neki igazságul”. 
ROM.4.23	De nem egyedül érte van megírva, hogy „beszámította neki igazságul”, 
ROM.4.24	hanem értünk is, akiknek majd beszámítja, mert hiszünk abban, aki feltámasztotta a halottak közül Jézust, a mi Urunkat, 
