MAT.1.2	Abraham Aisak tegi, Aisak Zekop tegi. Zekop Zuda gum ntogi tegi. 
JUD.1.11	Mbe maaŋ mbuim, Fhe Bakɨme mben farfagirga. Mbe Kein muuŋgi tɨva zɨn vui. Mbe ŋkɨɨa nzuav mbuav, mbe Baram mbui tɨva mbui. Mbe maaŋ mbuav, mbe Kora fara muuŋgiap Fhe Bakɨme rɨɨŋrɨɨŋgi. Mbe maaŋ mbuav, mbe guigira fhɨreregi.
JUD.1.13	Mbe tamtam farfav mbasɨk phuri ra shogi fhara muuŋgi gumgi ma. Mbe vhɨra mberav tɨvi mbatɨgi ga mbui fhuvara. Mbe kɨrara thivgiap, mbasɨk purira shogim, ana phuvi huri kɨrara ki fara muuŋgiap, mbe won tɨvi mbatɨgir nden tɨ sui. Mbe vhɨra mbu buivar ki ŋkaar fara muuŋgiap, mbe wari wo vui tuavir vui fhuvara. Maaŋ muuŋgiap, Fhe Bakɨme guigira gɨngɨngiap, guigira phɨgi ŋgu ana ana muuŋgi, mbe anan ŋgegɨp, zazera mbara muuŋgip anan kɨrga.
JUD.1.15	Ana za kha nuianan ki gumgi gu mbigi muuŋgi tɨvi mbatɨgi ga suaŋv mbe suaŋv muumbara mbatɨgar mben muuŋgirga. Ana mba suaŋgi tɨvi zɨn ŋgɨ thagi gumgi gu mbigi, ana guigira mben muuŋgirim, mbe guigira wari wo muuŋgi tɨvi mbatɨgi vheza ndigirga. Fhe Bakɨme guigira mba khesharigi gumgir muuŋgirim, mbe guigira wari wo muuŋgi tɨvi mbatɨgi gum mbe mba mbarkɨrga buni mbatɨgir ana suaŋgi, mbe guigira ntan vheza ndigirga.” 
JUD.1.16	Mba gumgi, mbe bigi mben him, mbe za ndavi shiav, buni vhɨrve nzuav, fhura bigir gumgi ga si. Mbe wo ndavi vherir ki tɨvi mbatɨgi, mbe ntara zɨn vui. Mbe maaŋ mbuav, mbe fhura shɨshɨgap kaa bakɨvi ga nzuav, wari wo zɨri ndiv vun kuamkuagi. Mbe maaŋ mbuav wari zɨn ŋgɨr zav fhura gumgi raaŋ shi.
JUD.1.18	Mbe fhum khaŋ nde suaŋgi, “Zisas taagip zirɨrga tuk han mbararga, Fhe Bakɨme nzɨɨv, guigira Zisas khothɨgi gumgi nzɨɨi buni nzuai gumgi hegɨrga. Mbe hegɨp, kɨr Fhe Bakɨme segɨp, mbe won tɨvi mbatɨgira zɨn ŋgɨrga.” 
JUD.1.19	Mba gumgi, mbe Zisas khothɨgap ana zɨn vui gumgi gu mbigi shɨgap, mbe kha nuiana vuzvugi mbatɨgi zɨn vui. Mbe maaŋ mbuim, Fhe Bakɨmen Ŋina Ŋaar mben ki fhu.
JUD.1.21	Fhe Bakɨme guigira won ndavar nde nɨɨŋgi, nde guigira anan hara kɨrim, ana zazera won ndavar nden nɨɨŋri. Nde kɨv, zazera nza wo Bakɨme Zisas Krais rargɨ kɨrim, ana guigira won kora muumbarar ndi kɨra phɨrarim, nde zazera mbara muuŋgiap ki bɨɨŋbɨɨŋ ndigirga. 
JUD.1.22	Nde vhɨra guigira Zisas khothɨgi gumgi gu mbigi, mba ana khothɨgi tɨv havhargi fhu gumgi gu mbigi, nde mben korar muuŋri. 
JUD.1.23	Mbe mbari, mbe vhava rɨr za mbui fara muuŋgi, nde vhemkora mben kurav, taagip mbe ndigiri. Mbe mbari, nde mben kora muuŋv, nde vhɨra mben rivɨri. Mbe guigira ndava vurar kav, mbe guigira nzaŋnzaŋgi. Mben tɨvi mbatɨgi mben shagi ga muuŋgim, nta vhɨra nzaŋnzaŋgi. Nde Fhe Bakɨme nɨman mba nzaŋnzaŋgi tɨvi gum bigi, nde nta thav, samra kɨri.
JUD.1.25	Nza mba Fhe Bakɨ bavira ki. Ana kav, ana nduara nza Bakɨme Zisas Krais muuŋgi ŋaara panan, ana taagiap nza ndigi. Nza ne suaŋv ana zɨ ndiv vun kuamkuarga. Ana nduara ŋgui vhɨrve gari guman pana vhari kɨrga. Ana ŋkasŋka bakɨme ki, ana za kha bigi gari guman pan kɨrga. Ana fhum zazera mbara muuŋgiap ki, ana vhɨra ntigem mbara muuŋgip kɨrga. Ana vhɨra zumgum, ana zazera mbara muuŋgip kɨrga. Khueŋ guigira.
REV.1.2	Gu Zon, gu mba bigi gangiap, gu Zisas Krais Fhe Bakɨme bunin na suaŋgim, gu nta bun nzuai. Gu nta bun nzuav, gu khaŋ nzuai, mba buni, nta guigira buni guari ma.
REV.1.5	Zisas Krais, ana za Fhe Bakɨme buni guarira bun nzuai guma ma. Ana za kha gumgi kharav, rimgiap, fhara khavgi guma ma. Ana vhɨra za kha nuianan ki ŋgui vhɨrve gari gumgir panin guma bakɨme ma. Ana vhɨra fhura nden korar muuŋv, nden ndavir muuŋrim, nde ndavi mbɨrav wari kɨri.
REV.1.5	Ana guigira won ndavar nza nɨɨŋgiap, ana wo vɨzɨnra ana nza muuŋgi tɨvi mbatɨgi, ana nta vhɨzgim, nza bɨkbɨɨgi. 
REV.1.6	Ana nza muuŋgim, nza anan Ndia Fhe Bakɨme piin ki gumgi gu mbigi ki. Nza kav, Fhe Bakɨmen rotu garim, nza za kha bigi ga suaŋv ara han ŋgɨp, nza zazera harigi gumgi gu mbigir kurkurigi. Mba Fhe Bakɨme, ana Zisasan Ndia ma. Zisas Krais, ana zazera guigira zɨ bakɨme kav, ana ŋkasŋka ki. Ne guigi guarara.
REV.1.10	Guma Bakɨme raar, Sanden, Fhe Bakɨme Ŋina Ŋaar na rugim, gu wo zɨn kɨrar mbararagim, guma mbe khɨrɨv kaaim, ana kamthooŋ mbarɨva bi fara muuŋgi. 
REV.1.11	Mba guma khaŋ nzuai, “Ndu khar gari bigi, ndu gavar za nta khergip, nta ndi kha harathɨgi siosi ndi mbarari. Ndu Efesus ŋgu bakɨmen ki sios ndi maaŋv, Smerna gu, Pergamum, Taiataira gu, Sardis, Firaderfia gu Raodisia, ndu za mbe ndi maaŋgiri.”
REV.1.13	Gu guma mbe garim, ana mba kɨnivige kɨtɨgar thɨgap ki. Gu ana garim, ana guman fara muuŋgi. Gu ana garim, ana shaar mpeeŋ guarara sharigim, ana za vera vov ana kurareranira thɨgi. Ana gorar muuŋgi rerar wo tɨgim, ana ana fheeŋphugi zigi. 
REV.1.14	Anan pan gum anan pana rɨgi, nta guigira hurgiap, sipsiva rɨgir huri fara muuŋgiap, vhɨra buiva hura fara muuŋgi. Anan rɨmani foga shiav, vhav foga shi fara muuŋgiap, guigira foga shi. 
REV.1.15	Anan ŋkarveni ŋgarav, mbe bras ndi vhava bakɨme khɨngim, ana shigim, mbe ana hɨvgim, ana ŋgara gari fara muuŋgi. 
REV.1.16	Ana harathɨgi ŋkaa, ana won guva haren nta suirigi. Anan kamthoon, gu gari, ntari ga mbui kos, ana kamthoon hɨgim, ana ana ŋgɨɨgi, ana guigira bɨrgiap, ana bɨrtɨk ndereni vhɨra ki. Ana ana kamthoon kega kɨrar hi. Anan khom, ana guigira ŋgarav, ra guigira sharav, havhargi fara muuŋgi. 
REV.1.18	Gu vhɨra Zazera Mbara Muuŋgiap Ki Guma ma. Gu fhum rimgi. Ndu ntige na ganɨ, gu ntigem zazera mbara muuŋgip kɨrga. Ndu ganɨ, gu Vhɨzi Tɨvar kii suirap, gu vhɨra mba Vhɨzgi Gumgi Ki Ŋgun kii suirigi. 
REV.1.19	Maaŋ muuŋgiap, ndu khar gari bigi, ndu nta khergiri. Kha ntige khar ki bigi gu zumgum hɨrga bigi, ndu nta khergiri. 
REV.1.20	Ndu mba harathɨgi ŋkaa gari, gu won guva haren nta suirigi. Ndu vhɨra mba harathɨgi kɨnivige, mbe gorar nta muuŋgi, mbe raar nta ndai, ndu nta gangi. Nta zorga ki buni ma. Nta nɨɨŋge khaŋ muuŋgi. Mba harathɨgi ŋkaa, nta mba harathɨgi siosi gari enseri ma. Mba harathɨgi kɨnivige, mbe gorar nta muuŋgi, mbe raar nta ndai, nta mba harathɨgi siosi ma.”
REV.2.2	Gu nde mbui tɨvi, gu za nta kaŋgi. Nde vhɨra, nde ŋaara mbatɨga mbui, gu nde kaŋgi. Gu vhɨra nde kaŋgi, nde thɨga havhargiap, nde guigira mba gumgi mbatɨgi, nde mbe vuzvugi fhu. Mba gumgi khaŋ nde suaŋgi, “Nza vhɨra Zisas farasegi ŋaara gumgi ma.” Fhuvara, mbe Zisas farasegi ŋaara gumgi fhuvara. Nde mbe nzuai buni, nde nta kaŋgiap, nde mbe kaŋgi. Mbe bigi guiguigi gumgi ma. 
REV.2.3	Kha gumgi nde garim, nde na zɨ suirigim, mbe tɨvi mbatɨgir nde mbui. Gu khaŋ muuŋgiap kaŋgi, nde thɨga havhargiap, mba simtɨgi ndiav, nde mba ŋaara mbatɨga mbuav, nde nen vhukvhugi fhuvara. 
REV.2.4	“ ‘Gu vhɨra khaŋ muuŋgi kama havhareŋ vhɨra nden ki. Nde fhum kamara nde guigira na khothɨgap, nde won ndavir na nɨɨŋgi, nde ntige fhu. 
REV.2.5	Nde fhum tɨvar vhuuaŋ muuŋgi, nde ntige mba tɨva thav, nde rav, nɨɨeŋ regi. Maaŋ muuŋgiap, nde mba fhum muuŋgi tɨvi, nde wom nta ndɨkndɨgɨri. Nde nta ndɨkndɨgɨp, nde wom ndavi dorgɨp, nde mba fara muuŋgi tɨvi, nde wom ntan muuŋri. Nde maaŋ muuŋgip, maaŋ muunga fhu, gu nden han zɨv, nde tɨn mba rama ndigirga. 
REV.2.6	Nde mbui tɨvar vhuuŋ mbe khare. Nde guigira Nikorasiŋ mbui tɨvi vuzvugi fhu. Gu vhɨra, gu mbe mbui tɨvi, gu guigira nta vuzvugi fhu.
REV.2.9	Gu nden hi simtɨgi gu zaagi, gu nta kaŋgi. Gu vhɨra nde kaŋgi, nde guigira fhɨrgerɨgap ki. Nde vhɨra guigira bigi vhɨrve ki. Gu gumgi mbari nde nzɨɨv nde nzuai buni mbari, gu nta kaŋgi. Mba gumgi khaŋ nzuai, “Nza Zudaiŋ ma.” Mbe Zudaiŋ fhuvara. Zakɨra fhuvara! Mbe Satan ntɨɨri ma. 
REV.2.10	Nde tuga bisanera, nde zaa ndirga. Nde nen rivɨ thari. Nde mbarara. Fhe Bakɨme nde ana khothɨgi ndɨkndɨga ganɨn za mbui, nde guigira ana khothɨgi o, fhuvara? Ana maaŋ muuŋgiap, ana fhura nde ganɨrim, nden Satan mben muunga, mbe nden panɨn saŋv rɨgar gumgi thari suigɨp, mbe fup bɨna surga. Nde mba simtɨgi gu zaagi, nde phɨkthɨgi rarir, nde mba simtɨgi gu zaagi ndirga. Nde guigira Zisas khothɨgi ndɨkndɨk, nde ana kuemkuegɨ thari. Nde ana suira havhargip, kɨv, ŋgɨp, rimgiri. Gu nen vhezar nde ndɨɨi farar muuŋgip, gu zazera mbara muuŋgiap ki bɨɨŋbɨɨn nden nɨɨŋgirga.
REV.2.13	Gu mba nde ki ŋgu, gu guigira ana kaŋgi. Satan ŋgui vhɨrve gari guman pan pigi mpirmpirɨk mba ŋgun ki. Nde khaŋ tɨga havhargiap, na zɨ suirav, na khothɨgap, nde mba na khothɨgi ndɨkndɨk, nde ana vhagi fhuvara. Fhum kha guma Antipas, ana na buna vhuueŋ bun nzuai guma kegi. Ana nde phorga kegi. Ana guigira na buni zɨn vui guma kegi. Mbe nde ŋgura ana shogim, ana rimgi. Mba ŋgu, Satan anan ki. Mba tugen nde vhɨra kɨr na segi fhuvara.
REV.2.15	Mba tɨvara mbui gumgi mbari nden han ki. Mbe Nikorasiŋ ntɨɨri nzuai buni zɨn vui. 
REV.2.16	Maaŋ muuŋgiap, nde ndavi dorgɨri. Nde ndavi dorgɨrga fhu, zumgum tuga bisanera, gu ndun han zɨrga. Gu zɨv, mba nan kamthoon ki ntari ga mbui kos, gu anan mba gumgi phorgɨ shogɨrga.
REV.2.19	Gu nde mbui tɨvi, gu za nta kaŋgi. Gu kaŋgi, nde guigira mba gumgi gu mbigi, nde won ndavir mbe ndɨɨv, nde na khothɨgap, nde mba gumgi gu mbigir kurkurav, mbarkɨrga ŋaari, nde nta mbui. Gu kaŋgi, nden hi simtɨgi, nde za nta khɨgathɨgap havhargi. Gu nde fhum muuŋgi ŋaari, gu nta kaŋgi. Nde ntigem mbui ŋaari, nta guigira nde fhum muuŋgi ŋaari kambarigi.
REV.2.21	Gu ana ndava dorgɨrga ne vuzvugiap, gu fhura ana garim, ana kha tugi mbarir khar ki. Ana ndava domdorɨ thagi. Ana ndav dorgɨp, mba wo ruarir gumgi ndi tɨva thamtha thagi. 
REV.2.22	Nde ganɨri! Gu mba mbigar muuŋgirim, ana rɨmɨv, zaa bakɨme ndirga. Mba ana phorga ruarir gumgi gu mbigi wari ndi gumgi, mbe ndavi dorgɨp, ana mba mbui tɨvi, mbe kɨr nta sɨ tharga, gu vhɨra zaa bakɨme gu simtɨga bakɨmen mben nɨɨŋgirga. 
REV.2.23	Anan tari vhɨra, gu mbe shogɨrim, mbe vhɨzgirga. Gu maaŋ muuŋgirga, mba siosi za kaŋgirga, gu tuituigira gumgi ndavi vheri gum mben ndɨkndɨgi gari. Gu nde bevbevira mba mbui tɨvi tugɨratɨgɨp nta suaŋv vhezar za nden nɨɨŋgirga.
REV.2.24	“ ‘Gu ntigem nde mba harigi gumgi gu mbigi, nde Taiataira siosan ki, gu kameŋ nden ki. Nde mba mbigar kameŋ zɨn vegi fhuvara. Nde vhɨra mbe khaŋ nzuai tɨvi, “Satanan zorga ki buni,” nde mba tɨvi kaŋgi fhuvara. Gu khaŋ nde nzuai, gu harigi simtɨgar nden tɨ khɨngirga fhuvara. 
REV.2.25	Nde mba suirigi bigi, nde nta suira havhargira kɨrim, gu taagi zɨrga.
REV.2.27	Ana ainan muuŋgi mpiiŋsɨga suirav, ana khaŋ tɨgɨp ŋkasŋkagip mbe ganɨv, ana mbe mba nuianan muuŋgi nda shoga ana berberi fara muuŋgi tɨvar mben muuŋv mben kora muuŋgirga fhu. Gu ana nɨɨnga ŋkasŋka, ana na Ndia na nɨɨŋgi ŋkasŋkara fara muuŋgi. Ana mba ŋaarar na nɨɨŋgim, gu kha gumgi gu mbigi gari. 
REV.2.28	Gu vhɨra mba mɨn gori ndai kam, gu vhɨra anan anan nɨɨŋgirga. 
REV.2.29	Guma khuarani kɨv, ana tuituigip Fhe Bakɨmen Ŋina Ŋaar kha siosi gu nzuai buni mbararari.’ ”
REV.3.2	Nde za kuigi, nde khavik. Nden Kraisan tɨvir vhuuiŋ zɨn vui tɨvi za khar ki, nde nta havhargiri. Nde muuŋv kɨrim, nta fhura vhɨzgirga. Ne khaŋ muuŋgi, gu nden ŋaari garim, nta za nan Fhe Bakɨme rɨmani nɨman nde mba khavgi ŋaari, nde za the vhɨzgi fhuvara. 
REV.3.3	Nde mba fhum mbararagiap ndigi buna vhuueŋ, nde taagi ne ndɨkndɨgɨri. Nde tuituigip ana zɨn ŋgɨp, wom ndav dorgɨri. Nde maaŋ muuŋgip ŋkuu thav khavgirga fhu, gu kɨɨi guma zi farar muuŋgip, gu vhemkora nden hɨgɨrga. Nde gu zɨrga tuk, nde ana kaŋgirga tuktɨgi fhuvara.
REV.3.6	Guma ana khuarani kɨv, ana tuituigip Fhe Bakɨmen Ŋina Ŋaar kha siosi ga nzuai buni mbararari.’ ”
REV.3.8	Gu nde mbui tɨvi, gu za nta kaŋgi. Nde ganɨ! Gu nde nɨman, gu thɨma ntarigim, ana ki. Guma the, ana puigɨrga tuktɨgi fhuvara. Gu khueŋ kaŋgi, nde ŋkasŋka bisanera mbar kim, nde na buni zɨn vui. Nde kɨr na zɨ segi fhuvara. 
REV.3.9	Nde mba Satan gumgi kaŋgi. Mbe khaŋ nzuai, mbe Zudaiŋ ma. Mbe maaŋ nzuai, mbe Zudaiŋ fhuvara. Mbe guiguigi gumgi ma. Nde mbarara! Gu mba gumgir muuŋrim, mbe zɨv nde ŋkarveni nɨman thɨvi phɨrɨv, mbe khueŋ kaŋgirga, gu guigira wo ndavar nde nɨɨŋgi. 
REV.3.10	Nde na kameŋ zɨn vov, nde hi simtɨgi, nde za thɨga havhargiap, nta ndi. Maaŋ muuŋgiap, gu nde ganɨnga, mba za kha nuianan ki gumgi gu mbigir hɨv mben panɨnga mparmpare gum mba zaagi, nta nden hɨgɨrga tuktɨgi fhuvara. 
REV.3.11	Gu vhemkora nden han zɨgɨrga. Nde guigira na khothɨgi ndɨkndɨk, nde ana suira havhargiri. Nde muuŋv kɨrim, guma the nde tɨn nden vheza ndigirga.
REV.3.13	Guma ana khuarani kɨv, ana tuituigip Fhe Bakɨmen Ŋina Ŋaar kha siosi ga nzuai buni mbararari.’ ”
REV.3.15	Gu nde mbui tɨvi, gu za nta kaŋgi. Gu nde kaŋgi, nde raŋgi fhu, nde vhɨra shigi fhu. Gu vuzvugi, nde raŋgira kɨrga o, nde shigira kɨrga. 
REV.3.16	Ne fhuvara. Nde maneŋ bisanera shigi. Nde pim shigi fhuvara, nde vhɨra pim raŋgi fhuvara. Maaŋ muuŋgiap, gu won kamthoon nde viar za mbui. 
REV.3.17	Ndu khaŋ nzuai, “Gu ŋkɨɨa vhɨrve kav, gu bigi vhɨrve khar ki. Gu bigɨn the sosuagi fhuvara.” Nde maaŋ nzuai, nde fhuvara. Nde guigira za mbatɨgiap ki. Nde kha gumgi nde korar muunga tuktɨgi. Nde guigira bigi sosuagip, nden rɨmani mbatɨgim, nde vhɨra mbugumra ki. Nde maaŋ muuŋgiap kav, nde ne kaŋgi fhuvara. 
REV.3.18	Maaŋ muuŋgiap, gu mba ndɨkndɨgar nden nɨɨn za mbui. Nan gor, vhav za ana tuav, anan vhen ki bigi mbatɨgi, ana za nta vhɨzgi. Maaŋ muuŋgiap, nde nan gor ga vhezɨri. Nde ana vhezgirga, nde guigira ŋkɨɨa vhɨrve guarira kɨrga. Nde vhɨra shagi huri ga vhezgip, nta shargirim, nta nde fhava vharari. Maaŋ muuŋgirga, mba gumgi nde ganɨnga, nde mbugumra ki ne suaŋv mberɨrga fhu. Nde vhɨra won rɨmanin vhorga marasin ga vhezgip, won rɨmanin vhuigirim, nden rɨmani nzerarim, nde tuituigip ganɨnga. 
REV.3.19	Gu mba vuzvugi gumgi, gu mbe vhegap, mbe mbui tɨvi ndiv thɨgar mbai. Maaŋ muuŋgiap, nde khaŋ tɨgɨp havhargip won tɨvi ndi thɨgar maaŋri. Nde won tɨvi ndi thɨgar maaŋv, vhɨra ndavi dorgɨri.
REV.3.21	Guma ana maaŋ muuŋgip ntarar muuŋv, ana ŋkasŋkagip mba ntara kambararga, gu fhura ana ganɨrim, ana na phorgɨp ŋgui vhɨrve gari guman pan pigi mpirmpirɨga perarga. Gu fhum maaŋ muuŋgiap, ntara kambarav, gu won Ndia phorgap, anan ŋgui vhɨrve gari guman pan pigi mpirmpirɨga perigi, ana vhɨra mba mpirmpirɨgar muuŋgirga. 
REV.3.22	Guma ana khuarani kɨv, ana tuituigip Fhe Bakɨmen Ŋina Ŋaar kha siosi ga nzuai buni mbarari.’ ”
REV.4.2	Ana nen na nzuavra thagim, Fhe Bakɨmen Ŋina Ŋaar khaŋ tɨgap na rugim, gu Hevenan garim, ŋgui vhɨrve gari guman pan pigi mpirmpirɨga mbe kim, guma mbe mba mpirmpirɨga perav ki. 
REV.4.3	Mba guma, ana guigira ŋgarav zaspa kɨma fara muuŋgiap vhɨra konirian kɨma hɨva fara muuŋgi. Gu vhuisha mbe garim, ana mba ŋgui vhɨrve gari guman pan pigi mpirmpirɨga behuigi. Gu ana gari, ana ŋgarav emerar kɨma ŋgarɨŋ fara muuŋgi. 
REV.4.4	Gu garim, gumgir pani piigi 24 mpirmpirɨgi, nta mba ŋgui vhɨrve gari guman pan piigi mpirmpirɨga behuigia naaŋgi. Gu gari 24 gumgir pani mba mpirmpirɨgi ga piigi. Mba gumgir pani, mbe shagi huri shargiap, mbe ŋgui vhɨrve gari gumgir pani fi khorshɨgi mbe gorar nta muuŋgi, mbe ntan fegi. 
REV.4.5	Gu mba ŋgui vhɨrve gari guman pan pigi mpirmpirɨgar, gu gari, buip vhekvhegap fhura shɨkshɨga ndogi. Gu mbararagim, khɨkhɨɨ bakɨvi him, buip phɨreri. Mba mpirmpirɨga nɨman harathɨgi nteni kɨgi, mbe nta pooŋgim, nta shiav ki. Mba harathɨgi nteni kɨgi, nta Fhe Bakɨmen harathɨgi ŋiniŋgi ma. 
REV.4.6	Mba ŋgui vhɨrve gari guman pan pigi mpirmpirɨga nɨman bigɨna mbe ki. Ana mbasɨga fara muuŋgiap rɨgav ki. Mba mbasɨk, mbe grasan ana muuŋgi fara muuŋgi. Ana guigira ŋgara gari.
REV.4.6	Fethɨgi bigi, nta ŋamki, nta mba ŋgui vhɨrve gari guman pan pigi mpirmpirɨgar fethɨgi gagiven thivgia ki. Mba fethɨgi ŋamki bigi, nta guigira rɨmgi vhɨrve ki. Mba rɨmgi za mbe khargi suvav, vhɨra mbe zɨn kɨrir ki. 
REV.4.7	Mba ŋamki bigi rɨgar fharigine, ana raion fara muuŋgi. Mba ara thɨgi ŋamki bigɨn, ana borombaga pura fara muuŋgi. Mba phuni thɨgi ŋamki bigɨn, ana khom, ana guma khoma fara muuŋgi. Mba fethɨgi ŋamki bigɨn, ana baŋga bakɨme fara muuŋgiap gaa rui. 
REV.4.8	Mba fethɨgi ŋamki bigi, nta bevbevira, nta mporathɨgi vhɨgi ki. Ntan rɨmgi za ntan khargi suvgiav, vhɨra ntan vhɨgir piin ki. Nta kav, ra gu maan, mbe khaŋ nzuai, “Guma Bakɨme, ana Za Ŋkasŋka Ki Fhe Bakɨme ma. Ana ŋgarigi, ana ŋgarigi, ana ŋgarigi. Ana fhum guarara ki, ana ntige ki, ana zumgum taagi zirɨrga.” Mbe vhuksuegap mba kameŋ nzuai fhuvara. 
REV.4.10	Mbe maaŋ mbui tugar, mba 24 gumgir pani, mbe zazera mba ŋgui vhɨrve gari guman pan pigi mpirmpirɨga pigi guma, mbe ana nɨman thɨvi phɨra fav, ana rotu mbui. Ana zazera mbara muuŋgiap ki guma ma. Mbe zazera wari won gorar muuŋgi khorshɨgi, mbe nta fuav, ana ŋgui vhɨrve gari guman pan pigi mpirmpirɨga nɨma sui. Mbe nta ndi suav khaŋ muuŋgia tɨgap, ŋgava mbui.
REV.4.11	Ndu nduara, ndu vu guarara kim, kha gumgi za ndun ndikndigira tuktɨgi.
REV.4.11	Mbe zɨ bakɨmen ndun nɨɨŋv, ndun ndikndigɨp ndu zɨ ndiv vun kuamkuav, ndun ŋkasŋkara piin kɨrga.
REV.4.11	Ne khaŋ muuŋgi, ndu za kha bigi ga muuŋgi.
REV.4.11	Ndu won vuzvugara ndu za kha bigi ga muuŋgim, nta hɨgap ntige khar ki.”
REV.5.2	Gu Fhe Bakɨme enser ŋkasŋka mbe garim, ana khɨrɨv, kaav, khaŋ nzuai, “The guman ŋkasŋka guar, ana kha mbe kha gava mpɨrigi kendorar vhera daaŋgip kha gava fhogɨrie?” 
REV.5.3	Kha Hevenan ki guma the fhu, kha nuianan ki guma the fhu, vhɨra kha nuiana piin ki guma the fhu. Mbe zam, mbe the kha gava fhogɨp, ana vhee gangirga tuktɨgi fhuvara. 
REV.5.4	Gu khaŋ mbui gangana muuŋgi. Mba gava fhogɨp, ana vhee ganɨnga tuktɨgi guma the ki fhu. Gu maaŋ muuŋgiap nzi mbatɨga mbui. 
REV.5.5	Mba guman pana mbe khaŋ na nzuai, “Ndu nzi thari! Ndu mbarara! Mba Zuda Shɨgar Hɨgi Raion, ana mba ŋgui vhɨrve gari guman pan Devitan nzɨga mbe ma. Ana ntara mbuav, won pana gumgi kambarav mbe mbevigi. Ana mba harathɨgi kendorar vheri mba gava mpɨrigi, ana nta daaŋgip mba gava fhogɨrga tuktɨgi.”
REV.5.7	Mba Sipsiva Ŋguk vov, mba ŋgui vhɨrve gari guman pan pigi mpirmpirɨga perigi guman han anan guva haren mba gava ndigi. 
REV.5.8	Ana mba gava ndigim, mba ŋamki fethɨgi bigi gum mba 24 gumgir pani, mbe thɨvi phɨrav, mba Sipsiva Ŋguga nɨman fegi. Mbe fegap, mbe bevbevira, mbe gita fara muuŋgi bigi suigi. Mbe nta suigiap, gorar muuŋgi thuuri, mbe nta phorga suigi. Mba ndɨga vhuuŋ hi vhava thuuri za mba thuurir kav hi. Nta Fhe Bakɨmen gumgi gu mbigi ana phorga nzuai nen panpana rugi bigi ma. 
REV.5.9	Mbe mbara ŋgavar kama mbe mbui. Mba ŋgav khaŋ nzuai,
REV.5.9	“Ndu mba gava ndigip, mba kendori vhera daaŋgirga tuktɨgi.
REV.5.9	Ne khaŋ muuŋgi, mbe ndu shogim, ndu rimgiap, ndu wo vɨzɨnan panan Fhe Bakɨme nzuav kha gumgi gu mbigi ga vhezgi.
REV.5.9	Ahaŋ, ndu za kha nuianan ki fhavi ki gumgi gu mbigi mbari ga vhezav, za kha nuianan ki kaa mbari ga vhezav, vhɨra za kha ŋguir ki gumgi gu mbigi mbari ga vhezav, vhɨra za kha nuianan ki ŋgui bakɨvir ki gumgi mbari, ndu zam mbe vhezgi.
REV.5.10	Mbe za kha nuianan ki gumgi gu mbigi ganɨnga.”
REV.5.12	Mbe thivgiap, khɨrɨv kaav, khaŋ nzuai,
REV.5.12	“Mbe mba fhum shogi rimgi Sipsiva Ŋguk, ana guigira ŋkasŋka bakɨme gum, bigir vhuuiŋ gum, ndɨkndɨgir vhuuiŋ gum, ŋkasŋka bakɨme ndigirga.
REV.5.12	Ana guigira kha gumgi za ana zɨ ndiv vun kuamkuav anan ndikndigɨp, ana phorgɨ suanga tuktɨgi!”
REV.5.13	“Mba ŋgui vhɨrve gari guman pan, ana won mpirmpirɨga pigi.
REV.5.13	Mba Sipsiva Ŋguk vhɨra, mani vhɨra wani tɨgɨp, mbe manin ndikndigap, mani ga nzuai buni gum, zɨ bakɨme gum, manin ndikndigi ndikndik gum, manin ŋkasŋka, mani wani tɨgɨp zazera nta ndiv, zazera mbara muuŋgip kɨrga tuktɨgi.”
REV.5.14	Mba ŋamki fethɨgi bigi, nta khaŋ nzuai, “Nai guigi guarara!” Mbe maaŋ nzuaim, mba gumgir pani thɨvi phɨrav, fegav, mani rotu mbui.
REV.6.2	Gu ana mbararagiap, mbaram garav, gu hos hura mbe garim, guma mbe mbi suirav, ana perigi. Mbe ŋgui vhɨrve gari guman pan fi khorshɨga mben ana fagim, ana ntara kambarav vui guma fara muuŋgiap, vov, Heven thav, nuianan vergap, won pana gumgi kaman za vui.
REV.6.3	Mba Sipsiva Ŋguk mbaram hɨgap, mba fharigi kendorar vhera thɨgi kendorar vhera suirav ana daaŋgi. Gu mbararagim, mba fharigi ŋamki bigɨnara thɨgi ŋamki bigɨn, ana kama hegap nzuai. Ana khaŋ nzuai, “Ndu khar zɨ!” 
REV.6.4	Ana maaŋ na nzuaim, gu gari, harigi hos mbe kɨrar hɨgi. Mba hos, ana hosa hɨp ma. Mba hos ga perigi guma, Fhe Bakɨme ŋkasŋkar ana nɨɨŋgi. Mba ŋkasŋka, ana kha nuianan ki gumgi gu mbigir muuŋgirim, mbe panin wari ga kegɨrga ŋkasŋka ma. Mbe panan wari ga kegɨp, kha nuianan ki gumgi thari, mbe harigi ntɨɨri shogɨrim, mbe vhɨzɨrga. Mbe mba ŋaarar muun zav ntari ga mbui kos bakɨ mben ana nɨɨŋgi.
