PSA.1.1	 Blažen 
2CO.8.20	 kako bismo izbjegli to da nas netko ne okrivi zbog ovog izobilja koje mi poslužujemo;
2CO.8.21	 jer se skrbimo za čestito, ne samo pred Gospodinom nego i pred ljudima.
2CO.8.22	 A s njima smo poslali našega brata za kojega smo mnogo puta utvrdili da je marljiv u mnogo čemu, a sada je još marljiviji na temelju velikog pouzdanja koje 
2CO.8.23	 Ako se netko 
2CO.8.24	 Stoga im pokažite i pred crkvama dokaz svoje ljubavi i našega ponosa radi vas.
2CO.9.1	 Jer što se tiče posluživanja svetima, suvišno mi je pisati vam,
2CO.9.2	 jer poznajem vašu gorljivost zbog koje se ponosim radi vas pred Makedoncima da je Ahaja bila spremna od prošle godine; i vaša je revnost potaknula mnoge.
2CO.9.3	 Ipak sam poslao braću da naš ponos koji je zbog vas ne bude uzaludan u tom pogledu, kao što sam rekao, budite spremni;
2CO.9.4	 da se, ako sa mnom dođu Makedonci i nađu vas nespremne, ne osramotimo mi, da ne kažemo vi, u tom istom pouzdanju kojim se ponosimo.
2CO.9.5	 Stoga sam smatrao potrebnim potaknuti braću da prije odu k vama i da taj isti vaš već ranije obećani poklon bude spreman kao poklon, a ne kao lakomost.
2CO.9.6	 Ali ovo 
2CO.9.7	 Svatko 
2CO.9.8	 A Bog 
2CO.9.9	 (Kao što je zapisano: “Naširoko je razasuo, dao je siromašnima; njegova pravednost ostaje zauvijek.”
2CO.9.10	 A onaj koji se brine za sjeme sijaču, brine se i za kruh za 
2CO.9.11	 da u svemu budete obogaćeni za svaku darežljivost koja kroz nas prouzročuje zahvalu Bogu.
2CO.9.12	 Jer upravljanje ovom službom, ne samo što podmiruje oskudicu svetih, nego i obiluje mnogim zahvalama Bogu.
2CO.9.13	 Kroz isprobavanje ove službe, oni slave Boga zbog vaše pokornosti u priznavanju evanđelja Kristova, i zbog vaše velikodušne raspodjele prema njima i prema svima,
2CO.9.14	 te u svojoj molitvi za vas čeznu za vama zbog preobilne Božje milosti u vama.
2CO.9.15	 Neka 
2CO.10.1	 A ja, Pavao, osobno vas zaklinjem krotkošću i blagošću Kristovom; 
2CO.10.2	 Ali 
2CO.10.3	 Jer premda hodimo u tijelu, ne ratujemo po tijelu.
2CO.10.4	 (Jer oružje našega ratovanja nije tjelesno, nego je silno u Bogu za rušenje utvrda.)
2CO.10.5	 Obaramo umišljenosti i svaku uznositost koje se diže protiv spoznavanja Boga, i zarobljujemo svaku misao na poslušnost Kristu.
2CO.10.6	 I u pripravnosti imamo osvetu za svaku neposlušnost kad se ispuni vaša poslušnost.
2CO.10.7	 Gledate li na vanjštinu? Ako je tko uvjeren za sebe da je Kristov, neka sâm od sebe ponovo promisli ovo, da kako 
2CO.10.8	 Jer premda bih se i nešto više trebao hvaliti našom vlašću koju nam je Gospodin dao na izgradnju, a ne na vašu propast, ne bih se trebao postidjeti;
2CO.10.9	 tako da se ne bi činilo kao da vas zastrašujem pismima.
2CO.10.10	 Jer 
2CO.10.11	 Neka takav razmisli o ovome: da kakvi smo riječju u pismima, kad smo odsutni, takvi 
2CO.10.12	 Jer se ne usuđujemo ubrajati ili sebe uspoređivati s nekima koji sami sebe preporučuju. Ali oni koji sami sebe među sobom mjere i sami se sa sobom uspoređuju, nisu mudri.
2CO.10.13	 A mi se nećemo hvaliti preko mjere, nego po mjeri mjerila koje nam je odmjerio Bog kao mjeru da bi doprli i do vas.
2CO.10.14	 Jer mi se ne protežemo preko 
2CO.10.15	 Ne hvalimo se prekomjerno tuđim naporima, nego imamo nadu da ćemo se, s uzrastom vaše vjere i mi, po našem mjerilu, uzveličati među vama,
2CO.10.16	 te propovijedati evanđelje u krajevima dalje od vas, a ne ponositi se onim što je već učinio netko drugi.
2CO.10.17	 A “tko se hvali, u Gospodinu neka se hvali.”
2CO.10.18	 Jer nije prokušan onaj koji sam sebe preporučuje, nego onaj kojega Gospodin preporučuje.
2CO.11.1	 Daj Bože, kad biste podnijeli malo mojega bezumlja! Zapravo, i podnosite me.
2CO.11.2	 Jer ljubomoran sam na vas Božjom ljubomorom, jer sam vas zaručio s jednim mužem, da vas privedem Kristu kao čistu djevicu.
2CO.11.3	 Ali se bojim da se slučajno ne bi, kao što je zmija zavela Evu svojim lukavstvom, vaše misli pokvarile od jednostavnosti koja je u Kristu.
2CO.11.4	 Jer ako onaj tko dođe propovijeda drugog Isusa, kojega mi nismo propovijedali, ili ako primate drugog duha, kojega niste primili, ili drugo evanđelje, koje niste prihvatili, takvog dobro podnosite.
2CO.11.5	 Smatram, naime, da ni u čemu nisam manji od najglavnijih apostola.
2CO.11.6	 Ako sam i nevješt u govoru, nisam u znanju, štoviše, to smo vam pokazali u svemu i pred svima.
2CO.11.7	 Ili sam počinio grijeh što sam vam besplatno navješćivao evanđelje, ponizujući sebe da vas uzvisim?
2CO.11.8	 Druge sam crkve plijenio, primajući od njih plaću da bih vama služio.
2CO.11.9	 I kad sam bio kod vas i zapao u oskudicu, nisam nikome bio na teret jer su moju oskudicu namirila braća koja su došla iz Makedonije. I u svemu sam se čuvao i čuvat ću se da vas ne opterećujem.
2CO.11.10	 Tako mi Kristove istine u meni, ove mi hvale nitko neće oduzeti u ahajskim krajevima!
2CO.11.11	 Zašto? Jer vas ne ljubim? Bog zna!
2CO.11.12	 Ali što činim, činit ću i dalje, da mogu oduzeti prigodu onima koji traže prigodu da bi se u onome čime se hvale našli da su kao mi.
2CO.11.13	 Jer takvi su ljudi lažni apostoli, prijevarni radnici, koji se pretvaraju u Kristove apostole.
2CO.11.14	 Nije ni čudo, jer se sam Sotona pretvara u anđela svjetla.
2CO.11.15	 Stoga, nije ništa osobito ako se i njegovi službenici pretvaraju kao da su službenici pravednosti. Svršetak će im biti prema njihovim djelima.
2CO.11.16	 Ponovno kažem, neka me nitko ne smatra bezumnikom. U protivnom, primite me i kao bezumnika da se i ja mogu nešto malo pohvaliti.
2CO.11.17	 Ovo što govorim ne govorim po Gospodinu, nego kao u bezumlju, u tom pouzdanju kojim se ponosimo.
2CO.11.18	 Pošto se mnogi hvale po tijelu, i ja ću se pohvaliti.
2CO.11.19	 Jer vi rado podnosite bezumnike, vi koji 
2CO.11.20	 Jer podnosite, ako vas tko zarobljuje, ako vas tko proždire, ako 
2CO.11.21	 Govorim na sramotu kao da smo mi bili slabi. Ali u čemu je tko hrabar, u bezumlju govorim, hrabar sam i ja.
2CO.11.22	 Jesu li Hebreji? I ja 
2CO.11.23	 Jesu li poslužitelji Kristovi? Kao bezumnik govorim: ja 
2CO.11.24	 Od Židova sam primio pet puta po četrdeset 
2CO.11.25	 Triput sam bio šiban, jedanput kamenovan, triput doživio brodolom, noć i dan proveo sam u dubokom moru.
2CO.11.27	 u naporu i muci, u bdjenjima često, u gladi i žeđi, često u postovima, u hladnoći i golotinji.
2CO.11.28	 Pored svega toga izvanjskog, koje se svakodnevno okomljuje na mene, 
2CO.11.29	 Tko je slab, a da ja nisam slab? Tko se sablažnjava, a da ja ne izgaram?
2CO.11.30	 Ako se trebam hvaliti, svojim ću se slabostima hvaliti.
2CO.11.31	 Bog i Otac Gospodina našega Isusa Krista, koji je blagoslovljen zauvijek, zna da ne lažem.
2CO.11.32	 U Damasku je upravitelj pod kraljem Aretom čuvao damašćanski grad 
2CO.11.33	 i spustili su me kroz prozor preko zida u košari te sam umaknuo njegovim rukama.
2CO.12.1	 Hvaliti se, bez sumnje, ne koristi mi; doći ću do viđenja i otkrivenja Gospodinovih.
2CO.12.2	 Znao sam čovjeka u Kristu prije četrnaest godina, ne znam da li u tijelu, ne znam da li izvan tijela, Bog zna, taj je bio uznesen do trećeg neba.
2CO.12.3	 I znao sam tog čovjeka, da li u tijelu, ne znam ili izvan tijela, ne znam: Bog zna,
2CO.12.4	 da je bio uznesen u raj i čuo neizrecive riječi koje čovjeku nije zakonom dopušteno izgovoriti.
2CO.12.5	 Takvim ću se hvaliti, a samim sobom se neću hvaliti, osim svojim slabostima.
2CO.12.6	 Jer ako bi se i htio hvaliti, ne bih bio bezuman, jer bih govorio istinu. Ali se 
2CO.12.7	 I da se ne bi uzvisio preko mjere zbog obilja otkrivenja, dan mi je trn u tijelo, Sotonin poslanik, da me udara da se ne uzvisim preko mjere.
2CO.12.8	 Za to sam triput zaklinjao Gospodina da to odstupi od mene.
2CO.12.9	 A on mi je rekao: “Dovoljna ti je moja milost, jer se moja snaga usavršuje u slabosti.” Radije ću se dakle hvaliti svojim slabostima da bi snaga Kristova mogla počivati na meni.
2CO.12.10	 Stoga uživam u slabostima, u pogrdama, u potrebama, u progonstvima, u tjeskobama radi Krista. Jer kada sam slab, onda sam jak.
2CO.12.11	 Postao sam bezumnik hvaleći se! Vi ste me primorali jer je trebalo da me vi preporučujete jer ni u čemu nisam manji od najglavnih apostola, premda sam ništa.
2CO.12.12	 Doista znakovi apostola ostvareni su među vama sa svom strpljivošću, u znakovima i čudesima, i silnim djelima.
2CO.12.13	 Jer što je to u čemu ste vi manji od drugih crkava, osim što vam ja osobno nisam bio na teret? Oprostite mi tu krivicu!
2CO.12.14	 Evo, spreman sam treći put doći k vama i neću vam biti na teret, jer ne tražim vaše, nego vas. Jer djeca ne moraju stjecati roditeljima, nego roditelji djeci.
2CO.12.15	 A ja ću najradije trošiti i istrošiti se za vaše, i što vas više ljubim, manje sam ljubljen.
2CO.12.16	 Ali neka bude, ja vas nisam opteretio, nego sam vas, lukav kakav jesam, na prijevaru uhvatio.
2CO.12.17	 Jesam li ja zaradio na vama po nekom od onih koje sam poslao k vama?
2CO.12.18	 Zamolio sam Tita i s 
2CO.12.19	 Mislite li da se ponovno pred vama opravdavamo? Govorimo pred Bogom u Kristu, a sve ovo 
2CO.12.20	 Jer se bojim kad dođem da vas možda neću naći kakve bih htio, i 
2CO.12.21	 i da me moj Bog, kad ponovo dođem, ne ponizi kod vas te da ne bih morao oplakivati mnoge koji su prije sagriješili, a nisu se pokajali za nečistoću i bludništvo i razvratnost koju su počinili.
2CO.13.1	 Ovo 
2CO.13.2	 Rekao sam već prije i sada govorim kao kad sam bio drugi put nazočan, a sada odsutan, pišem onima koji su prije sagriješili i svima ostalima da, ako ponovo dođem, neću štedjeti.
2CO.13.3	 Pošto vi tražite dokaz da Krist govori u meni, koji nije slab prema vama, nego je silan u vama.
2CO.13.4	 Jer iako je i bio razapet po slabosti, ali živi po snazi Božjoj. Jer smo i mi slabi u njemu, ali ćemo s njime živjeti po snazi Božjoj za vas.
2CO.13.5	 Sami sebe ispitajte jeste li u vjeri! Sami sebe isprobajte! Ne poznajete li sami sebe, da je Isus Krist u vama? Osim ako niste odmetnuti.
2CO.13.6	 A nadam se da ćete spoznati da mi nismo odmetnuti.
2CO.13.7	 I molim se Bogu da ne činite nikakvog zla, ne da se mi pokažemo prokušani, nego da vi dobro činite, a mi makar bili kao odmetnuti.
2CO.13.8	 Jer ništa ne možemo protiv istine, već 
2CO.13.9	 Jer se radujemo kad smo mi slabi, a vi jaki, a i ovo želimo: vaše usavršavanje.
2CO.13.10	 Zbog toga, odsutan, ovo pišem da, nazočan, ne bih morao oštro postupati, prema vlasti koju mi je dao Gospodin za izgradnju, a ne za rušenje.
2CO.13.11	 Konačno, braćo, budite pozdravljeni! Usavršavajte se, tješite se, budite iste misli, živite u miru pa će Bog ljubavi i mira biti s vama!
2CO.13.12	 Pozdravite jedan drugoga svetim poljupcem!
2CO.13.13	 Pozdravljaju vas svi sveti.
2CO.13.14	 Milost Gospodina Isusa Krista i ljubav Boga i zajedništvo Duha Svetoga 
GAL.1.1	 Pavao apostol, ne od ljudi, niti po čovjeku, nego po Isusu Kristu i Bogu Ocu koji ga je uskrsnuo od mrtvih;
GAL.1.2	 i sva braća koja su sa mnom: crkvama u Galaciji.
GAL.1.3	 Milost vam i mir od Boga Oca, i 
GAL.1.4	 koji je samog sebe predao za naše grijehe da nas izbavi od sadašnjeg zlog svijeta, po volji Boga i Oca našega!
GAL.1.5	 Njemu neka je slava uvijek i zauvijek. Amen!
GAL.1.6	 Čudim se da se tako brzo odmećete, od onoga koji vas je pozvao Kristovom milošću na drugo evanđelje,
GAL.1.7	 koje nije drugo, nego ima nekih koji vas uznemiruju i žele izvrnuti Kristovo evanđelje.
GAL.1.8	 Ali, ako vam mi ili anđeo s neba, propovijeda nekakvo drugačije evanđelje od onoga koje smo vam mi propovijedali, neka bude proklet!
GAL.1.9	 Kao što smo već prije rekli: ako vam tko propovijeda nekakvo drugačije evanđelje od onoga koje ste primili, neka bude proklet!
GAL.1.10	 Zar sad uvjeravam ljude ili Boga? Ili nastojim li ugoditi ljudima? Jer ako bih još i ljudima ugađao, ne bih bio sluga Kristov.
GAL.1.11	 Ali vam potvrđujem, braćo, da evanđelje koje sam ja propovijedao nije od ljudi;
GAL.1.12	 jer niti sam ga ja od čovjeka primio, niti bio poučen, nego po otkrivenju Isusa Krista.
GAL.1.13	 Jer ste čuli za moje nekadašnje ponašanje u židovstvu; kako sam preko mjere progonio crkvu Božju i pustošio je,
GAL.1.14	 te sam napredovao u židovstvu više od mnogih vršnjaka u svom narodu, jer sam bio previše revan za predaje svojih očeva.
GAL.1.15	 Ali kad se svidjelo Bogu, koji me je odvojio od utrobe moje majke i pozvao 
GAL.1.16	 objaviti Sina svojega u meni da bi ga propovijedao među Poganima, nisam se istog trena posavjetovao s tijelom i krvi,
GAL.1.17	 niti sam uzišao u Jeruzalem k onima koji su bili apostoli prije mene, nego sam otišao u Arabiju te se ponovno vratio u Damask.
GAL.1.18	 Onda sam poslije tri godine uzišao u Jeruzalem vidjeti Petra, te sam ostao s njim petnaest dana.
GAL.1.19	 Ali druge apostole nisam vidio, osim Jakova, brata Gospodinova.
GAL.1.20	 A što vam, evo, pred Bogom pišem, ne lažem.
GAL.1.21	 Zatim sam došao u krajeve Sirije i Cilicije.
GAL.1.22	 A judejskim crkvama koje su u Kristu, bio sam nepoznat,
GAL.1.23	 već su samo čule da “onaj koji nas je prije progonio sada propovijeda vjeru koju je nekoć uništavao,”
GAL.1.24	 i slavile su Boga radi mene.
GAL.2.1	 Zatim sam nakon četrnaest godina ponovno uzišao u Jeruzalem s Barnabom, a poveo sam i Tita.
GAL.2.2	 A uzišao sam po otkrivenju i izložio im evanđelje koje propovijedam među Poganima, a nasamo onima koji su bili ugledni, da možda ne trčim ili da nisam trčao uzalud.
GAL.2.3	 Ali čak ni Tit, koji je bio sa mnom, premda Grk, nije bio primoran obrezati se,
GAL.2.4	 i to radi lažne braće, koji su se neočekivano ušuljali kako bi uhodili našu slobodu koju imamo u Kristu Isusu, tako da bi nas zarobili.
GAL.2.5	 Njima nismo popustili niti se pokorili ni za čas, da bi istina evanđelja ostala kod vas.
GAL.2.6	 Ali od onih koji se prave da su nešto, (ma tko oni bili, meni nije važno; jer Bog ne priznaje čovjekovu vanjštinu), jer koji se prave 
GAL.2.7	 Nego su naprotiv, kad su vidjeli da je meni povjereno evanđelje za neobrezane, kao što je Petru za obrezane,
GAL.2.8	 (jer onaj koji je djelovao u Petrovom apostolstvu među obrezanima, bio je moćan i u meni među Poganima),
GAL.2.9	 a kad su Jakov, Kefa i Ivan, koji su smatrani stupovima, zapazili milost što mi je bila darovana, dali su meni i Barnabi desnice zajedništva: da mi 
GAL.2.10	 Samo da se sjećamo siromaha; to je ono što sam se i potrudio činiti.
GAL.2.11	 A kad je Petar stigao u Antiohiju, u lice sam mu se usprotivio, zato što je bio kriv.
GAL.2.12	 Jer prije nego što su došli neki od Jakova, jeo je s Poganima, ali kad su oni došli, povukao se i odvojio jer se bojao onih iz obrezanja.
GAL.2.13	 A i drugi su Židovu hinili s njim, tako da je i Barnaba bio poveden njihovom prijetvornošću.
GAL.2.14	 Ali kad sam vidio da oni ne hode pravo po istini evanđelja, rekao sam Petru pred svima: “Ako ti, koji si Židov, živiš poganski, a ne židovski, zašto primoravaš Pogane da se požidove?”
GAL.2.15	 Mi 
GAL.2.16	 koji znamo da čovjek nije opravdan po djelima Zakona, nego po vjeri u Isusa Krista, i mi smo povjerovali u Krista Isusa, da bismo bili opravdani po vjeri Kristovoj, a ne po djelima Zakona; jer po djelima Zakona neće biti opravdano ni jedno tijelo.
GAL.2.17	 Ako li smo se, dok nastojimo biti opravdani po Kristu, i mi sami našli grešnicima, 
GAL.2.18	 Jer ako ponovno gradim ono što sam srušio, činim sâm sebe prijestupnikom.
GAL.2.19	 Jer ja sam kroz Zakon umro Zakonu da bih živio Bogu.
GAL.2.20	 S Kristom sam razapet; ipak živim, 
GAL.2.21	 Ne osujećujem milost Božju, jer ako opravdanje dolazi po Zakonu, onda je Krist uzalud umro.”
GAL.3.1	 O bezumni Galaćani! Tko li vas je začarao te se ne pokoravate istini, 
GAL.3.2	 Htio bih od vas doznati jedino ovo: jeste li primili Duha po djelima Zakona ili po slušanju 
GAL.3.3	 Zar ste tako bezumni? Započeli ste u Duhu, zar sada dovršavate po tijelu?
GAL.3.4	 Jeste li uzalud toliko toga pretrpjeli? Ako 
GAL.3.5	 Stoga onaj koji vam poslužuje Duha i čini među vama čudesa, 
GAL.3.6	 Kao što je i Abraham povjerovao Bogu i to mu se uračunalo kao pravednost.
GAL.3.7	 Znajte dakle da oni koji su od vjere, to su djeca Abrahamova.
GAL.3.8	 A Pismo, pošto je predvidjelo da će Bog po vjeri opravdati Pogane, unaprijed je propovijedao evanđelje Abrahamu 
GAL.3.9	 Tako da su oni koji su od vjere blagoslovljeni vjernim Abrahamom.
GAL.3.10	 Jer svi koji su od djela Zakona, pod prokletstvom su; jer je zapisano: “Proklet 
GAL.3.11	 A da po Zakonu nitko nije opravdan pred Bogom, očito 
GAL.3.12	 A Zakon nije od vjere, nego: “Čovjek koji ih izvršava, živjet će u njima.”
GAL.3.13	 Krist nas je otkupio od prokletstva Zakona jer je postao za nas prokletstvom; jer je zapisano: “Proklet je svaki koji visi na drvetu”,
GAL.3.14	 da bi blagoslov Abrahamov došao na Pogane po Isusu Kristu; da bismo mi primili obećanje Duha po vjeri.
GAL.3.15	 Braćo, govorim na ljudski način: čak i ljudski savez ako 
GAL.3.16	 A obećanja su predana Abrahamu i njegovom sjemenu. On ne govori: “i sjemenima,” kao o mnogima, nego kao o jednome: “I tvom sjemenu,” koje je Krist.
GAL.3.17	 A ovo kažem: Savez koji je prije Bog potvrdio u Kristu, ne poništava Zakon koji je nastao četiri stotine i trideset godina kasnije 
GAL.3.18	 Jer ako 
GAL.3.19	 Čemu onda 
GAL.3.20	 A posrednik nije 
GAL.3.21	 Nije li onda Zakon protivan Božjim obećanjima? Bože sačuvaj! Jer kad bi bio predan Zakon koji bi mogao dati život, pravednost bi doista dolazila po Zakonu.
GAL.3.22	 Ali Pismo je sve zatvorilo pod grijeh, da se obećanje po vjeri Isusa Krista, može dati onima koji vjeruju.
GAL.3.23	 A prije dolaska vjere bili smo čuvani pod Zakonom, zatvoreni za vjeru koja se poslije trebala objaviti.
GAL.3.24	 Tako nam je Zakon bio poučavatelj da 
GAL.3.25	 Ali dolaskom vjere, nismo više pod vodstvom poučavatelja.
GAL.3.26	 Jer ste svi vi djeca Božji po vjeri u Krista,
GAL.3.27	 jer svi koji ste u Krista kršteni, Kristom ste se odjenuli.
GAL.3.28	 Nema više ni Židova ni Grka; nema ni roba ni slobodnjaka; nema ni muško ni žensko, jer ste vi svi jedno u Kristu Isusu.
GAL.3.29	 Ako li ste vi Kristovi, onda ste Abrahamovo sjeme i baštinici po obećanju.
GAL.4.1	 A kažem: sve dok je baštinik dijete, ničim se ne razlikuje od sluge, premda je gospodar svega,
GAL.4.2	 ali je pod skrbnicima i upraviteljima sve do dana koji je odredio otac.
GAL.4.3	 Tako i mi, kad smo bili djeca, bili smo u ropstvu pod vodstvom počela svijeta.
GAL.4.4	 Ali kad je došla punina vremena, poslao je Bog svoga Sina, rođenog od žene, postavljenog pod Zakon,
GAL.4.5	 da bi otkupio one pod Zakonom, kako bismo primili posinjenje.
GAL.4.6	 A zato što ste sinovi, poslao je Bog u vaša srca Duha Sina svojega koji viče: “Abba, Oče!”
GAL.4.7	 Stoga nisi više sluga, nego sin, a ako si sin, onda si i baštinik Božji po Kristu.
GAL.4.8	 Ali tada, dok još niste poznavali Boga, služili ste onima koji po naravi nisu bogovi.
GAL.4.9	 A sada, kad ste upoznali Boga, ili zapravo, kad je Bog upoznao vas, kako li se ponovo vraćate nemoćnima i bijednim počelima kojima opet želite robovati?
GAL.4.10	 Obdržavate dane i mjesece, i vremena i godine.
GAL.4.11	 Bojim se za vas da se nisam možda uzalud trudio oko vas.
GAL.4.12	 Zaklinjem vas, braćo, budite kao ja, jer i ja 
