MAT.1.1	Jisu Khrista David atu ate Abraham sanao pa puhang pahang na jiekka shi. 
2PE.1.9	Chuna atu jongna nalimpa hi am no lea chu, amoha anaiteya am amatinga ari pot chak ri mee ngei chu athingsa pak silpi so weh tiko makke.
2PE.1.10	Chuna sarukka ulenao ngei oh, nangeita kok akha chu ma ahal ha chetta lingno lutta amrang hut na oh: maramchu nangeina na tronglam limhi jui ah amtalechu, na ngei na etiekka komi pap ah tul ang no ae. 
2PE.1.11	Hiti lea chu nangeita ani Reng Jisu Khrista samla Rengram ah lut rang lam lok ka pe pi ange.
2PE.1.12	Chuna sarukka nangeina hi lim hi masha ah dang phun ah akha chu adiek ka chet ta pha phun halko, keina hi limpa maram ah apha changhonna nangei ta ngailen na am minge. 
2PE.1.13	Keina karing leilim ma hi maram ma na ngei na mak no lutta am rang rilpi hi adiek ke ta halling nge. 
2PE.1.14	Kei kapum hi lha hou rang nei ah wa so ae ta ani Rengpa Jisu Khrista na thienga keita ril phur ha kei dang inge. 
2PE.1.15	Hati halko ka thitsu takka na ngei na hi lim maram ma mak no lutta am rang nangei tarang hut na am minge.
2PE.1.16	Ani rengpa Jisu Khrista na lokteck seiteck ka majung rang maramhi, mee ngeina sem tamin hekta na ngei ta dang pi nong ae, chuti weta kani mitmakna Rengpa malok mashei ri phur unge. 
2PE.1.17	Amota Mapa Chungthieng na ajak ati akha chu mahung majai peak juihana, chungtekti sanrol hana makolla hitta ril ae, “Nahi ehekta kalungsit kasanaopa ae, makolla keina ehekta lungtin inge!” 
2PE.1.18	Kani tak mak na hi sanrol hi wanram heithou wa jung thei unge, kanina amo itta athieng mullon ah anlei ah.
2PE.1.19	Chuna kanina Rouphu ngeina rilla houphun roukit ha lella ngailung tui unge. Nangei na rouhata lunga shiranga ae oh, maramchu nahi meiwar na athim amunt na akha chu huwar malim war hekta, akha chu inthou sorpana nalung shunga war shu oh. 
2PE.1.20	Chutihalko eheilim chung nga nangei na dangrang chu atu akha na ko ma thei ah athieng trongshan shunga am rouma akha phao phurakta ril nea ang no ae. 
2PE.1.21	Maram chu rouphu ngeina ril roukit ha mee ngei ahal hei thou ah shuk no ae, chuti weta mee ngei ha muihla atheing na lut weta Chungthieng heithou wa jung trong shan ha mani na ril ae.
2PE.2.1	Diek no, Rouphu ngeiha amating thou mee kara amphur ae, chu hekta diekno chupi ngei nangei karshunga shuk kang ae. Mani na amang ata rang, diek lou lam choi phao ange, akha chu nanita lea pi phur mitpu hata ngei ang no ae, chu na mani na mani chunga dang hou no ah amang ata pha ang ae. 
2PE.2.2	Chuti phao shunga atam pana mani aril achak sum lam tinga jui ange; mani na hata ae sarukka adiek lam hita, mee adang ngeina hrano lam aeta tronghlak kange. 
2PE.2.3	Manina hopla pella sharukka ashem tamin ha nangei ta rilweta mani lok rang ae ange. Manita routreem mang paha apha shotta atun phao shunga hakka am meh, akha chu manita mangpi tapiyang paha jalla yalla amnowe.
2PE.2.4	Chuna pap ae wanrui ngei hata tulluha lu Chungthieng na kalpi no ae, chuna hurra danga houwe, atreem ni rungniya routreem aeranga manita ehekta athim thuiya huppa si ae. 
2PE.2.5	Chungthieng na amatinga rilsham muhsam si nulei hata ko kalpi no ae, diek lou mee ngei mang pi rang simlei ah tuipi lin shuk pi ae; naha na kalpi pha ha chu diek tek te tong sham Noah akha chu adang mee sari hita chak ae. 
2PE.2.6	Chuna Sodom akha chu Gomora hupi anita meina kangpiya awut ulla mangpiha, Chungthieng ta ngoiring no ngei chunga shukrang ri pi chu piye, 
2PE.2.7	Akhachu Chungthieng ta roukung yuilou ngei kara ahra apa Lot ta kalpi ae. 
2PE.2.8	Ahra apa hana, mani karra ringtolla, naha nahani changhon na mani hrano lu tullu riya akha chu theiya lung aol donga am meh. 
2PE.2.9	Rengpa na amota ngoiring am mee ngeita sanpirang akha chu kalpirang amona dange, akha chu hrano mee ngeita routreem routin rungniya amrang, aol pekrang amunt hakom amona limta shem ma shi ae. 
2PE.2.10	Chungtek ta mani pum na dit na jui ah am ngei akha chu Chungthieng ae nea matik ngai lou ngei. Dieklou chupi ngei hi vok no lam ah atri alam am no ae, chungtinga mahung majai am ngeita ajak atri muh no ae.
2PE.2.10	Chuna hutta manita nuiso sim so ae. 
2PE.2.11	Dieklou chupi ngei ta lella rattek akha chu loktek wanrui ngei na phao Rengpa maikunga manita neinun pea ah nuiso sim so no ae. 
2PE.2.12	Chutiweta hi mee ngai hina adon hei thou wa tol ramsa ngei hekta amantrang akha chu thatrang don hekta manina dangpha no eheilim ta ajak tuk pirang anea jul ae. Maniha ramsa hekta mang pi ange. 
2PE.2.13	Akha chu dieklou ae na amanha manina aol dong ange; nishun apha ah slae-zouza hana ahoi ae ta hal mee ngaina nangei ita bakha, eenha leiya manina dieklou tinga hungpher ae ah an num meh. 
2PE.2.14	Manina atu adang takom an num no weh chuti weta okno lamchat hrano namei ngei chak an nea. Manina pap tullu lu hi ahop apel am no weh. Manina, shilung ngir chet no ngeita hlem nea ae, mani lung sunga hopla pella na sihak ti ae. Mani chu sarkou phasa hina sanou ngei ae. 
2PE.2.15	Manina adiek lam hla ah houphurra, Beor hina asanaopa Balaam hina lam nu jui ah, Mani numatukka amsowe; Balaam na sum dit sarukka diek lou ae na amant pha ange, 
2PE.2.16	akha chu pap ma ae na trongshi bak ae; mata kormoh na malmashi trong shukka awet matullu lu hata ham ae.
2PE.2.17	Hi mee ngei hi tui am no tuikum yong pa ae akha chu ru thi rangna jap pathingsa shumphai yong pa ae; Mani tarang Chungthieng na athim chunga thimtek ti amunt ha halla shisowe. 
2PE.2.18	Manina ah anglouwa alok sha ah trong ae dieklou ae ah ringa am ngei shung hei thou ah shuk ka thing thou lim ngeita am ma adi apam lam tinga mani na hlem ae. 
2PE.2.19	Manina manita mahal ma ae num lim ae pi ange ta saroh aei ae chuti weta mani malak ngei chu manga ngai shim shak kor chang ae-atu yong akha hi eyong ehal, ehal akhana amota nea ah mathui ah shi am pi lea chu amoha na hana kor ae. 
2PE.2.20	Eyonga mee ngeina Jisu Khrista ta dang yarra simlei chunga hrano amut tullu heithouwa shukka ring anutinga, amut tullu hana woiha lesille chu amating hata lella anuting pa hina hrano tek ae. 
2PE.2.21	Maram chu dramo chel ngei lamchu manita peksa athieng roukung ha jui no ah ring ang sharuk chu mani na rouha dang phur no pana mani taranga lella hra tek kang nga ae. 
2PE.2.22	Mani kolla shuk lim hana tronglam na rilhi adiek sha ae ta muh pi ae: “Uina aluk sha ta bak shir ae” akha chu “Tuibul pi sha vok na leah adu bul ae.”
2PE.3.1	Kalungsit katongpi ngei oh, nahi nangei kolla woini sunapa ka it abai ae: ka it abai anilim hina sunga keina nangeita angeithei piya, nangei athieng shilung sunga thathou thahnum peya aminge. 
2PE.3.2	Amating athieng rouphu nangei kolla rilphu tronglam ha angeithei you-wo, akha chu ahalsa rui ngeina pek rengpa akha chu sanpipa tronglam ha nangei na angei thei ha keina di-inge. 
2PE.3.3	Masa tekka nangei na dang ang hachu, atreem ni rungniya, simlei hina adit apam anu jui ah thing mee ahre shuk kange manina nangeita nuiso ange, 
2PE.3.4	Akhachu hita sai ange, “Amona yung sirange ta saro eiya ril no meh? amo hoiya amma meh? maram chu anipa ngei pu ngei kom thisu so weh chuti weta simleiram hita sem heithouwa am pot limpahi ahlong am no lutta amsonge!” 
2PE.3.5	Amatinga Chungthieng na tronglam peweta wanram akha chu simlei hi semphure ti hi manina hi adiek rou hi danga danga ngainum no-ae. Simlei hi tui hei thouwa, akha chu tuiya semphure. 
2PE.3.6	Akhachu tui hana makna tuipi lin shukka alui simlei ha mangpi ae. 
2PE.3.7	Chutiweta atunna am wanram akha chu simlei hi Chungthieng tronglam, ha makna sarmei na kanga mangrang ruih bolla sihsowe. Dieklou mee ngeita routreem mang rukni ha phao taranga manita sih so weh.
2PE.3.8	Chuna kalungsit katongpi ngei oh, nangeina mak kanglou akhana, Chungthieng kolla chu rungni akha lea akum lising akha hi ekom lei lhak amnowe; makolla chu na ani hi akharukke. 
2PE.3.9	Rengpa matullu ae rang malung ngirsachu donna sih no ae, pe ta mee ngei na chu donna sih ae ta halle. Chutiweta amochu nangei itta dong theiya am meh, maramchu amo na atu akhata ko mangpinum no ae, chuti weta meelimna shilung lhong wakha amona di ae.
2PE.3.10	Chuna sarukka Rengpa marungni hi aru thei ngei hekta phao ange: rungni haniya awanna leima atri pi sanrol thei pha itta munha ah mang shiyowe, hatiweta kanga mang siyowe, akha chu simlei hina am eheilim pakom mang siyowe. 
2PE.3.11	Pot limpahi hita mang ange; nangei chu ejongpa mee chang ang meh? nangei ringchang hi thieng anga ae akha chu Chungthieng ta napum ha jun na pe oh! 
2PE.3.12	Chungthieng rungni hakka na amha ranga nei ah wa so ae, nani rungni ha chu wanchunga kanga mang ange hana eheilimpa ha lungrang hana jorrange am limpa hi sarmei ah. 
2PE.3.13	Chuna sarukka Chungthieng amo makna rilla houphur roungir anu jui ah, amota adiek ka ngoiring ngei hana amrang athar wanram akha chu athar simlei ram hi hakka am munge. 
2PE.3.14	Chuna kalungsit tonpi ngei oh, nangeina athar wanram akha chu athar simlei ram hak ka am hina, Chungthieng mit anna, ahra tullu akha chu aral tolno lutta daiya nangei itt tuk hlak rang aril atrong jui ah am mu oh. 
2PE.3.15	An oh rengpana apha sotta adong theiya am hi, anita sanpi ranga ae ta hallu oh. Anita lungsit ule nao paulna, makolla Chungthieng na pek athei ashing anu jui ah nangeita abai hina jiekka phur ae, 
2PE.3.16	hina sunga rilla si tronglam ahre chu yuiranga lu ah shuk kae; hachu theino singno ngeina akha chu shilunga ah ngir amno ngeina adang abai hina tronglam hekta ahlou tinga lalla rilla shuk kae, nahina mani kolla amang atak shuk pi ae.
2PE.3.17	Chuna sarukka kalungsit ngei oh, tronglam masha ah dangha ae, nangei na hra akam hatta hrano roukung am no dieklou hana raija thingno rang shil ranga am mo. 
2PE.3.18	Chuna sarukka Khrista lungsit hana akha chu anita sanpipa mitpu Jisu Khrista ta dang hana lella loktek sheitak tul shuk su oh. Rengpa kolla atun kom atreem nainowa mahung majai ha chang su oh.
1JN.1.1	Aring rang tronglam hi kanina nangei kolla jiek lha unge, nahichu simlei athou hei thouwa amphursa-ae. Kanina theiphursa, akha chu kani mitmakna riphur unge, oh-weh, kanina nalimak ri-unge, akha chu kani kut makna tong phur unge, 
1JN.1.2	Hi ringchanghi arirang apha phayuiya, kanina riphur-unge, hina sarukka kanina trong-ung, akha chu kani kolla dangpi phur mapa Chungtheing kolla am samla ringchang maramma nangeita rillunge, 
1JN.1.3	Kani risa akha chu kani theisa ha nangei kolla kom dang piunge, chuti lea chu kani itta nangei kom mapa akha chu masanaopa Jisu Khrista itta tulha ange. 
1JN.1.4	Kani na hi jiek maram chu kani ariem hi mapung pha ranga ae.
1JN.1.5	Atun kanina asanaopa heithouwa theipha tronglam chu hi ae; hachu Chungthieng chu awar-ae; akha chu makolla athimti etik kom am no weh. 
1JN.1.6	Anina amo itta munha ae ta rilweta athim thuiya amta lechu, adiek tronglam akha chu ani tullu na kom hungthui changsowe. 
1JN.1.7	Chutiweta Khristana awarra amhekta anikom awarra am talea chu, ani akha lae akha tonha tul hlak so weh akha chu masanaopa Jisu Khrista amant tam mathee hana ani pak limpa ha thieng pi so weh.
1JN.1.8	Anina pak am no ae ril lechu ani taknangna anina hungthei ae ah ae, akha chu adiek ha ani kolla am no weh. 
1JN.1.9	Chutiweta anina ani pak lim Chungthieng kolla ril shuk lea chu, Chungthieng na ani tarang ngir pi ah akha chu adiek ha ae pi-ange amona ani pak lim kokpiya akha chu ani diekno lu tullu lim thieng pi ange. 
1JN.1.10	Anina pak ae noaeta ril shuk talechu, ani Chungthieng kolla hungthei mee akha ae, akha chu Chungthieng adiek tronglam ha ani kolla am no weh.
1JN.2.1	Kalungsit kasanao ngei oh, keina nangei taranga jiekka aminge hachu, nangeina pak tullu hi lu noranga: chuti weta atu yongpana pak ae talea chu, kapa kolla anita rou rilpiranga dharmachel Jisu Khrista am meh; 
1JN.2.2	Hatiweta Khrista matak mak ani pak taranga akha chu thieng piranga sa-ae, anitarang chak anowe, chutiweta simlei ram limpa taranga kom ah ae.
1JN.2.3	Akha chu anina Chungthieng na jiekka si tronglam anu jui ah thingam talechu, anina Chungthieng ta dange tihi dang pha ae. 
1JN.2.4	Atu yongpana amota danginge ta ril weta, maril tronglam ngeihi yuino talea chu amoha amurthei ae akha chu adiek ha makolla am no weh. 
1JN.2.5	Chuti weta atu jonpana maril matrong jui ah am amo ha Chungthieng ta adiek ka lungshi akha ae. Hita ae hina Chungthieng kolla amona am meh tihi dang pha ae. 
1JN.2.6	Atu yongpana Chungthieng kolla tatnowa aminge ta ril lea chu Jisu Khrista na ring hekta amoko ringsu oh.
1JN.2.7	Ehekta kalungsit trongpi ngei oh, hi tronglam nangei kolla ka it am hi athar anowe; chuti weta athou heithouwa nangeina dang sha ari tronglam ha ae, ari tronglam hachu nangeina theishu sa ha ae. 
1JN.2.8	Woiha lesirra, keina nangeita ka it tronglam hi athar ae maramchu adiek ha Khrista kolla ko akha chu nangei kolla ko ripha ae. Maram chu athim ha lalla thing so weh, hana adiek awar ha atun warra am meh.
1JN.2.9	Atu yongpana adiek awar ha makolla amsangeta rilweta, amona ma-u manaota anda talechu, amoha athiem thuiya atun apha phaowa amsonge. 
1JN.2.10	Atu yongpana ma ulenao ngeita lungshi mee hachu Chungthieng mawar hana tatnowa warra am meh akha chu makolla aol ana pharang am no weh. 
1JN.2.11	Chuna atu yongpana ma ule nao ngeita anda talechu amoha athiem thuiya am mee ae; amoha athiem ma thing mee ae akha chu mathing nga hoiya thingno matak makna dang no weh, maramchu athiem na amota mitcho pi ae.
1JN.2.12	Kalungsit kasanao ngei oh, keina nangei kolla ka jiekka am hina maramchu nangei pak limpa Khrista yarra kokpi so weh. 
1JN.2.13	Kalungsit mapa ngei oh, nangei taranga keina iya aminge hachu athouna heithouwa am Chungthiengta nangeina dang chou weh. Naopong ngei oh, keina nangei kolla jiekka aminge maram chu nangeina hrano hata nea sa chou weh.
1JN.2.14	Unga ngei oh, Keina nangei kolla jiekka aminge, maram chu nangeina mapa ha dangchou ae. Keina jiekka am sirringe mapa ngei oh, maram chu athouna heithowa am Chungthiengta dang chouwe. Naopong ngei oh, nangei kolla keina jiekka aminge maram chu nangei ratchou ae; Chungthieng hina tronglam nangei kolla am meh akha chu nangeina hrano akha hata nea chou ae.
1JN.2.15	Simlei ah nolea simlei chunga am eheilim dino au oh, nangeina simlei hita di talea chu, nangei Chungthiengta adiek ka lungshi akha ah no weh. 
1JN.2.16	Simlei ah am pot limpahi anipumna aditte, naha pak ae, Chungthieng hei thouwa ah no weh, chutiwata simlei hina tarang chakke. 
1JN.2.17	Chuna simlei chunga am lim akha chu ani dit lim mang ang chakke; chuti weta Chungthieng ahal athuiya thing mee hachu atreem naino Chungthieng na makolla am ha ange.
1JN.2.18	Kalungsit kasanao ngei, atreem ni rungni ha naisowe chuna Khrista ta anda mee phao ange tihi amatienga thou rilla housowe; atun na Khrista anda ngeiha mahalla shuk phur so weh, chuna atreem ni ha naisowe tihi anina dang pha ae. 
1JN.2.19	Maniha routakka ani karra am tol mee no weh chuna sarukka mani ha anita houphurra thing so weh anikarra tolmee changta lea chu, ani hitta apha chang honna amha ang ngan nga ae; chuna sarukka mani limpa ha ani karra tolmi ah no weh tihi dangrang sarukka akha chu ripharanga ani ta hla hou thing so weh.
1JN.2.20	Chuna nangei hi Khrista na athieng muihla siriek tui not sha ae chuna sarukka nangei limpana adiekha dang sa so ae. 
1JN.2.21	Nangeina adiek hi dang noweta keina jiekka nonge, chuti weta nangeina naha dang sarukka akha chu ah no trong tichu murthei hi etikom adiek heithouwa shuk no weh.
1JN.2.22	Atujong mee akhana Jisu hi Khrista ae ta sanpipa ae ngai num no mee hayongpa mee ha Khrista ta anda mee ae amo na mapa Chungthieng akha chu asanaopa ta ngeilou mee ae. 
1JN.2.23	Chuna atuyong pana asanao ta ngainum nota lea chu mapa Chungthieng takom ngainum no ae; atu yongna sanaopa ta ngainum talechu mapa Chungthieng ta kom ngainum meh.
1JN.2.24	Nangeina athouna hei thouwa nangei kolla theisa ha nangei lunga apha chang honna amshu oh. Athouna hei thouwa nangeina theiha nangei kolla apha chang honna amlea chu nangeina kom asanaopa hata akha chu mapa hitta apha chang honna am chou ae. 
1JN.2.25	Chuna atreem naino samla ringchang hi anita pe pi ange tihi Khrista matak makna rou ngirpi houphur sa ae.
1JN.2.26	Atu yongpa nangei kolla hungpher ngei taranga keina na hi jiekka aminge. 
1JN.2.27	Chuna nangei taranga chu Khristana nangei chunga mamuihla ha shi pisowe. Mamuihla na nangei kolla amlei limchu, nangeina atu adang ngei chupi takpi ang amang no weh. Maram chu Khrista muihla hana nangeita eheilim chupi takpi ange, akha chu machupi matakpi limhi adiek chakke, dieklou ekom tol no weh. Muihla na chupi takpi hayui oh akha chu Khrista itta apha changhonna lutta am mo.
1JN.2.28	Kalungsit unga ngei oh, Khrista kolla apha chang honna amha oh, anina thanum thathou ah, Khristana jung jui ah Khrista maikunga ajak tuk noranga nangeina makolla tatnolutta ammo. 
1JN.2.29	Nangeina dang ang chouwe Khrista chu dramo chellea, atu jongna adiek ae ta lea chu amoha Chungthieng hina asanao ae ta dang au oh.
1JN.3.1	An oh, Pathieng na hija lungshi hi hija! Malungsit sarukka anita Chungthieng asanao ae ta kokpi so weh. Routak ka anihi Chungthieng sanao sha ae. Hina sarukka simlei ramna anita amel dang no weh: Chungthieng takom simlei meena amel dangnowe. 
1JN.3.2	Kalungsit tongpi ngei oh, atun anihi Chungthieng asanao ngei so weh, chuti weta ani hi e-chang ang meh ti hi atun chu thienga dang no ae, chutihal kom Khrista na phao juija ani amo hekti ange, maram chu amo makta anina ri ange. 
1JN.3.3	Khrista kolla hijong lungrang shungmee na matak kom thienga shi ange maram chu Khrista kom thienge.
1JN.3.4	Atujongna pap ae lea chu Chungthieng rouphu kuipi ae ti maral am meh, ti hi Chungthieng rouphun kuipi ha sha ae. 
1JN.3.5	Chuna nangeina dang sasowe, hachu, pap hrano lim ronna thieng piranga Khrist ta hlapisowe akha chu Khrista kolla pap ekom am no weh. 
1JN.3.6	Khrista kolla tatnowa am mee limpana pap ae ah am no weh: chuti weta pap am mee limpana Khrista ta rikom rinowe, dangkom dang no weh.
1JN.3.7	Kalungsit unga ngei oh, mee atu akha nako nangeita alou lamtinga ruithing nosu oh. Adiek ae mee ha dramo chel mee ae, Khristna dharmo chelhekta. 
1JN.3.8	Atu yongna pap lamtinga chak ae thing am talechu amo, ha Saitan mee ae, maram chu athouna hei thouwa Saitan chu pap chelle. chuna sarukka Saitan hina tullu limta mang pi ranga, Chungthieng hina asanaopa simlei hina yunge.
1JN.3.9	Chungthieng kol heithouwa shuk mee limpana pap ae no weh, maramchu Chungthieng hina lam makolla am meh akha chu Chungthieng mapa ae amona pap ae ah am nea no ae. 
1JN.3.10	Hina Chungthieng sanao ngei akha chu Saitan hina sanao ngei ae tihi ripha ae. Adiek ae no mee ha akha chu ma uma nao ngeita lungshi no mee ha Chungthieng sanao no ae.
1JN.3.11	Maram chu athouna heithouwa nangeina theisa tronglam ha chu hi ae, ani khale kha lungsit hlak kang nga ae. 
1JN.3.12	Anina Cain hek ti ang nowa ae; amoha hralou akha am sha rukka manaopa Abel ta thatte. Aye sarukka Cain na amota thatta meh? maram chu ma lu tullu lim hi diekno ae, chuti weta manaopa lu tullu chu adiek tullu ae.
