MAT.1.1	E̱i̱ tjít'a ntje̱he̱ Jesucristo̱. Ntje̱he̱ David nibaha̱ ra̱ ko̱ ntje̱he̱ Abraham nibaha̱ ra̱.
1TH.5.12	Jun já nts'e, tíbinchii̱hi̱ nga katumankjinnu̱u nga Nda̱ Nti̱a̱ná títs'ínxát'aha̱ já xi tíi̱ncha ts'ínxájinnu̱u, já xi yja títjunnu̱u ko̱ títsjáni̱yánu̱u. 
1TH.5.13	'Yún cha̱nkjún ko̱ n'e̱tjó jóo̱ tu̱ nga̱t'aha̱ xá xi tíi̱ncha ts'ín. Ko̱ b'i̱ ngján kas'enu̱u kju̱a̱jyu nga tintsu̱ba̱ko̱o xinki̱u.
1TH.5.14	Jun já nts'e̱, ta̱ tíbinchii̱hi̱ ni xu'bi̱. Tjen ni̱yóho̱o xi najmi mjehe̱ ts'i̱ínxá. Tjen nga'yúhu̱un xi tífehe̱ k'un. Ti̱si̱nko̱o xi najmi ndjá tíi̱nchajin xi s'ejinná. N'e̱'yún tak'uhu̱un ngatentee̱ xu̱ta̱. 
1TH.5.15	Tsa tjín a̱jinnu̱u xi ch'on kin'ehe̱, cha̱so̱o nga najmi tu̱ ts'i̱ín ngajoya ngáha ni xi kin'ehe̱. B'i̱ ngján nda n'e̱ tehe̱ntoho̱o xinki̱u ko̱ ngayjee̱ xu̱ta̱ xingisoo̱.
1TH.5.16	Tehe̱nte tsjo kat'enu̱u. 
1TH.5.17	Tu̱ nkú chu̱bako̱nú Nti̱a̱ná. 
1TH.5.18	Tu̱ mí nihí ni xi ka̱mat'on, tjoho̱on máb'a̱chjíhi̱ Nti̱a̱ná. A̱t'aha̱ kui niu̱ xi mjehe̱ Nti̱a̱ná nga n'o̱o jun xi s'ejinnu̱u Cristo̱ Jesu.
1TH.5.19	Najmi tu̱ n'ek'ienyo nd'í xi títs'ínkat'ai Espiri̱tu̱hu̱ Nti̱a̱ná a̱jinnu̱u. 
1TH.5.20	Najmi tu̱ tohón manu̱u xi nchja̱ én xi tsjá Nti̱a̱ná. 
1TH.5.21	Cha̱so̱ho̱o ngayjee̱ tu̱ mí nihí ni nga ti̱nchísjaijiun ni xi nda ko̱ kui xi n'o̱o. 
1TH.5.22	T'ech'óho̱o yjonu̱u ngayje tíkjá ni xi najmi nda.
1TH.5.23	Nti̱a̱ná xi tsjáná kju̱a̱jyu, kui xi kats'ín jeyjenu̱u nginku̱n ko̱ kakunnu̱u, tu̱ xi ndaha̱chí najmi s'e̱he jé a̱jin kju̱a̱nkjintak'unnu̱u ko̱ tsa a̱jin ani̱ma̱nu̱u ko̱ tsa a̱jin yjonintenu̱u ni̱stjin nga kj'u̱a̱í ngáha Nda̱ Nti̱a̱ná Jesucristo̱. 
1TH.5.24	Nti̱a̱ná xi kixi̱ ts'íntjusun ni xi nchja̱, kui xi j'ájinnu̱u ko̱ ts'i̱íntjusun nii̱.
1TH.5.25	Jun já nts'e, nk'ie nga chu̱bako̱o Nti̱a̱ná, chu̱bantjáíni̱.
1TH.5.26	Ngajoni̱ súniñaha̱ ru̱u ngatentee̱ já nts'eé.
1TH.5.27	Ngajoho̱ Nda̱ Nti̱a̱ná tíbankihi̱nu̱u nga kan'eya xu̱ju̱i̱n nginku̱n ngatentee̱ já nts'eé.
1TH.5.28	Kas'enu̱u kju̱a̱ndaha̱ Nda̱ Nti̱a̱ná Jesucristo̱.
2TH.1.1	An Pablo̱, Silbano̱ ko̱ Timoteo̱ tísuniñai̱hi̱, jun xu̱ta̱ ni̱nku̱ xi tintsu̱bo̱o nanki Tesaloni̱ka̱, xi kikj'áts'e̱nu̱u Nti̱a̱ Na̱'miná ko̱ Nda̱ Nti̱a̱ná Jesucristo̱.
2TH.1.2	Kas'enu̱u kju̱a̱nda ko̱ kju̱a̱jyu xi tsjáná Nti̱a̱ Na̱'miná ko̱ Nda̱ Nti̱a̱ná Jesucristo̱.
2TH.1.3	Jun já nts'e, ji̱n tjíhin nga tehe̱nte k'u̱a̱i̱hi̱ máb'a̱chjíhi̱ Nti̱a̱ná nga ja kichjubó éhe̱n. Kixi̱ tjíhin nga b'a̱ n'e̱i̱, a̱t'aha̱ 'yún tís'ejin sanu̱u éhe̱n Nti̱a̱ná ko̱ a̱t'aha̱ b'i̱ ngján 'yún tín'etjó so xinki̱u. 
2TH.1.4	Kui nga tsjo maha̱ni̱ jun a̱jihi̱n xu̱ta̱ ni̱nku̱ xingisoo̱ xi Nti̱a̱ná ta̱ ts'e̱. Tíbixínyai̱ xi nkú ts'ín tín'e chúkju̱o ni xi tímat'on ko̱ xi nkú ts'ín tín'e s'ejiun Nti̱a̱ná, ndaha tsa tín'e unchanu̱u ko̱ nkjin tíkjá kju̱a̱ni̱ma̱ tísakúnu̱u. 
2TH.1.5	Kui ni xu'bi̱ xi bakúchji nga kixi̱ basehe̱ Nti̱a̱ná mí nihi xi nda ko̱ tsa xi najmi nda títs'ín xu̱ta̱. Tíb'axki̱nu̱u nga jun xi tsuhu̱nu̱u má batéxuma. Kui kju̱a̱ha nga un tíbehe̱nu̱u.
2TH.1.6	Kixi̱ ts'i̱ín Nti̱a̱ná nga tsjáha̱ kju̱a̱'un xu̱ta̱ xi títs'ínkj'ajinnu̱u kju̱a̱'un 
2TH.1.7	ko̱ nga tsjánu̱u jun xi tín'ekj'ajinnu̱u kju̱a̱'un nga n'e̱kj'áíyako̱ni̱. B'a̱ ka̱ma ni̱stjin nga kj'u̱a̱íkúchji yjoho̱ Nda̱ Nti̱a̱ná Jesu, nk'ie nga ni̱bajenko̱ nk'a ján ntítsjehe̱ xi tjíhi̱n nga'yún nga tje̱njin ts'íhin nd'í. 
2TH.1.8	Kj'u̱a̱í ts'ínk'íéchjí xi najmi be Nti̱a̱ná ko̱ xi najmi kint'é'éhe̱n én nda tsuhu̱ Nda̱ Nti̱a̱ná Jesu.
2TH.1.9	Kui xu̱ta̱ha xi ts'i̱ínkjáíhi̱n kju̱a̱ni̱ma̱ nga ndyja̱ sín. N'e̱kjí t'axín nginku̱n Nda̱ Nti̱a̱ná. Najmi sku̱e̱ kju̱a̱chánkaha̱ ko̱ nga'yúhu̱n. 
2TH.1.10	B'a̱ ka̱ma kui ni̱stjiu̱n nk'ie nga ja kj'u̱a̱í ts'ínkjáíhi̱n Nda̱ Nti̱a̱ná kju̱a̱chánkaha̱ a̱jihi̱n xu̱ta̱ xi ts'e̱, ko̱ ngayjee̱ xu̱ta̱ xi kis'ejihi̱n tsjo ka̱maha̱ nga sku̱e̱. Ta̱ cho̱o a̱t'aha̱ kin'e s'ejiun éhe̱n Nti̱a̱ná xi tsixínyai̱ a̱jinnu̱u.
2TH.1.11	Kui kju̱a̱ha, nk'ie nga chubako̱ho̱ni̱ Nti̱a̱ná tehe̱nte chubantjáíhi̱ ri̱, tu̱ xi k'u̱a̱xki̱hi̱nu̱u Nti̱a̱ná nga jun xi tsuhu̱nu̱u nga ka̱mankuko̱o xu̱ta̱ xi j'ájin. Binchii̱hi̱ Nti̱a̱ná nga kats'íntjusunko̱ nga'yúhu̱n ngayje tíkjá ni xi nda mjenu̱u nga n'o̱o ko̱ ngayjee̱ xá xi tín'o tu̱ nga̱t'aha̱ nga s'ejinnu̱u. 
2TH.1.12	Nk'ie nga b'a̱ ka̱ma, sa̱kúhu̱ kju̱a̱chánka Nda̱ Nti̱a̱ná Jesu a̱jinnu̱u ko̱ jun ta̱ sa̱kúnu̱u kju̱a̱chánka nga̱t'aha̱ Nda̱ Nti̱a̱ná, xi nkú ts'ín tje̱he̱n ra̱ kju̱a̱ndaha̱ Nti̱a̱ná ko̱ kju̱a̱ndaha̱ Nda̱ Nti̱a̱ná Jesucristo̱.
2TH.2.1	Jun já nts'e, nga̱t'a ts'e̱ nga kj'u̱a̱í ngáha Nda̱ Nti̱a̱ná Jesucristo̱ ko̱ nga ka̱ma ñjakúka̱á, ji̱n tíbinchii̱hi̱ 
2TH.2.2	nga najmi tu̱ ki̱tsa̱ n'ek'óntjaiyo xi nkú ts'ín n'enkjíntak'un. Najmi tu̱ fanta̱ha̱ ru̱u yjonu̱u tsa ku̱i̱nú'yó én nga ja kuichu ni̱stjin nga kj'u̱a̱í ngáha Nda̱ Nti̱a̱ná, ndaha tsa tjín xi b'a̱ ku̱i̱tsu̱ nga Espiri̱tu̱hu̱ Nti̱a̱ná títs'ínkinchja̱ha̱ ko̱ tsa b'a̱ ku̱i̱tsu̱ nga éhe̱n Nti̱a̱ná tíb'éni̱jmí, ko̱ ndaha tsa n'e̱kjóho̱on nku xu̱ju̱n xi nkúhu tsa ji̱n kin'e nibái̱.
2TH.2.3	Ndaha̱chí najmi tu̱ 'ba̱i̱nto tsa tjín xi k'u̱a̱na̱cha̱nu̱u. A̱t'aha̱ kintehe̱ ni nga ku̱i̱chú kui ni̱stjiu̱n, tjun i̱ncha ts'i̱ín t'axín xu̱ta̱ Nti̱a̱ná ko̱ ku̱a̱kúchji yjoho̱ nda̱ xi ngatitsuu̱n ts'e̱he̱, xi nga̱k'i̱e̱n tje̱he̱n ra̱. 
2TH.2.4	Kui xi ts'i̱ín chánka yjoho̱ ko̱ ngju̱a̱i̱ kontra̱ha̱ ngayjee̱ ni xi tsu xu̱ta̱ nga Nti̱a̱ ko̱ ngayjee̱ ni xi benkjún xu̱ta̱. Santaha a̱nte nkjúhu̱n ni̱nku̱hu̱ Nti̱a̱ná k'úéjña nga nti̱a̱ ts'i̱ín ma suba yjoho̱.
2TH.2.5	¿A najmi ta̱ f'áítsjehénnu̱u, nk'ie nga tsáte̱jñajinnu̱u kixinyanu̱u ni xu'bi̱? 
2TH.2.6	Ko̱ ja yo nd'a̱i̱ mí nihi xi tíb'échjaha̱ nda̱ xi ngatitsuu̱n ts'e̱he̱, tu̱ xi ku̱a̱kúchjihi yjoho̱ nga ku̱i̱chú ni̱stjihi̱n. 
2TH.2.7	A̱t'aha̱ ja títs'ínxá nd'a̱i̱ nga'yúhu̱n ngatitsun xi tíjña'moo̱. Tu̱ ni xi ndyjahá sa, ndyja nga chjúxin xi tíb'échjaha̱ nd'a̱i̱. 
2TH.2.8	Nk'iehé ku̱a̱kúchji yjoho̱ nda̱ ch'onk'uu̱n. Tu̱nga ntjo̱ ts'ahá Nda̱ Nti̱a̱ná Jesu ts'i̱ín ngana̱ko̱ho̱ ra̱ ko̱ nd'íhi̱ sénni̱stjihi̱n ts'i̱ínkjeko̱o nk'ie nga kj'u̱a̱í.
2TH.2.9	Nda̱nindoo̱ ts'i̱ínxájihi̱n nda̱ ch'onk'uu̱n nk'ie nga kj'u̱a̱í. Chánka nga'yún xi kj'u̱a̱íko̱. Ts'i̱ín ni xi ku̱a̱kúchji nga'yúhu̱n ko̱ kju̱a̱nkjún tsank'á ts'i̱ín. 
2TH.2.10	Ts'i̱ínchjén ngayje tíkjá ni xi najmi nda nga k'u̱a̱na̱cha̱ha̱ xu̱ta̱ xi tjíhin nga ndyja̱. Kui xu̱ta̱ha xi kits'ín t'axín én xi na̱xu̱, én xi ka̱ma ts'i̱ínk'ankihi̱ kai. 
2TH.2.11	Kui kju̱a̱ha nga Nti̱a̱ná ts'i̱ín nibáha̱ ra̱ xu̱ta̱ xu'bo̱ nku nga'yún xi k'u̱a̱na̱cha̱ha̱ nga s'e̱jihi̱n én tsank'óo̱. 
2TH.2.12	B'a̱ ts'ín n'e̱nijéhe̱ ra̱ ngatentee̱ xi najmi kis'ejihi̱n én xi na̱xu̱, xi tu̱ sahá kama tsjoho̱ ni xi najmi na̱xu̱ nginku̱n Nti̱a̱ná.
2TH.2.13	Tu̱nga máha ji̱n, tehe̱nte tjíhin nga k'u̱a̱i̱hi̱ máb'a̱chjíhi̱ Nti̱a̱ná a̱t'aha̱ kichjubó éhe̱n. 'Yún tjoho̱ Nda̱ Nti̱a̱ná jun, já nts'eé. A̱t'aha̱ santaha nkúhu nga tuts'ihi̱n ni j'ájinnu̱u Nti̱a̱ná tu̱ xi n'e̱k'ankihi̱nu̱u nga̱t'aha̱ Espiri̱tu̱hu̱ Nti̱a̱ná xi títs'ín jenu̱u nginku̱n ko̱ nga̱t'aha̱ én na̱xu̱ xi kis'ejinnu̱u. 
2TH.2.14	Kui kju̱a̱ha kinchja̱ha̱nu̱u Nti̱a̱ná nga kits'ínkint'énu̱u én nda tsu xi y'eni̱jmíi̱ a̱jinnu̱u, tu̱ xi b'a̱ ts'ín sa̱kúhu̱nu̱u kju̱a̱chánkaha̱ Nda̱ Nti̱a̱ná Jesucristo̱.
2TH.2.15	Kui b'a̱ maha, já nts'e, ndjá ti̱nchahanu ko̱ n'e̱tjusun ni xi tsinchiyó nga kin'ekjas'ei̱hi̱n, ni xi tsixínyai̱hi̱ ko̱ xi y'ét'a xu̱ju̱i̱hi̱n. 
2TH.2.16	Tjoho̱ ñá Nti̱a̱ Na̱'miná ko̱ tsjá nga'yúnná ko̱ tsjáná nga chúyaha̱á ni xi nda, a̱t'aha̱ chánka kju̱a̱ndaha̱. Nda̱ Nti̱a̱ná Jesucristo̱ ko̱ Nti̱a̱ Na̱'miná 
2TH.2.17	katsjá nga'yúhu̱n ani̱ma̱nu̱u ko̱ kats'ín nga ni xi nda n'o̱o ko̱ chu̱bo.
2TH.3.1	Ni xi xín yanu̱u, já nts'e, chu̱bantjáíni̱ nk'ie nga chu̱bako̱o Nti̱a̱ná. Ti̱nchúhu̱u nga ki̱tsa̱ katjitse ko̱ nda ts'ín kan'ekjáíhi̱n éhe̱n Nda̱ Nti̱a̱ná tu̱ má xi tje̱hén ni. B'a̱ katuma xi nkú nga kama a̱jinnu̱u. 
2TH.3.2	Ko̱ ti̱nchíntjaini̱ tu̱ xi Nti̱a̱ná kjéxihi̱nni̱ a̱jihi̱n já xi kits'ínkatsún kju̱a̱nkjintak'uhu̱n ko̱ ch'onk'un xi tjín. A̱t'aha̱ najmi ngayjee̱ xu̱ta̱ s'ejihi̱n Nti̱a̱ná.
2TH.3.3	Tu̱nga ts'íntjusuhún Nda̱ Nti̱a̱ná ni xi nchja̱. Kui xi ndjá ts'i̱ínkinchánu̱u ko̱ kúnnu̱u a̱jihi̱n ni ch'onk'un xi tjín. 
2TH.3.4	Xihi̱ nkuhú Nda̱ Nti̱a̱ná s'ejinná behe̱ tak'ui̱n nga tín'etjusun ko̱ nga tu̱ nku n'e̱tjusunnú kju̱a̱téxuma xi kin'ekjas'ei̱hi̱n. 
2TH.3.5	Nda̱ Nti̱a̱ná katsjáni̱yáha̱ ani̱ma̱nu̱u nga n'e̱ mjo xi nkú ts'ín mjehe̱ ñá Nti̱a̱ná ko̱ nga n'e̱ chúkju̱o ni xi tíbitjajíún xi nkú ts'ín kits'ín chúkju̱a̱ Cristo̱.
2TH.3.6	Jun já nts'e, ngajoho̱ Nda̱ Nti̱a̱ná Jesucristo̱ b'a̱ tí'mii̱hi̱ nga n'e̱ t'axíhu̱un yjonu̱u ngatentee̱ já nts'eé xi tjíntu ts'e, xi najmi tíi̱ncha ts'ín xi nkú ts'ín tíjña én xi tsakuyái̱hi̱ ko̱ kin'ekjóho̱on. 
2TH.3.7	A̱t'aha̱ jun ja yo xi nkú ts'ín tjíhin nga ku̱i̱ntsu̱bo̱o nga cha̱se̱ chu̱ba̱yani̱. Najmi tintsu̱ba̱ ts'ei̱ a̱jinnu̱u.
2TH.3.8	Ndaha nku najmi chu̱ba̱ kichinei̱ nichinehe̱ tsa najmi y'echjíi̱hi̱. Ni̱stjin ni̱stje̱n ní kin'exái̱ ko̱ kiyai̱ kju̱a̱ni̱ma̱ tu̱ xi ndaha nku xi tjín a̱jinnu̱u najmi ji̱n y'enéhe̱ ri̱ yjoni̱. 
2TH.3.9	Kju̱axi̱ nga kama tsinchii̱hi̱ ni xi kamachjénni̱ kai, a̱t'aha̱ tjínni̱ kixi̱ nga b'a̱ n'e̱i̱. Tu̱nga tu̱ sa ní kin'exái̱ nga y'ejña chu̱ba̱yai̱hi̱ xu̱ta̱, tu̱ xi b'a̱ ta̱ n'e̱henu xi nkú nga kin'ei̱. 
2TH.3.10	A̱t'aha̱ nk'ie nga tintsu̱ba̱i̱ a̱jinnu̱u, kik'a̱i̱hi̱ kju̱a̱téxuma xu'bi̱: “Tsa tjín xi najmi mjehe̱ ts'i̱ínxá, ta̱ najmi kakjine ma.”
2TH.3.11	A̱t'aha̱ tínu'yái̱ én nga tjín a̱jinnu̱u xi tjíma ts'e, xi najmi chumi nihi xi tíi̱ncha ts'ín, nga tu̱ sahá chu̱ba̱ tíi̱ncha tsungijihín yjoho̱ má najmi kui tje̱he̱n ra̱. 
2TH.3.12	Ngajoho̱ Nda̱ Nti̱a̱ná Jesucristo̱ b'a̱ tí'mii̱hi̱ ko̱ tíbinchii̱hi̱ xu̱ta̱ xu'bo̱ nga tu̱ sahá jyukj'i kats'ínxá. B'a̱ ts'ín sa̱kúhu̱ ra̱ ni xi machjéhe̱n.
2TH.3.13	Ko̱ jun já nts'e, najmi tu̱ n'ekjentoho̱o yjonu̱u nga n'o̱o ni xi nda. 
2TH.3.14	Tsa tjín xi najmi ts'i̱ínsihi̱n én xi tíb'et'ai̱ xu̱ju̱i̱n, cha̱se̱ sisiun yá xi b'a̱ ts'i̱ín ko̱ najmi ta̱ mako̱honu, tu̱ xi katuma subaha̱ ra̱. 
2TH.3.15	Tu̱nga najmi tu̱ chasehé ru̱u xi nkúhu tsa kui xi xu̱ta̱ kontra̱nu̱u. Tjenni̱yá níhu̱u a̱t'aha̱ nda̱ nts'o maha.
2TH.3.16	Nda̱ Nti̱a̱ná xi tsjáná kju̱a̱jyu, kui xi katsjá tehe̱ntenu̱u kju̱a̱jyu a̱jihi̱n ni xi ku̱i̱tjájiun. Nda̱ Nti̱a̱ná kat'ejñajinnu̱u ngatentoo̱.
2TH.3.17	An Pablo̱ ntuna̱ tíb'et'áha̱nu̱u kju̱a̱suniñana̱. Kui xi bakúchji ngayjee̱ xu̱ju̱n xi ts'inkjíhi̱ xu̱ta̱. B'a̱ ts'ín b'et'á.
2TH.3.18	Ngatentoo̱ kas'enu̱u kju̱a̱ndaha̱ Nda̱ Nti̱a̱ná Jesucristo̱.
1TI.1.1	An Pablo̱, an xi kama nku nda̱ postru̱hu̱ Jesucristo̱ xi nkú ts'ín y'éjña Nti̱a̱ná xi ts'ínk'ankiná ko̱ Jesucristo̱ xi tíchuyáha̱á. 
1TI.1.2	Tífaniñaha Timoteo̱, ji xi ntína̱ a̱t'aha̱ nkuhú xi s'ejinná.
1TI.1.2	Katsjáhi kju̱a̱nda ko̱ kju̱a̱jyu Nti̱a̱ Na̱'miná ko̱ Nda̱ Nti̱a̱ná Cristo̱ Jesu ko̱ nda katasehi.
1TI.1.3	Xi nkú ts'ín tsankihi nk'ie nga ngjia a̱nte Macedoni̱a̱, ti̱nchin nanki Efe̱so̱ kixihin ko̱ t'ech'óíhi̱ xu̱ta̱ xi najmi b'a̱ tjín ni xi tíbakúya, 
1TI.1.4	a̱t'aha̱ énchá xi nchja̱ xu̱ta̱ ko̱ xi nkú ts'ín nibatuts'i̱hi̱n ra̱ ntje̱ cháha̱ títs'ínsihi̱n. A̱t'aha̱ yo̱ nibáha̱ ra̱ nga b'ésiko̱ xinkjín xu̱ta̱. Najmi basinko̱ná nga n'e̱é xá xi kitsjáná Nti̱a̱ná. Nga ní s'ejinná, kui ní nihi xi basinko̱ná.
1TI.1.5	Mjena nga s'e̱ kju̱a̱tjo, kui kju̱a̱ha nga tsankihi ra nga k'úéch'oho̱ ri̱ xu̱ta̱ xu'bo̱. A̱t'aha̱ nk'ie nga je ani̱ma̱ha̱ xu̱ta̱ ko̱ je s'eya kju̱a̱nkjintak'uhu̱n ko̱ ngayjehe k'un ts'ín s'ejin Nti̱a̱ná, yo̱ ní nibáha̱ ra̱ kju̱a̱tjo. 
1TI.1.6	Tjín xi ja ngji t'axíhi̱n ni xu'bi̱. Kindyjajihi̱n ni̱yóo̱ ko̱ tsichujnejin én xi najmi tjíhi̱n sin. 
1TI.1.7	Já maestru̱hu̱ kju̱a̱téxumaha̱ Nti̱a̱ná mjehe̱ ts'i̱ín ma yjoho̱, ndaha tsa najmi mankjihi̱n ni xi nchja̱ ko̱ chu̱ba̱ b'a̱há tsu nga b'a̱ tjín ni xi bakúya.
1TI.1.8	Yaá nga nda kju̱a̱téxumaha̱ Nti̱a̱ná tsa sa̱kúya xi nkú ts'ín tjíhin nga sa̱kúya. 
1TI.1.9	A̱t'aha̱ yaá nga najmi xu̱ta̱ xi ma na̱xu̱ nginku̱n Nti̱a̱ná tíjñanehe̱ kju̱a̱téxumoo̱. Xi najmi nt'é'én ní tíjñanehe̱ kju̱a̱téxumoo̱, xi najmi benkjún Nti̱a̱ná ko̱ ts'ín ngatitsun, xi najmi ts'ín ni xi na̱xu̱ tjín ko̱ najmi benkjún ni xi ts'e̱ Nti̱a̱ná, xi ts'ínk'ien na̱'mihi̱ ko̱ ts'ínk'ien na̱aha̱ ko̱ ts'ínk'ien ani̱ma̱, 
1TI.1.10	xi chu̱ba̱ fantuko̱hó xinkjín, xi na̱, xi batéña xu̱ta̱ musu̱, xi nchja̱ én tsank'á, xi najmi ts'íntjusun ni xi ts'ínkie Nti̱a̱ná nga ts'i̱ín, ko̱ xi ts'ín tu̱ mí nihí ni xi fi kontra̱ha̱ ni nda xi bakuyáá. 
1TI.1.11	A̱t'aha̱ ni nda xi bakuyáá, yo̱ nibáha̱ ra̱ én nda tsu chánkaha̱ Nti̱a̱ná xi n'etsjoho̱. Ko̱ an kik'a̱i̱na nga k'ueni̱jmíá kui én nda tsuu̱.
1TI.1.12	Tsjaha̱ máb'a̱chjíhi̱ Nda̱ Nti̱a̱ná Jesucristo̱ xi tsjá nga'yúnna, a̱t'aha̱ tsasejnuna nga ka̱mana ts'ian xáha̱, 
1TI.1.13	ndaha tsa ch'on ts'ín kinchjané ni̱stjin nk'ie ko̱ kitsjennkí unkie xu̱ta̱ xi ts'e̱ ko̱ én ch'on tsu kixihi̱n. Tu̱nga kama ni̱ma̱há ra̱ an a̱t'aha̱ najmi be ni xi kits'ian ko̱ najmi kje̱e kui s'ejinna. 
1TI.1.14	'Yún nda kits'ínko̱na Nda̱ Nti̱a̱ná ko̱ kitsjána nga kui s'e̱jinna ko̱ kitsjána kju̱a̱tjo xi kui nibáha̱ ra̱.
1TI.1.15	Én xi ma n'e s'ejin xu'bi̱ ko̱ ngayjee̱ xu̱ta̱ tjíhin nga ts'i̱ín s'ejin, nga Cristo̱ Jesu j'ai a̱sunntei̱ tu̱ xi j'ai ts'ínk'ankihi xu̱ta̱ ngatitsun, b'aha̱ ra̱ aṉ xi 'yún tjínna jé. 
1TI.1.16	Tu̱nga kuihí kju̱a̱ha kama ni̱ma̱ha̱ ra̱ an Nti̱a̱ná, tu̱ xi nk'ie nga cha̱hana an xi 'yún tjínna jé, ku̱a̱kúchjihi Jesucristo̱ ngayjee̱ kju̱a̱tsentaha̱. B'a̱ ts'ín kis'ejña chu̱ba̱yaha̱ ra̱ an xu̱ta̱ xi a̱skahan s'e̱jihi̱n Jesucristo̱ ko̱ sa̱kúhu̱ nga k'úéntu tík'un sín. 
1TI.1.17	Kui b'a̱ maha, ¡kayankjún ko̱ kats'ínkie yjoho̱ xu̱ta̱ nga tjíhi̱n kju̱a̱chánka santaha tu̱ nkjéhé ni Nti̱a̱ná xi Nda̱ rei̱ xi batéxuma sín, xi najmi maha̱ 'me, xi najmi ma chji, xi nku tutu Nti̱a̱ná maha! B'a̱ katuma.
1TI.1.18	Ji Timoteo̱, xi nkúhu tsa ntína̱ ji, ja kuaxinyaha ni xi n'e̱i̱. Én xi kitsjáhi já xi kinchja̱ én xi kitsjáha̱ Nti̱a̱ná nibáha̱ ra̱ kui nii̱. En xi i̱ncha kitsú ku̱a̱si̱nko̱hi nga nda ku̱i̱tjusun xá xi tín'ei. 
1TI.1.19	Ndjá ti̱si̱njñajin ni xi s'ejinná ko̱ je kas'eya kju̱a̱nkjintak'uhi̱n. A̱t'aha̱ tjín xi ja kits'ín t'axín ni xu'bi̱ ko̱ b'a̱ ts'ín kits'ínndyjajihi̱n ra̱ yjoho̱. Najmi ta̱ s'ejihi̱n ra̱ Nti̱a̱ná. 
1TI.1.20	B'a̱ kamat'ain nda̱ Himeneo̱ ko̱ nda̱ Alejandro̱. Kui jóo̱ xi ja kits'inkjas'en a̱ya ntsja nda̱nindoo̱ tu̱ xi katehe nga tjíhin nga sku̱e̱nkjún Nti̱a̱ná nga ku̱i̱nchja̱.
1TI.2.1	Títjun tíbankia nga xu̱ta̱ ni̱nku̱ katankihi̱ Nti̱a̱ná ni xi machjéhe̱n. Kanchja̱ko̱ ko̱ katankintjáí ngayjee̱ xu̱ta̱ xi tjín ko̱ katsjáha̱ máb'a̱chjíhi̱ nga nda títs'ínko̱ho̱. 
1TI.2.2	Kanchja̱ntai já rei̱ ko̱ ngayjee̱ já xi tjíhi̱n xá, tu̱ xi kju̱a̱jyu ko̱ kju̱a̱nch'án s'e̱hená nga ku̱i̱ntsu̱ba̱á ko̱ tu̱ nku cha̱nkjúhúnná Nti̱a̱ná ko̱ nda ku̱i̱ntsu̱ba̱á. 
1TI.2.3	A̱t'aha̱ kui ni xu'bi̱ xi nda ko̱ sasíhi̱n Nti̱a̱ná xi ts'ínk'ankiná. 
1TI.2.4	Mjehe̱ Nti̱a̱ná nga n'e̱k'anki ngatentee̱ xu̱ta̱ ko̱ nga ku̱i̱chú mankjihi̱n ni xi na̱xu̱ tjín.
1TI.2.5	A̱t'aha̱ nkuhú maha Nti̱a̱ná ko̱ nkuhú maha nda̱ xi nchja̱ntjai xu̱ta̱ nginku̱n Nti̱a̱ná. Jesucristo̱, kui xi nda̱ xu'bo̱. 
1TI.2.6	Kui xi kitsjá yjoho̱ nga y'échjíntjai ngayjee̱ xu̱ta̱. Kui niu̱ xi kik'inyaha̱ xu̱ta̱ nk'ie nga tsichu ni̱stjin xi y'énda Nti̱a̱ná. 
1TI.2.7	Kui kju̱a̱ha nga kin'e mahana nku xi b'éni̱jmí én nda tsuhu̱ Nti̱a̱ná, nku nda̱ postru̱. Kju̱axi̱ ni xi tíxian. Najmi tíb'ana̱cha̱. Kin'e mana nda̱ maestru̱hu̱ xu̱ta̱ xi najmi ntje̱ judio̱ tje̱he̱n ra̱ tu̱ xi kuakuyáha̱ ra̱ ni xi tjíhin nga s'e̱jihi̱n, ni xi na̱xu̱ tjín.
1TI.2.8	Kui b'a̱ maha, mjena nga tu̱ má a̱ntehé ni kanchja̱ko̱ Nti̱a̱ná jáx'i̱u̱n, katjénk'ahá ts'íhin ntsja ko̱ je kas'eya ani̱ma̱ha̱ nga b'a̱ i̱ncha ts'i̱ín. Najmi tu̱ kju̱a̱kjan tjíntujíhi̱n nga b'a̱ i̱ncha ts'i̱ín ko̱ tsa kju̱a̱stinta.
1TI.2.9	Ko̱ máha jminchjíu̱n, mjena nga najmi tu̱ ni xi nkjún ts'ín k'u̱énda yjoho̱, tsa tu̱ xi b'a̱ ts'ín nda sku̱e̱he̱ ra̱ xu̱ta̱ xingisoo̱. Katenkjún ní yjoho̱ ko̱ ni̱ma̱kju̱a̱ kat'asje. Najmi tu̱ nihi xi nkjún ts'ín kat'énda ntsja̱ha̱, tsa ts'i̱íntsejnúhu yjoho̱ to̱onsine ko̱ tsa ndji̱o̱ tsjo k'un perla̱, ko̱ tsa ngju̱a̱ najyun xi 'yún chjí. 
1TI.2.10	Xá xi nda ní n'e, kui niu̱ xi tsjo ts'ín katakúhu̱, xi nkú ts'ín tje̱he̱n ra̱ jminchjín xi ja kitsjáha̱ yjoho̱ nga sku̱e̱nkjún Nti̱a̱ná.
1TI.2.11	Jyu katasínñju jminchjíu̱n ni xi tísakúyaha̱ ko̱ kant'é'éhe̱n ée̱n. 
