GEN.1.1	Muga na maki lobo ni rata, a Vure i rata rike a hunu a malala. 
1TI.4.8	O lohoka vona, a bakovi i rehi na rihiva i ngarua a kakaina ge gao. Bara i tovo mule a kakaina ge gao. Ra nitovo iea bara i tuhori popote a viri. Pali a viri i tovo mulea ge ramai a narona Vure, bara i tuhori mule hatekea. Bara i habi a maki kamumu vona ngane koea na malala, muri ma meli na hunu.
1TI.4.9	A ngava nga i muholi hateka, e huriki ri gi longoa ri gi longo maia. 
1TI.4.10	Lakea si luhoi torea a Vure mahuri, ra viri i korimule e huriki, re huriki ri luhoi torea. I mavonga, si gi rura, si gi leho hateka.
1TI.4.11	A maka ngava nga, o vakuku e huriki, o tovo ria. 
1TI.4.12	Na matane huriki a tara na Vure iene, o vakasiri ria a naro kamumu na ngavamu, na rabumu, na hini o ngaru hateka e huriki, na hini o luhoi torea a Vure, na hini i uka ma o rata kilala a naro hale. Ri gi matai ioe, ri gi ngaru ni ramai a naromu. Lakea i uka ma ri gi tepu ioe na hini ioe a riau. 
1TI.4.13	O gi tala a Hinere ne huriki, ri gi longoa. O vara e huriki, o tovo e huriki. Muri ma bara valai. 
1TI.4.14	Naha ni mata taroa a maki kamumu a Vure i habi tavulea vomu na tahuna e huriki a gare na lotu ri ru langa a limane ria vomu, ri habi a nita propet vomu.
1TI.4.15	O rata vakaroro a maki nga, o habi a hatemu ne ria, lakea e huriki lobo bara ri matai ioe o koru rike na naro na Vure. 
1TI.4.16	O matakari kamumu a naromu. O matakari kamumu a ngava o tovo e huriki vona. Ioe bara o rata mavonga vakaroro, bara o korimule ioe turana e huriki ri longo a ngavamu.
1TI.5.1	Na tahuna a gare bakovi i varoru, naha ni tahatea. O ta kamumu maia, ge manga a hini o ta turana e tamamu. O rata kamumu e huriki a riau, ge manga a hini o rata kamumu e huriki a turamu. 
1TI.5.2	O rata kamumu e huriki a gare ngatavine ge manga a hini o rata kamumu e kinamu. E huriki a sirula ranga o rata kamumu ria, ge manga a hini o rata kamumu e kurabamu.
1TI.5.3	O togo e huriki a havuri ngatavine ri uka e tune ria, e tubune ria. Ria a havuri muholi. 
1TI.5.4	O taki e huriki e tuna, e huriki e tubuna havuri, ri gi matakari kamumu e kinane ria, e tubune ria. Ri gi vakasiri taro ri ramai a narona Vure, ri gi koli a naro kamumu ni rata virihi ria vona hosi. Ra naro iea, a Vure i ngarua. 
1TI.5.5	A havuri muholi, ra viri i made kikeri, i luhoi torea a Vure, lakea i vasileki vakaroro, i nanea a Vure ge tuhori ia. 
1TI.5.6	Pali a havuri i tero, i laho viliha lae, i manga i mate pali a hanuna, i laho a kakaona. 
1TI.5.7	O vakuku maea e huriki a tara na Vure, lakea bara ri muri mai a naro malamala kunana, i uka tara viri ge kau ria na ngava. 
1TI.5.8	A viri i uka ma i matakari a viri vona, ra kabu vona muholi, i pea pali a Vure. Ra bakovi maea, a narona i hale hateka ne huriki i uka ma ri luhoi torea a Vure.
1TI.5.9	A havuri, e girihina i taku kunana, i tahoka a pida i langui i ravulu polotara, o here purua a rana, ge bole a kinori. 
1TI.5.10	O here kunana a rana e huriki a havuri ni matakilaka vona ri rata a naro kamumu, ri matakari kamumu e tune ria, ri matakari a mosi, ri vahilolo a vahane huriki a tara na Vure, ri tuhori e huriki ri marego, ri habi a hatene ria na maka naro kamumu ranga.
1TI.5.11	Pali naha ni here a rane huriki a havuri sirula, a vuhuna na tahuna ri hataki a kuline ria i milamila, bara ri lohopilea e Kristo, ri ngaru ni parangi tabu. 
1TI.5.12	Re huriki nga, a Vure bara i pelekado ria, a vuhuna i uka ma ri muri mai a ngava ri ta muholi vona ta ri gi muri mai. 
1TI.5.13	A naro tara ri ratea, ri rakoli tavula, ri laho polovano na maka ruma. Muri ri vakatubu ni padimomo, ri rahi dili ria na maki na viri tara, ri taki a maka ngava hale. 
1TI.5.14	I mavonga, a ngaru e huriki a havuri sirula ri gi parangi, ri gi tahoka a koma, ri gi matakari a ruma ne ria. Bara ri rata mavonga, a pile ne hita bara i keri ni biu hita. 
1TI.5.15	I ranga e huriki a havuri karaba ri ruru pali na dala muholi, ri muri mai e Satan.
1TI.5.16	E huriki a ngatavine ri luhoi torea e Kristo, ri gi matakari e huriki a havuri na kabune ria. I mavonga e huriki a tara na Vure i uka ma ri gi marego ni mata­kari ria. Bara ri matakari kunana e huriki a havuri ranga, ri uka liu a viri ge matakari ria.
1TI.5.17	A ngaru mu gu togo, mu gu kona kamumu e huriki a matakari na lotu ri leho kamumu, re huriki ri tovo e huriki na nitana Vure, e huriki ri habi a ngava. 
1TI.5.18	Mu rata mavonga, a vuhuna a Hinere i ta maea, “Naha ni kolotatea a ngavana bulmakau ge keri ni kani na tahuna i leho, i paha pasi
1TI.5.19	Naha ni talangaki a bakovi ala taku kunana ge padi virihi na ngava a matakari na lotu. Pali a bakovi ala rua o ala tolu to takia ra ngava iea, ngane o talangaki. 
1TI.5.20	E rei a viri i rata bala a naro hale, o tahatea na matane huriki. Lakea e huriki ranga bara ri mangenge ni rata a naro hale.
1TI.5.21	Iau a vakuku ioe na matana Vure, e Isu Kristo, e huriki a agelo a Vure i vulaki ria, a taki ioe go ramai kamumu a maka ngava nga. A maka naro o rata ge palupulupu kunana ne huriki lobo. 
1TI.5.22	Naha ni ru langa a limamu malaviriri na viri, ge ratea a leho na Vure. Naha ni dili na naro hale na viri. O matakari kamumu ioe, go malamala na matana Vure.
1TI.5.23	Naha ni ninu a naru kunana. O ninu ranga vain ge kori a tamudimu na gilanga i rata bala ioe.
1TI.5.24	A naro hale ne huriki ranga i kava­kava. I uka ma ni pelekado ma, si matakilaka vona a naro hale ne ria. Pali a naro hale ne huriki ranga i kapiloho. Bara ni matakilala muri ma. 
1TI.5.25	I mavonga, a naro kamumu ranga, ni mata­kilala. Pali a viri ge rata kapiloho a naro kamumu, i uka ma ge tabaka, bara i bele kavakava.
1TI.6.2	E huriki a vora ri tahoka a matakari ri luhoi torea e Kristo, nahea ri gi taki a viri dagi ne ria ga turane ria, lakea ri gi makoko ni togo ria. I uka. Ri gi leho kamumu hateka, a vuhuna ri kori a viri i luhoi torea a Vure, ri kori a viri ri ngaru hateka. O vara e huriki iene na ngava nga, o taki tora ria ri gi ramai.
1TI.6.4	ra bakovi maea i tagege hateka. I uka ma i lohoka vona tara maki. I tahoka a ningaru hale ni vahehe viliha na ngava. Muri bara i vakabele a maka naro hale nga: a nimasigoro, e huriki bara ri vapida lae, a nivapadimomo, a niluhoi hale, 
1TI.6.5	e huriki bara ri vagege bala. E huriki ri rata mavonga, a niluhoi ne ria i hale liu, i uka ma ri lohoka tabu na nita muholi. Ri luhoi ta a naro ni ramai a Vure a dala ni bole a mahala i kupo vona.
1TI.6.7	I mavonga, a vuhuna na tahuna ni poda hita vona si luve papa na malala. Pali na tahuna si pea a malala iea bara si laho papa tabu, i uka ma si gi bolea tara maki. 
1TI.6.8	Si gi vivi vona a hini si tahoka a maki ni kani, a varakia ni rea. 
1TI.6.9	Pali e huriki ri ngaru ni tahoka a mahala i kupo, bara i luve ne ria a nitoni hale. Bara ri puru na hoa. Bara ri ngaru ni rata a naro manga manga legelege, ge rata hale ria, ri gi bole a vuranga vona. 
1TI.6.10	A ta maea, a vuhuna a rabu ni ngaru hatekea a moni i vakabele a naro hale legelege. I ranga e huriki ri pe pali e Kristo, ri bole a nimadihi dagi, a vuhuna ri ngaru hateka a moni.
1TI.6.12	O toni a bulumu ni nunu hateka turane Kristo. Muri ma bara o mulangi, o bole a nimahuri vakaroro. Ra nimahuri vakaroro iea, a Vure i gale ioe go bolea hosi na tahuna o taki tala na matane huriki a bakovi a ngatavine, ne ioe o luhoi torea e Kristo. 
1TI.6.13	Iau a taki tora ioe na matana Vure, ra i habi a nimahuri na maki lobo. A taki tora ioe na matane Isu Kristo, ra i ta muholi na matane Ponsius Pilato, i taki tala a ngava. 
1TI.6.14	A taki ioe, o longototo a nitana Vure. Naha ni longotaroa tara, ge harena na tahuna e Isu Kristo a Bakovi Dagi ne hita ge hamule valai. 
1TI.6.15	Bara i bele na parava a Vure i vulakia. A Vure a viri si kavurikea. Ia kikeri a Matakari, a Hariki ne huriki a hariki, a Bakovi Dagi ne huriki a bakovi dagi. 
1TI.6.16	Ia kikeri i uka ma ge mate. Bara i mahuri vakaroro. I made na nipara. A nipara iea i para hateka, i uka tara viri ge lokovonga tabukoi vona. I uka tara viri ge masia ma a Vure. I uka tara viri ge kara ni masia. Si gi togo vakaroroa. A nitora, ne vona kunana vakaroro. I muholi.
1TI.6.18	O taki ria ge ria a mari ni rata a naro kamumu, ni tuhori e huriki, ri gi hatebalala. 
1TI.6.19	Na tahuna ri rata mavonga, bara ri ru kadolu a mahala muholi na hunu ge tuhori ria ma, bara ri bole a nimahuri muholi.
1TI.6.20	Timoti, o rata kamumu a leho a Vure i habi vomu go rata. O malele ha vona a ngava tavula hale. O malele ha vona a ngava i vaperesi na nitana Vure, ni taki ta a ngava na lohokanga. 
1TI.6.21	I ranga e huriki ri ramaia ra ngava ni gale a lohokanga, lakea ri pe a ngava muholi.
1TI.6.21	A vasileki na Vure ge rata kamumu mua lobo.
2TI.1.1	Iau e Paulus a apostolo ne Isu Kristo. A Vure i vulaki iau ge iau a apostolo vona ga vakalongo e huriki na ngava na nimahuri ra i ta muholi vona ge habia ne huriki ri luhoi torea e Isu Kristo.
2TI.1.2	A Vure, e Tamane hita, turane Bakovi Dagi e Isu Kristo ru gu rata kamumu ioe, ru gu dodo ioe, ru gu habi a nivalemu vomu.
2TI.1.4	A luhoi mule a parava i masiri pasi na matamu a luha. Pali ngane a pasimata ni matai ioe, ga vivi. 
2TI.1.5	A luhoi mule a hini o luhoi tora hatekea a Vure, i manga hosi e tubumu a ngatavine e Lois, e kinamu e Iunis ru luhoi tora hatekea. Ngane a lohoka vona ioe tara o tahoka a niluhoi iea. 
2TI.1.6	I mavonga, a ngaru ni taki tabu ioe, naha ni longo kaburungia a maki kamumu a Vure i habi tavula vomu hosi na tahuna a ru langa a limagu vomu. 
2TI.1.7	O rata mavonga, a vuhuna i uka ma i rata hita si gi mangenge. I habi ne hita a nitora. I kori hita ni vangaru. I kori hita ni matakari kamumu a nilaho ne hita.
2TI.1.8	Lakea, naha ni maruhu ni vakalongo e huriki ne Bakovi Dagi ne hita. Naha ni maruhu ne nau ni ru dili na bavi. Tu gu bole a nimadihi a vuhuna tu ramai a Velenga Kamumu. Tu gu kaloho a nimadihi iea na nitora na Vure. 
2TI.1.9	A Vure i korimule hita, i gale hita si gi laho malamala. I uka ma si ratea tara maki kamumu ge gale hita. I gale hita na ningaru vona kunana. I gale hita ge rata a naro kamumu ne hita, i rudu vilia e Isu Kristo ge korimule hita. Hosi na tahuna a hunu a malala i uka ma ni ratarike ma, a Vure i luhoi pali a naro iea ge ratea. 
2TI.1.10	Ra naro, hosi i luhoi ni ratea, ngane a Vure i vakasiria pali a naro kamumu vona, i rudu vilia pali e Isu Kristo, ra Bakovi i korimule hita. I vakaloboa a nitora na matenga. I vakalongoa ne hita a Velenga Kamumu si gi bole navai a nimahuri vakaroro.
2TI.1.12	Ngane a bole a nimadihi a vuhuna a vakalongo e huriki na Velenga Kamumu. Pali iau i uka ma a maruhu, a vuhuna ra viri a luhoi torea, a lohoka vona. A lohoka vona bara i matakari kamumu a leho i ru na limagu ga rata, bara i tabuli kamumu vakaroro ge harena na parava e Kristo ge hamule valai.
2TI.1.13	O ramai kamumu a ngava muholi a tovo ioe vona. O ngaru e huriki, o luhoi torea e Isu Kristo, a vuhuna o madoko turana. 
2TI.1.14	O matakari kamumu a ngava muholi i habia vomu a Vure. A Hanu Kiripiripi ra i made pololilo ne hita, ge tuhori ioe go rata mavonga.
2TI.1.15	O lohoka vona pali e huriki lobo iene, na tabeke ne Asia, ri ha taro iau pali. E Pigelus e Hermogenes rua ranga ru ha taro iau.
2TI.1.16	A vasileki ne Bakovi Dagi ge dodo e Onesiporus turana kabu vona. Na tahuna i made turagu, i tuhori vakaroro iau, i uka ma i maruhu nau, iau a made na bavi. 
2TI.1.17	Na tahuna i valai o Rom i vururu a matana ni matakana iau, muri i matavisi iau. 
2TI.1.18	A vasileki ne Bakovi Dagi ge dodoa na nilobona parava. O lohoka vona i kupo a leho i tuhori iau vona na tanga dagi e Epesus.
2TI.2.1	O tugu o Timoti, e Isu Kristo ge rata kamumu ioe, ge vakatora ioe. 
2TI.2.2	A ngava o longo a vakalongo na matane huriki, ra ngava nga o tovo ne huriki a bakovi ni longototo a ngava, ri gi tovo polo tabu ne huriki ranga.
2TI.2.4	A nugumaheto i uka ma ge leho viliha lae. Bara i nugu kunana a leho ge vakavivi a ubu vona. 
2TI.2.5	A bakovi na rihiva i varangi na rihiva ge muri mai a vinara na rihiva, bara i bole a tama na tahuna i mulangi. 
2TI.2.6	A bakovi i leho hateka na hania bara i bole muga a maki ni kani i varo na hania. 
2TI.2.7	O luhoi kado a maki a taki, a vuhuna e Bakovi Dagi bara i habi a lohokanga vomu go lohoka vona a pelegona ngava.
2TI.2.9	lakea ri rata hale iau, manga iau a bakovi hale, ri kolotata iau na sen. Pali a nitana Vure i uka ma ni gi kolotata. 
2TI.2.10	I mavonga a hatenono, a pesi tora, a bole lobo a nimadihi nga. A rata mavonga ga tuhori e huriki a bakovi a ngatavine a Vure i vulaki ria, ri gi bolea ra nimahuri i tabuli ne Isu Kristo, ri gi made palupu turana vakaroro na bagetuanga vona.
2TI.2.11	“E huriki ri mate turane Kristo,
2TI.2.11	bara ri made turana;
2TI.2.12	bara ni rata ria a hariki, ri matakari turane Kristo;
2TI.2.12	E huriki ri lohopilea e Kristo,
2TI.2.12	ia tara bara i lohopile ria;
2TI.2.13	pali e Kristo bara i tabana ni pesi tora na ngavana,
2TI.2.13	a vuhuna i uka ma ge pulo lae a ngavana.”
2TI.2.16	O malele ha na maka ngava viliha i uka ma i muri mai a niluhoi na Vure. Ra ngava maea i rata e huriki ri marava basi na Vure. 
2TI.2.17	A ngava taminga maea bara i pagepolo viliha, i ratapile a niluhoi ne huriki, i manga a ngarava i ratapile a kakaina viri. E Himeneus e Piletus rua ranga ru rata a ngava maea. 
2TI.2.18	Ru varoru pali na dala na ngava muholi, ru taki e huriki ta i bele pali a parava e huriki ri gi mahuri mule na matenga. Ru vakahale a niluhoi ne huriki ranga. 
2TI.2.19	Pali a Vure i vunua pali a butu i tora hateka. I uka tara viri ge ulua. A butu iea, a ngava ni here vona, i ta maea, “E Bakovi Dagi i lohoka vona e huriki a tara vona.” A ngava tara tabu ni here i maea: “E huriki ri galea a rane Bakovi Dagi ri gi malele ha na naro hale.”
2TI.2.20	Na ruma na bakovi na mahala, i kupo a maka ulo, a tavila. I ranga ni rata na gol, i ranga ni rata na silva, i ranga ni kau na kai, i ranga ni pipi na malala. Ri tahoka a leho legelege. I ranga ni tahoni a maki kamumu ne ria, i ranga ni tahoni a maki katoki ne ria. 
2TI.2.21	I mavonga kunana, a bakovi bara i pe a maki hale nga, bara i bele manga a ulo na Vure ni tahoni a maki kamumu vona. Ra viri iea ni kisi puru, a Vure ge rata a leho kamumu vona.
2TI.2.23	O malele ha vona a maka nivahehe manga manga. Ri uka leho, ri vakabele kunana a rongova. 
2TI.2.24	A vora ne Bakovi Dagi nahea ge rata a nivahehe. Ge rata a naro kamumu ne huriki lobo, ge lohoka kamumu ni tovo e huriki, ge hatenono ne huriki ri rata halea. 
2TI.2.25+2TI.2.26	Ge leho madoru ge pelekado a niluhoi ne huriki ri longotaro a ngava. E Satan i lakavu pali ria, ri gi rata a leho vona. Pali a Vure ge ngaru, bara i kori ria ri gi bole mule a niluhoi ne ria, ri gi ha taroa a hoa na hanitu, re Satan, ri gi pulo a vilone ria, ri gi lohoka vona a nita muholi.
2TI.3.2	E huriki bara ri luhoi mule ria kunana. Bara ri ngaru hateka ni bole a mahala. Bara ri bibi rike mule a rane ria, ri tagege, ri ta hale na Vure, ri ta hale ne huriki. Bara ri longotaro a ngavane tamane, e kinane ria. Bara ri bole lupu a maki. Bara ri ngalahere vona a maka naro na Vure. 
2TI.3.3	I uka ma ri gi ngaru e huriki. I uka ma ri gi lohopile a naro hale ne turane ria. Bara ri vapadikidu. I uka ma ri gi pahadanu a ningaru hale na kakaine ria. Bara ri ratapile vakaroro e huriki. Bara ri marikoi na naro kamumu. 
2TI.3.4	Bara ri rata hale e huriki a turane ria. I uka ma ri gi luhoi a maki ri ratea, bara ri rata tavula kunana a maki. Bara ri luhoi mule ria, ta ri kamumu hateka. Bara ri ngaru hateka a maka nivivi tavula na malala, i uka ma ri gi ngarua a Vure. 
2TI.3.5	Bara ri kavurikea a Vure na kuline ria kunana, pali bara ri koi vona a nitora na Vure ge pulo a vilone ria. O malele ha ne huriki a bakovi maea.
2TI.3.6	I ranga e huriki a bakovi maea ri dili na maka ruma, ri tami e huriki a ngatavine manga manga, bara ri muri mai ria. Re huriki a ngatavine nga, ri rata vakaroro a maka naro hale i kupo. A hatene ria i bole rike ria, i turari ria ri rata a maka naro hale nga. 
2TI.3.7	Re huriki a ngatavine nga, ri ngaru bala ni gi tovo ria, pali uka ma ri kara ni lohoka vona a ngava muholi na Vure. 
2TI.3.8	Hosi e Ianes rua e Iambres ru marikoi vona a ngavane Moses. I mavonga kunana e huriki a bakovi nga ri marikoi a ngava muholi, a niluhoi ne ria i hale kunana. Ri tamilalu ni luhoi torea a Vure. 
2TI.3.9	Pali i uka ma ge tabaka, e huriki lobo bara ri matakilaka vona a niluhoi ne ria i varoru hateka, i manga hosi e huriki ri matakilaka vona a narone Ianes rua e Iambres.
2TI.3.10	Timoti, o lohoka vona a nitovo nau. O matai pali a narogu. O lohoka vona i navai a ratea a leho nau. O matai iau a luhoi torea e Kristo. O matai iau a hatenono na maka maregoa, a ngaru e huriki lobo, a pesi tora ni bole a nimadihi. 
2TI.3.11	O lohoka vona a maka naro hale ni rata virihi iau vona, a nimadihi a bole o Antiok, o Ikonium, o Listra. A bole a nimadihi hateka. Pali e Bakovi Dagi i korimule iau na maka maregoa nga. 
2TI.3.12	I muholi hateka, e huriki ri luhoi torea e Isu Kristo, ri laho na narona Vure, bara ni vakamadihi. 
2TI.3.13	Pali e huriki a bakovi hale, e huriki a bakovi na taminga, a narone ria bara i hale liu. Ri tami e huriki. Ria ranga, e huriki bara ri tami ria.
2TI.3.14	Pali ioe, a ngava muholi ni tovo ioe vona, o luhoi tora pali. Naha ni taparaki. O muri mai, a vuhuna o lohoka ne huriki ri tovo ioe vona. 
2TI.3.15	Hosi na tahuna ioe a koma kiroko, o vakatubu ni longo a nitana Vure. A nitana i tovo hita si gi luhoi torea e Isu Kristo, si gi bole a nimahuri vakaroro. 
2TI.3.16	A Hinere lobo i valai na Vure. I tovo hita. I vakasiri hita na a ra maki i hale na nimade ne hita. I pelekado hita na tahuna si rata a naro hale. I tovo hita na naro kamumu. 
2TI.3.17	I mavonga, a bakovi i laho turana Vure bara i kara ni rata a naro kamumu legelege.
2TI.4.1	A taki tora ioe na matana Vure turana e Isu Kristo, ra viri ge hamule valai, ge pelekado e huriki ri mahuri, e huriki ri mate pali. A taki tora ioe, a vuhuna ge valai ge matakari a maki lobo. 
2TI.4.2	A taki tora ioe go tovo e huriki na Velenga Kamumu. O tovo ria na tahuna ri malopi, o tovo ria na tahuna i uka ma ri malopi. O pelekado a niluhoi ne huriki ri varoru. O tahate e huriki ri rata a naro hale. O vakatora a niluhoi ne huriki. O hatenono na tahuna o tovo ria. 
2TI.4.3	O rata mavonga, a vuhuna i uka ma ge tabaka e huriki bara ri koi ni longo a ngava muholi. Bara ri matakana lae e huriki ri gi tovo ria na ngava ri ngaru ni longo. 
2TI.4.4	Bara ri ha taroa a ngava muholi, ri vakatubu ni longo mai a nuverei tavula. 
2TI.4.5	Pali ioe i uka. O matakari vakaroroa a nilaho vomu, o kaloho a nimadihi ge bele vomu. O vakalongo a Velenga Kamumu ne huriki, o rata lobo a leho a Vure i habi vomu.
2TI.4.7	A toni a bulugu ni nunu hateka. A vakalobo ngane a nivarangi. A leho lobo i habi nau ga rata, a rata kamumu pali. A ramai kamumua a Vure. I uka ma a ha taroa. 
2TI.4.8	I mavonga, e Bakovi Dagi, ra viri i pelekado malamala e huriki, i kisi puru a mapa kamumu nau, i manga a viri i mulangi na rihiva i bole a tama. Bara i habia nau na parava i pelekado e huriki. Bara i habia nau a mapa kamumu, a vuhuna i matai iau a malamala na matana. I uka ma ge habi nau kunana. Bara i habi ne huriki lobo ri pasimata vona ge hamule valai.
2TI.4.9	O toni a bulumu, o valai malaviriri, 
2TI.4.10	a vuhuna e Demas i ha taro iau pali. I ngaru hateka a naro na malala, i lakea o Tesalonika. E Kresens i lakea o Galesia. E Titus i lakea o Dalmesia. 
2TI.4.11	E Lukas kikeri i made turagu koea. O tuli vilia e Markus. I moro ni tuhori iau na leho. 
2TI.4.12	E Tikikus a rudua pali i lakea o Epesus.
2TI.4.15	Ioe tara, o matadoko vona ra bakovi iea, a vuhuna i hehe hateka a ngava si tovo e huriki vona.
2TI.4.16	A mugana parava nau ni pesi na matana mari ni pelekado a ngava, i uka tara viri ge pesi turagu, ge tuhori iau na ngava. E huriki lobo ri ha taro iau. Pali iau a vasileki na Vure nahea ge luhoi a naro hale ne ria. 
2TI.4.17	Pali e Bakovi Dagi kunana i pesi turagu, i habi a nitora nau, ga vakalongo a Velenga Kamumu lobo koea ne huriki i uka ma ria a Iuda. A Vure i korimule iau na ngina laion. 
