GEN.1.1	Paphibangga, Tingwang niu ting-kadih damsubo tingga,
MAT.13.29	Paniu paokakge, “Chiumakge, naliuniu piumendungse khom maduiboga chamiu kasiadi luthon mibo sui-e. 
MAT.13.30	Pijiu chamiu nai piumen situ atiatting tangbo lungbammi sulo. Sichiujiu Iniu atiat tingga changam kammaitu pijiu piumendungse pepad lujiu, sise rat madui lujiu ruthon mira, khatdi chamiu situ khommadui lujiu abow lungga khai madui mira dinkhai rabo-e.’”
MAT.13.31	Jesu niu paliu khuga din champanbo khat dinkhai-e, “Tinggen gu Chawangdihse haikumbo-e mai khatniu njiang siu paluga lingkhai-e. 
MAT.13.32	Haise alin ruanggasu siamthubo-e, chiudi haise puaksuboga dithubo bang thiumi-e. Haise pabang khat thiukhangjiu, thingnadungniu wangjiu pakega paliu sip pon-e.”
MAT.13.33	Jesu niu paliu khuga din champanbo khat dinkhai-e. “Tinggen gu Chawangdih haise chakhi kumbo-e: Maipui khatniu chakhi khailujiu tathuk matin khaijiu pungpad makthen khai nbamme.”
MAT.13.34	Jesu niu maidung khuga tacham kadin hina din champanbo thinjiu dinkhai-e. Paniu din champanbo thinmakjiu wakhatdi paliu khuga dinkhai makge. 
MAT.13.35	Paniu haise kambora phaimiukakungniu dinmibose wangtangra leng-e,
MAT.13.35	“Iniu paliutu npaobo tingga din champanbo hai thinlujiu,
MAT.13.35	kadih dambo gasu simatai makbo guse paliu khuga dinkhai rabo-e.”
MAT.13.36	Jesu niu maidungtu phutkhai lujiu kalunglam ngutboga, pakhommaidungniu pakhuga wangjiu din-e, “Lujamga piumentu din champan khaibo rambase aliu khuga dinkhailo.”
MAT.13.37	Jesu niu paokakge, “Chalin kawibo lingkhaibo mai sira Chamai Nahpiu si-e; 
MAT.13.38	luzam sira kadihpiri haisi-e, kawibo lin sira tinggen dihga tadrabo mai si-e, khatdi piumen sira Kasabo Piu saisui rabo mai si-e. 
MAT.13.39	Piumen lingkhaibo mikremai sira Satan si-e. Atiat ting sira chaken kaloibo si-e, khatdi atiatga changam kam maidung sira mazadung si-e. 
MAT.13.40	Piumendung situ khom madui lujiu chamiga rumibo kumjiu, chaken kaloiboga sise padrabo-e. 
MAT.13.41	Chamai Nahpiu siniu pagu mazadungtu langpadjiu Pawangdih gasu maidungtu nuan-ga jukhaijiu bammai khatdi kasabo tenmai hinatu khom madui lujiu, 
MAT.13.42	taobambo chami jaiga paliutu thon khaimi rabo-e, siga paliu kapjiu paliu hiu n-giatjiu bamrabo-e. 
MAT.13.43	Sichiusai Tingwang maidungse naimik kumjiu paliu Piu wangdih gase benjiu bammi rabo-e. Naliu kuon kabammai hina nking lulo.
MAT.13.44	“Tinggen gu Chawangdih sira haikumbo-e, mai khatniu chakhiu-chalan baikhai bambo luzam khat daolubo kumbo-e. Paniu haise baikhai lanlujiu, khatdi pachun wijiu, pagu kabambo hina jonlujiu wang luzamse liulude.
MAT.13.45	“Tinggen gu Chawangdih sira haise kumbo-e. Mai khatniu tiuchang kawibo phiujiu, 
MAT.13.46	paniu paman kakungbose daoluboga, malanwang pagu kabambo hina jonlujiu sibo tiuchangse liulude.
MAT.13.47	“Tinggen gu Chawangdih sira haise kumbo-e. Chakha minmai siniu paliugu alangse ajaiga thonkhaijiu chakha pajat katam-tambo thonlu-e. 
MAT.13.48	Sichiujiu alangse thonphui luboga paliuniu taphuga jupat lujiu ntaokiu, chakhase mathan-e. Kawibose paliu beng lungga khaimi-e, chiudi kasabo hinase thonmi-e. 
MAT.13.49	Sichiujiu chaken kaloibo gase mazadung siniu tadlujiu kawimai rong gasu kasamai hinatu khom madui lujiu, 
MAT.13.50	taobambo chami jaiga thonkhai mirabo-e. Siga paliu kapjiu paliu-hiu n-giatjiu bammi rabo-e.
MAT.13.51	Jesu niu paliu khuga maniu-e “Naliuniu haidungse silu dama?”
MAT.13.51	Paliu niu paokakge, “Yo, Rapiu.”
MAT.13.52	Sijengniu paniu din-e, “Haibo ramba sira, Tacheng-tajaigu katipaoniu Tinggen gu Chawangdihga khommai khat thiuluboga, chaky npaoniu pagu wakhaiky gasu kasanbodi kaguangbodi ponpadbo kumbo-e.”
MAT.13.53	Jesu niu din champanbo hai dinloibo sai, sibo bamse phutlujiu, 
MAT.13.54	pakiluang lam wangjiu maduikyga katikhai-e. Siga pacham chiulumai hina paliu suang hajiu din-e. Paliuniu maniu-e, “Haikumbo ningting-tasi hai delamsu pah daolu jiulo? 
MAT.13.55	Pahai tasingsiam kambopiu nahpiuse makma? Papuise Mary makma, maksai Jacob, Joseph, Simon khatdi Judas paliuse pasingnamai makma? 
MAT.13.56	Patanpui maise haiga lungbambo makma? Haise paniu delamsu daolu jiulo?” 
MAT.13.57	Sichiujiu paliuniu patu lukhai makge.
MAT.13.57	Jesu niu paliu khuga din-e, “Phaimiukakung situ parammai nai pakikhunmai mainiu makjiu, pabam hinaga chakhuang thiu-e.” 
MAT.13.58	Palamra paliu malum habo donniu siga paniu tasibo tienkam kengjiu kamkhai makge.
MAT.14.1	Sibo tingga Galilee gu, mawangpao Herod niu Jesu kendise chiuboga, 
MAT.14.2	paniu pagu chakampaodung khuga din-e, “Pahai pachangjiu John Baptist ringwang lanbo bam sune, sijengniu pakhuga maisuang habo ngam kamra pumtan bambo-e.”
MAT.14.4	Palamra pakak khatga John Baptist niu Herod khuga din-e, “Nangniu Herodias tu lubo hai maji makge!” 
MAT.14.5	Herod niu patu kamshat nibam tadi, paniu Jehudi maidungtu ping-e, palamra paliuniu John haitu phaimiukakung khatle chiujiu lukhaibo-e.
MAT.14.6	Herod manabo tingmik gase Herodias nahpuiniu mathiu suangga chalen lenjiu Herod chun kam mawi khai bide. 
MAT.14.7	Siga paniu pakhuga ladriat thiujiu din-e, “Nangniu kakhengbo Iniu natu pikhai bine.”
MAT.14.8	Papui cham maniu lujiu paniu pakhuga kheng-e, “Tuhoi John Baptist peese danglujiu chakuangga khailujiu haiga ponwanglo!”
MAT.14.9	Siga chawangse palung chariu mide, chiudi paniu pagiangmai mathiu suangga ladriat thiu khai mibo jengniu sise pikhaira chamtan pikhaide. 
MAT.14.10	Sichiujiu paniu kavangky gasu John peese dangmide. 
MAT.14.11	John peese chakuang khatga khailujiu ponwang aliupui situ pikhai mide, sise paniu papui khuga ponwang pikhai mide. 
MAT.14.12	John pakhommaidung siniu wangjiu paphawse ponwang bai mide, haise paliuniu Jesu khuga wang paokhaide.
MAT.14.13	Jesu niu John racham hai chiuluboga, sibo bamse phutlujiu aliam tuanglujiu paronna tingjingbo bamga tadmide. Maidungniu sise chiuluboga paliugu namdungtu phutlujiu kadih gasu pasai suitad mide. 
MAT.14.14	Jesu niu aliam gasu npadboga, maidung kakeng situ ngaojiu paliutu lungsabo lungchunniu phuimide, sichiujiu paniu thiuniumai hinatu wikhai bide.
MAT.14.15	Chawan ramliang wangmiboga pakhommaidung siniu pakhuga wangjiu din-e, “Tuhoira richang-ri mide, khatdi haibo bam hai mai habo bamme. Maidung haitu langkhai milo, sichiusai paliu ronna wangjiu namga katiu liutiu lubui-e.”
MAT.14.16	Jesu niu paokakge, “Paliu tadmakdi sui-e, naliuniu paliu tiura wakhatra pikhai bilo.”
MAT.14.17	Paliu niu paokakge, “Aliu khuga taruak khuang mangiu nai chakhapek nia ronna bamme.”
MAT.14.18	Jesu niu paokakge, “Sichiu sai sise akhuga luwanglo.” 
MAT.14.19	Sichiujiu maidung situ piuriangliga ntao kiura paniu chamtan pikhai-e. Siga paniu taruak khuang mangiu nai chakhapek niase thinlujiu, tinggen lam ngangkhangjiu, Tingwang tu thuon sude. Paniu taruak khuangse thenpang lujiu pakhommaidungtu pikhaide. Sise pakhommaidung siniu maidung khuga njan khaide. 
MAT.14.20	Mai hina tiu magiu kamlude, sichiujiu tiumali padbose pakhommaidungniu chabeng kariu-je-niakiu khoi madui lanlude. 
MAT.14.21	Siga tiubo maidung riakse npui n-nah jaomakjiu chamai sang mangiu kumbo-e.
MAT.14.22	Paniu maidungtu phut khai lubo sai, Jesu niu pakhommaidung situ aliam tuanglujiu ajai uigen khatlam tadrai bamniura langkhai mide. 
MAT.14.23	Maidungtu langkhai mibo sai paniu luongbut khatga paronna kakheng thiura khangde. Chawanse Jesu ronna siga bamme. 
MAT.14.24	Tingkai tanbo donniu aliam situ ajaikung gasu hun madiu mide.
MAT.14.25	Nsuan wanchak sum nai charuk kakga Jesu niu pakhommaidung khuga tadui rigasu tadwang-e. 
MAT.14.26	Paniu tadui riga tadwangbose paliuniu ngaoluboga, paliu ping masa mide. “Haise mahiu-e, chiujiu paliu pingjiu mara sude.
MAT.14.27	Siga Jesu niu paliu khuga din-e, “Manang tulo. Haise I-ye, pingtulo.”
MAT.14.28	Siga Peter niu din-e, “Rapiu, pachangjiu haise nang-e sai Iniu nakhuga tadui rigasu wangra chamtan pilo.”
MAT.14.29	Jesu niu paokakge, “Wanglo,” Sijengniu Peter aliam gasu npad lujiu tadui rigasu tadpad sude. 
MAT.14.30	Chiudi tingkai tanbo donniu pase pingsude, siga tadui jiuga malin mira kum suboga paniu senpadle, “Rapiu, atu gukhailo!”
MAT.14.31	Jesu niu paben henpad patu majap lujiu din-e, “Nagu malum kahabo! Dekamjiu manangsu jiulo?”
MAT.14.32	Sichiu panai khangniase aliam lungga ngutmide, khatdi siga tingkaise hunta mide. 
MAT.14.33	Siga pakhommaidungniu aliam lung gasu Jesu tu kahum sude. Paliuniu madujiu senpadle, “Pachangjiu nangra Tingwang Nahpiu si-e.”
MAT.14.34	Paliuniu ajaise kenlujiu Gennesaret luongriangga wangde. 
MAT.14.35	Siga maidungniu Jesu tu silude, sijengniu sibo wonjengga thiuniu bammai hinatu paliuniu Jesu khuga pui wangra langkhaijiu, thiuniu maitu puiwangde. 
MAT.14.36	Paliuniu thiuniu maidungtu pijiu pafai-ri niakhaira kheng-e; sichiujiu niakhaimai hinatu wikhai bide.
MAT.15.1	Pharisee maidung khangsia nai Tacheng-tajaigu katipaodung Jerusalem lamsu Jesu khuga wanglujiu haichiu maniu-e, 
MAT.15.2	“Dekamjiu nakhommaidung siniu aliu paopehniu katikhaibo situ majaimak jiulo? Paliuniu wa tiusu rabo suangga paliu ben ntik makge!”
MAT.15.3	Jesu niu paokakge, “Dekamjiu naliuniu Tingwang chamtan majai makjiu naliuniu katikhaibo saisui jiulo? 
MAT.15.4	Palamra Tingwang niu din-e, ‘Napui napiutu chakhuang thiulo,’ khatdi ‘Mai khatniu papui nai papiutu siangsai, patu kamshat milo.’ 
MAT.15.5	Chiudi naliuniu katikhai-e chiubora mai khatniu papui nai papiu leng kagengbo khat nkhalu buidi, ‘Haise Tingwang gu-e’ chiujiu papui papiutu chakhuang thiu khai makge. 
MAT.15.6	Haichiujiu naliugu katikhaibo situ lukhaira Tingwang chamtantu wajeng chak khai makge. 
MAT.15.7	Naliu, wasao thiumaidung! Isaiah niu naliu lamga din masuang mibose dejiuga majilo!
MAT.15.8	chiudi paliu lungchun sira akhugasu diu-e.
MAT.15.9	Paliuniu atu kahum bambo hai pageng ha-e,
MAT.15.9	palamra paliuniu machalubo jai-ali situ agu tacheng-tajai kumjiu katikhai-e!’”
MAT.15.10	Sigasu Jesu niu maidung situ pakhuga kuwang lujiu paliu khuga din-e, “Nkingjiu silulo! 
MAT.15.11	Chamai mun gasu ngutbo siniu maitu kam tania makge, chiudi palung lamsu padbo siniu maitu kam taniabo-e.”
MAT.15.12	Siga pakhommaidungniu pakhuga wangjiu din-e, “Nangniu dinkhaibo gasu Pharisee maidung lung kam mathiu mide chiubo nang sima?”
MAT.15.13	Jesu niu paokakge, “Tinggen lam bambo Apiu niu lingkhai makbo bang hinatu pethonmi rabo-e. 
MAT.15.14	Paliu jengniu manangmi tulo! Paliura pamik tiat maigu pamik tiatbo jupaodung si-e; sichiujiu pamik tiatbo khatniu pamik tiatbo khattu jusai, khangniase chakhomga nkhuang khaimi rabo-e.”
MAT.15.15	Peter niu din-e, “Haichiu dinbo ramba aliu khuga dinkhailo.”
MAT.15.16	Jesu niu paliu khuga din-e, “Naliudi maidung suang ningting sonbo makge. 
MAT.15.17	Naliu simak jiuma? Amun gasu ngutbo hinase ai-mpuiga ngut lujiu tamud padmi rabo-e. 
MAT.15.18	Chiudi amun gasu padbo sira palungchun lamsu padbo-e, sichiujiu haisiniu maitu kam taniabo-e. 
MAT.15.19	Palamra lungchun gasu kasabo maning siniu maitu kamshatbo, mainao-mainah kiubo, makha-agabo, aratbo jengdin thiubo khatdi maiken tiabo hai padbo-e. 
MAT.15.20	Haidung siniu naliutu kam tania khaibo-e. Chiudi chaben ntikmakjiu tiubo siniu naliutu kam tania makge.”
MAT.15.21	Jesu niu sibo bam phutlujiu Tyre nai Sidon namdilam tadmide. 
MAT.15.22	Sibo luongriangga lungbambo Canaan maipui khat pakhuga wang-e. Paniu kapjiu din-e, “Paohubo, David Nahpiu yo, atu lungsa khailo! Anahpui khuga rasa bambo donniu pahai magenthiu-chang magenthiu bamme.”
MAT.15.23	Chiudi Jesu niu patu wadi kenkak khai makge, siga pakhommai siniu pakhuga wanglujiu kheng-e, “Patu hai langkhai milo! Pahai aliu sai suilujiu sentad kinbo-e.”
MAT.15.24	Siga Jesu niu paokakge, “Atu langkhaibo sira, hamibo Israel maigu milydung leng ronna-e.”
MAT.15.25	Haichiu bamga sinapui siniu wanglujiu paphiga makhum kiujiu din-e, “Paohubo, atu nkha khailo!”
MAT.15.26	Jesu niu paokakge, “Nahmaidung kuangtekse sutlujiu tathitu pibo pajai makge.”
MAT.15.27	Paniu paokakge, “Paohubo, sise maji-e, chiudi papaodungniu tiutao kiubose tathiniu khoitiu-e.”
MAT.15.28	Siga Jesu niu patu paokakge, “Nangra nagu malum kadibo pui-e! Nangniu lunibose nakhuga padmi sulo.” Sichiujiu sibo wan siakga panahpuise wimide.
MAT.15.29	Jesu niu sibo bam phutlujiu Galilee Ajai munglam tadmide. Paniu luongbut khatga khanglujiu ntao bamme. 
MAT.15.30	Maidung kakeng siniu pakhuga paphi tangmai, pamik tiatmai, paben tangmai, palad padmakmai khatdi katam-tambo thiuniubo maidungtu puiwang khaide, sichiujiu paniu paliutu wikhai bide. 
MAT.15.31	Maidungse palad padlak mainiu npao mibo, paben tangmainiu wimibo, paphi tangmainiu tadmibo, pamik tiatmainiu ngaomiboga paliu suang hamide, sichiujiu paliuniu Israel maigu Tingwang situ thuonde.
MAT.15.32	Jesu niu pakhommaidungtu pakhuga kuwang lujiu din-e, “Iniu haibo maidung jengniu alung makge, palamra paliu hai akhuga jengsum bamkhang mide, sichiujiu tuhoira paliu wadi tiuraleng hamide. Iniu paliutu mariujiu phutkhai mira alung makge, paliu npuiga mariujiu maliumibo sui-e.”
MAT.15.33	Khommaidung siniu pakhuga maniu-e, “Delamsu haibo ramjingga maidung haijiuga leng aliuniu katiu daolu ralo?”
MAT.15.34	Jesu niu maniu-e, “Naliu khuga taruak khuang dejiu bamlo?”
MAT.15.34	Paliuniu paokakge, “Taruak khuang chinnia nai chakhapek tamnakha bamme.”
MAT.15.35	Sijengniu Jesu niu maidung situ kadihga ntao kiura chamtan pikhaide. 
MAT.15.36	Sichiujiu paniu taruak khuang chinnia nai chakhase thinlujiu Tingwang tu thuonkiu khaide, khatdi kampang lujiu pakhommaidung khuga pikhaide, sichiujiu pakhommaidung siniu maidung leng njan khaide. 
MAT.15.37	Paliu mathiu tiujiu magiukam lude. Sigasu pakhommaidungniu tiumali padbose chabeng chinnia khoi madui lude. 
MAT.15.38	Siga wa tiumaidungse npui, n-nahtu chakmakjiu chamai sang madai-e.
MAT.15.39	Sigasu Jesu niu maidung situ phutkhai lujiu, aliam lungga ngutlujiu, Magadan luongriang lam tadmide.
MAT.16.2	Chiudi Jesu niu paokakge, “Chawan ramliang tingka thao maren misai, ‘ting wimi rabo-e,’ chiujiu naliuniu din-e. 
MAT.16.3	Khatdi nsuan tingbang lamse heng-mangjiu muangjiu thisai, ‘thainai ting sane,’ chiujiu naliuniu din-e. Naliuniu tingwan kawi kasa matad lu-e. Chiudi pating pawan madan tura singam lakge! 
MAT.16.4	Tuhoi ken-ga lungbo maidung hai dejiukha salo, khatdi charatu simaklo! Naliuniu akhuga maisuang kahabo madan khengjiu ma? Makge, Jonah gu madan makjiu kakibo madan pikhai lakge.”
MAT.16.4	Sichiujiu paniu paliutu phutkhai lujiu tadmide.
MAT.16.5	Khommaidungse ajai uigen khatlam kenpadboga, paliuniu taruak phung mangai mide. 
MAT.16.6	Jesu niu paliu khuga din-e, “Pharisee maidung nai Sadducee maidunggu chakhi situ naliu marisi lulo.”
MAT.16.7	Siga paliu karai arijiu din-e, “Oh, aliuniu taruak phungmakbo donniu haise paniu dinbo-e.”
MAT.16.8	Paliuniu din bambose Jesu niu silujiu paliu khuga maniu-e, “Dekamjiu naliuniu taruak kahabo jengniu naliu karai aribam jiulo? Naliugu malumse dejiukha siamlo! 
MAT.16.9	Naliu wadi simak jiuma? Iniu taruak khuang mangiu kampang lujiu chamai sang mangiu leng pikhaibo situ, naliu maningtao mak jiuma? Naliuniu chabeng dejiu khoiphui lulo? 
MAT.16.10	Khatdi taruak khuang chinniase chamai sang madaileng pikhaibose dechiulo? Naliuniu chabeng dejiu khoiphui lulo? 
MAT.16.11	Iniu taruak lamga dinbo makge chiubo naliu simakbo hai dekumbo gulo? Sijengniu Pharisee maidung nai Sadducee maidunggu chakhi situ naliu marisi lulo!”
MAT.16.12	Sigasu paniu paliutu rubambo hai taruakgu chakhi makjiu Pharisee maidung nai Sadducee maidunggu katikhaibo lamga phuisira dinbo-e chiubo pakhommaidung siniu silude.
MAT.16.13	Jesu niu Caesarea Philippi luongriang namdilam tadlujiu, paniu pakhommaidung khuga maniu-e, “Maidungniu Chamai Nahpiu situ sao-e chiu dinlo?”
MAT.16.15	Paniu paliu khuga maniu-e, “Naliuniu atu sao-e chiujiu lukhailo?”
MAT.16.17	Jesu niu paokakge, “John nahpiu Simon yo, nasan wi-e! Palamra majibo haise tazaipumniu makjiu tinggen lam bambo Apiuniu nakhuga madukhai bibo-e. 
MAT.16.18	Sichiujiu Peter, Iniu nakhuga pachang paling dinbo-e, nang hai tudi si-e, sichiujiu haibo tudi riga Iniu agu phumling thiu khaine, sichiujiu kashaibo siniu wadaodi haisitu ngam lakge. 
MAT.16.19	Iniu tinggen gu Chawangdihgu khamtense nakhuga pikhaine; sichiujiu nangniu kadihpiriga khambose tinggen lamdi khamne, khatdi nangniu kadihriga suikhaibose tinggen lamdi suikhai bine.”
MAT.16.20	Sichiujiu pahai Khrista si-e chiubo mai khat khugadi dintulo, chiujiu Jesu niu pakhommaidung khuga chamtan pikhaide.
MAT.16.21	Sigasu Jesu niu pakhommaidung khuga masanjiu din-e, “Iniu Jerusalem lam tadrabo-e, sichiujiu kating maidung, singku paodung, khatdi Tacheng-tajaigu katipaodung khugasu I magenthiu-chariubo khengrabo-e. Atu kamshat mine, chiudi pasumbo nai I ringsulan rabo-e.”
MAT.16.22	Peter niu patu puipad mali lujiu rukhai-e. Paniu din-e, “Rapiu yo, sise wadaodi pad kaniubo-e. Tingwang niu sise suimakge.”
MAT.16.23	Jesu niu Peter khulam mariwang lujiu din-e, “Satan, akhugasu tadmilo! Nang hai agu puitadga aphi masui raleng-e, palamra nangniu maningbo hai Tingwang khugasu makjiu chamaina khugasu-e.”
MAT.16.25	Palamra paringting ranlu kani maise hamira-e, chiudi mai khatniu adon jengniu pagu ringting hakhai misai paniu daolu rabo-e. 
MAT.16.26	Mai khatniu kadihpiri pakhiangna daolujiu, paringting hamisai degu kagengbo bamlo? Pagu ringtingtu nkhiak lurabo wadi ha-e. 
MAT.16.27	Palamra Chamai Nahpiu siniu Papiugu kendiga pagu mazadungtu maluang lujiu, mai hina ngamkam saisuijiu tathuon piraleng wangrabo-e. 
MAT.16.28	Iniu naliu khuga pachangsiak dinbo-e chiubora Chamai Nahpiu siniu Chawang kumjiu kiu makthen shaimak ramai khangsia haiga bamme.”
MAT.17.1	Jeng charukbo saiga Jesu niu Peter khatdi Jacob nai pasingna John tu majang lujiu maluong kakubo khatga khangde. 
MAT.17.2	Sichiujiu paliuniu phuijiu bamboga Jesu lunli sude; pazuse naimik biu kum mide, khatdi pafai-pani hai kapuangjiu kabun kum mide. 
MAT.17.3	Siga khommai khang sum siniu Mose nai Elijah niu Jesu tu wang npao bambo ngaode. 
MAT.17.4	Sijengniu Peter niu Jesu khuga din-e, “Rapiu, aliuniu haiga bambo hai dejiuga wilo! Nangniu suikhaisai, Iniu naleng khat, Mose leng khat, khatdi Elijah leng khat chiujiu mathenky sum thiu khaine.”
MAT.17.6	Khommaidung siniu chakhuanse chiuboga pingjiu kadihga paliu zu makhumkiu kam mide. 
MAT.17.7	Jesu niu paliu khuga wanglujiu paliutu kaba khaijiu din-e, “Sulo, pingtulo!” 
MAT.17.8	Siga paliuniu ngangsu phuiboga Jesu ronna makjiu mai khattudi ngao makge.
MAT.17.9	Sichiujiu paliuniu maluong gasu kiulanboga, Jesu niu paliutu chamtan pi-e, “Naliuniu ngaolubo madungao lamga hai, Chamai Nahpiu siniu kashaibo gasu ringsulan makthen mai khat khugadi dintulo.”
MAT.17.11	Jesu niu paokakge, “Pachang siakjiu Elijah niu wangraijiu, paniu wahina kaden khai rabo-e. 
MAT.17.12	Chiudi Iniu naliu khuga pachang paling dinbo-e, chiubora Elijah wang mibo-e, chiudi maidungniu patu silu makge, chiudi paliu chunning thiujiu patu kamkhai kamigu-e. Sikum gapjiu paliuniu Chamai Nahpiu tudi kamkhai rabo-e.”
MAT.17.13	Siga paniu dinbambo hai John Baptist lamga-e chiubo pakhommaidung siniu silude.
MAT.17.14	Paliuniu maidung khulam wanglanboga, maipiu khatniu Jesu masuangga wang khudung kiujiu din-e, 
MAT.17.15	“Paohubo yo, anahtu lungsa khailo! Pahai chakhuira phungjiu, tadui-chami jiuga jongkhai khaijiu kinbo-e. 
MAT.17.16	Iniu patu nakhommaidung khuga maluong wangbo-e, chiudi paliuniu wikhai ngam makge.”
MAT.17.17	Siga Jesu niu paokakge, “Naliu hai dejiuga malummak mailo, khatdi kamao mailo! Iniu naliutu dethengga maluong bam ralo? Sibo nahtu haiga maluong wanglo!” 
MAT.17.18	Jesu niu rasa situ chamtan pikhaiboga, sibo nah khugasu pad mide, khatdi sibo wansiakga pase wimide.
MAT.17.19	Siga pakhommaidung siniu mahin Jesu khuga wang lujiu maniu-e, “Aliuniu dekamjiu rasa situ hathon ngamlak jiulo?”
MAT.17.22	Khommaidung mathiu Galilee ga wang madui bamboga, Jesu niu paliu khuga din-e, “Chamaina Nahpiu situ maidung ben-ga pikhaijiu, paliuniu patu kamshat mirabo-e. 
MAT.17.23	Chiudi pasumbo naise pah ringsu lanmi rabo-e.”
MAT.17.23	Khommaidungse paliu chun sasui mide.
MAT.17.25	Peter niu din-e, “Pimaksai dechiu ralo!”
MAT.17.25	Peter niu kalunglam ngutboga Jesu niu raijiu din-e, “Simon, nang degu maninglo? Haibo kadihpiri gu wangdungtu saoniu ramkhadung maksai chaphijeng hai pijiulo? Parammai niuma maksai sangdiumai niulo?”
MAT.17.26	Peter niu paokakge, “Sangdiumai niu-e!”
MAT.17.26	Jesu niu paokakge, “Sichiusai, wi-e, pamaidungra pimak rabo-e. 
MAT.17.27	Chiudi maidung situ aliuniu kamkiam khaini makge. Sijengniu ajaiga tadlujiu khakhoi julo. Nangniu raithubo kamlubo chakha mun-ga rangkang khat dao sune. Sise anai damleng builu rabo-e. Sise khoilujiu paliu khuga aniagu ramkhaleng pimilo.”
