GEN.1.1	Er penn-kentañ, Doue a grouas an neñvoù hag an douar. 
2CO.13.10	Setu perak e skrivan an traoù-mañ o vezañ ezvezant, evit pa vin bezant, na'm bo ket da vezañ garv ganeoc'h, hervez ar galloud en deus an Aotrou roet din evit kenteliañ ha nann evit distrujañ. 
2CO.13.11	A-hend-all, breudeur, en em laouenait, klaskit bezañ peurvat, en em frealzit, bezit en un hevelep soñj, bevit e peoc'h, hag an Doue a garantez hag a beoc'h a vo ganeoc'h. 
2CO.13.12	En em saludit an eil egile dre ur pok santel. 
2CO.13.13	An holl sent a salud ac'hanoc'h. 
2CO.13.14	Gras an Aotrou Jezuz-Krist, karantez Doue ha kenunvaniezh ar Spered-Santel ra vo ganeoc'h holl! Amen.
GAL.1.1	Paol, abostol, nann a-berzh an dud na dre un den bennak, met dre Jezuz-Krist ha Doue an Tad en deus e adsavet a-douez ar re varv, 
GAL.1.2	hag an holl vreudeur a zo ganin, da Ilizoù Galatia: 
GAL.1.3	Ar c'hras hag ar peoc'h ra vo roet deoc'h a-berzh Doue an Tad hag hon Aotrou Jezuz-Krist, 
GAL.1.4	a zo en em roet e-unan evit hor pec'hedoù evit hon tennañ eus ar c'hantved breinus-mañ, hervez bolontez Doue hon Tad, 
GAL.1.5	dezhañ ra vo ar gloar e kantvedoù ar c'hantvedoù! Amen.
GAL.1.6	Souezhet on ho pefe dilezet ken buan an hini en deus ho kalvet da c'hras Krist evit heuliañ un aviel all, 
GAL.1.7	n'eo ket ma'z eus unan all, met bez' ez eus tud ouzh ho trubuilhañ hag a fell dezho fallaat Aviel Krist. 
GAL.1.8	Ha pa brezegfemp deoc'h ni hon-unan pe un ael eus an neñv un aviel disheñvel diouzh an hini hon eus prezeget deoc'h, ra vo milliget! 
GAL.1.9	Evel ma hon eus dija lavaret, henn lavarout a ran adarre bremañ: mar prezeg deoc'h unan bennak un aviel disheñvel diouzh an hini hoc'h eus resevet, ra vo milliget! 
GAL.1.10	Rak daoust ha klask a ran kendrec'hiñ an dud pe Doue? Ha klask a ran plijout d'an dud? Mar deufen da blijout d'an dud, ne vefen ket servijer Krist.
GAL.1.11	Disklêriañ a ran deoc'h, breudeur, an Aviel am eus prezeget n'eo ket eus an dud, 
GAL.1.12	rak ne'm eus ket e resevet nag e zesket digant un den, met dre un diskuliadur a-berzh Jezuz-Krist. 
GAL.1.13	Klevet hoc'h eus penaos e oa gwechall va c'hundu er yuzeverezh, gant pegement a nerzh e heskinen Iliz Doue hag e wasten anezhi, 
GAL.1.14	ha penaos ez aen pelloc'h er yuzeverezh eget meur a hini eus va oad hag eus va bro, o vezañ douget dreist an holl evit hengounioù va zadoù. 
GAL.1.15	Met pa'z eo bet plijet gant Doue, en doa va dibabet adalek kof va mamm hag en deus va galvet dre e c'hras, 
GAL.1.16	diskuliañ e Vab ennon evit ma prezegfen anezhañ e-touez ar baganed, kerkent, ne selaouis nag ar c'hig nag ar gwad 
GAL.1.17	ha ne bignis ket da Jeruzalem da gavout ar re a oa bet ebestel a-raok din, met mont a ris da Arabia, ha goude e tistrois adarre da Zamask. 
GAL.1.18	Tri bloavezh goude, e pignis da Jeruzalem da welout Pêr hag e chomis gantañ pemzek devezh, 
GAL.1.19	met ne welis hini eus an ebestel all, nemet Jakez breur an Aotrou. 
GAL.1.20	Er pezh a skrivan deoc'h, setu, dirak Doue n'eus gaou ebet. 
GAL.1.21	Goude-se ez is da vroioù Siria ha Kilisia, 
GAL.1.22	met ne oan ket anavezet dre va dremm gant Ilizoù Judea a zo e Krist. 
GAL.1.23	An dra-mañ hepken o doa klevet: An hini en doa gwechall hon heskinet, a brezeg bremañ ar feiz a ziskare diagent. 
GAL.1.24	Ha e roent gloar da Zoue abalamour din.
GAL.2.1	Pevarzek vloaz goude, e pignis a-nevez da Jeruzalem gant Barnabaz hag e kemeris ivez Tit ganin. 
GAL.2.2	Mont a ris di hervez un diskuliadur, hag e tisklêris dirazo an Aviel a brezegen e-touez ar baganed, hag e tisklêris anezhañ dreist-holl d'ar re a zo evel kolonennoù, gant aon da redek pe da vezañ redek en aner. 
GAL.2.3	Ha Tit e-unan, hag a oa ganin, ne voe ket rediet da vezañ amdroc'het, petra bennak ma oa Gresian. 
GAL.2.4	Ha kement-se a c'hoarvezas abalamour d'ar fals-vreudeur antreet e kuzh en hon touez, deuet e-barzh evit spiañ al librentez hon eus e Jezuz-Krist, hag evit hol lakaat e sklaverezh. 
GAL.2.5	Ne fellas ket deomp plegañ ur pennadig hepken dezho, evit ma vije kendalc'het ar wirionez eus an Aviel en ho touez. 
GAL.2.6	E-keñver ar re a zo kontet evit bezañ tud a-bouez, ne sell ket ouzhin petra int bet gwechall rak Doue ne ra diforc'h ebet e-touez an dud, ar re a zo kontet evit bezañ a-bouez n'o deus lavaret netra din. 
GAL.2.7	Er c'hontrol, pa weljont e oa bet fiziet ennon an Aviel evit ar re ziamdroc'h evel ma oa bet e Pêr evit an amdroc'hidi, 
GAL.2.8	rak an hini en deus labouret e Pêr evit e lakaat da abostol an amdroc'hidi en deus ivez labouret ennon evit ar baganed, 
GAL.2.9	ha pa anavezjont ar c'hras a oa bet roet din, Jakez, Kefaz ha Yann, int hag a zo sellet evel kolonennoù, a roas din ha da Varnabaz an dorn a gevredigezh, evit ma'z ajemp, ni etrezek ar baganed, int etrezek an amdroc'hidi. 
GAL.2.10	Dleout a raemp hepken kaout soñj eus ar beorien, hag em eus henn graet gant aked.
GAL.2.11	Met pa zeuas Pêr da Antioch, me a enebas outañ a-dal, dre ma telleze bezañ tamallet. 
GAL.2.12	Rak a-raok ma oa deuet hiniennoù a-berzh Jakez, e tebre gant ar baganed. Met adalek ma oant erruet, en em dennas ha en em zalc'has pell diganto o kaout aon rak an amdroc'hidi. 
GAL.2.13	Hag asambles gantañ ar Yuzevien all a heulias e bilpouzerezh, en hevelep doare ma voe sachet Barnabaz zoken en o filpouzerezh. 
GAL.2.14	Pa welis ne gerzhent ket eeun hervez wirionez an Aviel, e lavaris da Bêr dirazo holl: Te a zo ur Yuzev, mar bevez evel ar baganed ha nann evel ar Yuzevien, perak e rediez ar baganed da vevañ evel ar Yuzevien? 
GAL.2.15	Ni, Yuzevien a c'hanedigezh ha nann pec'herien a-douez ar baganed, 
GAL.2.16	oc'h anavezout n'eo ket reishaet an den dre oberoù al lezenn met dre ar feiz eus Jezuz-Krist, hon eus hon-unan kredet e Jezuz-Krist, evit bezañ reishaet dre ar feiz e Krist ha nann dre oberoù al lezenn, rak kig ebet ne vo reishaet dre oberoù al lezenn. 
GAL.2.17	Met e-pad ma'z omp o klask bezañ reishaet dre Grist, mar degouezhfe deomp-ni hon-unan bezañ kavet pec'herien, daoust ha Krist a vefe eta ministr ar pec'hed? N'eo ket! 
GAL.2.18	Rak mar adsavan an traoù am eus distrujet, en em zisklêrian va-unan un torrer eus al lezenn, 
GAL.2.19	rak dre al lezenn eo ez on marv d'al lezenn, evit bevañ da Zoue. 
GAL.2.20	Kroazstaget on bet asambles gant Krist ha, mar bevan, n'eo ket me ken a vev met Krist eo a vev ennon. Mar bevan c'hoazh er c'hig, e vevan dre ar feiz e Mab Doue en deus va c'haret hag a zo en em roet e-unan evidon. 
GAL.2.21	Ne gasan ket da netra gras Doue, rak mar deu ar reizhder eus al lezenn, Krist eta a zo marvet en aner.
GAL.3.1	O Galated diskiant! Piv en deus ho strobinellet evit na sentfec'h ken ouzh ar wirionez, c'hwi hag a zo bet diskouezet Jezuz-Krist ken sklaer dirak ho taoulagad evel kroazstaget ennoc'h? 
GAL.3.2	Fellout a ra din gouzout an dra-mañ hepken diganeoc'h: Ha resevet hoc'h eus ar Spered dre oberoù al lezenn, pe dre brezegerezh ar feiz? 
GAL.3.3	Ha ken diskiant oc'h deuet? Goude bezañ kroget gant ar Spered, daoust hag e fell deoc'h peurechuiñ bremañ gant ar c'hig? 
GAL.3.4	Ha gouzañvet hoc'h eus kement en aner, mar d-eo koulskoude en aner? 
GAL.3.5	An hini eta a ro deoc'h ar Spered hag a ra mirakloù en ho touez, hag ober a ra kement-se dre oberoù al lezenn pe dre brezegerezh ar feiz? 
GAL.3.6	Evel ma kredas Abraham e Doue ha ma voe kement-se kontet dezhañ da reizhder, 
GAL.3.7	gouezit eta penaos ar re o deus ar feiz a zo mibien Abraham. 
GAL.3.8	Ar Skritur, o rakwelout e reishaje Doue ar baganed dre ar feiz, he deus kemennet diagent an Aviel da Abraham, o lavarout: An holl vroadoù a vo benniget ennout! 
GAL.3.9	Dre-se ar re a gred a zo benniget asambles gant Abraham an den-a-feiz. 
GAL.3.10	Met ar re holl en em stag ouzh oberoù al lezenn a zo dindan ar vallozh, rak skrivet eo: Milliget eo kement den ha na gendalc'h ket en holl draoù a zo skrivet e levr al lezenn evit ober anezho. 
GAL.3.11	Ha penaos den na vo reishaet dirak Doue dre al lezenn, kement-se a zo sklaer abalamour: An den reizh a vevo dre ar feiz. 
GAL.3.12	Hogen al lezenn ne zeu ket eus ar feiz, met e lavar: An den a raio an traoù-se a vevo drezo. 
GAL.3.13	Krist en deus hon dasprenet eus mallozh al lezenn, o vezañ bet graet mallozh evidomp, rak skrivet eo: Milliget eo kement hini a zo krouget ouzh ar c'hoad, 
GAL.3.14	evit ma en em skuilhje bennozh Abraham war ar baganed dre Jezuz-Krist ha ma resevjemp dre ar feiz ar Spered a oa bet prometet.
GAL.3.15	Breudeur, komz a ran e doare an dud, pa vez startaet un emglev zoken gant tud, ne zeu den all ebet d'e derriñ pe da lakaat un dra bennak ouzhpenn warnañ. 
GAL.3.16	Hogen ar promesaoù a zo bet graet da Abraham ha d'e lignez. N'eo ket lavaret: D'e lignezoù, evel pa vije bet meur a hini, met evel pa vije unan hepken: Ha da'z lignez, da lavarout eo Krist. 
GAL.3.17	Setu ar pezh a lavaran: diwar-benn un emglev a oa bet a-ziaraok startaet gant Doue e Krist, al lezenn, deuet pevar c'hant tregont vloaz goude, n'he deus ket gallet e freuzañ ha terriñ ar bromesa. 
GAL.3.18	Rak mar deufe an hêrezh dre al lezenn, ne vefe ken dre ar bromesa. Met Doue en deus e roet da Abraham dre ar bromesa. 
GAL.3.19	Perak eta al lezenn? Lakaet eo bet abalamour d'an disentidigezh, betek donedigezh al lignez a oa bet graet ar bromesa dezhi. Embannet eo bet dre aeled ha dre zorn un hanterour. 
GAL.3.20	Hogen an hanterour n'eo ket etre unan hepken, met Doue a zo unan hepken. 
GAL.3.21	Ha bez' emañ eta al lezenn a-enep promesaoù Doue? N'eo ket! Ma vije bet roet ul lezenn hag a c'hellje reiñ ar vuhez, ar reizhder a zeuje e gwirionez eus al lezenn. 
GAL.3.22	Met ar Skritur he deus serret pep tra dindan ar pec'hed, evit ma vije roet ar bromesa dre ar feiz eus Jezuz-Krist d'ar re a gred. 
GAL.3.23	A-raok ma teuas ar feiz, e oamp serret dindan dalc'h al lezenn, e sell d'ar feiz a dlee bezañ diskuliet. 
GAL.3.24	Evel-se al lezenn a zo bet hor rener en deus hon degaset da Grist, evit ma vijemp reishaet dre ar feiz. 
GAL.3.25	Met ar feiz o vezañ deuet, n'emaomp ken dindan ar rener-se.
GAL.3.26	Rak holl oc'h mibien da Zoue dre ar feiz e Jezuz-Krist, 
GAL.3.27	c'hwi-holl hag a zo bet badezet e Krist, hoc'h eus gwisket Krist warnoc'h. 
GAL.3.28	N'eus ken na Yuzev na Gresian, n'eus ken na sklavour na den frank, n'eus ken na gwaz na gwreg, rak holl emaoc'h unan e Jezuz-Krist. 
GAL.3.29	Ha mar d-oc'h da Grist, ez oc'h lignez Abraham hag an heritourien hervez ar bromesa.
GAL.4.1	Hogen e lavaran penaos keit ha ma'z eo an heritour bugel, n'eo disheñvel e netra diouzh ur sklavour, petra bennak ma'z eo mestr a bep tra, 
GAL.4.2	met emañ dindan renerien ha kulatored betek an amzer merket gant an tad. 
GAL.4.3	Evel-se ni ivez, pa oamp bugale, e oamp dindan sklavelezh kentañ kentelioù ar bed. 
GAL.4.4	Met pa'z eo deuet an amzerioù merket, Doue en deus kaset e Vab, ganet eus ur wreg, ganet dindan al lezenn, 
GAL.4.5	evit dasprenañ ar re a oa dindan al lezenn hag evit ober ac'hanomp e advibien. 
GAL.4.6	Ha dre ma'z oc'h mibien, Doue en deus kaset en ho kalonoù Spered e Vab o krial: Abba! Tad! 
GAL.4.7	Dre-se n'out ken ur sklavour met ur mab, ha mar d-out ur mab, ez out ivez heritour da Zoue dre Grist.
GAL.4.8	Gwechall, evit gwir, dre ma n'anavezec'h ket Doue, e servijec'h doueed ha n'int ket doueed dre o natur, 
GAL.4.9	met bremañ pa hoc'h eus anavezet Doue, pe kentoc'h pa'z oc'h bet anavezet gant Doue, penaos e tistroit c'hoazh d'ar c'hentañ kentelioù dinerzh ha paour-se a fell deoc'h en em lakaat dindano a-nevez? 
GAL.4.10	Mirout a rit gant aked an deizioù, ar mizioù, an amzerioù hag ar bloavezhioù. 
GAL.4.11	Aon am eus evidoc'h ne'm befe labouret en aner en ho keñver. 
GAL.4.12	Breudeur, me ho ped, bezit eveldon, rak me ivez a zo eveldoc'h. N'hoc'h eus graet gaou ebet ouzhin. 
GAL.4.13	Gouzout a rit penaos em eus prezeget deoc'h diaraok an Aviel e poanioù ar c'hig, 
GAL.4.14	ha n'hoc'h eus ket va disprizet na va zaolet kuit abalamour d'ar poanioù-se em c'hig, met va degemeret hoc'h eus evel un ael eus Doue, hag evel Jezuz-Krist. 
GAL.4.15	Petra eta a rae neuze hoc'h eürusted? Rak reiñ a ran ouzhoc'h an testeni-mañ, penaos ma vije bet posupl, ho pije tennet ho taoulagad evit o reiñ din. 
GAL.4.16	Ha deuet on eta da vezañ hoc'h enebour o lavarout deoc'h ar wirionez? 
GAL.4.17	Gredus int evidoc'h met nann gant eeunder, ha fellout a ra dezho ho tistagañ diouzhimp evit ma viot gredus evito. 
GAL.4.18	Mat eo bezañ gredus evit ar mad e pep amzer ha nann hepken pa'z on ganeoc'h en ho touez. 
GAL.4.19	Va bugale vihan, gouzañv a ran a-nevez gwentloù ar gwilioud betek ma vo Krist stummet ennoc'h, 
GAL.4.20	hag e karfen bezañ bremañ asambles ganeoc'h ha cheñch va c'homzoù, rak e poan vras on abalamour deoc'h.
GAL.4.21	Lavarit din, c'hwi hag a fell deoc'h bezañ dindan al lezenn, ha n'intentit ket al lezenn? 
GAL.4.22	Rak skrivet eo en deus bet Abraham daou vab, unan eus ar sklavourez hag unan eus ar wreg frank. 
GAL.4.23	Met hini ar sklavourez a voe ganet hervez ar c'hig, hini ar wreg frank a voe ganet dre ar bromesa. 
GAL.4.24	An traoù-mañ a zo evel ur skeudenn, rak an div wreg-se a zo an daou emglev. Unan eus Menez Sinai, a c'han evit ar sklavelezh, Agar eo, 
GAL.4.25	rak Agar eo Menez Sinai en Arabia, hag e ra unan gant ar Jeruzalem a zo bremañ hag a zo e sklavelezh gant he bugale. 
GAL.4.26	Met ar Jeruzalem d'an nec'h a zo frank, hi eo a zo mamm deomp holl, 
GAL.4.27	rak skrivet eo: En em laouena, sec'henn, te na c'hanez ket, strak ha laosk kriadennoù, te na c'houzañvez ket gwentloù ar gwilioud, rak bugale an hini dilezet a zo niverusoc'h eget re ar wreg he doa ur pried. 
GAL.4.28	Evidomp, breudeur, ni a zo bugale ar bromesa evel Izaak, 
GAL.4.29	hag evel ma oa neuze heskinet an hini a oa bet ganet hervez ar Spered gant an hini a oa bet ganet hervez ar c'hig, evel-se emañ ivez bremañ. 
GAL.4.30	Ha petra a lavar ar Skritur? Kas kuit ar sklavourez hag he mab, rak mab ar sklavourez n'en devo ket e hêrezh gant mab ar wreg frank. 
GAL.4.31	Breudeur, n'omp ket bugale ar sklavourez, met bugale ar wreg frank.
GAL.5.1	Chomit eta start er frankiz en deus Krist ho lakaet dieub enni, ha n'en em lakait ken a-nevez dindan yev ar sklavelezh. 
GAL.5.2	Setu, me Paol, a lavar deoc'h penaos mar en em lakait da vezañ amdroc'het, Krist ne servijo da netra deoc'h. 
GAL.5.3	Hag e testenian adarre da bep den en em laka da vezañ amdroc'het, ez eo ret dezhañ mirout al lezenn a-bezh. 
GAL.5.4	Er-maez eus Krist emaoc'h, c'hwi holl hag en em reisha dre al lezenn, c'hwi a zo kouezhet er-maez eus ar c'hras. 
GAL.5.5	Rak evidomp, dre ar Spered, e c'hortozomp eus ar feiz esperañs ar reizhder. 
GAL.5.6	Rak e Jezuz-Krist an amdroc'h ne servij da netra, nag an diamdroc'h, met ar feiz o labourat dre ar garantez. 
GAL.5.7	Redek mat a raec'h, piv en deus ho harzet ma ne sentit ken ouzh ar wirionez? 
GAL.5.8	Al ali-se ne zeu ket eus an hini en deus ho kalvet. 
GAL.5.9	Un tamm goell a laka an toaz holl da c'hoiñ. 
GAL.5.10	Ar fiziañs-mañ am eus ennoc'h en Aotrou penaos ne soñjot ket en un doare all. Met an hini a drubuilh ac'hanoc'h a zougo ar poan a gement-se, n'eus forzh piv bennak eo. 
GAL.5.11	Evidon-me, breudeur, mar prezegan an amdroc'h, perak ez on c'hoazh heskinet? Neuze ar maen-kouezh eus ar groaz a vefe aet da netra. 
GAL.5.12	Ra vo lamet kuit ar re a drubuilh ac'hanoc'h!
GAL.5.13	Breudeur, galvet oc'h bet d'ar frankiz, koulskoude na gemerit ket digarez eus ar frankiz-se evit bevañ hervez ar c'hig, met bezit dre garantez servijer an eil d'egile. 
GAL.5.14	Rak al lezenn a-bezh a zo peurc'hraet en ur ger hepken, en hemañ: Karout a ri da nesañ eveldout da-unan. 
GAL.5.15	Met mar en em dagit ha mar en em zebrit an eil egile, lakait evezh na vefec'h distrujet an eil gant egile. 
GAL.5.16	Lavarout a ran eta: Kerzhit dre ar Spered, ne gasot ket da benn c'hoantoù ar c'hig. 
GAL.5.17	Rak ar c'hig en deus c'hoantoù a-enep ar Spered, hag ar Spered en deus re a-enep ar c'hig, an daou a zo kontrol an eil d'egile en hevelep doare ma ne rit ket an traoù a fellfe deoc'h. 
GAL.5.18	Mar d-oc'h renet gant ar Spered, n'oc'h ket didan al lezenn. 
GAL.5.19	Hogen oberoù ar c'hig a zo anat: bez' int avoultriezh, loustoni, hudurniezh, gadaliezh, 
GAL.5.20	idolerezh, sorserezh, kasoni, enebiezh, gwarizi, fulor, tabutoù, disranniezh, falskredennoù, 
GAL.5.21	avioù, muntroù, mezventi, dirolladegoù, hag traoù heñvel outo. Lavarout a ran deoc'h en a-raok evel ma em eus dija lavaret, penaos ar re a ra ar seurt traoù-se n'o devo ket rouantelezh Doue da hêrezh. 
GAL.5.22	Met frouezh ar Spered a zo karantez, levenez, peoc'h, pasianted, madelezh, hegarated, feiz, 
GAL.5.23	douster, mestroni an-unan. Al lezenn n'eo ket a-enep an traoù-se. 
GAL.5.24	Ar re a zo da Grist o deus kroazstaget ar c'hig gant e youloù drouk hag e c'hoantegezhioù. 
GAL.5.25	Mar bevomp dre ar Spered, kerzhomp ivez dre ar Spered. 
GAL.5.26	Na glaskomp ket ur gloar aner, oc'h en em vroudañ an eil egile hag o kaout avi an eil ouzh egile.
GAL.6.1	Breudeur, mar degouezh d'un den bezañ kavet en ur faot bennak, c'hwi hag a zo speredel, eeunit anezhañ gant ur spered a zouster. Laka evezh da-unan gant aon na vefes ivez temptet. 
GAL.6.2	Dougit bec'hioù an eil egile hag e peurc'hrot evel-se lezenn Krist. 
GAL.6.3	Mar soñj d'un den bezañ un dra bennak, pa n'eo netra, en em drompl e-unan. 
GAL.6.4	Ra eveshaio pep hini ouzh e oberoù e-unan, neuze en devo un abeg da gavout gloar ennañ e-unan ha nann en ar re all, 
GAL.6.5	rak pep hini a zougo e vec'h e-unan. 
GAL.6.6	An hini a zo kelennet e ger Doue ra roio eta lod eus e vadoù d'an hini a gelenn anezhañ. 
GAL.6.7	N'en em dromplit ket, ne reer ket goap eus Doue. Ar pezh en devo un den hadet, a vedo ivez. 
GAL.6.8	An hini a had evit ar c'hig a vedo eus ar c'hig ar vreinadurezh. Met an hini a had evit ar Spered a vedo eus ar Spered ar vuhez peurbadus. 
GAL.6.9	N'en em skuizhomp ket oc'h ober ar mad, rak e vedimp en amzer dereat, ma n'en em zistardomp ket. 
GAL.6.10	Dre-se, e-pad ma hon eus al lec'h, greomp ar mad e-keñver an holl ha dreist-holl e-keñver ar re a zo eus tiegezh ar feiz. 
GAL.6.11	Gwelit pebezh lizherennoù bras am eus skrivet deoc'h gant va dorn va-unan. 
GAL.6.12	Ar re holl a fell dezho plijout hervez ar c'hig a vount ac'hanoc'h start da vezañ amdroc'het, ha kement-se hepken evit na vint ket heskinet abalamour da groaz Krist. 
GAL.6.13	Rak an amdroc'hidi o-unan ne viront ket al lezenn, met fellout a ra dezho e viot amdroc'het evit kavout gloar en ho kig. 
GAL.6.14	Met pell diouzhin ar soñj da gavout gloar e netra all nemet e kroaz hon Aotrou Jezuz-Krist. Drezañ ar bed a zo bet kroazstaget evidon, evel ma'z on bet va-unan evit ar bed. 
GAL.6.15	Rak e Jezuz-Krist an amdroc'h hag an diamdroc'h n'int netra, met ret eo bezañ ur grouadenn nevez. 
GAL.6.16	Evit ar re holl a heulio ar reolenn-se, ra vo ar peoc'h hag an drugarez warno ha war Israel Doue! 
GAL.6.17	A-hend-all na zeuio den d'ober poan din, rak dougen a ran em c'horf merkoù an Aotrou Jezuz.
GAL.6.18	Breudeur, ra vo gras hon Aotrou Jezuz-Krist gant ho spered! Amen.
EPH.1.1	Paol, abostol Jezuz-Krist dre volontez Doue, d'ar sent a zo en Efez ha d'ar feizidi e Krist Jezuz: 
EPH.1.2	Ar c'hras hag ar peoc'h ra vo roet deoc'h a-berzh Doue hon Tad hag an Aotrou Jezuz-Krist.
EPH.1.3	Ra vo benniget Doue ha Tad hon Aotrou Jezuz-Krist, eñ hag en deus hor benniget a bep seurt bennozhioù speredel el lec'hioù neñvel e Krist. 
EPH.1.4	Evel-se en deus hon dibabet ennañ, a-raok krouidigezh ar bed, evit ma vimp santel ha didamall dirazañ er garantez, 
EPH.1.5	o vezañ hor raktonket da vezañ e advugale dre Jezuz-Krist, hervez ar plijadur mat eus e volontez, 
EPH.1.6	da veuleudigezh gloar e c'hras, en deus roet deomp drezi da vezañ degemeret er C'haret-mat. 
EPH.1.7	Ennañ hon eus an dasprenadur dre e wad, ar pardon eus ar pec'hedoù, hervez pinvidigezhioù e c'hras 
EPH.1.8	en deus skuilhet warnomp gant fonnder dre bep seurt furnez ha skiant, 
EPH.1.9	o vezañ roet deomp da anavezout mister e volontez, hervez ar soñj mat oberius en doa graet ennañ e-unan, 
EPH.1.10	penaos, e roidigezh oberiañs an amzerioù, e tastumje an holl draoù e Krist, kement ar pezh a zo en neñvoù evel ar pezh a zo war an douar. 
