MAT.1.1	Абраһамай үри һадаһан болохо Давидай үри һадаһан Иисус Христосой уг гарбалынь иимэ:
1TH.2.14+1TH.2.15	Аха дүүнэрни, Иисус Христостой нэгэдэһэн Иудейн һүзэглэгшэдэй бүлгэмүүдтэй ямар юумэн ушараа һэм, тон тиимэ юумэн таанадтайшье ушараа. Дээдын Эзэн Иисус Христосые, лүндэншэдые алаһан, бидэниие хашажа мүрдэжэ байһан Иудейн зонһоо боложо, тэдэ зоной зобоһондол адли таанад баһа өөһэдынгөө хотынхидтэ хашуулан мүрдүүлэн зобоот. Тэдэ Иудейн зон Бурханда ехэл жэрхэдэһэтэй байна. Хүн бүхэндэ үһөөрхэжэ байна. 
1TH.2.16	Бусад арадуудай абарагдахын тулада Бурханай үгэ номноходомнай тэдэ баһал һаалта хэнэ. Тиигэжэ Иудейн зон хэһэн нүгэлнүүдэйнгөө һүүлшын нүгэлые хэбэ. Одоол мүнөө Бурхан тэдэниие хэһээхэнь даа.
1TH.2.17	Аха дүүнэрни, таанадтай саг зуура хахасаад байхадаа таанадаа ехэл үгылөөбди, таанадтай дахин уулзахаяа ехээр оролдообди. Үшөө бидэ һанал бодолоороо ходо таанадтай байгаабди. 
1TH.2.18	Бидэ таанадта ошохо һанаатай байгаабди. Би өөрөө таанадта ошохоёо хэдэ дахин зүдхөөб, зүгөөр сатана бидэндэ һаалта хэжэ байгаа. 
1TH.2.19	Һүүлэй һүүлдэ таанад лэ манай найдабари, манай баяр, манай Дээдын Эзэн Иисусай ерэхэдэ илаһандаа бахархаха шалтагаамнай болоно гээшэт. 
1TH.2.20	Таанад үнэхөөрөө манай бахархал, манай баяр болонот.
1TH.3.1+1TH.3.2+1TH.3.3	Һүүлэй һүүлдэ бидэ тэсэхэ аргагүй болообди. Тиимэһээ Христос тухай Һайн Мэдээсэл номнон бидэнтэй Бурханда алба хэжэ байһан Тимофей дүүгээ таанадта эльгээгээд, өөһэдөө Афины хотодо үлэхэ гэжэ шиидээ һэмди. Хэнэйтнайшье хашалга мүрдэлгэнүүдһээ айн сухарихагүйн тула таанадые бата бэхи болгохо, һүзэгыетнай урмашуулха зорилготойгоор бидэ Тимофейе ябуулаа һэмди. Тиимэ хашалга мүрдэлгэнүүдые Бурханай бидэндэ заяаһые таанад өөһэдөөшье мэдэнэт. 
1TH.3.4	Түрүүн таанадтай хамта байхадаа хашуулан мүрдүүлхэбди гэжэ бидэ уридшалан хэлээ һэмди. Тон тиимэл юумэн ушараа. 
1TH.3.5	Саашадаа тэсэхэ аргагүй байһандаа, һүзэг тухайтнай мэдэжэ ерэхээрнь Тимофейе эльгээгээ һэмди. Шолмос таанадые хорхойтуулаашье һаань, бүхы манай ажал дэмы үнгэрөөгүйл байха гэжэ этигэлтэй байнабди.
1TH.3.6	Мүнөө Тимофей бусажа ерээ, танай һүзэг ба дуран тухай һайн мэдээсэл асараа. Таанад бидэниие ходо һайнаар дурданат, таанадые харахаяа ехээр хүсэдэгтэмнайл адляар таанадшье бидэниие харахаяа ехэл хүсэнэт гэжэ тэрэ хөөрөө. 
1TH.3.7	Аха дүүнэрни, зоболонтой, дутагдалтай ажамидаржа байхадамнай таанад бидэниие этигэл һүзэгөөрөө урмашуулбат. 
1TH.3.8	Дээдын Эзэнтэй нэгэдэһэн амидаралаа бата бэхеэр сахижа байхадатнай бидэ мүнөө бодотоор амидарбабди. 
1TH.3.9	Таанадай бидэндэ асарһан бүхы баярай түлөө бидэ яажа Бурханда гүйсэд баясхалан хүргэхэ гээшэбибди? 
1TH.3.10	Таанадтай уулзаха, этигэл һүзэгтэтнай дутажа байһан юумые үгэхэ хүсэлтэйгөөр бидэ үдэр һүнигүй Бурханиие үнэн зүрхэнһөө гуйнабди.
1TH.3.11	Таанадта ошохо харгыемнай Эсэгэ Бурхан өөрөө, манай Дээдын Эзэн Иисус бэлдэжэ үгэг лэ. 
1TH.3.12	Таанадта аргагүй ехэ дуратай байдагтамнайл адляар бэе бэедээ болон бусад зондо дуратай байхыетнай Дээдын Эзэн таанадта үршөөг лэ. 
1TH.3.13	Тиигэбэл Дээдын Эзэн Иисусай өөрынгөө хүнүүдтэй хүрэжэ ерэхэдэнь, Эсэгэ Бурханай урда нүгэлгүй, арюун сэбэр байхынтнай тула Дээдын Эзэн таанадые бэхижүүлхэ.
1TH.4.1	Аха дүүнэрни, Бурханда һайшаагдадаг ажамидарал ямар байдаг бэ гэжэ таанад бидэнһээ һураа бэлэйт. Мүнөөшье таанад тиимэ ажамидаралтай байнат. Тиин саашадаашье тиигэжэл ажамидарагты гэжэ бидэ мүнөө Дээдын Эзэн Иисусай нэрээр таанадые гуйха, аргадаха байнабди. 
1TH.4.2	Дээдын Эзэн Иисусай эрхэ мэдэлээр бидэнэй таанадта үгэһэн захяа заабаринуудые өөһэдөө мэдэжэ байна ха юмта. 
1TH.4.3	Бурхан таанадые забхай бэшэ, харин гэгээн хүнүүд байхыетнай хүсэнэ. 
1TH.4.4	Хүн бүхэнтнай бэеэ арюун нангин ба сэбэрээр абажа ябаха ёһотой. 
1TH.4.5	Бурханиие мэдэхэгүй бусад арадуудта адли зальхай забхай хүсэлэнгүүдтэ бү абтагты. 
1TH.4.6	Тиимэһээ таанадай хэншье Христосто һүзэглэгшэ ондоо хүндэ муу юумэ хэхэ, мэхэлэн барашхаа ёһогүй. Тиимэ юумэ хэһэн зониие Дээдын Эзэн хэһээхэ гэжэ бидэ уридшье хэлээ һэмди, мүнөөшье хатуугаар һэргылнэбди. 
1TH.4.7	Бурхан бидэниие забхайралдахыемнай бэшэ, харин арюун гэгээнээр амидархыемнай уряалаа юм. 
1TH.4.8	Тиимэһээ энэ һургаал буруушааһан хүн болбол хүниие буруушаана бэшэ, харин таанадта Нангин Һүлдэеэ үршөөжэ байгаа Бурханиие буруушаана.
1TH.4.9	Бэе бэедээ дуратай байгты гэжэ бэшэхэ хэрэггүй байха. Бэе бэедээ дуратай байхые Бурхан таанадта заажа үгөө ха юм. 
1TH.4.10	Таанад Македонидо ажаһуугаа бүхы һүзэглэгшэдтэ дуратайт. Аха дүүнэрнай, бүришье ехээр бэе бэедээ дуратай байгты гэжэ таанадые гуйнабди. 
1TH.4.11	Бидэнэй түрүүн хэлэһэн ёһоор таанад даруухан ажамидарха, өөрынгөө ажал хэхэ, өөһэдөө бэеэ тэжээхэ зорилго табигты. 
1TH.4.12	Тиигэжэл таанад һүзэггүй хүнүүдтэ хүндэтэй, ямаршье дутагдалгүй, эрхим түгэс хүнүүд байхат.
1TH.4.13	Аха дүүнэрни, этигэл найдабаригүй байһан хүнүүдтэй адли гашуудахагүйнтнай тула наһа бараһан хүнүүд тухай үнэнииень мэдэжэ байхыетнай бидэ хүсэнэбди. 
1TH.4.14	Иисус үхөөд амидыраа гэжэ бидэ этигэнэбди. Тиимэһээ тэрээндэ һүзэглэжэ байгаад, наһа бараһан хүнүүдые Бурхан Иисустай хамта хүтэлжэ ерэхэ гэжэ бидэ этигэнэбди.
