GEN.1.2	Umhlaba wawulihlane lelingenalutfo, bumnyama babumbonye emanti nekujula kwawo; Moya waNkulunkulu
EZK.20.44	Niyawube seniyati-ke kutsi mine nginguSimakadze, nase nginisukele nginiphetse matima, ngenca yeLibito lami, hhayi njengekwetindlela tenu letimbi, nangetento tenu temonakalo, ninendlu yaka-Israyeli, kusho iNkhosi Simakadze.’ ”
EZK.20.45	Livi laSimakadze lefika kimi, latsi: 
EZK.20.46	“Ndvodzana yemuntfu, bhekisa buso bakho ngaseningizimu; shumayela ubhekise ngaseningizimu, uphrofethe umelane nelihlatsi langaseningizimu nelive. 
EZK.20.47	Khuluma kulo lihlatsi langaseningizimu, utsi: ‘Vani livi laSimakadze. Naku lokushiwo yiNkhosi Simakadze, itsi: Sekusedvute kutsi ngikulumeke ngemlilo, futsi utawushwabudzela tonkhe tihlahla takho, tonkhe letiluhlata naletomile. Lelilangabi lelilavukako lemlilo lingeke licishwe ngumuntfu, nabo bonkhe buso kusuka ngaseningizimu kuya enyakatfo buyawubhadliswa ngilo. 
EZK.20.48	Bonkhe bantfu bayawubona-ke kutsi mine Simakadze ngiwulumekile; ungeke ucisheke.’ ”
EZK.20.49	Ngase ngitsi: “Awu, Nkhosi, Simakadze! Bakhuluma ngami batsi: ‘Utsi akakhulumi tinganekwane nje yena lo?’ ”
EZK.21.1	Livi laSimakadze lefika kimi, latsi: 
EZK.21.2	“Ndvodzana yemuntfu, bhekisa buso bakho ngaseJerusalema, ushumayele umelane netindzawo tekukhontela lekutsiwa tingcwele. Phrofetha umelane nelive laka-Israyeli, 
EZK.21.3	ukhulume kulo, utsi: ‘Naku lokushiwo nguSimakadze, utsi: Ngimelene nawe. Ngitawukhokha inkemba yami emgodleni wayo, ngibabulale ngayo ngibesuse kuwe labalungile nalababi. 
EZK.21.4	Njengobe ngitawubesusa kuwe labalungile nalababi, inkemba yami itawuphuma emgodleni wayo, iphumele kubo bonkhe bantfu kusukela eningizimu kuye enyakatfo. 
EZK.21.5	Ngulapho-ke bonkhe bantfu bayawukwati khona kutsi mine Simakadze ngiyikhokhile inkemba yami emgodleni wayo; futsi ngingeke ngiphindze ngiyibuyisele.’
EZK.21.6	“Ngako-ke bubula, ndvodzana yemuntfu! Bubula embikwabo ngenhlitiyo leyephukile nalenelusizi lolukhulu. 
EZK.21.7	Nabakubuta batsi: ‘Ububulelani?’ ubobaphendvula utsi: ‘Ngibubula ngenca yaletindzaba letitako. Tonkhe tinhlitiyo tiyawuncibilika, nato tonkhe tandla tiyawuceka; yonkhe imiphefumulo iyawukhatsala, nawo onkhe emadvolo ayawugeba angenwe ngemanti.’ Kuyeta! Nakanjani kutakwenteka loko, kusho iNkhosi Simakadze.”
EZK.21.8	Livi laSimakadze lefika kimi, latsi: 
EZK.21.9	“Ndvodzana yemuntfu, phrofetha utsi: ‘Naku lokushiwo nguSimakadze, utsi:
EZK.21.9	“ ‘Inkemba, inkemba, leloliwe nalelolongiwe,
EZK.21.10	ilolelwe kugwaza,
EZK.21.10	ilolongwe kuze imanyatele njengembane!
EZK.21.10	“ ‘Singajabula yini?
EZK.21.10	Wena, ndvodzana yami uludzelele luswati
EZK.21.10	nato tonkhe teluleko.
EZK.21.11	“ ‘Inkemba seyibekelwe kulolongwa,
EZK.21.11	kutsi ibanjwe ngesandla;
EZK.21.11	seyiloliwe yalolongwa,
EZK.21.11	seyilungele sandla semgwazi.
EZK.21.12	ngobe lenkemba imelene nesive sami;
EZK.21.12	imelene nato tonkhe tikhulu tema-Israyeli.
EZK.21.12	Tilahlelwe enkembeni kanye nesive sami.
EZK.21.12	Ngako-ke yetfwala imikhono enhloko.
EZK.21.13	“ ‘Nakanjani kuvivinywa kuyeta. Kwentiwa yini kutsi wedzelele luswati?
EZK.21.14	ndvodzana yemuntfu,
EZK.21.14	ugcizelele ngekushaya tandla.
EZK.21.14	Inkemba ayigadle kabili nakatsatfu.
EZK.21.14	Yinkemba yekugwaza,
EZK.21.14	yinkemba yekugwaza lokukhulu,
EZK.21.14	lebavimbetela ndzawo tonkhe.
EZK.21.15	Kuze tinhlitiyo titewujabha,
EZK.21.15	nalabawile babe banyenti,
EZK.21.15	inkemba sengiyimisele kugwaza
EZK.21.15	kuwo onkhe emasango abo.
EZK.21.15	Awu! Yentelwe kumanyatela njengembane,
EZK.21.15	ibanjelwe kugwaza.
EZK.21.16	Awu nkemba,
EZK.21.16	gawula ubheke ngesekudla,
EZK.21.16	bese uya ngesancele,
EZK.21.16	nome ngukuphi lapho kudla kwakho
EZK.21.16	kubheke ngakhona.
EZK.21.17	nelulaka lwami luyawubohla.
EZK.21.17	Mine, Simakadze sengikhulumile.”
EZK.21.18	Livi laSimakadze lefika kimi, latsi: 
EZK.21.19	“Ndvodzana yemuntfu, bekisa imigwaco lemibili lengeta ngayo inkemba yenkhosi yaseBhabhulona, yomibili isuke eveni linye. Mbela sikhombandlela lapho lomgwaco uphambuka khona ucondze edolobheni. 
EZK.21.20	Bekisa lomunye umgwaco wenkemba itewumelana neRabha yema-Amoni, nalomunye kuze itewumelana nelakaJuda, ngisho neJerusalema lebiyelwe. 
EZK.21.21	Ngobe inkhosi yaseBhabhulona itakuma lapho lomgwaco wehlukana khona, esiphambanweni semigwaco lemibili, bese iyaphengula: Itakwenta inkatho ngemicibisholo, ibute etithicweni tayo, ihlole nasesibindzini sesilwane. 
EZK.21.22	Esandleni sayo sangesekudla kuyawuta inkatho yaseJerusalema, lapho itakwakha khona imigcala yekudzilita lubondza, iyale kutsi kugwazwe, kuhlatjwe umkhosi, nekutsi kwakhiwe imigcala yekudzilita macondzana nemasango, kwakhiwe lutsango netakhiwo tekuvimbetela. 
EZK.21.23	Kuyawubonakala shangatsi lokuphengula kungemanga kulabo labafungele kuyihlonipha lenkhosi, kodvwa iyakubakhumbuta ngelicala labo ibatfumbe.
EZK.21.24	“Ngako-ke naku lokushiwo yiNkhosi Simakadze, itsi: ‘Njengobe nine bantfu seningikhumbute ngelicala lenu ngekuhlubuka kwenu lokusebalenni, navumbulula tono tenu ngako konkhe loku lenikwentako, ngiko ngitsi njengobe-ke nente konkhe loku, nitawutfunjwa.
EZK.21.25	“ ‘Awu, mbusi waka-Israyeli, wena lohlambalatako nalokhohlakele, wena lolilanga lakhe selifikile, nalosikhatsi sakhe sekujeziswa sesifikile, 
EZK.21.26	naku lokushiwo yiNkhosi Simakadze, itsi: Khumula lomshuculo wenhloko, ususe lomchele. Kungeke kube njengaloko kwakunjalo: Lotfobekile uyawuphakanyiswa, lophakeme ehliswe. 
EZK.21.27	Imbhubhiso! Imbhubhiso! Lelidolobha ngiyakulenta libe yimbhubhiso! Kodvwa kungeke kwenteke, aze yena efike lowo lokunguyena kungelakhe sibili; ngiyakulinika yena.’ ”
EZK.21.28	“ ‘Inkemba, inkemba,
EZK.21.28	ikhokhelwe kugwaza,
EZK.21.28	ilolongelwe kutsi ibhubhise,
EZK.21.28	nekutsi imanyatele njengembane.
EZK.21.29	Lite nome sekunemibono leyinkhohliso ngawe
EZK.21.29	nekubhula lokungemanga ngawe,
EZK.21.29	iyawubekwa etintsanyeni talababi lekufanele babulawe,
EZK.21.29	labalilanga labo lekuphela selifikile,
EZK.21.29	nalabasikhatsi sabo sekujeziswa sesifikile.
EZK.21.30	Buyisela inkemba emgodleni wayo.
EZK.21.30	Endzaweni lapho wadalelwa khona,
EZK.21.30	eveni labokhokho bakho ngiyawukwehlulela.
EZK.21.31	Ngiyawulutfululela etikwakho lulaka lwami,
EZK.21.31	ngikuphefumulele ngentfukutselo yami levutsako.
EZK.21.31	Ngiyawukwetfula etandleni tebantfu labanelunya,
EZK.21.31	bantfu labanelikhono lekubhubhisa.
EZK.21.32	Uyawuba tinkhuni tekubasa umlilo,
EZK.21.32	ingati yakho iyawucitselwa eveni lakho,
EZK.21.32	ungeke uphindze ukhunjulwe;
EZK.21.32	ngobe mine, Simakadze sengikhulumile.’ ”
EZK.22.1	Livi laSimakadze lefika kimi, latsi: 
EZK.22.2	“Ndvodzana yemuntfu, uyakulehlulela yini? Uyakulehlulela yini lelidolobha lekucitsa ingati? Ngako lisukele umelane nalo ngato tonkhe tento talo letisinengiso, 
EZK.22.3	utsi: ‘Naku lokushiwo yiNkhosi Simakadze, itsi: Awu, wena dolobha lelitiletsela lona imbhubhiso ngekucitsa ingati ekhatsi kulo, liphindze litingcolise ngekwakha tithico, 
EZK.22.4	sewunelicala ngenca yekucitsa ingati, wabuye watingcolisa ngetithico lotentile. Sewente emalanga akho ashesha kuphela, nesiphetfo seminyaka yakho sesifikile. Ngako-ke ngitakwenta ube yintfo yekuhlekisa nentfo yekuphukutwa kuwo onkhe emave. 
EZK.22.5	Labo labasedvutane nalabo labakhashane kakhulu kuwe bayawukuphukuta, wena dolobha lelilihlazo naleligcwele siphitsiphitsi.
EZK.22.6	“ ‘Ase ubuke kutsi leso naleso sikhulu saka-Israyeli lesikuwe siwasebentisa kanjani emandla aso ekucitseni ingati. 
EZK.22.7	Kuwe tikhulu tabaphatsa kabi boyise, nabonina tabedzelela; ekhatsi kuwe tabacindzetela betive, taphatsa kabi intsandzane nemfelokati. 
EZK.22.8	Utedzelele tintfo tami letingcwele, wawona emaSabatha ami. 
EZK.22.9	Kuwe kunebantfu labahlebako, labanhloso yabo isekucitseni ingati; ekhatsi kuwe kunalabo labadlela etintsabeni lekutsiwa tingcwele, bavusele khona tinkhanuko tekulalana. 
EZK.22.10	Kuwe kunalabo labalalana nabomkayise, ekhatsi kuwe kunalabo labalala nebesifazane nabasesikhatsini basesengcolile ngekwemtsetfo. 
EZK.22.11	Kuwe kunemuntfu lophinga nemfati wamakhelwane wakhe, lomunye ente lihlazo ngekuphinga namalukatane wakakhe, lomunye adlwengule indzodzakati letalwa nguyise cobo. 
EZK.22.12	Kuwe kunemadvodza lemukela imidizo entele kucitsa ingati; utsatsa intalo ugale inzuzo lenkhulu, wente intalo yebutulujane kumakhelwane wakho ngekumcindzetela. Sewungikhohliwe mine, kusho iNkhosi Simakadze.
EZK.22.14	Siyawukuma yini leso sibindzi sakho? Tona tandla takho tiyawucina yini ngelilanga lengiyawubhekana nawe ngalo? Mine Simakadze sengikhulumile, futsi ngitakwenta loko. 
EZK.22.15	Ngitanisakatela emkhatsini wetive, nginihlakatele emaveni ngemave; ngiyawukucedza kungcola kwenu. 
EZK.22.16	Niyawutsi-ke nase ningcolisiwe
EZK.22.17	Livi laSimakadze lefika kimi, latsi: 
EZK.22.18	“Ndvodzana yemuntfu, indlu yaka-Israyeli seyingemanyela kimi; bonkhe sebalitfusi, nemfimfi, nensimbi kanye nemtfofu lokusele ekhatsi embutfumeni yemlilo. Bangemanyela nje esiliva. 
EZK.22.19	Ngako-ke naku lokushiwo yiNkhosi Simakadze, itsi: ‘Njengobe nonkhe seniphendvuke naba ngemanyela, ngitanibutsela eJerusalema. 
EZK.22.20	Njengobe bantfu bacocela ndzawonye isiliva, nelitfusi, nensimbi, nemtfofu, nemfimfi bakufake embutfumeni yemlilo batewukuncibilikisa ngemlilo lovutsako, kanjalo nami ngiyakunigcogcela ndzawonye ngentfukutselo yami nangelulaka lwami, nginifake ekhatsi edolobheni nginincibilikise. 
EZK.22.21	Ngiyawunigcogcela ndzawonye bese nginivutsela ngelulaka lwami lolushisako, niyawuncibilikela ekhatsi kulo. 
EZK.22.22	Njengesiliva incibilikiswa yimbutfuma yemlilo, kanjalo nani ngiyakunincibilikisela ekhatsi kulo, niyawube seniyati-ke kutsi mine Simakadze ngitfululele lulaka lwami etikwenu.’ ”
EZK.22.23	Livi laSimakadze laphindze lefika kimi, latsi: 
EZK.22.24	“Ndvodzana yemuntfu, khuluma eveni, utsi: ‘Wena ulive lelingakahlanteki nome linetfwa yimvula ngelilanga lelulaka lwami.’ 
EZK.22.25	Kuneluzungu lwetikhulu talo
EZK.22.26	Baphristi balo bephula umtsetfo wami bahlambalate tintfo tami letingcwele; abehlukanisi emkhatsini walokungcwele nalokutintfo nje; bafundzisa kutsi kute umehluko emkhatsini walokuhlantekile nalokungcolile ngekwemtsetfo; bavala emehlo abo bangakunaki kugcina emaSabatha ami, khona ngitewuhlanjalatwa emkhatsini wabo. 
EZK.22.27	Tiphatsimandla talo letisemkhatsini welive tifanana netimphisi letidladlabula tinyamatane tato; ticitsa ingati tibulale bantfu, khona titewutfola inzuzo lembi. 
EZK.22.28	Baphrofethi balo bahuca letento tabo ngemcakaco ngemibono leyinkhohliso nekubhula lokungemanga. Batsi: ‘Naku lokushiwo yiNkhosi Simakadze,’ kube Simakadze angakaze wakhuluma lutfo. 
EZK.22.29	Bantfu bakulelive baphanga nekuphanga bagcekeze nekugcekeza; bacindzetela labamphofu nalabeswele, babaphatse kabi bekuhamba, bangabaphatsi ngekwemtsetfocotfo.
EZK.22.31	Ngako-ke ngiyawutfululela lulaka lwami etikwabo, ngibagwinye ngentfukutselo yami levutsako, ngikwehlisele etinhloko tabo konkhe loko labakwentile, kusho iNkhosi Simakadze.”
EZK.23.1	Livi laSimakadze lefika kimi, latsi: 
EZK.23.2	“Ndvodzana yemuntfu, kwakukhona emantfombatana lamabili, tintfombi letitalwa ngumfati munye. 
EZK.23.3	Tagucuka taba tingwababane eGibhithe. Tagwadla kusukela kwasebusheni bato. Kulelo live emabele ato abebhujungwa, netingono tebuntfombi bato tatiphiciketwa khona. 
EZK.23.4	Libito lalendzala bekungu-Ohola, dzadzewabo kungu-Oholibha. Babe ngebami, base batala emadvodzana nemadvodzakati. Ohola yiSamariya, kantsi Oholibha yiJerusalema.
EZK.23.6	letatembatsa letiluhlata njengesibhakabhaka, babusi netindvuna temphi, bonkhe babengemajaha lamahle, kwakubagibeli bemahhashi. 
EZK.23.7	Watinikela kuba yingwababane, wagwadla nawo onkhe emadvodza elikhetselo ase-Asiriya ladvumile, watingcolisa ngato tonkhe tithico tabo bonkhe bantfu labebakhanuka. 
EZK.23.8	Akazange akuyekele kugwadla labekucale eGibhithe, lekwatsi ngesikhatsi sebusha bakhe emadvodza alala naye, amphiciketa khona tingono tebutjitji bakhe, atfululela inkhanuko yawo kuye.
EZK.23.10	Amdlundluluta bume eneka bungcunu bakhe ebaleni, atsatsa emadvodzana nemadvodzakati akhe, yena ambulala ngenkemba. Wagucuka waba siga emkhatsini webafati, wanikwa sijeziso.
EZK.23.12	Naye futsi wakhanuka ema-Asiriya, babusi, netindvuna temphi, netihlabani letatembatsa temphi, babebagibeli bemahhashi, bonkhe kwakungemajaha lamahle lasemancane. 
EZK.23.13	Ngabona kutsi naye futsi watingcolisa; bobabili bahamba ngandlelanye.
EZK.23.15	atibophe ngemabhande etinkhalweni tawo, kukhephuka imishuculo etinhloko tawo; onkhe abefanana netindvuna tetincola temphi taseBhabhulona, imisinsi yekutimilela eBhabhulona. 
EZK.23.16	Watsi nje kube awabone, washa emashushu ngawo, wase utfumela titfunywa kuwo eBhabhulona. 
EZK.23.17	Ngako emaBhabhulona ase ayeta kuye, atewulala naye, amngcolisa ngenkhanuko yawo. Watsi kube angcoliswe ngawo, wesuka kuwo asawenyanya. 
EZK.23.18	Watsi ngesikhatsi agwadla ebaleni ahlubula nebungcunu bakhe, ngagucuka ngamfulatsela ngijabhile, njengaloku ngangifulatsele dzadzewabo. 
EZK.23.19	Noko yena wachubeka wadlanga ngalobugwababane bakhe, njengobe abekhumbula emalanga ebusha bakhe ngesikhatsi asagwadla eGibhithe. 
EZK.23.20	Lapho wakhanukana nalamashende akhe labenemitoto leyayifanana neyetimbongolo leyayikhihlita sidvodza lesifanana nesemahhashi. 
EZK.23.21	Ngako wafisa kuba neluntjingintjingi lwenkhanuko yebusha bakho, ngesikhatsi useseGibhithe lapho tingono temabele akho tatiphiciketwa khona netimphumamlotsa takho tatibhujungwa khona.”
EZK.23.22	“Ngako-ke, Oholibha, naku lokushiwo yiNkhosi Simakadze, itsi: Ngiyawuchukuluta emashende akho akuvukele, lawo lowawafulatsela ujabhile, ngiyakuwaletsa atekuhlasela aphuma ndzawo tonkhe, 
EZK.23.23	emaBhabhulona nawo onkhe emaKhaledi, emadvodza asePhekodi, newaseShowa, newaseKhowa kanye nawo onkhe ema-Asiriya lanawo, emajaha lamahle, onkhe lababusi netindvuna temphi, netindvuna tetincola temphi kanye nemadvodza laphakeme, bonkhe bagibele emahhashi. 
EZK.23.24	Bayakuta batekumelana nawe ngetikhali,
EZK.23.25	Intfukutselo yami lenesikhwele ngiyakuyicondzisa ngco imelane nawe; yebo, bayawukuphatsa ngelulaka, bayakuhhumbula emakhala akho netindlebe takho, yebo, nemisalela yenu iyawubulawa ngenkemba. Bayawuwatsatsa emadvodzana akho nemadvodzakati akho, bese kutsi labo benu labasele bashwabudzelwe ngumlilo. 
EZK.23.26	Bayawuphindze bakuhlubule timphahla takho batsatse lokwekutihlobisa kwakho lokuligugu. 
EZK.23.27	Ngiyawulucedza kanjalo-ke loluntjingintjingi lwakho lwebugwadla lowabucala eGibhithe. Ungeke letintfo utibuke ngesifiso sekutsi ungaze uphindze ukhumbule iGibhithe futsi.
EZK.23.28	“Ngobe naku lokushiwo yiNkhosi Simakadze, itsi: Sengitakunikela kulabo lobatondzako, labo loncandzeke wesuka kubo ujabhile. 
EZK.23.29	Batakuphatsa ngenzondo, bakwemuke konkhe loko lokusebentele. Batakushiya ungcunu ungenalutfo, nelihlazo lebugwababane bakho libekeke ebaleni. Luntjingintjingi lwenkhanuko yakho nebugwababane bakho 
EZK.23.30	kukwehlisele loku, ngobe washa emashushu, wakhanuka tive ngetive, watingcolisa wena ngetithico tato. 
EZK.23.31	Uhambe ngendlela yadzadzewenu; ngako ngitawubeka indzebe yakhe esandleni sakho.
EZK.23.32	“Naku lokushiwo yiNkhosi Simakadze, itsi:
EZK.23.32	“Uyawunatsa indzebe yadzadzewenu,
EZK.23.32	yebo, indzebe lenkhulu legubhile;
EZK.23.32	iyawuletsa kwedzelelwa nekuphukutwa,
EZK.23.32	ngobe inemtsamo lomkhulu.
EZK.23.33	Uyakugcwaliswa kudzakwa nelusizi,
EZK.23.33	indzebe yembhubhiso neyencitsakalo,
EZK.23.33	indzebe yadzadzewenu Samariya.
EZK.23.34	Uyakuyinatsa uyicedze, iphele,
EZK.23.34	uyibhidlite ibe ticucu,
EZK.23.34	uklebhule emabele akho.
EZK.23.34	“Sengikhulumile, kusho iNkhosi Simakadze.
EZK.23.37	ngobe baphingile, nengati isetandleni tabo. Baphinge netithico tabo; baze benta nemhlatjelo ngebantfwababo lababengitalele bona
EZK.23.38	Baphindze bakwenta kimi loku: Ngasona leso sikhatsi bangcolisa indzawo yami lengcwele, bangete bawahlonipha nemaSabatha ami. 
EZK.23.39	Ngalona lelo langa benta umhlatjelo ngebantfwababo etithicweni tabo, bangena endzaweni yami lengcwele bayingcolisa. Nguloko labakwenta endlini yami.
EZK.23.40	“Badzimate batfumela titfunywa kutsi tilandze emadvodza labephuma khashane kakhulu, atsi kube efike wageza, wagezela wona, wapenda emehlo akho, wegaba imihlobiso yakho. 
EZK.23.41	Wahlala etikwembhedze lomuhle, kunelitafula lelendlalwe embikwawo, lapho wawubeke khona imphepho yami nemafutsa labengewami.
EZK.23.42	“Umsindvo wesicuku sebantfu labanganaki wawumtungeletile; emaSeba
EZK.23.43	Ngabe sengikhuluma ngalona labesagugiswe kuphinga, ngatsi: ‘Nyalo-ke sale bamsebentisa njengengwababane, ngobe nguloko kuphela langiko.’ 
EZK.23.44	Balala naye njengobe emadvodza alala nengwababane, alala kanjalo-ke nalamantfombatane labephetfwe luntjingintjingi lwenkhanuko, bo-Ohola na-Oholibha. 
EZK.23.45	Kodvwa emadvodza lalungile ayakubalahla ngesijeziso salabasikati labagwadlako nalabacitsa ingati, ngobe batingwadla, ingati isetandleni tabo.
EZK.23.47	Lolucucaba lwetihlangananhloko lutawubagcoba ngematje lubajube ngetinkemba talo; luyawubulala emadvodzana nemadvodzakati abo, lushise netindlu tabo.
EZK.23.48	“Ngiyawulucedza kanjalo-ke loluntjingintjingi lwenkhanuko eveni, kuze kutsi bonkhe besifazane batsatse lesecwayiso bangalingisi nine. 
EZK.23.49	Nine niyakusetfwala lesijeziso seluntjingintjingi lwenu lwenkhanuko, netfwale nemiphumela yetono tenu tekukhonta tithico. Ngulapho-ke niyawungati khona kutsi mine ngiyiNkhosi Simakadze.”
EZK.24.1	Ngemnyaka wemfica, enyangeni yelishumi, ngelilanga lelishumi, livi laSimakadze lefika kimi, latsi: 
EZK.24.2	“Ndvodzana yemuntfu, libhale phansi lelilanga, lelilanga lona leli, ngobe inkhosi yaseBhabhulona seyivimbetele iJerusalema ngalo lelilanga. 
EZK.24.3	Tjela lendlu lehlubukako nankhu umzekeliso, utsi: ‘Naku lokushiwo yiNkhosi Simakadze, itsi:
EZK.24.3	“ ‘Beka etiko lelibhodo lekupheka;
EZK.24.3	libeke etiko, bese utsela emanti ekhatsi kulo.
EZK.24.4	Faka ekhatsi kulo lamacatsa enyama,
EZK.24.4	tonkhe letitfo letikhetsekile,
EZK.24.4	umlente nemkhono.
EZK.24.4	Ligcwalise ngalancono alamatsambo,
EZK.24.5	khetsa telikhetselo emhlambini wetimvu.
EZK.24.5	Fumbela tinkhuni ngaphansi kwalo
EZK.24.5	wentele lamatsambo,
EZK.24.5	ubase kuze kubile,
EZK.24.5	upheke lamatsambo lasebhodweni.
EZK.24.6	“ ‘Maye kulelo dolobha lekucitsa ingati,
EZK.24.6	kulelo bhodo lese linetincwencwe,
EZK.24.6	letincwencwe talo tingeke tisesuka.
EZK.24.6	Khipha kulo licatsa ngalinye ngalinye
EZK.24.6	ngaphandle kwekuwentela inkatho.
EZK.24.7	Layitsela edvwaleni lelingenalutfo;
EZK.24.7	alizange liyitsele emhlabatsini,
EZK.24.7	lapho beyitawumbonywa khona lutfuli.
EZK.24.8	ngitikhiphele nesibhongo,
EZK.24.8	ngabeka ingati yalo edvwaleni lelingenalutfo,
EZK.24.8	kuze ingetiwumbonyeka.
EZK.24.9	“ ‘Maye kulelo dolobha lekucitsa ingati!
EZK.24.9	Nami futsi ngiyawufumbela tinkhuni timponge.
EZK.24.10	Ngako fumbela tinkhuni, ulumeke umlilo.
EZK.24.10	Yipheke kahle lenyama, uyihlanganise netinandzisi;
EZK.24.10	nalamatsambo adzimate ashe.
EZK.24.11	Ubobe sewubeka lelibhodo
EZK.24.11	lelingenalutfo etikwemalahle,
EZK.24.11	lize lishise nelitfusi lalo limanyatele,
EZK.24.11	kuze kutsi nekungcola kwalo kuncibilike,
EZK.24.11	netincwencwe talo tize tishe tiphele.
EZK.24.12	Liyikhinyabete yonkhe imitamo;
EZK.24.12	tincwencwe talo letinkhulu atikesuswa
EZK.24.12	ngisho nangemlilo.
EZK.24.14	“ ‘Mine Simakadze sengikhulumile. Sikhatsi sami sesifikile sekutsi ngikwente. Ngingeke ngisatibamba; ngingeke ngisaba nesihawu, futsi nenhlitiyo yami ingeke isabohla. Uyakwehlulelwa ngangekutiphatsa kwakho nangekwetento takho, kusho iNkhosi Simakadze.’ ”
EZK.24.15	Livi laSimakadze lefika kimi, latsi: 
EZK.24.16	“Ndvodzana yemuntfu, ngekugadla kanye nje sengitawususa kuwe loko lokuyinjabulo yemehlo akho. Noko ungalili, futsi ungasidzindzi sililo nome ukhale tinyembeti. 
EZK.24.17	Bubula nje uthule; ungamlileli lowo lofile. Umshuculo wakho awuhlale uboshelwe enhloko, netincabule takho tihlale etinyaweni takho; ungalimbonyi lingentansi lebuso bakho, futsi ungakudli kudla kwelisiko kwalabalilako.”
EZK.24.18	Ngako ngakhuluma kubantfu ekuseni, kwatsi entsambama umkami wafa. Ngakusasa ekuseni ngenta njengobe ngangitjeliwe.
EZK.24.19	Bantfu bangibuta, batsi: “Ungete wasitjela yini kutsi letintfo tiphatselene ngani natsi?”
EZK.24.20	Ngako ngakhuluma kubo ngatsi: “Livi laSimakadze lefika kimi, latsi: 
EZK.24.21	‘Khuluma kulendlu yaka-Israyeli, utsi: Naku lokushiwo yiNkhosi Simakadze, itsi: Indzawo yami lengcwele sengitayingcolisa, lenqaba lenitigcabha ngayo, injabulo yemehlo enu, intfo lehawukelwa ngumphefumulo wenu. Emadvodzana nemadvodzakati lenawashiya emuva atawubulawa ngenkemba. 
EZK.24.22	Nani niyawukwenta njengobe nami ngentile. Aniyikulimbonya lingentansi lebuso benu, kantsi futsi ningeke nikudle kudla kwelisiko kwalabalilako. 
EZK.24.23	Imishuculo yenu nitakuyiyekela ibesetinhloko tenu netincabule tenu tisetinyaweni tenu. Ningeke nizile nome nilile, kodvwa niyawukondza ngenca yetono tenu,
EZK.24.24	Hezekeli utakuba sibonakaliso kini; niyawukwenta njengobe naye entile. Nakwenteka-ke loku, ngulapho-ke niyawukwati khona kutsi mine ngiyiNkhosi Simakadze.’
