GEN.1.1	Me'ttia'ye Chigaja sefacco, andeve'qque agattoen. 
HEB.6.17	Tsa'caen Chiga Quitsa'qque Tise in'jan'choma bove ñotsse canjaeñe in'jamba Tisuma iñajanqquia'caen “Ju, tsa'caen tsu” qquen ñoa'me su. Tsa'caen susi jai'ngae Chiga su'choma isuya'chondeccuja “Chigaja afopoembipa Tise su'choma cambiambe'yi tsu tsoña” qquen tsu in'jan'faya. 
HEB.6.18	Chiga su'choja ñoa'me tansintsse su'cho tsu. Toya'caen Chigaja “Ju, tsa'caen tsu” qquen supa ¿ma'caen tsu ccaningae tsoña? Nane Chigaja afopoeñe oshambi. Tise tsa'caen afa fuitesi gi ti'tsse Tise've in'jamba canse'fa. Ñoa'me Cristonga catsepa gi tise ccushaeñe qquen su'choma in'jamba tsave ronda'je'fa.
HEB.6.19	Tsa'caen in'jamba gi ingi injama'choni opatsse canse'fa. Nane shavoma ta'etsse tandan dusiansi ttuin jambiqquia'caen ingija tsa'caen injama'choi'ccu ta'etsse Jesúsve in'jan'fa. Tsa'caen in'jamba, Sefacconi'su Chiga etti'su sombo'ttima picco'je'cho sarupama pashanqquia'caen gi Chigani ca'nimba can'jemba Tise'ye ttuin ja'faya'bi. 
HEB.6.20	Nane Jesúsja ingima o'tie Chiga sefacconga ca'ni ingima'qque Chiganga angaye. Tsa'camba Tiseja Chigama afa'su Melquisedec'caen tsangae ingine Chigama afa'su tsu.
HEB.7.1	Ñoa'me Jesúsja va ingi su'cho Melquisedec'can tsu. Melquisedec tayopi can'jemba Salém canqque'su na'su tsu. Tiseja aindeccune Joccapitssia Chiga Quitsanga afa'su tsu. Tayopi'su israe'su coenza Abraham'qque tsaite can'jemba faesu canqque'su nasundeccuma geraemba patsupa fitti'tti. Fitti'ttipa toequi jiñasi Melquisedec jipa tisema cachui. Cachuiccopa Melquisedecja Abrahamne Chigama afa cuintsu ñotsse tsoñe. 
HEB.7.2	Toya'caen Abrahamjan osha'cho geraemba itsa'choma attufaemba fae decimoveyi Melquisedecnga afe. Nane “Melquisedec” qquenda tsu “Ñotsse tson'jen'cho na'su” qquen su. Toya'caen “Salém” qquenda tsu “opatsse canseye in'jan'cho” qquen su. Tsa'cansi tiseja Salém canqque'su na'supa “Opatsse canseye in'jan'cho na'su” tsu. 
HEB.7.3	Tise yaya, tise mamane Chiga Tevaen'jen condambi. Tise tayopi'su antiandeccune ni tise dushundeccune tevaembi tsu. Ni tisema isu'cho a'ta ni tise pa'cho a'tane tsu condambi. Tsa'ma Chiga tisema ttu'sepa ccutsiansi tsangae tsu tiseja Chigama afa'su. Tsa'camba tsu Chiga Dutssi'ye aindeccune Chigama afa'suve dapa tsangae can'jeña'choma canjaen.
HEB.7.4+HEB.7.5	Ñotsse in'jan'faja. Ingi tayopi'su coenza Abraham can'jemba pasi tisema omba'su israe aindeccu'su Leví dutssiyendeccu tsu Chigama afasundeccuve da'fa. Chiga mandasi tsu poi israendeccu an'bian'choma enttingeve fae decimoveyi Chigambe isu'fa. Nane poi israendeccu tise'pa antiandeccu tsu. Tise'pa'qque Abraham omba'su dutssiyendeccusi toya tsu tsendeccumbema'qque Leví a'ija tsa'caen isu'fa. Tsa'ma Chigama afa'su Melquisedecja joccapitssia tsu. Joccapitssiasi ingi tayopi'su coenza Abrahamjan tisu geraemba ñotssiama itsa'choma attufaemba decimove Chigambe Melquisedecnga afe.
HEB.7.6+HEB.7.7	Nane in'jan'fa gi fae a'i faesune Chigama ñotssiave afa'su'ta tsa a'ija faesuma ti'tsse'tssia tsu. Nane Chigaja ñoa'me su'choma Abrahamnga condasesi Abrahamjan joccapitssia tsu. Tsa'ma Melquisedecja Abraham omba'su du'shu Leví a'imbipa ni Leví a'i'su Chigama afa'sumbipa tise'pama ti'tsse'tssia tsu. Toya'caen Melquisedec Abrahambema decimove Chigambe isupa tisene Chigama ñotssiave afapa ñoa'me tsu tiseja Abrahamma ti'tsse joccapitssia. 
HEB.7.8	Levisundeccuja a'ine Chigama afasundeccupa decimove Chigambe isu'jepa can'jemba pa'fa. Tsa'ma Melquisedec decimove Chigambe isupa can'jemba joqquitssiambipa toya canseqquia'can tsu. Tsa'caen tsu Chiga Aya'fa tisene condase. 
HEB.7.9+HEB.7.10	Nane Levisundeccuja decimove Chigambe isu'fa. Tsa'ma tise'pa toya meinte coenza Abrahamjan Melquisedecma cachuipa decimove Chigambe tisenga afesi tayo tisei'ccu fae'ngae jinchoqquia'caen tise'pa'qque fae'ngatsse afe'fa. Nane tsa'caen tsu ccashe'ye Abrahami'ccu fae'ngae jinchoqquia'caen tisei'ccu fae'ngae canjaen'fa Melquisedecja ti'tsse'tssia.
HEB.7.11	Chigaja Aarónma Tisema afa'su na'suve ccutsian. Tisema ccutsiamba tise dutssiyendeccuma'qque, tsa Levisundeccuma, Tisema afasundeccuve ccutsian. Tise'pai'ccu manda'choma manda cuintsu aindeccuja tsama pañamba tson'da ño'ame da'faye. Tsa'caen mandasi aindeccu tsa'caen ccushapa tsangae ño'ame da'fa'choecan'da Chigaja Jesúsma Tisuma afa'suve ccutsiambiye'can tsu. Toya'caen ¿micomba tsu Jesúsma Levisundeccu'su Aarón'cambipa Melquisedec'caen Chigama afa'su na'suve ccutsian? 
HEB.7.12	Nane Chigaja tsa'caen Jesúsma Aarón'cambi'choa Chigama afa'suve ccutsiamba tsu manda'choma cambiaña'chove'qque canjaen. 
HEB.7.13+HEB.7.14	Toya'caen Jesúsja israe'su Leví a'imbipa ñoa'me faesu israe'su a'i tsu. Nane poiyi'cco gi atesu'fa ingi Na'su Jesucristo tsu israe'su Judá a'i. Judá aindeccuja Chigama afasundeccumbi. Moisésja Judá'su aindeccune ñoa'me mandambi cuintsu tsendeccu Chigama afa'suve ca'ni'faye.
HEB.7.15	Ja'ño gi a'tatsse in'jan'fa Chigaja ccaningae tson'jen. Cristoja Melquisedec'caen Chigama afa'suve dapa ccutsupa ccaningae tson'jen'choma tsu canjaen. 
HEB.7.16	Tayopi'su Chigama afasundeccune manda'choja manda Leví aindeccu'suveyi tsu Chigama afasundeccuve ccutsiaña'cho. Tsa'ma Jesúsja tsesu aindeccu'sumbipa papa ccase qquendya'pa pa'masiave dapa tsangae ñotsse Chiganga afa'suve da. 
HEB.7.17	Tsane tsu Chiga Aya'faja qquen su:
HEB.7.17	Que qui a'ine Ñama afa'suve
HEB.7.17	dapa tsangae canseya.
HEB.7.17	Aarón'cambipa qui Melquisedec'caen tsangae canseya.
HEB.7.18+HEB.7.19	Tsa'cansi gi in'jan'fa o'tien'su Chiga manda'choja oshambi a'ima ccushaeñe cuintsu Chiga in'janqquia'caen tsangae ño'ame da'faye. Nane tsa manda'choja shacapa oshambisi tsu tsama cati. Catisi gi bove ñotsse ccushaeña'chone paña'fa. Tsai'ccu gi ño'ame dapa dyombi'tsse Chiganga catse'fa.
HEB.7.20	Chigaja cambia'masia su'choi'ccu cuna ccushaeña'chone condase. 
HEB.7.21	Tayopi Chigaja Levisundeccuma Chigama afa'suve ccutsian. Cambia'masia su'choi'ccu tise'pama ttu'sembi. Tsa'ma cambian'masia su'choi'ccu Jesúsma ttu'se. Jesúsne tsu Chigaja qquen su:
HEB.7.21	Na'suja ñoa'me supa ccaningae tsoña'bi.
HEB.7.21	Que qui a'ine Ñama afa'suve
HEB.7.21	dapa tsangae canseya.
HEB.7.21	Aarón'cambipa qui Melquisedec'caen tsangae canseya.
HEB.7.22	Tsa'caen Chiga cambia'masiave afasi Tise cuname aindeccui'ccu injancco'fa'cho tsu tayo'su aindeccui'ccu injancco'fa'choma bove ñotssi. Toya'caen Jesúsja injancco'fa'choma canjaen'su tsu. Tiseja canjaen Chiga tsa'caen tsoña'choma. 
HEB.7.23	Nane ñoa'me Levisundeccu Chigama afasundeccuve ca'ni'ñaccapa pa'fapa tsain'bio tsu. Afa'suve ccutsupa pasi tsu faesuja ca'ni. Tsa'caen pa'ñaccapa tsangae Chigama afa'suve dapa can'jeñe osha'fambi. 
HEB.7.24	Tsa'ma Jesúsja Chigama afa'suve ccutsupa pambe'yi tsu tsangae tiseja Chigama afa'su. 
HEB.7.25	Tsa'camba Jesúsja tsangae nanitsse a'ima ccushaeñe osha. Poiyi'cco majan tise've in'jamba Chiganga catse'nijan tise tsu ccushaeña. Tsangae tsu Jesúsja canse tsendeccune Chigama afaye.
HEB.7.26	Nane Jesúsyi tsu ingine ñotssia Chigama afa'su na'su. Tiseja Chiga in'janqquia'caen ño'a tsu. Tiseja egae in'jambi ni egae tsincombi. Tsa'camba tsu tiseja ingi egae tsinconsundeccuma ccaninga'o. Toya'caen tiseja joccapitssia've dapa Chigai'ccu sefacconi can'jen. 
HEB.7.27	Nane Jesúsja cca'i Chigama afa'su nasundeqquia'cambi tsu. Tsendeccuja poi a'ta tsu Chiganga afe'cho anjampama afe'faya'cho, egae tsincon'choma joqquitssiaña'chove iñajañe. O'tie tisupa egae tsincon'chone iñajamba tsu omboe aindeccu egae tsincon'chone'qque tsa'caen iñajan'faya'cho. Tsa'ma Jesúsja tsendeqquia'cambipa fae seyi Chiganga afe'cho anjampama afe poiyi'cco a'ima nanitsse ccushaeñe. Nane tisuma tsu afe avuja'cconga papa a'i egae tsincon'choma tsangae joqquitssiañe. 
HEB.7.28	Nane tayo'su manda'cho mandaqquia'caen egae tsinconqque'su a'i tsu Chigama afa'su nasundeccuve da'fa. Tsa'ma omboe Chiga Quitsaja tayo'su manda'choma joqquitssiamba cambia'masia su'choi'ccu Tise Dutssi'yema ccutsian a'ine Chigama afa'suve. Tiseja tsangae egae tsincon'masiapa tsangae tsu canse a'ine Chigama afaye.
HEB.8.1	Tsa'caen condasepa gi qquen suye in'jan: Jesucristoja ingine ño'a Chigama afa'su tsu. Chiga sefacconi can'jemba na'suve dapa Chiga tansinfani dyaipa manda'je. Tseni can'jemba ingine Chigama ñotsse afa'je. 
HEB.8.2	Nane ingi tayopisundeccuja a'i menia can'jemba carpama ccutsian'fa Chiga tise'pai'ccu fae'ngae can'jen'chove canjaeñe. Tse'ttinga tsu Chigama afa'fa. Tsa'ma Jesúsja Chiga sefacconi Chigai'ccu can'jemba cambajunaccu tansintsse ingine ñotsse afa'je. Tseni tsu ñoa'me Chigai'ccu cachuicco'je'cho.
HEB.8.3	Nane poiyi'cco Chigama afa'su nasundeccu tsu Chiganga afe'cho ovejama fi'ttipa anjampama afe'faya'cho Chigama iñajañe. Tsa'cansi Jesús'qque Chigama afa'suve dapa tisu afeya'choma tsu an'biaña'cho. 
HEB.8.4	Tsa'ma tise toya va andeni can'jen'choecan'da tsu Chigama afa'suve daye oshambiye'can. Nane tayo'su manda'cho mandaqquia'caen Leví a'i Chigama afasundeccu vani can'jemba Chiganga afe'choma afe'fasi tsu tsa'caen oshambiye'can. 
HEB.8.5	Nane tsendeccuja manda'cho mandaqquia'caen Chigai'ccu cachuicco'je'cho carpani ca'nimba osha'cho tson'choi'ccu Chigama iñajan'fa. Tsa'ma pa'cco tise'pa tson'jen'choja Chiga sefacconi jinchoma tsu a'inga canjaen. Jesús jai'ngae Chiga sefacconi ingine Chigama iñajaña'choma tsu canjaen. Nane tsa'camba tayopi Moisés Chiga a'i'ccu cachuicco'je'cho carpave ñoñañe tson'jensi Chigaja ccotta'cconi Moisésnga su: “Ña ja'ño quenga canjaen'choma ñotsse injan'jemba pa'ccoma tsa'cantsse Ña can'jeña'cho carpave ñoñajan.” 
HEB.8.6	Tsa'ma Chigaja ja'ño cuname a'i'ccu fae'ngae injancco'fa'choma afapa bove ñotsse tsoña'chone tsu afa. Tsa'cansi cuname fae'ngae injancco'fa'cho tsu tayo'su injancco'fa'choma ti'tsse ñotssi. Tsa'caen cuna tayo'suma ti'tsse ñotssiqquia'caen tsu ingine Chigama afa'su Jesucristoja Levisundeccuma ti'tsse ñotssia ñoquian'su. Nane Jesucristo tsu ti'tsse ñotsse injancco'fa'choma ñoquian'su.
HEB.8.7	Nane Chigaja o'tie a'i'ccu fae'ngae injancco'fa'choma condasesi aindeccu paña'fambisi tise'pa injama'choma ñoñañe oshambi. Tsa injancco'fa'cho ñotssi qquen in'jamba poiyi'cco a'i paña'choecan'da ñoa'me Chigaja ccaningae a'i'ccu injancco'fa'choma tsu condambiye'can. 
HEB.8.8	Tsa'ma a'ija paña'ma injama'choni shaca'fasi Na'su Chigaja in'jamba tise'pane qquen su:
HEB.8.8	Jai'ngae gi cuname fae'ngae injancco'faya'choma condaya.
HEB.8.8	Israendeccui'ccu, Judándeccui'ccu gi tsa'caen fae'ngae injancco'faya.
HEB.8.9	Tsaja ña o'tie a'i'ccu fae'ngae injancco'fa'choa'cambi tsu.
HEB.8.9	Tayopi tise'pa coenzandeccui'ccu fae'ngae injanccopa gi
HEB.8.9	tise'pama anga Egipto ande'ye somboeñe.
HEB.8.9	Tsa'ma ñama paña'ma in'jan'fambisi gi
HEB.8.9	tise'pama ccane'qque pañambi –qquen tsu Na'suja su.
HEB.8.10	Tayopi'su a'i pañambisi gi
HEB.8.10	jai'ngae poiyi'cco ñame in'jan'cho israendeccui'ccu tsa'caen fae'ngae injancco'faya –qquen tsu Na'suja su.
HEB.8.10	Ña tise'pama in'jaensi tsu
HEB.8.10	injama'choi'ccu ña in'janqquia'caen in'jamba tsa'caen ñotsse tson'faya.
HEB.8.10	Injama'choni ñame in'jamba
HEB.8.10	tsu ña a'ive da'faya.
HEB.8.10	Ñajan tise'pa Chiga gi
HEB.8.10	tise'pai'ccu can'jeña.
HEB.8.11	Nane tayoe a'ija tisupapora atesian'fa.
HEB.8.11	Quindya tsu tise quinshima nafattian
HEB.8.11	cuintsu Na'su Chigave in'jañe.
HEB.8.11	Tsa'ma tsequi a'ta poiyi'cco pañamba ñame in'jansi
HEB.8.11	majameñi'qque atesiañe me'i'on tsu.
HEB.8.11	Nasundeccu, utu'ccoandeqquia'qque tsu ñame in'jan'faya.
HEB.8.12	Nane tise'pama mende'yepa gi
HEB.8.12	tise'pa egae tsincon'choma agattoya'bi.
HEB.8.12	Tise'pa shacama gi aqque'paya.
HEB.8.13	Na'su Chigaja tsa'caen tise a'i'ccu cuname fae'ngae injancco'fa'choma condasepa tayo'su a'i'ccu fae'ngae injancco'fa'choja tssoruve dasi tayo joqquitssian qquen tsu su. Nane tsangae can'jembi'choa tsu joqquitssiqque'su. Junde tsu tsaja tsangae catiyeya.
HEB.9.1	Me'ttia'ye Chigaja tise a'i'ccu fae'ngae injancco'fa'choma condapa pa'tssima ma'caen Tisema iñajañe'qque a'inga conda. Condasi a'ija Chigai'ccu cachuicco'je'cho carpa tsa'ove tsao'ñamba tseni Chigama iñajan'fa. 
HEB.9.2	Tsa carpa tsa'ove dos cuartoi'ccu tsu tsao'ña'fa. Cani'jen'cho cuartoni tsu tuñoma ccutsian'cho jin. Toya'caen mesa'qque tsu jin. Tsa mesanga tsu poi avujaqui Chiganga afe'cho panma ccuiña'jen'fa'cho. Tsa cuarto tsu Chiganga catseya'cho cuarto. 
HEB.9.3	Faesu sarupa picco'je'choma panshamba tsu enttinge'su cuartonga ca'niña'cho. Tsaja ñoa'me Chigai'ccu cachuicco'je'cho cuarto tsu. 
HEB.9.4	Sarupa picco'je'cho jin'tti tsu corima ñoña'chonga si'ngema oque'je'cho jin. Tseni tsu ñome'bama ccuiñamba Chiganga oque oraen'jen'cho.
HEB.9.4	Toya'caen Chiga a'i'ccu fae'ngae injancco'fa'chove canjaen'cho cafon'qque tsu tsa enttinge'su cuartoni jin. Tsa cafonjan pa'cco cori'ccu oppoen'cho tsu. Nane sepaccofama naccufama'qque cori'ccu oppoen'cho tsu. Cafoni tsu cori api ppi. Nane tsa apini tsu Chiga a'inga afe'cho pan'can maná ppi. Toya'caen Aarón accuicco'cho'qque tsani ccui. Tsaja quini'cco samba sho'yo'cho tsu. Sho'yopa tsu Chiga Aarónme in'jan'chove canjaen. Toya'caen Chiga a'i'ccu fae'ngae injancco'faye manda'choma tevaen'cho patu'qque tsani ppi. 
HEB.9.5	Cafon ombani tsu corima ñoña'cho piccofin'di otta. Tsambe omba'ye Chigaja a'ima cachuiccopa mende'yepa tise'pa egae tsincon'choma joqquitssian. Toya'caen tsambe ombani tsu dos Chigama sefacconi'su shondosundeqquia'caen corima ñoña'cho jin. Coira'jeqquia'caen tsu Chiga a'ima mende'yepa cachuicco'je'chombe ombama tise'pa sanccopai'ccu oppoen'cho'fa Chiga can'jen'choma canjaeñe. Tsa'ma tsesu jincho'chone gi ja'ño ti'tsse atesiañe oshambi.
HEB.9.6	Chiga tsa'caen ñoñañe mandasi ñoñamba tsu tse'ttinga Chigama iñajan'jen'fa. Nane poi a'ta tsu Chigama afasundeccuja Chiganga catseya'cho cuartongayi cani'jen'fa tise'pa Chigama iñajan'jen'cho sema'bama tsoñe. 
HEB.9.7	Tsa'ma enttinge'su Chigai'ccu cachuicco'je'cho cuartongaja Chigama afa'su na'suyi tsu fae canqque'fanga fae seyi ca'niñe osha. Toya'caen tsa'caen ca'ni'da tsu anjampa tssan'choma angaya'cho. Nane tsai'ccu tsu tisu egae tsincon'chone Chigama iñajamba omboe aindeccune'qque Chigama iñajan cuintsu Chiga tise'pa egae tsincon'choma'qque joqquitssiañe. 
HEB.9.8	Tsa'cansi tsu aqquia a'ija ca'niñe osha'fambi. Chiga Qquendya'paja tsa'caen se'pipa ingima qquen canjaeñe in'jan: Chiganga catseya'cho cuarto toya ccutsu'nijan a'ija toya tsu tayopi mandaqquia'caen Chigama iñajaña'cho. Toya tsu Chigama tansintsse cachuiccoye osha'fambi. 
HEB.9.9	Nane pa'cco va ña que'inga condase'choja inginga canjaen'cho tsu. Ja'ño a'ta toya tsu a'ija chivo, vaurama'qque fi'ttipa afe'je'fa cuintsu Chiga tise'pa egae tsincon'choma joqquitssiañe. Tsa'ma a'ija Chigai'ccu cachuicco'je'cho cuartonga toya ca'niñe oshambipa tise'pa injama'choja giya'tssimbisi tisupa egae tsincon'choma toya aqque'paye osha'fambi. 
HEB.9.10	Nane osha'choma fi'ttipa afe'choja aqquia a'i asettupa tson'cho tsu. Anqque'sune, cui'qque'sune, onjoña'chone'qque tsu asettuye manda. Tsa'ma Cristo jiya'ngaeyi tsu tsa'caen tsincon'fa ñotsse canseye qquen in'jamba.
HEB.9.11+HEB.9.12	Tsa'ma ja'ño Cristoja tayo jipa pa'cco Chiga a'inga ñotsse tsoñe su'choma nanitsse tson. Ingine Chigama afa'su tsu. Tiseja a'i ñoña'cho carpanga cani'jembi Chigama afaye. Ni chivo ni vaura du'shuma fi'ttipa tsambe anjampama afe'ñaccambi egae tsincon'choma joqquitssiañe. Tsa'ma tisu anjampai'ccu Chiga bove ñotssia can'jen'chonga tansintsse ja. Nane Tise can'jenijan osha'cho vani jinchoma ti'tsse ñotssia tsu. Tseni japa can'jemba Agattoen'su Chiga Quitsanga cambajunaccu ingine afa'je. Nane pasi tise anjampa tssansi tsu fae seyi nanitsse ingi egae tsincon'choma tsangae ccuchapa joqquitssian. 
HEB.9.13	Nane a'ija pa'chombe ai'voma pporaen'da, ñoa'me tsu cca'indeccui'ccu bopa Chigama iñajañe oshambi. Ccase cca'i'ccu boye in'jan'da tsu Chiga manda'cho mandaqquia'caen chivoma iya'cho. Tsambi'ta vaura quitsayema iya'cho. Jongoesuma isi fi'ttipa Chigama afa'su tsu tsambe anjampai'ccu afe'sunga bitssaen tsai'ccu tise asettu'choma giyaeñe. Toya'caen vaura du'shu pushema'qque fi'ttipa oque oraemba tsambe cusepama afe'sunga shequiaña'cho. Tsa'caen tise asettu'choma giyaensi ccase tsu tsaja cca'indeccui'ccu bopa Chigama iñajañe osha. Tsa'caen tsesu giyaeñe bare'ninda 
HEB.9.14	ñoa'me tsu Cristombe anjampaja ti'tsse bare. Cristoja egae tsincon'masia. Tsangae Jincho'cho Chiga Qquendya'pa tisema quiñaensi se'pimbe'yi, ñotssia oveja sintti'ccoave mechoqquia'caen, tisuma Chiganga afeye pa. Papa tisu anjampai'ccu ingi injama'cho egae tsincon'choma tsangae giyaen. Tsa'caen giyaensi gi tsa egae tsincon'choma aqque'paye osha'fa. Ingi semamba osha'choma afe'choja ingima giyaeñe oshambipa ñoa'me barembi tsu. Tsa'ma Cristo ingima giyaensi gi avujatsse Ñoa'me Cansia Chigama pañamba Tise in'janqquia'caen canse'fa.
HEB.9.15	Chigaja tayoe a'i'ccu fae'ngae injancco'fa'choma condasepa a'ima ttu'se Tise a'ive da'faye. Tsa'ma tsa'caen injanccopa fi'ttipa afe'choja a'ima tsangae ccushaeñe oshambisi Chigaja ccase cuname a'i'ccu injancco'faya'choma condase. Cunama condasesi Cristoja ingima ñoquian'suve dapa pa egae tsincon'cho shacama ccuchapa tsangae joqquitssiañe. Tsa'caen pasi tsu tayo'su ttuseye'chondeccu'qque osha'cho Chiga a'inga ñotsse tsoñe su'choma isuye osha'fa. 
HEB.9.16	Nane a'ita tsu atesu'fa toya pambi'te tisu pasi attufaeña'cho tevaen'jema tevaeñe. Tsa'cansi tsu “Na'su pa” qquen paña'da ñoa'me atesuya'cho osha'choma attufaeñe. 
HEB.9.17	Tevaen'su toya canse'ninda tsa tevaen'jenjan toya barembi tsu isuya'chondeccu tevaen'jen suqquia'caen isu'faye. Tsa'ma tsa a'i ñoa'me pasi tise toya pambi'te in'jamba tevaenqquia'caen tsu tsoña'cho cuintsu isuya'chondeccu isu'faye. 
HEB.9.18	Tsa'cansi Chigaja Tise tayo'su a'i'ccu injancco'fa'choma condasepa anjampama tssañañe manda tayo injancco'fa qquen canjaeñe. 
HEB.9.19	Qquen tsu Moisésja tson: Chiga mandaqquia'caen Moisésja pa'cco manda'choma a'inga condase. Tsomba vaura du'shu anjampa, chivo anjampama'qque tsa'ccunga tssutssian. Tssutssiamba cu'a oveja tosema canttini'cconga tandamba tssipoen. Tssipoemba tsai'ccu Chiga manda'cho tevaen'jema bitssaen. Toya'caen aindeccunga'qque bitssaen 
HEB.9.20	qquen supa: “Chigaja que'ima in'jamba que'i'ccu fae'ngae injancco'fa'choma condase. Va anjampa tssan'choi'ccu que'i poiyi'ccoma bitssaensi que'i Chigai'ccu tayo injancco'fa'choma atesu'faja.” 
HEB.9.21	Tsa'caen supa Moisésja Chigai'ccu cachuicco'je'cho carpama, pa'cco tseni'su Chigama iñajañe vase'je'choma'qque anjampai'ccu bitssaemba giyaen. 
HEB.9.22	Nane Chiga manda'cho susi ti'tssecan'jan pa'ccoma tsu anjampai'ccu giyaeñe'can. Egae tsincon'choma'qque joqquitssiañe in'jamba tsu anjampama tssañaña'cho. Nane anjampama tssañambian'da Chigaja a'i egae tsincon'choma aqque'paya'bi.
HEB.9.23	Nane va ande'su Chigai'ccu cachuicco'je'cho carpa, tsani jincho'qque sefacconi jinchoma canjaen'cho tsu. Tsa'caen canjaen'ni'qque toya tsu anjampai'ccu giyaeña'cho. Canjaen'choma tsa'caen anjampai'ccu giyaensi tsu sefacconi jinchoma'qque ti'tsse ñotsse anjampa tssansi afe'choi'ccu tsangae giyaeña'cho. Cristo tsu tsa'caen Tisuma afe. 
HEB.9.24	Ma'caen Tisunga catsepa cachuiccoya'chove canjaeñe in'jamba Chigaja a'ima manda cuintsu Tisei'ccu cachuicco'je'cho carpave ccutsiañe. Ccutsiamba tsanga ca'ni'fa Chigama iñajañe. Tsa'ma Cristoja tseni ca'nimbipa tansintsse Chiga sefacconi japa tsu Chiganga ccutsupa cambajunaccu ingine afa'je. 
HEB.9.25	Toya'caen va ande'su Chigama afa'su na'suja poi canqque'fa Chigai'ccu cachuicco'je'cho cuartonga cani'jen. Tisu anjampama afembipa chivo, vaura anjampama'qque afeye cani'jen. Tsa'ma Cristoja tsa'caen cani'jembi ni tsa'caen afe'jembi. Nane tisu anjampa tssansi tsu fae seyi papa Chiga sefacconga ca'nimba ingima tsangae ccushaen. 
HEB.9.26	Tsa'cambiecan'da, ñoa'me tsu tiseja va andeve agattointene pa'ñaccapa vanañe'can tsa'caen poiyi'cco tayopi'su a'i egae tsincon'choma'qque joqquitssiañe. Tsa'ma ingi atesuqquia'caen ja'ño Chiga tayo'su a'i'ccu injancco'fa'cho naningesi Cristoja fae seyi a'ive dapa pa a'i egae tsincon'choma nanitsse tsangae joqquitssiañe. 
HEB.9.27	Nane poiyi'cco a'i tsu fae seyi pa'faya'cho. Tsa'caen pasi tsu Chigaja Tise'pa canseite tsincon'chone afaya. 
HEB.9.28	Tsa'caeñi tsu Cristo'qque fae seyi papa tsain'bitssia a'i egae tsincon'cho shacama afepoemba ccucha. Tsa'caen tsomba tsu jai'ngae ccase vani jiya. Ccase egae tsincon'choma joqquitssiañe jiya'bi. Tsa'ma poiyi'cco majan tise've in'jan'chondeccuma ccushaeñe tsu jiya. Tsendeccuja avujatsse tise've ronda'je'fa.
HEB.10.1	Coe'je desi osha'cho aya attianqquia'caen Chiga manda'choja osha'cho Chiga jai'ngae ñotsse tsoña'chone aqquia a'inga attiaña'cho tsu. Tsa'ma aqquia attiansi a'ija Chiga ñotssiave toya isuye osha'fambi. Nane manda'cho mandaqquia'caen a'ija poi canqque'fa chivo, vaurama'qque afe'ñaccapa Chigama iñajan'fa. Tsa'caen afe'a'qque toya tsu iñajansundeccuja napi'fambi Chiga in'janqquia'caen daye. 
HEB.10.2	Nane Chiga in'janqquia'caen nepi'choecan'da tsu fi'ttipa afe'choma afeye ántteye'can. Iñajansundeccuja tsa'caen tsomba injama'choni giya'tssiecan'da tsu tise'pa egae tsincon'chone asi'ttaemba in'jan'choma aqque'pa'faye'can. 
HEB.10.3	Tsa'ma a'ija tise'pa egae tsincon'choma aqque'paye osha'fambi. Nane poi canqque'fa fi'ttipa afe'choma Chiganga afe'ñacca'a'qque toya tsu tise'pa egae tsincon'cho shacama injan'jen'fa. 
HEB.10.4	¿Ma'caen tsu vaura quitsaye anjampa, chivo anjampaja egae tsincon'choma ccuchaya? Tsaja ñoa'me oshambi tsu.
HEB.10.5	Tsa'caen oshambisi tsu Na'su Cristoja ca'tsa a'ive daye tson'jemba Chiga Quitsanga su:
HEB.10.5	A'i osha'choma fi'ttipa afe'choma Quenga afeye qui
HEB.10.5	ja'ñojan in'jaña'bi.
HEB.10.5	Tsa'ma ñama qui manda
HEB.10.5	a'ive dapa tisuma afeye.
HEB.10.6	Egae tsincon'choma joqquitssiañe a'i osha'choma fi'ttipa
HEB.10.6	oque o'raen'choma qui ja'ñojan avujatssiya'bi.
HEB.10.7	Tsa'cansi ñajan quema pañamba gi su:
HEB.10.7	“Yaya Chiga Quitsa, ñajan que in'janqquia'caen tsoña
HEB.10.7	a'i egae tsincon'choma joqquitssiañe.
HEB.10.7	Nane Que Tevaen'jen ñane suqquia'caen gi tsoña.”
HEB.10.8	Osha'choma fi'ttipa Chiganga afe'choja tayo'su manda'cho mandaqquia'caen afe'cho tsu. Osha'cho egae tsincon'choma giyaeñe oque o'raen'cho'qque tayo'su manda'cho mandaqquia'caen afe'cho tsu. Tsa'ma Cristoja su: “Chiga Quitsaja ja'ño tsama in'jaña'bi ni tsai'ccu avujatssiya'bi.” Qquen supa ccase 
HEB.10.9	tsu su: “Yaya, Chiga Quitsa, ñajan que in'janqquia'caen tsoña a'i egae tsincon'choma joqquitssiañe.” Tsa'caen supa tayoe Chiganga fi'ttipa afepa tson'choma catipa tisuma afepa Chiga in'janqquia'caen tsoña'choma ashaen. 
HEB.10.10	Nane Jesucristoja Chiga in'janqquia'caen fae seyi tisu anjampa tssansi pa. Papa ingima ccushaemba ttu'sesi gi Chiga in'jan'cho aindeccuve da'fa.
