MAT.1.1	Ujawawu wata situuba Yéesu 
REV.14.16	Muñeˈe anawu abahumuu li kafaalaku li aŋa’ ékaawumayi yoola min al̥aaf etaamayi, emaanaayi yáami lómuu li ecaci.
REV.14.17	Fúlum tó, amalaka akee li áfulumul li eluufayi yata Ateemit yammuu li emitayi, mátuke foof ékaawum yañeke.
REV.14.18	Muñeˈe amalaka akee li áfulumul li 
REV.14.19	Amalakaawu li aŋa’ ékaawumayi yoola min al̥aaf etaamayi, min abaj útukusawu wata búbiiñabu bammuu li etaamayi, ban li aŋa’ wo akaan li buyinjaayabu báamakabu dán wommuu li ul̥uuteni, min híis etindihuuñayi yata Ateemit. 
REV.14.20	Li kuŋa’ kootiil min kul̥unf ébiiñayi li buyinjaayabu tíyaŋ ésukayi. Húsim li húfulumul li buyinjaayabu, min humeeŋen to hujow hútij efilinjebe li butum, ban húsimahu li hutey loon kayelen jow yili baj síkilomeet síteemeel síhaaji.
REV.15.1	Muñeˈe li ijuk li emitayi búhiisenum bakee báamak ban li bujak majak. Búhiisenumabu umbu bo bommuu: 
REV.15.2	Li ijuk foof husamu hayaaŋe loon eweel hágiiwoole li sambun. Li ijuk foof bukanabuku feh kabajumuu kaheek li énuukuleŋayi yákoyileniyaayi, li kambuwaku kata yo, li ecobayi yanaboomuu li kajawaku kata yo. Li husamuwahu unhu kuyitowe, ban li kútuk sikontiŋasu san Ateemit aseniilumuu. 
REV.15.3	Li kunaak kukijen kakijenaku kata 
REV.15.3	«
REV.15.3	mo balokelabu booli buluuke ban li bújaahaleni ŋáa’!
REV.15.3	Awu ommuu Ayíiyawu ata bukanabuku kata sihetasu feh,
REV.15.3	mo makaanelamu mooli mucole ban li mulako mal̥egen!
REV.15.4	Ayi aatut ákoliyi, Amaaŋen?
REV.15.4	Ayi aatut asal kajawaku kooli?
REV.15.4	Mata awu bale unabe.
REV.15.4	Bukanabuku kata sihetasu feh fan kubil kumaneni,
REV.15.4	mata buko feh kujuke buu makaanelamu mooli mucolumuu.»
REV.15.5	Fúlum tó, li ijuke li ijuk haatiya emitayi Eluufayi yata Ateemit li ébabulo, yaakumuu 
REV.15.6	Kumalakaabuku hutok li kúl̥ubaaku kaakumuu utekawu hutok li húl̥ubaawu lí kúfulumul li Eluufayi yata Ateemit. Wañ wata sooy wahiite falala’ kukaanowe, ban li unaak uleñ. Li kukoko unaal wata éwulus li ugiŋawu wooliil. 
REV.15.7	Wakee li wahawu ubakiilawu waloŋumuu li usen kumalakaabuku hutok li kúl̥ubaaku sijunk soono hutok li síl̥uba sata éwulus. Sijunkasu unsu etindihuuñayi yata Ateemit aloŋumuu boot nanoonan emeeŋen so. 
REV.15.8	Muñeˈe Eluufayi yata Ateemit li emeeŋ hakoo humum hata máyiineniyamu li sembaasu sata Ateemit. Anoowan ayilaat anoken li Eluufayi yata Ateemit, utekawu hutok li úl̥ubaawu wan kumalakaabuku hutok li kúl̥ubaaku kúŋalulumuu wo babanolut.
REV.16.1	Muñeˈe li ijam hulim habaje sembe li húfulumul li Eluufayi yata Ateemit, haane 
REV.16.2	Amalakaawu átinaalawu li ajow áyu ejunkayi yoola li etaamayi. Sisonta sajakut sásengiye ŋáa’ li sijok bukanabuku kabajumuu húlangumaasowahu hata énuukuleŋayi yákoyileniyaayi, ban li kunaak kumanen kambuwaku kata yo.
REV.16.3	Amalakaawu ál̥ubutawu li áyu ejunkayi yoola li husamuwahu. Malamu li mulaañ húsim loon hata an akete. Wahawu feh wakinumuu li halahu li uket.
REV.16.4	Amalakaawu áhaajutawu li áyu ejunkayi yoola li kusamuwaku li úbulenawu wata malamu, malamu li mulaañ húsim. 
REV.16.5	Muñeˈe li ijam Amalakaawu akilumuu malamu li aan: «Awu bale ommuu Ateemit anabe. Awu óomi tómuu, awu ulako tomuu, ban lutiibetiib col.» 
REV.16.6	Li mal̥egenamu, loon bukanabuku kúyumuu húsimahu hata bukanabuku kammuu kooli li hata 
REV.16.7	Muñeˈe li ijam hulim li húfulumul li 
REV.16.8	Amalakaawu abakiilenawu li áyu ejunkayi yoola li banakabu. Li koon bo buyilo búsu bukanabuku li sambunasu sata bo. 
REV.16.9	Muñeˈe hásufa háamak li husow bukanabuku. Nan kusowomuu, li kugel kajawaku kata Ateemit aakumuu sembe sata kakaan bukanabuku kúlaam sílaam loon unsu. Bale li kuhoy bakat baloŋelabu booliil bajakutumuu, min kusal Ateemit.
REV.16.10	Amalakaawu atokenawu li áyu ejunkayi yoola li efenjeŋayi yata jáyiiyaju yata énuukuleŋayi yákoyileniyaayi. Jáyiiyaju jata yo li jilo li élim. Bukanabuku li séngiyiil bil gay li kunaak kulum kúlellufaku kooliil. 
REV.16.11	Li kugel Ateemit ata emitayi humum hata sílaamasu li sisontaasu sooliil. Bale li kuhoy bakat baloŋelabu booliil bajakutumuu.
REV.16.12	Amalakaawu atoken li anolawu li áyu ejunkayi yoola li husamuwahu háamakahu han koonemuu Ofúlat. Malamu mata ho li musay min mukat bútin boot li kúyiiyaku kabilummuu akiw. 
REV.16.13	Muñeˈe li ijuk uyinum úhaaji wajakut wanokoole li sihool li úfulumul li butumabu bata éjunfuulayi, li bata énuukuleŋayi yákoyileniyaayi, li bata anawu ámalumuu aan afulofet laam. 
REV.16.14	Li mal̥egenamu, laalu uyinum wata kummalaku kakaanemuu wah wájaahaleniye. Uyinumawu unwu fan unaak ujow boot bata kúyiiyaku kata etaamayi feh bájum li uwoogeniil boot li hutiikahu hata hunakahu háamakahu hata Ateemit ata sembe.
REV.16.15	Amaaŋenawu li aan: «Jijanten, fan ibil loon ákuu! Awólo anawu aatutumuu ámooli min afooy wañawu woola, jakum bil ajow bákolotoo min abaj ñisuu hákil bukanabuku feh.»
REV.16.16	Uyinumawu wajakutumuu li uwoogen kúyiiyaku tan koonemuu Alumagedoŋ li elobayi yata bukanabuku kan koonemuu éebulo.
REV.16.17	Amalakaawu atoken li ál̥ubutawu li áyu ejunkayi yoola li élusayi. Hulim habaje sembe li hujami li Eluufayi yata Ateemit, habilumulo li efenjeŋayi yata jáyiiyaju. Li hoon: «Muñeˈe bane!» 
REV.16.18	Li baj kawiwijen, li kulim, li kawel kata kufalajaj. Etaamayi li élinliŋoo ŋáa’. Bajulelut kálinliŋoo kata etaam loon unku kábilum nan an áwulo li etaamaye. 
REV.16.19	Esúkayi yáamakayi li egiso ekaan ugeb úhaaji. Sísukasu feh sata banooban li adunaayi li sihumo. Ateemit amojenut Babiloon yáamakayi. Li akaan yo ehob bunukabu bata ejunkayi yoola, bunukabu bata etindihuuñayi yoola yáamakayi. 
REV.16.20	Sítebelemukasu feh li síjim. An alaañenut ajuk kuyuuy. 
REV.16.21	Kuteyisa kál̥iitiye ŋáa’ li kúlowumul li emitayi kubil kulo li bukanabuku. Bukanabuku li kugel Ateemit humum hata katekaku unku kata kuteyisaaku, mata lakolako katek kásengiye ŋáa’.
REV.17.1	Muñeˈe akee li 
REV.17.1	— Ubil min íhiisi buu ecagaayi yáamakayi yommuu li etiibi eeno, yo yáamimuu ésukayi yáamakayi yateefimuu kooj kusamu kameeŋe. 
REV.17.2	Kúyiiyaku kata etaamayi kuhintenhinten yo. Bukanabuku kakinumuu li etaamayi li kúkaliyenoolum li bunukabu bata yo, ban li kulo li bucagayetabu bata yo.
REV.17.3	Muñeˈe Buyinumabu li bulako lí ínje, amalakaawu li atebom ájowetum boot li kayiinaay. Li ijuk bo anaale alemboole li énuukuleŋ yájunke cúl. Enúukuleŋayi inyu ebaje kúkow koono hutok li kúl̥uba li usiin kuŋen, ban li ebaj tanootan li eniilayi yata yo ujaw wata kúgel Ateemit. 
REV.17.4	Anaalaawu wañ wájunke lakaanowe li wájunke cúl, ban li ásangenoolum sikob sata éwulus, sata bagisa batiineniye ŋáa’ li usis. Li átuk li kaŋenool ejunk yata éwulus, yameeŋe tib wah wajakut bajuk. Wahawu unwu wo wommuu bucagayetabu boola bajakutumuu. 
REV.17.5	Li bájontumabu boola li baj kajaw kakiici to kan an ayilaat ahaas waa kufañe kulob:
REV.17.5	«Babiloon yáamakayi,
REV.17.5	jaaw ata sicagaasu,
REV.17.5	li ata wahawu wajakutumuu bajuk
REV.17.5	wammuu li etaamayi.»
REV.17.6	Li ijuke, li ijuk kaanaku anaalaawu húsimahu hata bukanabuku kata Ateemit li hata bukanabuku kan kumukumuu mata káyinenaku kooliil li Yéesu kúji, húkaliyenookaliyen.
REV.17.6	Nan ijukoolumuu li isego ŋáa’. 
REV.17.7	Muñeˈe amalakaawu li aanom:
REV.17.7	— Wáa újiye li usego? Fan ihebi mahaasutimuu mata anaalaawu li mata énuukuleŋayi yateboolumuu, yabajumuu kúkow koono hutok li kúl̥uba li usiin kuŋen. 
REV.17.8	Enúukuleŋayi yan ujukumuu naanaŋ eloŋenloŋ, bale muñeˈe eloŋut. Fan éfulumul li buwokaayabu básenkimuu ŋáa’, ban boot min ejow boot kaniilo. Bukanabuku kakinumuu li etaamayi, kan ujawawu wooliil ukiicutimuu li éliibalayi yata buloŋabu kábilum nan etaamayi ejuul̥imuu, fan kusego buko bajuke énuukuleŋayi, mata eloŋenloŋ naanaŋ ban muñeˈe eloŋut. Bale fan ban li elaañen éfulul.
REV.17.9	«Unte, butuuko bugel̥l̥eni tó lí bújallo. Kúkowaku hutok li kúl̥ubaaku ko kommuu kuyuuyaku hutok li kúl̥ubaaku dán anaalaawu abahumuu. Li kóomi foof kúyii hutok li kúl̥uba. 
REV.17.10	Hutok li kúyiiyaku umbuku kulolo. Ano ummu min aake jáyiiyaju. Aahu okila abilolut. Nan ammuu li abil, let alako to fiyo. 
REV.17.11	Enúukuleŋayi yaloŋeen nomuu ban muñeˈe elet li buloŋ, yo humum yo yommuu áyiiyawu atoken li áhaajutawu. Yo humum yo yóomisoomi foof akee li kúyiiyaku hutok li kúl̥ubaaku, ban boot min ejow boot kaniilo.
REV.17.12	«Usiinawu kuŋenayi wan ujukumuu, wo wommuu kúyii koono kuŋen kaŋalolut jáyiiyaju. Bale fan kuseniil sembe min kooken jáyiiyaju ewaatu bale, buko li énuukuleŋayi yákoyileniyaayi. 
REV.17.13	Kúyiiyaku umbu kuŋenayi, foofiil feh wah wano bale kuyinoole kakaan: kaŋa’ sembaasu sooliil li kayileyaku kooliil kusen énuukuleŋayi yákoyileniyaayi. 
REV.17.14	Fan kutiik li Agálalaanawu, bale Agálalaanawu fan aheekiil, mata akila ammuu 
REV.17.15	Fúlum tó, amalakaawu li alaañen aanom:
REV.17.15	— Malamu man ujukumuu dán anaalaawu ammuu ecaga abahumuu, mo mommuu bukanabuku, búsukabu, sihetasu li silobasu feh. 
REV.17.16	Usiinawu kuŋenayi wan ujukumuu lí énuukuleŋayi, fan ulat anaalaawu acagayetumuu. Usiinawu lí énuukuleŋayi yákoyileniyaayi fan uŋa’ wahawu feh wan anaalaawu acagayetumuu abajumuu, min ukatool bákolotoo balewool. Fan utokoñ eniilayi yoola ban li úsulool li sambun. 
REV.17.17	Mata Ateemit lakankaan li uyinumawu wata kúyiiyaku umbuku kuŋenayi húfañum hata kakaan wahawu wan ayinoomuu. Fan kujamoo min kuŋa’ sembaasu sooliil sata jáyiiyaju kusen énuukuleŋayi yákoyileniyaayi boot yok nan kulimaku kan Ateemit alobumuu kommuu li kubaj.
REV.17.18	«Anaalaawu an ujukumuu, akila ammuu ésukayi yáamakayi yágootenumuu kúyiiyaku kata etaamayi.»
REV.18.1	Fúlum tó, li ijuk 
REV.18.2	Li alob butiya aan:
REV.18.2	«Babiloon eyiisoole,
REV.18.2	Babiloon yáamakayi eyiisoole!
REV.18.2	Yoonosoono muñeˈe bukin bata kummal,
REV.18.2	huyolo hata uyinum wanoowan wajakut,
REV.18.2	huyolo hata basuu banooban bajakut,
REV.18.2	ban búsuumut bajuk.
REV.18.3	Bukanabuku kata sihetasu feh kuhohhob
REV.18.3	bunukabu bata bucagayetabu báamakabu bata yo.
REV.18.3	Kúyiiyaku kata etaamayi li kunaak kúfulo yo,
REV.18.3	kújulawaabuku kata etaamayi,
REV.18.3	li kújowum li bucagayetabu bata yo báamakabu,
REV.18.3	min kuhin kubaj.»
REV.18.4	Muñeˈe li ijam hulim hakee habilumulo li emitayi li hoon:
REV.18.4	«Bukanom, jífu’ li ésukayi yata Babiloon,
REV.18.4	jífu’ li yo jakum bil jihoofoo loon yo,
REV.18.4	jakum bil jilo foof li katekaku kan yommuu li ebaj.
REV.18.5	Mata uhoofoolawu wata yo,
REV.18.5	újumbojumbo boot yok li emitayi,
REV.18.5	ban Ateemit lawayil̥owulo makaanelamu
REV.18.5	mata yo macolutumuu.
REV.18.6	Jikaan yo loon ekaanemuu bukan kaabuku,
REV.18.6	jicaam yo ñoono ñál̥uba wahawu wan ekaanumuu.
REV.18.6	Li ejunkayi dán eyawoolemuu bunukabu bata yo,
REV.18.6	jiyawoo ló bunuk bal̥aal̥e ñoono ñál̥uba boot li yo.
REV.18.7	Loon lafañumuu ŋáa’ kasaloolo,
REV.18.7	li buloŋ li hubaj,
REV.18.7	mo foof jommuu jílaamenool,
REV.18.7	ban li jikaanool ajuk búyiik.
REV.18.7	Mata yonsoon li buyinum yo:
REV.18.7	“Libabbah taate loon áyii anaale,
REV.18.7	ilet anaale ahoke áyinool,
REV.18.7	ban let ibil ibaj ñikul maayeet.”
REV.18.8	Wahawu unwu újimuu utekawu wata yo,
REV.18.8	wammuu:
REV.18.8	úsomut wamuke, ñikul li bamuufaay,
REV.18.8	fan ulo yo hunak hano.
REV.18.8	Sambun fan sileemen yo,
REV.18.8	mata 
REV.18.8	lababbaj sembe.»
REV.18.9	Kúyiiyaku kata etaamayi kanaake kúfulo yómuu, ban li kúloŋum li hubajahu hata yo, fan kúluulen ban li kul̥okoo mata yo, nan kommuu li kujuk hakoolahu hata sambunasu sásulemuu li yo. 
REV.18.10	Fan kuyito lóyi jakum bil kulo li sílaamasu sata yo. Fan kunaak koon:
REV.18.10	«Iyéno! Iyéno!
REV.18.10	Aa Babiloon, ésuk yáamak, ésuk yabaje sembe!
REV.18.10	Ewaatu yano bale Ateemit aŋalumuu min atiibi!»
REV.18.11	Kújulawaabuku kata etaamayi li kul̥ok ban li kukul yo, mata muñeˈe an ánoomeliit wañawu wooliil: 
REV.18.12	éwulusayi, ehaaliisayi, bagisa batiineniye ŋáa’, usisawu, wañ wata búbil, wañ wájunke, sooyayi li sileesaasu sájunkaasu cúl, uhanha wata bunuunuken banooban bagayinenowe ban li unaak uciiŋo, li wahoowah feh wákaanumi li úŋiiŋ loon wata eñaab, li wayijumi li simin sata unuunuken watiineniye, fálamayi, mañamu, mantee foof wahawu wan koonemuu maalub. 
REV.18.13	Li baj foof mutiñaayamu man koonemuu kanel, li wah wamise wakaaneyi li elak, eheeñ, múkilamu li 
REV.18.14	Kújulawaabuku li koon ésukayi:
REV.18.14	«Mutiñaayamu feh másuumimuu li buyinum múfule booli.
REV.18.14	Hubajahu hooli li wahawu wooli feh watiineniyaawu újime,
REV.18.14	an let amit alaañen ajuk wahawu unwu booli.»
REV.18.15	Kújulawaabuku kanaake kújulamuu wahawu unwu feh li ésukayi inyu min kúbajum li wo, fan kuyito lóyi, mata kufañut min kulo li sílaamasu sata yo. Fan kunaak kúluulen ban li kunaak kul̥okoo, 
REV.18.16	koon:
REV.18.16	«Iyéno! Iyéno! Iyéno ésukayi yáamakayi,
REV.18.16	yanaake ekokomuu wañ wata sooy yalehe,
REV.18.16	li wañ wájunke li wañ wájunke cúl,
REV.18.16	yanaake ekaanomuu éwulus, li bagisa batiineniye ŋáa’ li usis.
REV.18.17	Ewaatu yano bale efite min ebajayi inyu feh eniilo.»
REV.18.17	Kunahaanaku feh kata síbatowasu li bukanabuku feh kájowumemuu li halahu kujow kañaahoo, kalokemuu li síbatowasu, li káloŋummuu li halahu, buko feh li kuyito lóyi. 
REV.18.18	Li kunaak kúluulen butiya nan kujukumuu hakoolahu hata ésukayi yásulomuu. Li koon: «Bajulelut ésuk yanokoole loon ésukayi inyu yáamakayi!» 
REV.18.19	Li kukannoo, li kúluulen, li kugamoo ban li kul̥ok butiya koon:
REV.18.19	«Iyéno! Iyéno! Iyéno ésukayi yáamakayi,
REV.18.19	yan emmuu hubajahu hata yó hújimuu
REV.18.19	bukanabuku feh,
REV.18.19	kaakumuu síbato li husamuwahu li kubaj.
REV.18.19	Ewaatu yano bale efite mata min uyaan uniilo!
REV.18.20	Bale awu Jamit, ésuumansuum elako li awu
REV.18.20	mata min ésukayi eniilomuu!
REV.18.20	Esúumansuum elako li bukuluul,
REV.18.20	jammuu bukanabuku kata Ateemit,
REV.18.20	bukuluul 
REV.18.20	mata Ateemit latittiib ésukayi inyu,
REV.18.20	mata min élaamenuulumuu.»
REV.18.21	Muñeˈe amalaka abaje sembe li aŋa’ hugisa haleˈe loon búsiken báamak, abeten li halahu ban li aan:
REV.18.21	«Muñowu ésukayi yáamakayi yata Babiloon,
REV.18.21	yommuu li ebil eyaan ebeteni teetaam li sembe,
REV.18.21	ban anoowan let alaañen ajuk yo.
REV.18.22	An let amit ajam booli kawel kata ekontiŋ li kata kukijena,
REV.18.22	li kata kul̥oka sihombol li kata usiin.
REV.18.22	Let an alaañen ajuk booli aloka anoowan,
REV.18.22	ban foof an let alaañen ajam buya kawel kata búsiken.
REV.18.23	Ehiitum let elaañen ewuŋen booli.
REV.18.23	An foof let alaañen ajam booli hulim
REV.18.23	hata bukan kakite li kuyabo.
REV.18.23	Mata kújulawaabuku kooli kulakomuu
REV.18.23	bukanabuku káamakabuku kata etaamayi,
REV.18.23	ban li unaak ukaan jángafayinde,
REV.18.23	min ubunt bukanabuku kata sihetasu feh.
REV.18.24	Ban booli húsimahu hujukimuu hata kufulofetaku,
REV.18.24	li hata bukanabuku kata Ateemit,
REV.18.24	li hata bukanabuku feh kálaamulimuu li etaamayi.»
REV.19.1	Fúlum tó, li ijam li emitayi hulim habaje sembe, hanokoole loon húcuh hata búsuk báamak. Hulimahu li hunaak hoon:
REV.19.1	«
REV.19.1	Ateemit oololaal akile kafakaku, li kasalaku li sembaasu!
REV.19.2	Latiibetiib li mal̥egen ban li col!
REV.19.2	Mata latittiib ecagaayi yáamakayi, yalakomuu kakajenaku kata etaamayi li bucagayetabu bata yo.
REV.19.2	Ateemit latekootek min aluken kulokaabuku koola kan amukumuu.»
REV.19.3	Búsukabu li bulaañen boon:
REV.19.3	«Aleluuya!
REV.19.3	Hakoolahu hata ésukayi yáamakayi yásulomuu,
REV.19.3	fan hukoolet boot haatiya boot nanoonan.»
REV.19.4	Muñeˈe kunahaanaku áyii li kubakiilaku kahallenumuu, li wahawu ubakiilawu waloŋumuu, li kúkuntuŋ hákil Ateemit abahumuu li efenjeŋayi yata jáyiiyaju, min kumanenool koon:
REV.19.4	«
REV.19.5	Hulim li húfulumul li efenjeŋayi yata jáyiiyaju, hunaake hoon:
REV.19.5	«Jisal Ateemit oololaal, bukuluul feh jammuu kuloka koola,
REV.19.5	bukuluul jákoliwoolumuu, bukuluul jammuu bañiil li bukuluul jammuu kunahaan.»
REV.19.6	Fúlum tó, li ijam hulim hanokoole li húcuh hata búsuk báamak. Li hunaak huwel loon kácololen kata mal máamak, loon foof kawel kata kufalajaj kabaje sembe. Hulimahu hunaake hoon:
REV.19.6	«Aleluuya!
REV.19.6	Mata 
REV.19.6	ummu li 
REV.19.7	Kásuumaay kulako li ololaal,
REV.19.7	ulakowaal li ésuumansuum ban li usalaalool!
REV.19.7	Mata taŋayi yata ébutowayi yata Agálalaanawu éliiŋe,
REV.19.7	ban aseekool lásangenoole aban.
REV.19.8	Li kusenool kañ kajake majak kata sooy akaano,
REV.19.8	kanaake kuleñ ban li kuset maset.»
REV.19.8	(Kañaku kata sooyayi ko kommuu bakaanelabu bacolumuu bata bukanabuku kata Ateemit.)
REV.19.9	Muñeˈe amalakaawu li aanom:
REV.19.9	— Ukiic: Awólo, bukanabuku kahooñimuu boot hutiñahu hata sinaaŋasu sata ébutowayi yata Agálalaanawu.
REV.19.9	Ban li afamen aan:
REV.19.9	— Laalu kulimaku kata mal̥egen kata Ateemit.
REV.19.10	Muñeˈe li íkuntuŋ li kootaku kata amalakaawu boot min imanenool, bale li aanom:
REV.19.10	— Jakum ukaan mo! Injé foof aloka leem loon awu humumi, loon kutuyi kajokumuu jak kulimaku kata mal̥egen kan Yéesu alobumuu. Ateemit lóotimuu umanen! Li mal̥egenamu, kulimaku kata Yéesu ko kommuu buyinumabu basenemuu kulim 
REV.19.11	Muñeˈe li ijuk emitayi li ébabulo, efilinjebe yahiite li éfulul. Anawu alemboomuu li yo kajawool Atúka lit li Al̥egene. Latiibetiib col ban li anaak atiik hutiik hacole. 
REV.19.12	Kúkilaku koola li kunaak kuhenj loon sambun, ban li akaano síjambi sameeŋe li húkowool. Kajaw li kukiici li akila kan akila balewool ahaase. 
REV.19.13	Hukaafa hagole húsim lakaanowe. Kajawool kooneyi «Hulimahu hata Ateemit.» 
REV.19.14	Kúmimaku kata kusollaaliyaku kammuu li emitayi li kulemboo li sifilinjebe sahiite min kunaak kunab li akila. Wañ kukaanowe wata sooy yalehe ban li ehiit falala’. 
REV.19.15	Ekúndu yañeke li éfulumul li butumabu boola boot kútek bukanabuku kata sihetasu feh. Fan aŋa’ egol yata mañ min amatiil. Fan áluuhiil li buyinjaay báamak loon kúul̥ kata búbiiñ áluuheyimuu boot kakaan ébiiñ, min áhiisiil etindihuuñayi yáamakayi yata Ateemit ata sembe. 
REV.19.16	Kajaw laake kakiici li hukaafaahu li huboŋahu hoola. Kajawaku ko kommuu unke: «Ayíiyawu ata kúyiiyaku li 
REV.19.17	Muñeˈe li ijuk 
REV.19.18	Jibil jitokoñ kúyiiyaku, li kuhaanaku kata esollaaliyayi, li esollaaliyayi humumiil, sifilinjebaasu li kalemboolemuu li so, bukanabuku feh, kaletumuu emiikeel li káamimuu emiikeel, katitimuu li káamimuu bukan káamak.»
REV.19.19	Fúlum tó, li ijuk énuukuleŋayi yákoyileniyaayi li kúyiiyaku kata etaamayi boot li kusollaaliyaku kooliil ló, mawonnoole boot hutiik li anawu alemboomuu li efilinjebaayi li kusollaaliyaku koola. 
REV.19.20	Muñeˈe li kujok énuukuleŋayi yákoyileniyaayi li anawu ámalumuu aan afulofet laam, anaake akaanumuu wah wájaahaleniye hákil énuukuleŋayi, min abunt bukanabuku kabajumuu húlangumaasowahu hata énuukuleŋayi, ban li kunaak kumanen kambuwaku kata yo. Li kubeten li buwokaay bata sambunasu li bata batolokabu básoyimuu ŋáa’, énuukuleŋayi li anawu ámalumuu aan afulofet laam, maloŋe. 
REV.19.21	Ekúnduwayi yáfululomuu li butumabu bata anawu alemboomuu li efilinjebaayi, li emuk bukanabuku kasaŋomuu min basuuwabu feh butokoñiil.
REV.20.1	Fúlum tó, li ijuk 
REV.20.2	Li ajok éjunfuulayi yammuu enuukayilaayi yahaanayi, ban li yoono foof Ammalawu mantee foof 
REV.20.3	Nan ajenk yomuu aban li aŋa’ yo abeten li buwokaayabu básenkiyaabu ban li abab min akul̥ yo lit alaañen dó. Lakankaan mo, jakum bil éjunfuulayi eyili ebunt bukanabuku kata sihetasu feh boot yok nan simitasu énjunne sommuu li siban. Fúlum tómuu, fan kúl̥el̥ul yó min elako to fan jatit.
REV.20.4	Muñeˈe li ijuk sifenjeŋ sata jáyii. Bukanabuku kabahumuu li so, li kuseniil sembe sata min kutiib. Li ijuk foof saalasu sata bukanabuku kan kufalenumuu kúkow mata kulollob bukanabuku hulimahu hata mal̥egen han Yéesu alobumuu, li mata Hulimahu hata Ateemit húji. Li ijuk foof bukanabuku feh kamanenutumuu énuukuleŋayi yákoyileniyaayi li kambuwaku kata yo, ban kubajut húlangumaasowahu hata yo li síjontumasu sooliil li kuŋenaku kooliil. Li kuyitowumul li eketayi kubil kulako kúyii li mano li 
