MAT.1.1	Jesucristowa kwal an ñamin kwal uztuza wian kit ka munara: Davidpa kwalkas Abrahampa kwalkas.
HEB.9.25	Apas katsa pariyane año aizpa piantɨt aizpa sap kit Diospa anza sɨnam yalta mamazpa aimpikasa mɨlta, awa kwail kirɨt aizpa sɨnam puranapa. Cristone maza piji it kit Dios iztakin paiña aimpikasa napta, au kwail kiarɨt aizpa sɨnam kwizninnanapa. 
HEB.9.26	Dios au su sarasmin, Cristone año aizpa irachi, us maza piji pɨna naiztɨt akwa. Mane Cristone maza pijiin au sukin at kit maza piji au akwa irɨt, au kwail kiarɨt aizpa kwizninnana. Usne minpa payura au akwa piantarɨtmika namta, awaruza sɨnam sanana, awa Dioskasa wanmakkana. 
HEB.9.27	Sunkana wan awaruzne maza pijin iarawa. Awa iarawane, kwiztane Diosne wan uspa kwail minñamtu aizpa chɨhkatchiruza ilnanazi. 
HEB.9.28	Sunkana Cristone maza piji it kit au akwa piantatmika namta, au kwail kiarɨt akwa naizna. Sunkana usne wan awa kwail kiarɨt aizpa sɨnam sanashina. Cristo mamaz payura mamasa kailtukas, usne sun kailtu payura awa kwail kiarɨt aizpa sɨnam sammanazi, uspa kwail kiarɨt aizpa me sɨnam sarɨt akwa. Sun kailtu payura usne ussa tɨrizturuza watsat mɨlnanazi, chiyura uskasa uzanapa.
HEB.10.1	Moisésne Dios Judío awaruza ɨninnarɨt aizpa parɨt. Uspa Dios ɨnintɨt aizpa mɨashitchi akwa, uspane wat namarachi, Dios pashit aizpa kiana. Chiyura pura aizpa watcha i. Kwiztane Diosne chiyura aumɨza wan karamtu aizpa piankamninnanazi, au sukin mɨj aizpa pailtɨmtu akwa. Awa año aizpa piantarɨt aizpa Diosta mɨlarɨtkas, Moisés ɨnintɨt aizpa kiarakas, uspane mizurainkas sɨnam sarɨt uzasachi. Diosne mizurainkas usparuza sapnasachi, uspa kwail kwizninnarachi akwa. 
HEB.10.2	Moisés ɨnintɨt aizpa usparuza wat namnarachikas, uspa kwail sɨnam saninnarachikas, uspane chiwazha piantarɨt aizpa Diosta mɨlamɨzta. Dios sun piantarɨt aizpa mɨlturuza sɨnam sanaratne, uspane mamasa sun piantarɨt aizpa Diosta mɨltakianazi. Sɨnam sarɨtmika paiña kwail kirɨt aizpa kwiznintɨt pian akwa, usne ayukta paiña kwailpa mintuchi. 
HEB.10.3	Ñamin awane sunkana minñarachi. Año aizpa kalpa piantamɨzta akwa, uspane uspa kwail kiarɨt aizpa nɨjkulara. 
HEB.10.4	Aune ternerowa aimpikas cabrawa aimpikas kwail kimturuza mizurainkas sɨnam sanasachi pianmakpas, Dios usparuza sapnanapa.
HEB.10.5	Chiwazha aimpi awawa kwail kwizninnasachi akwa, Cristo au sukin piannakane, usne Diosta ka kaizta:
HEB.10.5	“Nune chiwazha piantarɨt aizpa pashitchi.
HEB.10.5	Nune nawa awakana namtɨt, awa akwa inapa.
HEB.10.6	Awa ternero Diosta mɨlarakas,
HEB.10.6	nune ña impaktɨt aizpakas piantarɨt aizpakas pashitchi, awawa kwail sɨnam sananapa.
HEB.10.7	Suasne Cristone Diosta ka kaizta: ‘Izti. Nane an sukin arau, nu pashimtu aizpa kin.
HEB.10.7	Nane Dios pɨnkɨhta nawa parɨt aizpa kishinash.’ ”
HEB.10.8	Ñamin Moisés sun pit pɨnkɨhta pat kit Judío awaruza ɨninnara, kalpa piantanapa, uspa kwail akwa Diosta mɨlaanapa. Ma payu sunkana Cristone Diosta ka kaizta: “Mane Diosne piantarɨt aizpa pashitchi, awawa kwail sɨnam sananapa.” 
HEB.10.9	Kwiztane Cristone Diosta ka kaizta: “Izti. Nane an sukin arau, nu pashimtu aizpa kin,” ka kizta. Us au akwa irɨt akwa, usne Moisés ɨnintɨt aizpa pailninta, sun awaruza wat namninnamtu akwa. 
HEB.10.10	Cristo Dios pashit aizpa kishit akwa, usne Dios ɨnintɨt aizpa mɨra. Jesucristone, au akwa piantatmikane, maza piji irɨt, au kwail kiarɨt aizpa sɨnam sananapa, aumɨza Dios iztukin uzninnanapa.
HEB.10.11	Wan Judío pariyaruz an sukin uspa kal kiamtuasmin, uspane pailta payukima Diospa yalta akkwan piji sunmin piantarɨt aizpa mamazpa akwa mɨlanara. Ternerowa aimpine mizurainkas awawa kwail kwizninnasachi. 
HEB.10.12	Cristone ussain Diosta chɨhkarawane, au akwa piantatmika namta. Usne maza pijiin irɨt, au kwail kiarɨt aizpa sɨnam sananapa. Paiña kal kapal pailtawane, usne chiyura nura, Dios iztakin pailta payukima uzna. 
HEB.10.13	Suane usne paiña Taitta Dioskasa tɨriztu, paiña aliztuza kapal anuppanakima. 
HEB.10.14	Cristone maza piji awa akwa inapa chɨhkara, wan Diosta piantuza sɨnam sanana, usparuza watsat mɨlnana. 
HEB.10.15	Dios Sɨnam Izpulne sun watcha pit kaiz kit Dios pɨnkɨhta ka paninta:
HEB.10.16	“Nane masas contrato pam kit Judío awaruza
HEB.10.16	mamaz payura chɨhkananash. Anpatne ka kiznara.
HEB.10.16	Nane Dios ɨnintɨt aizpa usparuzpa kaijchukin piankamninnanash.
HEB.10.16	Nane sun pɨnkɨh parɨt aizpa ayukta mintukin usparuza piankamninnanash.”
HEB.10.17	Suasne Dios Sɨnam Izpulne ma pitchin ka kaizta:
HEB.10.17	“Nane uspa kwail kiarɨt aizpakas mama minmanash. Awa Dios ɨnintɨt aizpa mɨamtuchikas, nane uspa kwail kiarɨt aizpa kwizninnat kit uspa kwail kiarɨt aizpa maintɨnash.”
HEB.10.18	Dios awaruzpa kwail kiarɨt aizpa kihashinamtu akwa, aune chiwazha piantarɨt aizpa Diosta mɨlashitchimakpas, au kwail kiarɨt aizpa kwizninnanapa.
HEB.10.19	Mane, ap izmuruz, mɨzhain. Jesucristo au akwa irɨt akwa, Dios tukin naptɨt akwa, usne chiyura napta. Suane usne paiña aimpikasa au kwail kiarɨt aizpa sɨnam sanashina. Sun akwa aune Dios uzkin napshinamakpas, ishkwatchin, Dioskasa wanmakkana. 
HEB.10.20	Jesús sun masas chiyura mi sanintɨt akwa, katmizna aune Dios iztukin chiyura napshimtumakpas, Dioskasa wanmakkana. Jesús irachasmin, sun chiyura mi sɨptɨt ara. Cristo uztu akwa, usne awaruza maizninnashina, masas miwara nappanapa, chiyura Dioskasa uzanapa. 
HEB.10.21	Au katsa pariyane, Jesúsne chiyura uz kit wan Diosta piantuza ɨninnamtu. 
HEB.10.22	Katmizna Dios tura ɨzhain, ussa wakpuj wainna. Mane ussa wat nɨjkultumakpas. Dios aumɨza maiznat kit au kaijchura wat namninta akwa, aune Dios watcha i pianmakpas. Cristo au kaijchukin au kwail mintɨt aizpa sɨnam sanarɨt akwa, aune Dios iztukin sɨnam awakana uztumakpas. 
HEB.10.23	Diosta tɨrizna ɨzhain, us kin namtɨt aizpa kinkima. Wenamtuchin, Cristo watcha i kaizna ɨzhain. Paiña pit kwairachin, ussa mɨzhain. Usne us kin namtɨt aizpa kinazi, wenamnachin. 
HEB.10.24	Mamaztuzpa minchain, usparuza kiwainnanapa, awaruza pashinanapa. Mamaztuza kiwainna ɨzhain, wat kal kianapa. 
HEB.10.25	Diosta piantuz wanmakkakane, uspakasa wanmakna ɨzhain. Mazantuz ñamin wanmakkarakas, uspane wanmakna paiyarɨt. Sun wanmakmuchiruzkana uzman. Katmizna maza mazarain kuruntawamakpas, awa Dioskasa watmin chaanapa, Diosta wakpuj wainñanapa. Mane aune awaruza kiwainnarawa, au Anpat kailtu payu piananpain akwa.
HEB.10.26	Maza Dios watcha pit piankamtukas, sun awa kwail kimɨztune, Diosne paiña kwail kimtu aizpa sɨnam sasachi, au piantarɨtmikasha kwairɨt akwa. 
HEB.10.27	Sun akwa, Diosne kwail kishimɨzturuza ishkwaninnat kit usparuza ĩnkin ɨninnanazi, usparuza ilnana. 
HEB.10.28	Ñamin awa Moisés ɨnintɨt aizpa kitchine, kutña izwainmuruzkima us kwail kirɨt aizpa izarane, mikwane ussa inapa ɨninta. Minminkas ussa kiwainsachi. 
HEB.10.29	Diosne Dios painkulta kwairɨtmikasha an tɨnta ilnazi, Dios painkulpa wat mintachi akwa. Cristone irɨt, awa masas contrato uskasa nappanapa, uspa kwail kiarɨt aizpa paiña aimpikasa sɨnam sananapa. Diosne Jesús chiwazha awakanain irɨt minturuza an tɨnta ilnanazi. Sɨnam Izpulne awaruza Diosta wanmalninnat kit Diosta piankamwainshimtu. Sɨnam Izpul kiwainnamtu akwa, Diosne ussa saptuchiruza an tɨnta ilnanazi. 
HEB.10.30	Aune Dios kimtu aizpa pianmakpas. Ka kaizta: “Nane wan kwail kimtuza ilnanash. Nane uspa kwail kiarɨtkanain usparuza kailninnanash, sunkanain naizanapa.”
HEB.10.31	Diosne, chiyura uztumikane, kwailtuza tɨnta ilnanazi.
HEB.10.32	Ñamin une Dios watcha pit mɨat kit Diosta piankamara. Dios uruza watsarɨt mɨlnara nɨjkultain. Awa uruzkasa waya kiarɨtkas, awa uruza tɨnta naizninnarakas, une uspa kwail tailchaara, u Diosta nɨjkularɨt akwa. 
HEB.10.33	Masetne sun kwailtuzne uruza awa iztakin tɨnta ɨninnat kit uruza kwail pit kaizara. Uspane uruza akkwan piji naizninnara. U naizturuza kiwainamtasmin, sun kwailtuzne uruzakas kawarain kwail kinara. 
HEB.10.34	Une kajchira sɨptɨttuz akwa tayal kit usparuza kiwainnashit kit uspa we mɨjat aizpa usparuza mɨlanara. Awa u su mɨj aizpa walkwarakas, une tayaltachin tailchaara, uspa u kaijchukin mɨj aizpa walkwasachi akwa. Sun kwail tailchamtuasmin, une wat tuat kit Dios uruza mɨlamtu aizpa pianmai. Usne aumɨza us mɨj aizpa mɨlananazi, us mɨj aizpa anza wat akwa. 
HEB.10.35	Katmizna, Diosta nɨjkulmɨztain, wenamtachin. Watcha, Diosne uruza us wan kin namtɨt aizpa chiyura mɨlananazi. 
HEB.10.36	Wan naiztu aizpa tɨnta tailchamtuasmin, une Dios kaizta aizpa mɨarawa, kwairachin. Dios pashit aizpa kiarawa, us uruza kin namtɨt aizpa chiyura sappanapa. 
HEB.10.37	Diosne paiña pɨnkɨhta ka panintɨt:
HEB.10.37	“Imparain imparain, Cristone, amtumikane, anazi. Usne watcha apain piannanpain.
HEB.10.38	Nane awaruza wat namninnanash, nakasa wanmakkanapa.
HEB.10.38	Nawa wat nɨjkulat kit nakasa uzanazi.
HEB.10.38	Nane nɨjkultuchiruza ilnanash, nawa mɨarachi akwa, Diosta kwayarɨt akwa.”
HEB.10.39	Aune Diosta kwayamturuzkana chimakpas. Aune chinkas kamanash. Aune ishkwatchin Diosta kanpamtumakpas. Au Diosta nɨjkulamtu akwa, Diosne aumɨza watsat mɨlnanazi.
HEB.11.1	Au Diosta nɨjkulturuzne Dios kaiztɨt aizpa watcha i mɨmtumakpas, wenamtachin. Dios aumɨza kin namtɨt aizpa apain sapparachikas, aune Dios aumɨza kin namtɨt aizpa pianmakpas. Diosta tɨriztawane, aune sappanapas. Aumɨza kin namtɨt aizpa izarachikas, aune an tɨnta namat kit Dios kaizta aizpa watcha i minñanash. 
HEB.11.2	Ñamin uztaruz Dios kaizta aizpa watcha i nɨjkularɨt akwa, Diosne usparuzpa “wat awa mai” kiznara.
HEB.11.3	Au Dios kaizta aizpa watcha i nɨjkulamtu akwa, aune Dios au sukas au chiyukas sarɨt pianmakpas. Dios au su sarachasmin, chinkas wachi. Us tɨnta akwa, Diosne paiña pit kaiz kit wan wa aizpa sarɨt.
HEB.11.4	Abelne Dios kaizta aizpa watcha i nɨjkulta. Abel us piantarɨt aizpa Diosta mɨlarawane, Diosne Abelpa wat min kit paiña mɨlam sapta. Diosne Caín mɨlat aizpa saptachi, Diosta nɨjkultachi akwa. Abel Diosta nɨjkulta akwa, Diosne paiña kwail sɨnam sat kit Dios iztakin wat sara. Abel irɨtkas, aune mama Abelpa kamtumakpas. Aune uskana Dios kaizta aizpa watcha i nɨjkultawamakpas.
HEB.11.5	Enocne Dios kaizta aizpa watcha i nɨjkulta. Enoc uztasmin, Diosne chiyura ussa mɨlta. Ɨtchasmin, usne irachi. Dios ussa chiyura mɨltɨt akwa, an sukin awane ussa wanmalarachi. Dios pɨnkɨhta Enocpa parɨt: “Us Dios ɨnintɨt aizpa mɨrɨt akwa, Diosne Enocpa wat min kit kwizta chiyura mɨlta.”
HEB.11.6	Dios kaizta aizpa watcha i nɨjkultuchimikane Dios pashit aizpa kisachi. Diosta wakpuj wainshimtumikane Dios watcha uzi nɨjkultawa. Diosne ussa saimturuza us kin namtɨt aizpa mɨlananazi.
HEB.11.7	Noéne Dios kaizta aizpa watcha i nɨjkulta. Dios Noéra “mamaz payura nane an su pi pɨnninnash” kuruntawane, Noéne chinkas iztachin Dios kaizta aizpa watcha i nɨjkul kit ishkwat kit kwisha katsa kanua samɨzta, paiña kwaltuza watsat mɨlnana. Noé Dios kaizta aizpa watcha i nɨjkultɨt akwa, Diosne Noéra watsat mɨlnat kit Dios kaizta aizpa nɨjkultuchiruza ilnara. Noé Dios kaizta aizpa watcha i nɨjkultɨt akwa, Diosne Noéra wat namnin kit ussa watsat mɨlta.
HEB.11.8	Abrahamne Dios kaizta aizpa watcha i nɨjkulta. Diosne Abrahamta akwat kit mamaz su mɨlan namta. Us mɨnta ɨmtu pianchikas, Abrahamne Dios ɨnintɨt aizpa mɨt kit paiña sukis puzta, Dios sun su mɨlan namtɨt aizpa sapnapa. 
HEB.11.9	Abraham Diosta nɨjkultasmin, sun suwara Dios mɨlan namtɨt sukin puztuasmin, Abrahamne ɨranchuruz sat kit mamaz suras awakana uzta. Abraham paiña pashpara, Isaacta, kawirawane, Isaacne sun Dios mɨlam namtɨt sukin uz kit ɨranchuruz sat kit Abraham uztakana uzta. Isaac paiña pashpara, Jacobta, kawirawane, Jacobne sun suwara Dios mɨlan namtɨt sukin uz kit ɨranchuruz sat kit Isaac uztakana uzta. Diosne sun kutñaruza sun su mɨlan namnara. 
HEB.11.10	Abraham an sukin mɨlan namtɨt aizpa sapshimtuasmin, usne Diosta tɨrizta, mamaz pɨpulura, chiyura, ɨnpa, Dioskasa minpa payukima uznapa. Diosne an pɨpulura sarɨt.
HEB.11.11	Sarane Dios kaiztɨt aizpa watcha i nɨjkulta. Sara kwisha ɨnkwa parɨt akwa, usne pashpa mɨlsachi. Usne Dios kin namtɨt aizpa watcha i nɨjkulta, wenamtachin, pashpa wanapa. Pashpa warawane, Sarane pɨja ishta. Suas pashpa taizta. Sara ɨnkwa parɨtkas, Abraham ɨlapa parɨtkas, uspane Dios kaizta aizpa watcha i nɨjkulpail kit pashpa kawirailta. 
HEB.11.12	Abrahamkas kwisha ɨlapa parɨtkas, usne pashpa kawirat kit papihsh namta. Paiña pashpane akkwan pashpa kawirara, aiznakima. Maza ampukis wan Abrahampa pashparuz kawiara. Kɨmaruz wiansachi. Pi ksukas wiansachi. Sunkana Abrahampa kwal wiansachi, aiztɨt akwa.
HEB.11.13	Iarachasmin, suntuzne Dios usparuza mɨlan namtɨt aizpa sapparachi, Dios kaizta aizpa watcha i nɨjkularɨtkas. An sunkin Dios usparuza mɨlan namtɨt aizpa sapparachikas, uspane Dios kaizta aizpa watcha i nɨjkulat kit chiyura wan sappanazi pianmai. An sukin uztuasmin, uspane “pailta payukima an sukin uzanawas” minñarachi. 
HEB.11.14	“Apas chi makpas” kizturuzne mamaz sura sayamtu. Uspane wantuza “chiyu sura sayamtu” kainanamtu. 
HEB.11.15	Uspane uspa ñamin su uzarakin kaiyashitchi, uspa kailna minñarachi akwa. 
HEB.11.16	Uspane anza wat su, chiyura su, pashiara. Katmizna Diosne uspa akwa mamaz su sara, Dios uztukin puranpa. Dios uspa akwa mɨtsalchi akwa, Diosne “nane uspa Dios ish” kiztu.
HEB.11.17+HEB.11.18	Ñamin Diosne Abrahamta ka kin namtɨt: “Up painkul, Isaac kawirawane, usne akkwan pashpa mɨlnazi, akkwan kwal aiznakima. Abrahampa kwal munanazi,”
HEB.11.19	Abrahamne Diosta nɨjkul kit ka minta: “Diosne Isaacta irɨttas mamasa kakulninshina.” Isaac irachikas, Abrahamne ussa mamasa sapta, kamkis kakultɨtmikakana. 
HEB.11.20	Isaacne Dios kaizta aizpa watcha i nɨjkulta. Isaacne Diosta paikwara, Jacobkas Esaúkas Dios kin namtɨt aizpa mamaz payura sappanapa, Dios usparuza wat kiwainanapa.
HEB.11.21	Jacobne Dios kaizta aizpa watcha i nɨjkulta. Jacobne inapain azi. Tɨwil putnaintuasmin, Dios iztakin sumtɨttuasmin, Jacobne Diosta paikwara, paas Joséwa painkultuza wat kiwainnanapa.
HEB.11.22	Joséne Dios kaizta aizpa watcha i nɨjkulta. Irachasmin, Joséne Israel awaruz Egipto suras puzanazi kiznat kit ɨmtu payura paiña sɨh uspakasa mɨlnapa ɨninnara, Canaán sura kamanapa.
HEB.11.23	Moiséspa papihshkas akkuhshkas Dios kaiztɨt aizpa watcha i nɨjkulpailta. Moisés ainki tuasmin, papihshkas akkuhshkas kutña mishkima uspa watsal iztɨt pashpara puintɨt mɨjara. Katsa mikwa wan ampu pashparuza piantanapa ɨnintɨt akwa, uspane katsa mikwa ɨnintɨt aizpa ishkwailtachi, mɨshichiwail. Katmizna uspane (papihshkas akkuhshkas) Moisésta piantarachi.
HEB.11.24	Moisésne Dios kaizta aizpa watcha i nɨjkulta. Moisés ɨlapa parawane, usne nat kit “Faraónpa, katsa mikwawa pashune ap akkuhsh chi” kizta. “Nane paiña painkul chish,” ka kizta. 
HEB.11.25	Moisésne Israel awakasa uzna narɨt. Katsa mikwa sukin naiztukas, usne katsa mikwa kwaltuz kwail kiarɨtkana kishitchi. 
HEB.11.26	Us Israel awakasa wanmaktɨt akwa, Moisésne Cristo naiztɨtkana naizta, Egipto sura uztuz ussa kwayarɨt akwa. Egipto su mikwa pa kiarɨtkas, Moisés paiña papihsh kiznakana pa kishitchi. Usne Egipto su uzturuzkana uzshitchi, uspa kwail kiarɨt akwa. Moisésne Dios mɨlamtu aizpa an wari minta. Egiptowa pialne wat chi minta. Moisésne Diosta tɨrizta, Dios ussa mamaz payura mɨlan namtɨt aizpa sapnakima.
HEB.11.27	Moisésne Dios kaiztɨt aizpa watcha i nɨjkulta. Usne Egipto sukis puz kit aliz kultɨt katsa mikwara ishkwatchi. Diosta iztachikas, Diosta kwairachi. Moisésne us kuruntɨt aizpa kanpara, Dios uskasa kwinta kit akwa. 
HEB.11.28	Moisésne Dios kaiztɨt aizpa watcha i nɨjkulta. Usne wan Israel awaruza pɨrikuruza piantanapa ɨninnara, Pascua pishta izanapa. Suasne pɨrikuwa aimpi pirulta wintawane, uspane pɨjta ɨsalkinkas pɨjta kanmalkinkas nɨara, ángel uspa an ñancha painkultuza ininnamanpa.
HEB.11.29	Judío awaruzne Dios kaizta aizpa watcha i nɨjkulara. Katmizna uspane mittɨwara Kwanam Pira pilpara kwakkara. Egipto awa sun pimin kwakkashimtuasmin, uspane kwaara.
HEB.11.30	Judío awaruzne Dios kaizta aizpa watcha i nɨjkulara. Uspane Jericó pɨpulura siete payukima pɨlsamtaara. Kapal pɨlsaarawane, Diosne Jericó pɨpuluwa kalpialtuza azpian kit nainninnara, Israel awa Diosta nɨjkulara akwa. 
HEB.11.31	Jericó kalpial naintachasmin, suane, maza ashampane, Rahab muntɨtmikane, Jericó pɨpulura uzta. Kwail ashampa akwa, usne ñamin akkwan ampukasa chaarɨt. Rahab Dios kaizta aizpa watcha i nɨjkultɨt akwa, usne Jericó awakasa irachi. Ñamin paas Judío awaruzne Jericó pɨpulura puintain ailta, sun pɨpulura iznapa. Ailtawane, Rahabne uspa paasta wat sapnat kit paiña yal nammɨlat kit paiña yalkin kulnaninta. Uspa paasta kiwaintɨt akwa, usne Jericó awa nɨjkultachiruzkasa irachi.
HEB.11.32	¿Uruza mamaz kwinta kinsa? Mamaztuzpa kwinta kisachish. Mama we ish. Nane uruza Gedeónpakas, Baracpakas, Sansónpakas, Jeftéwakas, Davidpakas, Samuelpakas, Dios kainammtuzpakas kwinta kisachish. 
HEB.11.33	Uspane Dios kaizta aizpa watcha i nɨjkulara. Mazantuzne waya kit kit katsa mikwaruza anuppanara. Mazantuzne awaruza ɨninnara, nil uzninnanapa. Katmizna uspa Diosta paikuara akwa, usne usparuza kiwainnara, Dios mɨlan namtɨt aizpa sappanapa. Mazantuz ishuruzkasa sɨpparɨtkas, Diosne usparuza katsa ishukis puzninnara, ishu kumanpa. 
HEB.11.34	Awa mazantuza katsa ĩnkin kiaintɨtkas, uspane impaktarachi. Mazantuzne imasarɨt, awa usparuza mashtikasa piantashiamtasmin. Najtɨttuzne tɨnta kularɨt. Mazantuzne tɨnta waya kiat kit aliztuza anuppanara. Diosne anparuzakas kiwainnara, Diosta nɨjlularɨt akwa. 
HEB.11.35	Ashampawa pashparuz iarɨtkas, Diosne sun pashparuza kuhsninnara, mamasa uzanapa.
HEB.11.35	Awa mamaztuza naizninnarawane, uspane iara, Diosta kwairashitchi akwa. Uspa apa iarane, uspane chiyura uzanawas pianmai. Diosne anpparuzakas kiwainnanara, uspa Diosta nɨjkularɨt akwa. 
HEB.11.36	Awane mamaztuza ishanat kit ilnara. Awane usparuza cadenakasa kaanarɨt kit kajchira sɨpnarɨt. 
HEB.11.37	Mamaztuzne iarɨt, usparuza uk kinarɨt akwa. Awane mamaztuza tɨ kɨzmukasa kakwakin tɨtnara, ianapa. Mamaztuzne pɨriku ayakasa cabra ayakasa kwaarɨt, kamisha mɨjchi akwa. Mazantuzne ɨnkalparain chaara, uspa yal mɨjchi akwa. Mamaztuzne puiza namarɨt. Awane mamaztuza aim kinarɨt, naizanakima. 
HEB.11.38	Sun naiztaruzne an wat awa mazi. Mamaztuza naiznintaruzne kwail awa mazi, naizturuza uspa sukis kwainarɨt akwa. Uspane ɨnkalparakas, awa purachiwarakas, awa mi karɨttuzkanain chaara. Sun naizarɨmturuzne an wat sura uzanazi. An sukin uzaraasmin, uspane uk kultakas pil kultakas uzara.
HEB.11.39	Diosne wan naiztaruzpa wat minñara, Dios kaizta aizpa watcha i nɨjkularɨt akwa. Mɨnminkas an sukin Dios usparuza mɨlan namtɨt aizpa mama sapparachi, 
HEB.11.40	Dios au akwa chiwazha an wat kinashimtu akwa. Diosne paiña kal kapal pailshira, ñamin uzarɨtkas ma payu uzturuzkas Dios mɨlan namtɨt aizpa parejuin sappanapa, wan Diosta nɨjkulturuz Dioskasa uzanapa.
HEB.12.1	Nane akkwan awa Dios kaizta aizpa watcha i nɨjkultaruzpa kwinta kinarau. Uspane chiyuras izwainmuruzkana mai. Aukas uspa uzarɨtkana uzna piankamtawamakpas, wan naiztu aizpa tailchanapa. Katmizna chiwazha aumɨza kiwainamtuchi aizpa mamin chɨhkatpamakpas. Chiwazha kwail kishimtu aizpa chɨhkatpamakpas. Aune Cristora kanpat kit minpa payukima wan chiwal impara imparain tailchatpamakpas. Aune Dios pashit aizpakas, Dios ɨnintɨt aizpakas, kitpamakpas, wenamtachin. 
HEB.12.2	Aune Jesústain kanparawamakpas, us pashit aizpa kiana. Usne Dios kaizta aizpa watcha i aumɨza nɨjkulninnara, Dios aumɨza chiyura watsat mɨlnanapa. Jesús an sukin uztuasmin, usne naiz kit ishtu tailchat kit kurishta irɨt. Jesús kurishta irɨtkas, usne mɨtsal kitchi, Dios ussa chiyura watsal kinninta akwa. Katmizna mane usne Dios mamin uz kit Dioskasa wantuza ɨninnamtu.
HEB.12.3	Jesúsne aukinkas an tɨnta naizta, awa ussa aliz kulaat kit kwail pit ussa paraara akwa. Katmizna wan naizamtu aizpa tailcharain. Najtɨt awakana uzman. 
HEB.12.4	Uspa Cristora piantarɨtkas, makima kwailtuzne uruza piantanarachi. U kwail kiashitchikas, uspane uruza kwail kianapa ɨninñara, u Cristora nɨjkularɨt akwa. 
HEB.12.5	Une Dios uruza, paiña pashparuzakana kurunnarɨt aizpa mainman, Dios pitta ka parɨt akwa:
HEB.12.5	“Ap painkul, mɨzha. Na uruza ilnamtukas, nane uruza kamtanamtu, na kaiztu aizpa mɨanapa.
HEB.12.5	Na chiwazha kiman kaiznarakas, nane uruza kurunnamtu, u kaijchukin tɨnta namanapa.
HEB.12.6	Nane, u Anpatne, up pashimturuza kurunnamtus, kwail kiamanpa.
HEB.12.6	Wan Diospa pashparuz kwail kiakane, nane uruza tɨt ilnanash, u kwail chɨhkanapa, uruza mamasa sappana.”
HEB.12.7	Une Dios uruza ilnamtu aizpa tailcharain, Dios sunkana uruza paiña pashparuzkanain kurunnamtu akwa. Wan papihshtuzne pashparuza ilnamtu, kwail chɨhkaanapa. 
HEB.12.8	Diosne wan paiña pashparuza ilnamtu, us kaiztu aizpa mɨanapa. Dios uruza kurunnamtukine, uruza ilnamtukine, une Diospa kwal chi mai. Dios uruza ilnamtukine, une sailta pashparuzkana mai. 
HEB.12.9	Mane ma pitchin uruza kainanash. An sukin uzamtuasmin, au papihshtuzkas au akkuhshtuzkas aumɨza ilnara, au wat nɨjkul kit chanapa. Katmizna aune usparuza chikas kikaimakpas. Uspawa wat mintamakpas. Katmizna Dios aumɨza ilnakane, aune Diosta an chikas kikaimakpas, us au chiyura papihsh namtɨt akwa. Usne aumɨza uskasa pailta payukima uzninnanazi. 
